1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
-0.0148169-1.8172e-15j 0.0563147-1.29534e-15j -0.160042+9.16517e-16j 0.2339-2.52657e-15j 0.0304325+1.68611e-16j -0.243659-5.23985e-17j -0.330387+9.6131e-15j -0.143547+4.02006e-16j 0.139676-1.93393e-15j 0.00430982+1.8431e-16j -0.0752853+4.32043e-16j 0.000706299+4.10253e-15j -0.00856672+9.94568e-16j -0.152773+4.59944e-15j 0.286781-9.56405e-15j -0.312623+7.29727e-15j 0.237751-5.78417e-16j -0.208067+7.81111e-15j 0.162654-4.26584e-15j -0.0343303-4.1396e-15j 0.169865-5.34643e-15j 0.0683528+5.47921e-15j -0.0923706+1.70822e-15j 0.0710624-2.73951e-15j 0.00857895-1.23475e-17j 0.0996977+2.67821e-15j 0.24337-9.15643e-15j 0.0239594+1.53564e-15j 0.00970043-9.13955e-16j -0.394279+1.45139e-14j -0.0263625-9.57683e-16j -0.281878+3.97256e-15j 0.0753413+1.01668e-15j 0.478962-9.96488e-15j 0.0209948+1.97006e-14j 0.0367383+2.46821e-15j 0.361785+9.3003e-16j 0.161652-1.42714e-15j 0.329202+2.91885e-15j -0.039523-3.33562e-14j -0.249825-5.64877e-14j 0.155463-1.62684e-17j 0.0484364-9.80687e-16j -0.110193+2.66953e-15j -0.104823+1.40101e-14j 0.0426294-5.80097e-15j -0.0487473-2.89217e-15j -0.212368+3.47369e-15j 0.123158-1.33619e-14j 0.203396-9.51066e-15j -0.161682+2.74628e-15j -0.0744375-1.672e-15j 0.0916836-2.16002e-15j 0.133777+1.1656e-14j 0.00123831-4.00015e-16j -0.0116839-7.1756e-15j 0.0260049-1.16007e-15j 0.104259-3.56368e-15j -0.154794+4.23841e-15j -0.0871162+6.39909e-15j -0.0518482+2.12632e-15j -0.125067+2.56349e-15j -0.0349966+1.86415e-15j -0.071949+1.20256e-15j -0.00993064+8.88955e-16j -0.0689002+2.27998e-16j 0.00897032+6.96977e-17j -0.0639965+5.3454e-16j 0.022636-2.41066e-16j -0.0851496+3.75152e-16j 0.024691-1.00026e-15j 0.0548016-3.36647e-15j 
0.0122504-4.93959e-15j 0.0827315-2.51211e-15j -0.0671907-2.90262e-15j 0.0827551+3.14941e-15j 0.0739391-2.74275e-15j -0.270386+2.50223e-15j 0.0360137-5.45219e-15j -0.157265+4.86658e-16j 0.120182-1.80095e-15j 0.049841+2.55561e-15j -0.0373632-9.65218e-16j 0.0966536-7.91558e-17j -0.0420477+7.34561e-16j -0.128956+1.10546e-15j 0.0350149+3.02172e-16j -0.152246-1.61651e-15j 0.0580695+2.96694e-15j -0.0526363-2.74899e-15j -0.200396+6.6062e-15j -0.419716+1.14719e-15j -0.132116-3.21704e-17j 0.191499+5.11394e-15j -0.0776855+1.69501e-15j 0.238873-4.93968e-15j -0.0417275-1.3226e-15j 0.0866227+4.75267e-15j -0.330282+2.97476e-15j 0.37891-4.89557e-15j -0.0536199-5.45814e-17j 0.177912-3.73949e-15j 0.027336-1.55159e-15j 0.2894-1.5706e-15j -0.097384-3.48169e-16j -0.112447+7.00813e-15j 0.330423+2.25791e-13j 0.233672-4.18288e-15j 0.0609462+6.79508e-15j -0.0409765-2.6792e-16j 0.162724+4.52259e-15j 0.193902-8.07796e-15j -0.16576-1.54335e-14j 0.0985904+2.03276e-15j 0.0648222-4.46201e-15j -0.171646+1.11252e-14j -0.360854+6.21198e-14j -0.240545+5.0495e-15j -0.0914889-3.32173e-15j 0.198174-3.37345e-15j -0.0234506+6.79252e-15j -0.0874445-3.31501e-16j -0.154134+1.1286e-15j -0.0778698-7.0233e-17j 0.0335637-1.55119e-15j -0.174378-1.51543e-14j 0.0160318+2.31195e-15j 0.0714038+4.99914e-14j 0.0070788-1.91125e-16j -0.0764476+1.54923e-15j -0.13149+6.91662e-16j -0.0244011+4.34814e-16j -0.0269849-4.10217e-16j 0.0443672-3.32958e-15j 0.100712-1.9404e-15j 0.0110256-1.11073e-15j -0.0806882+7.81809e-16j 0.0135027-4.54323e-16j -0.0279095-2.36118e-16j 0.0419402-2.04809e-15j -0.0486762+4.28504e-16j -0.0689244-5.92022e-16j -0.0534371+1.10562e-15j 0.030584-2.9552e-15j 
0.0780241+1.85853e-15j 0.040485-1.62026e-15j -0.198642-2.91183e-14j 0.0518767+2.89935e-15j -0.214135-2.73713e-14j 0.198278+2.55238e-14j -0.0739843-1.2036e-14j 0.0915923+6.49181e-15j -0.110188-1.00456e-14j -0.002581+4.61306e-15j -0.0281014-3.95936e-15j 0.0307476+6.64742e-16j 0.0462099+2.2463e-15j 0.110874+8.67987e-15j -0.0938731-6.956e-15j -0.0256398-5.16903e-15j 0.285241+3.24574e-14j 0.0461056+8.46891e-15j -0.0903623-8.11376e-15j -0.107558-1.37833e-14j 0.00925662+2.45734e-16j 0.15606+2.21583e-14j -0.158879-1.93265e-14j -0.0270942-3.77224e-15j -0.20629-2.93037e-14j 0.155475+1.95027e-14j -0.112368-1.61366e-14j 0.229114+2.74599e-14j 0.302757+3.26512e-14j 0.0461683+6.37322e-15j 0.0245773+1.08779e-15j 0.291057+4.07196e-14j -0.41118-4.16421e-14j -0.120042-1.52413e-14j 0.0641854+4.64449e-14j 0.00144568+1.54287e-15j 0.0907815+1.42862e-14j 0.307275+4.02386e-14j 0.139939+1.45377e-14j -0.0913034-3.63643e-14j -0.167155-6.43597e-14j -0.37851-3.07826e-14j -0.136142-1.94233e-14j -0.128538-2.43288e-14j 0.187455-8.35595e-15j 0.199205+2.32309e-14j -0.166561-2.6017e-14j -0.0509637+1.2443e-15j 0.305693+1.10347e-14j -0.381268-4.28997e-14j 0.0554085+1.52369e-15j -0.142948-1.42262e-14j -0.000165307-5.33549e-15j -0.00773738-1.68375e-15j 0.184854+3.22538e-14j -0.0082099-6.35321e-15j -0.000726252-4.44369e-15j 0.0557658+8.45533e-15j 0.0538481+8.04555e-15j 0.276208+2.63572e-14j -0.167328-2.01695e-14j 0.0750641+7.60875e-15j -0.073504-9.28214e-15j 0.092614+9.95707e-15j 0.0322154+3.26177e-15j 0.0905836+1.19839e-14j -0.035211-4.82238e-15j -0.0419918-2.98285e-15j -0.0318549-5.42349e-15j -0.0555008-5.67371e-15j -0.0440455-6.22813e-15j 0.0336443+1.58548e-15j 
-0.0429199-3.6052e-15j 0.10694+4.36686e-15j -0.0172296+3.24057e-15j 0.206768+5.35776e-15j -0.0628878+5.18112e-15j -0.106817-8.16384e-15j 0.0828406-9.72937e-16j -0.0766008-2.60341e-17j -0.0779851+1.24578e-15j -0.182247+1.33647e-15j -0.0947723+1.54016e-15j 0.2025+5.15892e-15j 0.0215207+1.48727e-15j 0.11497-1.99016e-15j -0.0441873-5.03469e-16j 0.034184-3.57902e-15j 0.226144-3.54073e-15j -0.0663449-6.99102e-15j -0.0206443+9.28274e-16j -0.325765-7.2575e-15j 0.0732393+2.98502e-16j 0.0883531+5.70596e-15j -0.25609+1.92243e-15j 0.104242+3.0453e-15j 0.195638+5.19568e-15j 0.216925+1.00547e-15j 0.0200189-8.75451e-15j -0.0445066-4.60619e-15j 0.221104-1.22451e-14j -0.00246891+1.07626e-15j -0.0619423-3.04065e-16j -0.0598886-5.79289e-15j -0.0468625+3.67651e-15j -0.0356212+5.83376e-16j 0.240083+1.74054e-13j 0.0614079-5.08527e-15j -0.0855095-6.69471e-16j 0.336584-3.18568e-15j 0.119348-3.61895e-15j 0.0844487+5.07066e-14j 0.23716+7.4039e-14j -0.555564-1.13811e-14j 0.174336+1.15429e-15j 0.0703983-1.0328e-16j 0.0541917+1.81296e-15j -0.181217-6.44755e-15j 0.125475+1.06763e-14j -0.290874-1.39114e-14j -0.132935+2.97462e-15j -0.223174+6.99063e-15j 0.0577869+2.48221e-15j -0.134862+4.65456e-15j 0.244527-2.58679e-16j -0.103553-1.09626e-14j -0.044515-7.80197e-15j 0.043419+2.84673e-14j 0.274754+2.80371e-15j -0.00560361+5.73174e-17j -0.0782406+7.87249e-16j 0.364768-4.62679e-15j 0.0792582+6.09554e-15j 0.0400841-1.22379e-15j -0.0758336+2.11003e-15j 0.0702639-3.12986e-15j 0.0870427-3.44841e-15j -0.0458936-4.17624e-15j 0.0668292-1.07142e-15j -0.0576299-3.5473e-16j 0.0732975+1.6412e-15j -0.0364069-9.65097e-16j 0.0974852+2.29384e-16j -0.018985+2.0477e-15j 
-0.0867909-2.75436e-15j 0.138501+6.17026e-15j 0.0837395+6.47183e-15j 0.0729866+6.75168e-15j 0.225011+4.69592e-15j -0.235182-5.69325e-15j -0.111799+2.32188e-15j 0.127025+1.92071e-16j 0.00764732-2.17762e-16j 0.239739+6.69445e-16j 0.0467016-3.45539e-15j 0.116479+7.12666e-15j 0.0901417+3.84196e-15j -0.0489437+3.61585e-15j -0.200974-9.17836e-15j -0.170452-1.6047e-15j -0.166743-1.16813e-15j -0.235573-1.44596e-15j -0.0786529+7.17791e-16j -0.0232422-5.90419e-15j -0.198495-7.00468e-15j 0.172229+8.64963e-15j 0.179752+2.38149e-15j 0.176712+4.39439e-15j -0.0196851+9.38792e-15j -0.0514585+8.81576e-15j -0.410514-1.1491e-14j 0.166879+2.48295e-15j -0.40521-7.97044e-15j 0.137393+1.8692e-15j 0.116028+2.00931e-15j 0.0927359-2.36199e-15j -0.298805-1.91289e-15j -0.174199-1.31343e-14j 0.201167+1.50695e-13j -0.168784-9.46065e-15j 0.0318072+4.22956e-15j -0.48559-1.68566e-14j -0.0591712+5.46202e-15j 0.262676+2.61409e-14j -0.0334937+3.78019e-14j -0.196463-1.56907e-14j -0.146152-8.771e-16j -0.0559602-1.55976e-14j 0.521894-5.99845e-14j -0.0123013-9.95828e-15j 0.284416+1.61209e-14j -0.221156-1.14693e-14j -0.200404+8.91478e-15j 0.149057+3.13905e-15j 0.0530933+1.46147e-15j 0.108458+2.2736e-15j -0.131058+1.65635e-15j 0.046627+1.86207e-15j -0.115893-1.11696e-14j -0.143519-1.04472e-13j -0.101789+3.03247e-15j 0.00457767-2.41752e-15j 0.0442096-1.0386e-15j -0.18793+7.79962e-16j 0.0674361+4.36858e-15j 0.0306927-8.52944e-16j 0.126054+2.95699e-15j -0.117328-2.72437e-15j -0.199852-3.90652e-15j -0.0453112-3.86447e-15j -0.112341-2.53963e-15j -0.0161916-4.39196e-15j -0.0101257+2.02656e-15j -0.066418-4.19232e-15j -0.0386894+3.57688e-16j -0.0370988-5.8785e-16j 
-0.0511042+5.06658e-15j -0.00518241+4.22743e-15j 0.226749-2.91464e-15j 0.241227-2.23673e-15j 0.0813942-5.55137e-16j 0.127315-3.29213e-15j 0.00446949-1.75478e-15j -0.154234+3.78382e-15j -0.145223+4.59205e-15j 0.166449-3.3244e-15j -0.0476068+1.98861e-15j -0.000838877-1.91717e-16j 0.0233846+9.80897e-16j 0.222323-5.58625e-15j -0.0859944+3.80088e-15j 0.0456983-3.90165e-15j -0.42657+4.58525e-15j 0.0288683-6.87187e-15j 0.0241718-3.94544e-15j 0.195135-3.57195e-15j -0.504836+8.14144e-15j -0.0282948-2.52588e-15j 0.181755-2.47509e-15j -0.198521+1.15835e-14j 0.183737-1.23777e-15j -0.101677-3.15671e-15j 0.1053-4.1893e-16j 0.0164579+1.75152e-15j -0.109415-8.58549e-16j 0.130087-8.03142e-15j 0.106933+3.85433e-15j 0.133299+2.93632e-16j -0.412766+4.85139e-15j -0.371514+5.18497e-15j -0.163007-1.18248e-13j 0.284019-4.15195e-16j -0.17469+4.38001e-15j 0.0190119-8.04752e-16j -0.509961+5.20652e-15j 0.0526484+1.62095e-15j -0.0103966+3.0472e-15j 0.075623+2.76745e-15j 0.0878985-2.01469e-15j -0.066277-3.18631e-15j 0.0831905-1.0478e-14j -0.0277571+3.52651e-15j 0.391678+1.1609e-15j 0.149527+3.97793e-15j 0.0370773-3.61057e-15j -0.174049+6.94908e-15j -0.202605+5.46111e-15j -0.134891+5.67679e-15j 0.00690894-1.29108e-15j -0.104928-1.06992e-14j 0.0172603-8.21069e-16j -0.0126753-8.27394e-15j 0.0927028-4.5372e-15j -0.14109+3.19522e-15j -0.0523175-6.75448e-17j 0.169407-9.06358e-15j 0.0760691-1.85679e-15j 0.00168721-1.39887e-15j -0.0305557+2.61829e-15j -0.0259921-6.07565e-16j 0.101787-4.97755e-15j 0.0671853-1.97265e-15j 0.0392316-2.9138e-15j -0.139498+3.35286e-15j 0.0980462-2.1671e-15j -0.0355894-4.64503e-16j -0.0119058-1.46367e-16j 0.00327353-2.78335e-16j 
0.0593191-3.79193e-15j -0.0355661-8.1038e-16j -0.167558+3.04784e-15j 0.031508+1.03564e-15j 0.263923-3.35819e-15j -0.155388+4.82888e-15j -0.0862607+2.68894e-15j -0.150111+2.57263e-15j -0.231357-1.90088e-16j 0.0965624-3.66575e-15j 0.0855891+7.37416e-16j 0.274114+1.52773e-15j -0.121568+2.9761e-15j -0.157259+3.3071e-15j 0.142294-1.22877e-16j 0.0677582+1.6217e-15j -0.440716+2.08352e-16j 0.0209378+1.22478e-15j -0.219372-4.46317e-16j -0.348806-3.55574e-15j -0.284832-1.38498e-15j 0.0374461+5.26935e-16j -0.262804+7.17614e-16j 0.00826686-2.13416e-15j -0.0823332+5.26955e-15j -0.0751759-2.02977e-15j 0.0373528+6.33534e-15j 0.209428-9.77432e-16j -0.0603411-5.86536e-16j -0.0395536-4.45196e-15j 0.327812+1.3176e-14j 0.205869+8.07086e-17j -0.119097+1.82557e-15j 0.171019-1.30598e-15j 0.0118887+4.21216e-15j 0.251139+9.28109e-15j -0.321672-3.59142e-15j 0.332605+1.13513e-14j -0.405698-4.98926e-15j 0.23596-3.93991e-15j -0.168968-1.73999e-15j 0.018628+1.28532e-15j -0.168861+2.10342e-15j -0.138795+2.26133e-15j -0.0477179+6.48085e-15j 0.256967+5.92508e-16j 0.182408+1.69001e-15j 0.0393391+5.30746e-15j 0.261382-2.81035e-14j -0.154242+9.54848e-16j -0.082339-1.09964e-15j 0.144373-7.4106e-16j -0.214565+1.32307e-15j 0.07025+6.54869e-15j 0.144851+5.87334e-15j -0.0180286-1.35887e-14j -0.0744995-6.50559e-16j 0.153412-1.84303e-16j 0.215826-1.24454e-15j 0.0341462-2.24899e-17j 0.0529425-1.76627e-15j 0.160715-1.92419e-15j -0.0836402+2.94243e-16j 0.0432895-2.81512e-16j -0.0394575+9.15581e-16j 0.139119-1.31207e-15j 0.0579518+4.44243e-16j 0.236001-9.5654e-16j -0.145022+6.68075e-16j 0.115228-2.61213e-16j -0.0644114+1.87429e-15j 0.0353591-4.40824e-15j 
-0.0412277+2.16543e-16j 0.104392-2.31824e-15j 0.317008-3.7356e-15j 0.184806-9.11087e-16j 0.0616418+1.75206e-15j 0.0599885-5.29198e-15j 0.0100911+1.00674e-15j 0.136083-2.7025e-15j 0.0394769-6.90095e-15j -0.19143+4.65117e-15j 0.0774076+9.03681e-16j 0.0270176+3.28926e-15j 0.195183-4.76754e-15j 0.0923685-1.33822e-15j 0.0539975-1.32217e-15j -0.0325851+2.01692e-15j -0.352718-2.94976e-15j -0.228993+7.71569e-15j -0.298213+4.14325e-15j -0.114911+1.56744e-15j -0.281521-2.74385e-15j 0.0856709-1.09473e-15j 0.0193121+2.14282e-15j 0.128221-5.62526e-15j 0.530809-1.16999e-14j -0.140049-4.18449e-15j 0.279866-2.5271e-15j 0.000677554+4.23283e-15j -0.335364+3.33879e-15j -0.226484+9.14428e-15j 0.326449+1.13175e-14j 0.126653-1.35698e-15j -0.284235+8.9738e-16j -0.0789172+4.53381e-17j 0.0308045+2.02314e-14j 0.167244+1.41814e-15j 0.277247-5.20742e-15j -0.203817-7.988e-16j -0.147173-6.16624e-15j -0.00185786-1.62844e-14j -0.140276-3.34569e-14j 0.215684-2.0224e-16j -0.00402839+2.65986e-15j 0.0126565+7.08013e-15j -0.0713732+9.45293e-15j 0.0442068+4.60935e-15j -0.120316+9.07386e-15j 0.123336-6.51003e-16j -0.10391+1.07559e-14j 0.125989-7.48161e-15j 0.0360531-1.23188e-15j 0.0697005-3.92712e-15j -0.133729-8.11191e-16j 0.000405989+4.36338e-15j -0.0908866-3.04026e-15j -0.0426094-2.82902e-14j -0.122712+3.81056e-15j -0.0472699+6.10888e-16j -0.0524685+2.0267e-15j -0.246218+5.0797e-15j -0.00765118+2.42457e-15j 0.0121683+1.0522e-15j 0.106986-1.81624e-15j -0.0873295+2.04504e-15j -0.0372498+1.92108e-15j -0.0739874+2.40447e-15j 0.0174307+1.03091e-15j -0.0142135+2.13325e-15j 0.00787561-4.54672e-16j -0.0332399+2.50858e-15j -0.00363986-8.36963e-16j -0.0238778+1.60797e-15j 
0.0152203-1.84841e-15j 0.021882-1.10682e-15j 0.0819424+3.17068e-15j -0.00651784+1.35512e-15j 0.0077369+9.47232e-16j -0.305342+1.58618e-15j 0.0325983+2.3839e-15j 0.244455-1.58184e-15j -0.186165+1.58072e-15j -0.0557419-1.35616e-15j 0.0906507-3.27771e-17j -0.0474869-1.00381e-15j 0.0216795-2.68005e-17j -0.0762131+6.47891e-16j -0.177877+3.73306e-15j 0.02938-1.49677e-15j -0.0100686-3.10255e-15j -0.145936+3.03562e-15j -0.0245634-1.5568e-15j 0.190312+1.73726e-15j -0.0251603+2.69217e-17j -0.0560636-4.04705e-15j 0.234359-6.45404e-16j 0.0680106-1.47718e-15j -0.188459+7.15394e-15j 0.0149078-2.28273e-15j 0.0870581+4.16533e-15j -0.131278+2.14612e-15j -0.0931948+1.20776e-15j 0.199142-7.81011e-15j 0.0630645+1.76095e-15j 0.0804743-7.16694e-16j -0.0815089+4.67053e-15j 0.160902-8.58065e-16j 0.183556+1.29496e-13j -0.13624-3.2661e-15j 0.0183913+5.24514e-15j -0.0586566-2.82601e-15j -0.0894842+1.98925e-15j -0.070128-5.76394e-14j -0.383415-8.72369e-14j 0.0274535+1.08412e-14j 0.0238537+1.94937e-15j 0.598396+9.25424e-15j -0.36566+3.14279e-14j 0.393877+1.28757e-16j -0.0239752-1.83603e-15j 0.0191829+2.89275e-15j -0.23487+2.24256e-14j -0.293467+6.12337e-15j 0.179519-4.65812e-16j -0.459341+5.87561e-16j 0.143355+2.57535e-16j 0.30272+3.51937e-14j -0.0579525-5.33615e-15j 0.121968+8.64041e-14j 0.253318-1.79118e-15j -0.091701+9.10596e-16j -0.146194-2.65866e-15j 0.164123-3.58288e-15j 0.023491-1.18758e-15j -0.00844557+1.92068e-15j 0.0995177+1.01117e-15j 0.093252-1.42683e-15j 0.100929-1.10508e-16j -0.0354932-2.12348e-16j 0.0603685+1.80308e-15j 0.00812661+2.93853e-16j 0.056831-6.07318e-16j -0.00157342+4.32472e-16j 0.0711207-2.96377e-16j 0.0369392-1.87389e-16j 
0.0124293-5.31845e-15j 0.130199-2.06888e-15j -0.00215374-6.71197e-16j 0.201418+1.3091e-16j -0.0203102-3.16547e-15j -0.133248+1.94473e-15j 0.0655404-3.2601e-16j -0.232126+2.5844e-15j 0.016197-1.9719e-15j 0.171123-1.00942e-16j -0.116702+1.0399e-15j -0.117861-2.17914e-15j -0.00146127+1.18949e-17j -0.0642969-1.73943e-15j -0.0449319-3.21918e-15j -0.105229+3.29951e-16j -0.0760329+1.75939e-15j 0.112017-2.39157e-15j -0.0362955-1.16314e-15j -0.0466311+1.31194e-15j -0.0911253+3.33055e-15j 0.206693+5.90905e-15j 0.0872526+1.98073e-15j 0.223779-2.54605e-15j 0.116812-3.11378e-15j -0.0172943+1.95147e-15j -0.0682729-2.45603e-15j 0.09789-5.89218e-16j -0.0985194-1.41675e-15j -0.0309543+4.1345e-15j 0.124948+2.91561e-15j 0.292111+5.11179e-16j -0.193056-1.02524e-15j -0.219386+1.52011e-15j -0.0643538-4.50472e-14j -0.123045-2.87299e-15j 0.00714087+2.08927e-15j -0.028829-2.88297e-15j -0.123202-1.23803e-15j -0.177713-2.5946e-15j 0.115938-3.89452e-15j 0.265785+5.57132e-15j 0.457772+3.4764e-15j -0.0985553-1.74634e-15j 0.0874539-1.0249e-14j 0.475526-4.95568e-16j -0.184693+1.04794e-16j -0.0477848-1.65656e-15j -0.0705763+2.66749e-15j 0.296754-3.17877e-16j -0.0254391+4.60307e-16j 0.297439-5.75487e-16j 0.0393927+2.89629e-16j 0.109806+1.28894e-14j 0.0598308+4.65507e-16j -0.179629-1.23906e-13j 0.0215913+2.90949e-15j 0.281045-1.23979e-15j -0.226744+2.74033e-15j 0.111108+1.18228e-15j -0.153015+3.41823e-15j 0.0948129-2.66626e-15j 0.0114464-7.85584e-17j -0.00366536+1.14881e-15j 0.0635897-7.29902e-16j -0.0936156+7.98455e-17j 0.100587-1.53776e-15j -0.0281437-1.07631e-15j -0.0137277+5.76457e-16j -0.0811226-9.13178e-16j 0.0964473+6.70966e-16j 0.0367069+6.30171e-16j 
-0.169942-9.74404e-14j -0.132576-8.35667e-14j -0.0925489-6.59694e-14j -0.0569804-4.04113e-14j 0.145104+1.00421e-13j -0.0149058-9.4125e-15j -0.27723-1.92726e-13j -0.059505-4.34336e-14j 0.213633+1.51387e-13j 0.159351+1.05981e-13j -0.179838-1.25616e-13j -0.0334062-2.40527e-14j 0.127265+8.929e-14j 0.19537+1.3527e-13j -0.0275134-1.73553e-14j 0.00729663+5.91505e-15j 0.0624706+4.38439e-14j -0.204726-1.3785e-13j 0.168536+1.19034e-13j -0.0631777-4.41268e-14j -0.0721807-4.69057e-14j -0.114599-8.37505e-14j -0.0174346-1.23083e-14j 0.112473+7.20491e-14j 0.211803+1.45594e-13j -0.32557-2.28535e-13j -0.0251312-1.51091e-14j -0.171135-1.22988e-13j 0.197085+1.39064e-13j -0.171545-1.12177e-13j -0.276489-2.02615e-13j -0.18483-1.28529e-13j -0.0358539-2.30089e-14j -0.0468958-3.05342e-14j -0.0334015-4.68983e-14j -0.122384-8.8091e-14j 0.0273211+2.07182e-14j 0.607077+4.33235e-13j 0.117479+7.88706e-14j -0.115061-7.63679e-14j 0.0529367+3.65384e-14j -0.220451-1.54306e-13j -0.267134-1.88318e-13j -0.199705-1.32306e-13j -0.121557-5.84702e-14j -0.0371666-2.95081e-14j -0.149274-1.01253e-13j 0.19596+1.35661e-13j -0.0646827-3.12906e-14j 0.0596133+3.59746e-14j 0.0327353+2.17429e-14j 0.123636+8.39445e-14j 0.0765196+4.89224e-14j -0.105724-8.92951e-14j 0.213758+1.58822e-13j -0.0847603-1.19926e-13j -0.0331069-2.25303e-14j -0.116761-8.16408e-14j 0.249441+1.69543e-13j 0.24632+1.66611e-13j 0.10948+7.35996e-14j 0.156276+1.09606e-13j -0.0677355-4.62571e-14j 0.0658238+4.2005e-14j 0.231307+1.59459e-13j 0.00845902+6.94073e-15j 0.257365+1.77357e-13j -0.127313-8.63985e-14j 0.199803+1.37561e-13j 0.109987+7.65601e-14j 0.000596203-3.10855e-15j -0.105558-6.65961e-14j 
-0.0463682+2.65135e-15j 0.11196-5.74299e-16j -0.0725936+4.03531e-15j 0.0746375+3.40995e-17j -0.200252+5.87507e-15j 0.102171-3.80262e-15j -0.109324+6.78303e-15j 0.0978108-3.4419e-15j -0.157795+1.706e-15j 0.232255-5.93646e-15j -0.00711152+2.28486e-15j -0.0744031+2.51276e-15j 0.0916512-6.03798e-15j -0.0190024-9.09136e-16j -0.0965994+2.44672e-15j -0.117835+3.65046e-15j 0.095625-5.69336e-15j -0.158763+1.02013e-14j -0.0441638-3.90562e-16j -0.018167-1.19638e-15j 0.014518-5.5589e-15j 0.0222987+2.84842e-15j 0.157306-5.12369e-15j 0.0927554-2.8858e-15j -0.0964086+2.80752e-15j 0.0986232+1.80926e-15j -0.146392+5.23128e-16j -0.0867394+9.03028e-15j -0.249021+5.3007e-15j 0.0428871-5.81362e-15j -0.0473774+2.69865e-15j -0.117939+8.87342e-15j -0.0786579-8.45434e-16j -0.024685-3.43799e-15j 0.0506238+3.47123e-14j 0.00967143-1.7389e-15j 0.152697-1.47428e-15j -0.20327-2.94503e-15j -0.0704381-4.03143e-16j -0.310953-4.9016e-15j 0.0956561-2.13304e-14j 0.0349899+2.96898e-15j -0.00671623+3.54658e-15j -0.319003+9.66907e-15j -0.0800049+2.22272e-14j 0.137783-6.06474e-16j -0.165883-2.47011e-16j 0.124437-7.26842e-15j -0.0749026+1.14483e-14j -0.083435+2.84248e-15j 0.203008-9.6291e-15j 0.222045-8.06161e-15j -0.0525431-3.5971e-16j 0.0688508+8.50052e-15j -0.115578-6.352e-15j 0.334344+2.27729e-13j 0.119006-3.76859e-15j 0.0970672+2.47446e-15j 0.325011-1.34813e-14j 0.288651-7.68407e-15j 0.24086-8.83137e-15j -0.346681+7.16728e-15j -0.100914+1.59033e-15j 0.151998-5.1733e-15j 0.0653453-3.35927e-15j -0.0556681+1.08627e-15j -0.160871+2.0231e-15j -0.117924+4.80723e-15j 0.136756-5.89111e-15j -0.0208983-1.2774e-15j 0.0729216-3.58404e-15j -0.0402775+7.25486e-15j 
