5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
-2.09683e-16-0.00171364j 5.24375e-16+0.0256438j -1.86553e-16+0.0514428j 1.74596e-16+0.0143584j -1.40195e-15+0.105716j 5.8529e-17+0.0513015j 2.14608e-15+0.131159j 1.43561e-15+0.176329j -2.09748e-15-0.0556325j -8.78594e-16+0.0018166j 3.37843e-16+0.0705533j 3.0088e-16-0.0220689j 1.6586e-16-0.0314683j 4.57437e-16-0.0730722j -1.94323e-15-0.0279699j -7.34611e-16+0.0323914j 3.38913e-16-0.0410209j -1.44442e-15-0.0958464j -2.1916e-15-0.0564991j 3.41858e-15+0.104378j 1.70111e-16-0.063676j 6.42164e-17+0.110463j -9.62744e-16+0.0667376j 2.84874e-15+0.0676j 2.44555e-16+0.0812368j 2.05568e-15-0.0749521j 5.68889e-16+0.00178782j -1.64253e-16-0.0650538j -2.72895e-15-0.130884j -1.9613e-15-0.157441j 3.11472e-14+0.0847834j 9.40404e-16+0.0332156j -8.62625e-16-0.0589485j 1.28119e-15-0.0786122j 2.48582e-15+0.0391846j 8.34231e-16+0.106133j -1.42313e-15-0.0120719j -5.96653e-16+0.0454189j -1.64246e-15-0.0749102j -7.32508e-16+0.00269054j -2.23164e-15-0.00841495j 5.95987e-14-0.0401353j 4.55415e-15+0.114597j 1.19204e-15-0.0966211j -1.3279e-15-0.276456j 2.77338e-15+0.0818947j 2.16612e-15+0.214878j -1.3109e-15-0.0723266j -3.86765e-15-0.167413j 1.67415e-15+0.061343j 2.93629e-16+0.0652245j -1.22208e-15-0.016494j -1.12204e-15-0.0250365j -1.16471e-15-0.0877058j -2.69694e-16+0.102095j -5.42031e-16+0.0194832j 7.59663e-16+0.0769828j 5.24822e-16+0.0136432j 1.12624e-16-0.0619387j 1.18986e-15+0.0987888j 2.06396e-16-0.0536441j 5.24953e-16-0.0149594j 1.48772e-16+0.0614797j -3.80854e-16-0.0624575j 3.47149e-16-0.0045846j 8.32812e-16+0.0855695j 3.63843e-16+0.0491426j 7.21084e-16+0.014173j 1.49576e-16+0.0119395j -7.49543e-16-0.0639641j -2.94707e-17-0.0110952j -1.42723e-16+0.00242042j 
2.26061e-16-0.000758937j -6.28821e-16-0.0176762j 1.37587e-16+0.0361576j -1.10173e-15-0.044342j -1.65112e-15+0.00159846j 2.60671e-15-0.0120954j -3.1546e-15-0.00104184j -7.95568e-16-0.101351j -2.48393e-15+0.0773981j 6.12852e-16-0.0273107j 2.785e-16-0.021412j 1.72923e-15-0.0146504j 2.12479e-15+0.0512133j 4.79897e-15+0.14148j 3.61176e-15+0.0892185j 1.07308e-16+0.053998j -1.30514e-15+0.0545418j -4.09134e-15-0.15428j 8.84971e-15+0.175672j -1.52295e-15-0.0433313j -4.84623e-15-0.262265j 5.90668e-15+0.0741047j -3.27338e-15-0.0922571j -4.25115e-15-0.0562566j 1.7587e-15+0.000622431j -6.83229e-16-0.0175136j -2.68008e-15-0.0712022j 1.19137e-14+0.149725j 7.41383e-15+0.0456253j -1.38077e-15+0.0566654j -1.22339e-14-0.0330149j 5.73751e-16+0.011812j -3.42341e-15-0.101644j -4.58773e-15-0.094823j -1.15354e-16+0.00761552j 2.94013e-15+0.101802j 1.96306e-15-0.0673844j -5.8173e-15+0.0081443j 6.8163e-15+0.0783492j 3.20877e-15-0.00619383j 2.78008e-15+0.0352279j 1.94676e-14-0.0112388j 1.03364e-14+0.163886j -1.07536e-14-0.333036j -6.20527e-15-0.192222j -4.50021e-15+0.0625185j 5.9975e-15+0.104067j -8.09869e-15-0.182011j -1.43879e-15+0.143341j -3.02498e-16+0.0404749j -1.82615e-15+0.0764992j 3.5343e-15+0.0580568j -1.28552e-14-0.152475j 6.96349e-16-0.00628318j -3.95959e-15+0.0935345j 1.48884e-16-0.00438051j 4.06008e-15+0.0990629j 8.67131e-16-0.0861453j -1.90453e-15-0.0813853j -1.82173e-15-0.00482897j 3.0483e-15+0.0103275j -2.1184e-15-0.0132549j -6.55266e-16-0.0112901j 7.40702e-16+0.0168174j 1.60417e-15+0.100734j -2.4531e-15-0.047894j 1.12006e-15+0.0120111j 2.18379e-15+0.0643259j -1.25909e-15-0.0493167j 2.50454e-15+0.0857744j -6.41286e-16-0.00685836j 3.96126e-16+0.021051j 
-2.28375e-16-0.00281931j 5.7124e-16+0.00234108j -6.26555e-16+0.00942679j 9.20445e-16+0.00950207j 1.43967e-16+0.0574259j 8.652e-16-0.0459524j 1.61477e-15+0.0846157j 1.14899e-15-0.132745j 8.39459e-16+0.125712j 1.13168e-16-0.0972979j 3.4189e-16-0.00789475j -3.95764e-16-0.0226242j -2.09299e-15+0.0835474j -3.96482e-15+0.0203606j -2.35148e-15-0.0735647j -1.16006e-15+0.0375234j 2.08113e-16+0.164945j 3.47519e-15-0.00491958j -5.6072e-15-0.169306j 2.1326e-15+0.0695512j 7.71937e-15-0.0921342j -5.01434e-15-0.183616j 2.93984e-15+0.0674923j 3.94539e-15+0.159803j 4.79464e-16-0.00603008j -3.08789e-16-0.0139336j -2.26004e-15-0.0815766j 6.66106e-16-0.105663j -2.41205e-14-0.327654j 1.03976e-14+0.0121437j 2.38112e-14+0.0560751j -7.7044e-16+0.0233272j 3.75664e-15+0.0228113j 2.6908e-15+0.182228j -5.39505e-15-0.120583j -4.37578e-16+0.0628561j -1.68506e-15-0.143624j -2.62909e-15+0.189715j -2.97966e-15-0.0778063j 5.19292e-14+0.0593044j 4.56435e-14+0.156557j 2.28977e-13-0.152476j -6.67175e-16+0.0584624j 4.446e-15-0.0587454j 3.92178e-15+0.0852297j 3.6644e-15+0.240296j -4.0566e-15-0.128642j 5.78037e-15+0.102806j 8.81335e-16+0.208478j -3.38772e-15-0.109661j -1.1198e-16+0.0242164j -9.98146e-16-0.0620477j -4.37611e-15-0.0792148j -2.78003e-16-0.0387637j -2.11142e-16+0.106911j 1.25788e-15+0.00663892j -9.66372e-16+0.0598633j 1.26319e-15-0.0683018j 1.07857e-15-0.0101478j -2.30785e-16+0.0329753j -2.78305e-15-0.0661799j 5.14318e-16-0.00044431j 8.64808e-16+0.0551143j -4.06581e-16+0.015875j -2.24588e-15+0.027759j 1.07193e-15+0.0187785j -2.11105e-16-0.0235203j -9.7837e-16+0.0106826j 8.21368e-16-0.0166473j -2.67266e-15-0.0289946j 2.41571e-17+0.00320017j -2.30597e-16+0.00711137j 
-2.78888e-16-0.013325j -1.13341e-15+0.025202j 4.77138e-17+0.00432168j 1.52054e-15-0.0478189j 4.36723e-16+0.0311489j -1.39401e-15+0.120163j 2.71305e-15-0.0233414j -2.7459e-15+0.036201j -2.371e-15+0.112052j 2.19112e-15-0.0556009j 1.05939e-15+0.0105964j 2.50907e-15-0.0104345j 2.75349e-15-0.00454992j 4.68002e-15-0.0576145j -1.52578e-15+0.0658141j 3.80143e-16+0.0531424j 7.83883e-15-0.0664123j -5.24552e-15+0.134738j -4.33573e-15+0.132861j -1.75255e-15+0.0236887j -7.30885e-15+0.107964j 8.94531e-15-0.276405j 1.53824e-14-0.16947j -3.77618e-15+0.117182j -5.93892e-15+0.108006j 2.86132e-15-0.0673175j 2.96262e-15+0.035783j -2.48479e-15-0.0234407j 4.21469e-15+0.000529095j -8.39299e-15-0.0160849j 1.04513e-14+0.0262867j -1.89077e-15+0.0788121j -1.70538e-14+0.301466j -5.82572e-15+0.139305j -3.27118e-15+0.00184567j -7.97504e-16+0.117318j -1.14613e-15-0.0578405j 4.37222e-16-0.12115j 4.16593e-15+0.00478089j 1.3742e-14-0.0613122j 1.09584e-14+0.141957j -8.4679e-14+0.054811j 3.10332e-15-0.0757628j 7.06431e-15-0.260698j 6.55662e-15-0.0990964j 4.91977e-15-0.309113j -6.75101e-15+0.118281j 1.13684e-15-0.0837737j 8.42199e-16-0.00310944j 1.2328e-16-0.0659985j -3.60523e-15-0.0127852j -4.40847e-15+0.153425j 1.00662e-14+0.1149j 8.94006e-15-0.250221j 6.87079e-16-0.0431646j -6.51788e-16+0.0963702j 2.74439e-15+0.114574j -1.05676e-16+0.00978328j 2.14982e-15-0.0652327j 3.17844e-15-0.025924j 5.73009e-15-0.089536j 1.52698e-15-0.0686245j 1.00768e-15-0.0331536j 2.8755e-15-0.0492192j 3.84189e-15-0.060594j 3.47033e-16-0.0453496j 4.24687e-16-0.00947338j 2.88138e-15-0.00712476j -7.66784e-16+0.0176241j 9.55453e-16-0.0425099j -5.99562e-16-0.000781017j -8.63935e-16+0.00769519j 
3.27473e-16-0.0157656j 8.00229e-16-0.00449762j 8.24278e-16+0.00978967j -2.02869e-15+0.00178445j -2.00369e-15+0.0662298j -3.71015e-16+0.0903575j -4.76782e-15+0.0882504j 1.66926e-15-0.0231121j 3.06795e-15-0.0308614j -2.77635e-15+0.0163613j -1.49287e-15+0.0465057j -4.08516e-15+0.077277j -1.5714e-15+0.0885184j -3.63812e-15+0.097255j 3.57603e-15-0.0313876j 1.93275e-15+0.0385905j -6.21385e-15+0.134914j 2.63663e-15-0.0203412j 5.73548e-15-0.0237323j -9.78468e-16+0.0135518j 5.3619e-15-0.126641j -4.8576e-15-0.0352648j -7.11239e-15+0.0390976j -2.34324e-15+0.0889637j 8.34834e-15-0.0716618j -5.33391e-16+0.00181565j 2.32173e-15+0.0951375j -6.47655e-15-0.0849492j 1.80567e-14+0.155481j -1.97003e-15-0.33613j 2.97452e-14+0.102758j -4.90565e-15+0.12748j 1.58883e-14-0.209781j 1.0013e-16+0.0648127j -1.63862e-15-0.174747j -9.22951e-16+0.0954709j -5.81951e-15+0.0191788j 1.24477e-14-0.249563j -4.24825e-15+0.133448j -5.3951e-14-0.145541j -4.2553e-14-0.094022j 2.44852e-14-0.0153166j 2.13109e-15+0.0832789j -1.26035e-14+0.0295892j -1.09098e-14+0.0655084j -2.7689e-15-0.113647j 1.11437e-14-0.107662j -2.9726e-15-0.101209j 1.31785e-15-0.115339j -5.8797e-16-0.0376745j 4.83789e-15-0.128065j 4.38087e-15-0.0254236j 8.88976e-15+0.12316j -4.25799e-15+0.0140413j 3.50314e-15-0.109975j 6.89721e-16+0.101464j 2.05527e-15+0.0810141j 2.00948e-16-0.017594j -1.99853e-15+0.00313429j -2.16888e-15+0.0766844j -4.8683e-15+0.0897001j -8.64198e-16-0.00581721j -2.02834e-15+0.0380801j -2.50964e-15+0.02818j -2.82061e-15+0.0408483j -2.23147e-16-0.0208603j -4.22332e-16+0.016397j -1.67134e-15+0.0655653j -5.26654e-16-0.00747694j 8.86528e-16-0.0325512j 9.91453e-16-0.0291232j 1.10041e-15-0.0181233j 
-1.28005e-16-0.00269923j -1.81063e-16-0.00923974j -1.41811e-16-0.0480579j -1.55631e-16+0.0305622j -1.32373e-16-0.0903396j -7.93482e-16+0.00797059j 3.21621e-16+0.0554258j 1.07133e-15+0.0421682j -2.22366e-16-0.00290183j 7.23748e-16-0.0973098j -2.60833e-16+0.00530618j 5.04708e-16+0.090299j -2.14593e-15+0.0408917j 9.55233e-16+0.0553084j 1.30635e-15-0.0378675j -7.97473e-16-0.0778785j -7.52094e-16-0.0305316j -6.20411e-17+0.00108311j 9.94438e-16+0.0299306j 1.56677e-17+0.11278j 5.84315e-16-0.0481542j 1.75617e-15+0.0762012j 3.59174e-17-0.00918153j -1.244e-15+0.18985j 7.0161e-16-0.093675j -1.53467e-15+0.0750802j -4.97383e-15-0.117599j 6.21633e-15+0.169465j -3.8925e-15+0.0696618j 5.10629e-15+0.103484j -4.1972e-15-0.0140693j -2.89421e-15+0.19087j -5.41354e-16-0.140071j -2.86691e-15-0.115923j -8.69883e-15-0.135859j -2.03486e-15+0.0157966j 3.63673e-15+0.204313j -1.36485e-15+0.10382j -4.91945e-16-0.0222407j -3.92147e-14-0.163759j -2.62395e-14+0.0384722j -4.91506e-14+0.0327991j -1.31208e-15-0.032244j -2.64568e-16-0.0510544j 5.26614e-15+0.278741j 2.62432e-15-0.0145517j -4.42548e-15-0.175829j 2.83242e-15+0.0632688j 2.25857e-15+0.0826007j 2.61082e-15+0.130196j 7.89244e-15+0.172537j 1.32259e-15+0.122998j 1.11782e-14+0.110559j -1.9131e-15-0.261958j 1.99799e-15+0.0159652j -1.81603e-15-0.00324799j 2.50151e-15+0.0591958j 1.46285e-15-0.0961595j -2.00094e-15-0.0724801j -3.10659e-15-0.107123j -1.81859e-15-0.0567352j -7.42405e-16-0.0376349j 6.64667e-16+0.0143344j -7.96593e-16+0.00475066j -6.50781e-16+0.00826793j 2.82447e-16-0.0373521j -3.66735e-16-0.0348353j -1.55753e-15-0.0602624j 6.4852e-16+0.0332678j 3.07755e-16+0.0460515j 7.35665e-17-0.0011509j 2.78937e-18+0.0262478j 
-6.11414e-16-0.0133763j 5.23519e-16+0.00872995j 4.36126e-16+0.0113668j 4.71968e-16+0.00936475j -5.3516e-17-0.0146658j 2.46449e-15+0.0799843j 2.45241e-15+0.0496243j 2.45771e-15+0.0556238j 5.7727e-15+0.130899j 8.35835e-16+0.0322718j 3.44361e-15+0.101652j 2.50149e-15+0.0819394j -1.12005e-15-0.0194659j -7.21881e-15-0.136272j 2.62844e-15+0.0754521j -5.36374e-16-0.0121805j -2.66272e-15-0.0441051j -2.63473e-16-0.0184103j 4.77832e-15+0.115915j 4.22656e-15+0.0958646j -6.19901e-16-0.0399088j 1.13446e-15+0.0786397j -1.20954e-15+0.0950559j -3.35289e-15-0.0937386j -3.31567e-15-0.0776018j 2.93287e-15+0.0713844j 1.16356e-14+0.163112j -3.17833e-15-0.0259312j -4.16007e-16-0.0114215j -6.35165e-16-0.0299689j 3.81497e-14+0.0924457j 5.74369e-15+0.176158j 4.10381e-16-0.0227279j -4.86763e-15-0.200691j 3.38053e-14+0.35345j 2.80878e-15+0.0206356j -5.96149e-15-0.12905j -2.29102e-15-0.0811062j -2.36908e-15-0.058462j 1.24595e-13+0.227205j 1.06819e-13+0.241906j 8.99684e-14-0.0606721j -9.5537e-15-0.0925141j 5.3379e-15+0.127783j -1.03397e-15-0.024946j 3.05123e-15+0.0953212j -1.1762e-14-0.262415j 6.284e-15+0.124199j 8.87319e-15+0.137276j -4.78909e-15-0.0513301j -9.61068e-15-0.138893j 4.06952e-15+0.0539015j -4.829e-15-0.0312197j -7.57671e-15-0.131947j 2.63875e-15+0.0659232j -3.8342e-16-0.0137718j 4.86543e-16+0.0134016j 4.19207e-17-0.0300708j 9.05358e-16+0.00743614j 5.05356e-15+0.110403j -2.78951e-15-0.0427213j 2.2519e-15+0.092058j -3.35271e-15-0.0637448j 5.8957e-16+0.0160157j 1.52373e-15+0.0447171j -2.41053e-15-0.0591753j 5.09089e-16+0.0285513j 1.90091e-15+0.0461565j 3.84114e-16+0.0081347j -9.65329e-17+0.00897289j 4.27942e-17-0.000348088j 5.76442e-17-0.00743179j 
-7.58158e-16+0.0339122j -5.26158e-17+0.00221832j 1.20042e-15-0.010963j -2.38597e-15+0.0692071j -1.12906e-15+0.0215556j 1.57776e-15-0.050231j 3.98479e-16-0.0328305j -7.74176e-16+0.0122541j 4.85156e-16-0.0122137j 6.84064e-16+0.000954561j 1.76929e-17+0.0195018j 5.43138e-16+0.00804708j -1.73556e-15+0.0381064j 2.17095e-15-0.107774j 4.10717e-15-0.114689j 2.5406e-16+0.0090885j 2.25832e-15-0.0730475j 1.22792e-15-0.074341j 2.72103e-16-0.0198675j -6.69181e-16+0.0316238j 3.34484e-15-0.0722447j -2.04235e-15+0.0876441j -2.93543e-15+0.0457586j -4.22328e-15+0.0278826j 5.1776e-17-0.0150833j 5.34588e-15-0.16911j -2.96027e-15+0.00714852j 3.50301e-15-0.0322629j -6.47633e-15-0.0657886j -3.81156e-16+0.141245j 3.44821e-14+0.101456j -2.30091e-15+0.061813j 1.17379e-15-0.0353194j -5.44499e-15+0.0728222j 8.83992e-16+0.0184231j 4.7459e-15-0.135484j -4.4703e-16+0.0266194j -1.61555e-14+0.27668j 6.90202e-16+0.0209914j 1.65921e-14+0.153308j 1.80529e-14-0.097544j -2.09667e-13+0.132967j -1.26845e-15+0.026931j 2.24316e-16-0.0144938j -3.00397e-15-0.0414964j 1.0892e-14-0.242909j -1.32615e-16+0.138628j 4.45427e-15-0.0928838j 3.30761e-15-0.0645155j -8.65361e-15+0.0770471j 3.85375e-15-0.292242j -3.5148e-15+0.0885475j 1.69107e-15+0.069648j 6.12614e-15-0.156633j 1.16798e-15-0.0836377j 9.03911e-17+0.0316529j 5.06539e-16-0.0479651j 1.2725e-14-0.231868j 2.37346e-16+0.0309421j 1.26351e-15+0.0261885j 1.04734e-15-0.0380204j -3.03624e-16-0.0175712j 2.43294e-15-0.0317672j -1.61802e-15+0.037691j -3.15294e-15+0.0685926j 1.34831e-15-0.0196906j 2.31214e-15-0.0592557j -9.05813e-17+0.0158719j 1.55844e-15-0.0381008j -1.18159e-15+0.0256567j -5.6918e-16+0.0116381j -2.16684e-15+0.0559609j 
1.95051e-17-0.00986694j 3.0696e-16+0.0089518j 1.06352e-15+0.0170924j -5.62618e-16+0.00105717j 1.58862e-16-0.00901887j 1.51345e-15+0.0441764j 1.03989e-15+0.0112436j -9.71334e-16-0.0694757j -2.52208e-15-0.0118028j 5.09085e-16+0.0220976j 1.05036e-16-0.0314546j 1.30603e-15+0.0257998j -5.88233e-16-0.0374188j 1.15234e-15+0.0918803j 7.48363e-16+0.012441j 3.21447e-18+0.0336054j 1.82198e-15+0.0906998j 9.1661e-16+0.00597059j -1.39826e-15+0.0279446j -1.36033e-15-0.0778353j 3.36786e-15-0.0309773j -5.67068e-16+0.00425782j -4.13312e-16+0.0297675j 9.05867e-16+0.0896353j 3.79389e-15+0.0921501j 8.21412e-16-0.0288519j -1.58473e-15+0.0507258j 3.53595e-15+0.0186818j -5.54175e-15-0.0112863j 4.02742e-15+0.0998262j 6.45094e-14+0.179657j 2.6466e-15+0.0082328j 8.92772e-17+0.0818287j 7.78985e-16+0.178702j 8.41671e-15+0.143008j 2.56555e-15-0.0337965j -3.66358e-16-0.129125j -1.89438e-15+0.0128097j -3.44977e-15-0.0640944j -2.12984e-14-0.0822439j -1.11227e-14+0.0316396j -1.57417e-14+0.00884789j 3.21923e-15+0.0835963j 2.75045e-15+0.0773646j 2.07705e-15+0.0101813j 1.50943e-15-0.159328j -2.94324e-15-0.17644j 1.13005e-15-0.100875j -7.19278e-15-0.276777j 2.25389e-15+0.397817j 8.4458e-15+0.287874j -4.77507e-15-0.198497j 1.54973e-14+0.149058j -3.31551e-16-0.074701j -1.98158e-15+0.131703j -4.4666e-15-0.132575j -2.32916e-15-0.112389j 4.59548e-15-0.123159j -8.51198e-16-0.0421986j -3.90951e-16+0.0325395j 4.58532e-16+0.0541847j -3.73928e-16+0.144972j 1.92274e-15-0.0770637j -2.25715e-15-0.0202789j -1.88445e-15+0.0391929j 1.53499e-15-0.0224901j 5.82405e-16+0.0298324j 4.14481e-16+0.052908j -2.72458e-16-0.0421656j -1.34824e-15+0.0117557j 1.21239e-16+0.029375j -5.41287e-16-0.000457078j 
7.57377e-16-0.0283655j 8.40756e-16-0.0414073j 1.00174e-15-0.0474603j -2.16993e-16+0.00561423j 3.358e-16-0.0053904j 6.05174e-16-0.0470545j 3.43434e-17-0.0219289j 1.76337e-16+0.0435892j -4.57573e-16+0.0538803j 1.84609e-15-0.0535815j 1.26768e-15-0.0316508j 4.18433e-15-0.167561j -5.26913e-16+0.00046406j -3.95637e-15+0.0800503j 2.13651e-15-0.0607007j 4.43397e-17-0.0428427j -2.81088e-16-0.0480417j 4.70495e-17+0.0460072j -5.03686e-17-0.017002j -5.0335e-16+0.0449354j 6.05041e-15-0.153601j 1.41102e-15-0.0215435j 4.77787e-15-0.0859203j -2.19372e-15+0.0260088j 1.33264e-15-0.0907302j 2.08245e-15+0.0864216j 2.80152e-15+0.175351j -6.41367e-15-0.103439j 9.31602e-15+0.132737j -6.63199e-15+0.0268303j 8.48835e-15+0.0377353j 2.72277e-15-0.0832063j 8.4461e-16+0.0417834j -5.05462e-15+0.0590462j -1.53178e-15+0.00826194j 1.34406e-15-0.00641005j 2.57403e-15-0.00198976j 1.35634e-15-0.0349781j -1.94029e-15+0.0827739j 1.1313e-15+0.0856869j 3.54048e-15-0.0896637j -1.20067e-13+0.076734j -3.10899e-15-0.0270655j 1.33645e-15-0.0733572j -1.44557e-15-0.0269373j 4.52819e-15-0.0855244j 2.33506e-15-0.105471j 3.86848e-15-0.157276j -2.20252e-15+0.15821j -8.57904e-15+0.14865j 2.37143e-15-0.334938j -2.05932e-16-0.0123085j -1.32768e-14-0.148598j 7.1988e-16-0.00932421j -4.53051e-15+0.189408j 2.25267e-16+0.0343111j 1.56953e-15-0.0428168j 8.01395e-15-0.190184j 8.14217e-16+0.0617867j 9.70625e-16+0.0334627j -7.5432e-16+0.00601982j -3.5878e-15+0.0553989j 3.12658e-15-0.0872254j -3.52059e-16+0.00324458j -2.47529e-15+0.0647169j 6.24537e-16-0.00173413j -4.00438e-16+0.00797241j -1.06039e-15+0.00344587j -1.49889e-16+0.0552051j -2.28409e-15+0.0457753j 1.25192e-16-0.0152459j 8.23779e-17-0.0245896j 
-2.56963e-16+0.00154128j -6.04854e-16-0.0357209j -4.03472e-16-0.00773548j 7.86783e-17-0.000378843j 5.11224e-16-0.0566949j -5.54928e-16+0.0786938j 6.09882e-16+0.0617483j -9.42774e-16-0.0573531j -1.24524e-15-0.0141467j 5.877e-16+0.00722085j -9.39655e-16-0.0387259j -1.85247e-15-0.0685941j 8.18753e-16-0.00256035j 2.05455e-15+0.113323j 1.35863e-16-0.0313818j 8.34461e-16-0.0214481j 1.45846e-15+0.0595394j -9.67081e-16+0.00540721j 7.96963e-16+0.0297478j 8.54766e-17+0.0800769j -2.10899e-15+0.00502549j 1.90178e-15+0.0303068j 4.61857e-15-0.118605j -1.08435e-15+0.00613289j 6.0089e-16+0.0661832j -2.26971e-15-0.0661027j -1.07448e-14-0.22386j -8.52249e-15-0.101488j 8.86528e-15+0.100181j 1.33482e-15+0.0519524j 2.39132e-14+0.0608991j 1.29293e-15+0.0736335j -1.62499e-15+0.0493688j 1.27346e-15-0.0124305j 3.3837e-15+0.0363181j -6.02392e-16+0.102533j -1.31373e-15+0.100357j -5.00951e-15+0.0983751j 3.86789e-16-0.0735767j 2.55846e-14-0.0785907j 2.47332e-14+0.208595j 9.9587e-14-0.0649687j 1.07411e-14+0.223648j -2.90827e-16+0.0489756j -3.12661e-16-0.0644315j -2.86019e-15-0.0865365j 2.54414e-15+0.084303j 4.97571e-15+0.267216j -1.86536e-15-0.0675323j -2.04306e-15+0.0585806j -1.00206e-15-0.247596j -1.07321e-16-0.359753j -1.72528e-14-0.239806j 6.37534e-15+0.0542638j 2.88777e-15-0.0817364j -1.66754e-15+0.0100557j -1.63588e-15-0.0400585j -5.17601e-15-0.00927068j -3.03669e-15+0.00481302j -3.0603e-15-0.0619379j -3.89285e-15-0.128631j 2.35105e-15+0.0324847j 1.27292e-15+0.0774805j 1.17842e-15-0.0187487j -4.39293e-16-0.103565j 3.73703e-16+0.0214677j 6.48859e-16+0.00612083j -3.92038e-16-0.0306737j -4.87252e-16-0.00124949j 7.95793e-16+0.0311208j -4.2818e-16-0.0568944j 3.6652e-16-0.0200661j 
-5.63538e-16-0.0010103j -5.45438e-15-0.0137578j 5.7683e-15+0.0138686j 5.23167e-16+0.00130177j -1.00376e-14-0.0260258j -1.8025e-14-0.0499001j 2.17244e-14+0.0548196j -6.02577e-15-0.0123028j -5.78461e-15-0.0132653j -9.38903e-16-0.000588092j -3.8105e-14-0.0998365j -4.5402e-14-0.116099j 1.7533e-15+0.00304612j 2.23121e-14+0.0539889j -6.95845e-15-0.0169543j 1.89877e-14+0.0488733j 2.47042e-14+0.0570179j 2.49115e-15+0.0096169j 2.50506e-16+0.0032731j 2.8361e-15+0.00484891j -2.12531e-14-0.0576192j 4.24357e-15+0.00893097j -7.62286e-15-0.0193595j 1.39485e-14+0.038414j -8.00989e-16-0.0074196j 3.72558e-14+0.101434j -1.59812e-14-0.0336714j -6.93425e-15-0.00799246j 1.70528e-14+0.0415166j 1.43383e-14+0.0357688j 6.95585e-14+0.09632j -1.02139e-14-0.0369137j -4.11319e-14-0.105954j 2.88169e-14+0.0763299j 2.20296e-14+0.0519558j 8.54259e-15+0.0207475j 1.02622e-14+0.0274887j -4.6286e-14-0.133973j -3.73739e-14-0.0927914j 6.32816e-14+0.0801817j 4.92258e-14+0.0507511j 1.63867e-13-0.14508j 4.12716e-14+0.0971064j 3.5764e-14+0.0896482j -5.50188e-14-0.150651j 1.70793e-14+0.0487344j 1.26457e-14+0.0359161j 8.14766e-15+0.00822074j -2.68948e-14-0.0688187j -6.23374e-14-0.167967j 4.23381e-15+0.0202523j 1.00258e-13+0.279171j 2.12629e-13+0.460867j 9.22304e-14+0.249746j 2.13333e-14+0.0649419j 2.1571e-15+0.00702762j -3.78384e-15-0.0136006j -5.25567e-14-0.152692j -3.89958e-14-0.10215j -5.89011e-14-0.148962j -7.14703e-14-0.183234j 5.1884e-14+0.149227j 4.25678e-14+0.105127j 1.20163e-14+0.0275636j -9.05631e-15-0.0193779j 3.49463e-14+0.0909679j 3.10412e-14+0.0781472j -1.07848e-14-0.0274797j -2.51181e-15-0.00414386j -3.51563e-15-0.0105404j -1.38389e-15-0.00173086j 3.37017e-16+0.00206242j 
