5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
2.75348e-16+0.00691021j 4.94803e-16+0.0233666j -1.62668e-15-0.0872324j 2.91218e-15+0.185066j 2.03089e-15+0.074386j 1.16692e-15-0.00127591j 2.39265e-15+0.130149j -3.36774e-15-0.103427j 1.02886e-15+0.0253345j 1.81828e-16+0.0015437j -2.62692e-15-0.129887j -5.19014e-15-0.147704j -1.70484e-15-0.0404088j -3.40221e-17+0.045645j 2.37095e-15+0.125872j -4.28579e-15-0.19098j 9.26702e-16+0.0505213j -3.78298e-16+0.00166699j -8.04693e-16-0.022655j -1.42139e-15-0.00170461j 2.80962e-15+0.139282j -1.34504e-15-0.0327194j -8.20848e-16+0.00753079j 1.73247e-16-0.0402422j -1.39367e-15-0.0237893j 3.53541e-15+0.0483246j 9.33192e-15+0.157148j -4.36367e-15-0.0570492j 4.10112e-15+0.0376114j -5.83447e-16+0.0388039j -2.91073e-14-0.07494j -2.00276e-15-0.099684j 1.94415e-15+0.0925518j -3.17336e-16-0.00171424j 5.37425e-15+0.0663127j -9.91381e-16-0.0327584j -8.7282e-18+0.00797766j 7.89913e-16-0.225567j -5.0393e-15-0.0635554j 3.14862e-14+0.152638j 1.9774e-14-0.0626788j 9.27652e-14-0.0626893j -3.86919e-15-0.0437962j 3.09941e-15+0.0788592j -2.48728e-15-0.0936696j 2.0965e-15+0.069038j -8.7867e-16-0.0258753j -7.89417e-17+0.00708556j -1.14428e-15-0.0483844j 7.40554e-17-0.0114282j 1.84304e-15+0.0764219j 1.71597e-15+0.0601817j -1.09128e-15-0.00844148j -1.63259e-15-0.0645927j 2.44858e-16+0.00353069j -5.54449e-16-0.017314j 1.59105e-15+0.0406796j 5.55297e-16+0.0193075j -1.17441e-15-0.0665193j 1.85352e-15+0.0918466j 1.35529e-16+0.0130313j -1.25123e-15-0.0578485j -5.27171e-16-0.0170374j 3.77217e-16+0.0230073j 2.96357e-16+0.0271086j -8.65272e-16-0.0230619j -8.94344e-16-0.0369379j -3.50031e-16-0.00204594j 2.02693e-16+0.00791489j 6.59621e-16+0.0251555j -6.54451e-16-0.0243472j 1.04807e-15+0.0488932j 
-2.56277e-16-0.0568951j 2.59953e-18-0.0171043j -2.4252e-16-0.205923j -1.65912e-16-0.0495336j 4.89169e-16-0.0403735j 3.31406e-17-0.131258j -9.24123e-16+0.0656825j -1.24712e-15+0.271117j -7.4605e-17+0.186551j 1.62955e-16+0.0105635j -4.56311e-17-0.102061j 5.78395e-16+0.132822j 1.25565e-15-0.0478153j 1.49004e-16-0.084783j -2.62766e-16-0.116956j -3.89779e-16+0.070775j 5.94916e-17+0.184366j -1.02159e-15+0.112622j -3.87784e-16-0.00728156j 6.20184e-16+0.0872164j 2.63888e-16+0.0942093j -2.94989e-16+0.0306665j 3.47374e-15-0.0680127j -8.1057e-16-0.000200942j -4.44296e-17-0.0565665j -1.68759e-15-0.182255j -4.39722e-15-0.0688599j 3.60061e-15-0.0326736j -8.46695e-15-0.122443j 6.176e-15+0.0359834j 3.04147e-14+0.0840475j 1.72321e-15+0.00602391j -1.96537e-16+0.0267854j 1.2151e-16+0.102302j 3.4932e-15+0.0460519j 3.53735e-16+0.0169319j -4.66303e-16-0.0826857j -5.68939e-15+0.180602j 6.42315e-16-0.0862407j 4.34392e-14+0.0776367j 3.54416e-14+0.101417j 7.4191e-14-0.0486685j 2.31457e-15+0.0853487j -4.2173e-16+0.0816051j -3.59733e-17-0.0826547j -6.27775e-16-0.055899j 1.36298e-15+0.0669636j 7.96226e-16+0.0639858j -3.16567e-16-0.0682608j -1.24715e-16+0.0210049j -2.52082e-16+0.00430959j 4.19102e-16+0.0346363j 6.91062e-15+0.0662455j 2.4385e-16+0.0210444j -2.3271e-16-0.0258558j 1.38938e-16-0.0218961j 3.35325e-16+0.00809113j -9.41689e-17+0.0344712j -5.27603e-16-0.00679093j -4.31683e-16-0.0541214j 5.82489e-16+0.107478j -2.49908e-16-0.0122025j 3.5434e-16-0.0581251j 8.10685e-18+0.0418492j 3.55913e-17+0.00499325j 2.24882e-17-0.0514945j -9.45004e-17-0.00221401j -1.85795e-16-0.0392655j -9.43985e-17+0.0497536j -4.90686e-16+0.0457705j -5.02631e-17-0.000491512j 9.70294e-17-0.0118918j 
-7.9675e-16-0.0365069j -1.81615e-16+0.0071097j 3.23204e-16+0.0323316j 6.31938e-16-0.0149409j -7.1661e-16+0.467976j -4.04333e-15-0.230517j 2.5382e-15+0.0529021j -2.12888e-15-0.0274462j -9.72302e-16+0.0168438j 1.12411e-15-0.0194661j 6.48049e-16-0.0732787j 3.41817e-15+0.1017j -7.25827e-16+0.0343833j -1.24704e-15-0.0952652j 5.13704e-16+0.0377158j -3.9687e-15-0.205428j -2.02622e-15-0.0899534j -1.56259e-16-0.110084j 3.38286e-15+0.117851j 4.36414e-15+0.256067j -4.45533e-16-0.0578328j -8.84071e-16-0.0615462j 1.5405e-15-0.0179153j -1.30281e-15-0.0583415j 2.34311e-16-0.0137338j -1.30863e-15-0.0617208j -3.70451e-15-0.057838j 4.4396e-15+0.137004j 2.50371e-15+0.0876047j -1.87969e-15-0.00250811j -1.61413e-14-0.0463026j -1.79149e-15+0.0940042j 7.68433e-16-0.0591483j -1.34206e-16-0.0826474j -3.08313e-16-0.0235583j 1.0141e-16+0.10194j 5.30261e-16+0.112479j 2.59249e-16+0.0100882j -1.83624e-15-0.0849228j -2.7829e-14-0.149475j -1.95217e-14+0.0613923j 1.88568e-14-0.01172j -4.54409e-15-0.0856355j 1.36728e-15+0.0520935j 1.17469e-15+0.058446j 3.70983e-16+0.0186521j 9.47712e-16+0.0429488j -2.8485e-16+0.0375603j 3.27208e-16-0.0149736j 1.71943e-16+0.0105831j 7.05821e-16+0.010354j -1.25506e-16-0.00828088j -1.14305e-15-0.00660022j 1.60017e-15+0.0389957j 3.16859e-16+0.0195377j -4.56637e-16-0.0310281j -5.52153e-16-0.0128855j 2.19181e-16-0.00533122j 3.33027e-16-0.00385712j -1.27029e-15-0.0465473j 1.90826e-16+0.0145666j -8.2433e-17+0.00533581j 1.76396e-16-0.0300735j 2.38816e-16+0.0338007j -8.44653e-16-0.0333037j -3.28315e-16-0.00795437j 9.3199e-17-0.00386381j -1.31793e-15-0.0650948j 3.1436e-16+0.036844j 5.9512e-17-0.00212578j 1.9404e-16+0.0228619j -3.20627e-16-0.0092119j 
7.74643e-16+0.0257553j 4.50853e-16+0.0165017j -8.03326e-16-0.019641j -5.26982e-16-0.0602929j -3.50492e-15+0.0761403j 2.52485e-15+0.261968j -1.77864e-15-0.15357j 5.15749e-16+0.236882j 1.07903e-15+0.105874j 6.61311e-16-0.151681j 1.13186e-17-0.164224j -2.01861e-15-0.295833j -1.3051e-15+0.15347j 1.22312e-15+0.0562227j -4.96196e-16-0.0183844j 1.60992e-15+0.0270352j 1.07083e-15+0.070414j -4.63464e-16-0.142621j -2.02752e-15-0.20093j -2.28359e-15-0.0889093j 2.31983e-16+0.0483669j 1.44398e-15+0.175609j 2.57122e-15-0.147873j 4.70361e-16+0.027858j -6.13563e-16+0.00419231j 9.01414e-16-0.0644207j 1.82542e-15+0.0392554j 1.38593e-15+0.0253982j -6.42643e-16-0.0174128j -1.4509e-15-0.042635j -2.48062e-14-0.0715297j -2.70227e-15+0.0602651j 2.9186e-16-0.0870754j 3.0618e-16-0.0693865j -7.13717e-15-0.112908j -2.15318e-15+0.0251869j 2.27511e-17+0.131542j 2.34378e-16-0.0703325j -1.80059e-15-0.0532001j -1.77593e-14-0.0201696j -1.70289e-14-0.0596885j 8.36395e-14-0.0553092j 6.10843e-16+0.0364011j 8.98766e-17+0.0636457j -1.31259e-16+0.059163j 4.51179e-16+0.0713688j 2.36846e-15+0.122988j 7.88704e-16+0.193049j -3.30773e-16-0.0517266j -3.30175e-16-0.0157272j -4.28412e-16-0.0287323j 1.0003e-16+0.00433075j -1.05891e-15-0.0144548j -6.08018e-16-0.0825689j -1.08097e-16+0.013702j -1.0197e-16-0.0307518j 3.31974e-16+0.0157278j -1.5176e-16-0.0249985j -5.82544e-16-0.0612989j -2.15754e-17+0.00611846j -1.02177e-16+0.00112438j 5.86904e-17+0.0409011j -2.34872e-16-0.0996334j 3.53929e-17+0.0623126j -2.4077e-17+0.0358398j -2.37203e-16-0.0352606j -1.17594e-16-0.0227629j 2.99766e-16+0.00893003j -1.77653e-16-0.0132604j 1.00831e-16+0.00981876j -2.03888e-16+0.0211651j 3.58552e-16+0.0530313j 
2.70143e-16+0.0414934j -7.29592e-18+0.0452942j -1.90997e-16-0.0972218j 1.98545e-16-0.0294788j -1.15199e-15+0.0306438j 2.45548e-15-0.183931j 1.25763e-15-0.444041j 1.4732e-15-0.0922396j 7.89752e-16+0.181241j -8.65846e-16+0.0933138j 1.04104e-16-0.118947j -1.2963e-16+0.103111j -9.45e-16+0.0869731j -1.633e-16-0.0373263j -1.18685e-15+0.0579526j -3.53265e-16+0.127448j 8.99948e-17+0.131484j 1.58556e-15-0.321265j -4.0377e-16-0.0578482j -1.37472e-15+0.158318j 2.1459e-15+0.032691j 1.06726e-15-0.145804j -2.79342e-16+0.0514251j 4.44345e-16+0.0137967j -5.09771e-16-0.133895j -9.24791e-16-0.00700451j -1.67592e-16+0.00489778j -3.05516e-15-0.0536393j 4.83838e-15+0.0258862j -7.66332e-16-0.0413607j 3.49284e-14+0.0944012j -2.1988e-15+0.171589j -5.63939e-17-0.0675839j -5.25604e-16+0.0394202j 6.81953e-16+0.00352805j -6.22045e-16+0.0853417j -1.17188e-15-0.0409742j 2.79314e-15-0.0721157j 2.20221e-16+0.0528668j 8.70311e-15+0.0245068j 7.52836e-15+0.00856226j -5.1252e-14+0.0335341j 2.58931e-15+0.0930111j -7.15928e-16+0.0460087j 5.18652e-17-0.0249711j -2.43592e-16-0.0276411j 9.40293e-16-0.0214249j -1.2957e-18+0.0470311j 3.75686e-17-0.0265158j -2.27827e-16-0.0414425j -8.9421e-16+0.0214073j 2.14992e-16-0.0648369j 2.2056e-15+0.0274167j 6.50852e-16+0.00933653j -2.89475e-16-0.00507209j 8.05163e-17+0.05479j -2.92688e-16-0.019399j -2.24861e-16+0.0118654j 8.25842e-16+0.0222821j 2.33624e-16+0.0729916j 5.94205e-16+0.0242689j -2.24648e-16+0.0031902j -5.54617e-16-0.000479882j 2.78938e-16-0.0191457j -3.84625e-16+0.0158481j -3.19389e-16+0.0426797j 1.22704e-16-0.0295115j -1.57366e-16+0.0148907j -1.6049e-16+0.0136966j 7.4859e-16-0.0637394j -6.55225e-17+0.0091355j 2.67651e-18+0.00571777j 
3.31639e-16+0.00378852j 1.88908e-16+0.0429677j 1.08046e-15+0.0542811j 2.28891e-16-0.0473713j 4.66051e-16-0.0596998j 3.68139e-15-0.352546j 2.67545e-15+0.0877247j -9.12966e-18+0.0888005j 1.16713e-15-0.240287j 3.65131e-15-0.150409j -1.47363e-15+0.0923094j 5.10306e-15-0.288406j 1.31856e-15+0.00729517j 2.67817e-15-0.00384345j -1.55485e-15-0.0161854j -3.72768e-15+0.187465j -2.00821e-15-0.0109162j 2.15466e-15+0.0175713j -1.24987e-15+0.109344j -4.64073e-16+0.197125j 5.96237e-16-0.0961188j 1.52121e-15-0.0744036j 5.68668e-15-0.0698837j 9.62281e-16-0.0205068j -6.54664e-16+0.136079j -1.75065e-16+0.190089j 2.99254e-15+0.000857101j -6.26616e-15-0.163257j 7.77802e-15-0.0102419j -2.61162e-15-0.0615891j -9.72301e-15-0.0311549j -1.71428e-15+0.0252636j 1.51498e-15-0.0685442j 1.46808e-15-0.00552567j 2.54394e-15+0.0516548j -6.57031e-16+0.0519123j 6.01524e-16-0.00922258j -6.00009e-16-0.0531754j 7.74493e-16+0.0527786j 1.16652e-14+0.0108608j 7.57405e-15+0.0311574j -1.48951e-13+0.0985962j 2.78537e-15+0.0782512j -1.70635e-16+0.101097j -1.26209e-16+0.00372164j -1.72697e-15-0.0959534j 6.35428e-16-0.0758403j 2.36372e-15+0.0915098j 5.71884e-16-0.0122316j -4.13404e-16+0.0471256j 3.82255e-16+0.0161186j 3.18535e-16+0.0370331j -2.65491e-15-0.0202766j 6.92882e-16-0.000961816j 7.42914e-16-0.00745736j -9.48798e-18+0.00149593j 1.02301e-15+0.00740639j 4.73598e-16+0.004793j 2.7322e-16-0.0563351j -7.091e-16+0.0075587j -2.2659e-16-0.00265211j 1.21506e-15-0.00171786j 9.29383e-17+0.0251902j 1.51446e-16+0.0111322j 2.89306e-16+0.0211442j 4.81459e-16-0.0109926j 8.30794e-16-0.0250809j -3.09448e-17-0.0176155j -7.90712e-16+0.0164719j 3.46071e-16+0.00438352j 2.04722e-16+0.0107263j 2.61508e-16-0.00115863j 
-8.78004e-16-0.0536057j -9.63391e-16-0.015886j -5.15234e-16-0.0724857j 1.69722e-15+0.0516701j 3.90144e-16-0.0537059j 4.56586e-15-0.00161834j -3.76761e-15-0.0934808j -9.04293e-16-0.0273342j 1.98371e-15+0.0436951j 1.91138e-15-0.128913j 3.7607e-16+0.0872942j -1.00979e-16-0.219429j -3.29405e-15-0.131328j -2.21257e-15-0.297471j 1.79287e-15+0.0686899j 1.33352e-15+0.261281j 5.77943e-16+0.156935j -1.80929e-15-0.0445725j -1.41952e-15+0.0940334j -3.87672e-15-0.152546j -3.51128e-16-0.0137828j 2.91317e-15+0.106486j 4.29485e-15-0.190378j -1.04373e-15-0.0665995j -1.67291e-16-0.0665906j -3.12396e-15+0.134064j -5.08441e-15-0.152718j 6.68373e-15+0.0891337j -9.46529e-15-0.073958j 3.14094e-15-0.0117368j -1.61418e-14-0.0451819j -1.42969e-15+0.0301403j 1.2336e-15-0.0568834j -8.47264e-16-0.131586j -1.3615e-15-0.0174346j 9.65563e-17+0.0800778j -1.518e-16-0.0120945j 4.76246e-18+0.0909218j 5.99255e-16-0.0367624j -5.55626e-14-0.245112j -4.30181e-14+0.0575711j 3.1767e-14-0.0208291j -7.87676e-15-0.181024j -1.16647e-15-0.0385817j 1.5005e-15+0.0434423j 4.39285e-15+0.112997j -8.26633e-16-0.0370217j -5.21347e-15-0.209624j -6.13942e-16-0.0527002j -3.25233e-16-0.00413409j -1.73789e-17-0.040397j 2.99525e-16-0.0447453j 1.19607e-14+0.109501j -1.33156e-15-0.0078209j 6.61926e-16-0.0565401j -1.15242e-15-0.0398989j -1.29896e-15-0.0669017j -8.98899e-16-0.0105799j 1.1168e-15+0.0416584j 1.32296e-15+0.037764j -1.0416e-15+0.00258007j -6.69522e-16-0.0338202j -1.18973e-16-0.0145295j -8.43635e-16-0.0165518j -3.53948e-16-0.048345j 8.72148e-17-0.0388198j 5.07097e-16+0.0193068j 6.1568e-16+0.00702069j 3.54686e-16+0.0369623j -2.26356e-16-0.0115705j -3.08242e-16-0.0164441j -3.26685e-16-0.033323j 
-4.40428e-16+0.0109448j -2.72277e-16-0.0219193j -8.28147e-16+0.0804646j 3.63181e-16+0.0699104j -1.47977e-16-0.0196853j 1.80007e-16+0.000982748j -1.30349e-17-0.200057j -7.8216e-16+0.0781165j 1.43646e-16-0.23874j -1.64161e-15+0.0959978j -3.25477e-16+0.156691j -1.29323e-15-0.0167224j 6.36452e-16-0.1876j -1.53235e-15+0.062182j 7.49943e-16+0.0229204j 1.45565e-15+0.051724j 1.73983e-15-0.133294j -6.37516e-16-0.138652j 7.98596e-16-0.183593j -2.02026e-15+0.0669614j 5.48975e-16+0.0252342j -1.62863e-16-0.0349838j -4.98274e-15+0.140248j -1.94005e-16+0.158163j -8.30982e-16+0.0782887j 7.14554e-16-0.0232506j -2.43735e-15-0.0157264j -9.35855e-16-0.128527j 1.27351e-15-0.0716363j 6.43238e-16-0.0693658j 1.18158e-14+0.03541j 1.15643e-15-0.0155126j 1.63523e-16-0.0283399j 3.89739e-16-0.0621663j -7.3113e-16+0.0191746j 1.60163e-15-0.0937376j 1.09558e-15-0.0606932j -3.11054e-15+0.221914j 3.00465e-15+0.108656j -9.11215e-15-0.0280904j -5.53676e-15+0.00255101j -7.68671e-14+0.05001j 8.85283e-17-0.00233879j -1.59462e-15-0.129942j 4.31723e-16+0.0701303j 1.28636e-15+0.103499j -3.91129e-16+0.0135829j -2.03501e-15+0.00810368j 3.06406e-16+0.083568j 3.55292e-16-0.0283634j 4.69968e-16+0.116048j 1.04174e-17+0.0544644j 5.51768e-15+0.0421291j -6.0858e-16-0.0283106j -7.73246e-16+0.0670874j -2.97426e-16-0.0342396j -4.05419e-16+0.0162768j -5.24219e-17-0.0144495j 3.6532e-17-0.00627523j -1.63028e-16+0.018678j -3.59353e-16-0.0352736j -6.1354e-16-0.0275738j 7.21956e-17+0.0425942j -6.86854e-17-0.0612988j -9.74877e-17+0.00925927j -3.72054e-17+0.0156933j 1.19525e-16+0.0443343j 5.28259e-17+0.027134j 3.44564e-16-0.0104233j -5.23852e-17+0.00382511j -1.84032e-16+0.0155663j -3.97389e-16-0.00849224j 
4.43731e-17+0.00565433j 4.77523e-16+0.0475893j -1.48154e-16+0.0454646j -6.95534e-16+0.0434939j 4.99644e-16-0.0622471j -1.84592e-15+0.0587198j 1.03529e-15+0.0200465j 2.78938e-16-0.122774j -1.01083e-16+0.138669j -8.40364e-16-0.0083812j -2.63137e-16+0.0315022j 1.62541e-16+0.013121j -3.06634e-16+0.0841592j -7.71615e-17-0.368883j 1.01674e-16-0.216418j 1.29768e-15+0.0894751j 8.85315e-16-0.124279j 4.8047e-16+0.155808j 5.54756e-16-0.0628797j -1.00152e-15-0.028755j 1.22183e-15-0.119991j -3.59658e-16-0.0107863j 4.88125e-16+0.0449036j -2.23522e-15+0.0786745j 5.90869e-16-0.227312j -1.13027e-15+0.159576j 6.2951e-16-0.0651906j -3.70393e-15-0.0694021j -3.09383e-15-0.0897673j 2.9104e-15-0.0636921j 3.16803e-14+0.0936585j -1.35277e-15+0.0928975j -1.31096e-15+0.0149968j -1.78167e-15+0.0374242j -8.35238e-15-0.130055j -1.85233e-15+0.0447784j -1.25941e-17+0.0970709j 2.30892e-15-0.104467j 1.15462e-15+0.0813468j -2.6384e-14+0.0384353j -2.35831e-14-0.16651j -3.17089e-13+0.209613j 6.48542e-16+0.0460367j 1.27978e-15+0.0487353j 1.12422e-15-0.0148732j -3.06511e-15-0.126538j 1.92893e-15+0.155776j 2.68718e-15+0.112044j 9.12789e-16+0.0571437j -7.92325e-16-0.0147291j 5.46393e-17+0.0801422j -6.35635e-17+0.0615086j -1.09224e-14-0.113246j 1.00779e-15+0.0716386j 8.56342e-17+0.0634255j 2.3152e-16-0.0645849j -1.69538e-15-0.0847618j 3.70388e-16+0.055398j 2.03416e-16+0.0228968j -2.75334e-17-0.0449588j 2.44771e-16-0.00103706j 8.95715e-16+0.0776443j 1.54658e-16-0.0253707j 1.23328e-16+0.0222916j -5.66497e-17-0.0443653j 1.85667e-16+0.0110072j 2.0951e-17+0.0817819j -4.26853e-16-0.0529731j 2.81075e-16-0.0171368j -4.59901e-16+0.0321185j 6.86332e-17+0.0477251j -2.4666e-16-0.00105759j 
-8.0989e-17+0.00521945j 6.3631e-16+0.00816242j -2.41981e-17+0.00274344j -2.58015e-15-0.0872019j -2.11038e-15-0.00650158j 2.74606e-16+0.0178632j 5.82493e-15+0.173651j 1.25091e-17+0.0327741j 1.29194e-15+0.0119412j -3.35118e-15-0.16277j 1.47039e-15+0.072392j 6.87366e-16+0.0336341j 3.29435e-15+0.255348j -1.85435e-15-0.0278922j 3.39773e-15+0.144805j 1.25083e-15+0.0428287j 8.78947e-16+0.0807149j -5.00173e-15-0.153143j 2.30564e-15+0.0893612j -2.88996e-15-0.130903j 6.18639e-15+0.121873j -2.58081e-15+0.035185j -1.79062e-15+0.205747j 3.29012e-15-0.0668412j -1.05014e-15+0.130195j -3.23338e-15-0.162024j 1.68796e-15+0.0980138j 9.55383e-15-0.0349892j -3.37414e-14-0.328056j 1.39418e-14+0.141546j -9.24785e-14-0.258913j -3.77839e-15+0.0593731j -5.16789e-15-0.154249j 4.22152e-16+0.0247622j -6.97852e-15-0.0840733j -6.01495e-16-0.0429777j 4.20632e-16-0.0763987j -2.1534e-15-0.0380288j 3.87224e-15+0.0803442j -9.50945e-15+0.0158098j -8.55055e-15-0.055265j -1.24505e-13+0.084592j 2.87215e-15+0.0289877j -1.93367e-15-0.0502912j 3.07574e-15+0.131126j -6.12213e-15-0.132921j 2.71539e-16-0.0235405j -1.97034e-15-0.0706995j -7.06272e-16+0.00524962j -3.01474e-15-0.0575685j -3.16147e-15-0.0897173j -2.1831e-15-0.0845103j 4.50091e-16+0.00853217j 3.12765e-15+0.0477012j 8.04721e-16+0.0285619j 2.92885e-16+0.017604j -8.37225e-16-0.00233885j 2.17467e-15+0.0185253j 1.68398e-15+0.0518978j -7.69572e-16-0.00392499j -1.42749e-15-0.0316153j 2.04432e-15+0.0515143j 1.26096e-15+0.0370638j 1.93803e-16-0.00799691j -1.61382e-15-0.0246049j 1.63975e-15+0.0747141j 1.55728e-15+0.029454j -6.03621e-16+0.00980294j 1.82499e-16+0.00554501j -8.84208e-16-0.052351j -1.49282e-16-0.0118383j -1.32776e-15-0.0340719j 
3.2563e-16+0.0284003j -1.02471e-16-0.0149658j 1.13368e-16+0.0347335j 1.25256e-15+0.0397681j -1.46679e-15+0.170544j 3.85801e-16+0.00603278j -2.91557e-15-0.0749418j -2.45539e-16+0.0426863j -1.18982e-15-0.06813j 1.12193e-15+0.0680377j 5.50784e-16+0.118261j 1.61145e-15+0.0686374j -4.46233e-16+0.153168j 1.57666e-16-0.0170188j -1.83693e-15-0.0368855j 1.00976e-15+0.132569j -9.38506e-16+0.0465321j 6.50392e-15+0.268305j 8.98668e-16+0.036085j -1.8554e-15-0.197408j -4.53363e-15-0.261069j 3.24809e-15+0.0819401j -1.86672e-15-0.146447j -3.65025e-15-0.280577j 1.59665e-15+0.110116j -2.51327e-15-0.187545j -8.02255e-15-0.111528j 1.23965e-14+0.21205j -1.17226e-15-0.00190587j -1.74512e-15-0.0885606j 3.32749e-14+0.0898362j 9.33763e-16+0.00224331j 1.36843e-15+0.0622541j 8.80792e-16+0.0873604j 1.0825e-15-0.000318612j -1.15289e-15-0.095071j -1.15383e-16-0.0445142j -4.46851e-16+0.0140809j 5.4584e-16+0.0447848j 2.07831e-14+0.0914947j 1.7278e-14-0.0141201j 5.29449e-14-0.0354282j -8.48572e-17+0.0284128j 5.40978e-16+0.0183982j 1.94496e-15+0.130445j -6.569e-16-0.0174989j -3.71568e-15-0.124445j 2.58908e-15+0.137712j 1.46091e-15+0.0374471j 3.41269e-16-0.0337999j 4.6268e-16+0.0197969j 8.37529e-16-0.0244353j 6.35004e-15+0.0512813j -1.42485e-15-0.0753454j -9.38556e-16+0.057091j 9.39397e-16+0.0828855j 1.05146e-15+0.0715241j -7.95264e-16-0.048992j 4.15985e-16+0.00468281j 4.61306e-16+0.055105j 1.50417e-16-0.0361779j -2.20151e-16-0.0182401j -3.19844e-16+0.0525647j -7.14951e-16-0.0480425j 4.83059e-17+0.0303856j -9.15248e-16+0.0481626j -7.46087e-16-0.0462872j 1.95005e-16+0.010024j -9.56325e-17+0.000647537j -4.48852e-17-0.05207j 5.7242e-17-0.00584526j 3.87352e-16+0.0143508j 
1.51437e-15+0.0378356j 2.35495e-16+0.0116447j -5.31495e-16-0.025589j -5.70212e-16-0.0138612j 1.5725e-15-0.0325352j 2.7204e-15+0.0800434j -4.22997e-15-0.114944j -1.14942e-16-0.0108956j -6.13977e-15-0.176714j -4.74144e-15-0.212062j 3.23049e-15+0.0960934j 3.43672e-15+0.0662233j 1.03494e-14+0.366129j 2.76723e-15-0.00322639j -5.14389e-15-0.134033j -1.23445e-15-0.0554159j -5.64257e-16-0.0376614j -4.68522e-16+0.0239273j -1.51395e-15-0.0547034j 5.32863e-15+0.156463j -3.25818e-15-0.0214724j -9.88918e-17-0.0379811j -1.50886e-15-0.0150294j -2.16222e-17+0.0234486j 9.58785e-15+0.206509j 9.6507e-15+0.270109j 1.26887e-14+0.130806j 1.55315e-14+0.244886j -2.9877e-15+0.035945j 3.48391e-16+0.0166604j 4.71244e-14+0.116974j 1.72522e-15+0.0526252j 3.03402e-15+0.142908j 2.1349e-16+0.00100534j -1.19533e-15-0.0161548j 3.37752e-15+0.107383j -3.59572e-15-0.057689j 5.69621e-16+0.116564j -5.05562e-15-0.150612j 3.02953e-14+0.0866265j 2.07818e-14+0.0169689j 1.39831e-13-0.0948998j -3.32586e-16-0.0333091j -5.80709e-16+0.0181583j -8.18237e-15-0.17023j 7.67032e-15+0.172854j 5.09645e-15+0.0774379j -4.60334e-15-0.0598036j -2.4455e-15-0.0301369j 2.51102e-16-0.021254j -2.96823e-15-0.0632796j -9.05648e-16-0.0371682j 1.28366e-14+0.102581j 1.33347e-15+0.0215737j -2.04545e-15-0.0567481j -3.48721e-15-0.0794316j -4.18885e-15-0.106523j -1.30987e-15+0.00878057j 1.49926e-15+0.0691079j 1.6313e-16-0.0467436j 3.41968e-15+0.046303j -1.12277e-15-0.0267367j -1.01845e-15-0.038551j 6.92194e-16+0.0129713j 1.77741e-16-0.0335785j -4.0774e-16-0.00384097j 4.16768e-16+0.0093086j 1.58552e-15+0.0119608j -1.96704e-15-0.0436479j 2.67273e-16+0.00442092j 2.35664e-16+0.00996616j 9.14308e-16+0.017562j 
