-2.22589-2.3307e-12j -0.227214-5.84397e-13j -0.652737-1.80102e-13j 0.259692+1.22193e-13j -0.075854-1.35571e-14j -0.161012-5.10102e-14j 0.0112487-3.51138e-15j 0.0473992+1.43687e-14j 0.0480728+1.43777e-14j -0.0274222-3.2191e-15j 0.0719876+2.32097e-14j -0.0123991-1.23653e-15j -0.0234184-7.26811e-15j 0.0198019+5.11249e-15j -0.0157932-2.38138e-15j -0.015559-6.79399e-15j -0.0310993-9.27102e-15j -0.0363541-7.62278e-15j -0.00997804-3.54131e-15j -0.0193935-3.02572e-15j 0.00994391+3.36857e-15j 0.0221401+5.90407e-15j -0.00356822+3.25648e-16j -0.0380256-9.90223e-15j -0.0126095-4.89319e-15j -0.0134275-2.92992e-15j -0.0048982-1.97908e-15j 0.00407183+1.19748e-15j -0.0142318-2.08869e-15j -0.00403335-2.38716e-15j 0.0126915+2.89969e-15j 0.0213346+1.21971e-14j -0.00399717-3.40623e-15j 0.0181048+3.36995e-15j 0.00865034+4.11086e-15j 0.0125412+5.17311e-15j -0.000282333-1.16825e-15j -0.02835-1.23249e-14j -0.0285721-8.44323e-15j -0.0025476+3.68568e-15j -0.00845161-4.48524e-15j -0.0183488-5.44465e-15j 0.00655933+2.1089e-15j 0.0174789+4.22586e-15j 0.0182191+3.69309e-15j -0.0278659-9.10266e-15j -0.0134169-3.84425e-15j 0.00488593+1.78616e-15j -0.00135268+5.73069e-16j 0.00423799+2.82787e-15j 0.0353171+9.62994e-15j 0.0139292+5.13831e-15j -0.00606552-2.58627e-15j 0.00913489+1.02227e-15j 0.0290631+9.1197e-15j 0.00178959-2.29559e-15j 0.0445791+1.24639e-14j 0.0254165+7.92723e-15j 0.00558208+3.15663e-15j -0.00638745-9.9901e-16j -0.00432886-1.96434e-15j 0.00607664+2.69121e-15j 0.0146053+5.51941e-15j -0.000757711+8.09359e-17j 0.0481203+1.16366e-14j 0.0420625+1.45826e-14j 0.00453819+4.2127e-15j 0.0249718+6.63418e-15j -0.0012749-1.01706e-15j -0.0421664-1.06218e-14j -0.0430792-1.55645e-14j 0.0187582+2.6485e-15j 0.0337052+9.90034e-15j 0.0334927+1.33174e-14j -0.0523942-1.32138e-14j 0.0435476+4.1298e-14j -0.0520362-1.61016e-13j 
-0.0335341-2.98088e-14j -0.0296094-6.56278e-15j 0.0151074+1.79892e-16j 0.0240088+3.36125e-16j 0.00403157-2.64478e-16j -0.0120314-3.45181e-16j -0.026364+2.07429e-16j 0.00515959+1.35994e-16j -0.0112434+1.99729e-16j 0.0288463-2.05807e-16j 0.0371858-1.46141e-16j 0.0165631-2.996e-16j -0.0349039+3.39338e-16j 0.010629-2.24886e-16j 0.0328611+1.52498e-16j 0.0208773+9.22112e-16j 0.0404244+9.26171e-17j -0.00908326+6.05987e-16j -0.0168693+7.6397e-16j 0.0607426-5.95756e-16j 0.0168296-4.25275e-16j 0.00533956-5.12476e-16j -0.025797+3.97876e-16j 0.0118885-5.92415e-16j -0.069213-1.24825e-15j -0.0155416+1.59358e-16j 0.0996814-8.28708e-16j 0.0513528+1.7098e-16j 0.0153753-2.44628e-16j -0.0235693-1.76386e-17j 0.0272257-2.86603e-16j -0.0025297-9.36613e-16j -0.00609838-3.56564e-17j 0.0304739-2.38714e-15j -0.028429+6.96335e-16j 0.0564597+8.29321e-16j -0.033285-8.37295e-16j 0.0235835-4.16317e-14j 0.143071+6.28903e-14j -0.0445436-1.37934e-13j -0.0254232-8.30645e-16j 0.0330014+9.95052e-16j -0.0240878+2.7246e-16j -0.0197149+3.34472e-16j 0.0533249-4.21529e-16j 0.0206648+5.79247e-16j 0.0532139+1.15233e-15j 0.0494157-8.60823e-16j -0.0198327-3.33575e-16j 0.0972836+3.83739e-16j -0.28205+8.87887e-16j 0.161801+8.51158e-15j -0.119153+4.08175e-16j -0.099751+9.66704e-15j -0.175269+4.20062e-16j -0.644767-1.55708e-15j -0.0265128+6.39834e-16j 0.175071+1.00609e-15j 0.147837-1.92612e-16j -0.244078-3.09395e-15j 0.0422046+1.37691e-15j -0.230167-7.59974e-15j -0.0493106-1.84726e-15j 0.542493-3.63945e-15j -0.24308+3.46233e-16j 1.52558-6.69918e-16j 0.500749-7.34559e-15j 0.121665+2.00574e-15j 0.0319734-6.27272e-16j -0.0846647+7.98929e-16j -0.093061+8.14302e-16j 0.103357+1.43244e-16j 0.0221192+6.85814e-16j 0.0178358-3.19798e-16j -0.0618117+5.28135e-16j 0.032365+1.05685e-14j -0.012906-4.63346e-14j 
0.00959209+3.64033e-15j -0.0212178+1.06933e-15j 0.0135514-4.20777e-17j -0.0578036-2.05762e-16j 0.0451501-6.34097e-17j 0.0176068+3.82993e-16j 0.0233519-1.81883e-16j -0.0560713+1.17254e-16j -0.00210799+8.44174e-19j 0.054175-3.82928e-16j 0.0575195-2.90137e-16j -0.00428061+5.34161e-16j 0.0399934-4.43e-17j 0.00315318+9.62988e-17j 0.0382648-3.9265e-16j 0.000224361+1.57078e-16j 0.0265374-6.28515e-16j 0.0304248-2.84654e-15j -0.0056096-2.00305e-16j -0.0100113-4.3193e-17j -0.0395541-3.77633e-16j -0.00411696+4.73659e-16j -0.0113615+1.8613e-17j 0.0167582-5.98219e-16j 0.0130104+2.79555e-16j -0.0389958+3.31864e-20j -0.0336729+1.19775e-15j 0.0330748-1.31999e-15j -0.0234067-2.31601e-17j 0.0200236+2.36866e-16j -0.00250266-3.83893e-16j -0.00626728-1.03293e-15j -0.0306268+4.74484e-16j -0.033576+2.7947e-15j 0.00870802-3.17288e-16j -0.0355435-7.8245e-16j 0.00881767+3.76208e-16j -0.0131908-1.19886e-14j 0.0158161+1.49424e-14j -0.0102307-2.63637e-14j -0.112463-7.86939e-16j 0.0643759+1.27252e-15j 0.081345-7.55906e-16j -0.159623+2.9334e-15j 0.139852-4.88387e-16j 0.0355777+7.52754e-16j 0.0600812+1.69804e-15j 0.034243-1.46105e-15j -0.130907+1.13653e-15j -0.0496306-1.22925e-15j -0.0745759+4.59624e-16j -0.051807-3.724e-15j -0.0264386+5.13032e-16j -0.104649+9.42488e-15j 0.0731512+1.14368e-15j 0.357115+1.74215e-15j -0.150682+7.29252e-16j -0.397087+1.71968e-15j 0.304268+5.79764e-16j -0.0194611+4.43052e-15j -0.225206+4.40513e-16j 0.160331+4.62817e-15j 0.409688-8.73794e-16j -0.11644-1.99066e-15j -0.169857+3.13997e-15j -0.585657-3.85919e-15j 1.44347-9.22586e-15j -0.261548+3.58941e-15j 0.0729916-1.25336e-15j -0.104864+1.24611e-15j 0.0389008-1.42758e-16j -0.0804639+5.26252e-16j 0.128194-1.17593e-15j -0.025199+4.17091e-16j 0.0104918+1.46039e-16j -0.013178+1.9687e-14j -0.0413423-8.88499e-14j 
-0.0103772-7.00615e-15j 0.004226-1.55244e-15j 0.0254405-5.90136e-17j 0.0185668-2.10835e-16j 0.0107609-1.07061e-16j 0.0187736+6.83431e-17j -0.017959+9.94051e-17j -0.0415107+1.57907e-17j 0.0423367-2.14721e-16j -0.0512643+1.37712e-16j 0.0665751-1.80634e-16j 0.00485558+3.02456e-16j 0.0390142+1.83951e-16j -0.00623194+9.71824e-17j -0.0138943-1.51444e-16j -0.0134856-4.47597e-16j 0.033387-2.94242e-16j 0.00776567-5.79663e-16j -0.0344143+6.09433e-16j -0.0646164-2.02105e-16j -0.0500416-5.16394e-16j 0.0220398+3.22552e-16j 0.0687484+2.07022e-17j -0.0314981+1.09616e-15j -0.0698262-2.20365e-15j -0.00179918+2.01488e-17j -0.0586498-2.87573e-17j -0.00511931-2.54129e-16j 0.0417245-1.71269e-16j 0.0306156+2.77107e-16j -0.00562886+1.05614e-15j -0.0607608-1.58975e-14j 0.00310658+1.45544e-15j 0.0431825-3.69805e-15j -0.0089619+4.26316e-16j -0.0447343-1.00905e-15j 0.0301742+1.42125e-15j -0.0416145-3.48308e-14j 0.0141635+5.7895e-14j -0.0780169-1.3299e-13j 0.0347072+1.5429e-16j -0.0104961+7.48876e-16j 0.0419461+2.08322e-16j 0.0186181-5.18913e-16j -0.0508369+9.72308e-16j -0.0117143-9.70152e-16j -0.0585882-1.69801e-15j -0.0466881+1.40983e-15j 0.215343+2.72051e-16j -0.0180677+1.16481e-15j 0.0831819+5.91193e-16j -0.0223941-1.19322e-15j -0.228587+3.55139e-16j -0.0154328+2.65264e-16j 0.182343+5.64177e-16j 0.23995+6.10185e-16j -0.070975-1.40069e-15j -0.0161753+1.4041e-15j 0.375529+7.09195e-15j 0.21315+4.18094e-15j 0.350234+1.88773e-15j 0.0633423+1.5187e-15j 0.0178089+3.10781e-16j -0.417711+4.25069e-15j 0.108555-7.4771e-16j -0.162652-9.87403e-18j 0.272895+2.79348e-15j 1.605-4.30348e-16j 0.0236295+2.37194e-15j 0.0480891-6.05219e-16j 0.0622464-3.25108e-16j -0.0167861-2.66509e-16j -0.000572705-9.14303e-16j -0.00373416-1.14293e-16j 0.0666047-2.31916e-16j 0.0361787+9.16665e-15j -0.00986445-4.14016e-14j 
0.0111859+9.33871e-15j 0.00657796+2.04082e-15j 0.0382087+8.92644e-17j -0.00525609-9.93962e-17j -0.021083+2.1168e-16j -0.00350131-1.09031e-16j 0.0467727-3.45098e-17j -0.00145184-8.84727e-17j 0.0574295-4.12411e-16j 0.0340801-2.2648e-16j 0.00371947+2.30849e-16j -0.00250606+1.18917e-17j 0.0729893+1.21438e-16j -0.00485059+1.07795e-17j -0.0526634+5.53148e-17j 0.0559498+2.89572e-15j -0.0100265+3.64054e-17j -0.088295+9.92132e-15j 0.0185884+1.56123e-16j -0.013206+4.09474e-16j -0.0391218-3.4265e-16j 0.00867842+1.34136e-16j 0.0227345+3.33254e-16j -0.0288999+1.30093e-15j -0.0230187-7.24439e-16j 0.00917184+4.38647e-16j -0.00107233-2.35536e-16j -0.00405989-6.80179e-17j 0.028066-2.37655e-16j 0.0152814-2.53674e-16j 0.00475615+3.73912e-16j -0.0366653-9.35931e-15j -0.0237557+9.13865e-16j -0.0414572+3.5226e-15j 0.0304869-3.52035e-16j -0.0124738-3.82e-16j 0.00751817+8.2948e-20j 0.0286508+1.66688e-14j 0.00106708-2.45258e-14j 0.030816+5.18799e-14j 0.0553903+1.00105e-15j -0.0105837-9.58005e-17j -0.0372047-9.07087e-17j -0.0122243-1.50824e-16j 0.0276857-1.64679e-16j -0.0133077-7.06141e-16j -0.0881271-8.85924e-16j -0.0256797+3.57005e-16j 0.0760253+6.00813e-16j -0.0348753+1.73468e-15j 0.192163+6.57018e-16j 0.136159+7.84654e-15j -0.00422062-2.19113e-16j -0.155518+1.23678e-14j 0.12386+8.02166e-16j -0.141907-1.01213e-15j -0.101253+4.54197e-16j -0.256948-2.21481e-15j -0.255946-4.19495e-15j -0.211-2.85018e-15j -0.126204+9.46967e-16j -0.469274-1.31771e-14j 0.0344881+1.21654e-15j -0.0912909+1.2105e-15j 0.330563+2.80639e-16j -0.121677-3.29835e-17j 0.22373-4.91062e-16j -0.071829+1.7147e-15j 1.56526-8.31644e-15j 0.183061-7.94035e-16j 0.0496413+2.80323e-16j 0.0943008+3.8994e-16j -0.0316197+9.48834e-16j -0.0679242-4.58331e-17j 0.0689922-6.13189e-17j -0.0140587+1.04824e-14j -0.0229563-4.60169e-14j 
0.0250475+1.29313e-14j -0.0333194+3.15705e-15j 0.0238554-2.066e-16j 0.0418903+1.89286e-17j -0.0376427+1.28654e-18j 0.0222615-2.5571e-16j -0.00894749-4.10467e-17j 0.00529033-1.9445e-17j 0.00171876-2.50997e-16j -0.0158211+8.89772e-17j -0.0670543+8.17048e-17j 0.0424283+2.10522e-16j 0.0211578+1.69177e-17j -0.0239945+7.55367e-17j -0.0549712-2.13473e-17j 0.0375415+1.99765e-15j 0.00947196+1.30184e-16j -0.0221161+2.33915e-15j 0.0345656-9.50786e-16j 0.0144071+2.22698e-16j -0.0289255-3.20665e-17j 0.0237073+4.94193e-16j 0.0221434-2.61104e-16j 4.21917e-05-1.6489e-16j -0.0113423-3.43504e-16j 0.0542354+3.62385e-16j -0.0258772-3.21517e-16j -0.0315822+5.20456e-16j 0.0489246-2.52144e-17j 0.0189462+2.22496e-16j -0.0231485+1.38401e-15j -0.0725648-2.01304e-14j 0.0451932+1.68518e-15j -0.0281415+2.08256e-15j -0.0295688-3.0935e-18j -0.0159289-2.57511e-16j 0.0111012+6.37997e-16j -0.0359769-3.48881e-15j -0.0246383-3.06525e-15j 0.0101337+2.10439e-14j 0.0734748+5.93586e-16j 0.0256706+8.3885e-16j -0.026116+2.93726e-17j 0.00654639-3.0922e-16j 0.0201559+2.74279e-17j 0.0385448+3.45584e-16j -0.0345241-2.00778e-16j 0.0101791-4.03569e-16j 0.0474926-1.44716e-16j -0.0109198+6.79222e-16j 0.0154425-5.44814e-16j 0.039534+1.88952e-15j 0.0331249-4.94746e-16j -0.00136161+5.56262e-16j 0.00839109+5.1636e-18j 0.0786842-3.48155e-16j -0.143403+6.31501e-16j 0.0472799+2.5588e-16j 0.0694802+1.41148e-15j 0.205538+3.35889e-15j 0.0836015-3.5525e-17j -0.209535-3.63042e-15j -0.434724+2.80421e-15j -0.835602+1.09023e-14j -0.266459+2.07966e-15j -0.258872+1.09826e-15j 0.0258006+6.74133e-16j 0.101105-1.20304e-15j 0.0296671-2.28421e-16j 1.67208-5.34583e-15j -0.135645-3.30318e-16j -0.0545981+2.21403e-15j -0.0914218-3.1469e-16j 0.157234-3.7617e-16j 0.0845291-4.64002e-16j 0.00362955+2.04755e-14j -0.0385476-9.07609e-14j 
0.0448774+3.84692e-14j 0.03175+8.52782e-15j -0.00638002+2.01571e-16j -0.040769-6.58366e-17j 0.000720098+9.38073e-17j 0.0218936-2.13597e-16j 0.0215599+2.37618e-17j -0.0126097+1.20439e-16j 0.0300557-3.01769e-17j -0.0380521+5.39566e-17j 0.0128398+6.59215e-18j -0.049313-4.54095e-16j 0.0423572-5.21326e-17j 0.0401392-1.3963e-16j -0.018069-1.11428e-17j 0.00218784+7.72551e-17j -0.0130779-1.13182e-17j 0.0227023-2.09959e-15j -0.0386911+7.07038e-17j -0.0729256-1.76936e-16j -0.0400397-5.57836e-17j -0.0458794-2.16269e-16j 0.00341673-4.99889e-17j -0.00322398-1.14944e-16j 0.00732936+6.87258e-17j -0.056131-1.14977e-16j -0.00889707-2.4371e-16j -0.0258289+1.6875e-16j -0.021523-3.28164e-16j 0.014675-1.82808e-16j 0.0276526-6.00336e-16j -0.014258-3.31577e-15j -0.0312969-8.56283e-19j 0.0246144-1.35848e-15j 0.0605367+8.87096e-17j -0.0529576-6.58583e-16j 0.00117626+3.58075e-16j 0.00870236+1.84355e-15j -0.0189923+9.38099e-15j -0.0343494-3.94251e-14j 0.0521362+5.46115e-16j -0.0119316-2.43784e-16j 0.0411258-6.0875e-17j 0.0163071-1.96393e-17j 0.0504735+3.88551e-17j 0.0139481+7.11222e-16j 0.00731483+1.29341e-16j -0.00301183-2.19274e-16j -0.0601438-4.07766e-16j -0.0438744+2.30845e-16j 0.0615709-6.00211e-17j 0.0128934+1.22106e-15j 0.00305656+1.50765e-16j -0.0348966+2.56114e-15j 0.0359836+1.37225e-16j -0.00273591-6.45836e-16j 0.132658-6.19787e-18j -0.153503-8.45872e-17j 0.116548-6.20921e-16j -0.0684281-8.07674e-16j 0.0543791+5.46701e-16j -0.153875-3.9122e-15j -0.161999+1.0286e-15j 0.0377279-5.11337e-16j 0.702171-9.29601e-16j -0.495067+4.93578e-16j 0.165087+3.69539e-16j 0.0584095-2.751e-16j -0.136455+1.06994e-15j 0.0357653-7.90988e-16j 1.86266-1.70968e-16j -0.0220427-8.15273e-15j -0.167109-1.48583e-15j -0.0563967-1.04377e-16j 0.125148-3.91954e-16j -0.0699754-1.19475e-14j 0.00781981+5.38151e-14j 
-0.0138688-4.46379e-15j 0.0347926-1.33777e-15j -0.0176142-2.71641e-17j 0.0482385+5.32851e-16j -0.062991+9.72773e-17j -0.0142237-2.63104e-16j 0.0156745+4.33508e-17j 0.00560506-7.13245e-18j -0.0165238+1.42777e-18j 0.0155815+2.9475e-16j 0.0312327-7.93744e-17j -0.0231127-3.443e-16j -0.016661+2.38425e-16j 0.0221606-1.97601e-16j 0.00929004+1.50184e-16j 0.00720033+4.07047e-16j 0.0355046-1.98914e-16j -0.0813483+8.87114e-15j 0.0112041+1.96648e-16j -0.015202+1.5135e-16j -0.00935782+8.18045e-17j 0.00989804-1.15254e-16j 0.00571058+3.28571e-16j -0.0324097+1.35318e-15j -0.0268909-3.90611e-16j 0.00170842+1.25402e-16j 0.0535165-1.27207e-15j -0.0163526+6.86071e-16j -0.00360764-7.49322e-17j -0.0475922-5.07165e-16j 0.0483371-9.22782e-16j -0.00269228-1.41549e-15j 0.0066565-3.35974e-16j 0.00224351-4.58803e-16j -0.0340968+4.34699e-16j 0.0283151+4.67161e-16j -0.0214908-8.5966e-16j 0.0476058+1.90134e-14j 0.0048723-2.04346e-14j 0.0155018+3.03995e-14j -0.023667-1.7691e-16j -0.0400139-1.18372e-15j -0.00290615+1.97219e-16j 0.00435669-4.82658e-16j -0.00974037-1.76861e-16j -0.0477411-7.3362e-16j -0.0572647-1.39218e-15j -0.00580048-6.16157e-17j -0.0277363+2.7614e-16j 0.0562279+9.86679e-17j 0.025781+5.48452e-16j 0.00779865+8.77721e-16j 0.041327-1.37489e-17j 0.0284132-2.34574e-15j -0.0080133-8.1733e-17j -0.0823266+4.22967e-16j 0.00421014-9.11238e-16j 0.00539379+1.07378e-16j 0.101357-2.05808e-16j -0.162833-1.9406e-15j -0.103815+2.84362e-16j 0.125413+4.80244e-15j -0.129843-3.58743e-16j -0.239514+1.83336e-15j 0.238745-1.19837e-15j 0.475261-4.05762e-16j -0.14252+2.08955e-16j -0.214542-4.32344e-16j -0.0115033+5.08535e-16j -0.0757126+1.78548e-15j -0.0651511-6.7412e-15j 1.8793-5.16385e-15j -0.0483433+9.47662e-15j 0.00914912-1.05929e-15j 0.0282014+8.57532e-16j 0.00739088-3.54573e-14j 0.0719214+1.62492e-13j 
-0.01682-1.10574e-14j 0.00875491-2.56594e-15j 0.0438651+2.22396e-16j -0.0132158-1.06236e-16j 0.0405078-1.90422e-16j -0.0660437-1.81695e-16j 0.0113211+8.33826e-17j -0.0465353+1.17521e-17j -0.0160307-1.42679e-17j -0.012652+1.55265e-16j 0.0474721-1.34895e-16j -0.010043-2.53959e-16j 0.0165555+9.78282e-17j 0.00665966-7.30845e-18j 0.0627841-9.96834e-17j 0.0342869+1.65398e-15j -0.0313299+4.38086e-16j 0.0137284-1.83676e-15j 0.00460638-2.30978e-16j -0.00312377-2.19138e-17j 0.0120711-8.83796e-17j 0.00447236-1.5387e-16j 0.010408+1.26203e-16j 0.0182654-8.7768e-16j 0.0288019+5.20485e-16j 0.000136854-3.01735e-16j 0.0270725+5.80814e-16j 0.0453127-5.66597e-16j -0.0345275+2.12799e-16j 0.0445839+1.09442e-16j 0.00803519-4.07968e-16j 0.0358272+1.03806e-14j -0.0452245-9.51089e-16j 0.0267298-1.90235e-15j 0.0525443+4.8431e-16j 0.0239112+9.28699e-16j -0.0419674-7.73056e-16j -0.00354896-9.78009e-15j 0.039465+7.18891e-15j 0.0124552-3.38279e-15j -0.0425536-6.48673e-16j 0.0117465+4.82096e-16j 0.0703094-1.00543e-16j -0.0172882+4.75377e-16j 0.0442814+2.8446e-16j 0.0458704+8.48391e-16j 0.0176963+4.80376e-16j -0.0555633+2.77271e-16j -0.0061694-3.0044e-16j 0.0432161+3.59596e-16j 0.0233313+5.16373e-16j -0.0284986-8.86851e-16j -0.0136663+1.47503e-16j 0.0156077-1.61519e-15j 0.0736706-1.02571e-16j -0.0366774-4.45909e-16j -0.00558934-1.75593e-16j -0.0965417-1.27903e-16j 0.00766349-3.66807e-17j -0.0159739-8.40359e-16j 0.0842413-2.70999e-17j 0.112423+2.90471e-15j 0.184996-7.89016e-16j -0.320026+2.71767e-15j 0.192195+4.64707e-16j -0.163757+7.22816e-16j 0.42646-4.35903e-16j 0.126852-1.17545e-15j -0.67323+3.22278e-15j -0.0135865-8.92819e-17j 0.325958-1.20928e-15j -0.0214672+8.79252e-15j 2.06175+4.72682e-15j -0.0980533+2.39984e-17j 0.0709566+5.45075e-16j 0.0420939+1.69025e-15j 0.00656593-6.49811e-15j 
-0.0396768-3.62746e-14j -0.0408353-8.33419e-15j -0.0157576-2.95873e-16j 0.0272693+4.86743e-16j -0.004801+9.73539e-17j 0.0492834+4.3354e-16j -0.0551643-2.8664e-16j 0.0479611+1.40028e-16j -0.00833048-1.91707e-16j 0.0453215+3.46718e-16j -0.0392323-1.25258e-16j 0.0458875+1.75642e-16j -0.0374976+1.49273e-16j 0.0096302+1.00592e-17j 0.00129409+1.58798e-16j -0.0167871-6.91617e-16j 0.00953182-3.75625e-17j 0.00308197-5.25593e-17j -0.00789343+2.18041e-16j 0.0570451+4.883e-17j -0.0124801-4.08072e-16j -0.00397351+1.48913e-16j -0.0215692-1.89628e-17j 0.00852279-1.5115e-16j -0.00636745-3.1867e-17j 0.00672168+2.25675e-16j 0.023099-2.91521e-16j -0.00618409+3.75936e-16j 0.00341994-1.19641e-16j -0.0405298-1.1777e-16j 0.0126746+6.91102e-17j -0.0389339-1.0678e-14j -0.00681307+7.90616e-16j -0.0149581+1.41258e-15j 0.0128493+7.20857e-17j -0.012601+5.0602e-18j -0.0311964-7.52221e-16j 0.0191746+7.21333e-15j -0.0193286+3.19788e-15j -0.0282785-2.8346e-14j 0.000342835-8.96836e-18j 0.0256307+8.40447e-16j 0.00279639+2.99562e-16j 0.0111706-2.01145e-16j -0.0249497-1.17877e-18j 0.000199679-5.12919e-16j -0.00862807-1.12549e-16j 0.0368401-7.7325e-17j 0.0550574+2.7009e-16j -0.014545-1.80617e-16j -0.0200271-6.41611e-17j 0.0182974+6.04811e-16j 0.0067317-5.59232e-17j -0.000707763-6.8743e-17j 0.00366072+6.93483e-17j -0.00784944+8.60607e-17j -0.0441428-3.50348e-16j -0.00829313-1.22811e-16j 0.0818209+9.42886e-16j 0.0130759+9.91245e-16j 0.0422227+2.06942e-16j -0.0258753-6.65046e-16j -0.00489949+2.76222e-16j -0.0294353+5.77554e-16j -0.134004-3.58593e-16j -0.0169369-5.34633e-16j -0.0063952+2.01794e-16j 0.118686+4.68538e-16j -0.218195+9.18511e-16j 0.863515+3.29903e-15j -0.303575+9.70991e-16j 0.1356-2.51527e-17j -0.112583+1.57427e-15j 2.02089+5.80548e-15j -0.183723+4.45159e-15j 0.121705+4.45607e-14j -0.0590698-1.99704e-13j 
0.0407614+2.40194e-14j -0.0370591+5.0304e-15j 0.0262411+7.01173e-17j 0.0125641+2.01636e-16j -0.040298-1.77739e-16j 0.0222154-4.25965e-17j 0.00459001-6.04052e-17j -0.0484277+1.28646e-16j -0.0524675+1.13908e-17j -0.0186999+7.7564e-17j -0.0216399-1.06334e-16j -0.0163911+4.04767e-17j 0.0397043+2.05717e-17j 0.0291453-2.19201e-17j 0.0416611+2.86332e-16j 0.0401231+1.89651e-15j 0.0290475+1.55555e-16j 0.0180832-2.10023e-15j 0.023223-7.37849e-16j -0.0465259+1.57838e-16j -0.0525002-1.41456e-16j -0.00897322-1.55497e-16j 0.0245987-1.97081e-17j 0.00156577-3.93644e-16j 0.00378089-1.12762e-16j 0.0173496+9.97053e-17j -0.000616242-5.32685e-16j -0.0332781+2.63688e-16j -0.0052992-2.09794e-16j 0.0105401-2.47557e-16j 0.0235217+9.97505e-17j -0.0365064-9.8381e-15j -0.0204428+5.22795e-16j 0.00328446-6.34027e-17j 0.0237495-1.90331e-17j -0.0134627-1.89757e-16j -0.0277567-4.98546e-16j 0.0340081+9.78015e-15j 0.00808855-5.3033e-15j -0.00363938-2.87147e-15j 0.0157809+1.71701e-16j 0.00285359+4.8044e-16j 0.0637746+3.02244e-16j -0.00507769+2.62967e-16j 0.0215789+1.07819e-16j 0.0409355+7.24577e-16j -0.0098714-3.90534e-16j -0.0328973+1.79344e-16j 0.0209001+1.09799e-16j -0.00843596+2.86925e-16j 0.0521872+1.41369e-16j -0.0346671-1.61569e-15j -0.0157484+1.02685e-16j -0.0414012+3.87362e-15j -0.0199138+2.77627e-16j 0.0229987-3.47516e-16j -0.0331103-6.72854e-17j -0.0546896-2.95114e-16j -0.000561518+1.60434e-16j -0.0244443-7.7e-16j -0.0162552-2.22754e-16j -0.0387769-1.04363e-15j -0.018576-1.85542e-16j -0.0365931+1.83428e-16j 0.0261763+3.52856e-17j -0.125316-7.97858e-18j 0.000901648+1.8447e-16j 0.128803+7.77504e-16j 0.323656-5.95595e-16j 0.364774+3.30866e-15j 0.715402+5.8188e-16j -0.046844+1.56583e-15j 0.579404+2.58367e-15j 0.156883+5.02685e-15j 2.09041+4.36616e-15j -0.0604149+5.64148e-14j -0.121675-2.51225e-13j 
-0.043586-2.90225e-14j 0.0522406-8.12721e-15j -0.03239+3.51532e-15j 0.053349+4.33969e-15j -0.00339711+2.96996e-15j -0.0468654+7.83196e-16j -0.0459521-4.56445e-15j 0.0280742-3.17968e-15j -0.0100785-3.12044e-16j -0.0119278+1.89761e-15j 0.0443056+1.10435e-15j 0.0344944+4.45891e-15j -0.0402627+3.51763e-15j 0.00454873+9.22676e-17j 0.0184788+1.58886e-15j 0.0121585+1.33545e-15j -0.0110657-4.83032e-16j -0.0145612+2.07449e-15j -0.0232089-3.96344e-16j 0.0033026+2.2689e-15j 0.0106175-3.67072e-15j 0.0450936+9.45773e-16j 0.0116037+2.86561e-15j -0.00985419+9.28411e-16j -0.0118301-9.70885e-16j 0.00276136+1.31381e-15j 0.0155668-2.75139e-15j 0.0195423+7.6841e-16j 0.0144851+1.53945e-16j -0.00746081-5.6182e-16j 0.00607655-1.17166e-15j -0.00958351-5.71379e-15j 0.0225081-9.53605e-16j 0.00871294-2.12205e-15j 0.00226625+6.33826e-16j 0.00703674-1.13774e-15j -0.0313766-1.84006e-15j -0.0191946-1.13254e-14j -0.00589899+9.29802e-15j -0.0156294-2.49552e-14j -0.0153217-6.17841e-16j 0.0204548+2.28785e-15j 0.0232226+1.29907e-15j 0.00725682-1.58251e-15j 0.0278813+9.34453e-16j 0.00325785+1.94823e-15j -0.00588308+9.45937e-16j 0.0185399+6.42757e-16j 0.035381-3.84147e-16j 0.003347+6.21015e-16j 0.0120419+8.15908e-16j 0.0177593+1.51941e-16j -0.0163351-1.49695e-15j -0.00335293-3.20234e-15j 0.0197954+1.81523e-16j 0.0115473-1.62497e-15j -0.0053554-8.69135e-16j 0.0424722-6.05799e-16j 0.0139993+1.59605e-15j 0.0171457+4.13696e-15j -0.00239777-2.74551e-15j -0.0216995-2.6388e-15j 0.035989-5.62729e-16j -0.0107311+1.66851e-15j -0.00369047-2.19938e-15j 0.0392924-2.41523e-16j 0.0316934+6.95189e-15j 0.0794698-8.6145e-16j 0.00653174+4.37562e-15j 0.00700385+4.33874e-15j -0.108464-9.65112e-16j -0.0555678-1.38879e-14j 0.133666-3.70155e-15j 0.650096+3.45845e-14j -0.256795+5.18202e-14j 2.22498+1.98975e-13j 0.227994-8.05811e-13j 
