0.00259584-0.00625128j 0.00618387+0.00231116j 0.00202267-0.00108112j 0.000675685-0.00160257j -0.00437466-0.000350859j 0.000232427+0.00569145j -0.00115245-0.000780114j 0.000223094-0.00192898j 0.0008495+0.00102461j -0.000424088-0.0011101j -0.0022173+0.000559384j -0.00247301+0.000236094j -0.0040633+0.00210778j -0.0019984+0.00683869j -0.00153026-0.00476188j 0.00069053+0.00630406j -0.00264819-0.000980089j -0.00357165-0.00739128j 0.00650879-0.00486147j 0.0016532+0.00206796j -0.000622068+0.00650832j 0.00159991+0.00387383j 8.06424e-05-0.00285945j -0.000364536+0.00963351j -0.00511051-0.00348751j -0.000515112-0.00143727j 0.000782188+0.00524042j -0.00441373-0.00710047j 0.00362479-0.00119662j 0.00322379-0.00742108j 0.00237552+0.00461304j 0.00314591+0.00229002j -0.000522252-0.00553062j 0.00620542+0.000333628j -0.000142687+0.000938371j 0.00378371+0.00422268j 0.000213249+0.00125472j 0.000352083-0.00370206j -0.00418284+0.000428031j 0.00337312+0.000994649j 0.00317641+0.000463484j 0.000562112-0.00126118j 0.00082706-0.0016274j 0.00583044+0.00172806j -0.00169038-0.000752141j 0.00243842+0.00217008j -0.00401188+0.00251139j -0.000349247-0.00122173j 0.000796389+0.000111687j -0.000617283-0.00695993j 0.00011697-0.00109603j -0.000618697-0.00502366j 0.000390483-0.00173688j -0.00143329-0.00258874j -0.000417928-0.000309657j -0.000541513-0.00456466j 0.00779275+0.00331609j 0.00281787+0.000172237j -0.00213958-0.00130943j 0.00111578+0.00309958j 0.00257541-0.000192312j -0.000316527-0.000925423j -0.000487305+0.000215088j 0.00342083+0.000247875j -0.00326057-0.00360946j -0.000535572+0.00122825j 0.00266317+0.00117729j -0.00210681-0.0025334j -0.0012095+0.00234608j -0.00125191+0.00378692j 0.000767039-0.00159947j -0.00531028+2.61751e-05j -0.00217576+0.00509852j 0.00276738+0.00473112j -0.0036352+0.00209944j 0.0018019-0.00401018j -0.000255072-0.00166334j 9.41779e-07-0.00733884j -0.00298766-0.00183818j 0.00300816+0.0035189j -0.00403862-0.00402035j -0.00220708+0.000320105j -0.00816176+0.00225455j 0.000250534-0.00489121j 0.0029409+0.00379895j -0.00287235-0.00202894j -0.00042044+6.32644e-05j 0.00260351+0.00149326j 0.00484736-0.00255054j 0.00552871+0.0069189j 0.00161297-0.00221831j -0.00464727+0.00241862j -0.000503144-0.00700546j 0.00618212-0.00193175j -0.000191927-0.00527302j -0.0180188+0.00181295j 0.00305282+0.0178976j 
-0.000244089-0.00100334j -0.000947076+0.00160516j 0.00101574-0.00115661j -0.00207309+0.000187767j -0.000968262-0.00188598j 0.00355607-0.001075j -0.00132589+0.000561423j 0.00109722-0.000923145j 0.00123026-0.00284592j 0.000966885+0.001101j -0.000596201+0.00126759j 0.00102904+0.00176076j 0.0026547+0.000793095j -0.000898698+0.00132727j -0.00113993-0.00283816j -0.00228234-0.000455296j 0.00291412-0.000931629j -0.00201159+0.0015185j -0.00150718+0.00112171j -0.00163528+0.000581964j -0.000466483+0.00128927j -0.000366557-7.67487e-05j -0.000572878-0.00226035j -4.44765e-05+0.0014368j 0.000167354+0.000129386j 0.0011203-0.000122424j 0.00665463+0.000990427j -0.00482919+0.00285148j 0.00231957+0.00137247j -0.00218945-0.000520546j -0.000656333+0.000770881j 0.00305876-0.000716014j -0.00204627-0.000116732j 0.000460304+0.000873795j 0.00166293-0.00156876j -0.00399674+0.00381185j -0.000960206+0.00119842j -0.00179193-0.00281744j -0.00273765+0.00189933j -0.0033347+0.00264463j -0.00449601+0.00215435j -0.0049056-0.00183918j -0.00231629-0.00237405j 0.00137441-0.00563649j -0.00309864-0.000293284j 0.00081668+0.0017196j 0.00543706-0.0032285j -0.00458537+0.00398803j 0.00329833-0.00254096j 0.00191202+0.000307576j -0.00797521-0.00208533j 0.00225075-0.00145428j 0.00119614-0.000233135j -0.00199349-0.000582214j 0.000439289-0.00260885j -0.00198749-0.00140163j 0.00305422+0.000680813j -0.0069807+0.00295248j 0.00275308+0.00221308j -0.00174216+0.00332667j -0.00125632+0.00148143j 0.00393325-0.000450115j 0.00077818+0.000577966j 0.000646341-0.00096948j -0.00158717-0.00261712j -0.00407955-0.000725189j -0.00155505+0.00226692j 0.00293289+0.00227626j -0.00232728+0.000636558j 0.00498405+0.000467468j -0.00423247+0.0030332j -0.00385338-0.0014273j -7.44251e-05+0.00304798j -0.00165937+0.00353684j 0.00284897+0.000537744j 0.00433687-0.00258995j 0.00263712-0.00118204j 0.000290663+0.00295613j -0.000873676+0.00146152j 0.00308207-0.000732837j 0.00173239+0.00135907j 0.00181422+0.0022821j 0.00312477+0.000315032j 0.00362024-0.000715586j 0.00341354-0.00152768j -0.000683088+0.00211582j 0.00186927-0.000404812j -0.0033993+0.000178316j -0.00130045-0.000899933j -0.0030705+0.00233825j -0.00339195+0.000317246j -0.000850146+0.00172953j 0.00208787-0.000607987j 0.00273708-0.000390431j 0.000302563+0.000572453j 0.00171619+0.000976207j -0.00160665-0.000410426j 
0.000348226+0.000555215j 0.000492788-0.00154509j 0.00130357-0.000642962j -0.00230846+0.000818507j -0.000969254+0.000454895j 0.000298652-0.00135346j 0.00241876-0.000647055j 0.00217596-0.000594665j -0.00303812+0.000887258j -0.00264884-0.00105071j -0.00090035+0.000563262j 0.00326268+0.000894896j -0.00403174-0.00109217j -0.000945156+0.000144266j 0.0013765+0.00437871j 0.00390627+0.00220131j 0.00633494+0.00212162j 0.000720409+0.00174364j -0.000978688-0.00476192j -0.000820006+0.00029023j -0.00246704-0.00340857j -0.000552854+0.00164781j -0.000744426+0.00184604j 0.00174104+0.00449685j 0.00223575+0.00038118j -0.00145296-0.00228555j 0.00269379-0.00471529j -0.00575967+0.0012583j 0.000558588-0.00240764j -0.00266196+0.0030479j -0.00590899-0.00214757j 0.000314691-0.00158873j -0.000444579+0.00236142j 0.000576925+0.000387295j 0.00272259+0.00135159j -0.0047244-0.00268176j 0.00914887+0.00115842j 0.00235198-0.00137306j -0.00165731+0.000623517j -0.000390137-0.00171208j 0.00121013-0.00281626j -0.000583782-0.00129125j 0.00203131-0.00162763j -0.00354775+0.00465672j -0.00293432-0.00194675j 0.00402083-0.000742224j -0.0018223+0.00241146j 0.00925916+0.00239376j -0.0035789-0.000509043j 0.00195402+0.00026713j -0.000389571+0.00193529j -0.00602474-0.00244622j -0.000685614+0.00241136j -0.00538831+0.00218981j -0.00361921-0.00326346j -0.00325671-0.00259337j 0.00352198+0.00094808j -0.000917492+0.000430068j -0.000728728-0.00279722j -0.00229281+0.000927768j 0.000310132+0.0010133j 0.00208606+0.00371916j -0.00244167-0.00115945j 0.00070721+0.0014282j 0.000700061+0.00204226j 0.00271514+0.00378568j 0.0016747-0.00171583j 0.00055346-0.00244122j -0.00481321+0.000696317j 0.00277498-0.00340158j 0.00121255-0.000360261j 0.00105612+0.00298652j 0.00196244-0.000505201j 0.00769141+0.00233789j 0.000695335+0.000591552j 2.34331e-06+0.00325335j -0.00190554-0.00108046j 0.000550568-0.00494964j 0.00373691+0.00405942j -0.00388526-0.00102536j 0.00358927+0.00320234j 0.00217028-0.00545459j -0.000573397-0.00173428j 0.00105337+0.000885185j -0.00028604+0.00189844j 0.00252858-0.00028627j 0.00262951-0.00087253j -0.00287772-0.00260193j 9.51987e-05+0.00214966j 0.00454878+3.07584e-05j -4.08111e-05+0.000852101j 0.000366601+0.000236824j 0.000381497-0.000180911j 0.00230826+0.00199544j 0.00215316-2.84717e-05j -0.000528978-0.00238042j -0.000852538-0.000662082j 
-0.000180881+0.000413665j -0.00227762-0.00112087j -0.00024531+4.10136e-05j 0.00272162+0.00025617j 0.000462427+0.00155605j -0.00090932-0.00126737j -0.00187286+0.000458688j -0.000669213-0.000635975j 0.00179421-0.000697189j 0.00143828-0.000709744j 0.00254668+0.0024672j 0.0022193+0.00116204j 0.00465582+0.00237708j -0.00599452-0.00185261j -0.00376389-0.00390294j -0.0050382-0.00513915j -0.000667464-0.000730214j 0.00120422-0.00139678j -0.00265052+0.00366832j -0.00279302-0.00205929j 0.0044383+0.00673368j 0.000230837-0.0012168j -0.00238521-0.00291667j -0.00119556-0.000148546j 7.39549e-05+5.34431e-05j 0.00101738-0.000198024j 0.00293825+0.00261325j 0.00153333+0.000609706j 0.000734568+0.00169072j 0.00180481-0.00413541j 0.00198919-0.00228183j 0.000173201+0.00321572j -0.00151522-8.10165e-05j 0.00147889-0.0011533j 0.00194851+0.00468493j 0.000303805+0.000167891j -0.00271647+1.89157e-05j -0.00511262+0.000303373j -0.0010424+0.00265854j 3.47649e-05+0.000531925j -0.000882477-0.00165097j 0.00137392-0.000520254j -0.00208319+0.000822994j 0.00159607-0.00103513j 0.000968078-0.00377495j -0.00109372-0.00187889j 0.00411674+0.00290814j -0.00358164-0.00248033j 0.000167998+0.00184804j 9.34332e-05-0.00108633j -0.00121163-0.00218857j 0.00387617-0.00167562j -0.000434302+0.000360521j -0.000551123-0.00623704j 0.00409488+0.00120686j 0.000852672+0.00309542j 0.00245441-0.000172428j 0.00087972-0.00452415j 0.00378425+0.00224241j 0.0013746+0.00143169j -0.00234173+0.00376685j 0.00226573+0.00394527j -0.000345804+0.0010404j 0.000240211-0.00469908j -0.000807424+0.00451323j -0.00379695-0.000164593j -0.000159063-0.00459865j 0.0017237+0.00169171j 0.000761874+0.000337145j 0.00105761+0.00466914j 0.000211106-0.000901785j -0.0016677-0.00488957j 0.00330212-0.00105863j -0.00198509+0.00171847j -0.00240691+0.00103945j 0.00198216+0.00042167j 0.00294045-0.00296368j 0.00327537+0.00272507j -0.00149944+0.00482274j 0.00214601+0.00219619j -0.0014511-0.00308688j 5.18162e-05-0.000279506j -0.000164302+0.00254963j -0.00107587+0.000788497j 0.000758345-0.00126987j -0.00240739-0.00334154j -0.00174399+0.000273964j 0.00160466+0.000498157j -0.00263212-0.000398935j 0.000347292+0.000285012j 0.00171035+0.00171207j 0.000291818-0.000927272j 0.00103215-0.00155726j -0.000111525+0.000150881j 0.00269263+0.00142436j -0.000277448-0.00132465j -0.00192964-0.00145501j 
-0.000519514+0.00114533j -0.0019601-0.000740852j -0.00379383+0.00143681j 0.00120945-0.000933352j 0.00185122-0.00296367j 0.00063817+0.00107021j 0.00100079-0.00302676j -0.00602106+0.00235062j 0.00194443+0.00268763j 0.0022156-0.00151692j 0.000853915-0.00355026j -0.00130407-0.0036744j 0.00208689+0.00312552j 0.00362656+0.0013189j -0.00331327+0.00248823j -0.000708201-0.00226869j 0.00259511-0.00152859j -0.00223463-0.00300295j 0.000583663+0.00445482j 0.00473484-0.00349592j -7.35488e-05+0.00208043j 0.00336978-0.001165j -0.000484997-0.00123815j -2.50761e-05-0.000848274j 0.000655613-0.000513283j 0.00380129-0.00117773j 0.0028149+0.00126168j 0.00120064-0.00555799j 0.000647329-0.00148021j -0.00106862-0.00397401j 0.000649812+0.0015055j 0.00158441-0.000580963j -0.00384907-0.00413351j 0.00314092+0.00161293j -9.98272e-05-0.00177462j -0.000796969-9.78833e-05j -0.00411449-0.00352281j -0.00245088+0.00312694j -0.00161095-0.00129909j 0.001281-0.00359007j -0.000876346+0.00172323j -0.00444751+0.00119067j -4.23632e-05-0.000743408j 0.00271456+0.00521118j 0.00237541-0.000685256j -0.000815816-5.53441e-05j 0.00175084+0.00387384j -0.000934444-0.00973599j 0.000985986+0.0043398j -0.00267096-4.54252e-05j 0.00163009+0.000127278j -0.00198209+0.00309604j -0.00151207+0.000587233j -0.00291758+0.00255207j -0.00114768+0.00175108j -0.00143545+0.00168736j -0.000905871+0.00397885j 0.00212266-0.00460997j 0.00274204+0.00024979j 0.000489777-0.000995183j -0.000664584-0.00153676j 0.00141045+0.0016728j -0.00437732+0.00226915j 0.000222674+0.00151129j 0.00180081-0.00319715j 0.00319367-0.00234365j 0.000307517-0.00214377j 0.00139492+6.53646e-05j -0.00203373+0.00188141j -2.45037e-05+0.00325877j 0.000827215-0.00298347j 0.00253833-0.00215502j 0.002644-0.00241313j -0.00123981-0.00615859j -0.00514308+0.001174j -0.00165525+0.00240884j -0.00245167+0.00121768j 0.00213059-0.00126081j 0.00357083-0.00281363j 0.000800243+0.0043173j 0.00201941-0.00178951j -0.00110552+0.00100979j -0.0015104-0.000361504j -0.00291594+0.002013j -0.00361842+0.00176953j -0.00431268+0.000530987j -0.000600124-0.000970638j 0.00184506+0.00051359j 0.00152247+0.00015353j -0.000406862-0.00263642j 0.000374535-0.00265897j -0.000620912+0.00101535j 0.00184102+0.00169417j -0.00292436+0.000620158j -0.00114834-0.00163008j 0.000996788-0.00152143j -0.0011776+0.000298967j 
-0.00210528-0.00198503j -9.64835e-05+0.00115919j -0.000290843-0.000692413j 0.000967739-0.0012466j 0.00023873-0.000279923j -0.000863958+0.000439408j 0.00145428-0.000594124j 0.00264285-0.00032098j 0.000905767-0.00216419j -0.000671619+0.0016605j 0.00102391+0.00109194j -0.000514905+0.00299585j -0.00197979+0.000343673j -0.00420133+0.00058958j 0.000524616-0.00302532j 0.00160698-0.00236267j 0.00121596-0.00183523j 0.000536514+0.00109679j -0.00402856+0.00025221j -0.00410969+0.00260751j 0.00246818-0.00376896j 0.00114102-0.000914485j -0.00122933+0.000143979j 0.00334418-0.000326343j 0.000307167-0.000403682j -0.00317322+0.00248137j 0.000310605+0.000470333j 6.17255e-05+0.00218826j -0.000590064+0.00206729j -2.18411e-05+0.00165384j 0.000143905+0.00061124j 0.000459269+0.000127083j 0.000272307+0.000657752j 0.000287465-0.000869155j 0.00190923-0.00156288j 0.000475326+0.00350698j 0.0019699-0.000935009j -0.000321147-0.00152569j -0.000185616-0.00152869j -0.000991556+0.00296516j 0.00205716-0.00317028j 0.0031889-0.00610861j 0.00180271-0.00297373j -0.00415828+0.000941576j 0.00123052+0.00362616j 0.000113222+0.00122417j -0.000995444-0.00131165j 0.00212261+0.00429267j -0.00197375-7.85534e-05j 0.00256908-0.00261171j 0.00239939-0.00139769j -0.000732588-0.000508833j -0.00145269-0.00082136j -0.000321057+0.000351571j 0.000414227-0.00088463j -0.000120709-0.00558284j -0.00425499+0.00066506j -0.000103676+0.00290033j -0.00167348+0.00272996j -0.000328349-0.00023093j 0.00170332-0.00354688j -0.000524216-0.00279482j 0.000253595-0.00354926j -0.00070862+0.000806894j 0.00284152-0.00244645j 0.00134099-0.000961317j -0.00043607+0.00389036j -0.000239399+0.000800603j 0.000981667-0.0027996j -0.00186415-0.00039878j 0.000257921-6.90915e-05j 0.000226473+0.00260883j -0.000430794+0.00395025j 0.00343363-0.000603363j 0.00256246-0.00437486j -0.00057073-0.000662578j -2.24018e-06+0.00213237j 0.00071732+0.00106691j 0.00197908-0.000728776j -0.00292748+0.000685966j 5.34113e-05+0.00301191j -0.00162887+0.000930306j 0.00143326-0.00108951j -0.000755974-0.0011516j -0.000531948-0.000537516j 0.000625462-0.00223055j 0.00120688+0.000272629j -0.000544311-0.000642187j -0.00102261-0.00230049j 0.00188142-0.000335299j 0.00147362-0.00027039j -0.000848519-0.000163508j -0.00187862+0.00110902j 0.000218258-0.000954168j 0.00167115+0.000415231j 0.000906126+0.00261259j -0.000795839-7.33483e-05j 
-0.00165153+0.000632214j 0.00349664-0.00104748j -0.000166451+0.000581474j 0.00111845+0.00206487j 0.000915366-0.00136927j 0.000484475+0.00154646j 0.000996945+0.000577066j 0.00232299-0.00329825j -0.000208195-0.0015177j 0.0029998-0.000280979j 0.000187535+0.000546441j -0.00139412+0.000882964j -0.000207486+0.00108388j -0.00110797+0.000660841j -0.000317358+0.00148652j 0.0013526-0.00121677j -0.00235191-0.00161748j -0.000963688+0.00304876j -0.000131553+0.0015913j 0.000387406-0.000597393j 0.000565941+0.00193734j 0.00183174-0.00186144j -0.000655367+0.00171398j 0.00169594-0.000735681j 0.000314678-0.000438015j 0.000727203-0.00252178j -0.00134318+0.00284961j 0.00155359-0.00094429j 0.00037338+0.00347833j 0.000725668+0.0013399j 0.00194013-0.00341502j 0.000899578+0.00450129j 0.00223005-0.00135405j -0.003349-9.953e-05j -0.00237192+0.00486425j 0.00170813-0.000549207j -0.00278554+0.00067995j 0.00120883-0.00119769j -0.000263689-0.000610372j 2.41595e-05+0.00292985j 0.00140278+6.53003e-05j 0.00393355-0.00468859j 0.00196395-0.000845578j -0.00225204-0.00121899j -0.00250806-0.00206929j -0.00206942+0.000446638j -0.00360264+0.00224413j -0.00226148+0.00282413j -0.00149469+0.0028759j 0.00239724+0.00128352j -0.00210893-0.00394393j 0.00352582-0.00135039j -0.00228721-0.00143201j 0.00218603-0.00510668j 0.00562769-0.000545236j 0.00168457-0.00101252j -0.00260833+0.00254749j 0.00034516-0.000810129j -0.003845+0.00452859j -0.00190876-0.00133705j 0.00321352+0.00137084j -0.00377874+0.00453613j 0.00310749-0.000900457j -0.000220982-0.00108271j 0.000428237+0.00092469j -0.00351143-0.000303301j 0.00197728-0.000413395j -0.00209274+0.00489686j 0.000457372-0.00323118j -0.001618+0.00346356j -0.000557004+0.001768j -0.00198744-0.00431474j -0.00127502+0.00167271j -0.000570017+0.00222779j 0.00345942-0.000727924j -0.00116525+0.000158971j 0.00357974+0.000160089j -0.000494956+0.00328195j -0.00576048+0.00364524j -0.00304493+0.00142181j -0.00274611+0.00215163j 0.000887391+0.000321507j 0.00234092-0.000613415j -0.00165276-0.00139139j 0.00136575-0.000351454j 0.000608501-0.00170715j 0.00231337+0.00163706j 0.000688677-0.00192968j -0.00370545-0.000193819j -0.000523196+0.00339841j -0.000293955-0.00059038j -0.00171422-0.000811285j -0.00305435+0.00348733j -0.000788173-0.000456907j -0.000274793+0.000262313j 0.00330125-0.000204125j 0.00154992+0.000422573j 
0.00184448+0.000664048j 0.000471425+0.000450231j 0.00143453-0.00238889j -0.00231633+0.004056j 0.00136559-0.00228947j 0.00159703+0.0022155j 0.0014543+0.00203767j 0.00189866-0.00331804j -0.00367434+0.00339045j -0.00301416-0.00141303j -0.000127917-0.0011019j 0.00378459-0.000307985j -0.00101001-0.00031598j -0.000917859+0.000245036j 0.00267147+0.000630403j -0.000690747+0.00422232j -0.00036649+0.00235864j -0.00234505+0.000176057j 0.00172278-0.00541534j 0.00109127-0.000586289j -0.00412407-0.000628178j -0.00635281+0.00282115j 0.00245973+0.00129451j 0.00151425+0.00409619j -0.000160405-0.000331754j 0.000665169+0.000237463j -0.0031374-0.00057792j -0.00185778+0.00195163j 0.00180038+0.000578372j -0.00110521-0.000724914j -0.00558788+0.0021522j 0.00021913+0.00448673j 0.00104113+0.000743496j -0.00086582+0.0010975j 0.000982067+0.00161845j -0.00357071-0.00448625j 0.00238378-0.00346142j 0.00215441-0.000873407j -0.00286253-0.00243272j -0.000143416-0.00279821j 0.002433+0.00259108j 0.000976537+0.00111318j -0.000404091+0.00280491j -0.000723663-0.00358335j -0.00398908+0.000187982j 0.000816128-0.00130791j -0.0003859+0.00102845j -0.000575549-0.004002j -0.00243793+0.000878855j -0.000835117+0.0047485j -0.0026228-0.000470596j -0.000585248-0.000213205j 0.000374486-0.00284309j 0.0018374+0.000709686j -1.06936e-05-0.000900847j 0.00128267-0.000185341j 0.00308516+0.00145041j -0.00340914+0.00178514j -0.00344211-0.00201956j -0.00266899-0.000955443j 0.0050815-0.000756421j 0.00272667-0.000468048j 0.0026145+0.00147131j 0.000604707-0.00014591j 0.00119214-0.000730158j -0.00109184+0.00211659j 0.00050726+0.000602032j -0.000133036+0.00228151j 0.000253522-0.000821914j 0.000300471+0.000674347j -0.00105365+0.0025276j -0.00405397+0.00145322j -0.00250862+0.000961723j 0.00242472+0.00238991j 0.0044207+0.00521119j 0.000272316+0.00129631j 0.000943865-0.000805277j -0.00190527+0.000186759j 0.000532868-0.000169453j -0.00239399-0.000441603j 0.00129116+0.00246325j -0.00146091+0.000364997j -9.54091e-05-0.000214133j -0.000519418-0.00050613j 0.00219752+0.000458854j 0.00167654+0.00143249j 0.00321731-0.000879245j -0.003395-8.00774e-05j 0.000986122-0.00213355j 0.000936388+0.00290635j -0.00164419+0.00184388j -0.00193864+0.00164898j -0.000806112+0.00281916j 0.00202163-0.00165592j -0.00116932+0.00255764j 0.000985693-0.00144853j -0.000563064-0.00127826j 
0.000118744-0.000151111j 0.000508319-0.00087739j 0.000676057+0.000771166j 7.21727e-05+0.000315529j -0.00143616-0.00161074j 0.000320361-0.000519087j -0.00149157+0.00239534j -0.00161427-0.00149316j -0.00282573-0.00252911j 0.0028775+0.000220379j 0.000567497-0.00136095j 0.002201+0.00298591j 0.00374613+0.00164497j 0.00148018+0.00165781j 0.000426786+0.00350711j -0.00246046+0.000442637j 0.00182734-0.00700618j 0.000101858+0.00297822j 0.00295218+0.00309798j 0.00143512-0.000592894j 0.000283822-0.000420866j -0.00220082+0.000920765j -0.00209132+0.00490708j -0.00276318-0.00200127j 0.00242842-0.00184636j 0.00296824+0.00258914j 0.00215965+0.00401355j -0.00158037-0.00165065j -0.00263434+0.00295946j 0.00246287+0.00463818j -0.0011797-0.00320443j -0.00393069+0.00298272j 3.83512e-06+0.000705648j -0.000138775-0.00198962j 0.000439585+0.00298728j -0.000739406-0.00286674j 0.00265358-0.000642785j -0.00114908-0.00536676j -4.36751e-05-0.00359375j 0.000910981-0.00082815j -0.00286659-0.00680331j 0.000236147-0.00388047j -0.00627664-0.00128826j 0.0021804-0.00117493j 0.000866757-0.00170163j 0.00165889+0.000699273j 0.00484535+0.00286584j -0.00170456+0.00190275j 0.00122599+0.000469891j -0.00357781+0.00102148j 0.00162906-0.00695396j 0.00196719+0.00205763j 0.000482667+0.00325435j 0.00350126+0.00068436j 0.000357338-0.00179019j 0.00166598-0.00141608j 0.00443777-0.000719461j -0.00120399-0.00301427j 0.00294607+0.00338088j 0.000278887+0.00261696j -0.00141874+3.19706e-05j 0.00137257+0.00136756j 0.00258465+0.00238867j -0.00134084+0.000941833j -0.0011678-0.00308048j -0.00277426-0.00277944j -0.00216059-0.00149323j -7.67548e-05+0.0032908j 0.00099978+0.00208215j 0.000868373-0.000474253j -0.000591658-0.00119856j -0.00154819-0.00368909j -0.00253545+0.00171426j -0.00460699+0.00178696j -0.000412139+0.000335937j 0.00157104-0.000618875j -0.000828835+0.00263276j -0.00212402+0.00221305j 0.000264841-0.00121839j 0.00255918+0.00124375j -0.00112786-0.00142655j -0.00144212+0.000220242j -0.00145012+0.000992455j 0.00214096+0.00019153j 0.0018604+0.000659869j -0.000459356+0.00131152j -0.00144214-0.000207236j -0.000570836-0.000548499j 0.00175333+6.01575e-05j -0.00212982+0.00153464j 0.000228722+0.000659855j -0.000401106+0.000207535j 0.00203698-0.00116053j -0.000521067+0.000384965j -0.00123049+0.00153087j -0.00138466+0.00208033j 0.00207505-0.000415199j 
0.00189324-0.000265051j 9.67426e-05-0.000667756j 0.00248891-0.00122872j -0.00165448+0.00373258j 0.00216667+0.000381048j -0.00142632-0.000329746j -0.00251785+0.00333802j 0.00253475-0.00206385j -0.000578554-0.000758541j -0.0012269+0.00885157j -0.00060598+0.00537961j -0.000611865+0.00141923j 0.000695921-0.00688973j -0.00362869+0.0054743j -0.00121988-0.00479627j -0.00142759+0.000331975j -0.000590548+0.010828j -0.00247062+0.00416194j -0.00377632+0.00160429j -0.00540088+0.0121856j 0.00359242-0.00533611j -0.000940796+0.00516062j 0.00235135-0.000909626j 0.000656172-0.00176857j 6.86002e-05+0.00584536j -0.00264967+0.00550234j -0.0011251+0.00165912j 0.000464973+0.0001794j -0.00281304+0.00337274j 6.9372e-05-0.000305527j 0.000767792-0.00342346j -0.00622627+0.00470118j 0.00445551-0.00241487j -0.00107806+0.00131371j -0.00123113+0.00231576j 0.00429625-0.0027286j 0.0049566-0.000836252j 0.00190302-0.000444225j 0.00275477-0.00295161j 0.00321906-0.00060429j -0.00175592+0.0023892j 0.00264448-0.000396358j -0.000469593+0.0010354j 0.0044358-0.00194008j 0.00190338-0.0032061j 0.00110999-0.000816628j -0.00177588+0.00124892j 0.00534416+0.000442188j -0.00284552-0.000680811j -0.00400903+0.000742467j 0.00237724-0.00313115j -0.00124667-0.000768754j 0.00157184-0.000291264j 0.00143888-0.00389276j 0.0020817+0.00156638j -0.000826218+0.000485279j 0.000413402+0.0017893j 0.00209296-0.00201504j -0.00328713+0.000934864j -0.00242218-0.00112558j -0.00372359+0.00406692j -0.00244537+0.0043014j -0.00200317-0.000579673j 0.00120407-0.000990403j -0.000411334+0.00486036j 0.000457698+7.07234e-05j 0.00115666-0.000873333j -0.0045928+0.00105795j -0.00144005-0.0014348j -0.00207133+0.00228996j -0.000285141+0.000213383j 0.0037699-0.00226625j -0.000470811+0.00130869j -0.00270548+0.00466147j -0.00227266+0.00072396j 0.00157699+0.0015281j 0.00071796+0.000128786j -0.00424999+0.0016853j -0.00276382+0.00349839j 0.000385043-0.00159128j -0.00162369+0.000560008j 0.00119762-0.00234627j -0.00111207+0.000342115j 0.000965864-0.000190917j 0.00156418+0.00143929j 0.00223074-0.00412196j -0.00138123+0.0015624j -0.000795624-0.00108213j 0.00242769+0.000751472j -0.00245151+0.00268945j -0.00248209+0.00203036j 0.00118471-0.0036147j 0.000461763-0.000153831j 0.000369182+0.000445839j -0.0026971+0.00212574j -0.00050091-0.00100918j 0.00131031-0.000996916j 
-0.000501657-0.00351388j -0.00313057+0.00322226j -0.000624625+3.23029e-05j -0.000270146-0.00256695j 0.000981553-0.00230851j 0.000666254+0.0030826j 0.00129251-0.00106853j -0.00173792+0.00581777j 0.00274761-0.00193266j -0.00751804+0.00316702j -0.00142977-0.00113579j 0.000811503+9.43579e-05j -0.00363538-0.001006j 0.00644517-0.00685724j 0.00234159-0.000268502j 0.00298376+6.51058e-05j -0.00431755+0.00756378j 0.00122476-0.00190305j 0.000665595-0.00585933j 0.00104275-0.000178721j -0.00403297-0.00282253j -0.0042016+0.0011232j 0.00432977-0.00137961j 0.00301543+0.00340494j -0.00504765-7.70188e-05j -0.00491684+0.00065453j -0.00345112+0.000350419j 0.000197033-0.00131487j 0.00119009-0.00117733j -0.00264791+0.000391368j 0.000288639+0.00426372j 0.00275538+0.00216128j -0.00125813-0.00419278j 0.0034781+0.00255083j 0.000643093-0.000810533j 0.000220118-0.00327926j 0.00013012-0.00358488j 0.00591445-0.00413651j 0.00102485-0.00539478j -0.00260257-0.00151624j 0.00397358+0.000590971j -0.000741137-0.00163085j 0.00205368-0.00308963j -0.00105272-0.000129232j 0.000548281-0.00216474j 0.000147821+0.000219752j -0.000259696+0.00208762j 0.00358114-0.00759694j 0.00111474-0.00218697j 0.00036717-2.13163e-05j 0.00408363-0.00580407j -0.00172546+0.00276254j -0.0029576-0.00232952j -0.00170226-0.00109953j -0.00202009+0.00400262j -0.000406251-0.000564733j -0.00250328+0.00302357j -0.000861736-0.00359153j 0.000961772+0.00154716j -0.00103656-0.000998913j -0.00253074+0.00132874j -0.000827971+0.00149549j -0.0021429+0.0023513j 0.000320432-0.00173399j 0.000613301-0.0017576j 0.00425095-0.006174j -0.00133399+0.00175401j 3.5622e-05+0.00165425j -0.00147614-0.00149915j -0.000755762+0.00442071j 0.000592911-0.00101211j 0.00564541-0.0040865j 0.000339876+0.00146871j -0.00133667+0.000283215j -0.00146376+0.00330213j -0.000231419+1.63427e-05j -0.00216103+0.000681134j -0.000969402+0.00104455j 0.00177573-0.000174671j -0.00187096-0.000601309j 0.00259782+0.00246155j -0.000509502+0.00211264j -0.000538391+0.003433j 0.00127145+0.00011316j -0.00102541+0.00173461j 0.00176421-4.32024e-05j -0.00114424+0.00307178j 0.000257388-0.00417106j 0.00386118-0.00437573j -0.00158104+0.000964592j 0.000554228-0.0018109j 0.00186924-0.000548052j 0.00143765+0.00117468j 0.000179323+0.000444803j -1.64194e-05+0.0010951j -0.00147333+0.00485693j -0.00161822+0.000666119j 
