0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
-0.00218244-0.00166822j 0.00303927-0.00145082j -6.3768e-05+0.000763903j 0.0018389-0.000510348j -0.00214771-0.000443786j 0.00355108+0.00184545j 0.00306902-0.000856524j -0.00512956+0.000272637j -0.00520901+0.000719694j -0.00100723-0.000848412j -0.00336175+0.000784568j -0.00428601-0.000342215j 0.000399874-0.00223054j 0.000208402+0.000392134j 0.00428906-0.00151478j 0.000750841-0.00129618j 0.00372036-0.000321373j 0.00276315-0.000838741j 0.00185917-0.0011583j 0.00369847+0.00107581j 0.00344058-0.0017333j -0.00430713+0.000644397j 0.000126811-0.00261434j 0.00432564-0.00100176j 0.00196464+0.000248956j 0.00414465+0.00114045j 0.00104823+0.000729965j 0.0038828+0.000194282j -0.00160961+0.00302579j 0.00078844+5.47529e-05j -0.00032502+0.000885339j -0.000720758-0.000178654j 0.00264488-0.00115909j 0.0010517-0.000883925j 0.00113097+0.000799449j -0.00135285+0.000848365j -0.00264238+0.000316677j 0.000582171+0.00155073j -0.00120347-0.000666484j -0.000370944-0.00123147j -0.00205595-0.000164632j 0.00367212-0.00237968j 0.000533712-0.000411835j 0.000506484-0.00187967j 0.00180449-0.000837873j 0.00106553+0.00195767j 0.00112877+0.000694749j 0.000342453+7.10418e-05j 0.00204028-0.000894781j 0.00110223+0.000957746j -3.39175e-05-0.00147795j -7.9436e-05+0.000856742j -0.00124112+0.0010335j -0.00133254-0.000782555j -0.000316066+0.000672351j -0.000603656-0.000288301j 0.00193034-0.00085668j -0.000637425+0.000842411j -0.000332599+0.000609153j -0.000256748+0.00238978j 0.00104524-0.00127028j 0.000692679-0.00056497j 0.000700001+0.000480591j -0.000202777+0.000290281j 0.000561921+0.00261339j 0.00102831-0.00122966j 0.00216735+5.78914e-05j 0.00192493+0.000251497j -0.000138537-0.00214227j 0.00262871-0.00101063j -0.000675554+0.00127117j 0.000143364+0.00164767j 
0.000546759-0.000749089j 0.000590344+0.00350525j 0.00176245+0.000905296j 0.00188997-0.00141861j 0.00143226+6.28753e-05j 0.0022507+0.00273845j 0.000169243+0.00156256j -0.000116019-0.00255746j -0.00128599-0.000252222j -0.000297698-8.61273e-05j -0.00151266-0.000891135j -0.00462559-0.00219858j 0.00326879+0.00301059j -0.00114784+0.00183802j -0.00527026-0.000695627j -0.00212126-0.00142727j 0.00260112+0.00305211j -0.00324213-0.00221207j 0.0020114-0.000300209j 0.00223226+9.21728e-05j -0.000233248+0.00225369j -0.00295489-0.00167636j 0.000576016-0.00135154j 0.00311328+0.00167977j -0.000780797-4.26157e-05j 0.00209209+0.000307325j -0.00312297-8.6025e-05j -0.00387516+0.00244379j 0.00378732+0.000496602j -0.00272977+0.00095646j 0.00208164+0.000826492j -0.00304206+0.00152555j 0.00152437+0.00207648j 0.00162343-0.000507138j -0.000857693+0.0022499j 9.11676e-05+0.00166104j 0.00190289+0.000868708j 0.000323971+0.00284245j 0.00210655-0.000539347j -2.09563e-05-0.000941678j 0.00128498-0.00255955j -0.00246535+0.000151942j 0.00138362-0.00119959j -0.00287441+0.000614446j 0.00110534+0.00212983j 0.00265338-0.00147948j -0.000504032+0.00233849j 0.000205814+0.00117167j 0.000958498+0.000360907j -0.000100724+0.00213317j -8.1809e-05-0.00024299j -0.00181812+0.000140121j 0.000559096+0.00129056j -0.00149647-0.00118341j -0.000748681-0.0011223j 0.00107737+0.000313306j 0.000342854+0.000274542j -0.000566463+0.000261977j 0.00086248-0.000510248j 0.00211787+0.000591654j 0.0009645+0.00123129j -0.00141814+0.00156008j -7.6528e-05+0.00167948j 0.00221101-0.000815333j 0.000302841-0.000289701j 0.000180793+0.000317635j 4.20537e-05+0.000308434j 0.0020442-0.00129853j -0.00108065-0.000642118j 0.001532-0.00142203j 0.00112783-0.00222505j -0.000400745+5.76313e-05j 
-5.85577e-05+3.11006e-05j 0.00238574-0.000330701j 0.00213172+0.00186792j 0.00145295-0.00255886j -0.000859922+0.000218701j 0.00241599-0.00170068j 0.000987916-0.0012236j -0.00278093-0.00117348j -0.00135265-0.00360881j 0.00166353+0.000582195j -0.000674814-0.000755453j -0.00251422-0.00433495j 0.00150564-0.00250098j -0.00063875-0.00222544j -0.00125952+0.00222635j -0.00266916-0.00242527j 0.00179935-0.00218795j 0.000387817-0.00089656j 0.000608473-0.000320776j 0.000611516+0.00306603j 0.00117052+0.000364471j -0.000374443+0.000496904j -0.00159839-0.000953949j 0.00120839-0.00354676j -0.00296816-0.000555346j 0.00179036+0.00279617j -0.00056574+0.00124738j 0.000804093+0.000347308j 0.000197968+0.000631656j 0.000250121+0.00156954j -0.00115969-0.000238993j -0.00295889-0.00125204j 0.00237915-6.42405e-05j -0.000282174-0.000447426j -0.000457044+0.000424175j -0.00115114-0.000636185j -0.00196348-0.00201454j 0.000514186-0.00034586j -0.00273099-0.00128807j -0.00127228-0.00224526j 0.000587014-0.00193707j -7.04199e-05+0.00100967j 0.00119534+0.000445231j 0.000175387-0.00117573j 0.00089019-0.00223898j -0.000862391-0.0016463j 0.0011856+0.00265621j 0.000123893-0.0022995j 0.00133387-0.00011763j 0.000963952-0.00218461j 0.000839831+0.000818829j -0.000336571-0.000172817j -0.000383079+0.00103749j -0.00149026+0.000467768j 0.00193725+0.00117738j 0.0007207+0.000824649j 0.000203861-0.00119459j -0.00027359+4.30026e-05j 0.00168568+0.00229297j -0.000577375+0.000598443j 0.000171165-0.00228179j 0.000681002-0.00099543j 7.10173e-05-0.00152788j 0.00179444-0.000177194j -0.00108067+0.000786015j 0.000825616-0.000799362j 0.000542907-0.00214312j 0.00116531-0.000569043j -0.000482926-0.000159951j 0.000880537-0.00125762j -0.000806989+0.000276851j -0.000225314-0.000360813j 
0.00114195+0.000282329j -0.000531907+0.000779633j 0.00137337+0.000546629j -0.00225722-0.00264j -0.000690294+1.16399e-05j -0.000441828+0.0047224j -0.000162116-0.000183292j 0.00194275+0.000606241j 0.00153075+0.000943844j -0.000391464+0.000915965j 0.00118097-0.000254359j 0.00119942+0.00132814j -0.0025656-0.00100097j -0.000637731+0.00248774j 0.00189148-0.000727743j 0.000932009+0.000655914j -0.00106887+0.00253045j -0.000199195-0.00246224j -0.00218391+0.000654666j -0.000894957+0.00175272j -0.00194175+0.00026986j 0.000798018-0.00112557j 0.0011938+0.00176858j -0.00272186+0.00280664j -0.000150699+0.000354202j -0.00248061+0.000260662j 0.0012542-0.000433727j -0.000841367-0.000214554j 0.00109026-0.00021552j 0.00086405-0.000851016j -0.000128795+0.00252972j 0.0018775+0.000701122j -0.000818077+0.0011858j -0.00175927-0.000283729j -0.000165496+0.000754062j 0.0029225+0.00416877j 0.00130221+0.000811562j -0.00175348-0.000823642j -0.000718862-0.00214583j 0.000125467-0.00115169j 0.000109774+0.00038622j -0.00112897-8.88831e-05j -5.99281e-05-0.000734851j -0.00196574-0.00208525j -9.1651e-05+0.00152026j -0.000905355+0.000144988j 0.00150788-0.000543431j -0.00130809-0.00139225j -0.00237813-0.00180803j -0.00176045-0.00101347j 0.00145124+5.17974e-06j 0.00137165+0.00273111j 0.00208138+0.000514221j -0.00069013-0.000907442j 0.000212856-0.000593462j 0.00321673+0.000828001j -0.00110513-0.000407881j 0.00211223+0.00162657j 0.00140044+0.000175494j 0.00102416-5.76767e-05j -0.00106241+0.00185558j -0.000622461-0.000678504j 0.00221349+0.00295245j -0.00295285-0.000874174j -0.000187181+0.000488897j -0.0012103-0.00146312j 0.000237174+0.000910975j -0.00052942+0.00113475j -0.00137133+0.00122307j -0.00356969-0.000510459j -0.00130384+0.000930189j 0.000568719+0.000342271j 
-9.2137e-05-0.00158979j 0.000279543+0.000612739j 0.000532884-0.00138307j -0.00150953-0.00159972j -0.00161688+0.00184987j 0.00234052-0.00177229j -0.00161259-1.35486e-05j 0.00143094+0.00369093j -0.000200975+0.00128874j -0.0013185+0.000901625j -0.00125137+0.0015856j 0.000402356-0.00415238j -0.00167435-0.00390609j 0.00144208-0.00210719j 0.00677208+0.00382607j 0.00340397-0.00151934j 0.00115434-0.00110769j 0.00252432+0.000507773j -0.000875931+0.00126632j 0.000708105+0.00142209j 0.00120829-0.00268531j -0.00066373-0.0014638j 0.00169429-0.000851424j -0.00150613-0.00232482j 0.000457508-0.00173503j -0.000994117+0.00289544j 0.00227262+0.00183248j 0.00290569-0.00277319j -0.00129903+0.00335485j 0.00157787-0.000847697j -0.000817533-0.000196596j 0.0016165-0.00404515j 0.00148337+0.00161525j -0.00172726-0.000390217j 0.00140298-0.00163369j 0.000845139+0.0013096j -0.00261152-0.00151016j -0.000656625-0.000925733j -0.00247464-0.000539404j -0.000473696+0.000166614j -0.00156403+0.000905168j 0.00124628-0.00149207j 0.000813708+0.000960578j -0.000443125+0.000823577j 0.00144517-0.000265426j -0.000749466+0.000769246j 0.00355826+0.00214459j -0.00251716-0.00123087j -0.00177968-0.000123464j -0.000453094-0.00170754j 0.00274679+0.00275863j 0.00236758+0.00189782j 0.00203022+2.44608e-05j 0.000688272+0.00119863j -0.000283137+0.000792718j 0.00275265-0.000269243j 0.000403761-0.00182086j 0.00366937+0.00186205j 0.00073186+0.00214352j 0.00110188+0.000761985j -0.00275784-0.00244612j 0.00167116+0.000212027j -0.0011729-0.00198148j -0.0034533+0.000331883j -0.00105909-0.00171341j -0.00248707+0.000929975j -0.000769132-0.00116411j -0.000710982+5.6181e-05j -0.000168546+0.000778423j -0.00234177-3.01578e-05j -0.000235231+0.00154315j 0.00124128+0.00158709j 
0.00208969+0.000335666j 0.00117304-0.00149227j 0.00132829+0.00138952j 0.000232965+0.00246018j -0.000759117-0.000121683j 0.00251861-0.00279144j 0.00160121-0.00201404j 0.00079486-0.00439447j 0.00210436+0.00162458j -0.00385914-0.00115021j 0.00354662-1.64926e-05j 0.000303491-0.000711102j 0.00415764-0.00713751j 0.0014254-0.00657749j 0.0017913+0.00143213j 0.00278194-0.000755923j -0.00322629-0.00103552j 0.00231261+0.00338931j -0.0018981-0.00121821j -0.000777286+0.000982826j 0.00264512-0.00475603j 0.00355023+0.00169176j -0.00165956-0.00460803j -0.000616595-0.000249999j -0.0022338+0.00133458j -0.00324004+0.00645358j -0.000535049+0.00585303j 0.00340433+0.00102548j -0.00759517+7.20701e-05j 0.000515124-0.000825993j -0.000363233-0.00669393j 0.00345962-0.00621604j 0.00129976-0.000565933j -0.0032385-0.00235905j 0.00302407-0.000518708j -0.002058+0.000583887j -0.00190794-0.00502092j 0.00125317-0.00301489j -0.00688591-0.00358223j -0.0013542+0.00123805j 0.0017057-0.00237122j -0.000452028+0.00290652j 0.00242232+0.00231942j -0.000362798+0.000334946j 0.00190629-0.00302423j -0.000300301+0.00364993j -0.00155898-0.000690847j 0.000734232-0.000133401j -0.0033031+0.00120163j 0.00119619-0.000286718j -0.0018143+4.8571e-05j 0.000971271+0.00204306j -0.000817578-0.00507467j -0.000865008+0.0025751j 0.000127251+0.000885968j 0.000874318-0.000322086j -0.00057941+0.000250669j 0.00136272+4.14316e-06j -0.000681374+0.00210682j -0.00147657-0.00387847j 0.0045761+0.00144868j -0.00195898-0.00169359j 0.00398548-0.00360941j -0.000582362+0.0014016j 0.000641102-0.000903901j 9.83169e-05-0.000990987j 0.00171654-0.000453784j 0.00215369+0.00126498j -0.00137109+0.00267082j 0.000378705+0.00133987j -0.00213994+0.00342086j -0.000454821+0.000141478j 
-0.00225341-0.00123462j 0.00230657+0.00195157j -0.00184819-0.00022073j -0.00133925-0.000415357j -0.000815591-0.000164035j 0.000424007+0.000937608j 0.00228942+0.000389656j 0.00324579-0.00380274j -0.0021777+0.00250688j 0.00201187-7.61574e-06j 0.00370019-0.00532362j 0.00243376+0.000862096j 0.00226421-0.00810671j -4.07146e-05-0.00320016j 0.00105263+0.00877013j -0.00173546+0.000989362j 0.00211607+0.00532717j 0.000204971+0.0028539j -0.00279343-0.00186348j -0.0033013-0.0018211j 0.00191697-0.00399116j 0.00437294-0.00819353j 0.00192051-0.00368854j -0.0033534-0.0019658j -0.002936+0.00880946j -0.00348998+0.00486752j -0.000698384+0.0112356j 0.00322816+0.00286703j -0.000190436-0.00107864j 0.00015525-0.000391495j -0.00206132-0.00100264j 0.00273648-0.00403803j 0.00369977-0.00182199j -0.00242543-0.00464642j -0.0010359+0.000538137j 0.0015652+0.00531622j -0.00138537-0.00275002j -0.00050314-0.00109641j 0.00262843-0.00324128j 0.000730773+0.00241219j -0.00207085-0.00579925j -0.00241312+0.00421916j 0.000266904+0.00203325j 0.00157788+0.00360252j 0.00295853-0.00183491j -0.000424934+0.00250345j 0.00337028+0.00167486j 0.00130747+0.00164481j 0.000363597-0.00228476j 0.00313948-0.00309537j 0.00193421+0.00332079j 0.000253343+0.00361639j 0.00175203-0.00385735j 0.000168813+0.000965653j -0.00157518-0.00114953j 0.00101721+0.000715237j 0.000960735+0.000527617j 0.00104663+0.00107693j -0.00168914+0.00389375j 0.000673282-0.00341034j -0.0026557+0.000891996j 0.00207959-0.00174792j -0.000641336+0.00113677j -0.00155859-0.00103231j -0.0025508-0.00270051j -0.000386388-0.000786563j 0.0020286-0.000565448j -0.00237701+0.00252556j 0.000131406+0.000508065j -0.00252744-0.000708657j 3.02422e-05-0.00149137j 0.00197842-0.000872317j 
0.00100448+0.000584925j -0.00169227+8.94429e-05j 0.000142021+0.0017925j 0.000833413+0.00106421j 0.00170355-0.000166507j -0.00158008-0.000141928j -0.00188603-0.00457415j 0.00180583-0.000953791j -0.00185095+0.00362964j -0.00126487+0.00115457j 0.000800514-0.000655631j -0.00101799+0.00526025j 0.00507652-0.00140634j 0.00150491+0.000245377j 0.000943321+0.000104974j 0.00170854-0.000696381j -0.000614627+0.00686405j -6.95555e-05-0.00273937j -0.00065219+0.00229587j -0.000828575-0.00724274j 0.00129446-0.00345437j 0.000232304-0.00267552j 0.00640185+0.000647601j -0.00694058-0.00119507j 0.00311095+0.00640558j -0.00544046+0.000394988j -0.000518059+0.00236188j -0.00184914-0.0023798j 0.000523858+0.0027993j 2.79907e-05-0.000226283j 0.000718444-0.000384462j 0.00245046-0.00110464j -0.00108068-0.000149523j -0.00042698-0.00364443j -0.0024408-0.000894799j -0.000498132+0.00577767j 0.00462723+0.00228474j -0.00262974-0.00351572j 0.00693367+0.00183526j 0.00107419+0.00435199j -0.00154941-0.00325903j 0.000704043-0.000537565j 0.00140178-0.000420802j -0.0025965+0.000637559j -0.00105637-0.00112302j -0.00100376+0.0033868j 0.000329751-0.0002602j -0.00225736+0.00130243j 0.000811267-2.2042e-05j -0.00394665+0.000716464j 0.00108867-0.000971441j -0.00494956+0.00143672j 0.00218883-0.00197478j 0.00170896+0.00211008j 0.00126317-0.00225689j -0.000330769+0.000267563j -8.5448e-06+0.000278761j -0.00101418+0.00117413j 0.00155739+0.000390747j 0.00111629-0.000415913j -0.00293505+0.00254852j 0.000131533-0.00200178j -0.00533033+0.000467878j 0.00255933-0.000832738j -0.000190514-0.0010741j -0.000498514-0.000139246j -0.00362724+0.00198567j -0.00057461+0.000789384j 0.000387909+1.95724e-05j 0.00078221-7.44326e-05j 0.000824006+0.00151087j 0.000344225+0.000673341j 
0.00157367+0.00267048j 0.00211019-0.00393303j 0.00271528+0.000115074j -0.000195354-0.00158266j -0.000359924+0.00188453j -0.00169734-0.00181309j -0.0001647-0.0010053j 0.0024607+0.000878619j 0.00787587+0.00229514j -0.000906654+0.00170091j 0.0016607-0.00129343j 0.000994453+0.000620515j 0.00342028+0.00138186j -0.000139006-0.000721719j -0.000116316-0.000552577j -0.000107173+0.00276332j -0.00488218-0.00153348j 0.000530913-0.0020864j -0.000285658+0.000806196j -0.000944756+0.00214796j -0.00225885+0.000259606j -0.00142044+0.000804625j -0.0022021+0.00367837j -0.00519301+0.000523129j 0.000879571+0.000813677j -0.00440458+0.00137343j 0.000601741-0.00164194j -0.00274753-0.0024227j -0.0015226+7.33153e-05j -0.00226912-0.00128427j 0.00392522-2.54376e-05j -0.000617321+0.00199278j -0.00188096+2.54112e-05j -0.0030365+0.000706677j -0.00106496-7.89515e-05j 0.000721537-1.99695e-05j 0.0040288-0.00140158j 0.00155457-0.00302763j -0.000185402-0.00283506j -0.00015063+0.00136736j 0.000316027-0.000535059j -0.000692296+0.00343544j 0.00247638+0.000323723j 0.000722497-0.00330776j 0.000268172-0.00185923j -0.00251565-0.00173963j 0.00233682+1.82318e-05j -0.000279059-0.0030723j -0.00226828+0.000959719j -0.00125981-0.00263424j 0.00184319-0.000438757j -0.000997608-0.00149048j 0.00092444-0.000121087j -3.34589e-05+0.000510572j 0.00363543-2.20954e-05j 0.0014084+0.00046075j -0.00143541-0.000365438j 0.000530084+4.4111e-06j 0.00445498-0.000906912j -0.000247308-0.00222788j -0.000318379+0.00226831j 0.00107507-0.00173467j 0.00037079+0.000902213j 0.00118554-0.00185945j -0.000580985+0.00110365j 0.00199119-0.0017024j -0.00252034-0.00066662j 0.000420684-0.00105153j -0.00280384+0.00407823j -0.00151225-0.000748054j -0.00246984+0.00173103j -0.000271669-0.00369432j 
0.000478435-0.000566946j -0.0013674+0.00117427j 0.000105212-0.000715818j 0.00233584+0.000854808j 0.00320549+0.0023216j -0.00120427+6.43049e-05j -0.00246566-0.000316999j -0.0034173-0.00354403j 0.00410751+0.00368706j -0.00197643-0.000428041j -0.00565782-0.00572659j -0.0010129-0.00392391j -0.00605171-0.00307377j -0.00905894-0.00206438j 0.00240549-0.000317402j -0.00211422-0.000113465j 0.00399768+0.00258084j 0.00113913-0.00246648j 0.000357697+0.00135722j 0.000458531+0.00235107j -0.00705309-0.00389204j -0.00504436-0.00867095j -0.00255523-0.0022623j 0.000537282+0.00577666j 0.00698297+0.0021312j 0.00827769+0.00623818j 0.00718972+0.00218758j -0.00324555-0.00219964j 0.00208038+0.00706491j -0.00337477-0.00037423j -0.00225813+0.000329385j -0.00838447-0.00387627j -0.00371049-0.000694836j -0.00267066+0.00162015j -0.00147433-0.000943594j 0.00384484+0.00238033j -0.00284823+0.00100645j -0.00392345+0.000420228j -0.00208414-3.15224e-05j 0.00472967+0.00064187j -0.00436283-0.00108494j 0.0033678+0.00123429j 0.00336434-0.0028448j 0.00162642+0.00107032j -0.00546506-0.000407629j 0.00711791+0.000559292j 0.000588601+0.00179883j 0.00144798+0.00149812j -0.000705197+0.000877484j -0.00342366-0.00118041j 0.00296224+0.00171735j 0.00369827+0.0020087j -0.00707467-8.8173e-05j 0.00448328+0.000283697j -0.00206712-0.000887296j 0.00251052+0.00118066j 0.000594833+0.000863339j 0.000613551+9.01981e-05j 0.00682222+0.00125558j -0.00515274+0.000369485j 0.00267947+0.00131081j -0.00540043+0.00146695j -0.00289372+0.00152865j 0.00217704-0.00118964j -0.00554037+0.000674574j -0.00215361+0.00168281j -0.000514774-0.000850359j 0.00350663+0.000894165j 0.00268706+0.00014285j -6.51891e-05+0.00104418j 0.00205956-0.000416082j 0.000146364-0.00056326j 
-0.000106342-0.00148963j 0.00674529-4.40693e-05j 0.00233143+0.00333154j 0.0016141+0.00057316j -0.001114-0.00232806j 0.00129127+0.000180584j 0.000764054-0.000742336j -0.00112828-0.00263885j 0.00103248-0.00302948j 9.45042e-05+0.000469872j 0.000385816+0.00249145j -0.0037056-0.000218898j 0.00291465+0.00355838j 0.00285364+0.00218037j 0.00460181-0.00213756j 0.00179996-5.12658e-05j 0.000716758-0.0010011j 0.00129219+0.000818447j 0.00151084+0.00342965j -0.000549039-6.86583e-05j 0.00183211+0.00348869j -0.00576931+0.00263408j 0.000666026+0.00166998j -0.00112349+0.000566612j 0.000876447-0.000605006j -0.00417419-0.00114798j 0.00154777-0.00361219j -5.0243e-05+0.000597909j -0.0029755-0.00404189j 0.00109052+0.00109392j 0.00154066+0.000306784j -0.000813641+0.00101511j 0.00208424+0.000843383j -0.00075008+0.00116324j -0.000232405+0.00109034j 0.000737935-0.00281528j 0.00330521+0.000176202j 0.00148717+0.000126947j 0.00117396-0.000235921j -0.000914284-0.000236058j -1.07176e-06+0.000816822j -0.000600426+0.00146572j 0.000472986-6.5924e-05j 0.00213202-0.00104994j 0.00352555-0.000350714j -0.00296482-0.000970447j -0.000428384-0.00275374j -4.84221e-05-0.000749985j -0.00167852+0.0023335j -0.00176191+0.0011455j 0.000370264-0.00337863j -0.00106893-0.003066j 0.000989071-0.00111919j 7.86714e-05-0.000975965j 0.00116415+0.00182511j -0.000401398-0.00251569j -0.00043359-0.000242955j 0.00104538-0.00256018j 0.00147877-0.00211475j 0.00183095-0.00162483j -0.000333148+0.0019972j 0.0019233-0.000980127j 0.000284054+0.000861964j 0.000871998+0.00140052j -3.79015e-05+0.00265503j 0.00258334+0.00128047j -0.00208651+0.00109509j 0.00145433-0.000750141j -0.00333952+0.00100491j 0.000969208+0.000790982j -0.00187161+0.00136153j 0.00117927-0.00179055j 
0.00211045+0.000998263j -0.00155759+0.00334209j 0.00324987+0.00227553j 0.000950038-0.00232841j 0.000657794+0.00269657j 0.00261541+0.000463654j 0.000342103-0.00182002j 0.000675454-0.00339236j -0.00605202-0.000309502j 0.000311045-0.00136132j 0.00251532-0.00190495j -0.00385663-0.00359981j 0.00514382-0.00033106j 0.000166375-0.00425446j -0.006604-0.00177569j -0.00304063-0.00522462j -0.000629121+0.00352286j -0.00219521-0.00248347j 0.000856488-0.0024842j 0.00160094-0.00101328j 0.0027663-0.00181114j 0.00427626-0.000865401j 0.00169108-0.00130391j 0.00138036-0.00221442j -0.0046572+0.000553677j -0.000565354+0.0028413j -0.00608561+0.00215046j -0.00250524-0.000924921j -7.33815e-05+0.00299576j -0.000485393-0.000537299j 0.000106888-0.00112866j -0.000579762-0.0032057j 0.000861199-0.000778729j 0.00298551-0.00276456j 0.00141718-0.00184011j -0.00342746+0.00239542j 0.0012538-0.000186733j 0.000528561-0.00111898j 0.000282002-0.000679918j -0.00196867+0.00110168j 0.00388347-0.00182457j -0.00427884-0.000759687j 0.00214041+0.000880956j -0.00432902-0.000340926j -0.00122391-0.00154602j 0.00181477+0.00124072j -0.00406507+0.00246811j -0.000736228+0.00108557j 0.00152053-0.000554805j -0.000459739-0.00202176j -0.00209781+0.00291923j -0.00402546+0.00131823j 0.000834417-0.00073442j -0.00307193+0.00132264j 0.000142798-0.000763549j 0.000563627+0.00285238j -0.00153887+0.00078598j -0.00282871+0.000813427j 0.00047457+0.00358571j 0.0015392-0.00222683j -0.000226349+0.00135166j -0.00382537-0.00156399j -0.000660193-0.000967529j 0.0045383+0.000708624j 0.000426035-0.00262967j -0.000626288-0.000369324j -0.000878148-0.000333332j 0.00117139-8.96425e-05j -0.00101793+5.93607e-05j 0.00058938-0.00191944j -4.10162e-05-0.00149123j -0.000764015+0.00190979j 
-0.000473711+0.00226716j -0.000384451+0.0044368j -0.001351+0.00628978j -0.00108452-0.00280641j 0.00172833-0.00393534j 0.00157709+0.0012855j 0.00084433-0.00328904j -0.00118612-0.00302153j -0.000157815-0.00754082j 0.00310226+0.00311787j -0.000697162+0.00284206j -0.00098344+0.000663244j -0.00769476-0.0012248j -0.00102033+0.00609739j 0.00389442-0.0019159j 0.000577297-0.00334067j 0.00496743+0.000165769j -0.000718483-0.000886798j -0.00395054+0.00125842j -0.00240189-0.00389465j -0.0022096+0.00288674j -0.00219985+0.0015539j -7.52427e-05+0.000309928j -0.00081055-0.00511486j -0.00104282-0.000468244j 0.00174501-0.00562907j 0.00621398+0.000396002j 0.00256446+0.000559691j 0.00618382-0.00410085j 0.00406851+0.00412582j -0.00529644+0.00125283j -0.00100678+0.000702413j 0.00063225+0.000339712j -0.00171618-0.0010192j -0.000467445+6.36084e-05j 0.005007-0.000525972j -0.00101713+0.00431837j -0.00248732-0.000153502j -0.00150513+0.000968113j -0.000271334-0.00411823j -0.000904771+0.00291247j -0.000568934-0.00235892j -0.00286468-0.00107917j 0.000652878-0.00151607j -0.000323246+0.0012165j -0.00106412-0.00392438j 0.000841426-0.00374603j 0.000527985-0.00228235j -7.37258e-05-0.000887585j -0.00357107-0.00207376j 0.0026413-0.00314571j 0.00298606-0.00317044j 0.00160323+0.00272393j -0.00165076-0.00259748j -0.000266515+0.00326985j 0.00129122-0.00241095j -0.000256345-0.00145507j 0.00144495-0.00158276j 0.000439525+0.000245733j 0.000826258+0.00286902j -0.00236993-0.000500366j 0.00121034+0.000653807j 0.00184986+0.000835613j -0.00259147+0.00275641j -0.000340867+0.00352179j -0.000811115+0.00218566j -0.000701187-0.00221058j -0.000227581+0.0012265j 0.000261005-0.00363871j -0.00170914+0.0022879j -0.00115729-0.00205585j 0.000321065+0.000294201j 
