0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
-0.000108855+0.000738777j -0.00205549+0.00365118j 0.000221397+0.000891749j -0.00166759-7.95056e-05j 0.00131209+0.000171346j 0.00336518+0.00156778j 0.00101841+0.00129709j 0.00419061-0.00256187j -0.00128793-0.00357998j -9.1623e-05+0.00150816j 0.00109615+7.3727e-05j -0.00361583-0.00296848j 0.00192728+0.00474794j 0.0034031+0.00181813j -0.00149003+0.00197214j 0.00224677-0.00268206j -0.00204813+0.00148234j -0.00104548+0.000277698j -0.00248463+0.00125695j 0.00413417+0.000415034j 0.00215691+0.0038458j 0.000989441-0.000633063j 0.00251003+0.00234719j 0.000817254-0.00182111j -0.00511324+0.000775462j -0.00422604-0.000209481j -0.00257879+0.000407154j -0.000535752+0.00144842j 0.000967418-0.00274435j 0.000904308+0.00194701j 0.00261848+0.000368102j 0.00493908-0.000596332j 0.00224136+0.00266866j 0.000885376-0.000633181j 0.00311906-0.00059674j -0.000395876-1.47065e-05j 0.00152783+0.00117259j 0.00301167+0.000620489j -0.00222038+0.000136202j -0.00476012+0.000207907j 0.00217333-0.00291881j -0.00404565+0.00322817j 0.000475731+0.000308379j -0.00583935+0.00132861j 0.00328216+0.00185893j -0.000724257-0.00204467j 0.00274036+0.00155585j -0.00384633-0.000604326j -0.00292136+0.00208707j 0.000343535-0.00174883j -0.00044333-0.000154971j -0.00142525-0.00126271j 0.00561247-0.00114528j -0.0030567+0.000752824j -0.000342054+0.00135561j 0.00249742-0.00244397j -0.000866218+0.00160867j 0.00298414-0.000737565j -1.50851e-05+0.00144459j 0.00578974-0.00260705j -0.00166099+0.000927416j 0.00056691+0.000635312j 0.00222777-0.00251271j -0.00051383+0.00368083j 0.000701708-0.00216365j -0.00289308+0.0015071j -0.000443616-0.000567269j -0.000112102+0.000611962j 0.000328015+0.00111439j -0.00228804+0.00283352j 0.00221035-0.00134234j 0.000416958-0.000717301j 
0.000167503-0.000626295j 0.00123268-0.00100579j 0.00145788-0.00216978j -0.00158672-4.92991e-05j -0.000291716+0.00107682j 0.002188-0.000421923j 0.000148805-7.20559e-05j -0.00103844-0.00172659j 0.00165591+0.000517871j 0.000240046-0.000565905j -0.00129288-0.00498048j 0.00098356+0.00134671j -0.00318328-0.00197513j -0.0031077-0.000394897j -0.000354489+0.000552229j 1.78806e-05+0.00430712j 0.0044409+0.00237934j -0.000571383+0.00279378j -0.000110781-0.000130983j 0.00028358+0.00161918j -0.000203163+8.22783e-05j -0.00258752-0.00430907j -0.00255112+0.00012129j 0.00189451+0.000200845j 0.00448189+0.00472095j 0.00449272+0.000837056j 0.00361911+0.00260577j 0.00163958+0.00119877j -0.000396171+0.000334105j -0.00268631-0.000172166j 0.00129176+0.000470778j -0.00370036-5.949e-05j -0.00241434-0.00518145j -0.00154214+0.00196004j 2.63195e-05+0.000842672j 0.00477545-0.00136993j -0.000942747-0.000240773j -0.000940767-0.000806675j -2.81481e-05+0.000458474j 0.0014383-0.000687679j -0.00193361+0.000215862j 0.00327573+0.0038004j -8.0179e-05-0.000737196j 0.00321904+0.00286212j -0.0020984-0.00398275j 0.00172149-0.000100878j -0.00239636-0.00117223j 0.0012006-0.000504798j 3.40206e-05+0.00213333j -0.0031914-0.00150174j 0.00148525+0.000528114j 0.00623445+0.000544357j -0.00440925-0.00204594j 0.000602056+0.000180094j 0.00048639+0.000651781j -0.000659983-0.000846561j 0.000185639+7.44767e-05j -0.000271159-0.00221043j 0.00128535+0.00132285j -0.00538982-0.000515657j 0.000904107-0.00109537j -0.00264246+0.000901682j -0.00133645-0.00232845j -0.000715804-0.000542461j -0.000240283-0.000425237j -0.00138111+0.000680965j -0.000176088-0.00196739j 0.000882404-0.00125832j 6.9121e-05+0.00132377j -0.000542494+7.67711e-05j -0.000378095-0.000636263j -0.00118389-0.00013235j 
0.00154292+0.00127331j 0.00461158-0.00120425j 0.000763991+0.00163763j -0.000120609-0.000898714j -0.00212758-0.00029233j 0.00341763-0.000433138j 0.00396229-0.00212032j -0.00153626+0.00336248j 0.00275929+0.00229975j -0.00108578+0.00279333j 0.00069048+0.00175296j -0.0006826-0.00106645j 0.00209738+8.75995e-05j 0.00014298+0.000678784j -0.000371177-0.00353685j -0.00282584-0.00177475j -0.00022866+0.000864427j 0.00139138-0.00523184j 0.000604143+0.00262771j 0.000111047+0.000392595j 0.00206311-0.00058241j 0.00164875+0.000678969j 0.00269553-0.00148266j 0.0030693-0.00361143j -0.00649609-0.000790858j -0.000145616+0.0026387j -0.00315286-0.0011833j 0.00191767-0.00134967j -0.00220641+0.00409627j 0.0008321-0.00595865j 0.00084378+0.00180574j -0.00327625-0.00320293j 0.00213387+0.00447789j -8.55877e-06-0.00251844j -0.0031816-0.00247363j 0.00288315+0.00242161j 0.0021271-0.00125658j 0.000308078-0.00310375j -0.00239844+0.00296697j 0.000772491-0.00106484j 0.00422916-9.1739e-05j 0.00329187-0.00171785j -0.00168627+0.00153265j 0.00353778-0.00214382j 0.00529916+0.000771896j -0.00250497-0.00187958j 0.00162714+0.00131653j -0.000702581-0.00194354j 0.000800927+4.36452e-05j -0.00172151+0.000543347j 0.00435916+0.00244202j 0.00680616-0.00150356j 0.000189579+0.00304012j -0.00181476+0.000446303j 0.00289745+0.00218959j 0.00150595-3.74113e-05j 0.00210579-0.00254698j 0.00223509+0.000268158j 0.000991207-0.000593281j -0.00365526+0.00242505j 0.0013269-0.00197178j 0.00283923+0.00213384j 0.000411347-0.00174644j -0.0013617+5.51061e-05j -0.00266328+0.00279642j 0.000832515+0.000317861j 0.00241007-0.00323993j 0.00181934+0.000680586j 0.000964832-5.30213e-05j 0.00183384+0.00241323j -0.00175373+0.00206822j -0.00015347-0.00250406j 
-0.00154251-0.00157998j 0.00177121+0.00157939j -8.25961e-05-0.0013048j -0.00133143+0.000442489j -3.02883e-06+0.0016896j 0.00388975+0.00151125j 0.00206178+0.00251645j 0.00312611-0.00225091j -0.00180089+0.000658472j 0.001845-0.00371022j -0.00143699-0.00148846j -0.00576014-0.000455036j 1.08184e-05+0.00200736j -0.000256217+0.000240661j 0.00145081+0.00163304j -0.00160997+0.00401673j 0.00287469-0.00112838j -0.00308467+0.00466038j 0.00238868-0.00454531j 0.0052836-0.000467793j 0.00177219+0.000578699j -0.00416892-0.00329794j -0.00195042-0.000612286j 0.00194728-0.00118765j -0.000592091+0.00262885j 0.00331343-0.00441727j -0.000198172+0.00382858j 0.000225074+0.00318567j 0.00333191-0.00296638j -0.00257796+0.00252787j 0.00347611-0.000397052j -0.0006567+0.00407991j 0.00406508-0.00493153j -0.000405729-0.00026693j 0.000207769+0.00180537j 0.0017277-0.000738928j -0.00165718+0.00271728j 0.00189337+0.00276768j -0.000347101-0.00154747j -0.00125315-0.00121104j -0.00131689+0.00115442j -0.00119523+0.00183021j 0.000324354+0.000391171j -0.0013882+0.00275414j 0.00318372-0.0016715j 8.602e-05+0.000142765j 0.00383298-0.00237106j -0.00139387+0.00216598j -0.00105195-7.66473e-05j 0.000108289-0.00165507j 0.00133629-0.000290906j 0.00171281+0.000279039j 0.00179692-0.00249365j -0.00113171-0.0013206j 3.7761e-05-0.000362662j 0.000933653-0.000755577j 0.000229521-0.000294149j 0.00281897-0.00258086j 0.000927569+0.000910061j 0.00272649-0.00175705j -0.00195991+0.000560904j 0.00055802-0.00180935j 0.00106323+0.000567519j -0.000851855+0.00190233j -0.000231655-0.000734298j -0.00114141+0.000967728j 0.00110705-0.000671567j 0.000981341-0.000499653j -0.00215535-0.000224196j -0.000692322-0.00135532j -4.68321e-06-0.00232146j 0.000411452+0.00102825j 
0.00247118-0.00232998j -9.28234e-05+0.00191908j 0.002003-0.0032697j -0.00129282-0.000478423j 0.000824119+0.00170429j -0.000285749-0.00390865j -0.00286338+0.00141362j 0.00246809+0.00371013j -0.000615855+0.000246184j 0.00118247-0.000119179j -0.000176572+0.0030032j -0.00678331-0.00267008j 0.000458845+0.000550014j -0.00169661-0.00214949j 0.00105492+0.00231477j -0.00462051-0.00122413j -0.0024117-0.00266883j -0.00232662-0.00025396j 0.00407784+1.51835e-05j 0.00412427-0.00143683j 0.00113255-0.000606778j 0.00251756+0.000475638j 0.00180855-0.00033442j -0.00199447-0.0019951j -0.00712494-0.00176842j 0.00268977-0.000439616j -0.00373604+0.000371809j -0.00328517-0.000441198j 0.00273282+0.00146573j 0.00064063-0.000557638j 0.000295378-0.000954152j -0.00376549+0.000465152j 0.00460536+0.0026789j -0.000605818-0.000423409j -0.00428702-0.00286693j -0.00038483-0.00118774j -0.0022005-0.000363031j -0.0025054+0.00040472j -0.00285905+0.00413344j -0.00015553+0.00187158j 0.00276414+0.000226823j 0.0010649-0.00140858j 0.000703552-0.00084628j -0.00234519+0.00224851j 0.00254184+0.00244859j -0.00375503+0.000353867j 0.00583664+0.000907599j -0.00539848+0.00312225j 0.000241262+0.000536724j -0.00292823+0.00070457j 0.00412187+0.000927528j 0.00159905-0.0013502j 0.00264603+0.000847091j 0.00192354+0.00175411j 0.00362077-0.0024544j 0.00229551-0.00233389j 0.00073069+0.00046531j 0.00494399-0.00126647j 0.00248254-0.00297451j 0.000575301+0.00077113j -0.00190032-0.00106842j 0.00203981+0.00131229j -0.00255357+0.00057393j -0.000752714-0.000232925j -0.00191036+0.000826712j -0.000609749+0.00188855j -0.000239379-1.92618e-05j 0.000463861-0.00124814j 0.000434919-0.000578341j 0.0010469+0.000117325j 0.000763619-0.000175672j -0.000223521+0.00138434j 
0.00284885-9.16405e-05j -0.000758936+0.000567098j 0.0025855-0.000113386j -5.76614e-05+0.00153544j -0.00154999+0.000122867j -0.00145297-0.00474845j -0.00212532-0.00132772j -0.00144991+0.000134602j -0.000175952+0.000848978j -0.00108113+0.000295923j 0.00291687+0.0012081j -0.000881319-0.00084514j -0.00514325-0.00261735j -0.00113989-0.00295567j 0.00152648-0.00140901j -0.000875132-0.00226208j -0.00462052-0.00074559j 0.000114462-0.000136088j -0.00175247+0.00214377j 0.000358508-0.000448185j -0.00231379-0.00342798j 0.00371338+0.00031737j -0.00674867-0.00108019j -0.00272603+0.000847851j -0.000844865-0.00027898j 0.00401878+0.00150825j 0.00307353+0.00045777j 0.00223168-0.00363772j -0.00201828+0.00198783j -0.000115541-0.00271824j -0.00385966-0.00278705j -0.00222338-0.00547297j 0.00306719-0.000209886j -0.00397886+0.00243097j 0.00159096-0.00307242j 0.000170925+0.000573723j -0.00468764+0.000491391j -0.00028571-0.000710418j -0.00568099+0.00526199j -0.00253383+0.00345874j -0.00126307+0.000368655j -0.00243587+0.0003617j 0.00346338+0.000105524j -0.00297791+0.0021045j 0.000231118-0.000575029j -0.000241626+0.00116939j -0.00117598-0.00212272j -0.000660726+0.00024876j -0.00260794+0.00201187j 0.0020732-0.000395156j -0.00126806+0.000903375j -0.000667987-2.97618e-05j -4.71782e-05-0.00273658j -0.000622882+0.00361585j 0.000430243-0.000281574j 0.000202906-0.0020996j -0.00166861-0.000136196j 0.000872961+9.91639e-05j -0.00115533-5.13467e-05j 0.000574501-0.00240232j 0.00113127-0.000711063j -0.000771401+0.000281719j 0.000741542-0.00611226j 0.000300152+0.0018678j 0.00242847-0.00305775j 0.000118971-0.000544644j -0.000608916-0.00162066j 0.00102156-0.00125945j -0.000584983+0.00163818j 0.00134305+0.000690374j 0.000673492+0.00211935j 1.39205e-05+0.000229135j 
0.000516652-2.80419e-06j -0.000401232-0.000119108j -0.000296908-6.48842e-05j 0.00202169+0.000766288j 0.000573825-6.02726e-05j -0.000725727+0.000425292j 0.000787685+0.000771306j 3.8649e-05-0.000770413j 0.00253362+0.000964932j -0.00324231+0.000605478j -0.000225088-0.000691664j -0.000786512-0.000801562j 0.00132778-0.000340124j -0.00166711-0.000414512j -0.000813774-0.000817197j 0.00285578+2.64145e-05j -0.00154204+0.00226488j 0.00210152+0.000223276j -0.00071298-0.000247262j 0.000773656-0.000262022j -0.000803152-0.000458149j -0.00131697-0.00040375j -0.00167485+0.00152383j 0.00166654+0.00108769j 0.00120522-0.00167381j 0.000694885+0.000756797j 1.43623e-05-5.70769e-05j -0.000282241+0.000495941j -0.000685919+0.00240657j -0.002364+0.000397571j -0.00042248-0.0020664j -0.000410267-0.00122539j -0.000959351+0.00132543j -0.000139749+0.000196604j 1.71296e-05-0.00205914j -0.000854234+0.00138325j -9.58421e-05-0.000291905j 0.000258338-0.00101896j -0.000415169-0.000160682j 0.000859418+0.00103775j 0.000887523+0.000207829j 0.000189392+0.00150714j 0.00153897-0.00124255j 0.000359548+0.000460005j -0.00033078+0.00116687j 0.000909609-0.000467096j -0.00182924+0.00160278j 0.000757973-0.000838867j -0.000418496+0.00158809j 0.000368199-0.000119324j 0.000528601+0.00130346j 0.000288927+0.00150279j -0.00186538+0.000238331j 0.000328424+0.000237572j -9.35736e-05+0.000739764j 0.000679586+3.81808e-05j 0.000336889+0.00118055j -0.00018617+0.00118652j -0.000325559-0.00016003j -0.00200328-0.000982878j 0.00178217+0.000283695j -0.00100978+0.00149037j -0.000614578-0.000842637j 0.000269461-0.000844703j -0.00083452-0.00150392j 0.000413309-0.00084469j 0.000707917+0.00107832j 0.00030319-0.000379056j 0.00066835+0.0017671j 0.00044082+0.000154631j 0.000259408+0.000853599j -0.000183203-0.000507093j 
0.000829709-0.000352844j -0.00224386-0.000863545j -0.000386367-0.00156646j 0.000713632+6.60565e-05j 0.000260057+0.000664234j 0.000122922+0.00161054j 0.000607687+1.2318e-05j 0.000444411+0.0021608j 0.00131083+0.00112903j -0.00109378+0.000506773j -0.000758712+0.000332354j 0.000157517+0.000859947j 0.00320754+0.00104043j 0.00129483+0.000263912j -0.00490455+0.000897592j 0.000900403+0.000252735j -0.00108406+0.000728776j -0.00128336-0.00107814j -0.000246653-0.00058976j 0.00231705+3.7993e-05j 0.000144822+5.86973e-05j 0.000286066+0.00167627j 0.000536014+0.00106837j 0.00198699-0.00188159j -0.000870882-0.00244437j 2.18933e-05-0.00154799j -0.00353069-0.000418891j -0.0011829+0.000613435j 0.00204696+0.00246736j -0.00265738+0.000995391j 0.00182187-0.00137019j 0.00150542+0.00116112j -0.000294429+0.00248827j 0.00120302-0.0010985j -0.000138606-0.00124831j -0.00187528+0.00138561j 0.000231487-0.000922672j 0.00139639-0.00130479j 9.38725e-05-0.000607933j -0.000466034-4.85034e-05j 0.000822765-0.00016176j -0.00107636+0.000456437j 0.000417425-0.00049878j -0.00307408-0.000878095j 0.000265166+0.00200068j 3.6172e-05-0.00212411j 0.000634212+0.00329009j -0.000582712-0.00153622j 0.000145513+0.000160041j 0.0021912+0.000169503j -0.000716144+0.00169678j -0.00198917+0.00122335j 0.00141186+0.00125364j -0.000992529+0.000354476j 0.000546422+0.00081477j 0.000660266+0.00148339j 0.000635548+0.000710189j -9.11195e-06+0.00291967j -0.001267+0.000156217j 0.000713758+0.000487067j 0.00113372-0.00170423j 0.000690767+0.00173573j 0.000508638-0.00054727j 0.000200545-0.00141676j 0.000942254-0.00169615j -0.000201237-0.00139003j 0.00124853+0.00151184j -0.000593167-0.000980512j 0.000877175+0.000303795j 0.000475824-0.00125957j 0.00078241+0.000260348j -0.000609894+0.000954571j 
0.000430983-0.000283592j -0.000698814+0.00105394j 0.000978885+0.000500383j -0.00115901-0.000269925j -0.000763433-0.000614473j 0.000130329+0.00425082j -0.000230304+0.000416095j 0.00164371-0.000770355j -0.0011733+0.000716997j 0.00142029-0.000692012j 0.000982514-0.00133993j 0.000611978+0.00139013j -0.000885159+0.000402264j 0.000995547+0.00066508j -0.00110353-0.000113158j -0.00101419+0.000590203j 0.00230421+0.00212487j -0.00255817-0.000585244j 0.000166033+0.00130551j -0.00126257+0.00147887j 0.000228491+0.000860021j 0.000388208-0.00157099j 0.00214776-0.00137037j -0.000656455+0.00192634j -0.000361368+0.00179226j -0.00094538+0.000436217j -0.00115359+0.000553548j -0.000869228+0.00130959j 0.00145035-0.00172125j -6.5118e-05-0.000245536j 0.00151421+0.00218867j 0.000350503+3.85977e-05j 0.000448356-0.000418643j -0.000295469-0.000766763j -0.000341279+0.00181756j 0.00346216+0.00169136j 0.00143584+0.000125079j -0.000523214-2.89159e-05j 0.00186524-0.00226665j 0.000168911-0.000948422j -0.000249387-0.000134141j -0.00128707+0.0017534j -0.000387955-0.000188893j -0.00102013+0.00061986j 0.000483827+0.00034478j 0.000386369+0.00027955j 0.000480736-0.000335645j -0.00141016+0.000176182j -0.00061223-0.000698202j -0.000568732-0.000124736j 9.26865e-05-0.000746712j 0.00185754+0.00247989j 0.00124211-0.00201952j -0.000528845-0.000403857j -8.54012e-05+0.000409556j 0.000592305+0.000645989j -0.000642988+0.000378508j 0.00184151+0.00064918j -0.000487529+0.00158329j 0.00129096-0.000891454j -0.000847614+0.00205912j -0.00103017-0.00096978j -0.000458158+0.00225259j -0.00137026+9.15498e-05j -6.86709e-06-0.000489493j -0.00140026-9.66133e-05j 0.00101774+0.00156819j 0.000146909+0.00159729j -0.00021927-0.00109638j -0.000430752+9.01342e-05j 0.00151593-0.0012315j -0.0005159-0.000108784j 
0.00185324-0.00106136j -0.00355962+0.00274089j 0.000715069-0.00240752j -0.00334167+0.000199548j 0.00200659-0.000273714j 0.000681023+0.003565j -0.00166531+0.0020161j 0.00313474-0.00108612j 0.00182137-0.00134617j 0.000114175+8.83261e-05j 0.00120395-0.00112089j 0.00061518+0.00175697j -0.00237333+0.00233128j -0.000876832+0.00293286j -0.00435256+0.000439646j -0.000793607+0.00214761j -0.000316138+0.00278348j -0.00432738+0.000998998j -0.0010554-0.00022621j 0.000924014+0.000940563j -0.00164939+0.00318197j 0.00336786-0.00162389j 0.00194854+0.000114258j 0.00239656+0.00305708j -0.00247909+0.00149419j -0.000136987-0.00106378j -0.0019731+0.00048045j -0.00309243+0.00363893j 0.00202392-0.00215818j -0.000562081-1.25724e-05j 0.00148211+0.00114067j 0.00187753+0.00216881j -0.00125763+0.00131101j 0.000197524+0.000575171j 0.000730138+0.00162869j 0.00335139+5.72656e-05j 0.00128529-3.52518e-05j -0.00155468+0.00163488j -0.0014593+0.000909297j 0.000123338-0.00131886j 0.00211633-0.00102463j -0.00180671+0.00129365j -0.0017244-7.7601e-05j -0.00380955+0.00141076j -0.000370355+0.00283265j 0.001906-0.000538225j -0.000559062-0.000403382j -0.00152923+0.0015925j -0.00234746+0.00103709j -0.0019696+0.00204284j -0.00095267-0.000145247j 0.00301257-0.000166109j 0.00141712-0.000242882j -0.000107568-0.0014604j -0.00149061-0.000797625j 0.00199029-0.0013951j -0.000953087+0.00173478j 0.00246682-0.00121212j -0.000632845-0.00230805j 0.000943882+0.000129502j 0.00179932+0.000128404j -0.00244944+0.0030227j 0.00299367+0.000480103j -0.00279308+0.000199593j 0.00188618+0.000564922j -0.0029163+0.00179402j 0.000149568+0.000561734j 0.000435012-0.000482122j 0.000453324+5.24951e-05j -0.00195586+0.00170288j 0.00169679-0.00163024j -0.00136054+0.00093272j 
0.00300768+0.000638863j 0.00225832+0.00186265j 0.0043101+0.00279054j -0.00122193-7.60027e-05j -0.0011734-0.00272242j 0.00128398+0.0028479j -0.00175815-0.00252092j -0.00197031-0.0035769j -1.65123e-05+0.000737348j 0.000521644+0.00187555j 0.00110338-0.000201565j 0.00126787+0.00383138j -0.00035452-0.000249644j 0.0036953+0.00163945j 0.00165428-0.00428219j 0.000443258-0.00287174j 0.00320081+0.00380689j -0.00109246-0.00360548j -0.00117671+0.00539619j -0.00480905-0.000163791j -0.000474249+0.000793702j -0.00220444+0.000241319j 0.00345101-0.00229744j -0.00443635+0.00546142j 0.00391604+0.00179445j -0.00445431+0.00507295j 0.00287979-0.00283334j -0.000609346-0.000839682j -0.00129668-0.00189736j 0.00187413-0.00223157j 0.000977567+0.002316j 0.00159676-0.00437402j 0.00065102+0.00108982j -0.00355496+0.00059226j -0.000146484-0.000107158j 0.00574292+0.000941651j 0.00536322-0.00200858j -0.00192292-0.000296418j 0.00034587-0.00208901j 0.000115117+0.00141036j -0.00109747-0.000456784j -0.000863342+0.00160728j 0.000714002-0.000869573j -0.00229293+0.000597044j 0.00134908+3.82786e-05j -0.000778141+0.0016369j -0.00109168-0.00325812j -0.00186443+0.0017165j -0.00217163+0.000950851j -0.00314994+0.00206033j -0.000263398-0.00331087j -0.0005839+0.00227056j 0.00183746-0.00410619j -0.00152077+0.00111299j 0.000211786-6.52427e-05j 0.00035587-0.00243586j -0.00085712+0.0013768j 0.000930711-0.000680908j 0.00088819-0.00159489j 0.000878716-0.00391196j 0.00145342+0.00566283j -0.0015228-0.0017791j 0.00195476+0.00219399j 0.000245426+0.00118735j 0.000678307+0.00182746j 0.00037855+0.000411651j -0.000401643+0.00333574j 0.00155285+0.00189463j -0.000664902+0.000493742j 0.000307539+0.00288499j -0.00075386+0.00111479j -0.000128078-0.000803888j 
0.00122561-0.00175952j -0.00107222-0.00071411j 0.000809621-0.00323974j -0.000838211+0.00102638j -0.00140368+0.00240923j 0.00202528+6.86901e-05j 7.969e-05-0.000631433j 0.00148651+0.00149015j 0.000740239+0.00556766j -0.000664259-0.000469783j -0.00156214-0.00175593j -0.00176709+0.00103631j -0.000563822-0.00411027j 0.00090344-0.00232142j -0.000449613+0.00203506j 0.00033588+0.00165229j 0.00294103+0.00201152j -0.00447549+0.000353041j 0.000479271-0.000966725j 0.00392461-0.00156185j -0.00176841-0.00420449j -0.0043517-0.00301161j -0.00449688-0.00432689j -0.00155259+0.000798162j 0.00446196+0.00302616j 0.00690092+0.00160548j 0.00117675+0.00493641j 0.00101568-0.00116016j 0.00576922+0.00379698j -0.00730465+0.000292951j 0.00239637-0.00235078j -0.00151683-0.00116779j 0.00553361-0.00184478j -0.00400775-0.000710984j -0.000323976-0.00140101j 0.00391376+0.00249276j -0.0039223-0.000577949j -0.000203574+0.000184829j -0.00029178-0.000721947j -0.000714219+0.00330286j -0.00488482-0.000458232j -0.00170678+0.00141082j 0.0047637-0.00195835j -0.00532573+0.00262249j 0.00208696-0.000945825j 0.000682008+0.000989284j 0.00443565-0.000577978j -0.00179508+0.00158651j -0.000773989-0.000543435j 0.00359522-0.00119289j 0.00223416-0.000383592j -0.00117797+0.00328008j 0.0023835-0.00386892j -0.00166353+0.0034075j 0.000476304-0.00129836j 0.00138703-0.00159924j -0.000146083+0.000877064j 0.0025733+0.00283354j -0.0016449+0.000888562j 0.00222342-0.00240663j -0.000200913+0.00101039j 0.00110096-0.00118674j -0.000346572-0.000529813j -0.00150035-0.000132665j 0.00218357-0.00332123j -4.65056e-05-0.00298101j 0.00160774+0.00181005j 0.000535365-0.00092053j -0.000331446+2.74122e-05j 0.00203024-0.00262811j 0.001143+0.000238358j -0.00112881+0.00216465j 
-0.000446207-0.00210922j -0.000215658+0.000225539j -0.00206481-0.00243594j 0.00226035+0.000101503j -0.000422302-0.000317356j 0.000825749+0.00323095j 0.00125601+0.00254754j -0.000319734+0.00445123j 0.00297706+0.00334519j -0.005179+0.00124744j -0.00170271+0.00318443j 0.00143395+0.00158285j 0.00373797+0.00178662j 0.00100417+0.00243153j 0.000444253-0.00114685j 0.00551243+0.000577685j -0.00110291+0.00310316j 0.00350807-0.0013319j 0.000864893-0.000163758j 0.00266847-0.00179578j 0.00115229+0.00060853j -0.0015358+0.00212202j 0.00475121+0.0022464j 0.00543301+0.00224138j 0.00028226-0.00565155j -0.00304704-0.000742064j -0.00308232-0.00297961j -0.000150566+0.00165474j -0.00227382+0.00348377j -0.000198793-0.000591113j 0.00130053-0.000995796j 0.00297894-0.000222268j -0.00233949+0.00481041j 0.00287588+0.000416598j -0.000393701-0.000387303j -0.00123478+0.00168627j 0.00165004-0.000397111j 0.000890686+0.000775001j 0.000560475+0.000521356j 0.00209231+0.000635795j 0.00187694+0.00163496j 0.00288378-0.00199347j -0.00128742-0.00259539j 0.00104146+0.0013707j 0.00169606+0.00490974j 0.00100927+0.00140143j -0.000895847+0.00246249j 0.00030682+0.000663289j -0.000320656+0.00165335j 0.000747454+0.00271847j -0.000216711+0.00115079j 0.0025298+0.0032287j -0.00119025+0.00286543j 0.00160007-0.00128853j -0.00178133-0.000976088j 0.000483964-0.000326665j 0.00241822+0.00114989j 0.00120762+0.00214557j -0.00197798-0.00288217j -0.00181855+0.00190288j 0.00256824-0.000888943j 0.000273345+0.00341383j 0.000576029+0.000695295j -0.002534-0.00229592j -0.000738979+3.0946e-05j -0.000788202-0.000972532j 0.00285166+0.00179119j -0.000359809-0.000334494j 0.00133896+0.00118535j -0.000325565+0.000238343j 0.000663155+0.00231437j 0.00145426+0.000370972j 
