0.0095312+0.0100851j -0.00175226-0.00682992j -0.0263543+0.000359286j -0.0116141-0.000548169j 8.05732e-05-0.00737234j 0.0485555-0.00096915j 0.00775609+0.0250444j 0.025325-0.00731439j -0.00267531+0.00244451j -0.0128184-0.00943274j 0.000435009+0.0209805j -0.0102632-0.00797167j 0.0272542+0.0318549j -0.0149099+0.0519022j -0.0111087-0.00120808j 0.00457191+0.0105387j 0.0165821+0.00134296j 0.0214195+0.0094427j -0.0161989-0.00190645j 0.0228952-0.00143479j 0.00645493-0.0097979j 0.010994-0.00276869j -0.00768347-0.00319125j 0.0102783+0.00292192j 0.0136022-0.0105379j -0.0114736-0.00157234j -0.00551158-0.0137036j 5.71801e-06-0.00118865j -0.00191825+0.00156478j 0.00329769+0.0023772j 0.0103455-0.00211661j 0.0234149+0.00733455j 0.0302228+0.00236509j 0.0123385-0.00271348j 0.0218082-0.0091411j 0.000252368-0.0108788j -0.0391954-0.0172913j 0.00591561-0.00757939j 0.000397868+0.012171j -0.0170804-0.0172927j -0.00322423-0.00234779j 0.0032276-0.0139902j 0.0566774-0.0057592j 0.00812638-0.0450161j -0.0281871-0.00583685j 0.0442308-0.00495662j 0.0165765+0.00708643j -0.0159019-0.00049564j -0.0249931-0.00246181j 0.0187843+0.00264462j -0.0142723-0.000554743j 0.00466865+0.00275812j -0.00165+0.000684173j -0.0278349+0.00133507j -0.0075082+0.0119064j 0.0092921-0.00364217j -0.00358946+0.00180179j -0.000832842+0.00302751j 0.014036-0.00296395j 0.0139072-0.00245349j -0.0197996+0.00253131j 0.0111502-0.00622138j 0.00165113-0.000114302j -0.0736359-0.00580973j 0.0162417+0.000560718j -0.00945061+0.000577366j -0.0696158+0.00207264j 0.122768-0.00121598j -0.0503519-0.00506609j 
0.0135882-0.00186218j 0.00957525-0.0150877j 0.0349581+0.000425133j 0.0115923+0.0144582j 0.0238292+0.00928292j 0.00280975-0.00298461j 0.000419945+0.0126662j -0.0106679+0.0262148j -0.000250585-0.00439463j 0.00848527+0.000334785j -0.00023882-0.00360693j 0.00766673-0.00777427j -0.00565604+0.0129542j 0.000851242-0.00252066j -0.0188927-0.0182447j 0.0395959+0.00599849j 0.0521673+0.0102957j 0.0873696-0.0163033j 0.0155898+0.0114656j 0.0172678-0.0112087j -0.022699+0.00924967j 0.0302672-0.00671176j -0.0354646-0.00301645j -0.0527352+0.0179894j -0.00104977-0.0208253j 0.027951+0.00402348j 0.0631506+0.0136912j -0.0244187+0.00843106j 0.0103532-0.0121819j 0.0109184+0.00010904j 0.000692383-0.00771537j -0.0260779-0.0121883j -0.00629724+0.0187834j -0.0116672+0.000821676j 0.0354537+0.00277957j 0.0301132+0.000885143j 0.00536924+0.00418075j 0.0306349+0.0084974j -0.033533+0.0135219j 0.0466301+0.00844394j 0.000773947-0.0176229j 0.0064855-0.00706362j -0.0266867-0.000384821j -0.0267938-0.00131121j -0.00337059+0.0026846j -0.0385945+0.0104946j 0.0373507+0.00837799j -0.0179527+0.00234919j 0.00082691+0.00770603j -0.026875-0.00228525j -0.019538-0.000569535j 0.0194385-0.00374477j -0.020775+0.000610332j -0.00202061+0.00547435j -0.00353362-0.00243573j 0.0451448+0.00434079j 0.0202873+0.00943572j 0.029197+0.00328907j 0.0380465-0.00144055j 0.0205134-0.00237596j 0.0181873+0.00240033j -1.71097e-06+0.000267149j -0.0209845-0.0054892j -0.0679676-0.000747019j 0.00967792+0.000825607j 0.00137738-0.000258864j -0.00358151-0.00182126j -0.07582-0.000812227j -0.0628473+0.00132669j 
0.00228504+0.00142243j 0.0220487+0.00354429j -0.0115056+0.0254731j -0.0123842-0.00617173j 0.00809515-0.0134736j -0.00965413+0.0101608j 0.00252704+0.00122068j 0.00673032+0.0321092j -0.00129308-0.00550411j 0.00836187+0.000406717j -0.000401491+9.06241e-05j -0.00250947-0.0164667j -0.00247198+0.0182585j 0.00957101+0.00422685j 0.0075657+0.022424j 0.0241607+0.00310418j 0.0177501+0.0118312j -0.0275624-0.00177182j 0.0158501+5.89891e-05j -0.0154878+0.00454797j 0.0879275+0.00135264j -0.0110923-0.0156695j 0.00622899-0.0026772j 0.00751564-0.00722499j -0.00962288+0.00279593j 0.0127505+0.0031388j 0.00964884+0.00488165j 0.0128693+0.0116126j 0.0115456-0.0194983j -0.0133688-0.00301165j -0.00670258-0.00981176j 0.0335083+0.00889516j -0.0443104+0.0156617j -0.0124725-0.0155325j -0.0205259+0.00243698j -0.0175043-0.00805558j 0.00161232+0.012436j -0.0614004-0.00368181j -0.00851584-0.000993779j -0.0433043-0.00232213j 0.0214184+0.00851406j -0.0248665+0.014182j 0.0183148-0.00410339j 0.0301845-0.00241576j -0.00765344+0.0127729j -0.018862-0.00232142j -0.0216124+0.00470831j -0.0546109+0.00263936j 0.00195632-0.00776508j -0.0442398+0.00151824j -0.0397177-0.00199818j -0.00923942-0.00260596j 0.00893016-0.00101392j 0.0455997+0.00458946j 0.00384978+0.00751104j -0.00492244-0.00479187j 0.00999745-0.000386832j -0.00735656+0.00477986j -0.0288383+0.00258709j -0.0491509+0.00613104j 0.00292135-0.00173725j 0.0107334-0.00545952j 0.0674807+0.00935841j 0.0638508-0.005348j -0.00348247-0.000511333j -0.0072488+0.00158551j -0.0118061+0.00356538j 0.11236+0.000625516j 0.0504759-0.000677265j 
-0.033966+0.00233671j -0.0194732-0.0115896j 0.00176645-0.019068j -0.0338125+0.0101344j 0.0196939+0.0135583j -0.010994-0.0158701j 0.0111663-0.00414057j -0.00191036-0.00105251j -0.00249865-0.0171302j 0.00475269+0.015025j -0.00354049-0.00907986j -0.0189841-0.0162211j 0.00680875+0.017737j 0.013367+0.00696547j 0.00464937-0.00361644j 0.018549+0.00202723j 0.024602-0.0129361j 0.0103986-0.00105738j -0.0416787-0.00498885j -0.0828634+0.008983j 0.0858981-0.00729314j -0.0363188-0.00111536j -0.0338793-0.000681734j -0.0746389-0.00977876j 0.0400734-0.00398055j -0.00250817+0.000676732j -0.00696968+0.00195999j -0.0357165-0.0211504j -0.016341-0.00279055j -0.00528988+0.0151637j 0.00605816+0.00956251j 0.000190994-0.0250003j -0.0169715+0.0147752j -0.0206762-0.00414309j -0.00273516-0.00997909j -0.0115855-0.00450642j 0.0324997+0.000453155j 0.00613339-0.016989j -0.0188506-0.0134893j 0.0127504+0.00944794j -0.0266975+0.0172087j -0.0716803+0.0134896j -0.0377038+0.00839415j 0.0159394+0.0163497j -0.0454867+0.00349298j -0.0315672+9.66743e-05j -0.0223397+0.00135921j 0.0339848-0.00198162j -0.0362215-0.0106648j 0.0336397+0.00431858j -0.0235104-0.00107882j 0.0139515+0.00472166j -0.00165021+0.00402142j 0.00478643+0.0014821j 0.0222831+0.013954j -0.0173451-0.0106903j -0.00687409-0.00475302j -0.0132461+0.00310062j -0.00254792+0.000976104j -0.0202644+0.00673791j -0.0174821-0.00357121j 0.0371469-0.000583343j -0.0428485+0.0156458j 0.0705946-0.00056857j -0.00432607-0.00065467j 0.0141088+0.000458664j 0.0598434+0.00491515j 0.0892414+0.000501593j -0.102817-0.000144576j 
-0.0221362-0.0103235j -0.008777-0.0282607j -0.0442907-0.0474143j -0.000696326+0.0552633j 0.0284247+0.00639424j 0.0176213-0.014594j -0.00160952+0.0103553j 0.0113514+0.00546879j -0.000516939-0.0229275j -0.0154944+0.012034j 0.00421705+0.00591203j -0.00668098+0.00457878j -0.0138501+0.00325133j -0.00429769+0.00173407j 0.0501694-0.0386769j 0.00441811+0.0213473j 0.0756427+0.000123485j 0.0550155-0.00744109j -0.0204478-0.0192844j -0.0719107+0.00998777j -0.00176111+0.00573889j -0.0124407-0.00165304j 0.0254563-0.00390089j 0.0325158+0.00461297j -0.0725948+0.00420163j -0.0106321-0.00910824j -0.00386764+0.00629863j -0.0305399-0.0105342j 0.0255426-0.0113223j -0.00251397-0.00357551j -0.0385824+0.0112535j 0.015091-0.0209283j -0.00457754-0.00303028j 0.00481548+0.00302042j -0.0226019+0.00887249j -0.00682006+0.000507322j -0.0126085+0.0187298j -0.0153188-0.00255295j 0.0201347+0.00931403j -0.0457913-0.0165491j -0.00290303+0.00872339j 0.00479357+0.000296062j 0.00196665-0.000510016j 0.0371516-0.0131881j 0.0570228+0.0123306j 0.00264064+0.00452731j 0.000627497+0.00141884j 0.0406981-0.00228774j -0.00585522-0.0014834j -0.0121377+0.000926131j -0.0105992+0.000802287j -0.00983011+0.000620764j 0.00738514+0.00254633j -0.0160091+0.000386258j -0.017828-0.00642219j -0.0119187+0.00489508j -0.0319076+0.00772487j -0.0156811+0.000226086j 0.00688683-0.00349735j -0.00397876-0.00791195j 0.00333762+0.00408675j -0.0188837+0.00233256j 0.067269-0.00917988j -0.0154187+0.00255957j 0.00658486+0.00116718j 0.00613061-0.00231568j -0.0907514-0.0042136j -0.0156141-0.000736388j 0.126143+0.000720302j 
-0.0635462-0.016968j -0.0282362+0.00941235j -0.000570969+0.0155276j 0.0270352-0.00863317j 0.00163142+0.0106746j -0.0213214+0.0135094j -0.00922382+0.0115027j -0.013979+0.019216j 0.0163612-0.0151116j -0.00518989-0.0121209j 0.00343705+0.00147095j 0.0138141+0.0352272j 0.0126106-0.0355612j 0.00403516-0.0214934j 0.063829+0.0248958j -0.058595+0.00912939j 0.0279642-0.0114704j 0.0320925+0.0190432j -0.0196019-0.010593j -0.0048683+0.0181989j 0.0296554-0.0101072j 0.017261-0.00902295j -0.011073+0.00431568j 0.032033-0.00357579j -0.0398791+0.0256222j 0.0238841-0.00991171j -0.0265742-0.0262376j 0.0130717+0.01178j -0.00161154-0.0163578j 0.00137008-0.000438535j 0.00757187+0.0085608j -0.0225716+0.00899943j 0.0287115+0.00110088j 0.0174892-0.00276895j -0.0190964+0.00761542j -0.0207648-0.0091747j -0.023092-0.0284817j 0.00986847-0.0230695j -0.000550632-0.0187703j -0.0120095+0.00547068j -0.0200207+0.0247984j 0.00351193-0.00268061j -0.0479167+0.0153632j 0.026495-0.0028361j -0.0120464+0.0114757j 0.0160171-0.0326097j -0.0612802-0.0104185j 0.00148096-0.0011984j -0.0573759-0.0083288j -0.00727754+0.00126723j -0.017694+0.00348936j -0.00462379-0.00183921j 0.00385309-0.0051166j 0.0356805-0.00721868j -0.0228508-0.00956551j -0.0120886+0.00497332j -0.0945236-0.00473071j -0.0667211-0.000712628j 0.00853988+0.00682012j 0.0733374-0.00145034j -0.0588809-0.000897509j -0.0309693+0.00856116j -0.0903792-0.00132917j -0.0155327+0.0098707j 0.00874011+0.000136946j -0.0130328+3.85211e-05j 0.0107732-0.00459191j -0.0240065-0.00101398j 0.0312769-0.0019896j 
0.0185045-0.0130107j -0.0646245-0.0094966j -0.0456214-0.0230126j -0.00517791+0.0240817j -0.00844626-0.000550882j 0.0244946+0.00095835j -0.00460876+0.0201832j 0.0168425+0.00737658j 0.00640734-0.0150345j -0.0186993+0.00822828j 0.00352359+0.0146089j 0.0100888+0.0164544j -0.0123434-0.0161624j -0.0153454-0.010462j 0.0917335-0.0218152j -0.0141746+0.0237167j -0.0233752+0.015253j -0.0862633-0.00877647j 0.00670619-0.00212376j 0.0156317+0.0297457j -0.0454303+0.00321739j 0.00236293-0.00380794j -0.0248007+0.0106718j -0.0125554+0.00122471j -0.0307315+0.00369832j 0.0114898-0.000846018j 0.0084705-0.00731847j 8.46593e-05+0.00157141j 0.00843765-0.0185585j -0.00212133-0.00866619j -0.00694268+0.0135477j 0.00777117-0.00629317j -0.00457422+0.00654853j -0.00935572+0.00352431j -0.00136489+0.00519242j -0.00279877-0.0215975j 0.0254311+0.0193389j 0.0193944+0.00563532j -0.02803-0.00250412j 0.0383601-0.0114795j -0.00590491-0.0322951j -0.0468109-0.00474236j 0.00401663+0.00577076j -0.0147174-0.0118938j 0.00284903+0.00976433j -0.0208459-0.0129363j -0.0747533+0.0133257j 0.00998233-0.000621655j -0.049706-0.0110288j -0.0243977+0.0018642j 0.00111134-0.00382256j 0.00355467-0.00350808j -0.0152187+0.000600144j -0.0273332+0.00508409j 0.04447+0.00490002j 0.0178845-0.00347324j 0.0260505-0.00186079j 0.00757704+0.00169291j 0.00205204-0.00116464j -0.0222352-0.00350792j 0.0691384+0.00249975j 0.0322169-0.00709651j -0.0551132+0.00566445j -0.0440955-0.00418944j 0.00737929-0.000300504j 0.00940081-1.91759e-05j 0.0709825+0.00342383j 0.0193339-0.000863765j -0.0844471-0.000362295j 
0.0160695-0.00183987j 0.00844408-0.00508056j 0.00143406+0.00204951j -0.00212931+0.00440116j 0.0114782-0.00488065j 0.00594857+0.00105573j 0.00411805-0.000171216j 0.00403952+0.00392611j -0.00797452-0.00112215j 0.0035887+8.54274e-05j -0.00659265-0.003429j 0.0043643-0.000389012j 0.0017315+0.0105936j -0.00610062+0.00319074j -0.0110561-0.00834574j 0.0243731+0.00308481j -0.00192613+0.00353696j 0.0205544-0.00208786j 0.0167427-0.00460908j -0.0105193-0.00616617j 0.0100109-0.000702061j 0.0130599-0.000395881j 0.0309696-0.00221764j -0.00711124+0.0117299j -0.00811212-0.0049781j 0.0182529+0.00483611j -0.020098+0.000526431j -0.0210836-0.00546076j -0.0127754+0.0060492j -0.00329831+0.000722152j -0.00794845-0.00180197j 0.00978718+9.44116e-05j 0.000397134-0.00470662j -0.0142874-0.0100341j -0.02889-0.0260656j -0.0215837+0.0263795j 0.0210755+0.00722845j -0.00347238+0.000324141j -0.00729943-0.00501683j -0.00608343-0.00319945j 0.003246+0.00783466j -0.0203338+0.00287456j 0.0279801-0.00368738j 0.0408278+0.00814142j -0.00615148-4.79668e-05j -0.0463338+0.0135622j -0.053292-0.0020786j 0.00198457-0.00277636j 0.0832142+0.00547554j -0.0316856+0.000165125j 0.0224719+0.00296359j -0.00546784-0.00171521j 0.00624806-0.00111998j 0.029036-0.00343314j 0.0464251-0.0175955j -0.0325105+0.00961611j 0.0742313+0.00824426j 0.0372808-0.00365237j -0.0502561-0.00169093j 0.0740844-0.00512924j 0.00905564-3.09383e-05j -0.135638+0.0100547j -0.162066-0.0152895j -0.0852187+0.00728458j -0.00692217+0.0010515j 0.0075472-0.00279624j -0.0325296-0.0103307j -0.000865568-0.00214148j 0.00700626+0.000446053j 
-0.00476946-0.00698608j -0.00931725-0.00162808j -0.0106797+0.00440939j 0.0054116+0.0141474j -0.000977548-0.00918449j 0.00232704+0.00915588j -0.0025658+0.00512794j -0.000276328+0.0153207j 0.00517427+0.00456215j -0.00369125-0.00597226j 0.00385955-0.00438391j 0.00077127+0.011262j -0.00156265+0.0027824j -0.000287778+0.00483008j 0.0248554-0.00742969j -0.00716645+0.0172473j 0.0112747+0.00459164j -0.00840228-0.00653014j 0.0130363-0.0225435j -0.000563972+0.00268017j -0.00342922-0.0103766j 0.000244334-0.00624622j -0.00619415-0.0122911j -0.000270589+0.0134891j -0.0124383+0.00167835j 0.00198827+0.0159597j 0.00550935-0.0101436j 0.00539479-0.00737167j 0.00120923+0.00497472j -0.00165774-0.00335475j 0.00564959+0.0156242j -0.00154666+0.0104715j -0.00236879+0.00191257j 0.00216243-0.016963j 0.00419525-0.0792082j 0.00370274+0.120977j -0.00621789+0.0245179j 0.0103563-0.006105j 0.00201846-0.0214891j 0.000606978-0.0130764j 0.00962361+0.00602839j 0.00288555+0.011401j 0.0015966+0.000699299j -0.00851739+0.00400601j 0.00668424-0.0244939j 0.0130003+0.00344729j 0.00409712-0.00284806j -0.0189775-0.00441439j -0.0357864-0.00506379j 0.0179195+0.00618513j -0.000166814+0.00153195j 0.00911109-0.00568434j -0.0121891-0.00806998j -0.0273514-0.00277209j -0.00160265+0.0050159j 0.00803904-0.00264013j -0.0317395+0.00247314j -0.022907-0.00508309j 0.0149224-0.00450936j -0.010089+0.00457178j -0.00854705-0.00836311j 0.0416022+0.000136216j 0.0177125+0.00711572j 0.0209459-0.00343624j -0.00616146-0.000657205j 0.0330978-0.00364928j 0.0210475+0.00358825j -0.000774494+0.000247908j -0.0041689-0.000749145j 
-0.00371402+0.00211558j -0.00157226+0.000292902j 0.00581079-0.00952024j -0.00295318-0.0015571j -0.00235331+0.0183111j -0.00157935-0.00447962j -0.00142821+0.00723201j -0.000240806-0.00530158j -0.0021005+0.00913637j -0.00017891+0.00356587j -0.000745633-0.0133118j 0.00104129+0.000917047j 0.0033511-0.0117986j -0.000257828+0.0167851j -0.00774844+0.000172853j -0.00539704-0.0131011j -0.0112865-0.00882725j 0.00306242+0.00186421j -0.0178207+0.0135172j -0.00351559-0.0106035j -0.00364459-0.00245305j -0.00606775+0.0120128j -0.00510995+0.0373457j 0.00813438-0.0451645j 0.00750357-0.026027j -0.00441498+0.00344556j 0.00194127+0.0115241j -0.00813505+0.00839065j 0.00294681-0.0322752j 0.002563-0.0316202j -0.00713583+0.0616578j -0.00537449+0.0854999j -0.00103744+0.0604911j -0.00479515+0.0604384j 0.000383527+0.0304939j -0.00200524+0.0470959j 0.00561683+0.00236426j -0.00578127-0.0700823j -0.00813613-0.00395575j -0.00217717+0.0165115j -0.0172697-0.0447275j -0.00843602+0.0167105j -0.0105068-0.0299046j 0.00172976-0.0112732j -0.00118333+0.0126495j -0.013652-0.00498109j 0.0013548-0.0116508j 0.0293335+0.0246641j 0.00958513+0.00124772j -0.0166001-0.01579j -0.00240114-0.00612608j -0.00267632-0.00439818j 0.00310843+0.00595777j 0.0253891+0.0033139j -0.00804112+0.00159671j -0.0026114+0.00456988j 0.0211472+0.00163505j 0.00792578+0.00132858j -0.0180101+0.00223854j -0.00855973-0.00134559j 0.00746873+0.00746665j -0.00167946+0.00121609j 0.018826-0.000776129j -0.0230967-0.00150431j 0.000738605+0.000410715j -0.0881531-0.00904034j -0.0126434-0.00178793j 0.00369887+0.000396592j -0.000323869+0.000205132j 
-0.00594663+0.000230105j -0.00739803+0.00418583j -0.000313215-0.00147631j -0.000814582-0.0041861j -0.0059173+0.00270074j -0.00320869-0.000480377j 0.000676918+0.000752234j 0.0037916+0.00440413j 0.00413923+0.00382725j -0.000738654+0.00316159j 0.00174648+0.004801j 0.00174603+0.00301478j 0.00136043-0.00617978j 0.00130528-0.00285963j 0.0075813+0.00536185j -0.0126544+0.00438994j -0.00949265+0.00120215j -0.0164038-0.000462321j -0.0139483+0.00688384j -0.00646002+0.00459417j -0.00055049+0.00396815j 1.85021e-05+0.00154945j -0.00444732+7.81469e-06j 0.00565335-0.00463568j 0.0115224+0.00154882j -0.00405545-0.0060525j 0.00650767-0.00700771j -0.00300743+0.0125047j -0.00131561+0.00777496j 0.00173146+0.00264787j -0.00161718+0.00532268j -0.00214517-0.00987832j 0.00379666+0.0158975j -0.00710429+0.00493815j 0.00275774+0.00417748j 0.00248132-0.000936673j -0.00573262+0.00179219j -0.000963273-0.00123486j 0.00412419-0.00393821j 0.0040973-0.00803916j -0.00890561-0.0133j -0.00144793-0.00828496j -0.014193-0.00148606j -0.00742524-0.00616353j 0.00226477+0.0100776j -0.0103794-0.00554701j 0.00931778+0.00815467j 0.0123369+0.00305653j -0.0164444+0.00145799j -0.00980233+0.00341822j -0.0100277-0.00173538j -0.0196501-0.00697507j 0.0251332-0.00495209j 0.0295527+0.00339106j -0.0291459+0.00405689j -0.00455539+0.000626919j 0.0033846+0.00167232j 0.0175748-0.00101864j 0.0108914-0.000412176j -0.0115924+0.00312863j 0.00287654+0.0076267j 0.0216854-0.00317048j 0.0367938+0.0020757j -0.00428555-0.000224603j -0.000420095-0.000359629j -0.0098547+0.000467019j -0.00479905+0.000129336j 0.00492833+0.000620574j -0.00395418-5.60332e-05j 
-0.000619987-0.00141786j -0.00324086+0.00235688j 0.00128866+0.00158786j -0.00368034-0.000861628j -0.00560234+0.00106918j -0.0042764-0.00174108j 0.00250267+0.0039723j 0.00297446+0.00308617j 0.000248006+0.00208896j -0.0052011-0.00239425j -0.00996236-0.000664616j -0.00405804+0.000595753j -0.000445771-0.00282323j -0.00802961-0.00332393j 0.00224225+0.0018272j -0.0058253+0.00388632j -0.00649479+0.00297144j 4.8871e-06-0.00247136j -0.0029467+0.00354253j -0.000792649+0.00347296j -0.00371663+0.00149639j -0.000891225-0.00106127j 0.00231324-0.00697648j -0.000208744+0.00457685j 0.00053289+0.00088372j -0.000255291+0.00130528j -0.00165236-0.00120798j -0.00131049+0.00140161j -0.00316854-0.000390878j -0.00167594-0.00529163j -0.00284681-0.00206412j -0.0020707-0.00464367j -0.00174696+0.00836133j -0.00326943+0.00160139j -0.00108356-0.0104958j -0.00101282+0.013557j 0.00616176+0.00490091j 0.00108857+0.00131151j -0.00235053-0.00605697j -0.000617613-0.00659438j -0.00668826-0.00477731j -0.00645834-0.00440885j -0.00399247-0.000706833j 0.000851468-0.00144242j -0.000559651+0.00316461j -0.0115294+0.00174782j -0.0035464+0.00561798j 0.00459035+0.000971838j 0.0102289-0.000145372j -0.00184737-0.00702336j -0.00598584+0.00288188j -0.00459158+0.0374967j 0.00166454+0.0376682j 0.0216156-0.00858173j -0.00187272-0.00338023j 0.0113597-0.00098709j 0.00311551+0.00316008j 0.00179998-0.00292634j 0.000415528-0.00542447j -0.0016255+0.000530806j 0.00670829+0.000392541j -0.00618201+0.00113279j 0.00625451-0.000756063j -0.00875525-0.00100931j 0.0325015+0.00273709j 0.00181297-0.000266399j -0.00750498-0.00117297j 0.00305162+0.000374196j -0.00212408+5.63584e-05j 
0.0144627-0.00137178j 0.0125354-0.0125567j -0.0124897+0.0077995j 0.000967737+0.0151793j 0.011936-0.00639986j 0.00153499+0.00497513j 0.00877654-0.00018061j 0.00191316+0.000863664j 0.00343256-0.013679j 0.000775992-0.00737505j 0.00251118-0.0111432j -0.00426105-0.00791623j -0.0166768+0.0159242j 0.00138591+0.00658046j 0.00819743-0.0103641j 0.0293485-0.0137816j 0.0431647-0.00345632j -0.0101401+0.00773973j 0.0361392-0.0158521j 0.00636727-0.0106265j 0.010105-0.0133169j 0.0110396-0.00542633j 0.00366756+0.0145804j -0.0101136+0.00153018j -0.0165166+0.00305205j 0.0100546+0.0168351j -0.0107542+0.0169386j 0.0152324-0.030439j -0.0041324-0.0150182j -0.00171488-0.0155684j 0.00977278-0.00590075j 0.0118241+0.0455375j -0.00010582-0.0323398j 0.0014972-0.0110309j 0.00431629+0.00955522j 0.00133132-0.00588915j -0.0155096-0.0096799j 0.00311546-0.00699709j 0.0147961+0.0126594j -0.00571808+0.0281981j 0.0392751+0.0384185j 0.0326062+0.0273148j 0.0228061+0.00671456j 0.00225992+0.0106701j -0.00354444-0.0301305j 0.0319496+0.00320083j 0.000655909-0.0245776j -0.0407881+0.00250103j -0.0243045-0.0114111j 0.0438048-0.00145116j 0.0276095+0.00253557j 0.0413451+0.0213752j -0.0510585+0.0172596j -0.0756552-0.00534907j 0.0348141-0.00272126j 0.0184991-0.00206515j -0.0177948-0.00571268j -0.0194483-0.00895331j 0.00694128-0.000666727j 0.0365416+0.00889285j -0.0467234-0.00351454j 0.00719564+0.00327273j -0.0465532+0.006329j 0.0464187+0.00131033j -0.0553912-0.00233932j 0.0109953-7.27282e-05j 0.0501626+0.00560039j -0.0102875-0.00181704j 0.00612371-0.000681129j 
0.0152442-0.00178379j 0.00866353-0.00984956j -0.00900452+0.00266176j 0.00170755+0.0119297j 0.00719235-0.0108514j 0.00546613+0.00271873j 0.0013359-0.00299374j 0.000862072+0.00203472j 0.00202479-0.0101931j 0.00636472-0.00206924j 0.000258-0.00921355j -0.00249652-0.00413317j -0.00908587+0.0154385j 0.00277423+0.00588469j -0.000618797-0.0114128j 0.0268334-0.0108687j 0.0281838-0.00337101j -0.000339088+0.00373896j 0.030749-0.0130595j -1.91684e-06-0.00898904j -0.000687229-0.00672785j 0.0115719-0.000720564j 0.0135488+0.00894278j -0.0164697-0.00184385j -0.0118133-0.00937901j 0.0117199+0.0104573j -0.00696604+0.0166284j 0.00963588-0.0252258j -0.0116351-0.0127383j -0.00403248-0.00900151j 0.0058667-0.00256694j 0.000201336+0.0339957j 0.00119518-0.0297026j -0.00580528-0.00886191j -0.00127817+0.00298339j -0.00149662-0.00475331j 0.0011401-0.00508321j -0.000684974-0.00398727j 0.00903559+0.00969575j 0.00290969+0.0213843j 0.0281841+0.0274933j 0.0074082+0.0241348j 0.0245232+0.00182247j -0.000179162+0.00963427j -0.00733656-0.0240538j 0.017761+0.00836908j -0.00650902-0.0174411j -0.0330768+0.00221655j 0.0109302-0.00550795j 0.0145554+0.00676852j 0.0297083+0.0023039j 0.0230038-0.0216746j -0.0392977-0.020722j -0.0738817+0.003502j 0.0165217-0.00168026j -0.0118518+0.00159845j -0.0127236-0.00543484j -0.0187747-0.00241658j -0.00913172+0.00256703j 0.0277304+0.00334532j -0.0258919-0.00512789j -0.0192465+0.00239774j -0.0365338+0.0022041j 0.0319586+0.00213313j 0.0646153+0.00210829j 0.0118331-0.00125723j 0.034733+0.00316947j -0.00475836-0.00132724j 0.00460001-0.000240893j 
0.0111002+0.00462527j 0.00442162+0.00264676j 0.0102816-0.00164085j -0.00364557+0.00377938j 0.00223036+0.000344283j -0.00930462+0.000867731j 0.000923982+0.00176389j 0.000333341-0.000971807j -0.00118158+0.00156886j -5.77083e-05-0.00120482j -0.00508059+0.000568857j -0.0123228+0.00201591j 0.00966616+0.00209246j 0.00703566-0.000940637j -0.0105088+0.00636327j 0.0143437-0.00987602j -0.0114451+0.00619118j -0.0158222-0.00292967j 0.014934+0.00178203j -0.00299855-0.00107679j 0.0250544+0.00286188j -0.00341537-0.00681894j 0.00740527+0.000795946j -0.00363735-5.99354e-05j 0.00830365-0.00593386j 0.0143912+0.000343447j 0.0533712-0.00805401j -0.0163355+0.00174593j 0.00582073+0.0067877j 0.00371639+0.00263969j 0.00614781-0.00459128j -0.0198887-0.00216062j 0.0157369+0.0118222j -0.00349642+0.00739558j -0.0120282-0.000241525j -0.00262685-0.00675679j -0.00427618+0.0114655j -0.00249534-0.00942757j -0.0271962-0.00157192j 0.0204195+0.0040731j -0.0119099-0.000280973j -0.0231393+0.00601169j 0.0127671+0.0129324j -0.033827-0.00770885j -0.0163519-0.00994319j -0.0492677-0.00335954j -0.0134753+0.00392699j -0.00303815+0.000820094j 0.0188235-0.00821333j -0.0532108+0.000147174j 0.0462527-0.00280341j -0.0448787+0.00359354j -0.0211039+0.00610004j -0.102446+0.00213592j -0.103714-0.000381869j -0.0859916-0.00196913j -0.0876778+0.000568225j -0.0249069+0.000561088j 0.00280107-0.000379399j 0.0449584-0.00364172j 0.0106531+0.0010379j -0.00730536+0.000173892j 0.0114081+0.00372503j -0.0158157-0.000969557j -0.0150586-0.000447782j -0.00618649+0.00100191j 0.00205011+0.00253758j 0.0101976-0.000191088j -0.00998094+2.69992e-05j 
