0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
0.118625-0.326711j -0.268391-0.658221j -0.0542711-0.366701j -0.987139+0.710891j -0.529535-1.22382j -2.44331-0.731442j -0.707368-0.0686648j 0.530389-0.856282j -0.108938+0.712182j -0.667228-1.23115j -3.09855+0.728637j -1.006+0.701504j -0.530618+1.16603j 0.729506+1.38453j 0.695779-1.62868j 0.0405171-0.0304553j 0.101525+0.264741j -1.57095+0.144501j 0.0955104-0.510329j 2.8656-0.268893j -2.56365-0.0506482j 0.89133+0.00370756j 3.73496+0.958131j -0.971488-0.348265j 3.71825+0.867119j -2.71135-0.931402j 2.80101+1.00358j 2.13686+0.777899j -1.70699-0.942673j 2.75856+1.68036j -3.62157-1.70186j -0.372217+0.0300783j -1.66094-1.61714j 0.652928+1.31281j -1.45263-0.270028j -0.541197-0.388765j 0.23361+0.43786j -0.504084+1.10224j 0.0232708+0.0851333j 1.69925+1.3391j 1.70318-0.450725j -5.27772+5.46293j 0.297992+0.245381j 11.0908-21.2511j -1.05763-3.83224j 3.24674+6.06378j 5.58597-7.64627j -6.99095+26.4066j -4.31977+4.00852j 5.78112+8.44852j 1.32703+1.20852j 15.4856-46.8829j 12.5237+13.2651j 1.31627-39.9095j -5.71631+18.8548j 2.33865-5.85492j -9.7502-14.3293j 4.83634+1.44975j 2.24753-9.44162j -13.3193+44.4516j -0.495625+6.60121j 4.01495+9.694j -17.1349-1.71704j 1.96011+49.2257j 1.76495-2.09123j 15.3439+34.0226j -8.94963+34.787j -1.90385-9.8794j 12.0623-24.6333j -8.5428-40.2427j -4.54517+7.01845j -0.36521+2.14215j 17.7944+43.4718j 0.693064+2.15083j -7.12869+16.2561j -7.56024-15.4256j 7.55313+13.4851j -7.64931-12.966j 12.3518+21.0492j -7.85144+23.714j -2.13167+8.32519j 17.1974+39.2653j 14.0337+17.8218j 3.11696-3.0172j 7.61526+22.6239j -10.3274-16.9559j 7.12262+1.4371j 0.0145369-5.69703j -5.03315-8.53921j 11.6551+15.2662j -5.92431-4.38424j -3.63861-4.12512j 0.537212-2.23305j 0.194033-1.14768j 0.954823+1.00331j 
-0.638185+0.0832557j 0.177635-0.787102j -0.716647+0.989287j 0.804498+1.35281j -0.391413-0.37397j -0.290068+0.793702j 0.904646-1.02007j 0.525876+0.829383j 0.00604901-0.297213j -1.92938-0.865298j -0.697982-0.195662j -0.501432+0.926084j -1.05466-1.79175j -0.462835-0.109565j 1.12107+0.640164j 0.339226+0.0128437j 0.0772799+0.294749j 0.0369066-0.437047j -0.374129-0.0977467j -0.259908+0.40181j -0.364366+0.0169626j -0.537261+0.0449072j -0.312386-0.239335j 0.373403-0.785126j -0.176564-0.149881j 0.102101-0.0199363j -0.652668-0.254336j -1.08713+0.19388j 0.495313-0.477401j -0.492141-0.0909253j -0.560803-0.516209j 0.00182188-0.34098j -0.501101+0.328823j -0.0352877+0.000581108j 0.609895+0.00495924j 1.56138-0.245887j -0.0883232-0.0873125j 0.149461-0.329726j 0.411327-0.0481633j -0.561042-0.0851022j -0.441491-0.6136j 0.456822-0.899769j 0.416951-0.298221j -1.21407+2.1938j -0.125445+0.0996473j -0.0618197-0.243677j -0.809026+1.10637j 0.740737-2.23201j 0.597436-0.397551j -0.595283-0.140795j -0.187042+0.134225j -0.941874+5.31551j 0.00915257-1.89574j -0.861116+4.19681j 0.606178-1.97219j 0.500472+0.270711j 0.74649+1.0199j 0.150467-0.194677j 0.216661+0.88793j 0.765418-4.05609j -0.679118-1.74603j -0.270294-2.62979j 2.06634+0.918552j -0.170217-5.08431j -0.319904+0.305368j -2.67322-2.58512j 0.629428-3.22822j 0.319877+0.624033j -1.64889+2.26417j 1.08816+3.97439j -0.814702-1.70474j 0.894334+0.531262j -2.41819-3.39056j 0.0616476-0.0624806j 0.903807-1.609j -2.02587+2.92771j -2.35297-1.45464j 1.24229+0.713141j -0.920032-1.28913j 0.70291-2.61073j -0.0285421-0.723122j -1.71133-4.05675j -0.933871-0.717624j 0.148427+0.956626j -0.41018-2.29897j -0.19354+1.04718j 0.182316-0.0811057j -1.02751+0.0440827j -0.234331+0.480499j -1.00206-2.43312j 1.54248-0.158022j 2.22426+0.589943j -1.32929+1.05972j -0.574698+0.301457j -0.0293257+0.172584j 
0.490214+0.014164j -0.371412+0.419853j -0.283308-0.387471j -0.308614-0.416088j -0.453531-0.204677j -1.10494-1.02751j 0.178357-0.0735814j 0.134105-0.126974j -0.84365-0.251247j -1.50078-0.206065j 1.26796-1.51388j 1.02975+0.969682j 0.350526+0.453874j -0.576929+0.713763j 0.747611-0.17069j -0.161938-0.527223j 0.4948+0.135889j 0.016316+0.466815j -0.256789+0.496697j -0.692637+0.0776164j 0.316078+0.724616j -0.590577+0.292613j -1.61661+0.469216j 0.723038+0.116559j -1.96902-0.888658j 2.40129+0.550308j -0.560156+0.106625j 0.309624-1.11633j 1.25773+0.471685j -0.637156+0.0577662j 2.44998-1.64699j -0.690043-1.0508j 0.157959+1.49386j -0.307266-0.723398j 0.996461+0.699484j -0.282564+0.37146j -0.474779+0.343868j 0.247334-0.143579j -0.159737+0.124697j -0.649095-0.0673667j 0.312928+0.0491226j -1.60187+0.812704j -0.280729+0.197071j 5.91263-4.13717j 1.33793-1.0777j -0.540574+1.06572j 2.45254-1.47418j -6.39269+4.77207j -1.22639+0.250789j -0.446294+1.62774j 0.0885797+0.314621j 11.9207-8.30281j 0.074441+1.94091j 7.17256-8.26086j -4.5016+2.30424j 1.52559-0.522412j 0.614867-2.81289j 0.877714+0.247477j 2.46784-0.289929j -11.7033+7.83325j -1.52493+1.01794j -0.90534+1.16054j -1.90704-0.458456j -8.07633+8.71755j 0.223943+0.653338j -2.30486+6.30357j -9.16555+5.79057j 0.978961-1.77034j 6.54837-3.18651j 5.24058-6.92304j -3.10677+2.6957j -1.58365+0.0949531j -4.19621+7.3995j 1.43498+0.413257j -5.01961+3.10498j 2.2362-3.6944j -1.70841+1.93442j -0.37864-2.6106j -2.15987+3.69641j -7.05972+4.05736j -0.673857+0.440146j -4.18219+6.9867j -0.500824+2.51969j 0.987443-1.43552j -0.728071+2.93011j 1.48906-3.11638j 1.25251+1.95177j 1.41716-2.14999j 0.340305-1.24622j 0.560207+1.48765j -0.0478489-0.847639j 0.330603-1.20174j 0.443277-0.55157j 0.272816-0.306005j 0.239247+0.256822j 
0.00905346+0.0890354j -0.243839+0.574436j 0.307973-0.489953j 0.994512+0.368716j -0.163398+0.118408j 1.09636+0.342388j 0.923312+0.0487385j -0.486941+0.460048j 0.313841-1.01552j -0.423044-0.324437j 1.3553+0.736399j 1.88855+0.820394j 0.445881+1.24636j 0.985748-1.06359j -1.25561-0.348994j 0.0330589-0.0502009j 0.438656+0.076909j -0.414956+0.176943j 0.0465901-0.750014j 1.13434-0.46661j -0.975537+0.231389j 0.412927+0.0956179j 2.08697+0.382052j -1.03181+0.00607371j 2.59092-1.61209j -0.528013+0.281435j 1.32724-0.176263j 0.580704-0.450617j -0.0956402+0.785323j 0.821575+0.0830639j -1.6812+0.128116j 0.184009+2.03613j -1.0781+1.48347j 0.285882+0.408387j -0.503611+1.06199j -0.693907+0.253634j 0.426454+0.433341j 0.58993-0.722717j -0.00572961-0.030192j -0.067463-1.15852j -0.670995+0.162839j 4.52605-2.85833j 0.17697-0.243779j -11.5455+9.26053j -1.91612+1.44033j 0.289683-2.6656j -4.68032+3.49933j 11.5585-11.4909j 3.44022-1.77407j -0.235719-3.65574j -0.071164-0.614479j -20.8428+19.8348j -2.43614-5.72591j -12.3284+16.8125j 9.60448-7.59033j -2.83316+2.75093j 0.29179+6.03052j -1.29057-0.15788j -2.9125+4.08718j 20.58-19.382j 2.56999-3.00576j 0.418113-4.20837j 6.47028+1.27338j 14.0878-20.9376j -0.512996+1.74634j 2.62296-14.0904j 11.8832-15.995j -1.41794+4.79563j -13.8122+10.558j -5.7198+18.3052j 5.36736-2.13868j 1.47051+0.108131j 4.80956-18.5842j 0.30479-1.17902j 7.45653-6.82491j -1.89053+6.17919j 0.480407-4.8529j 0.646964+5.33637j -0.119077-8.50534j 10.2473-10.616j 1.32476-3.59444j 3.48551-16.6754j -1.29312-9.10446j -1.41551+2.11211j -0.311262-9.04298j 0.00120095+6.08875j -3.06812+1.03522j -1.36546+3.29286j -0.396136+4.37556j -1.25254-8.07055j 0.910901+1.9945j 0.708282+1.78615j -0.106601+1.04297j -0.0885869+0.3851j -0.278102-0.704708j 
-0.39846-0.387853j 0.45068-0.0295089j -0.923772-0.267467j -0.748309+1.02002j 0.23375-0.499074j -0.264474+0.0854128j 1.30447+0.26282j -0.199344+0.404088j 0.48954-0.170918j 0.236456-2.20242j -0.154067-0.906217j -0.701637-0.26077j 0.835074-1.57938j 0.438232-0.491029j -0.212047+0.976382j -0.374472+0.456603j -0.482293-0.171961j 0.504018+0.266339j 0.592374+0.0334267j -0.768194-0.667783j 1.44421-0.323712j 0.510598-0.0851522j -0.220401+0.613004j -0.166347+1.48965j -0.388423-0.00973289j 0.350124+0.922233j 0.624971+0.214184j 1.06507-0.690365j -0.362986+1.24879j -0.17905-0.31832j 1.34587+1.04731j 0.272407+0.867188j 1.27001+0.0269885j -0.238894-0.553257j -0.0466801-0.217968j -2.26055-0.0073179j 0.0692524+0.417752j -0.345705-0.100731j 0.238568+0.038746j -0.00608896+0.470113j -0.26551-0.178499j 0.0954346-0.583453j 0.129709-0.19554j -1.09387+3.05733j -0.474006+0.96755j -0.433378-0.690602j -0.665994+1.10991j 1.48312-3.7909j 0.483843-0.613714j -0.483337-0.895271j -0.0570849-0.133176j -0.574675+5.62033j -1.61683-1.49715j -0.727273+4.98455j 0.537941-2.60257j 0.106852-1.13764j 0.962621+1.71532j -0.0886411-0.290524j 0.616179+0.531605j 1.84976-4.71116j -0.158305-0.35202j -0.929329-1.34771j 2.63663+0.13664j 1.28448-6.11553j -0.189116+0.505348j -1.07961-3.93763j 1.37743-4.15368j 0.132153+1.09719j -2.62787+3.32933j 0.757562+4.76816j -1.8026-1.30811j 1.41257+0.812809j -1.59181-5.16879j 0.194242+0.231728j 1.53244-2.53547j 1.99248+2.86217j -0.583022-0.813726j 0.761806+1.36854j -0.94338-2.73282j 0.841491-3.48783j 0.0437168-0.707752j -1.97833-5.5692j -1.07962-1.53669j 0.154848+0.961509j -1.42314-2.42393j 1.17865+2.8194j -0.444398-0.649308j -0.00662049+1.59474j -0.52347+0.187603j -2.26222-2.3668j -0.768772-0.554164j 1.10598+0.305208j 0.461273+1.2104j 0.403023+0.304229j 0.000186825-0.244782j 
0.482487-0.360227j 0.158271-0.0427276j -0.650061+0.674364j -1.09008+0.737245j -0.807662+1.21969j -1.71185-0.916908j 0.882255+1.58212j -0.290469+0.952509j -1.18974-0.0096536j -2.19679+0.566711j -1.67166+0.896067j -0.792607-0.774858j 1.13919+0.565914j 1.01785+0.160765j 1.04745-0.189511j -0.102543+0.234016j 0.100464+0.04009j -1.65013-0.154358j -0.0941762-0.250429j 3.88222+0.143446j -3.08549+0.249198j 2.10379+0.125245j 6.52079+0.904745j -0.60035+0.373795j 3.56737+0.677666j -4.95733-2.04823j 2.72414+1.01007j 3.05413+1.09132j -4.67384-0.795199j 4.37176+0.577246j -3.7762-1.72267j -2.74706-2.01274j -3.64893-1.80543j -0.0269588-0.250318j -2.10833-1.74231j -0.12496-0.0925512j 0.0787898+0.370568j -0.713385+1.25889j -0.275788-0.0345277j 2.31673+1.01829j 2.15605-0.0582108j -4.13171+5.24621j 0.406682+1.13824j 7.00282-20.0588j -1.38558-4.04418j 4.81232+6.05792j 3.56955-7.42435j -2.78824+25.2034j -3.89304+3.77462j 7.59134+7.88306j 0.914327+0.564101j 7.82549-44.9704j 15.304+12.2436j -4.89811-37.9247j -2.77913+18.8198j 0.898573-5.26704j -11.0887-11.7663j 2.91324+0.807481j 0.920992-9.69186j -5.19128+43.4395j 1.47667+7.10325j 5.39513+10.287j -15.2757-2.56356j 8.48822+49.4313j 1.70066-1.68724j 19.479+32.2369j -4.54682+33.1518j -3.89617-8.59501j 7.97386-23.3086j -16.1233-37.4351j -3.08688+6.87258j -0.555099+2.96657j 25.6725+42.1921j 0.508707+1.24821j -4.08361+16.7117j -9.94591-15.5656j 8.13809+12.0188j -10.057-11.8384j 13.627+19.2904j -3.30926+23.8352j -1.65166+6.28664j 21.4886+39.2834j 17.1985+18.0241j 2.79068-1.51609j 13.4239+20.3156j -11.4199-14.4267j 6.81062+1.34378j -2.58828-5.53827j -6.11643-8.42215j 13.774+15.3045j -7.99665-4.0479j -4.107-4.09425j 0.459878-1.38451j -0.0523541-0.311641j 1.05033+0.687963j 
-0.245542+0.589704j -0.0337231-0.296185j 1.05546-0.583381j 1.28883-0.421154j -0.0588954+0.832455j 0.429021+0.0231099j 2.00987+1.61989j 0.584974+0.91827j 0.383168+0.481034j -1.03153-1.22405j -0.341017-0.247232j 0.853618+0.759516j 0.0143602-0.120949j -0.83152-0.0295918j -0.527574-0.277245j -0.0359315-0.437692j -0.263304+0.0619228j 0.509504+0.457125j -0.551709+0.221551j -1.97345+0.258484j 2.05664-0.114516j -0.527496+0.0779036j -2.21329-0.265584j -0.359212-0.277335j -1.96771-0.158078j 2.71531+1.30178j -1.7918-0.764967j -2.54223-1.25985j 0.935211-0.306834j -2.85665-0.343208j 1.33234+1.10122j 0.964257+1.00759j 1.19864+0.0986284j -0.703192-1.47246j 0.0248873+1.08253j -0.904749-0.178039j -0.391062-0.200722j 0.382119-0.677691j 0.505096-0.0210642j -1.09523-0.0887407j -0.99076+0.146294j 0.665566-2.01912j -0.271105-0.794552j -0.466027+6.99718j 1.01875+1.31369j -2.00163-2.06568j -0.834137+2.47704j -1.48906-8.33512j 0.667006-1.05044j -3.61604-2.43365j -0.736772-0.423814j 0.661954+15.6697j -4.70823-2.69022j 4.86071+12.752j -0.40508-6.52208j 0.407871+1.66162j 3.85928+6.31712j -0.856777+0.562732j 0.0875672+3.44667j -0.95142-14.7062j -2.57706-2.31482j -2.02975-3.67224j 5.50041+0.00264162j -6.91849-16.141j -0.226842+0.53646j -9.60803-10.9632j -1.7751-10.3023j 1.80491+3.62775j -0.708908+8.11969j 9.32429+14.8756j 0.256838-2.61311j 0.597916-0.708157j -11.1137-14.5455j -0.640896-1.56385j 0.117915-5.77551j 4.03958+5.57251j -4.43049-3.54063j 2.14803+3.75692j -7.79075-6.66539j -0.540965-8.05161j 0.342929-2.13271j -10.4726-14.0599j -6.10776-5.66572j 0.208942+0.914094j -5.60736-6.77189j 2.79256+6.42295j -1.9072-1.00226j -0.103004+1.89915j 3.78482+2.99307j -5.1383-5.29854j 2.29427+2.35784j 0.797288+1.97552j 0.501036-0.424246j -0.000725248-0.217854j -0.445101-0.64252j 
-0.151072-0.158349j 0.223399-0.120327j -0.131713-0.133052j 0.273901-0.405769j 0.0343151-0.401368j -0.744216-0.487679j 1.13942-1.57173j 1.46321-0.673056j -0.265846+0.458816j 1.33804-0.784763j 1.13402+0.815476j 0.460308+0.609127j -0.238132-1.19333j -0.667343-0.243922j -0.0595228-0.183065j -0.0485548+0.347494j 0.0263329+0.222893j -0.992591-0.246635j 0.186878-0.107538j 2.86227-0.0696817j -2.16812+0.988818j 1.87406-0.0317943j 5.35156-0.545519j -0.177333-0.269827j 3.43488+0.711397j -4.17951-0.562539j 0.957122+0.168037j 2.90374+0.223538j -3.5939-0.201701j 3.58467-0.6367j -3.18242-0.0457708j -1.83892+0.0901334j -3.69543-0.949588j 0.342518-0.807947j -1.87406-0.991697j 0.224486-0.219311j -0.167646+0.342027j -0.116634-0.0122336j 0.218516-0.059422j 1.60848+0.101159j 0.536184+0.0558122j 1.11119+0.830965j 0.366244+0.0292059j -6.15066-3.58536j -2.17643-1.02051j 2.11266+0.850197j -2.38346-0.723376j 8.84591+4.5571j 0.562441-0.387488j 3.30569+1.41011j 0.791798-0.391552j -14.7345-7.88827j 5.24116+2.04205j -13.8741-5.31323j 6.28834+3.01412j -1.87661-1.26585j -6.03054-2.01202j 1.03103+0.971511j -2.42318-2.55609j 12.7961+8.3255j 2.89598+0.864332j 3.54665+1.03065j -1.32998-0.229342j 15.7534+7.58202j -0.574539+0.780392j 13.3842+4.49917j 10.6718+4.76254j -4.68846-0.760702j -7.84601-4.97887j -15.1838-6.29958j 2.76947+2.04727j 0.640086+0.198996j 17.5644+6.17183j 1.10373+0.736952j 5.24261+2.31674j -6.4074-2.70102j 5.45553+1.31819j -5.33007-3.51343j 8.88936+3.12631j 7.10518+4.74609j 2.25921+2.43037j 15.9365+7.22149j 7.28532+2.45865j -0.414384-0.18323j 6.06402+2.81552j -6.20702-2.49393j 1.95729+0.850418j -2.6041-1.0685j -4.61465-0.79958j 6.83622+1.57569j -3.41772-1.05518j -2.39035-0.789441j -0.379191+0.347933j -0.189587-0.0588723j 0.73443-0.172136j 
0.516714+0.0459037j 0.399991-0.155674j -1.98218+0.573344j -1.49377-0.748064j -2.44851+0.0788248j -1.35239-1.31576j -0.972694+1.0267j -0.0418234-0.00441909j -1.79543+0.201595j -1.86873-0.946398j -1.45554-0.365776j 0.697454+0.157902j 0.506532+0.0378229j -0.185585+1.02398j 0.593963+1.06735j 0.0498913-0.279578j -0.0748232+0.0494727j -0.201774+0.188878j 0.0269385+0.52477j 0.248398+0.217438j -1.46593-0.247213j -0.435299+0.282752j 0.344894+0.707639j -0.519926-0.457356j 1.31419+1.18912j -0.874622+0.12985j 0.653119-0.18708j 2.09901+0.856663j -0.77368-1.55408j 1.76702+1.88208j -1.03725-1.33789j 0.309267+1.52465j -1.38399-1.24275j 1.09274+1.17077j -0.763921-0.840572j -0.286997-0.342139j -0.044679-0.263001j -0.504824+1.29954j -0.15395-0.0286912j 1.35405+1.35039j 2.16566+0.123216j -6.39349+5.50678j -0.114478+1.17359j 16.08-21.1988j 0.192762-4.44049j 2.09106+6.15067j 6.96633-7.21759j -13.5954+27.1703j -5.12427+4.56049j 4.46597+8.22328j 0.903745+0.966622j 26.386-47.5168j 11.0198+11.6378j 10.2238-40.8018j -9.43083+20.3075j 4.03239-4.72832j -6.41698-13.9816j 3.17512+1.93894j 4.30334-9.64062j -20.8719+45.9287j -1.04186+6.5368j 3.05938+8.67063j -15.4267-1.90277j -9.42029+51.0698j 2.61558-2.45365j 9.89931+33.1823j -16.4219+35.3915j -1.69259-9.82143j 19.1286-24.2959j -3.73644-41.3048j -6.60726+6.96123j -1.87331+3.4294j 10.1434+42.4803j -0.266966+0.626943j -9.87858+17.3499j -3.98448-15.4116j 4.44157+12.4776j -6.53021-13.1403j 8.76236+21.5566j -11.7606+24.9416j -4.21884+7.45632j 10.6313+40.7429j 13.206+17.7034j 3.56525-1.38696j 5.27692+19.8131j -5.70521-15.424j 6.7729+0.903488j 0.118396-6.07118j -4.0443-8.81259j 11.0516+16.1974j -5.47994-4.11746j -2.35841-4.61945j 1.01867-2.02025j 0.0615731-0.597424j 0.74091+1.18981j 
0.671527+0.533203j 0.117017-0.326472j -0.927642+0.995436j 0.119642-1.0931j -0.909014-0.538706j -0.395638-0.752065j 0.0847945-0.769126j -0.753292-0.426156j 0.361521+0.158125j -0.174364-0.349638j -1.20165-0.32547j -0.457592-0.323347j -0.00585765+0.291999j -1.41891-0.915911j 0.916126+0.582809j -0.418324-0.185444j -0.0208112+0.0960343j -1.13768-0.85172j -0.144657+0.328757j 2.31381+0.216923j -2.40833+0.284787j 0.494937+0.442358j 2.97767+0.524697j -1.9139+0.0220303j 2.49701+0.556293j -3.42948-0.907594j 2.07347-0.560479j 1.32171+0.575383j -2.33046-0.208611j 1.11056-0.602376j -2.94439-1.24097j -1.04249-0.696181j -3.1017-1.27669j -0.348914-0.474908j -0.46001-1.20436j 0.253577-0.597255j -0.575436+0.461636j -0.512891+0.408093j 0.0125668-0.394861j 1.71649+0.769627j 1.43545+0.361011j -1.9465+3.18903j 0.317164+1.00807j 2.69979-11.6952j -1.10569-2.15653j 3.4057+3.76071j 2.06778-4.47638j 0.0236055+14.7759j -1.64424+1.51994j 4.60654+5.18459j 2.38542+0.135573j 2.22931-25.9757j 9.01448+6.66351j -4.60497-22.2287j -0.0800015+11.0272j 0.320167-3.39039j -6.45936-8.47886j 2.67187+1.61208j -0.0771663-5.78087j -0.974188+24.7817j -0.0780341+4.27778j 3.69546+5.26404j -9.53111-1.30964j 7.63703+27.7597j 0.627408-1.29994j 14.5869+18.294j -0.575774+19.0037j -2.26994-6.02267j 3.94408-14.8821j -11.9952-22.4196j -0.800643+4.79756j -0.358606+1.18827j 13.3464+22.776j 0.169339+1.26272j -0.846188+10.0529j -4.28625-9.51506j 6.41651+6.75714j -4.04714-7.08804j 9.00504+12.7253j -0.860064+14.4945j -0.254086+3.93469j 14.1571+22.3304j 9.96895+10.0564j 1.75638-0.505127j 7.64077+12.0489j -6.90005-8.93563j 4.05206+1.16812j -2.66156-2.74929j -4.93873-4.39882j 9.29256+8.75468j -4.97169-3.39769j -2.47066-3.09154j 0.146117-0.565581j -0.475103+0.0756985j 0.66984-0.175194j 
0.638211-0.182778j -0.289876-0.085487j -1.62473-0.671521j -1.38106-1.14969j 0.336853-0.20121j -0.231591-0.168457j 0.300524-2.14467j -0.0155478-0.414747j -0.458974-0.306978j -0.934193+1.78056j -0.605668-0.144201j 0.183688-0.765531j 0.0171231-0.0493435j 0.19752+1.02866j 0.12727+0.812163j -0.198813-0.549379j -0.253064+0.044017j 0.269673+0.709398j -0.682349+0.483457j -1.08025+0.407342j 0.90226-0.481819j 0.209961+0.146777j -0.388088-0.244178j -0.953459-0.362711j -0.59231+0.33425j 1.49013+0.409322j -1.13923-0.340253j -1.23674-0.666227j -0.233166-1.05942j -1.43099+0.617734j -0.0105439-0.499995j 0.470617+0.420932j 0.169001-0.957997j -0.311196-1.35328j -0.957756+0.156813j -1.3031-0.636031j -0.350725-0.301791j 0.106194+0.616142j -0.413867+0.109886j -0.224096+0.378715j 0.962898+0.00169156j -2.84577+1.40934j -0.130669+0.497162j 9.01895-7.43465j 1.34215-1.38377j 0.0450492+2.27978j 3.99324-2.77549j -9.41185+9.52736j -2.7131+1.63075j 0.620135+2.80016j 0.13079+0.527863j 16.7117-18.5005j 1.32855+4.7844j 8.03078-13.4407j -5.41909+6.98689j 3.4792-0.770527j -0.971107-5.66334j 1.26036+0.432048j 2.09843-3.13783j -14.8773+16.7666j -1.69475+2.19667j -0.0207955+3.70337j -5.64436-1.2575j -10.9919+17.5087j 0.190218-0.739602j -1.19013+12.0473j -10.5368+10.6761j 0.998031-3.72459j 10.1784-8.94453j 3.54847-14.2032j -3.29501+2.67371j -2.22879+1.08842j -2.52483+15.6206j 1.08133+2.12317j -6.14576+6.43017j 0.874045-5.66106j -0.523972+4.02954j -0.215034-4.94965j 0.160216+7.17205j -7.63839+8.74238j -3.31905+2.21123j -0.404503+14.0471j 0.565179+5.90866j 0.889793-1.33771j -0.12703+7.37334j -1.38587-6.65706j 2.51331+0.773544j 0.79395-2.69379j -1.37467-3.0132j 1.4383+5.90674j -2.25087-1.50919j 0.087483-2.09952j 0.958173-0.888898j 0.666631-0.365955j 0.0494423+0.563098j 
0.285217+0.148967j -0.877489-0.33028j 0.153624+0.726564j 0.224695-0.121813j 0.457073+1.04262j -0.760815-0.535786j 0.147309+0.214118j 1.00331-0.793295j 0.239672-2.45303j 0.371193+1.08371j 1.02718-0.494231j 0.446346-0.772247j -0.143353-0.378638j 0.597641+0.344038j 0.254654+0.20319j -0.0267734-0.0707997j 0.671339+0.0038061j -0.312948-0.219202j -0.161173+0.15265j -0.0277016+0.0684327j 0.702767-0.207924j 0.11513-0.288929j -0.625105+0.0757087j 0.106233-0.625129j -1.5994-0.803682j 0.211898+0.202528j 0.419112-1.00031j -0.735713-0.582372j 0.356629-0.662908j -0.625665+0.42097j -0.484813-0.584971j 0.876053-0.566828j 1.60865+0.354168j -0.810383-0.56703j -0.0138486-0.536335j -0.158775+0.457635j 0.0452866+0.0385603j -0.316666+0.00626293j -0.199761-0.238536j -0.806787-0.0255754j -0.468453-0.35746j -0.695524+0.426736j 0.00533567+0.428864j 2.53669-0.818571j 0.251976+0.0773184j 0.298601+0.581882j 1.10678-0.401181j -2.8528+1.25867j -1.05071+0.453814j -0.111233+0.713286j -0.386828-0.00495967j 5.56594-2.7542j -0.528854+1.20246j 4.12187-2.70424j -2.80909+0.751449j 1.47325-0.359875j 1.52289-0.502362j 0.19681-1.36535j 1.23446-0.74853j -5.07021+2.07207j -1.04201-0.614147j -1.91719+0.245767j -2.37896+0.0998489j -5.08753+2.73958j 0.568369+0.931271j -4.12552-0.143717j -3.92969+1.51945j -2.42404+0.372797j 4.45125-1.44913j 3.20747-3.45258j -0.990776+0.706846j -0.85042+0.436684j -3.46767+0.565141j 0.561208+0.352582j -1.95628+1.08525j 1.56897-0.971094j -1.01478+0.431277j 2.33093-1.07995j -1.40241-0.433121j -3.48261+0.258049j -0.335117+1.05992j -1.26548+2.80545j 0.100154+1.00412j 0.254707-0.0929462j -1.95579+1.64738j 0.100251-0.486016j 0.310567+0.0188839j 0.840679-0.785438j 1.10428-0.345109j -1.71073+2.01151j -0.46329-0.653388j -0.00866396-0.545883j 0.11655-0.281994j -0.049905-0.164546j 0.0672816+0.156838j 
