0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
0.407948+0.37386j -0.203671-0.539369j 0.0925022-0.640198j -1.33903+1.42808j -1.53918-0.964236j 1.03578-0.19246j 0.47016-0.50072j 0.101443-0.234418j 0.0238014-0.119796j 0.544105-0.660402j 0.169409-0.0906662j 0.114085-0.228565j -0.0647763+0.475216j -0.411397-0.618819j 0.432588-0.0128291j -0.0191588-0.333375j -0.0955993-0.647191j -0.999762+0.893638j -0.489689-0.220385j 0.393938-1.40041j -2.0913-1.83599j -0.508363+0.696563j 1.61379-0.918765j -0.749663+0.770052j -0.402872-0.909081j -2.52349+0.915449j 1.14477+0.338816j 1.21728-0.908231j -1.50752-0.691403j 1.07646+0.552645j -0.445137+0.5135j -0.680496-0.267278j -0.853662-0.24918j -0.0657714-0.119568j -0.0830248+0.149884j 0.482676-0.203809j 0.102349+0.40227j -0.0585243+0.138013j -0.189553-0.10709j 0.86433+0.946085j 0.444347+0.53576j 0.902408+0.958909j 0.41141+0.605733j -1.32985-0.0458826j -1.14759-0.960178j 0.930344-1.55794j 0.099186+0.787062j 1.96159+2.30855j 0.885229+1.23342j 0.683479+0.0207063j 0.501142+1.41306j -4.43419-3.52751j 3.19772+0.672287j -4.4983-2.98987j 2.07639+1.41502j -0.540474-0.433104j -2.58528-1.45413j 1.84621+0.00890267j -1.57608-1.19275j 3.3627+3.28215j 1.58084+0.215209j 1.79532+2.1658j -0.829581+0.693406j 5.35248+3.07097j 0.236413+0.0739822j 6.34717+2.0323j 2.45986+3.20379j -1.33623+0.0532269j -1.90916-2.07703j -3.45823-3.32773j 0.166253+0.442397j -0.0115596+0.110788j 6.15942+3.45478j 0.472281+0.170968j 1.10337+1.96141j -2.10309+0.0956334j 1.52473+0.048907j -1.38621-1.97474j 2.41715+0.912727j 1.90106+2.21003j 0.479502+0.458848j 5.38662+3.2457j 2.93025+1.23797j 0.0112696-0.0274259j 2.87248+1.68877j -1.94306-1.09203j 0.553371-0.0247678j -1.0306-0.541557j -1.38095-1.00567j 2.58292+1.50649j -0.802109-0.342332j -0.453176-0.292847j -0.485665+0.0272189j -0.257086+0.236539j -0.291995-0.0674155j 
-0.555648+0.295456j 0.409926-0.415918j 0.468173-1.08166j -0.400873-0.275187j -1.32273-0.0606826j -1.82876+0.550392j 0.212172+0.434307j 0.693439-0.595506j 1.05925+1.34386j -0.329179-0.0181488j -0.191492+0.651036j 0.759072-1.4233j 0.359134+0.575668j -0.255963-0.427677j 0.373072+0.0356677j 0.0228137+0.157098j -0.782987+0.115413j -0.280151-0.678878j -0.115531+0.803954j -0.910296-0.553896j 0.630609-0.150947j -1.02126+0.0220645j -1.41809-0.421897j 1.27175+0.292935j -1.12649+0.230578j 1.51563+0.0409285j -0.882824+0.0130306j -0.650409-0.0995216j 1.06+0.0572738j -0.509698+0.806514j -0.274733+0.0494725j 0.398318-0.0226258j 0.0888406+0.479023j -0.0557111-0.203539j 0.122238+0.363814j -0.0181393-0.0475454j -0.0499948-0.247526j 0.555975+0.0969106j -0.0900439+0.636394j 1.34108+0.432638j -1.10048+0.670642j -1.97056-0.958503j 1.09107-0.836022j 1.46338+0.962958j -0.485868+1.25931j -1.24139-0.898173j 0.575576+0.886823j -1.19025-1.79711j 1.1699-0.717789j -1.98525-0.865724j 0.149645+0.655017j 2.80924+3.331j -2.50561+0.251519j 3.82199+2.69381j -1.42673-1.59189j 2.01246+0.0225114j 1.72442+0.156276j -1.50344+0.253308j -0.849374-0.992089j -3.63005-3.98263j -0.272393-1.32441j -2.20203-0.00184052j 0.984574+0.117807j -4.38326-3.3721j -0.262756+0.17451j -4.03062-2.04578j -3.20655-3.19159j 1.20798+0.580224j 2.07932+1.75581j 4.35318+2.77777j -0.17926+0.471064j -0.774834+1.23214j -5.34103-3.37771j -0.44017-0.393214j -0.971993-1.52411j 2.29586+0.361012j -2.42094-0.94105j 1.55879+1.18244j -3.04153-1.36568j -0.520025-1.0711j -0.411792-0.739137j -4.88523-2.37863j -2.94004-0.367603j 0.171545+0.62452j -2.11188-1.26793j 1.84029+1.31477j -0.907801+0.430948j 0.336293+0.351256j 1.07573+0.561308j -2.07147-1.21162j 0.729256+0.603498j 0.799323+0.302111j 0.245929+0.250715j 0.277526+0.215932j -0.126184+0.0771797j 
-0.478088+1.28304j 0.323508-0.443586j 0.399296-1.255j -1.42778-0.0815034j 0.352547+0.186899j -1.36345+0.70916j -0.319211+0.463326j -0.570791+0.0875428j -0.0520824-0.0850576j -0.376494-1.43965j -1.13802-0.904126j 0.00429922-0.177536j 1.3424+0.538949j 0.0423456+0.180838j 0.331222+0.285839j -0.174486-1.28563j -0.286507+0.855164j -0.930048+1.16904j 0.306068-0.77352j 3.09341+0.964239j -1.55477+1.45382j 2.03468-1.43428j 1.88724+0.31907j -1.74294+0.240079j 0.983853-0.875825j -3.95767+0.240794j 1.08336+0.832992j 1.65505+0.268461j -2.08617+1.03965j 2.0023+0.581016j -1.34532-0.381154j -0.560348+0.232712j -0.994994-0.221333j 0.598875+0.400129j -0.719648-0.707495j -0.676776+0.143016j -0.313601+0.180269j 0.0971859-0.724434j 0.0465038-0.321414j 0.977742+0.554433j -0.36287+0.172618j -0.182835+0.701224j 1.52211+0.187054j -1.68824-5.41818j -1.44395-1.82234j 1.87178+1.60008j -1.24284-1.09405j 4.1458+8.6182j -0.954199+0.528272j 2.98387+3.59045j -0.741784+0.40877j -5.76287-10.5294j 6.38229+2.42751j -7.42133-8.36065j 3.21402+3.97532j 0.5394-1.45791j -5.61726-2.49102j 2.21728-0.346443j -2.56886-2.88016j 5.15384+10.8618j 0.913802+0.667177j 2.70683+2.32645j -4.09176+0.164498j 9.70645+12.4137j -0.0759177-0.512613j 9.48795+8.1001j 3.82961+8.13795j -2.42281-2.51239j -1.39528-6.47799j -10.732-9.26385j 0.440434+2.07686j 0.261575+1.26416j 12.5902+10.7288j 0.302784+0.300845j 1.39229+4.46507j -4.62177-2.29851j 4.03515+2.86632j -3.99634-2.74769j 7.04505+4.78706j 3.15829+6.77324j 0.58501+1.71209j 11.2642+9.4986j 6.58935+3.90692j 0.559-0.167165j 5.8588+4.60055j -4.77736-3.99607j 1.45189+0.341396j -1.08649-0.937109j -3.49269-2.64616j 5.88983+4.14114j -2.27188-1.77624j -1.52914-1.54173j -0.190721-0.857585j -0.087593-0.283087j 0.294283+0.222905j 
0.600283+0.0686678j -0.412829-0.410575j -1.06092+1.12567j 0.695632+0.68788j -0.544068-1.11896j -1.64114-0.275773j 0.553618+0.0752941j -0.129588+0.424831j -0.216054+0.06057j -0.424853-0.084858j -0.3791-0.076527j -0.035034+0.501387j 0.455887-0.25614j -0.125114-0.0154357j 0.0502963+0.0304493j 0.300296+0.0555183j 0.348063-0.74029j -0.951216-0.518088j -0.0733193+0.393766j -1.84673+1.10411j 0.0563834-0.59761j -0.305568-4.10616j -1.40623+0.564822j 0.823314-0.409289j -0.341779+0.203226j 1.16018-1.14892j 0.0133409+0.021208j -1.4215-0.596457j 1.11006-0.353313j -0.347714+0.578312j 0.823858-0.372168j 0.323394-0.181433j 0.675534-0.125679j 0.0695217+0.549208j 0.290541-0.260898j 0.108001-0.142773j -0.0183022-0.0772165j 0.170968+0.41203j -0.0249063+0.297888j 0.194248+1.1703j 0.0622902+0.378124j -1.77486+1.24848j 0.446502+0.331141j 5.6702-5.67704j 0.406194-1.23812j 0.414092+2.4013j 2.60386-1.86628j -6.68327+8.62187j -1.78503+0.919439j -1.27149+1.89424j 1.4094+0.086382j 12.6676-13.5901j 1.5916+4.96741j 7.84067-10.2676j -5.07654+5.67782j 2.04906-1.13921j 0.779643-1.45789j 1.36+1.20759j 2.8536-2.92786j -12.143+12.0842j -0.972457+1.26572j 0.335417+2.67379j -3.7825-0.27803j -7.75639+13.2552j 0.369554-0.347458j -1.25548+9.26115j -8.32118+9.59711j 1.11902-2.80685j 8.36891-6.23006j 3.86385-10.7703j -2.0945+2.56949j -0.952079+0.71421j -2.13014+10.8072j 0.350536+0.262898j -5.32567+4.55547j 1.09378-5.19276j -0.0562878+3.27096j -0.621275-3.00763j -0.464363+5.07315j -6.3862+6.72994j -2.01135+1.91776j -1.84832+10.3745j 1.60692+4.61565j 1.3135-0.401102j -0.374868+5.27191j 0.301439-3.92242j 1.9036+0.337007j 0.841611-1.47352j -0.109887-2.29677j 1.08367+4.07342j -0.996449-1.02274j -0.0645963-0.860133j 0.413978-0.363404j 0.232206-0.181995j 0.237428+0.27556j 
-1.46438-1.19568j -1.36109+1.50438j 2.00399+0.899723j -0.133008-1.09495j -1.64797+0.116203j 1.55945+0.189746j 2.11556-0.305952j -0.10268+0.657062j 1.02067-0.0565917j 0.522371-0.313531j 1.06758+0.239725j -0.67359-0.668956j -1.08608+0.599722j 0.125039-0.158518j -0.160901-0.048141j 0.142542+0.48226j 0.297416-0.623026j -0.752135-0.236311j -0.000749654+0.645313j -0.75268+0.946718j -0.432012-0.231117j -0.69945-1.20513j -1.29312-0.41316j 0.630012-0.014934j -0.781097-1.0045j 0.685601+0.846168j 0.371767-0.287277j 0.618498-0.382005j 0.472437+0.967442j -0.257577-0.865188j 0.666189+0.980522j 0.256169+0.391803j 0.411956+0.639839j -0.316715-0.539916j 0.375535+0.790692j 0.00882677+0.276646j 0.0521863+0.0869572j 0.10617-0.683738j 0.183492-0.31787j -1.51651-0.907431j -0.933911+0.117673j 5.31443-3.49354j 0.19847-0.825101j -10.9419+13.2241j 0.405072+1.4273j -1.24195-4.43154j -4.31682+6.01131j 8.68657-19.8589j 5.96952-2.31233j -1.69589-4.73764j -0.70445+0.249759j -18.872+31.4634j -7.24008-7.04708j -6.0139+27.8874j 7.43449-13.6791j -3.58256+4.50317j 4.61563+10.8058j -2.90513+0.0799575j -4.87632+6.07082j 17.3163-30.6104j 1.94828-4.52344j -1.7416-5.0442j 11.0745+0.524213j 5.64741-33.327j -0.482959+1.18757j -6.13078-22.5228j 11.722-24.2573j 0.798145+7.42619j -13.7456+16.5922j 1.68178+26.9866j 3.54872-6.12293j 1.48811-1.96688j -6.52086-28.7706j -0.87473-0.82601j 8.47077-11.8395j 1.84725+10.7131j -2.62251-8.52146j 4.54367+7.8426j -5.74352-13.0186j 9.31733-17.2702j 3.16087-4.93495j -6.06427-26.5982j -8.60076-11.6328j -2.85605+1.01466j -4.28749-13.6664j 4.29167+9.97703j -5.09903-0.821406j 0.140871+3.7551j 2.81994+5.97788j -6.98046-10.4421j 3.95664+3.06528j 1.54227+2.51663j -0.366803+1.16487j -0.236157+0.518838j -0.669146-0.757971j 
-0.154402+0.412687j 0.253559-0.164567j 1.16688-0.190619j -2.16301-1.00027j 0.33947-2.02224j 0.459678+1.95707j 0.666996+0.405673j 4.37609e-05+0.22904j -0.496646-0.517309j 0.827991+0.344687j -0.01544+0.546756j 0.188143+0.0720534j -0.57617+0.0285219j 0.639546-0.631149j 0.239667+0.615148j 0.0721026+0.0478738j 0.220471+0.213921j -0.083656-0.333493j -0.0357321+0.426569j 0.898779+0.39115j 0.403763+0.786084j 0.543339-0.24692j 0.0575626+0.569552j 0.309507-0.4948j 0.802197+0.859278j 0.748131-0.682361j 0.313849-0.122229j 0.16253+0.841952j -0.206884+0.324104j 0.178842-0.195262j -0.423328-0.575435j -0.00343973+0.131489j -0.132822-0.0763042j 0.137456+0.0637638j -0.292411-0.400948j -0.359558-0.0389432j -0.0177239-0.226167j 0.13773+0.223055j -0.141913-0.0587205j 0.551213-0.67349j 0.751654+0.552044j -0.406665+0.120052j 0.376991+0.530692j 3.40932-4.32411j -0.258151+0.311833j 0.166872-1.13046j 1.55728-0.670273j -1.38521+3.8757j 0.109706-1.29239j 0.513201+0.711242j 0.635334+0.876869j 3.88696-5.5012j 1.79872+0.865331j 0.403941-4.70024j -1.86554+1.06657j 0.817639-0.0815888j -1.42832-1.63276j 1.40805-0.0615814j -0.584316+0.258394j -2.64203+6.96051j 0.210704+0.431476j 1.42491+1.80758j -3.18458-0.314837j -2.31455+5.78756j 1.0433-0.962328j 1.76745+3.14383j -0.426074+5.10108j -0.140344-0.745484j 1.89662-3.31991j -0.798232-5.66695j -1.84873+1.97455j -0.58571+1.13958j 1.74697+5.42057j 0.384043-1.02992j -0.320932+2.56497j -0.343605-1.68349j 0.230201+1.63222j -1.42434-1.87129j 0.959977+2.8082j -1.466+3.28298j -0.715032+0.695317j 1.96349+5.06272j 1.67184+1.85781j 0.413629+0.0835083j 1.18579+2.45406j -0.87892-2.10815j 0.708693+0.18961j -0.223078-0.676413j -0.863427-1.5049j 1.50168+1.77779j -0.897225-0.698677j 0.102468-0.676656j 0.126559-0.270578j 0.274736+0.359237j -0.0457405+0.348028j 
-0.902366-0.166817j -0.676863-0.43748j -1.14357+0.789481j 0.780419+0.708704j 1.77904-0.766135j 0.423315+0.457963j 0.195051-0.520646j 0.933676+1.42152j -0.0427111+0.614322j -0.382868+0.413645j -0.0947046+0.64601j 0.225562-0.204917j -0.29429+0.0246456j 0.106824-0.136211j 0.215058-0.289905j 0.196032+0.573399j 0.667746+1.10636j 0.426046-0.154818j 1.45311-1.99452j 0.101917+1.74193j -0.0958287-0.696312j 0.0800188+0.219394j -0.331755-1.44652j -0.967264+1.83387j -1.71425+0.427573j 0.231183-0.133537j -0.77864+0.0241336j -0.689412-0.0228282j 1.29934-0.470824j 0.279565-0.781762j 0.340469+0.074172j 0.301522+0.233652j 0.0881765+0.202171j -0.202412+0.325134j 0.502466+0.19076j -0.113183+0.452965j 0.175152+0.13422j -0.331425-0.500154j -0.226306-0.182362j 0.394668-0.749687j 0.57347+0.0097577j 1.0103-1.86969j -0.352708-1.10756j -2.17173+2.81678j -0.404012+0.0241561j -0.895955-0.343724j -0.272466+1.96723j 0.979873-5.04486j 0.369518-0.75708j -2.2359-2.94339j -0.709024+0.383107j -5.62203+8.63671j -1.58167-0.302033j -1.64927+6.63269j 1.53853-4.30043j -0.647462+0.742069j 2.13713+2.45373j -1.54654-0.91013j -0.8118+2.26876j 3.159-9.69008j -0.0121941-0.251567j -0.345457-1.62638j 2.88848+0.370874j 0.225282-10.7638j -0.286019+0.24707j -2.95439-7.62986j 2.73709-7.06153j 0.655027+2.07742j -2.94053+4.91854j 1.86498+7.52821j 1.46049-1.99142j 0.340817-0.694348j -3.1476-8.37091j -0.141639-0.388438j 1.98298-3.5013j 0.711839+2.94209j -0.59243-2.32961j 1.38442+2.05505j -2.13894-3.71174j 2.16023-5.31775j 0.658965-1.61519j -2.65572-7.44294j -2.60372-3.04103j -0.56974+0.525645j -1.81821-3.81027j 1.2803+2.4736j -1.2087-0.0974932j 0.0312419+1.01489j 1.12117+1.81213j -1.92509-3.32818j 1.34649+1.11414j 0.822234+0.946687j -0.117029+0.54531j 0.0204782+0.185402j -0.00684488+0.133205j 
-0.0819184+0.593701j 0.927037+1.14994j 1.4851-0.57142j 0.0154149-0.502297j -0.761939+1.47969j 0.420053+0.807611j -0.851609-0.921272j 1.0431-0.136463j -0.191728-0.0852231j -0.5524+0.51625j -0.37798+0.060829j 0.390918+0.413006j 0.348589-0.3299j 0.0285504+0.00314422j 0.0661619-0.0401139j 0.1041-0.195367j -0.118578-0.435199j -0.726196+0.312209j 0.0722921+0.182717j -0.275994+0.844658j -0.417384-0.163654j 0.238846-1.78159j -0.365024+0.265578j 0.209388-0.181692j 0.00435795-0.0607507j 0.0258188-0.419883j 0.221746+0.149004j -0.252057-0.224287j 0.165142-0.013833j 0.107533+0.252003j 0.20474-0.0862847j 0.0334065-0.0390599j 0.118207-0.0660609j 0.0196966+0.209921j 0.0378501-0.0919047j -0.0164768-0.0417962j -0.029441-0.00281396j 0.15238+0.200133j -0.157071+0.146886j -0.503711+0.465726j 0.167429-0.426014j 0.153138+1.17494j -0.7494+0.343776j 1.84748-3.29535j 1.22945-1.04563j -0.600502+0.114689j 1.23045-1.36741j -2.5365+2.14527j -0.140143+1.49231j 1.06377+0.224198j -0.452603-0.110106j 4.55914-5.89551j -0.139472+1.8259j 0.512324-0.479249j -1.14475+2.11315j -0.415827-0.839612j -2.01119-2.91958j -0.198439-0.742868j 1.03061-1.64884j -3.32445+4.38422j -0.456017+1.1539j -0.477157+0.48165j -1.98831-0.0514976j -1.75376+4.70758j 0.382402+0.16751j 0.64809+3.05418j -2.30282+3.53389j -0.204235-0.855152j 2.26347-2.08341j 0.237503-3.62983j -0.823485+1.33839j 0.151522+0.347151j 0.526374+4.06804j 0.294614+0.281907j -1.67443+1.51786j 0.310625-1.29836j 0.133516+1.4162j -0.520573-1.13581j 0.673213+1.69753j -1.75075+2.21453j -0.456862+0.490846j 0.31172+3.77179j 1.43852+1.65503j 0.645034+0.0175554j 0.515323+1.94317j -0.278133-1.1071j 0.748534+0.0160499j -0.0397898-0.390327j -0.127856-0.870794j 0.868541+1.48623j -0.532486-0.307707j -0.0833313-0.277972j 0.0884316-0.115716j 0.0669276-0.0654101j 0.103198+0.101356j 
-1.50101+0.484928j 0.60253-0.365137j 0.163698+0.270583j -0.346586-0.627721j 0.090981+0.951237j -2.19931+0.585521j -1.7029-0.869743j -0.309051-0.596472j -0.526607-0.399975j 0.551752+0.149195j 0.274466-1.02808j -0.371747+0.071451j 0.578269+1.17488j -0.523739+0.270648j -0.190047+0.393119j 0.951465-0.0369185j -0.668637-0.279151j -0.603806-0.711677j -0.178009+0.00517363j -0.23926+0.102794j -0.0315009-0.353479j -0.353106+0.0828611j 1.99408-0.402461j 0.42653+0.291912j 0.855894+1.41016j -0.575752-1.41818j 0.731679-0.27639j 0.230419+0.170801j -0.761864-1.37049j 1.11416+0.943252j -1.39429-1.45064j -0.599743-0.649503j -1.3494-0.94621j 0.338385+0.351974j -0.729424-0.679323j -0.0432725-0.178171j 0.0319552-0.135347j -0.359762+1.259j 0.17524-0.581503j 2.08934+2.10274j 0.878871+0.0609202j -4.43751+2.71809j 0.723634+0.711249j 9.9499-14.9983j -1.55398-2.90213j 1.57013+4.82576j 4.13763-3.36492j -7.74671+17.2041j -2.85855+3.59878j 3.40614+5.55701j -0.477978+1.02517j 17.5272-33.3468j 8.61577+7.35035j 4.89309-27.1268j -8.11343+12.8779j 2.35035-4.98264j -5.30467-8.90113j 3.05415-0.810297j 3.37801-6.428j -13.0615+31.4235j -1.61619+4.60949j 1.80763+6.08938j -11.2731+0.104342j -3.67369+34.4124j 1.35809-1.43655j 7.34828+22.0787j -10.6912+24.5563j -0.922473-7.0966j 10.8995-17.5264j -4.08855-27.1074j -4.51456+7.09322j -0.967603+2.17312j 8.44795+29.5631j 0.525457+1.17195j -6.66016+12.3862j -2.60839-10.2512j 3.45287+8.56603j -5.01547-7.82984j 6.7041+13.4645j -7.45545+18.5142j -2.63866+5.69148j 8.41756+27.187j 8.41758+11.2964j 2.14984-1.63428j 4.98004+13.8817j -5.2862-10.9419j 4.30475+1.19352j -0.105053-4.10765j -4.16474-6.03659j 7.60404+10.8989j -4.10522-3.54916j -2.26122-2.80947j 0.326355-1.52822j 0.0763035-0.469105j 0.616428+0.759158j 
-0.617413+0.106792j 0.18744-0.0422145j 0.783629+0.592761j 0.413775-0.534396j -1.04062+1.942j 0.423601-0.491925j 0.0586992+1.74176j 0.218943+0.216189j -0.0297416-0.150673j 0.844226+0.297732j -0.348382+0.066943j 0.0710146-0.698821j -0.00307363+0.126023j -0.221209-0.181602j 0.0518701-0.133061j -0.554646+1.1805j 1.40872+0.94228j 0.507417-0.66342j 0.651653-0.464171j -1.16519+0.527554j -1.13701-0.890524j -0.679253+0.248553j -2.67468+1.83318j -0.073863+0.417357j -1.07507+0.04397j 2.46905+0.534137j -0.768156+1.05686j -0.530207+0.561318j 2.23908-1.05528j -1.09121-0.0973261j 0.56449+0.273218j 0.731975-0.152906j 0.790153-0.41846j -0.829187+0.156577j 0.387658-0.10702j 0.416046+0.224084j 0.347832-0.0340228j -1.82877+0.893512j -0.738856-0.288041j -1.25205-0.492677j -0.556689-0.68563j -2.66846+1.15713j -0.479418+0.514204j 6.99451-2.60824j 0.681962+0.351934j -1.44793+0.587727j 1.88999-1.50835j -6.11931+4.90907j -0.724892+1.48406j -0.376674+3.18276j -0.235003+0.974481j 13.8164-7.76722j -1.24561+2.53664j 9.02596-5.86733j -5.86793+2.19126j 1.7194-1.12474j 1.0841-1.30594j 0.571712-0.266243j 2.43845-0.194967j -12.546+7.01343j -1.99847+1.45023j -0.15765+0.330362j -0.563484-1.01798j -11.7423+7.65857j 0.488795+0.11524j -4.89158+5.17689j -9.4328+4.85365j 1.4379-1.03788j 7.39594-3.33079j 7.67036-4.66479j -2.87575+1.81181j -1.14753+0.332546j -7.2199+6.11806j -0.201905+0.300406j -4.89547+2.31482j 3.54285-2.16289j -2.30224+1.26641j 1.608-1.61103j -2.50479+2.56037j -6.47884+3.7534j -1.90271+1.21713j -6.29998+5.75384j -1.68994+2.57203j 0.807502-0.451441j -3.26854+3.00305j 2.05849-1.7445j 0.601506+0.394847j 0.97004-1.22012j 1.05608-0.997026j -1.59538+2.12571j -0.14792-0.1844j 0.323495-0.0445396j 0.264071+0.04558j 0.158+0.109395j 0.0472977+0.460237j 
0.131868-0.798729j 0.0723123-1.36038j 1.29674-0.644754j -0.699703-0.473039j -0.150962-0.231828j 0.226562+0.555994j -0.13286+0.120538j -1.44431+0.920219j 0.790887+0.220605j -0.332717+0.597999j 0.41269-0.283461j 0.130507+0.154125j 0.0913296-0.513198j 0.481291+0.420413j -0.0702341+0.173807j -0.0624096+1.87129j 0.688523+0.244328j -0.640974-1.45414j 0.479659+0.751109j 0.813027-2.17456j 0.793909-0.315121j -0.746665+0.0937609j -1.70466+0.242126j -1.86814-0.805276j -0.0850721+0.77872j 1.63283-0.536915j 0.277378+0.216316j -0.524258+0.174378j 0.254702-0.0799739j 0.291237+0.311359j 0.644712-0.333099j -0.361509+0.0306574j 0.223757+0.348695j -0.498447+0.317315j 0.163609-0.417581j -0.690107+0.418351j -0.151964-0.16974j -0.0257837+0.471804j -0.0766488-0.122816j 1.02487+0.561248j 0.966867+0.347663j 0.308436+1.09649j -0.0215968+0.80815j -1.11727+0.994871j 0.237816-1.38126j 0.554214+0.308657j -0.594901+2.36777j -0.725344-1.10594j -0.999821+0.7241j -0.433839-0.849631j -1.72939+1.36924j 1.32506+3.55913j -1.154-1.1055j 1.96938+2.71151j -0.344894-0.509336j 0.710087+0.634165j 1.3701+0.592533j 0.145166+0.68622j 1.00658+0.726271j -1.44923-2.13439j -1.18613-0.569389j -1.38518-1.28168j 1.21681-0.347272j -3.15455-2.37708j 0.159181+0.185401j -3.3418-1.69407j -1.01158-1.79955j 1.02337+0.695249j 0.200946+1.68656j 2.64352+1.70955j 0.0982456-0.433648j -0.167288-0.111477j -2.80638-2.06805j 0.046797+0.00821849j -0.241337-1.06017j 1.15888+0.5418j -1.41223-0.384747j 0.684288+0.0615471j -1.70033-0.920667j -0.487981-1.54866j -0.0543001-0.52453j -2.64481-2.0226j -1.51306-0.693312j -0.0524012+0.121276j -0.966322-1.24244j 1.5508+0.710113j -0.300531+0.0395482j 0.529666+0.575629j 0.817257+0.57205j -1.56027-0.929183j 0.286333+0.387219j 0.18008+0.311955j 0.218522+0.0565051j 0.146617-0.140137j 0.190445+0.252057j 
-0.0490398+0.711991j -1.23144+1.00819j 0.054717+1.08685j 0.950503-1.42365j -0.387581-1.9194j 1.33587+0.186098j -0.921194+0.371993j 0.933095-0.621159j 0.926794+0.0931865j 0.513321-0.326582j 0.346564-0.494568j -0.220785+0.0445105j 0.801973+0.177068j 0.238635+0.0692449j -0.0999971-0.157049j 0.163558-0.343166j 1.06786+0.299893j 0.617284-0.271385j -0.357912-0.0631399j -0.129299-0.45529j 0.133382-1.40345j -1.10954+0.189187j -0.504466-1.11348j -0.536609+0.241807j -0.397204+0.242833j 0.638756+0.784778j -0.589682-0.56997j -0.853999-0.361724j 1.09452+0.439635j -0.460661-0.479645j 0.925728+0.164556j 0.3484+0.2336j 0.605728+0.551922j 0.00551455+0.137088j 0.65212-0.0813623j -0.0748637+0.260985j 0.143918+0.121265j 0.249261-1.55511j 0.0764602-0.00524727j -0.262768-0.262463j -1.30226-0.695502j 0.975933-2.68597j 0.192038-0.182531j -0.308947+1.43362j 0.707416-0.39271j -0.0943174-0.244663j -1.54826+1.37461j 0.634864-6.05709j -0.655123+0.16809j 0.626984-0.836474j -0.262914-0.0441078j -0.709364+4.92028j -1.98539-2.30062j 2.28878+5.4589j -0.312696-3.29015j 0.73245+0.270756j 1.73869+2.16623j -0.591065+0.891607j -0.585512+0.930089j 1.14196-6.34952j -0.146339-1.13831j 0.214499-0.741456j 2.19697-1.32348j -1.53109-6.82278j 0.190015+0.238585j -2.6388-3.9812j -0.0664348-4.61548j 0.686592+1.50695j -0.33637+3.78863j 2.2083+5.75561j 0.102415-0.87966j 0.0296995+0.00597574j -3.29639-6.07185j 0.0986404-0.120698j 0.21599-2.18111j 1.60262+2.12353j -1.72498-1.59647j 1.37638+1.63966j -2.33539-2.73497j -0.237162-3.1613j 0.0212466-1.20527j -3.78232-5.00583j -2.54067-2.67693j -0.247479+0.206611j -1.9284-2.72158j 2.04492+1.90873j -1.20837-0.0975755j 0.578077+0.963563j 1.29266+1.27853j -2.29619-2.14241j 1.00225+0.531113j 0.603389+0.529366j -0.0309384+0.198609j 0.0112631+0.30781j -0.23053+0.00770668j 
