0.0501873+0.108518j -0.132635+0.170133j -0.0379434-0.0110881j -0.261828-0.0603079j 0.178443-0.111873j -0.181033-0.0308983j 0.105724+0.0227068j 0.216226+0.107075j -0.215517-0.0512112j -0.0484233-0.111053j -0.26534-0.112577j 0.38695+0.191482j 0.139456-0.203558j 0.156814-0.219328j 0.027083-0.090499j -0.0595716-0.437315j -0.17701-0.374261j -0.150924-0.318331j 0.0609426-0.120844j -0.15717-0.265043j -0.218664-0.154758j 0.349238+0.137127j 0.130357-0.215634j 0.21445+0.0470414j -0.0699986+0.360089j 0.465249+0.242899j -1.17475+0.333327j 1.19964-1.52416j 0.217677+0.240073j 1.33812+1.93655j 0.199501-0.53366j 0.00431172+0.0935821j -0.0470972-0.562685j -0.264675+0.465058j -0.210864+1.1578j 0.129292-0.466633j -0.0874881+0.470722j 0.190134-1.35972j -0.0981953+1.06557j 0.296866-1.81128j -0.0797644+0.164005j -0.216264+2.19692j 0.120294+1.29357j -0.371539+1.61323j -0.280692+1.2358j 0.266496-0.295532j -0.279502+1.25052j -0.0311979+0.606706j 0.98427-2.22279j -0.461169+1.5947j 0.451313-0.764042j 0.629003-1.02263j 0.160119-0.0379082j -1.12687+1.60809j 0.846356-1.5562j 0.306761-0.641823j -1.51206+2.79206j 0.0245563+0.15763j -0.724638+2.26771j -0.218907+0.984244j 0.167574+1.52749j -0.0950604+0.79382j -1.20907-0.208662j 0.565791-0.46356j -0.582151+0.450954j -0.984473+1.18324j -1.38292-1.16498j -0.139472+1.96723j -3.22714+1.83868j 
0.273656-0.117883j -0.0629281-0.996947j 0.475922+1.15237j 0.0464275-0.462998j -0.706604-0.398958j -0.635682-0.529562j 0.226764-0.202095j -0.233132+0.108451j 0.408067-0.165494j -0.0691768+0.469395j -0.574243-1.23598j 0.125528-1.92564j -0.352691+0.778854j 0.178281-0.107224j -0.211174+0.0123776j -0.0522072+0.926178j 0.519615-0.00124584j 0.940639-0.66336j 1.16326+0.0322748j -0.0862578-0.324036j -0.140581-0.110213j -0.461552+1.38789j -0.0648153+0.00170215j 0.419387+0.160572j -0.363824+0.227373j 0.298059+0.535226j 0.0848283-0.34267j 0.101252+0.131969j 0.0538384+0.373566j -0.0802787-0.0551806j 0.466105+1.03089j 0.0128112-2.5622j 0.0802705+2.69457j 0.608454-1.24042j 0.335065-7.01478j -1.12298+0.348998j 0.260765-3.09988j 1.70429+9.88845j -1.44882-5.55076j 0.670074+12.1117j 1.06641-0.434619j -0.199-13.2708j 1.21266-6.28142j 0.0284655-10.1862j -0.569312-11.3908j 0.17614-0.802752j 0.186918-9.04887j -0.654955-7.59452j 0.419459+18.0595j 0.040163-9.49184j -0.786394+7.76487j 0.533949+6.61018j -0.491742+3.5353j 0.442051-7.97117j -0.189851+9.7643j -1.37709+4.67189j 1.67788-15.2749j -0.0267768-0.882235j 0.692837-11.0934j -0.0108392-2.93989j 0.135021-9.43535j -0.450899-3.40238j 0.437994-0.016392j -0.143921+5.64276j 0.154182-2.36284j 0.136444-3.37345j -0.110144-0.144233j -0.152895+0.998171j 0.242388-0.111053j 
0.0485646+0.0787216j -0.209225-0.0713308j 0.0234515-0.742741j 1.18311-1.04737j 0.779616-0.156445j -1.41097-0.584324j -0.265231+0.878635j -0.148798-1.80659j 0.733497+0.658269j 0.0975881+0.277616j 0.806529+0.268964j -0.393694-1.14467j -0.397569-0.903407j 0.307772+2.17034j 0.329851+0.843264j -0.93903+0.60814j 0.328259-0.248626j -0.648573+1.48225j -0.00923444+0.557644j -0.607361-0.352841j -0.425225+0.800961j 0.921684-2.98217j -0.126669+0.30679j 0.318928-1.83807j -0.237006-0.636136j 0.267216-2.30009j 0.115458+0.78071j 0.462491-0.212945j -0.300605-2.95869j -0.252149-0.0801821j 0.178267-7.75156j -2.1048+3.24275j -4.81565-34.2885j 2.81732+14.9087j 3.55939+66.7923j -3.28676-7.38553j 1.28221+28.8983j -6.36345-85.1307j 3.41233+48.8634j -7.24189-119.876j 0.501433+9.11982j 7.09858+139.435j 3.40071+71.1902j 3.18976+106.173j 3.91774+86.9781j -0.872092-0.360608j 1.44105+89.1311j 3.7862+70.0246j -3.97654-177.81j 2.76805+113.52j -1.69322-75.8789j -1.33116-71.4114j -0.4202-31.6141j 1.87462+79.9015j -1.14121-96.2171j 0.89566-48.9318j -0.92594+146.753j 0.6504+5.14385j -0.339287+105.024j -1.87028+29.4177j -1.54262+89.0437j -0.311291+32.4934j -2.14554-0.749829j 2.48247-55.9813j -0.664365+17.2647j -2.56714+33.4107j 1.14635+3.92823j -0.10822-8.08555j -0.175333+1.83653j 
0.147366+0.057946j 0.419005-0.364913j 0.306092-0.555834j -1.48983-0.735676j 1.12702-0.173723j 0.745271-0.384084j -0.725845+0.286994j -0.127622-1.30664j -0.473141+1.08526j -0.208471+0.877541j 0.0171682+0.622237j 1.2544-0.0394538j -1.23599+0.393036j -0.250605-0.905235j -0.883344+0.370413j -0.285353+1.67646j 0.103151+0.268962j -1.27291-0.205623j -0.550261+0.296643j -0.897435+0.336598j 0.444351+1.13645j 0.178665-1.23507j -0.368941+0.452053j 0.167903-1.08485j 0.23683-0.151777j -0.035787-1.21831j -0.198742+0.7502j -0.108858-0.56444j -0.0293739-1.48932j 0.27562-0.455755j -0.718736-3.59801j -1.13904+0.0718054j -2.86788-12.4143j -0.213439+3.85392j 0.737255+27.5292j -0.734467-4.70754j 0.162365+11.8223j -4.54972-33.987j 0.424624+18.744j -3.42495-47.6384j 1.42622+4.29686j 4.54467+54.9504j 3.22059+28.4008j 1.81796+43.0754j 1.69221+35.7843j 0.566905-1.19942j 1.87136+35.5436j 1.32034+28.9543j -3.00684-71.9337j 1.17201+46.2936j -1.17518-29.2573j 0.357748-30.198j 1.44174-11.703j 1.52484+33.0192j -1.35431-39.9028j 0.0880302-19.8454j 0.255649+59.7388j -0.0575524+1.93875j 1.44269+42.8788j -0.342325+12.4009j 0.464755+35.9076j 0.364916+13.1154j -1.27195-0.333862j 0.629599-23.2304j -0.425799+6.87745j -0.562415+13.3313j 0.422532+1.14184j 0.414952-3.29844j -0.00884625+1.11278j 
0.372576+0.303718j -0.146425-0.0369304j 0.207216-0.952603j 0.434361-0.611483j 0.876384+0.343767j 0.188343+0.354408j 1.07018-1.06143j -1.32132-1.51336j 0.686799+1.24372j -0.66471+0.666187j 0.558374-0.486435j 0.131812+0.253686j -0.320351+1.01853j -0.255069+1.28528j -0.00753596+0.147732j -0.613661+0.44595j 0.103233+1.65119j -1.27483-0.00166269j -0.119006+0.593657j -0.0246518+0.641786j -0.274944+1.36858j 0.986385-2.93172j 0.332186+0.621649j 0.568104-2.30713j -0.616337+0.417638j -0.063537-2.38856j 0.470375+1.19163j 0.367734+0.0978789j 0.464179-1.42358j 0.0253995-0.0819543j -0.322681-5.82307j -2.10627+2.16095j -2.44178-24.5228j 0.639796+8.6155j 6.97468+46.2823j -1.68379-5.91105j 1.11494+20.6372j -4.51418-60.9614j 4.52778+33.6982j -5.82303-82.3906j 1.3259+7.43647j 5.34908+98.4794j 2.76023+49.9345j 3.3611+74.8283j 0.960818+60.1647j 0.0547587-2.32294j 1.74758+64.527j 4.24261+49.7189j -4.97791-125.619j 2.42733+80.911j -1.17907-53.5618j -1.01368-50.6299j -0.463854-22.0744j 1.66277+55.6722j -1.28961-68.3845j 1.01972-33.2839j 0.986466+104.11j -0.0154683+3.72017j 0.85498+74.3441j -0.610786+20.549j -0.152748+62.829j 0.0410938+22.8107j -1.05063-0.719665j 1.10428-40.1975j -0.908956+11.9313j -1.24768+24.1584j 0.121898+2.66331j -0.429476-5.94834j -0.14107+1.28511j 
0.031969-0.00671147j -0.257559-0.275838j -0.0730824+0.394329j -0.464237+0.10153j -0.444357-0.428033j -0.546305+0.217206j 0.0291371-1.01833j -0.878061-0.731479j -0.828012+0.0570998j 2.65638-0.184264j -0.228143-0.544026j -0.653679+0.338809j -0.527813-0.261496j -0.384276+0.0414763j 0.207766-0.161329j -0.239998+0.220439j 0.0539319+0.461404j -0.69854-0.0071743j 0.0481781+0.439074j 0.0701315-0.099631j -0.0827302+0.285118j 0.161346-0.757962j -0.0358173-0.107846j 0.0610192-0.356996j 0.0221761-0.2216j 0.0675029-0.599249j 0.0522238+0.246738j 0.0894018-0.0536962j -0.00468566-0.745072j -0.0376485-0.0400606j 0.0983345-1.61517j -0.484372+0.0271215j -0.274932-8.57572j 0.326299+3.6604j -0.920275+15.0662j -1.31586-3.18155j 4.63747+3.98339j -1.06985-20.0229j 0.115129+11.4194j -1.23377-27.3217j -0.310051+2.26585j 1.14594+32.3705j 0.0936745+17.441j 3.11127+25.4633j 0.290184+19.9428j -0.36945+0.396356j 1.36875+19.3085j 0.541211+16.6339j -0.37836-41.884j 1.03899+26.4263j -0.290081-18.0123j -0.311305-16.8992j 0.0565185-7.1779j 0.62683+18.2754j -0.364345-22.6922j 0.357291-11.5079j -0.0692171+34.5151j -0.508134+1.11041j 0.0770367+24.6964j -0.404454+6.85962j -0.104236+20.8383j -0.0203405+7.62126j -0.644703-0.208945j 0.548244-13.079j -0.0728084+4.21051j -0.572884+7.78321j 0.237211+0.892173j -0.00716538-1.90669j -0.0418371+0.446974j 
0.00337936-0.781224j -0.166219-0.588922j -0.808886+0.0243881j 0.888121+0.447665j 0.660719-0.182865j 0.26822+0.607452j -1.12016+0.187443j 1.89143-0.872881j 1.39262-0.364828j 0.595978-0.141528j -0.790034-0.735987j -0.41594-0.51605j -0.833366-0.20881j -0.96018-0.140346j 0.0621073+0.0723846j -0.10772+0.0729012j 0.0196712-0.295317j 0.072594-0.365467j 0.279452-0.462742j -0.11867-0.320604j 0.141424-0.615345j -0.383716+0.892698j 0.316995-0.312905j -0.216895+0.470207j 0.163541-0.0934883j 0.347669+0.923243j -0.367363-0.272262j -0.112507+0.430008j 1.25114-0.0486751j -0.939349+0.714851j -0.998989+2.42002j 1.25467-0.726806j 1.09231+3.32557j -3.02-2.77864j -2.2095-9.97695j 2.03814+0.173004j -1.43862-5.68032j 2.26243+13.3441j -1.0317-9.05917j 3.68587+17.3066j 1.30021-0.835134j -4.31316-23.2853j -1.75488-12.2124j -3.18925-17.0598j -1.64473-14.7754j -0.282727+0.579695j -2.11995-14.7923j -2.25491-11.4105j 5.69377+27.9018j -2.61048-18.9322j 1.88299+11.5517j 1.89908+10.5624j 0.279906+4.70517j -2.13959-12.1841j 2.02602+14.7227j 0.738823+7.56395j -3.05702-23.5088j -0.430562-0.88123j -2.34288-17.1909j -0.998788-4.90466j -1.48841-14.4602j -0.842668-5.35819j 0.369784-0.260763j 0.520811+9.02833j -0.575361-2.46696j -0.596316-5.19045j 0.139341-0.809753j 0.10094+1.26108j -0.0298722-1.16183j 
-0.0685315+0.891406j 0.922372-0.69952j -0.119142-0.67973j 0.301801-0.11365j 0.801508-0.539768j -1.89182+0.168134j -1.44063+0.667372j 0.0716195-0.416142j 0.185459-0.783831j 0.569849+0.702432j 0.408222-0.0856682j 0.319545+1.61321j -1.3785-0.766868j -0.754181+1.27135j 0.533746+0.542795j 0.308477+1.14873j -0.511192+1.54782j -0.158547+0.112769j 0.192537+0.411992j -0.240329+1.21163j -0.184819+1.25063j 0.561472-2.77435j 0.451631+0.435327j 0.0105934-1.54936j -0.280636+0.213087j 0.0132374-1.84203j 0.379152+1.22342j 0.117747-0.233578j -0.70165-0.952195j 0.765523-0.506524j -0.928881-4.49787j 0.155728+1.2446j -1.76654-17.9207j 1.49362+8.65374j 3.75174+35.7979j -1.78412-4.63237j -1.03954+16.1616j -6.77357-48.4034j 0.689666+28.4622j -3.23789-67.4379j -0.453004+5.25598j 7.53836+78.3464j 3.17367+40.2949j 5.11238+60.681j 2.19877+47.8821j -0.40895+0.794515j 3.38914+51.9219j 3.43246+39.7713j -4.97022-100.296j 1.90423+63.7951j -1.45355-43.0517j -1.99469-40.4482j -0.693132-18.1735j 2.60694+44.9019j -2.35909-54.4372j -1.05084-26.6951j 2.64717+83.1507j 0.0439493+2.58129j 1.87381+59.3522j 0.18963+16.9778j 1.11582+50.9885j 0.534402+18.3555j -1.03655-0.663769j 0.129364-31.5018j -0.573175+9.67221j -0.706859+18.9391j -0.195031+2.06671j -0.298535-4.81453j -0.105321+1.72019j 
0.00870326+0.160944j -0.0275416+0.488365j 0.165934+0.755778j -0.0679522+0.722233j 0.161639-0.513339j 0.329964+0.171498j 0.530188+0.310715j 0.869066+0.33181j -0.146483-0.0272275j -0.108958+0.0731611j -0.598357+0.24722j 0.181593-0.242807j -0.0473521+0.500389j -0.286436+0.532484j -0.187865-0.0183534j -0.776474+0.41359j -0.300291+0.776413j -0.628418+0.58101j -0.298925-0.00091082j -0.129397+0.0906072j -0.188519+0.620044j -0.00042288-1.55644j 0.276611-0.470339j -0.238805-0.635j 0.548933+0.138861j -0.15401-0.504416j -0.547258+1.47823j -1.71644-2.35047j 0.00665888-0.355336j 3.65141-1.16939j -0.26566-0.345629j 0.140708+0.0087944j 0.0887645-0.614493j -0.819738+0.192873j 0.0720545+0.34198j -0.190263-0.269001j 0.151276-0.0168099j 0.594301+0.21108j 0.586564-0.622683j -0.190338+0.0178911j 0.0627755-0.10344j -0.264441-0.553478j 0.031369-0.63462j -0.362108-0.561391j 0.040132-0.42508j -0.342004-0.50294j -0.452948-0.576991j -0.594278-0.731259j 0.95843+0.595949j -0.0771705-0.597456j 0.417196+0.29788j 0.426241+0.0389714j 0.188656+0.180755j -0.416968+0.393679j 0.301983+0.0636434j 0.113043-0.277181j -0.210979+0.29395j 0.38575-0.0277745j 0.0266546-0.0419513j 0.308079+0.194644j 0.65183-0.758469j 0.106809-0.0366795j -0.52101-0.0670351j 0.0395762+0.694499j 0.24229+0.11188j -0.250168+0.142587j -2.09153-0.276764j 0.564763-0.176846j -0.884041+3.15471j 
0.0205747-0.227886j 0.744036-0.938586j 1.03962-0.459913j 0.33955-0.694394j 1.4949+0.663373j 0.553093+1.4495j -1.09614-1.03409j -0.755677-0.314632j -0.507869-0.00750562j -0.158729+0.320634j 0.633697-0.665763j -0.481231+0.529441j 0.360173+0.5139j 0.110398+0.162537j -0.146271+0.104493j 0.549824-0.238592j 0.253523-0.545635j 0.173936-0.108856j -0.0867387+0.409002j -0.162955-0.0365383j 0.581555-0.452736j -0.298511+0.504167j 0.131638+0.466075j -0.0493381+0.509155j -0.19066-0.0185051j -0.0417343+0.255475j -0.15908-0.260843j -0.404014-0.0399664j 0.467896+0.614121j 0.0329985-0.120772j -0.768608+2.17892j 1.19158-2.53041j -1.6165+3.83423j 0.98114-2.38974j -1.66093-8.01827j 2.83162+1.39275j -0.376436-3.67397j 0.624873+8.121j 0.229895-3.68057j 2.59596+14.0529j 0.619639-0.792718j -2.66222-16.2689j -2.54919-7.25112j -1.9228-11.5572j -1.07283-9.18232j 0.0820891-0.00418191j -1.07396-10.0036j -1.03807-7.24256j 1.71614+18.9602j -0.873178-12.4253j 0.48701+8.42398j 0.40915+7.55218j 0.493354+3.18475j -0.706157-9.24566j 0.498068+10.462j 0.24926+4.86754j -1.63168-16.3267j -0.0519727-1.17215j -0.301525-12.0172j -0.228646-3.2467j -0.579051-9.93297j 0.0733366-3.85148j 0.591948+0.337052j 0.344372+6.41115j 0.00916093-2.21839j -0.1966-3.50468j -0.235912-0.261515j 0.226316+0.81227j 0.225457-0.0545204j 
-1.06855-0.14848j 1.34487-0.000254634j 1.66507-0.138318j -1.78685+0.223077j 0.624254-0.10712j 0.497115-0.403349j 1.4392+1.37575j 0.379711+0.373396j 0.956962+1.306j 0.663975-0.0722144j 0.747921-0.50732j -0.804199+1.50868j -0.27952+0.0797026j 0.332639+0.126354j 0.19318+0.313879j 0.424543+1.4085j 0.58759+0.837683j 0.222971-0.0938488j 0.192513-0.108493j -0.0348131+0.180713j 0.310112+0.454213j -0.0214147-0.807085j -0.145006+0.252997j -0.0418601-0.688787j 0.334769-0.323885j -0.317576-0.576351j -0.205952+0.0145686j 0.241866+0.299191j -1.03879-1.68671j -0.35482-0.395115j -1.36737-4.04777j -0.966087-0.0421756j -0.600663-9.17721j -1.51139+4.0455j 1.70806+17.2952j -0.877196-0.427095j 0.438788+8.91049j -2.40791-24.856j 2.90993+12.5138j -4.61167-33.7371j -0.202766+1.71481j 4.91373+37.5761j 1.65384+19.6519j 3.0119+28.1452j 2.44387+22.9292j -1.46097-0.129677j 1.79519+24.1931j 0.762452+19.5468j -3.69541-48.3984j 1.59582+30.3728j -1.00839-20.15j -1.40461-19.6473j -0.50591-8.02232j 1.93652+20.9282j -1.99342-26.3436j -0.934283-12.9597j 2.87323+39.5444j 0.0284943+1.12428j 1.91675+28.1922j 0.0422119+7.62463j 1.08672+24.503j 0.497067+8.68434j -0.850474-0.432338j -0.372882-15.4718j -0.169084+4.30989j -0.0730585+8.07106j 0.722757+0.697324j 0.189923-2.35748j 0.494505+0.363961j 
-1.0517-0.0837862j -0.199737+0.329838j -0.26834+0.378311j -0.164743+0.847901j 0.429613+0.593355j 0.269097+0.0639767j 0.21933+0.949867j -0.601762+2.03188j 0.376718-1.32712j -0.21586+0.822468j 0.309943-0.924761j -0.150628+1.79579j -0.673977+3.04372j -0.182652+2.80187j -0.0720501+0.472915j -0.193072+3.07325j 0.0391456+3.41405j -0.00114937+0.37525j 0.094113+0.575926j -0.212951+0.910209j 0.0648983+2.36415j -0.693924-3.68674j 0.506659+0.658441j -0.691707-2.23984j -1.19265+0.573801j -1.18562-1.64723j 0.0605337+1.5706j -0.283019+1.44855j -0.0570545-0.905213j -0.507619+3.17801j 1.25186-0.764931j 0.915493+0.710938j -0.265958-1.91092j 0.423467-0.251562j 0.0278811+3.49634j -0.691789+0.356613j 0.11791+2.01192j -1.02932-4.71429j 0.0920052+3.21794j -0.843071-6.38304j -0.161758-0.162893j 0.728098+7.45155j -0.33249+4.08777j 0.610736+5.91728j 0.00405146+4.70926j -0.0554665-0.40656j 0.43198+5.04108j 0.485564+3.47471j -1.33197-9.68894j 0.392214+6.74769j -0.872994-3.93309j -0.436828-3.94962j -0.565083-1.44966j 0.568749+4.28208j -0.781748-5.2907j -0.211531-2.99961j 1.36186+8.08488j -0.459102+0.521994j 1.40543+5.40936j 0.0933695+2.27111j 0.970688+4.52098j 0.496158+1.64543j 0.381231-0.53512j -0.728876-1.90598j -0.189761+0.874975j 0.584449+2.32641j -1.94252+0.839313j -2.01312-0.657451j -1.5565+0.325829j 
-0.426383-0.241652j 0.869488+1.41405j -0.799733+0.780313j 0.485194+0.354569j 0.860732-0.385131j 0.991169-0.840377j 0.332908-0.737286j -0.302353-2.18782j -0.313188+1.53618j -0.202393-0.430095j 0.0837743-0.264923j -0.276115-0.685085j -0.00301497-1.85449j 0.138296-1.23988j -0.00214107-0.0505271j -0.0500949-1.14557j -0.136286-1.67019j -0.0149501+0.219212j 0.481676-0.628436j -0.0985502-0.234295j -0.0387529-1.29948j 0.470715+2.33614j 0.0913541-0.47314j 0.451416+1.40924j 0.833327-0.544383j 0.813476+0.434421j -0.330403-0.618881j 0.139693-0.139715j 1.5628-1.63662j 0.651696-0.985276j 1.94918-0.750995j 2.95579+1.15178j -0.935279+0.240722j 1.12379-2.6215j 0.133071-2.01799j -1.12269+0.215782j 0.534985-0.700794j -1.98068+3.5317j 1.3906-1.05535j -1.93033+5.22552j 0.0330992-2.5206j 2.26001-5.93019j -0.0607078-2.6577j 1.26222-4.64432j 0.272893-3.81737j -0.406921-0.235291j 0.490781-3.80711j 0.289235-3.44136j -0.936197+7.10691j 0.937793-5.00181j -0.555285+3.14498j -0.642331+2.84344j -0.28825+1.12399j 1.00764-2.93542j -0.779111+3.86934j -0.909337+1.51225j 1.4473-5.55651j 0.388477-0.12087j 0.775899-4.20512j 0.398436-1.02495j -0.0603526-3.48156j 0.17019-1.27986j -0.282596+0.074611j 0.353009+1.88631j 0.199231-0.421215j 0.0608887-1.36555j 0.908841-0.748725j 0.770164+0.520283j 0.544546-0.219669j 
1.86441+1.97031j 1.01761-0.0198719j 1.78929+1.20663j 0.174472-0.183808j 0.732953-0.836476j 0.224576+0.602764j -0.115206-0.597138j 0.62871-1.06802j -0.3136+0.841861j 0.143081-0.164669j -0.180529+0.275252j -0.155843-1.00595j 0.367694-1.20092j -0.0398271-1.15949j 0.0418088-0.206136j 0.462757-1.24892j 0.193646-1.41617j 0.283456-0.00210344j 0.130795+0.256235j -0.0391834-0.204028j 0.00734391-1.01916j 0.397586+1.40087j -0.292916-0.211788j 0.560316+0.583191j -0.173847+0.692489j 0.0955252+0.484615j 0.9763-0.293711j 0.845526-0.179645j 0.315633+2.31742j 0.545016-0.780632j 0.749597-0.734635j 2.20658-1.04657j -1.3584-3.04571j -0.551042+1.68669j 0.862529+2.08719j 1.08192-1.29142j -0.0460118+0.739008j -0.418888-2.97891j 0.769918+2.14399j 0.110848-3.80759j 0.501831+0.416931j 0.799885+4.60694j 1.09816+2.41107j 0.406863+3.50386j 0.275239+2.26159j -0.0479229-0.238727j 0.264898+2.64791j 0.19257+2.356j -0.116677-5.47679j 0.872759+3.83113j 0.256222-2.37917j -0.264913-2.2111j 0.597089-1.07189j 0.373665+2.41341j -0.298742-2.96528j -0.273669-1.18776j 0.0996463+4.24326j 0.228954+0.090958j -0.209238+3.04175j 0.357954+1.08074j -0.554337+3.00785j -0.0988946+1.05602j -0.313197-0.117406j 0.173596-2.05626j -0.321024-0.0310044j 0.044348+1.25676j -0.0091917+0.641366j -0.518148+0.410991j -0.0174604+0.408237j 
0.694737-0.282389j 0.419876+0.353466j -0.215962+0.680011j -0.518536+1.56156j 0.370012+0.282723j 0.133337+2.32491j -0.0842087+1.64305j 0.259309+4.89132j 0.31286-2.6831j -0.0339876+1.3j -0.486767-1.02872j -0.0832123+1.49265j -0.197947+4.68053j -0.467444+3.851j 0.00377632+0.688995j 0.515058+4.3919j 0.426948+5.10434j -0.231699+1.3585j -0.510407+0.0484507j 0.769581+1.78268j 0.435709+3.46202j -0.463918-5.40229j 0.613668+0.842957j -1.11395-2.40775j -0.35699-0.524974j 0.0954401-1.90277j -2.46422+1.20789j -1.82413-2.78032j 0.505537+0.139328j -0.438737+2.03154j 0.381858-1.55837j 0.769981+0.793071j -0.0115144-4.18058j -0.52283+1.88314j -0.606102+8.26789j 0.378042-1.38693j -0.219046+3.58108j 0.812586-10.7988j -0.458488+5.83056j 0.540407-14.2365j -0.242416+0.970231j -0.344532+16.0966j -0.0330623+7.66052j -0.427529+12.4949j -0.277296+9.73459j 0.233733-0.0841848j -0.252628+10.4649j 0.000955996+8.48995j 0.763624-20.5765j -0.745187+13.0761j 0.585003-9.11306j 0.182793-8.18838j 0.393362-4.15918j -0.466746+9.04278j 0.165302-10.8495j 0.97696-5.27169j -0.132251+16.3326j -0.216142+1.61779j 0.0969574+11.127j 0.00187179+2.09935j 0.0232239+9.01801j 0.0412006+2.91777j 1.17484+0.0430009j 1.25052-5.4418j 0.794+3.73245j 0.133437+3.58795j 0.613853-0.686835j 1.73262-1.57514j -1.3058-0.266375j 
-1.09029+1.31346j -0.62774-1.6664j 1.149-0.349881j 0.0447308-2.08797j -0.492398+0.0296986j -0.186335-1.8317j 0.370199-0.534722j 0.125739-3.30712j -0.0302609+2.75145j 0.569411-1.43489j 0.371311+1.06757j 0.239893-1.53809j -0.0223441-4.42617j -0.183255-4.56002j -0.467105-0.711159j -1.10621-3.47424j -0.422787-3.91856j -1.90849-1.38357j -1.28627-0.050301j -0.138127-1.14399j -0.311619-2.22865j 0.714992+3.42418j -0.0892347+0.230719j -0.216317+1.95112j 0.299408-2.14687j -0.568963+1.19419j 0.218786-1.49256j 1.70543+0.523839j -2.57452-0.851564j 1.16956+1.14191j -0.0613839+1.98174j 0.178057-1.53011j -0.707711+0.444283j 0.668847+0.0420614j 0.524697-2.24021j -0.997438+0.731207j 0.238329-0.837246j 0.700254+2.79693j 0.0392715-1.18403j -0.381117+3.3355j 0.227894+0.150955j 0.0951099-3.25927j -0.157636-1.71847j -0.0813319-3.02276j 0.885367-1.8233j -0.208375+0.0487958j -0.069266-2.62104j -0.299555-1.73127j 0.592335+4.91614j -0.572998-2.70014j 0.806346+2.33016j 0.291938+1.72476j 1.13073+0.938184j -0.729983-1.94923j 0.410841+2.2307j 0.535715+0.172807j -0.6425-2.8969j -0.341241+0.412064j -0.518998-1.99277j -0.167621-1.11125j -0.289207-2.9012j -0.458244-0.764046j 0.118355+1.33933j 0.512732+0.224917j 1.61654-0.345159j -0.950341-0.555657j 0.863554+1.14576j 0.795509+0.82152j -0.786955-0.883587j 
0.80635-1.64526j 0.379321+0.776843j -0.84946-0.408015j 0.336648-0.493894j -0.237262-0.0660363j 0.134075-1.07429j 0.085712-0.32075j -0.518737-1.75897j 0.386898+0.833617j 0.36487-0.675926j 0.533711+0.543494j -0.239098-0.291332j -0.24444-1.20424j -0.0970338-1.29008j -0.306608-0.229225j -0.599356-1.10016j 0.0394981-1.35855j -0.776037-0.62314j -0.270412+0.604796j 0.068388-1.01729j -0.10048-0.770037j 0.152963+0.903447j -0.384926-0.138119j -0.0104744+0.430977j 0.591698-0.658613j -0.881841+0.676604j -0.121325-1.17886j 0.284319-0.249521j 3.06049+1.64477j 0.838597+0.379284j -0.332298-1.56776j -1.5901+1.15687j 0.865498+2.05296j -0.119349-0.48168j -0.505675-1.772j 0.769454+0.274775j 0.194473-1.11118j -0.165308+2.73055j -0.0901024-2.05454j -0.0564984+4.37415j 0.208486-0.0239358j -1.01781-4.71662j -0.54365-2.42072j -0.629132-3.60281j -0.582863-2.89085j -0.197853+0.245808j -0.717591-2.95334j -0.399357-1.77038j 0.92626+5.35508j -0.591391-3.03373j 0.392142+2.15221j 0.30978+2.03633j 0.325095+0.593634j -0.461262-2.47103j 0.405716+2.78904j 0.186804+0.723245j -0.318833-3.892j -0.494334+0.198624j -0.255894-2.64919j -0.359563-1.40697j -0.028597-2.90784j -0.202975-0.8756j 0.0832828+0.492304j -0.152454+1.11216j 0.958633-1.0419j -0.138624-1.11742j 0.727501+0.769201j 0.629397+1.10342j -0.474635-0.153652j 
-0.0917655-0.0231893j 0.104396+0.624724j 0.231719+0.917363j -0.880997+3.85731j -0.168122+0.982484j -0.136747+4.14183j 0.623801+3.29371j 0.80289+9.13428j -0.14806-5.55209j 0.39863+2.85493j 0.2922-1.57723j 0.112809+3.27234j 0.845698+10.3295j 0.842395+8.74329j -0.0286024+1.5264j 0.839952+8.83344j 1.14082+9.04343j 1.10951+3.56622j 0.245175+1.45627j 0.569907+1.05836j 0.434296+5.73616j -0.865289-10.7958j -0.770703-2.58303j 0.173292-5.63908j 0.826219+0.543586j -4.31929-3.47262j -2.52748+1.11409j -1.42629+1.27811j -0.228773-0.411008j 0.582095+0.0603775j -0.203711-1.09813j 0.521386+0.446658j 0.536654-3.15122j -0.145896+1.50003j -0.0876675+7.47486j 0.382059-0.131569j 0.111493+3.29287j -0.256921-9.9082j -0.12472+4.97469j -0.712166-12.7179j 0.210657+1.29227j 0.592339+14.5173j 0.180865+6.89218j 0.967835+11.0595j 0.790607+8.26675j -0.529548-0.102689j 0.948475+9.03756j 0.904815+7.05718j -2.2115-17.0479j 1.52654+10.9013j -1.03808-6.88959j -0.950447-6.95605j -1.36133-2.61744j 0.908533+7.49851j -1.06529-8.74996j -0.766535-3.8368j 1.45185+13.7381j 0.175045-0.287329j 1.37516+10.4192j -0.840688+1.94168j 2.49018+8.15223j 1.06515+3.36192j -0.986826-0.284183j -1.88093-4.13906j 1.71167+0.302074j 0.786175+2.08108j 0.114611-0.234494j -0.507192-0.92044j 0.706+0.22673j 
