-0.660725-0.00583159j -0.276014+0.000267498j 0.0980277-0.00013992j -0.0642568-0.000880182j 0.00645596+4.23357e-05j 0.130787+0.00321492j 0.154317+0.00079794j -0.0379338+0.00118358j 0.0433222-4.37775e-05j 0.0177422-0.00155039j 0.0181402-0.00091408j -0.00339312+0.00244219j -0.00654223-0.00166888j 0.0305282-0.0037012j -0.0415269+0.000599473j -0.00490776-0.00103976j -0.00621776-0.00556194j 0.026298+0.000756072j -0.0138749-0.000126994j -0.0104581-0.000106639j 0.00297123+0.00117892j 0.0186894+0.0011542j -0.0070904+0.000176326j 0.0569318+0.000555632j 0.0697821+0.00161146j 0.0651853+0.00187765j 0.109479-0.00125148j 0.0804184+0.000419895j 0.00550424-0.00115754j -0.019227-0.00146107j -0.0199949+0.0016661j -0.00039782+0.000315146j -0.0032178+0.00151604j -0.0239232+0.00173946j -0.00992289+0.000211794j -0.0182435-0.00137995j 0.0505089+0.000849099j 0.0166753-0.00112357j 0.0105732-0.000146895j 0.0396421+0.00192096j 0.0989541+0.00105509j -0.02034-0.00306475j 0.0442956+0.00452595j -0.136148-0.000455115j -0.0444875-0.000599704j 0.010483-0.00147861j -0.00634858+0.000818808j -0.0812773-0.00145153j 0.013141-0.000475302j -0.0659808+0.00307387j -0.0745626-0.00133991j -0.00336666+0.00058656j 
0.0269094+0.00100958j -0.0516884-0.00174083j 0.0424184-0.000169417j -0.009524-0.000464761j 0.0483238+0.00161716j 0.0214013-0.000988296j -0.118341+0.00115623j -0.0512719+0.000419953j 0.0565411+0.0022692j -0.0543285-0.000719767j -0.11609-0.00186405j 0.0469165-0.00157258j -0.0341849-0.00250629j -0.171046-0.00204177j -0.111095-0.0010988j 0.35295+0.00537515j 0.305165+0.00301064j -0.0123308+0.000363325j -0.00884475-0.00139813j 0.223603+0.000875758j -0.207187+0.00343273j 0.271682+0.00222058j -0.0446531-0.00291814j -0.026864+0.00372017j 0.171875-1.56675e-05j -0.0960977+0.00624589j 0.0381913-0.00118989j -0.0581534+0.00303391j -0.0205607-0.00323466j -0.0628409+0.000482075j 0.15845+0.00209417j 0.110939+0.000178553j -0.0468848+0.00243805j -0.0795997+0.00283351j 0.0130899+0.000776776j 0.0175919+0.00141776j 0.000990402+0.00143913j -0.010448-0.000196675j -0.030621+0.000505177j -0.0670327+0.000664425j 0.0931351-0.00155417j -0.0249001-0.00531173j -0.0219848+0.00353948j 0.0128887+0.000211409j -0.0293499+0.000370931j -0.0907184-0.000511441j -0.00491094-0.00705635j 0.0171587+0.000655437j 0.0156202+0.000836061j 0.0610106+0.000127609j 0.0441055+0.00030349j -0.00129666-0.0005025j 
-0.0314514-0.000359048j -0.0128646+0.000326539j -0.0184854-0.000510083j -0.0628351-0.000155365j 0.0417364+0.001265j -0.078238-0.00129696j 0.00413441+0.00152703j -0.0288255-0.00149607j 0.0387199+0.000517672j 0.0461899+0.000550354j 0.0657556-0.00074858j -0.0316634-0.000991266j 0.103177+0.000131268j -0.0412113-0.000973062j -0.0811997+0.000587398j 0.0344498+0.000908932j 0.142348+0.000735283j 0.0719105+0.000426883j 0.0564228+0.000637619j 0.159371-0.000105912j 0.0173952+0.00235151j -0.556128+0.0002417j 0.555958-0.00324019j 0.0314578+0.00144405j -0.0467986-0.00132525j 0.103045+0.00308648j -0.0525622+0.000535433j 0.00851922+0.00170282j 0.0221264+0.00184516j 0.0454283+0.00234323j 0.0817194-0.00302986j 0.0488668+0.000326043j -0.0425151+0.000104415j -0.0301187+0.000956852j 0.0260432+0.00166391j 0.00812592+0.00134958j -0.0608489+0.00129924j 0.0346464-0.00059043j 0.0406791+0.00091204j 0.0200348+0.00431418j 0.0393927-0.00208436j -0.045579-0.000806013j -0.0382911-0.00452435j 0.00651467+0.00168799j -0.00209243+0.000213906j 0.00369336-0.000358048j -0.002635-0.00365196j 0.00547433+0.00064919j -0.00511089+0.000391931j 0.00376877+0.000152723j 0.00238266+0.000610409j 0.00855237-0.000128643j 
0.00543102-0.000350313j 0.0482482+0.00154153j 0.00132032-0.000484288j 0.00301059+0.000855818j -0.00891134+0.000254834j 0.0300613-0.000356051j 0.0682175+0.00120277j -0.00843642-0.00371682j 0.0517199-0.000281526j 0.0143951-5.61217e-05j 0.0955722-0.00111969j -0.0557224-0.00279145j 0.0654102-0.000231607j 0.0410456-0.00140842j -0.217666-0.000754215j -0.0394955+0.000627151j 0.043398+0.000530602j 0.206149+0.0015812j -0.262809-0.000155986j -0.106803-0.00260325j 0.398066+0.0016086j 0.251388+0.00231601j 0.0218541-0.00238612j -0.373081+0.000143573j -0.0185321-0.00355836j 0.0349615+0.00375189j -0.0285356+0.00317997j 0.0204902+0.00166203j 0.0648607+0.00260041j 0.0224932-0.000497696j -0.0203629-0.00593941j 0.0498126+0.000945404j -0.0237373+0.00043999j -0.0560891+0.00171866j -0.0210222-0.00304613j -0.0210711+0.00151572j -0.0763914+0.00193293j -0.0284325-0.000317577j -0.053785-0.00289105j 0.0648091+0.00329024j 0.0618173-0.000731624j -0.00283429+0.0029039j -0.073361-0.00665832j 0.0012299+0.00199817j -0.0121676-0.000479276j 0.0291411+0.000171714j -0.00397205-0.000977511j 0.00862847+0.000171895j 0.0262078+0.000637947j -0.0241873+0.00123859j -0.0406167-0.000484507j -0.00323386+0.000324306j 
-0.00759603+0.000254795j 0.0118645+0.000528808j -0.0364922-0.000525097j -0.00597799+1.6166e-05j 0.0143544-7.65919e-05j 0.0363408-0.000428556j 0.00794946-0.00158718j 0.00112803-0.000616041j 0.0154669-0.000637044j 0.0235147+0.00202029j -0.0972207-0.00128935j 0.0818887-0.00026077j -0.0709254-0.00276312j 0.0116501-0.000229308j -0.0844043-0.000551364j 0.0420931+4.06614e-05j -0.0810525+0.000820412j -0.0123769+0.000671951j -0.138346-0.00311524j -0.177427-0.00130456j 0.0383764-0.000779631j -0.0649451-0.00161603j -0.0785698+0.00173499j 0.0682672-0.00178095j -0.134535+0.00290923j -0.12282+6.30273e-05j -0.0375722+0.000569372j -0.0166244-0.00154939j 0.00287057-0.00133624j -0.0193491-0.00104403j -0.00205376+0.00325122j -0.0504782+0.000183225j 0.0301757-0.00262127j -0.0250867-0.00197484j 0.0300039+0.00483371j -0.0163374+0.000100742j 0.0755214-0.0011166j -0.0430654-0.000619766j -0.0180047+0.00637552j -0.00543279+0.00146062j -0.00979182+0.00402284j 0.0181563+0.000524174j -0.00653689+0.00534438j -0.0162609-0.00280815j 0.00464886-0.0001198j 0.0098257-5.49507e-05j -0.00712975-0.00345163j 0.0119241-0.000120312j -0.0306213-0.000990896j 0.0228707-0.00158346j 0.0237216+0.000779446j 0.0172752-0.000257854j 
-0.00939197-7.69598e-05j -0.0154497-0.000742694j -0.084991-0.00030784j -0.0359599-0.000114687j 0.0391625+0.000362146j 0.012895+0.000544799j -0.034186-0.00120236j -0.0534345-0.000624885j 0.0671269-0.000550526j 0.0296143-0.000374314j -0.113817-0.00087954j 0.039477-0.00111655j 0.0409785-0.000819294j 0.00378575-0.00161175j 0.0155045+0.000266749j 0.167932+0.00300935j 0.025926+0.00117576j -0.11889-0.00050272j -0.275204-0.00206899j -0.33153+7.05693e-05j 0.12853+0.000479578j -0.369817+0.000907741j -0.0433661+0.000669964j 0.00157479+0.00183921j 0.0181739-0.000152194j 0.0404301-0.000728501j 0.0374058-0.00153578j -0.0506047+0.000325989j -0.00131846-0.00133715j -0.0281622+0.000379683j 0.0264139+0.00186284j 0.012168+0.00138482j 0.0597991+0.00218279j -0.0244633-0.00266391j 0.0723866-0.005128j -0.0282011-0.00176149j 0.00234334-2.09079e-05j -0.071807+0.000475709j -0.0185917-0.00280283j -0.0254975-0.00444573j -0.00558045-0.000360531j 0.0402932-8.52181e-05j -0.0157964+0.00145189j 0.00107982-0.000299878j -0.00593374-0.000375886j -0.0399178+0.000120678j -0.00971991-0.00218978j 0.000447603+0.000825266j -0.0141565+0.000379791j 0.0231334+0.00117426j -0.016684-8.57622e-05j 0.0120299+5.95838e-05j 
0.00687082+0.000711934j 0.0598098+0.000337583j -0.0138079-0.000396935j -0.00362819-0.000145994j -0.0679139+0.000283051j 0.0188371+0.000135568j 0.0206161-0.00320604j 0.0243215-0.000128403j 0.102481+0.00136991j -0.0287717+0.00225788j -0.139478+0.000783044j 0.191913-0.00159317j 0.0257167-0.000653563j 0.38707+0.000348985j -0.0685164+2.0842e-05j 0.0665403+0.000726197j -0.00433674+0.00215622j 0.0976597-0.00083762j -0.0721084+0.00388254j -0.00203738-0.00317684j -0.0481273-0.00137783j -0.211154+0.00165412j -0.192772-0.00114874j -0.194609-0.00134014j -0.0317421-1.0663e-05j -0.0897365-0.000561637j -0.0390301+0.00620458j -0.0908402-0.0022056j 0.0232385-0.00131715j 0.00618842-0.00167693j -0.0521158+0.00618073j -0.0136523-0.000536327j 0.00854947-0.00170411j -0.00174398+0.00318431j 0.0230064-0.000111229j 0.0641765+0.00105125j 0.0875764-0.000578383j 0.0376469+0.00118034j 0.0124278-0.000266962j -0.0493824+0.00179241j 0.0852725+0.00369903j -0.0430649-0.0091899j 0.00414189+0.00779923j 0.00536491-0.00286749j 0.00329989-0.000209641j 0.0636226-0.00284431j 0.0060217+0.00042998j 0.000542306-0.00474733j -0.086277-0.00293861j -0.0427458-0.00199094j 0.0147047+0.000478318j 0.0386967-0.000168036j 
4.01287e-06+0.000241108j -0.000819528-0.000750385j -0.0267366+0.000173852j 0.00229736-0.000184835j 0.0138726-5.35354e-05j 0.00463896+0.000189277j -0.028719-0.000234981j 0.0278706+0.000578677j 0.0095966+0.00217966j -0.0331542-0.00101679j 0.005042+0.000982136j 0.0359021+0.00109803j 0.0354085+0.00179417j -0.118272-0.00166849j 0.0258329-0.00249054j 0.105521+0.00215121j 0.117689+0.00064497j -0.00898698+0.000383424j 0.027605+0.000911448j -0.18446-0.000232699j -0.0257651+0.000315512j -0.0635853+0.000225899j -0.059626+0.00235118j 0.234206-0.00136122j 0.044366+0.000672516j -0.0663698+0.000770207j 0.00553784-0.00284635j -0.000500343+0.000316376j 0.0058644-0.00170752j -0.0240213-0.00089313j 0.0306023+0.00170619j -0.015996+0.000506882j 0.0090407-0.00475151j -0.00364794+0.000532641j -0.00275-0.00795963j -0.00471428+0.000688048j 0.0237292-0.000808701j 0.00197363-0.00237295j -0.00620362-0.00199527j -0.0280915-0.00419797j -0.0213871-0.000214548j 0.0320556+0.000367452j -0.00280409+0.00327307j 0.00708336-0.00110709j -0.00827683+0.000147915j -0.0291227-0.00032475j -0.0011013+0.00200126j -0.0172226+0.000509486j 0.000343821+0.000113882j 0.026105+0.000252408j 0.0199204+0.00017782j -0.00415213-0.000166731j 
0.00408648-0.000225878j -0.00330816-0.00140652j -0.00256681+0.000413645j -0.000757449-0.000761038j -0.0166259-9.73404e-05j 0.0399613+0.000825702j -0.00538173+0.00093491j -0.024681+0.000923976j 0.0352612-0.00295872j -0.0329037-0.00117549j 0.0737192+0.000583855j -0.175335-6.48863e-05j 0.108261+0.00376125j 0.126569+0.000287994j 0.319287+0.00290643j 0.0520102-5.28589e-05j 0.184712-0.000131025j -0.0629982+0.00057155j -0.502175+0.00155164j 0.0344311+0.000526023j -0.252284+0.00195074j 0.0789778-0.00299591j -0.0240984+0.0012123j -0.030323+0.00269969j -0.0563575-0.00180048j -0.0118772-0.00129618j 0.082585-0.00169891j -0.00543418+0.00121732j 0.0010321+0.000877587j 0.0199626-0.00101781j -0.0607598-0.00225862j 0.0470998-0.000617176j 0.02047+0.00206554j 0.0271244+0.00518978j 0.00420278+0.00130694j 0.068301+0.000783158j -0.0946186+0.000259457j 0.0250235-0.001081j -0.0346258-0.000170291j -0.0389151+0.00296849j 0.0228408-0.00273892j 0.00297367-0.000749784j 0.0130078-0.00304862j 0.0288684+0.00289942j -0.00425867+3.57086e-05j -0.015765-0.00028949j 0.00314487+0.00150568j -0.0037516-0.000814882j 0.0409256+0.000684908j -0.0168779+0.00216439j -0.0374017-0.00128674j -0.0199364+0.000410714j 
-0.00261864-0.000175812j 0.0368572+0.000982213j -0.0360227-0.000865972j -0.0190426+0.000335987j -0.00446172+0.000432871j -0.0169801-0.00106966j 0.023761-0.0013641j 0.0417658-0.00243989j 0.0141224+0.000433522j -0.00119119-0.00165363j 0.0649866+0.00134852j -0.0554342-0.000741652j -0.144582+0.000875688j -0.0921665-0.00177471j 0.0419287-0.00106269j 0.0606184-0.000450482j 0.281653-0.000382684j 0.538636+0.000487902j -0.119135+0.00108474j -0.207642+0.000714974j 0.0674981-0.0025675j 0.0789907-0.000528089j 0.139967-0.000540774j 0.0528725+0.000462747j 0.0408062+0.000710454j 0.000738481-0.00246067j -0.0485032-0.00068714j 0.029978-0.00100115j 0.0895049-0.00240059j -0.0207422-0.00196939j 0.0308966+0.00238396j -0.0719354+0.000346794j 0.0317875-0.00422261j 0.0191711-0.00547569j 0.0348445+0.000961055j -0.00548704-0.000215859j 0.0412609-0.00137783j -0.0321155+0.000904657j 0.0414941+0.00369983j -0.0130589-0.00432043j 0.0082708+0.00433548j 0.0508255+0.00537328j -0.00994491+0.00427071j -0.0250276-0.00255967j -0.00108669+0.000381619j 0.00451571-0.000134456j -0.0069798+0.000901759j -0.0123108+0.000715149j -0.016023-0.000780916j 0.0306617-0.00123361j 0.0371058+0.00112371j 0.00655391-0.000347144j 
0.00418763+0.000119928j 0.014368+0.000211798j -0.00649989+2.08841e-05j 0.0223826+0.000380476j -0.0271074-0.000143828j 0.0321378-0.000277548j -0.00392379+0.000881837j 0.00453191+0.000100458j 0.0662455+0.00126962j -0.0246254+0.000151195j 0.102042+0.000298016j 0.0133436+6.5862e-05j 0.140916+0.00163976j -0.096702-0.000970052j -0.146195-0.000145124j 0.205757+0.00220792j -0.307343-0.000287029j 0.0512954+7.7726e-05j 0.316871+3.06751e-05j -0.204582-2.12149e-05j -0.0133024-0.0001655j 0.184829-0.00107173j 0.0223952-0.000157177j -0.00840649+0.000767023j -0.0490487-0.000175522j -0.023166+0.00147492j 0.00815188-0.00119426j -0.00352253+0.0011883j 0.00526466+0.00123598j -0.0136928+0.000407745j -0.0110072-0.00219515j 0.0239727+0.000147064j -0.0315015-0.000218677j -0.000103325+0.00127441j -0.0423654+0.00190495j -0.0480796+0.000818556j -0.0235577+0.000404982j 0.0136338-0.000226918j -0.0414492+0.00040267j -0.00537296+0.00329124j -0.00454341-0.000818607j 0.00634024-0.000593972j -0.00753036-0.000255583j 0.00297363+4.57718e-05j -0.00586935-2.64778e-05j -0.00549786-0.00011106j -0.00123019-0.000302233j -0.00515903+8.76943e-05j -0.00332461+4.08979e-05j -0.00228638+5.4395e-05j -0.000237461+5.08844e-05j 0.000417295-1.68386e-05j 
-0.00288983+0.000465713j 0.00302805-0.000336589j 0.0367694+0.000875934j 0.0351688+8.7485e-05j 0.0559637-0.000377139j 0.0234874+9.3855e-05j -0.00494798-0.000629574j 0.103875+0.00161405j -0.0995842+0.00238068j 0.0383322+0.00173928j 0.0755862+0.00112706j 0.186192+0.00228778j 0.0423861-0.00129606j -0.124227-0.000690963j -0.00263606+0.000823658j -0.262914-0.0021711j 0.255425+0.000916894j -0.164529-0.000322175j -0.239674+0.000305253j -0.0209797-0.000277529j 0.133323-0.00139304j 0.106636-0.00022766j 0.0689175-0.00145117j 0.0192381-0.0017316j 0.0212478+0.00176364j -0.0734858+0.00198804j -0.0588824+0.00133012j 0.0150998-0.0010301j -0.0144356-0.00235272j -0.00139127-0.000291125j 0.0475051+0.00359708j -0.0171378-0.000533683j 0.0183446-0.000235981j 0.0247303-0.0014191j -0.0822826+0.00656053j 0.0112671-0.000497227j 0.0616285+0.00026217j 0.0663905+0.00120424j 0.0657088+0.00385666j 0.00848949-0.00231269j -0.0133232-1.95341e-05j 0.00660897-7.44273e-05j 0.00385678+0.00107207j 0.00862444+0.000220372j -0.0108943+8.78143e-05j 0.0166067-0.000722792j -0.00173194-0.00101928j -0.00468881-0.00150729j 0.0163338-0.000299065j -0.0263916+0.000334082j -0.000178123-0.000685691j -0.0150191+0.000140908j 
0.00497983-5.37543e-05j -0.0432201-0.000428599j -0.00208968+0.000608367j -0.0153812+0.000120188j 0.0752235-0.00059794j 0.0301268+0.00065881j -0.00146847-0.000271621j 0.0171272+0.00127308j -0.0768216+0.00231301j 0.0636669+0.00174145j -0.0933569-0.000864686j -0.0432456-0.000288514j -0.115864-0.00254785j -0.0559415+0.000655546j -0.0519161-0.0015479j 0.0728879+0.00173914j -0.0850168-0.00170257j -0.445085-0.000671649j -0.202331+0.00103127j 0.0639333+7.18929e-05j 0.277414-0.0013919j 0.0231569+0.00125734j 0.0675355-0.000992631j 0.0174224-0.00202855j 0.0629448+0.000321578j -0.0359493+0.00171419j 0.00665698+0.000128744j 0.00759332-0.000202459j -0.0514337-0.000480078j -0.0297219-9.72165e-05j 0.0273892-0.000349976j -0.00887102+0.00102263j 0.00537454-0.00313104j -0.0206501-0.000145498j -0.00754929-0.00257708j -0.0221093-3.02574e-05j 0.0396512-0.000334775j -0.0321533-0.00241059j -1.21601e-05+0.00221834j 0.0391887-0.00329504j -0.0312647-0.00147226j 0.00450554+0.00502081j -0.00746256-0.00371021j -0.00510752+0.00164103j -0.00523341-0.000108934j -0.0284122+0.00120452j 0.000902893-0.00118854j -0.00771036+0.0021058j 0.0367752+0.00154798j 0.00010152+0.00187977j -0.0265106-0.000727222j -0.0188198+0.000310731j 
-0.000457647+0.000482793j -0.0177153-0.00219805j -0.0360756+0.000850571j 0.0292162-0.000550045j 0.0225329+1.38423e-05j 0.0370683+0.000466116j -0.084301+0.00149115j -0.0107354+0.00224165j -0.00980494-1.73512e-05j -0.112121-0.00311008j 0.138372+0.00125567j 0.184489+0.00214658j 0.182742+0.000910284j -0.0653325-0.00081852j -0.176905-5.29909e-05j -0.0649588+0.00235037j -0.0526636+0.00197916j -0.112309+0.000387876j -0.0893658+0.00196681j -0.482031+0.00345414j -0.07079+0.00236998j -0.0161682+0.000989915j 0.034666-0.000404086j 0.0452233+0.0034455j -0.111651-0.000696347j -0.0051324+0.00116661j 0.0447939-0.00461825j -0.0306849+0.00234943j -0.0391892+0.000534421j -0.0024749+0.00336238j 0.0261502-0.000471214j 0.0792843+0.000127357j 0.0353181+0.0016159j 0.00773193+0.00403681j -0.0500109+0.00552107j -0.0409681+0.000732831j -0.0619843+0.00108073j 0.0393383-0.000725374j -0.0195932+0.00163198j -0.00567628+0.00384728j -0.0157372-0.00545216j 0.0262116-0.00522997j -0.00179621-0.000187421j 0.0510719+0.00162024j -0.0146835-0.000209326j -0.0334238-0.000894071j -0.00386633-0.00106337j 0.00245011-0.000946484j 0.00228199+0.000546931j -0.0075675+0.00166518j -0.0095532-0.000964165j -0.00491122+0.000108169j 
-0.0069344+0.00032135j 0.0275477-3.25836e-05j -0.0190257-0.000221629j 0.0234508+9.30196e-05j -0.0177809+0.000302045j 0.0104416-0.000620996j 0.00646236-0.000623465j 0.0306885-0.000898961j 0.0988847+0.000243192j 0.0878919+0.000702889j 0.146248+0.000522113j -0.0212446-0.00155428j 0.034448-0.00167919j -0.0220211-0.00204011j -0.082825+0.00285088j 0.10378-0.000195815j -0.00239334+0.00112383j 0.0306678+0.0023378j 0.0633427-0.00262225j -0.174196+0.000804761j 0.0291195-0.00160362j 0.00324391-0.00133943j 0.0294143-0.000896392j -0.0491317+0.00186787j -0.0598325+0.00197637j 0.00931202+0.00246627j -0.0423112+0.000266864j -0.0106325+0.000145954j 0.04657-0.00126503j 0.000256178-0.00201621j 0.00189566+0.00120008j 0.0126216+0.000212645j -0.0200141+0.00215152j 0.000837692+0.00120175j -0.0339339-0.00415173j 0.0114501+0.000166847j 0.00850652+0.000599132j 0.0355588+0.00154347j -0.00476598-0.00523907j -0.0375785-0.00193166j 0.0093097-1.02282e-05j 0.0160411-0.0035233j -0.024541+0.00287067j 0.0243873-0.000514967j -0.0112333+0.00013426j 0.0214697-0.00162414j -0.0059862+0.000175527j 0.0125724-0.00188523j -0.0140055-0.00106652j -0.00265794-0.000447522j 0.0195876+0.000166281j 0.006233-0.000131618j 
0.00740686+0.000123663j 0.00273852+2.45207e-05j 0.0271892+0.000316103j -0.0217862+0.000860489j -0.0116325-5.47598e-05j 0.0600596-0.000103015j 0.054814-0.00441534j 0.0544184-0.0021874j 0.155118+0.00446834j -0.0230516+0.00072178j 0.303333+0.00219863j -0.0481435-0.0020902j 0.0548867+0.000250106j 0.0206452-0.0045604j 0.315183-0.00092567j 0.21203+0.00121784j -0.123646+0.00256914j -0.193585+7.04538e-05j 0.0331593+0.00157179j -0.0207772-0.00162044j 0.0247542-0.00314692j 0.000438034+0.00353916j 0.102911-0.00102601j -0.0712779-0.00138283j 0.0372259-0.000263172j -0.00322767+0.00140825j -0.0562252+0.00254763j -0.0543466-0.000784757j 0.0937362-0.00245989j -0.0646093-0.0042313j -0.017596+0.00175502j -0.0402403+0.00147179j -0.0149182+0.00318921j 0.0450103-0.00286861j -0.0334857+0.0075171j 0.0331033-0.00171928j 0.0315483+0.00124646j 0.0380865+0.00183556j -0.0124571+0.00295251j 0.00406291-0.000485133j 0.00905152+0.00307062j -0.0181561+0.00530256j -0.0265478-0.000448771j -0.00221546+0.00115659j -0.0239118+0.000317611j 0.00752817-0.00223192j 0.00394383+0.000471126j -0.0364896+0.000433421j -0.00306175-0.000102324j -0.00888338+0.00288876j -0.0234107+0.00016992j -0.00180041+0.000304782j 
-0.00470361-0.000358912j 0.0090105-0.000220084j -0.0246568-0.000676659j -0.0551649-0.000277148j -0.0228795+3.42956e-06j 0.0489658-0.000236276j 0.0443287-0.00172114j 0.00860044+0.000290995j -0.104826-0.00219857j -0.0282438-0.000885976j 0.109008+0.000396352j -0.00628141+0.00106213j 0.0409272-0.00183398j 0.125213+0.000540078j 0.0943632+8.24885e-05j 0.502664-0.00214837j -0.0735794+0.000604416j -0.0320113+0.00228382j 0.0179001-0.000825188j -0.00710928-0.000661146j -0.0244194-0.00107034j -0.0416768-3.74068e-05j 0.07487+9.05941e-05j -0.107815-0.000810451j -0.00708861+0.000945059j -0.0369668+0.000157898j 0.00306693+0.000860185j -0.0306011-4.83518e-06j 0.00641486-9.50083e-05j -0.0183807-0.00506861j -0.029371-0.00226579j -0.0144179+0.000655995j 0.00556315-0.00141236j 0.0189747+0.00300768j 0.0143578-0.00240752j 0.0193417+0.00102142j -0.0109678-0.000514578j 0.0379026-0.00246884j -0.0218114+0.000569872j -0.0259711+0.000343662j 0.00719389+0.000473984j 0.0132158+0.00546015j -0.0058079-0.00359473j -0.00935976+0.00285273j -0.0165108+0.00013225j 0.00262069-0.000375476j -0.00197575+0.00165521j -0.0131836+7.05305e-06j 0.0451129+0.000474595j -0.0260519+0.00269995j -0.053997-0.00103188j -0.0219942+0.000602796j 
0.00618398-0.000887554j 0.00352966+0.000837731j -0.0172306-0.00103212j 0.0171451+0.000681811j -0.000820333+0.000524774j -0.0400827-0.000253974j 0.00797581-0.000962525j -0.0485537-0.00370544j 0.0226137-0.00329627j 0.171247-0.00311096j 0.0668687-0.000854955j -0.162798-0.00279785j -0.257359+0.00288146j -0.105292-0.0028339j -0.168574+0.00151852j 0.0957364-0.00194859j -0.38528+0.00156482j -0.0479181+3.90914e-05j -0.217415+0.00219912j 0.0767727-0.0010233j -0.105832+0.00329296j 0.0277666-0.00369781j -0.0163925-0.00348793j 0.0568981+0.00379723j 0.0372335-0.00220405j 0.0672803-0.00165564j -0.0287102+0.00439685j 0.0416092-0.00180675j 0.0873156-0.00356941j -0.0168999+0.00307459j 0.00702488+0.0056629j 0.0220235+0.000394054j 0.0246834-0.00295159j -0.00305802-0.00324454j 0.0251313+0.0005373j -0.0517817-0.000182176j -0.00133155-0.000517117j -0.00723837+0.000801006j 0.037952+0.00516695j -0.0345661-0.00676066j 0.00303038-0.00113721j 0.00796808+0.000710375j -0.011045-0.00121249j -0.00713901+0.00157268j 0.00804315-0.000263475j 0.0134182+0.000239413j -0.000886236-0.00631269j 0.0407293-0.000574685j -0.00864557+2.31778e-05j -0.0191703+0.000176335j 0.00049697-0.000331427j 0.00691422+1.45241e-05j 
-0.00232033-5.33899e-05j 0.0109297+0.000209364j 0.00838073-0.000325675j 0.0360669+0.000354387j -0.0110025+0.000157281j -0.0372845-0.000543449j 0.0356528-0.0032259j -0.0589286-0.00671404j 0.0716457+0.00086128j -0.0683617-0.00309085j 0.32614+0.000535622j 0.00437069-0.00330597j -0.055574-0.000938811j 0.0336249-0.0046527j 0.141287-0.00211334j -0.312887+0.00310186j 0.116685+0.00214024j -0.228671+0.00443486j 0.115125-0.00251862j 0.0211212-0.00135098j -0.0431559-0.00366415j 0.0338538+0.00129032j -0.0534633-0.000400343j 0.0479906+0.00169092j -0.0356084+0.00082592j 0.103144+0.00177908j -0.0366202+0.000222961j -0.038134-0.000664089j 0.124149-0.0015355j -0.0158966+0.000329939j 0.0222075+0.00223476j -0.0294333+0.00119791j -0.0554751-0.00254284j 0.00526634+0.00193749j -0.0296806-0.0058361j 0.0294305+0.00171358j -0.0188318+0.000813439j -0.0359855-0.00296639j -0.0286686-0.00227974j -0.0241167+0.00176691j 0.00143697-0.000764972j -0.0117207-0.00380256j -0.0310418+0.00283807j 0.0279565-0.000208395j -0.0160606+0.000405734j 0.0391391-0.00375814j 0.00115279+0.00174521j -0.00705169-0.000483836j -0.0422824-0.00110635j 0.0133651+0.00128977j 0.0189266+0.00130496j 0.0218513-0.000154077j 
-0.00224454-0.000990166j 0.0730721-0.000518752j 0.0143116-0.00021j -0.0460145-0.000707895j -0.0676005-0.000114117j 0.00488773+0.000838144j 0.0613673-0.0012245j 0.103293+0.00193403j -0.408494+0.0019472j 0.0987372-0.00155412j 0.207345-0.00152981j 0.304768+0.0007096j 0.10049-0.00144534j 0.0841095+0.00162302j 0.00934783+8.75721e-05j 0.119378-0.00108662j -0.00515614-0.00389592j 0.123728-0.00200863j -0.0450494-0.00134453j 0.0154514-0.00075809j -0.160995-0.000181836j 0.0109358-0.000658325j -0.0477324+0.000855184j -0.0298238-0.00398808j 0.0680792+0.00105755j -0.033386-0.00168063j -0.00633444+0.00117573j 0.0139448-0.000842287j -0.00579979+0.000331755j 0.0286798+0.0109062j 0.0926098+0.00311985j -0.019595-0.00168238j 0.0304226-0.000958712j -0.00961704-0.00371521j 0.0110919-0.00206651j -0.0207391-0.000749112j -0.00165252-0.000239564j 0.0257053-0.0018889j 0.0166253+0.00334576j -0.0358277-0.0051699j -0.0477958-0.0100459j 0.000693278-0.0018091j -0.0236557-0.00695516j -0.041837+0.00548156j -0.0240072+8.63934e-06j 0.0606508-0.00132356j 0.00528559+0.00226335j -0.00775594-0.002097j 0.0730879+0.000473423j -0.130415+0.00462657j -0.117744-0.00279652j -0.0402023+0.00134511j 
