-0.0272225-0.0228847j -0.0593511-0.0717862j -0.105375+0.0406883j -0.0605738-0.0075645j 0.000181471-0.0104909j -0.384548+0.0821651j 0.0369322+0.080475j 0.19703+0.0283294j -0.414108+0.0480443j 0.609569-0.0646556j -0.143546+0.0353091j -0.579353-0.0308358j 0.217973+0.097168j -0.0692539-0.00907925j -0.268605+0.0788007j -0.709605-0.0977406j 0.791893+0.0491366j -0.879259+0.0144083j -0.642899-0.0672864j -0.0988305-0.0235398j -0.354505-0.00338163j -1.09351-0.0582133j -0.860398-0.0320622j -0.426783-0.0915514j -0.675021-0.0533817j 1.67332+0.110345j 0.265192+0.0152764j 0.338817+0.0103449j -0.0767298-0.00797863j 0.939982+0.0297087j 0.561823+0.0433618j -1.11565-0.0740034j 1.02308+0.0669819j -0.36928-0.148957j -1.05541-0.140206j 0.0488781+0.0475852j 0.474065+0.0820277j -1.11221-0.0314452j 1.12156+0.0917059j -0.469889-0.151415j -0.9042-0.164191j -0.0898688+0.0407798j 0.357432+0.114681j -0.212462-0.0345729j 1.79338+0.254393j -0.82774-0.125389j 0.515539+0.150775j -1.00862-0.0736008j 1.38661+0.0302557j -0.293747+0.0825556j 0.000363811-0.100362j -0.864812-0.116427j 1.06024-0.145809j -0.844231-0.0219698j 1.07753-0.329291j -0.214799+0.0388536j 0.316456+0.0863054j -0.176281+0.0808998j 0.481406-0.0597615j -0.0360765+0.0593727j 0.110391-0.35943j -0.252036-0.316265j 0.0493434+0.162552j 0.350249-0.129965j 0.530991+0.215906j 0.497616+0.251387j 0.0386432+0.459499j 0.355631+0.0310603j 0.754014+0.287581j -0.513658+0.0779754j 
0.0171821+0.0147787j -0.268884-0.00686037j -0.916621+0.00906781j -0.155017-0.0535511j -0.0106163+0.233315j -2.1212+0.0437928j 0.137055-0.0183658j 1.48626-0.00344336j -2.19209+0.24582j 3.02581+0.158338j -0.566567-0.122546j -4.24394+0.0722855j 1.34774-0.142644j 0.0446143+0.274846j -1.56047+0.00420857j -5.27225+0.321504j 4.82433-0.217569j -5.35954+0.415167j -4.30427+0.0171638j -0.293303-0.143987j -2.2408-0.22391j -6.6301+0.155663j -5.54479+0.00902731j -3.37706+0.11857j -4.62696-0.119806j 10.7301+0.0852997j 1.41659+0.210786j 2.1577-0.145348j -0.215353+0.0678449j 5.51297-0.394895j 3.12624-0.173174j -6.43752-0.270058j 6.58686+0.0508014j -2.86141-0.297988j -6.42759+0.21048j 0.242323-0.00682587j 2.97405+0.058262j -6.48509+0.322889j 6.85719-0.200991j -2.98636+0.136069j -5.77314+0.019444j 0.242192-0.029082j 2.25191-0.213147j -1.54768-0.178681j 10.4864-0.440346j -4.43646-0.0702273j 3.05284-0.286643j -5.69475-0.291724j 6.48888-0.377677j -1.8213-0.0362859j 0.156989+0.0926051j -4.00688-0.134876j 5.24142-0.137817j -4.68486-0.130372j 5.06954-0.158426j -1.33679+0.0449999j 0.133442+0.0737358j -1.48779-0.136878j 4.40949+0.13874j -0.489679-0.0655349j 3.199+0.0786249j -2.19714-0.072771j 1.3211+0.201555j 0.479332-0.153756j 2.04624-0.0255038j -0.207438-0.0750398j 0.118355-0.0980241j 0.970277-0.0560163j 0.329903-0.0135141j 0.0782265-0.0250353j 
-0.113011-0.0940311j -5.74406-0.00866635j -18.9548+0.0692322j -1.11725-0.150023j -1.75027-0.00278309j -41.2541+0.366482j 8.09238-0.23472j 29.307-0.33395j -45.1992+0.61106j 62.7953-0.649021j -11.2667+0.263584j -85.5822+0.584042j 29.7306+0.0727055j 2.72052-0.094347j -28.7073+0.185891j -102.806+0.569685j 94.6083-0.369501j -110.563+0.183454j -84.2871-0.100551j -4.06824-0.134422j -34.5226+0.0948427j -138.659+0.703287j -109.319+0.258495j -60.3719+0.283468j -92.9312+0.48318j 210.473-0.268672j 31.4852-0.139211j 45.5576-0.856159j -6.12926+0.0706835j 111.668-0.269592j 63.9551+0.315886j -136.638-0.200274j 130.792-0.0855319j -61.84+0.0781971j -128.415+0.61791j -1.7482+0.666429j 61.8557+0.196194j -130.783-0.0582533j 137.489-0.124497j -64.2144+0.237082j -111.684+0.159621j -6.29855+0.257822j 45.6039+0.0444622j -31.6198-0.13789j 210.332+0.350941j -92.5484-0.404523j 60.7153+0.372788j -109.47-0.380743j 138.476+0.454656j -34.3794-0.143561j 4.13977-0.0339065j -84.4725-0.273295j 110.788+0.334432j -95.3011-0.382454j 103.107+0.43495j -28.7051-0.315292j 2.71464-0.0306185j -29.6985+0.0476479j 85.5552+0.68176j -11.1352-0.176406j 62.8439+0.569736j -44.8842-0.586281j 29.1563+0.228268j 7.92123+0.310222j 41.4101+0.46678j -1.56628-0.133287j 1.11267-0.0764066j 18.9774+0.0193057j 5.71203+0.0727339j 0.121961-0.0903542j 
0.0317126+0.00145869j -0.125518+0.0376877j -0.49537+0.0628635j -0.318295+0.0172092j -0.0980307+0.108174j -1.2055-0.118854j 0.273968-0.139777j 0.711407-0.0173621j -1.39497+0.188222j 1.79188-0.162619j -0.411222+0.0447757j -2.34846+0.0553124j 0.761137+0.0326981j -0.17086+0.0289903j -0.520183-0.0212085j -3.15328+0.498501j 2.71373-0.104384j -3.35228+0.198733j -2.47161+0.406077j 0.324981+0.0700301j -0.729121+0.19372j -3.84529+0.141301j -3.13964-0.122556j -1.73536-0.0383517j -2.97033+0.255275j 6.07131-0.0185845j 1.32918+0.00971781j 0.701011+0.0910277j -0.465987+0.136079j 3.32769-0.69503j 1.79093+0.00938398j -3.83015+0.173449j 3.31048+0.0238809j -1.62566-0.158947j -3.34956+0.355188j -0.203537+0.235181j 1.55352+0.253586j -4.13069+0.243763j 4.17858-0.144103j -1.68503-0.0652872j -3.21642+0.0291128j -0.244525-0.212977j 0.989164-0.0350731j -0.799635-0.112332j 6.135-0.307502j -2.32647+0.149451j 1.72985+0.0657329j -3.3031+0.178168j 4.18457-0.102631j -0.947164-0.0120773j -0.0693849-0.0663111j -2.56855+0.0632711j 2.95877-0.0218824j -2.72954+0.188605j 3.06775-0.0958808j -0.707859+0.0229584j -0.0111672-0.0374928j -0.760721+0.0204707j 2.36888-0.00866217j -0.241013+0.138659j 1.66763+0.218422j -1.45193+0.104208j 0.861696+0.0423393j 0.318372-0.0850108j 1.32371+0.0127368j -0.0599141-0.0984466j -0.0238341+0.0184611j 0.631342+0.0315186j 0.196414-0.074731j 0.0879235-0.017077j 
-0.0484549-0.0871937j -7.50102-0.0495064j -24.8883+0.254251j -1.57075-0.0642099j -2.10913+0.144832j -54.3906+0.511727j 10.7734-0.341537j 38.147-0.205288j -59.3827+0.830535j 82.4136-1.10343j -14.4432+0.344316j -112.455+1.08044j 38.7-0.0255982j 3.6944-0.322134j -37.2879+0.321264j -135.137+1.05391j 124.978-0.64356j -146.03+0.708588j -111.354+0.815671j -5.5967+0.183826j -45.3811-0.139754j -182.551+0.9783j -144.06+0.585067j -79.747-0.0550263j -122.095+0.532001j 276.781-0.775193j 41.416-0.198267j 60.2291-0.587111j -7.76418-0.0713508j 146.043-0.399154j 84.5099-0.230255j -180.252+0.856304j 172.365-0.83506j -81.4114+0.285254j -168.804+0.237671j -2.49852+0.0654156j 81.1477-0.200263j -172.453-0.0267749j 179.78-0.167028j -84.2998+0.0606817j -146.435+0.161108j -7.9737+0.0155587j 60.0277+0.276637j -41.8894-0.320316j 276.247+0.282033j -122.092-0.236247j 79.3761+0.145322j -143.838-0.563291j 182.388+0.267362j -45.3641-0.138577j 5.50969-0.218203j -111.048-0.229967j 145.802+0.208236j -125.084-0.47893j 135.378+0.711307j -37.6412-0.331501j 3.50662-0.00553619j -38.6727-0.0219638j 112.528+0.891021j -14.5289-0.27591j 82.3864+0.718012j -59.1954-0.745236j 38.1804+0.159773j 10.4672+0.310073j 54.2184+0.475116j -2.31224-0.0926963j 1.59451-0.229748j 24.9739-0.140419j 7.4365+0.190241j 0.231535-0.106811j 
-0.0522937+0.000996375j -1.29195-0.0545921j -4.3857+0.00591627j -0.274189-0.0670453j -0.330013-0.0266102j -9.37797+0.269994j 1.87248-0.149801j 6.77497+0.00964426j -10.2701+0.152856j 14.4131-0.369908j -2.74566+0.0237711j -19.6108+0.443767j 6.85375-0.111566j 0.852165+0.0520408j -6.72681-0.0509098j -23.5345+0.115644j 21.5926-0.607254j -25.3555+0.309467j -19.2247-0.159545j -1.24395-0.174841j -7.65636+0.053844j -32.113+0.462018j -25.856+0.458415j -13.9525+0.235801j -20.8463-0.182802j 48.0311-0.057978j 7.27845-0.0879212j 10.228-0.0297362j -1.04256-0.208788j 25.2511+0.061921j 15.5322-0.441359j -31.9159+0.198288j 30.2516-0.312854j -14.4573+0.0805651j -29.2472+0.044003j -0.422171-0.154092j 14.0481+0.118813j -29.8497-0.0411424j 31.5672+0.296936j -14.6723+0.174222j -25.7613-0.192025j -1.56057+0.100481j 10.2485-0.148959j -7.18928+0.077426j 48.4714-0.192948j -21.2063-0.0362036j 13.7319-0.122494j -25.1153+0.0768536j 31.8809+0.143784j -7.90879+0.0450529j 0.966515-0.0973944j -19.4163-0.311663j 25.526-0.0629729j -22.0726-0.169654j 23.6592-0.0188613j -6.45388-0.042472j 0.689766+0.0850077j -6.85569+0.0980086j 19.6986+0.266103j -2.57137-0.0184886j 14.3757+0.19492j -10.3327+0.0804155j 6.76759+0.0213424j 1.81945+0.153018j 9.55951+0.116225j -0.392091-0.0230293j 0.200043+0.00850097j 4.346+0.0235346j 1.31471+0.0345996j 0.0351893-0.0472527j 
0.033954-0.0264856j 1.41564+0.194682j 5.01595-0.138368j 0.437499+0.0928216j 0.474473+0.00231444j 10.4713-0.28538j -2.15798-0.204492j -7.34614-0.0284306j 11.2287-0.532027j -15.6373+0.650029j 2.89961-0.162099j 21.6777-0.641351j -7.64848+0.428028j -0.753741-0.00516345j 7.31107-0.341058j 26.1158-0.504217j -23.9976+0.370873j 28.5406-0.561038j 21.3647-0.35095j 1.2491+0.00971298j 8.85737-0.182012j 35.2478-0.286606j 27.7583+0.0774016j 14.9543-0.426957j 23.6742-0.0743436j -53.3146+0.496983j -7.60434-0.021546j -11.7736+0.33497j 1.57099+0.158551j -27.8223+0.447833j -16.2151+0.0516671j 34.5051-0.280991j -33.0227-0.060852j 15.7845-0.371251j 32.6504-0.152966j 0.40818+0.319498j -15.6793+0.0314117j 33.3608-0.435978j -34.8687+0.307393j 16.6176-0.284037j 28.3178+0.0336264j 1.47253+0.0708993j -11.5891-0.0547123j 8.14081+0.170585j -53.2951+0.239161j 23.238-0.134913j -15.3719-0.0898682j 27.616-0.00969348j -35.2472-0.0622929j 8.6864-0.0604715j -1.14718+0.14053j 21.6191+0.210552j -28.2489+0.0125781j 24.0235+0.050241j -26.1-0.457857j 7.17868-0.111791j -0.834967-0.359217j 7.46851-0.115351j -21.6892-0.172995j 2.87677+0.10834j -15.7282-0.141283j 11.478+0.175503j -7.45983+0.0688336j -2.09552-0.0717256j -10.6363-0.0406488j 0.574114+0.173992j -0.34513+0.0183103j -4.68141+0.0718948j -1.40766-0.149777j -0.0837835+0.15177j 
0.0668006+0.0102942j 1.76307+0.124534j 5.96579+0.00612161j 0.30706+0.0735895j 0.30075-0.0091892j 12.9904-0.305479j -2.57626+0.0685701j -8.97395+0.125562j 14.219-0.229212j -19.5236+0.0633158j 3.44771-0.268793j 26.5811-0.290566j -9.06777+0.130148j -1.00199-0.218397j 8.92921+0.164152j 32.4561-0.285125j -29.5727-0.197186j 34.9885-0.224113j 26.3243-0.0482393j 1.22852+0.0968552j 11.3869-0.486749j 43.3933-0.283759j 34.4465-0.00392233j 18.9366+0.16582j 29.2546-0.636523j -65.6832+0.241907j -9.49524+0.0195433j -14.7406-0.361664j 1.72937-0.198712j -34.829+0.271347j -20.0614-0.0666282j 42.8786+0.169586j -41.0297-0.234907j 19.0852-0.0437329j 40.733-0.267239j 0.654275+0.0998345j -19.1781-0.198193j 40.9488-0.0583331j -42.6895+0.314197j 19.9553+0.0641527j 34.7975+0.176706j 1.73166+0.073221j -14.3907+0.0773576j 9.94133-0.0438112j -65.8029-0.118553j 28.7251+0.129176j -18.6532-0.192247j 34.2647-0.136916j -43.5286-0.228434j 10.7004+0.0811578j -1.33019-0.00247967j 26.4866-0.248912j -34.6399-0.128973j 29.8795+0.204135j -32.3174-0.0364415j 8.80293+0.0500964j -0.7582-0.042554j 9.42591-0.0192644j -26.7481-0.24059j 3.57021+0.106544j -19.744-0.187736j 14.017+0.2181j -9.14619+0.0481157j -2.51796-0.169059j -12.8444+0.0383217j 0.588767+0.00843437j -0.396842+0.0795662j -5.96547-0.012298j -1.70609-0.0579535j 0.00206014+0.00494482j 
-0.022049-0.00863284j -0.438907+0.0249463j -1.30872+0.0390676j -0.0526281-0.0828565j 0.0135038+0.249835j -2.9282+0.102065j 0.701952-0.126605j 1.99294+0.00966365j -3.12797+0.2947j 4.83314-0.381139j -0.899034+0.0293143j -6.34415+0.283561j 2.26432-0.345905j 0.377276+0.198189j -1.84691+0.0259298j -7.45084+0.190379j 7.1622-0.296671j -8.36883+0.470497j -6.31741+0.0938054j 0.350678-0.456792j -2.77255+0.0158673j -9.95269+0.0483346j -7.78644-0.294476j -4.33705-0.0415018j -6.64234-0.108008j 15.4332-0.0610704j 2.81358-0.155224j 3.80019-0.0399977j -0.870684-0.00883926j 8.01364+0.000801793j 4.38067-0.141104j -9.81149-0.00514208j 9.43229-0.162878j -4.67301+0.352287j -9.36153-0.152407j -0.0974669+0.195851j 4.62487-0.0850417j -9.34877-0.200969j 9.89094-0.115861j -4.24961-0.044557j -7.71342-0.325735j -0.554402+0.291337j 3.23858-0.0809565j -2.29935-0.0313298j 15.2342-0.184768j -6.89703+0.0714866j 4.35066-0.083347j -8.0221+0.148042j 10.1088-0.224578j -2.53336+0.0526838j 0.336238-0.113374j -6.04434-0.0753838j 7.98623-0.053529j -7.00114-0.0976664j 7.27084-0.0410202j -2.20932-0.0239541j 0.204343+0.0776229j -2.02605+0.0719577j 6.14703-0.0115612j -0.806268+0.0487367j 4.48281-0.0642462j -3.35896+0.0211354j 2.27468+0.000778722j 0.423481-0.0413943j 2.83596-0.00166901j -0.166992-0.0837396j 0.019194-0.108664j 1.37288+0.00408213j 0.424954+0.00866118j 0.0233672+0.0121403j 
0.186829-0.0464388j -4.32463+0.10324j -14.5444+0.218652j -0.971224-0.188266j -1.4995-0.0648261j -31.7485+0.555075j 5.96752+0.126158j 22.2534-0.206337j -34.5869+0.499644j 48.4606-0.818514j -8.57893-0.0187179j -66.2438+0.610861j 22.5765+0.0566118j 2.2313-0.202913j -22.1868+0.00576138j -79.9434+0.671275j 73.5206-0.256721j -85.3864+1.01426j -65.562+0.627924j -3.0096-0.354625j -26.7364+0.36343j -107.466+1.00944j -85.1006+0.382557j -46.8094+0.194715j -71.3078+0.746155j 162.997-0.820757j 24.4257-0.246265j 35.3059-0.0436584j -4.58903-0.218133j 86.3475-0.0321062j 49.7012+0.169476j -106.473+0.624575j 101.754-0.342678j -48.046+0.00521883j -99.5978+0.215849j -1.64776+0.376703j 47.5091-0.241696j -101.247+0.138414j 105.922-0.180337j -49.4275+0.334342j -86.5647+0.00498981j -4.58998+0.115303j 35.4496+0.00371864j -24.4327-0.16357j 163.036+0.348696j -71.9315-0.0316152j 47.012+0.169438j -84.8105-0.0341755j 107.479+0.238904j -26.8561-0.131526j 3.44267-0.0836477j -65.5889-0.0918995j 86.0572+0.305584j -73.4838-0.317833j 79.6776+0.446482j -22.1289-0.409255j 2.1053+0.203369j -22.7252+0.0542173j 66.2774+0.365173j -8.55003-0.106962j 48.4357+0.546221j -34.6584-0.537489j 22.5409+0.00219907j 6.36839+0.141266j 32.0572+0.417407j -1.2545+0.0265434j 0.792664-0.105609j 14.6506-0.0717597j 4.37883+0.188886j 0.135597-0.125428j 
-0.0351567-0.00210222j 6.59231+0.052675j 22.5071-0.102774j 1.37376+0.137315j 2.01671-0.0900961j 49.3083-0.864336j -9.86522+0.423563j -34.8371+0.537341j 53.7095-0.642699j -74.9432+0.919156j 13.4284-0.188129j 101.962-0.856363j -35.5526-0.0837669j -3.69584+0.116512j 34.3129-0.588977j 123.072-1.08598j -114.021+0.862038j 132.817-1.09615j 101.171-0.120558j 4.9847+0.314278j 41.1696-0.0573663j 165.112-0.914037j 130.637-0.949864j 72.1834-0.443964j 111.085-0.459418j -251.514+1.5456j -37.6711+0.381925j -54.2264+0.5332j 7.16956-0.166101j -133.306+0.32818j -76.2281-0.0570465j 163.811-0.557065j -156.644+0.534801j 73.8614-0.359751j 153.141-0.313666j 2.13875+0.246927j -73.5885+0.0431154j 156.697-0.355626j -163.537-0.23117j 76.5467-0.277931j 133.174-0.110631j 7.30488-0.287844j -54.4693-0.00344552j 37.7224+0.0911784j -251.575+0.0900994j 110.862+0.162763j -72.1529+0.0745481j 130.891+0.0704742j -165.758-0.250588j 41.1895+0.150292j -5.24956-0.0280451j 100.942+0.182375j -132.602-0.272088j 113.725+0.237654j -123.122-0.555303j 34.1325+0.293602j -3.40778+0.0934355j 35.3367-0.275041j -101.969-0.73258j 13.2671+0.254629j -74.8697-0.772623j 53.7346+0.735335j -34.8385-0.0610381j -9.72488-0.352816j -49.3433-0.368895j 1.9983-0.0547026j -1.29194+0.277898j -22.7276+0.00671269j -6.7262-0.219845j -0.191317+0.0917267j 
0.0763613+0.0650845j -1.08707+0.00554164j -3.88983-0.144361j -0.552766-0.206155j -0.389468-0.150414j -8.66301+0.328706j 1.72104-0.0407912j 6.23109-0.166879j -9.47166+0.261013j 12.8577-0.458479j -2.13702+0.38869j -17.6945+0.379723j 6.03969+0.12602j 0.45435+0.0360457j -5.78117+0.137211j -21.2165+0.521882j 19.9382-0.179494j -22.9491-0.044566j -17.6153+0.370109j -1.2562-0.168611j -7.44404+0.0309478j -28.8084+0.573159j -22.8128+0.521211j -12.5983-0.237843j -19.5616+0.137447j 43.6892-0.0605884j 6.84746-0.321201j 9.44267-0.0924708j -1.18997-0.175617j 23.001-0.0990326j 13.1829-0.0146444j -28.2326+0.538071j 27.5682-0.0189981j -13.0689+0.351049j -26.6998+0.325254j -0.387803+0.00214208j 12.6856+0.0656367j -27.2398+0.00996241j 28.5846-0.131956j -13.3675+0.223585j -23.2686+0.0958963j -1.29974+0.312261j 9.61408+0.121545j -6.65039-0.0185827j 43.9557-0.309745j -19.3829+0.0808829j 12.6304-0.0012388j -22.7357+0.297431j 28.7585-0.00316764j -7.01273+0.196792j 0.607718-0.12185j -17.5667-0.027771j 23.0653-0.00948269j -19.7091-0.106465j 21.3376+0.100081j -5.87083+0.0581761j 0.613404+0.0574989j -6.0395+0.262644j 17.849+0.0030992j -2.34609-0.1165j 12.9101-0.170744j -9.47034-0.0541962j 5.98581+0.0777984j 1.58021+0.0158939j 8.54068+0.146897j -0.260962+0.0357222j 0.256104-0.024795j 3.99927-0.0609202j 1.19823+0.0300517j 0.0597222+0.0829553j 
0.0120064+0.067171j -3.01322+0.0286826j -10.5858-0.0727563j -0.61503-0.157308j -1.30421+0.10618j -23.5881+0.761667j 4.72059-0.276708j 16.3006-0.482403j -25.7629+0.34181j 35.9817-0.685789j -6.31724+0.0301976j -49.0454+0.705447j 16.574+0.10707j 1.30533+0.139192j -16.566+0.732873j -58.8631+0.349348j 53.9234-0.0587252j -62.7528+0.525782j -47.9773+0.677741j -2.72264-0.121709j -19.161+0.06197j -78.7928+0.692198j -62.065+0.431564j -34.324+0.0557514j -52.7201+0.618743j 119.405-0.788063j 18.1753-0.19666j 26.0528-0.318536j -3.42354+0.268124j 63.3248+0.00308196j 36.7415-0.0971184j -77.4454+0.310869j 74.5867-0.232263j -35.0939+0.565441j -73.1473+0.290564j -1.32976-0.0179183j 35.0299-0.211292j -74.4639+0.174042j 77.7469-0.224727j -36.4299+0.0714609j -63.396+0.152285j -3.61882+0.0755029j 26.0158-0.0217523j -17.8224-0.0177123j 119.541-0.319435j -52.7766+0.214158j 34.3489-0.0203792j -62.365+0.060814j 78.8967-0.100077j -19.8249-0.15591j 2.5023+0.0136649j -47.9723+0.0935229j 62.9636+0.0675148j -53.948-0.187256j 58.5089+0.059649j -16.3111-0.0114612j 1.517+0.0823553j -16.7813+0.23919j 48.4495+0.288439j -6.30525-0.226114j 35.5571+0.348627j -25.5076-0.334467j 16.4138+0.205771j 4.6922+0.221133j 23.6813+0.138766j -0.978627-0.00955407j 0.603489-0.129184j 10.8037+0.0876662j 3.21268+0.0914529j 0.101972-0.0413383j 
0.00891538+0.0309666j -1.92053+0.013659j -6.52418+0.011124j -0.528499+0.00877712j -0.530536-0.0898131j -14.4472+0.158381j 2.79095-0.10513j 10.0327+0.290948j -15.7255-0.154566j 21.7417+0.0829125j -3.6063+0.570628j -29.7218+0.325787j 10.2987-0.165649j 1.11366-0.0778236j -10.3191+0.574323j -35.8402+0.181516j 33.2002-0.24148j -38.8452+0.631011j -29.1436+0.633037j -1.38259-0.0816324j -11.9361+0.106399j -48.6123+0.206265j -38.2903-0.225317j -21.3706+0.0232841j -31.8151-0.502246j 73.5975-0.498967j 10.9841+0.124435j 16.0437-0.0777389j -2.00289+0.0722647j 38.884-0.307469j 22.4254+0.124299j -47.9119+0.214624j 45.892+0.124402j -21.6829+0.111516j -44.6852+0.137809j -0.777588+0.132745j 21.4917-0.112389j -45.7637-0.18258j 47.7619-0.165936j -22.4436-0.0119411j -38.9782+0.140431j -2.13044+0.218318j 16.0367-0.0148671j -10.8785-0.14316j 73.6676-0.0342705j -32.3602-0.221217j 21.245+0.183963j -38.2774-0.096473j 48.357+0.167622j -11.8946+0.0388662j 1.31657-0.10229j -29.6349-0.0724783j 38.7295+0.18856j -33.3427-0.109395j 36.032+0.170198j -9.9878+0.0045328j 0.762764-0.109539j -10.3069+0.0657096j 29.8149+0.11556j -3.92323-0.144247j 21.9785+0.376599j -15.6386-0.134253j 10.1801-0.00859141j 2.87246+0.111142j 14.4174+0.149568j -0.594387+0.0813169j 0.347703-0.0944565j 6.68227+0.0387721j 1.96675+0.0298586j 0.0509632-0.00596541j 
0.0205287+0.0341202j -1.68223-0.163747j -5.72881-0.0250659j 0.0543299-0.253675j -0.604208+0.062593j -12.7415+0.345823j 2.58211+0.314042j 8.86083+0.133797j -13.8889+0.191194j 19.8139-0.289027j -3.4098+0.218428j -26.1689+0.592906j 9.06061-0.515032j 1.16548+0.251094j -8.40197-0.519701j -32.0513+0.500325j 29.6328-0.373891j -34.2222+0.651636j -26.0444+0.504682j -1.45757-0.23501j -10.1213+0.286051j -42.5915+0.166633j -33.6698-0.259288j -18.6761+0.332581j -28.6018+0.42664j 64.8212-0.659542j 9.87588-0.095275j 13.8387+0.0430204j -1.77531-0.0671982j 34.6526-0.44566j 19.8776-0.203951j -42.296+0.277992j 40.6551-0.0768472j -19.0324+0.136386j -39.5031+0.265425j -0.515914+0.100431j 18.8836-0.00478654j -40.6237+0.368276j 42.4319-0.329176j -19.8352+0.112282j -34.508+0.206359j -1.9403-0.0152736j 14.0469+0.0479746j -9.59437-0.0463986j 64.9161-0.306752j -29.0472+0.0936856j 18.6816-0.125124j -33.8683+0.195027j 42.9505-0.080557j -10.54+0.240636j 1.25215-0.0668415j -25.9705-0.215259j 34.1794-0.195644j -29.379-0.0245073j 31.825+0.0209458j -8.91549-0.0427993j 0.865427+0.0422103j -9.26512+0.103275j 26.3377+0.00385974j -3.36178-0.0618894j 19.4011+0.0889885j -13.8504-0.134344j 8.94992+0.00109896j 2.53174+0.101255j 12.7673+0.00576119j -0.391103+0.022233j 0.405123-0.119059j 5.86896-0.0559389j 1.71238+0.132649j 0.040955+0.0218487j 
-0.223023+0.151857j -3.39719-0.181933j -11.6272+0.0926491j -0.584601+0.0953179j -1.19258+0.0475959j -25.6705-0.191626j 4.88588+0.0316603j 18.4341+0.0546173j -27.7545+0.39682j 38.9362-0.546088j -6.57446+0.0738494j -53.0343+0.745408j 18.5331+0.515531j 1.47392-0.0612453j -17.9031+0.0275701j -64.0488+0.426746j 58.3898-0.571894j -68.5189+0.135446j -52.3467+0.513693j -2.5295-0.111212j -21.5139+0.059242j -85.7033+0.128986j -68.1516-0.120892j -37.5105-0.0288505j -57.7725+0.0438159j 130.362-0.272691j 19.4977-0.207222j 28.2372-0.243509j -3.39256-0.358712j 69.0404-0.258967j 39.7031+0.104158j -84.7703+0.277221j 81.2324-0.20343j -38.2523+0.15862j -79.7405+0.0104173j -1.06976-0.0201144j 38.3381+0.0897946j -81.0514+0.0425588j 85.0104-0.00383661j -39.7367-0.304444j -69.1087-0.0857095j -3.81334+0.15821j 28.3433+0.137874j -19.2698-0.0177061j 130.566+0.236001j -57.6643-0.20431j 37.6422-0.0930643j -67.8594-0.0911482j 86.081+0.235662j -21.3626-0.0590587j 2.44708+0.0255261j -52.3894-0.0067415j 68.747+0.293857j -58.9192-0.315055j 63.7404+0.652596j -17.7024-0.242126j 1.80844-0.0395543j -18.2146+0.0945876j 52.9926+0.576636j -6.96101-0.168437j 39.0172+0.532026j -27.8645-0.281748j 18.035+0.207772j 4.93867+0.18656j 25.7399+0.27916j -1.10934+0.0158227j 0.666206-0.154134j 11.7229+0.0642816j 3.52825+0.0665416j 0.120499-0.120577j 
0.165389+0.0639621j -0.508693+0.381546j -1.42246+0.127157j -0.207234+0.0583298j -0.179965+0.314178j -3.26838+0.131617j 0.816108+0.131248j 2.64072-0.132012j -4.45169+0.137763j 5.11408+0.31235j -0.999278+0.0713091j -7.78056+0.506903j 2.38568-0.179705j -0.220127+0.374915j -2.89422-0.0389873j -8.71368+0.205218j 8.31452-0.054637j -9.33847+0.409972j -7.56864-0.125603j -0.812967+0.232377j -3.24722+0.379516j -12.2483+0.089101j -9.8989-0.135277j -5.21797+0.434099j -8.16774+0.322701j 18.3584-0.437723j 3.02965+0.025958j 3.94019-0.0288946j -0.366363-0.169593j 9.79598-0.216043j 5.62204-0.248109j -11.9592-0.0543537j 11.3889+0.0215998j -5.31429+0.102506j -11.2273+0.0077472j -0.202388+0.0424726j 5.34831-0.0865812j -11.4965+0.149913j 12.1023-0.104536j -5.79131+0.297111j -9.83551+0.0118854j -0.695138-0.0232849j 3.82947+0.0784951j -2.93298-0.0616674j 18.4565-0.157032j -8.13964+0.00132677j 5.35841-0.232404j -9.39642+0.0080131j 12.3586-0.0620255j -3.01216+0.127765j 0.442904+0.0160827j -7.51895+0.182893j 9.80465-0.0706214j -8.4455+0.0696318j 9.01661+0.0620243j -2.6225-0.0411146j 0.131274-0.0557818j -2.48916+0.173479j 7.49208-0.164262j -0.995234-0.0551478j 5.35968-0.0161191j -3.94856+0.0976446j 2.49314-0.0461079j 0.712409-0.0160964j 3.59481+0.0398165j -0.034328-0.00710802j 0.0617711-0.0795513j 1.69278+0.0298513j 0.538005+0.0232352j 0.0133091+0.0640092j 
