-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
0.259383+0.0901917j -0.448378-0.170167j 0.141683-0.330504j 0.306009+0.308715j 0.00552178+0.290937j 0.306355+0.180221j 0.90114+1.00398j 1.0234+0.755754j 1.51056+0.231524j -0.343914-0.0767689j -0.350449-0.0873748j 0.282521+0.686749j 0.731291-0.254432j -0.096421+0.607675j 0.168741+0.665519j 0.0103225+0.579102j -0.144131+0.129105j -0.117648-0.00728154j -0.497241+0.478663j -0.110692-0.687106j 0.68071+0.556727j 0.0999387+0.541935j 0.563787+0.55239j -0.78828-0.378615j -0.742803+0.368648j -0.150467-0.111806j -0.930464-0.594353j -0.771984+0.126888j 0.102698+0.820277j 0.159438-0.18686j 0.148515-0.718922j -0.478632-0.905122j 0.463925+0.582146j 0.697192+0.195107j 0.0357769+0.215221j -0.341542-0.103289j 0.322557+0.599907j -0.773415-0.249682j 0.25909+0.168153j -0.350434-0.000129535j 0.186509-0.0691353j 0.223882+0.0715055j -0.022408+0.121504j 0.00349496-0.577902j -0.32145-0.42839j -0.282685+0.165891j -0.170288+0.156505j 0.732979-0.799916j 0.0232118-0.369762j -0.00309469-0.140138j -0.176997-0.0778534j 0.406714+0.68129j -0.0549788+0.254124j 0.441628-1.05806j 1.1929+0.348258j -0.335842+0.191941j 0.0552369-0.752132j -0.128302-0.619656j 0.191507-0.136896j -0.694875-0.231705j 0.0191993-0.0548104j -0.35186-0.02199j -0.0683031-0.706743j 0.741482+1.08692j 0.345426-0.122702j 0.438069+0.246898j -1.1182+1.13517j 0.312616-0.336319j 0.855163+0.177619j -0.626674+0.140504j 0.0790742-0.447685j 0.21707+0.118844j 0.366267-0.571592j 1.13355-0.781147j -0.797238-0.129319j 0.0665065-0.32238j -0.0172373+0.315854j 0.161833-0.0319627j 0.658151-0.214557j -0.487189+0.440267j -0.282483-0.526699j -0.101076+0.829892j 0.171961+0.5492j 0.167095-0.00856607j 0.107366+0.187103j -0.039726+0.315992j 0.138763-0.556716j 0.29772-0.224077j 0.23695+0.304418j -0.114639+0.347683j 0.0504563+0.0780581j -0.222465-0.180478j 0.176141-0.0837805j 0.601582+0.313594j 0.649652+0.0438118j 
-0.336691-0.118571j 0.0911217+0.574452j -0.943686+0.913063j -0.259849-0.776649j 0.25726+0.0421519j 0.810879+0.493742j 0.257349-0.518139j 0.0893309-0.24667j 1.96846-0.363967j -0.548653+0.800752j -0.0367135-0.17261j -0.00892054-0.219507j 0.0538286-0.131119j -0.186759-0.244655j -0.201567-0.453084j -0.215736-0.243487j 0.119559-0.466685j -0.550938+0.457633j -0.0206298-0.417541j -0.184179+0.619117j 0.684885-0.0509261j -0.0652534-0.355444j -0.59952-0.00729408j -0.296881+0.339902j -0.553747-0.319881j -0.424274-0.372521j -0.838312+1.13388j 0.426297-0.346537j -0.313112+0.465025j -0.927372+1.14478j 0.0373951+0.686287j 0.0221826+0.326149j -0.243394-0.238021j -0.092947-0.122562j -0.0897904+0.103011j 0.124314-0.153135j -0.239311-0.0427748j 0.155891-0.140118j -0.130309-0.452181j -0.0709047+0.11461j 0.492151-0.233526j -0.110565+0.134125j 0.0605552-0.0123563j -0.223017+0.411665j 0.0781804+0.0375223j -0.284706+0.379956j 0.59049+0.167725j 0.0911969+0.576701j -0.308155+0.109745j -0.549772-0.472946j -0.0212798-0.307075j 0.0796301-0.169488j 0.636895-0.524435j 0.13362-0.171471j -0.0322299-0.260864j -0.0420743-0.0925034j 0.040816-2.0582j -0.335414-1.89197j -0.259868-0.768345j 0.500291+0.207273j -0.293183+0.101262j -1.19805-1.02803j 0.800297+0.799219j 0.668609+0.302353j -0.150914+0.103732j -0.229065-0.142634j 0.191293-0.0294394j 0.766164-1.23214j -0.293273-0.0372651j -0.0776399-0.767168j -0.546054+0.179965j -0.0731181-0.257741j -0.304477-1.03147j -0.0919172-0.245603j 0.291392-0.442262j 0.823879-0.719993j 0.273905+0.28344j -0.122112+1.65526j 0.282738+0.0706079j -0.149299-0.260625j -0.0511279-0.113135j 0.797692+0.56703j -0.27847-0.415523j -0.260319+0.0104289j -0.220727-0.54767j -0.272575-0.215157j -0.0907952+0.305099j 0.157365-0.16132j 0.125819+0.255531j -0.0398962+0.243536j 0.23006-0.110576j 0.183339+0.202718j -0.140358-0.261887j -0.289857-0.113681j 0.145945+0.143598j 
0.0343923+0.0916741j 0.269838-0.139299j 0.417897+0.106299j 0.341981+0.130111j -0.680655-0.0852056j -0.0287453-0.405841j -0.224232+0.196268j 0.430805+0.222781j 0.323389-0.658669j 0.594144+0.281803j -0.0102648+0.919644j 0.300686+0.876521j 0.00981497-0.324907j 0.279911-0.327868j 0.0495765+0.0578732j -0.0773364+0.0808856j -0.325212-0.168568j 0.0662762+0.447584j 0.289525+0.330354j 0.443322+0.217098j 0.522495-0.483479j -0.302446-0.265202j 0.304234+0.03882j -0.133916-0.281376j 0.18733-0.810616j -0.00763166+0.741276j -0.960496-2.29495j 1.09779+0.763316j 0.397979+0.391488j -0.0669782+0.151709j 0.769314+0.164794j 0.0491756+0.404562j 0.164674-0.359785j 0.0494251+0.457933j 0.162015+0.30833j -0.115593+0.228526j 0.0419532+0.011064j 0.0428708-0.172383j -0.0171008+0.0583685j -0.366241+0.309995j -0.167884+0.0199936j -0.196733-0.229545j -0.042396-0.0605602j 0.0299265+0.509633j -0.814483+0.103402j 0.154772+0.0009927j 0.0977669-0.217211j -0.512767+0.0901121j -0.278565-0.609544j -0.149755-0.0699094j -0.0761264-0.00643093j -0.46441-0.70782j -0.0445689-0.327266j 0.218778+0.645621j -0.770129+0.161753j 0.501311+0.0611541j -0.111391+0.0771648j -0.363679+0.0387999j 0.574519+0.70154j -0.716798+2.58635j -0.0202736+0.081494j -0.125349+0.00593507j 0.149844-0.938826j -0.141876+0.301295j -0.0804526+0.55443j -0.0173642+0.100527j -0.149492+1.1499j 0.275681+0.0190602j -0.473641+2.60429j 0.138714-0.113851j -0.412278-0.180206j -0.371251-0.332136j -0.045862+0.548621j -0.919599-0.0507228j -0.127691+1.31692j -0.0542406+0.102782j -0.231559-0.0333724j -0.436698+0.561779j 0.02704-0.145451j 0.584481-0.00843842j -0.0142282+0.467522j 0.0295791+0.081391j -0.737595+0.0481227j 0.546311+0.354773j -0.280592-0.335803j -0.126866+0.19384j -0.169235+0.297491j 0.291556+0.110888j -0.2328-0.00438537j 0.151467-0.129047j 0.152421+0.125225j 0.0266914-0.331687j -0.0539155-0.213929j 0.103313+0.0428415j 0.068683-0.0391534j 
0.0482831-0.177814j -0.501334+0.104987j -0.235425+0.169368j 0.587083-0.251716j -0.298572+1.23797j -0.572077-0.908872j 0.429982-0.0679281j 0.333564+0.050795j 0.0436009-0.107306j -0.599164+0.522458j 0.213525+0.646256j 0.259533-0.0919802j -0.715054-0.230702j -0.661301+0.457967j -0.0159367-0.0806338j 0.0280312-0.305386j 0.713226-0.299649j -0.792168+0.18239j 0.495029+0.197503j -0.161506-1.36127j -1.03943-0.433341j -0.403455+0.00203297j 0.155374+0.404774j 0.186197-0.803067j -0.527554+0.543731j 0.432432-0.436147j -0.3178+0.0605988j -0.399315+0.859339j -0.130124+0.0989662j -0.200418-0.478417j 0.840205+0.5854j -0.0200505-0.059521j -0.571246+0.0364093j -0.261485-0.202996j 0.167531-0.146345j -0.263294-0.44828j -0.0146696+0.0616948j 0.209464-0.324989j 0.325155-0.401408j -0.547573+0.323155j 1.09049-0.469455j -0.5036+0.0597172j 0.891201+0.294515j 0.0206956-0.152553j 0.303528+0.487054j 0.0936419-0.218234j -0.381305-0.770012j -0.229761-0.456353j 0.579448+0.179269j 0.855355-0.458802j 1.01756-0.235328j -0.415494-0.163587j -0.609574-0.280926j -0.226485+0.0489624j 0.0210436+0.204777j 0.101548-0.255282j 1.36319-0.436685j 0.2251+0.800336j 0.0891099+0.195238j -0.114819+0.226533j 0.480493+0.676658j -0.0999095+0.011574j -1.00151+0.128442j -0.902412+0.441279j -0.0504611+0.0991927j -0.515255-0.00103389j -0.051072+0.0467287j -1.66373-0.00530574j -0.0957436+0.421473j 0.62949-0.485509j -0.470114+0.0413433j 0.193486-0.0191455j 0.202176-0.727062j 0.273497+0.00782173j 0.0625079-0.309424j 0.818011-0.375746j -0.438498-0.212825j -0.720283+0.516033j -0.92479-0.78552j 0.293079+0.171615j 0.0612337-0.229068j -0.639786-0.139747j 0.495864-0.106505j -0.283833-0.165043j -0.0968257-0.324627j -0.280206+0.735899j -0.26582+0.281019j 0.418665-0.017754j 0.31572-0.108264j -0.0956862+0.392028j 0.597724-0.60462j 0.0285732-0.234927j 0.312693-0.348461j -0.393598+0.169412j 0.279668-0.0611625j 
0.08109+0.205682j 0.247042-0.230849j 0.948346+0.282582j -0.332693+0.41705j -0.138334-0.0275194j -0.0221128-1.15687j -0.224964-0.237122j -0.150044-0.215945j -1.11102-1.64117j 0.718799+0.185421j -0.108314+0.346653j 0.0272603-0.0101666j -0.284497-0.244164j -0.0993838+0.266869j -0.111524+0.315705j -0.121066+0.204967j -0.304792-0.122367j 0.191999+0.538912j -0.240934+0.27467j 0.432146+0.0563504j 0.453243-0.884793j -0.267518-0.0901572j 0.115698+0.46165j 0.026351+0.426775j -0.602559+0.407841j -0.677758+0.308716j -0.158443+1.18345j -0.291506-0.217973j 0.330655+0.722622j 0.253926+1.44778j 0.599633+0.278407j -0.0407532+0.204768j -0.1901+0.0544949j 0.0342425-0.0344164j 0.147704+0.294851j -0.19687-0.112326j 0.0171424+0.262667j 0.0039824-0.339865j 0.0284432+0.158893j -0.506756+0.0741067j -0.0887804-0.0637874j 0.123927+0.0387j -0.0131313-0.00250972j -0.429044+0.220675j -0.657144-0.406593j 0.0760874-0.103291j -0.214139-0.520465j 0.386808+0.434464j -0.00745473-0.339459j 0.0210541+0.0810762j 0.0808202+0.0492972j 0.787552-0.354785j -0.443307+0.629298j 0.561741-1.01924j 0.597836-2.82498j 0.48527+0.598979j -0.0710622-0.145304j -0.364717-0.421052j 0.706403+1.3347j -0.927377-1.30689j -0.0270265-0.0726715j -0.121957-0.0994784j -0.128713+0.235847j 0.0719232+0.158532j 1.48378-0.753083j -0.0386882+0.0845316j -0.0691408-0.242128j 0.0451065-0.175595j 0.268847-0.99389j -0.169588+0.206014j 0.90982-0.117443j 0.0423108+0.452478j 0.0296909-0.338101j -0.228766+1.10465j -0.965055+0.839965j 0.108422-0.236858j -0.104801+0.0810125j -0.517101+0.14202j 0.197349+0.00984624j 0.17854+0.94166j 0.0100185+0.440156j -0.109212+0.0684158j -0.132287-0.614141j 0.221053-0.0288588j -0.247927-0.400187j -0.150131+0.070979j 0.0872638-0.429194j 0.0956663-0.0469624j -0.0845085-0.12296j 0.0409005+0.256252j 0.118417+0.0754606j 0.0655723-0.20041j 0.111293-0.0393962j 0.134528+0.307628j 0.198924+0.0974739j 
-0.103772-0.202968j 0.754366+0.605013j 0.327961+0.353418j -0.0670627+0.4837j 0.524838+0.852407j -0.149471-1.52677j 0.417029+0.191199j -0.283344+0.817278j 0.0819727+0.643951j -0.404603-0.347977j 0.152488+0.861853j -0.555164-1.12502j 0.345656-0.228014j 0.150114-0.272286j 0.0679694-0.390494j -0.121729-0.229171j -0.342826-0.517643j 0.424939-0.463242j -0.180624-0.690907j -0.00145048-0.499352j -0.430656-0.424452j 0.375198+0.00633046j 0.854887+0.142831j -0.586656+1.43117j 0.10342+0.0213063j 0.272821+0.687565j 0.101539-0.148556j -0.196095+1.23557j 0.550821-0.237064j -0.136458+0.156641j -0.520525-0.275728j 0.201973+0.446148j -0.0844418-0.266008j -0.811835+0.293854j -0.025109+0.334548j 0.0337496+0.0248635j -0.360456-0.0702033j -0.147381-0.48201j -0.1141-0.613317j 0.219412+0.0372005j -0.259544+0.0378684j 0.133608-0.186257j -0.067848-0.0287423j -0.081274-0.822132j -0.177075-0.452644j -0.28429-1.34162j 0.713848+0.581475j 0.0538415+0.0429217j -0.197951-0.0914401j 0.20945-0.262481j -0.366841+0.326371j -0.219226-0.00796874j 0.194712-0.228465j -0.00770742-0.240377j 0.107511-0.243004j -0.0975042+0.192447j -0.0142808-0.79593j -0.2565-0.40068j -0.154323-0.362118j 0.115553+0.363511j -0.680161-1.79106j -0.750009-2.05551j -0.340874+0.881166j 0.0442645+1.3286j 0.036661+0.0449634j -0.507778-0.805052j 0.0367856-0.164549j -1.17236+0.498272j -0.140169+0.227407j -0.316055-0.518862j 0.0894106+0.119128j -0.0320057-0.587783j 0.259796-0.996947j 0.0312065+0.196458j -0.06263-0.0196856j -0.764019-0.535215j 0.383661+1.26393j -0.164561-0.937849j -0.76923-0.292937j -0.12773-0.294078j -0.19181-0.180732j 0.406846-0.0637776j -0.475086-0.0257391j 0.134373-0.088525j -0.182578-0.167962j 0.390136+0.051939j 0.155164-0.207933j -0.151061+0.386407j 0.0230186-0.375543j -0.10469-0.390819j -0.0745744-0.435159j 0.143322+0.0480131j -0.322259-0.517983j 0.174272-0.0342006j 0.124478+0.477649j 
-0.179064+0.0884295j 0.437314+0.461103j 0.464115+0.13301j -0.383357-0.274228j 1.01143-0.342643j -0.229306+0.641627j -0.269901-0.442236j -0.00105452-0.352011j -0.0996355+0.0476495j 0.857762+0.203713j 0.406407-0.334869j -0.0558496-0.326613j 0.120315+0.757163j 0.819644+0.337687j 0.0478366+0.0830852j -0.321577-0.0613308j -0.354715-0.888911j 0.077851+1.23891j 0.375994-0.287392j -1.1886-0.25208j -0.460532+0.785147j -0.255314+0.292555j 0.619011+0.188165j -0.762734-0.650224j 0.0286665+0.832696j -0.372717-0.590878j -0.0628095+0.505055j 0.133286+0.912697j 0.0358246+0.256384j -0.469902-0.196279j 1.25127-0.311725j -0.254039+0.0132653j -0.294214+0.49781j -0.318002-0.0533541j 0.203402-0.118362j -0.62883-0.110757j 0.170404+0.110986j 0.226046-0.219072j -0.245128+0.12276j -1.03797+0.451291j -0.610295-0.0735712j -0.606543-0.168755j -0.343719-0.319335j 0.0485485+0.161079j 0.32537+0.84826j 0.0805672-0.061133j 0.519997+0.298967j -0.80397+0.0387974j 1.24814-0.343391j -0.172744+0.0160417j -0.139473-0.324096j -0.866499-0.353424j -0.834164-0.00102678j 1.09571-0.10598j 0.438882+0.578222j -0.154439-1.0148j 0.0815827+0.0881722j 0.124292-0.275847j 0.387691-0.0444372j 1.35655+0.154359j 0.0370335-0.122527j -0.138844-0.0637539j 0.296953+0.122272j -0.513165-0.0653819j -0.99145-0.798226j -0.232852+0.00336407j 0.712685+0.183069j -0.0674189-0.113079j 0.700502-0.570735j 0.0181081+0.187514j 0.846508+0.0391912j -0.399056-0.5885j 0.147123-0.0855523j -0.904347-0.470979j -0.6117+0.891902j 0.0911719+0.119507j -0.0228895+0.0402837j -0.247771+0.151581j -0.122927-0.244761j -0.939836-0.358119j -0.267293+0.437397j -0.515782+0.175977j -0.196019+0.309816j 0.478804+0.0933418j -0.1206-0.168457j -0.162454+0.414326j 0.233648-0.327364j 0.115017+0.118235j -0.614946+0.212663j 0.495908-0.0522702j 0.00896813-0.118863j 0.662803-0.106369j 0.340413-0.000699251j 0.167463+0.0642434j 0.211991-0.0440736j 
-0.115877+0.162841j 0.110423-0.991888j 0.142046-0.395368j 0.328203-0.261326j 0.466745-0.920736j -1.16582+0.866648j -0.26225-0.62873j 0.723509-0.129414j 0.512692-0.371935j -0.144224+0.39655j 0.802508-0.474652j -0.817548+1.11523j -0.372812-0.185742j -0.240345+0.049748j -0.413138+0.176001j -0.37415+0.211485j -0.520911+0.121364j -0.382165-0.415891j -0.755803-0.0747863j -0.717512-0.0980209j -0.7662+0.491846j 0.226947-0.350688j 0.696553-0.609742j 0.850111+1.06262j 0.0633868+0.0192692j 0.447289+0.349659j -0.117694+0.0230046j 0.65921+1.30149j 0.174372-0.405898j 0.276316+0.295602j -0.400047+0.0247975j 0.429729+0.0438755j -0.232558-0.086117j -0.373781+0.927577j 0.244727+0.223778j -0.0640547+0.132056j -0.268235+0.28629j -0.112775-0.561681j -0.152257+0.420147j 0.194471-0.0223935j 0.0409203+0.14917j -0.0458791-0.139934j -0.0256255-0.00950556j 0.015001-1.5291j -0.614742-0.751907j -0.147751+0.432841j 0.0369459-0.105896j -0.485711-0.0521021j 0.0124963-0.0274009j -0.0597075+0.0703459j 0.0976852-0.13603j -0.201321-0.102677j -0.46879+0.260316j 0.376908-0.409475j 0.0491897-0.436087j -0.16406+2.42874j 0.0928006-0.222698j 0.192595-0.444918j 0.0700976+1.8279j 1.19387-1.28572j 0.154413-0.0911916j -0.0290183-0.0186242j 0.14985+0.706473j -0.342793-0.659966j -1.27296-0.0917537j 0.107744+0.0558289j -0.0472834-0.434181j 0.00748955-0.134127j 0.784425-1.05322j -0.163941+0.0758757j -0.205252-0.465602j -0.300306+1.46454j 0.176452-0.291552j -0.260689-1.02898j 0.559324-0.0867386j 0.104765-0.0637042j -0.0609499+0.180209j -0.0376211-0.291734j -0.0323813-0.132105j 0.392985+0.234825j 0.140239+0.408587j 0.207969+0.143218j 0.0336851+0.120588j -0.34346+0.168853j 0.0694762-0.164958j -0.0953829+0.0674284j -0.176631+0.387916j -0.113346+0.169966j -0.154219+0.175643j 0.100662-0.256626j 0.0885937+0.119285j -0.0609261-0.607885j -0.125536-0.0753189j 0.0200654+0.489695j 0.0501797+0.186561j 
0.0732437+0.175825j 0.4542+0.665471j -0.0500934-0.0144712j -0.755152+1.40307j 0.169617-0.853987j -0.781606+0.076585j -0.517325-0.381067j -0.0465699+0.739916j -0.320909+0.0393546j -0.570711-0.199261j -0.589517-0.0932509j -0.0340714-0.153228j 0.073158+0.317571j 0.00753156+0.125666j 0.511078-0.161133j 0.0899663-0.165613j 0.248504-0.548182j -0.591559-0.195741j 0.209078+0.772261j -0.470318+0.334656j 0.380739+0.0756462j -0.113574+0.770842j 0.970698+0.00394591j 0.116466-0.239739j -1.09616-0.14391j 0.179185-0.814026j 0.757342+0.0445048j 0.561785-0.218097j 1.12878+0.310693j -0.409891-0.0574487j -0.0340064+0.272005j -0.238414-0.232889j 0.26325-0.349702j -0.245767+0.172123j -0.329055+0.0557969j 0.00160007-0.0513997j -0.231931-0.344294j 0.398273-0.455527j 0.442847-0.509335j -0.200955+0.229019j 0.486424-0.131157j -0.591525-0.20623j 0.645075+0.383816j -0.729812+0.389082j 0.211293-0.0460334j -1.14928+1.19036j -0.0313176+0.0942103j -0.223373+0.350074j 0.141024+0.274017j -0.269943-0.819013j -0.146237+0.95131j 0.0383116+0.0390978j 1.66552-0.0242095j 0.868815-0.0936873j 0.205007-0.0538114j -0.188781+0.0235537j -0.898296+0.329423j -0.746221+1.236j -0.158457+0.525611j 0.0802845-0.120727j -0.827412+0.0580271j 0.110121+0.469449j 0.501205+0.499041j 0.537678+0.178718j -0.0744184-0.15978j -0.130903+1.54328j 0.0401569+0.0233394j -0.222088-0.0719448j 0.202799+0.0519909j 0.687123+0.232031j -0.0287041-0.185364j -0.210477-0.174104j -0.929495+0.0749888j 0.0508902-0.0342413j -0.0606239+0.0770893j 0.699251-0.0403978j 0.43933+0.758276j -0.0152354-0.0834554j 0.121274+0.419636j -0.308566-0.0788927j 0.192457+0.10499j 0.207952-0.286508j -0.426516+0.341835j -0.233547+0.226546j 0.741468-0.201179j 0.268729-0.488315j 0.197909-0.0874806j 0.589421-0.43096j -0.0797675+0.110009j -0.0557164-0.176152j 0.17986-0.0171207j 0.0513025+0.194475j 0.150286-0.576093j 0.148845+0.0437391j -0.222802+0.586761j 
0.0992341+0.0218204j -0.159476-0.193726j 0.188903-0.649605j -0.423727-0.197961j -0.587172-0.00817195j -1.14636+0.151238j -0.579884+0.926873j -0.254246-0.776247j -0.185877-0.0983287j 0.276763+0.311974j -0.0656425-0.0472265j 0.20022-0.380662j 0.137109+0.038655j -0.0964962-0.00126396j 0.0764596-0.039362j 0.0521725-0.0975957j 0.281562-0.0210517j -0.332798-0.537293j -0.162422+0.0531103j 0.376598-0.675744j -0.073011+0.327472j -2.25772-2.03839j -0.54874-0.547401j 0.493743-0.113051j 0.169984+0.206978j 0.566208-0.87015j 0.0489793-0.369286j 0.00476873-0.171489j -0.200889+0.00521936j 0.485368-0.0910436j 0.436889-0.0220213j 0.0367374-0.0679204j -0.019457+0.0265794j -0.334245-0.201584j -0.0812436+0.147909j -0.0186894-0.103481j -0.0605326-0.0441643j 0.198427-0.1234j 0.203018-0.0817909j -0.286197-0.0630828j 0.322972+0.193299j -0.294668-0.402574j 0.192342+0.504797j -0.136126-0.581642j -0.0912525+0.361465j 0.118036-0.576193j -0.0959894-0.474087j 1.10285+0.317573j -0.353387-0.0705132j -2.00111-0.993518j -0.613251-0.0397963j 0.478932+0.33389j 1.58804+0.74083j -0.179493+0.142417j -0.201618-0.063336j -0.332071-0.0551504j -3.785-0.291293j 0.571879+0.0652125j 0.0978148+0.364588j 0.258859-0.0646626j -0.248956+0.274379j -0.0476575-0.675465j 1.02937+0.241089j 0.891622+0.300283j -0.0855986+0.0381626j 0.313858-0.308002j 0.133333-0.122579j -0.0210759+0.204179j -0.0333093+0.0348146j -0.579753-0.0287717j -0.0811435-0.175931j 0.0100931+0.0217536j 0.0471956-0.522222j 0.0570219+0.0139564j -0.0627434+0.0198939j 0.50442+1.05144j 0.327053+0.0646089j 0.00501739+0.0967894j -0.0838635-0.0667315j 0.0651628+0.0629082j 0.0223895-0.0480128j -0.12842-0.438316j 0.0468049+0.0591899j 0.000252156-0.1484j -0.0104532-0.096443j -0.103158+0.595984j 0.0234112+0.043454j 0.0535219+0.188076j 0.150675-0.0618077j 0.140661-0.0133682j 0.274143-0.0544234j 0.107915+0.0173074j 0.111955-0.185741j -0.0331717+0.0487183j 0.00382641+0.144775j 
0.0887892-0.236745j 0.391007-0.643287j 0.0978736+0.209127j 1.38123-0.0165919j -0.847262+0.285325j 0.415494+0.595887j -0.248644+0.674996j 0.901902-0.353013j 0.267155+0.265547j 0.0477998+0.740431j 0.21143+0.635432j -0.287298+0.135055j 0.205322-0.299984j 0.119786+0.0502714j -0.510336-0.365437j -0.329481-0.18143j -0.388606-0.539622j -0.552563+0.627089j 0.675614-0.0638276j 0.284138+0.383234j 0.00975472-0.331796j 0.346973+0.452077j 0.727235-0.500451j 0.0624029-0.205662j -0.999495+0.66308j -0.473953-0.572527j 0.417865-0.540981j 0.182095-0.451624j 1.05411-0.698079j -0.26344+0.248515j 0.100468+0.199583j -0.404933-0.0458339j -0.0326626-0.32451j -0.0201709+0.370686j -0.163884+0.356903j -0.110593-0.079174j -0.467849-0.0131096j 0.521639-0.530837j -0.363905+0.204467j -0.296644-0.013489j -0.306624-0.0155722j -0.706864-0.310942j -0.279023-0.335507j -1.4679+0.587983j 0.434779-0.245197j 0.606888-0.272748j 0.00987072-0.174152j -0.123702+1.01271j -0.130887+0.770671j -0.16693+0.300767j 0.434021-0.204324j 1.78241+0.940006j -0.0899229+0.1886j -0.461573-0.34891j -1.52564+0.759071j 0.977207+0.257666j 0.0215354-0.238027j 0.168881-0.158988j -0.0710827-0.432552j -0.321895-0.783441j 0.121654-0.156014j 0.0267034-0.170413j 0.450146-0.821764j -0.57101+0.898501j -0.0118939-0.413884j -0.232147-0.0497409j 0.616109+0.741571j -0.0114209-0.0789207j -0.740146-0.260165j 0.0458947+0.158847j 0.461568+0.313016j 0.0470536+0.853006j -0.0583925-0.121498j 0.0264591+0.231205j -0.0246474-0.352988j 0.119081-0.0934894j -0.0885624+0.214139j -0.20256-0.054995j 0.145002+0.0925404j 0.470681-0.128439j -0.505939-0.287781j 0.226583-0.123123j 0.628713-0.0800335j 0.641534-0.0752519j 0.0936779+0.0917158j 0.200551-0.105704j 0.111287+0.0344821j 0.121537+0.0162979j -0.0763675-0.17983j -0.0108567+0.065574j -0.135682+0.244771j 0.235944-0.359323j -0.154101-0.0270093j -0.425415+0.411113j -0.145557+0.190549j 
