-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
-0.237554+0.00951549j -0.33866+0.0968719j 0.210087-0.286422j -0.388208+0.0803915j 0.105902+0.0782112j -0.347123-0.728526j 0.03803-0.0516097j 0.00968383+0.0449982j 1.256-0.288911j -1.04019+1.04733j 0.552927-1.17012j -0.221298+0.413748j -1.01338-0.488985j 0.956786-1.28091j 1.04339+0.364104j 0.0604498-0.268405j 0.209343+0.399467j 0.465023+0.384547j -0.0742212-0.00718995j -0.172202-0.300757j 0.24472-0.47479j 0.0490731+0.11368j 0.170366-0.269614j 0.254307-0.325066j 0.268367-0.303546j -0.496502-0.407408j -0.0894477-0.0834429j -0.110822-0.568962j -0.100924+0.248836j -0.566985+0.698837j 0.770735+0.731586j -0.108359+0.636035j 0.586762+0.67943j -0.359598-0.124851j 0.49945+0.590973j -0.568924+0.701704j 0.708791+0.327916j 0.135026+0.214748j 0.0340662-0.096253j 0.159777+0.136511j 0.213275+0.117671j -0.37642+0.425841j -0.295878-0.0720456j 0.650782-0.108336j -0.70086+0.00601391j 0.0446586-0.170361j -0.227635-0.18414j 0.58739-0.286674j -0.0482477-0.23366j -0.163836+0.138345j 0.290205+0.289522j -0.949712-0.651302j -0.440942+0.746984j -0.64548+0.339383j -0.669-0.420516j -0.448064+0.0824479j -0.358004+0.228439j -0.0337971+0.40911j -0.676659+0.537218j 1.08945-0.29454j 0.268721-0.195784j 0.184316+0.110052j -0.134576+0.471672j -0.464927+0.112145j 0.242408-0.0589189j -0.780117+0.628748j -0.83454-0.958713j -0.222721+0.13959j 1.60964+0.375247j -1.10063+0.575445j 0.443422-0.904157j -0.120133-0.179883j 0.812204-0.324671j 0.765019-0.466903j 1.14616-0.985959j -0.117698+0.0983818j -0.610197-0.148768j -1.24426+0.509992j 0.853171-0.0173185j -0.305989-0.0842671j 1.2345+0.49642j -0.851217+0.0486939j -0.569543-1.36792j 0.369524-1.05001j 0.861654+0.740399j -0.672216+0.317217j -0.947298+1.02755j -0.273927+0.212006j 0.611535+0.160712j -0.871172-0.203781j -0.0578303-0.597797j 0.334822+0.603991j 0.17431+0.309527j -0.246253+0.263499j 0.0284113+0.0561017j 
0.337459-0.331887j 0.446946+0.206797j 0.442622+0.0890289j -0.315981-0.326863j -0.10159-0.782515j -0.211781-0.301676j 0.393123+0.600995j -0.653826-0.480824j 0.205812+0.338531j 0.482564+0.128132j -1.07787-0.888876j -1.16566-0.938458j 0.468008-1.80755j 0.395845+0.241959j -0.960173+0.222604j 0.229792+0.139752j -0.0880566-0.373308j 0.0493867+0.163702j 0.0112502-0.361618j 0.0868554+0.245406j -0.00731617+0.0580224j -0.301371-0.300845j 0.364536+0.288203j 0.0462974+0.299358j 0.014061+0.0965422j 0.207134+0.196924j -0.203766-0.295753j 0.00542948-0.176416j -0.556848+0.532424j -0.0402765+0.0425466j -0.580933-0.128847j -0.202556+0.69191j 0.285269-0.56984j 0.317836+0.500405j -0.124376+0.272811j -0.211298+0.153078j -0.324115-0.0281954j -0.0504761+0.0580811j 0.273145-0.122286j -0.288763+0.0299143j -0.469553-0.178342j -0.147514-0.0995772j -0.392545-0.0398972j 0.200288+0.10703j 0.508851+0.0571534j -0.0611029-0.194767j 0.625278-0.00402832j -0.160284+0.424822j -0.0872222-0.512063j -0.484383+0.461624j 0.191318+0.450723j -0.109681-0.320346j 0.108924+0.352007j -0.451532-0.0717575j -0.374065+0.0134199j 0.567124+0.439712j 0.342081+0.191497j 0.183324-0.00964657j 0.0836104+0.0160865j -0.187482+0.295937j 0.328078+0.483266j 0.0742837+0.0245611j -0.176688+0.588019j -0.349958-0.305887j 0.218853+0.382524j -0.0290933+0.51177j -0.374321-1.12496j -0.266262-0.174685j 0.755484+0.531148j 0.0113026+0.785826j -0.961808+0.961745j 0.269753+0.268701j -0.291602-0.462727j 1.39106+0.508704j -0.630429-0.912491j 0.171992-0.301195j 0.108216-0.189732j -0.322808+0.223516j -0.218075-0.456099j 1.56501+0.335132j 0.289626+0.142121j -0.912742+0.0820541j -0.882993+0.801245j -0.233691+0.912079j 0.299134-0.270215j 0.362342-0.431742j -1.36691+1.22502j -0.200463-0.153205j -0.773608-0.285877j 0.0859409+0.75345j -0.274598+0.0718033j 0.47476-0.502085j -0.196591-0.202716j -0.0616316-0.447518j 0.0335673-0.0754645j 
-0.3596+0.099969j -0.0870637+0.271043j 0.407173-0.479073j -0.199333+0.227723j -0.33153+0.583363j -0.0159991+0.254156j 0.0140379+0.189768j 0.826642+0.0073352j 0.480137+0.388079j -0.115368+0.709251j -1.09548+0.311348j -0.109856-0.535141j 0.126247+0.270577j 0.347951-0.455495j 0.842836+0.493963j -0.367496-0.0531974j 0.085555-0.380921j 0.12562-0.616989j -0.0941626+0.151369j 0.0775736-0.519305j -0.0215773+0.199911j 0.343348+0.162099j -0.188774+0.085615j -0.671721+0.0533569j 0.593335+0.420188j -0.568071+0.422322j -0.228725+0.612206j 0.766578+0.191179j -0.339716+0.347896j -0.132853+0.152521j -1.1591+1.00351j -0.761186+1.25893j -0.658416+0.130434j -0.384276-0.52569j -1.33502+0.506352j -0.299346+0.074876j 0.404639-0.220479j -0.142291-0.35474j -0.0240827-0.288829j -0.361389-0.0195995j 0.285146+0.110803j 0.809142-0.540491j -0.704263+0.404913j 1.31589-0.00690595j 0.0830878-0.183204j 0.432269-0.537316j -0.813589-0.346828j 0.958345+0.110876j 0.480195+0.202684j -0.0827199+0.732446j 0.305482-0.0526983j -2.35106-1.09905j -0.643793+1.32571j -1.88241+0.160451j -1.04001-0.614622j -0.580969-0.400126j -1.0616+1.13845j -0.200267+0.19324j -0.200478-0.218688j 2.55687+1.0032j 0.665194+0.722814j -0.41298+0.175617j -0.655994+1.89669j -2.65391-0.288151j -0.0610736-0.0172137j -1.72987+0.263709j -1.53598-1.13432j -0.744685+0.785569j 1.44133+1.58202j -1.5842+1.47301j -0.383427-0.884079j -0.0587226-0.379728j 2.72268-0.985424j 0.210742-0.370988j -0.245394-1.27873j -1.23757-0.161931j -0.229401-0.497837j 0.903505+0.976693j 1.84412-0.0895258j -1.2854-1.66825j 0.936455+0.686773j -1.91051-0.910952j 0.776209-0.598624j -0.0300151-0.364944j -0.9209+0.168473j -0.210487-0.870159j 0.0134073+0.267389j -1.00575+1.0077j -0.26308+0.524277j -0.886224+0.986949j 0.788374+0.410889j 0.266536+0.548479j -0.150516-0.666418j 0.0708797+0.428829j 0.303871-0.439764j 
-0.0848434+0.143514j -0.166226+0.310678j 0.0485883+0.240843j 0.199846-0.286699j -0.0289931-0.111436j -0.329424-0.2549j -0.118847+0.478674j 0.378623+0.178192j 0.0950243+0.0976778j 0.450476-0.0849272j 0.0464205+0.651894j 0.50466-0.150803j 0.533241-0.0893509j -0.988295-0.380207j -0.343968-0.165786j -0.00742912-0.129176j 0.471458+0.148862j 0.0484853+0.527716j 0.602859+0.249211j 0.238572+0.365514j -0.338081+0.120604j 0.288742-0.158197j -0.135333+0.300416j 0.507768+0.108089j 0.25444-0.0853973j 0.576102-0.0810564j -0.37143-0.464329j -0.699379-0.0693374j 0.8519-0.658408j -0.606565+0.0800959j 0.160859-0.242009j 0.15497+0.124205j -0.520937-0.223556j 1.30212-0.581002j -0.141931+0.938794j 0.46015+0.862659j 0.72158-0.385776j 0.0359032+0.39101j 0.0961031-0.0296891j -0.269147+0.0294349j 0.0510265-0.0474278j -0.289617-0.0606876j 0.152507-0.0540367j -0.373559+0.629309j -0.0304599+0.050101j 0.0646932+0.261247j -0.0235308-0.0382085j 0.0510307+0.238823j 0.446375+0.41319j 0.0743702-0.146429j 0.185551+0.00548161j -0.258879+0.0456704j -0.138955+0.183957j 0.203668-0.619453j 0.144123+0.148378j -0.335329+0.0356015j -0.0196399-0.325998j -0.0273765-0.0261516j 0.3693+0.538438j 0.00116469+0.221759j 0.14532-0.200108j -0.229028-0.298312j 0.0608811-0.184109j -0.0412244-0.275227j -0.0359137+0.0568894j -0.160557-0.367716j 0.240457+0.532401j 0.0190605-0.0313576j 0.188619-0.255253j 0.378753+3.21984e-05j -0.539995+0.185132j -0.147016+0.326106j 0.105531-0.167048j -0.263791-0.357526j 0.25628+0.433334j -0.293299+0.385562j 0.0157899+0.496932j -0.0691906+0.0226714j -0.4881-0.474259j 0.126871-0.594437j -0.0748761-0.211073j -0.163361-0.717879j -0.581013+0.0656935j -0.287105-0.752602j -0.0539184+0.327067j -1.12123-0.0276389j -0.467672-0.398432j -1.05981-0.655651j 0.779507-0.260348j 0.251312+0.098769j -0.126524+0.287392j -0.25177+0.592379j 0.423524+0.637589j 0.135777-0.526965j 0.0383013-0.349053j 
-0.0251189+0.0593425j 0.0801073-0.156315j -0.426266-0.225766j -0.151013-0.406414j 0.403389+0.0126841j 0.774929+0.132018j -0.155006-0.173216j 0.532061-1.00493j -0.411187+0.541714j 0.508783-1.10328j 0.242718+0.910231j -0.5265+0.457839j 0.128583-0.940996j 0.478533+0.364791j 0.121289+0.0755894j -0.00751601-0.0918862j -0.0885387+0.0228787j -0.0446203-0.252849j -0.375324-0.446511j -0.0722662+0.217394j 0.311775+0.149838j 0.0786312+0.00383357j -0.34143+0.24967j -0.303468+1.08019j 0.0802413+0.940014j -0.362509-0.796449j -0.03986-0.21231j 0.824371+0.602611j 0.788618+0.0547505j 0.334088+0.103792j -0.0572491+0.478969j 1.12701-1.1362j -0.255788-0.925912j 0.133456-0.255746j -0.487499+0.260331j -0.251155-0.0567117j 0.012037+0.338806j 0.192477-0.0774066j -0.0751149+0.187253j -0.0607825-0.132092j -0.10435+0.0568052j 0.420002+0.156013j 0.285036+0.0201511j 0.094812+0.0583871j -0.0488798-0.544425j -0.172899+0.0206778j -0.0438455+0.784161j 0.149545+0.417467j -0.0381692+0.086313j -0.0956997-0.15658j -0.208906+0.283957j 0.230615-0.272131j 0.401609-0.29821j -0.138974-0.0951781j 0.260459-0.485809j 0.213742-0.198374j 0.133688-0.267918j 0.408221-0.508578j 0.475338-0.0281344j 0.574816+0.429504j 0.273337-0.601759j -0.0128533+0.099466j -0.475947-0.451694j 0.105252-0.379656j -0.116541+0.125728j 0.402446+0.0907254j -0.0957871+0.581934j 0.321512+0.189876j 0.732113+0.2187j 0.968961-0.056699j 0.355389-0.237205j 0.331974+0.00104368j -0.0223339+0.757058j 0.343741+0.744865j 0.280369+0.51579j 0.155723-0.128343j -0.156899+0.157701j 0.31946-1.29971j -0.351194-0.618j 0.647924-0.72438j 0.0466789+0.56035j 1.05293-0.28566j 0.416315+0.217618j -0.25896+0.0031775j 0.13724+1.20448j -0.241689+0.166113j 0.529895-0.194238j 0.373924+0.0350022j 0.0265223+0.0672328j -0.32524+0.0990467j 0.250517-0.107154j 0.215533-0.456257j -0.137058-0.17528j 0.281263-0.0170909j -0.0528885+0.042829j 
-0.0687209-0.0992731j -0.0240286-0.183044j 0.0687171+0.0002443j 0.0143782-0.0795148j -0.199773-0.022633j 0.202052-0.358875j 0.257742+0.173448j -0.26919+0.0684468j 0.569986+0.567085j -1.07027-0.177583j 0.794594+0.106539j -0.388902+0.0111246j 0.143963-0.501969j 0.614567+0.512449j -0.137112+0.483827j 0.138327-0.111107j -0.269482+0.224459j -0.0660208+0.147846j 0.350077+0.0816714j 0.0913455-0.114891j 0.458635+0.249394j -0.206322+0.0751666j 0.352689+0.230566j 0.0813914-0.458272j -0.0300375+0.0747234j -0.0255151-0.702101j -0.272247-0.223165j 0.182023-0.187907j -0.565712-0.410474j -0.386737-0.320093j -0.516232+0.600077j -2.28977+0.483691j -0.0441778-0.617281j 0.281277-0.744292j -0.757545-0.589016j 0.264817-0.613446j -0.276765+0.34827j -0.010183+0.0953642j -0.0193235-0.00337694j 0.253985+0.375695j -0.112284-0.0678158j -0.348885-0.28937j 0.195181+0.063919j -0.0804471-0.108372j -0.00237805+0.0474118j -0.00786407+0.0577218j 0.121164-0.172221j 0.211801-0.414323j 0.129242-0.619025j -0.0156662+0.00587j -0.00953508-0.382078j 0.503762+0.262845j 0.0174055-0.206985j 0.202111+0.120497j 0.470296+0.0237947j -0.232539-0.0762514j 0.192454+0.0127361j 0.0537486-0.0615261j -0.606735+0.148355j 0.00419626-0.128418j -0.0339661+0.164154j 0.475227-0.130096j -0.0523309-0.339149j 0.237034+0.696624j 0.140728+0.0767989j 0.15203+0.247266j 0.593241+0.117638j 0.207771-0.0499998j 0.0566246+0.0854875j 0.0747078-0.541577j 0.642683+0.107363j -0.0841978+0.161673j 0.171753+0.0487575j 0.819027+0.300222j 0.93049+1.17872j 0.76238-0.26883j 0.277535+0.0063071j 1.26283+0.862187j -0.241611-0.295631j 0.496533+0.648877j -0.0549285+0.951492j 0.299867+0.27181j 0.194706-0.609294j 0.450492-0.12045j -0.697783-2.27631j 0.667334-0.0880532j -0.342365-0.905067j 0.652126-0.449644j 0.368676+0.547377j 0.772662-0.285941j -0.335386-0.743785j -0.551642-0.284529j -0.316317+0.547287j -0.0453686-0.362678j -0.366836+0.161321j 
0.352349+0.205945j 0.0421595+0.265184j -0.0191089+0.242903j 0.12019-0.294592j 0.558938-0.128629j 0.380986-0.0423248j -0.360153+0.263302j 0.341431-0.778464j -0.227849+0.343555j 0.404015-0.0921513j 0.238464-0.582071j 0.328566-0.584975j 1.33772-0.113701j -0.0224366+0.523148j -0.216912-0.606603j -0.206901+0.463423j 0.339907-0.261311j -0.264084+0.0946903j 0.365117-0.22005j -0.341778+0.0724352j 0.0896263+0.142253j 0.437636-0.532374j -0.520686+0.562288j -0.625144+0.539346j -0.193051+0.277872j -0.11963+0.233947j 0.508781-0.342247j 0.54428-0.106884j -0.565453-0.684943j 0.0922609+0.220469j 0.219661-0.699823j -0.319417-0.443501j 1.06544+0.61612j -1.16246+0.111648j -0.591743+0.275402j -0.459909-0.543947j 0.0296706-0.66018j -0.273883-0.108156j -0.00174733+0.109189j -0.29835-0.485633j 0.0982694-0.0202253j -0.068711-0.24705j 0.113467+0.00840435j -0.0199573+0.295873j 0.23372+0.458504j 0.0774564+0.0913225j 0.142681+0.0564963j -0.648577-0.0387378j 0.487465-0.232509j 0.21054-0.140648j 0.0507286-0.060185j 0.341232-0.0906929j 0.24834+0.0843424j 0.0477937-0.451021j -0.054436-0.349983j -0.119794+0.632443j -0.173437-0.222887j 0.0365052-0.087279j 0.136071-0.202272j -0.255743+0.178428j -0.0340952-0.53271j -0.0361678+0.0566812j -0.230219+0.146362j 0.394382-0.435143j -0.147342+0.259711j 0.097041-0.158018j 0.492643-0.515988j 0.0910788+0.153867j 0.104824+0.547253j 0.467121-0.584276j -0.803193-0.297731j -0.112221+0.222989j 0.235602+0.682778j -0.168854+0.836587j 0.485496-0.41799j -0.77859-0.115132j -0.17331+0.271127j 0.333915-0.469584j 0.0256538+1.1023j 0.0818638+0.583928j 0.0536594+0.267263j 0.489603+0.614216j -0.576818-0.732462j -0.393786+0.0281453j -0.285823+0.188215j -0.554574-0.0200768j -0.853742-0.320054j -0.497584-0.0106564j 0.765716-0.410891j 0.621328+0.39234j -0.0869982+0.705618j 0.152921+0.601683j 0.565017-0.0612659j 0.00364856+0.0362166j 0.374298-0.237256j 
-0.0539355-0.20261j -0.625864+0.225904j 0.702702+0.388824j -0.442165-0.362042j -0.80473-0.078082j -0.528506-0.05136j -0.351666-0.388097j 0.575756+0.66832j -0.368376+1.04063j 0.327554+0.62242j -0.983071-1.04537j -0.0542237-0.0874798j -0.259051+0.428279j 0.504739+0.686342j -0.371589+0.726844j 0.257701-0.0328531j 0.220675+0.0701773j 0.28718+0.405778j -0.272834-0.246903j -0.208193+0.0962749j 0.1099-0.139058j -0.0379925+0.0844115j -0.762929-0.303568j -0.0314511+0.0871585j -0.226774+0.440491j 0.0839568-0.998151j 0.225958-0.379716j -0.355614-0.556654j 0.317518+0.037906j 0.28718+0.0545799j -0.76706-0.895783j 0.0420358-1.15237j 0.0413556-0.0458393j -0.198135+0.385524j 0.218745-0.997741j -0.101915-0.00976069j -0.135095+0.0138415j 0.161729+0.215175j 0.309857-0.212511j -0.0767657+0.248028j 0.263578+0.141432j 0.164074-0.0346136j -0.974469-0.467152j 0.628739-0.00252677j -0.216898-0.543904j 0.192908-0.679732j -0.630632-0.435629j 1.18665+0.444631j 0.268621-0.188246j -0.476441+0.639865j 0.224769+0.0320059j -1.86088-0.804917j -0.612798+1.41533j -1.17485+0.0208661j -0.816728-0.329473j -0.696757+0.597196j -0.576206+0.43545j 0.351072+0.00419803j -0.917053-0.302994j 1.59736+1.07065j 0.412614+0.150758j 0.219301-1.04499j -0.166832+1.16476j -2.88893-0.159387j 0.334427-0.0342467j -1.25196+0.0227212j -0.664522-1.91068j -1.46857+0.380465j 0.714983+1.34577j -1.52833+1.82994j -0.385979-0.0937002j -0.543624-0.297953j 3.07413-0.824925j -0.476526-1.15232j -1.23064-1.12788j -0.369423+0.000421455j -0.285425+0.115792j -0.390834+0.669281j 0.555456+0.791077j -1.56836-1.16504j -0.124809+0.462264j -1.28037+0.100811j -0.573807-1.127j 0.746461+0.0693579j -0.663997+0.447285j 0.830948-0.137618j -0.436741+0.863046j -0.800658+0.487784j -0.944007+0.680932j -0.834145+0.325157j 0.289569-0.578968j -0.475876+0.313503j -0.0567183-0.171339j -0.514077+0.178689j -0.128499-0.0301289j 
-0.362697-0.2418j -0.215441-0.0135065j 0.337549+0.184805j -0.194063-0.260566j -0.453902-0.475332j -0.0821922+0.399698j 0.0945194+0.847743j 0.281238+0.189377j -0.852964+0.178267j -0.66419-0.554522j 0.184919-1.08099j 1.56374-0.874361j -0.390476-0.134548j -0.0314888-0.295531j -0.231178+0.834863j -0.160528-0.23013j 0.0493866+0.231071j -0.0297446+0.0853483j 0.022218-0.282229j 0.259897+0.259735j 0.514034+0.0324087j -0.0441132+0.16298j 0.200436+0.115015j 0.0249243+0.065256j -0.908168+0.221202j -0.968659-0.242967j -0.313289-0.315499j 0.794663+1.91299j 0.528503-0.520633j 0.227116+0.282797j 1.02609-0.35178j 0.738521-1.28353j 0.389142-0.558082j 0.575361-0.639198j 0.00380251+0.581516j 0.0738923-0.102716j 0.220775+0.317485j -0.0629332-0.255157j 0.188804-0.387816j -0.0902786-0.346242j 0.130316+0.371114j -0.0632469-0.237902j -0.616998-0.101239j 1.40618+0.290455j -0.361781-0.360452j 0.758732-0.437031j -0.481903-0.476907j 1.24638+0.204975j 0.0318334+0.110952j -0.263976+1.26911j -0.0855282+0.0274876j -2.48115-1.07624j -0.878211+1.39174j -2.18097+0.238028j -1.07322-0.276552j -0.386663+0.250917j -1.33417+1.2646j 0.40257+0.280424j -0.705667-0.77088j 2.34948+1.31111j -0.0428735+0.167205j -0.366544-0.190191j -0.699066+1.10569j -2.90955-0.0211449j 0.652401-0.640025j -1.13833+2.53779j -1.49695-1.91661j 0.275874+0.195347j 0.775258+1.66117j -2.44379+0.406841j -0.762478-0.171809j -0.635701-0.192121j 2.10043-0.521062j -0.276044-0.971505j -1.22338-1.24121j -1.37668+0.00122349j -0.761301+0.61874j 0.26147+1.02724j 1.27082-1.69731j -1.88128-1.27101j 0.0690795+0.535867j -2.52303-0.403557j 0.359956-0.805512j 0.76529-0.130807j -1.05456+0.569542j -1.49042+0.438191j -0.775095+1.15761j -0.349167-0.358315j -0.948751+0.325681j -0.968917-0.185583j 0.856859+0.324226j 0.0845531+0.791254j -0.0176169-0.364757j -0.429735+0.218969j 0.483644+0.00916863j 
-0.236655+0.193288j -0.234986+0.144643j -0.554978+0.231352j -0.465+0.0578784j 0.107715+0.155433j 0.719518-0.191897j 0.257625-0.42021j 0.374407+0.285158j -0.196778-0.239196j 0.0253332+0.301987j 0.392527-0.103587j -0.489946-0.147158j 0.139382-0.797704j -0.0246231-0.805228j 0.0693058-0.0677203j -0.302047+0.213366j 0.206243-0.400671j 0.0462257+0.37392j 0.0596753-0.475859j -0.0676818+0.227511j -0.276118-0.581615j -0.184748+0.165405j -0.0433063+0.396932j -0.547187-0.744586j 0.236969+0.265098j 0.357711+0.0340074j 0.435065-0.223787j 0.179491-0.678164j 0.2605+1.00128j -0.600152-1.80181j -0.80859+0.391534j -0.207561+0.122364j -0.108165+0.0840248j -0.630928+0.864255j -0.457635+0.527511j -0.196138-0.278759j -0.231923-0.233532j 0.00376585-0.225743j 0.0514787-0.174067j -0.0919378+0.196386j 0.0859278-0.16344j 0.174311+0.495435j -0.0814536-0.346892j 0.547216-0.0762003j 0.21262+0.0419524j 0.378477-0.117476j -0.281822-0.259963j 0.343171-0.0368536j 0.125933-0.448769j -0.262434-0.0760583j -0.00602809-0.726546j -0.600847-0.028144j -0.745606+0.204658j -0.07575-0.165653j -0.224223+0.345444j -0.067001-0.222606j 0.636225+0.118026j -0.251972+0.529325j -0.207247+0.310593j 0.590574-0.0419921j 0.245218+0.223393j 0.367428-0.197069j -0.530947+0.115538j -0.805145+0.0010759j -0.0344394-0.0884281j -0.576636+0.685665j -0.166575-0.180387j -0.155179+0.00742988j 0.380475+0.351849j 0.299194-0.139005j -0.307088-0.22317j 0.156997+0.0682479j 0.349062+1.02367j -0.100206+0.111295j -0.0472652+0.0576071j -1.15822-1.10551j 0.144491+0.323876j -0.249667+0.59092j 0.0489275-0.359578j -0.151769-0.0570669j -0.0658588+0.0251827j 0.164359-0.597047j 0.0371226+0.226941j -0.116038-0.0188218j -0.599471+0.216232j 0.661916+0.00816997j -0.0556132+0.0350914j 0.399314-0.0255123j 0.0663222-0.106052j 0.0622899-0.361158j -0.574176-0.132809j -0.362404-0.0398101j 0.365493-0.268149j -0.189293+0.175782j -0.0269778+0.205502j 
-0.0546848+0.0768688j 0.0998726-0.0327696j -0.282284+0.00201004j -0.604775+0.297779j 0.148911-0.114727j 0.207469-0.801463j -0.120619+0.315442j -1.26467-0.868824j 0.768923+0.707374j -1.65017-0.206969j -0.05777+0.439124j -0.659413-0.401085j -0.532666+0.0875231j 0.0675606-0.275909j 0.245889-0.0389212j -0.150861-0.127949j 0.153146+0.0527956j -0.0928998-0.186399j -0.497155-0.200793j 0.31322+0.399263j -0.308459-0.188754j -0.062904-0.411247j -0.0811763+0.564683j 0.555209+0.575744j 0.593177+0.538363j -0.572231+0.363886j 0.176898+0.252771j 0.965482-0.617507j 0.135509-0.357741j -0.216156-0.6295j 0.220344+0.0509353j 0.416066-1.08879j 0.197875-0.664873j -0.145149+0.402616j -0.209799+0.250429j -0.06411-0.134828j 0.0456179+0.15662j 0.0494579-0.180688j -0.182247+0.071271j 0.0629756-0.423249j 0.116384-0.124894j -0.0270797+0.174319j 0.139678+0.212313j -0.399806+0.163535j 0.422337-0.286275j -0.215513+0.353066j 0.55412-0.153438j -0.289821-0.0156266j -0.410552+0.149156j -0.0685327-0.510828j 0.641545+0.150488j 1.27228+0.225847j 0.301553-0.687781j 0.594549-0.339021j 0.921405+0.132509j -0.350031+0.157908j 0.179419-0.204734j -0.845034-0.256213j 0.675416+0.50808j -1.28732+0.0683778j -0.499767+0.515284j 0.078412+0.821608j 0.165189-0.617827j 1.24474+1.08517j 0.0761171+0.652513j 0.368842-1.41359j 1.21312+1.27498j 0.000540525-0.303662j -1.12146-0.299824j 0.941568-1.05365j 0.02363-0.111638j -0.643552+0.218648j -0.424839+0.845576j 1.1891-0.700018j 1.00934+0.602715j 0.507556+0.0824635j 0.230922-0.636635j -0.673937-0.518125j -0.557628+0.56118j 1.16043+1.46156j 1.3032-1.43944j -0.269704-0.433578j -1.1641+0.892026j 0.185299-0.128562j 1.06262-0.692392j 0.417916-0.00215482j 0.454888-0.0890471j 0.4004+0.0136998j 0.46455-0.684461j 0.500987+0.139438j -0.431846+0.154275j 0.313452-0.325192j 0.0300061+0.173063j 0.302212+0.160876j 0.131274+0.0419183j 
