0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
0.00134761-0.0124723j 0.03258-0.00892346j -0.016677+0.00626982j 0.0287172+0.0175246j 0.0155837-0.00868986j -0.0164862+0.00562268j -0.00911626-0.00291991j 0.00971896+0.0052018j 0.00405282-0.00322641j -0.010303+0.00223125j 0.0145782+0.00398093j 0.0257377-0.00169316j 0.0111174+0.0102489j 0.0194549+0.0039837j -0.00277979-0.00296068j 0.0145775-0.00379233j 0.00131975-0.00798601j 0.00554114-0.008207j 0.0152636+0.00669324j 0.00889694-0.0019443j -0.00759892-0.000634499j 0.0186372-0.00531805j -0.00151146-0.00196297j 0.0017122-0.0173027j -0.0111301+0.00162079j -0.003505-0.000806273j 0.000819883+0.00334098j -0.00113122-0.00302394j 0.00523684+0.015604j -0.00263364+0.00402836j -0.0158661-0.00954932j 0.00803498+0.00205751j -0.0197075+0.000217417j 0.0150579+0.0145315j -0.00449314+0.00796562j 0.0135946-0.00605172j 0.0178743+0.00163621j 0.00398255+0.0202223j 0.00590559+6.81435e-05j -0.00535177-0.014754j -0.0100219+0.0056024j -0.0165433-0.0122147j 0.0065377-0.0112596j 0.000701057+0.00258657j 0.0427439-0.0230591j 0.00017932+0.0122471j -0.0450184-0.0394698j -0.032973+0.0242398j -0.0134607+0.0162109j -0.0108494+0.0060255j -0.014766-0.0229347j 0.030329+0.0415041j -0.0394826+0.0185421j 0.00593087-0.0289654j -0.020527+0.0177597j 0.00200579+0.0136007j 0.000264872-0.0279116j 0.00500988+0.000128627j 0.0133554-0.00324256j -0.00205261+0.0388185j -0.0015285-0.0115223j -0.009416+0.0159478j 0.0134255-0.023262j 0.00152031-0.00151842j 0.0208081-0.0181076j 0.013735-0.0219387j -0.0111064+0.00958493j 0.00353749+0.0184015j 0.0100242+0.0107801j 0.0259668-0.0428879j -0.0295124+0.0465895j 0.0179788+0.00511421j 0.0006198-0.0133767j -0.0567708-0.021248j -0.0176483-0.00129577j -0.0157944-0.0153143j 0.0304629+0.0217578j -0.0125574-0.0338152j -0.0126326+0.0113922j -0.00689124-0.0241788j 0.00599781+0.0173256j -0.0118706+0.000913055j 0.0105304+0.00906492j -0.024801-0.00505549j 0.0356952+0.0141108j 0.00790104-0.013328j 0.00676359+0.00095904j -0.03929+0.0250991j -0.0134529-0.0499292j 0.0800424-0.181534j -0.128639-0.0839011j -0.122527-0.0268078j -0.0152052-0.0137726j 0.0491052+0.016692j -0.015969+0.0145689j 
-0.0366018+0.0052611j 0.0205033+0.00616474j -0.0315245-3.48387e-05j -0.00944848+0.00222912j 0.0120574-0.0215638j -0.00401435-0.00790593j -0.00965786+0.00260186j 0.00634355-0.00296659j -0.00181985-0.00698393j -0.0157265+0.0120525j 0.000499836+0.0010202j -0.00287394+0.00607871j -0.0156441+0.00307331j 0.0132791+0.00816089j -0.0203814+0.00295223j -0.00554285+0.00701274j 0.00409872+0.00314768j 0.0193246-0.00648565j 0.0357783+0.0040754j -0.0361141+0.0125193j 0.010662-0.00642384j -0.00224122+0.00161769j -0.0305097-0.00358176j 0.0200548-0.0103268j 0.00113599+0.00372527j -0.00462386+0.00613218j -0.00338658+0.02085j 0.000434375-0.00541544j 0.0142351+0.0198234j 0.00270592+0.0106544j -0.0238068-0.0152145j 0.0148233-0.000558238j -0.00690784-0.00116627j 0.0101349+0.00383646j 0.00236957+0.000885678j -0.00726747-0.00855102j 0.00389587-0.0398533j 0.00603919-0.00286055j -0.00846416+0.00261702j 0.0186283+0.00300687j 0.0352513+0.0101199j -0.0166724+0.00959322j -0.00390894+0.0255984j 0.0030211-0.00660113j -0.0148554-0.00985128j -0.0171781-0.00520932j -0.00804854-0.014622j -0.00904118-0.000563178j -0.0102276+0.00320931j 0.00178505+0.00138146j -0.000708514-0.0068355j -0.00846572+0.00740189j -0.0287983+0.00729845j -0.00229775-0.00484639j 0.0249074-0.00826396j 0.0366975-0.0130111j -0.0072202-0.0261302j 0.00288045-0.00580133j 0.00212399-0.022815j 0.0250728+0.0863911j -0.00477881-0.0105948j -0.00759142+0.0517423j 0.006271+0.011603j 0.00174787+0.00285689j -0.0409936-0.00400676j 0.0187797-0.0140919j -0.00113097+0.0127876j -0.0242103-0.00633054j 0.0218549+0.0204368j 0.0218391-0.0170905j 0.0233236-0.00217704j -0.0339749-0.00382206j -0.0552148+0.081494j 0.0585187+0.0369322j -0.0307545-0.047432j -0.064451+0.000460761j 0.0222361+0.0103923j -0.00600925+0.0324287j 0.0256832+0.0143646j -0.00366003-0.00635066j 0.036227+0.0217886j -0.0188183+0.0155657j -0.0237193+0.0237987j -0.00238286-0.00181888j -0.0137776-0.0015615j -0.024192-0.0181976j -0.0540803-0.0119863j -0.00418219-0.0292974j 0.0588058-0.0642976j -0.191993+0.446515j 0.31532+0.24678j 0.332313+0.016939j 0.0812197+0.0520549j 0.045493+0.00471921j 0.0519578+0.0148404j 
-0.00774619+0.0144154j 0.0110506+0.0101158j -0.0275134+0.00239176j -0.0172403-0.00876856j 0.0161336-0.0128551j 0.00396807+0.0097665j -0.0166619-0.00395657j -0.0103175-0.00583487j 0.00873791-0.00845973j -0.0109628+0.0231122j -0.00671827-0.020272j -0.0072385-0.0194537j -0.00323718-0.00507316j 0.00759783-0.0109171j -0.00783754-0.00174124j 0.00569702-0.00411823j 0.00977963+0.0150608j 0.0181863-0.0057862j 0.0273719+0.00556388j -0.0285294+0.00916777j 0.00564721-0.00119759j 0.0240104-0.00104862j 0.00810142-0.00250552j 0.00724547-0.0186686j 0.0243407+0.0150927j 0.0140221+0.0118626j 0.0147366+0.00822398j 0.00691433-0.00295177j -0.0213464+0.00380757j -0.0120093+0.00557027j 0.00294396+0.00285769j -0.0038285-0.00625955j 0.0215527+0.00233538j 0.00626354-0.0127732j 0.00308183+0.00110807j 0.00568768-0.00427526j -0.00201703-0.0330167j 0.00242217+0.0122713j -0.0284639-0.00491548j -0.0109432+0.0158544j -0.0246267-0.000113529j -0.000175135+0.0383536j -0.000889029-0.0193476j 0.0130122-0.0108316j -0.0339142-0.0207883j -0.0193125-0.0108161j -0.0406496+0.0289699j 0.0214486+0.0232077j 0.0208888+0.0103833j 0.00898681+0.0183187j -0.0263095-0.00898143j -0.00291081-0.0130412j -0.00301421+0.00179446j -0.00640549+0.0095729j 0.0247756-0.00563328j 0.0291016-0.00213796j 0.00814567-0.0189448j 0.0143828-0.0030445j 0.00126431-0.0131309j -0.00438108+0.0698284j 0.00477629-0.00526458j 0.00179959-0.00779194j -0.024923+0.000591478j -0.0237971-0.00537849j -0.00614794-0.0135841j -0.00175776+0.0324737j -0.0134703-0.000672843j 0.00381261+0.0189225j -0.0100349+0.00136249j 0.0103651+0.0154377j 0.00385415+0.000425943j 0.0203083-0.0056522j 0.00148307-0.0043589j -0.0135464-7.53826e-05j 0.0190316+0.00365651j 0.00482604-0.0292088j 0.013573-0.00890138j -0.0118612+0.0369854j -0.00564706+0.00275053j -0.0167911+0.00258201j -0.0186893-0.0267601j 0.0228733-0.00187331j 0.00960157-0.00770258j 0.00145123+0.00615039j -0.0296667-0.0111836j -0.0022528+0.0271862j 0.020586-0.0054443j -0.000114112+0.00675005j 0.00544339-5.10951e-05j 0.0736104-0.158876j -0.129292-0.0576827j -0.0910311-0.0435547j 0.0167695+0.0208712j 0.00603381+0.0216456j 0.000314823+0.00234679j 
-0.041637-0.00429911j 0.00196526+0.00460597j -0.0301528+0.00146352j -0.0438292+0.0104511j 0.00675243+0.000254431j -0.0194798-0.00950718j -0.000932488-0.0170862j 0.00881266-0.00245948j -0.00683091-0.00368066j -0.00439236-0.0186094j 0.00353903-0.00677368j 0.00662697-0.0206857j -9.44417e-05-0.00545085j 0.00160054+0.00623659j 0.00660437-0.00921731j 0.0102589+0.00897193j 0.0109144-0.0064347j 0.00010275-0.000766824j 0.0316812-0.00267875j -0.0272158+0.00378863j 0.00118231+0.00290875j 0.00519973-0.010769j 0.0299625-0.00507839j 0.00205126-0.0172781j -0.0212011+0.0181421j -0.0037568+0.0152481j -0.00706503+0.0131859j -0.00205479-0.00568175j 0.0171568+0.00653402j 0.00869059+0.00419905j -0.00360973-0.000245358j -0.0080926-0.0046125j 0.00296673-6.44399e-05j 0.00240594-0.00348328j 0.0220754-7.40248e-05j 1.93802e-05-0.0163135j 7.65942e-05-0.055187j 0.0170156-0.00800731j 0.0170574-0.0138103j -0.0183641-0.0204411j 0.019893-0.00455302j -0.0325011-0.02305j 0.00256337-0.0273827j -0.0154254+0.00552839j 0.032577-0.033697j -0.00987913-0.0137588j -0.00617413+0.0107054j 0.0108116+0.0033389j 0.0372434+0.0213494j -0.00438655+0.0103194j -0.0138762+0.000492085j -0.010088+0.00428096j -0.00497794+0.0148643j 0.0013838+0.014218j 0.0286864-0.0273036j 0.0198968-0.0258126j -0.0147693-0.0149814j 0.00342055-0.0214458j 0.0132853-0.0167722j 0.0297741+0.0423629j -0.000250082-0.00703268j 0.025658+0.0296068j -0.0105762-0.000958381j 0.00794832-0.00146817j -0.0404493+0.0146305j -0.0118769-0.00528314j -0.000773321+0.00192895j -0.00998036-0.0215288j -0.0054332-0.0107779j 0.014546+0.0211389j -0.0148393-0.0229158j -0.013103+0.0135859j 0.0141778+0.0192562j 0.0106488-0.0116261j -0.00857351-0.0136331j 0.00605328-0.0241j -0.0106767-0.0228573j -0.0095773+0.056172j 0.0128074-0.0221903j 0.00493457+0.0199621j -0.0204287-0.0138463j 0.0125689-0.00995314j 0.00531469+0.00870747j 0.00162448-0.00991281j -0.0367015-0.0135265j -0.0193071+0.018141j -0.00141105-0.00620924j -0.00320866+0.0330747j -0.0213484-0.00725875j 0.00591558-0.0189992j -0.033166+0.0137314j 0.0115807-0.0205563j 0.0549243+0.0113816j 0.0106472-0.0133887j 0.00631166-0.00837986j 
0.00954562-0.0040504j -0.0299203+0.00080711j 0.0282247-0.00386849j -0.0044762-0.00629496j 0.0277027-0.00498767j -0.0353658+0.00121501j 0.0203174+0.00256156j 0.00229772+0.00935902j 0.00106925+0.00357964j 0.0117611-0.0104568j 0.0162129-0.00311064j 0.0274358-0.0192908j 0.00797335-0.000273381j 0.00700978-0.0100172j 0.0123664-0.00875911j -0.00347787-0.0139637j -0.00112281-0.00462213j -0.00744599+0.00887475j -0.0172151-0.00459353j 0.0139218+0.0030362j -0.00286766+0.0234968j -0.00382324+0.00583528j 0.0386567-0.0020974j 0.0203593+0.00486693j -0.0111974-0.0110141j 0.0108011-0.00820187j -0.00757691-0.00133287j -0.00374957+0.0029873j 0.00195877-0.00141221j 0.0121193-0.00141994j 0.0138612+0.00206242j -0.009913+0.0076532j 0.00205558-0.00242894j -0.00205207-0.00231206j -0.00108892+0.000371968j 0.00117922-0.00526062j 0.00344188+0.0214535j 0.0110539-0.0186451j -0.00365781+0.000602873j -0.00303794-0.0408746j 0.0101698-0.000967459j 0.0211242+0.0140438j 0.0249965-0.00322627j -0.0389271+0.0202887j -0.0221658+0.021586j 0.0180871-0.00545754j 0.0116405+0.0181587j -0.00715345-0.0152637j 0.0100809-0.00915206j -0.0117012-0.0227146j 0.0054602-0.00087291j 0.0146821-0.014362j 0.00844068+0.0116528j 0.00428115+0.00448823j 0.0107455+0.00762672j -0.00847131+0.0179494j 0.00386657+0.022431j -0.0210545+0.0098538j -0.0150955-0.00884328j -0.0151611-0.0327961j -0.0138973-0.0152059j -0.00822664-0.00902432j 0.0188362+0.00209183j -0.00365499-0.0372177j 0.00824266+0.00452034j -0.0161876+0.000259862j -0.0341103+0.0110594j -0.0139436-0.00105976j 0.0173644-0.000700126j 0.0112458+0.0295048j -0.005053-0.00602412j 0.00749299-0.0147009j 0.00332221+0.00424707j 0.0186099-0.0198078j 0.022889-0.00512216j -0.000386402+0.00388952j 0.0051116+0.00905007j 0.00629333+0.00760586j 0.00197739+0.020439j 0.00756391+0.0132664j 0.010303+0.000805295j 0.00182333-0.0112592j -0.00163786-0.000876306j 0.00929075+0.000460528j -0.00967845+0.00094235j 0.0163422+0.00632567j 0.00272224+0.0122402j 0.0102006-0.00615835j 0.000288406+0.0181648j -0.0217419+0.0510206j 0.0380012+0.0177584j 0.0321713+0.0128314j -0.00622729-0.00194901j -0.0148549-0.000892677j -0.00279819+0.00273611j 
0.00562588-0.0181354j -0.0137747+0.00691205j 0.0154365-0.0109627j -0.00517885+0.00139294j -0.0158042-0.00634252j -0.016898+0.00474242j 0.0125439-0.0227841j -0.00515797-0.00576391j -0.00525771+0.0193467j 0.0151642+0.0045153j 0.00234526-0.0218513j -0.010782-0.00941752j 0.00757263-0.0135585j -0.00320671-0.0190115j 0.00865356-0.000692991j -0.00236521-0.00439975j 0.00303302-0.0194917j -0.0164349-0.00180676j -0.0192096+3.44257e-05j 0.0219483-0.00402856j -0.00409798-0.0010449j 0.000471224-0.0081025j 0.010658-0.00523841j 0.0451942-0.00301147j -0.00748717+0.00294073j -0.0128454-0.00580471j 0.0288756+0.000887424j 0.000197484-0.00128271j -0.00696979+0.00156481j -0.0174584-0.00719607j 0.00538275-0.00258926j 0.0115117+0.00610666j 0.0049346+0.0160429j 0.0145887+0.0146799j 0.0115131+0.0169526j 0.0123469+0.000774j 0.0266632+0.00541011j -0.0165275-0.00770553j 0.0156799-0.00905707j -0.0294535-0.0150854j -0.00922991-0.00443258j -0.0211165-0.0179627j -0.00141462-0.0330499j -0.00571807+0.00502027j 0.0324074-0.0181423j 0.00408561-0.00916939j -0.0105256-0.0149099j 0.0104223+0.00371706j -0.0143296+0.00804309j -0.0163746+0.00228462j 0.00910018-0.000991079j 0.000373693+0.00269164j 0.0233279+0.0182274j -0.0081922+0.00372996j -0.0151413-0.00216064j -0.0249158-0.0143132j -0.0111717+0.0223316j -0.019564+0.0039649j -0.00980128+0.00851978j 0.0038133-0.0618115j -0.0149826-0.00666336j 0.0273132-0.00546686j 0.00755779-0.0283231j -0.0218729+0.00538235j 0.00393418+0.0155367j 0.006485+0.0131695j 0.00376633+0.0311772j -0.0204114+0.00525626j -0.0105158+0.0121114j 0.00313464-0.0038901j -0.0112537-0.00934964j -0.00319558+0.0120044j 0.0110543-0.00904509j -0.00425148-0.0132758j 0.00231656-0.00504467j -0.00306149+0.00289814j 0.0091237-0.00786577j 0.0139099+0.0176186j 0.0130408+0.0134242j -0.0135527+0.00795047j 0.00354161-0.00923511j 0.00752992-0.00206754j 0.00229417+0.00462739j 0.00631036+0.0149769j -0.0108744+0.00810905j 0.000418715+0.00387001j -0.00256797+0.00534677j 0.000589795+0.0101878j -0.0109494-0.00645853j -0.0294674+0.0537833j 0.0495337+0.0142181j 0.0224232+0.026516j -0.00325268-0.022135j -0.00358442-0.00645705j -0.0231397-0.00677322j 
0.0108175-0.00395379j 0.0110952-0.000741524j -0.00574313+0.0131932j 0.00537497+0.00652218j 0.0233454-0.0108021j -0.00458594+0.0116645j 0.00322049+0.00876691j -0.0141055-0.0270214j -0.00628511-0.00103488j 0.0282134+0.0102292j -0.00242827-0.00283405j 0.0191735-0.0168872j -0.000817754+0.000293773j -0.00019906+0.00571118j 0.0127683-0.00824068j 0.0044512-0.0103917j 0.0192145+0.00798967j 0.012514+0.00662429j 0.0128588-0.00919788j 0.0228962-0.0240268j 0.0341595+0.00745515j -0.0087534-0.00888431j 0.00039776-0.0201287j -0.0274208+0.0129752j 0.0159735+0.0101112j 0.0216156-0.00760911j 0.000185456+0.00933003j -0.00446617+0.00155534j 0.0176726-0.00781968j 0.000774863-0.0132008j -0.0120534+0.0123498j 0.00399771+0.0109297j -0.0148416-0.000564353j -0.0135304+0.00585204j -0.0074305-0.00698402j -0.0206141+0.00180061j 0.00919759-0.00483245j 0.0089632-0.0268214j -0.0436305+0.00232271j -0.0237675+0.021434j -0.0297539-0.0135044j -0.028927-0.00118668j -0.00125415+0.00238191j 0.0313479+0.0294471j -0.00159804-0.0350405j 0.00249484-0.00855732j -0.0120362-0.00942736j -0.00109396+0.00189368j 0.0104917-0.00246225j 0.00403745+0.0162739j -0.000421317-0.0137981j 0.00074893-0.00407083j 0.0124431-0.00848284j -0.00193498+0.00144757j 0.0019237-0.000217565j -0.0119217+0.00635354j 0.0220705-0.00352878j 0.0089207+0.0127817j -0.0171508+0.0117598j -0.0354261+0.0179866j 0.000539489-0.00331411j -0.0150346-0.0345826j 0.00592471-0.0297849j 0.0179057-0.00401099j 0.00231917-0.0152817j 0.0221206-0.0193343j -0.0108257+0.00905277j -0.00628967-0.0152281j 0.0102324+0.0211308j 0.0186542-0.0307755j -0.000295618+0.00601988j -0.00995725-0.0100584j -0.0153756+0.00837187j -0.0159121-0.00765805j -0.0238264+0.0167088j -0.0198414-0.0289842j 0.0145826+0.0263019j -0.0165256-0.0237761j -0.028199-0.0137113j -0.0108122-0.00838561j -0.0126771+0.0224331j -0.0065991-0.00379449j 0.0016733+0.0174054j -0.000292454-0.0149762j 0.00503873+0.0056382j 0.0329707+0.00386441j 0.00657715-0.00850507j -0.034708-0.0306763j 0.0300611-0.0149168j -0.0251955+0.0531865j 0.0527919+0.020109j 0.0247565+0.0149772j -0.0158999-0.0010883j -0.00996255+0.0400677j -0.0164706-0.00378824j 
-0.0264784-0.00376262j -0.00420603-0.000577241j -0.0269731-0.00601382j -0.0293045+0.0207636j 0.0344741+0.0106196j -0.00161816-0.00339094j -0.0107335+0.0081117j 0.0173675+0.0090974j -0.00546992-0.0181862j -0.017494+0.00932369j -0.00611788+0.0113117j 0.0113856+0.0225355j -0.0145987+0.00787793j -0.00848181+0.000594688j -0.00416945+0.0103189j -0.00547276+0.0120062j 0.0221466+0.0220562j 0.0302124+0.0059853j 0.0203614-0.0276632j -0.0308898-0.00933849j -0.0107228+0.00411538j 0.0100914-0.000504941j -0.0111584+0.00866251j -0.0179069+0.0185754j 0.0213445+0.0111871j -0.0275609+0.0121427j 0.00890926+0.0142415j 1.01708e-05-0.000870735j -0.0013887-0.0119544j -0.0130243-0.00762037j -0.00373865-0.00448678j -0.00394412-0.00455953j -0.00162719-0.00122853j 0.0157374+0.0116599j 0.000659426-0.00267908j 0.00865101-0.0114093j 0.0042526-0.0321127j 0.0149927+0.007874j 0.0135469-0.00954317j 0.0118186+0.0129609j -0.00708086+0.0130257j -0.022999+0.00111723j -0.0196656-0.0130346j -0.00293857-0.0314034j 0.0053596-0.0258557j -0.0239681-0.00254606j 0.00215379-0.000589431j -0.00123425-0.00136929j 0.013031-0.00503444j -0.00791203+0.0105988j -0.0226758-0.00574993j 0.00319218+0.014197j -0.021161+0.00996618j 0.0160802-0.0211691j -0.00468289-0.0181546j 0.0347271-0.0122197j -0.012104-0.0235035j -0.000584361-0.0284532j 0.0171885-0.0247407j 0.0313587+0.0548109j 0.0181124-0.0190809j -0.00327566+0.0501411j -0.0133441+0.0271881j -0.000115645-0.0220607j 0.00399316-0.00476458j -0.0119685+0.0139739j -0.0190653-0.0284399j -0.00867577+0.0125824j 0.0100002-0.0148671j -0.0150752-0.00767621j 0.0335513-0.0272976j -0.0121028+0.000538803j -0.01518+0.0289615j 0.0156843+0.0471192j -0.0310798+0.0693385j 0.0242043-0.0280396j -0.00613633+0.000795778j -0.00207174-0.00597011j -0.0716822-0.0304223j 0.00598129-0.0138168j -0.0415301+0.0292064j -0.00216074+0.0246505j 0.0286217+0.0427823j -0.0459901-0.0177272j 0.00582414+0.0198386j -0.0039433-0.00806675j -0.0493491-0.00885543j -0.0165679-0.00512556j -0.0147925+0.00399515j 0.025653-0.0538476j -0.0462245-0.0205957j -0.0229079-0.0166927j -0.00408006+0.0044243j 0.00939414-0.0121674j 0.0199856+0.0117313j 
-0.0312201+0.0152662j 0.0184863+0.0118259j -0.0320305-0.00416171j -0.0239676-0.0125568j -0.000491291+0.0127247j -0.0201475-0.0170388j 0.000404866-0.0115844j 0.0168487-0.00173332j 0.00531848-0.00395089j -0.0122206-0.011446j 0.00307225-0.00248935j -0.00777926+0.0182908j 0.00891623-0.0205534j -0.0129876+0.00300164j -0.0059357+0.00394146j -0.00588502-0.00114334j -0.00350657+0.0108646j 0.00985791-0.0074755j 0.0275471-0.0132673j -0.0118327+0.0126615j 0.0132348-0.008275j 0.0241632+0.00269256j 0.0319222+0.020555j 0.0506976+0.00265737j -0.0190509+0.00321314j 0.0234829+0.0134482j 0.0150366+0.00883978j 0.000543142+0.00381553j 0.000453745-0.00837408j -0.00520394-0.00223673j -0.0338526+0.00231241j 0.00595614-0.00209882j 0.00247293+0.0100504j 0.0132388+0.0108196j 0.00315072-0.00534549j 0.0210963+0.0146831j -0.00660419-0.0375085j -0.00610602-0.00477953j -0.00885911-0.00882524j -0.0100475-0.0385526j -0.0123254-0.0149218j -0.016324+0.0325091j 0.0495826-0.0316815j -0.0145071-2.58096e-05j -0.0113917-0.0100737j -0.00479626+0.00891707j -0.0240174-0.0250641j -0.0122294-0.00135666j -0.0153566+0.0234759j 0.0144112-0.010695j -0.00214808-0.0124867j -0.00818033-0.000475033j -0.0126971+0.00381004j 0.00343548+0.0198092j 0.0254485-0.00680727j 0.0195025-0.000887986j -0.0138117+0.00457958j -0.00391386+0.000120056j -0.0153765-0.027183j -0.00394287+0.0555298j 0.00233691-0.0072449j 0.00724485+0.0203992j 0.0100858-0.0109478j 0.0210504+0.0263433j -0.0138217+0.00232262j 0.00776607-0.00656962j 0.0159252-0.0174988j 0.00682313-0.0114517j 0.00807796-0.00377158j 0.00606038+0.0426048j 0.0055615-0.0489281j -0.00768518-0.00274598j -0.00708123+0.02971j 0.0432058+0.0143745j 0.00117178+0.0342527j 0.0185146-0.0271119j -0.00852867+0.00486127j 0.00084628+0.053107j -0.0425806-0.00969607j -0.00885458+0.0129826j -0.0282982+0.0160374j 0.0224164+0.00135019j 0.00974716+0.041898j -0.0166423-0.00369086j -0.0512316+0.0122205j 0.000809582+0.011509j -0.0129665-0.012121j -0.0416346-0.0117641j 0.0170623-0.0199478j -0.0149398+0.00531661j 0.0125721+0.00961161j -0.00519138+0.0121441j 0.0154844-0.00322857j -0.00425846+0.0279459j -0.0151086-0.035412j 
0.00281701+0.00255488j -0.00102744+0.00686817j -0.000216331+0.00814977j -0.00208186+0.00640354j 0.0116342-0.0407606j 0.0160123-0.00206959j -0.0119437-0.0108369j -0.0100593-0.0124914j 0.0211602-0.00744555j -0.00727709+0.0131987j -0.014586-0.00783014j 0.00760859-0.0116004j -0.024909-0.00657047j -0.00598822+0.00160093j -5.5276e-05-0.00167006j -0.00626351+0.00195908j -0.0111575+0.013963j -0.00361035-0.00021523j 0.00815454+0.0087907j -0.0399347+0.00902171j -0.00489767+0.00679421j -0.0128682+0.0118246j -0.0315914-0.0213025j -0.0236904+0.0302111j -0.029496-0.00489146j -0.00307184-0.000927202j -0.0201457+0.0248684j -0.0124507+0.0013327j -0.00160461-0.00429426j -0.00594045-0.0133904j 0.0127625-0.00204112j 0.00979066+0.00937344j -0.0201259+0.016572j -0.0113967-0.00014928j -0.0298735-0.0118643j -0.0234294+0.0116082j -0.0188864+0.023337j -0.00386409-0.0170727j 0.0296071+0.0196668j -0.0295636-0.00242646j 0.0504758-0.0009414j -0.00141483+0.00704164j 0.002122+0.0105606j -0.0051313+0.0354047j -0.0152653+0.00173564j -0.0387889+0.0111429j 0.00628275+3.52481e-05j -0.0141918+0.00401835j -0.0176026-0.013091j 0.0107641+0.019191j -0.013813-0.0156234j 0.00184026+0.0101862j -0.0166619-0.0042469j -0.00139729-0.00733356j 0.00406857+0.00814999j 0.00714649+0.000308343j -0.0195579-0.0166779j -0.00167362-0.0138352j 0.0152169-0.023634j 0.0222422+0.033636j -0.0115072+0.00523006j -0.0113887+0.0582331j 0.0245089+0.0283992j 0.00696685+0.0250252j -0.0412297+0.005795j 0.036212-0.0322427j 0.0128755+0.0252586j -0.00600607-0.0120554j 0.0208407+0.030874j -0.000542719-0.0275499j 0.0154755-0.00176438j 0.000722821-0.0171715j 0.0246921+0.00465213j -0.0257189-0.00331867j -0.00939557+0.0295679j 0.0181717+0.00666892j 0.00274866-0.00186496j 0.014905-0.0254549j -0.0220659-0.00624235j 0.0237664-0.0388207j 0.00394055+0.0178629j -0.0201371+0.0196289j 0.00627907+0.00560512j -0.0410317-0.0057561j 0.0399839+0.0233324j -0.0381671-0.031449j -0.0365964-0.000112865j 0.00786825+0.00707713j -0.0170429+0.0119315j 0.0329411-0.0723519j -0.066017-0.00885558j -0.0281582-0.0441221j 0.0134196+0.0213846j 0.0181507-0.0495296j 0.061859+0.00530931j 
