0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
0.0283276-0.0207389j 0.0282119+0.00592319j -0.0057811-0.0145279j 0.033576-0.0102284j 0.0243858+0.000317985j -0.0349521-0.00181322j -0.00287106-0.0133035j -0.0101188-0.00177096j -0.0066568+0.00734937j 0.00545578+0.000891625j -0.00494761+0.00110918j -0.00494775+0.00899203j 0.0104077-6.03852e-05j 0.00342595+0.00482812j -0.00543442-0.00666832j 0.0100049-0.00227634j -0.00265857+0.00767529j -0.00493028+0.0148309j 0.00359609+0.00978878j 0.0298485-0.0133594j 0.00923009+0.0277431j 0.0141155+0.0127139j 0.00211646-0.00209349j 0.014283-0.0115445j -0.00317334-0.00229849j 0.00419872+0.00115541j 0.00570423-0.00493861j -0.00762578+0.000559658j 0.000570469-0.00342303j 0.0042065+0.00160111j 0.0122763+0.00205844j 0.0018098-0.000261091j -0.00101419-0.00143976j -0.014961-0.00149067j 0.000128597-0.00620987j 0.000470388+0.0125542j 0.0269242+0.0240659j -0.00535193+0.00971814j -0.0229896+0.00669346j 0.00415255-0.0102575j -0.0213512-0.0103784j 0.00274655-0.00104008j 0.0137939+0.00982793j -0.00631612+0.00879744j 0.00685546-0.00627603j 0.00185685+0.00702289j -0.00949261+0.00546224j 0.019042-0.00545936j -0.00179333-0.00791046j 0.00544167+0.00489224j 0.00157535+0.00870851j 0.000161902-0.000643464j 0.00396052+0.00604783j -0.00268069+0.00688059j 0.000938891+0.000853012j -0.00115105-0.00252366j 0.0104352-0.00339396j 0.00196035+0.019692j -0.000837579+0.0103597j -0.0212146+0.00789117j -0.00759794-0.00560052j 0.0218114-0.0346687j -0.00836197-0.053138j 0.00221102-0.00500719j -0.00881806-0.00759279j -0.0082201-0.00253761j 0.0128507+0.00295117j -0.00442775+0.00304653j 0.00362761+0.000272724j -0.0179154-0.00288206j 0.00533871+0.00424123j 0.00594578+0.00862331j 0.0114785-0.0118845j -0.0154981+0.00639885j -0.00381032+0.00540848j -0.00668553+0.0173944j 0.0061656-0.0141614j -0.00579777-0.0114708j 0.00836906+0.00501694j 0.00195313-0.00770524j 0.0125286-0.0129664j -0.0161287+0.0228369j -0.00453301-0.0219556j -0.00230478+0.00499275j 0.0301562-0.00324382j -0.0329095+0.0447452j -0.0231451-0.0185677j 0.0209871+0.0345469j 0.00662501+0.00645038j 0.00869467-0.00245616j -0.0248996+0.0239397j 0.0249048-0.0371191j 0.0458314+0.037602j 0.00160682+0.00238892j 0.0102035+0.0110501j 
-0.0163824+0.00249473j -0.0242333+0.0355972j 0.0162687-0.0180406j -0.0136286+0.015603j -0.0338336-0.00240658j -0.00394931+0.0173371j -0.0020825+0.00486052j -0.00185586+0.00322915j -0.0173929+0.00194318j 0.00644211-0.00578395j 0.00237273-0.00318488j 0.00455102-0.00207312j -0.00277612-0.00110987j -0.00141502-0.00369991j 0.0099002-0.00265617j 0.00502181+0.000469767j 0.00393737-0.00291708j -0.00146382-0.00109386j -0.0214574+0.00295004j 0.0242905+0.00086979j 0.0194805-0.027857j -0.0123679-0.0127915j 0.0270098-0.00921475j -0.0137442-0.00221615j 0.0207031-0.0023405j 0.00201267-0.00994766j 0.00115289-0.00101276j 0.00390535-0.00211911j 0.0011593-0.00231701j -0.00418466-0.00379924j 0.000927334+0.00578292j 0.00736808+0.00999798j 0.000285877-0.0154464j -0.00128341-0.00256709j 0.0205252+0.00148333j -0.00919039-0.0138551j -0.00250497-0.0210689j -0.0143691-0.0280282j -0.0340559-0.00339689j 0.000654154-0.00817457j -0.0380234+0.00863004j 0.0136556+0.00468259j -0.0105713-0.0136279j -0.00588273-0.00624466j -0.000653773+0.00993204j 0.030059-0.0112933j -0.000595282+0.00583104j 0.00348408+0.0157814j 0.0164499-0.0170811j -0.00981087-0.0104316j 0.00612108+0.0147541j 0.00420634-0.0159737j 0.0156481+0.00398437j 0.0027908+0.0109437j 0.0011889-0.00937569j -0.0193007+0.0206106j 0.0141528+0.00872604j 0.00316873-0.00741342j 4.32881e-05+0.035665j -0.0139804-0.0354523j 0.0113947+0.00257219j 0.00189784-0.0161335j 0.0185036-0.0284579j 0.0147116-0.00492832j -0.0165062+0.0231667j -0.0168864-0.0151923j 0.0252899-0.00652524j -0.019506-0.0225703j 0.0104359-0.00961169j -0.00311728+0.0220333j 0.00802224-0.00877299j -0.00637958-0.0087522j 0.00899233-0.0140888j -0.00821998+0.00825848j 0.00888605+0.014966j 0.0124692+0.0102579j -0.0041529-0.00326538j 0.0100244-0.0124242j -0.00735179-0.00505731j 0.00637347-0.011847j 0.000271746-0.00254904j -0.00488705+0.0296953j -0.0122321-0.00190865j 0.00216485-0.00335232j 0.0174083+0.0178697j -0.0144901+0.0500007j -0.0450444-0.013652j 0.0215762+0.0168108j 0.0143199-0.000694419j 0.00703818-0.0116754j -0.0241387+0.0477683j 0.0173437-0.0646134j 0.0634697+0.0464096j 0.0109032-0.00736176j 0.034339+0.0112607j 
0.022279-0.0201975j -0.027136-0.0105495j 0.0270964-0.00874193j -0.00725423-0.0214429j -0.023899+0.0186963j 0.0157102+0.00905062j 0.00382203+0.00687666j 0.00184934-0.00087867j 0.000752363+0.000365572j -0.00697974-0.00893232j -0.0024687-0.00350823j -0.00286338-0.0120839j -0.00290743-0.00424067j -0.00475973-0.00524026j 0.00722862+0.000329968j -0.0114736-0.00424507j -0.0118944-0.00214459j -0.00574877-0.0119015j -0.0187001+0.00687637j -0.000205306-0.00773007j -0.00951605-0.00907892j -0.00876663+0.00137379j -0.00342666+0.0151436j -0.00816212+0.0101356j -0.000361397+0.0196702j -0.0108428-0.003374j -0.00886623+0.00902565j -0.00121678+0.00295132j -0.00704969+0.00255755j -0.00313977-0.00930056j -0.00607024-0.017111j 0.00861042+0.0147458j -0.00188682-0.00642653j 0.0048612+0.0136731j 0.00830324+0.0544399j 0.0232581-0.0108304j 0.0490125+0.0106625j 0.0204646-0.00618414j -0.00766335-0.0208495j -0.00033904-0.00553217j 0.0013526-0.0369332j 0.00662938+0.00657185j 0.0232084-0.00563178j 0.0144684-0.00431844j -0.00644626+0.0170964j 0.0122536+0.00693786j 0.0146126+0.00266541j -0.0115672-0.00190541j -0.00421155+0.00982473j 0.00154866-0.0194737j 0.00376785-0.00507344j -0.00113344-0.0125226j 0.00418032-0.00627123j 0.00178075+0.00828153j 0.00564411+0.00792161j -0.00842365+0.0202901j -0.00664619+0.004135j 0.0130723-0.00655011j 0.00788661+0.0146537j -0.0111389-0.0435072j -0.00152979+0.0245652j -0.00123237-0.0181953j -0.0111448+0.00280217j 0.00486828-0.000738052j -0.015252-0.00416441j -0.0100782-0.0123945j 0.00985383+0.00839273j 0.00727426-0.0085669j 0.00817683-0.00341503j -0.0176175-0.00885824j 0.0149261+0.0149921j 0.00504474-0.00359473j 0.00853081+0.00793635j -0.00892248+0.00406407j -0.0157003+0.00697151j -0.00146936+0.0200328j 0.00151953-0.0102993j 0.00930611+0.00562169j 0.00668478-0.0110839j 0.0148402+0.00801957j 0.00368274+0.00296832j -0.0263013-0.00440813j 0.0038073-0.00350701j 0.000587294-0.00548667j -0.00780998+0.0214635j -0.0537703-0.0374551j 0.0151407-0.0462215j -0.0266657+0.0317202j -0.000557568-0.008771j 0.00961477+0.0118359j -0.0435227-0.0376471j 0.0642787+0.0377795j -0.0538442+0.062951j 0.0193705+0.0165612j -0.0243041+0.0391749j 
-0.00510036+0.00488161j 0.00701619+0.000718381j -0.0061924+0.00313425j 0.00125957+0.00348141j 0.00343182-0.00254851j -0.00354741-5.27553e-05j 0.000271574+0.00160547j -0.00307928-0.000720184j -0.00314379-0.00232783j 0.00138266-0.00167619j 0.00229955+0.00191223j 0.000313535+0.000374508j 0.000518897+0.000475287j 0.00476705+0.00231076j -0.000977852+0.000125622j 0.00317887+0.000936829j 0.00472548-0.000211689j 0.00456492+8.31135e-06j 0.00211965-5.76405e-05j 0.00139745+0.000275453j 0.00320391+0.000894577j -0.00477019-0.00455542j 0.00141456-0.00317542j 0.00674899+0.000592882j 0.00876382-0.00428317j -0.00217766+0.00280659j -0.00235455-0.00197313j -0.000171602-0.0013874j -0.00489788-0.00049078j 0.000954592-0.00556878j 0.00468472+0.000811316j -0.00505866-0.00221975j -0.000251908+0.00262291j -0.00594664-0.00133782j 0.00204947-0.00429015j -0.00271152+0.00175403j -0.00450788-0.00499048j -0.0041201-0.00263933j -0.00165663+0.00364114j 0.00957999-0.00389798j -0.00301478+0.00396423j -0.00202784+0.00020735j -0.000651202+0.00408021j 0.000929692-5.25046e-05j -0.00100316+8.58857e-05j 0.0114496-0.00340902j 0.014659-0.00964328j -0.0275009+0.00862932j 0.0252771-0.0137792j -0.0110139+0.00637767j -0.0173453+0.00778488j 0.00803859+0.000883984j -0.00311593+0.00473628j -0.00612896+0.00449247j 0.0117254-0.00516808j -0.00748478-0.00221801j -3.10157e-05-0.00383958j 0.000766773-0.00132124j -0.000174967-0.00210153j 0.00576754+0.00989021j 0.00265738-0.00509473j 0.000401909-0.00199607j -0.00188951-0.00246548j 0.00273795-0.0001449j -0.00152429+0.00144878j 0.00940073-0.00455082j -0.000732584-0.00111644j -0.0022552-0.000438448j 0.00206325+0.00263448j -0.000116153+0.00117335j -0.000800176-0.00338678j -0.001147-0.00179765j 0.000689471-0.0019451j 0.00044654-0.00180831j 0.00192466-0.000598378j 0.000914895-0.00103175j -0.0016404+0.000454535j 0.00032845-0.00128723j -0.000703696+0.00113901j 0.000577209-0.00609609j -0.00209765+0.00059263j 0.00295155+0.0023214j -0.00144035-0.00116798j -0.000838518-0.00114226j 0.00533638-0.0018346j 0.00489928+0.0095752j -0.00385668+0.00331303j 0.00231106+0.00014119j -0.000788515+0.00462637j -0.000567108-0.000743138j 0.00241876+0.00515578j -0.00383788-0.00591576j 0.00923351-0.00280764j -0.0053549-0.00192733j 0.00239075-0.00468739j 
-0.00051299-0.0055065j -0.0133877+0.00149309j 0.00912315-0.00257012j -0.0042024-0.00378087j -0.00428199-0.00442351j -0.000263925+0.00273441j 0.00209653+0.00123639j 3.54212e-05-0.000104086j -0.00332292-0.00141366j 0.000538532-0.00165384j 0.00192807-0.000768694j -0.00081852-0.00216531j 0.000468816-0.000965277j 0.000321528+0.000377319j 0.00193882+0.000894615j 0.000427563-0.00181523j -0.000857226-0.00226232j -0.00140479-0.00393488j -0.00698076-0.00441325j 0.00384439+0.00101716j 0.00791046-0.00343385j -0.00577927+0.000306669j 0.00111703+0.00214162j -0.00182437+0.00204825j -0.00774754+0.00566686j 0.012837-0.00772411j 0.00233658-0.00318068j -0.00134306+0.000146918j 0.0041637-0.00304714j -0.0144917+0.00375129j -0.000752037+0.00354542j 0.00408216-0.000485851j 0.000808217-0.00292944j -0.00317685-0.00178912j 0.00209948-0.00151783j -0.00221762-0.000213608j -0.000621079-0.00179539j 0.00165083-0.00789453j -0.00480564+0.000437518j -0.0186392+0.00545845j -0.0017774-0.00101992j 0.00518253-0.000822001j -0.00192213+0.000504832j -0.0035265-0.00366711j 0.00285764+0.00325194j -0.0272145+0.00906048j -0.0395899+0.00961778j 0.0655497-0.0145898j -0.0638618+0.0169369j 0.0275209-0.0112527j 0.0447237-0.00828439j -0.0166478+0.000856699j 0.00547299+0.000783039j 0.0156134-0.00462446j -0.029723+0.00684818j 0.0134005-0.00183684j -0.00122044+0.00207068j -0.0016406+4.64718e-05j 0.00231291+0.00488823j 0.00303966-0.0158132j -0.00246346+0.00282185j -0.00350753-0.00164592j 0.00358567+0.00179664j 0.00256232-0.00285548j 0.0033731+0.00436009j -0.0250054+0.00497015j -0.0015072-0.00668521j 0.00515062-0.00853176j -0.00537064-0.00989018j 0.0057352+0.00237413j 0.00114115+0.00237348j -0.00187145-0.000271816j -7.71213e-05-0.00239365j -0.000928091+0.00316565j 0.000616861+0.0026937j 0.000767093+0.00487225j 0.000104257+0.000301172j 0.00190971-0.00459202j -7.21457e-05-0.00129245j -0.00302344+0.00345497j 0.00400543-0.0003697j -0.00269814-0.00115707j -0.00306927+0.00152827j -0.00323143+0.00183405j -0.00371384+0.00270255j -0.00324613+0.00367826j -0.000867793-0.00181295j 0.00293855+0.00142934j 0.00241431-0.00212218j 0.0007156-0.000942357j -0.00251018+0.00369778j 0.00227006-0.00504274j 0.00401205+0.00637907j 0.00404197+5.42658e-06j 0.00320037+0.00234143j 
-0.00632978+0.0135632j 0.0152005+0.0110005j -0.0137495+0.000358531j 0.00298126+0.013155j 0.010288-0.002488j -0.00913459+0.00281786j -0.00297742+0.00128125j 0.000105561+0.000318593j -0.0002521-0.0010182j 0.00413047-0.000577085j -0.00100863+0.00339949j 0.00269205+0.000553566j -4.53906e-05+0.00265929j 0.000174417+0.00390584j -0.00215683-0.000925813j 0.0012654+0.00444584j 0.0124345+0.00129386j 0.01319+0.00459623j 0.00270374+0.00766419j 0.00118492-0.000430054j 0.00529828-0.00833174j 0.000853501-0.00242081j -0.00037588-0.00401118j 0.0010166+0.00218749j -0.00389643+0.00507715j -0.00118832+0.000703667j 0.00104831+0.000191591j -0.00199856+0.000140039j 0.00248258-0.00210865j -0.00266362+0.0008635j 0.00389336-0.000179984j 0.000527221-0.00332618j 0.00210861+0.0030748j -0.00206892-0.000189424j 0.00178941-0.00548466j -0.0063594-0.000623784j -0.00485169-0.00892806j -0.0100041+0.0052674j -0.00500001+0.000238956j -0.00573217+0.00208729j -0.00426896+0.0099114j 0.000818456-0.00328974j -0.00646388+0.00318587j -0.00596937+0.00752321j 0.00241174-5.20467e-05j -0.0122315+0.00127586j -0.00420567+0.00232041j 0.0152684-0.016262j -0.0148075-0.00172299j 0.00415483-0.000911322j 0.00851157-0.00516545j -0.00892681+0.00732865j -0.00666085-0.00616094j 0.00825137-0.00572399j -0.00744142-0.000160298j 0.0131066-0.0043167j 0.00310109-0.00735351j -0.00333281-0.00494841j 0.00679409-0.00468048j -0.00651288+0.0242074j 0.00291218-0.00998287j 0.00442899-0.00409766j -0.000947094-0.0114666j -7.93644e-05+0.000171791j -0.00475509-0.00245121j -0.00402481+0.00386863j -0.00505917-0.00397603j 0.00262421-0.000605041j 0.00251381-0.0065498j 0.0122212+0.000119365j 0.00552906-0.00293674j -0.00207765-0.0125702j 0.00645195+0.000695686j -0.000926526-0.00408993j 0.00683755+0.00202956j 0.000645746-0.00340295j 0.00175039-0.00535795j 0.00209685-0.00777921j 0.00259699+0.0019511j -0.00061878-0.00440191j -0.00368645-0.000153991j 0.000870268+0.00415029j -0.00364387+0.000524548j -0.00278206+0.000280582j 0.00828176+0.00293764j 0.0048529+0.0151498j -0.0123009+0.00538855j 0.00688897-0.00332929j 0.000584884+0.00538542j -4.96759e-05-0.00194419j 0.00275223+0.00755843j -0.00681352-0.00903716j 0.0143751-0.00540115j -0.00759117-0.00441075j 0.00349266-0.00631297j 
0.0132806-0.00705181j -0.0143212-0.0220331j 0.0133911+0.00687195j 0.00133957-0.0136031j 0.00141428+0.0126129j 0.00375241-0.00238878j 0.00365043+0.00252698j 0.00332525+0.00186344j 0.00225128+0.00237142j 0.000777272+0.00165398j -0.000192767-0.00145804j -0.00366985-0.000687061j 0.00087093-0.00295938j -0.00171685-0.0017205j 0.00204691+0.00317568j -0.00194464-0.00300141j -0.0067479-0.00297785j -0.00768714-0.00514035j -0.00480104-0.00358456j -0.000285641-0.00137097j -0.0098123+0.0108605j -0.00100965-0.00616869j -0.00375458-0.00301406j 0.00259213-0.000852788j -0.00302423-0.0257508j 0.00618553+0.0172877j 0.00359754+0.00376773j 0.000226431-0.00354884j 0.000633573+0.010105j -0.000661353-0.0197379j -0.00501633-0.0020604j -0.00154929+0.009874j 0.00132978+6.49303e-05j 0.00284046-0.0004547j -0.00173289+0.00755907j 0.00842266+0.00329771j 0.00192471+0.0133482j 0.0107273-0.00136995j 0.00911984+0.00665918j 0.00113659-0.0209656j -0.00243631-0.0107215j -0.00135404+0.0104772j 0.00677284-0.00773822j 0.00694514-0.0182405j -0.00285791+0.00463147j -0.0100999-0.0256078j -0.0112904-0.0415664j 0.0152992+0.0696368j -0.0202219-0.064521j 0.0128184+0.0258835j 0.0108549+0.0495211j -0.000614577-0.0188438j 0.00551964+0.00760105j 0.00555939+0.0159869j -0.0115896-0.0331411j -0.000829352+0.0161517j -0.00737975+0.00893369j -0.00155337+0.0023661j -0.0158877+0.00317458j 0.0156252-0.0166448j -0.00988171+0.00542796j -0.00637019+0.00101527j -0.00354514+0.0121025j -0.0174298-0.00326017j 0.00697778+0.00434768j -0.0119463-0.0119095j 0.00233763+0.0126309j 0.00927816+0.0168485j 0.0065848-0.0125918j 0.000532228+0.00516934j -0.00144666+0.00886894j 0.00182483-0.00194412j -0.00172184-0.000201337j -0.00282586-0.00234098j -0.00283843-0.00471011j -0.00412699-0.000618925j 0.00382465+6.75131e-05j 0.00236387+0.000652607j 0.00557271+0.00278946j -0.00952197+0.00808464j -0.000870297+0.000832245j 0.00148302-0.00906869j 0.003615+0.00144605j 0.00392864-0.000248596j -0.00670662-0.00745508j 0.00263827-0.0110727j 0.00943855+0.00211265j -0.00678655-0.00068776j -0.00150324-0.00216574j -0.000779357+0.000449799j 0.00234293-0.00565662j -0.00161784+0.00633993j -0.0111503-0.000659708j 0.00209686+0.00218295j 0.000183313+0.000268633j 
-0.049083+0.00875545j 0.025592+0.0523944j -0.0462761-0.0358979j -0.0319946+0.0258287j 0.0165764+0.028042j 0.0166991-0.0131301j -0.000548721-0.00970505j 0.00640076+0.00655292j 0.00965213+0.000669916j -0.0188088-0.000926835j -0.00644689+0.00176993j -0.00681875+0.00457721j -0.00992601+0.00589014j -0.00419343+0.00604831j -0.00527151-0.0117726j -0.0146319+0.0122029j 0.00350027+0.0251362j 0.00778573+0.0292222j 0.0276232+0.0426813j -0.0453285-0.00560061j -0.0165107-0.00334617j 0.00212856+0.00802668j -0.0110924-0.00189524j -0.000376266-0.00624308j -0.0136053+0.0133075j -0.013976+0.016669j -0.0107238+0.0167781j -0.000845227+0.00173017j -0.00339443+0.00475534j -0.00385537-0.0101387j -0.00814855-0.0227312j 0.0013023-0.0133575j 0.00294388+0.0325977j 0.0117451+0.0180209j -0.0163579-0.00322512j 0.00790013-0.00711799j 0.0249807-0.0319086j -0.038009+0.0289884j 0.0308216-0.0318841j -0.00301116-0.00333878j 0.0292242+0.0382852j -0.00622977-0.0224363j -0.022653+0.000316003j -0.0212483-0.00309139j 0.0129727-0.00844085j -0.0162678-0.0502206j 0.0134794-0.011144j 0.00399721+0.0047163j -0.000896348-0.00839632j -0.0141497+0.0187616j 0.00521971-0.0192964j -0.019148-0.00490336j -0.0155217-0.0427625j 0.00533575+0.00842891j 0.0195199+0.00962943j 0.0307912+0.0390473j 0.0230868-0.0129522j -0.00802709-0.00493769j 0.0445422-0.0195886j -0.0776258+0.0620208j 0.00697845-0.0117033j -0.0077515+0.0476035j 0.00945204+0.0235262j -0.00449752+0.0049511j -0.00756865-0.0132015j -0.00592586-0.00376071j -0.000310221-0.00261963j 0.0072971+0.0069944j 0.0026157-0.00912169j 0.00239349+0.000417608j -0.00191618+0.00608296j 0.00224123+0.00312743j -1.26923e-05+0.0133301j 0.000990031+0.00085456j -0.00510301-0.000118893j 0.000572294-0.00581012j -0.00141205+0.00209574j 0.00510581+0.00599693j -0.00367841-0.00537604j -0.00109114+0.0057951j -0.00266644+0.00805063j 0.000541064-0.0128339j -0.000108366+0.0111428j -0.000809938-0.00312531j 0.000207489+0.00120027j 0.00748021-0.0221627j 0.00180932+0.0070598j 0.00141532-0.0115908j -0.0054548-0.00459347j -0.00379609+0.00578959j 0.0112887-0.0187906j -0.010074+0.0315094j -0.014106-0.0401171j -0.00322384+0.00229564j -0.0199227-0.00796939j 
0.0186774+0.0738813j 0.0891376-0.0127531j -0.0421322+0.0428018j 0.0560175+0.0421581j 0.00269215-0.0187232j -0.0114807-0.00183197j -0.00969318+0.00192909j 0.0006608+0.00708365j 0.00284356+0.00213567j 0.00572728+0.00844662j 0.00533585+0.00682143j 0.0129622+0.00791306j 0.0106283+0.0111755j 0.0125986+0.00418054j -0.0118397+0.000488293j 0.0183867+0.0105489j 0.0248719-0.00412882j 0.0370909+0.0045421j 0.0185841-0.00183551j 0.0339964+0.0241489j 0.00394624-0.0212485j -0.00451695-0.00574917j 0.0019971-0.00904819j -0.00909752+0.00471687j 0.00399778-0.00436369j -0.00481946+0.00791049j 0.00193578+0.00496602j -0.00464814-0.00211033j 0.00226794+0.00268159j 0.0029461+0.00322838j 0.0134043+0.0114674j -0.00651559-0.00117578j 0.0200146+0.00415678j -0.0107328-0.017258j 0.0134718+0.00508777j -0.0129553-0.000725606j -0.0275523-0.00732647j -0.0121647+0.0574577j -0.0445956-0.0234347j 0.00309024+0.00216925j -0.0159762-0.0179458j -0.000980998+0.0101085j -0.00595671+0.0377583j -0.00410707+0.030398j -0.00353364-0.00615604j -0.00152511+0.0279584j -0.00607427-0.00350073j 0.00462954+0.00379892j 0.0052764-0.0267692j 0.00681385+0.0107713j -0.00885093+0.0192013j 0.0073609+0.00910849j -0.0107934+0.0311233j 0.000391968-0.0119392j -0.00352942-0.0173589j 0.0102704-0.0366832j 0.00391378-0.0321745j -0.00499113+0.00979318j -0.000913422-0.00620434j 0.0436951+0.0340207j -0.0037278-0.0438013j 0.0530005-0.0274947j 0.0272339-0.0582171j 0.00156595+0.00300916j -0.014504-0.0185223j -0.00230011-0.00566186j -0.00976216+0.00658794j 0.00861449-0.0185456j -0.00409169-0.0117j 0.00846935+0.00381057j -0.00603753+0.00477332j 0.00446362-0.000517003j 0.00967972+0.00429184j 0.00252606-0.0121264j -0.00226103+0.0115385j -0.00789255+0.00194362j -0.00522205+0.00706702j 0.0162567-0.0158559j -0.00918831-0.000989197j 0.00719105-0.00855086j 0.00247281+0.00902349j -0.0121002+0.0029038j -0.000232507-0.0225315j -0.00201391+0.00308291j 0.010571+0.0236595j -0.0262044+0.0234178j -0.00784653-0.0208395j -0.00346344+0.0164825j -0.00276052+0.023867j 0.0075031+0.00456742j -0.0265178-0.00176481j 0.0380748-0.00866996j -0.0136382+0.0507768j -0.00721418-0.00186399j -0.00530562+0.0202409j 
-0.0105072+0.0137138j 0.029846-0.00306591j -0.0183932+0.00280654j 0.00133652-0.00859486j -0.0180067-0.000636121j -0.000816056+0.0197787j 0.00038633+0.00690542j 0.0022492+0.00913678j -0.00755922+0.00206886j -0.000906026-0.0140993j -0.00113565-0.00514113j 0.00229423-0.00912724j -0.000400348-0.0069157j 0.00136341-0.00873383j -0.00136853+0.00307733j -0.00203746-0.015004j 0.00900554-0.0109127j 0.00435971-0.0146954j -0.00192693+0.00703009j -0.0158458-0.046871j -0.00326596-0.0282623j -0.0124448-0.00499533j 0.00109815-0.0046729j -0.0119026+0.00562974j -0.00719589+0.000777501j -0.0215918-0.00490709j -0.014514+0.00250924j -0.00178873-0.000431928j -0.00101606-0.00126877j -0.00351049-0.00739731j 0.00728126-0.02299j 0.00742541+0.0109154j 0.00806995-0.0260649j 0.00222323+0.0196097j 0.0296279+0.0231691j 0.00632987-0.00860308j 0.0182793-0.0501375j 0.0216112+0.0269182j 0.0197545+0.0623297j -0.00403997-0.00441528j 0.0195754+0.0101565j -0.00689935+0.00474393j 0.0210984+0.000925012j 0.0192315+0.00686018j -0.00150486-0.00242848j -0.00347421+0.00555875j -0.00223277+0.00321165j -0.0124363+0.00101308j -0.00517476+0.000798656j 0.00559191-0.00401678j -0.00696936-0.000107456j 0.00123499+0.0012399j -0.0020367+0.00653089j 0.00469552-0.000741957j -0.00243833-0.0098841j 0.00262687-0.00372675j -0.0202666-0.0121232j 0.013592-0.00859953j -0.00348574-0.0134027j 0.0295481+0.0200447j -0.0113099+0.019289j -0.0556583-0.0149971j -0.0489336+0.0223244j 0.00325316-0.00788113j -0.0129092+0.0310354j -0.00605565-0.00286293j -0.00272738-0.00150038j -0.00105371-0.0116022j -0.00197896-0.00775365j 0.00808782-0.000303295j 0.00284959+0.00524449j -0.000203071-0.00939925j -0.0105237-0.00633578j -0.00200485+0.0110008j -0.00248734+0.00424718j 0.00722973-0.00835976j 0.00122427+0.00884834j -0.0124871-0.0179205j -0.00534835-0.00426861j -0.0102369-0.0141689j -0.00168607-0.00452299j 0.0113855+0.013576j -0.00700452+0.0128558j -0.0032385+0.00121477j 0.0170178-0.0174345j 0.0371536+0.0250214j -0.015471+0.031911j 0.0169812-0.0182905j 0.00372149+0.00584218j -0.0101884-0.00159762j 0.0404327+0.0149945j -0.0560618-0.00580944j 0.0498016-0.0656766j -0.0306115-0.00866774j -0.00112397-0.0480449j 
