-0.000397784+0.00698005j -0.00620206-0.00100155j -0.00395485+0.00126316j 0.00284623+0.00758807j -0.00162425+0.000256613j 0.00248999+0.0012502j -0.00370809-0.00850213j -0.00338545+0.00236387j 0.000356874-0.00261403j 0.00311297-0.00198217j 0.00135793-0.00457213j 0.00418638+0.00709326j -0.00385707+0.00364587j 0.000716581-0.0050286j -0.00199235-0.000836129j 0.00160671+0.00128753j -0.000422943+0.000230685j 0.000743387+0.00385639j -0.00270745-0.000756352j -0.00118188+0.00504014j 0.000686976-0.0016042j 0.00102377-0.001744j -0.00303391+0.00225366j -0.000465614-0.00398784j 0.000575314+0.0013547j 0.000755889+0.00445532j 0.000814533-0.00217002j 0.00150054-0.00259305j 0.000193605-0.00105421j 0.00192781-0.00257537j -0.0021593+0.00152762j -0.000787221-0.000505655j 0.000927534-0.00078242j -0.00101881+0.00117617j -0.000254154+0.00221996j -0.000891379+0.00109646j -0.000214467+0.00578953j 0.000870938-0.00310322j -1.73439e-05+0.000893091j 0.000147031-0.0027812j -8.50702e-05+0.00323349j 0.000774344-0.00233556j -0.000643113-0.00136875j -0.000698612-0.000375933j -0.00161218+0.00155045j 0.000612591-0.00602671j 0.00117376+0.000822766j 0.000124614-0.00209194j -0.000286832+0.00223105j 0.00108566+0.000904441j 0.000282049-0.000442412j 5.74201e-05+0.00385443j 0.00216017-0.000737106j -0.00064175-0.00187314j 0.00288602+0.00258766j 7.95829e-05+0.000294393j -0.00109505+0.00246563j -0.000617577-0.001016j 0.00310475-0.00016767j 0.00221984+0.0015973j -0.000124583+0.00190445j -0.00133436-0.00213164j 0.00142422-0.00492294j -0.00110412-0.00933941j 0.00074812+0.0015784j -0.00795799+0.0103944j -0.000322699-0.0131799j 0.00382339-0.0132714j -0.0103301+0.00784539j 0.00597451+0.00273904j -0.00220256-0.0395245j 0.00127644-0.0118833j 0.00471615+0.0317378j -0.00648422-0.060344j -0.022921+0.0234179j 0.0124506+0.0759237j 0.0537204-0.0361079j 
-0.00015882+0.00131425j 0.00166153+0.000144533j -0.00445174-0.00280505j 0.00165875-0.00304404j 0.00054099+6.48291e-05j 0.00151952-0.00309585j 0.00389396+0.00123502j -0.0031499-0.00117778j -0.00635621+0.00232092j 0.00544283-0.00350142j -0.0122311-0.00152249j -0.00772173+0.00149339j 0.00700849-0.00278583j 0.0025811-0.0029863j -0.00264875+0.00349314j -0.00594425+0.00399273j -0.00314294+0.00235249j -0.000584404-0.00193854j -0.00119285+0.0113452j -0.0240516-0.0127006j 0.00661354+0.00807346j 0.0250604+0.00251705j 0.00798524-0.0135887j -0.00687975+0.00371539j 0.00659033+0.00121772j 0.0186434-0.00147251j 0.0188594+0.00971218j -0.0250598+0.00310922j 0.0279407-0.0130785j 0.00586783-0.0304816j 0.0108584+0.00191932j 0.0102673-0.0251239j -0.010599-0.00729333j 0.00230284-0.0128523j 0.0133932+0.00730331j -0.00877032-0.0165505j 0.0117+0.0108315j -0.00778252-0.0121619j -0.0196168+0.00491483j 0.00212431+0.00932985j 0.00540728+0.0047048j 0.00684283+0.0127508j -0.00683338+0.0155195j -0.00587398+0.00296231j -0.00287338+0.00208624j -0.02313-0.0237058j 0.000237719-0.00854396j 0.00705447+0.0204544j -0.0318612-0.028704j 2.9127e-05-0.00127247j 0.00844387-0.0197054j -0.00556853+0.00600234j 0.00123735+0.0123848j -0.0016816+0.0111484j 0.0114327+0.00980021j 0.00443308+0.00136136j 0.00304221-0.00655752j -0.0192541+0.0150507j -0.00335209-0.00762966j -0.0043398+0.00130937j 0.0135916+0.00357749j -0.00499571-0.00261796j -0.000566336+0.00357759j -0.00186976+0.010925j 0.0021762+3.58851e-05j -0.00371753-0.000393473j -0.00679113+0.00461416j 0.00922344+0.00278428j -0.003493+0.0029932j -0.0039609+0.002554j 0.00374747-0.00114227j 0.00126094+0.0017278j -0.00427831+0.000274446j 0.000632849+0.00177414j 0.00460242-0.00315329j -0.000406659-0.000436913j -0.000202823-0.000147571j 
-0.00215855-0.00129305j 0.00098103+0.000786213j 0.00829272+0.00638114j -0.00512937+0.00184539j 0.00339948-0.000622366j -0.000846665+0.00304703j -0.000983213-0.00311458j 0.00303065+0.000754412j -0.000313473-0.00180913j 0.00255155+0.00514656j 0.00785815+0.0028236j 0.00186472-0.00264252j 0.0112962-4.86493e-05j -0.0072676+0.00559962j -0.0110342+0.00310726j 0.0256098+0.00375741j 0.00518633+0.00196346j 0.0113615-0.000506751j 0.00574896+0.00265564j 0.00249772-0.00503342j 0.0087171-0.00209888j -0.00242213+0.00508324j -0.00312469+0.00558917j 0.0289109+0.00601684j 0.0266392+0.00166707j 0.0133928-0.0102952j -0.00652+0.0136889j -0.00176917+0.00992048j 0.00631878+0.000267739j 0.0281345-0.00927509j 0.0220476+0.00586143j -0.0127473-0.00423495j -0.0286592+0.0152202j -0.00649579+0.00977443j 0.0200035+0.00574265j -0.0108018+0.00302663j -0.00313478+0.0148867j -0.00434049-0.006611j -0.0200002-0.0085319j 0.03031+0.00459536j -0.00359357-0.00574301j -0.00428837-0.00182514j -0.0147789+0.00753626j -0.00726613-0.000683002j -0.00553852-0.010456j 0.00556212+0.00587961j -0.0133173-0.00454719j 0.0188873+0.0152023j 0.00994547+0.00764285j -0.00381376-0.00704927j -0.00199567-0.0139318j -0.00497633+0.0105524j -0.00778272+0.00983322j 0.00548383-0.00471677j -0.012423-0.00704037j -0.00427307+0.000774005j 0.00196559+0.00202918j 0.00867038-0.00502136j -0.00304818-0.00219113j -2.32111e-05+3.46248e-05j -0.00793179+0.00717883j 0.0187383-0.00540564j -0.00593695+0.00848062j -0.00672655-0.0012828j 0.00996594-0.00407056j 0.00618447-0.00298705j 0.00392299-0.00411419j -2.90388e-05-0.000555835j 0.000693121+0.00680123j 0.00705481-0.00443201j -0.000671666+0.00286965j -0.00316158-0.00235438j 0.000128962+0.00329141j -0.00109426-0.00459354j -0.00956954+0.00538026j -0.00183562-0.00204176j 0.00222311-0.00194389j 
0.00216438+4.92892e-05j 0.00111047+0.00169151j 0.00378901+0.00125345j -0.00121616+0.00176985j -0.00540872+0.00151879j -0.00538446-0.00181866j 0.00894384-0.000278212j 0.00253704+0.00240745j 0.00558137+0.00119498j -0.00688381-0.00189122j -0.00458218+0.0015261j 0.00113447+0.00291575j 0.00789321-0.00370774j -0.0135346-0.00635667j -0.00337432-0.00892056j -0.0099597-0.0102641j 0.00271456-0.00398124j 0.00452203-0.00257007j 0.010905+0.00830386j 0.00415946-0.00104349j -0.0029375+0.00931242j -0.00126531+0.0153997j -0.00388699+0.00898767j 0.00450152-0.000742322j 0.0225908+0.00554066j 0.00706308-0.00257175j 0.00554676+0.00279922j 0.0329452-0.00180713j -0.000637636+0.00634044j 0.0104684-0.0159017j -0.00718733-0.00752567j 0.0102262+0.006029j -0.00520098-0.00190758j 0.0107051+0.0118737j 0.0117663+0.0141941j -0.00282625+0.00393379j 0.00751543+0.0122261j -0.0103688+0.00447273j -0.0256289+0.0232193j -0.0318204-0.00799674j 0.0106015-0.0117878j 0.000811631-0.000755658j -0.0146716-0.00466303j -0.0178767+0.00900209j -0.00680131-0.0253646j 0.00665462+0.00453256j 0.0226216+0.0118179j 0.00238637-0.00731081j 0.00245059-0.0145978j 0.00988441-0.00411748j -0.00323051-0.00650679j 0.00783001-0.0303265j -0.00272382+0.00590371j 0.0102694-0.0165059j 0.00398368-0.0135896j 0.00242658-0.0181352j -0.0060008-0.00652602j -0.0078655+0.00898596j 0.00735384-0.0158203j 0.00646443-0.00452691j 0.00550909-0.0110703j -0.00278132+0.0149221j 0.0104305-0.0126311j 0.00748153+0.00323936j 0.00100593+0.00755256j 0.00409448+0.00390736j 0.00610281-0.00360903j -0.000612638-0.00739651j 0.00659979-0.00755407j -0.00169629+0.000526242j 0.0025345-0.000774851j -0.000623132-0.000679582j 0.00160808-0.0015505j -0.00128779+0.0014558j -0.00254314+0.000435144j 0.000278333-9.01722e-05j 0.000510313-0.00217908j 
-0.00353922-0.00173817j -0.00290339+0.00211288j 0.00978855+0.00312111j -0.00434753+0.00500324j -0.00153073-0.00189038j 0.00193209+0.00422823j 0.00531413+0.000251301j 0.00723801-0.00171941j 0.00472906-0.000619487j 0.00631345-0.000692318j -0.00086496+0.00486534j 0.0143322+0.00103826j -0.000506659-0.0132536j 0.00421712-0.00513037j 0.0048993-0.00347322j -0.00542512-0.00737772j 0.0114173+0.0164775j 0.0152891-0.010482j -0.00825987+0.00773735j -0.00263387+0.00243497j -0.0113873+0.0107429j 0.0311692-0.000537611j 0.0125484+0.00217612j -0.0065733+0.00946161j -0.0227826-0.00462802j -0.0132725+0.00113515j 0.00674907+0.00647071j -0.00127347-0.00491054j -0.0327361+0.00090539j -0.00127806-0.000606481j -0.00419907+0.0204627j -0.00310593-0.00332788j 0.0226593+0.018279j 0.00353832+0.00245733j -0.0153238-0.0086816j 0.0147159+0.00398701j -0.00850977+0.00198152j -0.00538224-0.00196573j 0.0143655-0.0108768j -0.00520041+0.00251951j 0.00425723-0.00985334j 0.0145514-0.019616j 0.0145066+0.00905299j 0.000893223+0.00872374j 0.00743472-0.00217001j -0.0102147+0.00146647j -0.00111444-0.00977061j -0.00418123+0.0219362j -0.00537496+0.00231851j 0.00369179-0.00479058j -0.0036498-0.000456592j -0.00557593+0.0226267j -0.00635021+0.00387028j 0.00491623-0.0154099j 0.00360543+0.000262058j 0.00514669-0.00726189j -0.00298722-0.0101364j -0.00359964+0.00593704j 0.0052928-0.00610895j 0.0114877+0.00915798j -0.00920361+0.014788j 0.00210701+0.00190449j 1.35439e-06+0.000681142j -0.00470438+0.00354833j 0.000547691+0.0106136j 0.00770517+9.77758e-05j 0.00133126-0.00394678j 0.00334982-0.00261562j 0.00280541-0.00374553j 0.00297089+0.0010865j 0.000322589-6.6102e-05j -0.000554236-0.00531622j 0.00275054+2.30514e-05j -0.00411445-0.00335194j -0.00925029+0.00430989j 0.000334074-0.00207236j 0.00290071+0.000322197j 
0.00642069+0.00047326j -0.00139576-0.00466671j -0.00462272-0.0015632j 0.0067168-0.00293772j 0.000574452+0.00241797j 5.82119e-05+0.00289022j 0.002031+0.000301381j -0.00834301+0.00430292j 0.0188253+0.00598072j 0.000466137+0.00794243j 0.00794654+0.00815952j 0.00833099+0.00346817j -4.32534e-05-0.00539637j 0.00774544-0.0107743j 0.0199615+0.006771j 0.006688-0.00608654j -0.00913434+0.000980973j -0.00592022+0.0044437j 0.0124079+0.0219978j -0.00376569-0.00561868j 0.0105076+0.00678555j -0.0136727+0.00336925j 0.0191338+0.0156916j 0.00836533-0.00197243j 0.00598169+0.000640752j -0.0127932+0.0185521j -0.00519351+0.000557857j 0.00732593-0.00490179j -0.00472957+0.00910592j 0.025703+0.00504637j 0.0162095-0.0256178j -0.00251167-0.000630595j -0.0245668+0.000842457j 0.00267938-0.0106973j 0.0111714-0.0116933j 0.0103661-0.00499763j -0.00450214-0.0149121j -0.013166-0.0151003j -0.00795054-0.00942464j 0.00380532+0.00132772j 0.0107468+0.00265538j 0.00196025-0.0178343j -0.00824936+0.00796641j 0.00113269+0.00306668j -0.00356949+0.0140089j -0.0151131-0.012006j 0.00264503+0.0182448j 0.0128564+0.0098216j 0.0120639+0.016482j 0.00751235+0.00747578j -0.00024653-0.00221588j -8.54658e-05+0.0145825j -0.00342697-0.000209879j -0.0118867+0.0112737j 0.00901815-0.0119834j -0.0014681-0.00168507j 0.00513755-0.00372051j -0.00605536+0.0175871j 0.00896274-0.0210666j -0.00235598-0.00130937j -0.00337669+0.00476171j -0.00547545+0.010537j 0.00608589+0.00427104j -0.00805051+0.0113364j 0.00436827+0.00461632j 0.00428124-0.0121235j -0.00489774-0.00591043j -0.00483285-0.000515937j 0.0084972-0.00473341j -0.00608082-0.00393876j 0.00856091+7.49335e-05j 0.000735233-0.00146527j -0.0036665-0.00184589j 0.00532193-0.000156059j 0.00463493-0.00192826j 0.000216434+0.00379138j -0.00710038+0.00170405j 
0.000461744-0.000524862j 0.000769528-0.000643932j 0.0008844+0.00125471j 7.62479e-05-0.000499346j 0.00216223+0.000129687j -0.00119254-0.00323343j -0.000981334-0.00263893j -0.00212138+0.00168746j 0.00167571+0.0038158j -0.00771186+0.00531721j 0.00674567+0.00192974j 0.00966695+0.000458423j 0.0126065+0.0123754j 0.0169069+0.00974103j 0.000465404+0.00271048j 0.0119725-0.00920908j -0.0040687-0.00838833j -0.0155797+0.0123971j 0.0230448+0.00227202j 0.0114056+0.00199849j -0.0116367+0.00833505j 0.0304562+0.00703121j -0.0191677-0.00291422j -0.0123566-0.00966307j -0.0118655+0.00274625j -0.00259061+0.0107836j -0.0144053+0.0301501j 0.0306169-0.00321889j -0.0151425-0.0158224j -0.0161916-0.00590938j -0.00662722+0.00571629j -0.00862327-0.0202875j -0.000793862+0.00801981j 0.0198953-0.010224j 0.0198082+0.00690285j 0.00412795-0.0237459j 0.00464145+0.00584687j 0.0120066+0.00380812j 0.0128727-0.00999269j -0.0164296+0.00179566j -0.00565586-0.00177444j 0.0163592+0.0167985j 0.00118606+0.0182557j 0.00880491-0.00446527j 0.00678811+0.00278994j 0.0144076-0.0134444j 0.00329501-0.00314614j 0.00675696+0.0124119j -0.00337747-0.00789994j 0.00169246-0.00946419j 0.00836885-0.0182649j 0.00572544-0.00224156j 0.00260927+0.0104326j -0.00343704+0.0155848j -0.00181601+0.00260945j 0.00199646-0.00711965j -0.00306413+0.00101621j 0.012318-0.00637905j 0.00451718+0.000700219j -0.00488293-0.00575435j 0.00413184-0.0154516j 0.0017252+0.00459688j -0.00551462+0.00161512j 0.00298538-0.00525814j 0.00538765-0.00893306j 0.0010702-0.000211434j 0.00537183-0.00458107j -0.00383011-0.00318971j 0.00350885-0.00144002j 0.00082109-0.00233606j -0.0039407+0.00345641j -0.00207143+0.00250816j 0.0014589+5.0164e-05j 0.00073333-0.000347205j -0.000508804+0.000970827j 0.000537343+0.000166963j -0.000292187-0.000547381j 
0.00126612+0.00282486j 0.00108749-0.00212104j -0.00101939+0.0014518j 0.00551346+0.00191404j 0.00774367-0.003975j 0.0112787+0.00474575j -0.00960634+0.000340899j 0.0062366+0.0036885j 0.000433809-0.00189061j 0.00171695+0.00130534j 0.0124149+0.00868934j -0.00513248+0.00449611j -0.00287453+0.00847406j -0.00251078-0.00232738j -0.00953901+0.00604391j -0.0194464+0.00575127j 0.00825582+0.000184054j -0.00678885-0.0112419j -0.00395915-4.36331e-05j 0.0117762+0.00319802j -0.00597974-0.000589185j 0.00760714-0.00158305j 0.000559835-0.0289646j 0.0243941-0.00733429j 0.017042-0.00655636j -0.0221849-0.00402492j 0.0129699-0.012641j 0.0105562+0.00597865j -0.013646-0.00410588j 0.0125452-0.00534542j -0.000575354+0.0115613j -0.0107704-0.0142809j 0.00167259-0.0172729j -0.00549084+0.00196709j 0.00299265+0.000359133j 0.0159448-0.00684013j -0.0141236-0.0110273j -0.00518095-0.0364748j 0.00659394+0.0255668j 0.00092771+0.00138632j -0.0123627+0.00319685j -0.00443553+0.0144145j -0.00326177-0.00341287j -0.00180212-0.0119224j 0.00444443-0.00315118j -0.00143074-0.00494087j -0.000218016-0.0205313j -0.00140807-0.00656278j 0.00148957-0.0317182j -0.00872412+0.0169701j 0.0125855-0.011901j -0.00527702-0.0182819j -0.00390937-0.00285504j 0.00860408+0.00886649j -0.00953399+0.0183225j 0.000211595+0.0128507j 0.000537372+0.00438751j -0.00972237-0.00367907j 0.00852716-0.00855446j -0.00385221+0.00400165j 0.0079362+0.00617925j 0.00274286-0.0095094j 0.000843067-0.00540466j 0.00511727-0.000702885j -0.00422873-0.00624109j 0.00386964-0.00217699j 0.0118686-0.00603197j 0.00286593-0.00192213j -0.00519518+0.00189866j -0.00363818-0.000568725j -0.00437706-2.7724e-05j 0.00903794-0.00673996j 0.00152217+0.00242821j 0.00202383-0.00285638j -0.00100909+0.00212575j -0.00373753+0.00255663j -0.00089494-0.000297864j 
0.00151314-2.68341e-05j -0.00216155-8.55969e-05j -0.00030292-0.00041029j 0.00433637+0.0022397j -0.00606997-0.00189736j 0.00116481-0.00204946j 0.0108809-0.00174009j 0.00352598+0.00528349j -0.00877012-0.00834966j 0.00532447-0.00633505j -0.00894455-0.000842775j 0.0102788+0.0157838j 0.00693289+0.00376027j -0.0058321-0.0123227j 0.00880661+6.49838e-05j 0.000537773+0.00323479j -0.0308538+0.0108731j -0.0187395-0.0104503j -0.00404656+0.0127057j -0.00988143-0.00592758j 0.0276481+0.00119064j -0.000228097-0.0044545j 0.00989177-0.0200256j 9.65681e-05-0.00316145j 0.031976-0.0123812j -0.00457326+0.0130093j 0.00967315+0.0173915j 0.00624865-0.0224785j -0.000914425-0.0175666j 0.0353816+0.0156221j -0.00845636+0.012909j 0.00100552-0.00184018j -0.00323351+0.00751018j -0.00303529-0.00142816j 0.0044175-0.00149551j -0.0030619+0.00318866j -0.0029935-0.00651906j -0.00199059+0.0336864j -0.0100361-0.0258648j 0.0028717-0.002848j 0.0103118+0.00383798j 0.0151031+0.00331756j 0.0020443-0.00412799j 0.00112299+0.00854726j 0.00681984+0.0345836j 0.0123442-0.00104606j -0.00594349-0.000619078j -0.00206466+0.0177731j -0.00786717-0.00279992j -0.00787236-0.00417187j -0.0101658+0.0163047j -0.00409227+0.00810442j -0.00240004-0.00432557j 0.00421138+0.000201976j -0.00303157+0.0195791j 0.000700037-0.000796611j 0.00248352-0.00440817j -0.00305621+0.011803j -0.00330926-0.000675554j 0.000689744+0.00123014j 0.00156495+0.00092467j 0.0066351-0.0145655j -0.00359736-0.0138122j 0.00309823-0.00161625j 0.00030982+0.00050008j -0.00811571+0.00283635j 0.00298734+0.000536094j 0.00356809-0.00690681j -0.00125717-0.00493575j -0.00157837+8.63591e-05j -0.00543021-0.000566139j 0.000504765-0.00140701j 0.00736202-0.0011157j 0.00137908+0.00235343j 0.0020993+0.000966797j 0.000937825+0.00192199j 0.000722027+0.000568565j 
-0.000967172-0.000329796j -0.00363072+0.000390088j 0.0047857-0.00045688j -0.0035786+0.00271089j 0.00265468-0.000375598j 0.00434401+0.00362523j -0.00435488+0.00295319j -0.00396147-0.0043477j 0.00126339+0.00341834j 0.00411465-0.00190271j -0.0124614-0.00526524j 0.012012-0.00254585j -0.00820492-0.00732683j 0.014742-0.00786823j 0.0103283+0.00262977j -0.000299488+0.00721857j -0.012644+0.00826222j -0.017131-0.00460198j 0.0162808-0.00158757j -0.00268079+0.00856901j 0.00351737-0.00860997j -0.0433224-0.0131954j -0.00316293-0.00568965j -0.00656715+0.0178112j 0.00624511+0.00570127j -0.0067063+0.0150939j 0.0173295+0.0256319j -0.000494079+0.00942044j 0.0245495-0.0199363j -0.000384588-0.014007j -0.0176766+0.0179514j 0.01302-0.0166614j 0.00131423+0.0190787j 0.00708203-0.00388037j -0.00564604-0.000547222j 0.00434953-0.0287612j -0.00560812-0.0036847j -0.00572381-0.00649857j 0.00332831-0.00871692j -0.00229528-0.00398064j 0.00255587-0.0152963j -0.00965593-0.00189529j -0.00107123+0.0279677j 0.00512572+0.0092825j 0.00402641-0.00944023j 0.00374833-0.0304729j 0.0110885-0.0247524j -0.00397238+0.0289362j 0.00722879-0.0141026j -0.00265571-0.00780183j 0.012757-0.0153942j 0.00965951+0.00723852j -0.00721761-0.00480984j -4.95702e-05-0.0141044j 0.000268215+0.017984j 0.0102047-0.0024635j 0.0014201-0.00360129j -0.00453253+0.00252965j 0.00202576-0.00189338j 0.000986499+0.0110633j -0.00567088+0.00657726j -0.00549833+0.00291437j 0.00442691-0.00204558j 0.000552871+0.00336574j -0.000433606+0.00466055j 0.0021949+0.00110469j -0.00669429+0.000186817j 0.00192334+0.00153871j -0.00361541-0.000445362j 0.000705532+0.00161925j 0.00108011-0.00126779j 0.00498522-0.0013395j 0.00234673+0.000853479j -0.00238715-0.00178643j -0.00225823-0.00114511j 0.000747294+0.000279544j 0.000579801+0.00132561j 
-0.000501507-0.00237501j -0.00160543-0.000553811j -0.00465307-0.00254778j 0.00227077-0.00232572j -0.00662141+8.95537e-05j -0.0024283-0.00372288j 0.00826005-0.000359243j -0.00500885+0.00106982j 0.00353219-0.00639794j 0.0268725+0.00646258j -0.00111867-0.0023486j -0.00274926-0.000337621j 0.0150942-0.0014463j -0.00759888-0.0112582j -0.0106527-0.00836057j -0.0132898-0.000939059j -0.011249+0.00833804j 0.0081291+0.000993809j -0.0151706+0.00615295j 0.00216215-0.0155868j -0.0206596+0.00150094j 0.00318707-0.00482563j 0.0105611+0.00300473j 0.0201362-0.00785487j -0.01403+0.0184914j 0.00629183-0.0230957j 0.00640326+0.00961361j 0.0166567+0.00394062j -0.0142547-0.00943835j -0.0198267-0.0263235j 0.0159244-0.00430979j -0.00804421-0.0268732j 0.0198836-0.00193909j -0.0259823+0.0021604j -0.00647402+0.0236646j 0.00256534-0.0113377j 0.00401916+0.00109831j -0.00101076+0.015508j 0.00792994+0.00934178j -0.00954108-0.00807555j -0.00459768-0.00568235j -0.00895446+0.0177515j -0.0158117-0.00754797j -0.00805184-0.0260368j -0.00153029-0.00316823j 0.00474961-0.0218157j -0.00508243-0.00389761j -0.00433741+0.00871562j 0.0020968+0.00176807j 0.00161375-0.000140235j 0.00965889-0.0225346j 0.0153574-0.0193969j 0.00717237-0.00763258j -0.00699523-0.00883298j 0.000671431+0.00438626j -0.00148611+0.00341138j -0.000327273+0.000298931j 0.00283621+0.00373716j 0.00153413-0.0120728j -0.000769719-0.000636179j 0.00484827+0.00115007j 0.0026638-0.00196958j 0.00190328+0.0011059j 0.000961729+0.00286395j 0.00606655+0.00308216j -0.00150731-0.00525836j -0.0136007+0.00464754j -0.00268555+0.00332448j -0.000398853-0.00397279j -0.00188535-0.000853395j 0.00446227+0.00238385j -0.00539738+0.00529249j 8.09499e-05-0.00330916j 0.000734203+0.00321235j 0.00281908-0.000192702j 0.0028758-0.000525719j -0.00131161+0.00197362j 
-0.00565716-0.00220885j 0.000451159+0.00138955j 0.00329475+0.00124078j -0.00141225-0.000721027j 0.00124563-0.00243449j 0.00245379-0.00571854j 0.0147264+0.00175448j 0.00765025+0.00331974j -0.00827741+0.00438288j 0.003815+0.00148652j -0.00523004+0.00612598j 0.0163653+0.00154792j -0.0216413-0.0206583j 0.0121749-0.00123604j 0.01309+0.0117243j -0.000233611-0.003117j -0.0345986+0.00267118j 0.0264996-0.0063195j 0.00647961+0.0196126j 0.0143097-0.00195808j 0.00325695+0.00351688j -0.0143139+0.00422362j 0.0149388-0.0119282j -0.0145317+0.0131232j -0.00809194-0.0261163j -0.0130079+0.00652469j -0.00693544-0.000856017j -0.00173404-0.0100275j 0.0186565+0.0105831j 0.00579787-0.0117176j 0.000607774+0.00424694j 0.00139076-0.0131725j -0.00956984-0.00951986j -0.002769-0.00785011j 0.00633334+0.011956j 0.00156682+0.00613726j 0.00587501+0.0255498j -0.00157848+0.00766214j 0.0105151+0.0112094j 0.0017646+0.0192847j -2.97102e-05+0.0349714j 0.000833774+0.0322528j -0.0051444-0.0125204j 0.00211854+0.0172587j -0.0045304-0.00907895j 0.00191286+0.00335405j 0.00817329+2.63503e-06j 0.00308622-0.0225926j -0.00225894-0.0201049j 0.000290856+0.00363858j 0.0149532-0.00803114j 0.00666745-0.011365j 0.00122661+0.0127764j -0.00908726+0.0153704j -2.64864e-05-0.00251132j -0.00362861-0.0010611j -0.00186872-0.00677051j 0.00507168-0.00243375j -0.0050664+0.00284212j 0.00241418-0.00310476j 0.0154753-0.00181667j 0.00416647-6.02297e-05j -0.00178088+0.00382297j 0.0031592+0.00710601j 0.00395457+2.81381e-05j 0.00270331-0.000869458j 0.000786941+0.00440029j 0.00102407-0.00216048j 0.00410456+0.000342662j 0.00317579-0.0018075j -0.00106514+0.00187827j -0.00631687+0.00051875j -0.00126229-0.00137662j -0.00114623-0.00168538j -0.00375982+0.00316989j 0.00135683-0.0036869j 0.00199831+0.000253222j 
0.00396961-6.06951e-05j -0.00185176-0.00120279j 0.000790077-0.00258702j -0.00143956+0.00241743j -0.00738543-0.00316241j 0.007434+0.00552873j 0.00234115+0.00411758j 0.00477457-0.00768299j -0.0174663-0.0172488j -0.00305285-0.0161654j -0.00440783+0.00338163j -0.00514425-0.0102664j -0.00434945+0.0124116j -0.00350605-0.0008136j -6.01076e-05-0.00683321j -0.0259027-0.00335045j -0.0221923-0.0110051j -0.0280194+0.00852693j -0.0243649+0.00594495j 0.00186969+0.00750229j 0.0148609-0.00207304j -0.00170673+0.00722644j 0.0126376+0.0121852j 0.00193161+0.0144547j 0.0184405-0.00103033j -0.00531294+0.00955021j 0.00309318+0.0186507j -0.0119217+0.0141791j -0.000109974+0.0170746j -0.00928227+0.00392147j 0.0109304-0.00674162j 0.0126903-0.00343685j 0.0132541+0.0252153j -0.004531+0.0109336j 0.00598102+0.00715343j -0.000358461-0.000803864j 0.0167611+0.00416755j -0.00739272-0.0184168j 0.00148945-0.00540579j -0.00041928+0.00882544j -0.0107635-0.00234156j 7.15079e-05+0.00521261j -0.00454688+0.0156951j 0.0022091+0.0107778j 0.00183347-0.00806809j -0.00915344-0.00372942j -0.00863643+0.00906798j -0.00665694+0.007571j 0.000114142+0.0178208j -0.00233441-0.00311199j 0.0121282-0.0214377j 0.0019337+0.0022351j 0.00122233+0.00582452j 0.00446328-0.0022705j 0.00621097-0.0257169j 0.00461119-0.00111269j 0.00672205-0.00154989j 0.00296566-0.0130158j 0.00860994-0.00183807j 0.00429818-0.0123706j 0.00780064-0.00234749j 0.00975992-0.00901724j -0.00661847+0.0126581j -0.00449416-0.00671014j 0.00152889-0.00706254j -0.00543889+0.0150423j -1.66646e-05-0.000255739j -0.00692028+0.0106266j -0.00668289+0.00781681j -0.00690892+0.00964672j -0.000720174-0.00216142j -6.81523e-05-0.00776604j -0.00487772-0.000838122j -0.0062865+8.38306e-05j -0.00131048+0.000271339j -0.00175078+0.00112411j -0.00419633+0.000542163j 
