8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
8.39907e-16+0.00336078j 4.56013e-16+0.0150823j -1.2389e-17+0.0268299j -5.63945e-17+0.0336273j 1.16514e-17-0.0128288j -4.98379e-17-0.00779992j 1.05802e-16+0.0197942j -2.41978e-18+0.00911339j 4.28316e-17+0.016789j 7.05646e-17+0.00993693j 5.0252e-17+0.0127721j 9.15006e-17-0.0264978j -3.61431e-17-0.0320719j -1.22518e-16+0.00729614j -3.10404e-16-0.00614773j 2.98076e-16+0.0328928j -6.89362e-17-0.0188724j -6.52715e-17+0.0013903j -2.03005e-16-0.00468959j 3.51154e-16-0.0378685j 1.73573e-16+0.0137004j 8.31965e-16-0.0194413j -9.9051e-17+0.0103923j -3.28776e-16-0.0162001j 1.79862e-16+0.0290607j 2.61195e-16+0.00797955j -1.77348e-17+0.0272079j 2.19798e-16+0.0106275j 8.72552e-17+0.0125617j -1.55707e-16+0.00929977j 8.61888e-16-0.0222474j -2.84582e-16-0.00405044j -2.02317e-17+0.0077282j -1.25594e-16+0.00350175j -2.33702e-15+0.00339612j -2.74751e-16+0.0114406j 3.42407e-16-0.0180734j 6.83018e-16-0.0333188j -5.87217e-16+0.0127543j 3.08261e-15-0.0116333j 4.92226e-15-0.015771j -5.46989e-16+0.0155294j -9.04184e-17+0.0152379j 4.72928e-17-0.0107559j 6.04906e-16+0.00596564j 8.52297e-19+0.0184203j -2.17263e-16+0.00513179j -6.97445e-17-0.00571559j 1.84622e-15+0.0187982j -5.19408e-17-0.012122j -2.20321e-17-0.0236497j 8.50674e-17+0.0295708j -1.08638e-16+0.015575j 1.90802e-15-0.0185891j 1.72267e-15-0.0414997j -1.88569e-14+0.0267473j -3.04508e-17-0.0387828j -7.56592e-17+0.0260274j 5.45878e-18+0.0368197j 2.19694e-16+0.0450239j 1.52037e-17-0.00825068j 1.55303e-16+0.0324788j -1.20664e-16+0.0176813j -3.59058e-16-0.0476836j -4.03793e-17-0.00938845j 3.50185e-17+0.035636j -1.12859e-16-0.0393542j 5.38235e-17+0.0358226j 9.94074e-17-0.02596j 9.42903e-17+0.00010536j 4.15669e-16-0.0282967j -1.17236e-15-0.0309892j 
2.30683e-15+0.0233184j 6.27975e-16-0.0049702j 6.5319e-16+0.0262223j 1.08381e-15+0.0405371j 3.63282e-16+0.00814858j 7.71678e-16+0.0229896j 4.41179e-16+0.0196852j -2.49884e-16-0.00998949j -1.04963e-16-0.00411189j -6.15243e-16-0.0244054j 2.16348e-16+0.0116153j 4.23517e-16+0.0163677j 8.71341e-16+0.0318791j 2.1178e-15+0.0777022j 6.00266e-17+0.00976055j 5.85203e-16+0.0154183j 6.77912e-16+0.0193976j -1.52443e-15-0.0354552j -3.03589e-16-0.00413536j 1.77065e-16+0.00579715j -2.61234e-16-0.0149359j -1.20143e-16-0.0262321j -7.68729e-17+0.00174613j 8.18106e-16+0.0140523j -3.29164e-16-0.0128031j 4.0647e-17-0.00874133j 1.12607e-16+0.0128393j -2.79303e-16-0.014806j 8.86396e-16+0.0288345j -4.37981e-16-0.0129973j 1.29768e-17+0.00792205j -7.53059e-17+0.00514911j -1.03002e-15-0.0154388j 9.74049e-16+0.0393607j -1.80531e-14+0.0263694j 9.55244e-17-0.00092556j 1.15296e-16-0.0087676j -3.79835e-16+0.000946163j -4.69927e-16-0.0346195j -2.32125e-15-0.00885033j -3.02917e-15+0.0242484j 5.36998e-16+0.0157795j 2.33385e-16+0.0222249j 7.70987e-16+0.0224178j 1.65072e-16-0.00184421j -3.06402e-16-0.00106497j -2.75349e-16+0.0306911j 1.27449e-16+0.0215137j 1.59565e-15+0.0131321j 8.02093e-16+0.0305794j 9.05709e-16+0.0275512j 7.66953e-16+0.0222032j 4.64484e-16+0.00969772j -1.7491e-15+0.0219188j -1.36377e-17+0.0162951j -2.08736e-14+0.0303016j -7.7671e-16-0.0284306j -1.77213e-15-0.0530823j 1.69576e-15+0.0519772j -1.12788e-15-0.0422171j 6.57063e-16+0.0108835j 1.77153e-15+0.0578846j 1.37169e-15+0.0517173j 1.67596e-15+0.0532905j -5.89035e-16-0.0270507j 4.31444e-16+0.0233408j 3.72612e-16+0.0123013j -1.15032e-15-0.0388358j -1.56523e-15-0.0601652j 3.24592e-16+0.00685897j 2.50799e-15+0.0243525j -5.34531e-15-0.0528405j 
5.48817e-15+0.0206035j 1.06096e-15+0.00215174j 1.01082e-16+0.00143746j -1.06519e-15-0.00532186j 1.93288e-15+0.0112922j -1.73448e-16-0.00103711j -1.93831e-15-0.0108696j 1.09591e-15+0.00625632j -2.17476e-15-0.0124125j -3.90689e-15-0.0220017j 1.6819e-15+0.0095473j -1.8134e-15-0.0112723j 6.17438e-15+0.0346333j 1.01353e-15+0.00595889j 5.21321e-15+0.029469j 1.60688e-15+0.00954796j 2.46624e-15+0.0140527j 2.34301e-15+0.012347j -2.75638e-15-0.0153953j -2.59412e-15-0.0175443j -3.9739e-15-0.023906j -4.12533e-15-0.0314566j 3.11487e-15+0.0181411j -7.17662e-15-0.0371685j -3.73828e-15-0.021752j 4.90361e-15+0.0311582j 2.68877e-16+0.000335141j 8.92952e-16+0.00655276j -2.74503e-15-0.0141672j 5.64439e-15+0.0287459j 2.22063e-15+0.0166335j -1.05595e-15-0.00572544j -3.38846e-15-0.0174995j 1.09228e-15+0.00426131j 1.34639e-14-0.0253212j 2.59529e-15+0.0175883j 1.45717e-15+0.00806781j 7.91214e-17-0.000703213j 3.35224e-15+0.0192674j -3.68532e-15-0.00998759j 1.00308e-15+0.0220274j 3.1148e-15+0.016195j 5.85339e-16+0.00357135j -4.36673e-15-0.0202235j -1.01944e-14-0.0295245j -4.81319e-15-0.0284602j -6.50457e-15-0.0430872j 4.74882e-15+0.0262783j -7.23688e-16-0.00237076j 2.47479e-15+0.0128679j 7.38007e-15+0.0405322j 3.38518e-15+0.0179199j 9.80419e-16+0.0053066j 1.30306e-15+0.0212712j 1.77812e-15+0.0121038j -4.97548e-15+0.00920639j -7.54591e-15-0.0438696j 5.40292e-16+0.00303327j -4.22591e-15-0.0235194j -2.33109e-15-0.0125137j 6.54096e-15+0.0360126j 1.27288e-15+0.00648299j -2.83601e-15-0.0161692j 7.82003e-15+0.043154j -2.68647e-15-0.0156538j -3.74379e-15-0.0209375j 2.58825e-15+0.0140526j -4.71202e-15-0.0256505j 5.70835e-16+0.00264072j 1.32186e-15+0.00807428j 1.73897e-15+0.00607713j -3.73454e-15-0.0151612j 
-1.48045e-15-0.0277439j -7.72568e-16+0.0364168j -1.10838e-16+0.0564341j 9.30991e-17+0.0485501j -1.81094e-16-0.0278248j -3.38729e-16-0.00972445j -4.35761e-16+0.0147637j -1.06082e-16-0.0458932j -3.14006e-16+0.0302747j 4.2391e-16-0.0226619j -7.09601e-17+0.00561299j -3.44198e-16+0.0138988j -4.37136e-16-0.029583j -2.30157e-16+0.00583385j -3.92899e-16+0.00658586j 4.06666e-16+0.0179983j -1.01178e-16+0.00530675j -5.36601e-16-0.0246732j 5.65306e-18+0.0423035j 1.51635e-16+0.00577088j 6.1234e-16-0.0199326j 1.71391e-15-0.0673319j -3.44052e-16+0.0162019j 1.24704e-15+0.0362048j -1.65238e-16-0.0199008j -7.09728e-16+0.0193183j 3.91119e-16-0.0153371j 3.70784e-16-0.0215166j 5.77822e-16+0.0275069j -2.09187e-16-0.0166876j -1.53977e-16+0.00286944j -1.11043e-16-0.00983715j -6.09275e-16-0.0335918j 3.53572e-16+0.00850239j -6.22934e-16+0.00105071j -1.06435e-16-0.0115001j 5.29406e-16-0.0287302j -7.69777e-16+0.0342093j 8.91288e-16-0.00304199j -4.39447e-15+0.0255578j -8.07979e-15+0.0222714j 3.46643e-16-0.0027625j -4.9209e-16+0.0208333j 6.43331e-16-0.040634j 3.18238e-15+0.0293421j -1.77826e-17-0.02545j -5.11079e-16+0.0238133j 1.48144e-16-0.0126762j 1.35335e-15+0.0150832j -9.10792e-18+0.0196233j -6.04399e-16+0.0243879j -3.59274e-16-0.00924173j -4.21166e-16-0.065512j -5.12373e-15+0.0478062j 1.04331e-15+0.000329304j -2.59304e-15+0.00383621j -3.55548e-17-0.0590337j -5.62339e-16-0.0122592j -5.22462e-16-0.0353063j 2.94245e-16+0.0356963j -5.18928e-16-0.016316j -1.95054e-16-0.0130398j -7.82396e-16-0.0392577j 3.88981e-16+0.00542816j 6.20769e-17-0.040617j -6.48684e-16+0.0515477j -1.36446e-16-0.027534j 4.89752e-17+0.0450811j 1.24294e-16-0.027757j 1.64331e-16+0.0155736j -1.91048e-16-0.0537361j 1.6468e-15-0.0079271j 
-6.98607e-15-0.0384696j -3.28793e-15-0.030036j -6.52077e-16-0.0229062j -1.65496e-17-0.00882585j -8.48698e-16-0.00775288j -1.77955e-15-0.0262739j -1.98445e-15-0.035476j -8.68858e-16-0.00560377j -1.09501e-15-0.0251145j 2.01488e-15+0.0393179j -7.32234e-16-0.0129488j -1.12601e-15-0.0242009j -1.59823e-15-0.0218332j -1.02861e-15-0.0155528j -1.38273e-15-0.0211293j 1.25646e-15+0.0127573j -1.32445e-16-0.00535796j -1.70717e-15-0.0167798j 1.26768e-16-0.00565551j -8.23899e-16-0.0182064j 1.16512e-15+0.0226308j -1.30298e-15-0.00891098j 4.13709e-16+0.00455579j 1.91216e-15+0.0163849j -1.03574e-16+0.00302631j -3.6386e-16-0.0157197j -4.59997e-16-0.00193575j 1.45158e-15+0.0197051j 2.41093e-15+0.0298665j -8.09967e-16-0.00383541j -1.8842e-16+0.00536339j -4.8145e-16-0.00624728j -1.47132e-15-0.0121975j 6.86576e-16+0.00788446j 2.65253e-15-0.00405564j -3.50055e-16+0.000507552j -2.93625e-16-0.000211365j 7.47619e-16+0.00116611j 1.68155e-15+0.0318023j 2.36396e-15+0.0440764j -1.88879e-15-0.0230348j -2.35402e-16-0.00439051j -6.86136e-16-0.0187631j -1.05937e-15-0.00562521j -1.27147e-16-0.00246132j -4.74576e-16-0.00103635j -1.06517e-16-0.015328j 8.51488e-17-0.000447725j -3.56999e-15-0.022575j -3.26188e-16-0.0101658j -2.76199e-15-0.0473242j -2.13856e-15-0.0281448j -2.06317e-15-0.0153854j -9.12532e-16+0.0343548j 1.05117e-15+0.0520447j -1.26167e-14+0.0193151j -6.79123e-16-0.00048306j -3.02364e-15-0.0497235j -3.29313e-15-0.0472555j 1.08602e-15+0.00869065j -2.05848e-15-0.0280475j -9.62364e-16-0.0096089j -4.19903e-15-0.0602941j 1.67749e-15+0.026424j 1.70649e-16+0.0136674j -2.94959e-15-0.0582814j -5.03648e-16-0.00379842j 3.30378e-16-0.00385179j 8.89205e-16+0.0197155j 4.37243e-16+0.00482222j -5.51951e-16+0.0253596j 6.60284e-15+0.0601481j 
-3.12393e-15-0.0152922j -1.27082e-15-0.0478106j 1.25515e-16-0.036909j 1.40749e-17-0.00253646j 6.67798e-17-0.00348436j 1.12402e-17+0.00693623j 7.76014e-17-0.00181712j -7.40995e-17+0.0153197j -3.56186e-17+0.028799j 4.17211e-17+0.0192336j 8.49553e-18-0.0148505j -7.58033e-17+0.0122069j -1.04057e-17+0.00490686j 5.14223e-17+0.0255313j -2.19612e-16-0.0151858j 2.23382e-16+0.0181646j -7.94912e-17-0.00737308j -5.55609e-16-0.0411022j -3.6118e-16+0.0159162j 3.71932e-16-0.0287542j 2.24249e-16+0.00176996j 5.54965e-16-0.00912028j 7.87348e-17+0.0143537j -1.87946e-17-0.00878891j -2.62033e-17+0.00167088j -9.99407e-17+0.00218958j 3.37953e-16+0.00169456j 4.62313e-18-0.028583j 1.98034e-16+0.00315012j 3.61009e-17-0.0436087j -5.17027e-16+0.00687936j 5.22949e-16-0.0348514j -6.873e-17-0.0297127j 1.75807e-17-0.0173308j 2.71181e-14-0.0376363j -1.12523e-15+0.0282655j 8.03643e-16-0.0142323j 3.44517e-17+0.0157436j -3.65514e-17+0.0335411j -3.10807e-15+0.0551274j -4.57823e-15-0.0100341j 3.73627e-16+0.0249158j -3.36832e-16+0.0287504j -7.93706e-17+0.009874j -1.28915e-15-0.0114051j 6.87615e-17-0.0258179j 1.70901e-16+0.00457373j 1.16727e-16-0.00605982j -3.87317e-15-0.0377786j -1.69574e-16-0.012379j -1.11211e-16+0.00976911j 1.0536e-16-0.0157605j 2.36023e-16+0.0467569j -4.97008e-15+0.0408162j 6.134e-16-0.00733762j -6.35802e-15+0.00869649j 8.1535e-17-0.024401j 1.14152e-16-0.0741057j 2.80164e-16-0.00250187j 1.77863e-16-0.0416055j 4.12408e-16+0.0510133j 4.17708e-16+0.0430209j 1.15154e-16+0.00266367j -1.00717e-16+0.0512312j -1.35981e-16+0.0493365j 1.04248e-16+0.000446439j -6.57738e-17-0.00549101j 1.62833e-16-0.0506559j -5.61624e-17+0.000673772j 5.47915e-17-0.0210065j -1.65597e-16+0.0617363j -9.14943e-17+0.0266382j 
-1.29443e-15-0.0110767j -4.77914e-16-0.0128611j -2.70001e-17+0.0215021j -2.04476e-16+0.0356591j 2.61471e-16-0.0369225j 1.05633e-18-0.0107949j -1.45486e-17-0.0109231j -1.37101e-17+0.00217073j 1.15084e-16-0.037594j -9.3715e-17-0.00103655j -7.40041e-18+0.0156901j 6.97333e-17-0.0207086j 3.01188e-16-0.0523634j 2.59587e-17-0.0249458j -4.81085e-18-0.0132128j 1.52153e-16+0.0103714j -3.60867e-17+0.0223464j -1.04018e-16+0.00831983j -1.03857e-17-0.00523868j 1.09835e-16+0.00569615j 5.19952e-17+0.0247344j 1.41133e-15-0.0461242j -2.73574e-16-0.0080804j 3.84556e-16+0.0240053j -1.95343e-16+0.0071402j 7.11659e-17-0.00959111j -1.11125e-16-0.0116489j -2.55653e-17+0.0128123j -1.72322e-16-0.00437786j 2.7851e-17+0.0279275j 1.6588e-16-0.0020203j -2.69691e-16+0.0138323j -1.45351e-16+0.0124073j 1.049e-16+0.0100948j -2.0024e-14+0.0281035j 3.73118e-16-0.00975478j 6.89574e-17-0.00936927j -2.98024e-16+0.000987543j -1.27384e-16-0.00461381j -3.01039e-16+0.0129849j 2.81185e-16-0.00894244j -9.66766e-17-0.00982027j 1.52557e-16-0.00813357j -3.78736e-16-0.0106117j -1.3145e-15-0.00758273j 8.83021e-18+0.0154186j 1.82441e-16-0.0106105j -5.28181e-17+0.0133896j 1.39193e-15+0.0138554j 5.09481e-17-0.00242731j 3.91876e-17+0.0039843j 6.10612e-17+0.0208792j 4.41517e-18-0.0499677j 1.09715e-15-0.00670153j -1.43837e-15+0.0309479j 2.92678e-15-0.00408577j -8.43345e-18-0.00866558j 5.40456e-17+8.50849e-06j -1.58179e-16+0.0144905j 9.92064e-17+0.0207082j -1.00134e-16-0.0528375j -2.37143e-16-0.0180343j -1.9855e-17-0.0200039j -3.03761e-17-0.00486215j -1.22663e-16-0.0159803j -2.06426e-16-0.00943249j 8.81522e-17-0.00808661j -2.37276e-17+0.0110771j 1.71199e-16-0.0267545j 1.25189e-16+0.00941166j 2.68679e-17-9.94445e-05j -3.82788e-16-0.00507058j 
-1.10688e-15-0.00177315j -6.60603e-16-0.0228239j -1.88318e-16-0.0485401j -7.18582e-17-0.0411601j -1.34249e-16+0.00459888j -4.15474e-17+0.00146804j 8.44742e-17+0.0312895j 4.13058e-17+0.0148334j -1.02146e-16+0.0144487j 2.00371e-17-0.00703978j -1.4509e-16-0.0297583j -3.97245e-17-0.0173234j -1.16164e-16+0.0295815j 1.57354e-16+0.0304809j -2.53722e-16-0.0172747j 2.44176e-18-0.00721372j 1.77898e-16+0.0247734j 8.37297e-17-0.0032018j -8.16537e-17+0.0134425j -2.54815e-17-0.0189906j -1.11346e-17+0.0122907j -1.68639e-15+0.0582542j 3.90566e-16-0.004754j -3.96001e-16-0.0207269j 1.28617e-16-0.00190638j -1.63642e-16+0.000106366j 1.91124e-17-0.00737195j 4.34376e-16+0.00267602j 5.25886e-16+0.00120683j 1.78126e-18-0.0381882j 7.28859e-16-0.0118241j -1.35686e-17+0.00489051j -3.29184e-16-0.0113226j 1.07287e-16+0.0381251j 8.12803e-15-0.0113389j -7.03855e-16+0.0142922j 6.91339e-16-0.0268228j 1.14868e-16-0.0255743j -1.76532e-16-0.00797419j -5.86488e-15+0.0228089j -9.5451e-15+0.0325376j 5.50457e-16-0.0105413j -1.4907e-16-0.0108665j -3.3013e-16+0.0342032j -2.85815e-15-0.0260393j -3.21122e-17-0.0223937j -1.48337e-17+0.0106749j -3.32075e-17-0.011152j -9.10566e-16-0.0074835j -7.91795e-18-0.0187543j -5.73837e-17+0.00140228j 1.32e-16+0.0148922j 1.78359e-17-0.0120851j -4.39479e-15+0.0375035j 3.86226e-16-0.00330109j -2.14135e-14+0.0302847j 4.64716e-17-0.00656876j 3.82466e-17-0.027857j 2.34302e-16-0.0159196j -3.29697e-17-0.032859j 2.31016e-16+0.0356728j 3.7623e-16+0.0335452j -9.48663e-17-0.0258603j -9.07822e-17-0.00274759j 7.9917e-17+0.015072j 2.39887e-17-0.00380665j -1.91403e-17+0.00372289j -2.08265e-16-0.0602144j 1.62155e-17+0.032027j -1.35301e-16-0.0162812j 1.72938e-16+0.037611j 1.7793e-16+0.0176966j 
1.1094e-15-0.00209684j 1.85023e-16+0.0326237j 9.7882e-17+0.00148303j 3.19306e-16-0.0147577j -5.56049e-16+0.047438j -7.10782e-17+0.00904257j 2.65359e-16-0.0221787j 1.46114e-16-0.0156814j -5.5497e-16+0.0352247j 2.00672e-16-0.020874j 5.25185e-17-0.00162208j -1.67185e-16+0.00885692j -7.42632e-16+0.0554658j -2.29684e-16+0.0182458j 3.27381e-17+0.00541427j 2.51553e-17-0.011417j -9.84765e-17+0.0125464j 2.68052e-16-0.012817j -3.50183e-16+0.0244762j 4.98487e-16-0.0134201j 5.49052e-16-0.0398343j -4.62445e-16+0.0147375j 2.53971e-17+0.0145419j 1.89192e-17-0.0201185j 1.90519e-16-0.0182577j -8.34599e-16+0.0201136j 6.00229e-16-0.0136341j 1.91292e-16-0.0190174j 3.53516e-16-0.0138882j 6.57712e-16-0.0167501j 1.58239e-15-0.0251289j 1.2336e-16-0.0109461j -6.68121e-17-0.00765127j -3.42214e-16+0.0202152j -7.01062e-15+0.00997065j -9.86561e-17+0.00531921j 8.5285e-17+0.00219589j -9.47256e-16+0.0208027j 8.11715e-16-0.0202781j -5.97146e-15-0.0197728j -1.0627e-14+0.0597515j 8.13848e-16-0.0223428j -2.81594e-16+0.00690667j 4.43506e-16-0.0179335j 1.65463e-16+0.00558903j 2.90903e-16-0.0207893j -8.70155e-16+0.019978j -5.59928e-16+0.0206063j 2.65526e-16+0.0027402j 3.90084e-17+0.0151737j -4.86863e-17-4.49456e-05j -7.83483e-17+0.000138588j 2.03419e-16-0.0294304j -6.15861e-15+0.0474901j 1.39172e-16+0.00498354j -9.62349e-15+0.0131255j 3.11283e-18+0.0114683j 7.28744e-16-0.0244972j 9.67821e-16-0.084468j 3.15772e-16-0.0299685j -5.33609e-16+0.0433741j 2.41034e-16-0.0179247j 3.0143e-16-0.0244771j -5.32187e-16+0.0526217j -2.29167e-17-0.00953124j 4.09652e-16-0.0371178j -3.08733e-16+0.0296558j 2.26857e-16-0.0105388j -4.12394e-16+0.0189012j -2.48112e-16+0.0239507j -6.29586e-16-0.0210818j 1.45326e-15+0.0184981j 
-1.57061e-15-0.00564415j -1.65437e-15-0.0229079j -5.91545e-16-0.0137876j 3.81886e-16+0.00948821j 7.98551e-16+0.0176292j 4.19429e-16+0.0089084j -1.1656e-15-0.0256633j 3.61902e-16+0.00817662j -9.67711e-16-0.0218144j 5.34601e-16+0.011605j 8.99848e-17+0.00207111j -4.53842e-16-0.0113774j 3.52057e-16+0.00768875j 1.16237e-15+0.0251843j -1.19351e-15-0.0209913j 1.16943e-15+0.020304j 1.11407e-15+0.0249629j -4.2283e-16-0.0030684j -8.00266e-16-0.013568j -5.8569e-16-0.017618j 6.98812e-16+0.0140562j -2.88529e-16-0.00935456j -7.10552e-16-0.0135065j 6.52602e-16+0.00935141j 7.38567e-16+0.0157414j -1.52776e-16-0.0150955j 5.47585e-16+0.0184715j 1.64578e-16+0.00352883j 6.0379e-16+0.0134972j 4.8539e-16+0.0156202j -1.584e-17-0.0140176j -1.79226e-18+0.0061265j 8.83653e-16+0.0198665j -8.90803e-17+0.00149422j -1.67666e-14+0.0251839j 4.19218e-16+0.00404063j 3.92509e-16+0.016792j -2.80753e-16-0.0101025j 1.22455e-16+0.005793j 1.26049e-15+0.00935684j 7.98044e-16-0.0125178j -1.71814e-16-0.00268285j -2.80624e-16-0.0115042j -2.04187e-16+0.00394966j -1.67786e-15-0.00966936j 9.08195e-16+0.0247097j -4.29224e-16-0.00198754j 1.35229e-15+0.0440616j -2.75059e-15-0.0182852j 3.19746e-16+0.00665599j -1.60855e-15-0.0330001j 6.85263e-17+0.00462635j -2.9597e-16-0.00758273j 3.45221e-16+0.00159851j -9.03255e-17+0.0451962j -2.23596e-14+0.0335212j 9.84486e-16+0.0221143j -2.55631e-15-0.0569088j 8.36987e-16+0.0130763j -1.78736e-15-0.0446896j -9.06241e-16-0.0202383j 4.32352e-16+0.0098332j 3.78431e-16+0.00738401j 2.54701e-15+0.0555894j 2.07316e-16+0.00529461j -2.54346e-15-0.0556862j 1.3898e-15+0.0314439j -2.0972e-15-0.0479613j -7.98037e-16-0.0179291j 7.41578e-16+0.0172195j 1.95177e-15+0.0403235j 1.86367e-16+0.0123593j 
1.28504e-15+0.00805495j 5.31612e-16+0.0160841j -3.96209e-17+0.0072102j 7.39809e-17+0.00188964j -1.68753e-17-0.00326347j -1.73344e-17-0.0250899j 7.95182e-17+0.011463j -2.18866e-17+0.0163272j 8.10407e-17-0.0326317j -5.23629e-17+0.0183888j 5.90512e-18+0.00636945j 2.14013e-16-0.0452098j -6.54137e-17-0.0171199j 3.14095e-17-0.0527587j -3.7918e-17-0.0106085j 1.40345e-16-0.00366131j -2.13942e-17-0.00023097j -3.14519e-16-0.00155337j 1.73761e-17-0.00812825j -6.79051e-17+0.00169042j 6.95828e-17+0.0198992j 3.61905e-16-0.0119831j -8.04134e-17+0.0122125j 4.50334e-16+0.0250961j -1.62577e-16-0.00775941j 2.08801e-16-0.0136558j -3.09243e-16+0.0100115j 1.79761e-16+0.0283427j 7.29263e-17-0.0133259j 1.51989e-17-0.00126421j -8.38071e-16+0.0223475j -1.01684e-16+0.0158844j -5.35046e-16-0.0310225j 3.78319e-16+0.0272735j 9.17471e-15-0.0129556j -4.24672e-16-0.00423462j 7.202e-16-0.0385929j 9.62582e-16-0.0480412j -7.42211e-16+0.0123888j -3.67313e-15-0.00174455j -5.83116e-15+0.0303096j 2.48738e-16-0.0101193j 1.01387e-16-0.00392565j -3.51212e-16+0.00482328j -2.02719e-15-0.0159528j 2.37256e-16-0.00453924j 8.01797e-16-0.0207447j 2.88776e-16-0.0132681j 3.35413e-16+0.00606812j 1.5071e-16-0.0603086j 1.22718e-16+0.0013708j 1.12586e-16+0.0150442j 8.92875e-17-0.0380371j -2.51031e-15+0.02348j -1.92402e-15+0.0466468j 1.58892e-14-0.0224269j 1.01211e-16-0.0438412j 3.13127e-17+0.0366453j 5.43945e-17-0.0333521j -1.00928e-16+0.0796402j -4.04137e-17-0.0236542j 7.9182e-17+0.0229965j 6.90027e-17-0.0549455j -9.9563e-17-0.10192j 3.22332e-17-0.0300817j 8.86357e-17-0.0260743j 7.69427e-18-0.0464783j -1.38336e-16+0.0520755j -9.67253e-17+0.00212922j 2.40169e-17+0.0110563j 5.07362e-17-0.0363966j 7.12508e-17-0.0141957j 
-1.41986e-15-0.0179783j -6.35183e-16+0.000759095j 4.96632e-17+0.00138843j 1.242e-16-0.0242777j 3.93669e-17+0.0431513j 1.94899e-17+0.00254875j -3.37997e-17-0.112921j -6.80404e-18-1.91383e-05j -4.91971e-17+0.0243429j -2.33324e-17+0.0292632j 6.18271e-17-0.0204835j -2.04808e-16+0.0337244j 3.27949e-19+0.0327661j 4.32546e-17+0.010279j 2.09474e-16+0.00816462j -2.18328e-16-0.0245795j -8.28527e-17-0.0120074j -2.05192e-16-0.0214724j -2.03409e-16+0.00171977j 4.91255e-16-0.0221343j 2.57478e-16-0.0446973j 1.25078e-15-0.0325336j -1.90217e-16+0.0113685j -2.34754e-16-0.0120358j 1.12036e-16+0.0076695j -3.22904e-16+0.0127285j 2.6967e-16-0.0109794j 2.18837e-16+0.0129237j 2.41851e-16-0.00460041j 1.55949e-17+0.00470633j 9.02687e-16-0.0247562j -1.9599e-16-0.0116029j -9.69351e-17+0.0112769j -1.86742e-16+0.0114262j -2.65932e-14+0.0376416j 4.88413e-16+0.00284829j -5.56132e-16+0.0343976j -8.47703e-16+0.0549808j 5.40491e-16+0.0152272j 1.57377e-15+0.00185993j 2.74159e-15-0.0149272j -1.28423e-16+0.00156554j 2.70243e-17+0.0100686j -3.90831e-16-0.0233948j -2.19153e-15-0.0101437j 6.8015e-17-0.0237761j 1.75741e-17+0.00272718j -5.10535e-17+0.00819238j 1.91902e-15+0.0172362j 3.3241e-16+0.0300355j -4.05242e-16-0.042742j -3.098e-16-0.0443723j -3.5e-17+0.0142702j -1.77278e-15+0.0142639j 5.58408e-16-0.0107372j 3.61964e-16-0.000643053j 4.83253e-17+0.0517811j 1.94879e-16-0.0603811j 1.17459e-16-0.0663808j -2.53122e-17-0.0237545j -8.88821e-17+0.0187127j -1.51366e-16-0.0550183j 1.75796e-16+0.00349338j 2.25086e-16+0.0764407j -1.25578e-16+0.0498689j -1.20443e-17-0.0788764j 3.46927e-17+0.0234407j 8.80287e-17+0.0394469j -1.3605e-16+0.0358445j -4.52428e-17-0.00730226j -1.69202e-15+0.00300508j 3.70476e-15+0.0611439j 
