8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
-2.70702e-17+0.037581j -8.11686e-18-0.080113j -6.16093e-17-0.0119816j -2.61643e-17-0.0157874j -2.51431e-16-0.0732009j -3.0557e-16-0.0261628j 1.7681e-16-0.0878863j -3.07903e-16+0.0601788j -1.2008e-16+0.0121417j -8.20893e-17+0.103755j 1.14963e-16+0.091691j -6.17153e-16+0.0749484j -2.4745e-16+0.00364793j -4.29364e-17-0.143114j -3.1601e-16-0.010396j 4.69567e-16+0.0684619j -2.13995e-17-0.0929092j -6.95573e-16-0.0267261j -4.50984e-16+0.00598181j 1.15448e-15-0.0542028j 7.33322e-16+0.00165103j 4.5148e-15-0.132059j -1.46313e-15+0.0380621j 7.23751e-16+0.0400571j 2.16154e-16+0.165778j -8.19144e-17+0.0388214j 7.68882e-16+0.0158904j 3.60159e-16+0.0104664j 5.40145e-16-0.00680616j -7.44817e-16-0.0385089j 6.47385e-16-0.022885j 3.10246e-16-0.0212307j 4.70042e-16+0.0215662j -5.29174e-16-0.0604305j 2.83393e-15-0.00287641j -1.1212e-15+0.059248j 2.82041e-16+0.00487341j 3.53819e-16+0.00585374j -3.34893e-16+0.0385442j 5.52469e-15-0.00842139j 8.51696e-15-0.0356103j -7.98699e-16+0.0277723j -6.21494e-16+0.100954j -4.4848e-16+0.00419365j -2.54666e-15-0.0171306j -2.00104e-16-0.0327904j -1.05583e-15+0.0456839j -6.88454e-16+0.0198738j -3.66789e-15-0.034105j -1.26729e-16-0.00871327j -3.947e-17+0.0102298j -5.17318e-17-0.0374975j -2.00124e-16+0.0427451j 6.98715e-15-0.0626104j 3.38856e-15-0.0811172j -1.3124e-14+0.0182851j -3.18657e-17+0.0572851j 1.61759e-16-0.0570331j 1.40933e-16-0.088702j -1.43679e-17+0.0502859j -3.25664e-17+0.00160689j 3.6539e-17+0.00455083j -1.99949e-16+0.032117j 9.3821e-17+0.0326303j -2.10575e-16+0.0668612j 1.78864e-16-0.0245571j -9.45939e-18-0.0101357j -1.43415e-16+0.0367122j 2.85325e-17+0.0482828j 7.59699e-18-0.0677228j -1.09861e-16+0.0543976j 4.6512e-16+0.0292413j 
-6.53616e-15-0.0946529j -3.06203e-15+0.0394113j 2.60361e-16-0.00742675j -4.211e-17+0.114986j -1.5121e-16+0.0297078j 2.29943e-16+0.0734359j -8.1622e-18+0.0509934j -9.17112e-17+0.00806658j -2.87719e-16+0.19876j -2.81425e-18-0.0532494j 3.90117e-16+0.00574324j 1.45648e-16-0.0338259j -1.81785e-16-0.189876j -1.38802e-16+0.0363963j -8.92297e-16-0.122721j 1.28404e-15+0.0607393j -5.25084e-17+0.0468726j 2.65519e-16-0.00204412j 3.48101e-19+0.0800988j 5.41833e-16-0.0357328j 1.65795e-16+0.00878587j -2.30611e-16+0.0155838j 4.04113e-16+0.00236578j -1.91911e-15-0.102974j 6.38295e-16+0.0573278j -9.89215e-16+0.0159849j 9.60618e-16-0.0486661j -2.16811e-15-0.134203j -6.75383e-16-0.115518j 2.24521e-15-0.00536278j 5.22382e-15-0.119216j 4.46477e-16-0.101967j 1.26302e-15+0.0619991j -7.96737e-16-0.0695517j 1.05586e-14-0.0147914j -4.61251e-17+0.0240653j 1.30914e-16+0.00294508j -3.76199e-16+0.00955629j 5.18974e-16-0.000271782j -5.56757e-15+0.00200136j -8.82642e-15+0.0389861j 4.52227e-16-0.0223612j -2.41393e-16+0.0495581j 1.44508e-15-0.0849101j 6.59706e-15+0.0641474j -4.15951e-16+0.0314004j -2.45036e-15+0.0709483j -1.25615e-15+0.0721543j -3.83005e-15-0.036203j -9.67318e-17+0.00941339j 2.07217e-16-0.0091789j 7.45855e-17+0.0886819j -2.18977e-16-0.096751j -3.91786e-15+0.0304294j 3.05942e-15-0.0638421j 1.24399e-14-0.0173285j -5.46053e-17-0.0242409j -1.90353e-16+0.00781836j 6.62445e-18+0.0339954j 1.05988e-16+0.0338562j 1.85355e-16+0.051013j 2.85725e-16-0.0256656j -2.23726e-17+0.0132385j 7.87087e-17-0.00642086j -8.33776e-17+0.0449803j 5.71244e-17+0.0589559j -3.9815e-17-0.0150308j -1.06014e-16-0.0244227j -1.23995e-16-0.0564963j 8.27324e-17+0.0640394j -9.49154e-16-0.0471825j 2.25208e-15+0.0155825j 
3.22651e-15+0.0120767j 1.52417e-15+0.0511012j -3.217e-16-0.0487702j -4.36784e-16-0.087806j 7.21186e-16+0.141012j 4.18239e-16+0.0654166j -3.54183e-16-0.050406j -3.92228e-17+0.0113046j -1.27547e-16+0.073114j -3.29745e-16-0.0708644j -2.14534e-16-0.0977666j 2.32582e-17+0.00510058j 6.22222e-16+0.0650934j 6.61262e-16+0.154991j 6.26265e-16-0.0117454j -1.44304e-15-0.12984j 1.87142e-16+0.0626042j 1.05687e-15+0.0382968j -1.47623e-16-0.0392604j -2.10988e-16+0.0251491j -5.94394e-16-0.0652764j -2.34591e-15+0.0951768j 9.45579e-16-0.0315186j -1.45824e-15-0.0793705j -8.51364e-16-0.153576j -4.99422e-16+0.0119492j -2.66193e-16+0.0105174j -1.78191e-15-0.0363018j -1.17027e-15-0.101471j 1.85933e-15+0.0266327j 6.80106e-16+0.017354j 2.76562e-16+0.0141895j -1.97713e-17+0.0382107j 2.54663e-16+0.0751038j -2.98149e-14+0.0408512j 1.05579e-15-0.0271599j -4.95406e-16+0.040115j -5.27954e-16+0.00455029j 3.43489e-16-0.0187355j -6.63778e-15-0.0339846j -9.34775e-15+0.0702185j 7.16202e-16+0.0021413j -5.32495e-17-0.0297689j -8.69671e-16-0.0308577j -5.15992e-15-0.0272519j 2.25687e-16-0.0324985j 6.46372e-16-0.0390914j 2.08793e-16+0.0154861j 3.03474e-15+0.027922j 4.7201e-16+0.0354271j -2.92109e-16-0.00314887j -2.10327e-16-0.00656074j 4.24483e-17-0.0285842j -3.23402e-15+0.0287926j -3.95027e-16+0.0210328j 1.41993e-14-0.0201165j 1.05451e-16+0.0303863j 2.81094e-16+0.0107929j -6.97168e-17+0.0195803j -7.18423e-17-0.0337048j 4.5015e-16+0.0796646j -8.29388e-17-0.0408641j 1.46804e-16+0.0335041j -4.69975e-17-0.00346914j 3.04426e-17+0.0274682j -5.31498e-16-0.0742646j 3.00508e-16+0.0485128j 3.25577e-17-0.0109563j 2.50404e-16+0.0645246j -1.02971e-16+0.00256069j -5.12357e-16-0.0152495j 1.04647e-15+0.010183j 
5.7261e-15+0.0850976j 2.68702e-15-0.0390498j -7.17605e-17-0.032557j 5.65841e-17-0.03585j 3.72273e-16+0.0559165j 1.67253e-16-0.00818777j -1.46195e-16-0.136508j 2.57656e-18+0.045558j 4.13193e-16-0.109587j -6.43874e-17+0.0381523j 7.26832e-17+0.1617j 4.85037e-17-0.00208185j -9.94333e-17+0.0843937j 6.1661e-16-0.118399j 2.93896e-16-0.0526735j -3.08642e-16-0.0550996j -1.34546e-16-0.0218863j 2.91657e-18+0.0556924j -3.66883e-16-0.123145j -3.90095e-16+0.0265816j 6.30347e-17-0.0177323j 2.45987e-15-0.0822761j -8.20591e-16-0.0292067j 2.51992e-16+0.0128196j -5.51069e-16+0.0167404j 2.57671e-16-0.0248638j -2.97148e-16-0.00420767j -2.17826e-15-0.0349391j -2.07339e-15-0.127626j 2.20035e-15+0.0473956j -2.15199e-15+0.0642994j 7.00274e-16-0.0154154j 5.631e-17+0.00801613j 6.90871e-16+0.0283778j 2.24057e-14-0.0313703j -6.51493e-16+0.0383751j 2.68079e-16+0.00356842j 2.6372e-15-0.135938j -1.51845e-15-0.000219545j -2.75145e-15-0.130219j -4.2531e-15+0.106857j -2.06138e-18+0.0177288j 3.53097e-16+0.0596438j -3.06318e-15-0.0422149j -1.66998e-14-0.103424j 2.61971e-16+0.0125044j 1.00191e-15-0.0648051j -1.76348e-16+0.0695142j -4.22151e-15-0.038473j 2.6733e-16-0.0698708j 1.89701e-16-0.0261137j 6.02025e-17+0.0350107j 9.5493e-17+0.027996j 3.25991e-15-0.0203051j -5.34509e-15+0.123414j 5.29933e-14-0.0748782j 1.57206e-17+0.112185j 2.74822e-16+0.0610068j -4.61849e-16-0.0623461j -1.6557e-16+0.0653164j 3.03581e-16+0.0235008j 1.33965e-16+0.0220816j 2.60726e-16+0.048583j 9.06229e-17-0.0156492j 8.75344e-17+0.0226336j -1.76617e-16-0.170035j 9.07842e-17+0.0349796j 2.44915e-17+0.0117783j -1.28268e-16+0.0171338j 6.53912e-17+0.0251728j 7.71267e-16+0.035153j -1.90679e-15-0.014255j 
9.59096e-16-0.0295762j -1.53054e-16+0.0848982j -2.47728e-16-0.000892692j 1.89391e-16-0.0399496j -1.61009e-16+0.110815j 3.90819e-17+0.109736j 1.76868e-17+0.0354239j 8.23288e-16-0.119194j -7.56558e-16+0.145957j 8.92348e-17-0.0489727j 2.91171e-16-0.0629278j -2.44133e-15+0.237931j -6.95237e-16+0.17445j -2.21045e-16+0.218393j -6.08234e-16+0.0422952j -7.66497e-16+0.0263514j -3.4766e-16+0.0959922j 8.92944e-16+0.0488949j 6.61929e-16+0.00843499j -7.75436e-16+0.0921363j 5.44268e-16-0.121222j 1.68509e-15-0.040264j -7.73095e-16-0.00626478j 1.57267e-15+0.0780598j -4.23958e-16-0.0567102j -1.44736e-15+0.0153312j 1.57267e-15-0.072852j 3.89288e-16-0.0516349j 1.01825e-16+0.0681807j -1.61288e-15-0.179889j -5.93599e-15+0.11231j 2.40358e-15-0.00171109j 8.17362e-16+0.0471373j -4.86946e-16-0.0165777j -3.87666e-15+0.00640998j -5.25349e-16+0.0397307j -2.77745e-15+0.139871j -3.15181e-15+0.0816634j 2.66299e-15-0.0825711j -2.23286e-14+0.0537654j -3.48686e-14+0.140078j 2.06951e-15+0.0475011j -8.75133e-16+0.0623673j -6.67236e-16+0.0248463j -6.04952e-15-0.0471237j -5.37888e-16-0.0488979j -2.79601e-15+0.0956654j -1.03498e-15+0.0444874j -6.26607e-15-0.0642991j -5.73084e-16+0.0758611j -6.97208e-16+0.0304424j 1.11821e-16-0.107719j 9.8622e-17-0.0486892j -5.24291e-15+0.0470626j -1.06154e-15+0.0312174j -1.78663e-14+0.0249457j 6.88499e-17+0.0693081j 5.99055e-16-0.087633j 9.83938e-17-0.0146979j 5.2512e-16-0.149024j 3.08723e-16+0.0459547j 3.01538e-16+0.00681054j -2.46831e-16+0.0865756j -2.95368e-16+0.122026j 1.15462e-16-0.00334508j -5.76293e-16+0.0967179j -2.39373e-16+0.0954777j 2.16271e-16-0.0959353j -6.41735e-18-0.00333102j -1.73721e-16+0.0257643j -3.72061e-16-0.0130055j 1.27122e-15+0.0160529j 
-3.32624e-15-0.0214085j -7.99988e-16-0.0394428j 7.40974e-18-0.0228091j -8.51369e-16+0.0401084j -2.53546e-16+0.042276j -3.5445e-16+0.03902j 6.40573e-16+0.0825802j -7.98494e-16+0.0477019j -7.01763e-16-0.0206001j 3.13563e-16+0.0255507j -3.44279e-17-0.0314744j 1.15184e-15-0.0670414j 1.10917e-15-0.0513732j -3.92663e-15+0.264776j 2.39516e-15-0.0897859j 2.06757e-16-0.288686j 3.55281e-16-0.105691j -9.73207e-16+0.00506361j 1.09072e-15-0.0635089j 2.42127e-15-0.135413j -7.33839e-16+0.052606j -4.87857e-15+0.135169j 1.96219e-15-0.149136j 9.72464e-16-0.10513j 3.99942e-15-0.265448j 2.65428e-15-0.0623579j -3.00508e-15+0.187665j -2.61864e-15-0.169301j 1.44381e-15-0.264143j 3.85319e-15-0.0447285j 7.93796e-15-0.0863627j -8.96491e-16+0.111888j -3.00087e-15+0.0597j -4.87128e-15+0.196552j -1.37596e-13+0.188953j 4.17154e-16-0.0490461j 6.17631e-15-0.234045j -1.91697e-15+0.0398096j 1.42269e-15-0.0476466j -9.98925e-15+0.0376111j -1.69748e-14+0.0489897j -9.68491e-16-0.00751933j -2.76507e-15+0.103492j 1.15498e-15-0.0499166j -4.17216e-15-0.0216589j -1.1198e-15+0.0444122j 3.33172e-17-0.00443119j -3.8739e-17-0.0403988j 7.38622e-15+0.0794129j 2.1251e-16+0.0025074j 7.52388e-16-0.0529851j -1.36526e-15+0.0263573j 4.86419e-16+0.00984245j -4.00016e-15+0.033807j -5.95471e-16+0.0252443j -6.40574e-14+0.0877512j -1.94633e-16+0.0940185j 9.36701e-16-0.0184976j -5.68303e-16-0.0156853j 7.57487e-17-0.0675139j 6.33475e-17-0.00309144j -5.89042e-16+0.0844138j -1.10591e-15+0.0458813j -1.06601e-15+0.0363469j -4.79254e-16+0.00881774j 2.29562e-16+0.0237261j 9.30265e-17-0.00231405j 3.5053e-16-0.0440718j 8.28456e-16-0.0614872j 2.48505e-16+0.00587949j -2.43109e-16+0.0495992j -8.48316e-16+0.00364967j 
3.30389e-16-0.0119703j -4.22192e-16+0.0391757j 8.20292e-17-0.0279499j 7.42349e-16-0.0331843j 5.57242e-16-0.000435805j 6.13169e-16-0.0306831j -1.03462e-15+0.167208j 4.35982e-16-0.0122205j 1.24953e-15-0.104675j -4.19756e-16+0.0564214j 5.01133e-17-0.0399997j -4.40037e-17-0.0370052j -5.05508e-16+0.0203726j 4.77054e-15-0.232009j -6.60903e-16+0.0643498j -2.36142e-15-0.0855418j -1.07928e-16-0.0697918j 1.10036e-15-0.0484617j -1.49171e-15+0.151622j -4.10372e-15+0.1034j -1.06162e-15-0.00389271j -7.07012e-15+0.182191j 5.2986e-16-0.113651j -1.59919e-15+0.0318648j -3.8438e-15+0.202472j 3.09586e-15-0.0786524j -4.14127e-16+0.05782j -5.10391e-16+0.0503009j -2.55653e-15+0.0668503j -1.58547e-15+0.0554964j 4.57426e-15-0.0927891j -2.73392e-15+0.0758261j 2.7365e-15-0.233393j 4.92712e-15-0.107954j 1.29227e-13-0.178433j 8.81135e-16-0.113907j 2.59373e-16-0.108638j 2.01018e-15-0.00317019j -3.04946e-15+0.101071j 2.8308e-14-0.0415443j 4.56454e-14-0.189716j -1.44252e-15-0.0840231j 2.62988e-15-0.103162j -3.01526e-16+0.122471j 1.04627e-14+0.0513966j 1.87528e-15-0.0786033j 1.46703e-15-0.00425035j 1.07417e-15-0.0683207j -2.49748e-15-0.0307703j -2.41276e-16-0.0265679j -1.34123e-15+0.0599444j 1.37056e-15-0.108516j -3.90488e-16+0.0477619j -1.03722e-15+0.0147026j -2.68707e-15+0.0564764j 9.08161e-14-0.12485j 1.13451e-16+0.0561157j -7.82844e-16+0.0731812j -1.49488e-16-0.0672007j -7.07746e-16-0.0287858j 3.19101e-16-0.0362973j 9.3857e-16-0.00761579j 1.32913e-15-0.0924168j 1.44641e-15-0.118373j 6.77192e-16-0.05088j -1.70298e-16+0.0403369j 3.7502e-17-0.00427607j -5.95064e-16+0.00865378j -8.70667e-16+0.0184519j -1.6052e-16+0.0275438j -3.57259e-16-0.0433799j 2.60762e-15+0.0252092j 
8.32923e-15+0.0665408j 3.2201e-15+0.0624769j -9.63191e-17+0.0522746j 3.94962e-17+0.0187087j -5.02123e-16+0.0226149j 9.13587e-17+0.0138673j -1.50507e-16+0.0013491j 9.00461e-17-0.018779j 2.65701e-16+0.0439221j -2.41131e-16-0.123494j 5.4491e-16+0.0763109j 3.60741e-16-0.0172069j -5.68491e-16+0.136062j -8.86506e-16-0.116181j -7.80311e-16-0.132543j 5.2902e-16-0.0208667j -2.67602e-16+0.136643j -1.29965e-15-0.0979561j 4.92327e-16+0.242054j 9.29833e-16+0.00986752j 1.82353e-16-0.0222529j -1.72653e-18-0.0510297j -1.74119e-15-0.118297j 5.99579e-15+0.243185j 4.29977e-16+0.0795979j 1.78076e-15+0.0223212j 6.49797e-16+0.106285j -2.29846e-15-0.189015j -1.14826e-15+0.030066j 1.08281e-15+0.0252104j 7.53351e-15-0.157841j -2.21231e-15-0.00182672j -6.3654e-16-0.14492j 3.01637e-16-0.0700851j 2.79307e-14-0.0391191j -4.10637e-16-0.0596036j 3.09882e-15-0.214029j 2.2031e-15-0.12077j -1.67109e-15+0.0277849j -4.36941e-15-0.033757j -7.73829e-15+0.0516412j -3.50672e-16-0.11778j 1.95977e-16-0.0139637j 2.32241e-15-0.0810969j 1.23916e-14+0.0956679j -4.39957e-16+0.000217288j -2.37671e-15+0.112459j -1.23288e-15+0.0274117j -4.66337e-15-0.0369241j 1.61593e-16-0.0992712j 6.88457e-16-0.0017911j -4.72853e-16+0.0261604j -5.32404e-16-0.17285j -1.0958e-14+0.0925052j -8.72587e-16+0.0213306j 1.13366e-14-0.0167866j 3.89953e-16+0.0223581j -8.91005e-17-0.131003j 5.6086e-16+0.00407303j 7.44057e-16-0.116861j 5.88438e-16+0.0397746j 1.72055e-16+0.0330816j 2.2987e-16+0.010282j -1.75255e-16-0.0455074j 7.78236e-17-0.0402457j 7.56648e-17-0.036951j 8.43987e-17+0.031973j 1.02644e-16-0.0443963j 2.3037e-16-0.0476686j -2.96564e-16+0.0338112j 2.10522e-15-0.0320842j -4.52746e-15-0.0819905j 
-1.17677e-15-0.0587196j -5.56179e-16+0.111259j -1.28188e-16+0.0713614j 1.36458e-16+0.0402452j -2.4652e-16+0.0884913j -4.67299e-16-0.0355585j -1.8431e-16-0.0199996j -9.78757e-17-0.0550284j -5.67553e-16-0.084935j 2.19034e-16-0.0170884j -2.85762e-16-0.0591977j -1.07065e-17-0.117646j -6.01698e-16+0.144639j -2.60087e-17+0.0978334j 1.68455e-16+0.0980544j 7.1041e-16+0.101617j -2.41497e-17+0.168421j 2.50456e-15+0.111683j -9.14826e-16-0.0161488j 2.16639e-15-0.135114j 3.02294e-16-0.0407892j 1.70026e-15-0.0139869j 5.00288e-16-0.00994261j -4.37799e-15-0.133333j 1.63958e-15+0.128397j -1.0323e-15+0.0110312j -1.55888e-15-0.07771j 5.94705e-15+0.222763j 3.22722e-15+0.161857j -4.07e-16+0.0739066j 3.59721e-15-0.105055j -3.26156e-15+0.037739j -1.56003e-15-0.0317286j 1.11187e-15+0.103028j 9.43923e-15-0.0134137j -1.61488e-15+0.0755535j 7.45873e-16+0.0283858j 1.43444e-15-0.0861393j -1.3737e-15+0.0357347j -6.48094e-16+0.00254576j -4.75279e-16+0.00049593j 2.09123e-16+0.00196426j 2.53878e-16-0.118066j -5.88659e-15+0.0295381j -3.07286e-14-0.215427j 5.14286e-16+0.0192949j 1.75684e-15-0.103476j -5.48218e-17+0.0256637j 1.20895e-14+0.117084j 1.78521e-15-0.0465364j -8.85795e-16-0.164198j 5.24923e-16+0.120667j 7.66501e-16+0.0353034j -9.20519e-15+0.07807j -1.57907e-16+0.00947665j -7.54014e-14+0.106761j 3.29688e-17-0.054314j 1.13504e-15+0.0367648j 4.39751e-16+0.0162788j 3.60554e-16-0.155146j -2.42232e-16+0.00463322j -1.52344e-16+0.0347296j -2.28124e-16-0.0622861j 2.22171e-16+0.0612721j 1.00049e-16-0.0216697j -1.23285e-16-0.0483339j -1.6936e-16-0.00274591j -7.78266e-18-0.0425471j 1.18202e-17-0.0806687j 1.70331e-16+0.107026j -1.27611e-15-0.069562j 3.5198e-15+0.0187361j 
-3.14635e-15+0.000560355j 1.87038e-16-0.0842415j 4.85299e-16-0.010795j -3.08848e-16+0.025806j 1.80119e-15-0.106995j 6.73425e-16-0.0578694j 8.07392e-16-0.060379j 1.42532e-16-0.0176776j 9.37484e-16-0.069999j 1.45781e-16-0.0309801j -1.73339e-15+0.113185j 1.26908e-15-0.0744093j 2.03018e-15-0.0840101j 1.98752e-15-0.121827j 1.0989e-16-0.0562466j -2.75585e-16+0.137436j 5.49444e-16+0.0414928j -2.32481e-17-0.00474255j 8.05374e-16-0.0343426j -1.72999e-15+0.0514311j -1.52256e-15+0.0704821j -9.19238e-17-0.00780326j -1.13208e-15+0.0386932j -8.14632e-16+0.00319005j -1.03788e-15+0.1457j -6.33187e-16-0.0202869j 2.00446e-15-0.140267j 1.49933e-15+0.0544117j -5.7971e-16+0.122822j -8.17111e-16+0.0751826j -1.49036e-15-0.014622j 1.03609e-15-0.0818012j -1.25923e-15+0.03311j 1.13796e-15+0.0162359j 1.84231e-14-0.0259092j 1.97392e-16+0.0156303j -2.91957e-15+0.0669921j 2.5122e-15-0.112415j 1.06757e-16-0.0623757j 9.05215e-15-0.0786737j 1.25806e-14-0.0135075j -3.77303e-16-0.0265256j 1.52673e-15-0.0778142j 3.46071e-16+0.0221753j 3.40474e-15+0.0267002j -1.50498e-15+0.0644417j -1.71207e-15+0.0289829j -3.75997e-16+0.0158955j 6.61517e-16+0.00273695j -4.98314e-16+0.0211663j 8.27287e-16-0.0630323j -1.12927e-15+0.108721j -2.37782e-16-0.0140252j 5.44522e-15-0.0368508j 1.99898e-16-0.0068557j -9.02561e-15+0.0133249j -4.74225e-16+0.00921852j -1.09113e-15+0.0217311j -1.04154e-15+0.0986209j -1.66202e-15+0.0647561j 4.48154e-16-0.0436419j 3.8742e-16-0.0243498j -9.18639e-17+0.00560238j 4.63631e-17+0.0220599j -2.41901e-16+0.00580537j 2.17507e-16-0.0320209j 1.68268e-16+0.00283997j -2.4026e-17-0.0346461j -3.09796e-16-0.00305062j 5.09419e-16-0.00927429j -2.46507e-16+0.0579508j -1.80586e-15-0.000262576j 
5.86545e-15+0.053871j 1.96682e-15-0.0039774j -6.26496e-16-0.026397j -7.13902e-16-0.0320935j 1.26729e-15+0.0432607j -5.35162e-16-0.0192846j 1.09938e-15+0.0354003j -9.26805e-16-0.0304337j 1.0017e-15+0.0444954j -2.39314e-15-0.0948211j -1.15627e-16-0.0126999j -8.82833e-16-0.048827j 2.72178e-15+0.0937947j 2.99065e-15+0.113478j -8.32812e-16-0.0102542j 1.37958e-15+0.0520697j -2.70363e-16-0.0194002j -8.06713e-15-0.194225j -1.16163e-15-0.0184267j -3.4991e-16+0.0639195j 1.06003e-15+0.0768124j -9.09867e-16+0.327902j 9.58942e-15+0.22916j 1.17026e-15+0.0449064j -9.66357e-15-0.306603j -3.94253e-15-0.0722148j -3.84328e-15-0.138892j 1.26859e-16-0.0431827j 4.15472e-15+0.0806938j -8.22694e-15-0.223735j -2.47318e-15+0.0855509j 1.23737e-16-0.119613j 2.30484e-15+0.108987j 2.07657e-15+0.0969179j -1.01774e-13+0.150178j 2.03634e-15+0.00464053j 1.04495e-16+0.0755138j -3.58709e-15+0.056589j -5.86029e-15-0.335563j -3.27839e-14-0.0333868j -4.33267e-14+0.261j 5.6425e-16-0.110489j -1.91699e-15-0.0617556j 1.22853e-14+0.142309j 4.47635e-14+0.236206j 3.41178e-15+0.204797j -5.77703e-16+0.195055j -3.49166e-15-0.102202j 1.96569e-15+0.0120321j -2.16831e-15-0.0744105j -2.08582e-16-0.0525089j 3.24625e-15+0.108255j 3.42848e-15+0.112589j -4.79366e-15+0.0513652j 1.34113e-15-0.0442708j -5.36683e-15+0.0076065j -2.85102e-17-0.014812j -1.26135e-15-0.0464399j -1.55486e-16-0.00262806j -1.61801e-15-0.0671859j 4.05668e-15+0.111823j 2.42159e-15+0.06103j 9.31581e-16+0.0288183j 7.59504e-16+0.0173838j -9.13788e-16-0.0314401j -6.51703e-16-0.0306362j 4.35816e-16+0.0148269j -1.02921e-15-0.0458239j -2.51061e-16-0.00611058j 1.5387e-16+0.00256485j 2.18094e-15+0.0256017j -5.07387e-15-0.048253j 
-3.56743e-15-0.0230369j -2.21879e-15-0.0390525j -6.96937e-16-0.0584136j 1.48579e-16+0.0155158j 8.72497e-16+0.0508522j 1.09832e-15+0.0528652j 8.77518e-17+0.00125001j -1.08245e-16+0.00024796j 4.37738e-16+0.0417516j -1.08289e-15-0.0493882j 3.02827e-16+0.00532057j -4.30635e-16-0.064119j -4.63077e-16-0.077052j 5.16757e-16+0.00393497j -5.15822e-16-0.0427332j -7.4839e-16-0.0383714j 8.73061e-16+0.041628j -1.50297e-15-0.0875244j 1.09141e-15+0.0584605j 3.30877e-16+0.127583j -2.90808e-15-0.0915478j -1.65006e-15+0.137253j -5.17603e-16-0.0898545j -9.19495e-15-0.21542j 7.86048e-15+0.35861j -7.06789e-16-0.0628116j -4.00559e-15-0.13768j 3.50591e-15+0.061143j 1.90958e-15+0.0701389j 5.01848e-15+0.146491j 4.7697e-15-0.189373j -4.54504e-15-0.0368679j -5.57649e-15-0.169991j 7.46653e-15+0.193337j 6.13455e-14-0.09035j -4.03533e-16-0.0829582j -9.40569e-16-0.00376168j 4.45125e-16-0.113169j -3.12832e-15-0.0307548j 2.4313e-14-0.229137j 4.41531e-14-0.0760778j -3.98772e-15-0.0317139j -6.83854e-16-0.0705931j 1.9238e-15+0.129365j -3.60833e-15-0.0393804j -3.02292e-15-0.182496j 6.81984e-16+0.097926j -9.90164e-16+0.0437076j 1.29627e-14+0.101891j 4.10019e-15+0.207093j 6.69448e-16+0.0340791j 2.16054e-15+0.086923j -6.35024e-16-0.0372822j -9.17509e-15+0.0967876j 4.9098e-16-0.00476184j 2.14206e-14-0.0303847j 7.3236e-16+0.0438961j -1.07549e-15-0.0253385j 1.08702e-15+0.098922j 3.8985e-16+0.0595846j 2.12848e-15+0.0829745j 9.29258e-16+0.0158257j 1.27524e-15+0.0664947j 1.47196e-15+0.0493451j 2.25446e-16+0.0236291j -2.19746e-16-0.0187207j 6.94316e-16+0.028954j -1.12279e-15-0.0484581j 2.79865e-18+0.0117115j -1.11766e-16-0.00283399j 1.32512e-15+0.0475654j -1.08629e-15+0.00538946j 
