-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
2.19148e-14-0.0334149j 4.18747e-15+0.0193274j 5.5746e-16+0.00743297j 3.78716e-16-0.00473192j 3.20883e-16+0.06044j -2.31472e-16-0.0152712j 5.2921e-16-0.0188742j -1.36974e-15-0.0400513j 8.89867e-17+0.0253116j 4.14285e-17-0.0168568j -1.78299e-15+0.0339568j 8.52404e-16+0.0215089j 2.9132e-15+0.00102337j -8.17134e-16-0.0166705j -8.55365e-16-0.0337575j 1.267e-15-0.0164642j 2.25469e-15-0.00135246j -4.4575e-15-0.0239556j 1.29898e-15+0.0174296j 1.6557e-16+0.0116378j -1.74123e-15-0.00598068j 2.06148e-15+0.00969158j 3.81676e-15+0.0265086j -1.38035e-15-0.00628695j -4.67421e-16+0.0235552j -1.17307e-16+0.00926484j -1.8357e-15-0.0265128j 1.2105e-15+0.0310321j 1.75925e-15-0.0162302j 6.44798e-16-0.00686224j 1.31468e-15+0.0176719j -5.93509e-15+0.0201474j 1.2861e-15+0.025128j 1.65247e-15+0.0193269j 9.75128e-16-0.0213078j -2.01986e-15-0.00785906j 4.61578e-16-0.042852j 8.08318e-16-0.0206556j -8.9199e-16-0.0218341j -5.69514e-15-0.00252093j -1.59757e-15+0.0174658j -2.00021e-15-0.00109856j -8.41815e-16-0.0263199j -1.16562e-15-0.0254277j -1.89783e-16+0.0752783j -1.35497e-16+0.00118042j 5.40136e-16-0.000971286j -5.14375e-16-0.0269911j 1.33721e-15-0.108881j 7.08743e-16+0.0163185j -8.20541e-16-0.0480885j -4.57344e-15+0.0264519j -2.24376e-15-0.0257566j 6.26549e-16+0.0216981j 1.37311e-15+0.101803j -2.4485e-15-0.0375423j 1.72113e-15-0.0246821j 3.82453e-15-0.0348678j -1.22076e-15+0.114967j 1.65565e-15+0.0912475j 1.85348e-15-0.118808j 2.47442e-15-0.094815j 2.97822e-16+0.0203355j 2.9008e-16+0.0785278j 1.02886e-15-0.0563253j 1.78779e-15-0.0541943j -3.9382e-15-0.154236j 3.98092e-16+0.0253241j -6.01866e-15-0.0234284j 2.88229e-15+0.016115j 1.66709e-15+0.0718272j 2.85136e-15+0.0619949j 2.72806e-15+0.0324242j -1.40512e-15+0.0363126j -2.2123e-15-0.0884059j -3.17768e-14-0.025258j 1.34583e-13-0.0638333j 
-2.94883e-14+0.0445121j -6.65129e-15-0.0230992j 1.80461e-16-0.00274663j 4.3129e-16+0.014487j -2.98904e-16-0.0540033j -4.68305e-16+0.0027091j 6.40529e-16+0.0243489j -7.40029e-16+0.0211093j -3.36591e-16-0.0190945j 1.05415e-16+0.0176592j -2.00808e-15-0.0689266j 2.3317e-16-0.0073697j 2.05462e-15+0.0467485j 8.00692e-16+0.0156904j -9.75185e-16+0.00631995j -7.83353e-16+0.0340966j 2.08919e-15+0.0557885j -3.74117e-15-0.0181653j 1.15551e-15-0.0038607j 1.52413e-16-0.00808345j -7.78445e-16-0.0220317j 1.12308e-15+0.0306992j 2.07717e-15+0.0476884j -1.40587e-15-0.0134161j 1.80181e-15-0.0151703j -1.02285e-15-0.0337326j 9.88465e-16+0.0238477j -1.2987e-15-0.0319254j 1.62428e-15+0.0397356j 8.83278e-16+0.0263554j 2.82332e-16+0.00420297j 9.16801e-15-0.0373418j -1.14615e-15-0.0152735j -2.89456e-15-0.0248558j -5.87634e-17+0.0371992j -8.2674e-16-0.031646j -1.70764e-15+0.0247911j 8.62765e-15+0.0114092j -2.76622e-14+0.0105649j 7.59213e-14-0.0496216j 1.76473e-17-0.0448192j -1.17061e-15-0.0381743j -5.2234e-16-0.000938864j -1.94698e-15-0.016407j 4.6114e-17-0.059315j -8.26541e-17+0.000110335j 1.07399e-15+0.0322795j -1.0092e-15+0.010673j -3.63455e-16+0.103672j -2.21686e-16+0.00209226j -1.78715e-15+0.00992687j 1.75566e-15-0.052375j -1.65749e-15-0.0176879j -3.74519e-15-0.0363595j 1.85902e-15-0.0427119j -2.113e-15-0.0141006j 2.89555e-16+0.0378738j 1.74901e-15+0.0775233j 9.58609e-16-0.110848j 4.14171e-15+0.00147273j 9.54317e-19+0.124246j -3.17535e-15+0.0748803j 1.36086e-15-0.00492482j -3.71804e-16-0.0749429j -6.10274e-16+0.041807j 1.32076e-15+0.0723838j -3.11727e-15+0.063221j 6.11394e-16-0.0051172j -2.35427e-15-0.0456759j 1.10579e-15+0.0189313j 4.3696e-16-0.0414835j 3.95928e-16-0.0172772j 2.42127e-15+0.0239343j -8.70963e-16-0.0585962j -9.08202e-16+0.0505927j 3.00098e-14+0.00383729j -1.39299e-13+0.0609168j 
6.08952e-15-0.0177508j -7.1083e-15-0.0189829j 6.51757e-15+0.0113173j -9.96879e-16-0.00122632j -9.62639e-15-0.0183328j 7.65922e-15+0.0136826j 5.61546e-15+0.00969011j -8.2999e-15-0.0133813j 1.49004e-15+0.00177978j 9.12258e-15+0.0168628j 3.60834e-15+0.00584037j -1.76879e-15-0.0032863j 1.59489e-14+0.0280572j -6.12488e-15-0.00922882j 2.36805e-14+0.0430303j -3.8534e-14-0.0744442j -1.86e-14-0.0325911j 1.93933e-14+0.029056j 7.1995e-15+0.0110289j -9.10602e-15-0.0154888j -2.30701e-14-0.0408923j -6.00157e-15-0.0113393j 2.10504e-15+0.00276399j -6.87302e-16-0.00107675j 6.42777e-15+0.0116281j 1.63081e-14+0.0280818j -9.99458e-15-0.0154459j 2.82651e-14+0.0479742j 2.35884e-14+0.042286j -1.24382e-14-0.0212554j -1.55144e-14-0.0270401j -7.81538e-15-0.0307973j 2.00601e-14+0.0358208j 1.90056e-14+0.0286978j 1.84673e-14+0.0341103j -1.7262e-14-0.030448j 9.82319e-16+0.00303459j -2.09956e-14-0.0274755j -1.90821e-14-0.0529026j -2.52002e-14+0.00292578j 2.13055e-15+0.00491464j 2.90863e-15+0.00548171j -2.12848e-15-0.00381656j 2.53555e-14+0.0441462j -3.19109e-14-0.0565233j 1.8954e-14+0.0325838j -3.36822e-14-0.0617658j 4.92424e-15+0.0105464j 3.34839e-14+0.0594846j -1.33472e-14-0.0240634j 2.38863e-14+0.0416844j -4.98443e-14-0.0956846j 4.31115e-15+0.0063102j -4.12261e-14-0.0609389j -4.12452e-14-0.0730891j 2.58238e-15+0.00601538j -2.28897e-14-0.0393899j 4.78591e-14+0.0832836j -1.81681e-14-0.0352465j -1.95107e-14-0.037292j 1.33239e-14+0.0232789j 3.30337e-14+0.0641513j -1.96001e-14-0.0351079j -1.03502e-14-0.0193007j 4.32631e-14+0.0751997j 1.55946e-14+0.0277881j 1.72603e-14+0.0310958j -7.21681e-15-0.0121808j -7.11529e-14-0.123679j 1.01508e-14+0.0158103j -1.46185e-14-0.0267244j 1.46243e-14+0.0253184j 1.09216e-14+0.0197958j -2.83542e-15-0.00564249j -6.77658e-16+0.000789011j -2.11154e-14-0.0380461j -7.20251e-15-0.00717121j 
-4.47822e-14+0.0574341j -1.00897e-14+0.0123324j -2.92115e-16-0.0186845j 7.62803e-17-0.0427757j -2.10153e-16-0.0180907j 3.02851e-16+0.00691046j -7.03578e-17+0.0680362j -3.61619e-16-0.00524487j -2.5849e-16+0.0260986j 3.83176e-19+0.00437441j -3.40434e-16-0.00410738j -2.36446e-16-0.0292143j 3.07388e-16+0.00804364j 2.53805e-16-0.0332866j -1.69322e-16-0.00299666j -2.16772e-16+0.00548599j 3.76372e-16+0.0155984j -8.56137e-16-0.00951895j 7.39662e-16+0.0181888j -6.43766e-17-0.0344706j -5.12747e-16+0.0135203j -1.10943e-16+0.03891j 3.55653e-16+0.0110234j -5.88393e-16-0.0104287j -3.77546e-17+0.000767226j -3.9487e-17+0.00530624j -2.3504e-16+0.0342599j 1.45295e-17+0.0227881j 2.67494e-16-0.00578725j 3.377e-16+0.00210756j 4.88925e-16+0.031376j -3.95052e-16+0.00269455j 3.71486e-16+0.0133778j 4.77708e-16+0.00860479j 1.70626e-16+0.0268276j -3.05234e-17-0.0138446j -3.01861e-16+0.0018661j -4.51559e-15+0.0602608j -9.40788e-15+0.046563j 4.24799e-14-0.0203341j 3.61178e-16-0.0272079j 7.92704e-16-0.0280324j 1.75781e-16+0.00128937j -8.00578e-16-0.0084962j -1.2407e-15-0.0116802j -1.19532e-15+0.0475547j -3.42047e-16+0.00418844j -2.80075e-16-0.0136991j 5.74576e-16+0.0200434j 4.84468e-16-0.0118604j 4.80849e-16-0.0299728j 2.81958e-15-0.0553249j 8.64051e-17+0.0133759j -8.13358e-16-0.00290139j -3.86825e-16+0.0196938j 2.73203e-16-0.00958675j 1.07368e-16-0.0554505j 1.12828e-15-0.0654925j 5.93965e-17-0.0161839j 9.56101e-16-0.0384191j -2.02338e-17+0.100141j -3.15804e-16+0.0158425j 1.58699e-16-0.0315385j -2.54635e-16-0.0273871j 3.06787e-16-0.00076395j 3.50778e-16+0.0347418j 6.32313e-16+0.0798476j 1.09799e-16+0.00779085j -4.55939e-16+0.107521j 2.28531e-16+0.0490545j -6.89905e-16-0.075066j -6.78196e-17-0.0594661j 4.04639e-16-0.0321123j -1.48834e-16+0.027745j 3.15806e-16+0.000670568j 4.05115e-14+0.0609798j -1.83288e-13+0.09282j 
2.93864e-14-0.0366539j 5.8155e-15-0.0215013j -2.8059e-15-0.0465992j 3.92513e-16+0.00577066j -5.11244e-15-0.0650611j -1.31107e-15-0.0155695j 1.42483e-15+0.0108158j -1.33753e-16-0.0110645j -1.53151e-15-0.0330629j -3.18199e-15-0.0530676j -3.26865e-15-0.0583077j -2.43927e-15-0.0341314j -8.84822e-16-0.0163576j 3.23587e-15+0.0479565j 2.03886e-15+0.0302902j 8.10334e-16+0.0138033j 5.83406e-16+0.0115689j 1.86219e-15+0.00913234j 6.46168e-16+0.0216372j -1.09849e-15+0.00450339j -2.70391e-15-0.0446965j -2.56013e-15-0.0469162j -1.66387e-16-0.00101179j 2.91144e-15+0.0235295j -1.65013e-16-0.00512233j 1.64972e-15+0.0309229j 1.95037e-15+0.0157674j -2.48724e-15-0.0302381j 8.19574e-16+0.0158141j 1.18318e-15+0.0105566j -9.77738e-16-0.0032461j 1.0427e-14-0.0550822j -4.35039e-15-0.0444739j 4.39047e-17+0.00577317j 2.17844e-15+0.0334733j 1.18298e-15+0.00971303j 3.53218e-15+0.0609742j 5.76161e-15-0.0201568j -5.2066e-15-0.00716904j 8.20861e-15-0.00531068j -2.73776e-15-0.0538304j 1.91388e-15+0.0228533j -1.88059e-15-0.037192j 3.17056e-15+0.031365j 6.21223e-16+0.00535954j -5.74562e-16-0.024252j 2.0759e-15+0.0267334j 2.23681e-15+0.0258085j 3.47069e-15+0.048839j -2.94401e-15-0.0463947j 2.16395e-15+0.0179067j 2.28e-16-0.0042208j -7.71711e-17+0.00585746j -5.37469e-16-0.00377697j -6.59314e-15-0.0868336j 2.56172e-15+0.037661j 1.24137e-15+0.0282584j 6.49637e-15+0.0968227j -4.30054e-15-0.0710232j -2.33449e-15-0.0402944j 4.16503e-15+0.059381j 2.69924e-15+0.0806063j 4.37947e-15+0.0534329j -3.05819e-15-0.0175222j -1.75813e-15-0.013761j 2.18155e-15+0.0339954j 6.9428e-15+0.0817769j -5.16617e-15-0.048907j -2.22944e-16-0.0215905j 1.16041e-15+0.00921025j -3.41472e-15-0.0468744j -3.11176e-15-0.041435j -2.03296e-15-0.0243109j -3.20572e-15-0.0381477j 5.1175e-15+0.0784177j -6.57873e-15+0.0113209j 3.8696e-14-0.0143137j 
-2.527e-14+0.0294583j -5.71571e-15+0.0183378j -2.87679e-16+0.01585j -6.148e-17-0.0271745j -3.09302e-16-0.000927056j 1.42723e-16+0.0152452j 3.04677e-16+0.0384039j 1.96271e-16+0.0329228j -5.28162e-16+0.0146453j -3.36543e-16+0.00689562j -8.26863e-16+0.0304006j -2.33683e-16-0.0122329j 7.14203e-17+0.00855717j 1.45659e-16-0.0159652j 8.29466e-16+0.0419977j 1.39705e-15-0.0379036j -8.03033e-17-0.0263981j 5.38856e-15+0.0464522j -1.36341e-15-0.0632478j 1.46468e-15+0.0108201j -1.40549e-16+0.0180279j -1.38695e-16+0.0118876j -4.22527e-16-0.0440077j -5.1654e-16-0.00707137j 2.31101e-16-0.00698404j 1.05487e-17-0.0107481j -1.5099e-16-0.00751913j -7.04457e-16-0.00501121j 1.06337e-16-0.0167289j 2.29582e-17+0.0115532j -4.34979e-16-0.0163575j 2.27336e-15-0.0133069j -1.03861e-15-0.00830693j -1.79063e-15-0.0151798j 4.18614e-16+0.00625752j -2.28747e-16+0.0115408j 2.21831e-16+0.032439j -2.09448e-15+0.0274656j 4.48758e-15+0.0424967j -1.32178e-14+0.0199493j -2.68993e-16+0.0421522j -6.42152e-16+0.0323771j -1.37479e-15-0.0181207j 2.71446e-16+0.0198717j 2.43972e-16+0.0134677j -7.72304e-16+0.0358571j -7.81978e-17-0.0409431j -3.23788e-16-0.0146347j 1.55059e-15+0.0346641j -6.01006e-16+0.0173455j 6.67718e-17+0.0473747j -8.58266e-16+0.0150818j 8.36151e-16+0.0270647j 8.54716e-16+0.0139466j -1.5272e-15-0.0519004j 5.39875e-16+0.00963408j 2.32765e-16-0.0349585j 4.74132e-16-0.0665523j -5.3849e-16-0.0110268j 3.97674e-16-0.0708521j 4.65805e-16+0.00706589j 2.59397e-16+0.0382798j -1.10046e-16-0.0372286j -6.19169e-16-0.0471786j 5.51073e-16+0.000193527j 9.41584e-16+0.00934022j 1.29434e-15+0.08626j 8.7491e-16+0.0195057j 2.1144e-16+0.0715167j -4.48642e-16-0.00899716j -1.01627e-15-0.0397848j -8.17321e-16-0.0278455j 7.00162e-17-0.0290206j 2.81462e-16+0.0360355j 8.34829e-16-0.00830577j 2.08252e-14+0.0322481j -9.44988e-14+0.0481174j 
-2.12263e-14+0.0201255j -5.77948e-15+0.028914j 8.20456e-16-0.023091j -2.04118e-15+0.0748035j 1.35422e-15-0.0801019j 1.487e-15-0.0612731j 2.32685e-16-0.0147598j -6.89451e-16+0.0127398j -1.2518e-15+0.0529067j -3.22715e-16-0.0126644j -2.87831e-15+0.0939856j -1.68885e-17-0.0124528j 7.29003e-16-0.0267763j 5.73089e-18+0.0363724j 1.08081e-15-0.0355646j -5.69075e-15+0.0754435j 4.56368e-16-0.0178064j 7.90668e-16+0.012802j 1.56754e-15-0.0487984j 3.08214e-15-0.10689j -1.14295e-15+0.0237272j -1.14351e-15+0.0163132j 3.86107e-16-0.00937942j 6.2081e-16+0.0273514j -2.75203e-16+0.0282494j 1.41167e-16+0.0214054j -9.88598e-16+0.00932497j -1.14491e-15+0.0393606j 5.94722e-17-0.00369513j -1.29049e-15+0.0412315j 2.95741e-16-0.0156683j -1.08617e-14+0.0367996j -5.68708e-17-0.00252309j 4.3073e-16+0.00743512j 3.22761e-16-0.0320096j -2.21372e-15+0.0584554j 2.30946e-16-0.00318557j 1.41992e-14+0.00597364j -1.56245e-14+0.0667619j 1.44842e-14+0.0130675j 2.45936e-16-0.0180492j -3.65308e-15+0.049709j -2.65035e-15+0.0742722j -3.28245e-16+0.00182987j -6.75582e-16+0.0279724j -1.77684e-15+0.0156922j -2.3424e-15+0.0624272j -1.86299e-16+0.0529284j 1.43795e-15-0.0672684j -5.17788e-16-0.0154827j -5.35416e-16+0.0186875j -1.80942e-15+0.0219899j 1.57674e-15-0.0631763j 1.50116e-15+0.0246807j -7.82784e-16+0.0127928j -1.8447e-15+0.0608882j 3.83034e-17+0.00135362j -2.33726e-15+0.10443j -4.15454e-16+0.00642054j 5.40299e-16-0.0249093j 1.31783e-16-0.00174389j 9.12622e-15-0.148904j -3.75117e-15+0.13584j 1.59397e-15-0.0593401j 2.31797e-15-0.103426j 2.61055e-15-0.0789805j 5.50456e-17+0.0133926j 7.38448e-15-0.26862j -7.67495e-16+0.0172076j -1.41694e-15+0.053621j -1.69036e-15+0.0553135j -1.15802e-15+0.033208j 1.53642e-15-0.038168j 2.72314e-15-0.11788j 5.36202e-16+0.00158581j -4.72033e-14+0.0893683j 1.99597e-13-0.0658783j 
-3.07674e-15+0.000720759j 3.37754e-16+0.0193524j -6.00071e-16-0.0208712j 4.33197e-16+0.0367681j -4.37735e-16-0.0271756j -1.72926e-15-0.0228531j -1.78386e-16-0.0191276j 7.33086e-16+0.0159886j -7.66174e-16-0.0468888j -9.9234e-16-0.00733136j 3.31934e-16-0.0138966j 2.82207e-16-0.00276498j -1.65054e-15-0.0358065j -8.40685e-17+0.032483j 1.3113e-15+0.0207514j -7.50779e-17-0.027496j 2.27115e-15+0.0524525j -3.74036e-15-0.0264594j -8.5394e-16-0.00667813j -3.74092e-17+0.00558854j -2.13426e-16-0.023904j 2.05404e-15+0.0257927j 4.812e-16+0.0182857j -2.91192e-15-0.0352762j 3.09603e-16+0.0412194j 1.10506e-15+0.0400989j 9.59254e-16+0.0138899j -2.47589e-16-0.000888091j 8.38703e-17+0.0240522j 6.89867e-16+0.0291086j 2.63514e-15+0.0330063j 8.56359e-15-0.0341538j 1.41879e-17+0.0157677j 1.85996e-16+0.0073548j 1.6691e-15+0.0342129j -8.27886e-16-0.0182348j 1.80372e-16-0.00746808j -2.06558e-14+0.0385538j 1.8138e-14-0.0334078j -1.54953e-14-0.00662094j -4.70852e-16-0.0386216j 5.00026e-16-0.0268753j -3.46866e-15-0.0954033j -2.1042e-16-0.0114075j 2.41408e-15+0.0300748j 1.24703e-15+0.00396613j -9.25883e-16-0.0217822j -1.3355e-15-0.0163563j 1.51835e-15+0.0347472j -2.15795e-15-0.0770978j 4.51304e-16+0.00920881j 3.20557e-16-0.0135797j 1.17223e-15+0.00595828j -2.07982e-15-0.0206405j -1.69525e-15-0.0289704j 1.99387e-15+0.0603568j -8.37277e-16+0.00642585j 1.19728e-15+0.0724446j -1.7564e-15-0.090032j -6.2412e-16-0.0416293j 2.81189e-15+0.094927j -1.76427e-16+0.0434454j 1.71346e-15+0.0379699j 1.31319e-15+0.0256661j 1.93048e-15+0.0478872j 3.7206e-16+0.0111949j 2.4352e-15+0.0600289j -3.91091e-15-0.0848894j 1.74516e-15+0.00175272j 1.45186e-15+0.0117541j -2.31351e-16-0.0173696j -1.7864e-15-0.0275474j -2.34059e-15-0.0311453j -1.94075e-15-0.0694482j 1.18785e-15+0.0588645j -1.68366e-14+0.0452352j 8.73378e-14-0.0279818j 
2.18204e-14-0.0252588j 4.40524e-15-0.0214677j 2.77352e-16+0.0102171j -2.30642e-16+0.0202877j -3.73161e-18-0.0121921j 6.17293e-16+0.0372039j -2.16133e-17-0.0313389j -4.04167e-16+0.00759208j 4.55528e-16-0.038473j 7.7078e-16+0.0424645j 3.05912e-16-0.0134549j -9.35621e-17-0.00125394j 1.16798e-15+0.0178426j 6.89848e-16+0.0538364j -8.46602e-16-0.0278946j -3.84621e-16+0.0465411j -1.28532e-15-0.00677999j 8.74606e-16+0.0032164j 8.01012e-16+0.0132061j -7.45746e-17+0.0160773j 5.09304e-16-0.0147088j -1.30199e-15-0.0546044j -3.84609e-16-0.0252996j 1.22551e-15+0.0114087j -7.61123e-16+0.00650192j -9.74341e-16-0.0154078j -5.01951e-16-0.0264832j -1.47727e-16-0.00432539j -2.26127e-16+0.02318j -5.70123e-16+0.0176286j -2.24665e-15-0.0464478j -6.31166e-15+0.0228075j -3.51597e-16-0.0282379j 4.6112e-16-9.17724e-05j -2.04582e-15-0.0655855j 5.20339e-16+0.0229302j 3.31874e-16-0.0296061j -1.80611e-15-0.0207349j -4.97546e-16-0.0382079j 4.00129e-15-0.0136077j -3.71441e-17+0.0269724j -2.29541e-16+0.000166118j 2.93018e-15+0.0626873j -1.51194e-16-0.0106037j -1.2935e-15-0.0758224j 1.13337e-15-0.0747918j 1.66368e-15+0.0178262j 9.95139e-16+0.0246813j -1.26208e-15-0.0111021j 1.34758e-15+0.0028459j -2.31635e-16+0.0210576j -1.14602e-15+0.0302814j -9.08964e-16-0.0318066j -1.05495e-15-0.0189427j 1.18762e-15+0.0162276j -1.21898e-15-0.00844576j 7.45055e-16+0.0400853j -7.01986e-16+0.0464307j 1.50354e-15-0.00295981j 1.34801e-15+0.0164084j -1.94333e-15-0.019202j -1.77141e-15-0.000213563j -5.77846e-16-0.00820792j -7.39208e-16-0.0103684j -1.7553e-15-0.00410727j -5.96542e-16-0.00815892j -2.2325e-15-0.0182869j 1.31138e-15+0.0326875j -1.45038e-15-0.0603181j -9.7587e-16-0.0610345j 4.6776e-16-0.0063604j 1.01205e-15+0.0271633j 1.25226e-15+0.0480964j 8.71449e-16-0.010191j -7.23583e-16+0.0326906j -2.64921e-15-0.0508664j 5.79453e-15-0.013842j 
-1.45751e-14+0.0101468j -3.10574e-15+0.0428211j -1.31156e-16-0.0410744j -3.99469e-16-0.0261733j 5.4448e-16+0.00355515j -2.192e-17-0.00820846j -2.63789e-16-0.00947238j 1.61639e-16+0.0282769j -4.62651e-16-0.0373822j 4.89153e-16-0.0293433j -2.94259e-16+0.0392344j 5.84444e-16-0.0120045j -2.3489e-16-0.0346308j -3.74592e-16+0.0266993j 7.1593e-16+0.0489433j 1.13813e-15-0.0187768j -2.93858e-16+0.011368j 4.43311e-15+0.0426822j -1.81506e-16-0.018783j 1.02334e-15-0.0143302j 6.52773e-17+0.0149927j 2.37095e-16+0.005512j -1.31186e-16-0.0148384j -7.02654e-16-0.0183308j -3.40392e-16-0.0380637j -3.04375e-16-0.0153598j 7.66596e-16+0.0162278j -4.56119e-16+0.00798578j -2.43633e-16-0.0259909j -8.26575e-16+0.0213483j -3.56164e-16-0.0293446j 3.16806e-15-0.0139231j -1.51775e-16+0.0220114j 4.25797e-16+0.0113548j 4.52549e-16+0.0193396j -1.39814e-16-0.00942269j 2.86066e-16+0.0124665j -1.95084e-14+0.0296923j 2.22465e-14-0.0155567j -3.92801e-14+0.0167461j 2.97227e-16-0.00043303j -7.69608e-16+0.0347334j 2.90009e-17-0.0147914j -2.92768e-17+0.00420403j 5.02314e-16-0.0157753j 3.58645e-16+0.0142493j 5.22096e-16-0.0584756j -8.38318e-17+0.0106687j 8.09271e-16+0.0687779j 3.66769e-16-0.00107484j -3.53916e-16+0.0390618j -1.18549e-15+0.0285691j 4.7608e-16+0.0520355j -9.23509e-16-0.0148953j -4.17421e-16-0.0681496j 2.54056e-16+0.0847609j 2.13169e-16-0.0256817j -1.05079e-15+0.0209041j 5.89655e-16-0.074085j 2.07465e-15-0.103234j -8.22044e-16+0.0448877j 8.27811e-16-0.00219637j -7.01516e-16+0.0333385j 2.62125e-16-0.0248866j 2.86789e-16+0.0213086j 1.32026e-16-0.0317765j -8.86002e-16+0.124398j 8.64983e-16-0.0977018j 5.34837e-18+0.0390832j -7.1117e-16+0.0125165j -3.88633e-17-0.0304684j 2.00601e-16-0.0217611j 1.19096e-16-0.119137j 4.81653e-16-0.00648599j 2.76042e-16+0.0329581j -1.43915e-14+0.089012j 6.44278e-14-0.00809429j 
1.82945e-14-0.0290499j 4.68022e-15+0.0183639j -6.37001e-17-0.00643041j -4.42216e-16+0.0130782j 7.27208e-16+0.0248736j 2.3677e-16-0.035379j -5.48037e-16-0.0384753j 6.15739e-16+0.027965j -1.2848e-15-0.026171j 2.52232e-17-0.0111314j 4.20936e-16+0.000905637j 4.23647e-16+0.0517852j -5.96315e-16-0.0229723j -2.41281e-16-0.014024j 1.09419e-15+0.0558402j -9.39098e-16+0.0141314j -3.12702e-16-0.0253605j -1.13486e-15-0.0130603j -7.16175e-16-0.0155937j 9.7939e-16+0.0675819j 3.67235e-16+0.0143154j 8.84618e-17+0.0196593j -8.41769e-16-0.00936716j -9.78891e-17+0.00577579j 5.24858e-16-0.0477029j -7.41576e-16-0.0385555j 9.52895e-16+0.0416631j -1.35005e-15-0.0407987j 7.21355e-16-0.00898715j -9.34219e-17-0.0423306j -1.78784e-16+0.0155158j 1.15744e-14-0.0427139j -4.0125e-16+0.00477287j -2.61379e-17+0.000356823j -3.93573e-16-0.00249018j 2.23295e-18-0.00919971j -1.17995e-15+0.00850029j 2.72853e-14-0.0843724j -2.1679e-14-0.0122471j 1.29085e-14-0.00141718j 9.96676e-16+0.00757547j -6.72303e-16+0.0219601j -2.09543e-17+0.0373761j 5.11428e-16+0.0325617j 4.91662e-16+0.0645415j -1.01841e-15+0.000884362j -1.70287e-15+0.0121298j -1.63569e-16+0.0179151j 7.87865e-16+0.0265915j 1.26352e-16+0.0357477j 2.0887e-16+0.0193958j -6.95232e-16+0.0167804j 5.93649e-16+0.0248476j 3.00605e-15+0.0372481j 1.64427e-16-0.0137334j 6.59388e-16+0.0329162j 2.92447e-17+0.0690199j 2.05945e-16+0.0138769j -4.11997e-16-0.0422171j -1.21607e-15+0.0223065j 4.15856e-16-0.0472086j 5.24125e-16-0.00349998j -9.43424e-17+0.0214994j 5.09859e-16+0.0125475j 9.2821e-16+0.00489184j -7.08067e-16-0.0381806j 4.96407e-17-0.101833j -5.79443e-16-0.0849065j -5.80148e-16-0.0550369j -5.67747e-16-0.0337105j 2.91907e-16+0.0778181j 5.87665e-16+0.0157805j -1.11025e-15-0.0339092j 1.18787e-16-0.02428j 2.92192e-16+0.00752445j -4.37535e-14+0.0105443j 1.98517e-13-0.0837393j 
