-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
-1.01023e-14+0.0126192j -2.0811e-15+0.00360242j -3.74101e-17-0.0408925j 4.90128e-17-0.0402645j 5.33605e-17-0.0138019j 1.05013e-17-0.0101246j -9.907e-17+0.0246868j -9.76086e-17-0.0190629j -9.14064e-17+0.0087279j 1.29775e-16-0.0537015j 1.64304e-16+0.000471504j 1.26752e-16-0.0313511j 4.12119e-17+0.00923592j -1.64799e-17+9.00091e-05j -9.21857e-17+0.00882891j 1.1046e-15-0.0188884j 9.33642e-17+0.0230744j 6.268e-15+0.056893j 8.46662e-16+0.0176826j 2.29568e-16-0.0327656j -4.14811e-17-0.0139331j 1.22913e-16-0.0216971j 9.35682e-17-0.0111053j 1.18235e-16+0.00345372j -9.10525e-18+0.00447686j -7.44627e-17-0.0186252j -1.6615e-16-0.019221j 2.23131e-16-0.00324573j -1.60792e-18+0.0164043j 7.66745e-17+0.00476231j -2.81047e-16-0.0135928j 2.29164e-15-0.00807786j -2.70361e-16+0.0162223j -7.38956e-16-0.00603954j -2.48525e-16+0.029025j 1.09366e-17-0.00134914j -6.51753e-17+0.0052787j 1.02086e-16+0.0149308j -4.38243e-15+0.0145119j 1.57036e-14-0.00769144j -5.03424e-16+0.0441227j -4.85499e-16+0.0226377j -2.20726e-16-0.0239448j -6.76645e-18-0.011771j 3.9759e-16+0.0380445j 4.6513e-16-0.0172425j 7.12967e-16-0.04974j -2.80617e-16-0.0216029j -6.20222e-17+0.00325515j -1.21208e-16+0.034314j 7.59856e-17-0.0237975j -9.71232e-16+0.0165618j 4.07365e-17-0.0299473j -9.9047e-17+0.000871764j -1.17212e-17-0.0281948j 2.23086e-16+0.00156247j 6.16313e-17-0.04959j 3.89628e-16+0.0016818j 2.47424e-16-0.00369879j 7.2549e-16-0.0450877j -1.53859e-16+0.00470271j -1.27662e-15+0.0316087j 4.02906e-16+0.0554408j -5.57745e-17-0.0251641j -1.4158e-16-0.0414016j -1.46273e-16+0.00143532j -2.12484e-16+0.0871534j -5.5595e-16+0.00798561j -1.57244e-16+0.0387219j 1.38193e-16+0.050952j 6.55685e-17-0.0368069j 2.81344e-16-0.0128731j 1.77509e-16-0.0617775j -1.07188e-16+0.0213994j -8.37221e-17+0.000885778j 1.42492e-14+0.0413375j -6.42251e-14+0.0367994j 
-2.74151e-14+0.0397211j -5.81466e-15-0.0148594j -3.55977e-16+0.0333684j 3.83325e-16-0.00491027j -2.83948e-17-0.00283054j -6.79542e-17+0.0127393j -4.07678e-16+0.0336465j -3.61867e-16+0.0419934j 5.42982e-17+0.00183015j -2.50284e-16+0.027782j 8.82813e-16-0.067583j -3.50589e-16+0.0151186j -3.49662e-16+0.0189943j 8.23602e-17-0.013859j -1.45543e-16-0.00224523j 1.3222e-15-0.0225226j -1.11173e-16+0.00849528j -3.30501e-15-0.0319567j -4.74348e-16-0.0297852j -1.43657e-16+0.000605773j 8.00448e-16-0.0191502j -6.81055e-18+0.013014j -3.79205e-17+0.000441035j 2.81036e-16+0.0136655j -4.13318e-17-0.00365462j 4.47211e-16-0.0336095j 2.04769e-16+0.0342489j -5.76867e-16-0.00232513j -2.10273e-16+0.0142067j 3.16864e-16-0.00739597j 1.40143e-16+0.0352569j -4.49304e-16+0.00159337j 2.97216e-16-0.0180258j -1.70645e-15-0.0171028j -6.37655e-16+0.0603459j 2.57421e-16-0.00964306j -7.00701e-16+0.0131989j 1.99847e-14-0.00982485j -2.0362e-14+0.0589423j 2.71433e-14+0.00413966j -4.33152e-16+0.0183253j 1.78983e-16-0.00589879j 6.83703e-17+0.00262646j 7.79451e-17+0.0349795j -2.91024e-16-0.0114929j -1.88272e-16+0.00717536j -8.6766e-16+0.0334438j -2.45353e-16+0.029488j -3.87972e-16+0.0200233j 1.48927e-16-0.0169444j 3.48904e-16-0.00754899j 7.78718e-16-0.00853239j 5.09298e-16-0.0305576j 2.15217e-15+0.0312336j 2.84966e-16-0.0140308j 8.28232e-16-0.045371j 1.03425e-16+0.000557506j 7.51101e-16-0.0584358j 8.6936e-16-0.0327084j 1.05875e-16+0.010364j 1.25903e-16+0.00806045j -5.21061e-15+0.107888j 1.01487e-15-0.0583557j 1.86499e-16-0.0689486j -1.02365e-16+0.0186713j -5.70224e-16+0.0532633j 9.74594e-17+0.0136455j -1.14292e-15+0.0802948j -1.96319e-16+0.0574531j 4.02045e-16-0.0433533j 5.71057e-17-0.016684j 1.40862e-16-0.0407891j -2.21468e-16+0.0299016j -2.14448e-16+0.0121025j -2.04189e-16+0.0194476j 3.75511e-14-0.0113124j -1.69048e-13+0.0702189j 
3.19035e-14-0.0444055j 7.02836e-15+0.00816673j 6.81691e-17-0.0205678j 8.25838e-17-0.00760267j -2.86438e-16+0.0253823j -2.21747e-18-0.0130457j -2.57103e-17-0.0121887j 4.52567e-17-0.0260168j 1.81962e-16-0.0232462j -3.34928e-16+0.00102314j 6.70917e-16-0.0337851j -5.33341e-16+0.0256663j -4.41407e-16+0.0169736j -8.4867e-17+0.0187907j -9.80512e-17+0.00999296j -1.45663e-15+0.0251871j 6.1396e-18-0.00581483j -1.01809e-15-0.0131937j 3.33959e-16+0.0238906j -9.24226e-16+0.0389978j 1.04933e-15-0.04819j -1.10706e-16-0.01451j -9.24996e-17+0.00359071j 3.96156e-16+0.0152992j 4.93643e-16-0.00763716j 1.98024e-16-0.0121409j 5.63797e-17-0.00687042j -2.07208e-18-0.0125614j -1.12482e-16+0.0126514j 1.47464e-16-0.0149448j -3.38625e-16+0.00876777j 9.68741e-15-0.035018j -4.15369e-16-0.0155984j -9.46634e-17-0.00240259j -1.89312e-16-0.00188928j 3.50546e-16-0.0105171j -7.24121e-17-0.00937713j 2.19646e-14-0.0726992j -1.82378e-14-0.0285984j 1.93822e-14-0.0130026j -5.91391e-16+0.0184562j -8.42708e-16+0.0172528j -4.72781e-16+0.00809831j 6.78595e-17+0.019813j 1.85369e-16+0.0241242j 7.08354e-16-0.0299394j -6.27626e-16+0.0171865j -3.12046e-16+0.0241376j -5.28593e-16+0.0118282j 2.09801e-16-0.00920125j -3.07997e-17-0.00104795j -6.51347e-17+0.00337379j 2.23597e-16-0.0108418j 5.5647e-16+0.0114066j 3.97534e-16-0.0171028j 4.7494e-17+0.000512617j -5.89573e-16+0.0333525j -5.85758e-16+0.0613264j -2.25759e-16+0.000483493j -1.51381e-15+0.0455671j 8.92341e-16-0.0521549j -1.37594e-15+0.021282j 2.58111e-16+0.0130721j 3.65252e-16+0.00736252j -1.39045e-17-0.0110101j -3.88995e-16-0.00193553j 1.0064e-15-0.088537j -4.16654e-16+0.00301309j 6.38993e-16-0.0887367j 4.38321e-16-0.0138963j -5.93029e-17+0.0247282j -5.66171e-17+0.0289821j -5.34139e-16+0.0108733j -2.12729e-16+0.0117604j 1.1584e-17-0.00839405j -2.54357e-14-0.022733j 1.16633e-13-0.0553667j 
1.7484e-14-0.0122502j 3.77277e-15-0.0512131j -6.94848e-17+0.0341495j 3.86847e-17+6.68465e-05j 1.99568e-16+0.0318495j 1.548e-16+0.0291401j -7.2688e-17-0.0367638j -8.00847e-17-0.0097656j 4.51352e-17-0.00168834j 8.7866e-18+0.0144072j -9.71228e-18-0.0208278j -7.40162e-17+0.0175701j 1.91278e-17-0.000709263j -3.46799e-17-0.0251321j -1.88741e-16-0.0179658j 3.31212e-16-0.0101017j 9.29966e-17+0.0131375j -4.36478e-16-0.00632388j 6.61359e-16+0.0382161j -5.2344e-18+0.0277981j -3.63355e-17-0.00519494j -2.58693e-16-0.0286254j 6.87999e-17+0.00248213j 1.20412e-16+0.00429838j 2.70949e-16-0.00774044j -1.1295e-16+0.008851j -3.45597e-16-0.036307j 3.69678e-16-0.00770468j -2.57896e-16+0.0165238j -9.41776e-17-0.0102406j -2.46181e-16-0.0105286j -6.28557e-15+0.0219733j 5.01904e-16-0.0195739j -9.73154e-17-0.00525309j -2.90834e-17-0.0222021j 1.7943e-16-0.00534524j -9.61264e-17-0.00214327j -7.15545e-15-0.00334484j 8.29876e-15-0.0298333j -1.41447e-14-0.00074824j -3.69531e-16+0.0152153j 8.15574e-16-0.028949j -5.45165e-19-0.011047j 5.05095e-17-0.00589802j -3.23805e-16-0.0352233j 1.12444e-15-0.045804j 5.37994e-16-0.01036j -4.02865e-16-0.0295004j -4.41315e-17-0.00966091j 1.28302e-16+0.00102007j -5.38743e-17-0.0133926j 1.03867e-16-0.00289201j 8.7589e-17+0.0060768j -2.30755e-15-0.0254982j 7.48645e-17+0.0191365j -1.01426e-16-0.0552521j 1.79911e-16+0.0233141j -1.68701e-16-0.018996j -5.80614e-16+0.0561465j -6.96944e-16+0.0450862j 3.00734e-18-0.0352436j -8.52532e-16+0.0270571j -3.06456e-16-0.0447479j 4.98102e-16+0.0494746j 2.82485e-16+0.0550894j -8.91752e-17+0.0205157j -1.65873e-16-0.0524787j 5.12376e-16+0.138833j -4.26624e-16-0.0507617j -2.18619e-16-0.0312008j 4.67132e-17+0.0256449j 1.28881e-16+0.0183484j -2.7994e-17+0.0596281j 3.03841e-16+0.02871j -7.73913e-17-0.00855232j 1.90901e-14-0.0980824j -8.70944e-14+0.0158837j 
-1.91643e-14+0.0243429j -4.44388e-15+0.00818972j 5.34053e-17-0.00440146j -2.909e-17-0.0432949j 2.68078e-16+0.0208008j 3.77764e-16+0.0351725j 8.092e-19+0.0287222j -6.40962e-18-0.00992131j 1.28758e-16+0.0191279j 2.89918e-16+0.0333556j -8.25319e-18+0.00583354j 4.38718e-19-0.0149622j 1.09676e-16+0.0308247j -2.3404e-17+0.0115851j -1.913e-16-0.0231654j -8.16333e-16+0.0136862j 6.88855e-17-0.00162792j -8.50858e-16-0.00630627j -1.56084e-16-0.00906168j 1.0983e-17-0.0072131j 1.18015e-16-0.011114j 2.55209e-17-0.00500426j 7.87556e-17+0.0180694j 4.19003e-17+0.00180225j 2.88511e-16-0.0208153j 1.28536e-16-0.0108424j -4.51737e-16-0.00687777j 4.59139e-16+0.010571j -6.15611e-17-0.0276829j 1.27967e-17+0.00660848j 2.06559e-16+0.00115052j -1.6365e-15+0.00793411j 4.14004e-16+0.0159405j 7.2827e-16+0.00707113j 6.78021e-17-0.00434265j -2.23874e-16+0.00508009j 3.77723e-16-0.0317517j 1.47873e-15+0.0227241j -6.21495e-15+0.0291496j 2.03135e-14-0.0063697j -1.46702e-16+0.0158865j -1.04141e-15+0.0215013j 1.64109e-17+0.0447492j -3.83852e-16-0.000678065j -8.77245e-16-0.0592008j -1.1577e-17+0.0197536j -2.52195e-16+0.0179544j -2.57044e-17+0.0136137j 1.30706e-16+0.00426398j -1.86829e-16+0.0143569j -1.18884e-16+0.0111397j -5.08649e-16+0.0062986j 3.58001e-17-0.0143712j 3.76168e-16+0.00562819j 2.39756e-16+0.0106917j -1.31696e-16-0.0148713j 5.451e-17-0.0132605j -3.74854e-16-0.0404217j -5.09211e-17+0.0230646j -6.75964e-17+0.0176211j 5.80214e-17+0.00199745j -3.63662e-16+0.0117471j -7.7045e-16-0.0675982j -4.25562e-16-0.0370792j 2.49043e-16-0.0256611j 9.94246e-17+0.00482335j -3.55528e-17+0.0136344j 9.47215e-16+0.0526686j -7.87603e-17+0.00936192j -2.46229e-16-0.00825431j -1.31626e-16-0.0443387j 7.02852e-17+0.0139305j 2.00378e-16+0.00737388j 3.87616e-16+0.0527712j -9.47544e-17-0.0220775j 2.60488e-14+0.00427805j -1.18308e-13+0.0522874j 
1.36721e-14-0.0149751j 3.06915e-15-0.0154995j -9.51728e-17+0.038001j 4.30385e-17+0.0356584j -2.95508e-17-0.0358206j -2.00293e-17-0.018049j -3.84363e-17+0.0193969j 5.75228e-17+0.0178434j 1.108e-16+0.0229812j -9.66982e-17+0.0135243j -2.23546e-17+0.0022807j -1.34239e-16+0.0177608j -1.36768e-16+0.0356173j 7.25948e-17+0.00666953j 1.57441e-16+0.00804058j -1.24716e-15+0.0254224j -2.04378e-16-0.0316192j -3.11853e-16-0.00285975j -2.88462e-16-0.014703j 6.87524e-17-0.0131908j -1.74008e-16+0.0122243j -1.55325e-17+0.0112992j 4.57513e-17-0.00830087j 3.84204e-16+0.00851162j -6.37868e-16+0.0298262j -1.60838e-17+0.0170223j -1.08116e-16-0.000695214j -4.93037e-17+0.0156862j -1.06565e-16+0.0209791j -3.26083e-16+0.0233965j -8.52781e-16-0.0339116j -3.67563e-15+0.00754992j 1.00283e-16-0.0638051j -6.83174e-16-0.0119472j 8.01401e-17-0.0337548j -1.23564e-17+0.0149356j -8.84519e-16+0.036733j 1.44462e-14-0.0364101j -3.42956e-15+0.0229539j -2.11224e-14+0.0271859j -1.49065e-16+0.00669917j 1.29125e-16-0.00918716j -8.42743e-17+0.0358724j 5.192e-16+0.044732j 2.29711e-16-0.00442186j -4.87293e-16+0.00980211j -6.44074e-16+0.0495688j 3.40244e-16+0.0386196j -6.11939e-17+0.00919143j 4.72321e-18-0.0336267j 1.4434e-16+0.0250298j 1.62904e-15-0.0270892j -1.81374e-16-0.0229907j 5.53873e-16+0.0091521j 8.90886e-17-0.038892j -3.35175e-17-0.0261234j -9.05261e-18+0.0334247j -2.24895e-16+0.0472287j -5.44672e-16+0.0311645j -5.4295e-16+0.00820145j 1.29425e-16-0.0220038j 1.94549e-15-0.0531401j -2.63791e-16+0.0389064j -4.88635e-16-0.0545743j -9.19114e-17-0.00715535j -7.46192e-17+0.0271086j -9.48139e-18-0.0380169j 1.1993e-16-0.0647428j -5.33863e-17-0.044157j -2.07833e-17+0.010389j 3.38005e-17+0.0347978j -1.78691e-16-0.00164974j -1.93076e-16+0.0536437j -8.982e-17-0.0360009j 3.18126e-17-0.0197126j -9.02909e-15-0.0295635j 4.09935e-14-0.0243118j 
8.42236e-15-0.0116023j 2.16095e-15+0.00076033j -4.12149e-17+0.0085049j 1.08579e-16-0.0191309j 3.76086e-16-0.00834087j 7.11106e-18+0.0130031j -1.72945e-16+0.0542508j 1.62372e-16-0.0244906j -2.28783e-16-0.00600642j 7.62488e-17+0.000111511j 5.32908e-18-0.0228597j 1.78492e-16-0.0155096j -1.06141e-16+0.0275394j 4.28139e-17-0.0119225j 1.18249e-16+0.00568585j 2.59746e-16-0.00809121j -1.26179e-16-0.0162244j -1.31288e-15-0.0126423j 3.59041e-17+0.0237124j 1.43658e-16-0.00795035j -3.85333e-16+0.00248601j 1.6328e-16+0.0144461j 2.98135e-17-0.00439942j -5.73993e-16-0.0129377j -5.26845e-16+0.0187606j -3.37451e-16+0.0436257j 5.42082e-17-0.00378799j 1.9606e-16-0.00795775j -2.99384e-16-0.000362213j 5.62792e-17-0.00553881j 2.97893e-17+0.000690948j -3.32408e-15+0.0114095j 3.29722e-16-0.0124157j -1.53788e-15-0.0228167j 3.99758e-16-0.0149415j 1.54507e-16-0.0149794j -2.25804e-16+0.00952982j -2.51876e-14+0.0341805j 3.30503e-14-0.0206405j -6.57673e-14+0.0318591j 1.98048e-16-0.0298813j 2.00115e-15-0.0527474j 2.27066e-16-0.0118475j -4.17517e-16-0.0150651j -3.92855e-16-0.0390248j -1.92697e-16+0.030931j 1.83935e-16-0.00915437j -1.02375e-16-0.0162375j 3.11241e-16+0.0262709j 3.34146e-16-0.0285824j 5.19963e-16-0.0174735j 2.61357e-15-0.0425166j 4.64753e-16+0.0352743j -3.16053e-15-0.0344405j -2.46652e-16+6.28533e-05j 1.57149e-16-0.00922831j -1.65407e-16-0.0212791j 2.31561e-16-0.0169057j -1.43051e-16+0.00575996j 2.55417e-16-0.00880158j -7.91887e-16+0.0689823j 1.01922e-15-0.0295856j -2.6861e-16-0.0239307j 9.43524e-17+0.018941j 3.58761e-16+0.0375956j -3.07896e-16+0.0620478j -1.92193e-16+0.0406106j -1.61661e-16+0.0288827j -7.98967e-17+0.0124234j -2.74698e-16+0.0411385j 1.30394e-16-0.0617885j -1.94349e-16-0.0436339j -1.53317e-16+0.0278701j 9.07331e-17+0.0243535j -1.15859e-16-0.0132411j 1.61515e-14-0.00642437j -7.24571e-14+0.0297453j 
-7.43059e-15+0.0187697j -9.82121e-16-0.040858j 1.33914e-16-0.0154286j 1.55007e-16-0.00155885j 5.16555e-16-0.0402032j 4.57531e-16-0.0311311j -4.23383e-16+0.00496083j 5.20514e-18+0.00188523j -4.43974e-16+0.0427595j 9.12032e-16-0.0471066j 2.58224e-16-0.00875719j 2.8823e-16-0.0111056j 1.66301e-16-0.0169628j 3.99876e-16-0.0203815j 3.33158e-17-0.00402997j -1.53127e-15+0.0260719j -1.99472e-16+0.0188829j 1.61879e-15+0.0146909j 2.19996e-16+0.0351739j 3.62746e-16-0.0286955j -1.11174e-15+0.0404093j 1.32839e-16-0.018236j 1.045e-16+7.46563e-05j 7.01355e-16+0.014947j -2.27405e-16+0.00490581j -5.78984e-16+0.0153384j 6.36102e-16+0.0190256j -4.39829e-16-0.0359692j -4.31428e-17+0.00896603j 2.52208e-16-0.00998421j -2.86162e-16+0.00276279j -3.52182e-15+0.0101724j 6.7169e-16-0.0247977j -7.34092e-16-0.0107061j 1.13793e-16-0.00375231j -6.41748e-16+0.0284099j -8.22592e-16+0.0231405j 8.32261e-15+0.0107787j -5.42979e-15+0.0598404j -4.19628e-15+0.0220598j -5.6358e-16+0.0261909j 5.8875e-16-0.0109229j -3.25682e-16+0.0264982j 2.1544e-16+0.0156977j -4.69485e-16+0.0580084j -6.0478e-17-0.0209123j -7.82884e-16+0.0285587j 4.2824e-16-0.0157798j 5.51815e-17-0.0288178j -1.95366e-17+0.0192421j 7.93612e-16-0.0466693j -8.71757e-16+0.0191808j 2.48356e-16-0.0535909j 3.4482e-15+0.0449339j 6.30648e-16-0.00980474j 6.00071e-16-0.0226143j -3.23908e-16+0.0344556j 6.39332e-16-0.0419225j -8.74523e-16+0.0326939j -1.72145e-18-0.00339805j -5.77787e-16+0.010772j 4.98177e-16-0.00303735j -8.42107e-16+0.0720803j 1.26607e-16-0.0125357j 2.1283e-16-0.0501314j -5.94785e-16+0.0165209j -6.80835e-16+0.0252367j 7.68631e-17-0.0173872j -7.80611e-16+0.0619281j -7.853e-16+0.0398842j -1.55727e-16+0.0161643j 1.01872e-15-0.0456712j 6.19349e-16-0.0246156j 3.59293e-17-0.0178275j -1.73266e-16+0.0217746j 1.7712e-14+0.00495313j -8.05444e-14+0.0355936j 
1.40021e-14-0.018842j 3.03342e-15+0.0023823j -2.27615e-16+0.00609849j 7.79982e-16-0.0273372j -9.20642e-16+0.0396936j 8.27704e-16-0.0250327j 1.70991e-16-0.00311663j -6.11873e-16+0.0212334j -4.72172e-17-0.00449386j 1.7888e-15-0.0588866j 2.47016e-16-0.0111254j -4.7411e-16+0.0201819j 1.28255e-15-0.0447105j 5.87459e-16-0.0302589j -1.23481e-15+0.042775j 4.00809e-15-0.051782j -2.57811e-17-0.00121085j 1.05628e-15+0.0114911j -2.49476e-16+0.0149443j -1.19492e-16+0.00980267j -8.78054e-16+0.0250884j -3.55255e-16+0.01671j 2.0951e-16-0.00970661j -6.60353e-17-0.0021745j -1.98187e-16+0.00190653j 3.68046e-16-0.00989355j -3.44714e-16+0.00896738j 2.90049e-18+0.00611317j 4.74776e-16-0.017018j 5.28699e-16-0.0164696j -5.73982e-17+0.0206669j -6.33145e-15+0.0201515j 1.21572e-15-0.0291842j -3.41857e-16-0.00134879j -7.23922e-16+0.0303724j 4.31162e-16-0.0147237j -8.06735e-16+0.0111938j 1.86082e-15-0.0157556j 9.39228e-15+0.00777678j -4.07446e-14+0.0316042j -3.62236e-16+0.0132686j 1.59469e-16+0.004681j 9.44938e-16-0.0372182j -7.13829e-16+0.0477327j -7.93696e-16+0.0273058j -7.41756e-16+0.0154868j 7.71326e-16-0.0196548j -4.04503e-16+0.0138378j -1.09021e-15+0.054279j 1.32453e-15-0.0394377j 1.22314e-16+0.00458521j 1.35931e-15-0.0132014j -1.65909e-15+0.0760743j -5.13612e-16+0.00640308j 2.25854e-15-0.0856885j -3.84831e-16+0.0143443j 1.38831e-16-0.0108831j 2.75684e-16-0.0043508j 6.79791e-17+0.00665843j 2.22082e-15-0.0577381j 5.50008e-16-0.0161452j -1.41592e-15+0.0214126j -5.48716e-16+0.0165401j 2.49377e-16-0.00874775j -1.49993e-15+0.0693782j -4.43528e-17+0.00908969j -1.24926e-15+0.0516132j 8.10357e-16-0.0281472j -1.08937e-15+0.0410922j -2.52508e-16+0.010641j -1.21169e-15+0.0294105j 1.78203e-15-0.0533598j 2.73674e-15-0.0820234j -5.26072e-16+0.0256074j -2.13493e-17-0.00110722j -8.99777e-15+0.015161j 3.87949e-14-0.0132425j 
-8.1369e-15+0.0154089j -1.69652e-15-0.0200449j -1.88891e-17-0.0118884j 9.47718e-17-0.0163094j 4.36012e-17-0.00340038j -3.61834e-17+0.0147039j 4.37189e-18-0.0145888j -3.53235e-17-0.00647651j 3.64082e-18+0.0122508j 6.38981e-17-0.0078368j 2.85339e-17+0.0180043j 8.8358e-17-0.0123235j -3.45284e-17+0.0077152j 1.63684e-17+0.00375708j -8.81232e-17-0.00275127j -4.39784e-16+0.00873496j 5.72496e-17+0.0212006j 2.58158e-15+0.0244593j 2.74271e-16+0.00584816j 1.41251e-17-0.0086828j 4.91289e-17-0.0115573j 7.55492e-17-0.0151181j -6.30373e-17+0.0247707j 1.11446e-16+0.0014688j 8.00647e-16-0.0239749j -5.90559e-17-0.00594712j -2.3601e-16-0.0322706j 4.43072e-16-0.000627936j -9.17678e-17+0.0102949j -1.09457e-16+0.0141341j -2.74189e-16-0.0175913j 2.48271e-15-0.00878434j -1.352e-16+0.0140766j 1.60985e-15+0.0191995j -1.55445e-16-0.00762791j -1.10717e-16+0.00891605j 1.53577e-16-0.00849758j 7.71183e-15+0.00729795j -1.79863e-14+0.016435j 4.93368e-14-0.0281201j -1.19863e-16+0.0151048j -1.25872e-15+0.0331518j -3.75248e-16+0.0265927j 7.44317e-17+0.0154412j 2.35841e-16-0.0325403j 4.64733e-16-0.0100074j 2.71986e-16-0.00286265j -3.69076e-16-0.00841115j -1.00989e-16+0.0372097j -4.06944e-16+0.0208466j -3.14443e-16+0.0386688j 3.93725e-16-0.0116141j -8.30569e-17-0.017984j -1.97549e-15-0.0217896j 8.87913e-17-0.0439347j -1.21636e-16-0.00186478j -1.10201e-16+0.0205652j -3.22453e-16+0.0654742j -1.75353e-16+0.00995456j 2.35795e-16-0.00899136j -2.8855e-16+0.0193446j -9.39181e-16+0.0263721j 6.90125e-17+0.00694952j -1.3396e-16-0.0353624j -1.19052e-16+0.00432079j -7.10425e-17-0.00816126j -2.31375e-16+0.0433161j 3.38215e-17-0.019443j -1.38403e-16-0.0629736j -1.85971e-17+0.0233258j 1.63714e-16+0.000723159j 2.19519e-16+0.0357496j 5.1578e-18-0.0234761j -3.34752e-17-0.00699619j -6.8529e-17+0.00265756j 1.14568e-14-0.00884696j -5.13716e-14+0.0201912j 
-1.57943e-14+0.0177105j -3.47143e-15+0.0170694j 1.03769e-16-0.0118247j -2.56701e-16+0.0325806j 1.33209e-16+0.00899472j -1.6686e-16-0.0180254j -1.94071e-16-0.0295408j 1.4774e-16-0.0107687j 7.60876e-17-0.0175989j -1.55078e-16+0.0344715j 3.86769e-16+0.00104271j 1.17604e-16+0.0317327j -3.242e-16-0.0239272j -1.73238e-16-0.0293582j 2.0681e-16-0.0161373j -2.09284e-15+0.0432622j 1.43374e-16+0.0100158j -4.88438e-15-0.0443851j 2.97403e-16+0.018449j -4.08941e-16+0.00233309j 1.26351e-16-0.0130046j 7.11444e-17+0.0318698j -4.45303e-18+0.00350392j 3.5187e-17+0.00126354j 1.76002e-16-0.01665j -3.05883e-16+0.0111138j 3.86414e-16+0.0209238j 5.2598e-17+0.00825515j -1.30573e-16+0.0202329j 2.36093e-16-0.0214042j 7.93915e-16+0.0353938j 4.64512e-15-0.0130149j -1.7505e-16+0.0338398j -4.87284e-16-0.00801724j -1.14595e-16+0.0136531j -6.31505e-17-0.00292685j -9.50151e-19-0.0126749j 6.72919e-15-0.0173312j -8.97297e-15-0.00794381j 1.79962e-14-0.0125861j 1.03241e-16-0.00611131j 8.0604e-16-0.0287713j 3.56977e-16+0.00792762j 1.22644e-17-0.0257354j 5.58444e-17+0.0396648j 8.22657e-17-0.0182608j -5.98254e-17+0.000707779j 4.4795e-18-0.0129293j -2.75967e-16-0.0357159j 2.91114e-16-0.00465465j 4.30292e-16-0.0422898j 6.037e-16-0.0100553j 1.01134e-16-0.0389525j 1.66554e-15+0.0147564j 2.78811e-16+0.0754949j -5.68139e-17+0.0148711j -8.92693e-17+0.0240439j 6.54289e-17-0.00356919j 6.4528e-17-0.0121509j -7.63632e-16+0.0435551j 1.18796e-16+0.00496877j 7.25625e-16-0.0244087j 1.03213e-17+0.0189702j 5.37771e-16+0.0529946j 8.83909e-17+0.00518354j -4.39362e-16-0.0200859j -1.25673e-16-0.0977175j -5.74405e-16-0.0215281j 1.48975e-16-0.0107523j 5.77872e-17+0.00219438j 4.04074e-16+0.038578j 1.08657e-16+0.020568j -5.55161e-16+0.0125893j -7.7331e-17-0.0400009j -7.32878e-17+0.00299419j -1.54492e-14+0.0145728j 7.06452e-14-0.0273237j 
