0.0066194+0.00434067j 0.00468762-0.00438626j 0.000682463-0.00427122j -0.00369205-0.00224194j -0.00013458+0.000431918j 0.00044385+0.00439221j -0.00418858-0.0039555j -0.00142909-0.00258577j 0.00195234+0.000703305j 0.000127374+0.00169517j 0.00552015+0.00590892j 0.00280608-0.000717863j 0.000985008-0.00317791j 0.0017318-0.00474837j 0.00314251+0.00104023j -0.00035279-0.00112751j -0.000531728+0.00224194j 0.000888797+0.00131588j -0.00329348-0.0042411j 0.000283291+0.00189848j 0.0012949+0.000837755j -0.00130813+0.00115577j -0.0013333-0.0019143j 0.00183977-0.00226146j -0.00042292+0.00173502j -0.000683391-0.00368167j -0.00349434-0.00571894j 0.0011992-0.000189474j -0.000569114-0.00269753j -0.000598182+0.000388773j 0.000164931-0.000548084j -0.00290988-0.00287876j 0.000595326-0.00261774j -0.00163192-0.00212543j -0.00200241-0.000741371j -0.00416744+0.000645806j -0.00105372+0.00114468j -0.00110199-0.00417462j 0.000918882-0.00136992j 4.05396e-05-0.00137193j -0.00366818-0.0017709j 5.64458e-05-0.00287781j 0.00441791+0.00279564j -0.00181224-0.0035835j 0.00413102-0.000254339j 0.00187171-0.00246112j -0.00200118-0.00219906j 0.000599819+0.00141175j 0.000947383-0.00232942j -0.00238604+0.00178085j 0.00460394+0.00801742j 0.000108664+0.00285365j 0.00367486+0.00272099j -0.00405813-0.00247709j 0.000713323-0.00607603j 0.00704758-0.00634177j -0.00429598-0.0100734j -0.00671024+0.00136214j -0.00528979-0.01449j -0.00866227-0.00857226j -0.00669142+0.00420461j 0.000130119+0.00271095j 0.00960944+0.00388315j 0.0032052-0.00211437j 0.0053222+0.0023242j -0.0110848-0.00101287j 0.00775226+0.00341064j 0.075423-0.00319179j 0.0170087+0.0517706j 
-0.00306012-0.000192848j -0.000892573+0.00144404j 0.00259179+0.000182007j 0.000895353-0.00256733j -0.00283485+0.0023219j -0.00784485-0.00291588j 0.00652193+0.000470591j 0.00740746-0.000670049j -0.00186028-0.00241567j -0.000697937-0.000620348j 0.00655452-0.00063093j -0.00663067-0.000236102j 0.00906634+0.000419347j -0.00603192+0.00228767j 0.00971987-0.0056655j -0.00606012-0.00406742j 0.00888925-0.00170347j 0.00345178-0.00452604j 0.00537705+0.00168809j -0.0143364+0.0034924j -0.00620448-0.00321975j -0.00341981-0.00332194j 0.0185417+0.00396439j 0.00829825+0.00120291j -0.00552583-0.00264846j -0.00828888-0.00381939j -0.0138822+0.00518626j -0.00340854-0.00133133j -0.00609842-0.00873744j 0.00667796+0.000678099j 0.0156687-0.00622181j -0.0257351+0.00288922j 0.00729865-0.00959515j 0.00400388+0.0073829j 0.00645313-0.0165625j -0.00621299-0.0113471j -0.0154568+0.0134833j 0.0126764+0.00965997j -0.00507024+0.000458349j -0.0222716-0.00458564j 0.0420573-0.0259098j -0.0034099+0.00114584j 0.0202522+0.0234683j -0.00682691+0.0134465j 0.013392+0.00646396j -0.0592862-0.0160532j -0.0309856-0.00656557j 0.00383606-0.00631673j 0.0386551+0.000933495j 0.0213066+0.00470906j -0.00623654-0.00666434j 0.0202534-0.00626955j 0.0434287-0.00134302j 0.0306999-0.00676901j 0.0231663+0.0039719j 0.0175858+0.00166055j -0.0135949-0.00297484j 0.0309917-0.00448896j 0.0165546+0.00302925j -0.0080898-0.000944412j -0.00484683+0.00613414j 0.012104+0.00452201j 0.00279764-0.00219455j -0.0155965+0.00163126j -0.00585812-0.00281648j -0.010193-0.00260973j -0.00269303+0.00212347j 0.00433016+0.00143069j -0.0023448+0.00118519j 
0.00015755+0.00088921j 0.0018725+0.000259233j 0.00537487+0.00221711j 0.0017497-0.00321454j 0.00312661+0.00516381j 0.00808771-0.00310638j -0.00435994+0.00227387j 0.00157259-0.0033356j 0.00514862-0.00177802j -0.00502698+0.0040595j 0.00739554-0.00070024j 0.00600333-0.00125567j 0.00139577-0.00121773j -0.00320836+0.00260908j 0.000924041-0.00185631j 0.00175433-0.0037246j -0.0101704-0.00194234j -0.00460351-0.00554687j -0.0058414+0.00159034j -0.0047865+0.00167669j -0.00750014-0.00138317j 0.0108136+0.0059528j 0.003463-0.00693161j 0.00221883-0.00176241j -0.00399414-0.00980398j -0.0137621-0.0098222j -0.0186444-0.0127203j -0.00431724-0.0107249j 0.0108188-0.0013129j -0.0103933+0.00993875j 0.014135+0.0116803j 0.00243467+0.00806729j -0.00728816-6.25011e-06j -0.0105229+0.0228238j 0.0179496+0.00395786j 0.0181334+0.00109114j 0.0304026-0.0254826j -0.020437+0.00443848j -0.0114858+0.0370474j 0.00875295+0.00572617j -0.0298152-0.00960351j 0.0128474-0.0331243j -0.0173694+0.00864152j -0.00720612+0.00156247j -0.0230521-0.0169294j 0.0136528+0.00460765j 0.0224344+0.00242789j 0.0149884+0.00426585j 0.00817291+0.00266877j 0.0196706+0.0035872j 0.0209836-0.00294418j -0.0218445+0.0109538j -0.0133413-0.0147601j -0.0291713-0.00036473j 0.0116158-0.00489175j -0.0220529+0.00399249j -0.0132286+0.0058071j 0.00737455+0.0039772j 0.0272033-0.000778766j -0.00934662-0.0124018j -0.0112334+0.00445654j 0.00282051-0.000282959j -0.0136187-0.00318543j 0.000930775-0.00403756j -0.00486315-0.00724758j -0.00442431-0.00405748j -0.00297974+0.00369281j 0.00283357+0.000727106j 0.00015689+0.00145769j 
-0.000830837-0.000344576j -0.000859005+0.000394189j -0.0010596+0.00247142j 0.00324228+0.00208379j 0.00102335-0.0021793j 0.00168432-0.00184826j -0.000998834-0.00143636j 0.000631681+0.00202067j -0.00166199+0.00104184j 0.00205454+6.87418e-05j -0.00870359+0.000683273j 0.00423464-0.00344633j -0.0135376+0.00281937j 0.00451135-0.000345795j -0.0105819+0.00116554j 0.00236186+0.00217912j -0.000456617-0.00332076j -0.00488816-0.00896765j 0.00467513-0.00103785j 0.00156404+0.00126985j 0.00871749+0.00667035j -0.0110273-0.00613933j -0.0179299+0.00349417j 0.000402729+0.0034883j 0.00213217+0.0165887j 0.00330146+0.00121628j 0.0188076+0.0184456j 0.0203077-0.00274433j 0.00248704-0.00367299j 0.000847895-0.00302093j -0.0267842-0.0279933j -0.0202156-0.00952344j -0.0105553-0.00190631j -0.0191108+0.00111391j 0.00340136+0.0065218j -1.00304e-05+0.0383896j -0.0137647-0.0156523j 0.0040134-0.00669648j 0.0341237-0.00695273j -0.014299+0.0202931j 0.0220115-0.00782062j -0.00618022+0.00326845j -0.0120146+0.0135222j 0.0254217+0.00804321j -0.0100484-0.00681426j -0.0237709-0.0115128j -0.00228313+0.0197858j 0.0155907-0.0138015j -0.017333+0.00516692j -0.00460697-0.00891882j 0.0111465-0.00813782j 0.010995-0.0053264j 0.0141638+0.0108449j -0.0129694+6.95933e-05j 0.0185683-0.00204546j 0.00419564-0.00650991j 0.0305485-0.000572716j -0.0315931+0.00921228j -0.00228395+0.00267489j -0.00953057-0.00526634j 0.0320532+0.00169522j 0.0157961+0.00624657j -0.00395212+0.00983273j -0.0022488+0.000312031j 0.00371136+0.00340157j 0.00144466-0.00134268j -0.00846375-0.000574591j 0.00279981+0.00206389j -0.00316074+0.00105558j 
-0.00150589+0.000202158j 0.00134561+0.000517546j -0.00225007-0.00164553j -0.000363826-7.88135e-05j -0.00949881-0.0014252j -0.0114368+0.00204929j 0.00183461-0.00118574j 0.00332908+0.00129385j 0.00174395-0.00317257j 0.00488129-0.00297893j 0.00749354-0.00209557j -0.00964257+0.00134513j 0.00785098-0.000404006j -0.00245444+0.000114645j 0.00701233-0.00681155j -0.00627781-0.00122771j 0.0212483+0.00178215j 0.0200574+3.9226e-05j 0.00455493-0.00284365j -0.018519-0.00475828j 0.0058867-0.00107024j -0.00536063-0.00156596j -0.0151002+0.00978599j -0.00348248+0.000923565j -0.0073254-0.000379746j 0.0251455+0.000102173j 0.000795188+0.00793603j -0.0206625+0.000917371j -0.00695789-0.0074668j -0.00493939+0.00240992j -0.0326724+0.00982752j 0.00541616-0.0120808j -0.0180704-0.0177148j -0.0348495+0.00345097j 0.0166672+0.00118515j -0.00286967+0.00189479j 0.00331907-0.00838913j -0.0136123-0.0162648j 0.00312284+0.00931047j 0.00613227-0.0187935j -0.0134988-0.052053j 0.000304819-0.00414066j -0.0169631-0.00852417j -0.00301+0.0223234j 0.00958696+0.0150282j 0.0264576-0.0138316j 0.0165261+0.0109989j -0.00224572-0.00912822j -0.00381361+0.00190682j 0.00275077+0.00149522j -0.0129477-0.00161022j -0.00898526+0.00147849j -0.0456829+0.00526887j -0.0242341+0.0035088j -0.00531967+0.00926359j 0.0271635+0.00286534j -0.00242017-0.00267839j 0.00193353-0.00484192j -0.0066019+0.000284678j -0.00784881+0.00458762j 0.0115642+0.00777959j 0.00336408+0.00405831j 0.0179095-0.00326304j -0.00524223+0.00329418j 0.0042285+0.000660636j -0.00390093-0.00121113j 0.00113717-0.0015357j 0.00276909-0.000472651j 0.000602644+6.81422e-05j 
-1.18336e-05+0.00127569j 0.00205645-0.000193233j 0.00332068+0.000239228j -0.00102041-0.00144177j 0.00318816+0.00145757j -0.00340169-0.000452569j 0.000355207-0.00062827j 0.000259519-0.00230202j -0.00305167-0.0024511j -0.000362639+0.0017925j 0.00758472-0.000656473j 0.00328634+0.000369525j 0.0110362+0.00204373j 0.00234762+0.00170708j 0.0071875-0.00475218j 0.0075229-0.00113678j -0.00620916-0.000971268j 0.00680468-0.00687977j 0.000949717-0.000620404j -0.00187288+0.00160868j -0.00116373-0.00605513j 0.024433+0.0109103j 0.00199591-0.00236661j -0.00595216+0.00194133j 0.0044655+0.00382702j -0.0037406-0.0171058j 0.00357698+0.00145607j -0.00798514+0.00229936j 0.00204055+0.00239629j 0.000139294-0.00986999j 0.006323+0.00328438j -0.00792258-0.0128953j -0.00953468+0.00192209j 0.0257121-0.0260894j 0.0161742+0.0333364j -0.0203119+0.0138122j -0.0131702+0.0530696j -0.0167781+0.0118007j -0.00730566+0.0160791j -0.00418468+0.022908j 0.00662257+0.021795j -0.0127599-0.00116055j -0.000920173+0.012279j -0.0014848-0.0102632j 0.00716181+0.00699514j 0.0173688+0.0186973j -0.00643265-0.0112984j -0.00607115-0.00215832j -0.040246-0.00219407j -0.0150442-0.00229568j -0.0335843-0.00806335j 0.0101277+0.00225698j 0.0136972+0.00386621j -0.00437489+0.00316363j -0.00473155-0.00960803j -0.00474973-0.00610606j -0.000792517+0.000920932j 0.00566977-0.00309824j 0.00599691+0.00207314j -0.00363753-0.00228948j -0.00128021+0.0040968j 0.00125214+0.00053907j 0.000397354-0.000815942j -0.00332513+9.80912e-05j -0.00301935-0.0019844j -0.00316807-0.00111865j 0.00207243+0.00120566j 0.002635-0.000384016j 0.00151062+0.00149766j 
0.000919844-0.000698301j 0.000309177-0.00170769j -0.00334946+0.000545921j -0.00175297+0.00339433j 0.00707869-0.00255676j -0.00386893-0.00285919j 0.00660669+0.000736161j -0.00921919+0.00455268j 0.00625331-0.00106817j 0.00154925-0.00497259j -0.00572081-0.00357185j -0.011734+0.0014875j 4.83829e-05-0.00652887j 0.00111878+0.00311034j 0.00722432+0.00294633j -0.00267403+0.00524214j -7.10326e-05+0.00479662j -0.00137948+0.000887314j -0.00778644-0.00216088j -0.00397106+0.00298222j 0.00491961+0.00194412j -0.0009718-0.00212318j 0.012012+0.0038467j -0.0294072-0.0151705j 0.000159526-0.00798298j 0.0071304+0.00560917j -0.01752+0.0082016j -0.0134327+0.00371899j -0.0324513-0.00484351j 0.00566351-0.00163341j 0.000513578+0.0186997j -0.00089848+0.00999243j 0.0180988+0.00265885j 0.0276506-0.000994998j 0.0265207-0.00624278j -0.0120757-0.013039j 0.0122655-0.0236137j 0.0106612-0.0265053j 0.00288094+0.00393732j -0.0180358+0.00416094j 0.00852631+0.00859414j 0.00554811+0.017946j -0.00465212+0.00908564j 0.00712655+0.000265224j 0.00411502+0.00789943j 0.000280727+0.00643893j -0.0223004+0.00473528j 0.00140471+0.0109155j 0.0123146-0.000168958j 0.010931+0.00959236j -0.000568779+0.00117177j -0.046719+0.000178j 0.0422324-0.00911297j -0.000946353+0.00671385j -0.000493098-0.00789688j 0.0184243+0.00251392j -0.0288193+0.00215819j 0.015341-0.00294617j 0.00908482-0.00357857j 0.0074484+0.00719455j 0.0141787-0.000978422j -0.00766215+0.00258732j -0.00945663+0.00459284j -0.0191372-0.00725566j 0.00736248+0.00237881j 0.00488637-0.000780376j -0.00901211-0.00226179j -0.000634429+0.000758748j -0.00351352-0.000544407j 
0.00398597-0.00106913j -0.00223858-0.00265448j 0.00269661+0.000892718j 0.00223674+0.000303833j 0.00841064-0.000612494j -0.000982826+0.000557984j 0.00190602+0.000893719j -0.00165186-0.000127971j -0.0017996+0.0016292j -0.00873163+0.00233136j -0.00670582-0.00302508j 0.00403752-0.00269213j 0.00328506-0.00205089j 0.0151521+0.00594131j -0.0166652-0.00499437j 0.00638971-0.00500324j -0.00312846+0.00555876j -0.00476609+0.000581688j -0.0220799-0.0064013j -0.00402054-0.00563998j 0.00685555+0.00101358j 0.0318305+0.0104035j -0.00611611+0.00263235j -0.0127493-0.00235276j 0.0216752+0.00176112j -0.00893735-2.74217e-05j 0.0173147-0.0188743j 0.00707169-0.000502694j 0.00128211+0.00110142j -0.0159116+0.000347522j 0.00189673-0.0186108j -0.0220138-0.00714219j 0.00851737-0.00549393j -0.0130699+0.0020261j 0.0103386-0.000469029j 0.000313043-0.0158409j -0.0188366-0.0281932j 0.0190365+0.00109201j 0.0106217-0.000329704j -0.0092774+0.00216609j 0.0238423+0.000973206j 0.00497979+0.000395583j 0.0298453+0.0192425j 0.0265065-0.000761145j 0.0198211-0.0120028j -0.0345957+0.00814999j -0.00253112-0.00408557j 0.00923164-0.00561658j 0.00314892-0.0111856j 0.0148382+0.00357245j 0.00289141+0.00315693j 0.0208539-0.00790479j -0.00647138+0.00975079j -0.00646328-0.00642662j 0.00262886+0.00816346j 0.0104798-0.00257712j -0.0142641+0.00351745j 0.00304091-8.66249e-05j 0.00841261-0.00230221j -0.00411067-0.00247694j 0.0053978-0.00285745j -0.00399483+0.000276297j -0.00318175+0.00072621j -0.00692015-0.00153667j 0.00870013+0.000341016j 0.0031268-0.00122873j -0.00673287-0.000527449j -0.00185161-0.000902588j 0.00101164-0.00100492j 
0.00131875-0.000815905j -0.000591096+0.00131207j -0.00764648-0.00124301j -0.00363267-0.000827294j -0.00615588+0.00168105j 0.0055868+0.00196223j 0.00305749-0.000728089j -0.00562131-0.0032549j 0.00891907-0.00719359j -0.00300493+0.00295666j -0.00584201-0.000819269j -0.000119278+0.0043145j -0.00697709+0.0030929j -0.00217044+0.00974108j 0.0184767+0.00141986j 0.00803485-0.00215663j -0.000230811-0.00118121j 0.00935453+0.004198j 0.0117986+0.00406572j 0.0111833-0.00775722j 0.00063744-0.00384495j -0.000381336-0.00936635j 0.0004094+0.00507018j -0.0301737-0.0136221j -0.0116453-0.015609j -0.024254-0.00196212j 0.0197432+0.00210553j 0.00425461-0.00143935j -0.0334111+0.00712059j 0.0172759-0.0152193j 0.00161708+0.00210885j -0.0330019+0.00591757j 0.00855491-0.0120831j -0.0152003+0.00488787j -0.0193806+0.00952731j 0.0201626+0.00147691j -0.0236207-0.003553j 0.0154027+0.0155662j 0.00946759-0.0100015j -0.00763882+0.0444084j 0.0178658-0.00403168j 0.00494746-0.00135965j -0.00640676-0.0275125j 0.00490501+0.0160311j -0.0081687+0.00738465j -0.0283974-0.0179577j -0.0260031-0.0120535j 0.000172294-0.0055687j 0.0179882-0.00772594j 0.00410709-0.00410189j -0.0194794+0.0083224j -0.0136339+0.0103666j 0.0238094-0.00181575j 0.0098055-0.00318738j -0.00604997-0.0023764j 0.00065854+0.00360808j -0.00911649+0.00390108j -0.00775263-0.0063344j -0.00359319+0.00454729j 0.0252945+0.000933751j 0.000787083+0.0123354j -0.00550895+0.00154688j 0.00488052+0.000169288j 0.0089812-0.000844796j -0.012141-0.00211783j 0.000343743-0.000386018j 0.00995004+0.00133983j -0.0021734+0.0011664j 0.000284956-0.00108034j 
-0.000740795-0.00111804j -0.00235265+0.000939073j 0.000957101-0.000197107j -0.00298098-0.00192113j 0.00532419+0.00127591j -0.00477386+0.00019457j 0.00378967-0.00312745j -0.01018-0.00514369j 0.00202429-0.00108796j -0.00502349-0.000751244j -0.0159473-0.00209284j -0.00999578-0.0021912j -0.00172069+0.00396938j 0.0156365+0.00988887j -0.00412518+0.00158485j 0.0108568+0.00594044j 0.0165498+0.00594182j 0.00151486+0.00119005j -0.0166191-0.00096449j -0.0136037-0.00535063j -0.00932178-0.010434j -0.0202269-0.00665066j -0.0161176+0.00827109j -0.00140932-0.00792826j -0.00591052-0.00488249j 0.012647-0.0122971j 0.0119934+0.00138441j 0.000988455-0.000286851j -0.00975518+0.000710063j -0.0153341+0.0165114j -0.0243759-0.0223104j -0.0083444-0.0124486j -0.006262-0.000267943j -0.015942-0.0115164j 0.0199782+0.0119086j -0.0086104+0.0102005j -0.00645673+0.0200449j 0.00369369-0.00980803j 0.0207342+0.00395785j -0.00153542+0.0106386j -0.00306659+0.003419j 0.00443179-0.00248876j -0.00638063+0.00178252j 0.00836261+0.0232658j -0.00773392+0.0145359j 0.0116437-0.000282752j 0.0108157-8.45713e-05j 0.00233882-0.0106539j -0.0139934+0.00584477j 0.0191774-0.00541914j 0.0221768+0.00224962j 0.0253555+0.00510411j -0.0331742+0.00570045j -0.000920974+0.00179089j 0.0216541-0.00629464j 0.00503127-0.00122913j -0.027815-0.00425718j 0.00975874+0.00201289j 0.00632317+0.00563018j 0.0249161+0.00361978j 0.00931659+0.00470327j -0.0052902-0.00231334j 0.00881448+0.00310347j -0.00594704-0.00166857j -0.00499938-0.000453571j 0.00232794+0.00043881j 0.00525935+0.00311197j -0.000220745+0.000931599j -0.00141309+0.000290864j 
-0.000181431-0.0012599j -0.00329542+0.00106435j -0.00147574+0.000532699j 0.000664966-0.00223697j 2.85252e-05-0.000382669j -0.000528898+0.00146032j 0.00622922+0.00130275j -0.00379146-0.00416393j -0.00561162-0.00453177j -0.00216456+0.00846881j -0.0135222-0.00771578j -0.00245234-0.00259138j -0.00569095+0.00847382j 0.0222351+0.020707j -0.0145695-0.00581523j -0.00800972-0.00816535j 0.000470542+0.00158591j -0.0186612-0.00442006j -0.0318813-0.0125778j 0.00772915-0.0026199j 0.0246457-0.00503997j 0.00908277+0.00745318j -0.01536-0.00451089j 0.0135718+0.00270989j -0.0119116+0.00498787j 0.00845172+0.00632279j -0.024084-0.0136446j -0.0371384+0.00836574j 0.00324103+0.0136417j -0.00421868-0.00500225j -0.0171478-0.00683588j 0.0229733+0.030287j -0.0128711-0.00698121j 0.00347377-0.00885807j -0.0127069-0.00139154j -0.000956766-0.00106143j 0.0261639+0.00822858j -0.0321611+0.0035278j -0.0160569-0.00220396j 0.00712796+0.00342991j -0.00677883+0.00623748j -0.0155526-0.0265388j -0.0199993-0.00675794j -0.0157658+0.00258651j 0.00880346+0.00550581j 0.00877899+0.0140912j 0.0106484+0.00755406j 0.013264+0.00252838j 0.0202856+0.00490497j 0.00366252+0.00714847j -0.0329083-0.0150591j -0.0144839-0.0155307j -0.00324058+0.00828472j 0.0110343-0.00324793j -0.0159912-0.00246765j 0.0290759+0.00275889j -0.00327043+0.00760796j 0.00031473+0.003233j -0.0140859-0.00704821j 0.00414368-0.00508184j 0.00613757+0.00186147j -0.00368296-0.00350971j 0.0048133+0.00459703j 0.00162266-0.00280545j -0.00110351-2.25345e-05j -0.000428915-0.000499792j 0.000590148+0.00352687j 0.00165631+0.0026824j -0.000899756+0.000669735j 
-0.000224573+4.01005e-05j 0.000664743-8.32445e-05j -0.00585392-0.00271632j -0.00567145+0.0018998j 0.0003508-0.00267965j -0.00520121+0.000770162j 0.0040054+0.00118658j -0.0121672-0.000810781j -0.00409046-2.07547e-05j 0.00529464+0.002857j -0.00908993-0.00421833j -0.0128221+0.00355986j 0.00276297+0.00652215j 0.00511462+0.00424964j 0.0112696-0.00208863j 0.00816322+0.00311492j -0.0221887-0.00485053j -0.0178875-0.00558351j -0.00300935-0.0118102j 0.000654836+0.000832115j -0.0473621-0.000839865j 0.00132144+0.00803942j -0.004953+0.00628614j 0.0213067+0.00352158j 0.0200569-0.00318396j -0.0177951+0.0105386j -0.00735905+0.0133054j 0.00359761+0.0150687j 0.00788677-0.0102362j -0.00931229-0.00792377j 0.0115222+0.00569867j 0.00911845-0.00578307j 0.00493197-0.0397635j 0.00117696+0.0140313j 0.0116665+0.0038801j 0.012443+0.00924861j 0.00128593-0.0326489j -0.0134161-0.0183001j 0.0120325-0.0099272j 0.0106731-0.0039795j -0.00954163-0.0136996j 0.0136947-0.0235695j -0.00544838-0.022849j 0.0143738+0.00879089j -0.0215107-0.00294168j 0.0190648+0.00433739j 0.00274904+0.0119297j 0.00327724-0.0033704j -0.0494016+0.000776717j -0.00124739+0.00128619j -0.00348972-0.00111743j -0.0159335-0.00374876j 0.020893-0.00171706j -0.00674843+0.00541511j 0.0106046-0.00178581j 0.00831449+0.00672689j -0.00695478+0.00611713j 0.0118222+0.0062843j -0.00935362-0.00268775j 0.00824541-0.00127269j 0.00433648+0.00296978j -0.0121165-0.00277868j 0.00334309+0.00157314j -0.00419478-0.00139936j -0.000178726+0.00249011j 0.00578187+0.0027124j 0.00543967-0.00131575j -0.00143146+0.000673623j -0.00056058-0.00031616j 
-0.00141309-0.000290864j 0.000220745+0.000931599j -0.00525935+0.00311197j -0.00232794+0.00043881j -0.00499938+0.000453571j -0.00594704+0.00166857j 0.00881448-0.00310347j -0.0052902+0.00231334j -0.00931659+0.00470327j 0.0249161-0.00361978j 0.00632317-0.00563018j -0.00975874+0.00201289j 0.027815-0.00425718j 0.00503127+0.00122913j 0.0216541+0.00629464j 0.000920974+0.00179089j 0.0331742+0.00570045j 0.0253555-0.00510411j 0.0221768-0.00224962j 0.0191774+0.00541914j -0.0139934-0.00584477j 0.00233882+0.0106539j -0.0108157-8.45713e-05j 0.0116437+0.000282752j 0.00773392+0.0145359j -0.00836261+0.0232658j -0.00638063-0.00178252j 0.00443179+0.00248876j 0.00306659+0.003419j 0.00153542+0.0106386j 0.0207342-0.00395785j -0.00369369-0.00980803j 0.00645673+0.0200449j 0.0264809+0.011552j 0.00894494-0.0106202j -0.00885439-0.000136925j 0.006262-0.000267943j 0.0083444-0.0124486j -0.0243759+0.0223104j 0.0153341+0.0165114j 0.00975518+0.000710063j 0.000988455+0.000286851j 0.0119934-0.00138441j -0.012647-0.0122971j 0.00591052-0.00488249j -0.00140932+0.00792826j 0.0161176+0.00827109j -0.0202269+0.00665066j -0.00932178+0.010434j -0.0136037+0.00535063j -0.0166191+0.00096449j 0.00151486-0.00119005j -0.0165498+0.00594182j -0.0108568+0.00594044j -0.00412518-0.00158485j 0.0156365-0.00988887j 0.00172069+0.00396938j 0.00999578-0.0021912j -0.0159473+0.00209284j -0.00502349+0.000751244j -0.00202429-0.00108796j -0.01018+0.00514369j 0.00378967+0.00312745j -0.00477386-0.00019457j 0.00532419-0.00127591j 0.00298098-0.00192113j -0.000957101-0.000197107j 0.00235265+0.000939073j -0.000740795+0.00111804j 
-0.000284956-0.00108034j -0.0021734-0.0011664j 0.00995004-0.00133983j 0.000343743+0.000386018j 0.012141-0.00211783j -0.0089812-0.000844796j -0.00488052+0.000169288j 0.00550895+0.00154688j 0.000787083-0.0123354j -0.0252945+0.000933751j 0.00359319+0.00454729j -0.00775263+0.0063344j -0.00911649-0.00390108j -0.00065854+0.00360808j 0.00604997-0.0023764j 0.0098055+0.00318738j 0.0238094+0.00181575j 0.0136339+0.0103666j 0.0194794+0.0083224j -0.00410709-0.00410189j -0.0179882-0.00772594j -0.000172294-0.0055687j -0.0260031+0.0120535j 0.0283974-0.0179577j -0.0081687-0.00738465j 0.00490501-0.0160311j 0.00640676-0.0275125j -0.00494746-0.00135965j 0.0178658+0.00403168j -0.00763882-0.0444084j -0.00946759-0.0100015j 0.0154027-0.0155662j -0.0236207+0.003553j -0.0006058-0.00769615j 0.017715+0.00353066j -0.026123+0.00785678j 0.00855491+0.0120831j -0.0330019-0.00591757j -0.00161708+0.00210885j 0.0172759+0.0152193j -0.0334111-0.00712059j -0.00425461-0.00143935j -0.0197432+0.00210553j -0.024254+0.00196212j -0.0116453+0.015609j 0.0301737-0.0136221j 0.0004094-0.00507018j 0.000381336-0.00936635j -0.00063744-0.00384495j -0.0111833-0.00775722j -0.0117986+0.00406572j -0.00935453+0.004198j -0.000230811+0.00118121j 0.00803485+0.00215663j -0.0184767+0.00141986j 0.00217044+0.00974108j -0.00697709-0.0030929j -0.000119278-0.0043145j 0.00584201-0.000819269j 0.00300493+0.00295666j 0.00891907+0.00719359j 0.00562131-0.0032549j -0.00305749-0.000728089j -0.0055868+0.00196223j 0.00615588+0.00168105j -0.00363267+0.000827294j -0.00764648+0.00124301j -0.000591096-0.00131207j -0.00131875-0.000815905j 
0.00101164+0.00100492j 0.00185161-0.000902588j 0.00673287-0.000527449j -0.0031268-0.00122873j 0.00870013-0.000341016j -0.00692015+0.00153667j -0.00318175-0.00072621j -0.00399483-0.000276297j -0.0053978-0.00285745j -0.00411067+0.00247694j 0.00841261+0.00230221j -0.00304091-8.66249e-05j 0.0142641+0.00351745j 0.0104798+0.00257712j 0.00262886-0.00816346j 0.00646328-0.00642662j 0.00647138+0.00975079j 0.0208539+0.00790479j 0.00289141-0.00315693j 0.0148382-0.00357245j 0.00314892+0.0111856j 0.00923164+0.00561658j 0.00253112-0.00408557j -0.0345957-0.00814999j -0.0198211-0.0120028j -0.0265065-0.000761145j 0.0298453-0.0192425j 0.00497979-0.000395583j -0.0238423+0.000973206j 0.0092774+0.00216609j 0.0106217+0.000329704j -0.0190365+0.00109201j 0.0188366-0.0281932j -0.00389427+0.0142124j -0.00540829-0.0131711j -0.00791897+0.00710424j -0.00851737-0.00549393j 0.0220138-0.00714219j 0.00189673+0.0186108j 0.0159116+0.000347522j -0.00128211+0.00110142j 0.00707169+0.000502694j 0.0173147+0.0188743j 0.00893735-2.74217e-05j -0.0216752+0.00176112j -0.0127493+0.00235276j 0.00611611+0.00263235j 0.0318305-0.0104035j 0.00685555-0.00101358j -0.00402054+0.00563998j -0.0220799+0.0064013j -0.00476609-0.000581688j 0.00312846+0.00555876j -0.00638971-0.00500324j -0.0166652+0.00499437j 0.0151521-0.00594131j -0.00328506-0.00205089j -0.00403752-0.00269213j -0.00670582+0.00302508j -0.00873163-0.00233136j 0.0017996+0.0016292j -0.00165186+0.000127971j 0.00190602-0.000893719j -0.000982826-0.000557984j 0.00841064+0.000612494j -0.00223674+0.000303833j -0.00269661+0.000892718j 0.00223858-0.00265448j 0.00398597+0.00106913j 
