0.133953+6.93889e-18j 0.0445144+0.035444j -0.0426103-0.0781845j 0.0136992+0.0345947j 0.0283565+0.0378325j -0.00250812-0.0156521j 0.0158179+0.0254023j -0.000710558-0.0273338j -0.000924692+0.00701345j -0.0589908+0.0667617j -0.0265622-0.0513864j 0.0528256+0.00342665j -0.0632411-0.0471861j -0.0548204+0.0635906j 0.00274445+0.0566437j -0.0241245-0.0331411j 0.0132061+0.00308399j 0.00241265-0.0184974j 0.0208284+0.0356891j -0.00456479+0.0600378j 0.0371814+0.0313193j -0.00731642+0.00783676j 0.0128965-0.0368074j -0.0027062-0.0158977j 0.0234271-0.0206389j 0.00680165+0.028059j -0.0350254+0.0885015j -0.0367574+0.0518177j 0.000853774-0.00584632j 0.0122571-0.0223354j 0.00996313-0.00427732j -0.0152209-0.039351j -0.021371+8.26317e-05j 0.0331852+0.0191175j 0.00433521+0.0294683j -0.0372194+0.0128967j 0.0436847+0.0278957j 0.0162252+0.133267j 0.0101171-0.051842j 0.0867027-0.0509661j -0.0315946+0.0144807j 0.00589935-0.0887323j 0.0710075+0.119983j 0.000584563+0.0954864j 0.12701-0.033203j 0.085882+0.0572143j 0.0708036+0.103466j -0.0353101-0.041459j 0.0333314-0.0150488j -0.045942+0.0228393j -0.0444688-0.0592616j -0.00878709-0.012251j 0.0161323+0.0305891j 0.0362226+0.0268064j 0.0384075+0.0519611j -0.00636159-0.106951j -0.0906036-0.158176j -0.0139807+0.0171991j 0.0960032+0.0789588j 0.165+0.016384j 0.0152025-0.0872516j -0.107088+0.259183j -0.0830386-0.00969146j 0.0341977-0.0571535j -0.0347418+0.0448807j -0.077465-0.0493885j -0.14694-0.0863521j 0.152521+0.00794657j -0.0675228-0.0591587j 
0.0867027+0.0509661j 0.0274291-0.08895j -0.0615365-0.0881444j 0.00209758-0.00877568j -0.0602717-0.0139371j -0.0610428+0.0599375j -0.0094445-0.0620627j 0.0620838+0.0222036j -0.0380341+0.0341379j -0.0317937-0.00250699j -0.0998458+0.0794429j -0.0354278-0.0125224j -0.0556243-0.079135j 0.00972186+0.0990428j 0.064592-0.0972977j 0.000253734-0.029159j -0.0185237+0.0222348j 0.00713754-0.0767193j -0.122059+0.0368446j -0.0860983-0.138496j -0.0119864+0.0502162j 0.0483626-0.019947j -0.0257833-0.0125097j -0.0116574-0.000397181j 0.0122379+0.0415144j -0.00466721-0.0768142j 0.0321988+0.125691j 0.134052+0.0720949j -0.0172127+0.0184053j -0.0093349-0.0260924j 0.0539518-0.0181008j 0.0196126-0.0285961j -0.0204322-0.0763646j -0.0164319-0.0198028j 0.020134+0.0395953j -0.0431057+0.0438779j 0.00850848-0.0358706j 0.0196686-0.0472018j 0.0178953+0.0771458j -0.0884516-7.48186e-15j 0.142302-0.0972608j 0.0170208+0.0616317j 0.0076495-0.00262955j 0.0530712-0.0394477j 0.0839171-0.0353735j -0.0137176+0.0864886j -0.0194104-0.0414867j 0.0154637-0.0178765j 0.048925+0.0698102j 0.0338731+0.0367398j -0.0211861-0.0301124j -0.0730664+0.00460095j -0.0970925+0.00242573j -0.0347465-0.097378j -0.0156706+0.0674321j 0.0037352-0.0694573j 0.0255079-0.0219058j -0.00451618-0.0548675j -0.0610234+0.0716442j 0.00391208-0.011997j -0.00700977+0.0205166j -0.0267076+0.0421628j -0.0396853-0.0863173j -0.00213617+0.0513116j 0.0388155+0.0744806j 0.0210653+0.00917193j 0.044557-0.102603j 0.0136836-0.0287465j -0.0673625+0.0490283j 
-0.0315946-0.0144807j -0.0267935-0.038983j -0.115226-0.0435987j 0.0835322+0.118122j -0.0431726-0.126548j 0.00681227+0.119678j -6.37546e-05+0.0342941j 0.0444326-0.11172j -0.0209173+0.0490936j 0.000506809+0.0121338j -0.182871-0.00987163j -0.0329525-0.0710774j 0.0524272+0.136486j -0.0154448+0.00348289j 0.102649+0.0315521j 0.134933-0.139811j -0.110399+0.00447771j 0.045344+0.106748j 0.00406948-0.00761713j -0.106192-0.0421025j 0.0966691-0.00707696j -0.0491489-0.0242807j -0.101877+0.0694704j 0.101722-0.122744j -0.0552653-0.0243534j -0.0191388+0.130239j 0.0326388-0.0440626j 0.0194031-0.00729192j 0.0065903+0.049167j -0.00605909-0.0129854j 0.0603799-0.108908j -0.116976+0.0473538j 0.0541864+0.0441838j 0.0459263+0.0689451j 0.00292447-0.0815324j 0.0878764-0.0708769j -0.0234599+0.0284068j 0.0234884+0.0697642j 0.014741+0.0895095j 0.142302+0.0972608j 0.148171+5.34295e-14j 0.0724884+0.0688012j -0.0968346-0.0180029j -0.0827044-0.0325626j 0.0425349+0.053072j 0.0633447-0.0591504j 0.0546762+0.00331335j 0.0262978-0.0162619j 0.0449041-0.0971418j 0.0417122+0.00280374j -0.0223932-0.0447753j 0.0181355-0.0231978j -0.110467+0.0775837j -0.0630958-0.0121293j 0.135368+0.0760874j -0.0890604+0.0521188j 0.0289621+0.0175638j 0.108931-0.0601997j 0.0731831-0.0331628j 0.138127+0.0980315j -0.0028014-0.0756393j 0.00882251+0.059357j 0.00990414-0.010037j -0.074151+0.0403908j 0.062235+0.0393792j -0.0956182+0.0344445j 0.0932349+0.123757j -0.0901069+0.052317j -0.0385904-0.0754322j 
0.00589935+0.0887323j 0.0168121-0.0119169j 0.0228705+0.0184589j -0.0982845-0.0410207j -0.0271099+0.0493957j 0.0721306-0.0184533j 0.0946413-0.0335974j -0.0222352+0.0719153j 4.47327e-05-0.046909j -0.00864273-0.028566j 0.0145783-0.030604j -0.00375775-0.0556003j -0.0556121-0.0443781j -0.0164055+0.0106925j -0.135132-0.00301257j 0.00164531+0.18856j 0.0786449-0.0253262j 0.0802102-0.0598522j -0.045492+0.0626563j 0.0260111-0.0945597j -0.0442966+0.106494j 0.0846579+0.0761934j -0.013884+0.0232565j 0.11409-0.106472j -0.0686283-0.0868929j -0.0419042+0.0428302j -0.00819378+0.040626j 0.12477+0.072436j 0.0109835-0.0659759j 0.00112841-0.0167408j 0.00792662+0.0239648j 0.0131311+0.0252585j 0.103722+0.0149764j 0.0394153-0.11242j 0.0250261+0.0569227j -0.0490605-0.0245706j 0.0400769+0.0424744j 0.108122+0.0644121j -0.00261071-0.0903882j 0.0170208-0.0616317j 0.0724884-0.0688012j 0.0631464-5.23626e-15j -0.12407-0.0226711j 0.000633488-0.0306169j -0.00431224-0.104417j -0.0519999+0.0393163j -0.0108399-0.03203j -0.0124874+0.0536087j 0.0375123-0.0109631j -0.00740187-0.0385915j -0.0169194-0.0220742j -0.00610814+0.00124315j 0.0448738+0.00132314j 0.00438395+0.0466776j -0.0474041-0.0212897j -0.0194654-0.0280297j 0.055877-0.0470341j 0.150714+0.0413361j 0.0185011+0.0260127j 0.155706-0.0746493j 0.0701033+0.0167791j 0.00431911-0.100433j -0.0152606+0.105563j -0.128314-0.0927021j 0.0351329-0.0463714j 0.0605474+0.00826099j 0.0796944+0.121855j -0.0316616+0.0450478j -0.0125256-0.081397j 
0.0710075-0.119983j -0.0317046-0.0577688j 0.0322132+0.0165733j 0.0384033+0.0376077j -0.0435305-0.0586927j 0.0497187+0.0479883j 0.0280423-0.0874425j -0.0535988-0.0138495j 0.0375261+0.0382608j 0.0471752-0.0704643j 0.0471899-0.00850619j 0.125109+0.051667j -0.0637739-0.00496503j -0.0285856+0.0134895j -0.0386161+0.0437797j -0.0179313+0.025936j -0.00932287+0.076587j -0.00678377+0.0291458j 0.016526+0.0177911j 0.131394-0.0221129j 0.00767671+0.0427769j -0.0234127+0.00652102j -0.0402306-0.0893165j 0.0137918+0.0553719j 0.072575-0.0731938j 0.0371717+0.00981063j -0.0893959+0.0125838j 0.0276808+0.00457402j -0.0548905+0.101414j -0.0629407+0.0136256j 0.0163954-0.0502956j 0.0456274+0.0838529j -0.0341386-0.0485587j -0.0186661-0.0066102j -0.0167238-0.0313619j 0.0292386-0.00186792j 0.0229824+0.0497497j -0.00276435+0.0812647j -0.0315732+0.000211112j 0.0076495+0.00262955j -0.0968346+0.0180029j -0.12407+0.0226711j 0.0671915-9.99201e-16j -0.003476+0.104601j 0.0852135+0.0189435j -0.047079+0.0379173j -0.0482089-0.00164261j -0.0135467+0.0582496j -0.210836+0.0106215j -0.0198084+0.0222602j 0.0630538-0.0868143j -0.0506605+0.0109366j 0.0309696-0.0155425j -0.0403909+0.0294685j 0.00609806+0.0390808j -0.0151495-0.0945774j 0.110423-0.0907678j 0.00183042-0.084506j 0.0423715-0.0830944j -0.0644417+0.0482932j 0.0136835-0.0423539j 0.0194476-0.0722607j 0.0185331+0.0353463j 0.0057423+0.0188963j -0.0593558-0.0409201j -0.0350491+0.0750915j 0.0642125+0.0508306j 0.0101418-0.0275918j 0.0108195-0.0100834j 
0.000584563-0.0954864j -0.0695983+0.0045154j 0.0559043+0.0105041j -0.0296933+0.0536282j -0.0671087-0.081016j 0.102868+0.0966905j 0.0920008-0.0254799j -0.0767602+0.0340094j 0.0132437-0.0643431j 0.0402688-0.0208667j 0.0521069-0.137081j -0.0664168+0.100797j -0.00127672+0.0580186j 0.0595131+0.00618577j -0.0566827+0.0561786j -0.0354712+0.0255018j 0.153672-0.0462897j -0.0112387+0.0312201j 0.00613246+0.0414313j 0.0429071-0.0344846j 0.0283734-0.0949001j -0.0154788+0.0401209j 0.150702-0.044491j 0.113772-0.11253j -0.00931966-0.080313j -0.0568328-0.0496141j -0.0335164+0.0490281j 0.0151625+0.0251894j -0.0263158+0.0987762j -0.0773453+0.0619675j -0.0532241-0.0782283j 0.114675+0.0138228j -0.148733+0.0573511j -0.0800326+0.00160877j -0.0692957-0.0153776j 0.017657+0.0472465j 0.0163195-0.0974917j 0.124171+0.0927446j 0.00993457+0.0657049j 0.0530712+0.0394477j -0.0827044+0.0325626j 0.000633488+0.0306169j -0.003476-0.104601j -0.0739316-9.39526e-15j -0.0632237+0.00760573j 0.0760171-0.00442172j -0.0196354+0.0348109j -0.0191667+0.0451373j -0.0668303+0.0384076j 0.0593568-0.0302045j -0.0106834+0.00815586j 0.032545+0.0138467j -0.0163903+0.0444824j -0.0204261+0.0535563j 0.00470326+0.141208j -0.0270053+0.0234903j -0.0686783+0.024631j -0.0791676+0.00829654j -0.022984-0.0242198j -0.0151774+0.0633379j -0.0277571-0.0406491j -0.057405-0.0320711j -0.0655135+0.00648937j 0.0139649-0.0307858j 0.0188559-0.00207108j -0.0339022-0.0125267j -0.0227608-0.020306j -0.0708429-0.0353362j 0.0768439+0.00503718j 
0.12701+0.033203j -0.0200847-0.187056j 0.0369287+0.0618562j 0.0608805-0.0138907j -0.153227+0.0866409j -0.0739322-0.0807584j -0.0243908+0.0637328j -0.0167918+0.0795259j -0.0357624-0.168167j 0.0410357+0.0905709j -0.0176643-0.000182069j -0.0185471-0.0460686j 0.0669013+0.0295588j -0.0196444+0.00543337j 0.105985-0.0352799j 0.00849232-0.000719084j -0.0690505-0.054077j -0.000703736+0.0540722j -0.0322596-0.147777j -0.0628886+0.0193168j -0.00820895-0.0162454j 0.0656258-0.0659759j 0.0438713+0.00286492j 0.0540451+0.0327215j -0.0492342+0.0277185j 0.0950762-0.0258059j 0.0761538+0.0355465j 0.106747-0.0382569j 0.0111179+0.00926583j 0.03535+0.0408803j -0.0316623-0.00661812j 0.0484199-0.121016j -0.00477969-0.0340291j -0.0518076-0.0937132j 0.0399205-0.0387749j -0.0283161+0.0703065j 0.0955696-0.105214j -0.00569342-0.0763727j 0.0118658-0.0218993j 0.0839171+0.0353735j 0.0425349-0.053072j -0.00431224+0.104417j 0.0852135-0.0189435j -0.0632237-0.00760573j -0.0202004-9.4022e-16j 0.063565-0.065768j 0.0402708+0.100706j 0.0661081-0.0307107j -0.0972262+0.0554897j -0.0336807+0.0833052j 0.0023983-0.0438892j 0.0169265+0.00821092j -0.0264073-0.0105332j 9.75981e-05-0.0930957j 0.11235-0.100077j -0.0369656-0.106864j 0.0559672-0.0397296j 0.0598934+0.0256199j -0.00714071+0.0842927j 0.0591586+0.0314747j 0.00814538-0.0953545j -0.0372946+0.0390751j -0.020823-0.00151355j -0.0325082+0.0668326j 0.00997352-0.00390245j 0.0106449+0.0859177j 0.0407193+0.0668415j 0.0266743+0.00499317j 0.0634148-0.06217j 
0.085882-0.0572143j 0.0777848-0.0275489j -0.0768948-0.100207j 0.0151776+0.10761j -0.052321+0.0737496j -0.00371432-0.0310992j -0.0078791-0.0527494j 0.0496287-0.00209892j 0.0635-0.00570175j -0.0590535+0.0567072j -0.0534568+0.0214902j -0.0939137-0.00685353j -0.00979315-0.0975777j 0.0194539+0.0515196j -0.0477129+0.0548234j -0.0941082+0.0406951j -0.0100979+0.0690367j -0.0471482-0.00691016j 0.0246865+0.189279j 0.00271731+0.0109389j 0.0822666-0.0058869j -0.0102105-0.00131448j -0.0747089-0.0690818j 0.0216745-0.00385774j 0.0171913-0.0422467j -0.0443669-0.058665j 0.11201-0.00691699j 0.0457063-0.0355206j 0.0696485+0.0206553j 0.0488524+0.0142985j -0.0108931-0.0249407j 0.052281+0.015076j 0.00933013+0.0598926j 0.0389057+0.0575309j -0.00989523+0.0197246j 0.0140156-0.0197846j 0.0368145-0.000159193j -0.0787384-0.100786j 0.0463468-0.0492341j -0.0137176-0.0864886j 0.0633447+0.0591504j -0.0519999-0.0393163j -0.047079-0.0379173j 0.0760171+0.00442172j 0.063565+0.065768j 0.072973-7.5287e-16j -0.128926-0.0832877j 0.0116756+0.0881495j 0.0357736-0.0656313j -0.0288428-0.00683114j -0.0168185+0.000524022j -0.0782646-0.0689682j -0.0196433+0.0623983j -0.0827185+0.172175j 0.126844-0.0473036j -0.107388-0.00775626j 0.0257042+0.0299791j -0.00812971-0.00613006j 0.00175402-0.0823255j 0.0388908-0.0375068j 0.0156797+0.103355j -0.0438187-0.00916454j -0.170489+0.0289058j -0.0557697-0.0821603j -0.0646343-0.0120421j -0.065088-0.0119419j -0.0721628-0.0312064j -0.111096-0.10235j 0.0495486-0.0338593j 
0.0708036-0.103466j -0.00680603-0.124101j -0.0399589-0.0764108j -0.0255911-0.107265j -0.0389434+0.110812j 0.0577677+0.00137148j -0.0103419-0.00308108j 0.0164037+0.0660873j 0.0363622-0.0572496j -0.0269918+0.00821139j 0.0224896+0.0231575j -0.000252342-0.0429143j 0.0069513-0.0700577j -0.0543357-0.00694669j -0.0447969+0.0182382j -0.101889+0.0598457j 0.0593114+0.029814j 0.0557583+0.0681759j 0.0182604-0.0384178j -0.0504617-0.0630341j -0.0123796-0.0279485j 0.0269235-0.0592647j 0.0105141+0.0166117j -0.0293769+0.0411437j 0.0218373+0.0490873j 0.0237545-0.00146508j -0.0112799-0.14401j 0.00175987-0.00918674j -0.00458091-0.123394j 0.0180363-0.029384j -0.000478254+0.0530919j -0.00843933-0.0912746j -0.00737936-0.0245021j -0.00208974-0.0668673j -0.0095707+0.0341965j 0.0209924-0.00289784j 0.0109707-0.0367662j -0.0687553+0.0873041j 0.0229748-0.00417689j -0.0194104+0.0414867j 0.0546762-0.00331335j -0.0108399+0.03203j -0.0482089+0.00164261j -0.0196354-0.0348109j 0.0402708-0.100706j -0.128926+0.0832877j -0.0546855-8.2575e-15j 0.0619552+0.183835j 0.0209852+0.143836j 0.00430028-0.0935792j 0.0834223-0.110193j -0.0784589+4.92079e-05j 0.04597+0.0337791j -0.0321348+0.0184394j -0.0734011+0.0168838j -0.0611788+0.0712336j -0.147259+7.63386e-05j -0.0484452+0.0251147j 0.108891-0.0914382j 0.0476377+0.0824282j -0.00846079-0.100909j 0.0212775-0.0513256j -0.0675115-0.122601j 0.0765415+0.070318j 0.0883183-0.0498737j -0.057832+0.136648j -0.0578715+0.037358j -0.00521336+0.0108098j -0.0249091+0.0183325j 
-0.0353101+0.041459j -0.0127479-0.0120429j 0.0766303+0.0103035j 0.0270849-0.0646998j 0.0212516-0.00801443j -0.113201-0.000773138j 0.0183834+0.0128186j -0.0602486+0.0495494j -0.00737094-0.0154536j 0.0433511-0.0155903j -0.0213667+0.0442099j 0.0317296-0.0243133j -0.0495832-0.00703129j -0.00143529-0.00236832j 0.0756083-0.0557939j 0.0209905+0.0128104j 0.0055943-0.00507744j -0.0354696-0.0725858j 0.0196659-0.0992545j -0.0812006+0.0486588j -0.0588556+0.0621363j 0.000769177-0.000152318j 0.0101291-0.0459737j -0.0361083-0.00296758j -0.0540317+0.00621017j -0.0289063+0.00346143j -0.06031+0.0276082j -0.0655865+0.0363258j -0.0241364+0.0173317j -0.0204221-0.0104013j -0.0482395+0.0656581j -0.0185797+0.0321516j -0.00583662+0.0943091j -0.0285082+0.131373j 0.0361759-0.12507j 0.028247-0.0947957j 0.0119587-0.0148932j 0.0770432+0.0433465j -0.00979134+0.0466072j 0.0154637+0.0178765j 0.0262978+0.0162619j -0.0124874-0.0536087j -0.0135467-0.0582496j -0.0191667-0.0451373j 0.0661081+0.0307107j 0.0116756-0.0881495j 0.0619552-0.183835j 0.101282+2.08167e-15j -0.0624063+0.00752726j -0.093227-0.0434613j 0.00323704+0.0207308j 0.0213301+0.0520929j -0.0753958-0.0597108j 0.131245+0.0631366j -0.0433634+0.0202064j -0.0485942+0.093704j 0.00990833+0.0120756j -0.124232+0.120755j -0.0554748-0.186067j 0.0382258-0.0135164j 0.200775-0.148771j -0.0396965+0.0778064j 0.0268468+0.0721992j 0.0931062-0.128338j 0.00332601-0.00825638j -0.0261786+0.102697j 0.00158132-0.134058j -0.0801413+0.0343024j -0.0141676-0.0581858j 
0.0333314+0.0150488j -0.0402109-0.0792961j -0.0206974+0.0599237j 0.00736101+0.0373998j -0.0342611-0.0463362j 0.039576+0.0459793j -0.00752662+0.00661468j 0.0387439+0.0245172j 0.00584793-0.0354964j 0.00917443-0.0560748j -0.0321469-0.0551393j -0.0330311+0.00763163j 0.0309359+0.0315328j 0.00704946+0.0404329j -0.00424328+0.017494j -0.0575582-0.0626238j 0.0201483-0.0166924j -0.0407785+0.00430995j -0.00125453-0.00345061j -0.0268176+0.0569371j 0.119135+0.0723012j -0.0949058+0.0911039j -0.0133542+0.0120558j -0.0546023-0.0747322j -0.0025688+0.0617889j 0.00973202+0.108192j -0.00714805-0.0897289j -0.0528295+0.0192946j -0.0248263-0.130377j -0.0641942+0.00776553j 0.0279649+0.0847464j -0.0402244-0.0487277j 0.0473279+0.122108j 0.0135537+0.0491857j 0.0297104-0.0582079j -0.0157508-0.0571393j -0.026254-0.0420267j 0.119869+0.100147j -0.0984252+0.0311937j 0.048925-0.0698102j 0.0449041+0.0971418j 0.0375123+0.0109631j -0.210836-0.0106215j -0.0668303-0.0384076j -0.0972262-0.0554897j 0.0357736+0.0656313j 0.0209852-0.143836j -0.0624063-0.00752726j -0.215276-4.07313e-15j -0.00374343-0.00637485j 0.0913511+0.0349151j -0.0694612+0.072478j -0.00907404-0.0689348j -0.106192-0.0550442j -0.0600037+0.152925j 0.00164784+0.0207098j -0.204998+0.00734413j -0.120103-0.11789j -0.0538959+0.0783492j 0.0616945-0.0927039j 0.0180059+0.0375145j 0.0917065-0.0557791j 0.0758081-0.149729j 0.106924+0.00963219j -0.0179318+0.0559865j 0.022719-0.0650659j 0.0712124-0.170187j -0.134723-0.0106556j 0.00267008-0.0562709j 
-0.045942-0.0228393j 0.0175728-0.0203608j -0.0363934-0.0999555j 0.0335344-0.0357689j -0.0187641+0.00517914j 0.0250225+0.182105j 0.00710191+0.0445395j 0.000817732+0.0135646j 0.0344967+0.0332497j -0.0150261-0.10632j 0.0168215+0.0070542j 0.000632971-0.0170205j 0.0283848+0.0817953j 0.0129456-0.0458473j -0.00795212-0.0311347j -0.033318-0.110158j -0.0151741+0.0274293j -0.0192739+0.125194j 0.000450907+0.0803173j -0.00634867+0.0251174j -0.000178889+0.0456007j 0.0632439+0.0027254j -0.0274847+0.0138158j 0.0323762+0.00856773j 0.0163173+0.0568199j 0.0170127+0.013568j -0.0486214+0.0778781j 0.0354464+0.0462774j -0.0361655-0.0160234j 0.0148123-0.00902004j -0.028302+0.0305919j -0.0442121-0.0705673j 0.0414725-0.0291122j -0.0157975-0.0441219j 0.00290473+0.036559j 0.0148287+0.00817236j -0.0106131-0.0379968j -0.085383-0.0170902j -0.00318965-0.0606179j 0.0338731-0.0367398j 0.0417122-0.00280374j -0.00740187+0.0385915j -0.0198084-0.0222602j 0.0593568+0.0302045j -0.0336807-0.0833052j -0.0288428+0.00683114j 0.00430028+0.0935792j -0.093227+0.0434613j -0.00374343+0.00637485j -0.00698112+8.60423e-16j -0.0303518-0.0477976j -0.0156412+0.0374306j -0.0239894+0.0328602j -0.0100351+0.0769936j -0.00289509+0.0187105j 0.0845276+0.129928j 0.0406435+0.00512151j -0.158781-0.0491923j -0.093747+0.110303j 0.189935-0.0719019j 0.297293-0.22127j -0.0584954-0.00120276j -0.0507099-0.0272267j 0.00960551-0.0402803j -0.0382817-0.0424659j 0.00416271+0.0210007j 0.00287106+0.0828733j 0.0611012+0.0157203j 0.0182677+0.0529112j 
-0.0444688+0.0592616j 0.0125142+0.0177984j -0.0264073-0.0270892j -0.00174747+0.0231555j 0.0220506-0.0408511j 0.00778655+0.033697j -0.0163909+0.00489517j -0.0025914-0.0137186j -0.0019182+0.0136209j -0.00828213+0.00614555j -0.0479472+0.00779897j -0.0233107+0.0268387j 0.0126495+0.00894447j 0.012426+0.0214566j 0.00231188-0.00203173j 0.0277666-0.031902j 0.0205599+0.0664599j 0.0523754-0.0352576j -0.0262963+0.0301514j -0.016584+0.019781j 0.0357778-0.0361228j 0.0875945+0.0323573j 0.0494337+0.0445888j -0.00113013-0.0299944j 0.0134849+0.0288083j 0.0639142+0.00930159j 0.0307117+0.128193j 0.0149517+0.0284357j -0.0398237+0.0458912j 0.0202732+0.0211737j -0.0481539-0.0100982j -0.00313229-0.00655563j -0.0401997-0.0611908j -0.108551+0.00654261j 0.0167585+0.00239965j 0.0106935+0.0226416j 0.0662367-0.0545748j -0.0629897-0.0766718j -0.00204645+0.00809261j -0.0211861+0.0301124j -0.0223932+0.0447753j -0.0169194+0.0220742j 0.0630538+0.0868143j -0.0106834-0.00815586j 0.0023983+0.0438892j -0.0168185-0.000524022j 0.0834223+0.110193j 0.00323704-0.0207308j 0.0913511-0.0349151j -0.0303518+0.0477976j -0.19314-1.38778e-15j 0.0791444-0.000882563j -0.0684089-0.0363349j 0.00245865+0.0374444j 0.0473443-0.0840361j -0.065318-0.0962458j 0.0793577-0.0453617j -0.241017+0.124127j 0.249758-0.163474j 0.0211843+0.0887368j 0.0394951-0.0651052j 0.0960463+0.020738j 0.039029-0.086183j 0.0133899-0.0157281j -0.0325843+0.0132486j 0.0820924+0.0969575j 0.0630477-0.0373682j 0.00745336+0.0139067j -0.00330222+0.00405431j 
-0.00878709+0.012251j -0.00558183+0.00339217j -0.0635127-0.113204j -0.0600913+0.0558532j -0.0427745-0.0774578j -0.00278212+0.0420875j -0.0184162-0.206005j -0.0285256-0.0138301j -0.0637449-0.00566985j 0.0124025+0.194195j -0.0487027+0.0579314j -0.0173424+0.143722j -0.0358218-0.0297147j -0.0298885+0.0991659j 0.00745108-0.0624417j -0.045256+0.00530072j 0.0461708-0.00903609j 0.0725152+0.00632424j -0.0351826+0.00947528j 0.0885518-0.0823889j 0.0452691-0.0562346j 0.0544168-0.0193136j -0.0355936+0.0547573j -0.0312113-0.0312922j 0.0304883+0.038129j 0.0287566-0.0859473j -0.0225899+0.010363j 0.0438817+0.00876193j 0.00462808-0.0300171j 0.00472601+0.0863702j 0.0190268+0.107807j 0.0731755+0.00891417j -0.026341+0.0153107j 0.0258059+0.0425399j -0.0539116-0.0683267j -0.0213417-0.00609529j 0.0291406-0.0124739j 0.0954799+0.0644365j 0.0452509+0.0704539j -0.0730664-0.00460095j 0.0181355+0.0231978j -0.00610814-0.00124315j -0.0506605-0.0109366j 0.032545-0.0138467j 0.0169265-0.00821092j -0.0782646+0.0689682j -0.0784589-4.92079e-05j 0.0213301-0.0520929j -0.0694612-0.072478j -0.0156412-0.0374306j 0.0791444+0.000882563j -0.162437-2.4666e-14j -0.0597411-0.00867869j 0.0564874-0.00258127j 0.00570682-0.0216336j 0.0901847-0.00809332j -0.102985-0.0269528j 0.0470312+0.00664854j -0.0494942+0.0406838j 0.0223613-0.0300187j 0.00719956-0.0382741j 0.00814137+0.00158385j -0.0307893+0.0156131j -0.0237005+0.0353434j -0.00883812-0.00284056j 0.0287201+0.140526j 0.0234419-0.0146932j 0.023574-0.00734305j -0.00910367+0.0218819j 
0.0161323-0.0305891j -0.000916412-0.0565818j 0.023302-0.0900577j -0.0237218+0.0195865j -0.0625961-0.00990271j -0.0786949+0.0344575j -0.00595716-0.139668j -0.0895091-0.0066663j -0.0457955-0.00637467j 0.0326089+0.152978j -0.0638483+0.0250886j 0.021264+0.113619j -0.0759171-0.0081361j -0.00178517+0.0969579j 0.015767-0.0690041j -0.0370298+0.0014294j 0.0315028-0.0145375j 0.00610916+0.0267154j 0.0317076-0.0584877j 0.0401577+0.0157239j -0.114494+0.170865j -0.00615292+0.0783695j 0.0223749-0.0424079j -0.0389188-0.0633685j 0.0344937+0.00192619j -0.0549438+0.10127j 0.0281481+0.016248j 0.00671909-0.0803461j -0.0100537-0.0062391j -0.00872086+0.0795946j -0.0129903+0.00806602j 0.0491852-0.00152387j -0.0720381-0.00661681j -0.068338-0.108663j 0.0957209+0.0720743j 0.0193053+0.055213j -0.00674536-0.0167554j 0.0131061-0.0163142j -0.0519621-0.123952j -0.0970925-0.00242573j -0.110467-0.0775837j 0.0448738-0.00132314j 0.0309696+0.0155425j -0.0163903-0.0444824j -0.0264073+0.0105332j -0.0196433-0.0623983j 0.04597-0.0337791j -0.0753958+0.0597108j -0.00907404+0.0689348j -0.0239894-0.0328602j -0.0684089+0.0363349j -0.0597411+0.00867869j -0.126687-2.40702e-14j -0.0486199+0.00310299j -0.037747+0.0378314j -0.0859774+0.0174855j 0.0738683+0.0552788j -0.101747-0.0157719j -0.00441714-0.00637029j -0.000277482-0.00273553j 0.0492492+2.89437e-05j -0.0936257+0.00695725j -0.0162685-0.00320991j 0.0373625-0.0493978j 0.00869944-0.00234156j -0.0522985-0.202509j -0.0535075+0.0310394j -0.0297182+0.0271797j 0.00885714-0.0231498j 
