-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
-0.0225471+0.0519658j 0.0835516+0.0862147j -0.0419077+0.0171658j 0.0302296+0.0338019j -0.0956789+0.0279516j 0.0406682-0.0141244j 0.0141508-0.00327929j 0.0681366+0.0309507j -0.0855194+0.0136277j 0.0326307-0.0145874j 0.00198166-0.000765849j 0.0299468+0.0462837j 0.00423998+0.00386011j -0.0224827+2.35417e-05j 0.0210911-0.00356482j -0.0169369-0.0623641j 0.0658781+0.0601738j -0.0248415+0.0384952j -0.0104294-0.0104799j 0.0216918-0.0286732j -0.0248467-0.0474594j -0.0485843+0.00497198j 0.0426661+0.0104943j -0.0940599+0.0162705j -0.0573188-0.014449j -0.00563526-0.0349694j -0.0376102-0.0081217j -0.000960178-0.0638396j -0.0168649+0.0300105j 0.0527817-0.00373656j 0.0365658+0.0697339j -0.0151093-0.0519156j 0.0312072+0.0788761j 0.026922+0.157525j -0.0118189+0.0139278j -0.0468222-0.0149488j 0.0417734-0.082722j -0.0134013+0.107869j 0.0303165+0.0177657j -0.0145013-0.036862j 0.026525+0.0144908j 0.0270437-0.0144671j 0.0516194-0.00991967j 0.0568791+0.0644561j -0.0340446+0.0292473j -0.0153283+0.0502282j 0.0117574+0.0176247j 0.00275944+0.0317979j -0.0475731-0.0352071j 0.0529053-0.01768j 0.0318562+0.0319623j 0.0120571+0.0107156j -0.0306847-0.0143145j -0.0203749-0.043314j 0.122704+0.0549146j 0.00928645-0.0136939j 0.020507+0.00185675j -0.010724+0.076304j 0.0757198-0.0885526j -0.023699+0.0512903j -0.00936954+0.0447964j -0.0110286-0.0200859j 0.0560489-0.101209j 0.0522075-0.0326308j 0.0552332+0.0157173j -0.036164-0.0251224j 0.148729+0.0635633j 0.0893336+0.00285116j 0.0262139+0.000203203j -0.0221426+0.0593457j -0.2591-0.051187j 0.0402775-0.0896654j 0.0826907+0.0326964j -0.0672264-0.031557j -0.0373018+0.0295409j 0.0103523+0.00618982j 0.0587671-0.0176263j -0.0268169+0.0117602j -0.0134251+0.0354123j 0.107656-0.000184234j 0.0455852+2.39531e-14j -0.0175025+0.0171242j 0.101361+0.0197656j 0.0887342-0.0159974j -0.0507482-0.0118471j -0.0717675+0.0377746j 0.138635-0.00580085j -0.019132-0.0205698j -0.0481533+0.0205962j 0.0109705-0.0602101j 0.00807871-0.0329706j -0.0134321-0.0636169j 
0.0319651+0.0385634j 0.0024566+0.102765j -0.00816592-0.0503965j -0.0454877-0.179465j -0.00658431-0.0124461j -0.0622831-0.0404287j -0.0738819-0.135175j 0.0928322-0.0224396j 0.0485916+0.0109431j 0.0465958+0.000301747j -0.0207345-0.0805844j -0.00807848+0.00262223j 0.0329807+0.0601335j -0.00230391+0.0962233j -0.0133388-0.0501636j 0.0047562+0.00536297j -0.00631333-0.0380827j 0.0408188+0.0406555j -0.0195703+0.0687643j 0.00213818-0.0353479j 0.0126436+0.100142j 0.0153997+0.0272869j -0.0259531+0.0357975j -0.0433459+0.019714j -0.0399312-0.00938927j 0.0611314-0.0522503j -0.0638784-0.0107837j 0.173494+0.148816j 0.0418931-0.0680201j -0.135515-0.0212811j 0.188379+0.044019j -0.104619-0.0200604j -0.0119514+0.014647j 0.100738+0.0774771j -0.00982924+0.0239601j -0.034982-0.0289982j 0.0588732+0.0398736j -0.0817248-0.0176722j -0.00674803-0.0435301j -0.049043+0.0226963j -0.0163958+0.013324j -0.00669521+0.0102828j -0.0252247+0.0772576j 0.0593252-0.0295401j -0.0229276-0.0115896j 0.00982803-0.0659347j -0.0369411-0.0124189j -0.0407178+0.0261405j 0.0162649+0.00378961j 0.0429016+0.0256558j -0.00254262-0.0118533j 0.0202489-0.0201551j 0.0312765-0.00947617j -0.0984594+0.0178833j -0.0349327-0.0470892j -0.0128317+0.100387j 0.107291-0.0510356j 0.014625-0.0371483j -0.0329098-0.0452716j -0.0470619-0.0634362j -0.0447935-0.128704j -0.0369087-0.00257751j 0.000403578-0.00376581j -0.0638462-0.00509736j 0.0436423+0.0328721j -0.024348-0.0257761j -0.026741+0.00861475j -0.0309182+0.0629751j 0.0522427+0.000393019j 0.0674283-0.0251756j -0.000196796+0.0413174j 0.296561+0.176094j -0.0441679-0.0981681j -0.0786446-0.00617458j -0.0196752+0.0122448j 0.00152953+0.0376358j -0.0217387-0.0138826j -0.10854-0.0194081j 0.0687168-0.0232655j -0.036293-0.00795414j -0.0175025-0.0171242j -0.0175065+3.88578e-16j -0.0774477-0.0218339j -0.0382856+0.0017828j -0.0388871-0.0223346j 0.0284421+0.00968725j 0.0871635-0.0271695j 0.0605194+0.0261698j 0.0186166+0.0460333j 0.0513696+0.0204375j 0.0148234-0.0201032j 0.00757838-0.0471958j 
-0.00739346+0.00938655j 0.0342948-0.015436j 0.0315592+0.0294523j 0.0435327+0.0164586j 0.029306+0.0423495j 0.0103319+0.00140738j 0.0164698+0.0697789j 0.0219077-0.0516747j 0.0403539-0.031499j 0.00498728+0.018925j -0.00528374-0.0164992j 0.0113111+0.0121613j -0.0188854-0.0176245j 0.000400166-0.0182039j -0.0166273-0.00852389j 0.00941564-0.00601068j -0.0142486-0.0155078j 0.0286238+0.0154166j -0.00389289+0.00458071j 0.000106694-0.00445718j -0.00325196-0.0246149j 0.0307943-0.0114624j -0.0521366+0.0309297j 0.0243602+0.0550142j 0.0213492+0.0346616j -0.0199448-0.018887j -0.0440768-0.012477j -0.043094-0.00661977j -0.0462315-0.0547804j 0.0375327+0.0742221j -0.139735+0.0338883j 0.02549+0.168743j 0.0278569-0.070928j -0.0455097-0.0261273j 0.0238845+0.134604j -0.0318607-0.0285129j 0.0510187-0.0778068j 0.0141501-0.0275575j -0.0064214+0.0163039j -0.00842351-0.0687175j -0.0373168-0.150868j -0.0308619-0.0241672j 0.0599292+0.0483154j -0.0236373+0.136508j -0.042527-0.0290718j -0.079587-0.0173131j 0.0305206-0.0453113j -0.0809296-0.0150168j -0.00651144-0.039205j 0.0330733-0.0418781j 0.0132207+0.0668861j 0.0209436+0.00548905j 0.0961732+0.0256399j -0.0180396+0.0126132j 0.0415832+0.0120948j -0.0615778+0.00477462j 0.106952-0.0321767j 0.0906556+0.0371112j 0.0301638+0.0589491j -0.0510295+0.0645265j -0.00947305-0.0384311j 0.0158091+0.0385603j 0.0488847+0.0435296j -0.034157-0.0554912j 0.0470229-0.0132494j 0.0953817+0.0267745j 0.00496825+0.0242872j 0.0461464+0.0116871j 0.112403-0.0423872j 0.0214465-0.0253761j 0.0288531+0.0201949j -0.156016-0.0857824j -0.0477337-0.0424983j 0.0295536-0.0241553j 0.0533449-0.0351685j -0.00356274-0.00893721j -0.0711891+0.0582393j 0.000974329+0.0194162j -0.0844288+0.0297483j -0.0555168+0.0326957j 0.101361-0.0197656j -0.0774477+0.0218339j -0.108593+1.41415e-14j 0.0222536+0.0292818j -0.145076-0.00514525j 0.128347-0.0703995j 0.0710698-0.0249965j 0.095459+0.0802306j 0.0217455-0.0427834j 0.0291297+0.0299314j 0.0537226-0.00614535j 0.0186921-0.0602135j 
-0.15021-9.84089e-05j 0.00218229+0.150844j 0.0532892+0.0676407j 0.079829-0.112563j 0.0585649+0.128823j -0.00180266-0.0185846j 0.115606+0.0879825j 0.0250142-0.0181341j -0.00593488+0.00678485j 0.0188274-0.0585692j 0.0716445-0.0206183j 0.0443295+0.052071j 0.030096-0.0239276j -0.0941878-0.0172154j -0.01485-0.0186344j 0.000380934-0.0473098j 0.0486064-0.00534885j 0.0226392+0.0169448j -0.0947844-0.0267324j 0.00116124-0.0083303j -0.0717637-0.0724887j 0.003153-0.00439961j -0.00939976+0.0540785j -0.0126988-0.0328028j -0.0195248+0.0306505j 0.0663242+0.0611002j -0.0266818+0.0155179j -0.188676-0.160557j 0.0490177-0.045465j 0.00863633-0.0740912j -0.0412013-0.105733j 0.0170739+0.120915j -0.0975904-0.13018j 0.0314888+0.0512496j -0.0242084+0.00187108j -0.0461523-0.0915721j 0.00649006+0.0215619j 0.0191441+0.118785j 0.0387424-0.0266666j -0.0533215+0.0139317j -0.0217304-0.0443823j 0.00161369-0.00404621j 0.0260248+0.0334292j 0.0501293-0.055661j -0.0300442-0.0349247j -0.0043291-0.00451113j -0.00903565+0.031725j -0.0495668-0.0246756j -0.0239404-0.0120557j -0.0170483+0.00268619j 0.00730204-0.00370366j 0.0672873-0.0224683j 0.0135286+0.00049138j -0.0480062+0.0111967j 0.0737268+0.00387822j -0.0399002+0.0614175j 0.0517374-0.0179473j 0.0631973-0.0387228j 0.0250703+0.0336744j 0.0230519+0.0471573j 0.0272397-0.0369294j -0.00821326-0.0223353j -0.00293114-0.0248148j 0.0143294-0.0108427j -0.00648051-0.00942152j -0.0298761-0.0401523j 0.0124591-0.00484371j 0.0744421+0.0986032j 0.0026505+0.0707931j 0.0612044-0.164337j 0.00138394+0.0140506j -0.0600441-0.0218688j -0.0278052-0.0217028j 0.0539958-0.0217319j -0.0819962-0.0549204j -0.0209903-0.00685748j 0.0100643-0.0303894j -0.0591714+0.0252161j -0.0367186-0.0413386j 0.0368353+0.0239225j 0.0887342+0.0159974j -0.0382856-0.0017828j 0.0222536-0.0292818j -0.0869778+3.05311e-16j 0.0607758+0.00785603j -0.0112472-0.0105143j -0.00550627-0.00423108j 0.0390283-0.00780882j -0.0236684+0.0229654j 0.0166166-0.0277025j 0.00464176+0.0183137j -0.0158222-0.0385505j 
0.165638-0.171732j -0.105744-0.119493j 0.0749024+0.0691469j 0.131073+0.039463j 0.0806047+0.17046j -0.0372104-0.0208113j 0.0548469-0.0150413j -0.0184669+0.0186416j 0.0339873+0.00773156j 0.0227389-0.00562443j -0.0317865-0.0736115j -0.00911988-0.0487461j -0.0749187+0.0609555j -0.0390107+0.0259887j 0.0480599-0.0631144j 0.0250275+0.0509613j 0.0120247-0.0386059j -0.016523+0.0329128j -0.040838+0.0395251j -0.0120017-0.0442882j -0.0410405+0.066849j 0.0363092+0.0231317j -0.134679-0.0174663j 0.036007-0.0458483j 0.0610455+0.00777918j 0.0491393+0.0729009j -0.0714658+0.00227846j -0.0155343-0.0166637j -0.0300075-0.0112783j 0.0673171+0.0330414j -0.0494897+0.0494513j 0.0081301+0.0324212j -0.0443042-0.0169299j -0.0901303-0.0985764j 0.134288-0.0125032j 0.0167152-0.0679718j 0.0205232+0.00510144j -0.0761678+0.0701642j 0.0596562+0.00560269j -0.00726991+0.0237528j -0.0545333-0.0127697j -0.0326409-0.0372805j -0.0246836-0.0755917j 0.0330417-0.052251j -0.00863717+0.00675571j -0.0246841+0.0337916j -0.0418444+0.0926164j -0.0245876+0.0392171j 0.036203-0.0279894j 0.0614064+0.00121451j -0.013174-0.065423j -0.0119674-0.0110658j 0.0807396+0.00805196j -0.0159535+0.0180508j -0.035345+0.0629234j 0.00126445-0.0919011j 0.0306914-0.0305689j 0.0279557-0.0711818j -0.00116476+0.0674629j -0.0644075+0.0224337j 0.0398653+0.00311587j 0.077287-0.0197437j 0.0120682+0.0371103j -0.014465+0.0154518j 0.0249797-0.0620348j -0.00031121+0.0773835j 0.046577-0.0575522j -0.0282532-0.0195141j 0.113888+0.0263862j 0.0374157+0.0681671j -0.00744231+0.00987056j -0.0441224-0.0240132j 0.0055142-0.0835499j -0.0135924+0.00314739j 0.0162697+0.010695j 0.0306556+0.0142578j 0.0617564+0.0174117j 0.087507-0.0119853j -0.0366759-0.00627221j 0.0319564-0.0215464j -0.0507482+0.0118471j -0.0388871+0.0223346j -0.145076+0.00514525j 0.0607758-0.00785603j -0.0571844-1.85812e-14j -0.0421828-0.0769236j 0.141852+0.0819552j -0.0577479-0.0135542j 0.104649-0.0546035j 0.0375324-0.0815805j -0.00771049-0.0298904j 0.0175626+0.0521612j 
0.137285-0.0135443j 0.0143017+0.0352472j -9.36451e-06+0.0156917j -0.0143632+0.0895832j -0.0192416-0.0618315j -0.0434255+0.104909j 0.0342106+0.0703487j -0.0347355+0.0570148j 0.046558+0.0447867j -0.0310055-0.00269282j 0.0571565+0.0235585j -0.00987182+0.000929216j 0.0571524-0.0345534j 0.00693355-0.0272044j 0.0152155+0.0701002j 0.000152462-0.0356255j -0.0168461-0.036978j -0.0228655-0.0351259j 0.00111221-0.0188142j 0.0535186+0.0759049j 0.0215145-0.00949784j -0.0152026-0.00740415j 0.00492608-0.0368656j 0.0527595-0.0431124j 0.0112326+0.0111746j 0.00891606+0.0199372j 0.0365398-0.026929j -0.0741148-0.0387771j 0.136981+0.121965j 0.00736823-0.0853738j 0.116136+0.021277j -0.000378611+0.00176056j 0.0646864-0.172936j -0.0509967+0.0559378j -0.019822+0.00834415j 0.0547142-0.0161962j 0.0198396+0.00757744j -0.0126185-0.0437609j -0.0300779+0.0245511j 0.00819275-0.0276637j 0.0242292-0.0137905j 0.0451728+0.0228061j 0.0669177-0.00446686j 0.0452891+0.0263369j 0.0149978-0.0297322j -0.0217058+0.0176959j -0.0552275-0.0309588j -0.00350793-0.0619378j -0.0139227-0.0101758j -0.0170051+0.0305837j 0.0179981+0.00979011j -0.00225022+0.0438151j 0.0241867+0.0592908j 0.0531653-0.0172646j -0.0284374-0.00316973j -0.00406405+0.0143966j -0.0945288+0.103601j -0.0746318-0.0157159j -0.0129564+0.0366604j 0.000369067+0.0754768j 0.0128132-0.000760479j 0.0411394+0.0313125j -0.0342474-0.0221207j 0.0325509+0.0281517j -0.0539411+0.0385258j 0.000694702-0.00276295j -0.0124495-0.0257348j 0.0492377-0.0568471j 0.0534391+0.0734775j 0.0756278-0.0776012j -0.0254002-0.113048j 0.0265484+0.0307922j 0.0663704-0.0455003j 0.00377483-0.00342336j 0.0485618-0.0371805j 0.012492-0.0311001j -0.016349+0.00908627j 0.100989-0.0925363j 0.0268591+0.0576314j 4.26492e-05-0.0221917j -0.0717675-0.0377746j 0.0284421-0.00968725j 0.128347+0.0703995j -0.0112472+0.0105143j -0.0421828+0.0769236j -0.0408045-6.93889e-17j 0.00519174+0.00477241j 0.0876159-0.0324328j 0.0311357-0.0531991j 0.00548457+0.0817358j -0.0290474-0.113784j 0.0446318+0.0321729j 
-0.113233-0.266208j -0.293142+0.156223j -0.0310245-0.0229048j -0.131606+0.0687472j -0.00802212+0.0452528j 0.018575-0.098585j 0.0229537+0.0430183j -0.0782245+0.0490505j -0.123745+0.00335118j 0.0104614-0.0284699j 0.0486821-0.0602745j 0.0214076-0.05721j 0.0382783+0.0376454j 0.0111463+0.00809118j -0.00448371-0.0142729j 0.0142279-0.0180769j 0.0270894+0.040782j -0.00626613+0.0590506j 0.00446798-0.00233692j -0.00881078-0.0722331j 0.015828+0.00763251j -0.0094919+0.0252289j 0.0505227+0.057472j 0.0609114+0.00447879j -0.0353021+0.0221403j -0.0734067+0.0178857j -0.0272145-0.0264696j -0.093469+0.0902504j -0.0426149+0.148706j 0.0344672+0.0584206j 0.0573665+0.0259509j 0.0677773-0.040449j 0.100624-0.0263505j 0.0352109-0.0688699j 0.0237439+0.13991j -0.0482943-0.0186906j -0.0234967-0.10998j 0.0251667+0.0619135j 0.030173-0.0281227j 0.0529031-0.035817j 0.0528824-0.0738563j 0.0091435-0.0835256j 0.0818346-0.0199451j -0.01973-0.0440332j -0.0147104-0.0149842j -0.0495882-0.00749748j 0.0181526+0.0172947j -0.0188256+0.0147812j -0.0695226+0.047013j 0.0227607-0.0342717j 0.0631598-0.017118j -0.00949015-0.00673967j 0.00269569+0.0640902j -0.0160766+0.0994881j 0.0400589-0.0553094j -0.0232416-0.0441288j -0.0486109-0.0379439j 0.0354467-0.0151874j -0.0441747-0.0138349j -0.010294-0.0376502j -0.0378281+0.0697664j -0.128294+0.0341095j -0.00798589+0.00602358j 0.075835-0.0916717j 0.0667407+0.105306j 0.0782487+0.0436666j 0.000151054-0.115221j -0.0269412+0.00239228j 0.101663-0.0070291j -0.00272591+0.0678171j 0.0120287-0.030223j -0.0151194-0.00306774j 0.0222542-0.0153538j -0.00550681-0.0140951j 0.0366192+0.0372447j 0.00422832+0.0238355j -0.093329+0.0452671j 0.0672167+0.0664187j 0.0463234-0.00279086j 0.0596266+0.0155297j 0.138635+0.00580085j 0.0871635+0.0271695j 0.0710698+0.0249965j -0.00550627+0.00423108j 0.141852-0.0819552j 0.00519174-0.00477241j -0.0300057+4.85723e-17j 0.0625796+0.0871598j 0.0682812+0.015856j 0.0381243-0.0218572j 0.00344175+0.104042j 0.0775613+0.0120242j 
0.123139-0.15225j -0.0513316-0.197692j 0.0432577-0.0466828j -0.0550873-0.0352803j 0.102011-0.0635008j -0.0434704+0.0604697j -0.0188701+0.00618306j -0.0990055+0.082073j -0.0537573+0.0538516j 0.00467659+0.0179159j -0.0349841-0.0432705j 0.00962601-0.0197414j -0.0380304-0.0314832j -0.0146547+0.0373852j -0.0342365+0.024807j 0.0216986-0.00245699j 0.00721943-0.0241343j -0.0359313+0.0426128j 0.0198681+0.0274349j -0.0231777+0.00714408j 0.0120378+0.033893j -0.0162743+0.0443586j 0.0304657-0.105217j 0.0550812+0.0151184j -0.0102222+0.0205058j 0.0164089-0.041038j 0.0201386-0.0377931j 0.0319251+0.120116j -0.109011+0.0149269j 0.0051391-0.06033j -0.00951454-0.117654j -0.0344674+0.0273615j 0.0359661-0.0119603j 0.0420506+0.0785546j 0.0753208-0.0147934j -0.0353464+0.0267517j -0.0704917+0.0853047j 0.0288807+0.00276138j 0.000612152-0.0258586j -0.0302346-0.0359284j -0.0548038+0.00508127j -0.0135214-0.0025446j 0.0470903+0.00221327j 0.0293946+0.0283414j -0.00758129-0.0312878j -0.0523272-0.0191894j -0.0108704+0.0218852j -0.00849668-0.05181j 0.0504866-0.037055j 0.000613755-0.093768j -0.0435229+0.0674408j 0.00486079-0.10551j 0.029854+0.0316897j 0.0172698+0.0255911j 0.0049908-0.0373459j -0.050715+0.0673457j 0.0614616-0.0591286j -0.0380432+0.0950566j 0.0236717+0.0388966j 0.00724707+0.101128j 0.0111827+0.0581802j -0.00538802+0.054893j 0.0366985+0.0185981j -0.0878536-0.028921j -0.033126+0.0429128j 0.0329508-0.0278819j -0.168554+0.0453328j -0.0223514+0.0127752j -0.0930055-0.157344j -0.00140757-0.00100382j 0.041469-0.0328462j 0.00626783+0.0223668j 0.126797+0.018504j -0.0639368-0.00563484j -0.0178047-0.0157697j 0.0262711+0.000347333j 0.0216145+0.0043977j -0.140535-0.0331969j -0.0485034-0.0296161j -0.00922408+0.0373925j -0.019132+0.0205698j 0.0605194-0.0261698j 0.095459-0.0802306j 0.0390283+0.00780882j -0.0577479+0.0135542j 0.0876159+0.0324328j 0.0625796-0.0871598j 0.054211-5.55112e-17j 0.0929867+0.0728082j -0.071413+0.0114305j -0.0263263+0.115417j 0.0805188-0.0116236j 
0.0188352-0.0935154j 0.0717327+0.0145037j -0.0117382-0.0332914j 0.051627+0.127225j -0.0309941-0.0309603j 0.0718772+0.0236628j 0.0238562-0.0559657j 0.0363601+0.00119927j -0.104875-0.0891993j -0.0105745+0.02385j 0.0141958-0.0489979j -0.0048891-0.00153454j 0.0397481-0.0324981j -0.0231236+0.0150296j -0.00881089-0.00901056j -0.01564+0.0170338j -0.0166656+0.0323464j -0.0330173+0.0213623j -0.00255843+0.0150707j 0.0189599-0.0404676j -0.00344007+0.0190948j -0.0598839-0.018247j 0.108713+0.0342117j -0.050643+0.0149829j -0.0614513-0.0173333j -0.0440962-0.04145j 0.0142518-0.0327145j -0.102401+0.0770152j -0.0425552-0.191445j 0.100425+0.158595j 0.0620825-0.101203j 0.0483699-0.0155462j -0.0541102+0.0273922j 0.00745559-0.00751751j -0.0292726+0.0243523j 0.0520454-0.0765985j -0.00515708-0.0406866j 0.0716136-0.00682472j -0.0151989+0.0524892j 0.0222041+0.0897635j 0.00850873+0.0292502j -0.0162434-0.0374915j -0.00417664-0.0683186j -0.000509141-0.0523337j -0.00482012+0.020807j -0.0236253+0.0183613j -0.00808571+0.00268132j 0.00320641+0.00645958j 0.03431+0.0433484j -0.0510581-0.0189591j 0.00527189-0.0143399j -0.00428781-0.0849264j -0.0363149-0.0687133j 0.030813+0.012179j -0.0231867+0.0671483j 0.0204799+0.00023617j -0.0521787-0.00779632j -0.0382588+0.0484835j -0.0532261-0.0537249j 0.011273-0.0579605j 0.0386905-0.0140745j 0.0432491-0.000828374j -0.007593+0.00874104j -0.054199-0.0316927j -0.0548855+0.0482465j -0.0416523+0.088086j -0.0643527-0.110404j 0.0646813+0.0240278j -0.0151035-0.0994945j -0.0600341+0.0706827j 0.0354956-0.0120495j -0.0268366-0.0312314j -0.000891353-0.0108628j 0.0143227+0.034364j -0.0399523+0.0424518j -0.00668611-0.00967418j 0.0464534+0.00895659j 0.00176369-0.095288j -0.0407169-0.00932984j -0.0568306-0.03593j -0.0481533-0.0205962j 0.0186166-0.0460333j 0.0217455+0.0427834j -0.0236684-0.0229654j 0.104649+0.0546035j 0.0311357+0.0531991j 0.0682812-0.015856j 0.0929867-0.0728082j 0.040368+4.16334e-17j 0.0339582+0.106202j -0.0774226-0.132439j -0.0583013-0.0784238j 
-0.153761+0.0529674j 0.0848808+0.0364373j -0.04074-0.0195224j -0.0119107-0.0473604j -0.0661034-0.0383215j 0.0528465-0.01644j -0.00329407-0.0459083j 0.00867251-0.0381377j -0.0119079+0.116732j 0.0186725+0.00652781j -0.0257575+0.0057661j 0.0307499+0.0189737j -0.00483467-0.0349824j 0.0122212+0.00288178j 0.00480656+0.0435071j -0.0301158+0.00911332j 0.0252609-0.0159125j -0.00843552-0.00187089j 0.0145259+0.0049607j 0.00632412+0.0107271j -0.00652104+0.00581473j -0.0123844+0.0446508j 0.0194245-0.108907j 0.01141+0.0629819j 0.00229992+0.0552756j -0.0298078-0.0304996j 0.00526222-0.0445165j 0.0338638+0.0572777j -0.0836138+0.00763105j 0.0185842-0.169978j 0.0428836-0.0692747j -0.0589606+0.00604948j 0.00100383-0.00996431j 0.0739407+0.0317137j 0.0119951+0.0382572j -0.0314176-0.0473963j -0.0285048-0.073087j 0.00276883+0.00504863j 0.0204769-0.0214176j 0.0107106-0.0363689j 0.0321245-0.0498534j -0.0219402-0.00298215j -0.0178827-0.0112475j -0.0242654-0.0101069j 0.00661529+0.00383132j 0.0263704+0.0268549j -0.0104073-0.00726055j 0.0155884-0.0143306j -0.00125606+0.00511274j 0.0198096+0.0380323j -0.0220529-0.0468792j -0.0100182+0.0804907j -0.0688326+0.00589991j -0.000759648-0.0475965j 0.0922343+0.103021j 0.0461084-0.032491j -0.0137657+0.145503j -0.0271685+0.0334028j -0.00797349+0.0451972j 0.0253893+0.0446156j 0.061778-0.0467482j -0.029197-0.0266355j -0.0545456+0.0171982j 0.0689489-0.0436778j 0.0391484-0.0420251j 0.0266582+0.00997102j 0.0160451+0.0343713j 0.0264314-0.0982307j 0.0418452+0.0548314j 0.0840019+0.00395825j -0.0105966-0.0348145j -0.0147096-0.0560259j -0.00648007-0.0746298j 0.0475802+0.104038j 0.0836403+0.0331034j 0.0040269-0.0466526j -0.0463363-0.0456779j 0.0543231-0.0105698j -0.000369399+0.0173856j -0.0184586-0.0247283j 0.0109705+0.0602101j 0.0513696-0.0204375j 0.0291297-0.0299314j 0.0166166+0.0277025j 0.0375324+0.0815805j 0.00548457-0.0817358j 0.0381243+0.0218572j -0.071413-0.0114305j 0.0339582-0.106202j 0.162726-1.73472e-18j 0.0153012-0.0535757j -0.180038-0.0884004j 
