-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
-0.0258472+0.031496j -0.00890013+0.0439187j 0.0261371-0.039588j 0.0333169-0.0430213j -0.0446284+0.155898j 0.0270282-0.00312803j -0.00545996+0.0374593j 0.0424997+0.083067j 0.041819-0.0345571j -0.00944242+0.0249086j 0.0967042+0.0449566j 0.073429-0.0232325j 0.166259+0.0868811j 0.00287738-0.126787j -0.0555226+0.124025j -0.0533677+0.00387736j -0.085258-0.0202319j -0.0245994+0.00298352j 0.0089373+0.0496642j -0.0813494+0.164113j -0.0304434+0.105901j -0.0338824+0.039806j 0.0259219+0.0076069j 0.0554489+0.129014j 0.020906+0.0383772j 0.067837-0.0197622j 0.0227998+0.0765919j 0.063344+0.00872013j -0.0538369-0.00592829j 0.0298875+0.0947431j 0.00808051+0.0402617j 0.0160836-0.0754145j 0.00837713+0.0251126j 0.0428092+0.00587567j 0.119045+0.0474196j -0.00728273+0.0566099j 0.0307758-0.0399018j 0.0226735+0.0404323j 0.130152+0.097902j -0.022294-0.0838605j -0.076721+0.0704864j 0.204982+0.00144192j 0.0212213+0.00800816j -0.0445833-0.0707676j -0.168485+0.0443102j -0.0149927-0.0575546j -0.0274214+0.0112333j 0.100717+7.63977e-14j 0.0147818+0.0731871j -0.0375341-0.0527266j -0.0438758-0.0706726j -0.00871474-0.16521j -0.0314812-0.010648j -0.0101636-0.00016242j 0.0136084+0.00451931j -0.002287+0.0121348j 0.0484577+0.0451097j 0.0430538+0.0521689j 0.0738965+0.0427699j -0.0137264+0.0303763j 0.0127226-0.0674185j 0.0846776-0.0470584j 0.0612672+0.00921015j -0.00282274-0.0447806j -0.058064-0.037632j -0.0184507+0.0506342j 0.000263743+0.0269918j -0.0460923-0.0608728j -0.0488726+0.0769324j -0.0530834-0.0056543j -0.00924604+0.0742261j 0.0277203+0.0236049j 0.0051221+0.0894173j -0.00337532+0.0454151j 0.0106551+0.0277957j 0.00515435-0.00206019j 0.0698559+0.0424233j -0.0266975+0.0173009j -0.0441246-0.021552j 0.0447381+0.0121206j 0.00275944-0.0317979j -0.0407178-0.0261405j -0.0809296+0.0150168j -0.0495668+0.0246756j -0.0245876-0.0392171j -0.00350793+0.0619378j -0.0188256-0.0147812j -0.00849668+0.05181j 0.00320641-0.00645958j 0.0155884+0.0143306j 0.00148562-0.00391284j -0.0320303+0.0235033j 
0.00141201-0.00347123j -0.0284945-0.0304067j -0.0827386-0.170522j -0.0179086+0.00760532j 0.0637525+0.132733j -0.0545474+0.0862445j 0.0356198-0.0080201j 0.0213147-0.0217459j 0.051606+0.0991455j -0.0586309+0.0681246j 0.0142845-0.0779478j -0.0756503-0.00254423j -0.0490516-0.0640626j -0.000300607-0.0472045j -0.0127339-0.0272997j -0.0935314+0.0354967j -0.00154413+0.0418201j -0.0760383-0.0670596j 0.0337231-0.0260857j 0.0371192+0.0147847j 0.0479171+0.105199j 0.0604457+0.0247671j 0.00548781-0.00194355j -0.0531668-0.0330326j -0.0144798+0.0165324j -0.0679234+0.0951849j -0.0320525+0.0729911j -0.0082385-0.00639147j -0.00209587+0.0507341j 0.0524104-0.0244755j -0.0204298+0.0438983j -0.0421741-0.0118385j 0.0497578+0.060176j 0.0723371-0.0463872j 0.04682-0.0189487j 0.0686166+0.0754036j 0.0673136+0.0753862j 0.0733454+0.0379931j 0.165481-0.0595431j 0.208625+0.1128j -0.172285-0.0745194j -0.0307788-0.0550393j 0.0216077-0.0930037j -0.044103+0.0371799j 0.0466075-0.0122886j 0.0332073+0.00879557j -0.0283893-0.0766952j 0.0147818-0.0731871j 0.0466619-1.84575e-15j -0.0723136+0.0525115j 0.0192059+0.0215734j 0.106459+0.0816436j -0.0501388+0.0450174j -0.0497777+0.0291433j 0.0184011+0.0121997j -0.00763218-0.0438781j -0.0749885+0.0161938j -0.0135256-0.0441668j 0.0844723+0.0310357j -0.0417876-0.00286267j -0.0453922-0.0595587j 0.00875219-0.049507j -0.0959095-0.0578085j -0.0201891+0.00955774j -0.0319826-0.00954483j -0.0705665-0.0294346j 0.015544-0.0177124j 0.00417955+0.0315562j 0.0191205-0.0485727j 0.0133146-0.0600843j 0.0264263+0.0658179j -0.0362413-0.0769363j 0.00837034-0.0548063j -0.0328066-0.0322329j 0.0655775+0.0274348j 0.0151392+0.0295515j -0.0356013-0.00450779j -0.0101001-0.0325127j 0.0516837-0.0470143j -0.0129291+0.0310915j -0.0475731+0.0352071j 0.0162649-0.00378961j -0.00651144+0.039205j -0.0239404+0.0120557j 0.036203+0.0279894j -0.0139227+0.0101758j -0.0695226-0.047013j 0.0504866+0.037055j 0.03431-0.0433484j -0.00125606-0.00511274j 0.0170587+0.0382869j -0.0367368-0.0115698j 
-0.0456787+0.0440869j 0.0264533+0.0133849j 0.0978575+0.0313721j 0.00488559-0.00672004j -0.0341577+0.0231655j -0.0837615-0.0777511j -0.0754791-0.0936375j -0.0412522-0.00517673j 0.0410544-0.146066j -0.0564837+0.00405503j -0.00315942-0.0438759j 0.0543227+0.0035014j -0.110171-0.0885587j 0.0284342+0.0436021j 0.099941+0.133127j 0.0865616-0.0211902j -0.0181884-0.102411j -0.0454184-0.0301955j -0.0361243-0.0616976j -0.0305515+0.0234541j 0.00820264-0.0276316j 0.0139835+0.0688464j -0.0636496+0.00574527j -0.00119362-0.03523j -0.0451432-0.0153628j -0.127188-0.0751388j -0.0229073-0.0132577j 0.0243498+0.0624028j 0.00838597+0.0138066j -0.0443489-0.0196476j -0.0476342-0.000123023j -0.0650381+0.00246164j -0.0499423-0.0230997j -0.0459269-0.0130138j 0.0580184+0.060159j 0.0298025-0.0435743j -0.0481578-0.0125462j 0.00859523-0.0532184j -0.0986013-0.127819j 0.0314255+0.0899175j 0.0870033-0.0750197j -0.134798-0.100131j 0.0534429-0.0468899j 0.0828715+0.0806096j -0.0336138-0.018259j -0.113511+0.0580618j 0.016344+0.0539051j -0.0375341+0.0527266j -0.0723136-0.0525115j 0.0185837+1.59109e-14j 0.0351529+0.0437179j 0.0348047-0.0489183j -0.0399094+0.0175164j -0.00262952+0.0625732j -0.0203692-0.011431j 0.069643+0.0398022j -0.0739326-0.00571641j -0.0508981-0.00892306j 0.0416973-0.00408746j -0.0925337+0.0287545j 0.05033+0.0262708j -0.0313885+0.0166614j 0.0553721+0.0571531j 0.0453943-0.0395131j -0.0234172+0.0353771j -0.0699211+0.00439147j 0.00184428+0.0547671j -0.000280008+0.0273877j -0.0782173+0.0326956j -0.0396987+0.0037499j -0.0080995+0.0535748j 0.0501135+0.030935j 0.0340261+0.0791865j -0.00675459-0.022237j -0.0200731+0.112075j 0.00724942+0.0443839j 0.0458876+0.102343j -0.00990597-0.00123223j -0.0440612-0.0202381j -0.0123911-0.0454931j 0.0529053+0.01768j 0.0429016-0.0256558j 0.0330733+0.0418781j -0.0170483-0.00268619j 0.0614064-0.00121451j -0.0170051-0.0305837j 0.0227607+0.0342717j 0.000613755+0.093768j -0.0510581+0.0189591j 0.0198096-0.0380323j -0.0127091-0.00919382j -0.0160378+0.04923j 
0.00670753-0.0104801j 0.021601+0.0465839j 0.0914003-0.117212j 0.0083489-0.0645463j -0.0449538+0.0303749j -0.0415353+0.0552836j -0.00161364+0.0252215j -0.00471263+0.0323623j 0.00744897-0.0791923j 0.0448965+0.0479322j 0.0423173+0.0251706j 0.0418043-0.00846371j 0.0061159-0.105288j -0.0206844-0.136839j 0.0464161-0.0106286j -0.034137+0.102817j -0.0548198-0.00396069j -0.0791594+0.1895j -0.0439964-0.113133j -0.0212615-0.0138394j 0.0476382+0.0884759j -0.0367814+0.0356426j 0.0272086-0.0800266j 0.0327056-0.0392923j -0.026886+0.0833095j -0.0293459-0.0766991j 0.024681+0.0712935j -0.00794391-0.084426j -0.0184525+0.0268858j -0.0453345+0.0422305j 0.084947-0.0053353j -0.0458846-0.0458042j -0.0262604-0.0551422j -0.0349639+0.0127923j -0.241709-0.0721184j -0.0273035+0.044558j -0.0537474-0.0152929j -0.0363883-0.00802465j 0.0817709-0.0130548j 0.0666275+0.0917209j -0.19554-0.0776911j 0.0768619-0.0548944j 0.0499698+0.0746347j 0.0315424+0.00586678j 0.146119-0.0163704j 0.125138-0.109041j 0.0606907-0.0148199j -0.0438758+0.0706726j 0.0192059-0.0215734j 0.0351529-0.0437179j 0.117967-6.97359e-15j -0.0537751-0.036744j 0.133907-0.0409604j -0.0498712-0.0304182j 0.0113719-0.0264675j 0.0338909-0.0470828j 0.014658-0.0569181j 0.0561245-0.0288387j -0.0611857-0.0161271j -0.0127955+0.0126248j 0.0769192+0.00613185j 0.0187528-0.0206099j 0.0201056+0.0654503j 0.00262091+0.0394541j 0.0736703+0.0316143j 0.0947931-0.0290973j -0.0600826+0.00757719j -0.00418147-0.00563358j -0.0383379-0.00314505j -0.0626688+0.00181493j -0.00699707-0.0731817j -0.0370062+0.0156692j -0.00965547-0.0108402j 0.00946082+0.00789855j 0.0555817+0.0577195j -0.00897963-0.017497j 0.00789001+0.0702089j 0.0186158+0.0176308j -0.0177802+0.109173j -0.0023645+0.00490629j 0.0318562-0.0319623j -0.00254262+0.0118533j 0.0132207-0.0668861j 0.00730204+0.00370366j -0.013174+0.065423j 0.0179981-0.00979011j 0.0631598+0.017118j -0.0435229-0.0674408j 0.00527189+0.0143399j -0.0220529+0.0468792j -0.0346975-0.0266233j 0.0542194-0.00583792j 
0.0258857+0.00436941j 0.0273946+0.0313164j 0.0460314+0.0161736j -0.0460094-0.0130168j -0.0690615-0.0150393j -0.0689544+0.0933225j 0.0769948+0.0437604j -0.0204873-0.0107891j -0.0222479+0.220761j -0.0130339-0.0135482j 0.0134651+0.0279678j -0.052129+0.0815759j -0.00485083+0.000785401j 0.0372086-0.0277059j 0.0106528-0.0744663j 0.0342221+0.00705208j 0.0257352+0.0488282j -0.0313625+0.119005j 0.099656+0.00396201j 0.0508299+0.0389724j 0.112706+0.0500286j 0.0232139+0.0303295j 0.00191084-0.12831j -0.0524063+0.0544648j -0.0146153-0.0514873j -0.0117412+0.0136466j 0.0383176+0.0460851j -0.0373509-0.0303523j 0.100493-0.139876j -0.0533878+0.0239683j 0.00497161-0.0616784j 0.0243601-0.0738501j 0.00623442-0.12444j 0.0618981+0.0131029j 0.0410366+0.00675299j -0.0191548+0.0409913j 0.144173+0.0135134j -0.0540421-0.0639593j 0.0132769+0.0143619j -0.00210785-0.042892j -0.0440795-0.0515506j -0.0817637-0.104357j 0.0557739-0.00197923j 0.0298645+0.0141368j 0.0461519-0.0138603j -0.0231325-0.0369925j 0.0859052+0.0735191j -0.00871474+0.16521j 0.106459-0.0816436j 0.0348047+0.0489183j -0.0537751+0.036744j -0.150561-1.97065e-15j -0.103676+0.0751934j 0.0471071+0.0858154j 0.134839+0.0875791j -0.000576651+0.0835787j -0.00373968-0.0569748j -0.0935706-0.00219581j 0.0143669+0.0203527j 0.0261658-0.09986j 0.038287-0.0376455j 0.0539871+0.120123j 0.00900164-0.071488j 0.034751-0.0361537j -0.0188785+0.0123349j -0.00194611-0.0131259j -0.0143374+0.0251147j -0.0106078+0.0394541j -0.115522-0.0726606j 0.0164037+0.0445055j 0.0301326+0.0520946j -0.00143551+0.0466355j -0.0111398+0.0679932j -0.0411027-0.0162498j 0.0324253+0.0171961j 0.0400775+0.0365355j -0.000257427+0.0191973j -0.00997849-0.0257524j -0.0394209-0.0294788j -0.0732671+0.0289067j 0.0120571-0.0107156j 0.0202489+0.0201551j 0.0209436-0.00548905j 0.0672873+0.0224683j -0.0119674+0.0110658j -0.00225022-0.0438151j -0.00949015+0.00673967j 0.00486079+0.10551j -0.00428781+0.0849264j -0.0100182-0.0804907j -0.00770326+0.00401202j -0.0253554+0.00486552j 
0.0343006-0.057772j -0.0153591-0.0251646j -0.0759012-0.040152j 0.0603763+0.0799473j 0.0179563-0.00745596j -0.0184661-0.0280286j 0.0428425-0.0549406j -0.0726299+0.0692664j 0.0885192-0.0471378j 0.101828-0.0543023j -2.857e-05-0.022949j -0.0156936-0.042727j 0.0352638+0.0264272j 0.0263527+0.019993j -0.00340223+0.00728025j -0.0072282-0.0717545j -0.0182396-0.0289535j 0.0195283-0.12633j 0.0140659+0.075324j 0.010908+0.07256j -0.00285287-0.101632j 0.0491106+0.0302093j 0.00406158+0.132329j -0.00967186-0.0368965j 0.0689052-0.000299855j 0.00367312+0.0567239j -0.0688065-0.00078371j -0.0123249+0.105759j 0.0832265-0.0299397j -0.0201502-0.131347j -0.0586516-0.0103218j -0.101902+0.0663192j 0.0311882-0.0269521j -0.141518-0.0278777j 0.115551-0.00234528j 0.0209084-0.00963684j -0.00404761-0.0588413j 0.0908862+0.118844j 0.15636+0.0852111j 0.132636+0.018213j 0.0192856-0.0724363j 0.0442422+0.0541726j 0.00438011-0.00464186j -0.0570826-0.0112688j -0.116624-0.00138574j -0.117944-0.027573j 0.0915361+0.00826455j -0.0314812+0.010648j -0.0501388-0.0450174j -0.0399094-0.0175164j 0.133907+0.0409604j -0.103676-0.0751934j -0.0579996-1.69309e-14j -0.0551191-0.0682866j -0.0338349+0.0196307j 0.0637827+0.0101994j 0.0261947-0.00470191j -0.0270602+0.042521j 0.0148889-0.0790746j -0.0153763+0.000315779j -0.0326428-0.00529321j -0.0451522-0.0137942j -0.092158-0.0814355j -0.013405-0.00315874j -0.0114672-0.0212997j -0.0404162-0.0129374j 0.0288725+6.0289e-05j 0.0222384-0.0315476j 0.0376522-0.0258653j -0.00666007+0.00956092j -0.0379137-0.00330743j -0.0272515-0.0610915j -0.0632785-0.0153022j -0.0137738-0.0316719j -0.0639375-0.013906j -0.0320067-0.000427111j 0.0290082-0.0923599j -0.0450473+0.0753101j -0.00632602-9.40915e-05j -0.0980057+0.0535041j -0.0306847+0.0143145j 0.0312765+0.00947617j 0.0961732-0.0256399j 0.0135286-0.00049138j 0.0807396-0.00805196j 0.0241867-0.0592908j 0.00269569-0.0640902j 0.029854-0.0316897j -0.0363149+0.0687133j -0.0688326-0.00589991j 0.0224086+0.0277953j 0.0540163-0.03616j 
0.0123693-0.0730647j 0.00356819+0.00343143j 0.121782+0.106653j -0.014933-0.000803326j -0.0580745-0.0477927j -0.0392653+0.00540142j 0.0153842-0.0117981j 0.0356309+0.0343084j -0.0392527-0.0642796j -0.0336247-0.101138j 0.0266692+0.103528j 0.100866-0.0697179j 0.0827987+0.0500766j 0.0714057-0.038533j 0.0405611+0.116182j 0.0475726+0.0373924j 0.0799836+0.0863953j 0.0254443-0.0129146j -0.0107273-0.0431573j 0.016512+0.154456j -0.0377352-0.0542616j 0.0220502-0.0127071j 0.0716429-0.0532935j -0.0319607+0.0943612j -0.00133747-0.0125339j 0.00899499+0.0279657j 0.0200043+0.0537467j 0.022418+0.0125151j 0.0788171-0.000433635j 0.0750174-0.0932752j 0.00682706-0.0280842j 0.0386643-0.0283027j 0.0449971+0.104128j -0.0549066+0.0675644j 0.0933063-0.0176795j -0.161484-0.129734j -0.0218252-0.0276928j -0.134127-0.0263861j -0.0747439-0.263061j -0.0446881+0.0350571j 0.123945-0.0379474j -0.0925047-0.124721j 0.0883894+0.0118843j -0.0497707-0.0753864j 0.02286-0.0268855j -0.0865596+0.0273074j 0.0941796+0.0542709j -0.0101636+0.00016242j -0.0497777-0.0291433j -0.00262952-0.0625732j -0.0498712+0.0304182j 0.0471071-0.0858154j -0.0551191+0.0682866j -0.0835428-9.59233e-14j 0.0250311-0.0286413j -0.0078274-0.0108845j 0.0625456+0.0562777j 0.0788714+0.0296058j -0.0144545-0.00987917j 0.00487508-0.0235282j -0.0263488-0.0642738j 0.0267831-0.0579158j -0.0462313-0.0904995j -0.0839237+0.0180294j 0.0182679-0.0874889j -0.0130091+2.57737e-05j 0.0570356-0.0192131j -0.0737704+0.0363272j 0.0654299+0.0707383j 0.0648241+0.0101278j 0.0510357-0.00976054j -0.0219871+0.0208375j 0.010405-0.0424069j 0.0119133+0.044522j 0.0125206+0.0191068j -0.0190902-0.0010889j 0.0497199+0.0657642j -0.0710182+0.037443j 0.0365047-0.0199981j 0.0219782-0.00286684j -0.0203749+0.043314j -0.0984594-0.0178833j -0.0180396-0.0126132j -0.0480062-0.0111967j -0.0159535-0.0180508j 0.0531653+0.0172646j -0.0160766-0.0994881j 0.0172698-0.0255911j 0.030813-0.012179j -0.000759648+0.0475965j 0.025855+0.0108873j 0.019239-0.0574008j 
-0.042148+0.0227657j -0.00393579+0.0423972j -0.109833-0.031208j 0.0236098+0.0230561j 0.0860958+0.0261076j -0.0240769+0.00669303j -0.0258765+0.0990293j -0.0218792-0.0634517j 0.0327966+0.0429756j -0.00340995-0.023173j 0.0387539+0.087j -0.0592524-0.0547481j -0.0408996+0.0145054j -0.0602255-0.0933937j -0.027674-0.0445444j -0.0678075-0.0802872j 0.0344982+0.0395143j -0.00825756-0.0198738j -0.0451632+0.0258051j -0.0331182-0.0451089j -0.0888048-0.0404156j -0.0392439-0.00315581j 0.0172202-0.0873817j -0.00465368+0.0136556j 0.0482035-0.0078217j 0.00895829-0.0797826j 0.0767974-0.0604219j 0.0324909-0.00130919j -0.0254311+0.0331502j -0.0033892-0.0535729j 0.0313722-0.08823j -0.0243722-0.0674873j -0.0134545+0.0652688j 0.0124547+0.0413126j -0.00582319-0.0466565j -0.0248447-0.0357163j 0.0253486+0.0168426j -0.0520712+0.0816105j 0.117616+0.0706946j 0.00118657-0.00103112j -0.0570723-0.0881418j 0.0147514+0.0238471j 0.156524-0.00991938j -0.00497463-0.046213j -0.0883061-0.0468305j 0.0623467-0.0390515j 0.00928404+0.0710358j 0.0136084-0.00451931j 0.0184011-0.0121997j -0.0203692+0.011431j 0.0113719+0.0264675j 0.134839-0.0875791j -0.0338349-0.0196307j 0.0250311+0.0286413j 0.121053-1.76942e-15j 0.011081+0.00995589j -0.011855+0.0205149j -0.0219968+0.0233124j 0.0565966-0.0581419j 0.00153923-0.0103085j -0.0590525-0.0252261j 0.0123015-0.00446111j 0.0454539+0.0379416j -0.047585-0.0216216j 0.010074+0.00292798j -0.0400045+0.0170301j -0.0543703-0.00568125j 0.0287684+0.0401593j -0.0409009+0.0833743j -0.0309622-0.00767616j 0.034555-0.0673018j 0.0032263-0.0314157j 0.0582989-0.0368031j -0.0261634-0.0269285j -0.0489862-0.0354741j -0.0332903+0.0177638j -0.0282089+0.118313j -0.0303332-0.0157673j 0.00716549-0.00434592j 0.0554144-0.0626586j 0.122704-0.0549146j -0.0349327+0.0470892j 0.0415832-0.0120948j 0.0737268-0.00387822j -0.035345-0.0629234j -0.0284374+0.00316973j 0.0400589+0.0553094j 0.0049908+0.0373459j -0.0231867-0.0671483j 0.0922343-0.103021j 0.00665553-0.0269171j -0.0557459+0.0131736j 
-0.0147245-0.0333305j 0.00814658+0.0301855j -0.0757479-0.0612894j -0.0287067-0.0485659j 0.0416732-0.0474569j 0.082527-0.0552431j -0.105357-0.05372j -0.0320012-0.06755j 0.0476266-0.0026158j 0.0755199-0.0353347j -0.0265106-0.0111117j 0.0591377-0.157099j -0.00489638+0.0469932j 0.0305057-0.0240211j 0.00486434+0.0482134j -0.00175184+0.0259206j 0.0540855+0.00332959j 0.0194322-0.0369442j 0.00684966-0.0107621j -0.0560137-0.0349107j -0.0464464-0.0302096j 0.053566+0.00889987j 0.0532242-0.103212j 0.00391609+0.0655707j 0.0410908+0.0391573j -0.0372973-0.0272213j 0.0331006-0.0537044j 0.0549155+0.0664365j -0.00648007-0.0402499j -0.0138207-0.0362176j 0.0509296-0.00613963j -0.150788+0.0510423j 0.0625817+0.0398138j -0.0136529-0.0337412j 0.0306452+0.0311311j -0.142539-0.066569j -0.00571614-0.0456718j -0.0441341+0.00722806j 0.083658+0.0151492j -0.00650329-0.0572289j -0.0197707-0.0633819j 0.0271133+0.0521965j 0.0700515+0.0156885j -0.0110991+0.0520533j -0.027709-0.00963438j -0.079918-0.0512899j -0.000981515+0.023692j -0.002287-0.0121348j -0.00763218+0.0438781j 0.069643-0.0398022j 0.0338909+0.0470828j -0.000576651-0.0835787j 0.0637827-0.0101994j -0.0078274+0.0108845j 0.011081-0.00995589j 0.0630513+6.42802e-15j 0.0149931-0.043704j -0.0124295-0.0351454j -0.0310814+0.0198402j 0.0200821-0.0039851j 0.0323463+0.0532227j -0.037889-0.0357602j 0.0126369+0.02968j -0.0176814+0.00877425j -0.0319396+0.00143429j -0.0165612+0.0301873j 0.0168609-0.0449203j -0.084532-0.0668292j -0.0763065-0.0398684j 0.00184384+0.035404j 0.0588806+0.0256433j -0.00449448+0.0502578j -0.0305826-0.0216128j 0.0170833+0.059722j 0.0108169-0.0212927j -0.0051867-0.0291001j -0.051779-0.0257461j 0.000419178+0.0517447j -0.038267-0.0122296j 0.0363348-0.0329705j 0.00928645+0.0136939j -0.0128317-0.100387j -0.0615778-0.00477462j -0.0399002-0.0614175j 0.00126445+0.0919011j -0.00406405-0.0143966j -0.0232416+0.0441288j -0.050715-0.0673457j 0.0204799-0.00023617j 0.0461084+0.032491j -0.0301301-0.022421j -0.027183-0.0251274j 
0.000148168-0.00651884j -0.0124415+0.0654535j 0.0296945+0.0298947j -0.00196873-0.1265j -0.00534472+0.0880704j 0.116135-0.0491271j -0.100101-0.0548912j -0.021217-0.00167004j 0.00357422+0.0336357j 0.0203641-0.0134284j -0.00368396-0.0632284j 0.0811983-0.0865033j 0.0852832+0.08754j 0.0131852-0.0441942j -0.00250137+0.0960058j 0.00171596+0.00286417j -0.025816+0.0667515j 0.0330309+0.00847491j -0.0183173+0.00709296j 0.0122564+0.0424975j -0.0696458+0.0196257j -0.047545-0.00582587j -0.0169304-0.166355j -0.0685971-0.047504j -0.0400555+0.00121878j -0.127573-0.00444344j 0.00261397-0.0142335j -0.0438747+0.000365468j -0.0266572-0.0072792j 0.0154807+0.0762589j 0.140893+0.0256439j -0.00467112+0.0419559j 0.0900956+0.0731009j -0.03646-0.0933352j -0.0302584-0.0780055j -0.0250905-0.00500706j 0.137729+0.00230814j -0.0816551-0.0403066j -0.0162949-0.079453j -0.0595018-0.0864811j 0.0813184+0.0361301j 0.134714+0.0947062j -0.0232453-0.0212623j 0.008225-0.0154547j 0.0509366+0.0479768j 0.0724396+0.0214743j 0.00220066+0.0217191j 0.0484577-0.0451097j -0.0749885-0.0161938j -0.0739326+0.00571641j 0.014658+0.0569181j -0.00373968+0.0569748j 0.0261947+0.00470191j 0.0625456-0.0562777j -0.011855-0.0205149j 0.0149931+0.043704j 0.0842626-3.11465e-14j -0.0899576-0.0214045j -0.103803-0.00493714j 0.0532142-0.00320261j -0.0442744+0.0423083j -0.0332089+0.0853418j -0.0643382+0.0430252j -0.0360987+0.00505431j 0.0290959+0.0376586j -0.0118011-0.0126893j -0.0460751+0.0102712j 0.0648042+0.0391968j 0.0159147-0.10936j -0.0257587+0.0382735j -0.0114197+0.00450998j -0.0761519-0.0617819j 0.0107687-0.0419906j -0.0276863-0.103997j 0.0573378-0.084955j 0.0282655-0.00538467j -0.0205285+0.0139699j -0.0485492+0.0429752j -0.0322558+0.0978899j -0.0918789+0.0431319j 0.020507-0.00185675j 0.107291+0.0510356j 0.106952+0.0321767j 0.0517374+0.0179473j 0.0306914+0.0305689j -0.0945288-0.103601j -0.0486109+0.0379439j 0.0614616+0.0591286j -0.0521787+0.00779632j -0.0137657-0.145503j 0.0365762+0.0133696j -0.0229522+0.0183528j 
