-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
1.09101e-15+0.0021997j -6.58515e-17-0.000859072j 1.17468e-16+0.00367436j -1.07704e-16+0.00143006j 1.36666e-16+0.00382032j 4.17374e-17+0.000769656j 1.15275e-16-0.00023352j -3.50243e-17+0.00546044j 4.35308e-17+0.00327076j -1.51656e-16-0.00265674j 1.67003e-17-0.00285618j -2.41011e-17-0.00198375j 1.20617e-16-0.00101817j 7.29201e-17+0.00641721j -1.08928e-16-0.00423385j 1.60032e-16-0.00254991j 2.84488e-17-0.00249364j -4.15009e-18-0.00466948j 5.49485e-17-0.0033387j 3.87898e-17-0.000227294j 1.58595e-16+0.00336688j 6.64859e-17+0.00577702j -2.01495e-17-6.19682e-05j -1.36151e-16-0.000200851j 2.2369e-17+0.00469832j -1.33206e-16+0.00756563j -2.28626e-16-0.0053145j -8.89721e-17-0.002087j -2.19397e-17+0.000998286j 7.88746e-17+0.00500198j -1.39745e-17-0.000355678j -1.18445e-16+7.43407e-05j -6.49193e-17-0.000445494j 3.53079e-17+0.000444145j 2.83827e-17-0.0019183j -2.55688e-17-0.00196383j -1.71572e-16+0.00379386j 8.11565e-15-0.00981604j 6.55962e-15-0.000646927j 1.9805e-15+0.00197825j -6.66269e-18-0.00585043j -5.7203e-16+0.00456969j -1.93536e-17+0.00257921j 7.53597e-18-0.000318726j 1.31953e-16+0.00197151j -2.90705e-17+0.00170837j 1.15997e-16+0.000747951j 6.36777e-17-0.00421438j -2.27584e-18+0.00117624j -7.93408e-17+1.03611e-05j 1.76232e-16-0.000695809j 8.39802e-17-0.00941763j 1.30271e-16-0.00303123j -1.25418e-16-0.00270599j 1.15288e-18+8.67206e-06j 5.35259e-17-0.00427644j -1.21305e-16+0.000498475j 2.71238e-17+0.00158101j 7.30929e-17+0.00523636j -2.61448e-17+0.00417858j -3.05351e-17+0.00187527j -1.65446e-16-0.00549851j 1.09968e-16-0.00197726j -7.89474e-17+0.00453912j -1.26527e-16-0.00381027j 2.88337e-17-0.00144223j -2.53574e-17-0.00360553j 1.56974e-16+0.000751893j -3.98844e-17+0.00232369j 3.86931e-17+0.00631627j -1.17027e-16-0.00283751j -3.96771e-17-0.000172886j -1.30475e-16+0.000713297j 1.14738e-16+0.00399743j 9.20435e-17-0.00121999j 1.34294e-16+0.00219454j 5.97108e-17+6.86913e-05j 
1.65829e-15+0.00350244j -1.80917e-16-0.00552628j 2.27215e-16+0.0032844j -2.32921e-16-0.00548353j 2.82801e-16+0.00448614j 8.97802e-17+0.00151509j 2.37621e-16+0.00512012j -8.19785e-17-0.00378033j 8.26105e-17+0.00053144j -3.21071e-16-0.00550904j 8.77435e-17+0.00257937j -4.39329e-17-0.000235443j 2.59566e-16+0.00587649j 1.74524e-16+0.00120222j -1.95182e-16-0.00281668j 2.11784e-16+0.00682184j -7.8976e-17-7.99189e-05j -5.44695e-17+0.000796179j 1.92139e-16+0.00508548j 1.18761e-16+0.00233862j 3.12288e-16+0.00420793j 1.28307e-16+0.000533771j -3.21707e-18-3.78927e-05j -3.10196e-16-0.0056881j 1.31918e-16+0.00131424j -1.71211e-16-0.0065587j -5.12117e-16-0.00676768j -2.18274e-16-0.00311022j -7.58889e-17-0.000666501j 3.66354e-17-0.000399404j -6.59778e-17-0.00194613j -9.23735e-17-0.00335685j -2.55761e-16-0.00437297j 1.0662e-16+0.00133397j 5.23189e-17+0.00183016j 6.97429e-16+0.00589525j -2.00452e-16-0.00543185j -3.12118e-15+0.00371095j -2.43254e-15+0.000215972j -6.87135e-16-0.000714343j -1.44374e-16-0.00179662j -2.95796e-16+0.0033945j 5.45499e-17+0.000188487j -4.06717e-17-0.00136974j 2.24657e-16+0.00377908j 3.75592e-17+0.00255765j 4.59465e-17+0.00181459j 2.62076e-17+0.00309022j 1.32221e-17-0.000681153j -1.67775e-16-0.0042122j 4.85717e-16+0.00888104j -1.87756e-16-0.000138599j 1.25346e-16+0.00429249j -2.61828e-16-0.00464563j -9.05743e-18+5.72484e-05j 1.46337e-16+0.00444817j -1.81241e-16-0.00550724j 1.17059e-16+0.00168277j 1.89477e-16+0.00192018j -4.18003e-17-0.00251316j -3.09598e-17-0.00180738j -3.06881e-16-0.00370264j 2.08557e-16+0.00511285j -1.76354e-16-0.00523529j -2.74586e-16-0.00408483j 4.27117e-17+0.00154196j -6.45622e-17-6.09784e-05j 3.54812e-16+0.0062082j -8.13301e-17-0.00265849j 7.97193e-17-0.000690232j -2.4608e-16-0.00392933j -8.24781e-17-0.00174695j -2.76873e-16-0.00618407j 2.26264e-16+0.00340543j 2.44264e-16+0.00513513j 1.49024e-16+0.00500468j 2.10527e-15+0.0043046j 
3.59978e-16+0.000664537j -3.17622e-17+0.000403969j 4.82827e-17+0.00151947j -4.29923e-17+0.00167026j 5.52471e-17+0.0014089j 1.63026e-17+0.000186307j 4.68306e-17-0.000946814j -1.33774e-17+0.00364002j 1.83147e-17+0.00173425j -5.98564e-17-0.000598563j 1.40712e-18-0.00200003j -1.04568e-17-0.00106571j 4.8177e-17-0.00150388j 2.76575e-17+0.00337714j -4.75997e-17-0.00190526j 7.92071e-17-0.0025066j 2.42021e-17-0.0013741j 2.35802e-18-0.00272398j 1.55465e-17-0.00266825j 1.18603e-17-0.000499549j 6.08894e-17+0.00120111j 2.77124e-17+0.00312775j -1.09451e-17-2.84179e-05j -4.98682e-17+0.000795862j 4.11723e-18+0.0024033j -6.18515e-17+0.00525413j -8.1492e-17-0.00187586j -3.0669e-17-0.000664441j -1.26822e-18+0.000661545j 4.41922e-17+0.0028456j -5.78138e-18+0.000112704j -6.47855e-17+0.000576948j -1.39264e-17+0.000449966j 8.78901e-18+3.41717e-05j 1.19482e-17-0.00135888j -1.04388e-16-0.00203281j -7.97907e-17+0.00297665j 5.01145e-15-0.00605133j 4.03616e-15-0.000394251j 1.21126e-15+0.00121419j 2.82842e-18-0.00296708j -2.49886e-16+0.00199984j -1.46676e-17+0.00140437j 4.56556e-18+4.12882e-05j 5.61174e-17+0.000493491j -9.00424e-18+0.00054203j 6.57907e-17+0.00012645j 3.73268e-17-0.00283691j -4.33248e-18+0.000762853j -3.46147e-17+0.000677841j 5.5849e-17-0.00180399j 6.13922e-17-0.00521554j 6.53228e-17-0.00237072j -5.12525e-17-0.000763715j 2.33466e-18-4.31128e-06j 1.79857e-17-0.00308809j -6.03535e-17+0.00115594j 5.77709e-18+0.000610789j 2.64686e-17+0.00260585j -1.16541e-17+0.00272493j -1.6527e-17+0.00133132j -6.68181e-17-0.00246724j 4.57642e-17-0.00191544j -3.01526e-17+0.00335977j -4.92579e-17-0.00146734j 1.32932e-17-0.00104813j -9.68042e-18-0.0019955j 5.73236e-17-0.000572381j -1.64801e-17+0.00171651j 1.58299e-17+0.00362295j -4.6366e-17-0.000951149j -1.6341e-17+0.000182583j -5.26357e-17+0.0013834j 4.79171e-17+0.00167984j 3.13717e-17-0.00149784j 7.48616e-17+0.000421982j -2.84938e-16-0.000648617j 
4.28676e-16+0.000942708j -2.27428e-17-0.00143895j 4.06337e-17+0.000913938j -4.08253e-17-0.00138545j 4.9919e-17+0.00122609j 1.61503e-17+0.00040442j 4.17818e-17+0.00131408j -1.44726e-17-0.000872053j 1.44725e-17+0.000197565j -5.75684e-17-0.00146789j 1.65143e-17+0.000611157j -7.51796e-18-9.74539e-05j 4.5572e-17+0.00149428j 3.06838e-17+0.000428704j -3.33174e-17-0.000803888j 3.24487e-17+0.00170927j -1.54007e-17-6.68727e-05j -9.9002e-18+0.000118326j 3.41608e-17+0.00124752j 2.16566e-17+0.000597969j 5.98497e-17+0.00114604j 2.25698e-17+0.000244694j -9.39174e-19-1.09077e-05j -5.7717e-17-0.0014684j 2.10968e-17+0.000425637j -3.08066e-17-0.00154839j -9.84687e-17-0.00184132j -4.11357e-17-0.000839619j -1.87218e-17-0.000153089j 4.45405e-18-9.98467e-06j -8.33488e-18-0.000507728j -1.17311e-17-0.000863001j -4.76107e-17-0.0011343j 2.16733e-17+0.000351739j 9.28882e-18+0.000435649j 1.57068e-16+0.00148155j -3.77251e-17-0.00132826j -6.5292e-16+0.000773328j -5.04466e-16+4.36023e-05j -1.40334e-16-0.000147216j -2.00688e-17-0.000571236j -1.08772e-16+0.000958911j 8.67544e-18+9.64175e-05j -3.94779e-18-0.000358621j 4.09014e-17+0.0010097j -4.6058e-18+0.000690305j 4.99473e-18+0.000481137j 1.56757e-18+0.000717486j 4.36181e-18-0.000153559j -2.66537e-17-0.00108444j 9.1446e-17+0.00227393j -3.08416e-17-0.000210525j 2.12547e-17+0.00104903j -4.54433e-17-0.00124647j -2.57015e-18+1.49023e-05j 2.65982e-17+0.001066j -2.61501e-17-0.00140885j 2.08625e-17+0.00046266j 3.3388e-17+0.000591654j -7.29866e-18-0.000569558j -3.85626e-18-0.000430583j -5.72734e-17-0.0010555j 3.70731e-17+0.00127984j -3.1857e-17-0.00126381j -4.93503e-17-0.00112257j 7.28146e-18+0.000370276j -1.09566e-17-8.26376e-05j 6.64664e-17+0.00161255j -1.40864e-17-0.000641415j 1.3905e-17-6.0473e-05j -4.40855e-17-0.00106447j -1.42118e-17-0.000453044j -4.83972e-17-0.00157914j 3.92929e-17+0.000951101j 4.4605e-17+0.00129963j 1.58575e-17+0.00132944j 5.24666e-16+0.0011097j 
5.74045e-16+0.00101935j -1.34878e-16-0.000672048j 1.36571e-16+0.00153367j -1.37792e-16+0.000151447j 1.68456e-16+0.00166516j 5.15672e-17+0.000375741j 1.42378e-16+0.000253584j -4.684e-17+0.00170858j 5.12027e-17+0.00120761j -1.86196e-16-0.0013154j 3.70933e-17-0.000854046j -2.83489e-17-0.000726707j 1.53508e-16+2.21072e-05j 9.95102e-17+0.00237984j -1.27075e-16-0.00170344j 1.70639e-16-0.00046476j -1.24726e-17-0.00089926j -2.17339e-17-0.00162161j 9.71026e-17-0.000861938j 5.9956e-17+7.25764e-05j 1.70609e-16+0.00148427j 7.86764e-17+0.00210629j -8.47932e-18-2.47126e-05j -1.67091e-16-0.000446729j 6.93752e-17+0.00177098j -1.21473e-16+0.00228029j -2.64912e-16-0.00235115j -1.12553e-16-0.000953107j -1.77275e-17+0.000313989j 5.62317e-17+0.00176695j -4.46872e-17-0.000255722j -1.05046e-16-0.000194491j -1.17226e-16-0.000447798j 4.5194e-17+0.00024711j 3.22913e-17-0.000567163j 1.24152e-16-0.000315685j -1.42399e-16+0.0010023j 2.70349e-15-0.00327469j 2.19093e-15-0.000217702j 6.65422e-16+0.000662165j -8.01967e-17-0.0022158j -1.37422e-16+0.00186191j 1.65199e-17+0.000937093j -2.52862e-17-0.000204502j 1.38989e-16+0.000955765j 4.65029e-17+0.000780962j 8.02456e-17+0.00038769j 4.97763e-17-0.00130732j -3.90615e-18+0.000376822j -1.10926e-16-0.000273778j 2.41425e-16+0.000335612j -4.54652e-17-0.00338545j 1.08233e-16-0.000803947j -1.58549e-16-0.00127617j 8.44369e-19+6.88045e-06j 7.66988e-17-0.00124011j -1.45685e-16-0.000184098j 5.62138e-17+0.000677665j 1.05113e-16+0.00200379j -2.77841e-17+0.00133251j -3.15473e-17+0.000553236j -1.77906e-16-0.0022152j 1.27171e-16-0.000372045j -9.94528e-17+0.00128243j -1.57404e-16-0.00163512j 3.00044e-17-0.000415474j -3.76761e-17-0.00129664j 1.89884e-16+0.000678546j -4.9766e-17+0.000657933j 4.82202e-17+0.00221898j -1.43195e-16-0.00127613j -5.04269e-17-0.000177067j -1.65373e-16-0.000151671j 1.39671e-16+0.00165747j 1.28368e-16-9.90864e-05j 1.5709e-16+0.00111647j 2.33606e-16+0.000308205j 
1.19798e-15+0.00217726j -3.58424e-16-0.00390387j 3.35705e-16+0.00175259j -3.52027e-16-0.00428314j 4.24069e-16+0.00260886j 1.31768e-16+0.000974469j 3.57855e-16+0.00380163j -1.22927e-16-0.0037555j 1.24903e-16-0.000196519j -4.73003e-16-0.00356872j 1.21948e-16+0.00240644j -6.81125e-17+0.000182989j 3.91573e-16+0.00449781j 2.62906e-16-0.000268419j -3.03383e-16-0.00130877j 3.64107e-16+0.00546677j -1.04837e-16+0.000388662j -7.90549e-17+0.00142232j 2.85934e-16+0.00433326j 1.71585e-16+0.00175804j 4.23504e-16+0.00248591j 1.93129e-16-0.000644421j -1.2411e-18-1.67081e-05j -4.37145e-16-0.00414079j 2.18694e-16+0.000122199j -2.51017e-16-0.00617335j -6.9156e-16-0.00401616j -3.02679e-16-0.00190946j -6.34082e-17-0.000668505j 7.37792e-17-0.00119062j -1.30361e-16-0.00136525j -1.81576e-16-0.0024783j -3.60391e-16-0.00313119j 1.32916e-16+0.000899864j 7.79344e-17+0.00168803j 7.25484e-16+0.00468123j -2.78137e-16-0.00466925j -3.74887e-15+0.00448593j -2.96423e-15+0.000274646j -8.58291e-16-0.000879437j -2.68009e-16-0.000269728j 9.36345e-17+0.00167283j 9.09932e-17-0.000324292j -9.16899e-17-0.000948632j 3.24999e-16+0.00242132j 1.629e-16+0.00157163j 9.80702e-17+0.00119829j 6.80833e-17+0.00302522j 6.5223e-19-0.000711188j -2.79637e-16-0.00309491j 6.74491e-16+0.00664624j -3.03956e-16+0.00158771j 1.95961e-16+0.0036958j -3.9995e-16-0.00292588j -4.40208e-18+4.04822e-05j 2.12232e-16+0.0040335j -3.26983e-16-0.00413343j 1.73748e-16+0.000952046j 2.84742e-16+0.000470625j -6.34154e-17-0.00259505j -6.16048e-17-0.00166359j -4.30722e-16-0.00173247j 3.10249e-16+0.00410911j -2.5758e-16-0.00465861j -4.03424e-16-0.00231597j 6.64606e-17+0.001391j -1.00998e-16+0.000602039j 4.95771e-16+0.00442384j -1.24509e-16-0.00236901j 1.21121e-16-0.00163995j -3.62872e-16-0.0023763j -1.26965e-16-0.00125178j -4.19694e-16-0.00466897j 3.45392e-16+0.00178351j 3.52279e-16+0.00398962j 3.22191e-16+0.00328129j 1.71085e-15+0.00314857j 
9.03709e-16+0.00118933j -4.74998e-16-0.00083215j 4.13237e-16+0.00175978j -4.28758e-16+8.70625e-05j 5.18766e-16+0.0019244j 1.5828e-16+0.000441745j 4.39008e-16+0.000359308j -1.47038e-16+0.00184941j 1.56032e-16+0.00135498j -5.71014e-16-0.00154952j 1.24729e-16-0.000914143j -8.67474e-17-0.000814127j 4.76915e-16+0.000112397j 3.14034e-16+0.00267256j -3.8816e-16-0.00194217j 5.15229e-16-0.000416568j -7.16825e-17-0.00100428j -7.90191e-17-0.00179695j 3.20924e-16-0.000885529j 1.92484e-16+0.000115872j 4.96819e-16+0.00171847j 2.39949e-16+0.00235745j -1.2887e-17-2.81316e-05j -5.07981e-16-0.000583233j 2.49963e-16+0.00199508j -3.40325e-16+0.00244564j -7.8651e-16-0.00272365j -3.43508e-16-0.00110959j -3.66591e-17+0.00034029j 1.4601e-16+0.001965j -1.65286e-16-0.000314304j -3.01575e-16-0.000267066j -3.84354e-16-0.00056479j 1.34649e-16+0.000295557j 9.72792e-17-0.000605322j 4.31945e-16-0.000264116j -3.81093e-16+0.00103692j 2.96762e-15-0.00359737j 2.40591e-15-0.000239613j 7.34121e-16+0.000727952j -3.12859e-16-0.00249846j 1.24595e-16+0.00212756j 8.35934e-17+0.0010481j -1.108e-16-0.000248565j 4.07452e-16+0.00112254j 2.28826e-16+0.000909318j 2.05628e-16+0.000459545j 1.37617e-16-0.00141213j -1.69923e-17+0.000410159j -3.57631e-16-0.000368277j 7.50314e-16+0.000506957j -2.58267e-16-0.0037784j 2.95176e-16-0.000832682j -4.92847e-16-0.00149288j 4.13598e-18+8.52959e-06j 2.4281e-16-0.00131688j -4.57594e-16-0.000287578j 1.90073e-16+0.000781032j 3.35267e-16+0.00226381j -8.23376e-17+0.00144883j -9.57788e-17+0.000590127j -5.21713e-16-0.00252624j 3.84711e-16-0.000338665j -3.0642e-16+0.00135234j -4.84039e-16-0.0018849j 8.8703e-17-0.000440422j -1.21813e-16-0.00144726j 5.74203e-16+0.000849581j -1.54265e-16+0.000694206j 1.49236e-16+0.00246487j -4.38852e-16-0.00148214j -1.57156e-16-0.000223594j -5.13703e-16-0.000261512j 4.30098e-16+0.00189968j 4.03656e-16-3.3858e-05j 4.98572e-16+0.00132009j 5.30138e-16+0.000408059j 
5.68036e-16+0.00103913j -1.67578e-16-0.00189812j 1.57258e-16+0.000814902j -1.65046e-16-0.00210938j 1.98755e-16+0.00123171j 6.18102e-17+0.000467514j 1.67701e-16+0.00186052j -5.76899e-17-0.00189715j 5.84717e-17-0.00013307j -2.21822e-16-0.00171397j 5.76639e-17+0.00120837j -3.18564e-17+0.000111887j 1.83583e-16+0.00220963j 1.23398e-16-0.00020383j -1.41856e-16-0.00059167j 1.69291e-16+0.0027005j -5.03536e-17+0.000218173j -3.74406e-17+0.000747962j 1.34658e-16+0.00215548j 8.07833e-17+0.000861736j 1.98758e-16+0.00117676j 9.04366e-17-0.000380336j -3.06562e-19-7.46374e-06j -2.05357e-16-0.00202135j 1.02997e-16+6.52744e-06j -1.16866e-16-0.0031026j -3.25107e-16-0.00190255j -1.4235e-16-0.000909535j -3.04047e-17-0.000338004j 3.34048e-17-0.000638491j -6.11171e-17-0.000663179j -8.35063e-17-0.001212j -1.70081e-16-0.00152518j 6.28002e-17+0.00043474j 3.64802e-17+0.000846668j 3.48822e-16+0.00230997j -1.29324e-16-0.00232484j -1.92394e-15+0.00230343j -1.52286e-15+0.000141545j -4.41918e-16-0.000452182j -1.26199e-16-6.5582e-05j 4.6236e-17+0.000765782j 4.33202e-17-0.000187684j -4.31521e-17-0.000459992j 1.52041e-16+0.00116099j 7.61901e-17+0.000748722j 4.41608e-17+0.00057714j 3.08153e-17+0.00152615j 6.17247e-19-0.000360878j -1.30844e-16-0.00151262j 3.17563e-16+0.00325593j -1.45144e-16+0.000882541j 9.06245e-17+0.00184047j -1.87405e-16-0.00139925j -2.23513e-18+1.96857e-05j 9.9817e-17+0.00201961j -1.5221e-16-0.00202567j 8.19344e-17+0.00044737j 1.33754e-16+0.000170713j -2.96174e-17-0.00131552j -2.8483e-17-0.000834235j -2.0185e-16-0.000784413j 1.4528e-16+0.00203053j -1.20888e-16-0.00232807j -1.89254e-16-0.00108869j 3.09928e-17+0.000696118j -4.7396e-17+0.000335039j 2.32919e-16+0.00215344j -5.83237e-17-0.00118405j 5.67509e-17-0.000872962j -1.70158e-16-0.00112918j -5.9481e-17-0.000609794j -1.9672e-16-0.00228983j 1.61738e-16+0.000826353j 1.6566e-16+0.00196356j 1.49111e-16+0.00157873j 8.30361e-16+0.00153795j 
6.65108e-16+0.00159503j 1.18249e-16-0.000712795j -4.80831e-17+0.00260888j 6.20349e-17+0.000869246j -6.96319e-17+0.00273566j -2.10164e-17+0.000564349j -5.93415e-17-5.06428e-05j 2.27734e-17+0.00368986j -1.90296e-17+0.00227062j 7.50609e-17-0.00195408j -2.93031e-17-0.00191704j 1.07759e-17-0.00137528j -6.82855e-17-0.000576259j -5.02613e-17+0.00445839j 4.73781e-17-0.00298521j -5.24693e-17-0.00161381j 4.742e-17-0.0017241j 2.40644e-17-0.00320803j -6.71447e-17-0.00219616j -3.51428e-17-0.000106454j -4.0936e-17+0.00241646j -2.95793e-17+0.00400176j -1.2226e-17-4.36207e-05j 6.43578e-17-0.000261654j -7.05653e-17+0.00327356j 9.65231e-18+0.00508389j 8.27948e-17-0.00381701j 4.5663e-17-0.00150872j -8.58907e-18+0.000675119j 1.21736e-17+0.00344627j 4.85386e-17-0.000287727j 1.15255e-17-2.11973e-05j 7.97351e-17-0.00040221j -1.63568e-17+0.000335602j -1.07673e-17-0.00128543j -1.50021e-16-0.00122902j -8.62958e-18+0.00250305j 5.53882e-15-0.0066998j 4.47907e-15-0.000442169j 1.35199e-15+0.00135095j 1.07522e-16-0.00407975j -5.48541e-16+0.00322967j -4.57083e-17+0.00178555j 4.70316e-17-0.000249747j -3.3735e-17+0.0014434j -1.11147e-16+0.00123525j 2.09867e-17+0.000555829j 1.99188e-18-0.00284411j 5.39804e-18+0.000797715j 6.21009e-17-8.38733e-05j -1.14552e-16-0.000288672j 1.60598e-16-0.0065078j 2.79733e-18-0.00200092j 7.02724e-17-0.00196944j -1.13363e-18+7.22704e-06j -4.064e-17-0.00285763j 6.45941e-17+0.000225283j -4.41692e-17+0.00112838j -5.75069e-17+0.00365828j 7.45806e-18+0.00283186j 9.55904e-18+0.0012562j 4.50898e-17-0.00387787j -4.4415e-17-0.00125521j 4.21121e-17+0.00302206j 6.52086e-17-0.00272005j -7.59969e-18-0.000962835j 2.21477e-17-0.00249168j -6.9915e-17+0.000653502j 2.14999e-17+0.00154754j -2.0649e-17+0.00434777j 5.73272e-17-0.0020448j 2.27312e-17-0.000157167j 7.32359e-17+0.000359035j -5.69781e-17+0.00283464j -6.49187e-17-0.000731678j -7.12866e-17+0.00162394j -3.72963e-17+0.000140472j 
1.04317e-15+0.00271412j 1.80567e-16-0.00440717j -8.11845e-17+0.00246818j 9.02536e-17-0.00448209j -1.06751e-16+0.00342851j -2.95161e-17+0.00118276j -9.1914e-17+0.00413243j 2.9601e-17-0.00330365j -3.36326e-17+0.000271552j 1.08669e-16-0.00430744j -1.25194e-17+0.0022126j 2.0461e-17-9.4767e-05j -9.97639e-17+0.00477872j -6.41804e-17+0.000661201j 9.25022e-17-0.00206498j -1.601e-16+0.00561281j -8.12641e-18+5.47697e-05j 1.05183e-17+0.000863877j -5.84908e-17+0.00425286j -3.05534e-17+0.00189325j -5.91816e-17+0.00322623j -5.07316e-17+0.000153727j 1.76612e-18-2.75409e-05j 7.49669e-17-0.00456887j -6.61293e-17+0.000833462j 7.15741e-17-0.00564056j 8.38726e-17-0.00519361j 4.4058e-17-0.0024038j -4.4226e-17-0.000584158j -5.73262e-17-0.000560386j 6.24408e-17-0.00154949j 1.15007e-16-0.00270554j 4.79382e-17-0.00349861j 1.18052e-18+0.00105252j -1.99469e-17+0.00156475j 2.78494e-16+0.00483899j 6.69234e-17-0.00455339j -2.89848e-15+0.00345583j -2.26962e-15+0.000204738j -6.49816e-16-0.00066947j 1.06181e-16-0.00116671j -4.94123e-16+0.00251405j -1.97589e-17+2.85316e-05j 4.91951e-17-0.00108731j -7.54603e-17+0.00294769j -1.45429e-16+0.00197711j -8.44186e-17+0.00142487j -6.39529e-17+0.00268866j 2.36318e-17-0.000604451j 1.00999e-16-0.00339098j -9.29816e-17+0.00718175j 5.03729e-17+0.000338232j -7.8546e-17+0.00359988j 1.08485e-16-0.00361011j -1.06873e-17+4.56662e-05j -4.04151e-17+0.00378466j 1.53382e-16-0.00445669j -3.31615e-17+0.00127898j -6.69672e-17+0.0012955j 1.85132e-17-0.00222246j 3.68891e-17-0.00154436j 8.07591e-17-0.00271771j -7.80179e-17+0.00420986j 5.53903e-17-0.00443077j 9.05192e-17-0.00310597j -2.17977e-17+0.00131003j 2.83606e-17+0.00012312j -8.03313e-17+0.00496118j 3.43428e-17-0.00225085j -3.229e-17-0.00085725j 8.39907e-17-0.00302727j 3.55534e-17-0.00139789j 1.09685e-16-0.00501174j -9.52876e-17+0.00255017j -6.55602e-17+0.00419163j -2.08778e-16+0.00392355j 1.45271e-15+0.00346157j 
-7.31795e-16-0.00185018j -8.1301e-17+0.00332103j 2.34826e-17-0.00148709j -2.64722e-17+0.00364645j 3.12733e-17-0.00221556j 7.22526e-18-0.000828333j 2.7598e-17-0.00323531j -7.71777e-18+0.00320216j 1.09889e-17+0.000171055j -2.7918e-17+0.00303373j -5.29901e-18-0.00205112j -7.43277e-18-0.000158036j 2.9111e-17-0.00382864j 1.68855e-17+0.000235918j -3.41684e-17+0.00110876j 7.64324e-17-0.00465498j 2.13339e-17-0.000333652j 2.51036e-18-0.0012158j 8.44434e-18-0.00369133j 2.6372e-18-0.00149629j 2.03206e-18-0.00211147j 1.60668e-17+0.000555132j -3.02435e-18+1.41454e-05j -8.53953e-18+0.0035234j 1.86639e-17-9.84917e-05j -2.92829e-17+0.00526211j 8.16432e-18+0.00341137j -1.86579e-19+0.00162243j 3.50293e-17+0.000570038j 3.65997e-17+0.00101902j -2.64341e-17+0.00116136j -6.5258e-17+0.00210902j 6.86302e-18+0.00266399j -1.38866e-17-0.000765229j 6.29078e-18-0.00143869j -2.77721e-16-0.00398583j -2.6638e-17+0.00397778j 3.19792e-15-0.00382883j 2.52811e-15-0.000234469j 7.35243e-16+0.000750679j -3.74496e-17+0.000222685j 2.58423e-16-0.00141816j -2.29514e-19+0.000278976j -2.03546e-17+0.000806874j 2.24764e-17-0.00205814j 7.30233e-17-0.0013354j 5.52046e-17-0.00101882j 4.01843e-17-0.00257926j -1.59573e-17+0.000606568j -3.98136e-17+0.00263366j -5.22394e-18-0.0056565j 1.30451e-17-0.00136209j 4.04941e-17-0.00314852j -3.43172e-17+0.00248664j 7.74269e-18-3.44386e-05j 5.55277e-18-0.00343735j -7.27649e-17+0.00351796j 2.92991e-18-0.000808303j 1.60165e-17-0.000394359j -6.93439e-18+0.00221317j -1.97671e-17+0.00141784j -1.6101e-17+0.00146783j 2.3822e-17-0.003499j -1.23323e-17+0.00396959j -2.20963e-17+0.00196634j 8.99664e-18-0.00118537j -8.67522e-18-0.000516527j 6.83508e-18-0.00376363j -1.11446e-17+0.00201865j 1.00903e-17+0.00140292j -2.18983e-17+0.00201881j -1.16184e-17+0.00106501j -3.31466e-17+0.00397394j 3.13374e-17-0.00151302j 8.52667e-18-0.00339643j 1.11343e-16-0.00278967j -1.17003e-15-0.00267923j 
