-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
1.27895e-15+0.00317398j 1.0897e-16-0.00566815j -1.57362e-17+0.00256904j 1.96562e-17-0.00620122j -2.26101e-17+0.00381195j -2.97191e-18+0.00141898j -2.10478e-17+0.00551176j 4.40129e-18-0.00540609j -9.52544e-18-0.000260751j 1.38799e-17-0.00519541j 1.65736e-17+0.00346886j 7.5377e-18+0.000250674j -2.13109e-17+0.0065156j -1.00497e-17-0.000341688j 3.52893e-17-0.00192951j -9.97972e-17+0.00790952j -4.1186e-17+0.000545179j -9.17507e-18+0.00202816j 5.00582e-18+0.00625974j 7.01752e-18+0.002548j 2.5201e-17+0.00363028j -1.32299e-17-0.00089175j 4.66049e-18-2.46913e-05j -1.52599e-17-0.00600686j -1.62407e-17+0.000212074j 3.04457e-17-0.00889706j -5.95775e-17-0.00586404j -1.98462e-17-0.00278477j -6.13252e-17-0.000962126j -5.41869e-17-0.00168965j 3.46174e-17-0.00198266j 9.36298e-17-0.00359372j -3.47918e-17-0.00454445j 3.14389e-17+0.00130836j -5.01019e-18+0.00243392j 4.98561e-16+0.0067746j 2.40475e-17-0.00674366j -5.37399e-15+0.00643312j -4.2471e-15+0.00039352j -1.23425e-15-0.00126077j 4.38467e-17-0.000434581j -4.20404e-16+0.00245999j 6.00183e-18-0.000451189j 2.73811e-17-0.00137816j -1.46451e-17+0.00352626j -1.08849e-16+0.002292j -8.26031e-17+0.00174342j -6.05326e-17+0.0043562j 2.60196e-17-0.00102271j 4.62786e-17-0.00448846j 5.32087e-17+0.00963386j -3.98737e-17+0.00223279j -5.22536e-17+0.00533752j 2.92138e-17-0.00426346j -1.28854e-17+5.87756e-05j 4.99917e-18+0.00581805j 9.65526e-17-0.005991j 6.56991e-18+0.00139248j -7.23852e-18+0.000721386j 7.00648e-18-0.0037326j 2.79895e-17-0.00239879j -2.80317e-18-0.00255337j -1.7984e-17+0.00594477j 2.91501e-18-0.0067227j 9.07029e-18-0.00338711j -1.0147e-17+0.00200667j 7.45114e-18+0.000846391j 2.19733e-17+0.00642146j 9.83831e-18-0.00341853j -8.34796e-18-0.00233157j 1.14248e-17-0.00346739j 1.04554e-17-0.00181674j 2.59991e-17-0.00676611j -2.7941e-17+0.00261627j 9.45248e-18+0.00577709j -1.59592e-16+0.00477512j 2.01609e-15+0.00456688j 
1.84841e-15+0.00417208j 8.99157e-17-0.00352315j 4.15091e-17+0.00580042j -2.17597e-17-0.000821859j 3.57307e-17+0.00651869j 1.27275e-17+0.00159167j 2.88454e-17+0.00205816j -5.84586e-18+0.00467556j 1.29071e-17+0.00407386j -4.60057e-17-0.00562135j -4.06489e-18-0.00217148j -6.025e-18-0.00243128j 2.55929e-17+0.00148336j 9.56159e-18+0.00806556j -2.7772e-17-0.00624288j 3.45705e-17+0.000119381j 4.12248e-17-0.0029578j 1.21572e-17-0.00510792j -1.06891e-17-0.00159547j 3.54944e-18+0.000798739j 9.40641e-17+0.00586078j 1.98503e-17+0.00701113j -2.24509e-17-8.98551e-05j -5.50999e-17-0.00282571j -4.59516e-17+0.00610281j -7.72533e-17+0.0058766j -1.26424e-16-0.00930823j -3.72288e-17-0.00386143j -4.80548e-17+0.000866008j 4.496e-17+0.00567816j 4.22917e-17-0.00130298j -3.89757e-17-0.00144164j 1.06215e-18-0.0025134j 2.58638e-17+0.00112783j 1.02027e-17-0.0014139j 6.82776e-17+0.000384026j -1.22349e-16+0.00197097j 8.08755e-15-0.00980994j 6.57839e-15-0.000659549j 2.00567e-15+0.0019923j 9.79289e-17-0.00767224j -1.02367e-15+0.00689948j -4.77085e-17+0.0031075j 5.38526e-17-0.000997191j 6.3859e-17+0.00403073j -1.5367e-16+0.00316621j 6.7352e-17+0.00170264j 2.32112e-17-0.00353003j 1.33014e-17+0.00106782j 9.98908e-18-0.00190613j 6.04619e-17+0.00322932j 1.71577e-16-0.0110963j 7.59443e-17-0.00159639j -2.4284e-17-0.00528585j -5.35466e-18+3.62311e-05j 9.15986e-18-0.00298431j 1.96674e-18-0.00192405j -1.22793e-17+0.00261857j 5.13394e-18+0.00700909j -1.03532e-17+0.00375089j -3.26979e-18+0.00137386j -8.65795e-17-0.00812796j 3.79917e-17+1.19738e-05j -2.33289e-17+0.0029336j -3.73782e-17-0.00632417j 1.09147e-17-0.00098742j 1.98437e-18-0.00425181j 6.87078e-17+0.00370814j -8.165e-18+0.00151162j 8.5782e-18+0.00708546j -3.56749e-17-0.00511372j -6.7889e-18-0.000998116j -2.6969e-17-0.00198061j 2.74779e-17+0.00623403j 2.00181e-17+0.000909302j -2.36934e-17+0.00485018j 8.44144e-16+0.00204082j 
1.22632e-16+0.000426455j 1.91256e-16+0.00175157j -1.30924e-16+0.00189597j 1.50007e-16+0.00385688j -1.75029e-16+0.00147715j -5.48514e-17+1.56264e-05j -1.47804e-16-0.00257849j 5.44127e-17+0.00681269j -4.89695e-17+0.00279114j 1.95504e-16+7.48307e-05j -6.80338e-17-0.00384118j 2.64823e-17-0.00173293j -1.66177e-16-0.00365577j -1.18014e-16+0.00540261j 1.16723e-16-0.00263109j -1.18003e-16-0.00551375j 9.25422e-17-0.002278j 4.95971e-17-0.00470196j -1.47711e-16-0.00544508j -8.37701e-17-0.00128971j -1.55262e-16+0.00118455j -7.63421e-17+0.00511665j -1.54465e-17-4.00472e-05j 1.83067e-16+0.00243725j -1.29636e-16+0.00375528j 6.14885e-17+0.0100485j 2.77703e-16-0.00181183j 1.30784e-16-0.000502753j 2.2906e-17+0.00123415j 1.28916e-17+0.00482761j 7.75372e-17+0.000567497j 2.8723e-17+0.0016174j 1.88814e-16+0.00160353j -5.97834e-17-0.000203004j -2.95299e-17-0.00262495j -4.94003e-16-0.00454229j 4.82786e-17+0.00602737j 8.97426e-15-0.010824j 7.21226e-15-0.000700167j 2.15435e-15+0.00216593j 1.76542e-16-0.00460229j -5.4276e-16+0.00267633j -7.6906e-17+0.00230736j 6.8791e-17+0.000335932j -1.11864e-16+8.70259e-05j -1.369e-16+0.000406147j 2.58976e-17-0.000142669j 4.13853e-18-0.00533765j -1.47569e-18+0.0014061j 1.25193e-16+0.00195254j -3.09123e-16-0.00474241j 2.72037e-16-0.00867853j -2.74697e-17-0.00479387j 1.68157e-16-0.000369147j 3.5005e-18-1.83561e-05j -9.92076e-17-0.00602162j 1.24463e-16+0.00300301j -9.47539e-17+0.000691464j -1.32498e-16+0.00397525j 2.16341e-17+0.00503824j 1.74951e-17+0.0025745j 1.55245e-16-0.00339643j -1.19956e-16-0.00419387j 1.09286e-16+0.00662854j 1.68959e-16-0.00165294j -2.15925e-17-0.00205008j 4.76148e-17-0.00331891j -2.05382e-16-0.00216561j 5.16874e-17+0.00338336j -5.03285e-17+0.00618182j 1.49454e-16-0.000821638j 5.35309e-17+0.000645307j 1.77236e-16+0.00351463j -1.40061e-16+0.00214006j -1.6203e-16-0.00350116j -1.12628e-16-0.000271253j -1.04064e-15-0.00192178j 
1.80893e-15+0.00381396j -9.19266e-17-0.00352559j 1.75744e-16+0.0051144j -1.66619e-16-0.00132025j 2.085e-16+0.00584209j 6.54092e-17+0.00147628j 1.75209e-16+0.00228412j -5.62651e-17+0.00335968j 6.39305e-17+0.00338134j -2.35649e-16-0.00523259j 4.37321e-17-0.00146258j -3.44405e-17-0.00200828j 1.864e-16+0.0019057j 1.17986e-16+0.00671229j -1.545e-16-0.00541929j 1.96934e-16+0.000906906j -1.06054e-18-0.00241869j -2.06549e-17-0.00406603j 1.0774e-16-0.000695971j 7.2273e-17+0.000928158j 2.48447e-16+0.00527318j 9.84886e-17+0.00577409j -2.0178e-17-7.76866e-05j -2.23211e-16-0.00297672j 5.43988e-17+0.00512688j -1.73552e-16+0.0040082j -3.79562e-16-0.00838502j -1.52086e-16-0.00351438j -5.51816e-17+0.00062628j 7.79094e-17+0.0045776j -2.44826e-17-0.00129229j -1.24423e-16-0.00157267j -1.41006e-16-0.00256624j 7.06193e-17+0.00107697j 4.15214e-17-0.000934444j 2.6476e-16+0.00101249j -2.21339e-16+0.000960711j 6.21643e-15-0.00755j 5.06881e-15-0.000511586j 1.55307e-15+0.00153799j -3.6149e-17-0.00646246j -7.42876e-16+0.00602269j -3.6547e-18+0.00255351j 2.43281e-18-0.000974808j 1.89876e-16+0.00373166j -4.19574e-17+0.00288252j 1.11849e-16+0.00160221j 5.84937e-17-0.00250853j 6.67433e-18+0.000788919j -1.15085e-16-0.00205253j 3.18414e-16+0.00368443j 2.60566e-17-0.00905466j 1.53784e-16-0.000790836j -1.90189e-16-0.00485683j -3.95007e-18+3.63058e-05j 9.40627e-17-0.00190285j -1.50448e-16-0.00222083j 5.99769e-17+0.00233261j 1.22744e-16+0.00593698j -3.60394e-17+0.00275691j -3.31823e-17+0.000904533j -2.49225e-16-0.00705988j 1.62735e-16+0.000616584j -1.26034e-16+0.00176813j -1.98922e-16-0.00563601j 3.83351e-17-0.000621267j -4.12381e-17-0.00347044j 2.57507e-16+0.00375721j -5.98509e-17+0.000915723j 5.85318e-17+0.00568936j -1.81243e-16-0.00463161j -5.98202e-17-0.00102033j -1.99975e-16-0.00234723j 1.70193e-16+0.00548195j 1.59957e-16+0.00135013j 1.41757e-16+0.00454458j 1.04376e-15+0.0021732j 
-1.67839e-15-0.00419772j -1.09719e-16+0.00868241j -8.116e-19-0.00266577j 2.24383e-18+0.0104148j -1.58469e-18-0.00458605j -6.64602e-18-0.00195926j 1.49439e-18-0.00885593j 5.34809e-18+0.0107078j 4.94907e-18+0.00167864j 1.84969e-17+0.0072359j -4.25993e-17-0.00662048j -6.23371e-18-0.00116526j -2.98411e-18-0.0107556j -1.12815e-17+0.00302328j -3.08594e-17+0.00143249j 1.31559e-16-0.0135644j 9.21486e-17-0.00183067j 2.79153e-17-0.00502997j -4.47464e-17-0.0112454j -3.04254e-17-0.00414006j -6.229e-17-0.00447235j 5.16387e-18+0.00365068j -1.42633e-17+1.5321e-05j 5.93352e-17+0.00947544j -1.27217e-17+0.00147835j -4.3943e-17+0.0170732j 1.4011e-16+0.0072722j 5.65718e-17+0.00362228j 9.34081e-17+0.0019159j 9.37693e-17+0.00462012j -2.87937e-17+0.0030157j -1.44049e-16+0.00574403j 9.93376e-17+0.00705516j -5.92164e-17-0.00190913j 2.20641e-18-0.00461212j -8.8107e-16-0.011533j -4.38939e-17+0.0121909j 1.16832e-14-0.0140243j 9.28978e-15-0.000875836j 2.72766e-15+0.00276956j -1.11042e-17-0.0015697j 3.69446e-16-0.00214635j -3.48253e-17+0.00171427j -1.7954e-17+0.0020686j 5.38675e-18-0.00484615j 1.13081e-16-0.00298492j 1.44263e-16-0.00248362j 9.82754e-17-0.00855653j -3.87101e-17+0.00208102j -4.02513e-17+0.00714227j -1.47572e-16-0.0155902j 1.52505e-16-0.0071903j 8.57059e-17-0.00965996j -8.59747e-18+0.00573473j 2.00169e-17-9.01231e-05j -3.01622e-17-0.0109054j -1.1955e-16+0.00972048j -3.47166e-17-0.00160357j -1.97684e-17+0.000876279j -7.21546e-18+0.00755095j -3.96808e-17+0.00453962j 2.86788e-17+0.00193594j 4.77824e-18-0.0102184j 1.82031e-17+0.0124456j 2.08734e-17+0.00391428j 1.21772e-17-0.00374866j 1.55287e-19-0.00273939j -7.30666e-17-0.00992186j -4.07784e-18+0.00633466j 2.15468e-18+0.0061489j 1.28026e-17+0.00441786j -4.38801e-18+0.00282245j -1.83759e-18+0.0110362j 1.3832e-17-0.00261604j -5.05062e-17-0.0096591j 2.16876e-16-0.00674609j -3.2491e-15-0.00723643j 
8.81662e-16+0.00230077j 1.33053e-16-0.00427321j -5.54791e-17+0.00176078j 5.99761e-17-0.00480208j -7.17313e-17+0.00270008j -1.88608e-17+0.00104005j -6.21735e-17+0.00421259j 1.8745e-17-0.00441213j -2.37004e-17-0.000373949j 7.0488e-17-0.00381665j -1.15551e-19+0.00279638j 1.49028e-17+0.000297311j -6.62951e-17+0.00501957j -4.05149e-17-0.000604217j 6.78983e-17-0.00124347j -1.31092e-16+0.00616384j -2.47349e-17+0.00054905j 1.02508e-18+0.00179569j -2.94245e-17+0.00494894j -1.46171e-17+0.0019538j -3.28929e-17+0.00258594j -3.53491e-17-0.000989073j 5.11932e-18-1.54949e-05j 4.14491e-17-0.00456658j -3.82168e-17-9.01384e-05j 5.95532e-17-0.00718512j 3.66676e-17-0.00418376j 2.06553e-17-0.00201022j -4.32803e-17-0.000786649j -5.74685e-17-0.00155556j 4.36595e-17-0.00149177j 1.0413e-16-0.00274247j 1.30436e-17-0.00343909j 1.0128e-17+0.000973202j -1.40741e-17+0.00195748j 3.40401e-16+0.00526761j 5.91874e-17-0.00534208j -4.52973e-15+0.00542813j -3.58761e-15+0.000334533j -1.04695e-15-0.00106673j 6.57258e-17-1.76844e-05j -3.30481e-16+0.00162971j -3.68438e-18-0.000482013j 3.23033e-17-0.00103311j -5.42042e-17+0.00258145j -1.06866e-16+0.00165501j -8.58333e-17+0.00128844j -6.13399e-17+0.00354532j 2.18029e-17-0.000842349j 7.29385e-17-0.00342085j -3.73264e-17+0.00737848j -5.3106e-18+0.00220604j -7.17249e-17+0.00422971j 7.40585e-17-0.00310385j -1.03616e-17+4.43235e-05j -2.14567e-17+0.00466261j 1.22306e-16-0.00459197j -1.45915e-17+0.000976381j -4.05139e-17+0.000269138j 1.40661e-17-0.00306821j 3.16493e-17-0.0019284j 5.27592e-17-0.0016511j -5.42248e-17+0.00463598j 3.43067e-17-0.00536604j 5.76529e-17-0.00237688j -1.71631e-17+0.0016064j 1.84217e-17+0.000838156j -4.32457e-17+0.00485299j 2.37224e-17-0.00272949j -2.20491e-17-0.00211514j 5.47621e-17-0.00249018j 2.44901e-17-0.00137513j 7.37604e-17-0.00519413j -6.65711e-17+0.00177946j -3.48237e-17+0.00446762j -1.7519e-16+0.00352115j 1.4987e-15+0.00347637j 
1.55952e-16+0.000468271j 4.54238e-17-0.0011738j -2.74804e-17+0.000170725j 2.78872e-17-0.00154484j -3.40939e-17+0.000432782j -9.51771e-18+0.000232857j -2.92484e-17+0.00125897j 8.84832e-18-0.00181019j -1.1107e-17-0.000418068j 3.51564e-17-0.000870311j -1.64572e-18+0.00109031j 6.67257e-18+0.000274266j -3.09737e-17+0.00156988j -1.88616e-17-0.00078223j 3.03158e-17+3.39054e-05j -5.37243e-17+0.00205025j -9.91821e-18+0.000396241j 7.17012e-19+0.000967369j -1.39156e-17+0.00176785j -8.00505e-18+0.000595127j -2.47449e-17+0.000442001j -1.67152e-17-0.000834901j 3.40383e-18+1.29054e-06j 2.5149e-17-0.00132198j -1.34087e-17-0.000469276j 3.01346e-17-0.00282285j 3.25373e-17-0.000727617j 1.45495e-17-0.000393576j -1.06336e-17-0.000325075j -2.43467e-17-0.000928195j 1.41898e-17-0.000404514j 4.18237e-17-0.000812292j 1.00637e-17-0.000967852j -3.91867e-19+0.000243907j -6.83555e-18+0.000755582j 1.02233e-16+0.00173184j 3.36509e-17-0.00192619j -2.09497e-15+0.00251903j -1.67168e-15+0.000159202j -4.94081e-16-0.000499676j 2.00294e-17+0.0005462j -4.32582e-17+4.78547e-05j 7.12512e-19-0.000384622j 8.81293e-18-0.000273318j -2.84674e-17+0.000572193j -2.8721e-17+0.00032496j -3.61894e-17+0.000307839j -2.40507e-17+0.00143823j 6.62251e-18-0.000358202j 2.90017e-17-0.00100546j -2.77883e-17+0.00223216j -9.37998e-18+0.00153537j -3.34184e-17+0.00152768j 3.37105e-17-0.000656366j -3.15272e-18+1.21976e-05j -1.14167e-17+0.00177215j 4.74809e-17-0.00139535j -6.89886e-18+0.000137693j -1.88844e-17-0.000414489j 6.61779e-18-0.00129476j 1.21989e-17-0.000742988j 3.12319e-17+3.34021e-05j -2.63971e-17+0.00154764j 1.76032e-17-0.00200346j 2.89942e-17-0.000338826j -7.78237e-18+0.000607623j 7.8355e-18+0.000585927j -2.76575e-17+0.00135414j 1.07697e-17-0.00102048j -1.01646e-17-0.00121638j 2.72366e-17-0.000463774j 1.09766e-17-0.000387491j 3.41056e-17-0.00159241j -3.04863e-17+0.000145762j -1.90188e-17+0.00142683j -6.42471e-17+0.000827101j 4.34335e-16+0.00101431j 
-2.36229e-15-0.00540202j -1.25744e-16+0.00530369j -4.25992e-17-0.00705259j 1.98178e-17+0.0024487j -3.46636e-17-0.00815555j -1.35696e-17-0.00211257j -2.73203e-17-0.00364472j 5.5907e-18-0.00382833j -1.2137e-17-0.00444054j 4.82689e-17+0.0075067j 1.88334e-19+0.0015401j 4.91866e-18+0.00262651j -2.37168e-17-0.00325831j -8.54708e-18-0.00883485j 2.25195e-17+0.00738311j -1.4203e-17-0.00209601j -3.52315e-17+0.00313566j -1.10403e-17+0.00514524j 1.0088e-17+0.000210101j -5.95716e-18-0.00151601j -1.10988e-16-0.00738285j -1.90185e-17-0.00753218j 2.36791e-17+0.000105502j 6.54646e-17+0.00461649j 5.44519e-17-0.00680176j 7.83472e-17-0.00428973j 1.55735e-16+0.01175j 4.66009e-17+0.00496183j 6.84081e-17-0.000718816j -3.64597e-17-0.00585992j -5.50986e-17+0.00193327j 2.0282e-17+0.00248665j 8.048e-18+0.00390798j -3.66024e-17-0.00157215j -1.01804e-17+0.000959278j -1.99965e-16-0.00210687j 1.29847e-16-0.000505201j -7.60962e-15+0.00925143j -6.22045e-15+0.000631681j -1.9116e-15-0.00189022j -1.1867e-16+0.00859263j 1.23581e-15-0.00824097j 5.11202e-17-0.00332455j -6.61629e-17+0.001445j -6.75672e-17-0.00533318j 1.9656e-16-0.00407063j -5.42434e-17-0.00231584j -1.08295e-17+0.00282219j -2.11408e-17-0.000926953j -2.19975e-17+0.0032225j -8.11839e-17-0.00596345j -1.79368e-16+0.011717j -7.1415e-17+0.000440109j 2.03309e-17+0.00690426j 9.11346e-18-5.46623e-05j -1.17335e-17+0.00185569j -2.54664e-17+0.00361541j 1.16548e-17-0.00324163j -4.38306e-18-0.00793048j 9.82831e-18-0.00322128j -3.19341e-18-0.000923721j 9.71889e-17+0.00962272j -3.81096e-17-0.00148937j 2.55262e-17-0.00157498j 3.97955e-17+0.00783493j -9.67858e-18+0.000593719j -3.8605e-18+0.00449191j -8.22744e-17-0.00569531j 6.81466e-18-0.000822857j -7.63402e-18-0.00725686j 3.72596e-17+0.00651623j 5.14462e-18+0.00155492j 2.41289e-17+0.00387043j -2.40829e-17-0.00754384j -2.50852e-17-0.00244008j 6.50799e-17-0.0065495j -1.4347e-15-0.00339093j 
-1.63637e-15-0.00374558j -9.94299e-17+0.00344644j -2.08897e-17-0.00503255j 3.56292e-18+0.00126683j -1.22755e-17-0.00574347j -5.63635e-18-0.0014487j -9.04718e-18-0.00222211j 8.94741e-20-0.00334728j -5.24297e-18-0.00333865j 2.01147e-17+0.00513387j 5.57106e-18+0.00146369j 1.74465e-18+0.00198348j -5.17522e-18-0.00184279j 2.31186e-18-0.00662651j 8.34002e-18+0.00533718j -4.22178e-18-0.000848923j -3.27404e-17+0.00239024j -1.16577e-17+0.00402469j 1.80325e-17+0.000723375j 2.12038e-18-0.000901163j -6.61157e-17-0.00518306j -8.19619e-18-0.00570379j 1.79373e-17+7.65269e-05j 3.23058e-17+0.00290277j 4.73543e-17-0.00505861j 5.15546e-17-0.00400768j 8.77135e-17+0.00824119j 2.27075e-17+0.00345219j 4.47648e-17-0.000623702j -2.81589e-17-0.0045276j -4.34837e-17+0.00126383j 1.48469e-17+0.00153115j -9.10678e-18+0.00250619j -2.05205e-17-0.00105526j -5.15613e-18+0.000936419j -9.06011e-17-0.000959746j 8.86082e-17-0.000987475j -6.16733e-15+0.0074888j -5.02828e-15+0.000507191j -1.53869e-15-0.00152523j -9.52234e-17+0.00637543j 8.98058e-16-0.00592959j 4.17895e-17-0.00252275j -5.08432e-17+0.000954025j -3.98351e-17-0.0036623j 1.45339e-16-0.00283146j -4.24407e-17-0.00157109j -9.64889e-18+0.00250113j -1.40425e-17-0.000784568j -2.33193e-17+0.00199951j -3.30946e-17-0.00358008j -1.47323e-16+0.00894929j -4.97757e-17+0.000811621j 2.87054e-18+0.00476847j 5.79692e-18-3.54883e-05j -8.78021e-19+0.0019119j -2.4281e-17+0.00215685j 1.53137e-17-0.00229399j 6.382e-18-0.00585515j 5.54139e-18-0.00274263j -2.73144e-18-0.000906695j 5.70344e-17+0.00695268j -1.85924e-17-0.000573855j 1.0081e-17-0.00178421j 1.59485e-17+0.00554256j -5.52819e-18+0.000624846j -5.98394e-18+0.00343j -4.23248e-17-0.00367063j 1.30494e-18-0.000923685j -1.9389e-18-0.00562857j 1.56536e-17+0.00455083j 1.16691e-20+0.000996396j 4.79118e-18+0.00227708j -7.5283e-18-0.00539502j -5.56796e-18-0.00129878j 4.95255e-17-0.00445732j -8.77196e-16-0.00211815j 
-1.27665e-16-0.000130121j -1.95791e-17-0.00242517j -4.80532e-19-0.00174522j -1.1796e-17-0.00470532j 8.59352e-18-0.0011767j 4.67964e-18+0.000126911j 6.62596e-18+0.00328379j -7.19251e-18-0.00775058j -1.27803e-18-0.00297787j -1.41202e-17-0.000604299j 2.98621e-17+0.00441252j 1.8084e-18+0.00185784j 1.26063e-17+0.00452444j 1.68833e-17-0.00574757j 1.0003e-17+0.00258722j -5.68921e-17+0.00663007j -7.18409e-17+0.00246399j -2.45941e-17+0.00517713j 4.48414e-17+0.00639069j 2.32489e-17+0.00162137j 5.74409e-18-0.000885651j -7.54552e-19-0.00550078j 1.86082e-17+3.98522e-05j -2.60796e-17-0.00318448j 4.44512e-17-0.00394961j 4.59333e-17-0.0115252j -4.18861e-17+0.00132317j -2.57974e-17+0.000250147j -2.202e-17-0.00140231j -6.32373e-17-0.00527578j -1.74509e-17-0.000800516j 7.67026e-17-0.00207359j -6.99667e-17-0.00215503j 2.23188e-17+0.000346921j -1.53503e-18+0.0030218j 4.21825e-16+0.00548807j 6.83168e-17-0.00705535j -1.00323e-14+0.0120962j -8.05507e-15+0.000780174j -2.40403e-15-0.00241781j -6.42545e-17+0.00482279j 3.80889e-16-0.00258144j 4.76106e-17-0.00248554j -2.62493e-17-0.000494542j -1.60212e-17+0.00026442j 3.96863e-17-0.0001978j -9.72988e-17+0.000327096j -5.40696e-17+0.00608466j 1.10347e-17-0.00159027j -4.29918e-18-0.00251844j 7.9589e-17+0.00598871j -1.82498e-16+0.00940286j -6.82737e-17+0.00560884j -8.42102e-18-4.06072e-05j -6.77977e-18+2.5352e-05j 2.27088e-17+0.00695571j 3.40831e-17-0.00378114j 3.38644e-17-0.000590437j 2.46122e-17-0.00413073j 4.88254e-18-0.00570502j 1.63965e-17-0.0029649j 5.51706e-18+0.00333347j -2.83267e-18+0.00503575j -1.24158e-17-0.00768894j -1.54233e-17+0.00140553j -7.31076e-18+0.00237071j -7.55837e-18+0.00359516j 2.89511e-17+0.00293914j -1.64213e-18-0.00392331j 2.10526e-18-0.00677269j -9.97951e-18+0.000518352j -2.3896e-18-0.000866025j -1.14027e-17-0.00440051j 7.92781e-19-0.00199856j 3.5324e-17+0.00428629j -6.82967e-17+0.000769521j 1.17723e-15+0.00249383j 
-2.76176e-16-0.000681459j -8.35113e-17-0.000202057j 4.4419e-17-0.00142722j -5.4006e-17-0.00131678j 6.17691e-17-0.0013633j 1.91488e-17-0.00020583j 5.23326e-17+0.000690678j -1.98198e-17-0.00309614j 1.69509e-17-0.00153978j -6.81937e-17+0.000679064j 2.60168e-17+0.00168727j -9.29607e-18+0.000943679j 5.96461e-17+0.00115958j 4.33643e-17-0.00300309j -4.08394e-17+0.00175351j 4.08908e-17+0.00201514j -3.95704e-17+0.00121056j -2.00896e-17+0.00237333j 5.68959e-17+0.00220542j 3.10859e-17+0.000374466j 4.70205e-17-0.00117286j 2.64489e-17-0.00276525j 8.49072e-18+2.60403e-05j -6.22403e-17-0.000542191j 5.44558e-17-0.00214982j -1.40531e-17-0.00443854j -8.90439e-17+0.00183717j -4.46678e-17+0.000670503j -2.48086e-18-0.00056327j -9.93844e-18-0.00249127j -3.45012e-17-4.51638e-05j -6.69349e-18-0.000414304j -7.10425e-17-0.000274474j 1.92202e-17-6.70257e-05j 9.92643e-18+0.00114423j 1.74881e-16+0.00162419j -3.61499e-18-0.00246702j -4.32093e-15+0.00521851j -3.48246e-15+0.000340707j -1.04533e-15-0.00104792j -7.85417e-17+0.00265897j 3.30089e-16-0.0018527j 3.46713e-17-0.00124019j -3.25537e-17+1.65988e-06j 3.4545e-17-0.000538714j 7.0703e-17-0.000547542j -1.73602e-17-0.000161495j -3.98746e-18+0.00240904j -1.19998e-18-0.000651951j -4.86374e-17-0.000479317j 1.08851e-16+0.00134021j -1.22869e-16+0.00459024j 1.52697e-18+0.00196576j -6.05966e-17+0.000800362j -5.97279e-19+2.20436e-06j 3.62384e-17+0.00259228j -4.76991e-17-0.000863845j 3.71298e-17-0.000583755j 4.9336e-17-0.00234474j -6.94607e-18-0.00232656j -6.36479e-18-0.00112062j -4.80485e-17+0.00227226j 4.07243e-17+0.00154267j -3.83779e-17-0.00280937j -5.9203e-17+0.00140357j 6.8817e-18+0.000878956j -1.82191e-17+0.00175648j 6.89688e-17+0.000331252j -1.85469e-17-0.00143576j 1.79763e-17-0.00316679j -5.20748e-17+0.000945331j -1.94105e-17-0.000112135j -6.36743e-17-0.00104511j 4.96218e-17-0.0015716j 5.85698e-17+0.00117482j 4.62322e-17-0.000509803j 2.78375e-16+0.000451058j 
