-0.00365142-0j -0.000645485-0j -5.37904e-05-0j -0.00317498-0j -0.000529163-0j -0.000324045-0j -6.61453e-05-0j -3.89765e-06-0j -0.00199545-0j -0.00201613-0j -0.000322015-0j -0.000325352-0j -0.000262924-0j -3.79498e-05-0j -0.000265649-0j -3.28655e-05-0j -3.83431e-05-0j -3.87324e-06-0j -3.32061e-05-0j -1.76788e-07-0j -3.91338e-06-0j -1.7862e-07-0j -0.00147801-0j -0.00182894-0j -0.00106688-0j -0.000233694-0j -0.000289181-0j -0.000184751-0j -0.000168689-0j -0.000123167-0j -2.66665e-05-0j -0.000228618-0j -3.07918e-05-0j -0.000152412-0j -3.29981e-05-0j -0.00013336-0j -1.08866e-05-0j -8.89069e-05-0j -2.56599e-06-0j -1.92489e-05-0j -2.72164e-06-0j -3.81029e-05-0j -1.34714e-05-0j -2.26803e-07-0j -2.22267e-05-0j -3.17525e-06-0j -3.36786e-06-0j -7.85833e-06-0j -8.45246e-09-0j -1.85223e-06-0j -1.96458e-06-0j -2.80655e-07-0j -1.63715e-07-0j -1.04594e-08-0j -6.10131e-09-0j 
-0.00119819-0j -2.28114e-05-0j -5.78322e-06-0j 2.37204e-06-0j 0.00821366-0j 2.42095e-07-0j -4.72456e-06-0j -5.59706e-07-0j 1.49081e-06-0j 1.50626e-06-0j -1.138e-05-0j -1.14979e-05-0j -8.62767e-05-0j 0.00119057-0j -8.71708e-05-0j -1.16146e-06-0j 0.0012029-0j -4.16427e-07-0j -1.1735e-06-0j -3.17667e-08-0j -4.20742e-07-0j -3.20959e-08-0j 1.10422e-06-0j 1.36641e-06-0j 7.97071e-07-0j -8.2587e-06-0j -1.02196e-05-0j 1.38028e-07-0j -5.96145e-06-0j 0.0118075-0j -1.90471e-06-0j 1.70801e-07-0j 0.000477951-0j 0.0146111-0j -2.35695e-06-0j 9.96339e-08-0j 8.13338e-09-0j 0.00852312-0j 0.000121172-0j -1.37489e-06-0j -1.94398e-07-0j 0.000591434-0j 1.00645e-08-0j -3.25691e-08-0j 0.000345003-0j 0.000149942-0j -2.40555e-07-0j 5.87099e-09-0j -1.82383e-09-0j 8.74663e-05-0j -1.40324e-07-0j -4.03023e-08-0j -2.35096e-08-0j -2.25687e-09-0j -1.31651e-09-0j 
2.50581e-06-0j -0.000128746-0j 3.69141e-08-0j -0.000426808-0j 3.63142e-07-0j 0.0124801-0j -1.3193e-05-0j 2.6748e-09-0j 1.3694e-06-0j 1.38359e-06-0j -4.32881e-05-0j -4.37367e-05-0j -5.24417e-05-0j 2.60434e-08-0j -5.29851e-05-0j 0.00126577-0j 2.63133e-08-0j -7.72539e-07-0j 0.00127888-0j 1.21322e-10-0j -7.80544e-07-0j 1.2258e-10-0j 1.0143e-06-0j 1.25513e-06-0j 7.32157e-07-0j 1.60374e-07-0j 1.98453e-07-0j 0.00721834-0j 1.15764e-07-0j 8.45246e-08-0j -3.58475e-06-0j 0.00893224-0j -6.1416e-06-0j 1.04594e-07-0j -4.4359e-06-0j 0.00521047-0j -0.0399184-0j 6.10131e-08-0j 1.76093e-09-0j -2.58761e-06-0j 0.00010482-0j -7.59984e-06-0j -0.0493965-0j -4.52371e-08-0j -4.43324e-06-0j 2.17904e-09-0j 0.000129708-0j -0.0288146-0j 5.80057e-12-0j 1.27111e-09-0j 7.56631e-05-0j -5.59781e-08-0j -3.26539e-08-0j 7.17784e-12-0j 4.18707e-12-0j 
8.60779e-05-0j 1.50252e-05-0j 0.00552163-0j 0.0001006-0j -0.00179516-0j -5.24151e-08-0j -0.000146686-0j 0.00165261-0j -3.2277e-07-0j -3.26115e-07-0j -0.0014683-0j -0.00148352-0j 6.19813e-06-0j 0.0122653-0j 6.26236e-06-0j 7.65025e-07-0j 0.0123924-0j 0.000397591-0j 7.72953e-07-0j 0.000189377-0j 0.000401711-0j 0.00019134-0j -2.39072e-07-0j -2.95836e-07-0j -1.72571e-07-0j 5.43979e-06-0j 6.73139e-06-0j 5.85387e-06-0j 3.92665e-06-0j 5.82698e-06-0j 0.011584-0j 7.24379e-06-0j -0.00010446-0j 7.21051e-06-0j 0.0143345-0j 4.22554e-06-0j -1.76093e-09-0j 4.20613e-06-0j -0.038388-0j 0.00836179-0j -6.03558e-06-0j -0.000129263-0j -2.17904e-09-0j 9.6165e-05-0j -7.54031e-05-0j -0.0475027-0j -7.46865e-06-0j -1.27111e-09-0j 1.82036e-05-0j -0.0277099-0j -4.35671e-06-0j 0.000118998-0j 6.94156e-05-0j 2.25258e-05-0j 1.31401e-05-0j 
-0.000846281-0j -9.89378e-05-0j 4.26248e-08-0j 2.51592e-06-0j -0.000122643-0j 0.00475384-0j -1.01385e-05-0j 3.08859e-09-0j 1.58124e-06-0j 1.59763e-06-0j 2.55172e-07-0j 2.57816e-07-0j 0.011787-0j -8.79555e-06-0j 0.0119091-0j 0.000482148-0j -8.8867e-06-0j -5.93677e-07-0j 0.000487145-0j 1.40091e-10-0j -5.9983e-07-0j 1.41543e-10-0j 1.17121e-06-0j 1.44929e-06-0j 8.45422e-07-0j 1.85184e-07-0j 2.29154e-07-0j -2.8318e-05-0j 1.33673e-07-0j 0.00414601-0j 2.11311e-08-0j -3.50418e-05-0j 0.00138041-0j 0.00513042-0j 2.61485e-08-0j -2.0441e-05-0j 0.000484143-0j 0.00299275-0j -5.94713e-07-0j 1.52533e-08-0j 3.99273e-05-0j 0.00170817-0j 0.000599096-0j -3.47637e-08-0j 0.000996433-0j -7.3592e-07-0j 4.94076e-05-0j 0.000349473-0j 6.69792e-12-0j -4.29287e-07-0j 2.88211e-05-0j -4.30178e-08-0j -2.50937e-08-0j 8.28825e-12-0j 4.83481e-12-0j 
-6.26453e-07-0j -0.00204793-0j -0.000126523-0j 0.000106702-0j 8.67956e-06-0j -0.00102924-0j 0.00982083-0j -1.84643e-05-0j -3.42349e-07-0j -3.45897e-07-0j -0.00103464-0j -0.00104536-0j 8.72524e-06-0j -2.91299e-05-0j 8.81566e-06-0j 0.00998003-0j -2.94318e-05-0j 0.00176221-0j 0.0100835-0j -1.40069e-06-0j 0.00178048-0j -1.4152e-06-0j -2.53574e-07-0j -3.13782e-07-0j -1.83039e-07-0j 3.83315e-06-0j 4.74328e-06-0j -0.00120099-0j 2.76691e-06-0j -2.11311e-08-0j 0.00400959-0j -0.00148615-0j -9.7693e-05-0j -2.61485e-08-0j 0.00496162-0j -0.000866918-0j -0.00010482-0j -1.52533e-08-0j -6.03558e-06-0j 0.00289428-0j -0.0386761-0j -0.000120889-0j -0.000129708-0j 0.000207825-0j -7.05185e-05-0j -7.46865e-06-0j -0.0478593-0j -7.56631e-05-0j -1.00662e-07-0j -4.35671e-06-0j -0.0279179-0j 0.00025717-0j 0.000150016-0j -1.24563e-07-0j -7.26619e-08-0j 
0.000172746-0j -0.00096041-0j -0.000119287-0j -5.13561e-07-0j -0.00239341-0j 1.01385e-05-0j 0.00460565-0j -1.74083e-05-0j -3.2277e-07-0j -3.26115e-07-0j 4.97976e-06-0j 5.03137e-06-0j -0.00119679-0j 0.00803266-0j -0.00120919-0j -9.83087e-05-0j 0.0081159-0j 0.000826421-0j -9.93275e-05-0j -1.32058e-06-0j 0.000834985-0j -1.33427e-06-0j -2.39072e-07-0j -2.95836e-07-0j -1.72571e-07-0j 3.61392e-06-0j 4.472e-06-0j 2.87525e-06-0j 2.60867e-06-0j -0.0008463-0j -1.92983e-05-0j 3.55795e-06-0j 0.0133999-0j -0.00104724-0j -2.38804e-05-0j 2.07547e-06-0j 5.118e-07-0j -0.000610892-0j 0.00166433-0j -1.39303e-05-0j 0.000380981-0j 0.0165816-0j 6.3332e-07-0j 9.7463e-05-0j 0.00967258-0j 0.0020595-0j 0.00047144-0j 3.69437e-07-0j -9.49053e-08-0j 0.00120138-0j 0.000275006-0j 0.000120604-0j 7.03525e-05-0j -1.17439e-07-0j -6.85063e-08-0j 
5.22045e-08-0j 0.000170666-0j -0.00201589-0j -8.89184e-06-0j -1.45416e-06-0j -8.96129e-07-0j -0.00251238-0j 0.00668659-0j 2.85291e-08-0j 2.88247e-08-0j 0.000173342-0j 0.000175138-0j -3.61672e-07-0j 1.49816e-05-0j -3.6542e-07-0j 1.74696e-05-0j 1.51368e-05-0j 0.0139661-0j 1.76506e-05-0j 0.0015834-0j 0.0141108-0j 0.0015998-0j 2.11311e-08-0j 2.61485e-08-0j 1.52533e-08-0j -6.42199e-07-0j -7.9468e-07-0j 4.97824e-05-0j -4.63564e-07-0j 1.76093e-09-0j -0.00206214-0j 6.16026e-05-0j 8.14135e-06-0j 2.17904e-09-0j -0.00255177-0j 3.59349e-05-0j -4.52371e-08-0j 1.27111e-09-0j -9.6165e-05-0j -0.00148853-0j -0.000207825-0j 1.00744e-05-0j -5.59781e-08-0j -0.037436-0j 5.87674e-06-0j -0.000118998-0j -0.00025717-0j -3.26539e-08-0j 0.00023033-0j -6.94156e-05-0j -0.000150016-0j -0.0463247-0j -0.0270227-0j 0.000285019-0j 0.000166261-0j 
6.08662e-05-0j -0.001015-0j 8.85371e-07-0j -3.63142e-07-0j -0.000417243-0j -0.00208002-0j -0.00021022-0j 8.56872e-08-0j -2.28233e-07-0j -2.30598e-07-0j 1.7422e-06-0j 1.76025e-06-0j -0.00127381-0j -6.04792e-05-0j -0.00128701-0j 0.00997901-0j -6.1106e-05-0j -1.8529e-05-0j 0.0100824-0j 4.86327e-09-0j -1.8721e-05-0j 4.91366e-09-0j -1.69049e-07-0j -2.09188e-07-0j -1.22026e-07-0j 1.26435e-06-0j 1.56455e-06-0j 6.1416e-06-0j 9.12657e-07-0j 4.12029e-06-0j 2.91597e-07-0j 7.59984e-06-0j 0.00705657-0j 5.0986e-06-0j 3.60833e-07-0j 4.43324e-06-0j 0.00665307-0j 2.97419e-06-0j -6.15536e-06-0j 2.10486e-07-0j 0.00167022-0j 0.00873206-0j 0.00823275-0j -1.44917e-06-0j 0.0050937-0j -7.61687e-06-0j 0.00206679-0j 0.00480244-0j 2.79215e-10-0j -4.44317e-06-0j 0.00120563-0j -1.79326e-06-0j -1.04607e-06-0j 3.45512e-10-0j 2.01548e-10-0j 
-1.01792e-05-0j -1.18254e-06-0j -0.00134393-0j 3.02619e-08-0j 0.000283542-0j 3.08859e-09-0j 1.74083e-05-0j 0.00445773-0j 1.90194e-08-0j 1.92165e-08-0j -5.8994e-07-0j -5.96053e-07-0j -7.32963e-07-0j -0.00292121-0j -7.40559e-07-0j -6.02105e-08-0j -0.00295148-0j -9.67711e-05-0j -6.08344e-08-0j 0.0010556-0j -9.7774e-05-0j 0.00106654-0j 1.40874e-08-0j 1.74323e-08-0j 1.01688e-08-0j -4.28132e-07-0j -5.29787e-07-0j 1.76093e-09-0j -3.09042e-07-0j 4.98687e-05-0j 7.01814e-06-0j 2.17904e-09-0j 1.64992e-05-0j 6.17094e-05-0j 8.68451e-06-0j 1.27111e-09-0j 1.03764e-10-0j 3.59972e-05-0j 0.0187509-0j 5.06596e-06-0j 7.16286e-07-0j 2.04167e-05-0j 1.28401e-10-0j 0.000259394-0j 1.19098e-05-0j 0.0232031-0j 8.86359e-07-0j 7.49006e-11-0j 0.000153553-0j 0.0135351-0j 5.17043e-07-0j 0.000320984-0j 0.00018724-0j 0.000190013-0j 0.000110841-0j 
-1.94555e-09-0j 9.93314e-08-0j 0.0003816-0j 3.31379e-07-0j 8.14309e-08-0j -1.72657e-10-0j -2.44644e-06-0j -0.00395826-0j -1.06322e-09-0j -1.07423e-09-0j -9.70691e-06-0j -9.80751e-06-0j -1.40091e-10-0j -1.40361e-06-0j -1.41543e-10-0j 5.05756e-09-0j -1.41815e-06-0j 2.74775e-05-0j 5.10997e-09-0j 0.0169224-0j 2.77623e-05-0j 0.0170977-0j -7.87511e-10-0j -9.74496e-10-0j -5.68456e-10-0j 3.59623e-08-0j 4.4501e-08-0j 1.92829e-08-0j 2.59589e-08-0j -6.56259e-11-0j 0.0001932-0j 2.38613e-08-0j 4.73844e-09-0j -8.1208e-11-0j 0.000239073-0j 1.39191e-08-0j -5.80057e-12-0j -4.73713e-11-0j 1.82036e-05-0j 0.000139459-0j -1.00662e-07-0j 5.86352e-09-0j -7.17784e-12-0j -0.00023033-0j 3.42039e-09-0j 2.25258e-05-0j -1.24563e-07-0j -4.18707e-12-0j -0.0361983-0j 1.31401e-05-0j -7.26619e-08-0j -0.000285019-0j -0.000166261-0j -0.0447932-0j -0.0261293-0j 
-8.08748e-08-0j 6.93494e-06-0j -1.1914e-09-0j -7.03222e-08-0j -1.17204e-08-0j -0.00134961-0j 7.1065e-07-0j -8.63287e-11-0j -4.41971e-08-0j -4.46551e-08-0j -7.13228e-09-0j -7.20619e-09-0j 2.82479e-06-0j -8.40547e-10-0j 2.85407e-06-0j -0.000136881-0j -8.49257e-10-0j 4.16131e-08-0j -0.000138299-0j -3.91567e-12-0j 4.20444e-08-0j -3.95624e-12-0j -3.27362e-08-0j -4.0509e-08-0j -2.36303e-08-0j -5.17605e-09-0j -6.40504e-09-0j 1.98492e-06-0j -3.73627e-09-0j -2.72802e-09-0j -5.90634e-10-0j 2.45621e-06-0j 3.3082e-07-0j -3.37575e-09-0j -7.30872e-10-0j 1.43279e-06-0j 0.0131553-0j -1.96919e-09-0j -5.68337e-11-0j -4.26342e-10-0j -1.13353e-05-0j 4.09369e-07-0j 0.0162789-0j 2.43672e-09-0j 2.38799e-07-0j -7.03282e-11-0j -1.40267e-05-0j 0.009496-0j -1.87213e-13-0j -4.10248e-11-0j -8.18225e-06-0j 3.01529e-09-0j 1.75892e-09-0j -2.31664e-13-0j -1.35137e-13-0j 
-8.78529e-06-0j 0.000296623-0j -0.000563549-0j 5.24151e-08-0j 0.000183218-0j 9.90384e-05-0j -0.00289582-0j -0.000168669-0j 3.29426e-08-0j 3.3284e-08-0j -7.65025e-07-0j -7.72953e-07-0j 0.000122361-0j -0.00125182-0j 0.000123629-0j -0.00144552-0j -0.00126479-0j 0.0078491-0j -0.0014605-0j -1.93282e-05-0j 0.00793044-0j -1.95285e-05-0j 2.44001e-08-0j 3.01936e-08-0j 1.7613e-08-0j -5.55196e-07-0j -6.8702e-07-0j -5.89959e-07-0j -4.00762e-07-0j -5.94713e-07-0j 6.03558e-06-0j -7.30037e-07-0j -0.00206221-0j -7.3592e-07-0j 7.46865e-06-0j -4.25855e-07-0j 1.00863e-05-0j -4.29287e-07-0j 0.00391796-0j 4.35671e-06-0j 0.0114042-0j -0.00255186-0j 1.24812e-05-0j 0.00189846-0j -0.00148858-0j 0.00484822-0j 0.014112-0j 7.28068e-06-0j -1.8579e-06-0j 0.00282813-0j 0.00823202-0j 0.00234922-0j 0.00137038-0j -2.29903e-06-0j -1.3411e-06-0j 
2.61022e-08-0j 0.000171102-0j 5.2718e-06-0j 2.26964e-08-0j -3.61648e-07-0j 0.000260901-0j -0.000820518-0j 7.69344e-07-0j 1.42646e-08-0j 1.44124e-08-0j -2.20076e-07-0j -2.22357e-07-0j -7.28983e-07-0j 1.21375e-06-0j -7.36537e-07-0j -0.00252983-0j 1.22632e-06-0j -0.000147231-0j -0.00255605-0j 5.8362e-08-0j -0.000148756-0j 5.89668e-08-0j 1.05656e-08-0j 1.30742e-08-0j 7.62663e-09-0j -1.59714e-07-0j -1.97636e-07-0j -5.1224e-07-0j -1.15288e-07-0j 8.80464e-10-0j 8.52873e-07-0j -6.33865e-07-0j 8.16213e-06-0j 1.08952e-09-0j 1.05538e-06-0j -3.69754e-07-0j -0.00168956-0j 6.35553e-10-0j 2.51483e-07-0j 6.15636e-07-0j 0.00980399-0j 1.01001e-05-0j -0.00209073-0j -1.73635e-05-0j 5.89173e-06-0j 3.11194e-07-0j 0.0121318-0j -0.00121959-0j 4.19426e-09-0j 1.8153e-07-0j 0.00707689-0j -2.14862e-05-0j -1.25336e-05-0j 5.19013e-09-0j 3.02758e-09-0j 
5.67088e-07-0j -1.59174e-05-0j 0.00037961-0j -3.38338e-09-0j -1.97659e-05-0j 6.67935e-08-0j 0.00031319-0j -0.00260197-0j -2.12643e-09-0j -2.14847e-09-0j 8.25324e-08-0j 8.33876e-08-0j -3.92878e-06-0j 0.000272182-0j -3.96949e-06-0j -1.62933e-06-0j 0.000275003-0j -0.00262994-0j -1.64621e-06-0j 0.00534156-0j -0.00265719-0j 0.00539691-0j -1.57502e-09-0j -1.94899e-09-0j -1.13691e-09-0j 5.98956e-08-0j 7.4117e-08-0j 1.89424e-08-0j 4.32349e-08-0j 3.83886e-08-0j -1.31231e-06-0j 2.344e-08-0j 0.000110663-0j 4.75034e-08-0j -1.6239e-06-0j 1.36733e-08-0j 3.37178e-09-0j 2.77103e-08-0j -0.00263916-0j -9.47276e-07-0j 2.59072e-05-0j 0.000136938-0j 4.17236e-09-0j 0.0145676-0j 7.98805e-05-0j -0.0032658-0j 3.20585e-05-0j 2.43388e-09-0j 0.00161816-0j -0.00190505-0j 1.87008e-05-0j 0.0180264-0j 0.0105154-0j 0.00200237-0j 0.00116805-0j 
-3.07618e-09-0j -3.03788e-05-0j 0.000118788-0j -2.6748e-09-0j 8.56872e-08-0j -1.53208e-05-0j 0.000447207-0j -0.000394011-0j -1.68109e-09-0j -1.69851e-09-0j 5.21438e-08-0j 5.26842e-08-0j 6.43782e-08-0j -8.82797e-07-0j 6.50454e-08-0j 0.000298671-0j -8.91946e-07-0j -0.00248599-0j 0.000301766-0j -9.33025e-05-0j -0.00251175-0j -9.42694e-05-0j -1.24516e-09-0j -1.54081e-09-0j -8.98807e-10-0j 3.78419e-08-0j 4.6827e-08-0j 4.52371e-08-0j 2.73157e-08-0j -1.03764e-10-0j -6.20322e-07-0j 5.59781e-08-0j -1.44917e-06-0j -1.28401e-10-0j -7.6761e-07-0j 3.26539e-08-0j 4.90045e-05-0j -7.49006e-11-0j 5.66658e-06-0j -4.47772e-07-0j -0.0035531-0j -1.79326e-06-0j 6.06399e-05-0j 0.00666366-0j -1.04607e-06-0j 7.01203e-06-0j -0.00439674-0j 3.53733e-05-0j -1.35723e-05-0j 4.09035e-06-0j -0.00256476-0j 0.00824586-0j 0.00481009-0j -1.67949e-05-0j -9.79702e-06-0j 
-1.78616e-08-0j -7.30378e-09-0j -4.21992e-05-0j 1.06566e-10-0j 8.72629e-07-0j 1.08764e-11-0j 2.16056e-07-0j 0.000585886-0j 6.69764e-11-0j 6.76704e-11-0j -3.64366e-09-0j -3.68142e-09-0j -1.28614e-09-0j -1.80657e-05-0j -1.29947e-09-0j -3.71879e-10-0j -1.82529e-05-0j -3.0386e-06-0j -3.75733e-10-0j -0.00379747-0j -3.07009e-06-0j -0.00383682-0j 4.96086e-11-0j 6.13875e-11-0j 3.58093e-11-0j -2.64428e-09-0j -3.27214e-09-0j 6.20107e-12-0j -1.90875e-09-0j -1.20913e-09-0j 8.71028e-08-0j 7.67343e-12-0j 5.0778e-08-0j -1.49622e-09-0j 1.07784e-07-0j 4.47617e-12-0j 3.65401e-13-0j -8.72794e-10-0j 0.000293381-0j 6.28741e-08-0j 8.8899e-09-0j 6.28346e-08-0j 4.52161e-13-0j 3.40926e-05-0j 3.66535e-08-0j 0.000363041-0j 1.10007e-08-0j 2.63761e-13-0j 0.0170513-0j 0.000211774-0j 6.41707e-09-0j 4.21874e-05-0j 2.46093e-05-0j 0.0211-0j 0.0123083-0j 
1.98566e-10-0j 1.96097e-06-0j -3.89469e-05-0j 1.72657e-10-0j -8.31101e-09-0j 3.26236e-07-0j -4.82969e-05-0j 0.000403988-0j 1.08514e-10-0j 1.09639e-10-0j -5.05756e-09-0j -5.10997e-09-0j -2.76563e-09-0j 1.43255e-07-0j -2.79429e-09-0j -9.55626e-06-0j 1.4474e-07-0j 0.000542452-0j -9.65529e-06-0j -0.00172713-0j 0.000548073-0j -0.00174503-0j 8.0375e-11-0j 9.9459e-11-0j 5.80178e-11-0j -3.67038e-09-0j -4.54187e-09-0j -1.94335e-09-0j -2.64942e-09-0j 6.69792e-12-0j 1.00662e-07-0j -2.40477e-09-0j 9.35447e-08-0j 8.28825e-12-0j 1.24563e-07-0j -1.40278e-09-0j 3.32247e-08-0j 4.83481e-12-0j -1.8579e-06-0j 7.26619e-08-0j 0.000190202-0j 1.15756e-07-0j 4.11135e-08-0j -0.0045471-0j 6.75242e-08-0j -2.29903e-06-0j 0.000235362-0j 2.39828e-08-0j 0.00369448-0j -1.3411e-06-0j 0.000137295-0j -0.00562674-0j -0.00328227-0j 0.00457168-0j 0.00266681-0j 
-7.65986e-12-0j -5.02133e-08-0j 4.22872e-06-0j -6.6604e-12-0j 4.27842e-10-0j 1.31487e-10-0j 1.73401e-06-0j -7.35422e-05-0j -4.18602e-12-0j -4.2294e-12-0j 2.60358e-10-0j 2.63056e-10-0j 5.30675e-11-0j -1.03401e-08-0j 5.36174e-11-0j -5.13989e-09-0j -1.04472e-08-0j -2.92965e-05-0j -5.19316e-09-0j 0.000638471-0j -2.96001e-05-0j 0.000645087-0j -3.10053e-12-0j -3.83672e-12-0j -2.23808e-12-0j 1.88948e-10-0j 2.33811e-10-0j 3.72893e-11-0j 1.3639e-10-0j -2.58378e-13-0j -7.26576e-09-0j 4.61432e-11-0j -2.39535e-09-0j -3.19726e-13-0j -8.99091e-09-0j 2.69169e-11-0j 6.63756e-12-0j -1.86507e-13-0j 2.01724e-07-0j -5.2447e-09-0j 1.43438e-07-0j -2.96409e-09-0j 8.21356e-12-0j 0.000411738-0j -1.72905e-09-0j 2.49621e-07-0j 1.77496e-07-0j 4.79125e-12-0j -0.00435441-0j 1.45612e-07-0j 1.03539e-07-0j 0.0005095-0j 0.000297208-0j -0.00538831-0j -0.00314318-0j 
1.64814e-13-0j -1.40439e-11-0j -1.9548e-07-0j 1.43309e-13-0j -1.15131e-11-0j 1.46264e-14-0j 6.24042e-10-0j 4.76978e-06-0j 9.00689e-14-0j 9.10022e-14-0j -7.00614e-12-0j -7.07875e-12-0j 1.18676e-14-0j 3.58034e-10-0j 1.19906e-14-0j -7.15062e-13-0j 3.61745e-10-0j -1.40758e-08-0j -7.22472e-13-0j -6.23599e-05-0j -1.42217e-08-0j -6.30061e-05-0j 6.67129e-14-0j 8.2553e-14-0j 4.81559e-14-0j -5.08452e-12-0j -6.29177e-12-0j 8.33911e-15-0j -3.6702e-12-0j 5.55941e-15-0j 2.51583e-10-0j 1.03191e-14-0j -6.69944e-13-0j 6.87941e-15-0j 3.11318e-10-0j 6.01949e-15-0j 4.91387e-16-0j 4.01299e-15-0j -9.32508e-09-0j 1.81602e-10-0j 2.56771e-11-0j -8.29013e-13-0j 6.0806e-16-0j 2.77552e-07-0j -4.83591e-13-0j -1.15392e-08-0j 3.17737e-11-0j 3.54702e-16-0j 0.00071459-0j -6.7312e-09-0j 1.85347e-11-0j 3.43453e-07-0j 2.00348e-07-0j 0.00088426-0j 0.000515819-0j 
