0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
-0.00342648+0.00716241j 0.00210277+0.00726049j -0.00155245+0.0142604j 0.0034061+0.0036257j 0.00109832-0.00120804j -0.000226472+0.0131686j 0.00240744+0.00571822j 0.00598577+0.00801413j 0.00655391-0.00155333j -0.00446968+0.00371298j -0.00107288-0.00841119j -0.00145647-0.000864701j 0.00487933+0.00630898j -0.00448236-0.00622128j 0.00842991-0.00339402j 0.00652187+0.0106788j 0.000330995+0.00593637j 0.00361576+0.00246872j -0.00205125-0.00608858j 0.00750981+0.011055j 0.00211579+0.00510847j -0.00252673-0.000684007j 0.00111012+0.00013309j -0.000179415-0.00313622j 0.00651135+0.00338594j -0.00306611+0.00293129j -0.00726417+0.00383928j -0.00222272-0.00716127j 0.0038827-0.00201486j 0.00468258+0.00333586j 0.000183274-0.00282052j 0.00283632-0.00436245j 0.00225468-0.000737089j -0.00505002-0.000120652j -0.00386787-0.00536115j 0.000217271+0.0106537j -0.00235225+0.00126919j 0.00387746+0.00127706j 0.00898964-0.00778882j -0.00220269-0.00220079j -0.0066481-0.00401774j -0.00955619+0.000574685j 0.00445276-0.00981138j 0.00612527+0.00679314j -0.00343131+0.00200496j 0.00138024+0.00446878j -0.000238004+0.00470533j 0.00109711+0.00238274j 0.00254235-0.00484041j 0.011004-0.0010605j 0.00485811-0.00220324j -0.00130999-0.00574358j 0.00418737-0.00212791j -0.000377783-0.00778662j -0.00197108+0.0100403j -0.00105742-0.00168233j -0.000624022+0.000479675j 0.00323618-0.00324752j -0.00630452-0.0135282j -0.000637291-0.00434523j -0.00694997-0.000213626j -0.00235954-0.00241464j 0.00349449-0.00333455j -0.00493216+0.00395167j -0.00397677-0.00461778j 0.00971909-0.00339678j 0.000301472+0.00288864j 0.00696323-0.00687441j 0.00272936-0.00356071j 0.0077144-0.000220921j 0.00251093+0.000910884j -0.00644521+0.00157912j 0.00697153+0.00374022j 0.00867881+0.00376151j 0.00696393-0.00278419j -0.00129248+0.0044571j -0.00125781-0.00505873j -0.00764885+0.00864245j -0.0020825-0.00208788j 0.00934268+0.00665182j -0.00946533-0.00519434j -0.00454489+0.00116968j -0.00305434-0.0100922j 0.00262516-0.00450286j -0.00722811-0.00190307j -0.00240037-0.000924483j 0.00158455+0.00118503j -0.0037508+0.00106646j 0.00180956+0.0138843j 0.0142761-0.00190577j 0.00110447-0.0117872j -0.0027501+0.00759409j 0.0172287+0.0164916j -0.00372481+0.000911088j 0.00709357+0.0118416j -0.00848054-0.00748047j 0.00423576+0.00735866j 
0.00414128-0.0035566j -0.00640542+0.00281115j 0.00266219-0.00403129j 0.00214288+0.000238213j 0.00274088+0.00120646j 0.00311955-0.0035443j -0.00160044-0.00119439j 0.0027144-0.0079701j 0.00164436+0.000351601j 0.00363029+0.00201928j 0.00739365+0.012396j -0.00190727+0.00108059j -0.00303195+0.00442421j 0.00659584+0.0075749j 0.00376478+0.007588j 0.000656624+0.00578529j -0.00126591+0.00302414j -0.000286279+0.0109487j -0.00254582-0.00392149j -0.00538372-0.00528544j 0.00726554-0.011121j 0.00447254-0.00489219j -0.00231349-0.000764693j -0.0033556-0.00139878j -0.00638485+0.00324522j 0.00290624+0.00361593j -0.00439462-0.00172815j -0.00817278+0.00116765j 0.00296989+0.00352112j -0.00197627+0.00182524j 0.00945025-0.00352757j -0.00175909-0.00662405j -0.00417304-0.00959308j 0.0116525-0.0145213j -0.0107156-0.00138772j 0.0195077-0.000156591j -0.00543163+0.00299355j -0.00811626+0.0022852j -0.0143185+0.00588818j 0.00298461+0.00249632j -0.00165097-0.00035309j 0.00295007-0.00345544j -0.00772199-0.000180105j 0.003311+0.00333503j -0.00682065+0.0025729j 0.000671152-0.00545923j -0.00567453-0.000242292j -0.000132512+0.000107861j 0.00120552+0.00401086j 0.000374115+0.0062522j -0.00569307-0.00111537j 0.000631866+0.00209043j -0.00243047+0.00368344j 0.0040276-0.00174481j 0.00561492+0.00129222j -0.00476633-0.00115769j 0.00308741-0.0103127j -0.00674504+0.00449599j 0.00258994-0.00410764j -0.000861769-0.00920846j -0.00716395+0.00164719j 0.0049028+0.00402738j -0.00104448-0.000473351j -0.0166283+0.00552149j -0.00812265-0.00356911j 0.0122449-0.000422862j 0.00475066-0.000737901j -0.00234266+0.00749887j 0.0005085+0.00292964j 0.00902212+0.00109124j 0.0115239-0.00282569j -0.00916084+0.00532285j 0.00378356-0.00330363j 0.00643244-0.00426029j 0.00275001+0.00146324j -0.00539235+0.0106548j -0.00341843-0.0103884j 0.0110318-0.00458926j 0.00246636+0.0119918j -0.00770322-0.00222981j -0.00270723-0.0034024j 0.0180116+0.0081807j 0.00103037-0.00931562j -0.0100995+0.000183544j -0.00690573+0.000677168j -0.00489992-0.0148823j 0.0031371+0.0126318j 0.0152102+0.000691117j -0.00235602-0.0110902j -0.00464565-0.00130249j -0.00361587-0.00406058j -0.0081438-0.0102244j 0.00692952+0.0119604j -0.00467713+0.00593601j -0.00831162+0.00395736j -0.00517768+0.00280458j -0.0112473-0.0174766j 
0.00504264-0.000108647j 0.0029152+0.00333122j -0.000391943-0.00689428j 0.00245117-0.00019935j 0.000421276+0.00211091j 0.00363165-0.0110307j 0.00444723-0.00303072j -0.00457349-0.00637739j -0.00394851+0.00200984j 0.00156524+0.00481417j 0.00338491+0.010185j 0.0121918-0.008386j 0.000974471+0.00440593j 0.0110188+0.0105726j 0.00052558+0.00634988j -0.0012336-0.00327973j -0.00958243-0.00421431j -0.00240681+0.00688353j 0.0019937-0.00562402j -0.00179623+0.00570915j 0.00146563+0.00460761j 0.00291519+0.00636317j 0.00777134-0.00493047j -0.00413341+0.00235871j -0.00823642-0.000573748j -0.00396425-0.00021672j 0.00990842-0.00108139j 0.00336525+0.00512176j -0.00117061+0.00639941j 0.00543653+0.00215959j 0.00228899+0.00378824j 0.00422865+0.00359128j 0.00626468+0.00116293j 0.00379088+0.00475952j 0.00181996-0.000708182j 0.0116662+0.000336617j 0.0086872+0.000993539j -0.00557326-0.00180352j 0.0071295+0.00165805j -0.00553676-0.00502572j 0.000559628+0.00313441j -0.000463461+0.000231342j -0.00258409-0.00124416j 0.00462561-0.00539894j 0.00098108+0.0052736j -0.00133338+0.000145654j 0.00116761-0.000942532j 0.00013035+0.00988827j -0.00469803+0.00102067j 0.00159287+0.00594079j 0.00118096+0.00176175j 0.00490588+0.000314812j 0.000698468-0.00505183j 0.00284919-0.00438348j 0.00662146+0.00496493j -0.000483215-0.00629749j -0.000620176-0.00183034j -0.00785796+0.00316254j 0.000226223-0.00161333j 0.00441278-0.00454931j 0.00253821-0.00105058j -0.00196143+0.00840633j -0.00165263+0.0107989j -0.004944+0.00190869j 0.00856694-0.00418686j 0.00332249+0.00524821j -0.00318874+0.0036415j 0.0050662+0.00497403j 0.00298856+0.00626621j 0.00367718+0.000440099j 9.07514e-05+0.00403581j 0.0011147-0.00134949j -0.00105355+0.000367894j 0.00957359+0.00571639j -0.0147458+0.00185676j -0.00276207-0.00495819j -0.00230933-0.00329129j 0.00466065+0.0182091j -7.87222e-05+0.00368063j -0.000737068-0.0125982j 0.00168193+0.00732658j 0.00960231-0.0045291j -1.59551e-05-0.00246531j 0.00258777-0.00423025j -0.0104158-0.00870441j 0.00566879+0.000372149j 0.0055808-0.0066246j 0.0043489+0.00516513j -0.00239779-0.012903j -0.00244264+0.00887882j -0.00436436+0.00216789j 0.00636595+0.0117852j 0.0171161+0.00292742j -0.00250282-0.0068542j 0.00736407-0.00207018j -0.00373564+0.00656896j -0.00387145-0.0027475j 
0.00139206+0.00166966j 0.00318087+0.00340541j -0.000793399-0.000264045j 0.00193184-0.00136643j 0.0024602-1.0572e-05j 9.27128e-05+0.00339582j 0.00283637+0.00066449j 0.00076283-0.00164075j 0.00392938+0.00674225j 0.000141723+0.00377255j 0.00337699+0.00532321j -0.00112445-0.00128486j 0.00489386+0.00662186j 0.00156462+0.00444695j 0.00689084+0.00472703j 0.00201422+0.00720577j -0.00410293-0.00203015j 0.00187131-0.0014573j -0.0019318-0.0064095j 0.00403601+0.00935421j 0.00119711+0.00533495j -0.00550485+0.00253169j -0.000867046-0.00106096j 0.00521798-0.0013905j 0.00124515+0.00236924j -0.00594232+0.00376887j -0.00510545+0.0010365j -0.000509562-0.00703864j 0.00137723+0.00102508j 0.00502041+0.0109697j 0.00478763-0.00264952j 0.00601536+0.00345759j 0.00188843+0.00156311j 0.00167423-0.00241441j 0.00177139-0.0104188j 0.00106663+0.0100451j 0.00114709+0.00742112j 0.0041189-0.00228938j 0.00468213+4.65859e-05j -0.00210512-0.0033244j -0.00155276-0.00265931j -0.00760974+0.00141867j 0.00117692-0.0059056j 0.00605822-0.00496618j 0.00188819-0.00522024j -0.000669738+0.00261025j 0.00117471+0.00244638j 0.00514479+0.00693694j 0.000376895-0.00234335j 0.00361671+0.00445068j -0.00610652+0.00622959j -0.000545721-0.0063154j 0.00241165-0.00063427j 0.00428034-0.00201334j 0.00529981+0.0053861j -0.00290502+0.00306648j -0.00483651+0.00481632j 0.000519892+0.00454615j 0.0019453-0.00532933j 0.00312652+0.00483071j 0.00238146-0.00677365j -0.00529182+0.00153925j 0.00246856-0.0126014j -0.0120806-0.0022632j 0.000298422-0.0109808j 0.00233032+0.00474465j 0.00427002-0.000600846j 0.0038478+0.00195466j 0.00522275-0.00214981j 0.00263654-0.00170308j 0.00702215+0.00826372j -0.015663-0.0121461j 0.001406+0.00241083j -0.00323276+0.00306358j -0.00498349-0.00286867j 0.00469376+0.00414334j -0.00287452+0.00287701j 0.00165699+0.000606714j 0.0035401+0.0107384j 0.0108198-0.00977157j 0.0102712-0.000676035j -0.0127744+0.00141258j 0.00615909-0.00777924j -0.0100527-0.0150993j 0.00231395-0.00586266j 0.00126051+0.0045924j 0.00190708-0.00358754j 0.00354507+0.00363242j -0.0128628+6.78839e-05j 0.000134354+0.00984074j -0.00677278-0.00146624j 0.00729551+0.0112013j 0.0149217+0.0109709j 0.00527197-0.00243739j -0.00417537+0.00371531j -0.00199352-0.000853328j 0.000599364+0.00680194j 
-0.00531752-0.00709374j -0.00164452+0.00325496j -0.00686875+0.00815294j -0.00228672+0.0028054j -0.00228512-0.00433798j 0.00648309+0.00489668j 0.00280563+0.00370162j -0.00453197+0.00641229j -0.00576694-0.00227148j -0.00187323-0.00423442j 0.000942488-0.00192177j 0.00627249-0.000920079j -0.0049486+0.00325069j 0.00162117-0.000414945j -0.00123801+0.00383307j 0.00683398+0.000180254j -0.00582945-0.0019655j -0.0042115-0.00141542j 0.00953634+0.00920569j -0.00891075-0.00847373j -0.00660491-0.00415191j -0.00459432+0.00609243j -0.0112785+0.00621489j 0.00492995+0.00596167j -0.00190725+0.00231148j -0.00655595-0.00663146j -0.00300818-0.000633394j 0.00504857-0.00702064j -0.00260936+0.0050123j -0.00402778-0.0098143j -0.0240041+0.000155837j 0.0099068-0.00210429j 0.00635354-0.00590426j 0.00403401+0.00524512j -0.000789153-0.000333732j -0.00826358-0.00387363j -0.000614092-0.00364183j 0.00651944-0.00427792j -0.00616889+0.00520134j 0.000407659-0.000152454j -0.00188645+0.00917824j 0.00759066+0.00608601j -0.00964307+0.00140215j -0.0019844-0.00389847j -0.00321242-0.000899869j 0.00238647-0.0014518j 0.00903526+0.00478877j -0.0102425-0.00886704j 0.00288449+0.00436525j -0.0054357+0.00272246j 0.00349849+0.0100755j 0.00259295+0.0056979j -0.0110518-0.00475943j 0.00761309-0.00276889j 0.000228933+0.00101159j -0.0015851+0.00306661j -0.00269297-0.00216044j -0.00115285+0.000386463j 0.00374566+0.00849257j 0.00376874+0.0133213j 0.0114224-5.02769e-05j 0.00346799+0.0074934j -0.00753601-0.0132513j 0.00670579-0.00449302j 0.00409349-0.00796319j -0.00197227+0.00605518j 0.00187341-0.00532913j -0.00181522+0.000202324j -0.00353427+0.00663889j -0.00294104+0.00200338j 0.0120013-0.00986334j 0.000260896-0.00159867j -0.00234847+0.00447037j -0.00273173+0.00475259j -0.000435166-0.00135633j -0.000366947+0.00564696j -0.00275504+0.00848282j 0.00991176-0.00726963j -0.000286471+0.00260528j -0.00768966+0.00157514j 0.00716886+0.0047201j -0.00781379-0.00288514j 0.0023166-0.00600463j -0.00928082+0.00132731j 0.0143042+0.000958806j 0.00346532-0.00395023j -0.00273377+0.00249126j 0.00454925-0.000230273j 0.00660686+0.00182577j -0.0266667-0.00727513j -0.00370013+0.0105983j 0.0025712+0.00111283j 0.00226966-0.000527959j -0.000449113-0.00785294j -0.00539906-0.00910356j 0.00498162-0.0024233j 0.0006001-0.00260351j 
-0.0106274+0.00577398j -0.00140295+0.00389845j -0.0024953-0.00518939j 0.00560584-0.0025139j -0.000880197-0.00047144j -0.00196178+0.000263394j 0.00213428+0.00328601j -0.00151365-0.00354496j -0.00398609-0.000352052j -0.00266098+0.00462664j 0.00428354+0.00657649j 0.00570434+0.00424635j -0.00461914+0.00825357j 0.00648174+0.00915732j 0.00814594+0.0034557j -0.00128864-0.000544448j -0.00506935-0.00214212j -0.00226862-0.00643415j 0.00775032+0.00764234j 0.0123137-0.00521478j -0.00800311-0.00321485j -0.00108417-0.00624681j -0.00301384+0.00572197j 0.00167645-0.00263067j 0.00297956+0.000213571j -0.000679273+0.000739502j -0.00221497-0.00442344j 0.00441997-0.00886555j 0.000660642-0.00430204j -0.0109068-0.00531707j 0.00210861-0.00255057j -0.00951044+0.00203502j 0.00688427+0.00888607j -0.0106084-0.00493964j -0.00140777+0.0112861j -0.0134372+0.0047732j -0.00165768-0.000871169j 0.00857927-0.00250863j -0.0140772-5.64348e-05j 0.00258156-0.000796007j 0.00157671+0.00164101j -0.0101289+0.0092581j 0.0101152+0.00212684j 5.56829e-05-0.0073894j -0.000235579+0.00109168j 0.000657818-0.00109609j -0.00360937+0.00433713j -0.000741291+0.000503164j -0.00810005+0.00429026j 0.00345021+0.00757025j -0.00359247-0.00178519j -0.00229104+0.000157111j 0.00490467+0.00451743j -0.00447758+0.00622862j 0.00680172-0.00783988j -0.00489143-0.000359176j -0.00373396+0.00368977j 0.00165123+0.00272649j 0.00270546-0.0008822j -0.00252069-0.00530678j -0.00013697+0.00072987j -1.8119e-06-0.00285698j 0.0029231+0.00108631j 0.00770758+0.00264952j -0.00106848+0.00414824j 0.00215629+0.00290544j 0.00739307+0.00749182j -0.00327258-0.0114986j 0.00559457-0.00782142j 0.00502096-0.0083275j 0.000378809-0.00240468j 0.00451534-0.00181184j -0.00481427-0.0113649j 0.00401112-0.00425404j 0.00296625-0.00386121j 0.00700027-0.000693882j 0.00724076-0.00121375j -0.00712606-0.00926411j 0.0186051-0.00703826j 0.0011406+0.00707397j -0.00725959-0.000721651j 0.00498044-0.00448938j -0.00772837+0.00423098j -0.00305399-0.00292408j 0.0107439+0.0106167j -0.00124719-0.00537668j -0.00516391-0.00135749j -0.000389546+0.00471395j -0.00451273-0.00370334j 0.00338824-0.00404928j -0.00188944-0.00231455j 0.00626419-0.00293974j -0.00857307-0.015085j -0.00695931-0.00129148j -0.000613977-0.00872227j -0.0188113-0.0215442j 0.00205177-0.00547813j 
-0.00806925+0.00585091j 0.00424666+0.00667924j 0.00294636-0.00162707j 0.00671701-0.00618333j 0.0010761-0.00253812j -0.00510388+0.00859175j -0.00207914+0.00537841j 0.00284225+0.00151815j -0.00036435-0.00579546j -0.00327102+0.00558391j -0.00280728-0.00270123j 0.00171328+0.0042471j -0.00460399-0.00327033j -0.000848762-0.00588201j -0.00606242-0.00449876j -0.00273354+0.00788338j 0.00720419+0.000469167j 0.0120504-0.0104515j -0.00234725+0.00217092j 0.0047151-0.00624843j 0.00374443-0.00193556j 0.00391639-0.00269316j -0.000589614-0.00135182j -0.00217717+0.00378146j 0.0010849-0.00821636j -0.00712759-0.00431333j -0.000659029+0.00451725j -0.000898945+0.00675035j -0.0109076+0.00165905j -0.00351502+0.000772242j 0.0053586-0.00347194j -0.000357412-0.00103923j -0.00743205+0.00317041j 0.00453604+0.0153379j 0.0111932+0.00530046j -0.00731589+0.000729287j 0.0016244+0.00179921j 0.00139416+0.00306315j 0.00253301-0.00860492j -0.000626557+8.76807e-05j -0.000769933-0.000678841j 0.00195603+0.00674412j -7.88583e-06+0.0024766j -7.36924e-05-0.000994568j 0.00332483-0.00353117j 0.00689778+0.00251482j -0.00604632-0.000475115j -0.00293728-0.00346982j 0.0122204-0.00147553j -0.0145749-0.00466997j 0.0015397-0.00680654j 0.000848762-0.00426331j -0.00138759+0.00698728j -0.00862404+0.0153382j 0.00267026+0.00214353j -0.00266904-0.0053431j 0.00142238-0.00875551j -0.00141321-0.0140542j 0.00229603-0.000348931j 0.00652004-0.00512521j 0.0010447-0.00594201j 0.00101482+0.00319309j 0.00129645-0.00421653j 0.0111849-0.00077587j 3.179e-05+0.00345399j 0.00431804+0.0059743j 0.0125555-0.00668788j -0.0104478-0.00777902j 0.00531057-0.00826945j 0.000341678-0.0128399j -0.000761699+0.00471333j -0.00697332-0.00480871j 0.00493381+0.00045125j 0.00166481+0.00404032j 0.000632042-0.0123259j 0.0109466-0.014374j -0.012032-0.0108841j -0.00685737-0.00349084j 0.00322565+0.0102305j 0.0103216+0.00312285j 0.0108334-0.00756732j -0.00752731+0.00540332j 0.00540941-0.0122459j -0.0003501+4.03138e-05j -0.00428662-0.00498637j -0.00527403+0.0078127j -0.00280962-0.000957296j -0.000566201+0.00120033j 0.00222786+0.0120895j 0.00707178+0.00618409j 0.00232395+0.00912785j -0.00136348+0.0079306j 0.00049004+0.000274932j 0.00979097+0.00994532j -0.00153746-0.0201647j 0.00636404+0.00409253j -0.00714248-0.0054373j 
0.00342711-0.00810803j -0.00222152-0.00101676j -0.000229692+0.0126461j -0.00581745+0.00613729j 0.00117276+0.00122105j -0.00345087+0.0058571j 0.00373759+0.00525115j 0.000115309+0.00129222j 0.00564497+0.000724678j -0.0013814-0.00518635j -0.00119438-0.00499658j -0.00575172+0.00307624j 0.000277553-0.00478065j -0.00370036-0.00844458j -0.00179715-0.00262234j 0.0050617+0.00621659j -0.00545929-0.000343878j -0.0082402+0.00435152j 0.00300693-0.00302478j -0.00166131+0.00570084j -0.00754224-0.00214171j -0.00255631-0.000161331j 0.00376729-0.00797634j 0.00619219-0.00526394j 0.0197515+0.00141887j 0.015898+0.00978073j 0.000150966-0.00662763j 0.00417846-0.00160426j 0.00986313-0.00841786j 1.01103e-05-0.000408076j -0.0145877+0.0129166j -0.00828535-0.00450358j -0.00634365-0.0048361j -0.00570372+0.00203043j -0.00516098-0.0030587j -0.00778613-0.00249049j 0.00296104-0.00698972j 0.00842147-0.00503653j 0.0120032-0.00899549j 0.00285151+0.00397844j 0.00568787+0.000521869j 0.00754568+0.000440643j -0.000268496+0.0116931j 0.00310456-0.00328189j -0.000181971+0.0016087j -0.00240772+0.00691073j 0.00943261-0.00431806j 0.0063711+0.000981692j -0.00145336+0.00234114j -0.000700815+0.000699208j -0.0010967-0.00296397j -0.00233193+0.00592318j 0.00192685-0.00155811j -0.00502978+0.000351339j 0.000123455-0.00531782j 0.00301979-0.000725422j 0.000316193-0.0032567j -0.00677008+0.00330569j -0.00190249-0.00386309j -0.00272627-0.000998758j 0.00269317+0.00516303j -0.00417878-0.0024672j -0.00154001+0.00545025j -0.0056352+0.00249564j -0.00181616-0.00146268j 0.00176267-0.00204518j -0.0051139+0.00511215j 0.00451415+0.00665362j 0.00324014-0.00148855j 0.00512739-0.00149606j 2.68848e-06+0.00213945j 0.00677759+0.00038045j -0.00589659-7.90434e-05j -0.00226586-0.00113967j -0.00298231+0.00821603j -0.00507305+0.00281617j 0.00365715-0.00142409j 0.00724919+0.0165587j 0.00730608-0.0155309j -0.00148018-0.00837467j -0.0052713+0.0151078j 0.0149931-1.46978e-05j 0.00407763+0.0143757j -0.00515939+0.000748558j -0.00787263-0.0131753j 0.00476059-4.79036e-05j -0.00438716-0.000188071j 0.00324009+0.00277567j -0.00144584-0.0201357j -0.00319533+0.00361915j -0.00169319-0.00294118j 0.000253847+0.000922419j 0.0033796-0.00110097j -0.00954009+0.00631641j 0.00322568+0.00306463j 0.0069026+0.00312347j 0.00417228+0.00808793j 
-0.00305049-0.00156967j -0.00301003+0.00257152j 0.00174801+0.0159258j -0.00174508+0.00387958j 5.53969e-05-0.0016826j -0.00197563+0.00557927j 0.00185429+0.00881707j -0.00137659+0.00794436j -0.00160826+0.000789205j -0.0020431-0.00697378j -0.00561133-0.00315728j -0.00231597-0.00533141j -0.00485213-0.00415594j -0.00218327-0.0117825j -0.00594886-0.00357566j 0.00113724+0.00193999j -0.0045579-0.00436833j -0.00437067+0.000428595j -0.000815685+0.00182592j -0.00518378-0.00436127j -0.00149923-0.00336396j 0.0107108-0.00393384j -0.00149508-0.0010274j -0.00257894+0.000464312j -0.00890783-0.00208244j 0.00291527-0.00267536j 0.00130086-0.00354326j -0.00126327+0.00280908j 0.00714277-0.00113686j 0.000738202-0.00799652j -0.00219761+0.000815991j -0.00167628-0.00103653j 0.0072987-0.000962697j 0.00480736-0.00700591j -0.00146427+0.00597466j 0.0114058-0.00145483j -0.00311114+0.00117749j 0.00751645-0.00127001j -0.00711529+0.00133889j -0.00584242-0.000785029j -0.00194934-0.00119326j 0.000254851-0.0017756j -0.00277386+0.004957j -0.000810377+0.00210694j 0.00163613-0.000131721j -0.00252178+0.0030955j -0.00738021-0.00191759j 0.0039857-0.00107205j 0.00289086-0.00908731j -0.00595256+0.00120729j 0.00233342-0.00991076j 0.00207586+0.000566054j -0.00410027+0.00291643j 0.00503566+0.0151023j -0.00224783+0.00713934j 0.00359163-0.00442355j 0.00218239+0.00380367j 0.00557486-0.00433002j -0.00151194-0.00661245j -0.00440187-0.00325364j 0.00369205-0.00296483j -0.00213847+0.00582337j -0.00309801-0.00787059j 0.0148885+0.000446059j -0.00831308-0.000955601j 0.00465222-0.0113165j 0.00355832-0.00518638j -0.00548366-0.00106591j -0.00416245+0.00331351j 0.0051256-0.00234698j -0.00110187-0.00669843j 0.0113616-0.0124018j 0.00292738+0.0109009j 0.00465784+0.00126248j 0.00905765+0.00932339j -0.00575587-0.00335723j -0.00421516+0.00194782j -0.00672705+0.00132242j 0.00185598-0.000561238j -0.00349025+0.00545604j 0.000519884-0.00184305j -0.00864007-0.00649897j -0.000947347+0.0102516j 0.0156557-0.000249874j 0.00114511+0.00540882j -0.000610597+0.00144054j -0.00546084+0.00150505j -0.00701497-0.013206j -0.00324815-0.00254427j 0.000452928+0.00527782j 0.00548843+0.00155196j 0.00768434+0.00645088j -0.00390973-0.00573004j 0.00505189+0.00594047j -0.00564342-0.00393353j -0.00364194+0.00111433j 0.000631126-0.008676j 
-0.000765939-0.00221596j -0.00124641-0.00429798j -0.00080197-0.0206256j -0.000719164-0.00447173j 0.000150601+0.00484811j -0.00798905-0.00586736j -0.000977789-0.00231458j -0.00084975-0.00615161j -0.0121293-0.00122863j 0.0052748+0.0101232j 0.00460985+0.0124155j -0.000697011-0.00604315j -0.00456982-0.00348888j 0.00847755+0.000456099j -0.0110415-0.00246601j -0.0085766-0.00341819j 0.00123211+0.00550551j -5.32761e-06+0.00223752j 0.00401439-0.00367916j 0.00226022+0.00278398j -0.00356185+0.00280836j 0.00192598-0.00461568j -0.0015711-0.00248736j 0.00297583-0.00432327j 0.00964216-0.00538159j 0.000834512+0.00297294j -0.00554109-4.69319e-05j 0.00197711+0.000370953j -0.00109197-0.00690852j 0.00147811+0.001498j -0.0130288+0.0103636j -0.00756226+0.00393461j -0.00023804+0.00391418j -0.00276995-0.000980875j -0.00367804-0.00425514j -0.00956355+0.00470288j -0.00327822-0.00294074j 0.00448567-0.00102907j 0.00211475-0.0128391j 0.00381065+0.00165727j -0.00189065-0.000907937j -0.00410589-0.000665912j -0.00026798-0.00591913j 4.00098e-06+0.00531465j -0.00571379+0.00030074j -0.00282411-0.00225152j 0.00154083+0.00170036j -0.000104865+0.00107285j 0.00118521-0.000995696j -0.00441601+0.000641099j -0.00412175-0.000196592j -9.65668e-05-0.00377166j 0.00494332+0.00645578j -0.000640786-0.00878561j 0.00227174+0.00642065j 0.000635084-0.00219601j 0.00221152+0.00439484j 0.00875153+0.00354609j -0.00670293+0.0063587j 0.00766085+0.0140615j 0.000659705+0.00359008j 0.00230343-0.00140412j -0.00941164-0.00374314j 0.00822338-0.00190301j 0.00133575+0.00130741j 0.00442539-0.00595026j -0.00150713-0.00151698j -0.0111079+0.00330555j 0.00256466+0.00907869j -0.00431138-0.00430502j 5.37565e-05+0.00135001j 0.00849153-0.00537307j 0.00892673+0.0065204j -0.00365353-0.00132954j 0.00380664+0.00272502j 0.00686023+0.00616683j -0.0163354+9.07558e-05j 0.00458786-0.0012406j 0.00513977-0.00171046j -0.0079167+0.0054497j -0.00142088-0.00796523j 0.00613684+0.00364463j -0.00391833+0.00283643j -0.00306537-0.000640807j 0.00197765+0.0019952j 0.00660851+0.00216096j 0.00503537+0.00480061j -0.00782782+0.00257258j -0.00591848+0.0115369j 0.00427124+0.000487846j 0.00746445-0.00279454j -0.0132206-0.00688517j 0.00410253+0.00834741j -3.13248e-05+0.00170336j -0.00902608-0.00322646j 0.00211919+0.00268273j 0.000559606+0.0025308j 
