0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
0.00139139+0.00391923j -0.0016323+0.00233865j 0.0033815-0.00409844j -0.000683987-0.00302076j 0.00095186+0.00350294j 0.000198409+0.00352359j -0.000550784+0.00468855j 0.0035547-0.00704625j 0.00458481-0.00110289j 0.00476943+0.00360914j 0.00684476-0.00291244j 0.00369824+0.00771801j 0.00715697+0.00285671j -0.000796248-0.00113514j 0.00256135-0.00193393j 0.00575302+0.0051065j 0.00607304-0.00250109j 0.00180091+0.006741j -0.0030165-0.00423609j -0.0100531+0.00913655j -0.00251908-0.00632809j 0.00311166-0.00320799j -0.00553337-0.00872772j 0.000974965+0.00334513j -0.00309649-0.00245868j -0.000826168-0.00472294j 0.00939307-0.00411882j 0.000118577-0.00813074j 0.00680048+0.000968679j -0.00395114+0.00605887j -0.00397191+0.00292285j -0.00050388-0.00122195j 0.00269653-0.0028498j -0.000399544-0.000305433j 0.00351434-0.00321041j 0.00547392-0.00315935j 0.013156+0.00474532j 0.00474378-0.00689411j 0.00126088+0.000434225j 0.00112662-0.000345374j -0.00271083-0.00427428j 0.0127819-0.0124151j -0.00059982-0.00580603j 0.00256433+0.00129313j 0.00630857+0.00615394j 0.00461939+0.00505544j 0.00476183-0.00568808j -0.0100373+0.00139886j 0.001652+0.00378835j -0.00208627-0.00861832j 0.00932395-0.00547439j -0.000819434+0.0017877j -0.000420746-0.00751504j 0.00138576-0.00675155j 0.00340138-0.000876659j -0.000663319+6.54054e-05j 0.00309993+0.00165245j -0.00305331+0.0023509j 0.001207+0.00158188j -0.00732575-0.00235165j 0.00480152+0.0047269j 0.00475063-0.00217966j 0.000371545+0.00197404j 0.00255005+0.0105583j 0.00371858-0.0037346j -0.00558826+0.00239516j -0.0071725+0.00184848j -0.0023286+0.00302698j 0.00341847-0.00473556j -0.00286897+0.00375275j 0.00439097+0.0067298j 0.000580226-0.00690086j -0.000597743-0.00205314j 0.00230473+0.00736312j 0.000466557+0.00175652j -0.00106672+0.00108347j -0.00134575+0.00742856j 0.00965507+0.0038564j 0.00424422-0.00103277j -0.000665835+0.00743695j -0.00611835+0.00385051j 0.00599575+0.00186702j -0.00338349-0.00413035j 0.00301824-0.000406638j 0.00905281+0.00438768j -0.00474671-0.00252387j 0.00518097+0.0061205j 0.000790743+0.00194614j -0.00213575+0.0049906j -0.0092427-0.00333426j -0.00445985+0.0050883j -0.00138123-0.000586015j -0.00270154+0.0036377j -0.0051832-0.0026807j 0.00518178+0.00271522j -0.00334658-0.00238224j 0.00425412-0.00011192j 
0.00235353-0.000720257j 0.00819454+0.00334226j -0.00216431-0.00362293j -0.00144176-0.000331337j -0.00140943-0.000318273j 0.00279958+0.00273324j 0.00208136-0.00102773j -0.0018337-0.001833j 0.00222612-0.00207609j 0.00245063+0.0021715j -0.00226368-0.00101696j 0.0043379-0.000628391j -0.00128794-0.000326132j 0.00223828+0.00289228j 0.000924683-0.00142253j -0.0052951+0.00175488j 0.00130852+0.00218762j -0.000259694+0.00648451j 0.00243103-0.002122j -0.000928508+0.00229309j -0.00665151-0.00855884j 0.000509125-0.000441841j 0.00178209-0.00616173j -0.00378701-0.00143941j -0.00301541-0.00234791j 0.00267938-0.00142171j 0.00500634+0.00317211j 0.00438846-0.00144027j 0.00449524-0.00259939j 0.000186198+0.000249473j 0.0023639+0.00125146j 0.00269481+0.00187482j 0.00133922-0.000209902j 0.00421279-0.00397435j 0.00665789+0.00308308j 0.0020729-0.0102757j 0.00523354-0.000470235j 0.0049196-0.00360811j 0.000495364-7.20917e-05j -0.00196482+0.00175385j 0.000481165-0.00133388j 0.00717208-0.0014431j -0.00230153+0.00474839j 0.00046338+0.00292536j 0.010498+0.00679126j 0.00198915-0.00201053j -0.00619432+0.00231849j -0.00618781+0.0037759j -0.00156913+0.00264854j 0.00673847-0.00837991j -0.00162994+0.00139586j 0.00628544-0.00968126j -0.000396781+0.00124662j -0.0101413+0.00651954j 0.00673325+0.00587743j -0.00412-0.00201371j 0.0173503-0.00628307j 0.000155397-0.00712638j -0.0118422+0.00476367j 0.00123968-0.000872883j -0.00479509+0.00110038j -0.0031437+0.00911677j 0.00136769+0.000260844j 0.00121652+0.00267902j -0.00115144-0.00426377j 0.000931815+0.00331942j 0.00274761+0.00473692j -0.00311518+0.00119611j 0.000386467-0.00164393j 0.000876323-0.00432995j 0.00430385-0.00504478j 0.00662552-0.00881381j 0.00116949-0.000589668j 0.00647695-0.00632175j -0.00346927-0.0028954j 0.0061218-0.00929841j -0.00379596+0.00354586j -0.00154657+0.00160709j -0.0015679-0.000617373j -0.000240941+0.00258533j -0.00294971-0.00490656j 0.00465158-0.00489539j 0.00196644-0.00638587j 0.00221984-0.00168407j -0.00531603-0.00222945j -0.00242372+0.00296454j 0.00186665-0.00341342j 0.00161804+0.000608142j -0.00248825+0.00792739j 0.00727164-0.00183315j 0.00606765-0.00182407j 0.00230631+0.0001486j -0.0011231+0.000862542j 0.000772831+0.00265766j -0.00387817-0.00109794j -0.00173554+0.00134424j 0.00361283+0.000431948j 
0.00891927+9.55787e-05j -0.00907209+0.0192372j 0.00546967-0.00695453j -0.00559099+0.00769764j -0.00298718+0.00210714j -0.00674961+0.00108672j -0.00461252+0.0066417j -0.005156+8.28642e-05j 0.000787637+0.00460422j 0.00482537-0.00350162j -0.00110625-0.00401096j -0.000325541-0.000880423j 0.00485911-4.16879e-05j -0.00528791-0.00505641j -0.00257178+0.00534867j -0.000564774-0.0102824j -0.0069653-0.00534615j 0.00939046+0.00284393j -0.00942299+0.00286529j 0.0030228+0.0163653j 0.0119073-0.01381j 0.00840364+0.00467434j -0.00929595-0.00412977j 0.00603664-0.00251001j 0.00733966-0.00513532j 0.000946456-0.00717316j 0.00355283+0.0037182j -0.000785316-0.00732261j -0.000823053+0.00103102j -1.93394e-05+0.00578423j 0.000859417-0.000413933j -0.00350264+0.000522281j -0.00683666+0.00490121j -0.00285479-0.00219023j 0.00136531-0.00659703j -0.00304259-0.00143155j 0.0171783+0.00384623j -0.0105117-0.00704068j -0.00230659+0.00336766j -0.00350517-0.0049455j 0.000214286-0.00852275j 0.00328753+0.00248963j 0.00126548-0.0094519j 0.00202918-0.00410127j -0.00313943-0.000305935j -0.00309042+0.00419788j 0.013956-0.000470455j 0.000894819+0.00180421j 0.00094456-0.00454538j 0.00466722+0.00281158j 0.00233595-0.00573522j -0.00882814+0.00449824j 0.00162671-0.00309367j 0.01516+0.00963448j 0.00678201+0.000439778j -0.00724369+0.00775957j -0.00387217+0.0099469j 0.00461317+0.00805348j -0.00417952+6.86671e-05j -0.0103511+0.0024416j 0.00110438+0.00312483j -0.00792937-0.00805537j -0.00754226-0.000576167j 0.00489317+0.00512087j -0.00166665-0.00145953j -0.00267538-0.000458066j 0.00142838+0.00316793j 0.000660859-0.00308067j 0.00419356+0.00223927j 0.00382839+0.00343369j -0.00689767+0.00253685j -0.0046009+0.00136624j 0.00242504-0.0010284j 0.00147477+0.00255691j 0.00048448+0.00688284j 0.00105695+0.00661277j 0.00378154-0.000329125j -0.00129898-0.00236173j -0.00307223+0.00469174j -0.00476831-0.000670525j -0.000557849+0.000930103j -0.00404051-0.00188242j -0.000182856+0.00513518j -0.00180967-0.00239391j -0.000872628+0.000942824j 0.00379228-0.00368682j -0.00117209-0.00320655j -0.000771941-0.00333071j -0.001793-0.000332744j -0.00757528+0.00332803j -0.00276771-0.0078647j -0.00371573+0.000282898j -0.00104156-0.00161108j -0.00521907+0.000405181j 0.00580699-0.00225613j 0.00410165+0.000457197j -0.000580786+0.00266124j 
-0.00137648-0.00794163j 0.00342234-0.00324616j 0.000666297+0.00146645j -0.000908477+0.00120538j 0.00352796-0.00534523j -0.00153881+0.00162689j -0.000775433+0.00471207j 0.00192418-0.000430587j -0.00234098-0.00571082j -0.00862932+0.00506071j -0.00232195+0.00659786j -0.0088474+0.0029904j 0.00772475-0.0021501j 0.0011606-0.00393855j 0.00268532-0.00144199j 0.00658823+1.83372e-05j 0.0035965-0.0062719j -0.00216628+0.0020629j -0.00143526+0.000291677j -0.000625881+0.00708668j 0.00814616-5.07124e-05j 0.00113415+0.00816012j 0.00167432+0.00350988j 0.0128099-0.00124975j 0.00112214+0.000357105j 0.00703631+0.00234217j -0.00507447-0.000215023j 0.00199685+0.000253056j -0.00200844-0.00966083j 0.00264901-0.00296844j 0.00168293+0.00101296j -0.00181445-0.00119684j 0.00445515+0.00230133j -0.00265859+0.00149137j -0.00118124+0.00036356j -0.00448576+0.000884762j 0.00146423+0.00129483j -0.001592-0.0111329j 0.00380217-0.00307256j 0.000300215+0.000537057j 0.00713826-0.00190074j 4.98435e-05+0.000233072j 0.00320663+0.00390921j 0.0063727-0.000857551j 0.00770425+0.00201634j 0.00108468+0.000537187j 0.000608259-0.00173864j 0.000169133+0.00298142j -0.00124107+0.00134788j -0.000866283+0.000283162j 0.00708192-0.0104462j -0.00327717+0.000395576j 0.00727397-0.00916909j 0.00309451-0.000590157j 0.0035273+0.00296198j -0.00467484-0.00252327j -0.0116366-0.0040563j -0.00914624+0.0022317j -0.00128039+0.00462163j -0.00173303-0.0100809j 0.00266737+0.00572586j 0.00531159-0.00367127j -0.00669526+0.00260281j -0.0015966+0.00130125j 0.0012196+0.00134539j 0.00597284+0.000431327j 0.00379298-0.0105024j 0.00356881-0.00109236j 0.00193158+0.00669223j 0.00841678+3.34246e-05j -0.00494592+0.00994823j 6.28618e-05+0.000546912j -0.00356882-0.00314376j -0.000588634-2.58451e-05j -0.00468263+0.000170823j -0.00232128+0.00602629j 0.00402522+0.00609617j 0.00619117+0.00670335j -0.00402283+0.000678471j 0.012464+0.00128543j -0.00546554+0.00605693j 0.0031627-0.00428518j -0.00168036+0.0042822j 0.0047354+0.000497297j 0.00203349+0.00450477j -0.000715182+5.17174e-07j 0.00257234+0.00351706j -0.00134995+0.00135662j 0.00167822-0.00240672j 0.00516352-0.00103512j -0.00640239+0.00295094j 0.000831396-0.000912497j -0.000128951+0.00229636j -0.00211838+9.33327e-05j 0.00357593+0.0010255j -0.0013889+0.000550836j -0.0014333-0.00193145j 
-0.0072619-0.000240231j -0.00317379-0.00471234j 0.000957291-0.000659357j 0.000241998+0.00337742j 0.000303267+0.00180401j -0.00541739-0.0039097j 0.00804331+0.00154849j 0.000226722+0.00478351j -0.00239131+0.010726j -0.00380688+9.18891e-06j 0.00703085+0.000836977j -0.00668634-0.00200729j 0.000121937-0.00199886j -0.00216693-0.0050118j -0.00256243+0.00422757j 0.00141517-0.00749206j -0.0073483-0.00168141j -0.00162881-0.0042196j -8.48894e-05+0.00415207j -0.00169019-0.0094068j -0.00237539+0.00262092j -0.00649351+0.00253692j -0.00130264-0.00175549j -0.00382009+0.00283666j 0.00277313-0.00229592j -0.0030233-0.00187991j 0.000307809+0.00058289j -0.00513539-0.0029945j 0.00317087+0.00140027j 0.00300106+0.00759802j -0.00279828+0.00195684j -0.00191988+0.000605504j -0.00307094-0.000993741j 0.0014543+0.000620611j -0.000147207-0.0045599j -0.00103425+0.00124554j 0.00184979-0.0045962j -0.00211192+0.00446079j 0.000859116-0.000726057j 0.00615844-0.00435228j -0.00395676+0.00235926j -0.00114736+0.00118453j -0.00293293-0.00128842j 0.00446486-0.0033201j -0.000107192-0.0104114j 8.94242e-05-0.00473772j 0.00160006+0.00575517j -5.23951e-05+0.0010793j -0.00630898+0.00292653j -0.00549389-0.000228301j -0.00369927+0.00844457j -0.00189462-0.00449061j 0.00194534+0.001512j 0.00562315+0.00970001j 0.00791751+0.00553544j 0.00496766+0.000299537j 0.000185057-0.00534325j 0.00631167+0.00438467j 0.00423536-0.00222724j -0.000277598+0.00207778j -0.00121862+0.00936174j -0.000897413+0.00333388j 0.0109878-0.00200982j -0.00279608+0.001395j -0.000652393+0.00793038j -0.00177008-0.000716928j 0.0044506+0.0114567j -0.00309699+0.000763336j -0.000399701-0.00233849j -0.00319225-0.000854223j -0.00151393+0.00964635j -0.00328424+0.000913831j 0.00119688-0.00374589j -0.0016958-0.00488108j -0.00369199-0.000113816j 0.00135935+0.0119001j 0.00295503+0.00369911j -0.00285405+0.00611169j -0.00671144+0.00106097j -0.000928677-7.28314e-05j 0.00273614-0.00169443j -0.00497769+0.000396307j -0.00833415-0.0117022j -0.00418848+0.00240188j 0.000276253+0.00158667j 0.0016819+0.000212723j 0.00175812-0.00526693j -0.000137564+0.00394611j 0.000889275+0.0031273j -0.00548974+0.00375135j -0.0111255+0.00343885j -0.00295185+0.000759514j 0.00361284+0.000748397j 0.00590277-0.00200474j 0.00452808-0.00259682j 0.00244269+0.00136816j -0.00462072-0.00156052j 
0.00125883-0.00992979j -0.00216379-0.00438522j -0.00324401+0.00150948j -0.00462585+0.00458696j 0.00384809-0.00318921j -0.00302593+0.00306662j 0.00217151+0.00542932j 0.0037387-0.00674299j 0.00523542-0.00328445j -0.00273425+0.000326701j -0.00456063-0.00229723j -0.00286176+0.00590313j 0.0072355-0.0086144j -0.00205585+0.00382284j 0.00380403-0.000646873j 0.00563146-0.00306637j -0.00284983+0.0010765j -0.00280758+0.00171831j 0.00579318-0.00258517j -0.000874987-0.00481335j 0.00256703+0.0121006j -0.0129166+0.00707373j 0.00605396+0.00155995j -0.000126773+0.00572688j 0.00909553+0.00116224j -0.000778337+0.00118945j -0.00896827-0.00301824j 0.00627608-0.00121136j 0.00276353+0.000354632j -0.00366572-0.00261534j 0.00468641+0.00244374j 0.00507404-0.00433377j -0.000181256-0.00441317j -0.000716705+0.001348j 0.00304353+0.00257719j -0.0113788+0.00373361j -0.00927784-0.0122989j -0.00699356+0.00538111j 0.00495232-0.00482517j 0.00215857-0.00401314j -0.00381317+0.000780083j -0.00464144+0.00910266j 0.00345709+0.00399529j 0.000681202-0.00636492j -0.00140988-0.00670623j -0.000703308-0.00834697j 0.00390722+0.00280226j 0.0153587+0.00332609j -0.00666988-0.00448566j 0.000701198+0.00639508j -0.00234714+0.00218556j 0.00320279-0.00217051j -0.00714531+0.00830088j 0.0022408+0.00157327j 0.00435328+0.00502109j -0.00461098-0.00688189j -0.00402377-0.00112764j -0.0047092+0.0104704j 0.00453319-0.0060406j -0.00379222-0.0159448j -0.00093916+0.0059584j 0.00511326-0.00559568j 0.00068337-0.00557137j -0.0103625-0.00217651j 0.00496239+0.0063873j -0.00176768+0.0058194j -0.00248759+1.42945e-05j -0.000767015-0.00324333j 0.00568679-0.00906352j -0.0033401+0.0034064j 0.00251682-0.0069456j -0.00159119+0.000342682j 0.00898228+0.00510837j -0.00303423+0.00574379j -0.00015721-0.00506203j -0.000714108-0.00770654j 0.00501911+0.00702966j -0.00107046+0.00040047j -0.00415847-0.00205572j -0.00355724-0.00136043j -0.00547476-0.00357348j -0.00677746+0.00761039j 0.00468059+0.00624049j -0.00237507+0.0018402j 0.00848893-0.00611353j 0.00344319-0.0101897j 0.00147639+0.000816869j -0.00492882+0.00172247j 0.00818559-0.00558964j 0.00260411-0.00271938j -0.00636288+0.00163446j -0.00154912+0.00401057j 0.00391941+0.00263413j -0.00746564+0.00190646j 0.00432119-0.00486022j 0.00175266-0.00191009j -0.00258286-0.00611551j 
0.00106041-0.00205728j 0.000578947+0.00654205j -0.00118185+0.00591173j 0.00876553+0.000161017j 0.00492952-0.00440829j 0.00206083-0.0089997j -0.00187309-0.0036808j 0.00312429+0.00454173j -0.00175433+0.00499857j -0.00113279+0.00170061j -0.000942046-0.000502657j 0.000268627-0.000147247j -0.00382869-0.00270812j -0.00169971+0.0014877j 0.000406273+0.00271227j -0.000506546-0.00471696j 0.00379324-0.000872933j -0.00303941+0.000636792j -0.00317978+0.00766216j 0.00532724+0.00352412j 0.0109001-0.00573869j 0.00729745+0.00847609j 0.000286109+0.00611812j 0.00193928+0.000627123j 0.00435754-0.00482324j -0.00270517-0.00354559j -0.00287474+0.00292298j 0.00476384+0.00053023j -0.00324827+0.00409964j -0.00543821-0.00559863j 0.00151177-0.000356543j 0.0025154-0.00366456j -0.00102655+0.00294028j 0.000406245+0.000398134j 6.64556e-05+5.93034e-05j -0.0055318-0.00482682j 0.00550882+0.00532281j 0.00590416-0.0165563j -0.00564548-0.00580816j -0.00160861+0.0133423j 0.0194113-0.0104567j -0.000761949+0.0017895j 0.00595113-0.00137018j 0.00479841+0.00126805j -0.0018389-0.00356877j -0.00841581+0.00565723j -0.000280388+0.00306346j 0.000957181+0.00479909j 0.00723332+0.00143755j 0.00836416+0.008355j -0.00351782+0.00480664j 0.00148749-0.0111578j 0.00433557-0.010444j -0.00493803-0.00515461j 0.0074662+0.00294986j -0.00952665+0.014748j 0.00157832+0.00696806j -0.00440704-0.00068938j -0.0116154-0.0011247j 0.00291121+0.00128468j 0.00515253+0.0135983j 0.00517105+0.00248148j -0.00147501+0.00373658j 0.00526723+0.0115881j -0.00388726-0.00426144j -0.00476305+0.00857988j 0.0025183+1.50689e-05j 0.0050353+0.00732729j -0.00078208-0.00684522j -0.00130285+0.00154991j 0.00513429+0.0056713j 0.00109494+0.00490753j -0.0026933+0.00819068j -0.00333464-0.00208351j -0.00579285-0.00401243j -0.00136233-0.0086592j -0.00995586-0.00127897j -0.00391857+0.00110805j -0.000724097+0.00969809j 0.00467936-0.00174194j -0.00424416-0.00370313j -0.00128622-0.00492406j 0.000256902-0.00315864j 0.00298629-0.00245745j -0.000832637-0.00824245j -9.51214e-05+0.00113055j 0.00012246+0.00248611j 0.00522165-0.00172727j -0.00166948+0.00758726j 0.00515495+8.99768e-05j 0.00639376-0.00578533j 0.00467893-0.000902599j -0.00403187+0.000514451j 0.000304495+0.00104885j -0.00318828+0.00154467j 0.00137973+0.000971242j -0.00170715+0.00173039j 
-0.00136737+0.00626487j -0.00908181-0.000984124j -0.00290984+0.00231555j -0.00354388+0.00770703j -0.00765878-0.00039581j -0.00706216-0.00167544j -0.00315691+0.0103292j 0.00414152-0.000896445j 0.00355368+0.00092302j 0.000230587-0.0020552j -0.0027111-0.00227248j -0.00137173+0.00186776j 0.00416197-0.00664363j -0.00602366-0.00120027j 0.00496515-0.000649459j -0.00634622-0.00303183j -0.00353842-0.00343598j 0.00807715-0.00609975j 0.00208048-0.00258515j -0.00404139+0.0043508j -0.00698538-0.00247746j 0.00881756-0.00643903j 0.00496335-0.00337977j 0.0024631-0.00331879j -0.00676145-0.00561347j -0.00450241-0.000158259j 0.00123335+0.00285828j 0.00754102+0.00565125j -0.000940157+0.00243741j 4.4736e-05+0.00320929j -0.00308807-0.00100794j -0.000492837-0.00152234j -0.0029633+0.00272622j 0.00105787-0.000386306j 0.00338796-0.00267786j -0.00354668+0.00377687j -0.00266189+0.0100983j 0.00736089+0.0097067j 0.00568916-0.0119773j -0.0177623+0.00970617j -0.005721+0.0100729j 0.00711935-0.00264077j 0.0039195-0.00676199j -0.00414802+0.00854099j -0.00155602-0.00303415j 0.00201032-0.00259678j 0.00689251-0.0042685j 0.0055654-0.00153632j -0.00400493+0.00822828j -0.00307772+0.00777814j -0.00100536-0.00479432j 0.00458889-0.00209742j 0.00960548+0.00227358j -0.00123592-0.0128048j -0.00726281+0.00424506j 0.00878586-0.00116372j 0.00624226-0.000806981j 0.000732246+0.00910889j 0.0043352+0.00770606j 0.00769524-0.00174696j 0.0152153+0.00339869j 0.00762136-0.00182485j 0.0136223+0.00426686j 0.00337724+0.00337499j 0.00753575+0.00313326j 0.00977055+9.70488e-05j -0.00149083-0.003298j -0.0012824-0.00482714j -0.00653287+5.065e-05j 0.00285117+0.00664289j 0.00932827-0.000220889j 0.00316529-0.000905436j -0.00235777+0.00668179j -0.00424468+0.00221987j 0.0024102+0.00252817j -0.00348519+0.00438664j 0.00159474-0.0095769j -0.00448529+0.000104889j -0.000769369-0.00949455j -0.000565936+0.00569558j 0.00205208-0.00346495j 0.00175427-0.00240314j 0.00151131-0.00215233j -0.00120185+0.00151908j 0.00220425+0.0017121j 0.00054875-0.00668106j -0.0038759+0.0057034j -0.000256213+0.0114316j -0.00419545+0.00235971j 0.00321081-0.0014353j 0.00705982-0.00163454j 0.00706534-0.000625643j 0.00733621+0.000789561j -0.00530544+1.05036e-05j 0.000493746-0.000719594j 0.000508011+0.00263281j -0.00440892-0.00188108j 
-0.0131966+0.00461707j -0.00331566-0.0113751j 0.00550593+0.00181331j 0.000795143-0.00140434j 0.00375669+0.00416048j -0.00382729-0.0017815j 0.00309591+0.00214547j -0.00345522-0.00203272j 0.000937151+0.00191961j -0.00309454-0.0036071j 0.000173259+0.000567106j -0.00249204-0.00419949j -0.000416716+0.00394148j 0.00448249-0.00411257j -0.0031303-0.00485762j 0.00713258+0.00496129j 0.0071504-0.0102168j -0.00356377-0.0027928j -0.00542229-0.00392489j -0.00269031+0.00754206j 0.00473241-0.00208546j -0.00483895+0.00202913j 0.00470588+0.00675364j -0.00409434-0.00400667j -0.00234206-9.86048e-05j -0.000431716+0.000391099j 0.00332037+0.00485373j -0.00148731+0.00466974j 0.00273281+0.00395695j -0.00144246-0.00184869j -0.00113133-0.000137276j -0.00187973+0.000353223j 1.36619e-06+0.00200081j -0.00224313-0.00139728j -0.000153385-0.00482403j -0.00196808-0.00143071j 0.0069388-0.00570155j 0.00170153-0.0034393j 0.00089804-0.00215945j 0.00494411-0.00594817j -0.00403232-0.00436673j 0.00166828-0.00570526j -0.000154259+0.00490468j 0.00407233+0.00227227j 0.00818163+0.0132428j 0.00656224-0.00207107j 0.00579993-0.0111263j -0.0147824+0.00502548j -0.00648155-0.000222043j 0.00873572-0.000999709j -0.00432204-0.00965343j -0.00182736+0.00583123j -0.00318955-0.0094731j 0.0075384-0.0107242j 0.00516477-0.00622741j -0.00342508+0.00277972j 0.00803421+0.014794j 0.00561716-0.0081188j 0.00106703-0.00240732j -0.00928778+0.0025101j -0.00779244-0.00223592j -0.00586534+0.00142359j 0.00461664-0.000596965j -0.00446193+0.00257142j 0.00439323-0.00407209j -0.000722747-0.000554827j -0.00341212+0.00315794j 0.00657397-0.000642037j 0.00114615-0.000670225j 0.00488236+0.00471786j 0.00390726-0.00316589j 0.00195489+0.00236307j -0.00145458-0.00648004j 0.00563674-0.00234251j 0.00213857+0.00122749j -0.00342294-0.00432962j 0.00328115-0.00691754j 0.00164634+0.00194175j -0.0024143+0.0038515j -0.00241863-0.0113824j -0.00725393-0.00309601j 0.000494602-0.000868034j -0.00183341+0.0105086j -0.00244797-0.00497891j -0.00346501-0.00236197j 0.00675399+0.001038j -0.00158417-0.00332042j 0.00198577-0.000822326j -0.00395194-0.0100933j -0.0011056+0.00304266j -0.00505856-0.00261346j -0.000646212-0.00209465j -0.000800146+0.00202158j 0.00123963-0.00579623j -0.00121964+0.00249941j -0.00777393-0.00162669j -0.00337826+0.00183845j 
-0.00145968-0.00104965j -0.00194994-0.000369467j -0.00041007+0.00363063j 0.00482708-0.00075468j 0.00527193-0.000989758j 0.000312258-0.00588646j 0.000986108+0.000990757j 0.0042462-0.000983453j -0.000412873+0.00276755j -0.00158124+0.0015405j 0.00365009-0.00150169j -0.000635782+0.00260944j 9.60808e-05-0.00280804j -0.00151299-0.00114048j -0.000472146+0.00274232j 0.00551708-0.00359704j 0.000176146+0.00158808j -0.00323471-0.000738749j -0.000481213-0.00342466j -0.00629195+0.00433374j 0.00896597-0.00105034j -0.00191022+0.000489549j 0.000868889+0.00101419j 0.00745457-0.000923997j 0.00123445-0.00442769j 0.00583158+0.00657254j -0.00595413-0.00956889j 0.0047355+0.00548512j 0.00168265-0.00450857j -0.000792703-0.00219626j -0.000104789-0.00433713j -0.000554498+0.00137353j 0.00310323-0.00340644j -0.00155832+0.00460624j 0.00310407-0.001595j 0.000954161+0.00193738j 0.00496016-0.00662779j 0.00345582-0.00149017j 0.00110451-0.000211339j -0.000720109+0.00367793j 0.00131059-0.0039267j 0.00578361-0.00117427j 0.002107-0.00715592j -0.0053447+2.88983e-05j -0.00663831+0.00598183j 0.00035554-0.000936511j 0.0113121-0.00178824j -0.00364044+0.000433151j 0.00328303-0.00336271j 0.00671229+0.00735053j -0.00386779+0.00614465j 0.00318089-0.00787335j 0.00235052+0.00211035j 0.00919894-0.00449303j 0.0083921-0.00299165j -0.00942429+0.000936084j 0.00626722-0.00125476j -0.00222773+0.000478043j -0.00450572-0.00395253j -0.00416748-0.00384769j -0.00436649+0.00608783j 0.00119507-0.000543649j 0.00826385+0.00556585j -0.00111309+0.00443145j -0.000488397-0.00716183j -0.000217528-0.00933306j 0.00571134-0.00471656j 0.00367028-0.00127286j 0.00200238-0.00224235j 0.00195989-0.0036921j 0.00701706+0.011097j 0.00738224-0.00308675j 0.00111439-0.00552972j 0.00357599-0.0038249j -0.00768255+0.000814718j 0.00319053-0.0010988j -0.00431948+0.00446592j -0.00232514+0.00974959j -0.006037-0.00225876j -0.00158614+0.00236298j -0.000399302-0.000945305j 0.00210674+0.00118919j 0.00294978+0.00553054j -0.00569774+0.000875258j -0.00807643-0.00530887j -0.00178772-0.00257857j 0.000944757+0.00046572j 0.0056216-0.000829094j 0.00238796+0.00587721j -0.010648+0.00350689j -0.00101876+0.000258278j 0.00175995-0.000291707j -0.00173993+0.00298691j -0.00607307+0.000775231j 0.00251218+0.000994499j -0.000265958+0.000527189j -0.00174538+0.000831859j 
