-0.0140899+0.0124164j -0.0493465-0.0736632j -0.0265253+0.0234062j -0.027319+0.0395702j 0.0145696+0.0217818j 3.95575e-05-0.0265996j -0.0042703-0.0279903j 0.0608809-0.0113j -0.004265+0.0476493j -0.0223707+0.00252017j 0.0127673-0.00230566j 0.0163519+0.0100299j -0.00979211-0.0248676j 0.0196065-0.00618792j 0.0193327-0.0123485j -0.0126973-0.0237449j 0.0019312+0.00323069j -0.0261911+0.022831j -0.00197833-0.0134822j -0.011953-0.0133242j 0.0174777-0.0140157j 0.0418067-0.0148696j -0.0341257+0.0530918j -0.0166598+0.0338558j -0.00944049-0.0511086j -0.0151387-0.0519975j -0.0840231-0.0222572j 0.0110473+0.00952518j 0.0082337+0.0374761j 0.0248557+0.0729024j -0.0136436+0.0111962j -0.0146442-0.0109823j -0.0158702+0.032225j -0.0121785-0.000745421j -0.00118352+0.0230871j -0.000504936+0.0199243j -0.0167939+0.015105j 0.0167621+0.043509j -0.0254431-0.00326332j -0.0226887-0.0260526j -0.024182+0.041088j -0.0190676-0.111481j 0.0729584-0.0284813j 0.010068+0.00671101j 0.0794578+0.0394823j -0.0400525-0.0107661j 0.0441602-0.0314015j 0.0584814+0.0289836j 0.0623347-0.0207923j -0.00590112-0.027629j 0.0809744-0.00166235j 0.10434+0.0864128j 
0.0067701+0.0403989j -0.0490509-0.0225318j 0.0287686-0.0297978j 0.059133-0.035943j -0.0196378+0.0514049j -0.0537632+0.0458018j 0.0311279-0.0500758j 0.0279528-0.00344225j -0.00713884+0.0112776j -0.00594095-0.00636137j -0.0232703-0.0177308j 0.0104543+0.0140074j 0.0093589-0.0152443j -0.0317491+0.00235257j -0.0437433+0.0403662j -0.0088367-0.0330316j -0.0707357+0.0239026j -0.029321-0.0863791j -0.0437794-0.0248662j -0.110848+0.0464484j -0.00343149+0.0270945j -0.0283006+0.0421023j 0.0492619+0.0147917j 0.0314905+0.00184843j 0.0495196-0.0443779j -0.0306442+0.018903j 0.0860492-0.0534973j 0.0533959-0.00398837j -0.00944406+0.0174852j 0.127445+0.0496025j 0.0582334+0.0238556j -0.00063798+0.0312385j -0.0474023+0.0129036j -0.0303859+0.0539798j 0.0263348+0.00951113j -0.0139564-0.0222267j 0.0197694-0.070802j -0.0251496+0.0212311j 0.0310273+0.0133603j -0.0247749+0.0151986j 0.0243988-0.0327851j -0.083102+0.0214819j -0.099378-0.00440788j 0.0299743+0.0830114j 0.0191981-0.00189178j 0.0647527+0.0115807j -0.0320415-0.0358033j -0.0136609+0.147834j -0.0143524+0.023153j 0.03222+0.0192034j 0.0598317-0.0255966j -0.0350657-0.0460023j 
0.0775235+0.105609j -0.043547+0.0314127j 0.0147963-0.0312999j -0.011986+0.077204j -0.00972231-0.00865829j 0.0857846-0.00208968j 0.106439+0.0748034j -0.0564824-0.0123855j 0.00204945-0.0341314j -0.00698395+0.083053j -0.0586349-0.00473281j -0.0096809-0.0272448j 0.0696007+0.0184123j 0.0800335-0.00284677j 0.0136514-0.00945416j 0.0986323-0.0231906j 0.00121891+0.0550251j -0.0296983-0.0675106j -0.0231489-0.0297289j -0.00851446-0.0710486j -0.0634517-0.0235319j -0.0393152+0.00348367j 0.0813622+0.0285783j 0.0432032+0.0194467j -0.0158063-0.0300673j 0.0255422-0.0101128j -0.220495+0.0529333j -0.0150533+0.00455955j -0.0145395-0.0695839j 0.0164025-0.0594773j -0.00799185+0.0293554j -0.0460067+0.0240307j -0.0400192-0.0158741j -0.0356056+0.0279459j -0.0172405-0.0378205j -0.0580082+0.0248266j 0.0128162-0.0491574j -0.0450931+0.0713981j -0.0127256-0.0076159j -0.00201097-0.0568441j -0.0473042-0.0323988j 0.0492509-0.044767j 0.0246279-0.0308228j 0.0340805-0.0144843j 0.0918729-0.00809477j -0.117566-0.0178538j 0.0841976+0.0427677j -0.0139631-0.0655423j 0.0686229+0.0285157j 0.0131732+0.126732j 0.0626332+0.098365j 0.0693654+0.0803681j 
-0.00119997-0.019617j -0.0082499-0.00778262j 0.0227417-0.0243186j 0.0177467-0.0239734j -0.0408655-0.0556581j -0.00571692-0.0262194j 0.0298162+0.0239368j -0.0199798-0.000148821j 0.0166105+0.0012288j -0.00240187-0.0313669j 0.0464753-0.00167694j 0.00104358-0.0267569j -0.0346828+0.0188651j 0.0325567-0.0188486j -0.0136169-0.00653016j 0.0110986-0.00312384j 0.0467459+0.0194353j 0.0347483-0.0041634j -0.0331771+0.0167608j -0.0164645+0.123429j 0.102229-0.075993j -0.039574+0.0319323j 0.0152279+0.0403159j 0.037487-0.0567278j 0.0710486-0.0717356j -0.0333771-0.0608443j -0.0175059+0.0294265j 0.13942+0.0311264j -0.0302657-0.0540567j 0.0306906-0.000851073j -0.0274284+0.00744095j 0.00778119+0.0198187j 0.020061-0.00377104j -0.0694375+0.0923201j 0.0210604+0.051754j -0.0314682-0.00629624j -0.00630354-0.0387157j 0.00216147+0.0127498j -0.00553625-0.00216785j 0.0221186+0.0296521j -0.0165689-0.0336069j -0.0421594+0.0184605j -0.0202945-0.0400392j -0.0638767+0.0806086j 0.0422526+0.0189451j 0.0298628-0.0824878j -0.0953742+0.0392277j -0.0199102-0.00470278j 0.0316523-0.0192032j -0.0540119+0.00324224j -0.0355605-0.0320565j 0.0154654-0.0262955j 
-0.0114534-0.0364545j 0.0330798+0.0094583j 0.0274546+0.0649982j 0.0252927-0.0299861j -0.00986805-0.00671504j 0.046329-0.0779458j 0.012505-0.0175175j 0.00495746-0.0580403j -0.0189901+0.0498149j -0.0120324+0.000248149j 0.0127241-0.0488985j -0.00636499+0.000297411j 0.021913-0.0398358j -0.0642551-0.000569042j 0.0286202+0.0262892j -0.0119287+0.00573929j -0.0962543-0.000702637j 0.0236272+0.0326232j -0.0138976-0.0507037j 0.0353254-0.00557872j -0.0723796+0.0805597j 0.0820093-0.0103896j 0.0425871-0.0656064j 0.017665-0.103273j 0.0150784+0.0321647j -0.0904454+0.0244458j 0.0375209+0.0276367j -0.0329233+0.0692982j -0.0302206+0.0193094j -0.0533528+0.0325204j -0.0694158-0.0056167j -0.00755673+0.00570427j -0.0410497+0.0144831j -0.0217816-0.0950806j -0.0366222-0.0184888j 0.0423238-0.0929502j -0.0946729-0.0234953j -0.0298195-0.0676778j -0.0144736+0.00897262j -0.0386432+0.0214727j -0.0543547-0.0216775j -0.00651242+0.0750813j -0.00847201+0.0594206j -0.00766423-0.0177397j -0.0543738-0.031742j 0.0301694+0.0297206j -0.0289473-0.0468889j -0.0182637+0.0516364j -0.0324629-0.0238954j 0.0101596-0.0455735j -0.0271842-0.0134928j 0.00256447-0.0312445j 
0.0438738-0.0145j -0.0258079-0.0048688j 0.0265884+0.0192053j 0.0369255+0.00458255j -0.0764396+0.0244074j -0.0516578+0.0341174j -0.0175139-0.0152012j 0.0501181-0.0523234j -0.013171+0.0039407j -0.00267845-0.0307706j 0.0141779-0.0536228j 0.0360173-0.0232478j 0.0323787-0.0226004j 0.0806805-0.0179397j -0.0536983+0.0101954j 0.0270264-0.00670439j 0.0276541+0.037939j 0.0693029-0.0675749j -0.0761206+0.0289096j -0.00787261+0.172871j 0.113336-0.129997j 0.0106062+0.00494097j -0.044542+0.0609727j 0.0295974+0.0823107j 0.0622456-0.106148j 0.0497084-0.0495011j 0.081937-0.0187964j 0.152834-0.0659296j 0.0263334-0.00323586j 0.0304257+0.0127131j -0.0247143+0.0465105j 0.036968-0.0431049j -0.0324-0.031656j -0.0410953+0.0741215j 0.0183175+0.0685692j -0.0788211-0.0689272j 0.0223444+0.00712568j -0.0283229-0.00930426j 0.015893+0.00011729j -0.051826+0.031907j -0.0016409+0.0233479j -0.00630308-0.0270944j -0.0441188-0.0629747j 0.049326+0.123154j 0.0719886+0.0183895j -0.00456466-0.0841706j -0.0421854+0.0433851j -0.0579538+0.0549609j -0.0639821+0.0919622j 0.0592031+0.0583055j 0.0303062-0.0234653j -0.000832247-0.0327175j 
-0.0269593+0.0133362j -0.00973881-0.00406493j 0.00051139+0.0480266j -0.0377093-0.031295j 0.0100688-0.0698367j 0.00508115-0.0320397j -0.0163555-0.0452875j -0.0199348-0.0108372j -0.00257054-0.0341491j 0.00724025+0.0102098j 0.0149383+0.00538684j -0.027219+0.0316548j -0.0447087+0.0651924j -0.0144306-0.00837465j 0.0297185-0.0709328j 0.0528703+0.0125026j 0.0395527-0.0107475j 0.0598191+0.0319709j 0.0351026-0.00650977j 0.0295013-0.112668j 0.0764438-0.056455j -0.0527399-0.118052j -0.0653729-0.013811j -0.0671786-0.0360528j 0.0454192+0.00771892j -0.0114707-0.0559024j -0.142884+0.0817938j -0.00946537+0.0147367j 0.0133835-0.0571139j -0.0258574-0.0779796j -0.0251375-0.0268413j -0.012829+0.022148j -0.0332935+0.0568704j -0.114333+0.00516908j -0.0457455+0.0952094j 0.00550512-0.00677573j 0.0110707-0.0140946j -0.00206561-0.0153184j -0.00341402-0.0122688j 0.0458994-0.0467281j 0.0453659+0.0210649j -0.0240267-0.0244943j 0.0915055-0.0100754j -0.0865817-0.0143337j 0.0518628+0.0279779j 0.0187191-0.096793j -0.0736348+0.0490084j 0.0559029-0.13166j -0.0017385-0.0786995j -0.0788155+0.00230482j -0.0688297-0.0277673j 0.0441829+0.0345991j 
0.0170111+0.0108512j -0.0385398-0.0354843j 0.000479248-0.0539905j -0.00811299-0.0888137j 0.0073823+0.0926385j -0.0615323-0.0676474j 0.107322-0.0531954j 0.0625571-0.0084822j 0.0279768+0.0976992j 0.0407352+0.0305323j -0.0607307+0.0181986j -0.0231325+0.0470027j -0.0224397-0.0173528j 0.0010569+0.0521623j -0.037595+0.0342818j 0.0799027+0.00958293j -0.0416408-0.0700775j 0.0461553+0.0603828j -0.064036-0.0684048j -0.109489-0.026946j 0.138419+0.101222j 0.113973-0.0696515j -0.0106905+0.00253006j 0.255941-0.103255j 0.200979-0.0523599j -0.0335079+0.00675409j 0.0179567+0.0237383j 0.0795527-0.11961j 0.00229702-0.0299339j 0.11605-0.0448878j 0.0121824-0.0853745j -0.0237197+0.133827j 0.0276811-0.0214652j 0.00738082+0.0360152j -0.00206269+0.000272593j 0.015033+0.00935811j 0.0918622-0.107472j -0.107594-0.0425188j -0.106775-0.0468238j 0.0443842+0.138526j 0.0477278-0.248296j -0.00879958-0.111894j -0.0472201+0.0792639j -0.134187+0.11811j 0.00949068+0.0303909j 0.0721249-0.0354949j -0.0260991+0.0681171j 0.00242762+0.035591j -0.0336694+0.052512j -0.0051085+0.0376782j 0.0129788+0.00859579j 0.0450482-0.000704654j 
0.109582+0.0078035j -0.00634153+0.0259007j 0.00930812-0.0281109j -0.00970305-0.0016546j -0.0525496+0.0441853j 0.0785566-0.0427226j 0.0782226+0.017734j 0.0729355-0.0214764j -0.0364809+0.0841186j -0.0448974+0.101573j -0.00965427-0.0146287j 0.083467-0.103714j 0.0574871+0.0442923j 0.0969479-0.0195659j -0.0796908+0.0743432j 0.00472572-0.0259373j -0.0242283+0.0359285j 0.0909451-0.00539842j -0.0424774+0.026436j -0.0292943+0.0282298j -0.00233377+0.019677j 0.0455743+0.0536403j 0.0198767+0.0589534j 0.130671-0.00852385j -0.034734-0.0306128j 0.0206926-0.0417282j 0.109696+0.00200316j 0.0624942-0.122037j -0.00300625+0.0319351j -0.0451135+0.126988j -0.0202045-0.0360766j -0.0717818-0.0573142j -0.0254999+0.0188513j -0.0311176-0.0733314j 0.00538753-0.0487187j -0.0205464-0.0577015j -0.0077317-0.0780122j -0.111022-0.0547309j 0.0498891-0.00237063j -0.0839615+0.0633845j -0.0860343-0.041429j 0.0449263+0.053346j 0.0444823+0.0685987j 0.0486052+0.0110037j -0.0574297+0.0816192j -0.0703164-0.0732792j 0.0515672-0.0240463j -0.119849+0.0379096j -0.012658+0.00822107j 0.00454661-0.147271j 0.0463732-0.0854443j -0.157965+0.0148321j 
-0.0197182+0.0106338j -0.0335521-0.0349214j -0.0398922-0.104243j -0.0448238-0.0261046j 0.0149596-0.039108j -0.00587347-0.0982386j 0.00385823+0.0842902j 0.0511788+0.0253521j 0.0184516+0.0623733j 0.0749267+0.0138189j 0.0514279+0.0275923j -0.0239203-0.0233679j -0.0702359-0.0734968j 0.00288666+0.007823j -0.00966108+0.0199245j -0.0282219+0.0766771j 0.169117-0.035469j -0.0283187+0.126712j 0.0292159+0.0502901j -0.150379-0.0244787j 0.173744-0.0161342j -0.0191104-0.00278066j -0.0720983+0.0428698j -0.00356945+0.0429673j 0.0319619-0.0833568j 0.0926656-0.0487087j 0.0409872-0.0673457j -0.0200622+0.0171813j 0.0468445+0.021394j -0.00710738-0.01633j -0.00350093+0.0253623j 0.00501931+0.0499795j 0.0266277-0.00196092j 0.0643954+0.112478j -0.0317748-0.0498076j 0.0357321+0.125386j 0.00291751+0.103726j 0.0367249-0.056865j -0.0371546-0.0962187j -0.0544702+0.0207881j 0.0462353-0.0740753j 0.115952-0.0478377j 0.139975-0.00169225j 0.0352078-0.0487661j 0.00848636-0.00711586j -0.0202859+0.0257665j 0.0340404-0.0122737j 0.0174913-0.000443042j 0.00380612+0.0145332j -0.0256987+0.000282543j 0.0339297-0.00507735j 0.000818574-0.0134636j 
0.0445393+0.00814456j -0.0082193+0.0596461j 0.0914116+0.0440034j 0.0766822+0.0724572j -0.0607414+0.00239268j -0.0153488+0.0460766j -0.0934474-0.144475j 0.01438+0.0045748j 0.0257766+0.079027j -0.022041-0.033011j -0.0486651-0.0477799j -0.0758978+0.0383299j 0.00563825-0.00704578j -0.0418625+0.151607j 0.0118612+0.0204379j 0.099524-0.0811702j -0.0623164-0.0615683j -0.0449274+0.0430444j -0.0183331+0.0585425j -0.0313699-0.00283793j 0.0338054+0.0777253j 0.0337885+0.0306196j -0.0128324-0.161113j 0.0327804+0.000700225j 0.0509748+0.0191484j -0.00273558+0.00432541j -0.0250511+0.0156579j 0.044195-0.00260452j -0.045526-0.0575121j -0.0308134-0.00628614j 0.0384047+0.00674801j 0.000755963+0.0522877j -0.0189651+0.02608j -0.0453379-0.0786112j 0.0156686+0.089917j -0.00882202-0.0571079j -0.12557-0.0692966j -0.0899663-0.0162226j -0.0483781+0.0476173j -0.0289702-0.0743267j -0.0233041+0.0624527j 0.0858074-0.039238j -0.0218454+0.0468832j -0.0624346+0.0288999j -0.0420031-0.0444187j 0.10523-0.0542265j 0.0164553+0.0484191j -0.00670252-0.0486147j -0.0374095+0.0337823j 0.0964012+0.0478319j -0.0224409+0.00674694j 0.0445777+0.01354j 
0.012307+0.0226408j -0.0273578+0.0234813j 0.00930658+0.0296075j 0.0218961+0.00855969j -0.00369184+0.0777658j 0.019749+0.0510503j -0.00876319-0.0262789j -0.0631666-0.0194579j -0.0128487+0.00586704j -0.000401078+0.0408524j -0.050725+0.0869402j -0.019163+0.0298029j 0.02503-0.0355177j 0.0114859-0.000834169j -0.041214+0.0690828j 0.0263571-0.0618666j -0.122248+0.00888391j -0.0809629-0.0679347j -0.0283929-0.0394215j 0.0659336+0.00502631j -0.102708+0.0146946j 0.0255523+0.0335626j 0.0502339+0.0229214j 0.0156084-0.0338546j -0.0639479+0.0453737j -0.0370003-0.0372435j -0.00847637-0.0206981j -0.0163772+0.00792564j -0.077595+0.0121049j 0.016547+0.0551492j 0.0491137-0.0260634j -0.0190397+0.000355074j -0.0604568+0.0229325j -0.0252946-0.00990984j 0.0784374-0.0104137j -0.0235593-0.0539904j 0.0432652-0.11883j -0.00421943+0.0387547j 0.0354178+0.0603799j 0.070256-0.0174408j -0.0239874+0.043635j -0.103851-0.00176622j -0.10295-0.0113442j -0.0251736-0.00736796j 0.0350222-0.0011428j 0.0154339+0.0159023j 0.0392937-0.0280983j -0.0218596+0.0941586j 0.00562239-0.0172645j 0.033398+0.0364063j 0.0281137+0.0376903j 0.0119859+0.0164126j 
0.0010761-0.0387914j 0.00404885+0.0368718j -0.00295372-0.0634192j -0.0520957+0.0941764j -0.0128218-0.0384379j 0.0459814-0.0990481j -0.0206661+0.0102939j -0.0686008-0.0311428j 0.058229+0.0557799j -0.0773269-0.13004j -0.104457+0.0634672j -0.083682+0.0395414j -0.0329669+0.0629571j 0.0396657-0.0417935j -0.168065+0.124503j 0.0253196-0.0509238j 0.023315+0.00673021j -0.0732154+0.0675878j -0.0581796+0.0574238j 0.182986+0.107535j -0.0921406-0.111023j -0.0189493+0.115444j 0.00579205+0.134493j 0.0727738+0.00338887j -0.00261643+0.0574785j -0.0735376+0.0386098j -0.000112712-0.0114758j 0.0366476+0.0783699j -0.104505-0.0176101j -0.0502386+0.0121641j 0.0204926-0.0541363j -0.0600913+0.0424468j 0.0915396+0.0745019j 0.196697+0.119901j 0.0546037-0.0920226j -0.0210631+0.0456811j -0.0893455+0.221676j 0.0013969-0.0496209j -0.0247844-0.0727863j -0.050535+0.0296671j -0.0675892-0.146348j -0.0106441+0.0555194j 0.0839893-0.0976827j -0.0204791-0.0495701j -0.00295667-0.0315691j 0.0188168-0.0217273j 0.00866713+0.0406255j -0.0427694-0.020391j 0.0162478-0.00648195j 0.0238617-0.0120194j -0.0388982-0.0056371j 0.00182562+0.0173718j 
-0.0107377+0.0435016j -0.0285628-0.0127749j 0.0285597-0.0411031j -0.0255992-0.0515796j 0.00695469+0.00433837j 0.0124755-0.0657252j 0.1274+0.0451088j -0.0575389-0.129501j -0.00595669-0.0542138j -0.0573809-0.0224985j -0.112744-0.158923j -0.0458985+0.0116743j 0.0623816-0.0355915j -0.0201833+0.0219771j 0.0348374-0.0284333j 0.110795+0.0163415j -0.156688+0.0538961j -0.0257562-0.0292957j 0.00865424-0.0843136j -0.0305621-0.090925j -0.0655016-0.0104742j 0.00570181-0.035539j 0.0574524+0.0640128j 0.0121045-0.0757541j 0.0278313+0.0216921j -0.142927+0.118489j -0.113907+0.0270239j 0.00603299+0.0464263j 0.0696446+0.0314583j 0.140001-0.0180525j -0.0308297+0.0667125j -0.00883209+0.0254916j 0.00882983+0.0124119j 0.0219137+0.0330586j -0.10376-0.0513867j -0.0317063+0.00148345j -0.00919523+0.157423j -0.0442413-0.0291125j -0.0289777-0.0387042j -0.142329+0.000378858j 0.0300328-0.116287j -0.0392251+0.030737j 0.0509137-0.0239717j 0.0593237+0.024276j 0.0250422-0.0557073j -0.0509239+0.0102941j -0.04638-0.00368567j 0.0204674+0.0285894j 0.0456542+0.0314569j -0.0109639+0.0203977j 0.0475609+0.0114223j 0.0122345-0.0319338j 
0.0461159-0.0324191j 0.0725087+0.0943684j 0.0283551+0.0543451j 0.139973+0.091611j -0.0250679+0.04132j 0.101884+0.0523513j 0.0723097+0.0359041j -0.0358256+0.100773j 0.0329134-0.0361369j 0.0712+0.0268305j -0.012742-0.0118344j 0.0401397+0.115704j -0.00843947+0.077406j -0.007506-0.0695351j 0.0285994+0.0933394j -0.087289-0.0428729j 0.133013+0.0332675j -0.0579656-0.0116502j 0.0188526+0.0838146j -0.0841709+0.132881j 0.0361221-0.0946266j 0.0964962+0.0119666j 0.0893019-0.0673995j 0.0652166-0.0139762j -0.0101731+0.000826093j 0.0421912-0.0530978j -0.00145783-0.0757272j -0.0233104-0.0449732j 0.0200427-0.120438j 0.0266597+0.0290687j 0.0239801-0.0128451j 0.0215913+0.120666j -0.0346679+0.0413463j -0.0757577+0.0494178j 0.000988256-0.0110297j 0.048263+0.0735124j 0.000136906-0.244253j 0.0380703+0.0650541j 0.0105151+0.00364179j 0.055039+0.0368406j 0.0290395+0.122462j 0.0471295-0.0174998j -0.162366-0.103584j 0.00671499-0.0246106j -0.000434832-0.135553j -0.00886784+0.089937j -0.0643994-0.00472968j 0.00467292+0.066136j 0.0867833-0.0708856j -0.00862795-0.0063565j 0.00230609+0.0469824j 0.010304+0.0167288j 
0.0541522-0.0260518j 0.017948+0.0218531j -0.00543974+0.0449459j 3.93645e-05-0.0324668j -0.0235975+0.0217088j 0.0781423+0.0429527j 0.0161918+0.0132105j -0.0240568-0.0414838j 0.0557224-0.0887657j 0.0184534-0.0467582j -0.0256144-0.0619798j -0.034258-0.0195072j 0.0118626+0.0412275j 0.038093+0.0523936j 0.0174857+0.0543812j 0.00222069+0.100344j -0.0683418-0.00416574j 0.0715286+0.0692511j -0.0288983+0.0204221j 0.104101+0.0597716j 0.0472305-0.0243289j 0.0534989-0.0667178j -0.0359949-0.0334378j 0.0521681+0.0461723j 0.0100426+0.022327j 0.0847425+0.0801064j -0.00870786+0.0292807j 0.0597701-0.0387409j -0.0297447-0.0790579j -0.0284626-0.11383j -0.0628077+0.0283532j 0.0642635-0.0338675j -0.0906444-0.0321111j 0.00728635+0.0230359j 0.00370105+0.0144177j 0.0263693-0.0511844j -0.0380397-0.0378605j -0.00854895-0.0392541j -0.0576513+0.0464091j -0.0721881-0.000119044j -0.0223534+0.03089j 0.0588082-0.0226673j -0.0438295-0.0224289j 0.0972243+0.0149436j -0.0982071-0.0365423j -0.04566-0.0611478j -0.0897237+0.056216j -0.0045147-0.100809j -0.0118733-0.0115544j 0.013947-0.0849241j -0.0843301-0.0660315j -0.079979+0.0342654j 
-0.00761702+0.0162794j -0.0332459+0.0213169j 0.0581124+0.0388791j -0.0177224-0.0757955j 0.0204027+0.115068j 0.0056499+0.100001j 0.00730717-0.0254981j -0.110579-0.0795361j 0.0515515+0.0433391j -0.00126638+0.0780603j -0.0598969+0.0615204j -0.159206+0.0243037j 0.0332677-0.0277627j 0.102624+0.124887j -0.0721347+0.0541796j 0.152699+0.0544375j -0.171984-0.0694209j -0.00686968+0.0392376j -0.0170849+0.104033j 0.0273237-0.00547304j -0.0288525+0.0318601j 0.00397886-0.0597541j -0.0821915+0.010746j 0.0112423-0.0104426j -0.0515763+0.0710022j -0.0461336-0.0739942j -0.0890058+0.0353458j -0.00968776-0.0486962j -0.0313708+0.00269012j 0.0840159+0.012161j 0.103416-0.0137796j 0.0878693-0.0618915j -0.0677169-0.000290886j -0.0262804+0.0390982j 0.139958+0.0491533j -0.0139384-0.106877j 0.0594798-0.0820838j -0.0504895+0.060291j 0.0333201+0.118239j 0.0755702-0.0120496j 0.0762709+0.0276049j -0.00165198-0.0866006j -0.0966079+0.021289j -0.016837+0.00836857j 0.00374585+0.028191j -0.0137879-0.0214163j 0.0286184+0.0064317j 0.0114148-0.0180418j 0.0297695-0.0592011j -0.0359567+0.0251381j 0.0381303+0.0425484j 0.0302233-0.0184792j 
0.0102833-0.0164052j 0.0389515+0.0120663j 0.0960232+0.126799j -0.00106469+0.0544735j -0.0181243+0.0445308j -0.0200325-0.0393133j 0.0297009-0.021583j 0.058526-0.0562673j -0.00479561+0.0263272j 0.0232003-0.0107138j -0.0927084-0.150402j 0.0991399+0.0765731j 0.1201-0.0488457j 0.0709156+0.00329418j 0.0258433+0.0217589j 0.0261385-0.01223j -0.0930314+0.0557574j 0.0173339+0.0422052j 0.00724074+0.0875986j 0.00271366-0.0428129j -0.00024775-0.0259392j 0.0358455-0.101099j 0.0553641+0.0333598j 0.0367166-0.00607938j 0.0785742+0.0866669j 0.0240759+0.0320014j 0.00909428+0.0246306j -0.00572732-0.0864667j 0.0920484+0.0470679j 0.0610057+0.023565j 0.029976+0.0793969j -0.0433446-0.0579776j 0.00552151+0.0425782j 0.0302154-0.087842j -0.0474-0.0476475j -0.0354835+0.00491963j -0.0150069-0.0198432j 0.0335183+0.0288489j 0.0163216-0.020729j -0.0562782-0.0323156j 0.0742165+0.0571505j 0.0234921-0.0390035j -0.0623355-0.0238533j 0.0412056-0.0193127j -0.0091717-0.0245267j 0.0224163+0.0120854j 0.0182465-0.022302j -0.0166562+0.0224943j -0.0530823+0.00289436j 0.0356619+0.00931376j 0.00646284+0.0253305j 0.076969-0.00525097j 
0.0216755+0.084131j -0.0329251-0.0861613j 0.0528069+0.0658754j -0.0562703+0.0638929j -0.0545375+0.0350263j -0.0683796-0.0264128j 0.0400136+0.0696796j 0.116431+0.0152918j 0.0608776-0.0119195j 0.0821592+0.0323806j -0.0697049-0.0122493j 0.174769-0.0339491j 0.0657221-0.0404689j 0.105321+0.0727757j 0.114163-0.0404863j -0.0973427+0.00434279j -0.00789211+0.00750541j 0.00198851-0.0627877j 0.00776519-0.0786987j 0.0227432+0.039559j -0.00383594-0.0125076j 0.0366019+0.0236335j -0.0214317-0.0274393j 0.0682788+0.0473592j 0.00497685+0.0287129j 0.0540017+0.0280181j 0.0197003+0.0103295j 0.00369138-0.0103031j 0.0134812+0.0378673j -0.00293774+0.0126214j 0.119858+0.0762525j -0.0647933-0.149276j 0.022161-0.0337006j 0.037673-0.104074j -0.000644532-0.172981j -0.0676579+0.0751199j -0.0190858+0.043458j -0.00120937+0.0384388j 0.0482243-0.0373051j 0.0136252-0.00970512j 0.0317718+0.0290322j -0.0755286-0.0734366j 0.00907135-0.0153611j -0.00306035-0.0660951j 0.00175741+0.00448714j -0.0043302+0.0204108j 0.0473236-0.024758j 0.0304561-0.0174211j -0.0850006+0.106986j 0.064108+0.0499093j -0.0267163+0.0455091j 0.0729783+0.0412896j 
0.0264429+0.042944j 0.00287806+0.00256321j 0.033701+0.100152j -0.00184106+0.0221836j -0.0909662-0.124791j 0.1211+0.034872j 0.117051+0.119233j -0.00513918-0.0639414j 0.0906626+0.100158j -0.0207599-0.0583011j -0.144428-0.0336497j -0.0322529-0.106107j -0.0440483-0.0403174j -0.0233203+0.100405j 0.156426-0.0982308j -0.0135835-0.0110447j -0.0723103+0.00109541j -0.0506597-0.0395776j 0.0068079-0.0296601j -0.126935+0.00645096j -0.0197233-0.0139391j 0.0498736+0.142008j 0.00151633-0.0566723j 0.0574597-0.0922733j -0.016055-0.0459799j -0.0783539+0.0113109j -0.0659846-0.0697055j 0.0746026+0.0167591j -0.0486972-0.089911j -0.00985771+0.017747j 0.0671777+0.0953179j -0.147699+0.0325932j -0.039975+0.0624753j -0.104639-0.0661093j 0.0266494-0.111558j -0.0771237-0.00494775j -0.107862-0.0748218j 0.00392183-0.00869174j 0.013175+0.00321541j -0.0388568+0.00300136j -0.0380592+0.0516483j 0.00975473+0.00267454j 0.0905443-0.0133867j 0.0196235-0.0594895j 0.0477927-0.0884395j -0.00194451-0.0084969j -0.0660406-0.0370798j -0.0630921+0.0139934j 0.0581931-0.0199728j -0.0425339-0.0530131j 0.00158845-0.0582044j -0.0810179-0.0197065j 
-0.0172755+0.0789935j -0.10165-0.0849595j -0.0216914+0.0391826j -0.00528759+0.0201939j -0.0285875-0.00979159j 0.0106462+0.0201752j 0.131939-0.0379056j 0.0288038+0.0356694j 0.0173245-0.0422853j -0.0400503-0.0557291j -0.0288456+0.0610181j 0.0309206-0.108961j 0.018576+0.114304j 0.0367952+0.0592428j 0.097951-0.0714856j -0.0135275-0.0129736j -0.0333868-0.0213148j 0.0183348-0.0425068j 0.0168073-6.31325e-05j -0.0220802+0.0940946j -0.0238596+0.0132729j -0.00545964+0.0186742j -0.00171551-0.0038455j 0.0392884-0.0189501j 0.0257684+0.0822128j 0.00750155+0.0368162j -0.102076+0.00934592j 0.00290323-0.0204347j -0.0079808-0.0480561j 0.0350958-0.0109497j -0.0083103-0.0298059j -0.00116575-0.0565892j 0.105811+0.0326619j -0.00907782-0.0868134j -0.0749707-0.0276499j 0.035679+0.0525471j -0.0290518+0.0128966j -0.0802862+0.00394345j 0.056559-0.0183673j -0.000902119-0.0027845j 0.0520434-0.029799j -0.00283034-0.00368958j 0.0283743-0.0059758j -0.0230612-0.0058333j -0.0389154+0.0503884j 0.0179797-0.0436224j -0.0199642+0.0264623j 0.020046-0.0771824j -0.0284143+0.00151296j -0.0719222+0.0297495j 0.0617283-0.0577839j -0.0242455+0.00681306j 
