0.00520903+0.0112386j 0.0970549+0.131552j -0.0537303+0.116186j -0.0308107-0.00421039j 0.0345558+0.0332466j -0.0178806+0.0545557j -0.00673715+6.06455e-05j 0.0151687-4.72099e-05j 0.0412177+0.00307162j 0.0193245+0.0304079j 0.0774443+0.0133003j -0.0151329+0.0165883j 0.0359874+0.00359684j 0.0113795-0.00453883j -0.00378471+0.0426472j 0.0199158+0.00905592j -0.0258852+0.0180462j -0.0142046+0.0367494j -0.00630815+0.0143483j 0.0851101-0.0116052j 0.0180236-0.00910845j 0.0126564+0.0553007j -0.00351841-0.00364903j 0.0281997-0.00957569j 0.00744433+0.0286711j -0.0367303-0.0455674j 0.0207709+0.0349521j -0.0637142+0.00214361j 0.0927934+0.0139581j -0.00949728+0.00620286j 0.030018-0.0179986j -0.0116437+0.0128494j -0.00922292+0.0180045j 0.0270595+0.0152403j -0.0314544+0.00853241j -0.0190037-0.00636139j -0.00375387+0.0217803j -0.0135244-0.00116895j 0.0105101+0.0331268j 0.00119903-0.0130874j -0.0594496+0.0227085j -0.0201139-0.00188687j 0.00307882-0.00795991j -0.00696225-0.00863181j -0.00241142+0.00725973j 0.0357325-0.0232268j -0.00082701+0.0287047j 0.0206584-0.00992224j -0.0124275+0.0374231j -0.00607465-0.0146822j 0.0396871+0.00135929j 0.0230277-0.0103782j 0.0424072+0.0514191j 0.00345092-0.00627156j 0.0082136+0.0396268j -0.00333081+0.00384573j 0.000502658+0.0143535j 0.0296338+0.0247733j 0.0304116+0.0924459j -0.0481461+0.10502j 0.073806-5.54413e-05j 0.0326389-0.0590697j -0.0149231+0.0508152j -0.0523861-0.0085324j -0.116149-0.0562882j -0.057732-0.0470656j -0.0623906+0.0125989j 0.0383761-0.0584756j 0.0378051+0.0604131j -0.0524606-0.102306j 0.0194154+0.00610193j -0.0188057+0.0134585j 0.0227991-0.0282629j 0.0201851-0.0103512j 0.0124424+0.0513007j -0.0362617+0.00983974j 0.00423349+0.0362359j 0.0109448+0.023505j -0.0377782-0.0206937j 0.00372662-0.0181863j -0.111948+0.0138307j 0.038909+0.25874j 0.102521-0.0392438j -0.141247+0.0733546j -0.208736-0.108191j 0.0878027-0.10433j 0.082069+0.048096j 0.0162108+0.0052703j 0.07251+0.00470324j 0.124469-0.0289054j 0.0606071-0.105195j 0.126264+0.169401j 
0.0406855+0.0491692j 0.0326083-0.014186j -0.0113533-0.0089477j -0.0220016-0.0505934j 0.0100704+0.012667j -0.0772862-0.00991577j -0.0262773+0.00356973j 0.0244932-0.0220242j 0.0134153+0.0473115j -0.00288381-0.0287712j -0.0500666-0.0294213j -0.0247274-0.065175j -0.0742898+0.0893179j 0.0815585-0.0665015j -0.0118838-0.011596j 0.0214298+0.0350486j 0.0118298-0.00708808j -0.0656201-0.00606154j -0.0194299+0.101199j 0.156106+0.124233j -0.0924755-0.00469634j 0.0321345-0.0273636j -0.0129306+0.0359521j -0.0406069+0.0523593j 0.0307201-0.0491106j 0.059007-0.088119j -0.0328791+0.00599413j 0.108394+0.0288889j 0.0612667+0.0238014j 0.00439272+0.0124886j -0.0245889-0.00559572j 0.0585982+0.0380707j -0.146185+0.000408705j 0.0374492-0.0590957j 0.0419676+0.0596746j -0.0430696-0.0418568j -0.0222909+0.110107j -0.0832972-0.0201565j 0.048162-0.120304j 0.00612225-0.0571588j 0.0620054+0.0335887j -0.00152226+0.0363234j 0.0518552+0.0552542j -0.00363935+0.0313698j -0.0160544-0.142658j -0.0126378-0.0842399j -0.0392948+0.00333502j -0.0069902+0.0314483j -0.164645-0.0308108j 0.0598303-0.0303734j -0.101072+0.000890891j 0.0763917+0.0489474j -0.108834-0.034798j 0.0705081-0.0187566j -0.00498883-0.0752954j 0.0101604+0.0128903j 0.0364475-0.084957j -0.00502045+0.0622202j -0.0665487-0.00976158j 0.00998142-0.0182435j -0.0596812+0.0554631j -0.0267574+0.0102616j 0.0158117-0.123174j -0.0128375+0.0945897j -0.0402887-0.0804171j -0.0498988-0.0538391j -0.0328466-0.00384014j -0.0354372+0.0329503j -0.0135193-0.0544258j 0.0404181+0.000324342j -0.0218445-0.0108453j 0.0765654+0.0557042j 0.0903124-0.0215261j 0.0447276+0.0291531j -0.0190562+0.0911799j -0.13177-0.0899295j -0.00516781+0.00797866j -0.029607-0.03662j -0.0142333-0.0940685j 0.0513811-0.00938276j 0.00284948-0.0713606j 0.0133608+0.0265192j -0.0390062+0.000783234j -0.00528437+0.0284611j 0.0807015-0.0459462j -0.0979419+0.0427919j -0.0510727+0.0499256j -0.0247145+0.00167468j -0.0248665-0.0532091j -0.0245779-0.0251433j -0.078167-0.0338969j 0.00221538-0.0329096j 
0.016148-0.0247157j 0.00697864+0.00953028j 0.00640306+0.0357928j -0.0148231-0.0138777j 0.0394535+0.0549319j 0.014512+0.02939j 0.0610343+0.0709606j 0.0672754+0.0299863j -0.0210062+0.022637j -0.00594937-0.00538702j -0.0347833+0.0737945j -0.00299967-0.0955017j 0.014709+0.0215841j -0.060037-0.0494725j 0.051814+0.0139134j -0.000115536-0.0603186j -0.138717-0.0489821j 0.0358814-0.00451537j 0.0859133+0.0467377j -0.046837-0.0545005j -0.0987585-0.107231j 0.0669639+0.085935j 0.0239418-0.0325148j 0.0551468-0.0630524j 0.000662186-0.0207989j 0.0911563-0.102847j 0.0808095+0.00855183j -0.0084342+0.0472231j 0.0232122-0.0145038j 0.00943497-0.0407591j -0.082096+0.0176989j -0.0217954+0.02785j 0.0505835+0.0138413j 0.065967-0.0404632j -0.095167-0.111879j -0.0188675+0.0599399j -0.0493762+0.0427044j -0.00352682+0.0351354j 0.158397+0.0207512j -0.00309788-0.034058j -0.000808779+0.0413081j -0.0091978-0.0962062j 0.0733851+0.0469734j -0.142676+0.0850303j 0.0568195-0.0655758j -0.0205972+0.0601397j -0.0476657+0.0639322j -0.0546359+0.0475716j -0.0291128+0.0428497j 0.0556451+0.00408801j 0.0383503-0.0300147j -0.00254323+0.122268j 0.10474-0.0144251j -0.0492069+0.144684j -0.138209+0.048845j 0.042205-0.0274822j -0.0312379+0.0861851j 0.0690064+0.0723657j 0.0609796+0.0641472j 0.0535981+0.108219j -0.0294218-0.065237j -0.102511-0.0979378j 0.0221902-0.0572096j -0.0895511-0.00863224j -0.0372899-0.0121338j 0.00352857+0.0183774j -0.00402386+0.0415667j -0.0366204-0.119193j -0.00559672-0.0389022j -0.0884311-0.160482j 0.10945-0.0514388j 0.0428971-0.0480603j -0.108823-0.0309791j -0.0146515+0.0577607j -0.00518716-0.0216979j 0.0156213-0.225139j 0.0279531+0.000867643j -0.0529617+0.0934865j -0.0414817-0.0036639j 0.0211959+0.0808729j -0.019779+0.0447076j -0.0179066-0.138331j 0.00414898+0.0424153j -0.0133055-0.0707193j -0.0750199-0.00563886j 0.0248631-0.0520664j 0.0322331-0.0460414j 0.0376959-0.10145j 0.0224216-0.0848401j 0.00140696-0.0453287j 0.0461364-0.00750231j 0.0183342-0.00103142j 
-0.0208999+0.0056294j 0.0360325+0.0145295j 0.00450234+0.0439002j 0.00549342-0.0186726j 0.0264273-0.0587215j -0.0316616-0.0605026j -0.0233798+0.009373j -0.0373836-0.0640717j -0.0359678-0.0108201j -0.0543463-0.0699702j 0.0513416+0.062903j 0.101683-0.0273806j 0.0877553-0.0351596j 0.0612024-0.0560453j -0.0231663-0.13793j -0.0991182+0.141489j -0.123685-0.015203j 0.0533491+0.0796292j 0.0186644-0.10073j -0.0424781+0.0588632j 0.00723965-0.0676792j -0.00167974+0.0203507j -0.0607387+0.00174127j -0.108301+0.062418j 0.152506+0.00306806j 0.0201262-0.0692625j -0.0426728-0.0320687j 0.000324013+0.012767j 0.011421+0.0493773j 0.0196385-0.0296579j -0.0195386+0.0261389j 0.0686719-0.0935995j -0.0330789-0.0489292j 0.0939276-0.0933052j 0.0022792+0.0160819j -0.0283228+0.00969907j -0.0115736+0.0501275j 0.0509142-0.0621217j -0.0779068-0.0593004j 0.0120584+0.102938j -0.00401496-0.0369988j -0.00841785-0.110275j 0.0292513+0.153902j -0.0364545+0.0592395j -0.00898726+0.137559j -0.00592655-0.010934j 0.0114203-0.0901626j -0.0378678+0.0278275j -0.0483207-0.0434581j -0.0180701+0.0185367j 0.01672-0.0830621j 0.0582228+0.0254132j 0.0516426+0.0256936j -0.0575377-0.00710498j 0.157909-0.0812277j -0.00397206-0.0867138j -0.0369514+0.0460823j -0.0293623+0.0262135j -0.0255662+0.101482j 0.0104357+0.00789712j -0.0667458+0.0922846j -0.0417506-0.0603132j -0.15478+0.0821601j 0.0799674-0.0224488j 0.0256144-0.0484877j -0.0333162+0.0104016j 0.00653088+0.0906393j -0.000967201+0.0134743j -0.0259222+0.0479883j -0.00529477-0.127753j 0.0326728-0.0228308j 0.182257+0.014965j 0.122556-0.0144584j -0.0220755-0.07128j 0.0339915+0.0901323j -0.0461496-0.0162206j -0.0316394+0.0104261j -0.0185595+0.018306j -0.023925+0.0274984j -0.000347119+0.0338127j -0.0232562-0.075529j 0.0393963-0.0588043j 0.0216127+0.0257598j -0.0277894-0.0545018j 0.0280065-0.0603899j -0.0289442-0.00479487j -0.00948805+0.001011j 0.0248734-0.0926701j 0.00919493-0.0602299j -0.0489465-0.0131064j 0.0392459-0.0136977j 0.00448786-0.0387762j 
-0.0198673+0.00194351j 0.0430075+0.00446189j -0.0656377-0.0432073j -0.00174754-0.0223006j 0.0601469-0.0456922j -0.0750678-0.0667527j 0.00475127+0.0364507j -0.052828-0.0411523j -0.0074414-0.00215792j 0.06753-0.0788714j -0.0588167+0.0551748j 0.0756346-0.00361192j -0.0555921+0.0482034j -0.0654243+0.00185379j -0.0982651-0.0476137j 0.0800322-0.105144j 0.0361694-0.0763736j -0.0135782-0.0200509j 0.0347057+0.0363693j 0.0556808-0.0888669j -0.0108849-0.0219405j -0.000427786+0.0182891j 0.0645359-0.0357589j 0.156265-0.0653816j -0.0396181+0.0613513j 0.0106436+0.0342771j 0.0188136+0.0118336j 0.0299467-0.00880449j 0.0402799+0.00392983j 0.0508695+0.0874901j 0.0532846+0.0436632j -0.00945564+0.0520704j -0.0227489+0.0280697j 0.108696-0.028055j -0.0710734+0.00487014j -0.0922186-0.103143j 0.0524027-0.084332j 0.0851637+0.117371j 0.0164761+0.0195686j -0.0445342+0.0208862j 0.0766708-0.0917611j 0.0805773+0.00625104j 0.0688836+0.0479697j 0.0338779-0.0506015j 0.041117+0.0592793j 0.0809896+0.0471374j -0.0331828-0.0791815j 0.035655+0.132643j 0.017713-0.000951228j 0.00377085+0.0736796j 0.0386601+0.00643654j 0.011899-0.121214j -0.133471-0.001802j -0.0556322-0.000758584j 0.0963103+0.0390852j -0.0622856-0.0203168j -0.0530444+0.0377943j -0.0172406-0.0171345j 0.117892+0.0551439j 0.0869701+0.00666399j 0.0144222+0.106183j 0.0251876-0.00564719j -0.0578053-0.0722867j -0.0557364+0.00601122j -0.0909417+0.0325968j -0.0387628+0.0130045j -0.0831775-0.0677159j 0.036454+0.117943j 0.0442855-0.0207374j -0.000329428+0.00950649j -0.00164852-0.0710529j 0.0489772-0.064791j 0.0705337-0.0742997j -0.020006+0.0598193j -0.0722631+0.000629699j -0.163904-0.0245653j -0.0783903-0.0170168j -0.0573403+0.0134264j -0.0387383+0.0417463j 0.00296059+0.00568092j -0.0758609+0.0255862j 0.0482993-0.0507746j 0.0111429+0.0623447j -0.0162582-0.02127j 0.0533307-0.0996461j -0.0707992+0.0567413j 0.00568435+0.090511j -0.0148411-0.0376051j 0.0484601+0.00296473j -0.0839968-0.0336109j 0.032971-0.0322701j -0.0363859-0.0397677j 
0.00279698-0.00588237j 0.00150038-0.019755j -0.0459324+0.0145451j -0.0265802-0.00303556j 0.0538746-0.131764j 0.0479251-0.0488309j 0.0263304+0.0781371j 0.0503085-0.00225317j 0.0291483+0.0221941j 0.0232541+0.0750068j -0.144068+0.068399j -0.00256733+0.0575645j -0.0977632+0.0366108j 0.0184931-0.0744151j -0.0433078+0.00320386j -0.0231734+0.0786698j -0.0126152-0.0218589j 0.0504049-0.014984j 0.062201+0.0583643j 0.231162+5.06785e-05j 0.0487566-0.0655007j 0.00926238-0.0159272j -0.0428571+0.0405587j -0.0148595+0.0528568j -0.0196995-0.0283202j -0.0370448+0.051804j 0.0866037+0.0226673j -0.019869+0.0193698j 0.123228-0.08993j -0.0355672-0.0413782j 0.0679006-0.0303023j -0.0693109-0.0291523j 0.0483021+0.0471264j -0.0940075-0.0095404j -0.0750008+0.00829489j 0.00338359+0.0562107j 0.0438519-0.0309788j -0.0212213-0.0204619j 0.0418696+0.154163j -0.0369111-0.00694582j 0.05656+0.0288421j -0.0402077+0.0268499j 0.120807+0.123461j -0.0862689-0.00662435j 0.00696562-0.181188j 0.0336113+0.0339243j 0.0418127-0.0516927j -0.0323019-0.00516477j -0.0230664+0.0331466j -0.0900799-0.175555j -0.000262982+0.0581098j -0.0376037+0.122988j 0.028537+0.044045j 0.155888-0.0772505j -0.0446349+0.0863788j 0.0232073+0.0399922j -0.0320234-0.0261254j -5.13513e-05+0.00568483j -0.0698432-0.0223441j 0.00807318+0.0446344j 0.0421994-0.0411047j -0.0491072+0.0501228j 0.199696-0.00510085j -0.0741928-0.00836337j 0.0122203+0.0588254j 0.0457355+0.0397433j 0.00282936+0.0958256j 0.0761567-0.0231208j -0.0624204-0.00634562j -0.0270896-0.00220475j 0.0591601-0.0372163j 0.0719997+0.0624702j 0.129475-0.0864739j -0.0348451-0.022383j 0.0987214-0.0501193j 0.102892+0.0574266j -0.0159772-0.00102931j -0.0911898+0.0167896j -0.0854802+0.0627301j -0.0568642+0.0267046j -0.0601228+0.0687453j -0.0229306-0.0639942j 0.0311931+0.000952815j -0.0939192-0.0790964j -0.0215793+0.0624371j -0.0335553+0.0379264j -0.0139959+0.0136299j 0.0344091-0.00108651j -0.0145894-0.0362383j -0.0612034+0.000364082j 0.0138377-0.0147237j -0.0289949-0.021771j 
0.0144004-0.000658124j -0.0228456+0.0130554j -0.00955951-0.061506j 0.005338-0.00944619j -0.00311207-0.0357864j -0.00359962-0.0203272j -0.00394813+0.0236457j -0.0926796-0.000858837j -0.0203708-0.0172965j 0.0519185+0.0520275j 0.0146097-0.0233375j 0.0221118-0.0531078j 0.0565257-0.0125173j 0.0968546+0.010359j 0.0660216+0.0207958j -0.0172132+0.0297741j 0.0329085+0.0330425j 0.0684677+0.0237687j 0.0253853-0.0394278j 0.0011351+0.0397915j -0.010535-0.0602132j -0.0649237+0.0383931j 0.0153333+0.00592906j 0.00415253+0.0371092j 0.0280848-0.016568j 0.00155708+0.0261355j -0.0746385+0.023805j -0.0232362+0.010864j 0.00770467-0.00607842j 0.0960067+0.0539922j -0.0518097-0.0509628j -0.0660641-0.0475262j 0.0148479-0.0879964j -0.0968851+0.0901816j -0.000494502-0.0939893j 0.0224892-0.0283056j -0.00447377-0.0239685j -0.00963799+0.0103131j 0.10771+0.033727j 0.00388528+0.00995317j -0.0263432+0.0578563j 0.0260438-0.0397459j -0.0497241+0.081484j -0.0139731+0.0717809j -0.00856536-0.123441j 0.0297451+0.0406206j -0.0693781-0.00295656j -0.0536007+0.0906903j 0.0310241-0.0682365j -0.0562611+0.00362764j -0.0758307+0.0849995j -0.0106755+0.0348084j -0.0304775+0.0959021j 0.0861579-0.0208638j -0.00934511-0.064277j -0.00490411+0.0504808j 2.94877e-05+0.0388267j 0.0181392-0.0105784j 0.0504285-0.166157j -0.054167+0.00834469j -0.0389884-0.0288481j 0.011949+0.0417343j -0.0086357+0.051612j -0.116794+0.044538j 0.0453668+0.0293768j 0.0117058+0.177335j -0.122084+0.0201137j -0.0200082-0.031912j 0.0985805+0.0479167j -0.0392555-0.00295383j 0.0492348+0.0204637j 0.00849973-0.00303443j 0.0891794-0.102477j -0.020891+0.0024221j -0.0580444-0.0419636j -0.0690552+0.0994379j -0.132121-0.0393319j -0.0308445-0.19597j -0.0036307+0.0347603j 0.0645286-0.06801j 0.0820425-0.0679529j 0.0598785+0.0794878j -0.100352+0.146532j 0.016643+0.0758434j -0.0771138-0.081743j -0.024963-0.00499488j 0.0405139+0.0699398j 0.0325232+0.0406703j 0.00625175+0.0543035j 0.0441233+0.0122201j -0.0176155+0.00640452j 0.037128+0.0311711j 
-0.0090383+0.0103268j 0.00404092-0.011223j -0.0335203-0.0467705j -0.00541949-0.0406786j 0.0553926+0.0742076j -0.0448046+0.0243162j -0.0371486-0.00380608j 0.0479795+0.0254889j 0.0213563+0.0110068j 0.0181602+0.0572366j -0.00191055-0.052874j -0.0184727+0.0501068j -0.13839-0.00744249j -0.0212831-0.00547008j -0.280037-0.0464006j 0.0162527-0.0232047j 0.0955038+0.0223111j 0.0592962-0.00281565j -0.0851816+0.0498889j -0.168801+0.013269j 0.0741024+0.0638226j -0.0511923+0.0369808j 0.0815998-0.0273578j -0.00358648-0.0256252j -0.0597609+0.114134j 0.0113355-0.0155603j -0.00446506+0.00106448j 0.0323816-0.031381j 0.102224-0.0650477j -0.0734955-0.0100223j -0.0267458+0.00394096j 0.0617663+0.00679332j 0.00334977-0.0205762j -0.00576173+0.00782586j -0.0882778-0.0264396j 0.0230115+0.0695407j 0.00411734-0.00557564j 0.0761036-0.0537581j -0.0164251+0.027599j -0.0284959+0.000821616j 0.0620765-0.0525003j -0.000879811-0.0183594j 0.03287-0.229083j 0.0247515-0.109174j -0.0297041+0.106197j 0.0494369+0.014172j 0.0253251-0.134744j -0.0112195-0.115731j -0.0524817-0.00378597j -0.0049289-0.0335796j -0.00735773-0.0836505j -0.0542758+0.102919j 0.0506438+0.0402165j 0.0560931-0.0933754j -0.0883601+0.0649827j -0.0325438+0.00645862j 0.0214363+0.0553746j 0.0421786-0.022646j 0.0650154-0.0489924j -0.00647693-0.056526j -0.0170208+0.0296552j -0.0260159-0.0507672j 0.0442569+0.0359176j -0.00754701-0.0646223j -0.00761622+0.0209796j 0.016493+0.0478938j -0.0793409+0.0459707j -0.0322232-0.0174019j -0.0207311+0.0776645j -0.0516709-0.113601j 0.0332179+0.0164766j -0.0128653+0.0289833j -0.0249054+0.124998j 0.0837464+0.11102j -0.0700282+0.0816825j -0.0173441+0.048883j 0.0193194-0.0205043j 0.0413367-0.00606483j -0.0261222+0.0598081j -0.01259+0.0305879j 0.0403248+0.035027j -0.0264629-0.0507497j -0.00734129+0.0662507j 0.0434166-0.0528104j -0.0158388-0.0308618j 0.0295291-0.0176383j 0.0166658-0.0119296j 0.0357609-0.0693634j 0.0286621+0.00584108j -0.0304562-0.00417367j 0.0588782-0.000896853j -0.00435689-0.0350133j 
0.0114496+0.00832464j 0.00235717+0.00685473j -0.021459-0.00996774j -0.0165382-0.0214014j 0.0535908+0.00427223j -0.0191323+0.0173666j -0.0593487+0.00599746j 0.0460425+0.0285439j -0.0180904-0.0542975j 0.0275566-0.0218275j 0.0840136+0.100396j 0.109662+0.00593798j 0.190873-0.0119174j -0.17125-0.0795174j 0.0312506+0.0181428j -0.116169-0.0061629j 0.0296065-0.0222261j 0.192237+0.0529341j 0.242186-0.0504649j -0.14995+0.00516515j -0.0222647-0.100422j 0.0434595-0.0155621j 0.0644784-0.0348807j -0.00921279+0.015172j -0.0151204+0.0428998j -0.0505831+0.00321764j -0.00956073-0.0359724j -0.123561-0.0161755j -0.131761-0.00768709j 0.0495223+0.0440296j 0.0332008-0.024282j 0.0753476+0.0341722j 0.00667635-0.00875666j 0.05972+0.00844116j -0.0620736-0.0295564j -0.00440314+0.0156552j -0.0687412+0.0328316j -0.0135788+0.0093097j 0.0623595-0.013377j -0.137939+0.0788445j 0.00714631-0.0107546j 0.0621184-0.0371876j -0.0127928-0.0663207j -0.0588321+0.0906595j 0.00991435+0.0912316j -0.116345+0.0427599j -0.118347-0.0297417j -0.0453555+0.0447495j 0.00476504+0.0182568j 0.0178165+0.0296616j 0.0490532+0.0405531j 0.00696608+0.0469027j -0.0017997-0.0442902j -0.0189698+0.0398339j -0.0505007-0.00984213j -0.0229183-0.00406141j -0.030948-0.0376757j -0.0371364+0.0162261j 0.0547112-0.0314892j -0.0238596-0.0515573j -0.022838+0.0432293j -0.0227818+0.00101877j 0.0547651+0.0301366j 0.00610113+0.0208321j -0.029614-0.0109658j 0.016259-0.018722j -0.0189159+0.01695j -0.0383825+0.0574702j 0.0059825-0.00415485j -0.011591+0.0209264j -0.0087182+0.0758175j -0.032884-0.042774j -0.0318925-0.0656156j 0.0577586-0.114271j -0.0247511-0.0646104j -0.0402107-0.0347961j -0.00526027+0.0542377j 0.0379754+0.0106159j -0.00215964+0.0304778j -0.0259446-0.00431624j 0.0238107+0.0108598j -0.0413439+0.0120599j 0.0102183-0.00731607j -0.00954129-0.00479584j 0.00817882+0.0198976j 0.0219077+0.0107244j -0.00105818+0.013716j -0.00991499-0.00430669j 0.0265347+0.0153333j -0.0041859-0.0164418j 0.00821734+0.0104357j 0.00995553-0.0227879j 
-0.0101149-0.0110208j -0.0170042+0.00394646j -0.00255643-0.0527712j -0.0274041+0.0192949j 0.0485093+0.0575584j -0.00858676+0.0315207j -0.03203-0.029318j 0.0170617+0.0807574j -0.0128153-0.0914229j 0.168449+0.0816078j 0.0319552+0.0554366j -0.0653527-0.0417744j -0.0531187+0.0189547j -0.0249299-0.0403338j -0.20974+0.00450191j 0.0266594-0.0150006j -0.0291129+0.074072j 0.0917426+0.0417769j -0.0564584-0.11753j -0.199608+0.0796403j -0.0416066-0.0236737j -0.0496344+0.0852343j 0.117364-0.0258328j 0.171793-0.0538244j -0.00305352-0.0851062j -0.109382-0.0245984j 0.0372966-0.0804053j -0.0508545-0.0361452j 0.0651338+0.0125713j -0.0313114-0.00146312j 0.0107809+0.0921059j 0.00715018-0.0674476j 0.103906-0.0675954j 0.0162899-0.00550569j 0.0339498-0.0339923j 0.148759-0.00874737j 0.0566706-0.028235j 0.067161+0.112464j 0.0526112+0.00477019j 0.0214891+0.140615j 0.0167956-0.107055j -0.0110554-0.103723j 0.0128942+0.13695j 0.0147411+0.0671372j 0.0167858+0.0113358j -0.0367361-0.00664179j 0.0437468-0.14074j -0.0357363+0.0086773j -0.0299426+0.0768766j -0.0114985+0.0340325j -0.0233328+0.0688533j -0.0437228+0.0304878j 0.104866+0.0147095j 0.0163387-0.0400531j -0.0927982-0.00352608j -0.0633132-0.0150456j -0.00182894-0.108221j 0.017139-0.00634244j -0.0415691+0.0122117j -0.0186452+0.003568j 0.0322701-0.0285409j 0.0340352-0.0644572j 0.0551935-0.0873676j 0.0124404+0.103933j 0.0446713-0.0340659j -0.00121528-0.0671686j 0.0218524-0.0897187j 0.0498934-0.0576002j 0.0275451-0.026549j 0.0468489+0.073673j -0.0582365-0.110451j -0.0153209-0.00797532j 0.0236808-0.0197983j -0.0918189+0.0452998j 0.0848558+0.00811641j 0.0519072+0.0602589j -0.00369432-0.0868742j -0.0158958+0.00216763j 0.00211207-0.117406j 0.0280274-0.0299661j 0.0268409-0.0633148j 0.0319646+0.0727845j -0.0167423-0.0206784j 0.0303208+0.0761625j -0.0202874-0.0552066j 0.0487779+0.00534174j 0.0188751-0.0160714j -0.00183461+0.0568026j 0.0101939+0.0152457j 0.0282396-0.0191858j -0.00371889-0.00418837j -0.0118264+0.0439119j 
0.0231994+0.0181659j -0.0188678+0.0180185j -0.0320414+0.000246434j -0.0394122-0.048893j -0.0631843+0.0438415j -0.022814+0.000872296j 0.0315422+0.0648467j -0.0206344+0.02674j -0.0215078-0.0139259j 0.0620335+0.06403j -0.0146926-0.0421953j 0.0277897+0.00908505j 0.0715172-0.111588j -0.0810109+0.0477376j -0.144303+0.0172188j 0.117219-0.00914462j -0.041415+0.011524j -0.0387761-0.0155351j -0.0148633+0.0643809j -0.0699656+0.0113569j -0.142252-0.0739519j -0.0164999-0.0443563j 0.174965-0.04477j 0.0453969+0.00708335j 0.00542469+0.183021j 0.0392609+0.00362863j 0.014746+0.071601j -0.0199471+0.0525152j 0.018798+0.110413j -0.0615705-0.101875j 0.00494309-0.115584j -0.0283802+0.0214692j -0.0865131+0.0501132j 0.00332016+0.0213353j 0.0582877+0.0265422j 0.0839908-0.0448268j -0.0208639+0.0725323j 0.0371815+0.0792452j -0.0202861+0.0308706j -0.0285734+0.0361963j 0.0505748+0.032245j -0.0570293-0.0525236j -0.0316314-0.0108391j 0.0172156+0.0294397j 0.0198377+0.0831167j 0.0701476+0.00933647j -0.024803-0.0127707j -0.0427939+0.161609j 0.018057+0.0501795j -0.00288406-0.0471151j 0.000863383+0.037425j -0.0528305-0.0160521j -0.100448+0.0142672j -0.0145498+0.0646378j 0.0763168+0.0236371j 0.00188178-0.104823j 0.0431132+0.0494671j -0.0996894-0.0693796j -0.0544039+0.0663248j -0.0479662+0.0531295j -0.0263193-0.0714431j -0.0278184+0.0741475j -0.127499+0.0792517j 0.00630706-0.114463j -0.047693+0.166124j -0.0463465+0.0286529j 0.106376+0.109358j 0.0481052+0.00573566j -0.0611368-0.0293713j -0.0382721+0.00650217j 0.0878124+0.00146313j 0.0278258+0.0923888j 0.00574781+0.0672467j -0.0333952+0.0279427j 0.0331944-0.0196752j 0.0752372-0.0115853j 0.0397299+0.0756931j -0.0326621-0.0357686j -0.0120972-0.014198j -0.00617413+0.111531j -0.0766416+0.0329049j 0.00156329-0.0870503j -0.00425975+0.00993802j -0.0452764-0.0141764j -0.0122992+0.128723j -0.0870564-0.0143979j -0.0327755+0.0286429j 0.0278839+0.0573889j -0.0825563+0.00104118j 0.0502629+0.0549469j -0.100649+0.0296712j 0.024872+0.0585733j 
