-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
-0.00835974+0.0647439j -0.000479449+0.00508894j 0.00581294+0.00271471j 0.011859-0.0866647j 0.00831143+0.0507639j 0.0107296-0.0587895j -0.012188-0.00199724j 0.00182288-0.00167255j -0.00931344-0.0107243j 0.0135449-0.0330957j 0.0229053+0.0493166j -0.0097634+0.0204031j -0.0011055+0.0535708j 0.00848393-0.0575768j 0.05548-0.0146992j 0.00878829-0.00572308j 0.00385753+0.153868j 0.0142662-0.117225j 0.013636-0.0732544j -0.00725956+0.0753752j -0.00463209+0.0937195j -0.00380162+0.0359281j 0.00768252+0.0264858j 0.00172889+0.0145377j -0.00921831-0.0817098j 0.00992966+0.0552882j 0.00697836+0.00212273j 0.000384655-0.0462445j -0.00194102+0.0161274j -0.00974168+0.0384678j 0.00215487+0.00565351j 0.00638816-0.0369158j 0.00840821+0.00832268j 0.00318577+0.0809553j 0.0218727+0.0544437j -0.00534457-0.106245j 0.0135315+0.0553708j -0.00821081+0.0352281j -0.000791687-0.0156383j 0.00184216-0.0197693j -0.00130554-0.0928177j 0.0177976-0.0429393j -0.00960706+0.0342972j -0.00845544+0.0824804j 0.00591384+0.0150291j 0.00685744+0.0636154j -0.00376839-0.0565746j -0.00316415-0.0392223j -4.22777e-05-0.141858j -0.00110437+0.0203366j 0.00243424+0.0565998j -0.00114659+0.0179735j 0.00157503-0.129116j 0.00373569+0.0362148j 0.0082835-0.0982871j -0.00159217-0.0198115j 0.00129661-0.100825j 0.000879848+0.082529j -0.00383817+0.0581491j -0.00157434+0.092782j -0.00111781+0.107369j -0.009491+0.0159277j -0.00182757-0.273825j 0.00417729+0.0398467j 0.00241599+0.0126807j -0.00873492-0.0406924j -0.000393934-0.104747j 0.00325033-0.12849j 0.00340188+0.14334j 
-0.00212726+0.0621456j 0.00297445+0.0674981j -0.00333804-0.0552614j -0.0147765-0.0939546j -0.0166998-0.0578949j 0.00733285+0.0441713j -0.014552-0.0254747j -0.00888951-0.00488548j 0.0153364+0.0214663j -0.020193-0.0558646j -0.0240265+0.010713j -0.00267821+0.0157098j -0.00633361+0.0304561j 0.000656967-0.0754339j -0.0379808+0.0412748j -0.0197164+0.125667j -0.00132258-0.0499833j 0.00192725+0.130374j -0.00183401-0.0824186j 0.00442167-0.0263789j -0.000723546-0.0528048j 0.00401601-0.0244405j 0.0121872-0.0142761j 0.00782939+0.0346479j -0.00224241-0.00630171j -0.00194988+0.00691985j -0.00033222-0.007525j -0.00148089-0.0306797j -0.0076927-0.0423832j 0.00805753-0.0141503j 0.0146827-0.0372892j 0.0253977-0.15453j -2.35851e-05+0.0488081j 0.0067113-0.0260776j 0.00217033-0.0278143j -0.0125905-0.0391174j -0.0106128-0.000507545j 0.0205498+0.0232358j -0.0191017-0.167168j -0.0134147-0.166098j 0.00527399+0.0478753j -0.0107022-0.112492j -0.00985446-0.000380608j 0.00351044+0.00349391j -0.00278091+0.0226268j -0.00226216+0.0169141j -0.00623597-0.0136424j 0.00250481+0.039494j 0.000222836+0.0245463j 0.00239157+0.0699908j 0.00298002+0.0603547j -0.00187702+0.0258652j 0.00045089-0.0585193j -0.00210567+0.0307623j -0.00629642-0.000676595j -0.000804974+0.0416845j 0.00391424-0.104869j -0.000852753-0.0364429j 0.00409078-0.100526j 0.000328897+0.0125532j 0.00472337+0.0399382j 0.00384679-0.0542184j -0.00347056+0.0491426j -0.00437979-0.050455j -0.00197585-0.0497658j 0.00549095+0.0449745j -0.00467928-0.0655176j 0.000746173-0.0516143j -0.0027274+0.0495588j 
0.000450741-0.0322945j -0.00238088-0.0568338j 0.00586253+0.0177278j 0.00331584+0.0539282j -0.000715688-0.00395477j 0.00990057+0.0335597j 0.00112253-0.0386845j 0.0158486+0.0313037j -0.00679524-0.0128683j 0.0408672-0.00515782j 0.0160374+7.29045e-05j 0.0148481-0.00147123j 0.0112626-0.0489205j -0.00161617+0.0332183j 0.000384295-0.0248694j -0.00581173+0.0717549j 0.000695189-0.0392014j -0.00426662-0.0590196j -0.00102571+0.0503139j -0.00133373-0.0677132j 0.00087814+0.119279j 0.00292377+0.0487308j -6.56291e-05-0.0323888j -0.000498848-0.052986j -0.00841518+0.0350919j -0.00224565+0.0095107j 0.00409576-0.0439533j 0.00794999+0.0239956j 0.00412873+0.0109389j 0.0076015+0.0110138j -0.00442851-8.44035e-05j -0.0112926+0.0163535j -0.0111648-0.000400896j -0.00460455-0.0429437j -0.00604838-0.00945032j -0.0126391-0.00819984j 0.00441019+0.0756883j 0.00231671-0.0925037j -0.00714578-0.0215732j 0.0168931-0.0886279j 0.00508634+0.0622341j 0.0056728-0.0312524j 0.00317727-0.0567225j -0.00412702-0.027127j 0.00242803-0.0754645j 0.00344462-0.0225745j -0.00190119-0.0797793j 0.00054766+0.00601218j 0.00510336-0.0574727j 0.00067944-0.0596185j 0.00369121-0.0455041j -0.00542319-0.0848961j -1.35563e-05+0.00786118j -0.0020991-0.140894j -0.0052621+0.0181937j -0.00500484+0.172116j -0.000202417+0.0411161j 0.00553571-0.110322j 0.000239006-0.267481j 0.000643436+0.0359954j 0.00425534-0.0103041j 0.00414888-0.0748428j 0.00409496+0.160343j 0.00257804+0.0415197j 0.00073714+0.0417599j -0.00105294-0.0409363j 0.00346555-0.0117909j 0.00156693+0.163658j -0.00328617-0.0545122j 
-0.00163999+0.0724518j -0.00039361+0.0489311j -0.00328442-0.0469419j -0.0084235-0.039919j 0.0168324-0.0292621j 0.00666306-0.00513805j 0.000265058+0.0799701j 0.00109584-0.0121658j 0.0232794+0.0063638j 0.00379049-0.0393958j -0.00451361+0.0457206j -0.00775734+0.00506613j -0.0179706+0.0183915j -0.0296437-0.0585964j -0.0144936+0.051399j -0.010928+0.0124011j -0.00400572-0.00048854j 0.00961687-0.071642j 0.00364334-0.156986j -0.00276372+0.0188555j 0.0114686-0.0755872j 0.00126386-0.0198439j 0.00129681+0.206779j 0.00123067+0.083692j -0.00972677-0.0344128j 0.00878843-0.0251053j -0.00314549+0.0198614j 0.00998643-0.0766319j -0.000112811-0.0179096j 0.00846733+0.0235218j -0.0202021+0.00972372j -0.00445283-0.0655502j -0.0193211-0.0285957j 0.00201805+0.0551551j 0.0022522+0.00816489j 0.00196062-0.0296114j 0.00450696-0.0387172j -0.0107288+0.0554189j 0.0153283+0.0744803j -0.0104306+0.00613173j 0.00716928-0.000684501j 0.00028447+0.0349299j 0.00760802+0.0381627j -0.00508869-0.0336332j -0.000246865+0.0139234j 0.00129549+0.0403204j 0.00432367-0.0529927j 0.00466338-0.00151845j -0.00136008+0.0163499j 0.000387237-0.0227095j 0.00318354-0.0124955j -0.00201262-0.0336471j -0.000491451+0.0254822j 0.00235059-0.0526142j 0.00369061-0.0668803j 0.00343873+0.0265364j -0.00305941+0.167218j -0.0049475-0.165768j 0.00263577+0.00589482j -0.00561957+0.066987j 0.0018077+0.0292836j -0.00186852-0.0423661j 0.00122396-0.0844641j 0.000687561-0.0174977j 0.000621304+0.0140335j 0.00112097+0.00407422j 0.00120771+0.0595393j -0.000150071+0.0841818j -0.000622632-0.0292447j 
0.00428966+0.0417206j 0.00304917+0.040506j 0.00142576+0.0147046j -0.00116594-0.0250794j -0.00238414-0.00356847j -0.00671254+0.0145914j -0.00109494-0.0165316j 0.0124057+0.0172763j -0.0603265-0.00651762j -0.0221078-0.00719512j -0.0212012-0.0134733j -0.00632656-0.00374172j -0.00338813+0.0390501j -0.00106611-0.0357472j 0.00209772+0.00825348j -0.00439518+0.071319j -0.0079131-0.000436151j -0.0138994+0.0358318j -0.0022085-0.0441903j 0.0165886+0.00833487j -0.0118162-0.0568695j -0.00685447+0.00454302j -0.0088702-0.0460414j -0.00745752-0.00500066j 0.0195092+0.0513788j -0.00778463-0.0109957j -0.0064987+0.109672j -0.0159355-0.0076867j 0.0123787-0.00791317j -0.0131571+0.0118173j 0.026842+0.00431989j 0.00559641+0.0131096j 0.00948252-0.0143365j 0.0125163+0.0313392j -0.0201827-0.0140101j -0.00269674-0.0224691j 0.00408214+0.00016468j 0.0242623+0.0114802j -0.0111566+0.0262018j -0.00526741-0.00403211j 0.00546899-0.0386192j 0.000591068-0.00949428j -0.00497137+0.0178129j -0.00103103-0.0675181j 0.000765364+0.0430589j -0.00492463+0.0468305j -0.0040278-0.0481729j -0.00117779-0.0332108j 0.00164836+0.0246258j 0.00292249+0.0664229j -0.00501542+0.0528017j 0.00419877+0.0270078j 0.00175142-0.00954355j -0.00168772+0.15365j -0.00552591-0.0874599j 2.98849e-06-0.0533261j -5.78703e-05-0.0125792j -0.00116543-0.0547467j 0.00015066-0.134185j 0.00466459-0.185121j 0.00313544-0.0704466j 0.000156858+0.114215j -0.00256489-0.0407351j -0.00112992-0.0542182j 0.000838592-0.0577342j -0.00164508-0.00131269j 5.52793e-05-0.0486604j 0.0006448+0.148491j 0.000167388+0.0637382j 
-0.0022924-0.0730344j -0.000968697+0.0350082j 0.000889763+0.0186576j -0.00266492-0.0336115j 0.00223167+0.0216085j -0.00385675+0.013166j -0.0151253-0.0126711j -0.0184005+0.0222381j 0.0101171+0.0180216j 0.00174084-0.0514013j 0.000889267-0.00742062j -0.00963136-0.00365491j -0.0057713+0.0549393j 0.000439108+0.0545949j 0.00640648-0.0273322j 0.00381929+0.0709726j 9.34085e-05-0.0406686j 0.00324973+0.0303055j -0.00477581+0.0143357j 0.00373918-0.0417753j 0.00504991-0.0850676j 0.0123696-0.0440831j -0.00316388+0.0636964j 0.00312611+0.0607066j 0.003412+0.00123721j 0.0067095+0.0295991j -0.00273883-0.0319005j -0.00500059-0.0359498j -0.00566634-0.0302753j -0.00837116-0.000202492j -0.00607999-0.0660675j -0.000333043-0.111623j 0.00686906+0.0693211j -0.0043517-0.0551472j 0.00203305-0.0814388j -0.00244178-0.0671738j 0.000878593+0.0652559j -0.0100676-0.0587036j 0.000512359-0.116424j 0.00208757-0.0956973j -0.000788069-0.0450985j 0.00753949+0.014028j 0.00134202+0.0464502j 0.00339603+0.0662288j 0.00149604-0.118118j 0.00427117-0.0188554j 0.00144444-0.201322j -0.000539897+0.0334286j 0.000836686+0.0775884j -0.000572193-0.00336173j -0.000747144-0.0151243j -0.000267727+0.0137193j 0.000137687+0.00560493j -0.00176246+0.0560625j -0.00312062+0.212998j -1.46675e-05-0.00785593j 0.001994-0.0496791j 0.00304334+0.114392j -0.000173937+0.0327027j -0.00020399-0.00623382j -0.00214617+0.219343j 0.00230874-0.0504156j 0.00332164-0.00351297j 0.000459192+0.189248j -2.15352e-05+0.127523j -0.00140498-0.248253j 0.00693493+0.111487j 0.0032379+0.441562j 0.00100088+0.037807j 
0.00454988+0.0416188j 0.000577623-0.051662j -0.00782471-0.0359943j -0.00927566+0.0370178j -0.0178338-0.0702695j 0.00236348-0.00979241j -0.0179107+0.00829569j 0.0107114+0.0129587j 0.0164313-0.0339359j 0.0162256+0.0346972j -0.0302867+0.0247587j -0.0105255+0.0427719j -0.00386227-0.0644835j 0.0118423-0.0476767j -0.0135469+0.0125666j -0.00342622+0.0207811j 0.00184953-0.0333199j -0.0198582+0.0560333j -0.0124021-0.0817105j 0.00913256-0.0280091j 0.00709521+0.0396606j 0.0221837+0.0263005j -0.00382279+0.00893662j 0.0029963-0.021257j -0.00912712-0.0397116j -0.00582979-0.025199j 0.00635302-0.0256529j 0.0104409+0.0352581j -0.0203327+0.00649764j 0.0159092-0.0345778j 0.00741708+0.0182422j -0.00113469+0.0443247j 0.0124695-0.0320095j -0.0388776+0.019184j -0.0148915+0.0507438j -0.0221965-0.0178678j 0.00671759-0.0385053j 0.0260334+0.0783137j -0.00574763-0.0118141j 0.010567+0.033908j 0.0107093-0.0724392j -0.00782228+0.0260442j -0.00404926+0.00149174j 0.00801867+0.0792847j -0.00308169-0.030744j -0.00557708+0.0247474j 0.00136938+0.0258965j 0.00790184+0.00792532j 0.00216262-0.075238j 0.0012517+0.0360519j 0.00371344+0.100742j -0.00477755+0.0249187j 0.00190793-0.127468j 0.00274961+0.0909935j 0.00604681-0.214658j 0.00106814-0.116876j 0.00158787-0.0968667j 0.000663539-0.149202j -0.000333826+0.0942273j -0.00077917+0.0410205j 0.00320895-0.119866j 0.00500352-0.0698185j -0.00693243-0.0381205j -0.00206315+0.125429j -0.00218259+0.0618336j 0.00184569-0.178412j -0.00109179+0.000558455j -0.0012986-0.0351355j 0.00050763+0.130738j 
-0.00139461+0.0265669j 0.00284629+0.126712j -0.00194454-0.0315485j 0.00060127-0.115924j 0.00213814-0.0479817j 0.00473815+0.0200601j 0.0114279-0.0396547j 0.0116109+0.0471912j -0.0103817-0.00935988j 0.00431221-0.05061j -0.00763671+0.0626826j 0.0202017+0.0870495j 0.001435+0.0964327j -0.0102782-0.0641591j -0.013715+0.0106698j -0.00672528+0.0810352j -0.00274413-0.0531616j -0.00868296+0.0430379j 0.00329073-0.0296717j 0.00527983-0.0692308j 0.00490257+0.0520241j -0.000199261-0.0753875j -0.00436481+0.0211663j -0.00148917+0.0571563j 0.00140618+0.0481091j 0.00327415+0.0451469j -0.00182769-0.00731066j 0.0110491-0.0445918j 0.0234844+0.0169673j 0.00444501+0.0547921j 0.00489862-0.0647732j -0.0194874-0.0612114j -0.0227133+0.016095j 0.00406588+0.0502688j -0.0159777+0.0647118j -0.00390853-0.118619j -0.0153578+0.0467405j 0.00315274+0.211625j 0.00394173-0.0653403j -0.00115242-0.00191695j 0.00158369-0.156898j -0.00158287+0.044885j 0.00231656+0.246766j -0.000961133+0.0895911j -0.00202334-0.0301629j -0.00420146+0.0153218j -0.000154245-0.0420765j 0.00189077-0.0452333j 0.00159158-0.0222075j 0.0023522+0.0671631j -0.00356541+0.00591784j 0.00420347+0.00392219j -0.000849136+0.0108115j 0.00205807-0.02907j 0.00462318+0.0625048j 0.00185532+0.0603181j -0.00351249+0.112232j -0.0047869+0.0498708j -0.00167095-0.0804323j 0.000247631+0.0153221j 0.00128609+0.0930851j -0.000259939-0.0344476j -0.00359012-0.156934j 0.000495908-0.0245808j -9.63567e-06-0.0454018j 0.0010817-0.0173583j -0.00388233-0.0363639j -0.00144096-0.0268748j 0.00051746+0.347271j 
0.00194176-0.024896j -0.00398454-0.017294j 0.00402431-0.0268957j 0.00216338+0.0311807j 0.00621639-0.0143319j -0.0265504+0.0102787j -0.00274235+0.0520167j -0.0341556-0.00465544j -0.0284123-0.00380987j -0.0218975+0.0161159j 0.00355513-0.0143417j -0.0115124+0.0108895j 0.00325558-0.032142j 0.00375872+0.0208591j 0.00179309+0.00500789j 0.00488879-0.0684932j 0.000259822-0.0435727j 0.0167741+0.00365194j -0.00256297-0.0252368j 0.00572448+0.013059j 0.00686691+0.0291009j 0.00275293-0.00969502j -0.00383933+0.0460235j -0.00716807-0.0186544j 0.0168443-0.0321824j 0.000706084-0.0260534j -0.00167701+0.0133476j -0.0247542+0.00457211j 0.006785+0.00295052j -0.0243498+0.00569865j 0.0103916-0.0126998j -0.00321129+0.0257101j 0.00619325-0.0133727j 0.00570966-0.0365022j -0.00215665-0.0313383j 0.0135204-0.0119164j 0.00846541+0.0207464j -0.00924025-0.0254466j 0.001227-0.00706207j 0.0101884-0.0281593j 0.0034972-0.0325445j -0.00577088+0.0179161j 0.00631671+0.0184568j 0.00324218+0.0803348j 0.00272872-0.123194j 0.00160572-0.0541219j 0.00624559+0.00490006j -0.0025942+0.0439054j -0.000600323+0.00625589j -0.00169816-0.0649283j -0.00152065-0.02177j 0.00272989-0.0905741j 0.00104942-0.162111j 0.00283423-0.0588161j 0.00459916-0.0688554j 0.0039724+0.0313779j -0.00164132-0.00127959j -0.00306038+0.00577669j 0.000312405-0.0214068j 0.00580044+0.315081j -0.00131126+0.109058j -0.000668792-0.281428j 0.00194192-0.0136075j 0.000915013+0.081301j 0.00101043+0.0838504j -0.00126971-0.0715892j 0.000886359+0.0795558j -0.00181261-0.0818801j 0.000972036+0.00260188j 
-0.000233159+0.0867368j 0.00042132-0.0911538j -0.000427202-0.0286252j -0.00545086+0.0169396j 0.0171392-0.0105181j -0.0101254+0.01073j -0.020444-0.0306826j -0.0258163-0.0313214j -0.000541257-0.0134481j -0.0317634+0.0345967j -0.0133329+0.0227083j -0.00342881-0.00113401j -0.0199729-0.0788987j -0.011847-0.0313038j -0.0213927-0.00489156j -0.0145392+0.0380268j -0.0131276+0.0233706j 0.01386-0.0744908j 0.00208224+0.00283535j 0.00968748+0.0410279j 0.0205681+0.018647j 0.0108578+0.115331j -0.000680201-0.0841704j 0.00142752-0.0482779j -0.00145503-0.0397963j 0.0177086+0.0161559j -0.00256769+0.0364293j -0.00691105+0.0325978j 0.00670274+0.00050044j -0.00424127-0.0338066j 0.00374746+0.0449419j -0.0125349+0.0421695j -0.0202227-0.0797373j 0.0141446-0.019111j -0.005175+0.00503697j -0.0127961+0.0458211j -0.010584-0.0173061j -0.000631865+0.00450085j -0.00559565+0.060811j 0.00146168+0.0354657j 0.00612815+0.0270767j 0.000600061-0.0604563j 0.00030749-0.0663863j -0.00441459+0.00398064j -0.000835862-0.000221033j 0.00195696+0.0589611j -0.0044816-0.0748787j 0.00237907-0.0885126j 0.00646087-0.158464j 0.00301763+0.00537555j -0.00391241-0.0476872j 0.00502947-0.0277319j -0.000726228-0.0374999j -0.000390309+0.0310046j -0.00706086+0.0469188j 0.00164938+0.16478j 0.000183932+0.10775j 0.000175811+0.0466118j 0.00145342+0.276461j 0.00149246+0.123642j 0.00425933-0.04197j 0.00327292+0.0351126j 0.00106111+0.110872j 0.00112955+0.077377j 0.000941675+0.0974826j -0.000278922-0.0428488j 0.00165506-0.0499724j 0.000458642-0.0824402j -0.00164545-0.0827703j 
0.00263291+0.0159767j -0.00274732-0.0265527j 0.00353537+0.00487649j -0.00638228+0.0128716j 0.00332833+0.00476124j -0.0203481-0.0185996j -0.0239549+0.0271288j -0.0328102-0.0289958j 0.011115-0.00769391j 0.00234001+0.0190433j 0.00590995+0.0123269j -0.0229027+0.00565857j -0.00953511-0.0279426j 0.0127385+0.0287711j 0.00489114+0.0309744j 0.00363695-0.0443488j -0.00310534+0.0104237j 0.0147244-0.0372339j -0.011249+0.0104314j 0.0058435+0.0772613j 0.0189039+0.00939165j 0.0229002+0.0151451j -0.00513218-0.0537638j -0.000173869-0.017841j 0.000328762-0.0231562j 0.0103294-0.00702869j -0.00347797+0.0593914j -0.00657966-0.0148937j -0.0129317-0.000797588j 0.00614347+0.0126305j -0.00400793+0.0372154j -0.00671391-0.028006j -0.00739595+0.02661j 0.00535968+0.0158315j -0.00237988+0.0501572j 0.00513586+0.0520692j -0.00378384+0.0251601j -0.00911842+0.00388707j -0.00335889-0.0169929j 0.0106513-0.0107414j 0.00611008+0.0245518j -0.0047922+0.00371606j 0.00491379+0.048359j 0.00367656-0.0813375j -0.00106123+0.083242j 0.000898002+0.0442006j 0.00110306-0.0246477j 0.00323583-0.0690089j 0.00277957+0.00243043j -0.000929582+0.019907j 0.00279272+0.043941j -0.000894075+0.0236926j 0.000698526+0.0298141j 2.18394e-05+0.0172178j 0.00230701-0.00478022j 0.00188542-0.0242164j -0.000865126-0.121571j 0.00311413-0.0520932j -0.000125527-0.363699j 0.000724052-0.286965j -0.00189352+0.240886j 0.00325795+0.289173j -0.00114096-0.116249j 0.000402875-0.140269j -0.000894254-0.140302j -0.000777999+0.129377j 0.000395243+0.0118341j -0.00105476-0.00981594j -0.000637146-0.0339937j 
-0.00317421-0.0622507j -0.00265654+0.0209817j 0.00248935+0.0112718j -0.000240531-0.0375402j 0.00876521-0.0284106j -0.0240209+0.00884581j 0.00606311-0.0566908j -0.0353389+0.0126175j 0.00210482+0.0149156j -0.0439386-0.0237231j 0.0242256+0.0274172j 0.00222469+0.0345632j -0.00190928+0.024442j 0.0191224-0.0280513j 0.00597182-0.0261086j -0.00508325+0.0644321j -0.00699148-0.0573533j 0.022914+0.0584585j -0.00185379+0.0873513j -0.000946763-0.0214247j 0.0102064+0.00369311j -0.0029347-0.0701723j -0.0042181-0.035778j -0.00874765+0.0437042j -0.00360911+0.0574073j 0.0085011+0.0381665j 0.00231144-0.00808555j -0.00327893-0.0246403j -0.0119076+0.0107524j 0.00639177+0.0168122j 0.0053622-0.0668933j -0.0237894+0.00579179j -0.00353029-0.0147918j -0.0105943+0.0821525j 0.00390367+0.0599006j 0.00127267-0.0193998j 0.0289633-0.0171865j 0.0043599+0.06513j 0.0133531-0.0434171j -0.000310732+0.0313999j -0.002374+0.00384767j 0.00785988+0.0385693j -0.00625377-0.0440809j -0.000378259+0.0604513j 0.000477845+0.0583368j -0.00142938-0.0234546j 0.00332769+0.108153j 0.00167427-0.0338453j -0.00313859+0.0309163j 0.00020987+0.018848j -0.000695731-0.0618563j 0.00371106-0.0717767j 0.000215614-0.0234189j 0.00510577+0.000203335j -0.000396341-0.154497j 0.0013163+0.036424j -0.000870207-0.00479291j 0.00100053-0.115484j -0.000438445-0.0234009j -0.000471383-0.268112j -0.000333398-0.375308j -0.00464707-0.0335878j 0.00010188+0.0259705j 0.00216477+0.0151062j -0.000958454+0.047419j -0.00286149-0.0539916j 0.000462664+0.00980729j 0.00100757+0.077816j 0.00113395+0.0912144j 
-0.00119587-0.00518298j 0.0013857-0.0195104j -0.00123137-0.0185253j -0.0006263+0.0152017j 0.0045293+0.0531212j -0.00067733+0.0150283j 0.00174867-0.0127257j 0.00306434+0.0352186j 0.00575706-0.0164655j -0.0137856-0.00474376j 0.00368277+0.0207172j -0.0037163-0.0267282j -0.00572204-0.00733586j 0.00126351+0.00780505j 0.00420873-0.0368994j 0.00170503+0.0453167j -0.00145558+0.031148j -0.000365648+0.0140102j -0.00152428-0.0582886j -0.00241694-0.0339622j -0.0034022+0.00389835j -0.00478706+0.057814j -0.0037673+0.0478828j 2.57335e-05-0.0234012j -0.00284352-0.0492634j 0.000716966-0.015106j -0.000881178-0.00902577j -0.00028349+0.000208378j -0.00284363-0.00850474j 0.00617563-0.0008739j 0.00085228+0.00852184j -0.000607714-0.00981178j 0.00343563-0.0351535j 0.00299753+0.00690338j 0.000271999+0.0162523j 0.00235805-0.00247344j -0.00088693+0.0363665j 0.0011443-0.01563j 0.000127619+0.0133229j -0.00358924-0.0739143j -0.00182413+0.0438352j 0.00360154+0.0335975j -0.00256641-0.0143936j -0.000111797-0.032973j -0.000841882-0.00681239j -0.000205689+0.0266194j -0.00215185+0.0970392j 0.0010141+0.138644j -0.00128701-0.0807995j -0.000172367+0.00129617j 0.00556749+0.165283j -0.00519234+0.0217248j 0.000927473-0.164373j -0.000775683-0.0923322j -0.00146744-0.0848087j -0.000345417-0.0391005j 0.000431997+0.277439j 0.00132289-0.275036j 0.000619905-0.49167j -0.000757314+0.450088j -0.00114535-0.0971162j -0.00116991+0.20453j -0.000509531-0.048574j -0.000339002+0.04289j -0.000280044+0.0112006j -0.000460681-0.0901674j 0.000193966+0.00421673j 0.001078+0.0316877j -8.16752e-05-0.0296571j 
0.000822473+0.107578j 0.00139516+0.0492917j -0.00432678-0.0587251j 0.00157308-0.0417687j 0.00351143-0.0536584j -0.00675709-0.0266258j 0.0220599-2.18667e-05j 0.0103245-0.0321219j -0.0100559-0.00282031j -0.0271864+0.0045656j -0.00639934+0.0121966j -0.00128351+0.0435559j -0.000418497-0.0383636j 0.00219946-0.0867075j 0.00651619+0.0442032j -0.000809758+0.00544338j -0.00250321+0.0585801j 0.00134352+0.00458595j 0.00370646-0.0691964j 0.00219548-0.0088104j -0.00384874-0.00528356j -0.00879181+0.0215335j 0.00102984-0.0870976j -0.00754366-0.0438102j -0.000368715-0.0429914j -0.00802497+0.0444036j 0.00220796+0.0761842j 0.0159832+0.0156145j 0.00319038-0.0184078j 0.0184483-0.0521799j 0.000196167+0.000929283j -0.0185452-0.073561j -0.00403378+0.0541731j -0.0175015-0.060168j 0.00149834-0.0215458j -0.00450723+0.0483891j 0.0204491+0.0805367j 0.0113448+0.0305895j 0.0119942+0.0198281j -0.00450676-0.0268984j 0.00125458-0.0158908j 0.0106938-0.119751j -0.00342464+0.074169j 0.00150608+0.0928475j -0.000477458-0.0437402j 0.000801131+0.0031339j -0.0022136-0.145745j 0.00179983+0.0299701j -0.00197106-0.020918j 0.00248425+0.159537j -0.00143403+0.116638j 0.000506541+0.100829j 0.000787259-0.185506j 0.00126502+0.104464j -0.00338164+0.177998j -0.000782705-0.0237419j -0.00101738-0.0470355j 0.00348701+0.205846j -0.000539219-0.184067j 0.000169328-0.0616683j 0.00249439+0.185359j -0.00295081-0.0142712j 0.00249585+0.298869j -0.000195561+0.0282493j -0.00192254+0.00437984j 0.000439642-0.025232j -0.000392815+0.274375j 0.00116758-0.146867j -0.00231665-0.0389988j 
