-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
0.00860965+0.0468516j 0.00348539-0.0383643j 0.00356351+0.0501025j 0.0212532-0.0398971j 0.0146822-0.0140112j -0.0050372+0.0265036j 0.0149193+0.00758862j 0.0111445-0.0037633j -0.00852681+0.0262659j 0.00243717-0.0297474j -0.00785759-0.0169717j -0.00794921+0.00444335j 0.00094822+0.0526127j 0.00522698-0.0019888j -0.00738114+0.0223661j -0.000399574-0.012665j -0.0030729-0.0355285j 0.00827957+0.0377727j -0.00688853-0.004902j -0.028542-0.00141653j -0.00539147-0.0698652j 0.00617734-0.0115184j -0.0331739+0.00814745j 0.0303964+0.0324461j -0.0166453+0.0353805j -0.0162559-0.0110163j 0.00514993-0.0133586j -0.0266802-0.027114j 0.00309132-0.0125835j 0.009798+0.00459944j -0.00161712-0.0429575j -0.0104109-0.0330915j 0.0208214+0.00513347j 0.00801539+0.00388698j 0.000861171-0.0169333j 0.0123072-0.0269432j 0.00597751-0.00555741j -0.000441515-0.00699309j 0.00739475-0.0285274j 0.00662877-0.00168102j -0.0036341-0.00110341j -0.00698727-0.0150573j -0.00108835+0.0262359j -0.00290028-0.0199696j -0.00910254+0.0140601j 0.000908617+0.0452367j 0.000854038-0.0356616j -0.00180711+0.0669917j -0.000111338+0.0499596j -0.00609756+0.0195802j 0.0109129-0.00251145j -0.0131566+0.012445j 0.000876975+0.00838437j -0.00513183+0.0258512j -0.00817594-0.0433841j -0.00350476-0.0332945j 0.000168944+0.0310876j 0.0077102+0.0136164j 0.00361197-0.0150662j 0.000223009-0.00610491j -0.00234575-0.0522723j -6.58525e-05-0.0733628j 0.00334062-0.0378087j -0.00142763-0.024003j -0.00103418+0.027375j 0.00138351+0.0752362j 0.00155572+0.0887299j -0.00254645-0.023727j 0.000393114-0.0211729j 
-0.00581718+0.0118967j 0.0012413+0.0107622j -0.000979862+0.0208817j 0.00461303-0.0128415j 0.00315919-0.0287833j 0.00555025-0.0151266j -0.00507734-0.00674397j -0.0115374-0.00266251j 0.0159373-0.00935973j 0.00779039+0.0229013j -0.0123122+0.00533684j -0.00225972+0.00172344j -0.000270134-0.000309749j 0.00621869-0.0255984j 0.00200958+0.00973485j -0.00129426-0.0124248j 0.00313634+0.000332882j 0.00265929+0.00157318j 0.00355344+0.0308639j 0.00200498-0.00878145j -0.00190781+0.0496243j -0.00283785+0.0123892j 0.00305924-0.0433496j -0.00643355-0.0326082j 0.00866376-0.011144j -0.0160135+0.0134122j -0.000451426+0.0374081j -0.00330824+0.0325365j 0.00841466+0.00753384j -0.00472231-0.0072729j 0.0117617+0.0366854j -0.00789157+0.0386904j 0.00750578+0.0127254j 0.00517675-0.00713006j 0.000287034+0.016828j -0.000882238+0.042193j 0.00278866-0.0116275j 0.010596+0.00959628j 0.00167825+0.0178312j -0.00542294+0.0130211j 0.00254934-0.0185051j -0.000653233+0.0205322j -0.00691373-0.0133784j 0.00468083+0.0066773j 0.000491853-0.015578j -0.00116129-0.0164595j -0.00160848+0.0165027j 0.00243726+0.0509163j -0.00233941-0.0375821j -0.00117085+0.0100613j 0.0154523-0.00238626j -0.0152668+0.00450477j 0.00409301+0.00892725j -0.000495514+0.0399943j 0.00589195+0.0216171j -0.00168664+0.0435703j 0.0012887-0.0282391j 0.00277387-0.0370787j 0.00116544+0.00369193j -0.000581731-0.00412927j -0.00179361+0.0362418j -0.00324874+0.0423261j -0.00375442+0.0481521j -0.00118676+0.0750717j -0.00109058-0.00658618j 0.00069913-0.0223806j -0.00292191-0.0823917j 0.000897569+0.0405198j 0.00169524+0.0247129j 
0.00919855-0.0252671j 0.0149452-0.0131039j 0.0508308+0.00358387j -0.0311194+0.0344725j 0.00847544-0.00224156j -0.0111879-0.0543567j 0.0083638+0.0106876j -0.0235009+0.00759657j -0.0224723-0.0189202j 0.0013101+0.024653j 0.0207539-0.0143568j -0.00449386-0.0278398j -0.0230773-0.0174378j 0.00350883-0.0240708j 0.00174981+0.000119383j 0.0049952-0.0436722j 1.73046e-05+0.0586238j -0.045487-0.0242974j 0.0207122-0.0432813j -0.0216891-0.0584744j 0.0347589+0.0316864j -0.00929661+0.0274226j 0.00321778+0.00524752j 0.0765916-0.0507423j -0.00415418-0.0576625j -0.0339999+0.0280919j 0.0160818+0.00721084j 0.0377819+0.0181399j -0.0231824-0.000777745j -0.0421981-0.0248112j -0.013626+0.0415124j 0.0124604+0.00484849j -0.0143876-0.00590697j -0.020317+0.00292438j -0.0235768+0.0117931j -0.00580254+0.0342901j -0.0128361-0.00274368j 0.00205101+0.00125286j -0.00385117+0.0454652j -0.0161012-0.0185578j -0.00779058-0.0291439j -0.00477078-0.0115169j 0.00660482-0.0261165j -0.00343071+0.0566443j 0.00901515+0.0906112j 0.00236477-0.0491006j 0.00860085-0.00690293j -0.00282547+0.0105508j -0.00286967+0.010604j -0.00120586+0.0255119j -0.0110355-0.00186775j 0.00746913-0.00556386j 0.00159756-0.00286966j 0.00271369+0.0182618j 0.000689814+0.052454j 0.000566672+0.00569101j 0.00418117-0.00649708j 0.00162602-0.0279242j -0.00783949+0.0252882j 0.000629887+0.0139532j -0.00116471+0.0225246j -0.00159289+0.0438165j -0.00257259+0.0774691j -0.00120058-0.0151578j 0.0015694-0.0465616j 0.00165526-0.0921663j -0.000265144-0.0883632j -0.0019677+0.032756j 0.00323434+0.0276641j 
0.00247872+0.00338114j -0.0127468+0.0256142j 0.02413+0.0328168j 0.0247539+0.089242j -0.00908927-0.0105215j 0.00184555+0.0422724j 0.0180838-0.0302796j -0.0181354+0.0470287j -0.0169711+0.00652536j 0.0157008-0.0385023j -0.0159697+0.00834357j -0.00841084+0.0255368j 0.0091155-0.00507961j -0.00313541+0.0246133j -0.00459354-0.030828j -0.0065851+0.0864159j -0.00678065-0.0782397j 0.00784461+0.0452471j 0.00145903-0.0487858j -0.025276-0.0342541j 0.00935692-0.00161408j -0.000621266+0.00142536j -0.0369731-0.00495551j 0.0489311+0.0123992j -0.0342714+0.033552j 0.0021629-0.0130966j 0.00805421-0.0361761j -0.0154769-0.00567178j -0.00155268+0.0044864j 0.00995509-0.00207755j 0.0105408-0.0445666j -0.00623253-0.00508247j 0.0053475-0.0154249j 0.00563673+0.00330856j 0.00751032+0.00289681j -0.00461503-0.0603224j 0.0067888+0.0165161j 0.00522875+0.0210437j 0.0207145-0.0423953j -0.0128923-0.0150536j 0.0125115-0.00607946j -0.00117476-0.0115271j 0.000249031+0.0541363j -0.00823353+0.0226974j -0.0117722+0.0460994j -0.00477997+0.00342547j 0.00039484-0.0434843j -0.00175459-0.0283568j -0.000216782-0.0233403j -0.00516878+0.0342856j -0.00311231+0.0194782j 0.00396655+0.00301578j -0.00177192+0.02142j 0.00258474+0.0286856j 0.00342877-0.0469529j 0.000596053-0.0106918j -0.00165715-0.00971014j -9.64018e-05+0.0223607j -0.00228131-0.0149464j -0.000932008+0.00970778j -7.93086e-05-0.055694j -0.0070952-0.00675208j -0.00484992-0.0210293j 0.00172012-0.00275792j 0.000676107+0.0389955j -0.00323836+0.0342827j -0.00385061+0.0951151j -0.00274185-0.0159976j 0.00159667-0.0157251j 
-0.0204872+0.0416727j -0.0037889+0.0803219j -0.00137307-0.1271j 0.0423886+0.0222283j 0.0200383-0.0307931j 0.0114382-0.00975485j 0.00822376+0.0333998j -0.0108332-0.0437973j -0.00673231-0.0267802j 0.00667016+0.0502534j -0.0147715-0.0148696j -0.013851+0.00271802j 0.0135096-0.0631298j -0.0124112-0.0309338j 0.00388727+0.0298752j -0.0016157-0.0488211j 0.0125078+0.0293118j 0.0172656+0.0771857j -0.00695166-0.029269j -0.0170262-0.0225068j -0.000934072+0.00725833j 0.0159592-0.018242j -0.0256554+0.00448049j 0.015288-0.00941487j -0.0114399-0.0147534j -0.0213718+0.00733024j 0.00721016+0.0230481j -0.0160963+0.034699j 0.000800489-0.0129869j 0.0285854-0.0102182j 0.0203723+0.0360332j -0.0127269+0.00974003j 0.0178916+0.0128519j 0.00874804-0.00937626j 0.00739627-0.0277038j 0.0113956+0.00165592j -0.00127053-0.0356664j 0.00853032-0.00715977j -6.78008e-05-0.00801198j 0.00846786-0.00853117j 0.0088531-0.0105474j 0.00477986+0.0192746j -0.0104602+0.0216462j 0.00999627+0.00297032j -0.0106926+0.0323244j 0.00128105-0.0543237j -0.00349981+0.0841731j -0.00100554+0.0245865j -0.00141336-0.0204041j -0.00386497+0.00915122j -0.000520244+0.0106794j 0.00351105+0.0152952j 0.000760373-0.000759297j 0.00867418+0.0105354j 0.012493-0.0258105j 0.0021065-0.0140213j -0.00339815+0.0193928j -0.00209927+0.0097754j -0.000613029-0.00789507j 0.00311933-0.0301361j -0.00401934+0.00423861j -0.00464291-0.0135928j -0.00667771-0.00207446j -0.000277604+0.0120088j -0.000939091+0.0427505j -0.00117955+0.000839946j -0.00339229+0.0300378j 0.00601588+0.0308991j 0.00248607-0.0481612j 
-0.0154317-0.101692j 1.86056e-05+0.063268j 0.0178703+0.0448672j -0.0407883+0.0376562j 0.00435675-0.0504658j -0.00207737-0.0273173j 0.0177668+0.0344914j -0.00684471-0.0148609j 0.000229525+0.0245436j 0.00693958+0.0111959j -0.00769337-0.03841j -0.000948155-0.0219527j 0.000507728+0.00452127j -0.00355555-0.0246735j 0.012223+0.0471008j -0.00963429-0.0984174j 0.00862533-0.0952175j 0.0103378-0.0248784j -0.0110151-0.00820287j -0.00122997+0.0170241j 0.0139535-0.0010747j -0.0111812+0.012337j 0.00838812+0.00431718j 0.0120901-0.0199982j 0.0139652-0.0140379j -0.0133332-0.010608j 0.00130376+0.0134785j 0.00917748+0.00313402j 0.000303888-0.0103892j -0.00174122-0.00128668j 0.0215695+0.008556j 0.0116148-0.0102876j -0.0326038+0.0231601j -0.00867644-0.0094581j 0.0107853-0.0271177j -0.00414952+0.0206089j 0.0153296-0.022878j 0.00362027-0.0430675j -0.010841-0.00693158j -0.00134062+0.0371741j 0.0173846-0.0191365j 0.00291866-0.0178392j 0.000546709-0.0120725j 0.00961766-0.0200613j 0.00175419+0.027342j 0.000945364+0.00484419j -0.000796987-0.0325988j 0.00166379-0.0183327j -0.00170977-0.0499059j 0.000157189+0.00889809j 0.0035147-0.00261093j -0.00111533-0.00762488j 0.00198102-0.012273j 0.00499457-0.0371755j 0.00388177-0.0381119j -0.00185035+0.0104264j 0.00169747-0.00132116j 0.00211807-0.0169936j 0.00127757-0.00758268j 0.000799047-0.0182678j 0.00372009+0.041885j 0.0038623-0.0521852j -0.00304893-0.00922203j 0.00181717+0.0038749j 0.00137342-0.0185031j -0.00229344-0.0100904j -0.00212573-0.0180536j 0.00181808-0.0209069j -0.00821924-0.00797715j 
-0.000824408+0.0529708j 0.0445885+0.0260097j 0.0137426+0.0932427j -0.0223651+0.0805876j 0.028302+0.0789317j 0.00994518+0.0278226j -0.00169918-0.00463753j 0.0128917+0.0248621j -0.00609262+0.0208557j -0.00561322-0.0229113j 0.00435098-0.0359019j 0.00615413-0.0322855j -0.0285008+0.0459752j 0.0171577+0.109549j 0.00458763-0.0355704j 0.00390728-0.0427087j 0.0193887+0.020974j 0.00901496+0.0193513j 0.00680547+0.0148078j -0.0075345+0.00382231j 0.00334931-0.0259285j 0.0248318-0.00196058j 0.0239134-0.00404189j -0.000819647-0.0021504j 0.0181416+0.027402j -0.0272763-0.0118278j 0.00871609-0.01563j 0.00578399+0.00622856j -0.00407264-0.000732804j -0.00631735+0.00860422j 0.000486627-0.0137326j -0.00359978+0.0222862j 0.0118751-0.00172553j -0.00829549-0.00184942j -0.00541278-0.0140605j 0.0282295-0.0316384j -0.00816314-0.00567232j -0.000568107-0.0575503j -0.0141668-0.0228266j 0.0156255-0.0113676j -0.0193047+0.00587104j -0.00986458+0.0583986j -0.0110879+0.0206206j 0.01728-0.0508089j 0.00566634+0.0227795j 0.00903027-0.0663204j 0.00250913+0.0378834j -0.00317352+0.0341964j -0.00574431+0.0314391j -0.00114612+0.0274508j -0.000301383+0.00711743j 0.000713762+0.00412021j 0.00250928-0.0126954j 0.0069065+0.0102998j 0.0109959-0.0177128j 0.001287-0.0154876j 0.000843719-0.00829727j -0.0036535+0.0215586j -0.00062023+0.0264115j 0.00433481+0.02897j -0.00915459+0.0199376j 0.00023048+0.00847304j -0.00240268-0.0199336j -0.0046579-0.00209866j -0.00179391-0.0336321j 0.00467207-0.0196497j -0.00252317-0.0242006j 0.00683847+0.0321187j 0.00443678-0.0202192j 
0.0515926+0.0319758j -0.0066228+0.169229j -0.0206689+0.0274447j -0.0316-0.105554j -0.0218374+0.0117326j -0.047789-0.0111649j -0.00427822-0.03009j 0.0242721-0.00261754j -0.00553293+0.017965j 0.0130716-0.0275944j 0.00602333+0.0186444j -0.00976981-0.0118955j -0.00519598+0.145648j 0.0114358-0.0625462j -0.0187555+0.0256553j 0.00168405+0.0114607j -0.0180178+0.031792j -0.00079515+0.00585969j 0.0137053+0.0239923j 0.0067138+0.0101119j 0.00617468+0.0115695j -0.0106534+0.0121358j 0.0239524+0.0114221j -0.0173458+0.0151649j -0.0126743-0.00011689j 0.0282676+0.00672412j 0.00391902+0.00614009j 0.00733981-0.02269j 0.00230071+0.00643209j -0.0276164+0.0141913j -0.0236607-0.0293419j 0.0170513-0.0181908j -0.0130178+0.0385059j -0.00355282+0.0257544j -0.0030908-0.00154731j -0.00302339-0.0148079j 0.00123195-0.00242201j -0.0179439+0.0312557j 0.00746256+0.00232415j 0.000154102+0.00693411j 0.00257856+0.00525527j -0.000856426+0.0309408j 0.00777349+0.0164224j -0.0143292-0.0201813j 0.0114796-0.0553813j 0.00558599-0.0577706j 0.00404994+0.00148205j -0.00155266+0.0135546j -0.00592861-0.00735181j 0.00209838-0.0194514j 0.00414752-0.0121739j 0.000562692-0.00581554j -0.00346642+0.0117071j 0.0033908+0.00524291j 0.0133491-0.00632816j 0.00589074-0.0193771j -0.00442333+0.0234595j -0.00997105-0.00637417j -0.000226814+0.0223404j -0.00420468+0.0139112j -0.00365312-0.0193772j -0.00398366+0.00925655j 0.000423131-0.0142919j -0.000564777-0.0216251j 0.000443514-0.0291575j 0.00114884+0.0243146j 0.0019439+0.0506906j 0.00449726+0.00875674j 0.00508079-0.040466j 
-0.00606712+0.143371j -0.0397906-0.0456292j -0.0118326-0.0537565j 0.00762799-0.0545622j -0.0102311-0.0386944j -0.0134627-0.00947051j -0.00579348+0.0141651j -0.0120487-0.0379005j 0.00261671-0.0159207j 0.00849109+0.020298j -0.000546795+0.0182644j -0.0144412+0.0285493j 0.0234543-0.0381526j -0.0214027-0.0886699j -0.00118552+0.0491422j 0.00375579-0.0296774j -0.00747739+0.0637382j -0.0110209+0.00385809j -0.0121382-0.00404127j 0.00482314-0.0129134j 0.00424154+0.0310818j -0.0270605+0.0162191j -0.0122591-0.00529569j -0.00256358-0.0256611j -0.00996363-0.049186j 0.0139538+0.0157731j 6.85758e-05+0.0357055j 0.0072716+0.0179333j -0.000365145-0.00268953j 0.000354165-0.0124964j 0.0115276+0.0475545j 0.00618592-0.00305159j -0.013854+0.0244424j -0.00338003+0.0117305j 0.00192761-0.000560317j -0.00689351+0.0422454j 0.00494251-0.0289526j -0.00269031+0.0403083j 0.00817017+0.0329818j -0.00219583-0.00848148j 0.0151744-0.0272948j 0.00260911+0.000253341j 0.00590969-0.0459597j -0.00652666+0.0427132j -0.00136681-0.0144581j -0.00988597-0.00803945j 0.00703592+0.031921j 0.00448445+0.0019343j -0.00376045-0.0228869j -0.000196715-0.021332j 0.00178386-0.0108282j 0.00413283-0.00566249j -0.0013199+0.00999311j 0.00902145-0.0184724j 0.0209549-0.0117778j 0.00632092+0.00309737j -0.00517642+0.0229534j -0.0094987-0.00286679j -0.00226065-0.00334722j -0.00321918-0.0312459j 0.00245436+0.0339566j -0.00583545+0.0561861j -0.00797941+0.0841858j 0.00292626+0.0372412j 0.0013499+0.0347412j -0.00358439-0.0217673j -0.00302677-0.0575343j -0.00278687+0.0343863j 0.00474129+0.0283845j 
0.0371699-0.00637501j 0.0126918+0.276218j 0.00479323-0.0826867j 0.0116975+0.091979j 7.12993e-06-0.00869772j -0.00908794-0.0291159j 0.00105345-0.0267063j 0.0120574-0.0428271j -0.00402235-0.00336484j 0.00482986+0.0398052j -0.000139075-0.00235008j -0.00348965-0.0383255j -0.0123713-0.0154923j 0.0201578-0.023309j -0.0148618-0.0118857j 0.00650933+0.0218475j -0.0135962+0.00576042j 0.00202266-0.0286294j 0.0227697-0.00118138j -0.00133992-3.76379e-05j -0.00437016+0.00468727j 0.0120987-0.0682446j 0.00817662-0.0150627j 0.00208756-0.00586918j -0.00868572-0.0147222j 0.00697823+0.0264867j 0.00142434+0.00777728j -0.00570007+0.0286438j -0.000642318-0.00653733j -0.00592587-0.00263468j -0.0133632+0.0641206j -0.0091626+0.0151998j 0.0214012-0.0452683j 0.00470904-0.0289404j -0.00933838+0.0197591j 0.00545339+0.0299125j -0.00847623+0.0208655j 0.00426759-0.0215416j 0.0125051+0.000364564j -0.00894038+0.00750663j -0.0169227+0.0128041j -0.00680249-0.0183024j -0.00601078-0.0120827j -0.007922-0.0116422j 0.00159695-0.00545074j 0.00203285-0.0175454j -0.00310265+0.00865666j -0.00390982+0.0120665j -0.00183034+0.00978072j -9.91089e-05-0.000336437j -0.000496112-0.0028967j -0.00194753-0.00147496j -0.000798148+0.00661258j -0.00653748+0.00414639j -0.00741239-0.0138715j -0.000220963-0.00810173j 0.000140593+0.00747693j 0.00214846+0.00906673j -0.000884717+0.0111703j 0.000346291+0.00602036j -0.00432404-0.000473415j -0.00474105+0.0302938j 0.00204143+0.0224469j -0.00442948+0.0123693j -0.00242378+0.00658998j 0.0047509-0.00692589j 0.000974425-0.0380936j 1.19016e-05+0.0555828j 0.00816504+0.0100295j 
0.0123298+0.284946j -0.0368584+0.0152524j 0.00876998+0.07537j 0.000214293+0.0893315j -0.00129275+0.0098655j -0.00744589+0.0699018j -0.00559338-0.0256169j 0.0015299-0.0190621j 0.00275946+0.0409985j 0.00189968-0.0505756j -0.00053757-0.00157519j -0.0116174+0.0305821j 0.020984-0.00650368j -0.00152754-0.00233206j -0.00898321+0.0223j 0.0123915-0.00492061j -0.0182546+0.00052292j -0.00161547-0.0188121j 8.89508e-05-0.0155907j 0.000977399+0.00788372j -0.000529869-0.0259614j -0.0303618-0.00962202j 0.00345277-0.0241062j 0.00957225-0.000745277j -0.00435374+0.0340448j 0.0169157-0.0285441j -0.000679707-0.0242544j 0.00396053-0.00148712j -0.00332148+0.00160249j 0.00135486+0.00984139j 0.00976796-0.00778861j -0.0032135+0.01166j -0.00629821-0.0381302j -0.00488914-0.00338511j -0.000466762+0.0119509j -0.00332092-0.0228004j 0.00445817+0.0233423j -0.000422048-0.0245915j 0.00408496-0.044083j -0.00477347+0.0185676j -0.00391152+0.0387134j -0.00577251+0.00580074j 0.00632583+0.00945273j -0.00978424+0.0338562j -0.00210586-0.0102094j -0.00852704+0.011802j -0.00160403-0.000773252j -0.0007812+0.00320894j -1.31243e-05+0.00646448j 0.000992635-0.00829582j -0.000816084-0.00684822j -0.00267053-0.00295449j -0.00102926+0.0108505j -0.010941+0.00545402j -0.0202498+0.0172272j -0.00506754+0.00786452j 0.00323052+0.00774405j 0.00926615-0.0247981j 0.00130939-0.00797188j -0.000905072-0.0119791j 0.00774818-0.0266215j 0.00440062-0.0272275j 0.00534634-0.000412261j 0.00051675-0.0132785j -0.000214436-0.00565968j 0.000363996+0.0120338j 0.00610658+0.0142673j -0.00963825+0.00652103j -0.000473791+0.0255892j 
