-0.0537518-0j -0.00545166-0j -0.00550815-0j -0.0031278-0j -0.000451459-0j -0.00387046-0j -0.00225777-0j -0.000558652-0j -0.00032588-0j -0.00219784-0j -0.000388526-0j -0.00256414-0j -3.23772e-05-0j -0.00157021-0j -0.00224362-0j -0.000453281-0j -0.000277577-0j -0.000925448-0j -3.77734e-05-0j -0.00039662-0j -2.31314e-05-0j -0.000163598-0j -3.30517e-05-0j -1.36331e-05-0j -0.00169177-0j -0.000281962-0j -0.00191106-0j -0.000172666-0j -3.52453e-05-0j -0.00156037-0j -2.07685e-06-0j -0.00031851-0j -0.00157654-0j -0.00136533-0j -0.000195047-0j -0.000260062-0j -0.00112634-0j -3.98138e-05-0j -0.000159255-0j -0.000262757-0j -0.00035987-0j -2.34605e-06-0j -0.000160905-0j -0.000227555-0j -3.25078e-05-0j -0.000139348-0j -0.000187723-0j -3.28447e-05-0j -1.91554e-06-0j -2.84443e-05-0j -0.000114956-0j -5.99784e-05-0j -1.93539e-06-0j -2.34654e-05-0j -3.67291e-05-0j -1.6761e-06-0j -7.4973e-06-0j -1.38271e-06-0j -4.41783e-07-0j 
-1.11581e-06-0j 0.00114416-0j -0.00112311-0j -4.56157e-06-0j -0.00902674-0j -8.0345e-08-0j 6.44483e-06-0j -0.000158992-0j 0.0127535-0j -3.20531e-06-0j 8.15416e-05-0j -5.32279e-08-0j 0.0299657-0j -2.28999e-06-0j 3.17894e-06-0j 1.35409e-06-0j 5.82561e-05-0j 3.97216e-06-0j 0.000497615-0j -8.08707e-05-0j 0.0214086-0j -0.00010105-0j -0.0297192-0j -0.0371348-0j -2.46727e-06-0j 5.91766e-05-0j -3.96709e-08-0j -2.51815e-07-0j -0.000704715-0j -2.27564e-06-0j 0.00793956-0j 9.5149e-07-0j 2.23377e-06-0j -2.83422e-08-0j -4.04889e-09-0j 5.45804e-05-0j 3.21515e-06-0j -1.1331e-05-0j -2.32257e-07-0j -5.35761e-05-0j 2.06198e-06-0j 0.000127659-0j 2.27983e-07-0j 6.79777e-07-0j -0.00064998-0j -2.89267e-09-0j -7.71141e-05-0j 0.000638021-0j 0.0073229-0j -8.09525e-06-0j 3.28145e-07-0j -4.94558e-05-0j -0.00718816-0j 0.000918327-0j 2.1045e-07-0j 9.12038e-05-0j 0.000588953-0j -0.0103462-0j -0.00663535-0j 
1.22231e-05-0j -0.00411982-0j 0.00404402-0j 4.99695e-05-0j -0.000689549-0j 8.80136e-07-0j -7.05995e-05-0j -1.21453e-05-0j 0.000974231-0j -0.00511729-0j -0.00029361-0j -8.49784e-05-0j -7.4437e-05-0j -0.00365597-0j 0.00507519-0j -4.87572e-06-0j -0.000209765-0j 0.00634157-0j -1.23611e-06-0j 0.000291194-0j -5.31803e-05-0j 0.000363854-0j 7.38245e-05-0j 9.22455e-05-0j -0.00529435-0j 0.0310542-0j -8.51269e-05-0j 2.7585e-06-0j -5.38329e-05-0j -0.00488314-0j -6.37745e-06-0j 0.000499315-0j 0.0047933-0j -6.08176e-05-0j 4.43534e-08-0j 0.0286422-0j 0.00689916-0j -8.65569e-07-0j 2.54425e-06-0j -0.0281152-0j 0.00442466-0j -1.02542e-07-0j -2.49743e-06-0j 0.000356728-0j -4.96517e-05-0j 3.16876e-08-0j -0.0404673-0j 4.87382e-05-0j -5.88212e-06-0j -6.18393e-07-0j -3.59465e-06-0j -0.025953-0j 5.77389e-06-0j 7.01506e-05-0j -2.30537e-06-0j -7.32594e-08-0j 4.49899e-05-0j 8.31057e-06-0j 5.32984e-06-0j 
7.48507e-06-0j 5.33347e-05-0j -5.23534e-05-0j -0.00591888-0j 4.41672e-06-0j -0.000104252-0j 0.00836251-0j 7.77937e-08-0j -6.24018e-06-0j 2.15019e-05-0j -0.000735226-0j 3.57063e-07-0j 3.16753e-07-0j 1.53617e-05-0j -2.1325e-05-0j -1.22093e-05-0j -0.000525271-0j -2.66461e-05-0j 5.26004e-09-0j 0.000729177-0j 2.26299e-07-0j 0.000911124-0j -3.14147e-07-0j -3.92534e-07-0j -0.00324211-0j 2.7585e-06-0j -5.21294e-05-0j 0.0312731-0j -6.66963e-05-0j -0.0029903-0j 2.03182e-08-0j 4.43534e-08-0j 0.00293528-0j -3.7243e-05-0j 0.000502835-0j 2.54425e-06-0j 0.00422486-0j -1.0724e-06-0j 0.0288441-0j -2.49743e-06-0j 0.00270954-0j 3.26693e-10-0j -0.0283134-0j 3.16876e-08-0j -6.1516e-05-0j 0.000359242-0j -3.59465e-06-0j 6.03842e-05-0j 1.87401e-08-0j -7.66158e-07-0j -0.0407525-0j -2.30537e-06-0j -1.83953e-08-0j 8.69131e-05-0j -0.026136-0j 2.33401e-10-0j 5.57403e-05-0j -2.64771e-08-0j -1.69806e-08-0j 
7.05699e-06-0j 5.02844e-05-0j -4.93592e-05-0j -0.00277576-0j 4.16412e-06-0j -4.88908e-05-0j 0.00392174-0j 7.33446e-08-0j -5.88329e-06-0j -0.00592921-0j -0.000344797-0j -9.84613e-05-0j 2.98637e-07-0j -0.00423603-0j 0.00588043-0j -5.72575e-06-0j -0.000246335-0j 0.00734773-0j 4.95921e-09-0j 0.00034196-0j 2.13357e-07-0j 0.000427287-0j -2.9618e-07-0j -3.70084e-07-0j 1.56044e-05-0j -0.000760663-0j 2.509e-07-0j -0.000308057-0j -3.12784e-05-0j 1.43924e-05-0j 1.91562e-08-0j -1.22306e-05-0j -1.41276e-05-0j 1.79252e-07-0j -4.95319e-06-0j -0.000701583-0j -2.03344e-05-0j -5.0292e-07-0j -0.00028413-0j 0.000688674-0j -1.30411e-05-0j 3.08009e-10-0j 0.000278903-0j -8.73794e-06-0j -2.8849e-05-0j -3.53873e-06-0j 0.000991234-0j 2.83182e-05-0j 1.76684e-08-0j -3.59303e-07-0j 0.000401435-0j 0.000635711-0j -1.73433e-08-0j 4.07594e-05-0j 0.000257453-0j 2.20053e-10-0j 2.61404e-05-0j -2.49628e-08-0j -1.60095e-08-0j 
-1.52788e-06-0j 0.00104084-0j -0.00102169-0j 0.00060097-0j -0.00403363-0j 1.05852e-05-0j -0.000849083-0j -7.10462e-05-0j 0.00569893-0j -4.38906e-06-0j -0.00713699-0j -7.28853e-08-0j -0.000886446-0j -3.13569e-06-0j 4.35295e-06-0j -0.000118518-0j -0.00509891-0j 5.43911e-06-0j -1.47204e-05-0j 0.00707827-0j -0.000633308-0j 0.00884447-0j 0.000879153-0j 0.00109852-0j 0.000661794-0j 5.38329e-05-0j 1.06409e-05-0j 6.66963e-05-0j 0.0302982-0j 0.000610393-0j -0.00011452-0j 8.65569e-07-0j -0.000599162-0j 7.6022e-06-0j 1.0724e-06-0j 4.96517e-05-0j -0.000862396-0j 0.000487159-0j 6.1516e-05-0j -4.87382e-05-0j -0.000553083-0j -1.84135e-06-0j -6.03842e-05-0j 6.18393e-07-0j 0.027945-0j 7.66158e-07-0j -7.01506e-05-0j -0.0274308-0j -0.000105625-0j 0.000348043-0j -8.69131e-05-0j -4.49899e-05-0j 0.000103682-0j -0.0394821-0j -5.57403e-05-0j -1.31552e-06-0j -0.0253212-0j 0.000149233-0j 9.57082e-05-0j 
-1.01859e-06-0j 0.000693895-0j -0.000681128-0j -4.16412e-06-0j -0.00268909-0j -7.33446e-08-0j 5.88329e-06-0j -4.73641e-05-0j 0.00379928-0j 0.000855808-0j 4.94522e-05-0j 1.42117e-05-0j -0.000590964-0j 0.000611419-0j -0.000848767-0j 8.2121e-07-0j 3.53304e-05-0j -0.00106055-0j -9.81363e-06-0j -4.90454e-05-0j -0.000422205-0j -6.12833e-05-0j 0.000586102-0j 0.000732348-0j -2.2523e-06-0j -0.0104967-0j -3.62144e-08-0j -2.29875e-07-0j -0.000209936-0j -2.07737e-06-0j -7.63467e-05-0j -0.000168775-0j 2.03915e-06-0j -2.58728e-08-0j -3.69611e-09-0j -0.00968143-0j 2.93502e-06-0j -3.37553e-06-0j -2.12021e-07-0j 0.0095033-0j 1.88232e-06-0j -1.22757e-06-0j 2.08119e-07-0j -0.000120578-0j -0.000193631-0j -2.64063e-09-0j 0.0136784-0j 0.000190068-0j -7.04169e-05-0j -2.41159e-06-0j 2.99554e-07-0j 0.00877244-0j 6.91213e-05-0j 0.000273572-0j 1.92114e-07-0j -8.77015e-07-0j 0.000175451-0j 9.94888e-05-0j 6.38054e-05-0j 
9.00314e-08-0j -0.000123306-0j 0.000121037-0j 3.6806e-07-0j 0.0014669-0j 6.48281e-09-0j -5.20015e-07-0j 2.58371e-05-0j -0.00207251-0j 2.58628e-07-0j -8.78772e-06-0j 4.2948e-09-0j -0.009987-0j 1.84772e-07-0j -2.565e-07-0j -1.4593e-07-0j -6.27825e-06-0j -3.20502e-07-0j -0.000165846-0j 8.71542e-06-0j -0.00713506-0j 1.08901e-05-0j 0.00990484-0j 0.0123763-0j -3.89966e-05-0j -6.37745e-06-0j -6.27019e-07-0j 2.03182e-08-0j 0.00011452-0j -3.59678e-05-0j 0.0293251-0j -1.02542e-07-0j 3.5306e-05-0j -4.47964e-07-0j 3.26693e-10-0j -5.88212e-06-0j 5.08171e-05-0j 1.84135e-06-0j 1.87401e-08-0j 5.77389e-06-0j 3.25907e-05-0j 0.000471513-0j -1.83953e-08-0j -7.32594e-08-0j 0.000105625-0j 2.33401e-10-0j 8.31057e-06-0j -0.000103682-0j 0.0270475-0j 1.31552e-06-0j -2.64771e-08-0j 5.32984e-06-0j -0.0265498-0j -0.000149233-0j -1.69806e-08-0j 0.000336865-0j -9.57082e-05-0j -0.0382141-0j -0.024508-0j 
-1.24751e-06-0j 0.000420478-0j -0.000412741-0j 0.00098648-0j 7.03768e-05-0j 1.73753e-05-0j -0.00139375-0j 1.23958e-06-0j -9.94321e-05-0j 0.000522281-0j -0.00579635-0j 8.67307e-06-0j 7.59719e-06-0j 0.000373136-0j -0.000517984-0j -9.62549e-05-0j -0.00414111-0j -0.000647233-0j 1.2616e-07-0j 0.00574866-0j 5.4277e-06-0j 0.00718308-0j -7.53469e-06-0j -9.41477e-06-0j -2.7585e-06-0j -0.00316946-0j -4.43534e-08-0j -0.00521218-0j -0.00106275-0j -2.54425e-06-0j 6.50895e-07-0j -5.09611e-05-0j 2.49743e-06-0j -3.16876e-08-0j -8.38058e-05-0j -0.00292329-0j 3.59465e-06-0j -1.70878e-05-0j -0.00480736-0j 0.0028695-0j 2.30537e-06-0j 1.04656e-08-0j 0.0047189-0j -3.64084e-05-0j -0.000980208-0j -5.98737e-05-0j 0.00413017-0j 0.000962172-0j 6.00341e-07-0j -1.22081e-05-0j 0.00679209-0j 0.00264882-0j -5.89295e-07-0j 0.00138489-0j 0.00435599-0j 7.47701e-09-0j 0.000888175-0j -8.48194e-07-0j -5.43975e-07-0j 
-3.11878e-07-0j -2.22228e-06-0j 2.18139e-06-0j 0.000494515-0j -1.8403e-07-0j 8.71013e-06-0j -0.000698677-0j -3.24141e-09-0j 2.60007e-07-0j -8.95912e-07-0j 6.14272e-05-0j -1.48776e-08-0j -1.3198e-08-0j -6.40071e-07-0j 8.88541e-07-0j 1.02007e-06-0j 4.38857e-05-0j 1.11025e-06-0j -2.19168e-10-0j -6.09218e-05-0j -9.42913e-09-0j -7.61233e-05-0j 1.30894e-08-0j 1.63556e-08-0j -6.89624e-07-0j -1.14937e-07-0j -1.10883e-08-0j -0.0079274-0j 5.57239e-06-0j -6.36062e-07-0j -8.46593e-10-0j -1.84806e-09-0j 6.24358e-07-0j -7.92189e-09-0j -0.000127463-0j -1.0601e-07-0j 8.98661e-07-0j 8.95975e-08-0j -0.00731169-0j 1.0406e-07-0j 5.76341e-07-0j -1.36122e-11-0j 0.00717715-0j -1.32032e-09-0j 5.13959e-06-0j -9.10641e-05-0j 1.49777e-07-0j -5.04502e-06-0j -7.80839e-10-0j 6.40115e-08-0j 0.0103303-0j 9.60569e-08-0j 7.66472e-10-0j -7.26148e-06-0j 0.00662519-0j -9.72504e-12-0j -4.65703e-06-0j 1.10321e-09-0j 7.07526e-10-0j 
1.47021e-07-0j -0.000150757-0j 0.000147983-0j -5.78284e-05-0j 0.00118938-0j -1.01856e-06-0j 8.1703e-05-0j 2.09491e-05-0j -0.00168042-0j -6.15514e-05-0j 0.00103373-0j -1.02213e-06-0j -0.00394833-0j -4.39745e-05-0j 6.1045e-05-0j 1.71662e-05-0j 0.000738531-0j 7.62772e-05-0j -6.55665e-05-0j -0.00102522-0j -0.00282083-0j -0.00128104-0j 0.00391585-0j 0.00489294-0j 3.25092e-07-0j 0.00113636-0j 5.22709e-09-0j -6.41785e-06-0j -0.00893389-0j 2.99842e-07-0j -0.00104613-0j 1.82714e-05-0j -2.94325e-07-0j 3.73442e-09-0j -1.03192e-07-0j 0.0010481-0j -4.23633e-07-0j -0.000143646-0j -5.91938e-06-0j -0.00102882-0j -2.7169e-07-0j -1.68205e-05-0j 5.81047e-06-0j 1.30537e-05-0j -0.00824-0j -7.37236e-08-0j -0.00148082-0j 0.00808839-0j -0.000964877-0j -0.000102626-0j 8.36322e-06-0j -0.000949697-0j 0.000947124-0j 0.0116419-0j 5.36361e-06-0j -1.20172e-05-0j 0.00746634-0j 0.00136323-0j 0.000874284-0j 
9.00314e-08-0j -6.13323e-05-0j 6.02038e-05-0j -0.000106974-0j 0.000237684-0j -1.88418e-06-0j 0.000151138-0j 4.18644e-06-0j -0.000335812-0j 2.58628e-07-0j 0.0012704-0j 4.2948e-09-0j 5.22343e-05-0j 1.84772e-07-0j -2.565e-07-0j 2.10964e-05-0j 0.000907615-0j -3.20502e-07-0j 8.6741e-07-0j -0.00125994-0j 3.7318e-05-0j -0.00157433-0j -5.18046e-05-0j -6.4731e-05-0j 1.99077e-07-0j -3.17213e-06-0j 3.20093e-09-0j 0.00114028-0j -0.00539313-0j 1.83615e-07-0j 6.74816e-06-0j -5.10042e-08-0j -1.80237e-07-0j 2.28685e-09-0j 1.83344e-05-0j -2.92576e-06-0j -2.59421e-07-0j -8.67151e-05-0j 0.00105172-0j 2.87192e-06-0j -1.66375e-07-0j 1.08502e-07-0j -0.00103237-0j -3.64391e-08-0j -0.00497425-0j 1.30987e-05-0j 4.13366e-06-0j 0.00488272-0j 6.22404e-06-0j -6.19523e-05-0j -0.00148592-0j 2.65106e-06-0j -6.10952e-06-0j 0.00702788-0j -0.00095297-0j 7.75179e-08-0j 0.00450721-0j -8.79365e-06-0j -5.63966e-06-0j 
-6.71055e-09-0j 1.15003e-05-0j -1.12887e-05-0j -2.74336e-08-0j -0.000182861-0j -4.832e-10-0j 3.87596e-08-0j -3.22082e-06-0j 0.000258356-0j 2.80943e-06-0j 8.19599e-07-0j 4.66537e-08-0j 0.00188064-0j 2.00715e-06-0j -2.78631e-06-0j 1.36104e-08-0j 5.8555e-07-0j -3.48156e-06-0j 3.12302e-05-0j -8.12856e-07-0j 0.00134359-0j -1.01568e-06-0j -0.00186517-0j -0.00233057-0j -1.48383e-08-0j -8.66865e-05-0j -2.38583e-10-0j -1.51443e-09-0j -1.42759e-05-0j -1.36859e-08-0j -0.0114114-0j -1.39382e-06-0j 1.34341e-08-0j -1.70452e-10-0j -2.43503e-11-0j -7.99536e-05-0j 1.93361e-08-0j -2.2954e-07-0j -1.39681e-09-0j 7.84825e-05-0j 1.24009e-08-0j -0.000183481-0j 1.37111e-09-0j -9.9579e-07-0j -1.31671e-05-0j -1.73967e-11-0j 0.000112963-0j 1.29249e-05-0j -0.0105251-0j -1.63991e-07-0j 1.97348e-09-0j 7.24467e-05-0j 0.0103314-0j 1.86032e-05-0j 1.26566e-09-0j -0.000131085-0j 1.19309e-05-0j 0.0148704-0j 0.00953685-0j 
-9.18879e-09-0j 1.25849e-05-0j -1.23533e-05-0j 7.26612e-06-0j -0.000149714-0j 1.27981e-07-0j -1.0266e-05-0j -2.63699e-06-0j 0.000211524-0j -2.63961e-08-0j -0.000173484-0j -4.38337e-10-0j 0.00101929-0j -1.88583e-08-0j 2.61789e-08-0j -2.8809e-06-0j -0.000123943-0j 3.27111e-08-0j 1.69265e-05-0j 0.000172057-0j 0.000728219-0j 0.000214989-0j -0.00101091-0j -0.00126315-0j -2.03182e-08-0j 6.50895e-07-0j -3.26693e-10-0j -3.83914e-05-0j 0.00226082-0j -1.87401e-08-0j -0.00299298-0j 1.04656e-08-0j 1.83953e-08-0j -2.33401e-10-0j -6.17288e-07-0j 6.00341e-07-0j 2.64771e-08-0j 3.63513e-05-0j -3.54095e-05-0j -5.89295e-07-0j 1.69806e-08-0j -4.81236e-05-0j 3.4758e-05-0j 7.47701e-09-0j 0.00208522-0j -4.41012e-07-0j -8.48194e-07-0j -0.00204685-0j -0.00276052-0j 2.59706e-05-0j 5.00285e-05-0j -5.43975e-07-0j 0.00270973-0j -0.00294611-0j 3.20849e-05-0j -3.43812e-05-0j -0.00188944-0j 0.00390021-0j 0.00250133-0j 
4.84292e-10-0j -9.96647e-07-0j 9.78309e-07-0j -1.90489e-07-0j 1.98366e-05-0j -3.35517e-09-0j 2.69133e-07-0j 3.49391e-07-0j -2.80262e-05-0j 1.39119e-09-0j 6.83394e-06-0j 2.31024e-11-0j -0.00027287-0j 9.93918e-10-0j -1.37975e-09-0j 1.13485e-07-0j 4.8824e-06-0j -1.72403e-09-0j -4.53131e-06-0j -6.77772e-06-0j -0.000194947-0j -8.46892e-06-0j 0.000270625-0j 0.000338152-0j 1.07087e-09-0j -5.1547e-08-0j 1.72183e-11-0j -2.11407e-08-0j -0.000149001-0j 9.87692e-10-0j 0.00250564-0j -8.28816e-10-0j -9.69519e-10-0j 1.23013e-11-0j -3.39917e-10-0j -4.75434e-08-0j -1.39546e-09-0j -2.39575e-06-0j -1.94987e-08-0j 4.66686e-08-0j -8.94957e-10-0j 4.02877e-05-0j 1.91399e-08-0j -5.92134e-10-0j -0.000137428-0j -2.42848e-10-0j 6.71719e-08-0j 0.000134899-0j 0.00231103-0j -1.71161e-06-0j 2.75488e-08-0j 4.30795e-08-0j -0.00226851-0j 0.000194165-0j 1.76679e-08-0j 2.87829e-05-0j 0.000124525-0j -0.00326514-0j -0.00209404-0j 
-1.32101e-11-0j 3.62791e-08-0j -3.56115e-08-0j -5.40048e-11-0j -1.01243e-06-0j -9.51211e-13-0j 7.63008e-11-0j -1.78325e-08-0j 1.43042e-06-0j -3.7948e-11-0j 2.58552e-09-0j -6.30169e-13-0j 2.09496e-05-0j -2.71113e-11-0j 3.76357e-11-0j 4.29355e-11-0j 1.84719e-09-0j 4.70267e-11-0j 3.47892e-07-0j -2.56425e-09-0j 1.49671e-05-0j -3.20409e-09-0j -2.07772e-05-0j -2.59616e-05-0j -2.92102e-11-0j 1.87637e-09-0j -4.69666e-13-0j -2.98126e-12-0j -7.90403e-08-0j -2.69415e-11-0j -0.000322531-0j 3.01698e-11-0j 2.64458e-11-0j -3.35546e-13-0j -4.79351e-14-0j 1.73063e-09-0j 3.80644e-11-0j -1.27088e-09-0j -2.74971e-12-0j -1.69879e-09-0j 2.4412e-11-0j -5.18592e-06-0j 2.69911e-12-0j 2.15544e-11-0j -7.29014e-08-0j -3.42465e-14-0j -2.44513e-09-0j 7.156e-08-0j -0.00029748-0j -9.07957e-10-0j 3.88493e-12-0j -1.56814e-09-0j 0.000292007-0j 1.02999e-07-0j 2.49154e-12-0j -3.705e-06-0j 6.60566e-08-0j 0.000420296-0j 0.00026955-0j 
