-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
0.000806334-0.000726483j -0.00119898-0.00148018j -0.00225619+0.000189519j -0.00115628-0.00180128j -0.000222979-0.000322888j 0.00233279+0.00230626j 0.00376469+0.000948089j -6.29133e-05+0.0022393j -0.00377534+0.00113637j -0.00154876-0.00225432j -0.000896226+0.000583501j -0.00103693+0.000408562j -0.00232927-2.50891e-05j 0.0023666-0.00129245j -0.000853244+0.00691834j 0.00421745-0.0028395j -0.000559167-0.00342099j 0.00465055+0.000922236j 0.00384523-0.00257557j 0.0013939-0.00161902j 0.00107028+0.00621337j -0.000616985-0.00276552j -0.00224441-0.00606286j 0.00237884-0.00396441j -0.00240533+0.00172255j -0.00438907-0.00159815j -0.00244815-0.00259682j 0.0044938+0.00400058j -0.00707303-0.000817841j 0.00302959+0.00141958j 0.00136934-0.00660621j -0.00368323-0.00362616j -0.000450655-0.00139089j -0.00636324-0.00327425j -0.00249377+0.000880709j 0.0059146-0.00919483j -0.00422055+0.00571564j 0.00218074-0.00149574j 0.00260434-0.00157601j -0.00234452-0.00155693j 0.0108806+0.00217115j 0.00281071+0.00236418j -0.0101097+0.00110544j 0.00361679+0.00798988j 0.00120433-0.00181855j -0.000974612-0.00483109j 0.00202659+0.00418087j -0.00131482+0.00039359j -0.00239401+0.000611295j 0.00396978+2.64239e-05j 0.000726869+0.0013277j -0.00987195+0.00176417j -0.00149667+0.00519032j -0.003139+0.000957672j 0.000686908-0.00804442j 0.00539932-0.00603747j 0.00147774-0.00105718j 0.00017412-0.00309712j 0.000135461+0.00595935j -0.000537204+0.0035393j -0.00173149-0.00358924j -0.00114966-0.00122801j -0.00131074+0.00262153j -0.007363-0.00721792j 0.00597332-0.00327478j -0.000752074-0.00375022j 0.000297535-0.00165089j 0.00300121-0.00266463j -0.0040343-0.00581517j -0.00531718-0.00400396j -0.00174701+0.000121666j 0.00063178-0.00307899j 0.00432359-0.000265196j -0.00111545-0.000852708j 0.000531725-0.000924185j -0.000157094-0.00150642j 0.00120421-8.78299e-05j 
-0.00232979-0.000205987j -0.000351131+0.00176303j -0.000103664-0.00157022j 0.00169093-3.03982e-05j -0.00144837+0.00125271j -0.00148452+0.000882966j -0.000901175+0.000964097j -0.000216815+1.28036e-05j 0.0015464+0.002698j 0.00016044-0.00167952j -0.000512827+0.000171966j -0.000800357+0.000909775j 0.000276278-0.00360336j 0.00104725-0.00190098j -0.00043964+0.00156685j -0.00287975-0.00048537j -0.00261635-0.000917329j 0.00260399+0.000242401j -0.00018739-0.00290464j 0.000865424-0.0018204j -0.00131521+0.00316738j -0.000338833-0.000208674j 0.00133618-0.00520097j -0.00585924+0.00295882j -0.00233516-0.00306286j -0.00444364+0.00557719j 0.003116-0.00388137j 0.00250369-0.00087091j 0.00029484+0.000173027j 0.000708086+0.00120799j 0.00561288-0.000217379j -0.000722895+3.59338e-05j -0.000880518+0.000221702j 0.00127627+0.00125049j 0.00438441+0.000738106j -0.00471529-0.00108604j -0.000662518-0.000616741j 0.00057066+0.000910124j 0.00130861+0.00261842j 0.00343683+0.00270835j -0.00054925-0.000330936j 0.000327446-0.000133527j 0.000693214-0.00278121j 0.00385983-0.00194775j -0.000416485+0.00360425j -0.00185591+0.00230272j -0.00105671+0.000576584j 0.000589135+0.00227647j -0.00225782-0.000474281j 0.00304219-0.00123533j -0.00427937+0.00289062j 0.0068803-0.00672976j -0.000634758-0.000740581j 0.00186481+0.00322797j 0.00214193-8.60533e-05j -0.00062062+0.00722445j 0.00280266-0.00193979j 0.00267311+0.00405355j 0.00532727-0.000340751j 0.000989691+0.00241937j -0.0021003+0.000941449j -0.00154732-0.00117255j 0.00192206+0.00291754j -0.00323694+0.00713226j -0.00280241-0.00218308j 0.00401943+0.00182178j -0.000742201-0.00176121j -0.00292845-3.32779e-05j 0.000576283+0.00113455j 0.00360969+0.00113436j 0.00182436+0.00124484j 0.000847409+0.00307349j -0.00286264+0.00374812j 0.00172965-0.000146721j -0.00180199+0.00135638j 0.00026181-0.00179543j 0.00178937-0.000341513j 
-0.000659751-0.000453782j -0.000756439+0.000513638j 0.000961579-0.000725321j 0.00130623+0.000867639j 0.00136959+0.00167623j -0.000809387+0.00261092j 0.000763477+0.00053696j -0.00274038-0.00233117j 0.00280338+0.00356922j -0.000443473+0.00188003j 0.000429969+0.00133371j 0.00207198+0.00178349j 0.00135127-0.00293722j 0.00195728-0.000637616j 0.00215981-0.000770557j -0.00320966-0.0044009j -0.00135285-0.000421558j 0.0029984-0.000845675j 0.000538368+0.00624248j -0.00254718-0.00423328j 0.000582254+0.00154052j -0.000599486-0.00540744j -0.00015302+0.00317185j -0.00226787-0.000612855j 0.00318448-0.00143833j 0.00241504+0.00164394j 0.00367129-0.00274064j 0.000670919+0.00215373j -0.00372062-0.000455151j 0.00225824-0.00154403j 0.00192031-0.0027513j -0.0031552-0.00510541j -0.00379266+0.00412928j 0.00723839-0.00051873j 0.00204852+0.00580886j -0.00484965-0.00118628j -0.00148557+0.0049766j -0.00153358-0.000464488j -0.000336844+0.00239541j 0.00325985+0.0022538j 0.00204743-0.00017492j -0.00098706-0.00117349j -0.000919207-0.00135756j 0.000586853-0.00166643j -0.000976458+0.00067984j -0.00431655-0.00311499j -0.000698198+0.00332083j 0.00127475+0.00134585j -0.00194678-0.0036743j -0.00041284-0.00463725j -0.00231255-0.000149003j 0.00840904-0.00342541j -0.000633612+0.000505134j 0.00301434-0.00213674j -0.00039808+0.00388961j 0.00328718+0.00714807j 0.000890346+0.00313903j 0.000686279+0.00100316j 0.00252851-0.00244362j 0.00105915-0.00309858j 0.000850767-0.000469605j -0.00163621-0.00659634j 0.00588865-0.000379709j 0.00203565+0.00432182j -0.00310893+0.00209881j 0.00429179+0.000882438j -0.00245219-0.00314255j 0.00222417+0.0028248j 0.0021419+0.00527303j 0.00256381+0.00193052j 0.000837008-0.00116043j 0.00112597+0.00273955j -0.000590432-0.000420069j 0.0016393+0.000785796j -8.52408e-05-0.000410702j -0.000560786-0.000870187j 0.000811783-0.000788053j 
-0.00126304-0.000993948j -0.00112467+0.000496104j -0.000980477+0.00076775j -0.000830501-0.00136878j -0.00254119+0.000587426j -0.00113046+6.68511e-05j 0.000453499+0.000810994j 0.00212047+0.00302663j 0.000566323-0.00110576j 0.00109318-0.000285004j -0.00331731-0.000354703j 0.000982376-0.0041109j -0.0011295-0.000914009j 0.000948481+0.00100038j -0.00271502+0.000987409j 0.00458309-0.000443682j 0.00163817+7.43452e-05j -0.000780137+0.000936589j -0.00110378+0.00022548j -0.00050019-0.000521577j -0.00430404+0.00040387j -0.000441056+0.00484276j -0.00102385-0.00105196j 0.000935446+0.000425268j 0.00187329-0.000582742j -0.00104468-0.00205388j -0.00519218-0.00258323j -0.00355615-0.000401785j 0.00174905+0.000792916j -0.000316171-0.00272533j -0.00596221+0.00439463j 0.00193713+0.00184468j 0.00337945-0.000418612j 0.00358305-0.00182935j -0.00213808+0.00111444j -0.00253475+0.000814175j 8.52802e-05-0.000709469j -0.00340295-0.0027378j 0.00143227-0.00207931j -0.00235923+0.00117754j 0.00141411+0.00230432j 0.000784632+0.00199671j 0.000648252+0.00343561j 2.48214e-05-0.00304518j -0.0016782-0.0045159j -0.00253812+9.9729e-05j -0.00236335-0.00259922j -0.00424339-0.000834824j 0.00127748-0.00208988j -0.00119663-0.00333508j 0.00501686-0.00346262j 0.00027313+0.00206896j 0.00542777+0.00225646j -0.00249766-0.000312662j 0.00126421-0.000710814j -0.000202523-0.000217889j -0.0015166+0.00590689j 0.000515247+0.00336133j 0.00441564+0.00358167j -0.000666717-0.00027184j 0.00204559-0.00296629j -0.00324446+0.00165334j -0.00163235-0.00466629j -0.00214917+0.00338205j 0.00230495-0.00447611j -0.00255451+0.000593731j -0.0016536+0.00543178j 0.000921772-0.0031393j -1.32777e-05+0.000564704j 0.00488915+0.000899071j 0.00106518+0.00110375j 0.00121601+0.00307845j -0.0019324+0.00522339j 0.00121208+0.000619748j -0.000517238+0.00230641j 0.000811085-0.00035318j 0.000215513+9.41347e-05j 
-0.00211244-0.00133804j -0.00101155+0.00213273j 0.00120503+0.00107194j -0.000141114-3.95049e-05j 0.0028807-0.00142101j 0.000651039+0.0018236j -0.00240343+0.00119602j -0.00196065-0.00134034j 0.00243504-0.000919271j 0.00280253+0.00218576j 0.000109041-0.00250704j 0.00198274+0.00324511j -0.00160392-0.000809797j 0.00167189+0.00248881j -0.00271654-0.00212217j -0.000705159+0.00296065j -0.00133673+0.00384835j -0.00310462+0.00221439j 0.00322861+0.000457156j -0.000836192-0.000553246j 0.00246479-0.00172326j -0.00046884+0.0035274j -0.00205523+0.00375853j -0.000699804+0.000632126j -0.00456131+0.00642719j -6.49885e-05-0.00281398j 0.000697284+0.0107327j 0.00286938-0.00177244j 0.00732026+0.00541636j -0.00342718+0.00146145j -0.0020732-0.00812733j 0.00357833-0.00260777j 0.00426475-0.000848956j -0.0110309-0.00168957j 0.00409279-0.00497136j 0.00266514-0.00256299j 0.00261458-0.0045384j 0.00557909-0.000302601j 0.00502691-0.000654617j -0.00412487+5.3936e-05j 0.00319329-0.00757264j 0.0020405+0.00287518j 0.00345398-0.00439101j 0.00629168+0.00565005j 0.00175957+0.00473915j 0.0022542+0.00283257j -0.00371218-0.00260291j 0.00767506-0.0031647j -0.00346275+0.00381078j 5.66688e-05-0.000476885j 0.00486823-0.00649231j 0.00111457+0.00442541j -0.00542266-0.00216571j -0.00113352+0.000727548j 0.000781098+0.00146903j -0.00583734-0.00373632j -0.00346983-0.00351784j 0.000320366-0.00157537j -0.00160055+0.00229235j 0.00100949+0.0102319j -0.00123393+0.00396843j -0.00180261-0.00406123j -0.00283613-0.000502868j 0.00197566-0.00494771j -0.00106997+0.0035962j 0.0011313+0.00262061j 0.000701882-0.0032978j -0.0057369+0.00161735j 0.00138288-0.00346508j 0.0026256+0.000493908j 0.00204846+0.00242589j 0.000507278+0.000949803j -0.00237662+0.00440241j 0.000351124-0.000455995j -0.000951865+0.00190799j 0.00100505-8.28611e-05j 0.000181034+0.000695432j 
0.00154875-0.000123785j -0.000972004-0.00141832j -0.000469285-0.00203214j 0.00154688+0.00110489j -0.000473615+0.00182374j 0.00283271+0.000962116j 0.00216563-0.00146581j -0.00203229-0.000278919j -0.000500233+0.00872393j -0.00168884+0.00234486j 6.9892e-06+0.000451856j 0.000227384-0.00279135j 0.000524476-0.00221567j -0.000974472-0.00575738j -0.00468487-0.00172648j -0.00537887-0.0110475j 0.00325913+0.00261945j -0.00364235-0.00310615j -0.00162052-0.000945842j 0.00478432+0.00590725j -0.00492177+0.00080065j 0.00110585-0.00540349j 0.00659818-0.000637034j -0.00142965+0.000554983j -0.00453068+0.00168253j 0.00477738+0.00610752j 0.0091073-0.00138349j -0.00241106-0.000307416j 0.00311833-0.0067217j -0.00336883-0.00599036j 0.00410426-0.00788241j 0.00389074-0.00500678j 0.00359796+0.00140973j -0.00388368+0.00132021j -0.00530052+0.00552974j 0.00403269-0.00114467j 0.0024654-0.00715068j 0.00843955+0.00102992j 0.00309731-0.00217662j -0.00189538+0.000705671j 0.00233297+0.00781896j 0.00135882+0.00149368j 0.00147071-0.00668417j 0.00341256-0.00224232j 0.00236897-0.00123768j 0.00758089-0.00548442j 0.00470548-0.00293064j 0.0038175-0.00333276j -0.000934894+0.00237322j 0.00385125+0.00797195j -0.000402851-0.00229805j -0.00158812+0.00245848j 0.00213205-0.00457253j 0.00431982+5.10293e-06j -0.00395339-0.00134243j -0.00047627-0.00647857j 0.0031808+0.00634209j -0.00461879+0.00250857j -0.00313297+0.00263445j 0.005572+0.00797128j -0.00717678+0.00311768j -0.00538685-0.00203303j 0.00102968-0.00663912j 0.00127006-0.0033035j 0.00488436-0.00327774j -0.00099614+0.000461234j 0.00163169-0.00372869j -0.00313448-0.00331804j -0.000847947-0.00376135j -0.0018248+3.27963e-05j 0.000246177-0.000866802j -0.00138064-0.00404104j 0.00119555-0.00167796j -0.00219311-0.000505334j -0.000178297+0.00102388j 0.000263672-0.000914679j 0.000646427+0.0005729j 
-0.000816167+0.000169761j 0.000276656+0.000457665j -0.00230175+0.00128635j -0.000703702-0.00137838j -0.00109744+0.00151118j -6.87963e-05+0.000729717j 0.00132291-0.00107195j 0.000784068+0.000801978j -7.46606e-05-0.00215805j -0.00180403+0.00183236j -0.000187268+0.000971901j -0.00144142-0.000736771j 0.00212792-0.00161499j 0.000479216+0.000907051j 0.000658721-0.00203656j 0.00284661-0.00418052j 0.00622368+0.00470997j -0.00350121+0.00038043j -0.00149469+0.000687455j 0.0016092-0.000402362j 0.000998078-0.00208112j -0.00266617-0.00358986j -0.000878387+0.00438085j 0.00218484-0.000985873j 0.000880873+0.00117213j 0.0052471-0.00099639j 0.0054073+0.00123771j -4.20689e-05-0.00150681j -0.00111086+0.00436024j -0.00600201-0.00612064j -0.00219503-0.00965601j 0.0064782-0.00121082j 0.00410854+4.98591e-05j -0.00187121+0.000330897j -9.61475e-06+0.00497372j -0.00245667+0.00264001j 0.00161671+0.000114735j 0.00528654+0.00228403j -0.00422844+0.000362414j 0.00129744+0.00587558j -0.00180156-0.000849028j -1.02693e-06-0.00133386j 0.00295914-0.00256231j 0.00349186-0.00510651j -0.00317895-0.00160094j 0.00655715-0.00244886j -0.00532134-0.00265435j 0.00750353-0.00396279j -0.00127659+0.00225694j 0.00287344+0.000788295j -0.00211289+0.00351355j 0.00741899+5.91477e-05j 0.00109571-0.00320202j 0.00857279+0.00274483j -0.00500997+0.00458896j 0.000809908+0.00140924j -0.00325877+0.00190785j -0.00455005+0.00174347j -0.00643643-0.00487053j 0.00322909-0.00289738j -0.00517354+0.00137872j 0.00428316+0.000405885j -0.000680157-0.00349423j 0.00804922+0.000100876j -0.00116694+0.00357066j 0.0025552-0.00327194j 0.00169545-0.000382641j 0.0029701+0.00045557j 0.00503581+0.000369147j 0.00104909-0.000814999j -3.93276e-05-0.002747j -0.000111578-0.0013834j -0.00368705-0.00141099j 0.000211862-0.000598549j -0.00142558-0.000744238j 8.83176e-06-0.000180897j 0.000370938-0.000118337j 
-0.00111644-0.000119063j -0.000329531+0.000939257j -0.000751343+0.000219276j -0.00022733-0.00112514j -6.74808e-05+0.000263904j -0.000934228+0.00205737j 0.00135981+0.000950514j 0.00196308-0.000126146j 5.6981e-05-0.00263974j -0.00350086+0.00235308j -0.00181324-0.000563491j 0.00105531-0.00180603j -0.00247986+0.0021714j 0.00431633+0.00429828j -0.00208953+0.0009839j 0.00353866-0.00227937j 0.00201102+0.00352233j -0.00529832+0.00291637j -0.00211387+0.00301223j 0.00337476-0.00155295j 0.00437128-0.0039711j -0.00223288+0.000392033j -3.44378e-05+0.00702198j 0.00327175-0.00451023j 0.00419737+0.00788722j 0.00436984-0.00730107j -0.00758034+0.00137577j 0.00244762-0.00140934j -0.00160572+6.04804e-05j -0.000748701-0.00372523j -0.00952168-0.00348328j 0.000913746-0.00230303j 0.0067534+0.00668475j -0.000948659-0.00479075j -0.00330725-0.00115863j -0.00352989-0.000711247j 0.00121931+0.0030538j 0.00539487-0.00134299j 0.00335249-0.00351229j -0.00422438-0.00212624j 0.000338987-0.00570101j -0.00404547+0.000112671j -0.000989354+0.00329498j -0.00084905-0.00178485j -0.00197588-0.00149163j 0.00289358-0.000243958j -0.0067259-0.00406348j 0.00677246-0.00526611j -0.000409147-0.00177623j -0.000576285+0.00442946j 0.00671574-0.00523357j 0.0023103+0.00460053j -0.00253379+0.00521707j 0.000203024+0.000902307j 0.000614881-0.000839539j 0.0047437+0.00035077j -0.0017102+0.0068873j 0.00273445-0.00478652j -0.00186792+0.000735185j 0.00299455-0.000958525j 0.00204185-0.00330188j 0.00455827-0.00177921j -0.00552834-0.0075472j 0.00547079-0.00120245j -0.00305968+0.000135848j -0.00217921+0.000939224j -0.00102731+0.00195073j -0.00106237+0.00321164j -0.000987424+0.00274661j 0.00210219+0.000671665j 0.00277817-0.000107239j 0.00121505+0.00158324j 0.00311918+0.00262178j 0.000639229+6.10113e-05j 0.00125655+0.00101579j -0.000579969-0.000286011j -2.4806e-05-0.000771385j 
-0.000973054+0.00206023j 0.00223645+0.00119638j -0.001685-0.00087787j 0.000332016-0.000275702j -0.00121422-0.00103624j -0.000206631-0.00170534j 0.00194841-0.00113681j -0.000492174+0.00332727j -0.00383425+0.00520343j -0.00327906+0.000846439j 0.000643885-0.00468386j -0.000422602-0.000819421j -0.00154644-0.000454257j -2.86702e-05-0.00194181j -0.00185445+0.000230142j -0.00179337-0.00197398j -0.000974788-0.00126709j -0.00406278-0.00304851j -0.00406925-0.00345679j 0.00367154+0.00679416j -0.0032348-0.00482425j 0.00476786+0.000247857j 0.00547757+0.00111889j -0.00185753-0.00386624j 0.00236859-0.00246592j -2.51036e-05+0.00379616j 0.000735708-0.00243972j -0.000133115+0.00184851j 0.00322216-0.00289242j -0.000533965-0.00260292j -3.1783e-05+0.00145865j -0.00172721+0.00124438j 0.00327592+0.00130109j 0.0007866+0.00352987j -0.00529828-0.000721483j -0.00335674-0.00254668j 3.81685e-05+0.00189711j -0.00171351+0.00189722j -0.00064951-0.00260542j 0.00218776-0.00228652j -0.00471033+0.00490496j -0.00186159-0.00079571j -0.00213399+0.00320144j 0.00180318-0.00335886j 0.00135384-0.00597913j 0.00319763-0.00278727j -0.00341166+0.00529519j 0.00167196+0.003659j -5.18e-05+0.00171893j -0.00216202+0.00826862j 0.000716527-0.00447336j -0.0049594-0.00800783j 0.00427931+0.00771379j -0.00371863+0.00186234j 0.00584238-0.000658704j 0.00883411-0.000686569j 0.00306307+0.00585048j -0.000944314+0.00341486j -0.00438774+0.00553052j -0.000908628+0.00316876j -0.00682802-0.000128189j 0.00182242-0.0018013j 0.00320496-0.00707521j -0.00490546-0.000600665j 0.00198362-0.00656713j -0.00821429-0.00246617j -0.00360783-0.00116108j -0.00542412-0.00584932j -0.00536329-0.00152189j -0.00432295+0.00845866j -0.00341799+0.00247048j -0.00708192+0.00166928j -0.00166443-0.00606871j -0.00134679+0.00242322j -0.00201037-0.00215019j 0.000345099-0.000427764j 0.00113177+0.000710234j 
-0.000299143+0.000298742j 0.000360792+0.000224461j -0.00153135+0.000510432j -9.26431e-05-0.000556757j -0.000873728-0.000490237j 0.00183684-0.0003446j -0.000106352-0.00290245j 0.00113693-0.000956175j 0.00042762+0.00533172j 0.000514273+0.00259769j -0.00213105+0.00179199j 0.00364428-0.000873384j 0.00325739+0.000473807j -0.00335395-0.00350481j 0.00186591-0.00640678j 0.00144842+0.00185094j 0.00120588+0.00029428j 0.00256378-0.00282887j -0.000551902+0.00561653j -0.00406767+0.00189167j -0.00860944-0.000931431j 0.00176771+0.00152237j -0.00536046+0.00402054j 0.00132325-0.000143091j 0.00161584-0.00177362j 0.0100182+0.000934129j 0.00478655+0.00127379j -0.00844308+0.000322459j 0.00487669-9.04157e-05j 0.001974-0.00391171j -0.00524452+0.00189868j 0.0024961+0.00144127j -0.00452771-0.000310309j 0.00765324+0.000154789j -0.000318439+0.0048955j 0.00543126+0.00498368j 0.00115944-0.00433819j -0.00483813-0.00338966j -0.000904025-0.00228173j -0.00231142-0.00392233j -0.00359952+0.00133433j 0.00156116-0.00043j 0.00659673+0.00281338j -0.00375578-0.00100198j 0.00545291-0.00401557j -0.00491272-0.00438519j 0.00717745+0.000485798j -0.00593962+0.000204662j 0.000603503-0.00108818j -0.00700011-0.00474869j 0.000962638-0.00622251j -0.00413832+0.0010305j 0.00604174-0.00488793j 0.000436948-0.00701512j -0.00285736+0.0016013j 4.13514e-05-0.00560769j -0.00553712+0.00152623j -0.0037854-0.00162423j -0.001447-0.00100767j 0.000347405-0.00274601j 0.000754223+0.00550113j -0.00883198+0.00136719j 0.00670355-0.00470222j -0.00179193-0.00112128j 0.00620673+0.00134815j -0.00239659+0.00238824j 0.00112869+0.00138157j 0.00560478-0.000506069j 0.000111728+0.00252581j -0.00165768+0.00230038j -0.00248799+6.95681e-05j -0.000760664+0.00211897j 0.000637712-0.00231554j -0.00108321-8.9423e-05j -0.00106553-2.29615e-05j 0.000677292+3.13029e-05j 0.000180739+0.00073348j 
-0.000992531+0.000217243j 0.000707087+0.00120408j 0.000216828+0.000702292j -4.8851e-05+0.00026825j 0.00216427+0.000489885j -0.00186696+0.000899802j 9.78563e-05+0.000207934j -0.00240743-0.000785215j 0.000182414+0.00155522j 0.000244558+0.000107995j 0.00307085-0.00112186j -0.00163459+0.00492079j 0.000672231-0.000998717j 0.000815014+0.00201061j 0.00164601+0.00150515j -0.00386954-0.000170898j -0.00217105-0.00148195j -0.000138419+0.00080153j 0.000869808+0.000766506j 0.000934806-0.00129255j 0.0033432-0.000213273j 0.00207688-0.00323086j 0.00223367+0.000681573j -0.00344302-0.00237921j -0.000570997-0.00069679j -0.00272657+0.00157478j 0.00426111+0.00329305j 0.00434095+0.00395931j -0.000692989+0.000749746j -0.000810805+0.00195943j 0.00705043-0.00223056j -0.00279971-0.00438363j -0.00100897+8.18933e-05j -0.00206336+0.00175567j 0.00310082+0.00183776j -0.00270753-0.00424815j -0.00316172+0.00393427j 0.000529422+0.00366289j -0.00292616+0.00156278j 0.00393512+0.0021264j -0.00025838-0.00127137j -0.000135488-0.00145597j -0.00180445-0.00359791j 0.00273371+0.00283329j -0.00132074+0.00253287j 5.35156e-05-0.00200851j -0.0045337+0.0052823j 0.00390538+0.00398474j -0.00392441+0.00118674j 0.00154134+0.00289816j -0.0052325-0.000943043j 0.00378104-0.00644472j -0.00395351+0.00160838j 0.00155377+0.00253136j 0.00451399+0.00266837j 0.00134447+0.00431439j 0.00349584-0.00242968j 0.00092069+0.00128191j -0.00153411-0.000174903j -0.00122654+0.00200102j -0.00458503+0.00199485j 0.00345176-0.00513111j 0.00218032+0.00479974j -0.00198834-0.000835756j -0.00415444+0.000530673j 0.00315167-0.000180855j -0.00157881-0.00653037j -0.00372757+0.00118411j -0.000737604-0.000109432j -0.00159627+0.00321673j -0.00115278+0.00138976j -0.00299628+0.00129315j -0.00357082-0.00336913j -0.000451072+0.000799251j -0.0020106-0.00120199j 0.000105774-0.000401953j 0.00101173+0.000221726j 
-0.00150429-0.000242461j -0.000195239+0.00120882j -0.00115178+0.000410236j 0.000183651-0.000672388j -0.000223314-0.000645637j 0.0011195+0.000923138j -0.000554353-0.000964626j 0.00195875-0.000179748j -8.49259e-05+0.000439956j -0.00200339+0.00276121j -0.0022501-0.00125317j 0.000759809+0.000520386j 0.000723337-0.000177986j 0.000880092+0.000510805j -0.00121185-0.00267842j 0.00267519+0.00191983j 0.000595913+0.0021038j -0.00149633+0.00100043j 0.00053118+0.000193306j -0.000616177+0.00182487j -0.00251187-0.00175351j 0.0010388+0.00343221j -0.00368339+0.00407182j 0.00129963-0.00083322j -0.000480897+0.00277776j 0.00498506-0.00276126j 0.00109493+0.00602854j -0.000884427-0.000688006j 0.00512427+0.00401917j -0.00248671-0.00325246j -0.00448026-0.00532051j 0.00468934+0.000283067j 0.00322458-0.00117836j -0.00355078-0.00317766j 0.00289757-0.00097557j 0.00221019+0.00106628j 0.000905314-0.00318413j 0.00147513-0.00140865j 0.0017629-0.00198048j -0.00468084-0.00158743j -0.000679887-0.00326069j 0.000831531+0.00214906j 0.00589693+0.000347153j 0.00264461+0.0011633j 0.00298055-0.000433594j -0.000184146+0.0002085j -0.00257578-0.00183708j 0.00304559-0.00127461j -0.00234884+0.000789875j -0.0023848-0.00184109j 0.0037162-0.00657281j -0.00103457+0.000277375j 0.000368277-0.00163901j 8.39044e-05-0.00165738j 2.26139e-05+0.000779275j 0.000230778-0.00355371j -0.00462599+0.000561723j -0.0012706-0.00195069j -0.00306004+0.000981551j 0.000516494+0.00422456j -0.00236717+0.00561264j -0.00329292-0.000428293j 0.000437834-0.00424647j 0.00136043-0.00206726j 0.00233468+0.00128388j -0.00198355+0.000840624j 0.000792679-0.00133368j -0.00198838-0.000423656j 0.00038632-0.000166638j 0.000265737+0.0022649j 0.000610384+0.00152309j -0.000310714+0.000692212j -0.0022932+0.000692589j 0.000844465-0.00052034j -0.00202212-0.000203045j 0.00126899-0.000586463j 0.000749665+0.00103815j 
