-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
9.50866e-05-0.00113533j -0.00115628+0.000167323j 0.00242321+0.000282979j 0.000540312+0.00133702j 0.00343368-0.00147079j 0.00154904+0.000993299j -0.00145266-0.00140249j -0.00161813-0.000587316j 0.0041837+0.0013422j 0.0044777+0.00216849j 5.65243e-05-0.00281638j 0.0036733+0.000519535j -0.00377549-0.00242538j -0.00231958-0.00248185j -0.00431395-0.000102428j -0.00227832+0.00119061j -0.00111276+0.00168652j 0.00103529-0.000273031j 0.000812427+0.00315768j -0.00380291-0.00129788j 0.000289758-0.00365444j 0.000343136+0.007377j 0.00188501+0.00442301j -0.00392639+0.00360369j -0.00265958-0.00131066j -0.00248541+0.000235427j -0.00222679+0.00174466j -0.0043114+0.00232135j 0.0067041+0.00012309j 2.59274e-05+0.00181374j -0.00314537+0.00277178j 0.000645563-0.00226031j -4.50829e-05-0.000626854j -0.000934625-4.02488e-06j -0.00191844-0.00255173j -0.000867697+0.00103906j 0.000520745+0.00118549j -0.00193504-0.00303316j 0.0042025-0.000999486j -0.000732022+0.000116011j 0.00650432-0.00158074j -0.00237778+0.0040002j -0.00220959-0.00228155j 0.00132018+0.00444162j -0.000777665+0.00377234j -0.0042299+0.000535314j 0.00373848-0.00172061j -0.00464773-0.00259992j -0.000910831-0.000196028j -0.00530235-0.00292218j 0.010901-0.00445756j -0.00138627+0.00580419j 0.000147307-0.000759793j -0.00158891-0.00256316j -0.000859164+0.0018221j -0.000780111-0.00217518j 0.000260231-6.21468e-05j 0.00208421+0.00370861j 0.00366498+0.0068707j -0.00334755+0.00395319j 0.00523725-0.000694331j -0.00414338-0.00641992j 0.00248011-0.00157151j -0.00103991-0.00147292j 0.0013182+0.00173841j -0.00305342+0.00149788j -0.00329231-0.000714043j -0.00187515+0.000681084j -0.00072119+0.000597488j 0.00193194+0.00305499j -0.000784534+0.00224381j 0.000595046+0.00357174j -0.000116558+0.000618315j 0.00117343+0.000883302j -0.000201975+0.000131941j 0.00133253+0.000496996j -0.000443111+0.00121974j 
0.00177337+0.000203967j 0.000588092-0.00123345j 0.0017398+0.000647069j -0.00078852+0.00157151j 0.00268594-0.00065809j 0.000696597+9.09092e-05j -9.97703e-06-0.00415279j -0.00063188+0.0012846j 0.000448219-0.002036j 0.00705848-0.000598828j 0.00197265-0.00128826j 0.00151564-0.00499476j -0.00420141-0.00181721j -0.0063222-0.00536591j -0.00521611+0.00186277j -0.00146336-0.00267443j 0.00592451+0.00619508j -0.001945-0.0031198j -0.00213642-0.00167806j 0.00308764+0.000505718j 0.00326818-0.00585072j -0.00366718+0.00283804j 0.00665026+0.00254419j -0.00352175+0.00438685j -0.00564932-0.00314013j -0.00266616+0.00443855j -0.0010456-0.00522211j -0.00647807+0.00048436j 0.00135006-0.00286032j -0.00103849-0.00113132j -0.00158645+0.00310863j 0.00430438+0.00160193j 0.000856136+0.0022647j -0.00213573+0.0031588j -0.0109694+0.00025551j -0.000379115+0.0055837j 0.00388058+0.00168591j 0.00392333+0.00154422j -0.000346464-0.00223315j 0.0037643+0.00314593j 0.00404295+0.00140202j -0.00325938-0.000242419j -0.00576489-0.00311546j -0.000368719-0.00111286j -0.00528898+0.00355468j 0.00653442+0.000501171j 0.00992673-0.00695888j -0.00361014-0.00730928j 0.00157239+0.00429065j -0.00336296+0.0075369j 0.00629704+0.00786592j -0.00319459+0.0110865j 0.00137956-0.00497772j 0.0067995+0.00432299j -0.0081454-0.000352446j 0.000137406-0.00561175j 0.00135452-0.00227116j -0.00177408+0.00599882j -0.00117329+0.00266895j -0.000426561-0.00106179j 0.00314662-0.00723638j 0.00391232+0.00152065j -0.00133828-0.00275684j 0.00305689-0.00305778j 0.00241323+0.00276625j -0.000784708-0.0026154j 0.000156152+0.00353868j 0.00451491+0.000330478j 0.00168135-0.00285586j -0.00200421-0.00293104j -0.00159891-0.000966482j 0.000297157-0.00362154j -0.000196906-0.0022799j -0.000811797-0.000702272j 0.000652977-0.00130007j 8.43e-05+0.000776519j -0.00064667+0.000516143j 
-0.00155768-0.00132922j -0.00103827+0.00146276j -0.000284788+0.0012693j -0.000801167-0.000734596j 0.000841318+0.000187631j -0.000859283+0.000341344j -0.00114409+8.81569e-05j -0.000985185+0.00132123j 0.00220527-0.00278824j 0.00182745+0.000572831j 0.00109632-0.00304571j -0.000338793-0.000499044j 0.000326703-0.00308103j -0.000669406+0.00287524j -0.00199038-0.000520244j 0.00159736+0.00105659j 0.000648415+0.00166784j -0.000441361+0.000343907j 0.000350739-0.00188096j -0.00217596-0.000516238j -0.000133815-0.00300747j 0.00025415+0.00342076j -0.00100461+0.00127013j 0.00266644+0.00264412j 0.000549758-0.00182148j -0.00269706-0.00198252j -0.00140821+0.00272223j -0.00151108-0.000212515j 0.00270713+0.00368471j -0.00216201-0.00447122j -0.00227349-0.000947222j 0.00143232+0.00128875j 0.00323474-0.00451609j 8.11647e-05+0.000556812j 0.00151534+0.000744703j -0.00815972+0.000174566j -0.00292218+0.00138185j -0.00133811-0.00117911j -0.000627373-0.000164744j -0.000779065+0.00613642j 0.00156418+0.00181387j 0.0025327+0.00386042j -0.000554009-0.000241583j 0.00510447-0.00257886j -0.00238941-0.00274655j -0.00107795+0.00152879j -0.00435965-0.00170383j -0.00258859-0.000140146j -0.000838631+0.000921718j -0.000817587-0.00500376j 0.00539378-0.0013228j 0.00223564-0.00103159j 0.00546509+0.00106213j 0.00129943+0.00193487j 0.00218502+0.00488612j -0.00165098+0.00285639j -0.0017438+0.00114509j -0.00248092+0.00537389j 0.000663687+0.0030736j -0.00367737+0.00128217j -6.10286e-05-0.000405024j -0.00198015-0.000601388j 0.0023441-0.00100821j 0.000115527+0.00333379j -0.000784856+0.000965141j -0.000514072-0.00115727j -0.00246588+0.00198382j -0.00109599-0.00376241j 0.00339777+0.000554513j 0.00430276+0.00294473j -0.00068014+0.000268088j -0.00151296+0.0031337j -0.00522138+0.00214847j 0.000922853-0.000103704j -0.00273908+0.00110916j 0.000966354-0.000837871j 0.00116481+0.000583618j 
0.000721542-0.000483729j -0.000607379-0.000822161j 0.000616961-0.000134063j -0.000444155-0.000135277j -2.26359e-05-0.000243669j -0.000829407-0.000156851j 0.000711541+0.00178659j -0.00183916+0.000382857j 9.38094e-05+0.00116389j 0.00241152-0.0027905j -0.00045174+0.000900123j 0.00137721-0.00146469j 0.000551788+7.11078e-05j -0.000175162-0.000691794j 0.00185177+0.00109916j -0.000696511-0.00262567j -0.000939573-0.00392886j 0.00332971+0.000321346j -0.000612626+0.00364473j -0.00275382-0.00279646j -0.00150008+0.00224j 2.97845e-05-0.00371341j -0.000357926-0.00140357j 0.000986937+0.000488009j 0.00273066-0.00171118j -0.000933863+0.00152668j 0.000199489-0.00200707j -0.00227263+0.000682348j -0.00304867-0.00135603j 0.00402357+0.00174116j 0.000902043+0.00482098j -0.00376317-0.00267499j -0.00513815+0.000571579j 0.00674617+0.00347519j -0.00176215+0.00460544j -0.00147383-0.00111708j -0.000482452+0.00180932j -0.0046265-0.00116351j -0.00125153+0.00120857j 0.00361377+0.000505115j -7.51777e-05+0.0037002j 0.00193827-0.00130554j -0.00234725+0.000839116j -0.00219047-0.00261304j 0.00041288-0.0010398j -0.00298256-0.00401576j 0.00392678+0.00437127j -0.00582518+0.00120838j 0.00282692-0.0025709j -0.00137071-0.00297182j -0.00198087-0.00041113j 0.000819063+0.000475379j 0.0030374+0.000909645j 0.000416246-0.00311773j 4.69473e-07+0.00153101j -0.000785178+0.00166762j 0.000428501+0.00248531j 0.00061998+0.000938052j 0.00447676-0.00095692j 0.00111239-0.00375224j 0.00309243-0.00140025j -0.00286917-0.00288563j 0.00431207+0.00220586j -0.0016739+0.00115309j 0.00110833-0.000498282j 0.00142161+0.00117996j -0.00115749-0.000166091j 0.00437507+0.000471983j 0.000667748+0.00306443j 0.00144823+0.000657125j -0.000441744-0.00152098j 0.00107353+0.00231294j 0.0027107-0.000589381j -0.000387452+0.000578923j 0.00111727+0.000681553j -9.79121e-05+0.00011349j -0.000288041-0.000158879j 
0.000100357+0.000163514j 0.000209353+0.000494809j -0.000138492+0.000502306j -0.000233278+0.000572193j -0.000905012+2.10193e-05j 0.0013696-0.00206288j -0.00250012-0.00110354j -0.000171189-0.00364975j -0.00132517+0.00354868j -0.00156423+0.00301783j 0.000705866-0.000392198j 0.00111734+0.00402399j 0.00157219+0.0042236j -0.000987878-0.00310206j 0.00509552-0.00586276j -0.00682505+0.00711332j -0.00199818-0.00484448j -0.0013656-0.00113189j 0.00210635+0.00544276j -0.00559647+0.00190153j -0.00510867-0.000133013j 0.00282128+0.000192347j -0.000759837-0.00157455j -0.00137157+0.0026063j 0.000381133+0.000636459j 0.00582257+0.00333501j 0.00474182+0.00660395j -0.0027316-0.00116522j 0.00341161+0.00150778j -0.000462525+0.00492786j 0.00153931+0.00169961j -0.00144156-0.000141516j -0.00292202-0.00479447j 0.00199674+0.00207781j 0.00720749-0.00211737j 0.00774572+0.00393519j 0.00616564-0.00758775j -0.00502111-0.00281428j -0.00103923+0.00161064j -0.00137366-0.0078063j -0.0020297-0.00143976j 0.00404641-0.00175473j 0.00583828+0.00362076j -0.00402316+0.00365071j 0.00529507+0.00252198j -0.00630467-0.00193396j 0.00265353+0.00819145j 0.000843911+0.00122479j 0.0021196-0.0011462j -0.000153416-0.00976158j -0.00406325-0.00595675j -0.00348544+0.000996897j -0.000415832-0.00358972j -0.00435599-0.00929558j -0.00102677+0.00229936j -0.00660329-0.00676369j -0.00335043-0.00588352j -0.00124208-0.00447994j -0.000989588-0.00302955j -0.00159461+0.00155674j -0.00139156+0.00762751j -0.00660518-0.00050217j 0.00210883+0.00439753j -0.00150741-0.00489793j 0.00267549+0.0048812j -0.00175053+0.00375681j 0.00318424-0.00144117j -0.000583355+0.00115917j 0.000763247-0.000974369j -0.00318426+0.00100258j 1.20201e-05+0.00133176j 0.000156873-0.0014424j 0.00170204-0.00161961j -0.00129516-0.00125673j -0.00035795+7.7427e-05j 0.000289604-0.000189044j 0.000226816+0.00069305j 
0.00020333-0.000478003j -0.00121096-0.000312268j -0.000932136+0.000858896j 4.96813e-05+0.00082362j -0.00576983+0.00530103j 0.000526173-0.00420036j 0.000460866-0.000319016j -0.000711605-0.000265378j 0.00177286-0.00173098j -0.00754074+0.0076036j 0.00188019-0.00383588j 0.00239528+0.00243454j -0.00524529+0.0012432j 0.00316863-0.00487051j -0.000513576+0.00142915j -0.00231998+0.00625961j 0.00241283-0.0033215j -0.0100513-0.00456698j 0.00140605+0.00398954j -0.00642087+0.00426335j 0.000446788-0.00117384j 0.00390807+0.00512565j 0.0140975+0.00103891j -0.0118188+0.00927155j 0.00302218+0.00184111j 0.000170509+0.0082712j 0.00296181-0.00679443j -0.00708531+0.00448251j -0.000789184-0.00236268j -0.00296104+0.00619316j 0.0038242+0.00243685j 0.00343181-0.0025051j 0.00589517+0.000882204j 0.00366428+1.82355e-05j 0.00176394-0.0151531j -0.000191373+0.00379023j 0.00910384+0.00254093j -0.00997999-0.000836496j -0.00357188-0.000928303j -0.00330692-0.0045619j 0.0066021+0.00341282j -0.00260036-0.00266025j -0.00401257+0.00307597j 0.00183335+0.00470087j -0.00293713-0.000977957j -0.00849572+0.00286058j -0.00856783+0.0105216j 0.0139251-0.00109712j 0.00114135-0.0054926j 0.00370994-0.0163654j -0.00220866+0.00190713j 0.00243776+0.00842881j -0.00653467+0.0058855j -0.0105671-0.00350414j -0.00469503+0.00353958j -0.00085175+0.000236937j -0.00483073+0.000777472j -0.00167027+0.00103508j 0.00137973+0.000859842j -0.00209352+0.00118355j 0.00109788-0.00567294j 0.00579259-0.00136759j -0.00200592-0.00233734j 0.000210468-0.00134284j 0.000740045+0.00148745j -0.00478792-0.00401498j -0.00313239+0.00202542j -0.000635967+0.000561626j 0.000247439-0.0020288j -0.000922112-0.00013308j -0.000945828-0.000289236j 0.00127324-0.000641158j 0.000462788-0.00260988j -0.0014085-9.8455e-05j -0.000268913+0.000848413j 0.00122448-0.000127493j -1.94367e-05+0.0013003j 
-0.000673077+0.000991226j 0.00119383+0.000992364j -0.0013338+0.00102361j -0.00059153-0.000709296j 0.000286084+3.61276e-05j -0.000564294-0.000307418j 0.000332167-0.000927255j 0.00234052+0.00012738j 0.000982647-0.00185792j -0.00426673+0.00156974j 0.000359717+2.03485e-05j -0.000951419+0.000429271j -9.47997e-05+0.00219989j -0.000282386+0.00434046j 3.21148e-05-0.00104955j 0.00219549+0.00409776j 0.000202843+0.00218718j -0.00262763+0.000218904j -0.00231068-0.00079161j 0.00266659+0.000529102j 0.00310877-0.00295371j -9.50741e-06+0.00223986j -0.002198+0.00403592j 0.00282179-0.00427358j 0.00408156+0.0035056j 0.00553575-0.0049919j -0.0047939-0.00125522j 0.00151062+0.000522727j -0.000782874-0.00154779j -0.000367981-0.00250275j -0.00590173+0.000713341j -0.00117905+0.00254017j 0.00281882+0.00313893j 0.00206757-0.00235633j -0.00039-0.00190832j -0.00146634+0.000878799j -0.00345274+0.00233076j 0.000639031-0.000477994j -0.00178734-0.00271964j -0.00203517-0.0032372j -0.00479869-0.0041506j -0.00418206-0.00253368j -9.89643e-05+0.00489632j -0.00383777-0.00152274j -0.000327114-0.0044417j 0.000175777+0.000201998j -0.0050879-0.00391606j 0.00165773+0.000863323j 0.000145059+0.000369935j -0.00168573+0.00443836j 0.0020026-0.000698662j -0.0013102-0.00249829j -0.0021014+0.00410861j -0.000654002+0.000126195j 0.00271523-0.000928247j 0.00439583+0.00277127j -0.000588581+0.00182071j 0.000826111-0.00383721j -0.0037014-0.00156726j 0.000357226-0.00555305j 0.00160227-0.000122378j 0.00530038+0.00450942j -0.00272717-0.00296796j 0.00123534+0.000227262j -0.00359255-0.00195996j -0.00309031-0.0010065j -0.0013195+0.00241591j -0.000613915+0.000945409j -0.00251897+0.00129449j -0.000993058+0.00182221j -0.000174959-0.000427787j -0.00219366+6.37921e-06j 0.000853866-0.0024029j -0.000204606+0.000417269j 0.000246711-0.00128279j -0.000441707+5.08445e-05j 0.000136664-0.000169582j 
-0.000353059+0.000499154j 0.00101836+0.000876136j -0.000328324+0.00185658j -0.000969213+0.000138932j 0.000418273-0.000608476j 0.000525981-0.00236294j -0.00235957-0.00212084j 0.00265772+0.000387208j 0.00221973-0.00401312j -0.00142181+0.00105807j 0.00234585-0.00177042j -0.00269677+0.00350088j -0.00166011+0.000926797j -0.0023503+0.00131426j -0.00167534+0.000146843j -0.0012289+0.0132234j -0.00145233-0.000779248j 0.000572466+0.00128488j 0.000582105-0.00575473j -0.000715433-0.000256341j 0.00253083-0.00270546j -0.000135956+0.0102527j 1.79036e-05-0.00251183j -0.00282526+8.79391e-05j 0.000705321-0.00235946j -0.00269859-0.00361509j -0.0052433-0.00109269j 0.00145871+0.000346229j 0.00262869+0.000416136j -0.0033496+0.00499507j -0.00382823+0.00634613j -0.00184598+0.00645727j 0.00236422-0.00618937j -0.00247508-0.000533781j 0.00585607-0.00884257j 0.000254944+0.00321745j -0.00443602+0.000960892j -0.00324108-0.0030169j -0.0028531-0.000674779j -0.00134171-0.00297249j -0.00228156-0.00506904j -0.00327482-0.00074572j -0.00137652+0.00444183j -0.00366053+0.00441256j -0.00174425+9.94591e-05j -0.00539441+0.0036579j -0.0048962-0.00224222j -0.00391676+0.00135754j -9.22877e-05+0.00237314j 0.000744186-0.0028784j 0.00227869+0.002885j -0.00486928-0.00501522j -0.00269113+0.0028458j -0.00453126-0.000563933j 0.00415536-0.00233394j -0.000536284+0.00146985j 0.00274141-0.00807418j 0.00180285+0.000270322j -0.00110341+0.00252297j -0.0057205-0.00421735j 0.00338273+0.00133825j 0.00366183+0.00713942j -0.00492738+0.00607463j -0.00499218-0.00164773j -0.00292243-0.0014202j -0.00326623-0.00144952j -0.000723715+0.00341887j -0.00195396-0.00105761j -0.00215955-0.00291391j -0.00261226+0.00051557j -0.00137152+0.00267959j -0.00122622-0.000417941j -0.00103643-0.00132941j 1.60171e-05-0.000244124j -0.000652147-0.00133066j 8.19957e-05+0.000479098j -0.000107576+0.00036808j 
0.000583425-0.000432393j 1.32028e-05-0.000563693j -8.90373e-06+0.000668507j -0.00247566-0.00118991j -0.00357498-0.00217894j -0.0028807-0.00382217j -0.000386004+0.00538719j -0.00253067+0.00423638j -0.00252409-0.00556389j 0.00206101-0.00735942j -0.000109409-0.00203683j -0.00173993-0.00532884j 0.000599157+0.00283919j -0.00073297+0.00327676j 0.00419575+0.000168033j -0.00134857+0.00117044j -0.000781739-0.00713887j -0.00327738+0.000723399j 0.000398396+0.000765378j -0.00201148-0.000248638j -0.000598235+0.00409704j -0.00219253-0.00813209j 0.00100046-0.00574313j 0.00714926+0.00260096j 0.00464291-0.000701398j -0.00342023-0.000780938j -0.00119415-0.000309j 3.68343e-05-0.00211392j -0.00655801+0.00279929j -0.00030287+0.00253831j 0.0011527+0.00536875j -0.00567563+0.000894588j -0.00164352-0.00174314j 0.00523+0.0073573j 0.00187831+0.00267912j -0.00468027-0.00223422j 0.00380595-0.00144349j -0.0067806+0.00168895j -0.00439593+0.0029805j 0.0065194+0.00257583j -0.00311555+0.00678825j 0.00782074-0.00438354j -0.00412361+0.00342117j -0.000711728-0.00802859j -0.00173096-0.00610474j 0.000150854-0.000372169j -0.000386824+0.00723089j -0.00152604+0.00291055j 0.0087601-0.000382276j 0.00253284-0.00197838j -0.00872826+0.00370504j -0.000465899+0.00136343j 0.00483615+0.00143842j -0.00343874-0.00185713j 0.00297027+0.00413484j -0.00777543+0.00148411j -0.00102261+0.00121106j -0.00163489+0.00216223j 0.00223212-0.003925j 0.000459764-0.00517916j 0.00083476-0.0030784j 0.00137174+0.00452573j -0.000988856+0.00218652j -9.78065e-05+0.00251114j 0.00108+0.000185149j 0.000406882-0.000705834j 0.000899182+0.00449337j 0.00287237-0.00297233j 0.00266476+0.000193876j 0.0036048-0.000588361j 0.000451863-0.00364159j -0.00110122+0.000249333j 0.000769284+0.00163751j -0.00101884-0.000513629j 0.000508954+0.00161101j -0.000219517-0.00035207j 0.000279705-0.000272679j 
0.000667802+0.000239395j -0.000552987-0.000483045j -3.97498e-05-0.000391163j 0.00112509+0.00127266j 0.00113093+0.00237213j 0.00396684+0.00126839j 9.97049e-05-0.00416611j 0.00202388-0.00324313j 0.003045+0.00373038j -0.00272639+0.00566949j 0.0013264+0.00293459j 0.00103706+0.00194319j 0.00316243-0.00387283j 0.000510499-0.0058148j -0.00370564-0.00337657j 0.000748747+0.00156812j 0.00169801+0.00597443j 0.00766401-0.00145341j -0.00309854-0.00648547j -0.00103214+0.00133951j -0.00335363-0.00515288j 0.00470284+0.00837003j 0.000544148-0.00128813j -0.00449288+0.00129582j 0.00132651-0.00689382j 0.00266162+0.00184877j 0.00240946-0.00565608j -0.00093617-0.00048491j 0.00450135-0.006756j -0.00222721-0.00514632j -0.00262454+0.000512414j 0.00290736+0.00509556j 0.000554724-0.00909582j 0.00204604-0.00240605j -0.000512823-0.00154992j -0.000894087+0.00774554j -0.0070796+0.00123953j 0.00238949-0.00527344j -0.00174593+0.000282224j -0.0061731+0.00280585j -0.00168342-0.000323187j -0.00494472+0.00543396j 0.0036417+0.00157359j -0.000912865+0.000777632j -0.000240339-8.23442e-05j -0.00394207+0.00149757j -0.000806763-0.00998771j -0.00929587-0.00225977j -0.00460382+0.000853062j 0.000800174-0.00737094j 0.00743988+0.00285437j 0.00192823-0.00748603j 0.00503378+0.000337938j 0.005202+9.83001e-05j -0.00428926-0.00424144j 0.00383045+0.00546492j 0.00422767-0.00173766j -0.00419818+0.00169517j -8.89074e-05+0.00158499j -0.00432069-0.00462777j 0.00184002+0.00181602j -0.00480655+0.00361042j 0.00416887+0.00486597j -0.00272693+0.00487974j -0.00171793-0.00108822j -0.000416609-0.00152336j -0.000364859+0.00278231j 0.00172461-0.00225477j 0.000290215+0.00105766j -0.00181563-0.00193273j -0.00111527-0.000603949j 0.000774668-0.00172928j 0.000774947-0.000661488j 0.000274903-0.00100716j -0.000191309-0.000412065j 0.000745819-0.000145446j -0.000159069+0.000962253j 
-0.0007794-0.000379742j -0.000387643+0.000779353j -0.000639868+0.00177062j -0.000603756-0.00033717j 0.00190022+0.00230299j -0.000946951+0.000477869j 0.001163+7.51484e-05j -0.0015078-0.000647268j 0.00398357+0.000340863j -0.000774485+0.00154663j 5.59111e-05+0.00100453j 0.000490315+0.00290595j 0.001322-0.000767548j -0.000338021+0.00119385j 0.00243072+0.00223138j 0.00117577+0.00188864j -0.000514407-0.00168082j 0.0044446+0.000640008j -0.000586974+0.00450736j -0.00403443-0.0053729j 0.000497633+0.000539783j 0.00149384+0.00205328j -0.00186397+0.00254718j -0.0027683-0.00107151j 0.0054679-0.0017943j -0.000452056-0.000274499j 0.00133046-0.00243022j -0.0019741+0.00428133j -0.00194254-0.00162683j 0.00301542+0.00166788j -0.000626287+0.00519439j -0.00240541-0.00244454j -0.00412833+0.000221917j 0.00676213+0.000667146j 0.000989062+0.00153389j -0.00242718+0.000829614j -0.00626503+0.00741753j -0.00743635-0.0032878j -0.00465328-0.0010153j 0.00304683+0.00130979j -0.00100462-0.00135631j -0.00338926-0.00151287j -0.00228205+0.000406999j -0.00280802+0.000802405j -0.000879777+0.00010954j -0.00690624-0.00340534j -0.00247525+0.00323409j -0.00525188+0.00235088j -0.00080175-0.00289988j -0.00175266-0.00414829j -0.00207445-0.000623825j 0.00457221-0.00449806j -0.00163084+0.00257863j 0.00154074-0.00124761j 0.000748007+0.00241023j 0.0042961+0.0069139j 0.00106876-0.0014099j 0.00203252+0.000960222j 0.0028886-0.00142359j -0.000375952-0.00940471j 0.00333665-0.000587945j 0.00161578-0.00299375j 0.00279412+0.00376875j -0.00365892+0.00209019j -0.00417584-0.000481254j 0.00175901-0.00103067j -0.00400387-0.00121052j 0.00445587+0.00306071j -0.000274151+0.00497769j -0.000190117+0.0029407j -0.00251766-0.00159846j -0.000916705+0.0047749j 0.00129192-0.0047365j -0.00161684+0.000726431j -0.000687325+0.000233295j 0.000284703+4.31194e-05j 0.00024187+0.000344911j 
0.000652136+0.000218517j -0.000423999-0.000558518j 0.000257677-0.00102275j 0.000763993+0.00086014j -0.00110226+0.00140778j 0.00199366-0.000330117j -0.000320251+0.000403327j -0.0001978-0.00164721j 0.000753424+0.000723918j -0.00315052+0.00112724j 0.00124029+0.00129429j -0.00122675+6.47449e-05j 0.00228767-0.000735417j 0.00107582-0.00123376j -0.00150338-0.000934144j -0.00106129-0.000598379j 0.000297791+9.22641e-05j 0.00173112-0.000393922j -0.000272945-0.0052297j 0.000483853+0.00211807j -0.000789974+8.29461e-05j 0.00338928+0.000364526j 0.00323495-0.00521535j -0.000365592+0.00206513j 0.000679522-0.00207587j -0.000737469+0.00175825j 0.00188766-0.00317295j 0.00218218+6.09301e-05j -0.000650719-0.00466168j -0.00226893-0.00160751j 0.00345558-0.000452927j -0.000370525+0.000835912j 0.0015807-0.00577056j 0.000158479-0.000713192j 0.00176478-0.0012678j -0.00140934+0.00124264j -0.00245214-0.00113373j 0.00227079-0.000663738j -0.00194113+0.00130942j -0.00282064+0.00237936j -0.000797905+0.00238537j 0.000658052+0.00209304j 0.000205892+0.000379082j 0.00104947-0.00103829j -0.000683702-0.00113736j -0.00104828+0.00207459j -0.00286143-0.0035353j -0.00188902+0.000780298j -0.00149905+0.000316816j 0.0041899-0.0033265j -0.000791734+0.00306031j 0.00247038-0.00405309j 0.00151016+0.000726053j 0.00109618+0.00117897j -0.000738129-0.00143525j -0.00163488+0.00424099j 0.00320622-0.00014415j -0.00285316+0.000168518j 0.00083363-0.000862572j -0.00180319-0.000900872j -0.00109583-8.29694e-05j -0.00147581+0.00390345j 6.77693e-05+0.00482199j -0.00155055+0.00365657j -0.000920593-0.001726j 0.00135099-0.000386111j 0.0013882+0.0010883j -0.00104557-0.00272878j 0.000512227-0.00140151j 0.000436379-0.00336326j 0.000424606-0.00195073j 0.000480215-0.00295835j 0.000911128+0.00105661j 0.000509981-0.0015578j -9.48346e-06-7.66622e-05j 0.000314467-0.000740808j 0.0003188+0.000451775j 
