-0.0367194-0j -0.045438-0j -0.0265055-0j -0.00456118-0j -0.00532138-0j -0.00325867-0j -0.00465621-0j -0.00192059-0j -0.00286668-0j -0.000413769-0j -0.00323826-0j -0.000467402-0j -0.00264402-0j -0.00267142-0j -0.000381632-0j -0.00231352-0j -0.000385587-0j -0.00190856-0j -0.000333928-0j -0.000609793-0j -0.000275477-0j -8.80161e-05-0j -0.00212331-0j -0.000375352-0j -3.12793e-05-0j -0.00235007-0j -0.000415438-0j -0.0018579-0j -3.46199e-05-0j -0.0012386-0j -0.00187715-0j -0.000328433-0j -0.00216755-0j -0.000218955-0j -0.000331836-0j -2.73694e-05-0j -0.000766344-0j -1.82463e-05-0j -0.0012644-0j -2.7653e-05-0j -0.0013411-0j -0.000383172-0j -0.000135472-0j -0.000782309-0j -3.1931e-05-0j -0.000223517-0j -0.000237075-0j -1.12893e-05-0j -0.000204085-0j -1.86264e-05-0j -1.97563e-05-0j -0.000138294-0j -1.15245e-05-0j -3.60774e-05-0j -3.00645e-06-0j 
-0.00241365-0j 0.00293883-0j -0.00174227-0j -0.000299817-0j -0.000349786-0j 0.000635727-0j 0.000301153-0j -0.000126245-0j -0.000188433-0j -2.7198e-05-0j -0.000212858-0j -3.07234e-05-0j 0.00017101-0j -0.000175599-0j 2.46831e-05-0j 0.00045134-0j -2.53455e-05-0j 0.000123441-0j 6.51454e-05-0j -4.00831e-05-0j 1.78172e-05-0j -5.7855e-06-0j 0.020341-0j -2.46727e-05-0j -2.05606e-06-0j 0.0225133-0j -2.73077e-05-0j -0.0175128-0j -2.27564e-06-0j 0.0118656-0j 0.0179828-0j 2.12423e-05-0j -0.0204316-0j -1.43924e-05-0j -2.18124e-05-0j 1.77019e-06-0j -0.0363539-0j -1.19937e-06-0j 0.0121128-0j -1.8177e-06-0j -0.0381304-0j 2.47827e-05-0j 4.40958e-05-0j -0.00737417-0j 2.06523e-06-0j -1.46923e-05-0j 4.62506e-05-0j 3.67465e-06-0j 0.00195509-0j -1.22436e-06-0j 3.85421e-06-0j 8.94456e-06-0j 7.4538e-07-0j -2.37145e-06-0j -1.97621e-07-0j 
-0.000385587-0j 0.000463556-0j -0.000254899-0j 0.00457915-0j -0.00519025-0j 0.0032715-0j -0.00467265-0j 0.00920633-0j -3.01027e-05-0j -0.0194395-0j 3.30365e-05-0j 0.0213342-0j -2.77646e-05-0j 2.8041e-05-0j -0.0179297-0j 2.36024e-05-0j 0.0181082-0j -1.83543e-05-0j 0.0152419-0j -6.77287e-05-0j -0.0118528-0j -0.0437375-0j -2.22967e-05-0j 0.00037683-0j -0.0045032-0j 2.39754e-05-0j -0.000405202-0j -1.95096e-05-0j 0.00484224-0j -1.30064e-05-0j 1.97038e-05-0j 0.000329726-0j 2.21132e-05-0j 0.000219818-0j -0.000333008-0j -0.0039403-0j -8.04729e-06-0j -0.00262686-0j -1.21596e-05-0j 0.00397952-0j 1.4077e-05-0j -0.00037373-0j 0.000136005-0j -3.92238e-05-0j 0.00446615-0j 0.000205506-0j -0.000237913-0j -0.00162529-0j -3.92671e-05-0j -0.00245584-0j 0.0028431-0j 0.000662912-0j -0.00792193-0j 0.000663644-0j -0.00793068-0j 
0.00243867-0j -0.00293179-0j 0.00161213-0j 0.000302924-0j -0.00034335-0j 0.000216419-0j -0.000309109-0j 0.000609025-0j 0.000190386-0j 2.74798e-05-0j -0.000208941-0j -3.01581e-05-0j 0.000175599-0j -0.000177347-0j 2.53455e-05-0j -0.000149275-0j -2.55978e-05-0j 0.000116083-0j -2.1546e-05-0j 0.000428354-0j 1.67551e-05-0j 6.18276e-05-0j -0.0205517-0j 2.49284e-05-0j 2.07737e-06-0j 0.0220991-0j -2.68053e-05-0j -0.0179828-0j -2.23377e-06-0j -0.0119885-0j 0.0181618-0j 2.18124e-05-0j 0.0203827-0j 1.45416e-05-0j -2.20295e-05-0j 1.8177e-06-0j -0.00741752-0j 1.2118e-06-0j -0.011208-0j -1.83579e-06-0j 0.0129754-0j -2.47233e-05-0j 8.99714e-06-0j -0.0361542-0j -2.06028e-06-0j 1.35948e-05-0j -1.57386e-05-0j 7.49762e-07-0j -0.0361941-0j 1.1329e-06-0j -1.31155e-06-0j 4.38535e-05-0j 3.65446e-06-0j 4.3902e-05-0j 3.6585e-06-0j 
0.000426678-0j -0.000519517-0j 0.000307992-0j -0.00250707-0j -0.00292491-0j 0.00531594-0j 0.00251824-0j -0.00105566-0j -0.00320494-0j -0.000459666-0j -0.00362037-0j -0.000519248-0j 0.0029086-0j -0.00298665-0j 0.000417164-0j 0.00767657-0j -0.000428358-0j 0.00209954-0j 0.00110101-0j -0.000681749-0j 0.000301125-0j -9.77793e-05-0j 2.46727e-05-0j 0.0198502-0j -5.23052e-05-0j 2.73077e-05-0j 0.0219702-0j -2.12423e-05-0j -5.78913e-05-0j 1.43924e-05-0j 2.18124e-05-0j -0.0170903-0j -2.47827e-05-0j 0.0115793-0j 0.0175489-0j 4.50329e-05-0j -4.40958e-05-0j -3.05114e-05-0j 1.46923e-05-0j -4.62413e-05-0j -4.62506e-05-0j -0.0199387-0j -0.0354768-0j -8.94456e-06-0j 5.25384e-05-0j 0.0118205-0j -0.0372104-0j 9.34813e-05-0j 2.37145e-06-0j -3.1147e-05-0j 9.80493e-05-0j -0.00719626-0j 1.89621e-05-0j 0.00190793-0j -5.02738e-06-0j 
0.000284452-0j -0.000346345-0j 0.000205328-0j -0.00167138-0j -0.00194994-0j 0.00354396-0j 0.00167883-0j -0.00070377-0j 2.22071e-05-0j -0.000306444-0j 2.50855e-05-0j -0.000346166-0j -2.01537e-05-0j 2.06945e-05-0j 0.000278109-0j -5.3191e-05-0j -0.000285572-0j -1.45477e-05-0j 0.000734004-0j 4.72384e-06-0j 0.00020075-0j -6.51862e-05-0j -0.00481086-0j -0.000137542-0j -3.48701e-05-0j -0.00532464-0j -0.000152231-0j 0.00414198-0j -3.85942e-05-0j -0.00280633-0j -0.00425312-0j 0.000118419-0j 0.0048323-0j -8.02329e-05-0j -0.000121596-0j 3.00219e-05-0j 0.00859809-0j -2.03409e-05-0j -0.0028648-0j -3.08276e-05-0j 0.00901825-0j 0.000138155-0j 0.000245819-0j 0.00174407-0j 3.50256e-05-0j -8.19044e-05-0j 0.000257831-0j 6.23208e-05-0j -0.000462401-0j -2.07647e-05-0j 6.53662e-05-0j 4.98629e-05-0j 1.26414e-05-0j -1.322e-05-0j -3.35158e-06-0j 
-0.000431099-0j 0.000518272-0j -0.000284986-0j 0.00253305-0j -0.00287109-0j 0.0018097-0j -0.00258477-0j 0.00509266-0j 0.00323816-0j 0.00046443-0j -0.00355376-0j -0.000509694-0j 0.00298665-0j -0.00301638-0j 0.000428358-0j -0.00253893-0j -0.000432622-0j 0.00197438-0j -0.000364143-0j 0.00728561-0j 0.000283174-0j 0.00104493-0j -2.49284e-05-0j -0.0200559-0j 5.28472e-05-0j 2.68053e-05-0j 0.0215659-0j -2.18124e-05-0j -5.68261e-05-0j -1.45416e-05-0j 2.20295e-05-0j -0.0175489-0j 2.47233e-05-0j -0.0116993-0j 0.0177236-0j 4.62413e-05-0j -8.99714e-06-0j 3.08276e-05-0j -1.35948e-05-0j -4.67016e-05-0j 1.57386e-05-0j 0.0198909-0j -0.00723856-0j -4.38535e-05-0j -5.24124e-05-0j -0.0109376-0j 0.0126624-0j 1.90736e-05-0j -4.3902e-05-0j 2.88204e-05-0j -3.33652e-05-0j -0.0352819-0j 9.29677e-05-0j -0.0353209-0j 9.30705e-05-0j 
-3.55565e-05-0j 4.32931e-05-0j -2.5666e-05-0j 0.0006356-0j 0.000741533-0j -0.00134771-0j -0.000638433-0j 0.000267633-0j -2.77588e-06-0j -0.0054931-0j -3.13569e-06-0j -0.00620512-0j 2.51921e-06-0j -2.58681e-06-0j 0.00498519-0j 6.64887e-06-0j -0.00511896-0j 1.81846e-06-0j 0.0131572-0j -5.9048e-07-0j 0.0035985-0j -0.00116848-0j -2.05606e-06-0j 5.23052e-05-0j 0.0192216-0j -2.27564e-06-0j 5.78913e-05-0j 1.77019e-06-0j 0.0212745-0j -1.19937e-06-0j -1.8177e-06-0j -4.50329e-05-0j 2.06523e-06-0j 3.05114e-05-0j 4.62413e-05-0j -0.0165491-0j 3.67465e-06-0j 0.0112126-0j -1.22436e-06-0j 0.0169932-0j 3.85421e-06-0j -5.25384e-05-0j -9.34813e-05-0j 7.4538e-07-0j -0.0193073-0j 3.1147e-05-0j -9.80493e-05-0j -0.0343534-0j -1.97621e-07-0j 0.0114462-0j -0.0360322-0j -1.89621e-05-0j -0.00696839-0j 5.02738e-06-0j 0.00184751-0j 
0.000246342-0j -0.000299943-0j 0.000177819-0j 3.05999e-05-0j 3.56999e-05-0j -6.48836e-05-0j -3.07363e-05-0j 1.28848e-05-0j -0.00371998-0j 2.77588e-06-0j -0.00420217-0j 3.13569e-06-0j 0.00337602-0j -0.00346661-0j -2.51921e-06-0j 0.00891021-0j 2.58681e-06-0j 0.00243694-0j -6.64887e-06-0j -0.000791307-0j -1.81846e-06-0j 5.9048e-07-0j -0.00207604-0j -0.000487081-0j 2.09846e-07-0j -0.00229776-0j -0.0005391-0j 0.0017874-0j 2.32257e-07-0j -0.00121102-0j -0.00183536-0j 0.000419359-0j 0.00208529-0j -0.00028413-0j -0.000430612-0j -1.8067e-07-0j 0.00371035-0j 1.2241e-07-0j -0.00123625-0j 1.85518e-07-0j 0.00389167-0j 0.000489252-0j 0.000870524-0j 0.000752623-0j -2.10781e-07-0j -0.00029005-0j 0.000913063-0j -3.75042e-07-0j -0.000199541-0j 1.2496e-07-0j -3.93369e-07-0j 0.00017658-0j -7.6075e-08-0j -4.68163e-05-0j 2.01696e-08-0j 
-0.0002874-0j 0.000345515-0j -0.000189991-0j 0.0016887-0j -0.00191406-0j 0.00120646-0j -0.00172318-0j 0.00339511-0j -2.24372e-05-0j 0.00030962-0j 2.4624e-05-0j -0.000339796-0j -2.06945e-05-0j 2.09005e-05-0j 0.000285572-0j 1.75922e-05-0j -0.000288415-0j -1.36805e-05-0j -0.000242762-0j -5.0482e-05-0j 0.000188783-0j 0.000696622-0j 0.00486071-0j 0.000138967-0j 3.52315e-05-0j -0.00522667-0j -0.00014943-0j 0.00425312-0j -3.7884e-05-0j 0.00283542-0j -0.00429546-0j 0.000121596-0j -0.00482072-0j 8.10643e-05-0j -0.000122807-0j 3.08276e-05-0j 0.00175432-0j 2.05517e-05-0j 0.00265081-0j -3.11344e-05-0j -0.00306882-0j -0.000137824-0j 5.0156e-05-0j 0.00855086-0j -3.49416e-05-0j 7.57864e-05-0j -8.77374e-05-0j 1.27157e-05-0j 0.00856031-0j 1.92136e-05-0j -2.22435e-05-0j 0.000244468-0j 6.19785e-05-0j 0.000244739-0j 6.2047e-05-0j 
3.59249e-05-0j -4.31893e-05-0j 2.37488e-05-0j -0.000642186-0j 0.000727889-0j -0.0004588-0j 0.0006553-0j -0.00129111-0j 2.80465e-06-0j 0.00555003-0j -3.078e-06-0j -0.00609095-0j 2.58681e-06-0j -2.61256e-06-0j 0.00511896-0j -2.19903e-06-0j -0.00516992-0j 1.71006e-06-0j -0.00435158-0j 6.31025e-06-0j 0.00338399-0j 0.0124872-0j 2.07737e-06-0j -5.28472e-05-0j -0.0194208-0j -2.23377e-06-0j 5.68261e-05-0j 1.8177e-06-0j 0.020883-0j 1.2118e-06-0j -1.83579e-06-0j -4.62413e-05-0j -2.06028e-06-0j -3.08276e-05-0j 4.67016e-05-0j -0.0169932-0j 7.49762e-07-0j -0.0113288-0j 1.1329e-06-0j 0.0171624-0j -1.31155e-06-0j 5.24124e-05-0j -1.90736e-05-0j 3.65446e-06-0j 0.0192611-0j -2.88204e-05-0j 3.33652e-05-0j -0.00700935-0j 3.6585e-06-0j -0.0105912-0j 0.0122614-0j -9.29677e-05-0j -0.0341647-0j -9.30705e-05-0j -0.0342025-0j 
-0.000248895-0j 0.000299224-0j -0.000164537-0j -3.0917e-05-0j 3.50431e-05-0j -2.20882e-05-0j 3.15484e-05-0j -6.21584e-05-0j 0.00375853-0j -2.80465e-06-0j -0.00412485-0j 3.078e-06-0j 0.00346661-0j -0.00350112-0j -2.58681e-06-0j -0.00294693-0j 2.61256e-06-0j 0.00229167-0j 2.19903e-06-0j 0.00845642-0j -1.71006e-06-0j -6.31025e-06-0j 0.00209755-0j 0.000492128-0j -2.12021e-07-0j -0.00225548-0j -0.00052918-0j 0.00183536-0j 2.27983e-07-0j 0.00122357-0j -0.00185363-0j 0.000430612-0j -0.0020803-0j 0.000287075-0j -0.000434898-0j -1.85518e-07-0j 0.000757047-0j -1.23679e-07-0j 0.00114391-0j 1.87365e-07-0j -0.0013243-0j -0.000488079-0j 0.000177619-0j 0.00368997-0j 2.10276e-07-0j 0.000268384-0j -0.000310706-0j -7.65223e-08-0j 0.00369405-0j -1.15626e-07-0j 1.3386e-07-0j 0.000865742-0j -3.72982e-07-0j 0.000866698-0j -3.73394e-07-0j 
-5.02844e-05-0j 6.12257e-05-0j -3.62972e-05-0j 0.000597167-0j 0.000696695-0j -0.00126622-0j -0.000599829-0j 0.00025145-0j 0.000377706-0j -0.00253511-0j 0.000426665-0j -0.00286372-0j -0.000342782-0j 0.00035198-0j 0.00230071-0j -0.000904693-0j -0.00236244-0j -0.000247433-0j 0.00607217-0j 8.03449e-05-0j 0.00166074-0j -0.000539264-0j 0.00042377-0j -0.00472819-0j -0.000587262-0j 0.000469027-0j -0.00523315-0j -0.000364851-0j -0.00064998-0j 0.000247199-0j 0.000374641-0j 0.0040708-0j -0.000425659-0j -0.00275811-0j -0.00418004-0j 0.000505612-0j -0.000757373-0j -0.00034257-0j 0.000252349-0j -0.00051918-0j -0.000794383-0j 0.00474927-0j 0.00845036-0j -0.000153628-0j 0.000589881-0j -0.00281557-0j 0.00886329-0j 0.00104957-0j 4.07311e-05-0j -0.000349707-0j 0.00110086-0j 0.0017141-0j 0.000212899-0j -0.000454456-0j -5.64454e-05-0j 
-2.51422e-05-0j 3.06128e-05-0j -1.81486e-05-0j 0.00014773-0j 0.000172352-0j -0.000313245-0j -0.000148389-0j 6.22051e-05-0j 0.000570485-0j 2.70861e-05-0j 0.000644432-0j 3.0597e-05-0j -0.000517736-0j 0.000531629-0j -2.45816e-05-0j -0.00136644-0j 2.52412e-05-0j -0.000373721-0j -6.48774e-05-0j 0.000121352-0j -1.77439e-05-0j 5.7617e-06-0j -1.45386e-06-0j -0.00353337-0j 3.08211e-06-0j -1.60912e-06-0j -0.00391072-0j 1.25172e-06-0j 3.41127e-06-0j -8.48082e-07-0j -1.28531e-06-0j 0.0030421-0j 1.46034e-06-0j -0.00206113-0j -0.00312374-0j -2.65359e-06-0j 2.59837e-06-0j 1.7979e-06-0j -8.6575e-07-0j 2.7248e-06-0j 2.72534e-06-0j 0.00354912-0j 0.00631493-0j 5.27063e-07-0j -3.09585e-06-0j -0.00210407-0j 0.00662352-0j -5.50844e-06-0j -1.39739e-07-0j 1.83536e-06-0j -5.77761e-06-0j 0.00128095-0j -1.11735e-06-0j -0.000339614-0j 2.96241e-07-0j 
5.08055e-05-0j -6.10789e-05-0j 3.35859e-05-0j -0.000603355-0j 0.000683876-0j -0.000431058-0j 0.000615676-0j -0.00121304-0j -0.000381621-0j 0.00256138-0j 0.000418814-0j -0.00281102-0j -0.00035198-0j 0.000355484-0j 0.00236244-0j 0.000299215-0j -0.00238596-0j -0.000232683-0j -0.00200829-0j -0.000858618-0j 0.00156174-0j 0.00576292-0j -0.000428161-0j 0.00477719-0j 0.000593348-0j 0.000460397-0j -0.00513686-0j -0.000374641-0j -0.000638021-0j -0.000249761-0j 0.00037837-0j 0.00418004-0j 0.000424639-0j 0.0027867-0j -0.00422165-0j 0.00051918-0j -0.000154532-0j 0.00034612-0j -0.000233499-0j -0.000524347-0j 0.000270321-0j -0.00473789-0j 0.00172418-0j -0.000753212-0j -0.000588467-0j 0.00260526-0j -0.00301609-0j 0.000214151-0j -0.000754045-0j 0.000323585-0j -0.000374612-0j 0.00840393-0j 0.00104381-0j 0.00841322-0j 0.00104496-0j 
2.96304e-06-0j -3.60776e-06-0j 2.13883e-06-0j -7.07449e-05-0j -8.25357e-05-0j 0.000150006-0j 7.10603e-05-0j -2.97887e-05-0j 2.31324e-07-0j 0.000921935-0j 2.61308e-07-0j 0.00104144-0j -2.09934e-07-0j 2.15568e-07-0j -0.000836689-0j -5.54072e-07-0j 0.000859141-0j -1.51539e-07-0j -0.00220824-0j 4.92067e-08-0j -0.000603954-0j 0.000196112-0j -2.49709e-05-0j -5.82179e-06-0j -0.0066163-0j -2.76377e-05-0j -6.44354e-06-0j 2.1499e-05-0j -0.0073229-0j -1.45663e-05-0j -2.20759e-05-0j 5.01235e-06-0j 2.50822e-05-0j -3.39604e-06-0j -5.14685e-06-0j 0.0056964-0j 4.46286e-05-0j -0.00385951-0j -1.48698e-05-0j -0.00584926-0j 4.68095e-05-0j 5.84774e-06-0j 1.04049e-05-0j 9.05264e-06-0j 0.0066458-0j -3.46679e-06-0j 1.09133e-05-0j 0.0118248-0j -2.40011e-06-0j -0.00393991-0j 0.0124027-0j 2.11056e-06-0j 0.00239859-0j -5.59568e-07-0j -0.000635933-0j 
3.62897e-06-0j -4.41858e-06-0j 2.61953e-06-0j -6.48706e-05-0j -7.56824e-05-0j 0.000137551-0j 6.51598e-05-0j -2.73152e-05-0j -5.48005e-05-0j 0.000560638-0j -6.19038e-05-0j 0.000633308-0j 4.97334e-05-0j -5.1068e-05-0j -0.000508799-0j 0.00013126-0j 0.000522452-0j 3.58995e-05-0j -0.00134285-0j -1.16571e-05-0j -0.00036727-0j 0.000119258-0j 2.09846e-07-0j 0.00103259-0j -0.0019618-0j 2.32257e-07-0j 0.00114287-0j -1.8067e-07-0j -0.00217132-0j 1.2241e-07-0j 1.85518e-07-0j -0.000889024-0j -2.10781e-07-0j 0.000602345-0j 0.000912881-0j 0.00168904-0j -3.75042e-07-0j -0.00114438-0j 1.2496e-07-0j -0.00173436-0j -3.93369e-07-0j -0.00103719-0j -0.00184548-0j -7.6075e-08-0j 0.00197055-0j 0.000614894-0j -0.00193566-0j 0.00350618-0j 2.01696e-08-0j -0.00116823-0j 0.00367752-0j -0.000374343-0j 0.000711208-0j 9.92488e-05-0j -0.000188561-0j 
2.54028e-05-0j -3.05395e-05-0j 1.6793e-05-0j -0.000149261-0j 0.000169181-0j -0.000106637-0j 0.000152309-0j -0.000300088-0j -0.000576397-0j -2.73668e-05-0j 0.000632574-0j 3.0034e-05-0j -0.000531629-0j 0.000536921-0j -2.52412e-05-0j 0.000451933-0j 2.54925e-05-0j -0.000351443-0j 2.14573e-05-0j -0.00129685-0j -1.66862e-05-0j -6.15732e-05-0j 1.46892e-06-0j 0.00356998-0j -3.11405e-06-0j -1.57952e-06-0j -0.00383877-0j 1.28531e-06-0j 3.34851e-06-0j 8.56871e-07-0j -1.2981e-06-0j 0.00312374-0j -1.45684e-06-0j 0.00208249-0j -0.00315483-0j -2.7248e-06-0j 5.30162e-07-0j -1.81653e-06-0j 8.01082e-07-0j 2.75192e-06-0j -9.27407e-07-0j -0.00354061-0j 0.00128848-0j 2.58409e-06-0j 3.08843e-06-0j 0.0019469-0j -0.00225392-0j -1.12392e-06-0j 2.58695e-06-0j -1.69826e-06-0j 1.96607e-06-0j 0.00628024-0j -5.47818e-06-0j 0.00628718-0j -5.48423e-06-0j 
-2.99374e-06-0j 3.59911e-06-0j -1.97907e-06-0j 7.1478e-05-0j -8.10171e-05-0j 5.10664e-05-0j -7.29376e-05-0j 0.000143706-0j -2.33721e-07-0j -0.000931489-0j 2.565e-07-0j 0.00102227-0j -2.15568e-07-0j 2.17714e-07-0j -0.000859141-0j 1.83252e-07-0j 0.000867693-0j -1.42505e-07-0j 0.000730348-0j -5.25854e-07-0j -0.000567951-0j -0.00209578-0j 2.52297e-05-0j 5.88212e-06-0j 0.00668486-0j -2.71292e-05-0j -6.32498e-06-0j 2.20759e-05-0j -0.00718816-0j 1.47173e-05-0j -2.22957e-05-0j 5.14685e-06-0j -2.50221e-05-0j 3.43123e-06-0j -5.19808e-06-0j 0.00584926-0j 9.10586e-06-0j 0.0038995-0j 1.37591e-05-0j -0.00590748-0j -1.59288e-05-0j -5.83372e-06-0j 2.12297e-06-0j 4.43835e-05-0j -0.00662987-0j 3.20783e-06-0j -3.71369e-06-0j 0.0024127-0j 4.44325e-05-0j 0.00364562-0j -0.00422051-0j 1.03477e-05-0j 0.0117599-0j 1.03591e-05-0j 0.0117729-0j 
-3.66657e-06-0j 4.40799e-06-0j -2.42386e-06-0j 6.55429e-05-0j -7.42899e-05-0j 4.68261e-05-0j -6.68812e-05-0j 0.000131773-0j 5.53684e-05-0j -0.000566448-0j -6.07648e-05-0j 0.000621655-0j 5.1068e-05-0j -5.15763e-05-0j -0.000522452-0j -4.34124e-05-0j 0.000527652-0j 3.37595e-05-0j 0.000444132-0j 0.000124575-0j -0.000345377-0j -0.00127446-0j -2.12021e-07-0j -0.00104329-0j 0.00198213-0j 2.27983e-07-0j 0.00112184-0j -1.85518e-07-0j -0.00213136-0j -1.23679e-07-0j 1.87365e-07-0j -0.000912881-0j 2.10276e-07-0j -0.000608587-0j 0.000921967-0j 0.00173436-0j -7.65223e-08-0j 0.00115624-0j -1.15626e-07-0j -0.00175163-0j 1.3386e-07-0j 0.00103471-0j -0.000376544-0j -3.72982e-07-0j -0.00196582-0j -0.000568963-0j 0.000658685-0j 0.000715389-0j -3.73394e-07-0j 0.00108096-0j -0.00125142-0j -0.00183534-0j 0.00348692-0j -0.00183737-0j 0.00349078-0j 
-2.34249e-07-0j 2.85218e-07-0j -1.6909e-07-0j 6.99837e-06-0j 8.16476e-06-0j -1.48392e-05-0j -7.02956e-06-0j 2.94682e-06-0j 1.75954e-06-0j -0.000121899-0j 1.98761e-06-0j -0.000137699-0j -1.59684e-06-0j 1.63969e-06-0j 0.000110628-0j -4.21449e-06-0j -0.000113596-0j -1.15266e-06-0j 0.000291975-0j 3.74285e-07-0j 7.98552e-05-0j -2.59301e-05-0j -1.35455e-08-0j -5.5411e-05-0j 0.00132148-0j -1.49921e-08-0j -6.13288e-05-0j 1.16622e-08-0j 0.00146261-0j -7.90154e-09-0j -1.19751e-08-0j 4.77069e-05-0j 1.36059e-08-0j -3.23231e-05-0j -4.89871e-05-0j -0.00113775-0j 2.42089e-08-0j 0.000770865-0j -8.06615e-09-0j 0.00116828-0j 2.53919e-08-0j 5.5658e-05-0j 9.9032e-05-0j 4.91062e-09-0j -0.00132737-0j -3.29965e-05-0j 0.000103871-0j -0.00236179-0j -1.30194e-09-0j 0.000786925-0j -0.0024772-0j 2.0088e-05-0j -0.000479075-0j -5.32589e-06-0j 0.000127016-0j 
2.36676e-07-0j -2.84535e-07-0j 1.56459e-07-0j -7.07089e-06-0j 8.01453e-06-0j -5.05169e-06-0j 7.21528e-06-0j -1.4216e-05-0j -1.77777e-06-0j 0.000123162-0j 1.95104e-06-0j -0.000135166-0j -1.63969e-06-0j 1.65601e-06-0j 0.000113596-0j 1.39389e-06-0j -0.000114727-0j -1.08395e-06-0j -9.65671e-05-0j -3.99985e-06-0j 7.50949e-05-0j 0.000277106-0j 1.36859e-08-0j 5.59852e-05-0j -0.00133518-0j -1.47163e-08-0j -6.02003e-05-0j 1.19751e-08-0j 0.0014357-0j 7.98342e-09-0j -1.20943e-08-0j 4.89871e-05-0j -1.35733e-08-0j 3.26581e-05-0j -4.94747e-05-0j -0.00116828-0j 4.93949e-09-0j -0.000778854-0j 7.46364e-09-0j 0.00117991-0j -8.64061e-09-0j -5.55246e-05-0j 2.02061e-05-0j 2.40759e-08-0j 0.00132419-0j 3.05318e-05-0j -3.53464e-05-0j -0.000481891-0j 2.41025e-08-0j -0.000728144-0j 0.000842968-0j 9.8488e-05-0j -0.00234882-0j 9.85969e-05-0j -0.00235141-0j 
7.37814e-09-0j -8.98353e-09-0j 5.32583e-09-0j -3.08966e-07-0j -3.6046e-07-0j 6.55125e-07-0j 3.10343e-07-0j -1.30097e-07-0j 5.76009e-10-0j 8.09087e-06-0j 6.50672e-10-0j 9.13961e-06-0j -5.22749e-10-0j 5.36777e-10-0j -7.34275e-06-0j -1.37967e-09-0j 7.53979e-06-0j -3.7734e-10-0j -1.93795e-05-0j 1.22528e-10-0j -5.30028e-06-0j 1.72107e-06-0j 4.26643e-10-0j -2.54256e-08-0j -0.000146902-0j 4.72207e-10-0j -2.8141e-08-0j -3.67324e-10-0j -0.000162591-0j 2.48875e-10-0j 3.77181e-10-0j 2.18905e-08-0j -4.28545e-10-0j -1.48316e-08-0j -2.2478e-08-0j 0.000126477-0j -7.62508e-10-0j -8.56929e-05-0j 2.5406e-10-0j -0.000129871-0j -7.99769e-10-0j 2.5539e-08-0j 4.54413e-08-0j -1.5467e-10-0j 0.000147557-0j -1.51406e-08-0j 4.76619e-08-0j 0.000262547-0j 4.10073e-11-0j -8.74782e-05-0j 0.000275377-0j 9.2175e-09-0j 5.32561e-05-0j -2.44381e-09-0j -1.41197e-05-0j 
-7.4546e-09-0j 8.962e-09-0j -4.928e-09-0j 3.12167e-07-0j -3.53827e-07-0j 2.23023e-07-0j -3.18542e-07-0j 6.27609e-07-0j -5.81979e-10-0j -8.17472e-06-0j 6.387e-10-0j 8.97144e-06-0j -5.36777e-10-0j 5.4212e-10-0j -7.53979e-06-0j 4.56309e-10-0j 7.61484e-06-0j -3.54846e-10-0j 6.40951e-06-0j -1.30941e-09-0j -4.98432e-06-0j -1.83925e-05-0j -4.31064e-10-0j 2.56891e-08-0j 0.000148424-0j 4.63519e-10-0j -2.76232e-08-0j -3.77181e-10-0j -0.000159599-0j -2.51454e-10-0j 3.80936e-10-0j 2.2478e-08-0j 4.27518e-10-0j 1.49853e-08-0j -2.27017e-08-0j 0.000129871-0j -1.55579e-10-0j 8.65809e-05-0j -2.35082e-10-0j -0.000131164-0j 2.72153e-10-0j -2.54777e-08-0j 9.27168e-09-0j -7.58319e-10-0j -0.000147203-0j 1.40096e-08-0j -1.62189e-08-0j 5.35692e-05-0j -7.59157e-10-0j 8.09438e-05-0j -9.37081e-05-0j 4.51917e-08-0j 0.000261105-0j 4.52416e-08-0j 0.000261394-0j 
