-0.0251492+0.104225j 0.0301785-0.00499389j -0.0134774+0.00385977j -0.116223+0.0486271j -0.0285722+0.0154365j 0.0420378+0.0258948j 0.097386+0.00788029j 0.0554688+0.0193632j 0.0302566+0.0338095j 0.0151289+0.0131407j 0.0398108+0.0185174j -0.00491543+0.0196153j 0.0592107+0.0783189j 0.010466-0.0491502j 0.0153503+0.0232237j 0.0418036+0.0406119j -0.00432277-0.019834j -0.00483474-0.0544475j -0.00825332+0.0197622j 0.0283692+0.0289195j -0.0166128+0.052734j -0.000250163-0.0294198j 0.033641+0.0724809j 0.0261594+0.0319389j 0.0152661+0.000116924j 0.00732042-0.0319902j -0.00863097-0.0214792j -1.46901e-05-0.0178384j 0.000310715-0.0249393j -0.0126872-0.0420695j 0.0351911-0.0488576j 0.0240124-0.0203578j -0.0699845-0.0466454j 0.0962626-0.0414814j 0.0217596+0.0375939j 0.0455901-0.0613108j -0.0345995-0.0183656j -0.0842358-0.0643856j 0.0475005-0.0218156j 0.0213577-0.0614276j -0.067256-0.199095j -0.168056-0.0949084j -0.175379+0.189187j -0.186845-0.0961905j 0.102338+0.0291224j -0.0507906-0.0916899j -0.0588116-0.0703647j 0.0173077+0.111572j 0.0528578-0.0287486j -0.100072-0.180357j 0.205975-0.318057j 0.326074-0.126781j 
0.0491032+0.043413j -0.0080915+0.0209218j 0.0153392-0.021559j -0.00378038-0.00207963j -0.0139296+0.0211151j -0.0144209+0.00531714j 0.0106009+0.00146979j -0.0170402+0.0373202j -0.0162305+0.0348484j -0.0302449+0.0134799j 0.0242739-0.0173926j -0.0510944-0.0183046j -0.0473937-0.00819352j -0.018264-0.00892692j 0.0161071-0.00762084j -0.00402829-0.000199537j -0.0117903-0.00106902j 0.0398976-0.0089685j 0.0166903+0.0131101j 0.0422829-0.00963195j 0.012924-0.0276267j 0.0269732+0.0334851j 0.0019439-0.013699j 1.00845e-05-0.0229248j 0.00211612+0.00107842j 0.0159311+0.0224525j -0.00180601+0.0119869j -0.0190711-0.0227148j -0.00211878+0.01279j -0.0219782-0.0293736j 0.00371279+0.0495091j -0.0231093+0.0448868j 0.0408427+0.0117581j 0.00937722-0.00370437j -0.069635-0.0291959j 0.00987644+0.0200222j 0.0064947-0.0152811j 0.00519026-0.00805565j 0.067801+0.0450021j 0.0184009-0.038777j 0.0233581+0.023142j -0.0132662+0.0192011j -0.018989+0.0716611j 0.019215-0.0172582j -0.0152724-0.0229632j 0.0271197+0.0112992j 0.00112166+0.0222996j -0.0398443+0.0124859j 0.015693-0.0118049j 0.00535253-0.0154186j -0.0212569+0.00935911j -0.00695276-0.0356237j 
-0.00117414-0.0158561j 0.0266771+0.0299781j 0.0167717-0.0112187j 0.0130435-0.0020432j 0.0166553-0.00813314j -0.0185135+0.0587748j -0.0315596+0.00866686j 0.0191701-0.00829259j -0.0235977+0.0146016j -0.0275937-0.00313179j -0.0228877+0.0149761j 0.0297407-0.00561946j 0.0166696+0.00402687j -0.0132779-0.0022586j 0.00643514+0.0139054j 0.00236363+0.000133238j -0.000325493-0.00589887j -0.0343711+0.00404108j 0.0267121-0.0128048j 0.00445641+0.0163309j 0.0444862-0.00970409j -0.0105261+0.017746j 0.0132769+0.00658996j -0.0120006+0.0042254j 0.00956215-0.0158169j -0.00296749+0.010322j -0.0101351-0.0236362j 0.00207314-0.0299165j 0.0172619+0.00693985j 0.0263169-0.00930551j -0.0272044+0.0250246j -0.0203779-0.0300677j 0.0159404+0.0494586j 0.0306495-0.0259369j 0.000689567-0.00416143j -0.0245744+0.0241092j -0.0164126+0.00510126j 0.0194561+0.00113072j -0.0224159+0.0385577j 0.0159991+0.0170035j -0.0117772-4.75964e-06j -0.0323841-0.0452027j -0.0583186-0.0177939j 0.0260002+0.0316529j 0.00388263-0.0487006j 0.00536521-0.0084167j 0.0177379-0.0136387j 0.0151164-0.0203798j -0.000339502-0.0067491j -0.0183177+0.00714468j 0.00900517+0.0291008j -0.00748421+0.0209764j 
-0.00376313-0.0149362j 0.00302454+0.0042222j -0.0207646-0.0080333j 0.00161836-0.0130554j -0.0141265-0.00656897j -0.00505334-0.0586955j 0.0167028+0.000673142j -0.0159809+0.0183536j -0.0129173-0.00373328j 0.0221202-0.00448935j 0.00508964-0.0248337j -0.0192232-0.00114731j -0.0168948+0.00345434j -0.00332232-0.00679484j 0.000617741-0.00533995j -0.000302841+0.0100779j -0.00710636-0.00455141j -0.00200372-0.00393979j 0.000966275-0.00288867j 0.00556326-0.0305019j -0.016433+0.00134192j 0.0258321+0.00767449j 0.00121796-0.0209933j 0.00382658-0.0135662j -0.0104163+0.00507975j 0.0210231-0.0232327j -0.0176801+0.0073875j 0.0127293+0.0233376j -0.0105677-0.0105845j 0.00995793+0.0131954j -0.00354427-0.00657197j -0.00422067+0.0160245j -0.00928446+0.0334019j 0.0020525-0.0142597j -0.0374413-0.0327573j -0.00824603+0.00093967j 0.0307348+0.00973709j 0.0259088+0.00952933j -0.0165057-0.0539858j -0.0177026+0.0357866j 0.0160101-0.0158961j -0.0183301-0.0108146j 0.00432874+0.0175302j 0.0189654+0.0075018j 0.00144427-0.0154638j 0.0463381-0.00845071j 0.00628857+0.0533261j -0.00522172-0.0074656j 0.0403304-0.0105397j -0.00710581-0.0334499j -0.0136818+0.00395329j -0.00145569-0.00994868j 
0.0322469+0.0271643j -0.00865789+0.0162886j -0.00366597-0.0149361j 0.00601602+0.0286302j -0.013357-0.0210212j 0.00402889+0.0137762j 0.0175982+0.00896887j 0.000556284-0.00461648j 0.000816558-0.00578532j -0.0217293+0.00941875j -0.0155796+0.0115043j -0.0178949-0.00258212j 0.00284506+0.0150331j 0.0199809+0.00969626j -0.00788895-0.001316j -0.0100773+0.0212754j -0.0196372+0.00784452j 0.0141938-0.00344243j -0.02299+0.0155491j 0.0167898+0.0154323j 0.0121822+0.00246995j 0.0229003-0.00321557j -0.00352816+0.00416525j 0.0200967+0.00550681j -0.0118619+0.00798569j 0.00614663-0.0103578j 0.0130428+0.0413438j -0.000678351-0.011019j -0.00244868+0.0131764j 0.0162522+0.0132708j -0.000377704+0.0146991j 0.0301355-0.0110358j 0.0571188+0.0290185j 0.0262366+0.0224942j -0.00556378+0.0087779j 0.00740828+0.0015272j 0.0253624-0.0288758j -0.0477024-0.00933553j -0.0234945+0.00854914j -0.0083293+0.0257211j -0.00239754+0.000400912j 0.0039996+0.009088j -0.00366992-0.00586667j -0.014328-0.01503j 0.0016727+0.0165406j 0.00532919-0.00602013j -0.00584128-0.00546565j -0.0201576-0.0106129j -0.00381016+0.00865623j 0.00932265+0.000973701j -0.0114301-0.0154582j 0.0184472-0.0154376j 
0.00371337-0.00741625j 0.0299597+0.0190586j 0.00799786-0.0113992j 0.0102189-0.00207835j 0.00599563-0.0122312j -0.00858823+0.000525096j -0.00518916+0.00654092j -0.0173747-0.00564903j -0.00972934+0.0151238j -0.00212491+0.00666268j -0.0275218+0.0118329j 0.0243708-0.00762175j 0.00481306-0.00728329j 0.0113314-0.00413309j -0.0251993+0.0196285j -0.0102779+0.00124161j -0.000963159-0.0120642j -0.0266486+0.00907099j -0.0179924+0.00286813j -0.0155946+0.0108526j 0.00695805+0.0100777j -0.0102876-0.00120851j -0.00443085+0.00204016j -0.00313823+0.0192126j -0.0112436+0.0127249j 0.0123381+0.00746998j 0.00267415+0.0114339j 0.00127949+0.0272093j -0.00281585-0.0255101j -0.00887084+0.013284j -0.0200779+0.0187142j 0.0204624+0.0123963j -0.0181513+0.0116718j -0.000209021+0.0118151j -0.0326729-0.001765j -0.0226164+0.00783646j 0.0323835+0.0347664j 0.0208486-0.0247424j -0.0189269-0.0146714j 0.027943-0.0364061j -0.00538596+0.0111163j 0.00581528+0.0134575j -0.0186853+0.00502712j 0.0011405+0.00486454j -0.00378981+0.00650283j -0.0336552+0.0312009j 0.00654954-0.00121418j -0.01676+0.0170107j -0.0110158+0.0253783j 0.0331034+0.00819491j -0.011121+0.0101108j -0.00788015-0.00655105j 
-0.0213602-0.0120268j -0.000356407-0.000692948j -0.0199874+0.0168071j 0.0198383-0.000938482j -0.016171-0.010742j -0.00154344-0.0331633j 0.0138784-0.00430498j 0.00359588-0.0132218j -0.0100639+0.00639566j 0.0175051-0.0142272j -0.0130283-0.0278429j -0.0125819+0.0158898j -0.0210376+0.00209407j -0.0128042+0.000130351j 0.00871908-0.0159112j 8.22067e-05+0.0242956j -0.00265778+0.00653866j -0.00585706+0.0066856j 0.00461861-0.0327127j -0.000627817-0.00923783j -0.00677005+0.00538875j -0.00728301+0.0146723j 0.000444775+0.00904405j -0.00671194-0.00531755j 0.00107462-0.0207609j -0.00256679+0.0108319j 0.0124284-0.0141598j -0.0129726-0.01809j -0.00453641-0.0163091j -0.00532426-0.000603479j -0.0349386+0.0165066j -0.00711697-0.00575959j -0.00383577+0.000709091j 0.0180962+0.00511041j -0.000777904-0.00799857j -0.0100922-0.0103056j -0.0047667-0.0282419j 0.0157009+0.0286935j -0.0306474+0.00516725j 0.0355151-0.0156799j -0.016471+0.0135107j -0.00855793-0.0045797j 0.0192699+0.00302507j -0.0128622-0.012035j 0.00358918+0.00106267j -0.00750591-0.00263441j 0.00301923+0.0237349j -0.0266718+0.0118507j 0.032261+0.0171014j 0.0193769-0.0349873j -0.000301989-0.00601955j 0.000273738+0.00892902j 
0.00774358+0.00717141j -0.00158804+0.00124083j -0.00160287+0.00187168j -0.0036006+0.0133985j 0.00492148-0.0016536j -0.018935-0.00304626j -0.00194333-0.0025361j -0.00396184-0.0019588j 0.00399623+0.0274999j 0.00479292+0.00305392j -0.000943219+0.00593491j 0.00633036+0.00733468j 0.00476041+0.00161904j -0.00492812-0.0030717j 0.00188541+0.0115453j -0.00521169-0.00176818j 0.000260419+0.0149046j -0.00635593+0.0102898j 0.00349936-0.0129873j 0.00429585-0.0198299j 0.00905214-0.00309589j 0.00205252+0.00582107j -0.00579728-0.00367017j 0.00868824+0.000416955j -0.0350931-0.00183953j -0.000528118+0.0180061j 0.0051053-0.0159727j 0.00431852-0.028592j 0.00897076+0.00131313j 0.0220689-0.0087017j -0.0166346-0.0302992j -0.016988+0.0173185j -0.00983302+0.0218629j -0.00872263+0.0176328j -0.00793145+0.00316818j 0.0149124-0.024821j 0.0213187-0.0125384j -0.00130034+0.00347484j 0.0171465-0.0160263j 0.00520093+0.00551346j -0.000394307-0.00524171j 0.00396927-0.00484151j -0.0133588+0.0166105j -0.00777921-0.0124386j 0.0106905+0.00803011j -0.00133918-0.00488031j 0.0143227+0.00196288j -0.00390085-0.00209883j 0.00458482-0.00810338j -0.00484928-0.00740864j -0.00388442-0.00240192j -0.00152684+0.00353997j 
0.00886251+0.007045j -0.00594232+0.0101955j -0.0142171-0.00470455j 0.0114595+0.0134332j -0.00648176-0.0128379j 0.0108216-0.0133848j 0.00446531-0.00408948j 0.00332915+0.00633453j 0.00866601+0.00088883j -0.00197339-0.0258185j 0.0113231+0.00257441j -0.014648-0.00575493j -0.000528182+0.00853253j 0.000160718-0.000137193j 0.00291831-0.000361515j 0.00656522-0.00353389j 0.00094373+0.00763206j 0.0127003-0.000249754j 0.0096676-0.00992077j 0.00270909+0.00873223j 0.00586872+0.00677934j 0.0202426-0.0178047j -0.0124065+0.00392134j 0.00326024+0.0168044j -0.00712291+0.00375669j -0.0076453+0.00885484j 0.00542768+0.00780922j 0.0250721-0.0218646j 0.0270546+0.0239106j -0.00499386+0.00736034j -0.00529694+0.0136849j 0.00302117-0.00386763j -0.00103771-0.00213811j -0.0101994-0.00150731j -0.000641096+0.0075024j -0.0106262-0.027843j -0.0204129-0.0118005j 0.00820908+0.00341531j 0.00332355-0.0146293j 0.0224263-0.0028669j 0.00188512-0.00328714j 0.0098032-0.016886j -0.000407496-0.0148956j 0.0058695-0.00768846j 0.0048498+0.011502j -0.015281-0.00067516j 0.00395224+0.00628418j -0.00448894+0.0140242j 0.0123252-0.00529348j -0.00160751-0.0151738j -0.00705291-0.00404564j 0.00164141-0.00858196j 
0.00381443+0.0120022j -0.0170553-0.0100131j 0.0104452+0.00640044j -0.00222198+0.00319429j -0.00500233+0.00425708j 0.00388167+0.00989493j 0.00746525-0.00352984j 0.0133716-0.00645683j 0.0119517+0.00515597j 0.00268257+0.0254467j -0.00941881+0.0119189j 0.00578894+0.0211089j 0.00589582-0.0155304j -0.000923935-0.00543939j -0.0067134+0.00125445j -0.00396206+0.00823071j -0.0118681+0.0226123j 0.00869339-0.00486416j -0.0067432+0.0135622j 0.00612491-0.00801915j -0.00582725-0.00900431j 0.00477215+0.00590647j -0.0155524+0.0089317j 0.00544788+0.00543619j -0.0122516+0.0213697j 0.0379015+0.00409491j -0.008852+0.000523841j 0.0139662+0.013593j 0.00371813-0.0125723j -0.00469578-0.000358937j -0.0168874+0.010881j -0.00113633+0.0156169j 0.0243574-0.0163786j 0.0260271-0.00788065j 0.00874412-0.00452867j -0.000916722-0.0182245j -0.0134007+0.00522153j 0.0187524+0.0199282j -0.00729314+0.00737406j -0.0201356-0.00330953j 0.0105237-0.0192129j -0.00735319-0.0143073j -0.00267664-0.0110393j -0.022824-0.00594569j -0.018264-0.00152752j 0.0179961-0.00306399j -0.0138303+0.0102039j 0.00805701-0.0149541j 0.00151575+0.00923945j 0.00528385+0.00859821j 0.00382176-0.00660084j 0.00769699-0.00303062j 
-0.0228166-0.00948476j -0.0114342-0.00768805j -0.0113778+0.0106646j 0.00618601-0.00607628j 0.00310543+0.00124465j 0.0117825-0.0116835j -0.0100284+0.00113077j 0.00820952-0.00584902j 0.00400082-0.0354161j 0.0033488-0.00437072j 0.0178384-0.0184922j -0.000422984+0.00287042j 0.00715079+0.0133816j 0.00851928-0.0150714j -0.00374228-0.00666513j -0.00462009+0.00822749j -0.00553387+0.00678875j 0.0134501-0.00711825j 0.0147793+0.0263529j -0.00369303-0.0125146j 0.0152845+0.0131343j 0.0106238-0.0157134j -0.00276596-0.0036643j -0.0203402+0.0139648j 0.0117256-0.0139042j -0.0121592-0.0206893j 0.0147579-0.00268197j -0.00638575+0.0362032j -0.00780739+0.0241692j -0.00637725+0.0298134j -0.0176349+0.00378688j 0.00793324-0.00841638j -0.00692964+0.00207535j -0.0155546-0.00496846j -0.000543694+0.0242453j 0.00455395-0.0201311j -0.000718292-0.000619477j 0.0118053-0.00933794j 0.00961538-0.0269931j 0.0175872+0.00116764j -0.00711453-0.00626388j -0.0200755-0.00159423j 0.00211672+0.00287993j 0.00109488+0.00225975j 0.00916368+0.0114159j -0.0160824+0.0248723j 0.00178656-0.00611033j 0.00393661+0.0140677j 0.00537247-0.0033235j -0.00183029-0.00970199j 0.00218433-0.000530589j -0.000538135+0.00114518j 
0.00708053+6.09227e-05j 0.00672346+0.00638806j 0.00424617-0.00521254j 0.00384725-0.0026479j -0.00728835-0.00511041j 0.00196513+0.00530249j 0.0101359+0.00269874j -0.00464492+0.0047363j -0.000111388+0.0105282j -0.000838071-0.00176727j -0.00465492+0.00162023j 0.00354841-0.00164391j -0.00200757-0.00108022j -0.00369579+0.0164226j 0.00421454-0.0120933j 0.00651183-0.000336987j 0.00851612+0.00203336j 0.00599336+0.00684843j -0.00379434-0.0194442j 0.00293818+0.010363j 0.00777094+0.0143065j -0.0206945+0.0163512j -0.00649641-0.00869652j 0.0139868-0.00188636j -0.0135177-0.0118344j 0.00824497-0.0142094j 0.00655868-0.0161377j -0.0149803+0.00317441j 0.0121275+0.00951775j 0.0178101-0.0509175j 0.00250999+0.0112511j 0.0201124-0.00900027j 0.00503975+0.00428542j -0.014723+0.0140052j 0.00427735-0.0198817j -0.00956554-0.0296582j 0.000400712+0.0021209j 0.00778753-0.00939405j -0.00628935-0.0322188j -0.0152668-0.00776859j 0.010803-0.0204412j 0.0269002+0.00767415j 0.000367038+0.0199927j 0.00197489-0.0137958j -0.00535396+0.000675383j 0.00471173-0.0200071j -0.00416308+0.00722664j -0.00404204+0.00130986j 0.00180433+0.00363247j 0.00109026+5.1435e-05j -0.00234682+0.00236107j 0.00192291-0.00619263j 
0.00410186-0.00184827j 0.00107311+0.00337361j -0.00071216-0.00498999j -0.00043496-0.00409755j 0.00265624-0.000304262j -0.00402374-0.0170529j -0.00350863-0.00168065j -0.00107793+0.0164808j 0.0150743+0.0148914j 0.00549226-0.00602622j 0.00978661+0.00246562j 0.00459337-0.00590762j -0.0163982-0.00669508j -0.016128-0.00787823j -0.00232094+0.000204908j -0.00447946-0.00269168j 0.00853698+0.00170759j 0.0124764-0.00566428j -0.00842879-0.0119612j -0.0022872+0.00758992j -0.018074+0.00188186j -0.00170291+0.00556466j 0.0377207+0.0134442j -0.0148464-0.00127238j -0.00531975-0.0246364j -0.0186987+0.00826926j -0.0181842-0.0129452j -0.0221306+0.0319257j -0.0117967-0.0112269j -0.00636382-0.0232816j 0.00949217-0.00430153j 0.0222542-0.0166906j 0.0137068-0.00315693j 0.0116282+0.0106053j 0.00312022+0.00603973j 0.016709+0.0135465j 0.012847+0.00124404j -0.0255039+0.00144616j -0.0128571-0.0123655j 0.0117993+0.0045311j 0.0298628+0.00903705j -0.0115553+0.0216719j -0.0380518+0.00978387j 0.00271231+0.0154924j -0.00685682-0.00889067j 0.000448762+0.00214329j 0.00887249+0.00425482j -0.00708247-0.00187245j 0.00143354+0.00198952j -0.00187616-0.00509035j 0.000469922+0.00396016j -0.000811295-0.00363481j 
0.00387585+0.00666039j 0.000963826+0.00294439j 0.0108688-0.00438857j 0.00845514-0.00684157j -0.0103586-0.00344953j 0.00483467-0.012333j 0.00233928-0.00199306j 0.00782635-0.0153078j -0.00535301+0.00742122j -0.00372877+0.00155909j 0.000353696-0.00248811j -0.0125348+0.0110763j -0.00578292-0.00682072j -0.0154534-0.000851353j 0.00947306+0.0102704j -0.00700791-0.0112475j -0.0109239-0.00874019j -0.00302088+0.0131025j -0.0107003-0.0162888j -0.00872774+0.011805j 0.007916+0.00100714j 0.00186296+0.0257723j -0.00192197-0.00859902j -0.00933558+0.000363306j -0.00448023+0.00230363j -0.0166533-0.00718299j 0.00791746+0.0180099j 0.0134766-0.00409514j 0.00172753+0.0201126j -0.00641136-0.00674243j 0.0193079-0.0106802j -0.00608757-0.00275548j -0.0282306-0.00481731j 0.00417024-0.0156414j 0.0117656-0.0012973j -0.0262743+0.00867117j -0.00529893+0.00707523j -0.00465582-0.0304184j -0.015639+0.0223269j -0.0248512-0.0238441j -0.0165942-0.0047575j -0.00230514+0.000114905j 0.0128952-0.00601375j -0.00293653-0.0246128j -0.00889512+0.00736167j 0.00742739-0.0141338j 0.00288986+0.0107631j -0.0108312-0.00649542j 0.00200494+0.00956988j 0.00527423-0.0046603j -0.0043228+0.00180245j 0.00090949+0.00230483j 
-0.0107805+0.000247302j -0.0152427-0.00328731j 0.000962612+0.00680101j 0.0032827-0.00268293j 0.00676019+0.0026035j 0.0138504+0.000491914j -0.00656541-0.00155963j 0.00489596+0.00304495j 0.0170821-0.00799422j 0.00285375-0.00819215j 0.0179814-0.00676457j 0.000177258+0.0116445j 0.000377339+0.0221533j -0.0040235+0.00536778j 0.00583802-0.0110795j 0.00249977+0.0117797j -0.00342122+0.0175226j 0.00588983-0.00803218j -0.0116693+0.00868509j 0.00304907+0.00273479j 0.000439119-0.0110154j 0.00222362-0.0156144j -0.0131118-0.0104937j 0.00381825-0.0163945j 0.0171766+0.0192423j -0.00348828-9.21429e-05j 0.0372488-0.0244244j -0.00355039-0.00399652j 0.027625-0.0367578j 0.00280818-0.0199452j 0.0170065-0.0128573j 0.000120384-0.00186584j -0.00721586-0.0169281j -0.00815011-0.0114132j -0.0116269+2.1321e-05j -0.0138646+0.0307131j 0.00287192+0.00862021j -0.00399838+0.020189j -0.0171544+0.00570365j -0.00634766-0.00693042j 0.000628587-0.00817107j 0.0140276+0.00893183j -0.00678641+0.0325176j 0.00811043-0.000776681j 0.00286958+0.00580997j -0.0101603+0.00393281j -0.00333496-0.00287397j 0.00666012+0.00666191j 0.00228815-0.00257824j -0.00582908-0.00784675j 0.00128906-0.00178241j 0.00508122-0.00741205j 
0.0130122+0.00804763j -0.00195548+0.0019121j -0.000720415-0.00532803j -0.0113585+0.0140372j 0.0140263+0.00852987j 0.00337236+0.0153175j -0.00900331-0.00399029j -0.00196827+0.00132096j 0.00494624-0.000232173j -0.0106864-0.00674929j 0.00158838+0.0138396j -0.00983159+0.00530588j 0.00777074-0.00174225j 0.00409592-0.00419006j -0.00563902+0.0071504j 0.00648893+0.0112027j -0.0155642-0.0279949j -0.00581248-0.00253631j -0.00888738-0.000487619j 0.0137839+0.00483609j -0.0204413-0.00388798j 0.0232349-0.00680725j -0.0313454+0.00729551j -0.000953957+0.000295726j 0.0039869+0.00458288j 0.0102321+0.00896593j 0.0208749-0.0117687j 0.0222374+0.0345448j 0.0346209+0.0270423j -0.00115322-0.02006j -0.00872781-0.00835326j -0.0139852+0.0076484j 0.0123925+0.0120628j 0.00548895-0.0158658j -0.0305489-0.0110913j -0.0134935+0.00326127j 0.0145596-0.00196556j -0.0168975-0.00473476j -0.00807942-0.0170575j 0.00510811-0.00635728j -0.00569448-0.0098268j -0.00180182-0.000890446j -0.00278063+0.00895354j 0.00623508+0.0102804j 0.00129037-0.00950731j -0.000715536+0.0118991j 0.000357774-0.00185783j 0.0110805-0.00188983j -0.00833034-0.00544804j -0.00149609+0.0108271j 0.00252626-0.00813244j 0.000752138-0.000687053j 
-0.00165088-0.00271606j -0.00100033+0.00175448j -0.00419607+0.000187208j 0.00137356-0.00256296j -0.00364568-0.00117643j -0.00743793-0.00294037j 0.00594241+0.00241489j -0.0109351+0.00859178j -0.00725371-0.000757441j 0.0213466-0.00282996j -0.00265693-0.00238938j 0.0191007-0.00793565j -0.00912504+0.0028121j -0.00785841-0.00784063j 0.00878198-0.00354048j 0.00158125-0.00406552j -0.0252987-0.00344452j 0.00518695+0.00249556j -0.0286883-0.00670388j -0.00830146-0.00301421j 0.0207186+0.0120424j 0.00898694+2.7518e-05j 0.00998548-0.000415986j -0.0073432-0.00216719j -0.0156639-0.0260833j -0.00997776+0.000557342j -0.0120295-0.00437182j 0.0243281+0.00736446j 0.0238417-0.00304499j -0.0196669+0.0124105j 9.8415e-05-0.00337849j 0.000129536+0.00482211j -0.00183995-0.00203271j 0.00404541+0.00546462j 0.00452033+0.00177393j -0.0107436-0.0114803j -0.0117353-0.00115695j -0.0244101+0.00997367j -0.0175804-0.0034816j -0.00207436+0.00881999j -0.00464192+0.00961274j -0.0126379+0.00283258j 0.0020885-0.00752543j -0.0149351+0.0107779j 0.00534085-0.00474477j 0.00175845-0.000926567j 0.0018573-0.0023642j -0.00142238+0.00232641j 0.000910473-0.00239213j -0.00170138-0.00409218j 0.000328535+0.00332569j -0.000483765-0.00398268j 
-0.00745886+0.00326712j -0.00912696-0.00973101j -0.00123438+0.00908714j 0.00134371+0.00165361j -0.00755929-0.00322825j 0.000134807-0.00962504j 0.00297364-0.00442986j 0.0191883-0.000695171j 0.00119685-0.00182936j 0.00144407+0.0119653j -0.00789438-0.0128916j 0.00234198-0.00365691j 0.00253618-0.00870773j 0.0121006+0.0124051j -0.00807091+0.000819695j 0.00382308-0.00429246j 0.019627+0.0087945j -0.000534188-0.0245135j 0.0122346+0.0185159j 0.0316138-0.00100835j 0.0294154-0.0358859j -0.00139553-0.0199155j -0.0294079+0.0022093j -0.00959774-0.0140586j -0.00198591-0.0205303j 0.0118808-0.00278601j 0.00847955+0.00407003j 0.0118383-0.0140411j 0.0013863-0.0152007j -0.00686001+0.0240905j 0.00240061+0.00997794j 0.0111056-0.0111544j 0.0245328-0.00276921j -0.0264151+0.000470413j 0.00655658+0.00137245j -0.0163529-0.018735j 0.0156143+0.00332415j 0.009093-0.0107389j -0.00378368-0.00928479j -0.00471105+0.00927337j -0.00209691-0.000937185j 0.00779256+0.0147397j 0.0136706+0.000765308j 0.000147589+0.00230339j -0.0088098+0.0059932j -0.00146911+0.00300407j 0.000359131+0.00138557j -0.00624305-0.000817885j 0.00772224+0.00204893j -0.00206432-0.00443477j 0.000222396-0.00487253j -0.000468436+0.00521853j 
0.00166309+0.00119466j 0.000827649-0.00369823j 0.00742752-0.00376171j -0.00329402-0.00729784j 0.000802846+0.00335769j 0.00934756-0.00704142j -0.00396459+0.000646145j 0.00877327+0.00900437j -0.0042439+0.0155717j -0.00784303+0.01506j -0.00753315+7.20867e-06j 0.013442-0.0113108j -0.00640411-0.00770174j -0.0143056-0.00305877j -0.00231493-0.0146893j 0.00589934-0.00885457j -0.00263559+0.0039046j 0.00726126+0.0213185j -0.00619713+0.0293085j -0.00122154-0.00850359j 0.0455595-0.0106859j -0.00359392+0.00796175j 0.00171208-0.015738j 0.0115818+0.017629j -0.0249707-0.00279707j -0.0196639-0.00479826j -0.00488331-0.0145042j -0.0221768+0.00836753j 0.00932689-0.0134606j -0.000597522+0.0195285j -0.00837562-0.00397987j -0.0434645-0.000576214j -0.0037547+0.00438712j 0.000503173+0.0200874j -0.00529617+0.0170103j 0.00267738+0.00369619j -0.00378687-0.00875348j 0.000482456+0.0102286j -0.016598-0.00233314j 0.00624708-0.00469805j -0.00978666-0.0127282j -0.0013202+0.00265342j -0.00181645-0.00379896j 0.000158818-0.0135393j -0.0125444+0.00661283j -0.00442313-0.000182286j 0.00570079+0.00760093j 0.00208125-0.000965749j -0.00302973+0.00177083j -0.00170766-0.00521644j 0.0018157+0.000398198j -0.000461444+0.00279109j 
-0.00558663-0.00104176j -0.000758396+0.00173561j -0.00564168-0.00625083j -0.0117335+0.00172111j 0.0100106+0.0295422j -0.00993362+0.0149021j -0.012148-0.00615348j 0.00227489-0.0094596j -0.00431184+0.00543151j 0.0208086+0.00251327j -0.00302667-0.0119313j -0.0122441+0.00920512j -0.00503235-0.0272627j -0.00988891-0.000620279j -0.00524702-0.0186539j -0.0170512+0.00172519j 1.40018e-06+0.0155263j -0.00345773-0.0151605j 0.0137374-0.0188516j 0.00340347-0.0147863j -0.0157488-0.0165325j -0.0181109+0.0208089j -0.0243867+0.00460861j -0.01591-0.00816232j 0.0147841+0.00194815j -0.0016877+0.0149915j 0.0194163+0.0222965j 0.0075799-0.00848967j -0.0118113+0.0062252j -0.0296447-0.00122711j -0.0248644-0.0115474j 0.00493602-0.0129253j -0.00758943+0.00715674j -0.0031814-0.0102803j -0.00120994-0.0149416j 0.00365782+0.015504j 0.0136228-0.00237125j -0.00666028+0.0135044j -0.00149132-0.00279009j -0.00256238-0.0182828j 0.00811212+0.00899231j -0.0191764+0.000502705j 0.0129019+0.0055523j 0.00813051-0.00617416j -0.00044297-0.0238425j 0.00226315+0.00248858j 0.00121778-0.00711763j 0.00439629-0.0072769j -0.00840439-0.00609957j 0.00688296-0.00469303j -0.00221835-0.0084019j -0.00238903+4.49152e-05j 
