0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
-0.0117595+0.00261003j -0.000706815+0.0075041j 0.0150834+0.0048441j 0.0133232+0.00656701j 0.00418719-0.0150973j 0.00280788-0.0170942j 0.0138732+0.0093515j -0.015948+0.0150706j 0.0108878-0.0074495j -0.00902078+0.00129817j 0.00980993-0.00271268j -0.00373212+0.00829791j -0.00375163-0.00880627j 0.00422292-0.00790174j 0.00465943+0.00569802j -0.000594571-0.00465493j 0.00208691-0.0040433j 0.000908276-0.00426404j 0.00338892+0.00264546j 0.00623771-0.00174536j -0.00323226-0.00667934j 0.00720868-0.00481727j 0.00634299+0.00113415j -0.00272405+0.0032992j -0.00117375+0.00323021j -0.00292727-0.00593642j 0.00709827+0.00338069j -0.00603829+0.00538041j -0.00863578-0.00594081j -0.00724589-0.0145462j -0.0170751-0.00329131j 0.0462591-0.0369107j -0.0115012+5.96893e-05j 0.000805143+0.00984797j 0.0206127-0.0223386j -0.0267326-0.0107738j 0.00281619+0.0265673j -0.0565182+0.0160067j -0.0166487+0.0259595j 0.0120879-0.00353715j 0.0178865+0.0187661j 0.0056281+0.0250947j -0.0183064+0.0302954j -0.0138722-0.0194207j -0.014652+0.00784061j -0.0232611-0.00912287j -0.0118385-0.00930488j 0.000298697+0.0178328j 0.00879101+0.0257051j -0.00329211-0.0211981j -0.00302063-0.0133501j 0.0226633-0.00693576j 0.0177652-0.0121411j 0.00277737-0.00636441j 0.0163129-0.0189286j -0.00592871+0.00424014j 0.0013091+0.00629944j -0.0136246-0.0125882j -0.00849578+0.00602808j 0.0130977+0.0086275j -0.00767521-0.00445075j -0.00412655+0.0216545j -0.00831444-0.0038685j -0.00386849-0.019528j -0.0123867+0.00322048j 0.0102+0.00404022j 0.00626301-0.0076183j 0.0124266-0.00360211j -0.00941928+0.000967443j 
-0.00258005+0.0165519j 0.0157444+0.0122168j 0.00147111+0.0047548j -0.0104882-0.0203j 0.0326527+0.00516057j -0.0142913+0.00791508j -0.0186244-0.0317882j -0.0002556+0.0107929j 0.0136677+0.0229529j -0.00341968+0.00477234j -0.00150886+0.000241892j -0.0136516-0.00317007j 0.00577147+0.00328673j 0.00308377-0.00337437j 0.000646098+0.00152637j -0.00192587-0.00224113j 0.000949437-0.00239945j 0.0035052+0.00539125j -0.00357328-0.00285924j 0.00394492-0.000823844j -0.00086783-0.0060419j 0.000712862-0.00198291j 6.03659e-05-0.000649262j -0.001492+0.000374871j -0.00541291+0.000482765j -0.00623081-0.00162659j 0.00418095-0.000287002j 0.00342708+0.00540569j -0.00480479-0.00523688j -0.0128845+0.00141379j -0.00551726+0.0015333j 0.00959076-0.00578224j -0.0101305+0.0163633j 0.00316191+0.00732527j -0.0206403-0.013026j -0.00691722+0.0118076j 0.00309309+0.00392327j -0.0143692-0.0140802j -0.00650085+0.00781103j 0.00586193+0.0218801j -0.000291589-0.0048387j -0.0034467-0.00433042j -0.00457375-0.00426971j 0.00507522-0.0137004j -0.00266372-0.0177831j 0.00429916+0.00998841j -0.00282782-0.000542611j 0.0039-0.00426511j -0.00257511-0.00202512j -0.0077099+0.00353291j 0.00228856+0.00493146j -0.00348718+0.00317j 0.00180236+0.00642372j -0.00562122+0.00377335j 0.00600987+0.00751055j 0.000596899-0.00409309j 0.00049207-0.00230552j 0.00318736+0.00293434j -0.0016037+0.00586811j -0.000914543+0.00263883j 0.00239594-0.00152645j 0.00656911+0.00180864j 0.00168664+0.00169242j -0.000970157-0.000587574j -0.00170294-0.00210159j -0.000703193+0.00242209j 0.0065041+0.00108657j 0.000833357-0.00314699j 0.00100579-0.00567033j 
0.0139027+0.00568935j -0.00756669-0.0200926j 0.000938584-0.0112486j 0.0186889-0.00149758j -0.00482568+0.00820336j -0.00934591+0.00980558j -0.00122377-0.0127432j -0.0145957-0.0194941j -0.018498+0.00533115j -0.0206442-0.00759734j -0.00366769+0.00345184j -0.0030689+0.000770198j 0.000485966+0.010296j -0.00163953-0.000756147j 0.00145061-0.00159485j 0.00319986-0.000583225j 0.00169492+0.00510824j -0.000818151+0.0166205j -0.00139171-0.0046503j -0.00780962-0.000969351j 0.00556948+9.07485e-06j -0.0100007-0.0013749j -0.00182987+0.00542664j -0.00368349+0.00439518j 0.00672503-0.00938605j 0.000912599-0.00104933j -0.00516178+0.00236704j -0.000303631+0.00486609j 0.00607062+0.00222194j -0.00240385-0.000406672j 0.016552-0.0101849j 0.0146099+0.0159832j 0.0192182-0.0153255j 0.0168794+0.0163822j 0.0268848+0.0112124j -0.00901074-0.0108421j -0.00766062+0.0105822j 0.0102334+0.00604244j 5.9291e-05+0.00697455j -0.00891226-0.0120301j 0.0114152+0.0121685j -0.00755768+0.00216043j 0.00935798+0.0089434j -0.00179597+0.0139744j -0.0158899+0.0201302j -0.00339096-0.00802436j -0.000608516-0.00916486j 0.0121516+0.00204686j 0.0122245+0.00864761j -0.00917698-0.0100733j -0.0199045-0.00456735j 0.0104775-0.00464104j -0.00799621+0.0018555j -0.00124889+0.00304144j -0.00253736+0.00321955j 0.00491606+0.00300543j 0.00534192+0.00168769j -0.0102081-0.00685792j -0.00588263+0.0137453j 0.00342161+0.00496995j 0.00392559+0.00761765j 0.00764973-0.000844948j -0.00155338-0.00087787j 0.00679253-0.00569329j -0.00176468+0.00815491j 0.00179539-0.00530739j -0.000297475-0.00568727j -0.00137333+0.00615579j -0.004083-0.00119854j 
-0.0142964+0.0174988j -0.012411+0.00410993j 0.00655611-0.00407154j -0.0177465+0.00813744j -0.0063182+0.00243746j -0.00776101-0.00986903j 0.00259236-0.000478267j -0.00105375-0.00809758j -0.00355851-0.00587261j -0.00566633-0.00657985j 0.000901475+0.0034739j -0.000138855-0.00258739j 0.00182322+0.0102057j 0.00468636-0.00441402j 0.00194018-0.00509551j -0.00191291+0.00170833j -0.000656928+0.00681091j -7.32097e-05+0.00492005j 0.00134755-7.48263e-05j -0.00287032-0.00225408j 0.000283158-0.00131098j 0.00142875-0.00533376j -0.000206245+0.00757797j -0.00219087+0.00305017j 0.00392449-0.00525275j -0.000478388+0.00475263j -0.00174206+0.00388445j -0.00367352+0.00065406j -0.00295492+2.28739e-05j -0.00467297+0.00943331j -0.0115069+0.0105051j 0.0268139-0.00269495j -0.0629312+0.00874843j -0.0111871+0.00296695j 0.0015278-0.0472205j 0.00415615-0.00964563j 0.00460242+0.0171605j -0.0192573+0.00415603j -0.0168015+0.0241424j -0.00785591+0.0194138j -0.0155544+0.0141695j 0.0436166-0.0184257j -0.0489722-0.0437766j -0.00564062-0.00855924j 0.0327624-0.037052j 0.000640422+0.00869413j -0.0186338-0.00214721j 2.93716e-05+0.00622348j -0.0127166+0.00876318j 0.0176382-0.0153623j 0.0232898-0.00664867j -0.0174681+0.00755096j 0.01466+0.00400691j 0.00250264+0.0119391j 0.0135208-0.0246203j 0.00479452-0.00971174j -0.00616618-0.00189433j 0.00976358-0.0100117j 0.00526627-0.00462717j 0.0159204+0.00621219j 0.00860405-0.0145993j -0.00713197+0.0150207j -0.00320844-0.0029944j -0.00204126+0.00263236j 0.00405128+0.00312697j -0.000505247-0.00596027j 0.00257774+0.0112058j 0.0177785+0.00222298j -0.00218042-0.00878447j 
-0.0113189+0.0112395j 0.00587867-0.0153969j -0.012636-0.00303351j -0.0101445-0.0134834j 0.00849502-0.00699776j 0.00190698-0.00253421j -0.0017858-0.00450283j -0.0016439+0.00804295j 0.000424955-0.00451431j 0.00645501+0.00467109j 0.000135223+0.00794311j 0.00197001-0.00312265j -0.0032673+0.00522711j 0.00613102+0.00145998j -0.00166149+0.00547379j 0.00215688-0.00404684j -0.00931338+0.000844882j -0.00377888-0.000341467j -0.00247783+0.000980285j 0.00320463+0.00107945j -0.00113841+0.00538761j 0.0033329+0.00230569j -0.00337881-0.00308658j 0.00349133-0.000450144j 0.00436086+0.00107348j -0.00588657-0.00292253j 0.000187361-0.000373832j 0.0031311+0.00615058j -0.00890865-0.0016176j -0.0151323+0.0167001j -0.00853635-0.00829543j -0.0248867-0.0126282j -0.0324829-0.0216913j -0.0184573+0.04288j 0.018455-0.0187269j -0.00692357+0.0357967j 0.0130034+0.00645973j -0.0202002+0.00987269j -0.0106286-0.00418321j -0.00728498+0.0149391j -0.0190993+0.00715192j 0.0233184+0.0112889j 0.0621423-0.0321687j -0.0120149+0.00310728j 0.0377301+0.0405027j 0.0219817+0.00123766j -0.00877046-0.0301403j 0.00776847+0.0145527j 0.0103099+0.0143253j 0.0197613+0.00347763j -0.00713128+0.00754095j 0.0137029-0.0176327j 0.007899+0.0145188j -0.0148462+0.0142044j 0.0125636+0.011241j 0.0187723+0.0043142j -0.00993201+0.00296885j 0.00917102-0.00524717j -0.00454482+0.00893666j 0.00574295+0.0135291j 0.00865243+0.00356744j -0.0214858-0.0160657j 0.0086535+0.000132221j -0.00986633-0.00607564j -0.0088313+0.00353674j 0.00340102-0.0125349j -0.00653886-0.0155859j 0.00670692+0.00305605j 0.0135198-0.00183841j 
0.0242978-0.0106019j -0.0158285+0.00843909j 0.0125617+0.0276496j 0.0174438-0.0192319j -0.00637869-0.00418781j 0.0158461+0.00265631j 0.000372882+0.0146202j -0.000503499+0.00398745j 0.00351521+0.00812757j 0.00699413+0.0114558j 0.00835409-0.00333896j 0.0061656-0.0011735j -0.00150836-0.00336666j 0.00112641-0.00285977j -6.06217e-05+0.001078j -3.69432e-05-0.00344241j 0.00164741-0.00587799j 0.00300141+0.00250852j 0.00424681+0.000519436j 0.00471262+0.00238433j 0.00122899-0.0114725j -0.000155608+0.00333677j 0.010793+0.000125587j -0.00440861+0.00703104j 0.000901033+0.000652802j 0.00112161-0.00782098j 0.00887868+0.00186148j -0.0109019-0.00254719j 0.00587422-0.00763106j 0.0257378-0.0106785j -0.00368689+0.00909752j 0.0372172+0.0574519j 0.0593789-0.0706642j 0.0632462-0.023233j 0.0475475+0.0203171j 0.0368935-0.050685j 0.00118587+0.00604565j -0.00155972+0.0219074j 0.010671+0.0524815j 0.00495697+0.00782697j 0.00885172-0.00214982j 0.0146792-0.0106146j -0.0176672-0.029676j -0.0277748+0.026196j 0.0138905-0.00139915j 0.0110127+0.00133311j -0.015446-0.0164223j 0.00270479-0.00735028j 0.00669995-0.00254422j -0.0223092-0.0140873j -0.0217819+0.00620314j -0.00166006-0.00948841j -0.00689952-0.0030487j 0.0146979-0.00630946j -0.00325958-0.00137634j -0.0059393+0.00988488j 0.00290286-0.00322513j -0.0044179+0.0143792j 0.0161099+0.0131222j 0.0164157-0.0162224j -0.00131348+0.0229305j 0.0104135+0.0112671j -0.00206372+0.0135711j -0.0181339+0.00243312j 0.0098345+0.0213616j -0.00851767-0.0165547j -0.0036209-0.0014359j -0.00787207-0.000819246j -0.014184+0.0100809j 
0.00287538-0.0222962j -0.0407329+0.0144793j 0.0189046+0.0200514j -0.0083962-0.00830326j -0.00321491+0.00789891j 0.0314666-0.0279755j -0.0170551-0.0178363j -0.00420201-0.00840597j -0.00700174-0.00275513j 0.00686159+0.00706874j 0.0104212+0.00163517j 0.0036006-2.11428e-05j -0.00360247-0.00654558j -0.0056146-0.00259441j 0.00543053+0.00463191j 0.00290885-0.00116726j -0.000603726+0.00305264j -0.00280592-0.00699761j 0.0109191-0.00676944j -0.00033268-0.00194035j 0.00412798+0.00338821j 0.000203393-0.00475402j 0.00306401-0.00725888j -0.00154996+0.00380217j 0.00571892+0.00566536j 0.00273929-0.00802j 0.000319709+0.0021214j -0.00213111-0.00311274j 0.011092-0.00589182j 0.000948772-0.00231516j 0.0134801-0.0285169j -0.0126041-0.00538545j -0.00956058+0.00692364j -0.00700668+0.00715796j 0.00314329-0.0256486j 0.0011792+0.00365611j -0.00130349-0.00421492j 0.0202301-0.00517461j -0.0132063+0.0257952j 0.0149198+0.0025069j -0.0013676+0.00660195j 0.000738912-0.00235958j -0.00355341+0.00411157j -0.00243145+0.00519894j 0.00286732+0.00805934j -0.000395925-0.00789574j -0.000544754-4.53995e-05j -0.00365656+0.00490119j 7.90296e-05-0.000648764j 0.00550278+0.00511001j 0.00224316-0.00379404j -0.00233297-0.00241081j 0.00291101-0.00131176j 0.00277634-0.00454189j 0.000964714-0.00422566j -0.000501391+0.00118002j -0.00125224-0.0014875j 0.00170206+0.00464967j 0.003733-0.00117488j 0.00292232-0.00311844j -0.00064044+0.00455533j -0.00490054+0.00923311j -0.0026958+0.00227686j 9.63714e-05+5.28416e-05j -0.00140679+0.00309182j 0.00254221+0.00184474j -0.00961395+0.0035646j 0.00665+0.00720961j -0.00211369+0.00556886j 
-0.0362066+0.0177236j -0.00353758+0.0149038j -0.00708446-0.00895714j -0.0114073-0.021589j -0.00328044-0.027442j 0.0154987+0.0142257j 0.0303276-0.0188306j 0.00430308-0.0097197j 0.0107782+0.002161j -0.0105868-0.00251598j 0.00880403+0.0151966j 0.000224724-0.000510839j 0.00024699-0.00191869j 0.00363761-0.00637476j -0.00495171+0.00819466j 0.00109092+0.00096495j -0.000896887-0.000175377j 0.00248251-0.000521551j -0.00080286+0.00413949j -0.0061037-0.00106371j 0.00255365+0.00376312j 0.00539833-0.00132141j 0.000187304-0.00544213j 0.00300472-0.00252912j 0.00382689+0.00361883j -0.00166845-0.00143986j 0.00615215-0.00747629j -0.0113068+0.00416418j 0.000533817-0.00378362j 0.022643-0.0258873j 0.00757524-0.00655204j -0.00462446-0.00455979j -0.00446411+0.00483879j -0.0101062+0.00725586j 0.0122138-0.00317669j -0.00739858+0.0183996j 0.0141958-0.00412347j 0.00407283+0.0188864j -0.0258966-0.0078365j -0.0110403+0.00196907j -0.00205093+0.00255058j 0.000450536-0.00599334j -0.00244728-0.00235845j -0.00770199+0.00483111j -0.00618076-0.00651082j 0.00636543-0.0013716j -0.000581551-0.00200061j 0.00143345-0.00207158j 0.0027371-0.000625554j 0.00728628+0.00381118j 0.00162205+0.00545658j 0.00244854-0.00495883j 0.0050952+0.00229729j 0.0022791-0.00256489j 0.00458625+0.00640423j -0.0015627+0.00268751j -0.00114223+0.00282818j -0.000577202+0.00199367j 0.00465141-0.000666539j 0.00303323-0.0025059j -0.00134533+0.00216855j 0.000507974-0.00626533j -0.00357143+0.00541108j -0.0034965+0.00105911j -5.27634e-05+0.00372041j 0.0086577-0.00512363j 0.00283843-0.00114943j 2.58228e-05-0.00220178j 0.00653606+0.007862j 
0.0620483-0.0155517j 0.0254875-0.05528j -0.00823425+0.00990816j -0.0116039+0.00578065j 0.0128362-0.0105028j 0.0106816+0.00164444j -0.00276645+0.0108883j 0.00274137+0.00572692j 0.00206138+0.0145339j 0.0090454+0.00170397j -0.0099362-0.00514953j 0.00221156-0.0030026j -0.00133878-0.00203232j -0.00137915+0.00253476j -0.00121641-0.00158059j 0.00102366-0.00259068j 0.00328453-0.00687598j 0.00437669+0.00253075j 0.000334821+0.000753719j 0.00697162-0.000873192j -0.00221112-0.0104821j -0.00422454+0.00700515j 0.00974718-0.000861764j -0.00627891+0.00759664j -0.00472564+0.00108005j 0.00690793-0.0076823j 0.0016056+0.00459953j 0.00313695-0.0110536j 0.0129937-0.00042046j 0.0743663+0.000600314j 0.0347545-0.0821749j -0.0329093+0.0354427j -0.0522365+0.0380506j -0.0408119+0.0333241j 0.0367997-0.0169863j -0.0181992-0.0100567j 0.0274814-0.00378858j 0.0496011-0.0455121j 0.0151279+0.0311894j -0.0103502-0.035685j -0.048263+0.0294857j 0.00841676-0.00699137j -0.00559349+0.00405472j -0.00150373+0.0259858j -0.0101349+0.0107039j 0.00556807-0.0263871j -0.0185329+0.00582354j -0.00686545+0.00447953j 0.000552617+0.00324186j 0.00146303-0.0203468j -0.00310232+0.00407071j 0.00330608-0.00437078j 0.007345-0.0137935j 0.0102719-0.00943114j 0.00876073-0.0157539j -0.00364916+0.00746611j 0.00189266+0.00328243j -0.00468992+0.000840402j 0.0188778-0.00518021j 0.000776494-0.0107117j 0.000458735+0.0206188j -7.33508e-05-0.00146013j 0.00119932+0.00141211j -0.0146733+0.0142134j 0.0125434+0.0028123j -0.0118674-0.00229262j 0.0010542-0.0155671j -0.0210516+0.0102136j 0.00871116+0.009404j 
0.022631-0.0617152j -0.0659741+0.0211363j -0.0208929-0.0107919j 0.000252857-0.00653359j 0.0276799+0.00428182j -0.0216922-0.00348157j -9.30749e-05-0.0167455j 0.00525634+0.00464454j -0.016694-0.00550672j 0.000561094-0.000548988j 0.00649122-0.00697238j 0.00218391+0.00324745j 0.00312376+0.0105954j 0.000896932-0.000756696j -0.00396723-0.00360329j 0.00129922+0.0013457j -0.00292179+0.0116001j -0.000979953-0.000866189j 0.000103641-0.00877133j -0.0035786+0.00460801j 0.00229913+0.00605244j -0.00311972-0.00161281j 0.00229123-0.000957081j 0.00355769-0.00230651j 0.00151618-0.00488476j 0.00202831-0.00106115j 0.00525363-0.00104792j -0.0161989-0.0037468j 0.00663312-0.0115429j 0.050457-0.0905272j -0.0879658-0.000297524j -0.0441473-0.0210637j 0.00643611-0.0425581j -0.0741772-0.0140318j -0.0269427-0.0217378j -0.00207701+0.0230507j 0.0457104-0.00392066j 0.0395855+0.0297003j -0.0498157-0.00916782j 0.0314569-0.0119257j -0.0179213-0.0575257j 0.00460331+0.00703647j 0.00141615+0.00833023j -0.0203449-0.00162459j -0.00388366-0.0334176j 0.0120952+0.00780304j -0.00713031-0.0160803j 0.00678376-0.0126596j 0.00543694+0.00496669j 0.018601-0.00609549j 0.00106402-9.51349e-05j 0.00256901+0.00712436j 0.0185739+0.00179521j 0.00533995+0.0137238j 0.00988454+0.00545913j 0.00144311-0.00438696j 0.00158009+0.00789592j -0.0106532-0.0124926j 0.000974175+0.025174j 0.00169457-0.00188589j -0.0248873-0.00583522j -0.0101122+0.00266247j -0.00445001-0.0142029j -0.00358899-0.0122052j -0.010013+0.0154091j 0.00476892+0.0059469j 0.00109085+0.00423074j -0.0132982-0.0099887j -0.0261119+0.0082518j 
0.0837496-0.0551801j 0.0290565-0.0490096j 0.00731404-0.00885586j 0.0282893+0.0202516j 0.0050302+0.00309028j 0.0244454-0.0106314j -0.0152582-0.00686768j -0.0170526+0.0115093j -0.00358889-0.00780732j 0.0131318-0.00728974j -0.00841946-0.0117495j 0.00236895+0.00399582j -0.00992849+0.00723259j -0.00608054+0.00683217j 0.00384578-0.00973083j 0.00168136+0.000954972j 0.00254597+0.0101132j 0.00176069-0.00460851j 0.00457475-0.0124461j 0.00358181-0.0030243j -0.00144509+0.00788895j -0.00807343-0.00368992j 0.00908932-0.00216173j -0.00537415-0.00131836j -0.00355442+0.00103459j 0.011301-0.00132705j -0.000823718+0.00226583j -0.000671109-0.0219799j 0.0247712-0.00397435j 0.0557376-0.0429934j 0.0716227-0.0812662j -0.00711888-0.00797574j 0.057681+0.0447995j 0.0174831+0.0272694j 0.0692039-0.00646161j 0.0232165+0.0581753j -0.0387318-0.021342j 0.0109268-0.0157133j 0.0633775-0.0144725j 0.00887534-0.0258809j -0.00435015-0.0553511j 0.00627926+0.0109104j 0.0183428-0.00962759j 0.00162696-0.0100826j 0.00556966-0.0147219j -0.0175547+0.00858048j -0.00260038-0.021758j -0.0130509+0.0111909j -0.00991911+0.0108935j -0.00477956-0.0159475j 0.00709044-0.00795327j -0.0046263+0.0157581j -0.00411104+0.00530892j 0.00616474+0.0159901j -0.0107456-0.00805613j -0.00285843+0.000661894j 0.00654398+0.0047611j -0.0043762-0.0313064j 0.0097727+0.0107864j -0.00867953-0.00144079j -0.0212506-0.0138869j 0.00748384-0.00636517j -0.00888167-0.0286882j -0.0125618-0.0033813j 0.00330115-0.00229093j -0.00281568+0.0255284j 0.0207161-0.00633553j -0.0387381+0.00123507j -0.0176347+0.0126622j 
0.0273516-0.0538347j -0.0823461+0.0588923j 0.0320276+0.0270443j 0.000730574+0.00796216j 0.0118246-9.24701e-05j 0.0182202+0.0099287j 0.0153326-0.00506806j -0.0112327-0.0211058j 0.00459414+0.0064289j 0.0135659+0.00801734j 0.0197567+0.00269101j 0.00183887-0.00163623j -0.0130347-0.0105026j -0.00467042-0.00277816j 0.00383674+0.00392588j 0.00179623-0.0018588j -0.0114426+0.000996682j -0.000119544-0.004139j 0.0149743-0.00432092j -0.00381999-0.000962811j -0.00531205+0.00101304j 0.00616095-0.00473275j 0.00460137-0.00248064j 0.00834613-0.000393014j 0.00677665+0.000871959j -0.007043-0.000573245j 0.0123159-0.00323891j -0.0249261+0.00362887j -0.00025071-0.0190245j 0.0645187-0.0900607j -0.0560514+0.0547146j 0.0607122+0.0486882j 0.0219496+0.00465653j -0.047085+0.00322626j 0.0376583+0.0619935j -0.0426803-0.00823838j 0.00815461-0.0514147j 0.0194098+0.00130872j 0.0120404+0.0574879j 0.043508+0.0281189j 0.0345088+0.0072028j 0.00208151-0.000813066j 0.0119425+0.0192846j 0.0135371-0.00808827j 0.0209629+0.017086j -0.00422669-0.0118324j 0.0224085-0.00227886j -0.0186195-0.000200879j -0.0069741-0.00254823j 0.00308713+0.0124015j -0.0044624-0.0054818j -0.0153108-0.000739464j -0.0190527+0.00434446j -0.00805292+0.0045615j -0.000892937-0.0127588j -0.00463312-0.00680145j -0.0100269-0.0048713j 0.0397873+0.00172893j -0.0057702+0.00661505j 0.00252814+0.000418561j 0.00211466-0.0112355j 0.0105641+0.0251166j 0.018797-0.00442191j -0.00841295-0.014928j 0.00129995+0.00201277j -0.0146563+0.0151064j -0.00388524+0.0315497j 0.016794-0.0141383j -0.0360616+0.00655101j 
