0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
0.00652197-0.00600072j -0.00038793-0.0104205j 0.00125234-0.00119342j 0.006612+0.00400426j 0.00527269+0.009405j -0.00508099-0.00332054j -0.00367156-0.0143872j -4.07796e-05+0.00470416j 0.000384414-0.0161193j -0.00161052-0.0069444j 0.00574474-0.00146687j -0.000976983+0.00471032j 5.99046e-05+0.00720058j -0.000976467-9.60489e-05j 0.00469003-0.00104254j -0.00139987+0.00246527j -0.010924+0.00786402j -0.00263322-0.0124476j 0.00414883-0.00427547j -0.00384213-0.00771968j 0.00116486+0.0149421j 0.0102914-0.0131706j 0.00884456+0.0111645j 0.00914945-0.00612406j 0.00884764-0.000410245j -0.000170698+0.00114797j -0.0170111+0.0250229j 0.0230189+0.0185575j -0.0132954+0.003238j 7.52782e-05+0.0155942j 0.0256691-0.0342285j -0.016125-0.00566638j 0.00209213-0.00928724j -0.0110188+0.00785293j -0.0461352-0.0138885j -0.00407786+0.0105248j 0.00527166-0.00351808j -0.00711296+0.00876624j -0.0128672-0.0327564j -0.0123097+0.00256022j 0.000657875-0.0291587j 0.00799426+0.00805956j -0.00747051-0.00824701j -0.00561281+0.0177765j -0.00206277-0.0185753j -0.00500849-0.00852778j 0.00138098-0.00920364j 0.00179177+0.0392574j 0.00267354+0.0290691j -0.057044-0.00805364j 0.0107736-0.0211165j 0.0169589+0.00153981j 0.0326369+0.00161685j 0.020782-0.0124392j 0.0299091-0.00650695j 0.00669328+0.0166389j -0.0118073-0.026296j -0.0104024+0.0343753j -0.063764+0.0316802j -0.0717044+0.0484935j -0.00644257-0.00591974j 0.0447845+0.0275235j -0.00152908+0.0175029j -0.0316671-0.0148655j 0.0316973+0.0138998j 0.0223034+0.0230982j -0.00716673+0.0276873j -0.0130266+0.0316143j -0.0196384+0.00657892j 
-0.0228148+0.0288175j -0.00130085+0.0126192j -0.00808923+0.0063535j 0.00135707-0.00233594j 0.00471183+0.00344592j -0.00204774+0.00379368j 0.00101883+0.00621594j 0.00317039-0.00053147j -0.00280948+0.0055667j -0.0024149+0.0106884j 0.00375426+0.000374263j 0.00592624-0.00440128j -0.00728421-0.00568232j -0.000958496-0.000895851j -0.00145644-0.000125926j 0.00332472-0.00043723j 0.00151806-0.00608006j -0.0072052+0.00477917j -0.00218777+0.0079387j -0.0132768+0.00801758j 0.0126015-0.0148366j -0.0200556-0.00464728j 0.0149699-4.08173e-05j -0.00279239-0.000391585j 0.00943648-0.00804548j 0.00088827-0.00412645j 0.0170141+0.0107023j -0.0154363+0.0120219j -0.0312461-0.0250864j -0.0553396+0.0488599j -0.00557887+0.0517689j -0.0214327+0.000531156j -0.0211898+0.00129304j -0.00590563-0.018555j 0.0351202+0.0133358j -0.010833-0.0101441j 0.0683953+0.0176746j 0.00131936-0.0214359j 0.00775664+0.00910068j -0.0064366+0.0843833j -0.0042092+0.0351815j 0.0217101-0.000838794j 0.00741176+0.020702j -0.019463+0.050065j 0.02432+0.0658588j -0.0118315-0.0473499j 0.0144021+0.0162033j 0.0355987-0.00617095j 0.0152247-0.00190092j -0.0314271+0.00457683j -0.0488228-0.0296691j 0.0150381-0.0368824j 0.0131397-0.0417955j 0.029085-0.0584218j -0.0420855+0.00329304j -0.0102766+0.0210458j -0.0282055+0.04783j -0.00855444+0.0411048j 0.00718037+0.0209383j 0.0829857+0.033854j -0.0165444-0.0118173j -0.0194382-0.0508256j 0.0163769+0.0201157j -0.037405+0.0111434j -0.015773-0.038668j 0.0114601+0.0118793j -0.0179066+0.00835542j -0.0227186-0.0196282j 0.0358679-0.0235943j 
0.0226059-0.0140452j 0.00194457-0.00437912j 0.00826923+0.0108911j 0.00227321+0.00399978j -0.0133628-0.00333927j 0.0207493+0.00053761j -0.00237169+0.0119153j -0.00670994-0.00939682j 0.00245136+0.00998495j 0.00497729-0.00363181j -0.00155362-0.00268005j 0.00182785-0.00793376j -0.00235711+0.00286627j -0.00355867+0.000683522j 0.00659911-0.00632933j -0.00253792+0.00555888j 0.0071603-0.00161477j 0.000394642+0.00102689j 0.00615831+0.0048532j 0.00648252+0.00765133j -0.00152151-0.0125736j -0.00222043+0.0262226j 0.0055876+0.00410442j -0.00872999+0.0040382j 0.00570667+0.000140457j 0.00919927-0.00266188j 0.00326948+0.0017502j -0.00102482-0.00803012j 0.0125574+0.00393699j -0.00485612-0.0163137j 0.00410767+0.00970706j -0.0194265+0.0153776j -0.00758234+0.0356393j 0.047222-0.0317878j 0.0653961+0.0220402j 0.0260573-0.025049j 0.0139686+0.00905075j 0.0107205-0.0369853j 0.0319679+0.0128402j 0.024443-0.00248009j -0.013247+0.0255828j -0.00186969-0.00220419j 0.0199342+0.00236971j 0.0144539+0.0111343j -0.00447505-0.00229113j -0.0266366-0.00960487j -0.0202015+0.0165513j 0.00213623-0.00602441j -0.0229524-0.0301957j -0.0153618+0.0129463j -0.0096428-0.00962366j -0.0154932+0.0132774j 0.0179778+0.00678877j 0.0320906+0.000136691j 0.051129+0.0223304j -0.0342451+0.0743882j 0.0539995-0.0354185j 0.0290381+0.0137461j 0.0145954+0.00415976j -0.000796725-0.0369827j 0.00270447-0.00423262j 0.0026068+0.0120903j 0.00576311+0.0205269j -0.0561131+0.0241804j -0.00625025-0.00303193j 0.040706+0.0628389j -0.0421124+0.0346921j 0.00192855-0.0186353j 0.0175639-0.00340636j 
0.0080186+0.00191196j 0.0184408-0.0259188j -0.0146103-0.00400135j 0.00416221-0.00542355j 0.00438291+0.000167004j 0.0025666-0.00898293j -0.00360452-0.00206269j 0.0144157+0.00632779j -0.00480534-0.0018578j 0.00453627-0.0039456j -0.00404975-0.000340992j 0.00039815+0.00529225j 0.00164443+0.00411574j 0.00774265-0.000853484j -0.0010277+0.00358271j -0.00854742+0.000442479j 0.00419368+0.0045279j -0.00275859+0.00793524j -0.00847289-0.00107348j -0.00178599-0.0125991j 0.00794077+0.000479865j -0.000628498-0.0122158j 0.00807361+0.00328896j -0.00656669+0.00313195j -0.0140748-0.00078839j 0.0142321-0.00540577j -0.00882606+0.0127802j -0.00261277+0.00900889j -3.31609e-06+0.00620406j 0.0216362+0.00335325j 0.0193199-0.0320312j -0.0167096+0.00414162j 0.0106288-0.00908894j -0.00148006+0.00487679j 0.0143841-0.016101j 0.00894677-0.0105557j 0.015463+0.0214437j 0.000242941-0.0220844j -0.00510308-0.00345952j -0.00870783-0.0243726j -0.0184596-0.0172429j 0.0130176+0.00164014j -0.0199009-0.0128571j -0.0152362-0.0264354j 0.0057578-0.0298921j -0.0101293+0.0156605j -0.0136432-0.00776519j 0.00443387-0.0195866j -0.0122521-0.0228366j -0.00524821-0.0144507j 0.0053153-0.0219506j -0.00778244+0.0435377j -0.00187924+0.00637211j -0.0212632-0.0182159j -0.0123747-0.0203983j -0.0666707+0.0494955j 0.0630077+0.0242272j -0.0120522+0.0256025j 0.015706+0.00936169j -0.00369986+0.0395557j -0.00482694-0.0124371j 0.0125956-0.00895326j -0.0135363-0.0249495j -0.0126032+0.00345646j -0.0126823+0.0116557j -0.0138857-0.00304838j -0.00267349-0.00243186j -0.0225779-0.00802091j 0.00392325-0.0153768j 
-0.0269613+0.0321111j 0.0168137-0.00316363j -0.0075729-0.000626342j -0.00896477-0.000915003j -0.00185416+0.00778921j -0.0194187-0.00182919j -0.00427988+0.000230884j 0.00609725-0.00144382j -0.00181649-0.00084745j -0.00661665-0.00431801j -0.00286909+0.00147755j -0.00581916+0.00299396j 0.0101174-0.00556202j 0.00118384-0.00419506j -0.00464964+0.00025643j 0.0043206+0.00557048j 0.00851264-0.00735021j 0.00111119+0.00832511j 0.000658554+0.000221337j -0.0026838-0.00871534j 0.00189222+0.000245541j 0.0115301-0.00909553j -0.00778067+0.000277614j -0.00095552-0.00703427j -0.00630367-0.00426611j -0.00621128+0.00178961j -0.0128762+0.00394155j 0.0106589+0.0139171j -0.0110978+0.00868817j -0.0218714+0.0315482j 0.00435285+0.00929113j -0.00229685-0.00923706j -0.0312939-0.00185843j 0.0164474+0.000894664j -0.0381158+0.0137251j -0.00637654-0.00912798j -0.00583005-0.00288375j 0.0133281+0.0317255j -0.0109219-0.0228776j -0.0296481-0.0106106j 0.0176829+0.0194097j -0.035313+0.00474621j 0.0208189-0.00356083j 0.0167977-0.0155192j -0.00940161+0.0158467j 0.0268606+0.00246777j -0.0153262+0.0548434j -0.011416-0.00387454j -0.0439851-0.0503374j -0.00508528-0.00612552j -0.00359725+0.0247226j 0.0448081-0.0392913j 0.0164695-0.0535469j -0.0151709-0.00213518j 0.0130489+0.0144603j 0.0344992+0.0258296j 0.0348259-0.0405998j -0.0144726-0.0168163j 0.00918061-0.0102501j -0.00592631+0.0214821j -0.0198918-0.0307134j -0.0124121-0.00823512j -0.0171197-0.00538357j 0.0108501+0.0157013j -1.83267e-05-0.0290691j -0.0401003-0.0113393j 0.00395445-0.0302889j 0.00224879-0.0215169j 0.0262898+0.00945297j 
0.00325363-0.00205239j 0.0109277-0.00826518j -0.000710679-0.0051983j 0.00680312+0.00728162j 0.00915023+0.00802655j -0.0115558-0.00609238j -0.00456701-0.0107601j 0.00487038-0.00121402j 0.00560577-0.00734498j -0.00147643-0.0140778j -0.00187798+0.00544147j -0.0013997+0.0134632j 0.00255702+0.00189212j 0.00050885+0.0018207j 0.00349395+0.00300169j -0.00329591-0.00197512j 0.000822715-0.00335776j 0.00218711+0.00676066j -0.0115182-0.0109663j 0.0137631-0.0221237j 0.00156052+0.0183652j 0.0130056-0.0117226j 0.00168933+0.0214569j -0.00798315-0.000997157j -0.00950032-0.0143964j 0.000881037-0.00934897j 0.00263085+0.000599032j -0.00286907+0.00895671j -0.00832413+0.0166543j 0.0097259-0.0170254j -0.0120972+0.0131571j 0.00982551+0.00469327j -0.000465949+0.0107557j 0.00867426-0.00966936j 0.0145584+0.00610113j 0.00532891-0.00367224j -0.0033827-0.0116457j 0.000360629-0.0114234j 0.0138786-0.00713405j 0.0224284+0.0104977j -0.00135369+0.0108564j 0.00620991-0.00166696j 0.0154129+0.00496591j -0.0025711+0.0156783j -0.00195863+0.00461423j -0.0123816-0.00921702j 0.00507569-0.00514423j 0.0144474+0.0133684j 0.0156708+0.00873363j -0.00735781+0.0143261j -0.00448121-0.000101249j -0.00294829-0.0116148j -0.00273779+0.0158464j 0.0301169+0.0169224j 0.0043525+0.0177588j 0.0197232-0.0105024j -0.0338315-0.0132243j 0.00640701-0.025578j -0.00264733+0.00189189j 0.00193079-0.0203766j 0.0221354-0.00103536j -0.0138753+0.010078j 0.0139452+0.00999638j 0.00313843-0.00333852j 0.0185168-0.0129105j 0.0193284+0.0113066j -0.014588+0.0227082j -0.00991758-0.00924468j 0.0028203-0.00520691j 
-0.00857501+0.00514802j -0.00218274+0.00868849j -0.00102106+0.00469685j -0.00269237+0.00191558j 0.00273044-0.00043568j 0.00523846+0.00547545j 0.00635257+0.00455257j 0.00307455+0.0017543j -0.000805091+0.0134844j 0.00435281+0.0120264j 0.000149652+0.00157674j -0.000335801-0.00355079j -0.00207412-0.00880396j 0.00188897-0.00145707j -0.00709151+0.00617779j 0.000528642-0.004378j 0.000425157-0.00221095j -0.0183317+0.0107113j -0.000104104+0.006156j -0.0144497+0.0035361j 0.0141365-0.0057191j -0.0012759-0.0144885j 0.0259949-0.025267j 0.00767534-0.00063315j -0.0233358+0.00789461j 0.00439315+0.00139491j -0.00763494+0.0258581j -0.0123853+0.0242039j -0.0163713-0.00955107j 0.00749815-0.0182545j 0.00429658+0.00575408j 0.00427276+0.00755171j 0.000517688+0.0131814j 0.00972912-0.013599j 0.0145625+0.00336896j 0.00320994+0.000492953j 0.00153486-0.00827277j -0.00340419-0.0105609j 0.011914-0.000468821j 0.0115002+0.0147745j -0.00181177+0.0061149j 0.00387613-0.00160699j 0.00998997+0.00422934j 0.000585207+0.0178425j -0.00346344+0.00399422j -0.00907807-0.00887382j 0.00297645-0.00951736j 0.0031114+0.00697491j 0.0162305+0.0168557j -0.00135984+0.00924187j -0.000760831-0.000871619j -0.00557051-0.00665346j 0.00844484+0.0188211j 0.0284875+0.0115413j 0.0224349+0.023913j 0.0108669-0.00629215j -0.0183851-0.00845126j 0.00254555-0.000765172j -0.0105534-0.00698586j 0.0247841-0.0240563j 0.00519404+0.0033473j 0.011374+0.0168468j 0.0167297+0.0180481j -0.00575465+0.00449294j -0.00885007-0.00178534j 0.0146744+0.0160659j 0.00113122+0.0240652j 0.0135291-0.00742495j 0.016595+0.017986j 
0.00142734-0.00439173j 0.0088208-0.013825j 0.00207173-0.0166822j 0.00454025-0.0050969j 0.00431139+0.000808105j -0.00850398-0.00644096j -0.00233191-0.000683399j -0.00324746+0.00358328j 0.00157808-0.00646427j -0.0126304-0.00541142j 0.00501018-0.00565739j -0.00204746-0.00408766j 0.00396435+0.00029017j 0.00587397+0.00484362j -0.00413643-0.0134557j 0.000993899+0.00934496j 0.0036531+0.00211922j -0.00767545+0.0182276j 0.00232732+0.00229398j 0.00584738-0.00140622j 0.00948172-0.00401327j 0.0113176+0.00391311j 0.00831378-0.0126594j -0.0138146-0.00293759j 0.0075889+0.018143j 0.00369661+0.0240737j -0.0214217-0.00176651j 0.00398548-0.00282887j 0.000297053+0.00873476j 0.0110617-0.00273412j 0.00242399-0.0195176j -0.00710506-0.0162652j 0.017883+0.00192011j -0.00517809-0.00836728j 0.00591903+0.00769801j 0.0131781-0.018412j -0.000858334-0.000425143j 0.00647549-0.0158162j -0.0125239-0.0163878j 0.01471-0.00374432j -0.00814425+0.00130414j 0.0132273-0.00825606j -0.00167842+0.00223473j -0.0421164-0.00459032j 0.00819524-0.0166493j 0.0104291+0.0175358j -0.0184648-0.0198394j 0.025279+0.010929j -0.00816246-0.0222702j -0.0154222-0.00717656j 0.00737643-0.0184868j 0.0177645+9.80404e-05j -0.0215495+0.00634272j 0.015682-0.0195291j -0.0207589-0.0352811j -0.0173546-0.0114332j -0.0200848-0.0256177j -0.0217616-0.0112992j -0.00473826+0.0199655j -0.0317421-0.00659152j -0.00998409-0.0363722j 0.00480635-0.0198332j 0.01978-0.00786105j -0.0125828+0.00530545j -0.0106649-0.0189681j -0.0226695+0.0113145j -0.022009-0.0189936j -0.00628782+0.00161198j -0.0146171-0.00105176j 
-0.00238754-0.00244421j 0.00378837-0.00414636j 0.0104061-0.00648316j -0.00236193+0.00256494j -8.4593e-05+0.00110547j -0.01292-0.000677601j -0.00234948-0.00669157j -0.00675139-0.00383641j 0.0109146-0.00798257j -0.00904149-0.0065282j 0.000496616+0.00492299j -0.00125025+0.00407524j 0.000670921+0.000156481j 0.00207758+0.00159564j -0.000905753-0.00960111j 0.012243+0.0076481j 0.00333304-0.00848317j -0.0131362+0.0123135j 0.00565967-0.00651612j 0.00678538+0.00112528j -0.0106939-0.00140661j 0.0209936-0.0017357j 0.00420873-0.00437429j -0.00967692-0.00549407j -0.00347228+0.00014491j -0.00677397+0.0113912j -0.0184464+0.00164349j 0.012752+0.00644373j -0.00817271+0.024854j -0.00265572-0.0077675j -0.00744328+0.0141004j 0.000934016+0.00241087j -0.00946336+0.00195662j 0.0103059+0.00575132j 0.00262266+0.00236789j -0.00323845+0.0116399j 0.00243932-0.00650862j -0.0152942+0.0110997j 0.00634044+0.00925913j -0.00662663+0.00345492j 0.010172-0.0121223j 0.00221781+0.0061583j -0.0192674-0.00110986j 0.0176233+0.0036123j -0.00557457+0.00391609j -0.000848164-0.00263922j 0.0242354+0.014333j -0.0223501+0.00935946j 0.00153351+0.0237194j 0.00607036-0.000862873j -0.00906531+0.00858359j -0.0222855+0.0235107j 0.0119201+0.0092405j -0.0161934-0.0041595j -0.0126655+0.00388577j 0.00593224-0.00410601j -0.00367969+0.0315957j 0.00815089+0.00662231j -0.015194-0.0127777j 0.0108947+0.0155324j 0.025282+0.0218483j -0.014759+0.0132298j -0.0013676-0.00271271j -0.0106076-0.00110878j -0.0101563+0.00543641j 0.00517539-0.0109431j 0.00741627+0.0085417j -0.00368906-0.00512805j 0.0104241+8.67066e-05j 
0.0069388-0.0189619j -0.0092821+0.0100061j 0.00295221-0.00277759j 0.0109163-0.00187336j 0.0148863-0.00586987j 0.00732752+0.00396643j 0.00893872-0.00197894j -0.00599697-0.000772206j 0.00899368+0.0081043j 0.00319508+0.012036j 0.000896062+0.000501446j 0.00603577+0.00624227j -0.0127759-0.00532455j 0.00391964+0.00818j -0.00612919+0.0036761j 0.00330963-0.00783534j 0.000374417-0.00495685j 0.00494084-0.0121284j 0.00562099-0.0103821j -0.0048556-0.00668382j 0.00872062+0.0061596j 0.00457305-0.00937219j -0.00851498+0.00126102j 0.010789-0.0197051j -0.00249935-0.00874603j -0.0130723-0.00996661j 0.00947616-0.0034276j 0.0112187+0.0211176j -0.016858+0.00443853j 0.00120527-0.0171623j -0.000673167+0.0016143j -0.000551354-0.00633481j 0.00347312+0.00663194j 0.00421446+0.00188651j 0.0040643+0.0143733j -0.00342659+0.0105913j -0.00352712-0.0105236j -0.00120505+0.0129496j 0.0260675+0.0192642j 0.0019377+0.0178263j 0.0122876+0.0054841j 0.00415296-0.0101349j -0.00680344-0.00159859j 0.00128862+0.000989445j 0.00751527-0.000749403j 0.0128786+0.0144501j -0.00784754-0.0114797j -0.0038966-0.0146396j -0.0361625+0.0153322j 0.00242409+0.0131116j 0.00862593+0.020773j 0.00548243-0.00805022j -0.013792+0.00396541j -0.0269045-0.0334272j 0.00764728-0.0157773j -0.0100684-0.00563913j -0.00603538-0.00138472j -0.0175004+0.00653087j 0.00768286+0.011425j -0.0264138-0.00369424j -0.0101901-0.0153325j 0.00863009-0.00624855j -0.0110167-0.0122424j -0.00287538-0.0103365j -0.0129274+0.00410412j -3.45335e-05+0.00327403j -0.00803235+0.0104428j 0.00314315-0.00731004j 0.0125149+0.00336912j 
-0.00189954+0.000780226j 0.00207881-0.00328751j 0.00143996-0.00601325j 0.00426735-0.000857751j -0.00328155+0.00212135j 0.0100507-0.00279563j -0.00225992+0.00355401j 0.00844425+0.00698856j -0.00499542+0.00409039j -0.000533672+0.000281064j 0.00447091-0.00419452j -0.0024343-0.0004666j -0.00194196-0.00284058j 0.000900972+0.00332384j 0.0077494-0.00863502j -0.00491526-0.000107324j 0.00390184+0.0172706j -0.00141881+0.0099737j -0.00979733+0.0109032j 0.00031676+0.00230314j 0.0104508+0.00930796j -1.43619e-06-0.00497502j 0.0113675-0.0108213j 0.0100226-0.00120726j -0.0020538+0.000824962j -0.00320537+0.0163503j -0.00218449+0.0124987j -0.018113+0.00947566j -0.0157722-0.0200894j -0.00822881+0.00909444j -0.00508815+0.00899566j 0.00533253-0.0113831j -0.000155397+0.0124953j 0.00449404-0.0146577j 0.00221937+0.00635454j 0.0045726-0.0117111j -0.00672696-0.0112042j 0.00194953-0.0074546j -0.024728-0.00714055j 0.00895273-0.000490019j 0.00374245-0.000399586j 0.00480699-0.00239243j -0.00858898+0.0031774j -0.0150075-0.000296821j -0.00201506+0.00525849j 0.00817452-0.00109784j 0.0176365+0.0172706j 0.00269634+0.0312784j 0.00626449-0.0169846j 0.0068263+0.00525721j -0.0249214-0.00829117j -0.0102907+0.00382056j 0.00367278+0.00388651j -0.000888264+0.00547789j -0.0151098-0.0144539j 0.0187425+0.0129711j -0.00275892+0.0021546j -0.00487992-0.010448j -0.0168274-0.00124256j -0.00703662-0.00356042j 0.0232514-0.0130166j -0.0224503-0.00984085j 0.00543934-0.00376274j -0.00432785+0.0129313j -0.0039759-0.0166802j -0.00323795+0.014955j -0.0117177-0.00368285j 0.0082932-0.00852699j -0.00337492+0.00501654j 
0.0143713-0.0122819j 0.00979399-0.0203655j -0.000210464-9.4358e-06j -0.000750759+0.00154529j -0.013283-0.00260743j 0.0125279+0.000248428j -0.00783826+0.00239713j 0.00302689+0.00780418j -0.00507747-0.00425876j 0.00690815-0.00422871j -0.00769289+0.00548899j -0.00802742+0.00848004j -0.000358963+0.0059516j -0.00334605+0.00772628j 0.00596851-0.0024629j -0.0104313+0.00338828j 0.00680931+0.0150276j -0.00416965+0.0110093j 0.00733192+0.0106138j 0.0134508-0.00415502j -0.00569483-0.00028803j 0.0011133+0.0124264j 0.0164004-0.0132641j 0.00140519+0.00441605j -0.00565483+0.00365973j 0.00161589+0.010523j -0.00902398+0.0118092j -0.0125769-0.000289333j -0.00151465+0.000455676j 0.00429301-0.00193464j 0.00625716+0.00359902j -0.00996665+0.00597879j -0.00292499-0.000791911j 0.006001+0.00982672j 0.000894561+0.0034516j -0.00483419+0.00787459j 0.00741364+0.0159858j -0.011622+0.00696967j 0.0392627+0.0136545j -0.0174348+0.00474555j -4.84184e-07-0.00477257j -0.0089834+0.00709232j -0.000124647-0.00573231j 0.0193355-0.0011058j 0.00446527+0.00778388j -0.00121664+0.00766311j -0.0137317-0.022678j -0.0249389-0.0365395j -0.0221405+0.0264141j -0.010786-0.0127811j 0.0333626+0.0209941j 0.00826788-0.00167401j -0.00816325-0.0226127j -0.0296365+0.0039408j 0.0175-0.0152249j 0.0234782-0.00345611j 0.0214605-0.00448542j -0.0121846+0.0111349j 0.0179096+0.00806262j -0.00341174+0.0083387j -0.0167428+0.0248531j 0.00779143+0.01051j -0.0142821+0.00454318j 0.00784145-0.000788939j -0.0193543-0.000919573j -0.000745914-0.0114481j 0.0109053+0.00508901j -0.00894314-0.00127541j 0.00280992+1.41011e-05j 
0.00334493+0.000639183j -0.00125991-0.00328062j 0.00254358-0.00357831j 0.0024158-0.00185969j 0.00687583-0.00142277j -0.00755712-0.00355468j 0.00183028-0.00104248j 0.000248303+0.00360317j 0.00818569+0.000300547j -0.00417509+0.0062917j -0.00175241-0.0031659j 0.00422191+0.00151425j -0.00834707-0.00150246j 0.00734305+0.00944125j -0.000107319-0.00516192j -0.00504189+0.00422809j 0.00350611+0.00407273j 0.00130383+0.00315322j 0.00433562+0.000931297j 0.00168999-0.0095496j 0.0107451-0.0107537j 0.00237776-0.00189393j 0.00742662+0.0020834j 0.00179917-0.0149759j 0.0117607+0.00444875j -0.00693936+0.0145148j -0.0168424+0.00460792j 0.0112326+0.0112721j -0.0119084+0.00603706j 0.0050909+0.0180674j 0.00219568-0.0148935j -0.00468809+0.0155427j -0.00506042-0.0103209j -0.00181279+0.00385327j -0.00928228-0.0220583j 0.0022835-0.00683476j 0.00726018+0.0100046j 4.51983e-05-0.00769941j -0.011112-0.00715123j -0.00893144-0.020314j -0.0159259-0.00992384j -0.00227536+0.0087469j 0.0140298+0.00447389j -0.000958316-0.00771031j -0.00731357+0.00611881j -0.00503706-0.011088j 0.00831123-0.0089359j 0.00147034+0.00132675j 0.0332089-0.000282222j -0.000528584-0.00766928j 0.0124767-0.016582j 0.0108141+0.011395j 0.00271892-0.0166736j 0.00855442+0.019038j 0.00956668+0.0182314j -0.0125831+0.0235603j 0.0249183+0.000966241j 0.0136118+0.00181875j 0.0105432-0.0133548j 0.0314725+0.00790826j -0.0128712+0.0189291j 0.00689177+0.00600734j -0.00208575+0.00469373j 0.00704222+0.0127404j 0.012933+0.00834922j -0.0093414-0.00967331j 0.010242-0.00198039j -0.00260925+0.00227275j -0.00458963-0.00820613j 
-0.0116601+0.0233994j 0.00813932-0.000764118j -0.0148669+0.000529313j -0.00347121-0.00360383j 0.00429533-0.000449934j -0.00636184+0.00186008j 0.00160831-0.00585277j 0.00414401+0.00264087j -0.00351734-0.00305549j -0.00940947+0.00252719j -0.00129623-0.00511615j -0.00147057-0.000584002j 0.0123703-0.00636388j 0.013588+0.00517249j 0.00449738+0.0158003j -0.00504718+0.0175546j 0.0015144-0.000125429j 0.0122473-0.00650462j 0.00201248+0.00236626j 0.00283417-0.0186364j 0.0107455-0.00845474j -0.000130186+0.0117433j -0.000440452-0.00889494j -0.0014343+0.00327744j 0.0209863+0.00991251j -0.00316109+0.00913691j 0.000162622-0.012826j -0.00254625-0.00360834j 0.00493291-0.00973571j -0.00473313+0.0218541j 0.00611845-0.0037466j -0.00239252-0.000874457j -0.00960921-0.00194347j -0.000288231-0.00202531j -0.00157019+0.0113359j -0.00106952+0.00180842j 0.00413351+0.000659969j -0.0220791+0.00525391j -0.0188969-0.0144673j -0.0163929+0.0176618j -0.00791087+0.00594694j 0.00180737-0.0106307j -0.0210765+0.00787986j -0.00933336-0.00958653j -0.0248166-0.00355648j -0.00443366-0.0166007j 2.99158e-05+0.00827996j 0.0188849-0.0152681j 0.0244375+0.00161163j -0.00488555-0.00180395j 0.00233429+0.00968247j 0.0357693+0.0021486j 0.0266416+0.0115464j -0.00609609+0.0113812j -0.0267606+0.013931j 0.0206164+0.0110431j -0.0156257-0.00513491j 0.00432045-0.00962389j -0.00148029-0.018495j -0.00426438+0.00271103j 0.0148005+0.0233404j -0.00360755-0.0110754j 0.0184857-0.00310399j -0.00137443-0.00130089j 0.0076459-0.00432295j 0.000155589+0.00126241j 0.00302794-0.00575531j -0.00109969-0.000717285j 0.00115892-0.0024138j 
