0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
0.0476104-0.0441948j -0.0162935+0.0441293j -0.0234082+0.00837116j -0.0186568-0.0257541j 0.0123505-0.0162694j -0.0111159+0.00169548j 0.0134792-0.00695519j 0.000387216+0.0163329j -0.0155842-0.00834338j -0.0449083+0.00285245j 0.00648319-0.00988838j 0.021569-0.00605382j 0.0225765-0.0115428j -0.0520288-0.0132933j 0.02727-0.0348588j 0.0691351+0.0326655j 0.0491326+0.0422014j -0.034878+0.0144452j 0.0209256+0.0565632j 0.0179743+0.00881393j 0.00483191+0.0332195j -0.0196674-0.0200588j 0.0380076+0.00282471j 0.0330771+0.0252351j -0.0346414+0.0388064j 0.0481581+0.0216071j 0.0546519+0.0165979j 0.0382024+0.0323488j -0.0242296+0.00631779j 0.0407862+0.0659293j 0.0558797-0.00038457j 0.026575+0.0563958j 0.0500305-0.0130304j -0.0213762+0.00938657j -0.0153182-0.0383006j 0.0358703-0.00231225j -0.00921529+0.0343691j -0.0205686+0.00738126j -0.0349225+0.00468959j 0.028895-0.0385144j -0.0418568+0.0272773j -0.0194084-0.0265621j -0.0635576+0.040181j 0.0520803-0.0476371j -0.0483485+0.067824j 0.0035601+0.00700828j 0.0378018-0.0634088j 0.0506139+0.0211552j 0.00184783+0.00925065j 0.0443023+0.0141741j -0.0128864+0.00122745j 0.028066-0.0421813j 0.0118235+0.00963961j 0.00968442+0.00839713j -0.0284868-0.067155j -0.0260376+0.0477655j 0.0710707+0.0203977j 0.0228822+0.00425222j -0.0296477-0.00338352j -0.0175828+0.0602019j 0.0198402-0.00406252j -0.0139967-0.0206411j 0.021038-0.0507147j 0.0238817-0.0335527j -0.0186681-0.0635383j 0.0254838-0.049374j -0.0011347+0.0595748j 0.00953803+0.0118122j 0.0393028-0.000649359j -0.0139771-0.0337394j -0.0541087-0.00365741j 0.012217+0.0107728j 0.00373029-0.0377774j -0.0280463-0.0753368j 0.0356035-0.00588246j -0.0384455-0.0408954j -0.0342519-0.0395209j -0.00334384+0.0205911j 0.00148819-0.0058129j -0.0181294-0.00133243j -0.0102012-0.0554869j 0.0350055-0.00147255j -0.0226347+0.0217289j 0.0264677+0.00510743j 0.0276403-0.0190674j 0.0101235+0.107348j 0.047197-0.0232299j 0.0514109+0.0351677j 0.00681497-0.0112482j -0.00741002+0.0167739j 0.0104536-0.00714009j 0.0161618+0.0241898j 
0.00612461+0.00620715j -0.0113634+0.018148j 0.00629646-0.00717277j 0.0115046-0.015987j 0.0319196-0.0320403j -0.0284775-0.00567179j 0.0247242+0.0488829j -0.0375138-0.00216806j -0.0243809+0.00275557j -0.00170898-0.0343775j -0.0120316-0.0104302j -0.0016884-0.0274779j 0.0383707+0.00480482j 0.00234618-0.0232966j -0.0124254+0.0108041j 0.0339649+0.0162635j 0.0437474+0.0133949j -0.00428041+0.0154721j 0.0268393+0.0538471j 0.0229078+0.0182326j 0.000769867+0.0204499j -0.000859667-0.0113985j -0.0133166+0.00753501j 0.0113228+0.0162016j -0.0340721+0.0348195j 0.0349227-0.0204233j 0.0174922+0.0363566j -0.0162865-0.0246854j -0.022203+0.0055975j 0.0616896+0.00976596j 0.0593844+0.0326391j 0.0164591-0.00592099j 0.0343442+0.0107051j -0.0482424-0.00297717j -0.0182817-0.00633662j 0.0465753+0.0128136j -0.0159624+0.00222072j -0.0186597+0.019352j -0.0135971-0.00848778j -0.00827852-0.00852655j -0.0415927+0.0147322j 0.00661762-0.00528704j -0.054447+0.012094j -0.0216111-0.0165909j -0.00508073+0.0321682j 0.00668772+0.00198633j -0.00206973-0.0255753j 0.012585+0.0248232j -0.0141711+0.0142083j 0.0316658+0.0122048j -0.0131135-0.00246425j 0.000571562-0.0148501j 0.0222584+0.0236181j 0.0298126+0.0349723j -0.0204127+0.00439065j -0.0163172-0.0125612j 0.0437902-0.000175166j 0.0190648-0.0141759j 0.00960761-0.0158426j 0.0292009+0.0197798j 0.0104935+0.0110813j -0.0171078-0.0408423j -0.00819603-0.0132739j -0.0103144-0.0612145j 0.0122957-0.0458426j 0.0370335-0.0533335j -0.00970297+0.0209525j 0.0152533-0.0307164j 0.0141624-0.0351109j -0.0051005+0.00785428j -0.032053-0.0257686j 0.0385598+0.0183066j 0.027341-0.0590632j -0.011897-0.0176561j 0.0157215+0.0111911j -0.0141605-0.0461215j -0.0525629-0.0313873j 0.0335848+0.0529893j -0.0149322-0.0839821j 0.0233847-0.0248994j -0.00704975-0.00155523j -0.00757137+0.0347633j 0.00168391+0.0473303j 0.0160451+0.0252908j 0.00798716+0.00491847j -0.00343053+0.0375896j 0.00228758+0.0113725j 0.015189+0.0188238j -0.0114716-0.00162401j 0.00177531-0.00089164j 0.00764001-0.00174421j 0.00658372-0.00313544j 
-0.0655447-0.0230838j 0.0911953-0.139529j -0.036683-0.00703149j 0.0518409+2.17761e-05j 0.0246875-0.00467228j 0.0146496-0.0257494j -0.0569465-0.0246235j -0.0221304-0.0473915j -0.00886719-0.0096716j 0.00110294-0.0797888j 0.0635661-0.0450934j -0.0231377+0.0541057j 0.0401634+0.00115792j -0.012763-0.0827885j 0.0681626+0.00602414j -0.00147646+0.0264066j 0.0329657-0.0187794j -0.0106952+0.0190047j -0.0364366+0.0069798j 0.0360817+0.0428565j -0.0184185-0.0133087j -0.00856156+0.0106948j 0.0122611+0.00982906j 0.0107584+0.0270485j 0.00516301+0.0195747j -0.0233073-0.0298216j 0.0513137-0.0542308j -0.0106819+0.013846j -0.0411715+0.0539399j -0.00190962-0.0469116j 0.0115938-0.00881214j 0.0256636-0.041634j -0.00228973-0.0386676j -0.054188+0.0491647j -0.0234398+0.00825416j -0.00306017+0.000510433j -0.020162+0.0126643j -0.0218846+0.0214865j -0.0172023+0.0392604j -0.0347628-0.00201012j -0.00961097-0.0099211j -0.00867284-0.0160813j 0.0300139-0.00886702j -0.00538655+0.0177089j 0.00728014-0.0284331j 0.00791109-0.0126188j 0.00474147+0.0193462j -0.00820065+0.0168938j -0.0359355+0.00711644j 0.00944064-0.00212441j 0.00314951-0.00849962j -0.0147151+0.00744749j -0.0070397+0.00623699j 5.81974e-05+0.0238298j -0.00201072-0.00335464j -0.0219455-0.0399876j -0.0095726+0.0223104j 0.0100735-0.00189038j 0.0232732+0.016474j -0.00424344-0.00707723j 0.00828068+0.0740121j -0.0397447-0.0432217j 0.00837766+0.0285771j -0.052721-0.0332493j 0.033703+0.0277951j 0.0487508+0.0519975j 0.0425263+0.0371201j 0.013141+0.00242366j 0.0396784+0.0492123j 0.00731979-0.0247899j -0.0306923+0.00352349j 0.0113681+0.0337243j 0.0372182-0.0807653j -0.0123069-0.0156284j -0.00652079+0.0489096j 0.00305642-0.0437331j 0.0116288-0.0377706j -0.00348415+0.00597099j 0.024168+0.0273702j -0.0311046-0.0120396j -0.007368+0.0327319j -0.0151511+0.0589352j 0.000787575+0.00369451j 0.0303114+0.0180227j -0.0122497+0.012373j -0.0274502-0.09089j -0.0501944-0.00780554j -0.00513735-0.00716168j 0.0112846+0.0109537j 0.0134903-0.00321354j -0.00848404+0.0467471j -0.00546302-0.00626506j 
0.0730808+0.00302539j -0.104457+0.158141j 0.0201754-0.00185295j -0.0743514-0.0104677j 0.00576782+0.0133434j 0.00601265+0.00923816j 0.012699-0.00984052j 0.013233+0.0717516j -0.00301215+0.00554913j -0.0418211+0.116908j -0.0553573+0.0550741j 0.0479431-0.0546864j -0.0456981-0.0131331j -0.0423224+0.0575546j -0.0989725+0.00471812j -0.01585-0.0576335j -0.0123043+0.0441505j 0.0230449-0.0193324j 0.0587838-0.00177878j -0.030008-0.0742118j 0.0245292-0.0335223j 0.00586042-0.00981796j 0.0117684-0.0021795j 0.0041258+0.0113577j 0.0222339-0.024646j 0.0117648+0.0745249j -0.0615359+0.0416242j 0.00767817-0.00922524j 0.0404971-0.061227j -0.00101794+0.0304679j -0.00534368-0.0131432j -0.0295688+0.036779j -0.0239953+0.0391626j 0.0780864-0.0537603j 0.0218995-0.00889175j -0.026667+0.00827421j -0.00377419-0.0419394j 0.00969011-0.0562407j 0.0319458-0.0119606j 0.0400425+0.0208965j 0.0255505+0.0480221j 0.0148041+0.0210393j 0.0128417+0.00342239j 0.0475095+0.00325507j -0.0411459-0.00611399j -0.0105858+0.032448j -0.0169812-0.0197719j 0.00764995-0.0129086j 0.0561991-0.0167348j -0.0349837-0.0326335j -0.0174791+0.0387797j -0.0125823+0.00992807j 0.0580636+0.00950564j -0.00972569-0.00414925j 0.000828011+0.0190933j 0.00800598-0.00192839j 0.00489089-0.00389902j -0.00589371+0.0277433j -0.0457265+0.00607025j 0.0422489+0.0117912j 0.00132765-0.0907754j 0.0390541+0.0188523j -0.0110827-0.0460653j 0.0453805+0.038522j -0.0357209-0.00646886j -0.0579982-0.0634628j -0.066009-0.0681948j -0.0127366+0.0184684j -0.061826-0.0373144j -0.00242949+0.00516202j 0.0562348-0.00903287j -0.00330419+0.00586267j -0.0520392+0.0988752j 0.0045516+0.0136446j 0.0247912-0.0488012j -0.0249948+0.0395554j -0.00156191+0.0607483j 0.0178985-0.0173433j -0.000594138-0.0159715j 0.0265554+0.0193035j 0.0270705-0.00102631j 0.00863516-0.0281925j -0.00588795+0.000591873j -0.0507898-0.00937983j -0.00482536+0.0289141j 0.00292595+0.0265865j 0.00768183+0.0389654j -0.0208935-0.0271585j -0.00134971-0.0133138j -0.00733523-0.0247931j -0.00379341-0.0273299j 0.0163945+0.0190285j 
0.0260543-0.0187136j 0.0148921-0.00154865j -0.00393756+0.00703739j -0.0397054+0.00835935j -0.00806103+0.0325349j 0.0203456+0.0189081j 0.0132224-0.0361039j 0.0478746+0.00107821j 0.0047527-0.005164j -0.0297757-0.0283861j -0.0160242+0.004127j 0.0396696+0.00977469j -0.0208953+0.00376256j -0.00148675-0.0090231j -0.0120811-0.0256738j -0.0148309-0.00687459j 0.0160951-0.000796515j -0.0183214+0.0142631j -0.0123522-0.00984612j -0.0104986+0.0203729j 0.00250019+0.00336443j 0.0173594-0.00515697j 0.00211556+0.00164143j -0.00366172+0.0013216j -0.000642152-0.0160659j 0.00873442-0.00231088j -0.0240862-0.012934j -0.00111122+0.0162996j 0.00619389-0.019024j -0.0279013+0.00215208j -0.0142227+0.0051027j -0.015078-0.0101386j -0.0201685-0.00434164j 0.0216134-0.00290525j -0.0042482-0.00111829j -0.0404477-0.0109065j -0.00819766+0.00586161j -0.0295563-0.0264754j 0.0405038+0.0209075j 0.0213662+0.0137653j -0.00747663-0.0138092j 0.0161452+0.0260775j -0.000793786+0.00311678j 0.000201774+0.00100741j -0.0412795-0.0239575j 0.00694519-0.0339251j -0.0155449+0.0165649j 0.0157819-0.00646326j 0.0157506+0.0027654j -0.000969332-0.0163516j 0.0086035+0.00341248j 0.00371076-0.0162959j 0.0289213+0.0165729j -0.00539173-0.0289709j 0.0140789+0.00683458j -0.0457489-0.0137004j 0.00998221+0.00968571j -0.0138123-0.0300227j 0.022019-0.0650276j 0.0117707-0.00850503j 0.0524551-0.0402429j -0.0148362-0.00518359j 0.0244624+0.00108257j -0.0116754+0.0201193j -0.00111399+0.0177504j 0.0337166+0.0169678j -0.0127967-0.0672006j 0.00572813+0.00641677j -0.0483811-0.0126294j -0.00186136-0.0031822j 0.0296051-0.00118229j 0.00498646+0.0012724j -0.0220802+0.0171043j 0.020811-0.00554535j -0.00173309+0.0069342j -0.00493064+0.0140477j 0.0224421+0.010204j 0.0207199+0.0240046j -0.00244873-0.00579742j 0.0101327+0.0278951j 0.0150929+0.0111084j 0.000209975-0.00780029j 0.0142074+0.0150423j -0.0351795-0.00684271j 0.00109109+0.00228867j -0.0152189+0.00606535j -0.0219229+0.00368039j -0.0107926-0.00925412j 0.00733927-0.00572706j -0.0153393-0.00055753j 0.0118492-0.000737011j -0.0189417+0.005949j 
-0.00405391+0.118503j -0.13894+0.140799j 0.0399376-0.0367468j -0.00449725-0.0302832j 0.035917-0.0333361j 0.0907026-0.0386027j -0.0167789+0.0872977j -0.032673-0.03524j -0.0112671+0.0099395j 0.0487453+0.0683164j -0.0272351+0.0611196j -0.0191541-0.0698714j -0.00877115-0.00984597j -0.00253364-0.00270162j -0.088142+0.0780997j -0.0382954-0.0119743j 0.0913456-0.00271277j 0.00660055-0.0229727j 0.0849687+0.00443208j -0.0206957-0.0276541j -0.0423712-0.0239747j -0.0157+0.00795042j -0.00131073+0.00060215j 0.0358915-0.00264406j -0.0170218-0.00512615j 0.0453361+0.0303041j -0.0056758+0.076059j -0.0201927-0.0348776j -0.0464635+0.0060862j 0.0971678-0.0503047j 0.0671914+0.0294062j 0.0460077+0.0201641j 0.0141675+0.0120344j -0.0248829-0.0173696j -0.0371294+0.00702975j -0.0211531+0.0635055j -0.0519665-0.0326845j -0.0290281+0.0401406j -0.0198194-0.061274j -0.0136979+0.012256j -0.0176077+0.0577597j 0.0316206-0.0196218j -0.0551846+0.00432049j -0.0508644+0.00410774j 0.0191198+0.00816449j -0.00797989+0.0205087j -0.0556799-0.00771271j -0.00968517+0.0347819j -0.00763505+0.0380289j 0.00038744-0.0166494j -0.00351155-0.0326471j -0.0357052+0.0418646j 0.0121146+0.0105024j 0.066972+0.0601761j -0.00226363+0.0223802j 0.0153791-0.0125687j 0.0189009+0.0284822j 0.0402399+0.0543423j 0.020866+0.0315406j 0.0418308+0.0452766j -0.0241151+0.0791303j -0.00542563-0.0495161j -0.0298344-0.0290909j -0.0104309-0.081082j 0.0415529-0.036863j 0.0479693-0.0570462j -0.0187009+0.061925j -0.0317124-0.0467149j -0.0230809-0.017421j 0.0159614+0.0224918j -0.00522782-0.0117485j 0.0143298-0.00315559j 0.0254123-0.00325168j 0.0172375+0.0228097j -0.0050873+0.0171643j 0.021304-0.0326285j -0.0473531-0.0388805j 0.0452808+1.68163e-05j -0.0417869-0.0544007j 0.0299066-0.0162966j -0.000189932-0.0282644j -0.0371859-0.0012834j -0.0969977+0.0226562j 0.0195462+0.00488307j 0.00243788+0.0222376j -0.0169925-0.0398459j -0.111716+0.0693597j -0.0295263-0.0309582j -0.025806-0.0175988j 0.0216327-0.0690863j -0.00527126-0.0328392j -0.00852019-0.0275216j 
0.0791715-0.0889907j 0.0438515+0.0032732j -0.0146385-0.0319085j -0.0388178+0.0142202j -0.0166426+0.0430406j 0.0730172+0.0131193j -0.0184088-0.0852656j 0.0436628+0.0163394j 0.00466564-0.00398139j -0.0527628+0.0241507j -0.00608595-0.0201168j 0.0355838+0.041128j -0.0218285-0.00298773j -0.0293125+0.00248987j -0.0337039-0.0484096j -0.0242085-0.00800282j -0.0302949-0.00816075j -0.00146686+0.00458388j 0.00771407+0.00991895j 0.00322236-0.0118541j 0.00236694-0.000775971j 0.00700168-0.00776507j 0.0274802+0.00768875j 0.000573245+0.0159816j 0.0053633-0.0149591j 0.0103839+0.00162317j -0.0338062-0.040114j -0.0061146+0.00328569j 0.0340395+0.000602936j -0.0235125+0.023569j -0.0136994+0.0157522j -0.0161252-0.00141836j -0.0097591-0.0124014j 0.0747152+0.0282173j 0.00747394+0.0144914j -0.0400053+0.00862655j 0.00584641+0.021157j -0.00522432-0.0315398j -0.00473901+0.0439455j -0.0039511+0.0110277j 0.0176435-0.0381853j -0.0307721+0.0284102j 0.00124872-0.0188995j 0.000887414+0.00655666j -0.0197312+0.00998761j -0.00400855-0.0197559j -0.0195381-0.0174043j 0.0202881+0.0033849j 0.0302688-0.000138929j 0.00292962-0.0228612j 0.0345804+0.0192061j -0.012434-0.0105593j -0.00822491-0.0197937j 0.0024678-0.0134102j -0.00436254+0.0122643j -0.040581-0.013683j -0.0250185-0.031952j 0.00885543-0.0134825j 0.0313727-0.0461047j 0.0137354-0.0259058j 0.0188688-0.0693395j -0.0131532+0.0193917j -0.024828-0.017875j 0.0108347+0.0548575j 0.0329891+0.0344079j 0.00299396+0.0234829j -0.0157247-0.0296014j 0.00553844+0.0133934j -0.00968778+0.0148562j 0.0118164-0.0183759j 0.0310866+0.0268731j 0.0173383-0.00229522j 0.000387967+0.0132905j 0.00750164-0.00692683j 0.00925009-0.0135498j -0.0228031+0.00431197j 0.00882389+0.0269538j 0.0235871-0.0211354j -0.0300087+0.0360506j -0.00786629-0.0232049j 0.0230957+0.0290229j 0.00987021-0.00261206j 0.0367817+0.0468101j -0.00800209-0.00337983j 0.0117448-0.0257749j 0.00770084-0.0254773j -0.0461161-0.0231976j -0.0158626-0.00271866j 0.0292767-0.0220422j -0.0169211+0.00938822j 0.00603783-0.0174256j -0.0322593+0.0281527j 
0.0461837-0.0944065j 0.0581257+0.000265353j -0.0670886-0.00859009j 0.00609204-0.000218387j 0.0485179-0.0209178j 0.0740698-0.0269802j -0.0686625-0.0068407j 0.00801291-0.00186083j -0.0011242-0.0187509j -0.0499849+0.00245568j 0.0340298-0.0086933j 0.015405+0.0306677j 0.0160958-0.0289483j -0.0582667-0.0461601j 0.00412474-0.0546043j -0.0177071+0.0048696j 0.0363445+0.0139786j 0.00654648+0.0118218j 0.00564659+0.043333j -0.00787056-0.0386239j -0.00966818-0.00586387j 0.000737774+0.013449j 0.0186038+0.0151909j 0.0440359+0.0340324j -0.0150873+0.0172164j 0.0319765+0.0406295j 0.00312762-0.0381905j -0.0377314+0.000646334j -0.0451052+0.0358367j 0.00187148+0.0306541j 0.0153784-0.0112025j 0.0305118+0.0381145j 0.0203646-0.0158734j 0.00523431+0.0547859j -0.0109106-0.0298398j -0.0129-0.00699205j -0.0566139+0.0224358j -0.0345202+0.0152856j -0.0280105+0.0199299j -0.00854472-0.029348j 0.0125027+0.0409654j -0.00300162+0.00547895j -0.00669128-0.0279417j 0.00624655-0.0148072j -0.0229977-0.00197842j -0.00167574-0.00355155j 0.0236344-0.0171811j -0.0164268-0.00773844j -0.0249791+0.00336445j -0.0157971+0.0172275j -0.00897288-0.00226642j 0.00589507-0.0256665j -0.00297298-0.0362008j 0.029472+0.0065055j -0.0225787-0.0170146j -0.0473286+0.0193524j 0.0364574+0.034848j 0.032427+0.0338749j 0.0284569+0.0122526j -0.0157328+0.0382431j 0.0188083+0.0456157j -0.0351173-0.0320353j 0.0299696+0.00598274j -0.00806946-0.017408j 0.0466899+0.0172201j 0.0378277+0.0334279j -0.028314+0.0605328j 0.0114758+0.0366286j 0.0259831-0.00412247j 0.0118441-0.0115856j -0.042037+0.0509809j 0.0191942+0.0158683j 0.035262-0.0372994j -0.0279878-0.0139265j 0.0135839+0.012611j -0.0405963-0.0258497j 0.0224324-0.0617725j -0.0257033+0.0214154j -0.00588181+0.0518179j -0.00695753-0.032853j 0.0197039+0.0131839j -0.0135558-0.0213804j 0.0328406-0.0197172j 0.0322539-0.0516946j 0.0195814-0.0662063j -0.0110544+0.00798967j -0.0185017-0.0565977j 0.00872509+0.018812j 0.00199434-0.0140865j -0.00696223+0.0278314j -0.00438984-0.0151096j -0.032469+0.00507781j 
0.0261906-0.0689075j 0.0648285-0.0576891j -0.0148733-0.0141953j -0.0199366+0.0121642j -0.0179846+0.0284029j -0.0421167+0.0219745j 0.0245583-0.0437154j 0.0166341+0.0514864j 0.00207062-0.0299439j -0.0710959-0.0541011j -0.0204274-0.0136947j 0.0340392+0.025574j 0.00721732+0.0060774j -0.00690784-0.00502389j -0.000129424-0.0325779j 0.0232562+0.00507426j -0.00634211+0.0184794j -0.014306+0.0290619j -0.0170845-0.00797114j 0.0356366+0.0388147j 0.0202437+0.0301135j 0.00750243-0.0324345j -0.0173438-0.00234849j -0.0302087+0.0160122j 0.0308599+0.0022902j -0.0148211+0.0022095j -0.0381462-0.0213196j 0.00778276-0.00421289j 0.0451622-0.0245721j -0.0541212+0.00259988j 0.012411+0.00490892j -0.0273814-0.0301146j -0.0030641+0.0177001j 0.0312408-0.0171158j 0.01971-0.00247833j -0.00398549+0.0378825j 0.000181759+0.00249931j 0.0129288-0.029509j -0.0157383+0.0173592j -0.00169547+0.00221682j -0.0152699-0.0301379j -0.00208609+0.00812951j -0.000644006+0.00526191j 0.00296255-0.00644971j 0.00509111-0.015391j -0.00988679-0.00810439j -0.0263629-0.00872674j 0.0176181-0.0236601j 0.0308744-0.00861381j 0.03168-0.0480523j 0.0187153+0.0251617j -0.0138654-0.00394767j 0.00605916+0.00537203j 0.0124054-3.8665e-05j 0.00247195+0.0413762j -0.000299981-0.0129631j -0.0167493-0.0407867j -0.00220379-0.0312958j 0.0404519-0.0616913j 0.0290106-0.00508391j 0.00185077-0.1007j -0.0115452+0.0174786j -0.0420236-0.0276388j 0.0227658+0.0225884j 0.0187965+0.0236971j -0.00783224-0.00316952j -0.0176935-0.0311152j 0.0183997-0.00273956j -0.0377764-0.00615745j 0.0138443-0.0174226j 0.0313177-0.0149034j -0.0192555+0.0215787j 0.0292347+0.00418162j 0.00712847-0.0245247j 0.0194286-0.0225013j -0.0177802-0.000475526j -0.00994508+0.0440865j 0.0354642+0.0194052j 0.00689751-0.0166681j -0.0108002-0.0122787j 0.0291369+0.010374j 0.0260131+0.0582485j 0.0240722+0.0454062j -0.0375667+0.0451294j -0.0181848+0.00436909j 0.00970383-0.00057375j -0.00412984+0.00201215j 0.00275313+0.00866688j 0.0203471-0.0102717j -0.0220123+0.0285173j 0.00608675+0.0116537j -0.00698621+0.0100371j 
0.0246427+0.0169053j -0.0546117+0.0643781j 0.0101377-0.0168793j -0.0375632-0.0205805j 0.00479698+0.0241432j 0.0889817-0.031942j -0.0203314-0.024427j 0.0251541-0.0107932j -0.00222279-0.000173647j -0.016967+0.0675296j -0.00866289+0.0154844j 0.0152579-0.0176569j -0.022282+0.0034727j -0.00780455+0.0133803j -0.0691098+0.0210448j -0.0361363-0.0224312j 0.0236302+0.00238792j 0.0128307-0.0125894j 0.0501302-0.00158478j -0.0210982+0.00345375j -0.0114497+0.00667688j -0.0239054+0.0112859j 0.0197212+0.0343993j 0.0289454-0.0292303j 0.00509071+0.000860642j 0.0191516-0.00831271j -0.0383866+0.00401529j -0.00308012-0.0289815j 0.00765363-0.00398614j 0.0221296-0.0454056j 0.00724268+0.027183j 0.00858506+0.00411205j -0.00939782+0.00505818j 0.0151311+0.0100013j -0.00790204+0.0176617j -0.0250243-0.0235568j -0.0190916-0.0185082j -0.0132404-0.0132161j 0.003633-0.0240764j -0.0218752+0.0414879j 0.0246106+0.00242677j 0.00726331-0.00632439j 0.0174128-0.00656268j -0.012371-0.000384219j 0.00815514-0.0105039j -0.00264868-0.00884652j -0.0361856-0.0233975j -0.00323549-0.00619682j 0.0257906+0.0212136j 0.000403608-0.0209752j 0.026314-0.00537401j -0.0255773+0.0317183j 0.0368441+0.0336073j 0.0273711+0.00788602j 0.011095+0.0409817j 0.01358-0.0435604j -0.00124678-0.0301853j 0.0157904+0.0222391j 0.0108768+0.0174225j 0.0406414+0.0251924j -0.0263316-0.0168455j 0.0210462-0.0217182j -0.0458227+0.0213561j -0.0225402-0.00860587j 0.0127455-0.0119887j 0.0155964-0.0266288j -0.013436+0.00108864j -0.0227817-0.0062128j -0.0151486-0.0128572j 0.01353-0.0038634j 0.0240707-0.0185741j -0.0012589+0.00655964j 0.000878192+0.00917243j 0.00841087-0.015897j 0.00431489-0.00173504j 0.00359894-0.0125939j -0.0190486+0.0119013j 0.00579166-0.0242491j -0.0381121-0.00893961j -0.0077259-0.0139137j 0.010942+0.00877276j -0.00622337+0.0326396j -0.052725+0.048172j -0.000208083+0.0233906j 0.00600676+0.0386897j -0.00173167-0.0482446j -0.0693935+0.0440985j -0.0238368-0.0312662j 0.00215701-0.029173j 0.00740478-0.0325285j -0.0080724+0.0041486j -0.00226606+0.0150602j 
