0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
-0.0396163+0.0410177j -0.00209445-0.00813664j 0.00965313-0.00628906j 0.0098817+0.0285737j 0.00382554+0.0130237j -0.012905+0.0170915j -0.0110596-0.0362559j -0.0256622-0.0122203j 0.00990338+0.0058403j -0.000905293+0.0407528j -0.00564031+0.0338972j -0.0327299+0.00162077j 0.00944665-0.00666803j 0.0242842-0.00150376j 0.0129011+0.0295744j 0.0202986+0.0207175j -0.0258849+0.00476652j 0.0140745+0.00291694j 0.0024343-0.0456219j 0.0218065+0.0229683j -0.00946953-0.00689876j -0.0218688+0.0309904j 0.00168209-0.00918104j -0.0324998-0.000132526j 0.015729-0.0278532j -0.0111058-0.0134166j -0.0154478+0.0316415j 0.00887104+0.0131724j -0.00211801+0.00264663j -0.006448-0.0191515j 0.0059943-3.80509e-05j 0.000363912+0.0231139j 0.02579-0.00620341j -0.0264765-0.0132212j 0.00688938+0.0155218j -0.00915993+0.00937349j 0.0110671-0.00810337j 0.0227801+0.00709239j -0.0221376-0.0080067j 0.00794982+0.00564913j 0.0121571-0.0202578j -0.0349117-0.00112385j -0.00791535-0.00770941j -0.00447235+0.008355j 0.0173707-0.0047589j 0.00205064-0.00491424j -0.0161052+0.0207401j 0.00965204+0.0258523j 0.00914022+0.0128815j 0.013005+0.0109642j 0.00572153-0.0137853j 0.00279589+0.00566427j -0.0195856+0.0159225j -0.0242189+0.021795j 0.0119466-0.0292128j 0.00371902-0.0435193j -0.00512497+0.016548j -0.0010633+0.0178448j 0.00252735-0.00525124j 0.0170429-0.019308j -0.00807478-0.00309217j -0.00926267-0.00956092j 0.0326579-0.0149483j 0.0152352+0.00164177j 0.00395279-0.0100007j 0.0121623-0.00431453j -0.0114742+0.000494768j -0.00257531+0.0101055j -0.00999028-0.015426j 0.00849984-0.00722739j -0.00404717+0.0136967j 0.00670417-0.00369274j -0.0127632+0.0258951j -0.00328573+0.0281156j -0.00247664-0.00752215j -0.0024708-0.0067953j -0.00262551-0.00831713j -0.00265533-0.018039j -0.00964475+0.0311847j -0.0108946+0.0160324j 0.00844855+0.00798438j -0.0029368+0.000408738j -0.0163172+0.0136289j -0.00655269+0.0096753j -0.0108946+0.0104828j 0.00222836-0.036975j -0.018181+0.00164821j -0.00333548-0.00278659j -0.0122647+0.0188456j 0.000660063-0.0186453j -0.0221975-0.0217016j -0.0047074+0.00394184j 
-0.00181892+0.0155474j -0.00756892+0.0207786j -0.00163085+0.0212839j -0.0384116+0.0117624j -0.018966+0.0174326j 0.0287898-0.0178728j 0.0115034-0.0493871j 0.0425954-0.025271j -0.00429235-0.00250456j -0.0465964+0.015777j 0.00451511+0.0134114j 0.0270789+0.0016861j -3.9312e-05+0.0128582j 0.016179+0.0414763j -0.00177149+0.0131054j -0.0120582-0.000890279j -0.00727757-0.00667342j -0.0175278-0.00638187j 0.0199831-0.00889504j -0.010755+0.00969459j -0.00290066+0.0159729j -0.0140255+0.0168602j 0.0125846+0.00097221j 0.00477242-0.00451175j 0.0332632-0.0154j 0.0143954-0.00922064j -0.0142679+0.00670959j 0.00144956+0.0115581j 0.00665744-0.0217554j 0.0091534-0.00748109j 0.00508894-0.00701891j 0.00121998+0.0141368j 0.0247688+0.00903035j 0.0177612-0.0143486j -0.013778-0.00461789j -0.00963525-0.0100202j -0.00729813+0.0120029j -0.0021654-0.00750738j -0.00564267-0.0170343j 0.0212842+0.00437233j 0.0117484-0.00535861j -0.0357471-0.0126124j 0.000436894+0.00360916j 0.00363333+0.00605108j 0.00365766-0.00954655j 0.0106591-0.0103025j -0.0227848-0.00443589j 0.00394306+0.00581466j 0.0085279+0.00346103j 0.00867427+0.0100263j 0.0122939+0.0128263j -0.000610134-0.00284373j 0.00113888+0.00855431j -0.00443153-0.00490291j 0.0100706-0.00580399j -0.00103225-0.026324j -0.000877397-0.00703196j 0.0128128+0.00611515j 0.0336725+0.00384903j 0.0110456+0.0215934j 0.0211564-0.022078j -0.0160243-0.00568427j -0.0115936-0.00156218j 0.0314297+0.0215413j -0.00232656-0.0164807j -0.010432+0.00935131j -0.00533008-0.0228823j -0.0184844+0.00507945j -0.00582468-0.00427111j -0.0356035+0.00788721j 0.0150446-0.00777521j 0.000539037-0.00282072j 0.0129636+0.0158151j -0.0108606+0.000286078j 0.0162678-0.018305j 0.00344954-0.0083258j 0.00178239-0.0108757j 0.00387299+0.00359619j -0.0133754+0.0109395j -0.00629079+0.0120387j -0.00625113+0.0102373j -0.0048858+0.00441138j -0.0199236-0.00118473j -0.0053655-0.00682862j -0.00428375+0.0105686j 0.0145847+0.00842634j -0.00224952+0.0117358j -9.95703e-05-0.0113943j -0.0041461+0.0035462j -0.00390649-0.00852804j -0.00171143+0.00184697j 0.00080403+0.00887345j 
9.09792e-07-0.00364212j -0.00542954+0.0102085j -0.00853301+0.0202705j -0.0180155+0.00828562j -0.000819409+0.00213654j 0.0234646-0.0128911j 0.00322038+0.00321832j 0.0233684-0.0119235j 0.0117912+0.000720713j -0.0166448-0.0104354j 0.00733041+0.00305605j -0.00913136+0.00893894j -0.0220518+0.00132347j -0.0173614+0.0110188j -0.015009-0.0071878j -0.00836868-0.00539526j -0.00204958+0.00239606j 0.00482356+0.0105058j 0.0170827+0.00645331j -0.0134799-0.00611173j 0.00388647-0.00924903j -0.00359156-0.00716431j 0.00250625-0.0010721j 0.000786979-0.00577901j 0.0064982+0.00318461j 0.00827231-0.00244249j -0.0120601-0.00746673j -0.015503-0.00623652j -0.0109028+0.00456831j 0.00773462+0.00470329j 0.0036211+0.0140745j 0.0143682+0.00536356j 0.00764634+0.00562032j 0.0086527+0.00417464j 0.00299129+0.00781041j -0.0106221-0.0104851j -0.0124345+0.00385259j -0.0114035-0.00682038j 0.00210157-0.00587396j 0.00553899-0.0166694j 0.0074082+0.00207647j 0.00307837+0.00355643j -0.00636605-0.00287458j 0.00184454+0.0157142j -0.00631903-0.00529754j -0.00699571+0.0105022j -0.00744671-0.0111208j 0.0021807-0.00743105j 0.00395819+0.00430026j -0.00785035-0.00780427j 0.00396359+0.00517078j 0.00362076-0.0107835j 0.0108227-0.0052898j 0.00472114-0.0110517j 0.00127897+0.0198567j 0.00793758+0.00744305j 0.00309018-0.000837116j 0.00950047+0.00794731j 0.00521019+0.00690308j 0.00794817+0.0229492j 0.00818256-0.0115922j -0.00771459-0.00583633j -0.0108251+0.00935858j 0.0143842-0.000591942j 0.00185779-0.00555701j -0.0101941+0.00938069j 0.0110629-0.0102628j -0.00292583-0.00301555j -0.00129152+0.00734776j 0.0133017+0.000812914j 0.00079779-0.00662063j 0.0115394+0.00099082j 0.00278139+0.00141633j -0.00500929-0.00763237j 0.000318171+0.00134705j 0.0163485-0.00402876j -0.00229876-0.00391873j 0.00155705+0.0159343j 0.00390482-0.00861415j -0.00115953-0.00343047j -0.00564575+0.00728569j -0.00102142-0.00675213j -0.0063998-0.000663601j 0.00395131-0.00423378j 0.00440387+0.00639769j 0.00878297+0.0135809j 0.0022227+0.00689612j 0.00043656-0.00105928j -0.00398279+0.00211695j 0.00304689-0.00735085j 0.00799615+0.00617628j 0.00330757+0.00494222j 
-0.00522427+0.0104882j 0.0144136-0.00161506j -0.0178559-0.00331876j -0.0167043-0.00293866j 0.0323626-0.00595517j 0.00749547-0.0106331j 0.0255904-0.0115501j 0.00930437-0.00376472j -0.0292173+0.0144452j -0.0542742-0.010874j -0.0149746+0.0269471j 0.0226397-0.0107764j 0.00807412+0.0045575j 0.00280621-0.00264716j 0.00311896+0.0290566j 0.028444-0.00731595j 0.0211912-0.00805523j -0.019954+0.0187039j 0.00425027-0.000253187j 0.0293794-0.00482604j 0.0176026+0.0204295j -0.0071642-0.00106814j 0.0104346-0.00288303j 1.47024e-05+0.00189335j 0.00332377+0.0139349j 0.0190553-0.0337256j -0.0020839+0.0137267j 0.00255876-0.0199551j -0.00614485-0.0310128j 0.0289759-0.0428192j -0.0147853+0.0312865j 0.00317329-0.00633082j 0.0295892-0.012476j 0.00749276-0.0167691j 0.00236347-0.0139587j 0.0228756+0.0218114j 0.0064943+0.016868j 0.000874306+0.000108175j 0.00486652-0.0095563j -0.000548127-0.00223421j 0.00546247-0.00615467j 0.00241497-0.00295543j -0.0146604+0.022924j -0.00292413+0.0105448j -0.00321351-0.00909783j 0.0239119-0.00900708j -0.0221705+0.00299216j -0.000799187+0.0216693j -0.000851503+0.0189029j 0.0025044+0.0306253j 0.00996911+0.0047755j 0.00139494-0.014912j 0.0068096+0.0376948j 0.000237145-0.00845889j -0.00486114-0.0177468j -0.0110334-0.00539593j 0.00606223+0.00737725j 0.0201013-0.0183673j 0.0274815-0.0180434j 0.0021565-0.0108574j 0.0255049+0.0147268j 0.00343129+0.0114869j 8.47021e-05-0.026263j -0.0115791-0.0037381j -0.00453046+0.0088552j -0.00625387-0.00110892j -0.0131364-0.0444202j -0.00391104+0.00599763j -0.00629312+0.0329342j 0.000612423+0.0242418j -0.0145966-0.00500975j -0.0163497-0.0468751j -0.0226895+0.0194713j 0.0108173+0.00604332j 0.0144309+0.0200666j 0.0123633+0.00145059j -0.012658+0.00760093j -0.00852559-0.00573052j 0.00856115-0.0104383j -0.00889696+0.0136947j 0.000373315-0.0300754j 0.00116513+0.0115328j 0.00157243+0.00817894j -0.00897904-0.00190609j -0.00625096+0.00821526j 0.00419932+0.00162961j -0.0125155+0.0102913j 0.00503962-0.00089538j 0.00725233+0.000637605j -0.00828178-0.00100178j 0.00240111-0.00247618j -0.0160946-0.00071897j 
-0.00891844-0.0013032j -0.0115828-0.00362359j 0.00647026-0.00958424j 0.0104485+0.00566124j -0.0180388-0.0159439j 0.0144139-0.00661774j -0.00657958+0.0118348j -0.00251591+0.0387555j -0.00414518-0.00157009j 0.0196384+0.0196665j 0.0297499-0.00382672j 0.0274741-0.0222062j 0.0410624-0.0319704j -0.00194651-0.0176312j 0.0180769-0.00895247j -3.37228e-05+0.00704087j -0.000248663+0.0134591j -0.00638363-0.00812366j -0.0321922+0.00299656j 0.0130076+0.00126446j -0.00983323+0.00578425j 0.0292346+0.00570921j -0.0184651+0.0112109j -0.00777585+0.0230524j 0.000435087-0.0162945j -0.0213476+0.0171846j 0.0140603+0.0031797j -0.00753631+0.00209211j 0.0141115-0.00996708j -0.00877154+0.0217098j 0.0049745-0.017821j 0.0113245+0.0134043j -0.0130892+0.0209342j 0.00760576-0.00112688j -0.00476777+0.0196981j 0.00730589+0.0051214j -0.00274823+0.0103618j 0.00810218+0.01107j -0.0159455-0.00563157j 0.00604807-0.00626005j -0.0147068-0.00594827j -0.0204867-0.00498435j -0.00318215-0.00298881j 0.0146527-0.000982347j -0.000532046+0.00649177j 0.00664303+0.0171812j 0.0252452-0.00931025j -0.00335194-0.0049397j -0.00340805-0.00352871j 0.0142383-0.0153465j -0.00619465+0.00228152j -0.00891841-0.00130628j -0.011982-0.00171468j 0.000423921-0.0170657j -0.00334688+0.00282628j -0.0138314-0.0214916j -0.00622971-0.00547224j -0.00785237+0.0050757j 0.00296647+0.00742226j -0.0281046-0.0139794j 0.018762+0.00278585j -0.00242885-0.00977439j 0.0151125-0.00119912j -0.00533779-0.00733732j 0.0172603-0.00908603j 0.00416505-0.00365986j -0.011109+0.0113412j 0.00872355+0.0138379j 0.000544485-0.0115878j -0.0182955-0.0149066j 0.00884899+0.00513799j 0.00794314-0.0132793j -0.00804437+0.0106452j 0.00369119+0.0161826j 0.00521413+0.00401712j 0.00129619-0.0136933j 0.00691819-0.00740485j -0.0120995+0.00535041j -0.01294+0.0174857j 0.00348558+0.00569607j -0.014019+0.000619895j 0.00857917-0.0111903j 0.0178849-0.0106998j 0.011145-0.0145812j 0.0102554-0.0263844j 0.00212272+0.0103524j -0.00266269-0.0162128j -0.000373216+0.00567377j 0.00181672+0.00151788j -0.00688193+0.0232659j -0.00872509-0.00307358j 0.00628823-0.00451734j 
0.018265-0.00627798j 0.0253728-0.0126385j 0.00687251+0.00600031j -0.00320152+0.00353613j 0.018136-0.0122341j -0.0723964+0.00334488j 0.0536944+0.014372j -0.0129441+0.00229628j -0.0205886+0.0138011j -0.00163973-0.0320528j -0.0437742-0.00666138j -0.00779891-0.0321914j 0.0310249-0.00945199j 0.039959-0.0293597j -0.0100196-0.00563765j 0.00588312-0.00400109j -0.0276538-0.0250155j -0.00394545+0.0133245j 0.0160355+0.026812j -0.00732623-0.00388143j 0.00761543+0.00503841j -0.0127793-0.0127358j -0.0105079+0.000581155j -0.02432-0.00396319j -0.0027225-0.00447473j -0.00725877-0.0278106j -0.00108389+0.00744496j 0.00329475-0.00647134j 0.0127668+0.000192876j 0.00489002-0.00567949j -0.000787196+0.0275214j -0.0377859-0.0253683j 0.00552003+0.0154904j -0.0108669-0.0178933j -0.0199484+0.000931601j -0.0235039-0.0178072j 0.0161719-0.00431288j 0.00667337-0.0052517j -0.00444121+0.00295762j -0.00481748-0.0144185j -0.000192615-0.0182481j 0.0164985+0.0310052j -0.00975535-0.00553877j -0.0200056+0.0238994j 0.00563026-0.000310473j 0.00662112-0.0180204j -0.00873296+0.0507074j -0.0017413+0.00704806j -0.00238509-0.00619383j 0.0150012+0.0135052j 0.00109263-0.000683899j 0.0086538-0.000562043j -0.0111837-0.000469622j -0.00140074+0.00906546j 0.00549405+0.0114103j 0.00254117+0.00576535j -0.00255516-0.00337266j -0.00934242-0.0237903j -0.0027403-0.0202927j 0.00562909+0.0170225j -0.00803064-0.0277202j -0.0038663+0.0322906j 0.000845423+0.0274329j 0.0121621-0.0339914j -0.0117741+0.0157092j 0.00615258+0.00632193j 0.0141689-0.0068194j -0.00956488-0.0111953j 0.0148505+0.0105464j -0.000378895+0.0276343j -0.0074857+0.0137942j -0.00792869-0.004436j -0.00185665+0.00274845j 0.00908932-0.00336376j 0.00190825-0.0107194j -0.00152602-0.00700599j -0.00226992+0.0169764j 0.00320586+0.0270857j 0.00250442-0.0271692j -0.00359561+0.0011072j -0.00195204+0.015955j -0.00669948-0.0180931j 0.00238692-0.0145679j -0.0146894+0.000446329j -0.0179578+0.0077495j -0.0063158+0.00450506j 0.0171096+0.0110421j -0.0046407+0.00513181j 0.0059074-0.00764723j 0.00482406-0.00614348j 0.00874102+0.00716374j -0.0105449-0.00348975j 
-0.00473831+0.00385143j -0.015472-0.0055278j 0.037621-0.0256558j 0.016444-0.0227269j -0.00635413+0.00942154j -0.0154758-0.0100945j 0.0207665+0.0100293j -0.0213442+0.00263857j -0.012744-0.00144386j 0.00395048+0.00242474j 0.0057879-0.0164068j 0.0126547-0.0122584j -0.028356+0.01776j -0.00854146-0.00148433j -0.0197215+0.00358213j -0.0161721+0.00566163j -0.018495+0.00510298j 0.00783202+0.00669062j -0.0124463+0.00408837j -0.0287057+1.25303e-05j 0.0143882+0.00777942j -0.00243078-0.0247716j 0.0194089+0.0157667j 0.0179164+0.0245925j -0.0130799+0.0100892j 0.000665567+0.000641847j 0.00131579-0.00692671j -0.0128992-0.00305223j 0.00718846-0.0258334j 0.023639-0.000506989j 0.0035376-0.0109771j -0.0201908-0.0150501j 0.00683824+0.00696926j 0.014333-0.00512717j 0.0166592+0.0233012j 0.00864976-0.00974852j 0.021257-0.0147477j 0.00555818+0.00635359j -0.00583511+0.00271794j -0.0323775+0.00576938j -0.00260472-0.00485477j 0.00687418+0.0100145j 0.0235782+0.000404458j 0.0203151-0.0147818j -0.00264282+0.0110667j 0.00154831+0.00121879j 0.0071064-0.0078531j -0.0143527-0.0083873j -0.00182902-0.012828j -0.00362787-0.0122835j 0.00974351+0.00530052j -0.013948+0.00355811j -0.0041045+0.00582036j 0.000518514+0.0164418j -0.00160089-0.00758828j -0.0181497+0.00335884j -0.0114211-0.00497169j 0.0139572-0.0144075j 0.00273531-0.00767979j 0.00101896+0.0175466j -0.00979923+0.00319259j 0.00745888+0.0146827j -0.00669654+0.0127455j -0.0194769+0.00704171j -0.00272564-0.00533425j -0.00808026+0.00369141j -0.0166783+0.00210494j 0.013757+0.0116572j 0.021309+0.0334507j -0.000135915+0.00500765j -0.00196852-0.00126753j -0.0111344+0.0122559j 0.0124223-0.00891277j 0.0011784-0.0108744j 0.0106067+0.013424j -0.0131411-0.0232489j 0.00174395+0.0178499j 0.0132317-0.000136731j 0.00651111+0.0208152j 0.0111464+0.0102274j 0.00905065-0.0130172j 0.0148471+0.00863248j 7.65042e-06-0.0042341j -0.000719924-0.00863726j 0.018069-0.00957635j -0.000127988-0.0028898j -0.00747944+0.00350266j 0.00657527-0.0114963j 0.0137678-0.00576278j -0.00691283+0.0115929j -0.00247707+0.00431223j 0.0113002+0.00498894j 
0.038238-0.0153441j -0.00948818-0.0123678j 0.0746394-0.0595044j -0.0561588+0.0193909j -0.0658568+0.0408134j -0.0399704+0.0494699j 0.0488787+0.0102234j 0.0260564+0.0543531j 0.0238788-0.0473995j -0.0394143-0.0269254j -0.0229806-0.0140732j -0.00107151-0.00383211j -0.0132035-0.00384668j 0.0196857+0.0280473j -0.0110109-0.00369608j 0.0315072+0.000398333j -0.00778236-0.0281124j -0.0156801-0.0010627j -0.010464-0.0237634j 0.00753841+0.0322467j 0.0289157+0.0272251j 0.0123197-0.0205621j -0.0158902-0.0150123j -0.0238921-0.0144742j 0.000121145-0.0143955j -0.0166124-0.0112392j -0.0135228+0.00811201j -0.00208804+0.0357129j 0.00889686+0.00175557j -0.020704+0.00106121j -0.00826781-0.0207588j -0.0223111-0.0397108j 0.0127497+0.0133889j 0.0159227-0.0441286j 0.0117886+0.0167431j -0.0117198+0.0140844j 0.0257094+0.00600939j 0.010522+0.0138334j 0.00704296-0.00652955j 0.00827162-0.0348144j -0.0335743-0.0377723j -0.0135484+0.0223733j 0.000640056-0.0199148j 0.0112534-0.015593j -0.0174063+0.0147752j -0.00340148-0.00310419j 0.0122323+0.0133144j 0.00866053-0.00968415j 0.0105427-0.0145303j 0.0291931-0.00801528j 0.000665384+0.00833869j -0.00651943-0.00389895j -0.00466059+0.0257967j -0.0166313-0.00494344j -0.0171422-0.0150323j -0.00681658-0.00155686j -0.00548704-0.00708852j -0.0110455-0.0134698j 0.0224389-0.01404j -0.0181686-0.0195978j -0.00584057-0.018598j 0.00371412+0.00974681j 0.00257164-0.0055604j 0.00471094-0.0104201j -0.0045435-0.0118797j 0.0336298-0.0128653j -0.0284809+0.0157424j 0.0115007+0.0155827j -0.0116775+0.0212161j -0.00698201+0.00681615j 0.00121226+0.000790854j 0.00540094-0.00633322j 0.0078881+0.0152204j 0.000151022-0.0052561j 0.00510399+0.023821j 0.00130175-0.0152328j -0.019492+0.0299931j -0.0122916+0.0167286j 0.0129415-0.000570121j 0.00670478+0.016155j -0.00615549-0.00933154j 0.0121755+0.0150464j 0.037098-0.0107128j -0.00165144+0.0126759j 0.0076406-0.00152069j 0.00492442+0.00750999j 0.0185217+0.0146444j 0.016629-0.00875045j 0.0228163+0.0012195j -0.0099745+0.0230756j 0.0252615+0.00356532j 0.0261857+0.00323007j 
-0.0477527+0.0651333j -0.0237873+0.00494976j 0.0313203-0.0252038j 0.107919+0.00405622j -0.00184308-0.0318398j 0.0140394-0.0444767j 0.00313246+0.0195856j -0.0253781+0.00300336j -0.00922381-0.00667159j 0.0423978+0.00198035j -0.0174224+0.00973435j -0.0120271+0.0165992j -0.0092929-0.0120484j 0.0555558-0.0193306j 0.0250034+0.0190555j -0.0312793+0.0316355j -0.00506069+0.0030388j -0.00252017-0.0205387j -0.0338834-0.013977j -0.0189305-0.0234813j -0.0144765-0.00882452j -0.00245285+0.0166988j -8.76808e-06+0.00180461j -0.00699198+0.0105197j -0.0107211-0.0119531j -0.00773726+0.00870949j -0.00899873-0.00676836j -0.0163958-0.0152407j -0.0316455+0.00468609j 0.012841+0.0002832j -0.00361947+0.0266787j 0.013912-0.0328609j -0.0208585-0.00213123j 0.00268601-0.00415995j 0.00498098-0.00174589j 0.00310719-0.00863788j -0.00230517+0.00466783j 0.00596286+0.00775187j -0.0125572-0.026354j -0.0418781+0.0152314j -0.0105106+0.00107673j -0.00166279+0.00599079j -0.0127278-0.0122145j -0.0169591+0.00105506j 0.0241795-0.011302j 0.02279+0.00459305j 0.00224972-0.00442625j -0.0450145+0.0043561j -0.0368184+0.00119939j -0.026486-0.00655821j 0.0155509+0.0108558j -0.0110077+0.00463983j 0.00375094-0.0202505j 0.0126766+0.0155013j -0.0144782+0.011815j -0.02321-0.0317973j -0.0274181-0.0184742j -0.0145947-0.0011895j 0.0209575-0.0101801j -0.0159689-0.0017885j -0.00989315+0.0232838j -0.0182411-0.00273203j 0.0228788+0.0570377j -0.0170536-0.00283566j -0.00206022-0.0193757j -0.0162909+0.0167611j -0.0151199+0.00802308j 0.00281312-0.0220801j 0.00431625+0.00310239j 0.0058725+0.0142378j 0.00761744+0.0267743j -0.0187633-0.00900832j -0.00740701-0.0127802j -0.00459097+0.0403208j 0.0318142-0.00679672j -0.00281684-0.0111074j 0.00361521-0.0184533j 0.0123931+0.00220153j -0.0139739+0.0174291j 0.00425037+0.0103519j -0.00105863-0.0129334j 0.000791973-0.0350805j 0.00250061-0.0216307j 0.0380739-0.028684j 0.02749-0.0384947j 0.0095336-0.00655181j 0.00982067-0.0178502j 0.0177454+0.016118j -0.00240302+0.0220993j -0.00733513+0.0407935j -0.030864-0.0239851j 0.00104846-0.0223355j 
-0.0275017+0.0160819j -0.013948+0.0423324j 0.0793345+0.0471776j -0.0107661+0.0291855j 0.0446215-0.0494347j -0.0336049+0.0175166j 0.0234084+0.0650457j -0.046803+0.011906j 0.00336526+0.00353904j 0.000933287-0.00690015j -0.0238171+0.0157974j -0.0228976-0.0252931j 0.0180205+0.0204674j 0.0305772+0.0401554j -0.0252561+0.0201393j -0.00452166-0.0318118j -0.0229405-0.000319977j 0.0236389-0.0113314j 0.0221286-0.0191195j 0.0288303-0.0524519j -0.00338462+0.00228244j -0.0301742-0.00272879j -0.00271567-0.00643873j -0.0105277-0.00219392j 0.0120405+0.0156989j -0.00889143-0.0232814j 0.0159872+0.00430614j 0.0278572-0.0325753j 0.0274062-0.039086j 0.0255806-0.00444801j -0.0281687+0.00414672j 0.0315412-0.00641136j 0.00323275-0.0132108j 0.0106003+0.00978379j -0.0140705-0.00128211j 0.0081187-0.00739261j 0.0204298-0.0137212j 0.0085089-0.000645454j 0.0275676-0.014098j -0.0188557-0.0309459j 0.0220557+0.0136672j -0.000630398-0.0145086j 0.0179841+0.0122321j -0.00850605-0.00430785j 0.0140889+0.0139195j -0.00558645+0.0292215j -0.0163435-0.00634166j -0.0127053-0.0408882j 0.00764314-0.0361503j 0.00348239-0.00360128j -0.015945+0.019506j -0.0105625+0.0018002j 0.0165547+0.0204311j -0.0140948-0.000420624j 0.00529746+0.00910579j 0.0547194-0.00606614j 0.0184919-0.00158332j 0.00697042+0.0154416j 0.0106094+0.0479652j 0.0187062-0.00806442j -0.026634+0.0106715j 0.00758393-0.00312188j -0.0457439+0.01047j -0.0164361-0.0345803j 0.00937397+0.0100259j -0.0349038-0.00591836j 0.00725554-0.00773053j 0.00424918-0.0131248j -0.00915831+0.00817505j -0.0161417+0.0177109j -0.023861+0.00410605j 0.00688515-0.0163995j 0.00325708-0.000405866j -0.0293757+0.00706471j 0.000185832+0.026955j 0.0276494+0.00457636j 0.019268+0.0142965j 0.0101048+0.039872j -0.00771361-0.0422851j 0.0232227+0.00602504j -0.0125333+0.0037495j 0.0258382-0.0308316j 0.00779302-0.0269707j 0.00607102-0.0130298j 0.0224025+0.0190595j -0.0144868+0.0180672j 0.00770532+0.0184381j -0.041195+0.00522081j -0.0334897+0.0159582j -0.009491-0.01944j -0.0293548-0.00755627j 0.0291787+0.0131245j 
