0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
-0.0175016+0.00136335j -0.0439516-0.0241336j 0.0191594-0.0265359j -0.013201+0.00245156j -0.0149968-0.000775418j -0.0281575-0.0129052j -0.0443759-0.0455475j -0.0169666+0.0180089j 0.00498473+0.00100427j -0.00348725-0.0253265j -0.0214761-0.000404185j -0.0162287-0.0145465j -0.031891+0.00737523j -0.0104288+0.0107608j -0.00989183-0.00215259j 0.0119287+0.0154723j 0.0235461-0.00196368j -0.0207423-0.00244812j 0.00964319-0.00875911j 0.0164269+0.0109423j 0.0278589+0.0120842j -0.00543516+0.0239251j 0.0250001-0.00836754j 0.00838432+0.0205523j -0.0212882-0.018738j -0.0308348-0.0395756j 0.00414723-0.00373894j -0.0147229+0.0200038j -0.0172219-0.021448j -0.0069134+0.0136391j 0.00219177-0.000491051j -0.000711135+0.000377765j -0.0130037+0.00702398j -0.0241627-0.0172212j -0.00170625+0.00776556j 0.00682161-0.00910725j -0.0372034-0.00556342j -0.0239709+0.0108882j 0.0387925-0.0251341j -0.0088589-0.00237429j 0.011091-0.0245125j 0.0221669-0.0269019j 0.00407583-0.00697796j 0.0185566+0.030427j 0.0447658-0.0021164j 0.0510363+0.00260324j -0.0598987+0.00840703j 2.43064e-05-0.0261826j 0.0382513+0.0422466j 0.007284+0.0424739j 0.0274129+0.0197361j -0.0266242+0.0156487j -0.0240355+0.0336234j 0.0106386+0.0671789j -0.00984744+0.0143165j -0.00489572-0.0102009j -0.0393967-0.0300788j -0.016891+0.0165623j -0.0259072+0.0402355j 0.0309071-0.0178922j 0.0273446-0.0196626j -0.0140288+0.0151713j -0.0754856+0.046667j -0.000175352-0.0408854j 0.000979277+0.0478206j 0.0455757+0.0157584j 0.00365675+0.0427763j -0.0268827-0.00668752j 0.0112262-0.00384628j 0.0154341+0.0195006j 0.0117673+0.0111372j -0.0167179-0.00651024j 0.0138001+0.0320679j 0.010448-0.039372j 0.00257925+0.00175754j 0.072548-0.0214173j -0.0594406-0.0136367j 0.0342478-0.0164957j 0.00924204-0.0174053j -0.0105058-0.0158475j -0.0328477-0.0357557j 0.00572129-0.0231895j -0.0387338-0.0243893j 0.0280568-0.0132298j 0.0964404+0.00208266j 0.0730162+0.0171285j 0.0632352-0.00743495j 0.0260537+0.0439545j 0.0636283-0.00919602j 0.0308776-0.00205846j 0.00685842+0.00508742j -0.00024256+0.0061005j 0.00149277+0.00608763j -0.0387609+0.0276952j 0.0411436-0.010755j 
-0.0740785+0.0293999j -0.121696-0.133751j -0.00155379+0.0260391j 0.0287653+0.0249028j -0.0266408-0.0173522j -0.0027666-0.0409608j -0.0246532-0.0535028j -0.0110236-0.0293271j 0.0271913+0.0191854j 0.00240714-0.0164712j 0.000357459-0.0114662j 0.0237658-0.00115147j -0.0313437-0.0107184j -0.00537338-0.0207348j -0.00792084+0.00125782j 0.0237626+0.0227226j 0.0249514+0.0192538j -0.0220486-0.0187j -0.0144571-0.0112964j -0.00339124-0.0392385j -0.0114411+0.0248646j -0.00491792-0.0016015j -0.0520926-0.0174874j 0.0248875+0.0125705j -0.0198823-0.0686465j -0.0543074-0.0190138j -0.0273849+0.00380129j -0.0234556-0.0240366j -0.0125266-0.016654j 0.0328578+0.0100037j 0.0120683+0.0113437j -0.000544215+0.0134632j -0.017294+0.0157289j 0.0266948-0.0152672j 0.00672793-0.0233432j 0.0480154-0.00196005j -0.0293212+0.00494805j -0.10293-0.0238983j -0.0195676-0.0337723j 0.0220756-0.024921j -0.024149+0.039112j 0.010353+0.016877j 0.00829697-0.00757899j 0.0442646+0.0378928j -0.0289787+0.0294459j 0.0340486-0.00803365j 0.00998005-0.0268012j -0.0575069-0.0240535j 0.0409034+0.0317521j -0.0209246+0.0312033j 0.0260871+0.036696j 0.015107+0.0231327j -0.0129878-0.0676315j -0.0515596+0.0115199j 0.0133258+0.00943929j -0.0467239-0.0417532j 0.00708565-0.0105636j 0.00446304+0.00313067j 0.0633305-0.0526014j -0.0282608-0.0304339j -0.0257688+0.0226326j 0.0226625-0.0370358j 0.01762-0.0246472j 0.0087007-0.0482571j 0.0321311-0.0392877j -0.00202825+0.0013764j 0.00711876-0.0624613j 0.0239079-0.0662861j 0.030689+0.00667674j 0.00181743-0.0856755j 0.0478815-0.0440185j -0.0430236+0.0048763j -0.0398146-0.0136727j 0.0376012-0.026601j 0.00421652+3.48004e-05j -0.0514737-0.0250924j -0.0340618+0.0572363j -0.0228574+0.0459823j 0.0416697-0.0564991j -0.0689596+0.0211881j -0.0017513-0.0425532j 0.0654886+0.0290312j 0.0686854-0.014459j -0.0278995+0.00519011j 0.0716009+0.0559629j 0.0844836-0.00163731j 0.0030546-0.00399852j 0.0398795+0.0964885j 0.00547699-0.0397321j 0.0280366+0.00395174j 0.010555-0.0251029j 0.0676711+0.00395723j -0.0304619-0.0202634j 0.0175084-0.0732328j -0.0415075+0.0347274j 
0.0465599-0.0246198j 0.0799866+0.0719554j -0.0152231-0.0077805j -0.0129938-0.0157551j 0.00376677-0.0172408j 0.030278+0.0173731j 0.0381551+0.0481877j 0.00882037+0.0252543j 0.0151355+0.0203604j -0.0219588-0.00773422j 0.00343034-0.0121032j 0.0138356-0.00182897j 0.00615343-0.0251702j 0.0046767+0.000926998j -0.00439994+0.00753399j -0.00626798-0.00708406j -0.0204294+0.00142329j 0.0110068+0.0043836j -0.00946513-0.00309616j 0.0165303+0.00982166j -0.0128457-0.00632324j -0.0130931+0.0182547j -0.0205448-0.00535966j -0.00996057+0.0131854j 0.0114145+0.0166361j 0.0477764+0.0423794j 0.0317364-0.0129052j -0.0102637+0.0239874j 0.000520722+0.0164701j 0.018951+0.02011j 0.0191739-0.00234662j -0.00197976-0.00616919j 0.00545255+0.0220908j -0.0384081+0.00631483j 0.0139264+0.0214849j 0.013022-0.0206773j 0.029628+0.00478382j 0.0647474+0.0499459j 0.00156195+0.000807764j 0.00263706+0.00735598j 0.0363708+0.00620768j -0.0125057+0.0180888j 0.00532924-0.030335j -0.0579792+0.00568162j -0.0366392-0.0158892j -0.0570141-0.0135859j -0.0023933-0.00540911j 0.0325896+0.0178905j -0.00102018-0.0205749j 0.0316669-0.0430811j -0.0328652-0.00691336j 0.000241877-0.0216106j 0.00992709+0.00514643j 0.0284724-0.00995812j -0.0159649-0.00601421j 0.00741217+0.0354113j 0.0270783-0.00161723j 0.0307698-0.0368246j -0.082259-0.039466j -0.0316409+0.0339566j 0.0260817+0.0124379j 0.00634101+0.0223549j -0.0151376+0.0358327j -0.00641348+0.0101982j 0.0198576-0.00275944j -0.0339496+0.0381829j 0.00607778+0.0502823j 0.0397851-0.0108434j -0.0447517+0.0430023j 0.0351717+0.00717155j -0.087283+0.017025j 0.000722444-0.00978622j -0.00592801-0.0132569j -0.035831+0.0056032j -0.0422803-0.0107416j 0.0263331+0.0285492j 0.0632443-0.00251166j -0.02186+0.0304463j 0.0251646+0.00536597j -0.00409031+0.0122679j -0.00475357-0.00137093j 0.0443812+0.0323057j 0.063041+0.036527j 0.0244742-0.0187046j 0.00108069+0.00882059j -0.00210314-0.0094831j -0.0113257+0.0108493j 0.0216919-0.0458827j -0.0388505+0.0116292j -0.0454095-0.00961966j 0.0121739-0.0171822j -0.0466863-0.00723027j -0.0106703-0.0208136j 0.0205061-0.00787728j -0.0293394-0.0149484j 
-0.0132985-0.00435331j 0.00589514-0.00345781j 0.00576656+0.0115152j -0.00164162+0.0118343j -0.0102574+3.64567e-05j 0.000160238-0.00305067j -0.0128405+0.00799523j -0.00079572+0.0152935j -0.00339873-0.00841946j -0.00331889-0.00730047j 0.000353079-0.00822854j 0.000452377-0.00144743j 0.00404337+0.00898263j 0.018415-0.0042819j 0.0115831-0.0105141j 0.00565876-0.0039046j 8.70038e-05+0.00971287j 0.0176496+0.0107889j -0.0152718-0.00350079j 0.00855379-0.0153245j -0.0132392-0.0187943j 0.00249272+0.00919919j -0.00292192-0.00789614j 0.00445277-0.0179858j -0.00403601-0.0111422j -0.000107916+0.0125862j 0.00463377+0.00380237j 0.0161873+0.00126455j -0.00409681+0.00135254j 0.000366517+0.00695834j 0.00343023+0.0139992j -0.0161386-0.000477949j -0.0035508-0.00906837j 0.00665747-0.000954148j -0.00693219-0.000809137j 0.00457703-0.0139399j -0.00400903+0.0067226j -0.011347+0.00677758j 0.0319763-0.00574927j -0.00988346-0.0116916j 0.0188015+0.00227071j 0.00317685+0.00371598j -0.0236174+0.0105715j 0.011607+0.0130061j 0.00392637+0.013492j -0.00215212-0.000623196j -0.0134958+0.0131234j 0.0158377+0.000935638j -0.0114572+0.00524116j 0.0017308+0.00514405j 0.0180032+0.00552132j 0.00965673+0.000190554j 0.0058473-0.00231367j 0.0069984+0.00866263j -0.0100774-0.00770703j 0.00734604+0.0125075j -0.0220889+0.0134851j -0.00434179+0.00577127j -0.0158372-0.0107303j 0.0143821-0.0209877j 0.00173466-0.0153214j -0.0197146-0.000331119j -0.0103965+0.016291j 0.00496703+0.0095075j 0.00290262+0.0243462j 0.0117829-0.0105959j 0.00859572+0.0209367j -0.00716485+0.00947452j -0.00586061-0.00404396j 0.00103304+0.0150655j -0.0117332+0.0204708j 0.00553554-0.00235691j -0.0106084+0.0184293j -0.00930663-0.018991j -0.000902927-0.0149684j 0.0510016+0.0155212j -0.022541-0.0123475j 0.0168633-0.00655944j -0.0176057-0.00593188j -0.0033778+0.00210235j -0.0354186-0.00220875j -0.0131084+0.00676546j -0.014054+0.0148769j 0.012546+0.00727249j 0.00177493-0.00389392j -0.0216776-0.00821722j 0.0210547-2.12171e-05j -0.00269357+0.0095589j 0.0109481-0.00161497j 0.000950053-0.00546996j 0.01524-0.00292315j 0.00899262+0.00673592j 0.00610205-0.000880684j -0.0108038-0.00530135j -0.0144384+0.0111787j 
-0.0175113+0.031096j -0.031836-0.026435j -0.00550304+0.0279528j 0.00215914+0.0164991j 0.0283959+0.0276526j 0.00631991+0.0239422j -0.0245444+0.033779j -0.0044314-0.014186j -0.0755278-0.0334738j 0.00211397-0.0320607j 0.0185237+0.000999545j 0.010074-3.07684e-05j 0.00359305+0.00826676j -0.0215688-0.00350785j -0.00152406-0.000875444j -0.00464035+0.00477692j -0.00949842-0.0163348j -0.0136087-0.00960298j -0.0139436-0.0206553j -0.00500195+0.0128942j 0.00315012+0.0148875j -0.0153947-0.0235282j -0.0351477-0.0510027j -0.0366457-0.0338237j 0.0239896-0.0185066j -0.029034+0.0493853j 0.0180229-0.0324096j 0.0482944+0.000986589j -0.0102558+0.00741991j 0.0139994+0.0167884j 0.00681548+0.0178667j -0.00334333+0.00643195j -0.00423457-0.00416088j -0.00315674-0.00249076j -0.00768378-0.0140257j -0.0128549-0.0373703j -0.0273095+0.00715545j -0.0229677+0.00636679j 0.0896293+0.0107488j 0.00385331+0.00670476j 0.0587307-0.00256791j 0.020078+0.014304j -0.0280967-0.0450686j 0.0442173+0.0657473j 0.00131107+0.0794689j -0.0321001+0.0208389j 0.00537504-5.28797e-05j 0.0298594+0.0312351j 0.00165426+0.0347296j 0.00628908+0.0216536j 0.0224418-0.0238216j 0.038523+0.0326468j -0.00642814+0.0023785j 0.00324682-0.0234809j -0.0340926-0.0065455j 0.0512969+0.0412016j -0.0528784+0.0340575j 0.0106346+0.0292202j -0.0346351+0.0131702j 0.0228402-0.0604247j 0.0241713-0.0271927j -0.021696-0.0192778j 0.00765174+0.014601j 0.00418958+0.0372878j -0.00900009-0.00631614j 0.0217096+0.0280457j 0.0233-0.00548894j 0.000959517+0.00258602j -0.0116644+0.022523j -0.0397634-0.00488646j -0.00587529+0.041341j -0.0160686-0.0287653j -0.0333688+0.0163373j -0.0639122-0.0140483j -0.0315591+0.00309562j 0.0917799+0.00770732j -0.0937343+0.0144249j 0.0712298+0.00209321j -0.0279289-0.0349955j -0.038911-0.0429164j -0.0685785-0.0451842j -0.0349545+0.0252397j -0.103176-0.00312263j 0.0351541+0.0367537j 0.00161762-0.00736487j -0.0787195-0.0329157j 0.0804999+0.0536103j 0.00163721-0.00045293j 0.0551851+0.000645583j 0.0603509-0.0537584j 0.031036+0.0188993j 0.0195706+0.0325052j 0.0262031+0.00825922j 0.00126864-0.00659797j -0.0342264+0.0407235j 
0.00511157+0.00590669j -0.000399858+0.00547548j -0.00726091+0.00497038j 0.0142958-0.00146862j 0.0183715+0.0205604j 0.00267195+0.026051j -0.00272645+0.013535j -0.00580033-0.00747076j -0.0327758-0.00603119j 0.00487567-0.0106223j 0.0170809-0.0180695j 0.00434001-0.0039391j 0.0110876-0.0126165j 0.0140758+0.00447542j -0.002249-0.00127032j 0.00147817-0.00289061j -0.00286651-0.019209j -0.0124058+0.00817148j -0.0148287-0.00621952j 0.0135605+0.0129883j -0.0113825+0.00638247j -0.0148903-0.00470602j -0.022648-0.0211866j -0.0298782-0.0114743j 0.0226988-0.00876068j -0.00422265+0.0179999j 0.0137332-0.0130046j 0.019725+0.0139783j 0.00203865-0.000673613j 0.0147805+0.0130659j 0.00498706+0.0146017j -0.000317281+0.00368292j 0.00416957-0.00544999j -0.0134581-0.00355819j 0.0051965-0.00274442j 0.00435182-0.0273932j 0.00697548+0.00364348j 0.00065213+0.0174369j 0.0374615+0.0107511j 0.0187904+0.0139576j 0.0395099-0.00851995j 0.0149714+0.00605789j -0.00721977-0.0268227j 0.00752396+0.0365828j -0.0156454+0.027876j -0.0446077+0.0122798j -0.0107734+0.0189716j 0.00999001+0.0285146j -0.00818046+0.00420614j -0.00363655+0.0136228j -0.0149776-0.0312431j 0.0247499+0.00922396j 0.0079928-0.00671084j -0.0162131-0.0116966j -0.013598+0.0136067j 0.0224879+0.0097971j -0.00428161-0.00150682j 0.0188462-0.0040878j -0.0352401+0.0032239j 0.00389508-0.00665961j 0.014198-0.00620769j -0.00815351-0.00597779j 0.00323368+0.00145402j -0.00117862+0.0375514j -0.00244627-0.0209013j -0.0305972+0.0133472j 0.0299604-0.0302378j 0.00670874-0.00393678j -0.0213189+0.0440769j -0.0175743-0.0246232j -0.0324447+0.0387537j -0.00624787-0.0153964j -0.0320509-0.00769557j -0.0525678+0.00905521j -0.0301136+0.0180265j 0.00466216+0.00501903j -0.00947514+0.0130323j 0.00607886+0.010386j 0.00326589-0.0111272j -0.0430139+0.00390772j -0.0147423-0.000741001j -0.00309914+0.039548j -0.0329338-0.000181501j -0.000342864+0.0170023j -0.0172272-0.00249617j -0.0490821-0.00243538j 0.020139+0.0175943j 0.00284043-0.0240414j -0.00323637-0.00605669j 0.0188249-0.0205018j 0.00104797+0.0199609j -0.006016-0.00520784j 0.00657287-0.0214136j 0.0291027-0.0221903j -0.0279183+0.00753943j 
0.0229808+0.0112288j 0.025597+0.0350373j -0.0293017-0.0105434j -0.0352367+0.0106984j 0.0327103+0.0325662j 0.00318178+0.0209013j -0.0366832+0.0214518j 0.00889503+0.00844384j -0.0662521-0.0306952j -0.00896947-0.0191244j 0.0347589-0.0231017j -0.00652224-0.0133503j 0.010595+0.0205916j 0.00466124+0.00231537j 0.00156279-0.00445067j -0.00744422-0.0228498j -0.0177025-0.0074289j -0.00499513+0.0140162j -0.0145323-0.0111604j -0.00252297+0.0337033j 0.00873754-0.0142484j -0.0180349-0.00818622j -0.0166078-0.0167238j -0.0618561-0.0341329j -0.00421097+0.0428354j 0.00809646+0.00511553j 0.0482082-0.0130508j 0.0619341+0.0354405j -0.0413813+0.0255046j 0.0183595+0.0179587j 0.0311595-0.00687472j 0.00441214+0.0448179j 0.00968749+0.00640161j -0.0266368+0.014892j -0.0148045+0.0111192j -0.0861041+0.0184174j -0.0339849-0.0153126j 0.0596983-0.0188387j 0.105149+0.000743878j -0.034883+0.0336777j 0.0281286-0.0105974j 0.0746122-0.0364936j 0.0281042-0.0979095j -0.0162781-0.0383903j 0.0095753+0.0579955j -0.011444-0.0253822j -0.00806344-0.0223325j -0.00503725+0.0937335j 0.0251092-0.0160394j -0.0105321+0.0203706j 0.0136618+0.0197041j -0.0336018-0.0213913j -0.0156754+0.0496964j 0.0306769+0.0372869j 0.00386956+0.0222085j -0.037697-0.0149848j -0.0194058+0.00513143j -0.0212919-0.0226957j 0.0302185+0.0584002j 0.0065861+0.00944386j 0.0814912+0.0572156j 0.0343323-0.136933j 0.118191-0.00869097j -0.0825097+0.065548j -0.0130469-0.00310507j 0.00615595+0.0662748j -0.0393542-0.148859j 0.0507969-0.0597609j 0.0480935+0.0307952j 0.0163914-0.0867596j 0.0170163-0.0946481j 0.0310602-0.109004j -0.00872971-0.130738j -0.0627908-0.0261749j -0.111652+0.0206673j -0.04556-0.0914918j -0.0603542+0.0752093j 0.0800785+0.0189969j 0.0110763+0.00223884j 0.00437769-0.0766381j 0.0350093-0.0981249j 0.0322132+0.0294333j -0.107974-0.0485923j 0.0377216+0.00636349j -0.0636537-0.0527081j -0.0109213+0.0218545j 0.0989132-0.00469231j -0.018726-0.0666828j 0.0508661+0.0458085j 0.0549739-0.0492256j 0.0857642-0.00335232j -0.0322816+0.0137563j 0.0132417+0.0241995j -0.0247053+0.0339769j -0.0158488+0.0195916j 
0.0531639+0.0445896j -0.0453794-0.0180136j -0.00227679+0.0049299j 0.0191253-0.0105738j -0.0341994-0.0411804j -0.0042257+0.00212255j 0.0444032+0.0320473j -0.0209458-0.0146151j 0.0484829+0.0289748j 0.0145723-0.0106259j -0.0168937+0.0516235j 0.018155+0.0528585j 0.0106802-0.00260993j 0.0104966+0.000142852j -0.00256635+0.00127176j -0.0226118+0.02879j -0.0248066+0.0057601j 0.00473855-0.0031842j 0.0140844-0.00548068j 0.0167963+0.00978276j -0.00151882-0.0113213j -0.0123048-0.0175851j 0.00466977-0.00179433j 0.0156957+0.0190323j -0.0457448-0.0118958j 0.0373526+0.0410742j -0.0199811-0.078414j -0.0802453-0.0616632j 0.0165237+0.00294414j 0.00387469-0.0145555j -0.0191647-0.0558532j 0.014501-0.0476264j 0.012399-0.0132886j -0.00356479+0.0188175j -0.00518436-0.0249224j -0.000150627+0.00251576j 0.0497284-0.0349124j 0.0313143+0.00496042j -0.132526+0.0165817j 0.0194567+0.0485342j -0.0757662-0.0282499j -0.0379701+0.0320885j -0.0415381+0.0178923j -0.0348901-0.0572969j 0.0291565-0.0257799j -0.0115916-0.0391027j 0.0585711-0.0310482j -0.0415075-0.0453908j 0.0646836+0.00242057j 0.0334513-0.0471237j -0.067529-0.0516276j 0.0503093+0.0929665j -0.0316575-0.0411742j -0.0409248-0.0553519j -0.0247298-0.0143434j 0.0577098+0.0101353j -0.00711631-0.0105672j 0.0563195+0.0402132j -0.0331396+0.0120823j 0.00734625+0.0801716j -0.126944-0.0936237j -0.0479724+0.19028j -0.174609-0.00917702j 0.0549119-0.116748j -0.00470064-0.0294155j 0.0267078-0.0746639j 0.0241643+0.169774j -0.0922354+0.0807527j -0.0642995+0.00667474j -0.0296601+0.0893049j 0.00165919+0.0485806j -0.104878+0.105275j 0.0717846+0.11284j 0.0270929-0.0162579j 0.0843818-0.0770323j 0.0913264+0.13841j 0.0645362-0.0505877j -0.0632399-0.0188163j -0.0679578+0.0961062j 0.032464+0.0339571j -0.019674+0.0736843j -0.148644-0.0491024j 0.0769879-0.004382j -0.0297672+0.00975668j 0.0442012+0.0607219j 0.021984-0.0372539j 0.0374389-0.0184379j -0.0453305-0.0188118j -0.0132925+0.0325227j -0.026648-0.02121j -0.102384+0.049919j -0.00651229+0.0451533j 0.0505931+0.0191187j 0.0170615+0.00420164j 0.0215524+0.0135001j 
0.0220798+0.0264006j -0.117481-0.0575405j 0.0330031-0.0179052j 0.00581783-0.00783138j 0.0420676-0.00229469j 0.00592153-0.0213311j -0.0129835+0.0121914j 0.0478201+0.0289903j -0.000511898-0.026117j -0.00809719+0.0803871j -0.0439215+0.00114992j -0.0532931+0.0249683j -0.0423103+0.0169641j 0.0278065+0.00516131j -0.00403958-0.00273644j 0.00194642-0.0205695j -0.0234029+0.0328091j 0.00233377+0.00429137j 0.0036366+0.0598395j 0.0179139-0.0171509j 0.0349113-0.0342453j 0.021093-0.00452045j 0.117309+0.0191375j 0.00971808+0.0110881j 0.0170519+0.0443777j 0.0238275-0.0467475j -0.00753513-0.0216326j -0.00939816+0.0199096j -0.0175275-0.0223366j -0.0445883-0.00658985j 0.0452685-0.0117417j 0.00235813-0.00320498j 0.00561246+0.0246929j -0.0135169-0.00502109j -0.0212733+0.0231827j -0.0872022+0.0350216j 0.0137338-0.0166978j 0.0561923-0.0168047j -0.0121065+0.0425731j 0.0160139+0.0493047j -0.05989-0.0277329j -0.00820515-0.0361276j -0.00309348-0.031521j -0.019064-0.0923482j 0.0344636-0.00205254j 0.0400425+0.0769293j -0.024805-0.00143832j -0.0348242-0.0374599j 0.024323+0.0118271j -0.016998-0.0522518j -0.00666446+0.0590435j -0.0322542-0.0377623j -0.0601704-0.091083j 0.0100309+0.045442j 0.0131775-0.0191012j -0.0521387-0.0676756j 0.0504136+0.0159065j -0.000354185+0.0657461j -0.0710683+0.0776443j 0.0072127+0.155451j 0.0654804+0.0288193j 0.0283054-0.0108739j -0.0277072-0.0739311j 0.0184357-0.0956121j 0.0121552+0.00411347j -0.0150143+0.00900319j 0.0190539-0.0720996j 0.0388273-0.00676715j -0.0458191-0.0375379j -0.0184701+0.0546843j -0.0799103-0.022688j 0.0634475-0.0532061j 0.0215482+0.0265626j -0.0573536+0.0371494j 0.0665748-0.0157343j -0.0377843-0.00626798j -0.0384089-0.0487754j -0.0545007+0.0470652j 0.0445769-0.00646617j -0.0337545+0.0336135j 0.059126+0.0207781j -0.00147751-0.0377378j 0.0620363+0.028253j -0.0430413+0.0143068j -0.0739629+0.0152488j 0.0581514+0.0216454j 0.0606866-0.0426356j -0.00811716-0.0932802j 0.00231716+0.0707924j 0.00538632+0.0209488j -0.0191705-0.0440727j 0.0461823+0.0148806j 0.0145265-0.033897j -0.0302125-0.0018314j 0.0760137-0.0403745j 
0.0616747+0.0571927j -0.0440237+0.0180419j 0.00971769-0.0189216j -0.00457888+0.0224561j 0.0211312+0.00877369j -0.000327698+0.0223258j -0.00650766-0.00874593j 0.00923701+0.0292979j 0.015487+0.00348633j -0.00654314-0.0107021j -0.00355421-0.0353847j -0.00637456-0.0149857j 0.00675171-0.0510307j 0.0214624+0.00545868j -0.00683826-0.014388j -0.00966484+0.0278641j 0.00131516-0.0136684j -0.00567734-0.0183464j 0.00243246-0.0208921j 0.00261559+0.0310841j 0.00263674+0.00627474j -7.10765e-05-0.0295942j 0.0185484-0.0276243j -0.0144802+0.0212645j 0.013531+0.00129577j -0.0112834-0.0382699j 0.0127445-0.027752j -0.0277534-0.00273982j 0.0156872-0.0140798j -0.0044419+0.0121959j 0.0247716+0.00161415j -0.00521524-0.000992956j -0.0285216+0.00303616j 0.00573542-0.0215922j 0.00025042+0.00303705j -0.00258795+0.00800077j 0.00968675+0.00411663j 0.000662954-0.0138862j -0.00600893+0.0265492j 0.00923125+0.019504j -0.0212635-0.0250381j 0.0248111+0.00786062j 0.00910465-0.0132905j 0.00245387+0.0345311j -0.00134273+0.0134277j -0.00439006+0.0808102j -0.00261814+0.0263519j 0.0110374-0.0195508j -0.00478351+0.0662828j -0.00748838-0.0192402j -0.0158156+0.0172587j 2.31671e-05-0.00641136j 0.0229411+0.0192786j -0.0178694-0.0352726j 0.00634962+0.00198586j 0.0179547+0.0236742j 0.00952885+0.0161461j -0.0136313-0.0414654j -0.0788352+0.00851603j -0.0253621-0.0299849j 0.0165936-0.00962871j 0.0230536+0.0176545j -0.00745334+0.00162201j 0.0859581-0.0197664j 0.0238369+0.0381635j -0.0162186+0.00174538j 0.00957716+0.0256191j -0.00624191+0.00504132j -0.0229065-0.0196215j -0.0283462+0.0300859j 0.0069049-0.0406756j -0.00138417-0.0154211j 0.00948144+0.0537029j -0.0055706+0.0801939j 0.0218106-0.0371787j 0.0177601-0.0304256j 0.00244252-0.0601555j -0.0199092+0.00923414j 0.0316707-0.0661071j -0.040495+0.0249052j -0.0173164+0.0125237j 0.00996612+0.033988j 0.0226467+0.0425839j 0.0001136+0.00635445j 0.0397749-0.0330149j 0.046829+0.0190637j -0.00335447+0.0116152j 0.0119281+0.0251538j -0.00326802-0.00333026j 0.0275716-0.00114694j -0.00772033+0.016083j 0.0256765+0.00468848j 0.0181976-0.00329674j -0.0197731+0.0182298j 0.00626372+0.0156728j 
