0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
-0.0134433-0.00261325j -0.00748008-0.00516281j 0.000850123-0.0310824j -0.00946087+0.0165172j 0.0106924+0.00724274j 0.00856389+0.0224006j -0.00310188+0.0114303j -0.0116567+0.00405575j -0.00812224+0.00601532j -0.00703395-0.011474j 0.0162464-0.00156824j 0.00415939+0.000268417j 0.000995676-0.00498406j -0.00870399-0.00798156j -0.00402693-0.00323357j 0.00938816+0.00435527j 0.0053035-0.0143157j -0.0148834+0.00198346j -0.0111849-0.00549808j 0.0084893+0.0129175j -0.00901204+0.00358677j -0.009932+0.0101623j -0.030192-0.0123434j -0.0289174+0.00162388j 0.00084154+0.00400981j -0.00710352+0.0363215j -0.0219673-0.0176518j 0.0118193+0.0132455j -0.0242736-0.00865364j 0.00915857+0.00714845j -0.00119116+0.0107681j -0.0114439-0.00164553j -0.0178502+0.00607497j -0.00382504-0.00845198j 0.000338651+0.00444463j 0.00492386-0.00889246j -0.00837354-0.0120182j -0.0281192+0.00294665j -0.000398088+0.0171867j -0.0001576+0.0035461j 0.0138843+0.0088994j 0.0223531+0.0187671j -0.00532238-0.0213291j 0.0172273+0.00608498j 0.00777518+0.0265826j -0.00349607-0.00779345j 0.00972885-0.00396421j -0.00288884+0.0088827j 0.00556766+0.0197357j 8.20738e-06+0.00900517j -0.000758827-0.0112461j -0.00731213+0.0136787j 0.0176129+0.0132872j -0.00846577-0.024453j 0.00229561+0.000816278j -0.00988218+0.0216576j -0.00726853+0.00788692j 0.00216942-0.00462563j 0.0359419-0.025718j 0.0050608-0.0133061j 0.00880064-0.00808456j 0.00392264-0.00517982j -0.0132756+0.00424475j -5.00919e-05-0.0100249j 0.0184614-0.00433992j 0.00893689+0.00669382j -0.00876969-0.00274901j 0.0140581-0.00663261j 0.00641687+0.00245076j -0.00658334-0.0165953j 0.019935-0.000133978j 0.00152255+0.000882009j -0.00798621+0.00758202j -0.000379069+0.00964811j 0.00634403-0.00034723j 0.0108924+0.00784531j -0.0262803-0.0164622j 0.0249727+0.00821575j -0.00419762-0.0146928j 0.000970151-0.00949704j -0.00531283-0.0152363j 0.00573522-0.00340929j -0.0255452-0.0142433j 0.0212703+0.00986052j 0.0233714-0.00708444j -0.0206371-0.0144932j 0.0172675+0.0142202j -0.0080517+0.00293242j 0.0164878+0.00546808j 0.000948631-0.00302271j -0.0107724+0.00394547j 0.002836+0.00307014j 0.0037493-0.00506145j -0.0074657+0.0173354j 0.00416333+0.00590658j 
-0.0150069-0.0205687j -0.0074819+0.00166172j -0.0038802-0.00148299j -0.00561836-0.0286976j 0.00303318-0.00917164j 0.00247465-0.00829076j -0.00342639+0.0152577j 0.0177887+0.00242341j 0.00733511+0.00550026j -0.0126243-0.00399664j -0.00345107-0.0123668j -0.00770773-0.00115596j 0.00496578+0.0081424j 0.00745668-0.00569185j 0.00117179-0.00290694j -0.00315563-0.00288171j -0.00938831-0.00404219j 0.000507984+0.0145332j -0.00648173+0.0109058j 0.00590576-0.00939339j -0.000227485+0.00259879j -0.00699188-0.00540633j 0.0206879+0.012652j 0.00309344-0.0050473j -0.00134983-0.0118461j 0.0221685+0.0299777j 0.00596122+0.0106998j 0.00875599+0.0124416j 0.000203089-0.00197445j 0.00725905+0.004547j 0.00341437+0.00139943j -0.00440929+0.000771721j 0.0119+0.0103622j -0.0144631-0.011943j -0.00582847+0.0270696j -0.0267163-0.00812982j 0.017706+0.0031038j 0.0319297+0.0367257j 0.0031549-0.0188294j 0.00936458-0.00914375j 0.0251814+0.0502171j -0.00424375+0.000573783j 0.00911231+0.00923917j -0.0327666-0.0362257j 0.00395591+0.0158739j -0.0157396+0.0171533j -0.000368959+0.00829989j 0.00568558-0.0212006j -0.0143703-0.0153855j -0.00866529-4.08496e-05j -0.00633629-0.00444715j -0.00357478-0.0171686j -0.0180256-0.0332363j 0.0120899+0.0175296j 0.00746286-0.00298545j -0.0225976-0.015653j 0.00292958+0.00802672j 0.00284303+0.0104096j -0.0047249+0.0255431j -0.000198895-0.00435586j 0.0181969+0.00778304j 0.00791454+0.00484736j -0.00166488-0.0309976j 0.0149171-0.023538j 0.0205813+0.000104362j 0.00927458+0.0083241j 0.0153952-0.0201923j 0.00875844+0.0108012j -0.00657921+0.0143425j 0.039941+0.0259839j -0.0225636+0.0170116j -0.0439474-0.0275715j -0.0163112+0.00897027j 0.00993545-0.0208389j -0.00781749+0.0126098j 0.0108976-0.0115204j -0.0158947-0.0170171j -0.026301-0.0100906j 0.031086+0.01143j -0.0288147-0.0114893j -0.00259427+0.00552573j -0.0188107+0.000210272j -0.0146622-0.00715673j -0.00975019+0.00207825j -0.00601675+0.0304621j 0.00530837+0.0169836j 0.0139907+0.028986j 0.0176863-0.00355853j 0.0343708-0.00215534j -0.000896774-0.0122799j -0.00772842+0.000908325j 0.00538679-0.0072313j -0.00272473-0.00506575j -0.00257209+0.00558173j 0.00597744-0.0190235j 
-0.0168713-0.0116334j -0.0149951-0.0363476j 0.0043176-0.00166636j -0.016166-0.0252667j 0.0067678-0.0104132j -0.00109215+0.00884229j 0.0257995+0.0392639j -0.019308-0.0334906j -0.0211079+0.00194475j -0.0166137+0.00776692j -0.0021904+0.0100364j -0.00952844+0.00431539j 0.00378957+0.00824868j 0.00682403-0.000828208j -0.0146018+0.0227819j 0.00806287+0.0151297j 0.000936055-8.99572e-07j -0.000558555+0.00891847j 0.00383485-0.00985216j 0.00493907+0.00299265j 0.00823367-0.0169792j 0.00172931-0.000479089j -0.0349822-0.0277189j -0.00537922+0.00613373j -0.00175233-0.0109987j 0.0275615+0.0337565j -0.0291914-0.0239525j -0.00239587-0.00570489j -0.011087-0.0204705j 0.00966391-0.00241676j 0.0166606+0.00436365j 0.00789433+0.00201533j 0.0046066+0.00710974j 0.00261103+0.000759821j 0.0141268+0.0165189j 0.00534174+0.00148628j -0.00911454+0.00534136j -0.00345227-1.55764e-05j -0.0139572+0.00311587j -0.00211708+0.00320462j 0.00402828+0.015616j -0.00294515-0.0121794j -0.00665212-0.022543j -0.00990044-0.00505586j 0.0182787+0.00074329j 0.00100971+0.0132028j 0.00941123-0.0182488j -0.0124984-0.0138739j 0.00752967-0.00470511j 0.0155736+0.00825856j 0.00242238+0.000230452j -0.00371008-0.00447565j -0.0158481-0.000832867j 0.0202195-0.00666081j 0.00237843+0.0116695j -0.00489097-0.00925417j -0.0110284+0.0108655j -0.00131448+0.0217121j -0.00731191+0.00959544j -0.00744178+0.0170359j 0.00728062-0.00706204j 0.000648997-0.0019735j -0.00026471+0.000850187j -0.0118232-0.0201527j 0.0385478-0.00840808j -0.00115262-0.00383031j 0.00157853-0.0101407j -0.0156934+0.0156681j 0.000551454+0.00864383j 0.0240561+0.0130982j 0.0063109+0.00712887j -0.00152717-0.0139012j -0.00499952+0.00746892j -0.0122631-0.0037515j 0.00100315+0.012528j -0.012568-0.0103541j 0.000684257-0.0187767j 0.00187985+0.0014129j -0.00646446+0.0110154j -0.00825325+0.00642656j 0.0153766+0.0140166j -0.0149382+0.000508606j 0.000108941-0.0245664j -0.0233669-0.000634543j 0.00583301+0.0142011j 0.00738988+9.87312e-06j 0.00382833+0.00112413j 0.0132346+0.00133054j 0.0135501+0.0120325j -0.00732569-0.0156296j -0.000616978+0.018344j 0.00387593+0.0117627j 0.0123237-0.000177393j 0.00882704-0.0146141j -0.00108716-0.0141435j 
-0.00987368-0.00422501j -0.00980557-0.0294506j 0.00477681+0.0282113j -0.00687604-0.0154624j 0.00551524-0.00656976j 0.00510714+0.0034241j 0.0183969+0.0167757j -0.0190602-0.0236331j -0.0170273-0.00431348j -0.0128938-0.00841115j 0.0100667+0.00210604j -0.00165413-0.0058279j -0.0138541+0.0114139j 0.00859569-0.00945403j 0.00429651+0.0122647j -0.0192316-0.0141806j -0.000736841-0.00821838j -0.000675389-0.000491164j -0.000499334+0.0165737j 0.00209021-0.0028288j 0.009502-0.0188162j 0.00200693-0.0104076j -0.010822-0.00679034j 0.00389789-0.0129135j 0.00333237+0.000996231j 0.00770972+0.00408791j -0.0057803-0.0117101j 0.00679771+0.00214167j -0.00965636-0.0118376j -0.00102797-0.00451153j 0.00932096-0.00531747j 0.00434312+0.00340873j 0.00436327-0.0225274j 0.00395969+0.00110984j 0.0045791+0.00893196j 0.00138579-0.000647095j -0.00124085+0.00891811j 8.99183e-05-0.00334125j 0.00497863+0.00692548j -0.00502965+0.000869451j -0.0179511-0.00049002j -0.00505656-0.0173183j -0.017106-0.00836202j -0.000831648+0.00268405j 0.0141798-0.000958597j 0.00508905+0.0121521j -0.00182314-0.0136274j 0.00358791-0.00547348j 0.00815734-0.0185296j 0.005719-0.00226636j -0.000771364+0.0153983j -0.00290023-0.00193397j -0.0157809-0.0087677j 0.0184587-0.00712092j 0.00414727+0.0028493j 0.00080138-0.0104744j -0.000975964-0.00242014j -0.00129465+0.0154809j -0.000886705+0.0166275j 0.00400152+0.0149986j -0.0136451-0.00500011j 0.00167781+0.00208096j 0.0124148+0.00167906j -0.0152311-0.00610283j 0.00800187-0.00664832j -0.00833621+0.000771932j -0.010647+0.00363193j -0.0202917+0.0118738j -0.00624467+0.00365804j 0.00512742-0.00237612j 0.00369-0.00807021j 0.016279+0.000741262j 0.00692646-0.0025774j -0.00208963-0.00638306j -0.000718398+0.00312259j -0.00575448-0.00694642j 0.00514573+0.00138093j 0.0029562+4.33813e-05j -0.00413156+0.014001j 0.00428454+0.0120648j 0.0115896+0.0130428j -0.00460957-0.00236853j 0.00249218-0.00596342j -0.0141788-0.00447946j -0.00960002+0.00487699j 0.00276439+0.00246385j 0.000231513-0.0115315j 0.00636914+0.00577049j -0.00376589+0.00185868j -0.00295947-0.00291063j 0.00358756+0.0147484j 0.0066953+0.00824249j 0.00148321-0.00101768j 0.0102843-0.0233184j -0.00293869-0.00606174j 
0.0063355-0.0159931j 0.0388714+0.0424999j 0.0126713-0.0477738j -0.0411676-0.00223005j -0.00660595-0.0490597j 0.0044176+0.0116192j 0.00154469+0.0121573j -0.028045+0.0105646j 0.0021735+0.011758j -0.036938-0.04392j -0.00849644-0.00130967j -0.00215736-0.0151804j 0.00202317+0.00995698j -0.00473698-0.00418415j -0.0100359-0.00436354j 0.0162384+0.00753369j 0.0061699+0.00583967j 0.015689-0.00453709j -0.00811136-0.000546465j 0.00260286+0.0177678j 0.0047634+0.00318239j -0.0166812+0.023413j -0.0194733-0.0294295j -0.0189901+0.0240809j -0.0215662-0.00136037j -0.00200844+0.0224846j 0.00547438-0.0053054j -0.0116497+0.0167492j 0.00461868-0.00225202j 0.0131724+0.0108518j 0.000764851+0.0185288j 0.000472673-0.00179189j 0.014116+0.0543593j -0.0204813-0.0137106j 0.0140788+0.0166476j 0.016535+0.0058929j -0.0178089-0.0152881j -0.0230762-0.0280022j -0.0217829-0.0163379j -0.0110985-0.0168623j 0.0548269+0.00587885j 0.0173987-0.00348349j 0.00774958-0.00858852j -0.00634884+0.00196067j -0.0108539-0.0020911j 0.00603777-0.00130488j 0.0133144-0.00689009j -0.00660541+0.0119687j -0.0149642+0.0231094j 0.00623366+0.00401131j -0.00351718+0.00297884j -0.0090533+0.0180182j 0.00651197+0.0449133j -0.00897074-0.00722419j -0.00859766+0.000289396j 0.0095655+0.030475j -0.0100649+0.0080473j -0.00831298+0.0146721j -0.00375983-0.0221748j -0.0360989+0.0326077j 0.015029+0.0139187j 0.0184385-0.0104133j -0.0388544+0.0154677j -0.0224343-0.0113521j 0.0246922+0.01427j 0.0422337-0.00494113j -0.0121778-0.0137207j 0.00156332+0.00623572j 0.016705+0.00235794j 0.0178954+0.0226558j 0.0282874+0.0100487j -0.0213961-0.0139507j 0.02296+0.0149577j -0.00380588+0.0192839j -0.00223228+0.0100015j -0.000310194-0.0206751j -0.0332036-0.025949j 0.0311781+0.00570186j -0.0250821-0.020805j 0.00989388-0.018297j 0.00623438-0.00265767j -0.000462124-0.0221783j -0.0199397-0.0230865j 0.0153423+0.00760729j 0.0388102+0.0153118j -0.00382739-0.0102438j 0.000783229-0.00428418j -0.000225122+0.00487926j 0.0121691+0.00624908j -0.00823105-0.0146638j 0.00530688+0.0065294j -0.0293491-0.0048793j 0.0262995+0.0123768j -0.0186426+0.0419059j 0.000911175-0.00398243j 
-0.0143534-0.0290116j 0.0427851+0.0157209j -0.0114426-0.00171641j -0.0106684-0.00693811j 0.00801906-0.0123305j -0.0333469-0.0131293j -0.00152309-0.017184j 0.000153859-0.00232932j 0.00395115-0.0113941j 0.0276953-0.00720249j -0.0100257+0.0131015j -0.00463488-0.0145646j -0.00649157+0.0100325j -7.31345e-05+0.02345j -0.00464956+0.00702997j -0.0120052-0.00406833j -0.0153007-0.00770676j 0.0151338+0.024324j 0.00267321+0.00491911j -0.0100565-0.000666632j 0.00246924+0.00373342j -0.0112854+0.00255533j 0.0114836-0.00143665j -0.0256622-0.0179999j 0.00235209+0.00893386j -0.0210985+0.000328703j 0.0306191+0.0232095j 0.0112667+0.0237276j -0.000247845-0.00155458j -0.00613181-0.00284124j -0.00577978+0.0105807j -0.0105531+0.00407067j 0.00233317+0.024371j -0.00489996-0.0115631j 0.00182392-0.0119553j -0.00642675-0.0126782j -0.0101176-0.0182687j -0.00159261+0.00166658j 0.0147106+0.0144564j -0.0126929-0.0100124j 0.0210285+0.0188812j -0.000908226+0.00174978j -0.00599703+0.00774519j 0.00677948-0.0109229j -0.00409267-0.010402j 0.0139408-0.0116146j -0.00762366+0.00840605j -0.000993706+0.018877j -0.0114586-0.00495536j 0.000421834-0.00418086j -0.00312415-0.0063105j 0.0101058+0.0209678j -0.00480891-0.0107826j -0.0136942-0.0104074j -0.00867419-0.012694j 0.0151808+0.0103609j 0.0125932+0.018936j -0.00555007+0.0179429j -0.016875-0.0378287j -0.00557771+0.0149755j 0.0120672+0.00176577j -0.00489382+0.0106983j -0.0168342-0.0050841j -0.0186701+0.0222299j -0.00489196-0.0156701j 0.0172991+0.00469542j 0.00150468+0.00609801j 0.00515201-0.0128394j 0.00893069-0.00983031j -0.0057887+0.00338092j 0.0104405+0.00787931j -0.0185657-0.00874611j 0.0113777+0.00183324j 0.00719442+0.00122949j -0.0088529+0.00312161j 0.00912542-0.00108737j -0.0211676+0.00980809j 0.00841995-0.00285554j -0.014003+0.000144831j 0.00848392-0.00256198j -0.00791939-0.00155049j 0.0129191-0.00432894j -0.026151-0.0018012j 0.01865+0.00140871j -0.00327558+0.000225409j -0.00446326+0.00216323j -0.00109502-0.0102136j -4.3675e-05+0.00585449j 0.00506702+0.00402986j 0.00137132+0.000405635j 0.00735251+0.00651015j -0.0150286-0.00524419j 0.00187275-0.00368095j -0.00562035+0.00331431j -0.00598484-0.00203657j 
-0.00748721-0.00236345j 0.0033932+0.0214841j 0.0113678+0.0214208j 0.0273924-0.00349203j 0.00193976-0.0104518j 0.0128361-0.00358144j 0.018028+0.0224925j 0.0124948+0.00825359j 0.0233377+0.0279755j -0.0154253+0.0165398j -0.00393357-0.0221562j 0.0143576+0.034389j 0.00348287-0.0169801j -0.00472146+0.00510014j 0.0100374-0.00592925j -0.00418507-0.0011758j -0.00154755+0.0161772j -0.00840322-0.00945459j -0.00844126+0.011839j 0.0132339-0.00905204j -0.00944298-0.00640977j 0.0145676-0.0257873j -0.000731848+0.00813912j 0.0264634+0.0122568j -0.0158339+0.00808444j 0.0249104-0.00792002j -0.0140846-0.0290284j 0.013626-0.0163864j 0.0115548+0.0125004j -0.00214015+0.0185196j -0.00377966+0.00689264j -0.00374857-0.00479511j -0.00485979-0.018197j -0.00478545+0.0115904j -0.00931891+0.00944249j -0.0166596+0.0165881j 0.0313647-0.00726024j 0.0268955-0.0137223j -0.0106249-0.0113684j 0.00117295+0.0101878j 0.00191621-0.0217906j 0.00402587+0.02414j 0.00664044-0.0154222j -0.0015317+0.0268701j -0.0118292+0.0160031j -0.0328299+0.00881063j -0.0079538+0.0101237j -0.0106911-0.0129266j -0.0215628-0.000234405j 0.0117776-0.013059j 0.0149952+0.00612513j 0.0164553-0.00316756j -0.0103471+0.0195722j 0.0140893-0.00953006j -0.000594667-0.00509677j -0.0151141+0.0243742j -0.00547622-0.00863072j -0.0273108-0.0349951j 0.045368+0.0393067j -0.0592929-0.0117258j -0.0458221+0.00783921j -0.00559384+0.0116565j 0.00719977-0.0274655j -0.0204348-0.0370585j -0.0184873+0.0107452j -0.018459+0.00288335j -0.018153-0.00495238j -0.0160827+0.0129409j -0.0119588-0.00544648j -0.00847491+0.0156834j 0.00992649-0.0138589j 0.000487058+0.00300835j -0.0129218+0.0070151j 0.00495156+0.0103951j -0.0106807-0.00625128j 0.0350974-0.00836824j 0.0428791-0.0175992j -0.00889444+0.00426112j 0.0252054-0.00762162j 0.0119235-0.00934807j -0.0143058-0.000433519j -0.000844129-0.0160244j -0.00877393-0.00369706j 0.00404608-0.00075815j -0.00771637+0.00327165j -0.0146633-0.0043845j 0.0342759+0.0251891j 0.00143332-0.0125126j 0.0119681+0.00124517j 0.000308767-0.016437j -0.0125556-0.00509752j 0.00182812+0.00463804j -0.00384593+0.0046874j -0.00740866+0.0198804j 0.00076413-0.00502873j 
0.0360268+0.0263466j -0.0219653+0.0159559j -0.018558-0.00908491j -0.00266205+0.0315154j -0.0116576-0.0298022j 0.0147754+0.013268j 0.0224855+0.0343711j 0.00358051+0.0305889j 0.023711+0.0486469j -0.0390847+0.00544457j -0.0102746-0.0138534j 0.0123311+0.0330457j 0.00627323-0.0069117j 0.017457-0.00292104j -0.0138295+0.00811936j -0.00630663-0.00455121j 0.0015308+0.0112585j 0.0022572-0.0191243j 0.00547628+0.00379842j 0.0175626+0.00367871j -0.0143909-0.0111866j 0.000808059+0.00980048j -0.00544996+0.00206872j 0.0168826+0.0326447j -0.00628081+0.0116378j 0.0275836+0.0138998j -0.0214514-0.0166248j -0.022882-0.00210245j 0.0157953+0.00566816j 0.00459147+0.00243646j 0.0256717-0.00129034j -0.0103219+0.00518105j 0.021419-0.00261987j 0.0120337+0.00875041j 0.00350172+0.016589j -0.00102007+0.00916886j -0.00260159+0.0264938j -0.00904834+0.0303985j -0.0146158-0.0102238j 0.0121742+0.0121095j -0.0339109-0.0191643j 0.00613913-0.00420409j -0.0093449-0.0147758j 0.0109667-0.0129504j -0.0184157+0.0062846j -0.0263665+0.00449097j 0.0162605-0.00403838j 0.0280995-0.00861521j -0.00780025+0.00561869j -0.00404524-0.0200999j -0.020498-0.0113793j -0.00161464-0.0148179j 0.0158631-0.00966902j 0.00399231+0.0384234j 0.00251156+0.00327402j -0.020961+0.00337451j -0.0303208-0.00985081j 0.0431317-0.0101667j -0.0330178+0.0455928j 0.0342147+0.0238207j 0.028596+0.00176755j 0.00526823+0.000436533j -0.0257008+0.0399162j 0.0401359-0.00414974j 0.0113105+0.0323221j -0.0126787-0.00999321j -0.0114629+0.016451j 0.00613651+0.0159333j -0.0051704+0.00618768j -0.0117564+0.00629517j 0.00842676-0.0159058j 0.00534709+0.0142596j 0.0068335-0.0108282j 0.00920649-0.00148522j 0.00760897-0.0143733j 0.00923423+0.0122953j 0.00369089+0.000587188j 0.0157482-0.00202185j -0.00831153+0.0118171j -0.00499776-0.0163728j -0.0104765-0.0177601j -0.0364439+0.00641547j -0.005889+0.00824411j -0.00438374-0.00115344j 0.0225364+0.0036679j 0.00183488-0.0118957j 0.0126261+0.0118671j -0.00630209-0.0310607j 0.0182675-0.000414041j 0.0131716-0.0217572j -0.00756132-0.00758411j 0.0272791+0.00309191j 0.0224386+0.00670712j 0.000495211+0.018443j -0.0108824+0.00517278j 
-0.0453309-0.0724021j 0.00142945-0.0143769j -0.0176811+0.0283757j -0.0435341-0.0557942j 0.0227042+0.0418157j -0.0185969+0.00210519j -0.0128086+0.0427273j 0.0541089+0.0219996j -0.0596432-0.0362258j 0.00309734+0.0441619j -0.0122181-0.0112243j -0.0195089-0.0116307j -0.00139997+0.00793643j 0.0107209+0.0070617j 0.00511478+0.00691669j -0.00651824-0.0330776j -0.00672781-0.0251397j 0.00359+0.034212j 0.00647654+0.0112839j -0.00711715-0.0128461j 0.0236071-0.0185827j -0.00885605-0.0260346j 0.0470985+0.0282302j -0.0141985-0.0419659j 0.00155018+0.0405483j -0.0205672+0.0220542j -0.0211924+0.0100031j 0.0592066+0.0409813j 0.0243378+0.026965j -0.0122158+0.00220876j 0.022793-0.0151577j -0.0060166-0.0143581j 0.00623299-0.0214152j -0.00409264+0.00741104j 0.00287539+0.0239648j -0.0530018-0.00485999j -0.00321083-0.00356765j 0.04372+0.0470301j 0.0217283+0.0422788j 0.00409357+0.0237479j -0.0161829-0.004691j 0.00150226-0.00851654j -0.019764-0.027502j 0.0331069-0.00629968j 0.0103957-0.019836j -0.0116793+0.0187325j -0.0162824+0.0096679j 0.0054314+0.0265009j -0.0409777-0.0367151j -0.0159123-0.0204777j 0.0177555+0.00599471j 0.0171084-0.00556836j -0.0171628-0.0151248j 0.000730621-0.0131722j -0.00444832-0.00761084j -0.0100671+0.0104326j 0.0077881+0.0354801j 0.0227821+0.000346457j -0.0317315+0.00527395j -0.0142758+0.0287784j 0.0202609+0.00859391j 0.00153738-0.00269033j -0.0316849-0.0404184j -0.0283666+0.00567411j -0.00418099-0.0284204j -0.0141796+0.0125598j -0.0102021-0.00559556j 0.0424825-0.00422961j 0.0101363-0.0260948j 0.00280847+0.00854286j 0.0236187-0.0279807j 0.00881966-0.0211182j -0.0295699-0.00562074j 0.00522203+0.00361801j -0.00708527+0.00630603j -0.00700996-0.00209015j 0.011836-0.00731886j -0.0115217-0.0137382j 0.0117555+0.018293j 0.021738+0.0052751j -0.000747365+0.0120338j -0.00874211+0.00552618j -0.0542878-0.0138393j -0.00195892+0.0111293j -0.0188678+0.0184619j 0.0369016+0.0128553j 0.0327103-0.00392224j 0.0122281-0.0344637j 0.0455513+0.030853j -0.00334328-0.00344757j 0.00152168+0.0128724j 0.0212337-0.00159604j 0.011101-0.0244874j -0.00609346-0.00107567j -0.000529995-0.0407732j 
0.063696+0.0101133j 0.0305749+0.0592373j -0.00301395-0.0402379j -0.00608705-0.0460091j 0.00800486+0.0191709j -0.0418748-0.0106717j -0.0436243-0.0644111j 0.0198884+0.0235613j 0.0501056+0.0251681j 0.0176361-0.00294305j -0.000736888-0.0193352j -0.0301319-0.0183602j 0.000156357-0.0198729j 0.0104206+0.0256822j -0.00604258-0.0294684j -0.0058497+0.0250077j -0.00740083+0.00120016j -0.0211726+0.0133283j 0.0163105-0.000998281j -0.0257494+0.00790535j 0.0143919+0.0195045j -0.0175827-0.0127016j 0.0752908+0.0484154j 0.00576157+0.0357809j -0.0216492-0.00558149j 0.000313968-0.0639111j 0.0470796+0.0176069j -0.044719+0.00989468j 0.025475-0.0212941j 0.00122441-0.00373209j -0.016353-0.010217j -0.00835096+0.00254941j 0.0210161-0.01817j -0.0142652+0.00766702j -0.011464-0.00250887j -0.0331287+0.0142134j 0.0180047-0.0131292j 0.0288879-0.0177194j 0.0158514-0.0417995j 0.00436928-0.0114946j -0.0208441-0.0420306j 0.00639844-0.0114787j 0.0187677+0.0423023j 0.00149775+0.00722024j 0.0239717-0.0266413j 0.0110942+0.0224052j -0.0101684+0.0277021j 0.0292111-0.0148322j -0.0188937+0.0114364j -0.000637654-0.00696776j -0.00661441+0.0056615j 0.00344764-0.0206564j 0.00219233+0.0257212j -0.00518649+0.057345j -0.0102791-0.000186796j 0.012338+0.00606118j 0.00787709-0.00708229j -0.0092481-0.0091723j -0.0598275+0.0472258j -0.0249577+0.00688529j 0.0293859+0.0269597j 0.0100623+0.0208007j -0.0429924+0.0188271j 0.0107657+0.0205873j -0.0221049+0.0517176j 0.0353981-0.00541466j -0.0110579+0.000378045j -0.0271324+0.042978j 0.00254168-0.0153048j -0.0153196+0.0522284j -0.00692543-0.00122458j -0.00845275+0.0269647j 0.0533714+0.00490418j 0.012207-0.0066235j -0.00284993-5.7488e-05j 0.0120864-0.0421094j -0.0112362+0.0317529j -0.00555825-0.00825218j 0.0110083-0.00367262j 0.0067033-0.0076369j -0.003998+0.00310199j -0.00413024-0.00558407j 0.00127755+0.0322509j -0.00279282-0.0126127j -0.00902155+0.00766316j 0.0203709+0.0271125j -0.013379-0.0311697j -0.00271217+0.0115092j -0.0267763-0.0373505j 0.00414578+0.0201011j 0.00619272-0.00174358j -0.0224167-0.0527637j 0.00634715-0.00813361j 0.00974274+0.00711423j 0.013662-0.0196664j 
