-0.0175942+0.0109217j -0.0295978-0.00998756j -0.0271703-0.00704892j 0.010322-0.00268055j -0.010635-0.00353332j 0.0241325+0.00179956j -0.00856945+0.00352173j -0.0209388-0.00307617j -0.00665593+0.000174154j 0.00888108+0.00188287j 0.00137905-0.00357544j 0.0223464+9.20668e-05j -0.00153887+0.0013534j -0.0112039-0.00122407j 0.00698189+0.00145429j -0.00516617+0.000470623j -0.0202706-0.00119295j 0.00435025+2.89167e-05j 0.00389766-0.00239757j -0.000493115+0.000614812j -0.00237674-0.000632779j -0.0234443-0.00232124j 0.00714143+0.00187008j -0.00819708+0.0024885j -0.000698805-0.000793069j 0.00469066-0.000241196j -0.0216493-0.00222177j -0.0236256-0.00107323j 0.0076146-0.00184288j -0.00940889-0.00399432j -0.0238062-0.000179413j 0.00944704+0.00191892j -0.0454256+0.00145235j -0.0220364-0.0042279j -0.0385839+0.00347381j 0.0130731+0.00438188j -0.0642022+0.00330323j 0.112689-0.0058979j -0.258606-0.0102715j -0.175155+0.00528751j 0.510053-0.000948869j -0.0746949-0.00243711j 0.130065-0.00345756j 0.00656313+0.00672124j 0.00940135-0.00495377j -0.0454342-0.000717812j 0.0188697+0.00899538j 0.0512366-0.00637572j 0.00544875-0.00351497j 0.00794473+0.00143812j -0.0087842+0.00514516j -0.0421084-0.00286639j 0.0138684-0.00314984j 0.0104603-0.00824843j 0.00950373-0.00144403j -0.00552804+0.00195819j 0.0152041-0.00182201j -0.0332229-0.000515508j 0.00109947-0.00182258j -0.0159752+0.00161092j -0.00759413-0.00594961j -0.00411804+0.00270079j -0.0116054+0.00445665j -0.00892115-0.000798172j -0.000791057-1.40029e-05j 0.00794207-0.00131926j -0.0100025-0.00226032j 0.00295397+0.000592324j 0.000500585-0.00583703j 0.00997464-0.00292474j -0.010412+0.00112992j 0.0118711+0.00505074j -0.00999345-0.00317006j -0.00982443-0.000144461j -0.0042977-0.00145207j 0.0108454-0.0035373j -0.00633172+0.00176967j 0.00052455+0.00353113j -0.0100236-0.00578708j 0.00809365+0.00369934j -0.0027354+0.0110677j -0.0120143+0.000166618j 0.00296007-0.0107975j -0.0165146+0.00614018j -0.0142076+0.000696311j -0.0100105-0.0293248j 0.0356573-0.00516583j 0.0314263+0.0302733j -0.0142031+0.0632472j 0.039248+0.0114439j -0.00534263+0.071805j 0.13842+0.0188753j 
-0.00280975+0.00637683j -0.00856903-0.00571212j -0.0213041+0.00246071j -0.00666463-0.00540248j -0.01193+0.000567692j 0.0253558-0.00665989j 0.018334+0.00505911j -0.0787182+0.00359287j -0.12667+0.00507475j 0.0285833+0.0142799j 0.00198572+0.00387349j -0.0121518-0.00819307j 0.0124058-0.00893134j -0.0351601-0.00833493j 0.0545601+0.0054451j -0.0190732-0.00321787j 0.00336311-0.0054272j 0.0335944+0.00516165j -0.0174761-0.00534918j -0.00484547+0.00342557j -0.00160095+0.00167665j 0.0210177+0.00400845j -0.0117369-0.00196419j 0.0158859+0.00181143j -0.00706196-0.00264883j 0.00241013-0.00133225j -0.0129799+0.00183517j -0.00925521-0.00229474j 0.00409323+0.000162066j 0.00579035-0.00564089j 0.00248449-0.000453147j -0.00521464-0.0032355j 0.0187754+0.0037558j -0.00478006+0.00263751j 0.0127817+0.00135311j 0.00116018-0.000729976j 0.00583728-0.00124802j -0.0122478-0.00135426j -0.00176786+0.000287267j 0.00903536+0.000647212j 0.0114575-0.00318141j -0.00265656+0.00186987j 0.0142404+0.00462077j -0.0186211+0.00252472j -0.00114499+0.00370438j -0.00560832-0.00551556j -0.0195112+0.000950623j 0.0221777+0.0155415j 0.0226398-0.0385275j 0.0305105+0.0364538j -0.0118626-0.0142331j 0.00247045-0.0213662j 0.00294671-0.0794772j 0.00710641+0.0415191j -0.00411034-0.0264283j 0.000787824+0.00494776j 0.0044031-0.0312702j 0.0122369+0.0133196j 0.00962506-0.028085j 0.00426642+0.0145899j -0.00152801-0.0185017j -0.0064575-0.0082821j 0.00113871-0.0129734j 0.00226106-0.0379446j 0.00265425-0.00302872j -0.00410502+0.0208733j 0.0064438-0.0193672j 0.00290448+0.000152299j 0.000502478+0.00160415j 0.00208423-0.000255446j 0.00306958-0.00730775j 0.000107946-0.00375215j -0.000563017+0.00209533j -0.00105467-0.00130883j -0.00130554+0.00227788j -0.000319688+0.010875j -0.00186414+0.0022965j 0.00311847-0.00705283j -0.000684427-0.00744138j -0.00283934+0.0020487j 0.000865139+0.0112346j 0.00427991-0.00460817j 0.00149665+0.00308668j -0.00202851+0.00176446j 0.0014891-0.0050902j -0.00520163-0.00189297j 0.00103291+0.00386737j 0.00248144-0.000382362j -0.00289914-0.00425463j -0.000370538+0.00322073j 0.00933604+0.00133377j 0.00594523+0.000309674j 
0.0124628+0.00278213j -0.00143964+0.0123985j -0.00202642+0.00808032j -0.0278565-0.00708658j 0.026298+0.014248j -0.0826184+0.00293513j 0.132113-0.0233515j 0.0568756+0.00262993j 0.01388-0.0169956j 0.0294136-0.00680481j 0.00867424-0.0107678j -0.0515239-0.0119006j 0.036788+0.00770933j 0.0331866+0.00480542j -0.0414636+0.00192201j -0.0443316-0.00909882j 0.00329754+0.000864006j 0.0012822+0.00151048j -0.00530862+0.00580847j -0.0442839-0.00919184j -0.0179345+0.00289398j -0.00422567+0.00343842j 0.0102188-0.00412899j -0.00741345-0.00181404j -0.0156426-0.00280933j -0.00281736+0.00546734j -0.00535437+0.000105118j 0.0108688-0.000942134j 0.00106528+0.00250974j 0.00667464+0.0048555j -0.0030487-0.00112142j -0.00821939-0.000510075j -0.0190936-0.000614798j 0.0118987+0.00152268j -0.00627968-0.00125912j 0.00279624-0.00397042j 0.00801778-0.000398711j 0.0251641-0.000151569j 0.01656+0.00492486j 0.00214876+0.000762441j -0.0190246+0.00278912j -0.0207137+0.00352112j -0.0122606+0.0093399j -0.0206916-0.0024267j -0.00599002+0.0180216j 0.034141+0.00668726j -0.0296092-0.055096j -0.0499465-0.00420037j 0.00929774-0.00859542j -0.0235165-0.0529763j 0.0147003+0.0402997j 0.00562254-0.0557651j -0.0157044-0.00831161j -0.0058135-0.00216062j -0.00815302+0.0438677j 0.0213523-0.0260407j -0.00853375+0.0214728j 6.82903e-05+0.0146175j 0.000361628-0.0194441j -0.00327894+0.0194495j -0.00399287+0.0363974j 0.00241758-0.0140019j 0.00414428-0.0091344j 0.00120133-0.00170453j 0.00416707+0.00594466j -0.00144343+0.00189834j -0.00235371+0.012214j -0.00159888-0.00623798j 0.00111397+0.00857118j 0.00152837-0.00214081j -0.0010814-0.00793839j 0.00298351-0.0104234j 0.00222638-0.00440844j 0.00320447-0.0129552j -0.000566676+0.0106578j 0.00122966-0.00180531j -0.00198242+0.00480551j -0.00208002+0.00690703j 0.000165796+0.0106055j -0.0011842+0.0012635j -0.0021487-0.00750891j -0.00353525+0.0083486j 0.00374088+0.0034144j -0.000702718+0.00247011j 0.0024018+0.000689038j -0.000280445-0.000337918j 0.00644071-0.000312145j -0.00159091-0.00318236j -0.000245225+0.00195243j -0.00025473-3.31466e-05j 0.00490261+1.09095e-05j -0.0159855-0.00229318j 
0.000695905-0.0101289j 0.0137027+0.00465441j 0.0245024-0.00488187j 0.0138819+0.00260693j -0.00210418+0.00789541j -0.125198+0.0132956j -0.0652099-0.00950257j -0.0154979-0.00697359j 0.0182916-0.00221419j 0.0259057+0.0117836j 0.0471685+0.0023358j 0.00426461-0.00630852j -0.0170926-0.00581735j 0.02184+0.0111462j 0.0220244-0.00225802j 0.0115544+0.00509494j 0.00966578-0.000168907j 0.0254588+0.00747853j 0.00691356+0.00378011j -0.00195207+6.82578e-05j 0.0131223+0.00396387j 0.00345929-0.00054288j -0.00815061-0.00483663j -0.0113666-0.00436603j 0.00240587-0.00342025j 0.00687317+0.00163929j -0.0227495-0.00402602j 0.00342238-0.00265514j 0.0106895-1.33855e-05j 0.00280562-0.00198186j -0.000758025-0.0014302j -0.00490764+0.00444259j -0.0159824-0.000570614j -0.00284676+0.000910994j 0.00977574-0.000509052j 0.00369964-0.00184094j -0.00249395-0.00253346j 0.0158665+0.00273496j -0.00201486-2.7829e-05j -0.00935168-0.00101598j -0.0125356+0.00396119j 0.0142911-0.00325672j -0.0108096-0.00170233j 0.0199225+0.00221533j 0.00184441+0.0183942j 0.0517372+0.0234381j 0.031494-0.0107265j 0.00174502-0.0433004j -0.0111544-0.0464823j -0.0122244+0.0471269j 0.0140788-0.0218806j -0.0132178-0.0154182j 0.0112441+0.0503473j 0.000806973+0.0615138j -0.00991583+0.00373648j 0.00287832+0.0465219j -0.001249-0.0232208j -0.0118475+0.0290725j 0.00380223-0.0300923j 0.00421183-0.0258092j -0.00621148+0.00321707j 0.00458617-0.00849654j -0.00182925+0.00401222j -0.00142008+0.00941195j 0.00190068-0.00315724j -0.00335451+0.0133542j -0.00180848+0.0076223j 3.91371e-05-0.00565056j 0.000440286+0.000673687j -0.000713094-0.00328265j -0.0011302+0.0088371j -0.000289441-0.00365057j -0.000362106+0.00700074j 0.000183412+0.00467943j 0.00233997+0.00823855j -0.000141985+0.000992019j -0.00420218+0.00426228j 0.00103734+0.00646321j 0.0023132-2.14725e-05j 0.00322955-0.00422425j -0.00179435+0.00015781j 0.00185255-0.00159208j 0.000724302-0.00873192j 0.00407854+0.00388403j -0.0017182+0.000977671j 0.00185566+0.00521377j 0.00207986+0.00316477j 0.000924897+0.000422013j 0.00757767+0.0027955j -0.00397391-0.00582583j -0.0135661-0.00120645j -0.00518652+0.000170197j 
-0.000450507-0.00110233j 0.00164487-0.000748796j -0.021231+0.0207838j -0.0464892-0.00475212j 0.144573-0.0105733j 0.0255756+0.0241345j -0.0179277+0.00173415j 0.0563321+0.0159578j -0.0345472+0.00258613j -0.0540961-0.00127715j -0.0140914+0.0103557j 0.0206788-0.00420626j -0.0319399-0.00362856j 0.0102392+0.00396976j 0.025426+0.0146269j 0.0161472+0.00827372j 0.0101098-0.00210245j -0.0150143-0.0067041j -0.0105978-0.000305919j -0.0181341-0.00504179j 0.0146271-0.00498434j -0.00802973+8.52806e-05j -0.00917114-0.00188801j -0.00151819+0.00277811j -0.016398+0.00038879j 0.0127392+0.00435216j 0.00455705+0.00586958j -0.000688952-0.00364986j -0.00225591+0.000552607j 0.00506379+0.00516248j 0.00808195-0.00164676j 0.0103982+0.000158039j -0.00379136+0.00234204j 0.0031197-0.00209428j 0.00261836-0.00772576j -0.018048-0.00365326j -0.018722-0.00220728j 0.0139038-0.00487397j -0.00181906+0.00429327j 0.00175544-0.00265951j -0.00800386+0.001145j 0.00554648+0.000340956j -0.0106296+0.0158782j -0.0318153-0.0141152j -0.0641518-0.0269083j -0.0173641+0.0602277j 0.0102745-0.00063414j -0.0222947+0.0308036j -0.00775777+0.0038833j 0.0205726+0.00142442j -0.014171-0.0394641j 0.000666896+0.0104918j -0.00496694-0.0454806j -0.019519+0.0231293j -0.00602735+0.0260355j -0.00549187+0.05242j 0.000751327+0.00829701j 0.000387935-0.0195624j 0.00317415-0.00671927j -0.000110032+0.0107017j -0.000446258+0.0038667j 0.00176855+0.00657491j -0.000189944+0.0106257j 0.00133258+0.00737634j -0.00291193+0.00903982j 0.00424435-0.0147608j 0.00338572-0.0106696j 0.0020386-0.00123525j 0.00257414+0.000289424j 0.000315941+0.00318934j -0.000159508-0.00963014j 0.000765502+0.00627432j 0.00278597-0.00754851j 0.0011015-0.0106172j 0.00113072-0.00641074j 0.001459-0.00712916j 0.00268945+0.00934222j 9.39469e-06-0.00227638j 0.00105213+0.00229106j -0.00311014+0.00293075j -0.00181547-0.00278095j -0.00193393+0.00793469j 0.00151653+0.00338724j -0.00309479-0.00222313j 0.00496793-0.00324752j 0.00108909-0.00346206j 0.00472873-0.00586289j -0.00870884-0.00424681j -0.0107933-0.0063474j -0.00458965+0.00319314j 0.000644365+0.000427089j -0.00408907-0.000337298j 
-0.018346+0.00598789j -0.00921107-0.0209559j -0.126147+0.00646657j 0.0555121-0.0381866j 0.0699297-0.0312229j 0.0416415-0.00807228j 0.0215358-0.0236609j -0.0899314-0.0136349j -0.0111397-0.000547204j -0.0220734-0.00216283j -0.00377003-0.0123921j -0.0303396-0.00828466j 0.0101972+0.00582705j -0.00736049+0.00543908j 0.00842476+0.00785722j -0.00410121-0.000197852j -0.00393472-0.0046711j 0.00199088-0.00175801j -0.0100136+8.86306e-05j -0.0269114+0.00010254j 0.00297426+0.0080135j -0.00788867+0.00295734j -0.00209341-0.000552592j -0.00823762+0.00432568j 0.0170056+0.00198622j -0.0138538+0.00251053j -0.00234305-0.00090809j -0.000571036-0.0004827j 0.00478404+0.00125389j -0.00775143+0.000798429j 0.0140685+0.00630397j 8.01264e-05+0.00181762j -0.00708471+0.000875317j -0.00855461-0.000359857j 0.0199354+0.00651343j 0.00327553-0.000856625j 0.00277478-0.000645984j -0.0194646+0.00130313j -0.0162031-0.0045186j 9.40643e-05+0.00254508j 0.0284568-0.00963061j 0.016026-0.000811093j 0.10124+0.0350113j -0.0356445+0.0439423j -0.050098-0.0352561j -0.0268088-0.0257631j -0.0354631-0.039995j 0.0242207-0.0615679j 0.00239959-0.00108659j 0.0194606-0.0033593j -0.00615052+0.0114773j 0.00362191-0.0365294j 0.000120249+0.0211843j 0.00393938-0.0154245j 0.000499779+0.0128514j -0.00194602+0.0222757j 0.00286759-0.00276984j -0.00279753-0.00184346j -0.00421354+0.00441926j 0.00231467+0.0123441j 0.000115967+0.00710438j 0.00240514+0.00860025j 0.00059997-0.00408317j 0.0016738-0.00585484j 0.000296331-0.00351225j 0.000610248+0.00961533j 0.00226598-0.00703371j -0.00366208+0.010597j -0.00117161+0.00664443j 0.00177387-0.00418146j 0.000787552-0.00992213j 0.00134694-0.00413783j -0.000637109-0.00692361j -0.00153329-0.0105683j -0.0044587-0.0061644j -0.00198922+0.00201405j 0.00109823+0.00277331j 0.00354212+0.00313429j 0.000557291+0.00050992j -0.00684921-0.00273069j 0.00217188+0.0019144j -0.00184523-0.000730553j -0.00180279+0.00761392j -0.00173632-0.0104892j 0.00944201+0.00555301j -0.00317753-0.00287821j 0.00146999+0.00816454j 0.00211754-0.00565058j -0.000975681-0.00758667j -0.0037869+0.00127961j 0.00656743+0.000442689j 0.0209794+0.00200182j 
-0.00409497-0.0208609j 0.0242475-0.00127267j 0.0658293-0.0185569j 0.103735+0.00530128j 0.0287342-0.0241131j -0.00962827-0.00523123j -0.0546446-0.014051j -0.0567784+0.0226885j 0.00251124-0.00627515j -0.0462497-0.00383166j -0.0275725-0.00642012j 0.000633366+0.00826409j -0.0159134-0.00224177j -0.0311443-0.0056378j -0.0131925-0.00297057j 0.0172296-0.00134164j 0.0116386-0.000749878j 0.012876+0.00236365j 0.00537379-0.00208716j -0.00707596+0.00149139j -0.0139362-0.00215556j -0.010109-0.00460694j -0.000949612+0.00105602j -0.0131159-0.0032898j 0.00916492+0.00294397j -0.0107633-0.00354665j 0.00139081-0.00230055j -0.00291932+0.000729496j 0.0027867-0.000348188j -0.0124059-0.0042846j -0.0156984-0.00211969j -0.0130131-0.000439559j 0.00641885-0.00418418j -0.00877776-0.00106994j -0.0159172-0.000764907j -0.000811517+0.00408214j -0.0168263+0.000417518j -0.000367942+0.00228959j -0.00319631-0.00169839j -0.0162009-0.00510521j -0.0226762+0.00365397j 0.0342676-0.00700466j 0.0142789-0.0336956j 0.0869779+0.0181709j -0.0189635-0.0563753j 0.0122309-0.00839845j 0.0160452-0.0543622j 0.0292414+0.0423352j -0.0182181+0.0231719j 0.000160969-0.0280428j -0.00636223+0.050042j -0.00861885-0.00306297j 0.00273404-0.0165217j -0.00379691-0.00919174j -0.000187222-0.0089638j -0.000693553+0.0018691j 0.00162357-0.00909771j 0.0012166+0.00564966j -0.00272734+0.00291486j 0.00248409-0.0031994j 0.00180288-0.00442133j -0.00121446+0.00538683j -0.000201211-0.00144718j 4.66511e-05+0.00205402j 0.000152262-0.00516385j -0.0019959+0.00485862j -0.000624242-0.00184599j -0.0010271+6.19831e-05j -0.0019201-0.00319189j -0.00122149-0.00386587j 0.000453772+0.00666697j -0.000740275-0.000583702j -0.000548163+0.0059285j 0.00188532+0.00436331j 0.00276901-0.00746131j -0.000911064-0.00269076j -0.000392347-0.00196179j -0.000405873+0.00353308j -0.000135943+0.000263487j 0.00213417-0.00623942j 2.48696e-05+0.00568479j 0.00253683-0.00387792j -0.00227541-0.00639058j 0.00535872+0.00343667j -0.00505684+0.00355661j 0.00300418+0.00050534j -0.00745105+0.00126567j 0.00127339+0.00539828j 0.00508025+0.00382604j -0.000771419-0.00591471j -0.0200394-0.00129309j -0.00216051-0.000408828j 
-0.0573738-0.027601j 0.0476232-0.0514636j -0.0480406+0.0368295j 0.0404372+0.0225238j -0.0292164-0.0101842j 0.0288117+0.0168308j 0.00466374+0.0105487j 0.0149293-0.000400089j -0.0214857+0.00208854j 0.0128554+0.00753787j 0.00193271-0.00664052j 0.0077041+0.00271867j 0.00457555+0.00405436j 0.00229638+0.00141459j 0.00613829+0.00165362j 0.00576577-0.000487873j -0.0189654-0.00570435j -0.00114723-0.00219721j -6.3393e-05-0.00438393j 0.00677514+0.00178449j 0.0121227-0.000119755j -0.0130033-0.00382693j -0.0159326-0.00132876j -0.0107166+0.0010301j 0.0357109+0.00575269j 0.0115058+0.00165054j 0.000291204-0.000342435j -0.0209959-0.0035773j 0.0285642+0.00169612j 0.00578163-0.00390598j 0.00965732-0.000664177j -0.00918443-7.61046e-05j -0.0256336-0.00127936j -0.00962243-0.00781144j -0.0099207-0.00328202j -0.0211797-0.000773715j -0.0198231-0.0121485j 0.0142106+0.00240594j -0.00393143-0.0143423j 0.0437808-0.0274639j 0.00471421-0.0197247j 0.158484+0.013477j 0.040535+0.0049027j 0.00999673-0.0579385j 3.55485e-05-0.0191412j -0.019284+0.0300526j 0.0142449+0.0284685j 0.00128158-0.00113524j 0.000124897-0.00424365j 0.000122352+0.00739105j 0.0015165+0.00339841j -0.000213229-0.00622606j -0.00217916+0.00202682j -0.00432554-0.00607537j -9.44633e-05+0.00499688j 0.00161764-0.00513932j -0.00143836+0.00124294j 0.00178864+0.00347357j -0.00173649-0.00114412j 0.000922629+0.00744354j -0.00254046-0.00303158j 0.00166643+0.00533984j 0.00279595-0.00081287j 0.00132551-0.00510999j 0.00053271-0.000792932j -6.2354e-05+0.0016423j -0.000698852-0.000396164j -0.000174343+8.77668e-05j -0.00207782-0.00125312j -0.00358759+0.00330252j 0.000764764+0.00146619j 0.000628666+0.0052311j 0.000831909+0.00239528j 0.0015042+0.000769509j -0.00215122-0.00416595j -0.00344967-9.12402e-05j 0.00240895-0.00368909j 0.00235776+0.000148198j 0.000720254-0.00201891j -0.00226714+0.00220934j 0.00682337+0.00493429j 0.00386266-0.00557792j -0.00143027-0.000994386j 0.00200261-0.00184979j 0.00650465+0.00168789j -0.00338419-0.00686239j -0.00850087+0.00941085j -0.00495933+0.00451658j -0.00494646-0.00119541j -0.0141082-0.00634715j -0.0362619+0.00251828j 0.00323136-0.00298579j 
0.0386805-0.0488172j 0.0595575+0.0276103j 0.0373739+0.0227049j 0.0369211-0.0417241j 0.0423021+0.00262811j 0.0183665+0.01514j -0.00710996-0.0118168j -0.0124717-0.00233422j -0.0157156-0.004464j -0.0302837+0.00346733j 0.00939712+0.00159503j -0.0127092+0.00731268j -0.0141147-0.00253524j -0.0238727-0.0015799j 0.00243699+0.00171395j 0.00723383+0.000483539j 0.0108976-0.00345505j 0.0130517+0.000872289j 0.0173023+0.00294648j 0.00508043+0.00117722j 0.00408414+0.00111898j 0.00195868-0.00256745j 0.00513899-0.00228801j -0.00646445-0.00502976j -0.00899073+0.00175326j -0.00322996+0.0013625j -0.00649536-0.000807685j 0.000538489-0.00375064j 0.00255085+0.00429127j 0.0141304+0.00394425j 0.00371354-0.00184236j 0.00674159-0.000237735j -0.0225368-0.00874964j 0.0212393+0.00358978j -0.00082002-0.00583652j 0.00730724-0.00356151j 0.0128797+0.00321449j 0.0255974+0.0153173j -0.0226618+0.0215435j -0.0256076-0.0115753j -0.144984-0.0105045j 0.0206035-0.0254322j -0.0154376+0.0649792j 0.0398811+0.00935878j -0.0252562+0.0130494j 0.0108793+0.0294215j 0.0101327-0.0134086j -0.00412738-0.0162052j 0.00296734-0.0116391j 0.00321026+0.00164596j 0.00223301+0.0034817j 0.0050183+0.0060546j -0.00130338+0.000375947j -0.000231833-0.00644152j -0.00110474-0.00188014j 0.00157752+0.000816718j -0.00159209-0.00505509j 0.00260134+0.00368782j -0.00121323+0.00216242j 0.00168181+0.00130364j 0.00308007-0.00182952j -0.00107216+0.00499672j 0.000985502+0.00237968j 0.0022601+0.000840489j -0.000219991+0.00178324j -0.000956551-0.000238433j 0.00196858-0.0071861j 6.29126e-06+0.00133396j 0.000843122+5.78852e-05j -0.00141714-0.00478887j 0.000649619+0.000513788j -0.0041824+5.49527e-05j 0.000160926+0.00563573j 0.000546869+0.00441078j 0.00154483-0.00578079j -0.000758166-0.00422426j 0.000614025+0.000897004j -0.0011849-0.000170252j 0.00261876-0.000571748j -0.000997547-0.00103456j -0.00282981+0.00897109j 0.00336514+0.00394015j 0.00224901-0.00119021j 0.00291574+0.00331863j -0.000826331+0.0055753j 0.00758177-0.00459104j -0.000663117-0.00858955j -0.0049806+0.00316049j 0.0118013+0.00846249j -0.00462555-0.00400009j -0.00684606+0.00217405j -0.0360257-0.000479915j 
-0.0239396-0.00890904j -0.0131998+0.0170846j 0.013599+0.00759931j 0.0211468-0.00746125j 0.00520006+0.00793518j 0.00879998-5.80149e-05j -0.00973104-0.00148787j 0.0109058+0.00367494j -0.00624395-0.00237565j 0.00215066-0.00223866j 0.00492976+0.00334686j 0.00491674-0.0014943j -0.00300208-0.00121669j 0.00270239+0.00032274j -0.00524724-0.000979013j 0.00350024-0.000328219j -0.000420568+0.00164895j 0.000549616+0.00072384j 0.00243278+0.00195471j -0.00231504-0.000715144j 0.00265589+0.00143016j -0.00267317+0.00159187j -0.00805095-0.000946795j -0.00753888-0.00156059j 0.012147+0.000467095j 0.00184004+7.88711e-05j 0.00314708+0.00092395j -0.00776023+0.00110341j 0.0117817+0.00146701j 0.000225314+0.00275263j 0.00174168+0.00111874j -0.00596067-0.00108548j -0.0109148-0.002457j -0.0111098+0.00404204j -0.00863648-0.00161736j -0.0172123-0.00266201j -0.0415893-0.00442552j 0.0369576+0.00672768j -0.0985337+0.014535j -0.321205+0.00216191j 0.544935-0.00353397j 0.0597405-0.00300148j 0.101753+0.0113395j 0.0668771-0.0037475j 0.0033815+0.0102848j -0.0332229+0.00436732j 0.0396706-0.00889818j 0.0195574+0.00691384j 0.00555385+0.00015763j 0.0041946-0.00241273j -0.000606944-0.00461005j -0.036373+0.00310144j 0.00127591+0.00191246j -0.00487907+0.00743299j -7.5316e-05+0.00234902j 0.000226456-0.00383188j 0.00881913+0.00164865j -0.0177704+0.00163001j 0.00239936-0.000431111j -0.0143692-0.000637057j -0.0128245+0.00538343j -0.00286676-0.000723163j -0.00402316-0.00478623j -0.00392637+0.00191902j -0.00205202-0.00123536j 0.00288641+0.00254347j -0.00443501+0.0021106j -0.0025909-0.000464989j -0.00903225+0.00338688j 0.00463978+0.00235188j -0.00715878-0.00153462j 0.014488-0.00401863j -0.01496+0.000650597j -0.00503852+0.000651237j 0.00927059+0.00032785j 0.00839851+0.00265863j -0.0014355-0.00498085j 0.00914054-0.00140467j -0.0111358+0.00331851j 0.00396673-0.00243392j -0.0108001-0.0061529j -0.0124795-0.00189008j -0.0115554+0.00759686j -0.0126992-0.00264036j -0.00285549+0.000202802j -0.00193275+0.0164496j 0.00573102+0.0107188j 0.0141611-0.0106409j -0.00740064-0.024734j 0.0275675-0.0128602j -0.0532421-0.0308776j 0.168637-0.0236457j 
-0.0171583+0.0184457j 0.0315071+0.00676859j 0.0207705-0.0065382j -0.0143483-0.00759068j 0.0150647+0.00130656j -0.0110763-0.00757922j 0.00601366+0.00308808j 0.0082929-0.00261725j -0.00477802+0.00201837j -0.00833141-0.00157334j 0.00584955-0.000989535j -0.00977558-0.00443017j -0.00238911+0.00123538j -0.00235994-0.00134332j -0.000728516+0.00165937j 0.000598801-0.000593897j 0.00561514+0.00181061j 0.00236338+0.000411825j 0.00591549-0.00131661j -0.000685744+0.00190216j 0.00219768-0.000171168j 0.00455666+0.00137404j 0.000690464+0.00274251j -0.00247774+0.00362197j -0.00275392-0.00300906j 0.000776222-0.000791369j 0.000290444-0.00141649j 0.00206707+0.00320162j 0.00258443-0.00390144j 0.0102794-0.00217556j -0.00788438+0.000602618j -0.00405807+0.00205441j -0.0111059+0.00191581j 0.0216516+0.00199063j -0.0234087+0.00388041j -0.0014326+0.00532056j 0.0324847+0.00307586j 0.0778639+0.00228077j 0.403304-0.0023839j -0.100462+0.0151491j -0.019045-0.0011175j 0.479179-0.00240106j -0.0719085+0.00242927j 0.0990452+0.0111887j -0.0265771+0.00483189j 0.0391422-0.0142758j 0.0349477+0.00190049j -0.0452069+0.00105049j -0.0142653-0.000268165j 0.00647411+0.00190089j 0.0282694-0.00542112j 0.0133791-0.00772482j -0.011324-0.00139298j -0.0250655-0.00212717j -0.00331495+4.69643e-05j 0.00620645-0.00304456j -0.0110619+0.00336633j 0.0183525-0.00462652j -0.0026016-0.000374427j 0.0115729-0.00400254j -0.0153427-0.00186615j 0.00518122+0.000971518j 0.0170524-0.00449432j 0.000673034-0.00175036j 0.00153866-0.00210066j -0.00294306+0.000540884j 0.00924917-0.00675852j -0.0017906+0.000863941j -0.00973049-0.00216247j -0.00716777+0.00260114j 0.00617797-0.00289212j 0.00799273+0.0041964j 0.000552346-0.00285252j 0.00227867+0.000461177j -0.00129162-2.15819e-05j -0.0103189+0.00396717j 0.00629519-0.00630622j 0.00698488+0.000556496j 0.000840375-0.00568583j -0.000849344+0.00548881j 0.0126899-0.0025534j -0.00386459-0.00654985j -0.0125064-0.00534099j 0.00455498-0.00491961j 0.00539764-0.00417469j -0.010516-0.00155584j -0.00500115+0.0202672j -0.00101398+0.0160455j -0.0228572+0.0122938j 0.000617143-0.0202858j -0.167446+0.0236606j -0.0551333-0.0273958j 
