-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
-0.00826571-0.0106574j -0.00578402+0.00553621j -0.00735335-0.012874j -0.0135025-0.0054761j 0.00659384-0.00865965j 0.0214152+0.0122009j 0.00227881-0.0118276j 0.00207155+0.0174305j -0.00196901+0.0171983j 0.00514917-0.00143682j 0.00904187+0.00157364j -0.0174283-0.00936781j -0.000168805+0.0095248j 0.00548231+0.00400929j 7.9411e-06+0.0103535j 0.00693633+0.00315794j -0.00886528-0.00558143j -0.0163301-0.00909632j -0.00929736-0.000746575j -0.00479705-0.00204624j 0.00759717+0.00150324j 0.0082451+0.00291056j 0.0246085+0.00515567j 0.0204157+0.000640155j 0.00106159-0.00261196j 0.0109984-0.00556365j 0.0131582+0.00165839j -0.0187716+0.00263525j -0.0326449-0.00468679j -0.0206818-0.00318322j 0.00156335+0.00161657j 0.0454889+0.0077611j -0.000280581+0.000147731j 0.0307085+0.015453j 0.00254283+0.000160416j 0.00038295+0.000685768j -0.0132836-0.00633652j -0.0112302+0.000698644j 0.00158676+0.00348373j -0.00759486-0.00153206j -0.000422833-0.00643771j -0.000967668+0.00425903j -0.00481052+0.00805216j 0.00575614+0.00191658j 0.0096531+0.00449917j -0.00728458-0.0112753j 0.00439568-0.000227318j 0.007154-0.00743415j 0.0201226-0.011785j 0.0237763+0.0129209j 0.0227035+0.00199769j 0.0129642-0.0328745j 0.0829506-0.023693j -0.0228891-0.0117575j -0.0360315-0.00682707j -0.0178309-0.0455401j -0.0790259-0.0292281j -0.0310685-0.00127335j -0.0114084-0.00428575j 0.0286056-0.0358548j 0.0586445+0.0182838j -0.00816954+0.0789432j 0.0205766+0.095574j 2.8163e-05-0.0627302j -0.109558-0.133779j 0.0884609+0.11461j 0.0591319-0.029328j 0.220716-0.188898j -0.0890211+0.099117j -0.0813741+0.0514935j 0.0287275+0.163909j 0.00397076+0.0727959j -0.0373906-0.0599266j 0.00202184-0.045648j 0.0713963+0.0362308j 0.130574+0.0944503j 0.0560115+0.0361582j -0.0581015-0.00863307j 0.0450818+0.0395163j 0.070891-0.00217042j -0.000402259-0.00105246j -0.0349978-0.00541879j 0.0470911+0.00327612j -0.0189487-0.016324j -0.000806255+0.0087486j 0.00963162+0.018453j 0.047316+0.0209866j -0.0078164-0.0109598j -0.0402488-0.0146607j -0.00173111-0.000668501j 0.00436878+0.000990247j 0.0203662+0.00554811j 0.0184707+0.00553796j 0.00191351-0.00120062j 0.00274336+0.00068025j 
0.00791589+0.00295813j -0.00493714+0.00604927j 0.0183335-0.00541871j -0.00643759+0.0094293j -0.0403013+0.0245794j 0.0010146-0.00571768j 0.00297479-0.0212986j 0.0142982-0.0274666j 0.0192312-0.0120989j -0.00398067-0.0206621j -0.00204134-0.00160955j 0.00107918-0.00521756j 0.00190513+0.00452059j 0.000231795-0.00612384j 0.00567932+0.000232294j 0.00864046-0.00956869j 0.00451545+0.000145115j 0.00986229+0.0121932j -0.00975253-0.0109134j -0.0234622-0.0104239j -0.00154684-0.0110276j -0.0190173-0.00209226j -0.0058088+0.00200156j -0.0016185-0.00324834j -0.0744319+0.0105904j 0.000250302+0.00836584j -0.00937558-0.00337538j -0.012418-0.000307257j 0.0146554+0.00941217j 0.00500049-0.00505868j 0.00201372+0.00607648j -0.0116435+0.00570987j 0.00933832+0.0036776j -0.00506295+0.00592045j -0.0206763+0.000652308j -0.00568434-0.00369449j -0.0082939+0.000405092j -0.0046867+0.00494642j 0.0117395-0.00998907j 0.00535096+0.0033095j 0.000451328+0.00594499j -0.00297378-0.00419894j -0.00839091-0.00587128j 0.00650494-0.00920945j 0.0069366+0.00192822j 0.0259129-0.00325372j -0.016041+0.00935611j 0.0143618-0.00678395j -0.0402496+0.00131474j 0.00142125+0.000841277j -0.0363198+0.00201765j -0.0188387-0.0102261j 0.0285023-0.017573j 0.043771-0.010472j 0.0953791-0.0361568j -0.201011+0.127621j -0.0328007+0.0206291j 0.0472451-0.00894921j -0.00337277-0.0344505j 0.13127-0.0622205j -0.0345189+0.0859068j -0.200882-0.188297j 0.077482+0.244715j 0.0476186+0.0785309j -0.11207-0.0114415j -0.10216+0.152834j 0.0500169-0.0523298j 0.0311266-0.0247666j 0.0360078+0.00556572j 0.105866+0.0334881j 0.0557525-0.0951576j -0.0204912+0.0077134j -0.010137+0.0496412j -0.0177266+0.0054935j 0.032021-0.0253139j -0.0245919-0.0470017j 0.000641518-0.00742698j 0.0298669+0.00320603j -0.00327387-0.0197202j -0.0287058-0.0175707j -0.0141673-0.00765505j 0.00635101+0.0190555j -0.0203234-0.00453252j 0.0203044-0.00383953j 0.00343409-0.00162541j 0.010384-0.0108691j -0.0108089-0.0111503j -0.00770918+0.00545701j 0.00601511+0.0117349j -0.00555112-0.00253921j -0.00213634-0.00208793j -0.00290221-0.00444451j -0.0072469-0.00449845j -0.00574834+0.00221523j 0.00186832+0.000614238j 
0.00430582-0.00364557j 0.0211217-0.000756682j 0.00891767+0.000326445j 0.000584827-0.000144982j -0.018867+0.00985158j 0.00988784+0.00266759j 0.0149+0.0158628j 0.0213892+0.00881117j -0.0267703-0.0394723j 0.0162+0.0081183j -0.00131399+0.0150323j -0.0108725-0.00439397j 0.00445031+0.00282886j -0.00296819+0.00176906j -0.000480216-0.00287197j -0.00914034+0.00816052j 0.000435257-0.00293219j 0.0263368+0.00744341j -0.00482841-0.00573661j -0.0152094+2.44968e-05j -0.0178667-0.0103889j -0.0130725-0.000291497j -0.0265037+0.014088j -0.0289047+0.00640472j -0.00588757-0.000307416j -0.0119265+0.00307499j -0.0128791+0.00286751j -0.0488375+0.00281237j -0.0349698+0.00727526j -0.0083402-0.00104657j -0.0126409-0.00354122j -0.000845379+0.00537216j -0.00545812-0.00672995j -0.000665959+0.00401006j 0.00708167+0.0011403j -0.00064154+0.0141828j 0.0175157-0.00562731j 0.0238344-0.0081179j -0.00161197+0.0111964j 0.00746191+0.00871599j 0.0106902-0.000490464j -0.00495071-0.0052247j -0.0073522-0.012511j -0.00624869-0.00779333j -0.0104496-0.00063741j 0.00932895-0.00866811j -0.00849847+0.00881746j 0.0050538-0.000582279j -0.0135142+0.0259367j 0.00543387+0.0140753j -0.0268477+0.0047475j -0.0143504+0.0190125j -0.0169022+0.0363048j 0.0314743-0.00906106j 0.0841056-0.0184382j -0.0502981+0.0513761j 0.0282049+0.0139615j 0.0592837+0.00831569j -0.00969064-0.00941859j 0.0476965-0.0314256j 0.00959282+0.165736j -0.0765195-0.0438133j -0.0617269-0.0152411j 0.0823516+0.065641j 0.119303+0.174858j 0.128923-0.0840472j -0.187043+0.203733j -0.0724866-0.0545858j 0.0687093-0.0315455j -0.111254-0.109192j -0.0750957+0.120084j -0.142508-0.0555299j -0.0326159-0.0258422j 0.00420076-0.0336857j 0.0227446+0.0104111j 0.0451983+0.0314533j 0.0131014-0.0240633j -0.102396-0.0818931j 0.0286119+0.0312509j 0.00347432+0.00148655j -0.00455053+0.0036784j -0.0288067-0.0233292j 0.0159874+0.0154098j -0.0171723-0.0296504j -0.00520995-0.00143505j 0.00605106+0.00330197j 0.0128053+0.0163823j 0.00640161+0.0130978j -0.00363441-0.000762785j 0.000760901+0.000353467j 0.000485469-0.000995463j 0.00350134+0.00631034j 0.0113791-0.00234327j 0.00716928-0.0014279j 0.00157566-0.00292621j 
-0.00101207+0.00102056j -0.0075437+0.000440787j -0.0040809+0.00351716j -0.00042175+0.000391805j -0.0151373+0.0205708j -0.0131133-0.0205148j 0.00335359-0.00789845j -0.0177738+0.0277978j 0.00650202-0.0237045j 0.00262596+0.0109931j -0.00342495+0.00420568j -0.00619437+0.0127908j 0.00693698-0.00423843j 6.10874e-05+0.00295016j -0.00108644-0.00257125j -0.00522824-0.00279494j 0.0241499-0.00260395j -0.0129273-0.00685441j 0.0216271+0.00242456j 0.013161-0.00288665j -0.0135855-0.00218138j -0.0277184+0.00169113j 0.00807221+0.000257517j 0.0771449-0.0030185j -0.00894309+0.0109315j -0.00961322+0.00327535j 0.00698518-0.0107031j 0.00583765-0.00357547j -0.0246859-0.00461383j -0.0211495+0.00345433j 0.0086164-0.00111258j 0.000786341-0.00119136j 0.0130506+0.00341208j 0.00596311-0.00896718j 0.0201629+0.00403609j 0.00672152+0.0105887j 0.0137656+0.007862j 0.0182979+0.00618164j -0.00179398+0.00705689j 0.001565-0.00385211j 0.012329-0.00829479j 0.00480275+0.0108762j -0.00371187+0.0107001j -0.00962024+0.00852275j -0.00349091+0.00071492j -0.00298051+0.000389727j 0.0231551-0.0084365j 0.0104384+0.00611056j 0.0472537-0.00685647j -0.0457231+0.0195336j 0.0655071-0.00460271j 0.157607-0.0591123j 0.162462-0.0661428j 0.00782122-0.0393284j 0.0582837-0.034782j -0.0157945-0.00537937j 0.117532-0.0584883j -0.0190272+0.0200543j -0.0339059-0.149628j -0.106927-0.233631j -0.0729666-0.123128j -0.0967361-0.064921j 0.0978059-0.0744607j -0.103799+0.0182742j 0.0148674-0.00359653j -0.0385402+0.0564033j 0.050685+0.00249243j -0.0047651+0.0601728j 0.0588662-0.118514j -0.0204134+0.011756j -0.0517089+0.0418569j -0.0256761+0.0228254j -0.00859731-0.0425768j 0.00686482-0.049142j -0.0596489-0.0508992j -0.018429-0.0171549j 0.0136462-0.0167137j -0.0217104-0.0152689j 0.00643328+0.0185782j 0.0238696+0.020995j 0.0127663-0.00110641j -0.0484159-0.0169581j 0.0433237+0.011467j -0.0321962-0.023875j -0.00773411-0.00523568j -0.0241059+0.00363434j 0.021504+0.00624222j 0.0363713+0.017657j -0.0117653-0.00762582j -0.00107421-0.00234782j -0.00636598+0.00290845j 0.00158824+0.00199041j 0.0203449+0.0159561j 0.00401863+0.0048091j -0.00496354-0.00606963j 
0.0086999+0.00477849j -0.0152892+0.00708097j 0.0103213+0.00406173j 0.00579436+0.0120435j -0.00521053+0.0018726j 0.0115296+0.0127599j 0.0324773+0.013196j 0.00740715+0.0219347j 0.00745417+0.00614173j 0.00855039-0.00787667j 0.00370191+0.00264841j 0.00186886+0.00883267j -0.00571892+0.00490135j 0.00791725-0.00823423j 0.00289881+0.00427879j 0.0110732-0.00873063j 0.0124441+0.00681819j -0.0203297-0.0100944j 0.0157849+0.00985664j 0.0100627+0.000843346j -0.0140146-0.000329369j -0.013199-0.0104663j 0.0164587-0.00888798j 0.0383204-0.00720625j 0.00512709+0.00114732j -0.0238555+0.00220141j -0.0373649+0.0112606j -0.0254267+0.00299487j 0.0741164-0.00132065j 0.0166699+0.00332545j -0.0194455-0.00281512j 0.016742+0.00187025j -0.0163141-0.00914629j -0.00312486-0.0160753j -0.00266925-0.0108632j -0.00994645-0.0171911j -0.00819084-0.00146588j -0.00770924+0.0169398j -0.00552838-0.000188911j -8.6867e-05-0.000784468j 0.00667272+8.55032e-05j -0.00305115+0.00778666j -0.00101758+0.00627833j -0.0269432+0.00586349j -0.00514403-0.0114033j -0.0120413+0.00204042j 0.0208063+0.00187403j -0.0132975+8.27463e-05j 0.0501153-0.0124365j -0.0294086-0.0261948j -0.0232577-0.0303563j 0.0691328-0.0190048j 0.0992537-0.0718185j 0.0761589+0.0135651j 0.0028736+0.047621j -0.0160529-0.0364322j 0.00940304+0.0165565j -0.046168-0.154217j 0.043319-0.0136259j -0.0822282-0.150858j -0.0016898+0.0371553j 0.071904+0.0464353j 0.0947058-0.0245103j 0.214775-0.0477301j -0.00920717+0.0410765j 0.0141963+0.0146815j -0.0679461+0.116165j -0.0575568+0.0293316j -0.0624307+0.184149j -0.0189107-0.0150383j 0.063432-0.0609156j 0.0226022-0.0307853j -0.0185273+0.0766543j 0.013122+0.0828492j 0.131771+0.0823133j 0.0410833+0.018737j -0.0639655+0.0176667j 0.02293+0.0150254j -0.0208778-0.0465515j -0.0349949-0.0457487j 0.00618154+4.96201e-05j 0.0731683+0.0452434j -0.061343-0.0296033j 0.0569309+0.0554639j 0.00303587+0.00377303j 0.00860381-0.00936622j -0.0240845-0.0143676j -0.0512183-0.0278265j 0.0228305+0.00769958j 0.00161111+0.00391046j -0.000380865-0.00226702j 0.0068323-0.00157881j -0.0445315-0.00657154j 0.000944082+0.00078751j 0.0116621+0.00438676j 
-0.00288357-0.00675636j 0.0022354-0.00379372j -0.00608849-0.00737956j 0.00371725-0.00284155j 0.000335967-0.0102632j 0.00565319-0.0178276j -0.0230266+0.0376852j 0.00185064-0.00480394j 0.00121322-0.00156702j 0.00340377+0.0117007j -0.00242656+0.000356106j 0.000637236-0.0101791j 0.000443988-0.000124815j -0.00200118+0.00150962j 0.000652809-0.00146721j 0.0113286-0.00294611j -0.00551151+0.00479119j -0.0354594+0.00230467j -0.0215525+0.00180145j -0.0417561-0.000268612j -0.0277595+0.00440622j 0.0606244-0.0109842j -0.0205056-0.00839305j -0.0145254-0.000119938j -0.00162304+0.00369598j -0.00786155+0.00518059j 0.00903648+0.00627797j -0.00742967+0.000612373j 0.0166508-0.00478025j -0.0149326-0.00155732j 0.00399998-0.000592948j 0.00689511+0.00763028j 0.0114918-0.000427119j -0.004594+0.0087959j -0.0126688-0.00457082j -0.000372624-0.00623504j -0.00469634-0.00571237j -0.00457438+0.000218029j 0.00362057+0.00805652j 0.00575321-0.000721907j -0.0027446-0.00393214j -0.00199621+0.00156088j -0.00521706+0.0082561j 0.0389699-0.02134j 0.0341661-0.00209745j -0.0311472+0.0200262j -0.0152197+0.0219461j -0.002529-0.0104822j -0.0222557+0.00256649j 0.0869663-0.00174248j 0.13258-0.0447392j -0.061299+0.0448661j -0.0156194+0.00220129j -0.156229+0.128253j 0.16261-0.0742467j 0.0166787-0.00338963j 0.073261-0.028725j -0.0381842+0.132033j 0.211703+0.232975j -0.0369499-0.100957j -0.043091-0.0496163j -0.00450458-0.131326j 0.0289871-0.0482835j 0.0181752-0.066285j -0.0308386-0.0197035j -0.0392351+0.0946372j -0.046765+0.0531388j 0.0370852-0.0147771j -0.0261089+0.0223255j 0.0319851-0.0243123j 0.0417217-0.00417883j -0.0552406-0.0192473j -0.0160019+0.0259432j -0.00247287+0.0126054j 0.0357472+0.0416306j 0.0185191+0.00417898j -0.0184911-0.0227625j -0.00638552-0.0156115j 0.000264977-0.00553191j -0.0225039-0.0275768j 0.00642927+0.000640105j -0.00357273+0.00986223j -0.00922138-0.0130516j -0.006787+0.0117707j 0.00854937+0.00153317j 0.011565-0.00342634j 0.00345144-0.0105561j -0.00888712+0.00515874j 0.00834537+0.0114672j 0.00277447+0.00137404j 0.00329044-0.00147758j 0.00277744-0.0082044j -0.000412721-0.0112093j 0.00368711-0.0053491j 0.000165913+0.00203399j 
-0.00185097+0.00282933j 0.0113735-0.00567456j 0.000874356+0.011255j 0.0039129+0.00518369j 0.00901269-0.00102449j -0.0151414-0.0131546j -0.00782414-0.0296646j -0.00795487-0.0139044j 0.00555696+0.000587967j 0.011382+0.0038267j -0.0050654-0.000976155j -0.00901242-0.0128058j 0.00280523+0.00791728j 0.0021298+0.000501428j 0.000687444+0.0011286j -0.00344639+0.00532037j 0.00357742-0.00755903j 0.00502865-0.000272403j -0.00159543-0.0045461j 0.0152652+0.00823918j 0.012242+0.000709968j -0.00711737+0.000493669j -0.00722149+0.00712386j -0.0398239+0.00690147j 0.0272706-0.00144845j -0.0519036+0.00747763j -0.0382383+0.00759226j 0.00557702-0.00637837j -0.0152042+0.00098476j -0.0116364-0.00908945j 0.010542+0.00268637j 0.0169235+0.0057782j 0.00514928+0.00720972j 0.00394309+0.0120356j -0.00213753-0.00477871j 0.00413578-0.00253064j 0.00675018-0.011451j 0.0208793-0.0145588j 0.00922509+0.00480053j 0.00871553+0.00172388j 0.000541942-0.00464292j 0.00035275-0.00176124j -0.0135611-0.00253181j 0.00609563+0.00223489j -0.0204089+0.0119433j 0.0136758-0.0201833j -0.00987263+0.00939417j 0.00641206-0.00265138j 0.0617712+0.00920059j 0.0225005-0.00281027j -0.100425+0.0198082j -0.0202831+0.03998j -0.0500882+0.0641745j 0.0627271-0.0119773j 0.00609482+0.0276147j 0.0958188+0.0235323j 0.0296603+0.165287j -0.0242334-0.108806j 0.00974482+0.0135345j 0.128234+0.0910427j -0.0851742-0.153159j 0.0367132-0.0780591j 0.107569+0.0436794j -0.00811781+0.0382557j 0.0244126-0.116379j -0.241514+0.184552j -0.00940247+0.119645j 0.131714+0.0897568j 0.00393157-0.0179329j -0.035494-0.0173353j 0.0272675+0.062648j -0.095934-0.0309508j 0.0214923+0.0108343j 0.0137308-0.00900778j 0.0301909+0.023239j 0.0259193-0.00305984j -0.016151-0.0216895j -0.045368-0.0193193j 0.00413043+0.00580985j 0.00392517+0.0038116j -0.00344725+0.0125517j -0.013384-0.0102941j 0.00737702+0.00715179j -0.00572936-0.0161145j -0.00634182-0.000445122j 0.00635791-0.001199j 0.00598211+0.013254j 0.00702158+0.00367682j 0.000689177+0.00631818j -0.000456348+0.000323149j 0.00418618+0.000347625j 0.00514925+0.00172899j 0.00557525-0.00351138j 0.00760834-0.00358794j -0.00311392+0.00264839j 
-0.0063994-0.00336071j -0.00599584-0.00523283j -0.00433542-0.0108788j -0.0181816-0.0149516j -0.0137455-0.0155513j 0.00766568+0.0289252j 0.00872138+0.0217607j 0.010551+0.0167717j 0.00817114+0.00973548j -0.00416432+0.0169562j -0.0052876-0.00908107j 0.000876577+0.000356311j 0.00757984+0.00210283j -0.00425046-0.00556235j 0.000736027-0.00268603j -0.00640568-0.000992327j -0.0106107-0.00373015j 0.00932131+0.00420533j -0.0177235-0.00576671j -0.00953855-0.000337118j -0.00727458+0.00119691j -0.0103503-0.00334218j 0.000238032+0.00417809j -0.0256319+0.00872657j -0.0127349-0.00354319j -0.0231193+0.00290051j -0.0272596+0.00343455j 0.0349918+0.0139746j -0.0293412+0.00175089j 0.000234963-0.000659099j 0.00530661+0.00652456j -0.015207-0.000855852j -0.00512326+0.00117785j 0.0145819+0.0109223j 0.0149754+0.0109248j -0.0090429-0.00506736j 0.00343883+0.0018192j -0.0132409-0.00771902j 8.14413e-05-0.00368588j -0.00246991-0.00467544j 0.00210572-0.00174251j 0.000115198-0.000800506j 0.00547916-0.0031792j -0.0106874-0.00493343j 0.0277656+0.0006985j 0.0225874+0.0047496j -0.00745395-0.00509775j 0.0255745-0.00259262j 0.0344248-0.011266j 0.0449881-0.0138605j -0.0157812+0.0423724j -0.0106437+0.0121843j -0.0248722+0.0434609j -0.00649379-0.022171j 0.0542509-0.0195254j -0.0127129+0.0494496j 0.0727689+0.112343j 0.00753167-0.00578931j 0.0113462+0.0700554j 0.016163-0.0908087j 0.214758+0.212703j 0.0720677+0.107198j 0.0520238-0.00174164j 0.13547-0.196604j 0.171297-0.196888j 0.0994304-0.0888005j 0.115691+0.0201413j 0.135893+0.0527291j -0.00812391-0.0400449j 0.0474976+0.00166562j 0.0318453+0.0158294j 0.00310703-0.0186023j 0.047781-0.0148232j -0.0258899-0.00701799j -0.0118262-0.0107035j -0.052707-0.0179649j 0.0195959-0.0139295j 0.00922854+0.00828654j -0.00400971+0.000884044j 0.00753597+0.0133521j 0.0140168+0.00386438j -0.013056+0.00146298j -0.00161982-0.0013819j -0.0256634-0.0143737j 0.000237003+0.000136982j -0.0111624-0.000650343j 0.00195952-0.00496056j 0.0261821+0.00978663j -0.00373757+0.00132682j -0.00149471+0.00116711j -0.00384055-0.001242j 0.000254432-0.000154999j 0.0127311-0.00181467j 0.00167317+0.00255857j -0.00242762+0.00135622j 
-0.000608765+0.00575847j 0.00521876+0.00449972j 0.0102131+0.00804686j -0.00845145+0.00851037j -0.0435227-0.0358795j 0.0070904-0.00257584j 0.0168475+0.0010062j 0.0127741+0.0157717j 0.0295846+0.0231413j 0.0049363+0.00111602j -0.00414527-0.00702364j 0.0020608+0.0032406j 0.00100634-0.00305718j -0.00286637+0.00368233j -0.000958695+0.000469544j 0.0171605+0.000394193j 0.00794628+6.93367e-05j -0.00347331+0.00755209j -0.000933473-0.00356397j 0.00158481-0.00208518j -0.0299802-0.00119268j 0.0232247-0.000993903j 0.00399892+0.0013768j -0.001333-0.000774156j -0.0112487+0.0136216j 0.0338156-0.00805671j 0.0041482+0.0107211j 0.033196+0.00319528j -0.0183958+0.000266495j -0.00702446-0.0048029j 0.0103636+0.00684858j 0.0127836+0.00311746j 0.00340897-0.00181762j 0.00492734+0.0035103j -0.00648131+0.00616578j 0.01282+0.00532916j -0.00454249-0.000556883j 0.00623146-0.0075582j 0.0300434+0.000686318j 0.0056101+0.00183296j -0.0113054-0.0010467j -0.000109683-0.00432724j -0.00704312+0.00070396j 0.00990138+0.00277436j 0.0220262-0.0030169j 0.0296463-0.00472419j -0.0343626+0.00811363j 0.0239836-0.0090146j -0.0120679-0.0198707j -0.0336484+0.00743661j -0.0100182+0.0283186j -0.0037642-0.0233353j -0.00610457+0.011138j -0.021646-0.0201399j -0.0239891-0.0756155j 0.125919+0.164782j 0.0124883-0.100776j -0.114393-0.198224j -0.0140839+0.0874992j -0.0813192-0.0872608j 0.0868383+0.0410911j -0.20197+0.0922328j 0.0825172-0.0230433j 0.220495-0.115907j -0.0792055+0.12616j 0.0194138+0.133355j 0.0179768-0.0265691j -0.0169813+0.00203565j 0.0237793-0.0396903j 0.00358553+0.0369666j -0.0255722+0.00340179j 0.0139011+0.0477897j 0.00862741-0.00975774j 0.00886622-0.00253271j -0.0562145-0.0106244j -0.00895711-0.00687601j 0.0204536-0.00114134j 0.00210807+0.0204058j 0.0056349-0.00475599j 0.0227643+0.0207884j 0.00244142+0.0126144j -0.0215923-0.00467217j 0.0257739+0.00352085j -0.0135383-0.0175912j -0.00466657-0.00312193j -0.00658175-0.0037858j 0.0102471-0.0047675j 0.00916401+0.00389544j -0.00659379-0.00297971j -0.000324411-0.00269146j 0.000563088+0.000840143j -0.00560993-0.00103396j 0.0119065+0.00352611j -0.00505154-0.00254071j -0.00761509-0.00163868j 
-0.00132523+0.00858844j -0.00771488-0.000538198j 0.0107687-0.0024289j -0.00422031-0.00657746j -0.00802987+0.0358923j 0.0219494-0.00191562j -0.0168729+0.0200322j -0.00317106+0.00510656j 0.00265478+0.00701894j 0.00930192+0.00380235j 0.000749213-0.000267541j -0.00968582-0.0141331j -0.00185392+0.0102628j 0.00765426+0.0034294j -0.00175661+0.00716265j -0.0184045-0.00201869j -0.000636296-0.00860199j 0.033407+0.00274547j -0.0238493-0.00170414j -0.0362718+0.00111394j 0.0452769-0.0121122j 0.0019643+0.00295313j -0.0611752+0.00894936j 0.0294985+0.00369647j 0.0110668+0.000599815j -0.0152813+0.0107276j -0.0618573-0.00275135j 0.013905+0.00706085j 0.00288959+0.00201392j 0.00924228+0.00264383j -0.00646431-0.00266433j 0.00558968+0.00693759j 0.00471784-0.00193825j 0.00480535+0.0118404j -0.0110769+0.0042977j 0.00635427-0.00951879j -0.00809666-0.00525518j 0.00507321-0.00270025j -0.0078519-0.0142939j -0.00325593+0.00279028j -0.000339737+0.00610627j -0.0043286-0.00307959j -0.00461823-0.00880448j 0.0175-0.00768812j 0.00859127-0.00281729j 0.0213171-0.0220232j -0.0675406+0.0203226j 0.0221854-0.0183175j -0.209703+0.069383j -0.168472+0.0600031j 0.0533585-0.0562741j 0.0475963-0.00599625j 0.00525671+0.0494598j -0.0316429+0.082531j -0.00506646+0.157301j 0.0758616+0.188661j -0.0640989-0.120906j 0.164008+0.137599j -0.0240384-0.0878803j -0.0352645-0.00151318j -0.0209741-0.00255372j -0.0204811+0.122592j 0.0580327-0.0135681j -0.0347583+0.0620621j 0.114963-0.0964613j 0.00914831+0.020806j -0.0165789+0.058343j 0.0772378+0.0361936j -0.0569257+0.0318964j 0.0111064-0.00308456j 0.0308569+0.0112331j -0.0245002-0.0231406j 0.0101081+0.0183416j -0.000289441+0.0185879j 0.0681861+0.0317068j 0.0204082+0.004379j 0.00570176-0.0139474j 0.0150849-0.0235735j -0.0170586-0.00538456j 0.00869116-0.00981564j 0.0128554+0.00965897j 0.0165705+0.00143072j -0.0186991-0.00368473j 0.008157-0.00416626j -0.00209841-0.000355904j 0.00988449-0.00177468j -0.00887496+0.0043048j -0.0186819+0.00267797j 0.0051228+0.0079931j -0.00407331-0.000223328j 0.00674548+0.00075265j -0.000538818+0.00308215j -0.00888107-0.0090557j -0.00233596+0.000110367j -0.000845463+0.00606039j 
