-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
0.0191768+0.00225158j 0.00996327+0.0226409j 0.0106067+0.00953207j 0.00883563+0.011817j 0.00346909+0.0068388j 0.00365675+0.00765296j 0.0121991+0.0154485j -0.018033-0.00975521j 0.00439735+0.0042764j -0.00694434-0.0109726j -0.0141216+0.00670609j -0.0161291-0.0312989j 0.0194476+0.0303286j -0.0382763+0.0148386j -0.0118253-0.00455805j -0.0205431-0.00526116j 0.0212042+0.0151646j 0.0212886+0.00909757j -0.0239767+0.00616912j -0.0323765+0.0108044j 0.012469+0.00805293j -0.0252659-0.0214987j -0.0247358-0.00882441j -0.00845563+0.00506362j -0.0177912+0.00622482j -0.012458+0.0150513j 0.0250108+0.0184427j 0.00957472+0.00419311j -0.0548459-0.0403907j 0.000526401-0.00794607j 0.0241361+0.0158593j -0.00135218+0.014049j -0.168892+0.0135318j -0.0187718+0.0697592j 0.0274629+0.0327933j 0.0223554+0.0482826j 0.0478039+0.0290429j 0.0470137+0.0404058j -0.0250253+0.0303576j 0.0076183+0.0216848j 0.0323724-0.003983j -0.01133+0.00530173j -0.00587906-0.0208312j -0.0188595+0.00838235j -0.000905633+0.00728775j -0.0108539-0.00911638j -0.0001515-0.00460669j -0.00557162+0.00651619j -0.0013074+0.00683542j 0.00213581+0.0104041j 0.00453172+0.0046146j 0.00496093-0.00379004j 0.0093979+0.00496571j 0.00217595-0.00925393j 0.00342205+0.00584774j 0.00881751-0.0064122j 0.0010483-0.00559344j -0.0037262+0.00654988j 0.00423736-0.00208501j 0.00210854+0.00573196j -0.0101478+0.00125026j 0.00411467-0.00303525j 0.00387075+0.00340946j -0.000842936-0.00611732j -0.00322854-0.00118188j 0.0023136+0.008154j 0.00688887+0.00917303j -0.00268164-0.00618499j -0.0100166+0.000141903j 0.00845226-0.0119556j 0.0218458-0.0104995j -0.00351655+0.0100932j -0.0108956+0.0176984j -0.0165923+0.00449638j -0.00408932+0.00703268j -0.0121486-0.00319501j -0.0120905-0.00665809j -0.00150397+0.0138723j 0.033645-0.0478272j -0.00842828+0.0198101j -0.00433618-0.107894j -0.00321824-0.048635j 0.00329459-0.0822161j -0.0685843-0.0540971j -0.00492703+0.0654621j 0.175369+0.0481128j -0.173475-0.0432154j -0.0224983-0.104825j -0.0694379+0.054987j 0.0595097+0.0813786j 0.0507352-0.182565j -0.047793-0.00427216j 0.102321-0.174678j 0.0161422-0.00472831j 0.15095+0.00395291j 
-0.00321577+0.0239987j -0.00933988+0.00371541j 0.00197551+0.0103394j -0.0116309+0.00273305j -0.0110901+0.00428441j 0.00779386+0.000212455j -0.0187228-0.00139834j 0.0185413-0.00623056j -0.00369025+0.00234511j -0.00216154+0.0122903j 0.00161084+0.00869412j 0.048223-0.0157444j -0.042542-0.0212667j 0.0271981+0.0169118j 0.0524629-0.0235467j -0.0293548-0.0181827j 0.0174708-0.00510952j 0.0263439+0.0124382j -0.00725021+0.0131002j -0.00908285+0.0155634j 0.00786075-0.00172181j -0.0093337+0.00232951j -0.00579326-0.00903553j -0.000700283-0.00977767j 0.0135659+0.013408j -0.00133357+0.00794661j 0.0126598-0.0030753j -0.0119643-0.00667387j 0.00222744+0.00873491j -0.00506603-0.00600696j 0.0171825+0.00912764j 0.0747294+0.0147891j -0.0783769+0.0126259j 0.0292155-0.0254013j -0.0188692-0.0886714j -0.046794-0.0299963j 0.0352889+0.0411215j 0.0157156+0.028209j -0.0226656-0.0348388j 0.000867207+0.00838389j 0.0116995+0.00759308j -0.0112508+0.00707614j -0.00512548-0.0151317j -0.012462+0.0167913j -0.00167616-0.0104604j 0.00129004+0.00590682j 0.00416912-0.000745776j -0.00170075+0.00502905j -0.00567625+0.00429353j -0.00647922-0.00181636j 0.00472942-0.000223628j 0.000206974+0.00429533j -0.00682138+0.00840048j 0.0064227-0.003075j 0.00286207+0.00497645j 0.00355003-0.00520362j 0.0026024-0.00401125j -0.00144822+0.00300229j 0.00598827-0.00126356j 0.00368442+0.00488134j -0.00530897+0.00698943j -0.00239755+0.000425516j -0.00303511-0.000590705j 0.00222232-0.00383626j -0.0039387-0.000114559j -0.00145258+0.00860324j 0.00359503+0.00324442j 0.000972389+0.00170206j -0.00662986-0.00833079j 0.00179733-0.00193603j 0.00676059+0.00904509j -0.00742092+0.00836713j -0.00913342-0.0019984j -0.0106801-0.00273678j -0.00490783-1.61119e-05j -0.00159096+7.23064e-05j -0.0077306-0.0363334j -0.0137663-0.0189076j 0.0282369-0.0422522j 0.00963068+0.0395681j -0.00437017-0.0569727j -0.00359522-0.0273574j 0.00925257-0.0268462j 0.00253613+0.0119301j 0.267622+0.0368369j -0.164625-0.122063j -0.0925243+0.0233457j 0.00406225-0.0597162j -0.00186329-0.0620047j 0.0344837-0.23186j -0.0821304+0.0235137j 0.0963426-0.257646j 0.0502698+0.0625893j -0.146998-0.00393919j -0.0466527-0.0119314j 
0.0329634-0.0042132j -0.0195919-8.58514e-05j 0.000772935-0.00159103j 0.00679131+0.00220197j 0.0129618+0.00239642j -0.0101637-0.00455887j 0.0146657+0.00278609j -0.0164408-0.000440744j -0.00394195-0.00323689j 0.0173145+0.00864781j 0.00560045-0.00409243j -0.0332593-0.0104234j -0.0146009-0.00333617j -0.0308995-0.0135069j -0.00173284+0.0107232j -0.0208293+0.00610063j -0.0638797+0.00396422j -0.0491124-0.00489576j -0.00398616-0.00740358j 0.0399126-0.000989304j 0.0114399+0.00792384j -0.00109907-0.0116158j 0.0378507+0.00135463j 0.00197182+0.0027752j 0.00390262-0.00406909j 0.0507166+0.00536924j -0.0433666+0.00257241j 0.0233036+0.00706522j 0.0416541-0.0144128j 0.0477501+0.00860706j -0.199081-0.0166987j 0.123985+0.0133083j -0.0163975-0.0325852j 0.0136049+0.0415982j -0.00597577+0.00842567j -0.0536688+0.00556658j 0.00474133+0.0315105j -0.0378596+0.0244337j -0.0913289-0.00128836j -0.0440447-0.00148639j -0.000991131+0.0116546j 0.0117329-0.00827363j 0.0400494+0.0161732j 0.0419263-0.0036506j -0.00796168+0.00173495j 0.011855-0.0166794j -0.00563941-0.00971054j -0.00296496-0.00751269j -0.0187138-0.0110777j -0.0083913+0.00730439j -0.00860152+0.0039171j -0.00119439-0.00412863j 0.00520519+0.0118682j 0.00026649-0.00324898j -0.00926891+0.0037702j -0.00966604+0.00163879j -0.0142946-0.00275774j -0.0239082-0.00893194j 0.00429511+0.00356377j 0.00827479+0.0069881j 0.00504779-0.00735748j -0.00163031+0.00192729j -0.00485775+0.0114299j 0.00602859-0.000996886j -0.00193082+0.000670359j -0.00573654-0.000777779j -0.00751015+0.00130393j 0.00898164+0.00409182j -0.00435965-0.009676j 0.00585764+0.00349088j 0.00394194+0.00624686j 0.000747175-0.0162935j -0.0134203-0.00365657j 0.00323517-0.00275826j -0.0148373-0.00450471j -0.00793045-0.0565383j -0.00369812-0.00979862j -0.0202678-0.0266408j -0.0282749+0.120699j -0.0304677+0.0883188j 0.0566191-0.0214828j -0.0376335+0.114209j 0.0652597-0.00703066j 0.0550128+0.0294326j 0.0495284+0.0436342j 0.111439+0.0134735j -0.0171018-0.114789j 0.215703+0.0739695j 0.0751488-0.148511j 0.0055204+0.00650654j -0.00681814-0.0544247j -0.0324946-0.0174839j 0.0143282-0.101276j -0.0151385+0.00133626j 0.0435204-0.00488391j 
0.0016999+0.000106075j -0.00272565-0.0185677j -0.00014014-0.00335167j -0.00436658-0.00547277j -0.00245716-0.0038966j 0.0130026-0.00579418j 0.000103852-0.00476255j 0.00957869+0.00190861j -0.00142316-0.00458545j -0.0185655+0.0123836j 0.00259027+0.0131234j 0.0161563+0.00688302j 0.0509412+0.0222156j 0.0157343-0.0167296j -0.0401561-0.0163917j -0.0711124+0.00203532j -0.00594823-0.0226665j 0.0377186-0.00198674j 0.0352194-0.00670601j 0.0400513-0.011299j -0.00742885-0.00842913j -0.0152219+0.013215j -0.00933768+0.00143633j -0.0107117-0.00562207j 0.0467469-0.00331823j 0.0561139-0.00597517j 0.0151166-0.00691272j -0.0041607-0.00182754j 0.00169015+0.0120939j -0.0107875+0.00451956j 0.0276941+0.00215409j 0.189834-0.0107489j -0.0181245-0.0146101j 0.0386461-0.0513588j 0.0225146+0.0578553j -0.00703031-0.00404887j 0.0210971-0.0202653j 0.043824-0.0151137j -0.0623251-0.0120978j 0.00709926-0.00740208j 0.00779021+0.00374264j 0.0123417-0.00333672j -0.023056+0.00317695j 0.0328687-0.00620009j -0.00222491-0.00909911j 0.00812221+0.000903939j -0.00482091-0.00547516j 0.0107226-0.000711671j -0.00787856-0.00384015j -0.00518061-0.00016844j 0.00501933-0.00201023j -0.00372063-0.000997094j 0.00102844+0.002947j -0.00462268-0.00581502j 0.0019402+0.0101805j -0.0154565-0.00394344j -0.0111332-0.00321081j -0.0139962+0.00298895j -0.00160536-0.00447515j 0.0060608+0.00665922j -0.00484602+0.00473581j -0.00294968+0.000663639j -0.00942614-0.00159978j 7.63589e-05-0.00794337j 0.00143869+0.000371597j 0.00255629+0.0128819j 0.00494002+0.00488948j -0.000786601+0.000553012j -0.00531411-0.0131069j 0.00992532-0.00457524j 0.0110054+0.0115423j -0.00989243+0.00941952j 0.00145744+0.0101693j -0.020007-0.0168748j -0.00446624+0.00793804j -0.00676529-0.0264531j 0.0109922-0.0614687j 0.0106567-0.0401789j 0.0534717-0.105658j -0.0447541+0.112858j 0.0250838-0.0804763j 0.00435582+0.00010647j -0.0334748+0.0632397j -0.0386966+0.0824823j -0.234913-0.0690208j -0.143949-0.00543858j -0.0930124-0.0946079j 0.0507812-0.050683j 0.0210313+0.0672207j -0.016249+0.0529114j -0.00624065+0.0541793j 0.0242321+0.167083j -0.0706985+0.109688j 0.0446898+0.0143908j -0.0172488+0.00238134j 
0.0412455-0.0161648j 0.0232826+0.00122042j 0.0078499-0.00954438j 0.0128256-0.0121902j 0.0157748-0.00350236j 0.00320271+0.00745679j 0.00587469-0.00729117j -0.0247542+0.0117836j 0.00762544-6.94081e-05j 0.0141618-0.0063723j -0.00367025+0.011286j -0.0146076+0.030582j -0.0651048+0.0173225j -0.00768044+0.00279386j 0.00375123+0.0115012j -0.00278888+0.00951783j 0.0290738+0.0129495j -0.00416534-0.0147804j 0.0146684-0.0283856j -0.00321888-0.0301764j 0.0203658+0.0163122j -0.00291675+0.00119549j -0.0304711+0.00404448j -0.0199481+0.00537516j -0.0143969-0.0206985j -0.0260123-0.0298311j -0.0156501-0.00505498j 0.00615441+0.000294894j -0.0481581-0.00663635j -0.0197452+0.0112109j 0.0441306-0.0175595j -0.0131705-0.0352777j 0.0124468-0.0501157j -0.0246048+0.0180885j -0.044282-0.0257509j 0.0110485+0.0268678j 0.0313647-0.00351254j 0.0768185-0.00626057j 0.00101454+0.0480633j 0.0278229-0.003681j 0.00461101+0.00160703j 0.019066-0.0136952j -0.0201375+0.0322219j 0.035887-0.0348843j 0.00731193+0.00109717j -0.0092363-0.020493j 0.00101358+0.00839224j -0.00193566-0.00591251j 0.00996763+0.00246474j 0.0155268+0.00367515j 0.012649-0.0114619j 0.0009066+0.00553368j 0.0240271-0.00854239j -0.010903+0.00704202j -0.000144915+0.00490188j -0.0144258+0.0121277j -0.014059+0.0114888j 0.0124694-0.00494175j 0.0019705+0.000373408j 0.00610473-0.0148506j 0.0165611-0.0055697j 0.00810153+0.000704052j 0.00860867+0.00810632j -0.0006073-0.00269445j -0.00190608+0.000738073j 0.0140547-0.00642161j 0.0154974-0.0117294j 0.0153431-0.0156373j 0.00148327-0.000102551j -0.0249774+0.00367719j -0.00593507-0.0016387j 0.0114505+0.00879083j 0.00655691+0.0121456j 0.0262283-0.039269j -0.0210598+0.045355j -0.0207044-0.0346061j -0.0377082+0.0382984j -0.0434807-0.00215719j -0.0516396-0.0935891j 0.0485756-0.00411624j 0.0154419-0.0194798j 0.00281291-0.0371032j 0.23684+0.104261j 0.190636+0.0692777j 0.0438532+0.0119567j 0.0127273+0.0541254j -0.0820456+0.116479j -0.0476747+0.0177938j 0.111459-0.319285j -0.00523991+0.00620661j 0.00127909-0.0123268j -0.0979143+0.00691533j -0.0877932-0.063806j 0.000660657-0.0151711j 0.00475159-0.00276384j 
0.0152805+0.0137939j -0.00849276+0.00956795j 0.00989593+0.0154505j -0.00225388+0.0101557j 0.000304282+0.000535329j 0.0245014+0.0121295j -0.00142729+0.00585898j 0.00753195-0.00582066j -0.00371483+0.0115525j -0.0197154-0.0128072j 0.0124832-0.024407j 0.0365467+0.0108068j 0.00598512-0.00668381j 0.0263055-0.00604981j 0.0133234-0.000646068j -0.0315658-0.0150088j 0.0262062+0.00116629j 0.0454741+0.0229817j 0.0484179+0.00612908j 0.00545271-0.0111j 0.0176469+0.00227874j -0.0673943-0.00477693j -0.0686717-0.0255035j -0.0313487-0.0158554j -0.0338456-0.00443438j 0.0117761-0.0148572j 0.0463439+0.00919149j 0.0391191-0.0038761j -0.11355-0.0120711j -0.0575528-0.0120845j -0.0199258+0.0264363j -0.0711569-0.0330622j 0.00732287-0.00860824j -0.0191103-0.0713211j 0.025501-0.0242516j 0.00535112-0.0037946j 0.0102823+0.00174566j 0.0435533+0.0350776j -0.025107-0.00290324j 0.016263+0.016977j 0.0139928+0.0038562j 0.0109817+0.00316567j -0.0339441-0.023323j 0.00160493+0.0014753j 0.00950283+0.00900807j -0.0138219-0.000327886j 0.00412057-0.00105333j 0.00718277+0.00677641j 0.00643628+0.0224207j -0.0126965+0.0101352j 0.000707249+0.0157279j 0.0123116+0.00669109j -0.0111801+0.0157143j 7.08905e-05-0.0152222j 0.0143752-0.00730519j 0.0129292+0.0145576j 0.00480656-0.00219069j -0.0192195+0.0106772j 0.00340287-0.0152718j 0.00274928+0.00774955j 0.000481203+0.000196506j -0.0131763-0.00735312j -0.00324222-0.0019242j -0.00906226-0.014141j -0.0049159-0.00181954j 0.00290267+0.00843669j -0.00799454+0.0110468j -0.000948963-0.00154542j -0.048718+0.0246419j -0.00175645-0.00484985j 0.0491043-0.00511542j 0.0224503-0.00742054j -0.0567213+0.0277456j -0.0692854+0.0537219j -0.0023334+0.0570924j 0.0160428-0.0699401j -0.109363+0.10371j 0.00271337-0.0225887j 0.103798+0.0505795j 0.0778916-0.0286649j 0.0331272+0.00903684j 0.10272+0.102116j -0.123644-0.0286411j 0.160862+0.0918704j -0.0371939+0.0113664j -0.0584432+0.0735608j -0.0158691-0.0846527j 0.0808907-0.2282j -0.0210781-0.0122227j 0.0123501-0.0139053j -0.00526064+0.0254416j 0.0309995-0.0174057j 0.0923984+0.101895j 0.0114502-0.00342407j -0.00431892-0.0188129j 
0.0240165-0.0022079j 0.00116655+0.0103274j -0.00423288+0.00256306j -0.0259407-8.37819e-05j 0.0125999+0.000233367j 0.0243553+0.0100093j 0.00534706+0.00406609j 0.00535838-0.000835111j -0.00456716-0.00919039j -0.0183047-0.0232991j 0.0571768+0.00896297j -0.0237418-0.00775428j 0.0186189-0.00472255j 0.0120975-0.0150534j -0.0117214+0.0167037j -0.00688205+0.00274229j -0.0200346+0.0158975j 0.00643599+0.0119756j -0.00822154-0.0125474j -0.0021459-0.0243506j -0.0173571+0.00383414j -0.011646-0.00636175j -0.00897072-0.0101691j 0.000427868-2.07069e-05j 0.0189359-0.00830864j 0.00190446-0.0214239j 0.0345987+0.0135888j -0.0141587-0.00173996j 0.00670352-0.0174334j 0.0663753-0.00293313j 0.0560449+0.0299973j 0.010283-0.0183777j 0.0224995-0.0472782j 0.00333153-0.00174652j 0.0174117+0.00899611j -0.0255264+0.0167002j 0.00464581+0.013304j -0.00464827+0.0261935j -0.0326733+0.0137417j -0.0110409+0.0136439j 0.010043+0.0114003j -0.00348368-0.00938498j 0.0143273-0.0130411j 0.00146979-0.0169466j 0.00260352-0.00292782j 0.00196356+0.000787257j -0.00836335-0.00309395j 0.0011042-0.00251229j -0.00840937-0.000528975j 0.00414732+0.00445996j 0.00781131+0.00636979j 0.000571307-0.00439469j -0.00669733+0.00818355j 0.00303717+0.000587476j -0.00322277+0.000920209j 0.00213678-0.00722303j -0.00355065-0.00342838j -0.0170807+0.0139375j 0.006036-0.000282648j 0.0034226+0.00967757j -0.0127479-0.00352373j -0.00867324+0.00619601j -0.00693146-0.00202705j -3.65346e-05+0.00167018j 0.0045168+0.00579675j -0.0101155+0.0140883j -0.00501194+0.0180755j -0.00444417+0.00693443j -0.0279386+0.0058572j 0.000739633+0.0116553j 0.00321159+0.0128366j -0.0140341-0.0185848j -0.0116991+0.0474765j -0.0267611+0.00976009j 0.02018-0.0759279j -0.0354124+0.114858j 0.0156319-0.105875j -0.0388482+0.0500704j 0.102772+0.0146362j 0.0495648-0.0252999j 0.075285+0.107995j 0.279699+0.0649955j 0.114959+0.0515414j -0.0417519-0.0468489j 0.0214162-0.046476j 0.00321563-0.0535818j 0.0196017-0.142223j 0.114049-0.185216j 0.00455621-0.167467j -0.00203554+0.0109657j -0.0159648-0.0129584j -0.0540569+0.0196534j -0.0352681-0.0220775j -0.012321-0.000762631j 0.0244457-0.00727761j 
-0.00997717+0.017894j -0.0211343+0.00369785j -0.00296587+0.00668234j 0.00053518-0.00280672j 0.00432447+0.00381223j -0.0290209+0.0112171j 0.00131364+0.000726864j 0.0048272+0.00130507j -0.00927813+0.00913968j 0.0460557-0.00902052j 0.0151976+0.0109307j -0.0375447+0.00775549j 0.0127224-0.00304521j 0.0124522+0.0220613j -0.0166121+0.00677901j 0.00530182-0.0244683j 0.0183106-0.00507419j 0.0302661+0.00490658j 0.0071168-0.00984039j 0.00429434-0.00385677j 0.00362764+0.0133273j -0.0100204-0.008031j -0.000460698+0.000460692j 0.0138762-0.00285047j 0.00037092+0.000429805j 0.000865657+0.00573138j 0.0188525+0.00214088j -0.0130801+0.00295368j 0.00511559-0.00274692j -0.0531054+0.00541108j 0.0288551-0.0310343j -0.0160638+0.0346605j -0.0185625-0.0541956j 0.0306747-0.0122724j -0.0163023+0.00856773j -0.0282529-0.0147577j -0.0178947+0.0160527j -0.0151518+0.0209327j 0.0171354-0.0395478j -0.00076691+0.00184103j -0.00534473+0.011173j 0.00165245-0.000121077j -0.0116503-0.00569917j 0.0036989+0.0065531j -0.0067901+0.00725192j 0.00387654-0.00556438j 0.00224011-0.0038396j 0.0065897+0.000678664j -0.00254504+0.000339911j -0.0093835+0.00163656j -0.0222927+0.0116758j -0.00123654-0.00171724j -0.0133683-0.000172858j 0.00411104-0.00774124j 0.00687636-0.00821364j -0.00645586+0.00342144j 0.00663793-0.00492225j -0.0128495+0.00398141j -0.00804735-0.00513887j -0.00774435+0.0076834j 0.00895062+0.00322161j -0.00496432-0.00644738j -0.00995616-0.00668108j -0.00799374-0.00062085j 0.00567458-0.00485139j -0.00108365-0.000130666j -0.0184471+0.001024j -0.00726308+0.0149744j -0.011935+0.0052435j 0.0136229-0.0083707j 0.0125911-0.00975352j 0.00345592+0.0071163j 0.000886499-0.0466519j -0.0319489+0.0171843j -0.00542557+0.0194567j 0.0417687-0.00644035j -0.00453706+0.0226132j 0.0793932-0.00670365j 0.0145562-0.0560689j -0.190632-0.126901j 0.281771+0.075472j -0.00549247-0.10022j 0.0974777+0.00347039j 0.00523023+0.0350782j -0.051123+0.0760964j 0.0266827+0.0222147j 0.108071-0.317113j -0.0222307+0.17661j 0.0881025-0.0683129j -0.00902851-0.00499895j -0.00505299+0.00143384j 0.082519+0.0134233j 0.100188+0.0366317j -0.00958693+0.0197569j -0.00888418-0.00691927j 
-0.0113771+0.00898442j 0.0190294+0.00263017j -0.00642802+0.00726607j -0.00933816+0.00210448j 0.00667213+0.00422407j 0.00402473+0.00195089j 0.00253952+0.00382766j 0.009102-0.00616343j -0.0111538+0.0105326j -0.00346446+0.00189257j 0.0157861-0.0163629j -0.0260962-0.0248934j 0.0110815-0.0169222j -7.15031e-05-0.0191001j -0.0195568+0.00461916j -0.010513+0.00435025j 0.0190561-0.00250097j 0.0384857+0.00723239j 0.00601039-0.00561223j 0.00430268-0.00663j -0.000951932-0.0040576j -0.0173247+0.00149425j -0.00706179+0.00629794j 0.00500533+0.00420041j 0.00647673+0.00260714j 0.013798+0.000798009j 0.0360918+0.00607854j -0.00797-0.00110222j -0.00541138+0.0082529j -0.0863627-0.00471846j 0.00659165+0.00538088j -0.00222373+0.00840434j -0.016269-0.017635j -0.0547679+0.00806614j -0.0166569+0.0271622j 0.0504616+0.0154671j 0.00825927-0.0118055j 0.0266053-0.0053416j 0.0131379-0.00449151j 0.0105154+0.00805047j 0.00588811+0.00415598j -0.0144097-0.00229826j -0.0093803-0.0176942j -0.0163097+0.000424509j -0.00887322-0.00186413j -0.0115792+0.00217363j -0.00597588+0.000973399j -0.00301411+0.00607053j 0.000128219+0.00314004j -0.00571136-0.00481979j -0.00450256-0.000392905j -0.0017292+0.00353635j -0.00403263-0.00137761j 0.0105119-0.0019305j 0.00367601+0.00549409j 0.0112929-0.00903673j 0.0051683-0.000570886j -0.00292876+0.00452127j 0.0125197-0.00727579j 0.00458069+0.00423417j -0.016239+0.01393j 0.00351602-0.000769147j 0.00287501-0.00872112j 0.00865436-0.00891682j 0.00511467-0.0103293j 0.00776414+0.0117204j 0.0135531+0.00286075j -0.00552189+0.00936005j 0.00300866-0.00326285j 0.015198-0.00135715j -0.0134156+0.00905654j -0.00689192+0.016571j 0.0353179-0.043179j -0.0438998+0.0962784j 0.0152891+0.00203341j -0.0255361-0.0565605j 0.0731508+0.0439178j -0.00448576-0.0380247j 0.0213558+0.0238859j -0.0228506-0.0517594j 0.1213+0.0205236j -0.0248658+0.00495008j -0.072966-0.103209j -0.0187584-0.0533347j 0.11854-0.104712j 0.064097-0.277052j 0.0421175+0.0154775j 0.0241855+0.0386224j -0.103836-0.048035j 0.00611775+0.0086882j -0.0353144-0.0136833j -0.0189592+0.0321517j -0.255218-0.0476386j -0.0187683+0.00055577j 0.0174108+0.00684665j 
-0.00702987-0.003218j 0.00595+0.000440942j -0.0142552+0.000541136j -0.0122755-0.000105072j 0.0036538+0.000130292j 0.0151094+8.94935e-05j -0.00263717+0.00284773j -0.000617492-0.00250804j -0.00416183+0.000546632j -0.0168835+0.0010861j 0.0146405+0.000107454j -0.0138826-0.0105918j -0.00470746+0.0232176j 0.00622583-0.0150594j 0.00314182-0.032709j 0.00334873+0.00842758j -0.00512614-0.00292354j -0.0158953+0.00250056j -0.00414703-0.00809609j -0.00859676-0.00992618j 0.0062522-0.00415004j 0.000343784+0.00717662j -0.0125377+0.00123919j -0.0124676+0.000961857j -0.00110496+0.000538678j -0.0165645-0.011636j -0.0195974-5.64808e-05j 0.00415708-0.00760801j -0.0203895+0.0113836j 0.0279391+0.00307821j 0.00171778+0.0125882j -0.00381379-0.0110509j 0.0134241-0.00460614j -0.00494755+0.00146327j -0.0886412-0.00848677j -0.0192259-0.0161606j -0.0416503-0.0097201j 0.000482409-0.00680319j 0.00920071+0.00440775j -0.00740458+0.00162419j 1.50702e-05+0.00227665j -0.0013901-0.00622294j 0.00530414-0.00153041j -0.00874929-0.00540827j 0.000360056+0.000480324j -0.0095576+0.000209131j -0.00574607+0.00285282j 0.0026608-0.00130913j 0.0161288+0.00532077j 0.000566539+0.00598182j 0.00540237-0.00160252j 0.0056866+0.00201511j 0.00847185+0.00292504j -0.00795895+0.00686504j 0.00648098+0.000425813j 0.0122722-0.000337049j -0.00692007+0.00711755j -0.00304156+0.000965854j -1.09366e-05+0.00174279j 0.00885321-0.00721714j -0.00425969+0.00177329j -0.00877238+0.00359021j 0.000644992-0.000348117j -0.00225841+0.000391101j 0.00232681+0.00952337j 0.00996908-0.00697743j 0.0148108-0.0160748j -0.0114405-0.00762651j 0.0060854-0.00890706j -0.0243763+0.00107874j -0.0193503+0.00391463j 0.0183884+0.0045761j 0.0310856+0.0188851j 0.00392268-0.0243368j 0.0109226-0.00160343j -0.0652337+0.00157072j 0.0806569+0.0259021j -0.0165724+0.0223119j 0.0354246+0.00454268j 0.0179837+0.0524461j -0.052494-0.00808729j 0.0302906+0.0263288j 0.0343222+0.0375685j -0.00150157-0.0934938j -0.0157749+0.319375j 0.150908-0.154535j -0.0837762+0.00445491j 0.0288851-0.035133j 0.0353186+0.00448016j 0.0554892+0.0233567j -0.0301579-0.00869062j 0.308941+0.0722758j -0.051624-0.0199399j 0.0179881+0.00634955j 0.0205032+0.00847307j 
