0.0411317+0.0251027j -0.131929-0.101133j -0.013278-0.144901j 0.00313192-0.0249453j 0.0326885-0.0434738j -0.0268502-0.0631858j -0.0101702+0.0421325j -0.00974053+0.0274085j 0.0105462-0.0417409j 0.0484277-0.0246861j -0.0198121-0.036742j -0.0293529+0.0294656j -0.00965628-0.000660802j -0.000196533-0.0356042j 0.00194382-0.00997387j -0.0107922+0.0398079j -0.0519362+0.00371424j 0.0427755+0.00116329j 0.0460934+0.029236j -0.00464696-0.0340984j 0.0652838-0.0125061j 0.0292073-0.0456121j -0.0505745-0.0234117j -0.00657816-0.0154972j -0.147487+0.00534165j 0.0866818+0.23383j 0.162903-0.081387j 0.11198-0.0107521j -0.112456+0.0144513j -0.0204583-0.0867582j -0.0368719-0.0665807j 0.0208454+0.0445473j 0.0404707-0.0358519j -0.0396729-0.0157203j 0.0148121+0.0516943j 0.0322788-0.0112605j -0.00265704-0.0311394j 0.0154485+0.0173933j -0.0126641+0.017468j 0.00700772+0.0151947j -0.0236792-0.0284254j -0.00094474-0.00556599j 0.0179226-0.00494774j -0.0277118-0.00880621j 0.0190825+0.0107876j 0.00130408-0.0176745j 0.012799+0.00216772j -0.0127103+0.0034494j 0.0055523-0.00179635j 0.00339971+0.0248591j 0.00095174+0.013879j 0.0214051+0.00174232j 0.0172116+0.0183994j -0.0260795-0.027722j -0.0295465-0.00891877j -0.0210773+0.0024899j -0.00457504+0.00197628j -0.0335252-0.0329052j 0.0338275+0.0409858j 0.0212839+0.0120412j 0.00964816+0.013754j 0.0398819-0.0128901j -0.0126079-0.0559533j 0.0413284-0.0727516j -0.10282-0.026962j 0.308146+0.0611051j 0.00574197-0.250762j -0.00051866+0.00326267j -0.13773+0.129192j 
-0.0333498-0.120523j -0.0855931-0.0677928j 0.203772-0.119124j 0.122726+0.100426j -0.104046-0.0348464j -0.0499843-0.0873862j 0.0104986+0.0138311j 0.056191-0.0701823j -0.0049112-0.0335235j -0.0512166+0.112622j 0.0757151-0.0145913j 0.105425+0.00990273j -0.0189729+0.00499359j 0.00616548+0.02786j -0.0181259-0.00979279j 0.0142854-0.0213115j 0.0314847-0.0354147j 0.00887987+0.0478626j -0.0249397+0.0558981j -0.0334418+0.037388j -0.0521172+0.0718706j -0.0340237+0.0520201j -0.00248144-0.0740951j -0.00552627+0.0141851j 0.100935-0.0915819j -0.123978-0.0811309j -0.0858147+0.0813167j -0.169156-0.0456563j 0.147791+0.105904j 0.0355079+0.0778181j 0.0209627+0.0763318j 0.0959517+0.0309594j -0.00386863+0.0648774j 0.0623494+0.00722123j 0.0111331-0.0131784j 0.00713874+0.0247006j 0.035427-0.0481942j 0.00588063-0.0109288j 0.0352387-0.0146011j -0.0200107+0.000657424j 0.0245414-0.0297066j 0.00912569-0.0140364j -0.00366686-0.0112541j -0.00918484-0.000151498j -0.0162807+0.0202615j 0.00707792-0.00959687j -0.00445022+0.00227226j -0.00951457+0.0104634j -0.012952+0.00665609j -0.017907+0.00627328j 0.00285188-0.000544209j 0.00603327-0.00170889j -0.00768207+0.0129193j -0.0331751+0.00234058j -0.0367306+0.00437025j -0.00523402+0.00177307j 0.000770752-0.00177898j -0.0337612+0.00247928j 0.0165194+0.0145476j 0.0184819-0.00714581j -0.0176873+0.0268876j 0.00606626-0.0207137j -0.037089-0.0282817j 0.011434+0.00486605j -0.0395179-0.0240288j 0.177845-0.0267317j -0.082545-0.173522j -0.0408709-0.0024356j -0.0829+0.0300422j 
0.108181+0.0536614j -0.0228966-0.0106906j 0.111216-0.283101j 0.257259-0.0292311j 0.159556-0.130488j 0.0532712-0.0261408j -0.0550583+0.120784j 0.0719512+0.0062425j 0.0606111-0.0709875j -0.00840848-0.0326753j 0.0577631-0.0486566j -0.0213233+0.049398j -0.0425437+0.0198712j 0.00131813-0.0136633j -0.0138253-0.00811205j 0.00553249+0.0246829j -0.0330752-0.0242427j -0.0146553+0.0188273j -0.00019706+0.0645046j -0.0285419+0.0438505j 0.0114296+0.0354393j 0.0030755-0.039151j 0.0454828-0.0726514j -0.0173561+0.0642255j -0.008933+0.0166641j 0.0906531+0.15714j 0.0510162-0.113596j -0.0317775+0.157843j -0.20452-0.00615437j -0.0738299-0.0814172j 0.0435887-0.0544393j 0.0392988-0.165229j 0.110246-0.0178993j -0.0439059+0.0526519j 0.017053-0.0438784j 0.047935-0.0430003j -0.0217254+0.0608762j 0.0109638-0.00930612j -0.0220583+0.0232201j -1.3049e-05+0.00504899j -0.0471326+0.0619764j -0.020456+0.0220059j 0.015917+0.00195085j -0.00460392+0.0150431j 0.0317508-0.0340629j -0.0135945+0.0182178j 0.0153172-0.0118977j 0.0188878-0.0178801j -0.00144345-0.0143618j 0.00267399-0.00217084j -0.0136281+0.0035526j 0.00962075-0.00665259j 0.0133843-0.0244107j 0.0291048+0.00252074j 0.00476012+0.0112634j -0.00686983+0.0111878j 0.0080302+0.00204377j -0.00870177+0.0122935j -0.0486951-0.00900903j -0.00712171-0.0107661j -0.0139542-0.0665198j -0.023027-0.0375265j 0.00288469+0.0479114j 0.0249676-0.0572473j -0.0265338-0.000997244j -0.12808+0.0607731j 0.117562+0.136322j 0.0708527-0.0641083j 0.0236275+0.0156594j 
0.0167292-0.0081562j -0.11802-0.0805167j 0.258419-0.110441j -0.0881996+0.262714j 0.0985328+0.0237758j -0.0475492-0.0561375j 0.0259179-0.0389116j -0.0658906+0.040959j -0.00824727-0.0349877j 0.0378545+0.0234073j -0.0456431+0.00500677j -0.0407636+0.00950674j 0.0371782-0.0144295j 0.00290333-0.0104114j 0.0320236-0.047898j -0.0377895+0.0311997j -0.0412257-0.0212084j 0.080074-0.0283924j 0.0079452+0.0357114j 0.00580632-0.0573618j 0.0725738+0.000221209j 0.0106024+0.0127928j -0.0175039-0.0114887j 0.00274522-0.061722j -0.085556+0.0022326j -0.0990172+0.11811j 0.0778014+0.147327j 0.240922-0.00421313j 0.0353047+0.152856j -0.00879908-0.0450494j 0.0813949+0.107913j 0.116228-0.0833126j -0.021406+0.148489j -0.016833-0.0144245j 0.018179-0.0416503j -0.0338386+0.0772058j -0.0465827+0.0357662j -0.00481951-0.00429992j -0.00916711-0.0242854j 0.0225905-0.0213671j -0.013096+0.000366528j -0.00220068-0.00614476j -0.00487026+0.0225278j 0.0076352-0.0111564j -0.0110348+0.0192486j -0.0241314+0.0204553j 0.00480157+0.0125223j 0.00448865-1.02393e-05j 0.00919411-0.00571042j -0.0327508+0.0104597j 0.0207419-0.0270279j -0.012885+0.0179022j -0.018894-0.000826704j 0.0319459+0.0194036j -0.0069709-0.0204479j 0.0118243-0.0186296j 0.0202345-0.00775699j 0.000806943-0.00892928j -0.00604779-0.0331842j -0.016181+0.0362456j 0.02926+0.00352818j 0.0051074+0.0264841j -0.0114961-0.00296902j 0.015104+0.0585302j 0.00427803-0.0656436j -0.102877-0.150822j -0.193997+0.0432702j -0.0559976+0.0261921j 0.0438813-0.0771049j 
-0.0439338-0.00999399j -0.0706748+0.0287905j 0.0379806+0.0759395j -0.0735921+0.0264954j -0.0604682-0.0157459j -0.0323607-0.00620097j -0.00982738-0.0258696j -0.00211864-0.00594071j -0.0231777+0.0416157j 0.0177856+0.0288686j 0.00721495+0.0237982j 0.00739304-0.0110893j 0.0112869-0.00395222j 0.0253957+0.0303509j -0.0421667+0.00853146j 0.00714005-0.0247509j -0.00991117-0.00806097j -0.0504935+0.025388j 0.0605817-0.00536285j 0.0739976+0.0502257j 0.0449015+0.0238575j 0.0441318+0.0578581j 0.0757392-0.015559j 0.00782826+0.031583j 0.0599734+0.000527094j 0.164991-0.00843685j 0.0907141+0.151767j -0.031293+0.0673j 0.0757222-0.0411887j 0.114953+0.0150249j 0.028489+0.0248211j 0.0541338+0.0467728j -0.0563079+0.00124182j 0.0672566+0.0719544j 0.0253919+0.0388067j 0.00913436+0.0251469j -0.0380833+0.0380085j -0.00467716+0.0204873j 0.0141924+0.0486775j -0.00687704-0.0535751j -0.0255948-0.00331015j -0.0115701-0.0043865j -0.0237528-0.0194112j -0.0330831+0.0349692j 0.0126716+0.0307601j -0.000155644-0.00335483j -0.00197106-0.0207621j 0.000200946+0.0149109j 0.027834-0.0313428j -0.0290204-0.0182965j 0.0188145-0.00763451j 0.0189926-0.0104079j 0.0763557+0.0031407j -0.041139+0.0114493j 0.0156312+0.0204378j -0.0137843+0.0254983j -0.00514277-0.0120901j -0.0628918+0.0128782j -0.0622606+0.0594579j -0.0243809+0.0126492j -0.0847596-0.0117008j -0.231912-0.166216j -0.100816+0.113362j 0.0994345-0.104555j -0.279574-0.000868184j -0.133309-0.113188j 0.0967635-0.0703368j 0.0340121-0.025677j -0.0199875+0.116931j 
-0.0723697+0.0401728j 0.0348662+0.02272j -0.0429952+0.0631697j -0.0159074-0.095591j -0.0333142-0.0558157j 0.0409366+0.0402147j 0.000403397+0.0419683j -0.0560997+0.0339833j -0.0177854-0.0180211j 0.0344733-0.0749494j -0.0147524+0.0359777j -0.0077122+0.0335679j -0.00993972+0.00475536j 0.000617301+0.0117892j 0.0294058-0.00502321j -0.0218013+0.0125961j 9.51242e-05+0.00626231j 0.0127927-0.048913j -0.0344339+0.00890889j -0.025109+0.0456675j -0.0132318-0.00465483j -0.0472991-0.0132022j 0.0638839+0.0740167j -0.00651124+0.0464414j -0.023622+0.165393j -0.11291-0.0327763j 0.126578+0.022037j -0.0490856+0.0422156j -0.00379028+0.0833715j 0.0329816+0.0108679j -0.122817-0.0105945j -0.0612753+0.0479277j -0.0255392-0.074215j -0.0169002+0.0220994j 0.0705655+0.0851157j -0.0119114-0.0021038j -0.0161394+0.0922087j 0.0368121-0.00703041j 0.0255681+0.0798191j -0.00847423+0.0233876j -0.00621773+0.0150763j 0.0233815-0.0241521j 0.0257419-0.0162146j 0.0500107-0.0550736j 0.0276661-0.0359204j -0.0617835+0.0478836j 0.0115444-0.0184575j -0.00382308-0.00856506j -0.0329511-0.00506628j -0.019549+0.0815344j 0.00284823+0.0428835j -0.000574128+0.00750522j -0.0446432+0.0413733j 0.0135354-0.0015472j -0.0538971+0.0140245j 0.0474372-0.018505j 0.0374668-0.0175212j -0.0236764-0.000821058j -0.0143049-0.00899241j -0.0436801-0.00846835j -0.0451317-0.0759625j 0.148087-0.0468614j -0.262188-0.134414j 0.0232651-0.000502341j -0.0274441-0.364961j -0.0495996+0.020289j -0.116881-0.0159413j -0.0346708-0.113919j 0.0195914-0.0856775j 
-0.00715297-0.00155583j 0.0169071-0.0135321j -0.0539654+0.00327502j 0.0361036+0.000887521j 0.0238549+0.0371995j 0.0194966-0.00161767j 0.000152668-0.00827968j 0.0295649-0.0271129j 0.0100273-0.0124628j -0.0315277+0.0197329j 0.00407026-0.0143939j -0.0183087-0.0048522j 1.19184e-05+0.00345975j -0.015479-0.0156842j -0.0136699+0.00869764j 0.024168-0.0117362j 0.00404797+0.000848105j 0.0173421+0.0209019j -0.0126059-0.0181677j -0.0131687-0.0238093j 0.00733408-0.00418938j -0.0184839-0.019898j 0.0760299+0.0365963j -0.00198877-0.0641956j 0.113995+0.00398901j 0.109503+0.00599121j 0.0288568+0.0566065j -0.00482326+0.0212171j -0.0694386+0.0627746j -0.0275387+0.0135219j -0.0312899-0.0138858j 0.03072+0.00913702j 0.0354701+0.013807j -0.0508958-0.0695525j -0.0477371-0.0621746j -0.0263248-0.00768247j -0.0163324-0.102832j -0.0120837+0.0150651j -0.0368945-0.039626j 0.0200319-0.00713591j -0.000848509+0.00696933j 0.00456945+0.0332774j 0.00768885-0.00740613j 0.00416596+0.0511335j -0.00240431-0.0302974j -0.0138668-0.0779957j -0.00132512+0.0279678j 0.0151731+0.0302779j 0.0181425+0.0167709j -0.0844856-0.0439472j -0.00419885-0.0490371j -0.0229752-0.0107607j -0.0229978-0.0795895j 0.0238681-0.020265j 0.0612794-0.0693622j -0.00636594+0.0329161j 0.0043093+0.0203001j 0.145542+0.0016292j 0.110689+0.0838835j -0.111153+0.00190357j 0.112108+0.0329368j 0.086442+0.165068j -0.162423-0.107853j 0.00704786+0.17354j -0.240857-0.089291j -0.163283-0.100517j 0.166621-0.171207j 0.0742052-0.11658j 0.0977462-0.0579288j 
0.00821306+0.0276312j 0.0412857-0.0047376j 0.0175286-0.0381031j 0.0541298-0.0461961j 0.0381907-0.0222504j -0.00917748-0.00851161j -0.00351556+0.00353451j 0.00699542-0.00593578j 0.00925738+0.00585214j -0.00426513-0.0111716j 0.00854647-0.00804487j -0.0183231+0.0254087j 0.00813401+0.00866759j -0.0122165+0.0102776j 0.00153637+0.00870936j -0.000378793+0.00400931j 0.0310349+0.031354j 0.0272798-0.00817198j -0.00406345-0.00317429j -0.0257086-0.00705755j -0.0218458-0.0691569j -0.0124344-0.0157227j 0.0226472+0.051443j -0.0676964+0.0426519j -0.0775853-0.00790718j -0.00224805+0.0445654j 0.00276702+0.00730097j 0.0533018-0.0714224j -0.000385533+0.0441449j -0.0521066-0.0218457j -0.0469487-0.0157017j 0.0494347-0.0162287j -0.109832-0.031449j 0.123558+0.0574343j -0.0652958-0.0180421j 0.000273676+0.000586707j 0.0861698+0.00339028j 0.0134762+0.0917761j 0.0531369-0.0273639j -0.0233913-0.0133932j 0.0375029-0.0290017j 0.0177002+0.0254764j -0.0668947-0.0393855j -0.0644717+0.0217187j -0.0117338+0.0531757j 0.0467338+0.0222726j 0.0143054-0.0479097j -0.0439867-0.0166463j 0.0501577-0.0503868j 0.0799004-0.0167623j 0.0202006-0.00576606j -0.0361073-0.0197822j 0.0159858-0.00864375j -0.0335866-0.0157133j 0.0817818-0.0271608j 0.0050998+0.0671632j -0.0726246-0.0476562j 0.0573882+0.0443465j 0.0969581+0.0584985j 0.0474507+0.111349j -0.0407942+0.0339852j 0.0415557+0.0380747j -0.0507593-0.180032j 0.0859539-0.0198566j -0.0160752-0.0146171j -0.119062+0.0101751j -0.00807181+0.080454j -0.139956+0.074111j 0.0123676-0.232938j 
0.0350413-0.0498395j 0.00653197-0.0454681j 0.0288371-0.0411749j -0.00507925+0.0449675j -0.00352409+0.0104295j -0.0330392-0.00625336j -0.00249837-0.025378j 0.0151226+0.023228j 0.0300267+0.0135272j -0.00202256+0.0103349j 0.00951751+0.00264024j 0.0209741-0.00377945j -0.00296347+0.00349389j 0.0149881+0.00166004j -0.00577042-0.00210901j -0.00358483+0.000660199j 0.0150531-0.0197357j 0.0175399+0.037911j 0.0199773-0.0267978j 0.0208494-0.0323551j 0.00324726+0.004253j 0.0151263+0.00161571j 0.000205931-0.0645942j 0.0560345+0.0211099j -0.0390071-0.0350171j 0.0202054-0.0237869j -0.0389148+0.018344j -0.0139185-0.0463898j -0.00797974-0.0693865j -0.0435893+0.0111354j 0.0985248-0.0414713j 0.00854648-0.0361018j 0.0147934-0.0039813j 0.027578+0.0286784j 0.0025885+0.0367666j 0.0256766+0.0150033j 0.0125178+0.0478085j 0.00410946-0.0126528j -0.0198587-0.0323319j -0.0104231+0.0405358j 0.0163942-0.0503934j -0.0111514-0.043081j -0.00736131+0.0468052j 0.0172845-0.00574552j -0.0269639+0.052948j 0.0343549+0.0496432j -0.0241741-0.0161684j 0.0115044-0.0221659j -0.00691091-0.0197002j 0.0321659+0.0359404j -0.0284787+0.0254943j 0.0228506+0.0184845j 0.102284+0.0468124j -0.00812965+0.0478834j 0.0774666+0.0799581j 0.0203775+0.00348857j -0.129826-0.00230506j 0.18377+0.0367155j -0.0248687+0.107984j -0.0429362-0.00805157j 0.0304577+0.151136j -0.0800907+0.147138j -0.124517-0.115251j -0.0782419-0.104609j -0.00596572-0.0609305j 0.00849657-0.0384353j 0.0144458-0.0694713j 0.103227+0.183294j -0.0410685+0.117286j 
-0.00511011-0.0457544j -0.00616871+0.0511628j 0.0334014+0.0310044j -0.00481382-0.0112535j -0.00411653-0.0357077j -0.0123886+0.0031709j -0.00174682-0.0035202j 0.0198456+0.0159235j -0.00767046+0.00398945j -6.58283e-05-0.0208514j 0.0237104+0.0319803j 0.0221858-0.016947j 0.00968443+0.017211j -0.00771408+0.018083j 0.00377585-0.00256719j -0.0193078-0.00162833j -0.0357908+0.00922627j -0.0168193-0.0234541j -0.0172207+0.0184368j -0.000793114+0.0589593j 0.0216213-0.00173248j -0.0246609+0.0623666j -0.0329311-0.0148597j -0.0164943-0.0241335j -0.00210716+0.028179j 0.038664-0.0178207j 0.0282125-0.0182648j 0.0376095+0.0400441j -0.0386762-0.00685212j 0.0876667-0.0530056j 0.0516158-0.0578076j 0.143633-0.00371884j -0.0436799+0.0309069j 0.0839608+0.0275752j -0.0454183+0.0122028j -0.0180817-0.0230105j -0.0250894+0.0205078j -0.0333402-0.0353135j 0.0321813+0.0122141j -0.0679072+0.0607541j -0.00887112-0.025464j -0.0334929-0.0120121j -0.0762268-0.0412076j 0.073632-0.0663533j -0.0268766+0.0103358j 0.0267577+0.0305266j -0.0535735+0.0545399j 0.0113694-0.107095j 0.0567798+0.0703067j 0.10917-0.00917603j 0.0638533+0.0815391j -0.058417-0.0246243j 0.0536287-0.00697267j -0.039433-0.00274884j 0.0579442+0.0381651j 0.0935883-0.064324j 0.018612-0.00939792j -0.110447+0.0439732j -0.0234916+0.107075j -0.0679912+0.037267j -0.103115-0.0234358j -0.0345112-0.128048j 0.0256262+0.090223j -0.00724177-0.0171982j 0.0209467-0.0728309j 0.0615469+0.0619561j 0.0585417+0.077144j -0.0228914-0.152416j 0.179984+0.0350923j 
-0.00942132+0.0117779j 0.00525504-0.0296474j -0.00911631+0.00524607j -0.0241116+0.00796535j 0.000560179+0.00612754j 0.00519244+0.00186402j 0.0317589+0.00312632j -0.0344456+0.00142815j -0.0236672-0.0197309j 0.00560181-0.00158217j 0.00900843-0.00181237j -0.00448182+0.00117366j 0.000679018+0.00781038j -0.0203859-0.0118325j -0.00054865+0.0172402j -0.0126433-0.00101189j -0.00770216-0.0132232j -0.0183333+0.012781j -0.0114439+0.0428079j -0.0208411-0.00817835j 0.00743367+0.0186941j -0.0940378-0.0343805j 0.0329328-0.00181129j -0.00419648+0.00559427j -0.00104322-0.0369062j -0.0177865+0.0155202j -0.035157-0.0361841j -0.0146753-0.00153191j 0.00373464+0.0107244j 0.00556053+0.012987j -0.0100341-0.0226645j 0.0223657-0.0590297j 0.0573686+0.00945919j -0.0134356-0.0791031j -0.069233-0.0250741j 0.00392761+0.0348049j 0.0494992-0.0316321j 0.0990366+0.0357953j 0.0132575+0.0104318j -0.0321586+0.0417517j -0.12298-0.0273677j -0.044626-0.0119492j -0.035064-0.0734214j -0.0234445+0.0463323j 0.0284353-0.0634503j 0.00866742-0.0531809j 0.00663851+0.0735338j 0.0199552+0.00491117j 0.0880676-0.0116272j -0.046858-0.00147838j 0.014409+0.0177751j -0.0923147-0.0980382j 0.0693447-0.0338081j -0.0866287-0.0452558j 0.151334-0.0341614j 0.0989975-0.0365975j -0.0793807-0.00234106j -0.0323525+0.00869821j -0.0346978-0.138258j -0.0921387+0.0265304j -0.100549-0.0536228j 0.0345925+0.0900783j -0.0949976+0.000507278j 0.0184423+0.0675584j 0.0696273+0.0574552j 0.265531-0.0597397j 0.0777939+0.0583142j -0.0883367-0.101235j 0.0295503-0.111361j 
0.0154366-0.0132162j -0.00207535-0.0423237j -0.0255241-0.000328376j -0.0213357+0.0247305j -0.0189342+0.0270842j -0.0327998-0.000693674j 0.0201763-0.0114484j -0.00971298-0.00514472j 0.0116796-0.00916903j -0.026719+0.014991j 0.0161727-0.0128997j 0.0276603+0.0077458j 0.0146064+0.00419412j 0.00949809+0.00997663j 0.011405-0.00773945j -0.013662-0.00917974j -0.00436147-0.0246102j 0.00306055+0.00499415j -0.0228775+0.0143069j 0.0021551-0.057624j -0.0862389-0.00732032j -0.0121563-0.027996j -0.0325131-0.0180259j 0.00561448-0.00108047j 0.010952-0.0176156j 0.0482286+0.0199119j 0.00575727+0.0551347j -0.0219924-0.0270231j 0.017341+0.00536356j -0.0235636+0.0163674j -0.0106134+0.0016724j 0.0170805-0.0169682j 0.0396832-0.0315977j -0.00289166-0.00785116j 0.0295321-0.0523372j 0.0667971+0.0163777j 0.00587086-0.00523859j 0.0719225+0.0381126j -0.0634052-0.0608505j 0.101394+0.053846j -0.0486794-0.0305455j -0.00815296-0.00295214j 0.0134532-0.00466563j -0.035769+0.000786015j 0.043722+0.0199386j 0.046041+0.0354068j 0.028232-0.0916986j -0.0491529+0.00821208j 0.0664672-0.0321308j 0.00955175-0.111662j 0.0224339+0.110002j 0.0262211-0.00843762j 0.0488056-0.00604864j 0.22251-0.0272139j 0.145389+0.109832j 0.14317+0.272018j 0.143734+0.00483866j 0.0416249+0.00972974j 0.124604-0.0755129j 0.149885+0.0782494j -0.0445782+0.00920726j 0.00466617+0.00573074j -0.0783051-0.118129j -0.0761289-0.00309996j 0.00339077+0.0515448j -0.0603839+0.0289015j -0.00060736-0.0925998j -0.0594413+0.182805j -0.213176-0.136355j 
-0.0110243+0.0122302j -0.010904+0.00107806j -0.0622569+0.0214265j 0.0213533-0.0303491j 0.0101133-0.0039659j -0.00197927-0.0033629j -0.0119669+0.00326982j 0.0130852-0.0225947j 0.027272-0.00724483j -0.00592112+0.0113386j -0.0104029-0.00261737j -0.00914259+0.0143147j 0.0151733+0.0203483j -0.00552069+0.00689672j -0.00138705-0.011038j 0.0140829-0.00419842j 0.00266229-0.0191544j 0.0330423-0.01483j -0.0078179-0.0569958j -0.0401824+0.0128117j -0.00308703-0.0404648j 0.0207805+0.0339229j 0.0189223-0.0478318j 0.00290815-0.0132406j 0.0198985+0.00694233j -0.00817376+0.00927745j 0.00267298+0.0049074j -0.032061+0.0168243j -0.0337764+0.0101555j -0.0156977+0.0249701j -0.0369665+0.00908305j 0.0826318-0.073597j -0.0240528-0.0183954j 0.0621921+0.00914692j -0.0108717+0.018081j -0.0534278+0.069326j 0.0834499+0.0615743j 0.00619431+0.0135233j -0.0108336-0.0639802j -0.00801731+0.0529721j 0.0645553-0.0553204j 0.000537645-0.00352052j 0.00576181+0.0482119j -0.0311782+0.0173373j -0.0405097+0.0739285j 0.05702+0.015409j -0.000988166-0.0425321j -0.086737-0.0482957j -0.00096713+0.0345219j -0.037786-0.071563j 0.0541575-0.0544041j 0.0343498+0.0921372j -0.023208+0.00107461j -0.0408021+0.102427j -0.0422896+0.0734133j -0.158311-0.0459813j -0.0553432+0.176755j 0.062217-0.252676j -0.0890024+0.0693779j 0.0111435+0.108697j 0.176083+0.0732721j 0.0532552-0.0668634j 0.106066+0.0420812j -0.0557901-0.0234513j 0.105741-0.13593j 0.111451-0.125617j 0.111045+0.0107605j 0.264623-0.00494146j -0.0455757+0.124492j 
0.00398062+0.0181971j 0.00980818-0.0512731j 0.00142467-0.0481598j 0.0373492-0.00125543j 0.0100811+0.0127321j -0.00961706+0.0143803j -0.0115864-0.0188176j 0.0290008+0.0257024j 0.0347265-0.00132288j 0.00263809-0.00210944j 0.0059528-0.0143162j -0.0159796-0.037097j -0.00643151-0.00317052j -4.29654e-05+0.00384932j -0.00565673-0.00182478j -0.00876877+0.018715j 0.0171518+0.0288715j 0.016936+0.053238j -0.0139724+0.00545555j -0.00132874+0.0111321j 0.0340805+0.0217068j 0.00047359+0.0127516j 0.03041+0.0123135j 0.011158+0.00405918j -0.0253759+0.00688968j 0.0130463-0.0301569j 0.0208965+0.0218496j 0.0148696-0.021763j -0.0215378+0.0226951j -0.0357728+0.0613391j 0.0193962-0.049711j 0.0224564+0.0153795j 0.00367049-0.0391161j 0.0238082+0.051355j -0.0166294+0.0590588j 0.0165698-0.0391407j 0.0105052+0.0679166j -0.0198472-0.0514287j 0.0114774+0.0188337j -0.0857103-0.013642j 0.0185569-0.0156959j 0.013855+0.0194251j -0.0214954+0.0351355j 0.070439-0.0680284j 0.00917697+0.030464j 0.0532049-0.0368294j -0.0574027+0.119476j -0.0715654-0.00916766j 0.0662691-0.0874068j 0.0753073-0.0655846j 0.00546916-0.00953058j -0.0435434-0.0412045j -0.0136619+0.0601005j -0.0434567+0.0586082j 0.0145849-0.117329j 0.0458558-0.173874j -0.207926-0.0691672j 0.0381518+0.0816684j 0.102707+0.138944j -0.0942063-0.0633065j 0.0384823+0.0595296j 0.0409238+0.116308j -0.0609891-0.083981j 0.0340844+0.0490992j -0.115296-0.0587034j -0.121427+0.0158401j -0.086976-0.109009j 0.0554491-0.0773207j 0.164004-0.0613133j 
0.0197628+0.0544808j 0.0117393-0.00563696j -0.0220147-0.0409906j 0.0269768-0.00182584j 0.0182795+0.0300561j 0.0136275+0.0230498j 0.0131041-0.0126367j 0.00914585-0.00793829j 0.000915706-0.00319967j -0.0137995+0.00884882j 0.00330519-0.0533664j -0.01688-0.0231739j 0.0277468-0.0318829j -0.0140223-0.0067513j -0.00594368+0.0311799j 0.013987+0.00250779j -0.0176645+0.00117319j 0.0198353-0.00164237j -0.015035+0.00773209j -0.00972234-0.00220851j -0.0225865+0.00794759j -0.0328099+0.0052917j 0.0463353-0.00107503j -0.00228088+0.00824583j 0.00398018-0.0297311j 0.0362248+0.0123129j -0.00505804+0.00810938j 0.00663334+0.0121786j -0.00760024+0.0225322j -0.00402907+0.0149809j -0.0199069+0.0421305j -0.0264202+0.0847712j -0.0208993+0.0298563j -0.00246883+0.00710929j -0.0433415-0.0156098j 0.0469183-0.0556538j 0.00162478+0.0705129j -0.00853952-0.0401317j -0.00967042-0.0015619j 0.111791-0.0165009j -0.0238639-0.00535898j 0.0384415+0.0190872j -0.0685471-0.111144j -0.0241117-0.0771085j 0.133729-0.00835606j -0.0195216+0.0364553j -0.0120525-0.0594914j -0.0260881+0.0457776j 0.0411647+0.0786017j -0.120764-0.0306359j -0.0841098-0.0340861j -0.0561131+0.0137552j -0.0125794-0.0846037j -0.102678+0.0662868j 0.18884-0.119573j 0.0494853-0.106251j 0.0463206+0.0734663j 0.100244-0.0512845j 0.050555-0.0741218j 0.0722075+0.0355802j 0.0615796-0.0794995j -0.0418666-0.209285j 0.0669188+0.121385j 0.165407+0.0180361j 0.23741+0.132055j -0.0668074-0.214093j 0.253381-0.0669458j -0.0224522-0.084629j 0.0270858-0.057658j 
