0.0411317+0.0251027j -0.131929-0.101133j -0.013278-0.144901j 0.00313192-0.0249453j 0.0326885-0.0434738j -0.0268502-0.0631858j -0.0101702+0.0421325j -0.00974053+0.0274085j 0.0105462-0.0417409j 0.0484277-0.0246861j -0.0198121-0.036742j -0.0293529+0.0294656j -0.00965628-0.000660802j -0.000196533-0.0356042j 0.00194382-0.00997387j -0.0107922+0.0398079j -0.0519362+0.00371424j 0.0427755+0.00116329j 0.0460934+0.029236j -0.00464696-0.0340984j 0.0652838-0.0125061j 0.0292073-0.0456121j -0.0505745-0.0234117j -0.00657816-0.0154972j -0.147487+0.00534165j 0.0866818+0.23383j 0.162903-0.081387j 0.11198-0.0107521j -0.112456+0.0144513j -0.0204583-0.0867582j -0.0368719-0.0665807j 0.0208454+0.0445473j 0.0404707-0.0358519j -0.0396729-0.0157203j 0.0148121+0.0516943j 0.0322788-0.0112605j -0.00265704-0.0311394j 0.0154485+0.0173933j -0.0126641+0.017468j 0.00700772+0.0151947j -0.0236792-0.0284254j -0.00094474-0.00556599j 0.0179226-0.00494774j -0.0277118-0.00880621j 0.0190825+0.0107876j 0.00130408-0.0176745j 0.012799+0.00216772j -0.0127103+0.0034494j 0.0055523-0.00179635j 0.00339971+0.0248591j 0.00095174+0.013879j 0.0214051+0.00174232j 0.0172116+0.0183994j -0.0260795-0.027722j -0.0295465-0.00891877j -0.0210773+0.0024899j -0.00457504+0.00197628j -0.0335252-0.0329052j 0.0338275+0.0409858j 0.0212839+0.0120412j 0.00964816+0.013754j 0.0398819-0.0128901j -0.0126079-0.0559533j 0.0413284-0.0727516j -0.10282-0.026962j 0.308146+0.0611051j 0.00574197-0.250762j -0.00051866+0.00326267j -0.13773+0.129192j 
-0.0303706-0.0889318j -0.16415-0.0173264j 0.0313805+0.00412948j -0.0345641-0.0404175j 0.0121621+0.0415715j 0.0182867+0.00923715j -0.0328683-0.0207358j -0.00520337+0.00317788j -0.0101044-0.00795392j 0.02159-0.0113258j 0.0118346+0.000389856j 0.00220103-0.00688889j 0.00701801+0.00319118j 0.00851533-0.0112673j 0.00126309+0.00427997j -0.00268287+0.00448211j -0.000734681+0.00605991j 4.75797e-05-0.0131978j 0.00961183-0.00535342j 0.0111624-0.0129108j 0.00145612-0.00780039j 0.0131092-0.00124182j -0.00236746+0.0142175j 0.00113735-0.00417999j -0.000928216+0.00997768j -0.0130215-0.000434353j 0.0191222+0.00221059j -0.020506-0.00116847j 0.00953133-0.0186513j 0.0454228-0.102375j -0.219622-0.0475482j -0.0776464+0.038384j 0.149029+0.1396j 0.0793201+0.0924331j -0.0415761+0.026242j -0.0911533+0.0741305j 0.0530249+0.0595527j 0.0367369-0.100938j 0.177902-0.0440677j 0.0923651+0.0489241j 0.0547872+0.240858j 0.0936867+0.216837j 0.151942-0.0773293j -0.0190933-0.0127184j 0.0726068+0.0987934j 0.0167093+0.00936034j 0.0280552-0.0844682j 0.0549569+0.0496024j -0.0168022+0.0242942j 0.0470678-0.0790997j -0.0871418+0.0589451j -0.0028046+0.012761j -0.0630535+0.00208254j 0.0473306+0.0661226j -0.0227192-0.00532265j 0.000137295+0.0568989j 0.0152878+0.00147222j 0.053325+0.0606634j 0.0199101+0.0536836j 0.00216545-0.0267934j -0.00961684+0.0611109j 0.0670507-0.0779325j 0.0734729+0.0726703j -0.0257827-0.026423j 0.060959-0.0110664j -0.0243617+0.0141257j -0.11952-0.0786055j 0.0351808+0.00723509j -0.0238791-0.02865j 
0.14605-0.0947766j -0.0467099-0.121206j 0.0382372-0.0190958j -0.0104284-0.0221545j -0.0295919+0.00842958j -0.0347437-0.00661786j -0.0132665+0.0204188j 0.0128049+0.014815j -0.0144-0.00649361j -0.00527402-0.0153945j -0.00197423-0.00282649j 0.00237903-0.0012575j 0.0114891-0.00988853j -0.0122504-0.0118399j -0.00388829-0.00927323j 0.0158223+0.00566982j 0.0063661-0.0134504j 0.00429617-0.00387663j 0.00802608+0.00845865j -0.00469742-0.00951349j -0.00363603+0.0100222j -0.00560002+0.000599843j -0.0173078+0.0019158j 0.000339862-0.0236689j -0.00926038-0.00326003j 0.0252698-0.0109323j -0.00234375+0.0190973j -0.0120636-0.0411741j 0.0280594-0.0158101j 0.155384-0.0416832j 0.0340764-0.155846j 0.0345039+0.0896592j 0.11459+0.00479938j 0.00682984+0.0303078j 0.0627743-0.00494403j -0.0291164+0.0922124j 0.0150503-0.0358272j -0.159999+0.0798143j 0.0858297-0.0292951j 0.112313+0.0570468j -0.0281225-0.030636j 0.143635-0.020308j 0.0924667-0.279217j -0.0459289+0.108991j 0.268412-0.0511633j 0.0371573-0.00545097j -0.0381646-0.000414617j -0.0269875+0.113175j 0.0597008+0.0333198j 0.0145632+0.107703j 0.0628929+0.00698994j -0.0291478-0.116885j 0.0485707-0.0409657j 0.0348714-0.0305859j 0.0564291-0.00529204j 0.0238402-0.00222065j -0.00727904+0.0003114j 0.0346958-0.0294718j 0.107743-0.0455696j -0.0761841+0.0593717j 0.0569514-0.0456175j -0.00450166+0.0103316j 0.0778518-0.020944j -0.0502331-0.0327854j -0.00120133+0.0150761j -0.0419724-0.0471573j 0.0262499-0.00600992j -0.00625033+0.03645j -0.00476452+0.00894821j 
0.0153079+0.115437j 0.0946118-0.0725542j 0.0294968-0.0201559j -0.0560378-0.0262535j 0.00336629+0.0195194j -0.00647805+0.0221522j 0.0418932+0.00298441j -0.000433923+0.0257143j -0.0105689+0.0236462j -0.0255636-0.0115856j -0.0103421+0.00334123j -0.00552504-0.000158942j -0.00046081-0.0116087j -0.00814742+0.00355534j -0.00446523-0.00809394j 0.0113995+0.00143962j 0.000247624-0.00530835j 0.000106987-0.00958286j 0.000528989+0.0103391j 0.00584128+0.00892579j 0.0106385+0.0118184j -0.00357938+0.00317033j 0.00437691+0.00132856j 0.00450542-0.000597303j 0.00454989+0.017217j -0.00502577+0.0213012j -0.0148308-0.00775802j 0.0195002-0.00943163j 0.0129495+0.0281713j -0.0433127+0.122356j 0.0764494-0.0191401j -0.0547726+0.0496768j 0.245233+0.0282749j 0.040246-0.0873713j 0.0175211-0.0625303j 0.109165-0.0129148j 0.037879-0.0736251j -0.0835056-0.00899575j -0.105971+0.0651671j -0.00970403-0.160915j -0.0517307-0.0347713j 0.0398784-0.0279453j -0.125746+0.0160361j 0.189885+0.00306039j -0.00614612-0.0582167j -0.079201-0.0402648j -0.0999913+0.111627j 0.019437-0.0350458j -0.101938-0.0155953j 0.0349162-0.0192669j 0.00794674-0.0180311j 0.0100753-0.0524495j -0.0186712-0.0403791j -0.036703-0.0395564j -0.0408662-0.0574386j 0.0358154-0.0989168j 0.0338353-0.00776464j -0.15085+0.0288598j 0.0220658+0.0413533j 0.117798-0.0501315j 0.0331468-0.027722j 0.0526396+0.0294662j -0.0328661+0.0400905j -0.0757263+0.0385505j -0.000517082+0.0661844j 0.0772613+6.11418e-05j -0.0134983-0.045667j -0.00182777-0.0387094j -0.00624505-0.0307883j 
0.108519-0.00811496j 0.00471368-0.056018j -0.00166334-0.0222263j -0.0345113+0.0396832j 0.0285007+0.00368761j 0.0196818+0.00570342j -0.0134858-0.0118851j 0.0228316+0.00397332j -0.000254365+0.00226138j -0.0193714+0.00144528j 0.00337775+0.0104958j 0.00357025+0.017262j -0.00221509-0.00714721j -0.00803314-0.00331124j -0.0109888+0.000967718j 0.0163727-0.00229736j -0.00148675-0.00802254j -0.00792727-0.00457257j 0.00890263-0.00504123j -0.00290707-0.0133087j -0.00247765-0.00696778j -0.00419994-0.00507262j -0.00251451-0.00492216j 0.00143613-0.00810636j 0.0121164+0.00367848j 0.0325166-0.0181495j 0.000392226+0.0081299j -0.00873605-0.021889j 0.0158033-0.0219701j 0.147531+0.00352408j 0.0273754-0.122487j -0.0823217+0.0304285j 0.0342529-0.0482159j -0.0276031+0.121028j -0.0250038+0.0229405j 0.0513952+0.0360384j -0.0227633+0.0759675j -0.116385-0.053057j -0.0546729+0.0130186j -0.000471464+0.143298j -0.040028-0.0521398j -0.00526114-0.0198292j -0.0938211-0.0522775j 0.0834949-0.0487435j 0.00254517+0.00686874j -0.065642-0.00618031j -0.0578101+0.0189348j 0.0589832-0.0715303j -0.0553328+0.0662866j -0.117473-0.00793175j -0.00290382+0.105923j -0.0507033-0.0525627j -0.0298933+0.0322059j 0.00927926-0.00257847j 0.0918271+0.06784j 0.0776399-0.0262727j 0.0277978-0.00486598j 0.00741854+0.0275455j 0.0569919+0.0658881j -0.0461554+0.0224314j 0.020783+0.0156246j -0.0344032-0.000927042j 0.0217068-0.0326019j -0.0524187+0.00480492j 0.0698642-0.0164989j -0.0474803-0.02788j -0.128821-0.0362499j -0.0244531-0.0119326j 0.0558898+0.0994794j 
0.0284132+0.00284503j 0.0421352-0.107749j -0.0130873-0.012956j -0.0180076+0.0261029j -0.00382949-0.0381796j -0.0111962-0.00663765j -0.0270297+0.0160868j 0.0116396-0.00674995j -0.00797714+0.00575477j -0.00501039+0.0129185j -0.00831747-0.00591542j 0.0130705-0.00904661j -0.00418092-0.00519229j -0.00700425+0.00437675j 0.00124258-0.0036878j 0.00581893-0.000713182j 0.00186586-0.00976615j 0.00800303+0.00696372j 0.0014471+0.00889278j -0.00378921+0.00207721j -0.00302474+0.013747j -0.00982154+0.00529762j -0.0153798-0.00491554j 0.00606712-0.0110259j -0.000350042-0.00941866j 0.00609451-0.0102271j -0.0049382+0.0216465j -0.0116474-0.0311066j 0.0285679+0.00345354j 0.0374858+0.0904894j 0.0893069-0.140651j -0.00569109+0.131784j 0.0394857-0.0874704j 0.0597236-0.0884934j 0.0568435-0.0577187j -0.182905+0.209688j 0.0702039+0.17232j 0.0088678+0.0569988j -0.0388343+0.136234j 0.0385017-0.112347j -0.197861+0.0308432j -0.166714+0.0041737j 0.0160516-0.0329501j -0.0965696+0.0413487j 0.0372656-0.0562806j 0.105222-0.0370334j -0.0184914+0.00713423j 0.0347931+0.0222554j 0.00188157+0.037331j 0.0164148-0.0312516j -0.0144399-0.00532016j 0.0155319-0.0331724j 0.0359319-0.0356555j -0.00717266-0.043609j 0.00522763+0.00194398j -0.0042653-0.0405635j -0.00958468+0.0331406j -0.0139641-0.0602591j -0.00521176-0.0281477j -0.0192182+0.0237089j 0.0142305-0.0292946j -0.0204524+0.0388759j 0.036143-0.00802939j -0.013491+0.0504397j -0.0230909+0.0292592j -0.00943819-0.0479582j -0.0128725-0.019357j 0.0805932+0.0986996j 0.00471372-0.00255028j 
0.0151597+0.131139j 0.0558966+0.0209984j 0.0177917-0.0381213j 0.0186893+0.0124958j -0.0210162-0.0184539j -0.0193578-0.0255258j 0.00770687-0.0097643j 0.0162845-0.000965138j 0.00424776+0.00486258j -0.0198794+0.00301417j 0.00702273+0.00705936j -0.00141304+0.0145857j 0.00537343-0.000269465j 0.00441894-0.00287107j -0.00147489+0.00288645j 0.00235665-0.00159675j 0.00704767-0.00201932j -0.0057738+0.00453067j 0.00314083+0.00655551j 0.0176232-0.00013603j -0.00103236+0.000351214j 0.0029963-0.00328816j 0.00890314-0.0186736j 0.0169803+0.00564343j 0.00174565+0.000665862j 0.0145358+0.0209402j -0.00908014+0.00240699j 0.0434589-0.0013151j 0.0109949+0.0294466j -0.0159779+0.184496j 0.138145+0.10666j 0.00924295+0.0651355j -0.144319+0.0236151j -0.0115738+0.0287827j 0.0913693-0.0151505j 0.0190765-0.150735j 0.0335178-0.000606996j 0.050931-0.126386j -0.0410209+0.0101026j -0.0979184+0.0428938j 0.0311848-0.0179729j 0.0716479-0.0511682j 0.0228524+0.0574257j 0.0710762+0.0361342j 0.0265428-0.0160094j 0.00294299-0.00865564j -0.0437608+0.0133103j 0.0234117+0.0223547j -0.0491462-0.0507664j -0.0655725-0.0331475j -0.0544034+0.00542461j 0.0172763+0.0377775j -0.0463985+0.00995565j 0.0236016+0.0691639j -0.0719707-0.00712126j 0.0730285-0.0308617j -0.0189827+0.0273822j 0.0512472+0.0340035j 0.0240628-0.0360452j -0.0215583-0.112604j 0.0565088+0.00360262j 0.0702927+0.0132761j 0.0139036+0.0333974j -0.0874302+0.0139169j 0.134754-0.0502255j -0.150474-0.00429352j -0.0510846+0.0128483j -0.00455422+0.00641429j -0.0432796-0.0246589j 
-0.0226184-0.0313055j 0.0456141+0.0694481j -0.0488369-0.0705067j -0.0351277+0.0298011j 0.0202426+0.0103373j 0.0108976-0.0319874j -0.00895755+0.0071766j 0.00457833-0.0260559j -0.00747131+0.00118409j -0.0132308+0.0193637j 0.0121879-0.0177895j 0.0109896-0.00699275j 0.00228654-0.00221955j -0.00368827-0.00912816j -0.000854533+0.0101983j 0.00348446-0.00602279j 0.00236344+0.00120156j -0.0128892+0.0117843j -0.00651143-0.00548469j -0.00718366-0.0124082j -0.0153325-0.000437213j -0.00468118-0.00896743j 0.0121072-0.0143822j -0.00133926+0.00161441j 0.0126972-0.0232932j 0.0114401-0.00170269j -0.0108439-0.00230641j -0.00934618+0.00989436j -0.0269772-0.00771798j -0.104433-0.0990381j 0.0401578+0.119117j 0.149899+0.139942j 0.193965-0.152147j 0.23658-0.0948572j -0.0277741+0.191092j -0.178566+0.0946813j -0.0589414+0.115944j 0.0542257+0.00219642j -0.142835-0.00306213j 0.121059-0.035448j -0.145356-0.0212543j 0.01871-0.0271576j -0.0257606-0.0411167j -0.0366279-0.0678353j 0.0560729+0.0468415j -0.0506374+0.0853775j 0.0198276-0.00974124j 0.00638808-0.0644666j 0.0131172-0.00837067j -0.136661+0.0482186j -0.0214885+0.0502584j -0.00851536+0.0222828j -0.0383352+0.0823133j 0.00671924+0.0239525j 0.000832165+0.0670049j 0.0175914+0.0157086j 0.0150897-0.039529j 0.00702732+0.0331533j 0.0331699+0.0238328j -0.0068262+0.0276651j 0.0541252-0.00820577j 0.0378737-0.0791079j -0.0355446-0.0138563j 0.0456098-0.0684411j 0.0690186-0.0616411j -0.0408968+0.0164379j 0.0430594-0.00255029j -0.0284148+0.00183401j 0.0521917+0.0314752j 
-0.018212+0.00631104j -0.0255129+0.0766037j 0.0507858+0.0113029j -0.0220159+0.0152348j 0.0432306-0.0990676j 0.0361008+0.00584524j -0.047881+0.0247501j 0.0176202+0.0277717j 0.0023785-0.00484516j 0.00227959-0.0377545j 0.00247065+0.0192415j -0.0183647+0.0197542j -0.000999012+0.00468789j 0.00726412+0.00313865j -0.00374658-0.0104468j -0.0035111+0.0135134j -0.00362884+0.00427137j -0.00366242-0.022837j 0.00243345+0.00615372j 0.00388497+0.0156071j 0.0127571-0.0117866j 0.0103183+0.000272264j 0.0124181+0.00760755j -0.00889963+0.0130758j -0.00312596+0.0355965j -0.00829572+0.0203231j 0.0115545-0.0328243j 0.0334409+0.0106008j -0.021442+0.000451668j -0.0028697-0.039431j -0.0291109+0.116169j -0.0519823+0.00526805j 0.14913-0.059474j 0.156169-0.293715j -0.0828214-0.0882896j -0.253027-0.00842249j 0.0395074-0.195385j 0.0929845-0.0437316j 0.0991198-0.0941642j -0.0895128-0.00515252j 0.0866731+0.0116519j 0.044666+0.028377j 0.0375524+0.018551j 0.0634439+0.0119213j -0.0422802-0.016954j -0.00760113-0.0328556j -0.0126242+0.011154j -0.0178718+0.0200139j -0.0248502+0.0271041j -0.0315091-0.0511157j 0.00873947-0.00604509j -0.0190747-0.018312j -0.0680988-0.0419388j 0.0345952+0.0183182j -0.0266848-0.0192533j 0.0213237+0.0103967j 0.0242097+0.0215009j 0.0237972+0.023807j -0.0205458+0.00953749j -0.0402108-0.0388184j -0.0525123+0.085566j 0.0271162+0.118284j -0.00394844-0.00520597j -0.0870438+0.0751595j -0.0102801+0.0378529j 0.0324163-0.00596424j -0.0139724+0.018757j -0.141969-0.0515893j 0.0125669+0.0167903j 
-0.0142163-0.108167j -0.0521569+0.0382257j 0.081552+0.0219829j 0.0588053-0.0399064j -0.0803609-0.045807j -0.0239084-0.0271806j 0.0115723+0.0312083j 0.0416334-0.0313768j -0.00241053-0.00631604j -0.0284579+0.00584966j 0.0356236+0.00686173j 0.0275618+0.0141594j 0.00446688+0.00994221j 0.00725667+0.00679534j -0.0224903-0.00019916j 0.0110821-0.00548084j -0.000222229+0.00438417j -0.0134915-0.0115449j 0.0112576-0.00392852j 0.00767047+0.0147794j -0.003061-0.0124595j 0.0128496+0.00131017j 0.00210095+0.00343287j -0.00398901+0.0140169j 0.0196274+0.0106149j 0.0094719-0.0199576j 0.00389482-0.0115703j -0.0318394+0.00204855j -0.0269842-0.0143643j 0.0127046-0.165867j -0.067127-0.0201335j -0.194908-0.0320641j -0.086468+0.0464025j -0.200901-0.245245j 0.0524127+0.123671j -0.0924793+0.182218j -0.34799+0.0971538j -0.0603955-0.0128852j -0.0369901-0.0159746j 0.0558852+0.0794982j -0.0184088-0.0165971j 0.0284003+0.0015651j 0.0315302+0.0466452j 0.0544825-0.0247012j 0.0291408+0.0194256j -0.109311-0.0221759j 0.023586+0.0232822j 0.0104972+0.0105502j -0.034116-0.0229115j 0.034617-0.0566471j 0.023591-0.00851399j -0.00204134+0.0159623j -0.00321144-0.0233947j 0.0101119+0.0460746j -0.0427723-0.0581098j 0.0249603-0.0102713j 0.0212039+0.0157788j -0.0320432-0.0183614j 0.0012552-0.0524234j -0.0236405-0.00169818j -0.0215693-0.0247751j -0.0654675+0.0075974j -0.0375418-0.0191779j -0.00963292-0.00284791j 0.0264985-0.0769701j 0.0138039+0.031599j -0.058575-0.00496192j -0.0054935-0.00119801j 0.132572+0.0295996j 
-0.01609-0.0289276j -0.117877-0.136397j 0.172826-0.0722406j 0.0204509+0.131027j 0.00748844+0.0396765j -0.0220635-0.0246759j 0.00357804-0.0189617j -0.0237306+0.0101353j -0.00758137+0.000220614j 0.0157058+0.0275734j 0.00184575+0.0035037j 0.0099534-0.00921893j 0.00205034-0.00512152j 0.0119571+0.00327197j -0.00175054-0.00699768j -0.0104891-0.00473978j -0.00981002-0.0151507j 0.00679468+0.0132204j 0.00993035+0.0102821j 0.0153643-0.0150356j 0.0141767+0.0173338j 0.0104389+0.0155958j -0.0119129-0.0128541j 0.00593346-0.0268995j -0.0147381-0.0248514j -0.0121732-0.00452747j 0.0150573+0.0351867j 0.014892-0.0290103j 0.0289612-0.0363229j 0.0963327-0.000807148j -0.134095-0.0914283j -0.377161+0.089147j 0.0437282-0.310217j 0.0538111+0.051798j 0.0573886+0.0853589j 0.0441229+0.0167079j 0.0686759+0.00210292j -0.0185845+0.0693387j 0.0135892+0.0527228j -0.0222395+0.0108889j 0.0416262-0.0221809j 0.00790297+0.0129258j 0.0152208+0.0153043j 0.0168131-0.015665j -0.00768151+0.0153089j 0.000364016-0.0246249j 0.0047271+0.00849613j -0.0160931-0.0206867j -0.0159574-0.00829653j -0.0310442-0.0124729j -0.0156408+0.017284j 0.0148181+0.00893014j -0.00103061-0.00172494j -0.0265143-0.0353752j -0.00809188-0.0237182j -0.018158-0.00398689j -0.000323155+0.0128305j -0.023733-0.0357096j -0.0111032+0.0442612j 0.0178304-0.00075577j -0.0309201-0.0178555j -0.0115968+0.000992774j -0.00766867-0.0890018j -0.00304369-0.0178892j -0.0371999+0.00195192j -0.0210194+0.10025j -0.0176615+0.00861954j 0.0328155+0.0135865j -0.119677+0.0909786j 
-0.121329-0.12138j 0.0384276+0.0164073j 0.0234624+0.155737j -0.153262+0.0377897j -0.0604597+0.00189355j 0.0030055-0.00797464j 0.009469-0.0140257j -0.020969-0.0250162j -0.0241374-0.00299143j -0.010899+0.0117292j -0.00223423+0.0149765j 0.0133618+0.00296333j 0.0131499+0.00839974j 0.00515735+0.0165493j -0.00642038+0.0016335j 0.00378254-0.017082j 0.00301851+4.89234e-05j -0.0243217-0.00359224j -0.000130327-0.0120775j 0.0131589+0.0147625j -0.0126686-0.00139685j -0.000124151+0.0132055j 0.00742347+0.0143121j 0.00923067+0.000549539j 0.030395-0.000339842j -0.0141315-0.0360636j -0.00610605+0.0116572j -0.029976+0.0424672j 0.0131813-0.0259263j -0.131732-0.0572851j -0.046184-0.0315822j 0.0507475-0.320492j 0.349881-0.0199692j -0.143435+0.0206385j 0.0437872+0.0527305j 0.0391186-0.056538j 0.0182907+0.0364521j 0.0294099-0.0177508j -0.0135205-0.0239155j -0.0419389+0.0483456j -0.0555776+0.0374316j -0.0034629+0.00765807j 0.0163409+0.0148059j -0.0293418-0.00238917j 0.0636394-0.0330788j -0.0185043+0.0306442j 0.0279151+0.00273345j 0.0103221-0.0214129j 0.00407067+0.00102097j -0.00462835+0.031709j -0.022851-0.0117659j 0.00847791+0.00190977j -0.00227067-0.0293769j 0.00406473+0.0200807j -0.0327794+0.0133775j -0.0188478-0.0155551j -0.00657869-0.0115881j -0.00812839+0.0627595j -0.00490286+0.00600095j 0.016456-0.0204323j 0.0181979-0.0217875j 0.0232843+0.0647557j -0.0254912+0.0211316j 0.0315244-0.0808332j -0.0176608+0.0324924j 0.0241544+0.00776029j -0.0247878+0.137645j 0.13387-0.106537j 0.00647936+0.0253719j 
