-0.0108285+0.00337094j -0.000806837+0.00301271j 0.00332732-0.00340285j -0.0156454+0.00390581j -0.00532453+0.00367938j 0.00897284-0.00366487j 0.0107881+0.000787192j 0.00388022-0.00365228j -0.0077817+0.00101039j -0.00563295+0.00128137j -0.00963605+0.00124897j -0.000512511-0.00461802j 0.00739756+0.00073883j -0.00449879+0.00293367j 0.00252716+0.000197532j -0.0045644+0.0032189j 0.000905449+0.000943197j -0.00323964+0.000644078j 0.00591663+3.68858e-05j -0.00332963+0.00334657j -0.000696043+0.00155081j 0.00708439+0.00118825j 0.00928523-0.00656986j -0.0106793+0.00311064j 0.00844058-0.00468499j 0.00180415-0.00768117j -0.0128979-0.0050485j 0.00752187-0.00142995j -0.00157183-0.000563844j 0.0168547-0.00345047j -0.00632498+0.00302633j 0.00479685+0.00337971j 0.0109047-0.00509855j -0.00205111-0.000267365j 0.00467511+0.000949847j -0.00531046+0.00405138j -0.00104445+0.00255367j -0.00564646+0.000375952j 0.00665691+0.00423638j -0.00792456+0.00199785j -0.00897333-0.00605178j -0.0039219+0.00104201j -0.0130033-0.00511488j 0.00214071-0.00131081j 0.00433397+0.00678474j -0.00403696-0.00279386j -0.000234031+0.00494776j 0.00595573-0.00477838j -0.00170267-0.00810249j 0.0167905+0.010007j -0.00614035-0.00932863j 0.0118072+0.00613203j 
0.000328262-0.000556399j 0.00301502+0.00296502j -0.00165344-0.00253509j 0.00156671-0.00105983j 0.00296963+0.00388628j 0.000724194-0.00198751j 0.00507281+0.00576024j 0.00364238-0.00028606j -0.0017094+0.00447265j -0.00228389-0.00294476j 0.000461884-0.00453661j -0.00434843-0.00727357j 0.000772371-0.00799287j 0.0048938+0.00284589j -0.00854312+0.0013803j 0.00576142-0.00912414j 0.00130613-0.00197155j -0.00495684-0.00360976j -0.000454563-0.00840471j 0.00542844+0.0018126j 0.00691142+0.00271606j 0.002963+0.00261214j 0.00148868+0.00374972j 0.0168439-0.00849347j -0.00431219-0.00265818j 0.00605167+0.00764903j -0.00225761+0.013838j 0.0104273-0.0097612j 0.00165758-0.0057792j 0.00926434-0.0136586j -0.00846949-0.00545029j 0.00016808+0.00981258j 0.0106534+0.0041649j -0.00309741-0.00142905j 0.00497521-0.00668703j 0.00460078+0.000389025j -3.59731e-05+0.0116384j -0.0024053-0.0057467j 0.0132291+0.00293574j 0.00639768-0.0173172j -0.00745012+0.00310549j -0.00365124+0.00365305j 0.00338135-0.000831209j -0.00143021+2.04238e-05j 0.000532449-0.00044377j 0.00332104-0.006801j -0.00379425-0.00917463j -0.00227722+0.00789341j -0.000273314-0.00178378j -0.000507496-0.00103124j 0.000318519-0.00227592j -0.00171454+0.00398546j 
-7.53716e-05-0.00107642j 0.00261847+0.00170549j -0.00242886-0.000485289j -0.00331825+0.00717142j 9.74659e-05+0.00477345j -5.19219e-05-0.00216887j 0.00508207+0.0041564j -0.00136929+0.00165032j 0.00378361-0.00206167j -0.00229681-0.000142495j -0.00712367+0.00370952j -0.00570535-0.00523233j -0.00191328+0.00228565j -0.00119716+0.00930126j 0.00523576-0.00809972j -0.00570562+0.00424221j -0.00131036+0.000940186j 0.00313869-0.00799666j -0.00706047+0.00591181j -0.00458951+0.00367656j 0.0054668+0.00504567j -0.00247023+0.00133323j 0.00010609+0.00347938j -0.000757709+0.00769032j 0.00976109-0.00200694j -0.00525344+0.00448363j -0.00708605+0.0170691j -0.00745734+0.0139249j -0.000300014-0.00106798j -0.011778-0.00283111j 0.00426186-0.0165503j 0.00284336+0.00897249j -0.00512451+0.00854132j 0.00186308-0.00215048j -0.00701058-0.0038914j -0.00546152+0.00786839j 0.000932553+0.00483435j 0.00326451+0.00446421j -0.0037639+0.0039822j -0.00524394-0.0130879j 0.00832265+0.00252525j 0.000614879-0.00505994j -0.0163872-0.000990345j 0.0035169+0.000301371j 0.00116171-0.00177253j 0.000113257-0.00345518j 0.00229752-0.00423781j -0.00311844+0.00667015j 0.00668981-0.00219663j 0.00120405-0.000392432j -0.000117316-0.00141504j -0.000326482+0.00339727j 
0.00281086+0.00287447j 0.00145267+0.00117979j -0.000874297-0.00160554j -0.00333982-0.00306118j -0.00136074-0.000841351j 0.00157318+0.00102467j 0.000270879+0.00141396j 0.00361009+0.00194294j -0.00401195-0.00444733j -0.00120774-0.0045935j 0.00783148+0.00377594j 0.00154075+0.0041188j 0.00400541+0.00400052j 0.00123684-0.00187664j -0.00876543-0.0114071j 0.00983881+0.00888226j -0.000391111+0.000637637j 0.00297238-6.39062e-05j -0.00123233-0.00308596j 0.00147655-0.00148174j 0.00297469+0.00485421j 0.00253715+0.00343245j -0.00295308-0.00521064j 0.0181852+0.0233553j 0.00172818+0.00235105j -0.00131011+0.00337118j -0.000383455+0.00166716j 0.00632675+0.006685j 0.00439954+0.0107689j 0.00918216+0.0162762j -0.00816338-0.00774956j -0.000304196-0.00551422j -0.000628303+0.0064466j 0.000366412+0.00861469j 0.00332347-0.00341003j 0.000427348-0.000456659j 0.0012585+0.000819713j 0.00177199-0.00278986j 0.0020521+0.0224931j 0.00250171+0.0111605j 0.000500652-0.00774011j -0.00201238+0.0036156j 0.000677619+0.00793856j 0.00363151+0.00258187j 0.00289557-0.000827841j 0.000408828-0.003364j 0.000506551-0.00578923j 0.000272555-0.00249846j -0.00110126+0.0074468j -0.000530517-0.00183983j 0.000981201-0.00436537j 0.000377951-9.91569e-05j 
0.00182439-0.000257919j 0.000805464+0.00324362j -6.43908e-05-0.00243897j -0.00630818-0.00677165j -0.00150495-0.00463031j 0.00112454-0.00130043j 0.00263879+0.00106128j 0.00166701-0.00266342j 0.000789592+0.00128312j -0.00758901+0.00396599j -0.000707695-0.00646188j 0.00247121-0.00650153j -0.00593017+0.00966153j 0.00146903-0.0157392j 0.00170839-0.00132939j -0.00300092-0.00335841j -0.00523729-0.00133845j 0.00880594+0.00343068j -0.00499176-0.0104106j -0.00475943-0.00170756j -0.000905514+0.00677949j 0.00918125-0.00139131j -0.0127556+0.00754491j -0.00535889+0.00638667j 0.0103753+0.00428814j -0.00280047-0.00118195j -0.00161012+0.00106454j -0.0074534-0.00498893j -0.0160532+0.0144295j 0.00111923-0.0070782j -0.00170853+0.00340954j -0.000638889-0.00121427j -0.0066205-0.00427963j 0.00137708+0.00708465j -0.00075925-0.00985037j -0.00291225-0.00355652j -0.00875783+0.00431969j 0.00898232-0.00265705j 0.00181725+0.00387183j -0.0036876-0.000483773j -0.0054162+0.0099112j 0.0102568+0.000774116j -0.000480628-0.0105455j -0.00661249+0.00443503j 0.00280248-0.000490845j -0.00309444-0.00254048j -0.00197069+0.00185425j 0.00106088-0.00267984j -0.000371643+0.00970692j -0.00162888-0.000702633j 0.000430791-0.00235313j -0.00211148+0.0022043j 
-0.00236578+0.00200724j -0.00101626+0.000438155j 0.00107017-0.000353629j 0.00477655+0.00238604j 0.00199184+0.00205985j 0.00117608-0.00681971j -0.00132908+0.000237945j 0.000107871+0.00288228j -0.000412592+0.000649567j 0.0025463+0.0128687j 0.000475493+0.000938365j 0.000640402-0.00456884j 0.00509699+0.000329704j 0.00557613-0.0111815j -0.00537679-0.00454832j 0.0010911+0.00430947j 0.000776763+0.00523299j -0.00263648-0.00270345j 0.00505663+0.00168154j -0.00151514+0.0131958j 0.00250458-0.00514723j 0.00958019-0.0118703j -0.000466819+0.00920838j -0.00364913+0.00211159j 0.00527563-0.0164606j 0.00798873+0.00247544j 0.019616+0.00069478j 0.008939+0.00868464j -0.0118741+0.0126969j 0.000653798+0.00707414j -0.00643125+0.00531026j 0.00651103-0.00371373j 0.00227289+0.00505518j 0.000611413-0.00514864j -0.00314261+0.0126061j 0.00248972+0.00375669j -0.00987168+0.00508164j 0.00993934-0.0122873j 0.00443132-0.00316597j -0.00438864+0.00661986j 0.00332484-0.00179052j 0.00397952-0.00646462j 0.00199166+0.00526431j -0.00609151+0.00338892j 0.00146308-0.00115003j 0.00383992+0.00124555j -0.000954958-0.000757033j -0.00149361+0.00168678j -0.000392184-0.00665218j 0.0019017+5.46113e-05j 0.00234918+0.00101288j 0.00048039-0.000607637j 
0.000618433-0.00615104j -0.000956277-0.000474058j -4.20906e-05+0.00176889j 0.00537737+0.000609232j 0.000879622-0.00739208j -0.0029977+0.00738966j -0.00205196-0.00806188j 0.00111793-0.00156655j 0.00321994-0.00315134j 0.000512685+0.00356762j 0.00446344+0.00305138j -0.0052422-0.00243733j -0.00654622+0.0160787j 0.00289431-0.00164403j -0.00101655-0.00260572j 0.00475663-0.00713787j 0.00441358-0.000176656j -0.00630251-0.011758j 0.00929944-0.00106862j 0.00473591+0.0020386j -0.00865029+0.0115498j -0.00489696+0.0130598j -0.00637007+0.0142286j -0.00983587+0.0108406j -0.00609321-0.00700564j -0.0120971+0.003765j -0.0195149-0.00052838j 0.00430325+0.00761624j 0.000306964-0.00116899j 0.00509167-0.000302893j 0.00289407-0.005619j -0.00714724+0.00480717j 0.00517308+0.00470971j 0.000947664-0.00898215j 0.00911053+0.00015902j -0.000882797+0.00517591j -0.00436355+0.00759553j 0.00114945-0.00146579j -0.00876617+0.00422146j -0.00457455+0.00369268j -0.0103029+0.00316957j 0.00287356+0.00106486j 0.00202347+0.00750634j 0.000314929-0.000462364j -0.00343762+0.00109264j -0.00794294+0.00603881j -0.000603793+0.000133292j 0.00504711-0.00186426j -0.000687035-0.00524247j -0.00162242+0.00078751j -0.00350733+0.00278548j -0.0018415-3.1316e-05j 
0.000885319-0.000306263j 0.00280843+0.00114502j -0.00196354-0.00107561j -0.0029991-0.000706784j -0.000901343+0.000903636j -0.00463109-0.000801513j 0.00230391+0.00214438j 0.000902275-0.000809094j 0.0015764-0.0010996j 0.00717295-0.00219238j -0.00265557+0.0020141j -0.00799925-0.0020473j 0.00522114+0.00468784j -0.0204125-0.0080496j -0.00163989+0.00527881j 0.000969527+0.00163133j 0.00162725+0.00247212j 0.00215947+0.00306704j -0.00715293+2.22342e-05j 0.00940637+0.00154766j 0.00156229+0.0029861j -0.00956183-0.0122108j 0.0110257+0.00999625j 0.00748061+0.00551512j -0.00803675-0.0115188j 0.00053796-0.00273889j -0.00478133-0.0124285j 0.00177654-0.00648366j 0.0162926+0.0234865j -0.000642329-0.00537558j 0.00605182+0.000590568j -0.00416595-0.00564228j -6.81112e-05+1.59338e-06j 0.000797397+0.000777235j 0.00375815-0.00341404j 0.000728656-0.00204229j 0.00775429+0.010251j -0.0109949-0.0100177j -0.00037462-0.000521891j 0.00419009+0.00427521j 0.0042589+0.00182393j -0.00385085-0.00799706j -0.00416574-0.00394177j 0.00601218+0.00633236j -0.000332465-0.0039458j -0.000997287-0.0011489j 0.000598966+0.00166253j 0.000481473+0.000257039j 0.000649201+0.00187324j -0.000560998-0.000841566j -0.000401978-0.00223359j -0.000147974+0.00248712j 
-0.00409821-0.000200343j -0.00145401-0.00238514j 0.00175599+0.00280065j -0.00141992-0.00307364j -0.00602088-0.00386401j 0.00255707-0.000613455j -0.00688497-0.00130191j -0.00205929-0.00272923j -0.0039905-0.00894176j 0.00609455+0.0115137j -0.00311562-0.0104166j 0.000900397+0.00111524j 0.0146422+0.00823901j -0.00538598+0.0035334j -0.000856284-0.00853768j -0.00522282-0.00204918j -0.00036543-0.0142852j -0.0068783-0.00841038j 0.000280303-0.0106628j -0.00034214-0.0055595j 0.00999262+0.00407463j 0.00780062+0.00773356j 0.00968549+0.0102705j 0.00529638+0.0113742j -0.00775223+0.0150709j -0.00287694+0.00649883j -0.00142856+0.0196753j 0.000536749+0.00272669j 0.00798746-0.00290235j -0.00058986-0.00309966j -0.00342916+0.00503783j 0.00229212+0.00911631j -0.000371542-0.00340392j -0.00508479+0.00104128j -0.00537592+0.00149727j 0.0015351+0.00444234j 0.00198275+0.00893827j 0.00116989-0.00541119j 0.00472081+0.00096403j 0.00348204+0.00485348j 0.00665358+0.00592157j 0.00222664-0.00749683j 0.000924054+0.0018264j 0.000734209+0.000576908j -0.000594558+0.00229341j 0.0037108+0.00809967j 0.000232698+0.00520816j -0.00296299-0.00554636j -0.00200544+0.00170091j 0.000517992+0.00171141j 0.00057368+0.00405584j 0.00108937+0.000279412j 
-0.00433879-0.00320425j -0.00250988-0.000795832j 0.00156358+0.000870666j 0.00113515+0.00298731j -0.00417593+0.00248998j 0.0082662+0.00769769j -0.00607544+0.00191824j -0.00248846+0.00445715j -0.00484073+0.00327768j -0.00328704-0.0100105j 0.00404566+0.00959965j -0.000223367+0.000952586j 0.0105129+0.0111455j 0.0029867+0.000201296j -0.00178135+0.0105718j -0.00380523-0.00212877j -0.00583933+0.0025772j -0.0111584+0.0146442j -0.00341884+0.00647574j -0.00257538-0.007078j 0.00749213+0.00571609j 0.0110779+0.000115626j 0.00865866+0.00488589j 0.00778901-0.00818366j 0.0088054-0.00940913j 0.00562042+0.0151711j 0.000713962+0.0105888j 0.00515351-0.00663012j -0.00852236+0.00170672j -0.00423085-0.00467028j -0.000816297-0.00796039j 0.00657556-0.000715608j 0.00327421-0.00398717j 0.00159333-0.00440473j -0.0022707-0.00688333j 0.00467479-0.000959517j 0.00790717-0.00949265j 0.00078927+0.00760947j 0.000884578+0.00717567j -0.00100871+0.0049173j 0.000132082+0.00631312j 0.000157209+0.00170656j 0.0035495+0.0020551j -0.00196684-0.00424646j 0.000686909+0.00188372j 0.00397438+0.00643593j 0.0026364-0.00142191j -0.00349751-0.00319219j 0.00143143-0.00308316j 8.67176e-06+0.0028036j -0.000143892+0.00532926j -0.000532512+0.000610492j 
0.000604522-0.00523795j -0.000990203-0.00383057j -0.000800715+0.00923027j 0.00459405+0.00968236j 0.000135667+0.00684561j -0.00228726-0.00365801j 0.00263119+0.00953171j 0.000387625-0.00540353j 0.00111844-0.0166741j 0.00345871-0.00724664j -0.00290256-0.0019325j -0.0009625+0.00291076j -0.0098837+0.00570159j 0.00202646-0.00785991j 0.00305317-0.0129108j -0.00144507+0.0173236j 0.00549986-0.0213735j -0.011484+0.00793697j -0.00143534-0.000201777j 0.00119677-0.00144729j -0.00119583-0.00258246j -0.00315125+0.00379833j -0.00864479+0.00595583j 0.000485596+6.78928e-05j 0.00122665+0.00644029j -0.00195757-0.00530186j -0.00525754-0.00102237j 0.00187637-0.00241558j -0.00822556+0.0080684j 0.00319353-0.00356917j 0.00517397-0.00932025j 0.00734223-0.00497535j 0.00224631-0.0036775j -0.00656509+0.0109052j 0.00356024+0.00284697j 0.00156858+0.00090439j 0.00138708-0.00333407j 0.00594354-0.00441625j -0.00354408-0.00292685j -0.00137082-0.00525982j 0.00498257-0.00939445j -0.000738544+9.65436e-05j -0.00141667+0.00474447j 0.0107209-0.0127759j -0.00165727-0.000874894j -0.000944829+0.000234072j -0.0024116+0.00246085j -0.00257497+0.00490301j 0.00320794-0.00605209j 0.0010724-0.00087804j -0.00401103+0.0027761j -0.000229988-0.00080814j 
0.00146655+0.00619549j -0.00178816-0.00388605j 0.00238948-0.00354471j 0.00194055-0.00134952j 0.00725595+0.00329264j -0.0043421-0.00328523j -0.000106908-0.00828235j 0.00133151+0.0137257j -0.00735316-0.00465835j 0.00225685-0.00400039j -0.0051652-0.00218658j 0.00362827-0.0146037j 0.000226008+0.0100008j -0.00261322+0.0155669j -0.0111109+0.00942945j 0.0122608+0.000654134j -0.0101748-0.0182686j 0.00406099-0.00363972j -0.00121994+0.00208883j 0.00636154-0.0162255j -0.00257792-0.000698122j -0.000130299-0.00159827j 0.000818692+0.00926429j 0.000207316-0.00264008j 0.00575718+0.00424681j -0.00459219+0.00431972j -0.00500582+0.00371192j 0.0016168+0.00259932j 0.00165672-0.000658243j 0.00369177-0.00677383j -0.00058448+0.0019613j 0.00159366-0.00629574j -0.00355944+0.0032904j 0.0117538-0.00544214j -0.000366678+0.00788475j -0.00208253+0.00211575j -0.0011029+0.00180164j -0.00667088+0.00182759j -0.00324312+0.000861532j -0.00140864-0.000553167j -0.00216435-0.00918091j -0.00366461+0.000394367j 0.00213343+0.00170048j -0.00510876-0.000728022j 0.00179477-0.0026079j 0.00192815-0.00581786j 0.00178111+0.000440325j 0.00133839+0.00299671j -0.00326606+0.0010689j -0.00042229-0.00102477j 0.00111084-0.000952097j 0.00252563-0.00410807j 
-0.00257411+0.00147019j 9.30155e-05-0.00215727j -0.000918412+0.00146192j 0.00462445+0.00106016j 0.00628352+0.00260915j 0.00611719-0.004317j 0.00107697+0.000809201j 0.00431588+0.00406221j 0.00649441-0.0031887j -0.0161466+0.00388059j 0.0120965-0.00284116j 0.0031134-0.00176532j 0.00218683+0.00477317j -0.00269791+0.00215139j 0.0136858+0.000844538j 0.00198639+0.00297666j 0.0120539-0.00597656j 0.0154617+0.00339479j 0.0119299+0.00481055j 0.00107732-0.0061314j 0.00261161+0.000752491j -0.0069217-0.000294515j -0.00318749-3.54082e-05j -0.0125555-0.00577811j -0.016936-0.00705349j 0.00653969-0.0041885j -0.0105625+0.00307894j -0.00749953-0.00389477j 0.00659979+0.00631275j -0.000868264+0.000677342j -0.00784647-0.00500341j -0.00517952-0.00309112j -0.00120268-0.00280492j -0.00237446-0.00448768j -0.00799183+0.000251929j -0.00386845-0.00209164j -0.0118776-0.00754792j 0.00795155+0.00389682j 0.00366088+0.00321542j 0.00105239+0.0016795j 0.0040717-0.00125066j 0.0039456+0.00258108j -0.00140059+0.0008229j -0.0015489-0.00142226j 8.43394e-05-0.00109236j 0.00202197-0.00140086j -0.00339101-0.00194774j -0.000574967+0.00182353j -0.00255128-0.0038116j 0.00115978+0.000587847j 0.000600889+0.00135363j 0.0015303-0.000263274j 
-0.00433051-0.00461208j -0.00394465+0.00249495j 0.0084456+0.00549882j 0.0106384+0.00196945j 0.00487151-0.00383488j -0.00332831+0.00158612j 0.0115992+0.00189693j -0.00481496-0.00750693j -0.0169632+0.00415121j -0.0065646+0.000961195j 0.00136831+0.00109608j 0.00056282+0.00453029j 0.00836009+0.00213476j -0.0054047-0.00282934j -0.00818006-0.0118715j 0.0139903+0.000740101j -0.0206794+0.00044267j 0.00523617+0.00977974j 0.00198528+0.00231996j -0.0106748+0.00597793j -0.00252867-0.00159142j 0.00213803+0.00347409j 0.00827049+0.00154556j -0.000555602-0.00166846j 0.00539062-0.00020949j -0.00122575-0.00267528j 0.0065564+0.00504218j -0.00362417+0.00138528j 0.0122797+0.00281434j -0.00743941+0.00255791j -0.00851281-0.0049894j -0.00728295-0.00262779j -0.00153052-0.00142037j 0.00660654+0.00733814j 0.00185401-0.00372526j 0.00190292-0.00162925j -0.00437883-0.00208913j -0.00106779-0.00714463j -0.000165288-0.00094276j -0.00344648+0.00017722j -0.0112385-0.0026399j 0.00223232-0.000965782j 0.00478462+0.00287085j -0.0126643-0.0119042j -0.00392644+0.00370837j -0.00221922+0.00228818j 0.00108713+0.0036399j 0.00127393+0.00412419j -0.00168657-0.00608912j -0.000905401-0.00169601j 0.000507942+0.00499024j -0.00171927+0.00131049j 
0.00496744-0.00381767j 0.000322236+0.00680184j -0.00700346-0.00387755j -0.0013687+0.00682903j -0.00190825-0.00544012j -0.00255078-0.00230107j -0.00407564-0.00670333j 0.0129224+0.00147711j 0.00130412+0.00584229j 0.00363101-0.0156142j 0.00544483-0.0196831j -0.0163703-0.00679798j 0.0106794-0.00281508j 0.0103011+0.0120017j 0.0102471+0.00803311j -0.00288731-0.00109086j -0.00560071-0.00883965j -0.00537054+0.000153045j -0.00398308+0.00299426j -0.0157358-0.00326818j -0.00146193-0.00289053j -0.00184115+0.00109619j 0.00579625-0.00122313j -0.00305434+0.00383172j -0.00302927+0.00303234j 0.00615061-0.00152088j 0.00495854+0.00359112j -6.71265e-05-0.0015834j -0.000840766+0.00185643j -0.00601308-0.00120088j 0.000645213+0.000164024j -0.00115984-0.00475497j 0.000536836+0.00538882j -0.00884195-0.00582073j 0.00522101+0.000563053j 0.00179047+0.00186538j 0.000711107+0.000680162j 0.00428087+0.0029898j 0.000348275+0.00303618j 0.00170163-0.00296454j -0.0054881+0.00421963j 0.00047013+0.000570011j 0.000430435-0.000460969j 0.00370795+0.00159322j -0.00320514-0.0030925j -0.00720001+0.000498469j -0.000384228-0.00362614j 0.000374108+0.00025954j 0.00489879+0.000219471j 0.000677916-0.00118067j -0.000993927-0.00304399j -0.00316711+0.000327931j 
-0.00288619-0.00951846j -0.00382739-0.00794435j -0.00133839-0.0031281j -0.00202443-0.00663276j 0.00603264+0.0207015j -0.000322243-0.00500477j -0.00592775-0.00883951j 0.00323347-0.00850872j 0.000411306-0.0229532j -0.00475933-0.015752j -0.00881681-0.00063722j -0.0102292+0.0228331j 0.00202161-0.00971642j 0.00323196-0.00463639j -0.00282415+0.006579j 0.00202672+0.00518074j -0.0068089+0.00942737j 0.00258733-0.00443483j -0.00358831+0.00513584j -0.00207307+9.71485e-05j 0.00695582-0.00511981j 0.00142091-0.00448671j -0.000509454+0.00198673j -0.00139608+0.00266332j -0.00290115+0.00191647j -0.00100767+0.00436679j -0.00703745+0.00474736j -0.00353185+0.0034498j 0.000825208+0.000560439j 0.0008153-0.00897048j -0.00135007+0.000538689j 0.00251627-0.00625059j -0.000539164-0.000190162j -0.00226001+0.000571296j -0.000845856+0.00367025j -0.000529009+0.00255676j 0.000332026+0.000668161j 0.00148325+0.00155009j 0.000665256+0.00136713j 0.000599428-0.00300631j 0.00233978-0.00533701j -0.00316177+0.00767829j 0.00375676-0.00310299j -0.00137567-0.00179937j 0.00103277-0.00448017j 0.00106155+0.00125242j -0.00275513+0.00406262j 0.0013663-0.00360251j 0.000107501-0.00158861j -0.00282878+0.00446572j -0.00287642+0.0052535j -0.00103452+0.00101021j 
-0.00893291-0.00609844j 0.00447037+0.00659829j 0.000693239-0.00452827j 0.00485401+0.00416804j -0.00370418+0.00293751j 0.00204027-0.00083609j 0.00243753-0.0155849j -0.0109868+0.00211018j 0.00491073+0.00611975j -0.00135578-0.0163412j 0.00155009-0.0222055j 0.00526226+0.00253794j -0.00330981-0.00228026j -0.0104417+0.00976537j -0.0112444+0.00632691j 0.00112805+0.00291047j 0.0137804-0.0041414j 0.0033981+0.0032258j -0.00475482+0.00647878j 0.00937904+0.0111725j -0.00280136+0.000938846j 0.00226661+0.00106987j -0.00562907-0.000692769j 0.00112181+0.00223783j -0.00300698+0.000877389j -0.00375668-0.000457305j -0.0021871-0.00655836j 0.000811031+0.00104024j 0.00104476-0.00228637j 0.00416907+0.00254844j -0.00278642+0.00164085j 0.00162521-0.000129286j -4.87208e-05+0.000128891j 0.00700556+0.00342436j -0.00518627-0.00420273j 0.00033793-0.00241092j -0.0023169+0.000121455j -0.00368716-0.00201608j -0.00127774+0.00113427j -0.000844806-0.00117612j 0.00197779+0.00894838j 0.00122609-0.00280778j -0.00247428-0.000288081j -0.0053667+0.00096389j 0.00307258+0.00309125j 0.00162202+0.00852084j 0.00112296-0.00130334j 0.000941662-0.000459805j -0.000177219-0.0074485j 8.46543e-05-0.000500313j 0.00204929+0.00142587j -0.000388484+0.00633974j 
-0.000636936-0.00302364j -0.0102651+0.00165699j -6.15476e-05-0.00243172j -0.0101274+0.00256735j 0.015935-0.00119422j -0.00210838-0.00174228j 0.0032797-0.00145637j -0.00637502-0.00110544j -0.0230246-0.00232441j 0.00307864-0.00448203j 0.0197859+0.0037828j 0.0171102+0.0064369j -0.00659375+0.000499554j -0.0144357+0.000178439j -0.00304201+0.00327213j 0.00249441+0.00119845j 0.0160063+0.00251265j -0.00478328-0.00325498j -0.00352706-0.000191572j -0.000965023-0.003713j -0.00321852-0.00726568j -0.00480416-0.00203584j 0.000518148+0.000511344j -0.000414877+0.00152533j -0.00351407+0.00172275j 0.00299462+0.000751233j 0.00273805+0.00599815j 0.00376297+0.00225662j 0.00119913-0.00021448j -0.00705413-0.00238218j -0.00107163+0.00146795j -0.00096832-0.00394455j -0.000293501+0.00199378j 0.00114951+0.00116688j 0.00263715+0.00121617j 0.00303264+0.00290007j 2.22538e-07-0.000959964j 0.00195862+0.000289323j -0.0024622+0.000163316j -0.00182776-0.00135864j -0.0108264-0.00302626j 0.0079951+0.00487997j -0.00314551-0.0043377j -0.00467522+0.000480139j -0.00396932-0.00301227j -0.00402303-0.00269416j 0.00314448+0.00318873j -0.00317896-0.00218239j 0.00417862+0.00128796j 0.00175232+0.0031583j 0.000759631+0.00285104j -0.00253845-0.000310959j 
-0.00862385+0.00146378j 6.29398e-05+0.00296844j -0.00627229+0.00321244j 0.00108448+0.00358835j 0.0130621-0.0043019j -0.00476612+0.00156612j -0.0169522+0.00274994j -0.00186446-0.00193506j -0.0100355+0.00213167j -0.0283986-0.00114374j -0.0201825-0.00351235j 0.0128362+0.00372299j -0.0080254-0.00112839j 0.00969021+0.000383614j 0.0149249+0.0049162j 0.00498413-0.00144304j -0.00284521-0.00408785j -0.00335682-0.000995293j 0.00805027+0.0065113j -0.00112896+0.00119429j -0.00758652-0.00146879j -0.00305082+0.00141798j 0.000544776+0.00249428j 0.00525002+0.000773249j 0.00680793+0.00501304j 0.0015212+0.000411526j 0.00170051+0.00316905j 0.00400447-3.45787e-05j -5.91262e-06+9.3286e-05j -0.00602022+0.000255083j 0.00330778+0.0018491j -0.00883561-0.00281591j 0.00505089+0.00125726j -0.000104678-0.000588469j 0.00260222+0.000491006j 0.00401751-0.00107202j -0.000277713+0.00099888j 0.00193939-0.000125091j 0.00346579+0.00134898j -0.00475933-0.000350003j 0.00155529+0.00141834j 0.00566006-0.000111253j -0.00580341-0.000247527j 0.00137077+0.0030368j -0.00256497+0.000463042j 0.00281306+0.0028347j 0.000954271+0.000217116j -0.00188969-0.00059333j -0.00210602-0.0034548j 0.00267181+0.00013329j 0.00259917+0.000653275j 0.00121768+0.00245561j 
0.00019493+0.00140439j -0.00569777-0.000830034j 0.00382778+0.00167671j 0.00270741+0.00156152j 0.00103547-0.00178491j 0.00346298+0.000634903j -0.000123265-0.00139589j -0.00129382+0.00390475j -0.00523775+0.000265397j -1.23504e-05-0.00188343j 8.20048e-05-0.00131968j 0.000298948+0.00154432j 0.00172805-0.00384732j -0.00265797-0.00107041j -0.00104073+0.000199082j 0.00128715+0.000377211j -0.000127953+0.00148182j -0.00259661-0.000560277j 0.000345687-0.000237661j -0.00206078+0.00188713j 0.0040016+0.0013933j 0.00137931-0.000447608j -0.00130077-2.2005e-06j -0.00143148+0.00103724j -0.000543915+0.000610401j -0.000849175+0.000633288j -0.00128767+0.000223452j -0.00261712-0.000226672j -0.000147578+0.00268325j 0.000995704-0.00188758j -0.00205045-6.96441e-05j 0.00477473+0.000948375j -0.0060755+0.00128995j 0.00096157+0.00213695j 0.00276435-0.000356561j 0.00209352+0.000496416j 0.000210703-0.000836182j 0.00216261+0.000222487j 0.00163687-0.00174539j 0.000317788+0.000236318j 0.0126992-0.00473307j -0.0113389-0.00636966j -0.000728971+0.00805136j 0.0171197+0.00722814j 0.00394199-0.00134233j 0.00410748+0.0096454j -0.00202536-0.00268591j 0.012145-0.0142705j 0.00305195-0.00471362j 0.00685866-0.00589941j 0.00669483-0.00755972j 0.00487623-0.0043735j 
