0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
-0.00150172-0.000648878j 0.000970845-0.00447042j -0.00116342-0.00250336j -0.000931593+0.000793847j 0.00396824+0.00491029j 0.00265691+0.000684499j 0.00179058+0.000166885j 0.00393116+0.00479668j -0.0013661-0.0144875j 0.00611283-0.0107781j -0.00929099-0.00132522j -0.00835335-0.00513383j -0.00808989+0.00152254j -0.00288648+0.00399339j -0.00333255-0.00890055j 0.00348908-0.00616037j 0.00303046-0.00509432j -0.0123486-0.00260131j -0.00365105+0.0136299j 0.0007093-0.00093371j 0.00325729-0.0139473j -0.00583448+0.00215664j 0.00325034-0.00176499j -0.00422662+0.00671436j 0.000761583+0.00640882j -0.00145308+0.00181616j -0.000433074-0.010265j 0.000694075+0.000567713j -0.00737973+0.00527578j 0.00174678-0.0019156j 0.00216027+0.000894568j -0.00424954+0.00451466j 0.0162091-0.00538072j -0.00968932+0.010755j -0.000915334+0.00737228j 0.00587814-0.00278095j 0.00513672-0.0073257j -0.00918475+0.00602014j 0.0027179-0.000295561j 0.000112966-0.00709875j 9.20593e-05-0.00331678j -0.000761761+0.00176234j 0.00324263+0.000965707j 0.00405641-0.000241196j 0.00367193-0.00131511j -0.00254956+0.00573106j -0.00750892+0.00672995j 0.00234877-0.000486029j -0.0019642+0.00038364j 0.00181057-0.00174861j 0.00186079+0.00222059j -0.00253319-0.00121674j 0.00274533-0.00281833j -0.000188468+0.00359078j -0.000126191-0.000824409j -0.000832005+0.00123245j 0.000302128+4.81943e-05j -0.000701468+0.00218037j 0.00242912-0.00240281j 0.000481946+0.00042844j -0.000180443+0.00276577j -0.00263267+0.00156739j 0.000595381-0.000275295j 0.000524207+0.000553145j -0.000295225+0.00102843j 0.000114812-0.00132888j -0.00202147+0.000269294j -0.00236789-0.00183784j -5.90396e-05+0.000924495j 0.0020425-0.000192334j 
0.00463624+0.000117529j 0.00135739+0.00126227j 0.00182057+0.00170182j -0.00115763-0.00117885j -0.00569454+0.00310449j -0.019377-0.00502236j 0.00177291+0.00731598j 0.00485947-0.00312743j -0.00644121+0.00347304j -0.0108494-0.00349115j -0.0142505+0.000868785j 0.0187866-0.000435546j -0.0107884+0.000975587j -0.0280323-0.000586614j -0.00471254+0.00175216j -0.0246162-0.0124789j 0.0150714+0.003034j 0.00354401+0.0140468j -0.00849006+0.00441903j 0.00402175-0.00417991j -0.00127316+0.00739678j -0.0168216-0.0076523j -0.0144972-0.00913529j -0.00544649+0.00301261j 0.00420285+0.00704396j -0.0110786-0.00234628j -0.00712603-0.00784205j 0.00942586+0.00512809j -0.00774913+0.00327056j -0.00275394+0.00250443j -0.00934319-0.00416283j -9.76676e-05-0.00015053j 0.00111226-0.00455657j 0.00188895+0.00784737j -0.00683613-0.00650558j -0.00238552-0.00037632j 0.00224508+0.00691627j -0.00502853-0.000185033j -0.00210746+0.00132351j -0.00380356-0.00260417j -0.00175886-0.0013173j 0.00589617+0.00396168j 0.000443479-0.00287219j -0.00393204-0.00430524j -0.00134686-0.000906774j 0.000586167-0.000757409j 0.00243144+0.00160605j 0.00532238+0.00195322j 0.0020538+0.00129637j 0.00268488+0.00294944j -0.0001357-0.000908544j -0.00202645-0.0022838j -0.00528367-0.00472664j 0.000977163-2.26657e-05j -0.00384399+0.000692151j -0.00203284-0.000369029j 3.02452e-05-0.0014061j 0.00265078+0.0026307j 0.000500069-0.00126184j 0.00402818+0.00208301j 0.00231445-0.000135195j -0.000292663+0.00171173j -0.00217407-0.00348657j -0.00291555-0.00361426j 0.0001565+0.00289123j 0.0021132+0.00243801j -0.000503901+0.000366536j -0.000318988+0.000758911j -0.00222222-0.00392387j -0.000443815+0.000752413j 
-0.000685737-0.00101326j 0.00417166-0.000878458j -0.00451191-0.00110516j -0.000148146+0.00106049j 0.00919008+0.00305805j -0.00156409+0.00448781j 0.0105203+0.000253599j 0.00500584-0.000592573j 0.0108225-0.0121183j 0.00694147+0.00509808j 0.000517841-0.000272599j 0.00153537+0.00216471j -0.0134115-0.00408185j -0.0181722-0.0106266j -0.00588474-0.0044975j 0.00671482-0.00826152j -0.00571979+0.016591j -0.0204618-0.00708552j -0.00629956-0.00760874j -0.0114035+0.00316335j -0.0112079-0.00128388j -0.00180258-0.0070999j 0.00201351-0.00161314j -0.00123599+0.00105543j -0.00598075+0.00834662j 0.000933955-0.0107128j -0.00636662+0.00273626j 0.00967356+0.00537582j 0.00810367-0.00698582j -0.00271607-0.000721339j 0.00418276+0.00452713j 0.00230124-0.00171453j -0.00125149+0.0144683j -0.0013511-0.00282383j 0.00236732-0.00542185j 0.000247683+0.000914464j -0.00133038+0.00180311j 0.00570929-0.00774459j -0.00118252+0.00131118j 0.00116216-0.00473279j 0.00146993-0.000622434j 0.000167734-0.00269388j -0.00252381+0.000143638j -0.00231287-0.000965499j 0.00315613-5.68074e-05j -0.00285099-0.00107926j -0.000770569-0.00123234j -0.000476597+0.00100058j -0.00479429-0.00120597j 0.00121464+0.000910013j 0.00333001+0.0025123j 0.00207828+0.00133532j 0.00282825+0.00213623j -0.00342125-0.000730278j 0.00369752+0.000479701j -0.000803909+0.00267691j -0.00170077+0.000936699j 0.000879721+0.00284872j 0.00397669+0.00148613j 0.000722871-0.002436j -0.0026213+0.000310732j -0.00090088-9.31397e-05j 0.000975659+0.00111609j 0.00196829+0.000116964j 0.00357176+0.00296192j -0.000343913-0.000486939j -0.00250275-0.00223923j -0.000591573-0.00158361j -0.000707528-0.000157947j 0.000838128+0.00202201j 
-0.0016905-0.000488183j -0.00222075-0.00160503j -0.00355742-0.00291171j -0.00293555+0.0017221j -0.00702213+0.000751301j -0.00437132-0.00491234j -0.0141848+0.00178334j -0.0105114+0.00681847j 0.00930952-0.0110122j 0.00651722+0.00403009j -0.000173968-0.00511731j -0.00482805-0.00142312j -0.000801533+0.01374j -0.00837881+0.000615265j 0.00201038+0.00870058j -0.00503998-0.00373478j -0.0110724+0.00361947j 0.00997335+0.00640964j -0.00354963+0.00407615j -0.0065063+0.00669639j 0.0149372+0.00866734j 0.00512138-0.00738816j -0.00330192-0.000657928j 0.000688924-0.0104394j -0.00485069+0.00389177j 0.00635514-0.00481251j 0.005989-0.00323639j 0.00157075-0.00947771j 0.00496759-0.00601466j 0.00127339+0.0012324j 0.000397508-0.00771994j -0.00402983-0.00277105j 0.00415006+0.00591857j -0.00258578-0.00232947j -0.00474343+0.000311685j 0.00398633-0.000378473j 0.00123098-0.0011682j 0.000614099-0.00169143j 0.00535429-0.000519568j 0.00339019-0.00195858j 0.000371055-0.0029384j 0.000155607+0.00319084j 0.00247448+0.000457243j -0.000193316-0.00345659j 0.000253578-0.000733585j 8.2805e-05+0.000726943j -0.00483368-0.00128764j -0.000574944+0.00116273j 0.00277807+0.000125218j 3.36595e-05+0.000816336j -0.00387306-0.00170148j -0.00288737+0.00144432j -0.00210685-0.00639635j 0.00283369+0.00276728j -0.000281719-0.00229062j -0.000896277+3.48675e-05j -0.00042574-0.00207094j -0.00530475-0.00283719j 0.00153921-4.61603e-05j -0.000358186-0.000934892j -0.00163339+0.00377413j -0.00424412-0.000364511j 0.00281515+0.00275957j 0.0022231-0.00107014j -0.00281015-0.0011277j 0.00223244+0.0020516j 0.000170187-0.000713135j 0.00363472+0.00245714j 0.00194989+0.00161609j -0.00110521-0.00251485j 
-0.000158525+0.00175397j -0.000639052-0.00463207j -0.0116917-0.00470689j 0.00118204+0.0035554j 0.00426374+0.00851522j -0.0140755+0.00630759j 0.00743485-0.0106994j -0.027847+0.00629873j 0.0101577+0.00643189j 0.00392864-0.00135101j -0.0135711-0.00749195j -0.0115531+0.00388165j 0.00348789-0.00332317j -0.0199838-0.00855694j -0.00189111-0.0052664j -0.00789907-0.00326471j -0.0209709-0.00823969j -0.0145402+0.00743263j 0.0121211+0.00215961j -0.00295789-0.00864185j 0.00148605+0.000150467j 0.0010545+0.0032131j -0.00231954+0.00540365j -0.00554929+0.00208118j 0.00443156-0.00893591j -0.0035256+0.003364j -0.00670569-0.00545241j -0.00291824+0.00368704j -0.0018729+0.00540615j -0.00181359-0.00238615j -0.00215392-0.00561122j 0.0015911-0.00227775j 0.00221539+0.00517156j -0.00107497-0.00796666j 0.00122396+0.004419j -0.00504491-0.00171714j -0.00194534+0.000370882j 0.0029128+0.00243541j 4.26597e-05+0.000220175j -0.00630268+0.00223053j -0.00346466+0.000871731j 0.000118134-0.000306774j -0.00369619-0.000472516j -0.00547657-0.00145416j -0.00359535-0.00189369j -0.000665481+0.00202241j 0.00202707-0.00306191j -0.00279859-7.01058e-06j -0.000671362+0.00342045j -0.00236039-0.00285641j 0.000908211-0.00123425j 0.00494691+0.00636665j -0.00621172-0.0013909j 0.00032156+0.000153594j 0.00483384+0.00328861j 0.00496235-0.00311067j -0.00118719-0.00386631j 0.00129142-0.00523665j -0.000613623+0.000868816j -0.00686899-0.00346879j 0.00169067+0.00223475j 0.0030807-0.00138096j 0.00170922+0.00639834j -0.00235542+0.000987126j 0.00635895+0.00358429j 0.00230364+0.00135023j 0.000381559-0.00518057j 0.00318489+0.00506373j 0.00133193+0.0022627j 0.00247133-0.00190017j 
-7.74053e-05+0.0122695j -0.00324773+0.00666295j -0.0139162-0.0118744j -0.005494-0.00266827j 0.00107339-0.0176499j -0.0162256+0.0141893j -0.00430365-0.0187023j 0.0135481-0.00204559j -0.0208405+0.000502601j -0.00244889+0.0124408j 0.0101389+0.00341853j 0.0120721+0.00483331j 0.00346472+0.00525769j -0.00424721-0.00848723j 0.00531693+0.00253399j 0.00458321+0.00814414j 0.00383064-0.00292992j 0.000606505+0.00330354j -0.0141751-0.00559098j 0.00137511+0.00228149j -0.000290318+0.000676712j 0.0020387+0.00118173j 0.00205102+0.00181648j 0.00597943+0.00314838j -0.000818098-0.0014319j -0.00447768-0.00328808j -0.00101449-0.00210192j -0.000490343-0.000725887j -0.00281999-0.00305741j -0.000356033-0.00154932j 0.00358216-0.00355401j 0.000899029+0.000603865j -0.000633698+0.000280088j 0.00140743-0.00131723j -0.0016782+0.00108681j -0.00085005-0.00283123j -0.000122901-0.00130704j -0.00101964+0.000598402j 0.00158682-0.00217013j -0.00222317-0.00136257j -0.00172383-0.00138715j -0.00133122+0.000823074j -0.00135898-0.00108657j -0.00229809-0.00244242j -0.00276109-0.000865232j -0.00126739+0.00142859j 0.00203195+0.000593323j -0.00133984+0.00078784j -0.00065849+0.00201015j -9.48068e-05+0.00147352j 0.0009675-0.00061618j -0.00250286+0.00241001j 0.00091145-0.00149249j 0.0016835+0.00109385j 0.000947604+0.00104708j 0.000363155-0.000672528j 0.00113265-0.00260525j 0.00172026-0.00284899j -0.000389228+0.00163773j -0.00347381-0.00224247j 0.000730439+0.000754975j -0.00178584-0.00100258j -0.000190638+0.0041676j 0.00167131-0.00174079j 0.00359686+0.00237746j -0.000462444+0.00227145j 0.0019165-0.00432931j 0.000867943+0.000586919j 0.00282169+0.000702178j -0.0013675+0.00207906j 
-0.000921647+0.0107506j -0.000137519-0.00885652j 0.0105269+0.00466694j -0.012643-0.0137693j -0.00721813+0.0129359j 0.00165248+0.0230432j -0.0240551-0.00484903j 0.00846115+0.00595284j 0.00656385+0.0177061j 0.000225361-0.00395336j 0.00431881+0.00949103j -0.00669996-0.00128589j 0.00214511-0.00547637j -0.00396391+0.00046471j -0.0034665+0.00463615j 0.00238863+0.00174762j -0.00839917+0.00780618j 0.00678803-0.00393343j -0.00216166-0.00417003j -0.00355139-0.000251138j 0.0063756+0.00361081j -0.000463875-0.00199494j -0.00207269-0.00129384j 0.00265807+0.00433763j -0.00630881+0.000533733j 0.00460728+0.000890288j 0.00596237+0.00200707j -0.000730955+0.00115404j -0.00158603-0.000783911j 0.00294898+0.00110654j -0.00217026+0.00279405j -0.00100456+0.00136954j 0.000364023-0.00552817j -0.000850404+0.00288787j -0.00029491-0.00260325j 0.00180674+0.00108228j 0.000492499+0.0020872j 0.00115216-0.00240489j 0.00121249-0.000987163j 0.00197052+0.00193073j -6.52422e-06+0.00146341j -0.00198118+0.00012034j -0.00127+0.000117043j 0.00140144+0.00271044j -0.0011494-7.97821e-06j -0.00184319-0.00136479j 0.00245041+0.00321223j -0.00224237+0.00116977j -0.00167913+0.000980535j 0.002519+0.00327531j -0.00141011-0.000733809j -0.00102796-0.00310126j -0.000108708+0.00259923j -0.000157513-0.000339091j 0.00250127-0.0020478j 0.000629513-0.000598818j 0.00384285+0.00122503j 0.000472111-0.000208434j 0.0014319-0.00211947j 0.000892629+0.00569507j -0.00224616-0.00437598j -0.00268326-0.00151739j -0.00297629-0.00229936j -0.00153662+0.00126815j -0.000445671-0.0041268j -0.000216852+0.00184444j 0.000419934+0.00029596j -0.000645697+0.00106181j 0.00207536-0.00378629j 0.0014127+0.0017911j 
-0.00412372-0.00242854j -0.00469611-0.0148313j -0.00303907+0.00626983j 0.000376544+0.00295226j 0.00484636+0.0249178j 0.00986947+0.00665617j -0.00399035+0.0061199j 0.00734645-0.0144764j -0.0203434+0.00694713j 0.00536079+0.00136756j -0.000149902+0.0071894j 0.00189418-0.00354977j -0.00221563+0.0122727j 0.001595-0.00101316j 0.00293236+0.00424607j 0.000660702+0.00693069j 0.00823401-0.00939618j -0.00374849+0.00111002j -0.00471436+0.0013748j 0.00146717-4.84865e-05j -0.00340614-0.000213309j -0.00133245+0.00798737j 0.00105767+0.00691384j 0.00445777+0.000792729j 0.00379777-0.00182283j -0.00378816-0.00262229j -0.00400333-0.00108032j 0.00297356-0.00759784j 0.00292196-0.000721105j -0.00198692-0.00217257j 0.00288428+0.00238397j 0.00267128-3.18746e-05j -0.00204141+0.00164694j 0.00593521-0.00484673j -0.00103838+0.0041926j -0.00144472-0.00199648j 0.00154512-0.00498366j -0.000153852+0.00201775j -0.00125823+0.00090876j -0.00316701-0.00215149j -0.000434899-0.000544514j 0.000650081-0.00329845j -0.000548557-0.00150681j -0.00245554+3.60082e-05j 0.00143599-0.00285157j -0.00140028+0.00242946j 0.00199362+0.000927026j 0.000366492-0.00129648j -0.00147059+0.00178724j 0.00312419-0.00464385j 0.00187807+0.000905972j -0.00125357+0.00382276j 0.00189456+0.00107054j -0.000635014+0.000352924j 0.000535688+0.00101972j 0.000404256+0.00155468j -0.0018653+0.000468229j 0.00125973-8.15693e-05j -0.00021557-0.00295662j -8.80562e-05-0.00485962j -0.0011734+0.00133379j 0.00177976-0.000306219j 0.000809792+0.00263542j 0.000593169+0.00303367j 0.00319064+0.00114413j 0.00113123-0.000254106j -6.52487e-05-0.000357338j -0.000984783+0.00394714j -0.000869715+0.000176599j 0.0018721-0.00360872j 
0.00823389+0.0107629j -0.00255846-0.000245571j 0.0080335+0.0032929j 0.00835293-0.0109084j -0.0212275-0.000937415j 0.00492769+0.0113653j 0.0223137-0.0181257j -0.00988031-0.00624727j 0.00569668-0.0058125j -0.0137597+0.00404255j -0.00783535-0.00242494j -0.0145733+0.00505339j 0.000479188-0.00150157j 0.00931934+0.00912698j -0.00515889-0.00114981j -0.00572311-0.00673158j 0.005077-0.00074194j -0.00693733+0.00420047j 0.0133118+0.00932623j 0.00116394+0.00339492j -0.0088037+0.00140632j -0.0044868+0.00479767j 0.00125674+0.00100503j -0.00394675-0.0075451j 0.00268705+0.00588474j 6.54106e-05+0.000848956j 0.0018301+0.00160227j 0.00268586-0.00471633j 0.00479942-0.00181106j -0.00161335-0.00100865j 0.00278255-0.000580433j 0.000941163-0.000433661j -0.000934396+0.000206959j -0.0010384-0.00294553j 0.000677472-0.000166741j 0.00221969+0.00040858j 0.000505108-0.00181379j -0.00247116-0.00148136j -0.00241192-0.00190652j 0.00390595+0.00125933j 0.0012891-0.000210491j -0.00146817+0.000408927j 0.00248386+0.00174911j 0.00206027+0.00211947j 0.00301366+0.00117102j 0.000873622+0.000780165j -0.00579722-0.00414703j 0.00131119+0.00242964j 9.07082e-05+0.00307074j -0.00130153-0.00233329j 0.0001663-0.00114564j 0.00211575+0.000733532j 0.00493357-0.000158291j -0.00296836-0.00114377j -0.00158261-0.00328518j -0.000676555+0.00068265j -0.00126181-0.00260989j -0.000722576-0.00220022j 0.000193217-0.000227097j 0.00127859+0.000736849j -0.00062653-0.000201283j 0.00399453+0.00322519j 0.000250793+0.00164822j -0.000268384-0.00117314j -0.00219512-0.00420685j -0.00320663+0.00131308j -0.000863584-0.000499159j -0.00483328-0.0017746j -0.0020502-0.00525301j 0.000467353+0.00230097j 
-0.000811541-0.000137572j -0.00481269-0.00507311j -0.00221055+0.00302658j 0.00201552+0.00284519j -0.00280019-0.00237277j 0.0156681-0.0164528j -0.0146164-0.00265063j -0.00241973-0.00087971j -0.0105271-0.00270514j 0.00200066-0.00934055j 0.00206783-0.00795565j 0.000987428+0.0152013j 0.00688555-0.00143227j 0.00913823-0.009279j 0.00447416+0.00334296j 0.00666246-0.0110585j 0.000191788+0.00447104j 0.00155325+0.0157402j -0.00131343-0.00564522j 0.00598053+0.00458671j -0.000716682+0.00672442j 0.00742179-0.00348467j 0.00631441-0.00770471j 0.00237533-0.00391382j -0.000721721-0.000653502j 0.000225209-0.00283945j 0.00546393-0.000606471j -0.00714119-0.000202101j -0.0035581-0.00589018j -0.00125159+0.000637422j 0.00527267-0.00854107j 0.00106083-0.00272101j -3.71122e-05-0.0025141j -0.0048204-0.00106683j 0.00337028-0.00450234j 0.00201696-0.000681733j -0.00415143+0.000455894j -0.00176968-0.00150021j -0.00142566+0.000895424j 0.00199091+0.00058463j -0.000705173-0.00114142j -0.00423359+0.00365825j 0.00106718+0.000996521j 0.00312845-0.000569652j -0.00155006-0.0027463j 0.000607551+0.0016209j -0.00106622-0.000163204j -0.000370843+0.00260556j 0.00181403+0.00490847j -0.00287502-0.000754413j 8.73048e-05-0.003932j 0.00101311-0.00194355j 0.00489414-0.00585315j -0.000467618+0.00218906j -0.00134534-0.0033143j 0.00105954-0.00214437j 0.00193332-0.00058917j -0.0021263-0.00292523j -0.00136096-0.0017112j -0.00303104+0.000805944j -0.00175943+0.00276465j 0.000707659-0.00149962j 0.00235277+0.000833505j 0.00233849+0.000664765j -0.000972495-0.00352916j -0.00207969+0.00177523j 6.12835e-05+0.0015737j -0.00151414+0.00297226j 0.0022777+0.00022019j 0.000371684-0.0044558j 
0.00308795+0.00469487j -0.007087-0.00299384j -0.00992692+0.00499877j 0.00858259+0.00162981j -0.0208379+0.0162471j -0.00866094+0.000127401j -0.00179437+0.00956639j 0.00197727+0.00435152j -0.00954045-0.0015971j -0.00715192+0.000872044j -0.0155782-0.000549396j 0.00721967+0.00878766j -0.00495725-0.00792882j 0.00237332-0.00925204j 0.0039933-0.00655636j -0.00677481-0.00482671j 0.00577421+0.00762851j 0.00834447-0.0062069j -0.000872409-5.05621e-05j 0.00310308-0.000864388j 0.00116978-0.0102819j 0.00137069-0.00531743j -0.00377894-0.00159882j -0.00546154-0.00433699j 0.00183124+0.00407386j 0.000554088-0.00389053j -0.00285235-0.0101031j -0.00143388+0.00797171j -0.00050167+0.0032865j 0.000335564-0.00300102j -0.00542476-0.00197788j -0.000952892-0.000891329j -0.000972593+0.00353676j -0.00136697+0.00198461j -0.000520937+0.000748849j -0.00190878-0.00125334j -0.000594306+0.000642396j -0.000191992+0.00308365j -0.00121785-0.000441614j 0.001208-0.0022315j -0.00107655+0.000343537j 0.00438228+0.0049778j 0.00186984-0.000960595j -0.00232091-0.00456202j 1.30565e-05+0.00232345j 0.00168127+0.00104504j -0.00538756-0.00107065j 0.00238085+0.00182783j 0.00345343-0.00110708j -0.0021734+0.000689831j -0.00175367+0.00102942j -0.000385783+0.00344848j -0.00320009-0.00349217j 0.00298237-0.000590728j -0.00384927-0.000435092j -0.00257042-0.00177206j -0.00492569-0.00541435j -0.00413795-0.000770436j 0.00171061+0.00120293j -0.000582478+0.000178639j 0.00305553+0.00321332j -0.0018472+0.00264592j 0.00334562+0.00454155j -0.00022904-0.000514981j -0.00220522+0.00240482j 0.00159034+0.00279992j -0.000670738-0.00321365j 0.00187115+0.00219346j 0.000658022-0.0037085j -0.00358815-0.00271562j 
-0.00122099+0.000256177j -0.00497736-0.00222006j -0.0126827+0.00904687j 0.00881604+0.00358863j 0.00895774-0.00234419j 0.00310008+0.0120172j -0.00168033-0.00625451j 0.00661565+0.0138569j -0.00920067-0.0116313j -0.000674775-0.00272065j -0.00638484+0.0125271j 0.00346583+0.00841577j -0.00110057+0.00313254j -0.00374239+0.0165124j -0.00322057+0.00163843j -0.000221544+0.00960109j 0.000890335+0.0143522j -0.000260806+0.0117534j -0.00298699-0.00586013j -0.00326564+0.00569892j -0.00314658-0.00502014j 0.00229979+0.00233159j 0.00293038+0.00429373j 0.000865227+0.00555261j -0.000703242-0.0026479j -0.00233033+0.000532575j -0.00734086+0.00568539j 0.000509297-0.00127758j 0.00336207-0.00152947j -0.00284041+0.000708632j -0.000896523+0.0020976j -0.000755499-0.00159242j 0.00472346-0.000924084j -0.00327947-0.000848528j 0.00306581+0.000988247j -0.00277489+0.001506j -0.00122072-0.000803081j 0.00237635-0.00103876j 0.00154274+0.000334912j -0.00235916+0.00325025j 0.000581214+0.00250306j 9.0289e-05-0.00248511j -0.0006768+0.00239747j -0.002847+0.00358495j -0.000650139+0.000418463j 0.00139087+0.00169095j -0.00218338-0.000285837j -0.000594284+7.73642e-05j 0.000667883+0.000249982j -0.00230658-0.00049808j 0.000434171-0.00118282j 0.0028409-0.000278195j -0.00164156+0.00424268j 0.0013874-0.000931285j 0.00346086-0.00154447j -0.00162351-0.001522j -0.00357969+0.000989517j -0.00314534-0.0010805j 0.00088297+0.000150453j -0.00408728+0.000695443j 0.00169196+0.000831611j -0.000181769+0.000277906j 0.00532111+0.00199162j 0.000780601+0.00202894j 0.0053057-0.00214133j 0.00016849-0.0016462j -0.00441132-0.000412214j 0.00175804-0.00112712j 0.00198366+0.000949417j -0.00111651-0.00279161j 
-0.0208419-0.00129496j -0.000131497-0.00899945j 0.0163622-0.00593827j 0.00428295-0.0141902j 0.00874776-0.00017915j -0.0281071-0.0127039j 0.0142917-0.00833765j -0.00236452+0.0136706j -0.00383163-0.00597917j -0.00464999-0.000158767j -0.00604561+0.00657853j -0.00950512-0.00145577j 0.000183179+0.00168015j 0.0028611-0.00716128j -0.00215974+0.00476845j -0.00746445+0.00329075j -0.00477716-0.00324384j 0.00287757-0.00172028j 0.00456134-0.0104573j -0.00240089-0.00258429j 0.00187453+0.00516705j -0.00180555+1.01357e-05j -0.00461893-9.35322e-05j -0.00306456+0.00530546j -0.00312242-0.0033128j 0.0047449-0.0011605j 0.00447301+0.00013935j 0.000569085-0.000953438j 0.00224216-0.00190482j 0.00286328+0.00121305j 0.000521824+0.00229134j -0.00141994+0.000910206j 0.00288925-0.000875587j -0.00137331+0.00113918j -8.76016e-05-0.0010483j 0.00394888+9.65509e-05j 0.00130388+0.000441993j 0.00111298-1.41436e-05j 0.00377583+0.00223175j 0.000821239-0.0018977j -0.000223549-0.00119543j -0.00195222-0.00134173j -0.000285999-0.00252374j 0.00175886-0.000423336j -0.000206825-0.00275285j -0.00182045-0.00178419j -0.000198593+0.00436157j -0.00287511-0.00195946j -0.00370001-0.00102842j -0.00184138+0.000680318j 0.000552003+0.00105352j -0.000783762-0.00288245j -0.00107191-0.000483189j -0.00153456+0.00152956j 0.00157686+0.00198726j 0.0021166+0.000983217j 0.00470541+0.00402736j 0.00444147+0.00328872j 0.000558861-0.000780282j -0.000708284-0.00122916j 0.00135302-0.000353551j 0.000960849-0.00352918j -0.00486549-0.00399957j -0.000186039+0.000866205j 0.0002204+0.00193649j -0.00213071-0.000853398j 0.00518734+0.0029487j -0.000837322+0.00189507j 0.00216471+0.00288231j -0.00105146-0.0014247j 
-0.00270171-0.0106906j 0.0248462-0.00146546j -0.0105041+0.0112244j 0.00877006-0.00257235j -0.0395252-0.0064814j -0.00840786+0.00800574j -0.00619762-0.0137769j -0.000401368+0.00119345j -0.0120755+0.00102765j 0.0130559+0.00481625j -0.00813691-0.00535084j -0.000750316-0.0060026j -0.00131088-0.00257249j 0.00527132+0.00086097j -0.00450343-0.00237063j 0.00196766-0.00237869j -0.00314388-0.00403257j 0.000406113+0.00036157j 0.00134177+0.00309474j 0.00151914-0.00219157j -9.62483e-05+0.00385702j -0.00282957-0.0018728j -0.00202902-0.00263283j -0.00126899-0.000920741j -5.04959e-05-0.00117004j 0.0019645+0.00262814j 0.00231612+0.00345996j 0.00325484+0.000590456j 0.000135507+0.000595641j 0.000543741+0.0022591j -0.00269181-0.000197157j 0.00019567-0.000285905j 0.00127784-0.000705197j 0.00162104+0.000930033j -0.00126494-0.00188951j 0.000534938+0.00157722j 0.00157914+0.00147748j 0.000214212-0.000497721j -0.00122027+0.000965939j 0.000626252+0.00153889j -0.00039437-0.000173194j 0.00106577-0.000831216j 0.00047743+0.000212112j -0.000892408+0.000481061j 0.00287914+0.000291951j -0.000311225-0.00224745j -0.00287154-5.70144e-05j -5.98219e-05-0.00131733j -0.00134332-0.00164885j 0.00220664+0.00189022j -0.000545843-0.000761847j 0.000488423-0.0020391j -0.00173254+0.000474235j -0.000915482-0.000713376j 0.00176987+0.00124079j 0.000364408+0.00116988j -0.00118879+0.0026484j -0.000821007+0.000971301j 0.0049918+0.00167722j -0.000942463+0.000389403j 0.0010065-0.00243846j 0.00238981-0.000744974j 0.00114615-0.00336647j -0.00486283-0.0018368j 0.00187823-0.000152933j -0.00060482-0.00140921j -0.00245572+0.00173476j -0.00473903-0.00288299j 0.00108381+0.00253484j 0.00374391+0.00247251j 
