0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
-0.00361102+0.000542853j 0.00115271+0.00244607j 0.0022016-0.000492037j -0.000840097+0.00120487j -0.00316921-0.000974322j 0.000545525+0.00433606j -0.000243315+0.000459796j 0.0014188+0.0018859j 0.000496742+0.000184311j 0.00402774+1.63126e-05j -0.00352612-0.00450286j -0.000438433+0.000288703j -0.000826148-0.000305967j 2.09703e-05+0.000272147j 0.00175745+0.00215172j -0.00119055-0.00117455j 0.00105175-0.00032417j -0.000565405+0.000930249j 0.00598864+0.00236587j -0.000586035-0.00120259j 0.00213222+0.00116817j -0.000599146-0.000237661j -0.0010994-0.000626205j -0.000320102-0.000201614j 0.000775094+0.000433455j 8.50241e-05+0.0023596j -0.00192854+0.00323579j 0.00172026-0.00331216j 0.00209822+0.0017845j 0.000936885+0.00265349j -0.000886138+0.00258739j -0.0018597-0.00215978j 0.000294374-0.00216972j 0.00220433+0.00583821j -0.00279642-0.00441992j -9.93772e-06+0.00315889j 0.0055193+0.00427222j -0.00165721-0.00322778j -0.00201414+0.00168537j 0.00649229-0.00242372j -0.000630188+0.00270271j 0.00254585+0.00104986j -0.00484801-0.00637017j -0.00493836+0.00329201j -0.00213459+0.00434439j -0.00333708-0.0015282j 0.00127768+0.00408753j 0.00627744+0.00667316j 0.000705506+0.00472597j -0.00446331+0.00315031j 0.0024926-0.00337329j 0.0155198+0.000515983j -9.50999e-05+0.0019515j 0.0158355+0.00794086j 0.00251022-0.0113515j -0.00943809+0.0011561j -0.0041857-0.00370647j 0.00191198-0.0157849j 0.0108266+0.00531024j -0.00600603+0.0024972j 0.000632534+0.0116461j 0.0150566-0.00417129j -0.0112311-0.0115956j -0.00425281+0.00263623j 0.00203935-0.00141494j 0.0053397+0.00233738j 0.00399183-0.00345679j 0.00946865-0.00430658j 0.00242734+0.00285857j -0.00215983+0.000542838j 
0.000753857+2.29719e-05j 0.00109778+0.00300301j -0.00192189+0.00643042j -0.00216874+0.00127088j 0.000153965-0.00448028j -0.00393818+0.00479692j 0.0028124-8.93504e-05j -0.0010861+0.005988j 0.00169334-0.00202882j 0.00103476+0.00695235j 0.00640302-0.00621696j 0.00227524-0.00148046j 0.00299929+0.00263145j 0.00045301-0.00233611j -0.00323328-0.00299018j 0.00347081-0.00197279j 0.00189004-0.000734594j 0.00385784-0.00220973j -0.00137311+0.00843264j 0.00146911+0.000252956j -0.00137885+0.0026098j 0.000428617+0.00251569j 0.00125926+0.00125056j 0.000947798+0.00177387j 0.00061167+0.00269587j -0.00184425+0.00328216j -0.00424664+0.00497818j 0.00393003-0.00108044j -0.000545429+7.57812e-05j -0.00272775+0.00199273j -0.00546526-0.000977223j -0.00180874-0.00162593j 0.00361062+0.000494414j -0.00277808-0.000155316j -0.000856486-0.0032306j -0.00403003+0.00332558j 0.000195082+0.00823369j 0.00149807-0.00338747j -0.00326023-0.000984209j 0.00260346+0.00834315j -0.000256272+0.00293585j 0.0013393-0.00158206j 0.0019685-0.00283977j -0.00527915+0.00885181j -0.00393292+0.00256372j -0.00297934-0.00877j -0.00704815-0.00196113j 0.00108849+0.00584662j -0.00231279-0.00158107j 0.00452289-0.00511556j -0.00864383+0.00649122j -0.00409334+0.00305425j 0.012497+0.010952j -0.0238321+0.00580371j -0.00872534+0.00348229j 0.000779938+0.00338007j 0.0206413-0.00880286j 0.00205184-0.0049178j -0.00542157-0.00597381j 0.00641976-0.00715293j -0.00881637+0.00199033j -0.00473948-0.00394799j 0.0187058+0.00753276j 0.00192371-0.00621414j 0.0154825+0.00243761j 0.00766687-0.00210236j -0.00170335-0.0056042j 0.0150236-0.00545543j 0.00130133-0.00456338j -0.00305311+0.000318523j 
-0.000405387+0.0015417j -0.00300115+0.0021125j -0.00356414+0.00250513j 0.00274717-0.00118125j 0.00230128-0.00163057j 0.0033443-0.00319421j -0.00426113+0.000736488j -0.00120275+0.00279732j 0.00329167+0.00112265j 5.40803e-05+0.00252966j -0.00102895+0.000423806j -0.00180155+0.00180244j -0.00720406+0.00488191j 0.00164723-0.00202954j 0.00298094-0.00099107j 0.00115945+0.00279887j 0.000666519-0.00149907j 0.000496467-0.00601273j 0.000862154+0.000778783j -0.00649758+0.0033876j 0.0007112-0.0014004j -0.00506171+0.00108998j 0.00111676+0.00105688j -0.00267521+0.000880468j -0.0020053-0.000582915j -0.000242031-0.00026634j 0.00292166+0.00264427j -0.00155982+0.00254725j -0.000370009-0.00418082j 0.00190629+0.000397825j 0.00746772+0.000421565j -0.00297366+0.00130288j -5.19039e-05+0.00196194j 0.00213767-0.0029619j -0.00459308+0.00396714j 0.00245906-0.00228441j -0.00335582-0.000483349j -0.000216931-0.00791511j 0.00538987-0.00626443j -0.0019894+0.00834515j 0.000349778-0.00226793j 0.000237801+0.00764926j -0.00234921-0.00400282j 0.0100178+0.00129958j 0.00580704+0.00483066j 0.00678559+0.00793209j 0.00238392+0.00696096j 0.00502034-0.00498824j -0.00472249-0.00769661j 0.0173143-0.00790546j -0.00552601-0.0114753j 0.0078571-0.00261726j -0.0151551+0.00111459j -0.00864209-0.00974488j -0.00101229+0.00178701j -0.0077692+0.0100318j 0.00333745+0.00233379j 0.00150502-0.00603838j 0.000894432-0.000147594j -0.000340326-0.00338059j -0.000508727+0.00196565j -0.00409046-0.0108893j 0.00546912+0.00502592j 0.0141603+0.00784178j 0.00285143-0.00446372j -0.00789277+0.000387366j -0.00335114-0.00277534j 0.00125513-0.00235555j 0.00213926-0.000275805j -0.00121966-0.00103553j 
0.000841872-0.00170796j 0.00026434-0.00166968j 0.00129863+2.68813e-05j -0.00169919+0.00221326j -6.82733e-05-0.000400679j -0.00334772+0.00445109j -0.00082089+0.000119437j 0.000482349-0.000669947j -0.00158233-0.000583369j 0.00387562+8.0615e-05j -0.00382687-0.00270406j 0.00342325-0.00232227j -0.000388366-0.00401937j 8.30864e-05+0.00132722j 0.00286642+0.00337354j 0.00186063-0.00112792j -0.0034947+0.0023731j -0.00124053+0.00112993j -0.000805136+0.000824228j 0.00303824-0.00389487j 0.00211988-0.00102361j 0.00374272-0.00284733j -0.00030058+0.000584496j 0.000820217-0.000132474j 0.00180087-0.00304059j 0.00242025+0.000467633j -0.00249193+0.000869577j 0.0022827-0.000469378j 0.00248537+0.00264831j 0.000954193+0.000613603j 6.54191e-05+0.00614606j 0.00121865+0.000512409j 0.00730569+0.00563505j 0.000577779-0.00197615j 0.00360863+0.00501438j 0.000246301+0.001119j 0.00166714-1.58448e-05j -0.00189463-0.0124035j 0.00084999-0.000785793j 0.000392363-0.00705444j -0.00463434-0.0008665j 0.00840958+0.00367332j -0.0122533+0.00791398j -0.00826131-0.00423503j 0.00246386+0.0105412j 0.00194621+0.00642449j -0.000120862-0.00422542j 0.00343944-0.0021041j 0.00439633-0.0042569j -0.010985+0.00205979j -0.0115039+0.000603158j 0.005192-0.00583596j 0.0212832-0.00580226j -0.00579609-0.0184591j 0.00124007+0.00697029j 0.00635526-0.00176981j 0.0185632-0.0105525j -0.0146347+0.00294465j -0.00212914-0.0024767j 0.0032333+0.0055686j -0.00091854+0.00508236j -0.00635805-0.0108134j -0.00558419-0.000656537j -0.00827893-0.00124777j 0.00398837+0.00343499j 0.0096354-0.00305571j -0.00148429-0.000249273j 0.00317241-0.00157306j -0.00365286-0.00135227j 0.000585155+0.000770062j 
0.000711781-0.000925569j -0.00182393+0.00331249j 0.000618934-0.000586716j 0.00122913+0.00105101j -0.00160417+0.00219252j 0.000277983+0.00050407j -0.000569694+0.00493108j -0.000731369+0.00438928j -0.000259421-0.000139668j 0.00267657+0.00159824j 0.00343755-0.00369978j -0.000163587+0.00121826j -0.000274854+0.00158517j -0.00143996+0.000405358j -0.0021125+0.000560195j 0.00241707-0.000585162j -0.00105376+0.000706217j -0.00505682+0.0061884j -0.00177134+0.00389329j 0.00168991-0.00135347j -0.00221684+0.00222987j 0.00200234-0.00254167j 0.00385808-0.00235513j -0.000166506+0.000569906j 0.000515292+0.000951616j -0.000160997-0.000655216j 0.00339839-0.00483516j 0.00108485+0.00269152j -0.0058818+0.00577441j -0.000249001-0.00155301j 0.00279617-0.00203059j -0.000721441-0.00222541j 0.00713708-0.000418862j -0.00339051+0.00747638j 0.00655875-0.00628533j 0.00166254+0.0011821j -1.5225e-05+0.00804791j -0.00421225-0.00231802j -0.000711438+0.00104776j 0.00762105-0.00524596j 0.00143063+0.00362905j 0.00988851+0.00466391j 0.0104852-0.00777287j 0.00461266-0.0104261j 0.0112981+0.000315902j 0.00355851-0.00725393j 0.00459337+0.00117664j -0.0117306+0.0115196j -0.0149069+0.00890859j -0.000787877+0.00610968j -0.00442466-0.00499983j -0.0107219-0.00865023j 0.00435799-0.0131718j -0.0175001-0.00292033j 0.0218198-0.0124661j -0.00487951-0.00149025j -0.0253026+0.00108992j 0.0110906+0.00306803j -0.0187498-0.00658416j -0.014779-0.000426939j -0.00798103+0.00371035j -0.00587089-0.0090922j 0.00310418+0.00586869j 0.00115004-0.00608565j -0.0169891+0.0029311j 0.00563481+0.00136217j -0.000355612-0.00238302j 0.00295788-0.00472586j -8.87101e-05-0.00255746j -0.00403227-0.000609664j 
-0.0021387-0.00327177j -0.00123562+0.00170049j -0.00135657+0.00174619j 0.000547221-0.00137224j 0.000513103-0.000465368j -0.000847346+0.00129399j 0.000409682-0.00183001j -0.00421331-0.0018071j -0.00295815-0.00184142j -0.00180285-0.000451173j 0.00298959-0.00229774j -0.00081825-0.000546964j -0.00100921-0.00338244j 0.00199732+0.00517701j -0.000953544+0.00209484j 2.48091e-05-0.00386438j 0.00251351+0.00121963j 0.00266166-0.000393862j -0.00216004+0.00238698j -0.000290337-0.000475369j -0.00281637-0.00312035j -0.00114676-0.00386772j 0.0011067-0.00189778j 0.00082913-0.00427731j -0.00328045-0.00353659j -0.000304582+0.00127793j -0.00199847-0.000834948j -0.00042154-0.00184711j 0.000601825+0.00360605j -0.00105269-0.000680842j -0.000737649+0.000650674j -0.0001616+0.00127668j 0.00676535+0.00236805j -0.00527672-0.00387337j 0.000607029-0.000767884j -0.00340333-0.00208911j 0.00189902+0.00488913j -0.00213222-0.00919806j 0.00105837-0.00125188j 0.000280246+0.00494683j -0.00343763-0.00505274j 0.00179182+0.00784708j 0.00107497-0.00629197j 0.00145899-0.00528242j -0.00237982+0.00186768j -0.00742261-0.00432834j -0.00514754+0.00489608j 0.000707929+0.00364358j -0.00741286-0.0065246j -0.00568212-0.0110593j 0.0056568-0.000422584j -0.000760895-0.0036459j -0.000925354-0.00195088j -0.000940375+0.00840223j 0.00267219-0.00163119j 0.00152731-0.000123027j -0.00349617-0.016081j 0.00740054-0.00422344j 0.00464176+0.00555379j -0.00541636+0.00329806j -0.00650971+0.009294j 0.0110229+0.0170087j 0.00862996-0.00482997j -0.000911413-0.0102079j 0.00410363-0.00441759j 0.00588228-0.00497036j 0.000697827+0.00927059j -0.0016606+0.00610826j -0.00160302+0.00714173j -0.000774507+0.00182456j 
0.000124463+0.00090999j 0.00286236+0.00230539j 0.00182081+0.00150421j -0.000110827-0.00180018j -0.000893824-0.000524927j 0.00302683+0.00306672j 0.00153159-0.000254295j 0.000274157-0.00172787j -0.00242555-0.00268624j -0.0016632+0.00137863j -0.00122895-0.00207269j 0.000683172+0.00257777j 0.000204707-0.00333407j 0.00118313+0.00261015j -0.000945049+0.000563336j -0.00297728-0.000820486j -0.000469279-0.00419564j 0.00323121-0.00229186j 0.000644239-0.0036341j 0.000156995-0.00116434j -0.00240473-0.00122236j 0.000122987+0.00059174j -0.00217057-0.00121517j -0.00305555-0.0082264j -0.0003255-0.00022429j 0.00282832+0.00429961j 0.000455217+0.00297634j -0.00241737-0.00191843j 0.00351881-0.00070723j 0.000796973+0.00285363j -0.00254669+0.00634152j 0.00143249+0.00186954j -0.00441473-0.00130187j -0.000792795+0.000415232j -0.00128796-0.000195673j 0.000811889+0.00210881j -8.77489e-05-0.00714448j 0.00645345+0.002663j 0.0017271+0.00218327j -0.00158158+0.000821576j -0.0011021-0.00206953j -0.00451709+0.00356607j 0.00240905-0.00268956j -0.000935391+0.00375014j -0.00295071+0.00170008j -0.0107843+0.00042283j -0.0119904-0.00868621j 0.00375023-0.000574037j 0.00381219+0.00323146j -0.000544191-0.0024627j 0.00584522-0.00386808j -0.0104918-0.0137889j 0.0019829+0.00856303j 0.00684183-0.0025959j -0.0159179-0.00462714j 0.00399764+0.0035455j -0.0079949-0.00469607j -0.00487487-0.00315864j 0.00482624-0.0153481j 0.00933559+0.011181j 0.0022845+0.00421895j 0.0142331-0.0169364j -0.00113094+0.0153948j 0.00292191-0.0161226j 0.0031438-0.0085271j 0.00340832-0.0154881j -0.00329461+0.00667359j -0.00267227-0.00737004j -5.99236e-05-0.000598667j -0.000404373+0.00697604j 
0.000159984+0.00250594j 0.000115903-0.000764155j -0.00138573+0.00129128j 0.00147913-0.000337015j 0.000787704-0.000338769j 0.000110263-0.00283416j 0.0009022+0.00243415j -0.00109872+0.00180298j -0.00344812-0.000979435j -0.00149993-0.0048613j -0.00253946+0.00508357j -0.00365569-0.00224589j 0.000222216+0.00491888j 0.00191405-0.00241398j 0.000756763-0.00535119j 0.000833254+0.00117502j 0.00308001+0.00241398j 0.0022847+0.00359763j 0.000940707-0.00300578j -0.000945197+0.00396182j -0.000737821-0.00356237j -0.00354473+0.00036263j 0.00157143+0.00162762j 0.00511082+0.00580482j -0.00353624-0.00239162j -0.00165469-0.00279599j 0.00111693+0.000185614j -0.00288694-0.000523501j 0.000419152-0.00107084j 0.000940511-0.00509095j 0.00289864-0.0109141j -0.00296236+0.000790234j 0.00954412+2.48863e-05j 0.000875154-0.00703843j 0.00153242+0.00628431j -0.00265589-0.000778327j 0.0136819+0.00297005j -0.0180073+0.00466415j -0.00456916-0.00116029j -0.00240128-0.00305402j 0.00191768+0.00158253j 0.0112405-0.0069344j -0.0112084+0.00787644j 0.000125581-0.00543701j 0.0096607-0.00057251j -0.00255432-0.0083218j 0.0135882+0.00232207j 0.00575284-0.0010383j -0.00554446-0.000887101j -0.0090656-0.00780837j -0.00620743+0.00626359j -0.00734862-0.0192394j -0.0019319+0.00823646j 0.000289435-0.00910695j -0.00851377-0.00180811j 0.0110524+0.0130283j -0.00593651+0.000291751j -0.0149136+0.000268196j 0.00492529-0.0118136j 0.000879195+0.00598729j 0.0156076+0.00442635j -0.00717298-0.000206271j -0.00476567+0.00821914j 0.00279379-0.0030111j -0.00207667+0.00309251j -0.00399099+0.000208966j -0.000464902+0.000346482j -0.00178999-0.000233542j 0.00174875-0.000661808j 0.00221215+0.000664578j 
0.00123535-0.00151061j -0.00162527+0.00197331j -0.00228427+0.000466322j -0.000614833-0.000273901j 0.000697602+0.0023813j 0.000553661-0.00143182j -0.00437274+0.00386851j -0.00463689+0.000592941j 0.00432593-0.00161352j 0.000795642+0.00189188j 0.00393526+0.00291868j 0.00322782-2.77388e-05j -0.00289431+0.00149019j 0.00266446+0.00120006j 0.00239753-0.00158033j 0.00352423-0.00126067j -0.00153176-0.000491526j -0.00439436-0.000860371j -0.00229214-0.000245026j -0.000741755-0.000412735j 0.00211118-0.000991034j 0.00181866-0.00274499j 0.00237752-0.00205549j -0.0048531-0.00361837j 3.07337e-05+0.00164321j 0.00519368-0.00240704j 0.00519384-0.00324459j -0.00483682+0.00136672j -0.00132856+0.000382615j 0.00365833-0.00212292j 0.00225958-0.00233821j -0.00581212+0.000582016j -0.00126032-0.00436852j 0.00438414+0.00242643j -0.00215255-0.00733085j 0.00489317-0.00243061j -0.00202758-0.00364731j 0.0128565+0.00072705j 0.00565642+0.00339901j 0.00969368-0.00462378j 0.00248541+0.00088508j 0.00501237-0.00440761j -0.0144223+0.00406259j 0.00534407+0.00347929j 0.00934074-0.00192361j 0.00524253-0.00369432j 0.00746791-0.000873239j -0.00518831+0.00332567j -0.00862481-0.00342222j -0.00783313+0.00405665j -0.00596649+0.00808937j 0.00721401+0.00540035j 0.0165763-0.00178971j 0.00175727+0.00843844j 0.0100454+0.00189485j 0.0120496-0.00233093j -0.0030517-0.00231602j -0.0180302-0.00704895j -0.00313154+0.00776295j -0.00455616+0.00231919j -0.000422642+0.00127389j -0.00935358-0.000354057j -0.0019424+0.00157528j 3.82576e-05-0.00332856j -0.00712147+0.00117424j 0.00492685-0.000690296j -0.000329492+0.00239373j 0.000586276+0.0043328j -0.00142837+0.000576046j -0.00113003+0.000972953j 
-0.0015428+0.00168997j 0.000909268+0.00374384j -0.000122543+0.00395321j -0.00128566-0.000528901j -0.00114248-0.0024076j -0.00114515-0.00220751j -0.00192131+0.00340581j -0.00113477+0.00286129j 0.00218674-0.00443105j 0.00134377+0.00103212j -0.000755514+0.000150234j 0.00204986-0.00103487j -0.00223042+0.00693585j 0.00243692-0.00150954j 0.00272756-0.00276059j 0.00148048+0.000113383j -0.000749889-0.00260115j -0.00408176-0.0029435j 0.000812621+0.00103119j 0.00200227+0.00467997j -0.00317609-0.000221338j -0.00277096+0.00389757j -0.000668369+9.73018e-05j -0.00392394+0.00275175j -0.000771395+0.00450115j -0.000391845+0.000128584j 0.000946234+0.00177424j 0.00492989+0.00498378j -0.00337743-0.00369618j 0.00117054+0.00186762j 0.00463842-0.0013552j 0.000272632+0.00233867j 0.00194591-0.00354219j -0.00142823+0.0076775j 0.00750979+0.00694643j 0.00453614+0.00390465j -0.00396572+0.00329122j -0.00833068-0.000205341j -0.0043833-0.00863902j 0.00154511-0.000379448j -0.000461093+0.0106946j 0.00275685-0.012399j 0.00274918+0.00748004j -0.00705022-0.00653633j 0.00429668-0.0109627j 0.00582768-0.014699j 0.000626917-0.00607562j -0.00397215-0.0121183j -0.00329078+0.019866j -0.00417955-0.00705281j -0.00899944+0.0100399j -0.000790207-0.000956398j -0.0102157+0.00444129j -0.0152248+0.0184666j 0.00343994-0.0037785j 0.00109496-0.00257372j 0.000871372-0.00956201j -0.00406567+0.00227318j 0.00579008+0.00273383j 0.00383842+0.00502345j 0.00180279+0.00643385j -0.00563282+0.00430458j 0.00561082-0.00224808j 0.00737136-0.0106518j -0.000639791-0.00509516j -0.000609248+0.00154526j 0.00181153+0.00302115j 0.00422704+0.000254771j 0.00339778+0.00098707j -0.00102177+0.00187213j 
-0.00178516+0.000532144j 0.000479111-0.00202995j -0.000857212-0.00505575j -0.0019556+0.000620739j 0.00103889+0.00166233j -0.00194138-0.00275917j 0.000689768+0.00236115j -0.00187101-0.00581973j -0.000977388-0.00329407j 0.00113947-0.0057503j -0.000547424+0.00676813j 0.00221751-0.0032566j -0.0020463+9.98257e-06j 0.00114296+0.00244927j 0.00586127-0.00304369j -0.000796571+0.00110486j -0.00431111+0.00445702j -0.00392696+0.00714499j -0.00901379-0.00663383j -0.00190044-0.00174317j 0.00200027-0.000887128j 0.000658254-0.00109434j -0.00323965+0.00300936j -0.00504049+0.00313372j 0.000873921-0.00367123j 6.71945e-05-0.00374768j -0.00317077-0.00734905j 0.00658204-0.00223553j -0.000224837+0.00203243j 0.00192891-0.00325591j 0.00532782-0.00517178j 0.00445662-0.00130461j -0.000302555+0.00642132j 0.00540135-0.00230364j 0.00194041-0.00428585j -0.00653881-0.0109985j -0.0141569+0.00703497j 0.000389596-0.00341484j -0.00142592-0.0032428j -0.00679482-0.000426318j -0.00269164-0.00227052j 0.00633243+0.00869536j 0.00375804-0.000807559j -0.00459733+0.00471842j -0.00423463-0.00228397j 0.0190046-0.00315288j -0.00868098+0.000777026j -0.0127909+0.00473541j 0.00709885-0.00899274j 0.00450758+0.000863247j -0.00793209-0.000795283j 0.0039655-0.00932564j -0.00971911+0.00923061j -0.00398247-0.00588414j -0.00168264-0.0140029j -0.00782937+0.000509656j 0.00954581+0.0115923j 0.00916902+0.00632434j 0.00921758-0.0013118j 0.00836674+0.0020984j -0.00217314-0.00164735j -0.00622871+0.00033794j -0.0104599+0.0121881j 0.001931-0.00432005j -0.00446704+0.00891177j 0.00213792+0.00249351j 0.00377519+0.00321242j -0.00309139+0.00813332j -8.73822e-05+0.00230955j 0.00187889+0.000890464j 
0.000787669+0.000125634j -0.00205836+0.000453289j 0.00239607-0.00328891j -0.000900097-0.00142168j -0.00156473+0.00182795j 0.000901061-0.00175813j -0.00129476+0.000557152j 0.00272504-0.00462053j 0.00343384+0.00228441j -0.00894699+0.00123149j -0.00224605+0.00429872j -0.0038686+0.00380371j -9.37951e-05-0.00135128j -1.46494e-05+0.0022389j 0.00332485+0.00172626j 0.00173637+0.00440119j 0.00472148-0.00153118j 0.00627956-0.00336009j 0.00133828-0.00193484j 0.00202438-0.00124189j -0.00144758+0.00085863j -0.00457699-0.000609084j -0.00186513-0.000472725j 0.00523627-0.00578867j -0.00925843+0.00225338j 0.00157337-0.000706423j 0.000500883+0.00253719j -0.004936-0.0039151j 0.00738508-0.0043471j -0.000817166-0.000190646j -0.006409-0.00195109j 0.000594663-0.00578419j 0.00410227-0.00774783j -0.00759153+0.00533575j 0.0143542-0.00911151j 0.00128957+0.00163096j 0.00470759-0.0101481j 0.00858154+0.0111252j -0.000746629+0.00726763j -0.010239+0.00358783j -0.00794671+0.00126117j 0.00571335-0.00338549j 0.000389961-0.00807083j -0.0232341-0.0049489j 0.00603348+0.000109481j 0.00535342+0.00132173j -0.00580172-0.00251459j -0.000185421+0.00312006j 0.00400545-0.00124283j -0.00397674+0.000121222j -0.00256856+0.00483387j -0.0100166+0.00427854j -0.00460177+0.00939477j -0.0135907+0.000413908j -0.00409675-0.000786171j 0.00352873+0.00160672j 0.00898127+0.00670276j 0.00693472-0.00867782j -0.00924781+0.000895874j 0.0134791+0.0120655j -0.000420412-0.00558488j 0.0032699+0.00125245j -0.0033928+0.0015384j 7.78248e-05-1.46062e-05j -0.000324886+0.0052024j 0.00259641+0.00153995j 0.00274258+0.00225543j -0.00210079+0.00554003j 0.000560462+0.00115764j -0.000557036-0.00131663j 
0.000791218+0.000419221j -0.00014516+0.000965071j -0.000442174+0.00185765j -0.00138656-0.00177428j 0.000161504-0.00127941j -0.00235291-0.00612541j 0.000507625+0.000229005j -0.000467904+0.00162321j 0.00111877-0.00253168j -0.000143237+0.00200435j 0.00240845-0.0028711j 8.78417e-06+0.0029362j 0.00181835+0.00256613j 0.000693033+0.00107896j -0.00304486+0.000999634j 0.000847599+0.00448434j 0.000503204-0.00334356j 0.000431013-0.000885421j -0.0014885-0.00183316j 0.00108434+0.00580658j 0.00208927-0.00141185j 0.000192262+0.00350467j 0.000208474+0.00019827j -0.000373603+0.00395301j 0.00149787+0.000210277j -0.000379352+0.000596438j -0.00312478-0.00272871j 0.000766444+0.00560572j -0.00103088+5.51944e-05j 0.00127763-0.000258006j -0.00591422-0.00074072j -0.00114186+0.00387863j -0.00428704+0.0113348j 0.00232081-0.00307146j -0.00581556+0.00935214j -0.000626989+0.000349736j 0.00017854+0.00379364j 0.0176243-0.00854272j 0.0028037-0.00432228j 0.00141687-0.00157082j -0.000832037-0.00220465j -0.00250355+0.0074287j -0.00626495-0.00866207j 0.00627828-0.0158589j -0.00787123-0.000999881j -0.00617749-0.00256148j 0.000458461-0.00262932j 0.00640591+0.00154325j 0.00237757+0.00783433j 0.00317812-0.0150386j 0.000529259-0.0120846j 0.00939037+0.000739115j 0.00296426+0.0149527j 0.0164944-0.0100062j -0.00987012-0.00195806j 0.00314853+0.00606508j 0.0162684+0.0211824j -0.0059525-0.010718j 0.00255651+0.000431634j -0.00240051+0.0056139j -0.00618197-0.000312029j 0.00693823-0.00420465j 0.00458188-0.00117533j 0.00572403-0.00906714j -0.00296189+0.00721661j -0.000430733+0.00866382j 0.000669024+2.38793e-05j 0.00239583+0.00547274j 0.000405324-0.00273174j -0.000777949+0.000128124j 
-0.00142958+0.00139615j -0.000418493+0.000241353j 0.00152316+0.00193956j -8.6789e-06-2.94448e-05j -0.00155396-0.00237413j -0.000444045+0.00214897j -0.00275333-0.000598045j -0.000621996+0.00173861j -0.00474244+0.00392896j 0.00257116-0.00208097j -0.00179864-0.0014681j -0.00476826+0.00103739j 0.000159468+0.000744561j -0.00175844-0.00234445j -0.00608929+0.00246477j -0.00511148-0.000740853j 0.000727652-2.74935e-05j -0.000961958-0.00189059j 0.000193673+0.0018595j -0.0040255+0.00301495j 0.0078299+0.00184897j 0.0035289+0.000755631j 0.00208063-0.00374558j 0.00267843+0.000903061j -0.00185354-0.00251664j 0.000450805+0.00335248j -0.00865733+0.00355232j 0.00712248-0.00671776j 0.00258489+0.000272265j -0.00344854+0.00235869j -0.00223219-0.00135659j 0.00425552+0.00496798j 0.00774852-0.00842858j -0.00508004-0.00322052j 0.00381261+0.00226352j -0.00937778+0.00407329j 0.00732907+0.000262715j 0.00031485+0.0149686j -0.0132098+0.000578516j 0.00524447+0.000786154j -0.00614931-0.00496637j 0.0236553+0.00607877j 0.00293626+0.00205008j 0.00142512-0.000392392j 0.00709632+0.0046996j 0.013886+0.00824154j 0.00225347-0.00703624j -0.0077048-0.00104819j -0.00942137-0.00246304j -0.00763045+0.000495687j -0.0130393-0.00235214j -0.00842763+0.00215871j 0.00433158+0.00301873j -0.00634621+0.00864768j -0.00287485-0.00102488j 0.0103311+0.00145833j 0.00754304+0.00270262j 0.00574148-0.00354362j -0.0082931-0.00746288j -0.00687588+0.000328869j 0.00672032+0.00167245j 0.000327313-0.000494768j 0.00306155-0.00400452j -0.000913074-0.00278993j 0.00155107-0.00461078j 0.00190645+0.00087093j -0.000236479+0.000458985j 0.00127508-0.00238624j 0.00105987-0.000118082j -0.000152562+4.51935e-05j 
