-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
0.000522982+0.00625485j -0.00200105+0.00106812j -0.00717047+0.0129672j 0.010234-0.00543375j 0.0253879-0.0141627j -0.00348946-0.00377669j -0.0112192+0.00433314j -0.0156193-0.000892645j -0.00736049+0.000208151j -0.0203945+0.00277633j 0.00978396-0.0134017j 0.01879-0.0139767j -0.00585684+0.00207284j 0.00188613-0.00596164j -0.030778-0.00480629j 0.0189898+0.007264j -0.0071082+0.016878j -0.0177769+0.0197625j 0.0226504-0.00375654j -0.00340572-0.0203059j -0.0253354-0.0184894j 0.00090929-0.0307529j -0.0101434+0.0346821j 0.0392496+0.0113376j 0.0180289-0.0663819j 0.00541129-0.0185437j 0.00291958+0.0237693j 0.00351913-0.0032085j -0.00343678-0.0132599j -0.00424256-0.0030521j 0.00447869+0.00349568j 0.0100487-0.00216987j -0.00116941+0.00400047j 0.0053698-0.006322j -0.00469786-0.00522438j -0.00407317+0.000131266j -0.00130853-0.0096687j 0.00649682-0.00143792j -0.00334272-0.00676794j -0.00575695-0.00314532j 0.00594146-0.00123643j -0.00652556-0.00100946j 0.00227154+0.00210038j -0.00519411-0.0114407j -0.00619702-0.00119068j -0.0101429+0.00595963j 0.0108629-0.000150616j -0.00775488-0.0054488j -0.00241847+0.00114847j -0.000483665-0.00170345j -0.00331681+0.000242181j -0.0107873+0.00429087j 0.00197227+0.00287183j -0.0105988+0.00101093j -0.0196979+0.0152595j -0.0127258-0.00907644j 0.0202435+0.000901683j 0.01495-0.00332753j -0.0113649-0.00682073j 0.015563-0.0102232j 0.0019575+0.00854525j -0.00294805+0.0236513j -0.00259722-0.00730005j 0.00215168+0.0122042j -1.4095e-05+0.0063901j 0.00393771-0.00370068j -0.00422486+0.00338289j 0.00390695+7.34765e-05j -0.00292016+0.000588478j 
-0.00889847-0.000687878j -3.80044e-05-0.000154288j -0.00633447+0.000977933j -0.0157148-0.00348932j -0.0156068-0.00845106j -0.00993618+0.0022484j 0.0127443+0.0066604j 0.0109108+0.00615218j 0.00948222+0.00493183j -0.000357132+0.0103931j 0.00460035-0.00785861j -0.0151161-0.00726253j 0.0274208-0.00119198j 0.0268294+0.0120853j 0.00368566+0.00115246j -0.0331241-0.0196022j -0.000339422+0.00757185j 0.015579+0.00818564j -0.0252018-0.00713908j 0.0431067+0.00619379j -0.0200594-0.0155835j -0.00611655-0.00857883j -0.00741801+0.0157021j -0.00827984+0.0152707j -0.00537801+0.00960563j 0.0292726-0.0142223j 0.00433061+0.00714583j -0.00852165+0.00794871j 0.00340622+0.00224938j 0.00318663+0.000301757j 0.0120725+0.00236982j -0.00142929-0.00359123j 0.00784649-0.00072657j 0.00172118+0.000232328j 0.00897529-0.00177439j 0.00895372+0.000544385j 0.00242723+0.00481964j -0.0103635-0.00579465j 0.00551316-0.00101843j -0.000933134-0.00027359j -0.00632555+0.00245545j 0.00993913-0.000574332j 0.0112188+0.00110982j 0.00829032+0.00941033j 0.00681078-0.00480926j 0.0034324-0.00246892j -0.0231281-0.0128946j -0.0021694-0.00234078j -0.00791728-0.0118759j -0.010961-0.00845003j -0.0179618-0.00190511j -0.0170935-0.0107987j 0.0262434+0.0101283j 0.00608592+0.00414682j -0.0131489+0.000221206j 0.0052469+0.0059982j 0.0202378+0.0117807j 0.0185425+0.00487768j 0.011686+0.0172017j -0.00720471-0.00998596j -0.0111587-0.000466384j 0.0002205+0.00480649j -0.00101588-0.00242783j 0.00112697-0.00497058j 0.000168004-0.000628427j 0.00054334-0.00240269j 0.00190838-0.000552792j 0.000386815-0.00116926j 0.00287508+0.00165823j 
0.000914162-0.00759253j -0.00345173-0.00147734j 0.0135025-0.00748835j -0.000684939-0.00503361j -0.00652976+0.00198022j 0.00101684-0.00383908j 0.0101875-0.00402513j 0.00288043+0.000423885j 0.00714278-0.00434025j 0.0141291-0.00107469j -0.00512372+0.00839707j -0.00446301+0.00308431j -0.015322-6.06144e-05j 0.00417652-0.00324898j 0.0188331-0.00286443j -0.012925-0.00057822j 0.00118197-0.0188149j -0.00886482-0.0157376j -0.0121961-0.0239349j 0.00178246+0.00316447j 0.00576015-0.00798292j -0.0103971-0.00857937j 0.0211916-0.0447627j 0.0211905+0.0162837j 0.0471452-0.0527857j -0.00135019-0.0011207j 0.00977567+0.0085847j -0.00274512-0.000122531j -0.00266714+0.000271447j 0.000429405+0.00610604j 0.00191114+0.00327569j -0.00832014+0.00253858j -0.00227239+0.00388042j -0.00241888-0.00143944j -0.000857884+0.00362323j 0.00186543-0.000912168j -0.000420857+0.00202571j -0.00689405-0.00413188j -0.00253252+0.00198153j 0.00383755+0.00504165j 0.00140694+0.000177201j -0.00386639+0.000954825j 0.00451729-0.000645256j 0.00437755+0.00912201j -0.0070414+0.00402887j 0.00725104+0.000164304j -0.00464278-0.00314977j -0.00872997+0.00315788j -0.00477266+0.001912j 0.00153945+0.00819594j -0.00969787-0.00393947j -0.0127529+0.00507004j 0.0117277-0.0028724j -0.00366909-0.00879146j 0.0105362+0.000306709j -0.00231279+0.00612156j 0.0238351+0.0027353j 0.0103381-0.0152524j 0.0123814+0.0104232j 0.0106715+0.00324176j 0.00143118-0.0090985j -0.00774563-0.00140572j 0.00109316+0.00517205j 0.00490784+0.000267609j 0.00291533-0.000357865j -0.0021768+0.00178022j 0.0015907-0.00368261j 0.00106391+0.000149589j -0.00186607+0.00246175j 
-0.0046034+0.000620633j -0.00311138-0.00122093j 0.00333926+0.00256778j -0.00698114-0.0028135j -0.0120355-0.0015573j -0.00434653+0.00276579j 0.00631393+0.000376652j 0.0159881-0.00358957j -0.00594778+0.00626052j 0.016864+0.0048369j -0.00439517+0.00408928j -0.00971083-0.000278767j -0.00171896-0.0114545j 0.0021435-0.00826956j 0.0188192+0.0110636j -0.0165396-0.0018557j -0.000693529-0.0204174j 0.00388809-0.000967557j -0.0135966+0.00026772j -0.0270746-0.0159172j 0.0174012-0.0104554j 0.0100188+0.00546337j 0.00754493-0.0209325j 0.00155358+0.0137296j 0.013778-0.00621891j 0.00628744+0.007484j 0.0116369-0.00198682j -0.00281586+0.00393757j -0.000320617-0.00479506j 0.00264745+0.000218172j 0.00747345+0.000339512j -0.00284164-0.000587727j 0.00173598+0.00124564j -0.00178909-0.000564897j 0.0023325-0.00328682j 0.00130315-0.00150081j -0.00226595+0.00302831j -0.0131971-0.00200096j -0.000851434+0.000236905j 0.00246643-2.29477e-06j 0.00358522+0.000998766j -0.00104704-0.00214547j 0.00121616+0.00233341j 0.00964879+0.00776243j -0.0032332+2.1736e-05j 0.00783868+0.00470503j -0.00290647+6.85834e-06j 0.00100288-1.23053e-05j -0.00356503+0.010738j -0.00395692-0.00209603j 0.00288748-0.0106985j 0.00724637+0.00689396j -0.00710215-0.000275885j -0.0105002-0.00582626j 0.0153028+0.0149757j -0.00937695+0.00825268j 0.00267236+0.0124598j -0.00745421-0.0129932j 0.0172776+0.0122953j 0.000566472-0.00416307j 0.0104103-0.00932962j 0.00438429+0.0152582j 0.00249279+0.00751029j 0.00631655+0.0105028j 0.00893176-0.00861396j 0.00149576+0.00277728j 0.00214097+0.00380435j 0.0013489+0.000762424j 0.000127753+0.00102115j 
0.00484693-0.00746031j 0.00177858+0.00438352j 0.00717546-0.0121763j 0.00623033+0.00317186j 0.00440208+0.00590608j 0.00517726-0.0094152j 0.00114582-0.00917249j -0.0117383+0.00892578j 0.00902343-0.0133981j -0.00436013-0.0119897j -0.00465183-0.00127879j 0.00329524+0.00542091j -0.00593313+0.0165594j -0.00873164+0.00402561j 0.000742153-0.00790214j 0.00852899-0.00096428j 0.00606633+0.0143418j -0.0109718-0.0211051j 0.00477759-0.0141675j 0.0258803+0.0214132j -0.0118621+0.0233336j -0.021704-0.0033097j -0.000957539-0.0303689j 0.00867699-0.0215213j 0.00164966+0.0215064j -0.0149661+0.0193623j -0.00726229-0.0252442j 0.00203404-0.00617312j -0.000123793+0.00623306j -0.00130122+0.00682079j -0.00842502-0.00517119j -0.001957+0.00872372j -0.00476781-0.00382562j 0.000288126+0.00398278j -0.0031532+0.00505572j 0.00158986-0.00189711j -0.00035975-0.00476827j 0.0120101+0.00156898j -8.88196e-05+0.00419099j 0.00449031+0.000938876j -0.00215618+0.00104911j -0.00129539-0.000599402j -0.000876797+0.000724506j -0.010016-0.00559083j 0.00343792+0.00205426j -0.0070933-0.00651573j 0.00192671-0.000766194j 0.000850234+0.00429952j 0.0110557-0.00676949j 0.000445819+0.00879526j -0.000583027+0.00736719j -0.0177987-0.0016523j 0.0109539+0.00260088j 0.00667092-0.0176262j 0.00509536-0.00956887j 0.00244914-0.020448j 0.0192423+0.00340631j 0.00849495+0.00120655j -0.00299824+0.011738j -0.00235457+0.0192694j -0.00858843-0.00770103j 0.00953681-0.00676182j -0.00464032+0.00452429j 0.00443722+0.00890618j -0.0020268-0.0036781j 0.00103794+0.00386535j -0.00190883+0.00222406j -0.00326834-0.00168149j 0.000925467-0.000109696j 
-0.00541814+0.00162415j -0.00129972+0.00525906j 0.00511204-0.0135917j -0.00792349+0.00476904j -0.0139526+0.00790624j 0.0029997+0.00825756j 0.00521498-0.0101796j 0.0129239+0.00231194j -0.00182398+0.00263716j 0.0243479-0.00690562j 0.00365343+0.00586035j -0.0053331+0.0128849j -0.0166896+0.0070713j -0.00158304+0.00128015j 0.0316317-0.00267394j -0.0150811+0.00764572j -0.00334392+0.0127785j -0.0204589+0.00583242j -0.0274605+0.00641699j -0.0131732+0.021143j 0.022936+0.0211686j -0.0163159-0.00746894j -0.0119437+0.0328232j 0.0040882-0.0303572j -0.00788371+0.00802465j -0.00345427+0.00330929j 0.0101786+0.00734804j 0.000583339-5.46566e-05j -0.00224316-0.00795367j 0.00364808-0.00328979j 0.00191195-0.00522747j -0.00391755+0.00428221j 0.000158185-0.0036813j -0.00114261+0.00361802j -0.00379005-0.00298879j 0.000276363-0.00166963j 0.000473589+0.00510656j -0.0100661+0.0052153j -0.00339629+0.00118362j -0.00226748-0.00240107j 0.00426178+0.00166262j -0.00606679-0.00211332j 0.004321-0.00334227j 0.00843901+0.00394861j -0.0135548+0.000827j 0.0098651-0.00843855j -0.00145133+0.00571049j -0.0164795+0.00497827j -0.00709776+0.00193445j -0.00331678-0.00556409j -0.0110513+0.00995688j -0.00366863-0.000602033j -0.00105079-0.00405991j 0.00656522-0.00616214j 0.00945586-0.00540874j -0.000111142-0.0166086j 0.0108798+0.00273553j -0.00371595+0.00925448j 0.0105619-0.00636753j 0.0103667+0.000121124j 0.00217264+0.00609441j 0.00130541-0.00710892j 0.00377474-0.0192103j -0.00924762+0.00371723j 0.00596623+0.00301363j -0.000620684+0.00432853j 0.0016772+0.00287641j 0.00217188-0.00265256j -0.00256546+0.00128059j 
-0.0135121+0.00365867j -0.00716453+0.00455134j -0.0231997+0.00146745j -0.0125546+0.00828408j 0.00234122+0.00327088j -0.0123113+0.015219j -0.00429891-0.00382355j 0.021863-0.00276527j -0.018439+0.00394716j 0.0093269+0.000240175j 0.011081+0.0146744j 0.00465057+0.00988552j 0.00990257-0.00138537j 0.0215067+0.0110265j -0.0130099-0.00609276j -0.0192142+0.000532156j -0.00638768-0.00842292j 0.0107169+0.00330734j -0.00545042-0.0029879j -0.0310761+0.00672854j -0.016651+0.0193035j -0.0035+0.0143951j 0.00807922+0.00622924j 0.0145926-0.0382963j -0.00119763+0.00210343j 0.00443061-0.00563631j -0.0228481-0.0169553j 0.00507627-0.00137168j 0.00912066+0.00168862j -0.000310967-0.00239011j 0.0113859-0.00830272j 0.011341-0.00146192j 0.00989349-0.00420236j 0.00692126-0.00301954j 0.000267788-0.00684424j -0.00272739-0.00309849j 0.00280097+0.00504531j -0.00844961+0.00106568j 0.00150561-0.00395011j -0.00751915-0.00364068j 0.00404265-0.0016912j -0.00382815-0.00240307j 0.00854259+0.00252236j 0.0121527+0.00477194j -0.0080368-0.00355808j -0.010307-0.000434695j -0.0102663-0.00854607j -0.00775451+0.0023872j -0.0129064-0.00171475j 0.00206651+0.00233894j -0.00960331-0.0120429j 0.00101848-0.00402065j 0.00186228+0.0157451j -0.012759-0.0181001j -0.0194716-0.0236194j -0.00813069-0.00309289j 0.000137634+0.02283j -0.0148661+0.00292177j -0.0034147+0.00926267j -0.0060687+0.0121287j 0.0035463-0.00570932j -0.000247744-0.0033192j -0.0113718+0.00678605j -0.00758791+0.000112371j -0.00953513-0.00200566j 0.00179081+4.69873e-05j -0.00406425+1.64363e-05j -0.00135125-0.000238449j 0.00401917-0.00157512j 
-0.00513008-0.000928985j 0.00327828+0.000785993j -0.00307121-0.00475424j -0.00411488-0.00389693j -0.00541285-0.00529669j -0.0362828+0.00908929j -0.00439843+0.000499314j 0.00457759-0.000119685j -0.00683583+0.000938463j -0.019922+0.00848374j -0.027965+0.00635033j -0.0190135-0.00576469j 0.0216312+0.00524863j -0.0245491+0.00818583j 0.00670436+0.00574146j 0.0093997-0.00208134j 0.0144637-0.00485588j 0.0145951+0.0213554j 0.0182315+0.00150762j -0.00617698+0.0210954j -0.0182329+0.0165503j 0.0162972+0.0251988j 0.00091583+0.0101834j 0.0358325-0.0270681j 0.0221709-0.00100066j 0.00855498-0.00326311j 0.0198342+0.0244425j -0.00726989+0.0008825j -0.00745976-0.00491898j 0.00682192+0.000340424j 0.00843588+0.00277978j -0.00166153-0.000132503j 0.00258755+0.000680569j 0.00586513+0.000394074j 0.0161322-0.00478774j 0.0160149+0.00241792j -0.00790829+0.00136792j 0.00865321+0.00321942j 0.0101264-0.00356388j 0.0168411-0.000240011j 0.000128932-0.0011936j 0.00112674-2.14943e-05j -0.0160949+0.000713866j -0.00172094+0.00230701j 0.00702964-0.00649971j -0.00750608-0.00680036j 0.00133981+0.00128242j 0.00774712-0.00394333j 0.00906794+0.0012582j -0.00724629-0.010741j 0.0203506+0.00483152j -0.0050093-0.0153098j -0.0141323-0.00057525j 0.0123955+0.00607963j 0.000583139+0.00129099j -0.00908194-0.00969706j -0.0219719+0.0104028j 0.0111222+0.0176038j 0.00643041+0.00547963j 0.00936672+0.00867801j -0.0047675+0.00288451j -0.014416+0.000138117j 0.00169243-0.00822951j 0.0003437-0.000624391j 0.0123916+0.004336j -0.00205053-0.000459931j 0.000943436+0.000508783j 0.00224823-0.000801785j -0.00289754+0.00145028j 
-0.00598669+0.00355005j -0.0010837+0.00619325j -0.00366836+0.00238158j -0.00678661+0.00384875j -0.00350113-0.00170157j -0.0142851-0.00305875j 0.00644025-0.00916759j 0.0110206-0.00360891j 0.00119776-0.00340641j 0.00366861-0.00771549j -0.00387278-0.0112686j -0.00724116-0.0031658j 0.0108674-3.16355e-06j 0.00698599-0.020065j 0.00358431+0.00695668j -0.0143405+0.0127857j 0.000881735-0.0012619j 0.0116726-0.00767021j -0.00493108-0.00224915j 0.000353443-0.00212015j -0.0146325+0.00125514j -0.00634932-0.00841228j 0.000777051-0.0444165j 0.00430642-0.0134362j 0.0223309-0.0155749j -0.000687101+0.00755314j -0.0347919-0.0508878j 0.00262849-0.00199484j 0.0127336+0.0103556j 0.00221173+0.00180318j 0.00392549-0.0109895j 0.000672411+1.70592e-05j 0.00232688-0.0026141j 0.00296341+0.00171562j 0.00651441+0.00357158j 0.00509919-0.000221338j -0.00154873+0.00209334j -0.000114256+0.00208496j 0.00535868+0.00247264j 0.00432257-0.00115698j 0.00176268+0.000363272j 0.00395185+0.000819384j -0.00585537-0.00465349j 0.00187184-0.00263948j 0.00977879-0.00166856j -0.00240164-0.000196781j 0.001544+0.00436963j 0.00898578+0.00446133j 0.00465512+0.00525992j -0.0107782-0.0070833j 0.0108453+0.0103653j -0.00343559+0.00560211j -0.00106378-0.0063118j 0.0133907+0.00920209j 0.00761513+0.00455473j 9.3646e-05-0.000129648j 0.000180997-0.0132693j 0.00306237+0.00731606j -0.00769827+0.00172531j -0.0165236-0.00205109j 0.0101612+0.00119895j 0.0239009+0.0025699j -0.0130418+0.000106508j -0.000459043+0.00537527j -0.0129618+0.000184356j 0.00228567-0.00335039j -0.00243536+0.00329388j -0.00668542-0.00458952j 0.00793233-0.00319344j 
0.00401511-0.0105596j -0.00694837-0.00238122j 0.00259967-0.00666561j 0.000965877+0.00326424j 0.00426077+0.00773396j 0.0135919-0.00717197j 0.00332524-0.00331838j -0.00624333+0.00638828j 0.00420008-0.0157383j 0.000855875-0.00732371j 0.00883587+0.00771314j 0.00920892+0.00917134j -0.00313207+0.0136376j 0.0158119+0.00604393j -0.0187358-0.0183929j -0.00770675-0.000211511j -0.00817158-0.0021599j 0.0061725-0.0338266j -0.00365487-0.0175013j -0.00334233-0.00220366j -0.00964655+0.0169611j 0.000951558+0.0241803j 0.0323331-0.0440933j 0.00945289+0.0154591j 0.000647035+0.0118564j 0.0212958+0.0139448j 0.026995+0.0284243j -0.0084352-0.00103038j -0.0076343-0.00496475j -0.00715896+0.0107835j 0.00569731+0.00952302j -0.000702401+0.00560138j 0.000880804-0.00086926j 4.07524e-05+0.00331018j -0.0070943+0.00256965j -0.00305473-0.00117547j 0.000700901-0.00215848j 0.00383614-0.00121112j -0.000903091+0.00411688j -0.00860098-0.0064263j -0.00565616+7.63292e-06j 0.00329346+0.00281117j 0.0063707+0.0024149j -0.00397957-0.00999793j 0.00212837+0.00451626j -0.00975456-0.000995567j -0.00506497-0.00590773j 0.00351393+0.00102328j -0.00414797-0.00674336j 0.00670813-0.000431055j 0.000545789-0.00177781j -0.00279907+0.000501871j 0.00207917+0.0100122j -0.0165023-0.00151754j -0.019945-0.0132788j -0.00288668-3.61083e-05j 0.00115733+3.71209e-05j 0.00152794-0.00461891j 0.0145841-0.0111801j 0.00899421-0.0093719j -0.0095403-0.00152921j -0.0124817-0.00415903j 0.0195334-0.00957476j 0.00883453+0.00166327j 0.017732-0.00212189j 0.00204789+0.00621693j 0.000376345+0.00222599j 0.00182537+0.000208407j -0.00613444+0.00395658j 
-0.00537535-0.00474302j -0.00501638+0.00402765j -0.00464578-0.0103614j -0.00823598+0.00378175j -0.00290223+0.00283082j -0.00771393-0.00907836j 0.00537791-0.0129784j 0.0067837+0.00825428j -0.00106183-0.0172273j 0.00133432-0.00797655j 0.00589341-0.00822273j -0.00485878+0.00488813j 0.0142679+0.014329j 0.0119272-0.00539157j -0.00435186-0.0119844j -0.00809981+0.0101169j -0.00661237+0.0214468j 0.0182598-0.0206586j 0.00295851-0.00915427j -0.00670097-0.0107777j -0.00480484-0.0118039j 0.0220327-0.0281606j 0.00471878-0.0103998j -0.00647286+0.0301065j 0.00793148-0.0332694j 0.00635796-0.00747903j -0.00380993+0.0101746j 0.000853636+0.000924807j 0.00202905-0.00106091j -0.00133203+0.00393133j 0.00682297-0.000667234j 0.000739423+0.00153159j 0.0054214+3.96303e-05j 0.00371748+0.000183687j 0.0021364+0.00155285j 0.00303656-8.47115e-05j 0.000566044+0.00442408j 0.000230341+0.0054767j 0.00273752+0.000316139j -0.00510071-0.00166515j -0.0023927+0.000412107j 0.00760131+0.000812003j -0.00531665-0.00858779j 0.00677043+8.24826e-05j 0.00477775+0.00088701j 0.00204774-0.00595808j 0.0061871+0.0026343j 0.0177774+0.0124576j 0.00228483+0.00816242j -0.00319859-0.0079286j 0.0172922+0.01411j 0.0114846+0.0114853j -0.00220067-0.00695735j 0.000372806-0.00242993j -0.0114561-0.0152565j -0.0105585-0.00310149j 0.000411228-0.0141976j 0.00040938+0.00597198j 0.00741976-0.00400765j 0.00683402-0.00114867j -0.00551611-0.00877586j -0.00429846-0.00867452j -0.00331603-0.00551462j 0.00214012+0.00773593j 0.000208425+0.00108147j -9.91884e-05+0.0012827j 0.00137884-0.00324864j -4.48971e-05-0.000879136j 0.00148464+0.00224586j 
0.00879584-0.00433135j 0.00200001-0.00396599j 0.0175867+0.00756586j 0.0153274-0.0155362j 0.0113702-0.0166407j 0.0125993-0.00609512j -0.00227037+0.0169847j -0.0183449+0.00381006j 0.00145522+0.0136011j -0.0154188+0.0117636j -0.00131875+7.52541e-05j 0.00943626-0.0223796j -0.013368-0.000942706j -0.00304535+0.0125341j -0.031169+0.0212269j 0.0210522-0.0385331j 0.0122329-0.0275355j -0.0236717+0.016233j -0.00163433-0.0335623j -0.0210989+0.00307014j 0.0181466-0.0166387j 0.003583+0.0127294j -0.00166279-0.0324183j 0.00211958-0.00280116j -0.000837104-0.0139598j -0.0154045+0.00701293j -0.00347291-0.0192248j 0.00436527-0.00216702j 0.00125038+0.00720149j -0.00278613+0.00370613j -0.00664926+0.00539371j -0.00705899-0.00394685j -0.0103777+0.00605657j -0.0021846-0.00185716j -0.00113343+0.00315685j -0.00052105+0.00398104j -0.00234512-0.00463778j 0.00112646-0.00580463j -0.00164492+0.00157576j 0.00224269+0.00472835j -0.00428887-0.00160519j -0.00196153+0.000623757j 0.00501755+0.00653945j -0.0139146+0.00868114j -0.00164681-0.00235138j -0.00534341+0.00237759j -0.0125282-0.0152307j -0.00842709-0.0115775j -0.0159961-0.0130951j 0.00815646+0.00452202j 0.000697309-0.0139787j -0.0136844-0.0178472j 0.0088496+0.0134871j -0.00513009-0.00280473j 0.00591578+0.00377639j -0.0171948-0.00659994j -0.00433062+0.0145651j 0.00104911+0.000517333j -0.00280819+0.0154448j 0.00147599+0.00577729j 0.00875633+0.00641227j 0.00413215-0.000433308j -0.00579074+0.00155502j 0.00278468+0.00201443j -0.00368839+0.00259089j -0.00300297-0.00291014j 0.00322304-0.00162089j 0.000177528-0.00159237j 0.000801048+0.0026498j 
-0.000848268+0.00721037j -0.00108174-0.00136856j -0.0115782+0.0199154j 0.00194818+0.00112135j 0.0084619-0.00670876j 0.00158357+0.0037006j -0.00313553+0.0091287j 0.00231709-0.0136183j -0.00463781+0.0107583j -0.00353144+0.00941756j 0.00510736-0.00850239j 0.0136073-0.0108935j 0.00439409-0.0246391j 0.0201063-0.0346919j -0.0190018+0.0274771j -0.0124936+0.0145148j -0.00740728-0.0181579j 0.000731276+0.00140476j -0.017294+0.0229222j 0.0177689-0.0223213j -0.0182621+0.000404674j -0.0223166+0.011071j 0.0135452-0.0156482j -0.00068456+0.0056754j -0.00767446+0.00134768j 0.0304213+0.0109805j 0.00454659+0.0101722j -0.00894774-0.00162509j -0.000382957-0.00470551j -0.00162783-0.00562586j 0.00253694-0.00296589j 0.00555555-0.00924721j 0.00225194+1.08299e-05j -0.000340101-0.00310024j -0.0045981+0.000807637j -0.00469765+0.00256172j 0.000486076-0.000577821j -0.000395335+0.00105223j -0.00309046-0.00400421j -5.53565e-05+0.00582871j 0.00265391+0.00206004j -0.00533364-0.00432935j 0.00332741-0.00714718j 0.00127335-0.000417632j -0.00343852-0.00347446j -0.00151663+0.0112955j -0.00160646+0.0192892j -0.00395698-0.00113472j 0.0083992+0.00893184j -0.00323914+0.00168743j -0.0104352+0.00144989j -0.00933327-0.00189397j 0.00807805-0.00373029j -0.00324313+0.00901845j 0.000605121+0.014764j 0.00758466+0.00545287j 0.0185285+0.0170878j -0.00115253+0.0131294j 0.0101594-0.00848455j 0.00288096+0.0177481j -0.00366064+0.00353974j 0.00522695-0.00552028j 0.00944195-0.000459748j 0.00512973+0.00385233j 0.00643491+0.00231361j 0.00658033-0.00215496j 0.00220103-0.00334482j -0.00317124+0.0034839j -0.00297168-0.000410262j 
-0.00334154+0.00241188j -0.00140074+0.000922209j -0.0234713+0.00968524j -0.00323042+0.00504661j 0.00881304+0.000863654j -0.00891756+0.014628j -0.00840509+0.00852876j 0.012783-0.0106974j -0.0162111+0.0151438j 0.0124586-0.00317504j 0.010185+0.0137958j 0.00773917+0.00268068j -0.00377961-0.000311796j -0.0154702+0.0165253j 0.0332125-0.00403871j 0.00464244-0.0131231j -0.0304268-0.013844j 0.0199305-0.010182j 0.0296232-0.0108376j -0.0143899+0.0397132j -0.00891323-0.0131973j -0.000292-0.00571145j 0.010704-0.0246513j -0.00781574-0.00241065j 2.85017e-05+0.00595577j 0.0318207+0.0196602j -0.00226285-0.000120241j -0.00976234-0.00464001j 5.41836e-05+0.00163157j -0.0040204-0.0014141j 0.0069802-0.000474314j 0.0121884-0.00461888j 0.0066557-0.00315332j 0.00453143-0.00208481j 0.00238289-0.00367202j -0.00026613+0.00132092j 0.000979961-0.00155709j -0.00915638-0.00583542j -0.00774888-0.00561987j 0.00390023+0.000995404j 0.00876461+0.000125177j -0.00390584-0.00124256j 6.4539e-05+0.00236038j 0.0158188+0.00863008j -0.00394622-0.00944145j 0.00465582-0.000215294j 0.0123826-0.00155025j 0.00264868-0.00993748j 0.0129888-0.0226679j -0.00559082+0.012102j -0.00151425-0.000738546j 0.0117894-0.00304303j -0.0189864-0.00735536j -0.00324258-0.0141319j 0.0123674+0.0031535j 0.0129917-0.0139762j 0.00375392-0.000901867j -0.00283386-0.00854803j 0.00366984+0.00890106j 0.00170384+0.00861993j -0.00254828+0.0153355j 0.00752308-0.00323063j 0.00791684+0.00228746j 0.00642715-0.00200287j 0.00364593+0.00134807j 0.0076704-0.00143597j -0.00215409+0.000843042j -0.00364902+0.000563209j -0.00172472-5.89983e-05j 
