-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
0.0046638+0.00581577j 0.00431687-0.00228351j 0.0065227+0.00346783j 0.00684582-0.010256j 0.00029736-0.0179167j 0.00152607+0.0363744j -0.00913903-0.0178213j -0.00381752-0.0067395j 0.0088672+0.0126014j -0.00591896+0.0168218j 0.00392476-0.0158667j -0.0185004-0.00325838j 0.00371119-0.01816j -0.00599635-0.00825988j 0.0367882+0.0282227j -0.0163729-0.0154106j 0.000512773-0.00967906j 0.0157161+0.022665j -0.00113526+0.00076551j -0.00870655-0.00218761j -0.00404084-0.0117235j -0.00380547+0.00434712j 0.00661295+0.00625426j -0.00078838+0.0038041j -0.00877518-0.00867847j 0.00191111-0.00672783j 0.00219268+0.00424952j -0.00123772+0.000960231j -0.00152061-8.25614e-06j -0.000101716-0.00444876j -0.00782443-0.00201403j 0.000464787+0.00357596j -0.0022066+0.00464696j -0.00548959-0.00259421j -0.00453014-0.000838475j -0.000998333-0.00161625j -0.00223548-0.00914076j -0.00684818+0.0168468j 0.00320232-0.00729901j 0.00892663-0.00359357j 5.5983e-05+0.00972811j -0.0105755+0.0143241j 0.0122135-0.0059721j -0.00646589-0.00361722j -0.00263905-0.000156662j -0.0071766+0.00547435j -0.00849178+0.00834j -0.000136444+0.000982484j 0.00615256-3.14335e-05j -0.00288309+0.00366849j -0.000722099+0.000498079j -0.00698546-0.00239742j 0.00289648+0.00390298j -0.00363052-5.236e-05j -0.00197953-0.00664894j -0.00155308-0.00221982j 0.00139992-0.000770747j 0.00361328-0.000804895j 0.000144652-0.00702063j -0.00162477+0.000632261j 0.00224963-0.000359943j 0.00305498+0.00218078j -0.000843372-0.00125277j 0.000327998+0.00187902j 0.00141551+0.00111429j -0.00250695-0.00312663j 0.00147608-0.000402576j -0.0011823+0.000742966j -0.00023566-0.000984778j 
0.00604936+0.00800682j 0.0166896-0.0156578j -0.00415601+0.0148228j 0.0345581-0.0176025j 0.00489692+0.0468413j 0.0155678+0.0108839j -0.0143382+0.000945615j -0.0107764-0.0318876j -0.0212781-0.013244j 0.0310156+0.000364621j 0.0116159+0.023184j -0.00511305-0.000147852j 0.00629799-0.0207351j 0.00613511+0.00964688j 0.000866358+0.00370732j -0.00349961-0.00917656j 0.000180252-0.0213944j 0.0118798-0.00576891j 0.00982129+0.00411427j -0.00353053+0.00138734j -0.0039273-0.00817183j 0.00262137+0.00880415j 0.00783183-0.009367j 0.00436541+0.00598768j -0.00601262+0.00300385j -0.00747225-0.0112772j 0.0105797-0.00235436j -0.00475698+0.00729808j -0.000494778+0.000288777j 0.00743984-0.00948661j -0.00842952+0.00718341j 0.00116829-0.00651365j -0.0161685+0.00572317j -0.0174851+0.00838281j -0.00720602-0.00643115j 0.0196041+0.00716912j 0.00914878+0.00573945j -0.00816651+0.0115402j 0.0099886+0.00366685j 0.00705047+0.00949655j -0.005503+0.00367926j -0.00662595+0.0165404j -0.0115893+0.00120257j -0.00809474-0.0110822j -0.00414511-0.00354105j -0.00309415+0.00467262j -0.0115383+0.0119423j -0.0168468+0.00603925j -0.0110964-0.00386939j 0.00111189+0.00620165j -0.00921828+0.0107214j -0.00601271-0.0102075j 0.00311851+0.00542609j -0.00542127+0.00292815j -0.000181105+0.00878635j -0.00373292+0.000536573j 0.00571627-0.00347828j -0.000323244+0.0028636j 0.00345839-0.00177149j -0.00269976+0.000841198j -0.00105627-0.00175755j 0.00075544-0.00506956j -0.00151091+0.00323333j 0.000217346+0.0027114j -0.00121482-0.00299298j -0.00206634-0.000560853j 0.00213539-0.00404139j -0.00156095+0.00306545j -0.00129865+0.000682266j 
-0.00259625+0.00115193j 0.00521199-0.00776376j 0.000496284+0.0215794j 0.0146763-0.0159287j -0.00550334-0.00417965j -0.00227296-0.00581895j 8.38211e-05+0.0139167j 0.0197765+0.0322403j -0.0246209-0.0191505j 0.0272804+0.00204302j 0.0214295+0.0317195j 0.0181018+0.00950331j 0.00113541+0.0454267j 0.0189598+0.0252185j -0.00436548-0.0116418j -0.0128297-0.0116259j -0.0218278+0.0192574j -0.0122878-0.0173276j -0.00539039-0.0130204j -0.00347054+0.00196937j 0.00510535+0.0239796j 0.00319529-0.00280896j -0.0126662-0.00612045j 0.0030047-0.0136151j 0.00718037+0.0130462j -0.00432818+0.00526759j -0.00295894-0.0104164j 0.00112564+0.00165766j 0.00256776+0.00217619j 0.00775754+0.00158443j 0.00191738+0.00406255j 0.00283452-0.00181062j -0.0048795+0.00557004j -0.00462254+0.00031998j -0.00273885+0.00406661j 0.0051452+0.00291811j 0.00754736-0.00664943j -0.00387712-0.00401072j 0.0199704-0.0051446j 0.0035028+0.0125576j -0.00732395+0.0125154j -0.00224596-0.0132077j -0.0060572+0.00677351j -0.0112237+0.00578126j 0.00795286-0.00583154j -0.00154842-0.0114754j 0.00442519-0.0113651j 0.00870371-0.0175473j -0.0113341+0.0189729j 0.0036634-0.0116654j 0.0171835-0.015857j 0.0052628-0.0140956j -0.00110664-0.00602869j 0.00946377-0.00155423j -0.00280145+0.00972978j 0.00473293-0.00724442j -0.00515335-0.00149198j 0.00131548+0.0012365j -0.0031071+0.00254293j -0.00144052+0.00949158j -0.00461022+0.00373661j -0.00418648+0.00226288j 0.00241727-0.00167356j -0.00403399-0.00170884j -0.0041529+0.000342589j 0.00110222+0.0015787j -0.000975282+0.00213417j 4.90952e-05-4.48403e-05j 0.00150645-0.00174243j 
0.00247296+0.0125202j 0.0175236-0.00808452j -0.0109582+0.0136511j 0.023924-0.0157367j -0.00285544+0.0100215j 0.00497273+0.027867j -0.021314-0.0228793j 0.0114067+0.00184117j 0.0193978-0.0283293j -0.020371-0.00575773j -0.0109998-0.0240528j 0.00378789+0.0302754j -0.00208293+0.00941044j -0.00786854-0.0096805j 0.0123356-0.0295305j -0.00260054+0.0258519j 0.00384015+0.0289257j 0.00357701-0.0159227j -0.00650804+0.00121585j -0.00812898-0.00320944j 0.00245909+0.020362j -0.00664169-0.0103797j 0.0100754+0.00630657j -0.00196127-0.00608665j -0.00215552+0.00485586j 0.00798073+0.00763937j 0.0012242+9.61334e-05j -0.00475909-0.00231627j 0.00116136-0.00150153j 0.00763174-0.0109744j -0.0105687+0.00140298j 0.00695626-0.00421669j -0.0070216+0.00698458j -0.0167734-0.000523451j -0.00339903-0.00155674j 0.0122097+0.000615319j 0.0170026+0.00335632j -0.0102912-0.0184551j 0.0119489+0.00302627j 0.0112614+0.00702554j 0.00186836-0.00130134j 0.00966021-0.0031605j 0.0163523-3.3052e-05j -0.0278741+0.0232157j -0.00885571+0.00317959j 0.00677855+0.0120516j 0.00674558-0.00398845j 0.00682489+0.00563679j 0.0124866-0.00812593j -0.0106981-0.00235214j 0.00390255-0.00553994j -0.000875538+0.01398j 0.00654781-0.00267764j 0.00167199-0.00403916j -0.00414149+0.00841304j -0.00360404+0.00459661j -0.00456507+0.00198601j 0.00504266+0.000562814j -0.0116816+0.00697011j -0.00110745-0.00211209j -0.00263644+0.00299033j 0.00267883-0.00201238j -0.00394776+0.00122175j 0.0008664-0.00058453j 0.00291288-0.000102838j 0.00227756+0.00130102j 0.00230715+0.000324701j -0.00370971+0.000234176j -0.00130092-0.00444038j 
-0.000213417+0.00377114j 0.00941719-0.014354j -0.00975147+0.021501j 0.0149167-0.0223205j 0.0102925+0.00969331j 0.00287289-0.0213021j 0.0249516+0.0342119j -0.00382499+0.00330522j 0.025777+0.000148354j 0.00166582-0.000589753j -0.0213339-0.0161117j -0.0117415-0.00805528j -0.00566669-0.00428804j -0.0254975-0.0187579j -0.000288807+8.18986e-06j 0.018991+0.0150804j 0.0185995-0.00513879j 0.00430999+0.00649343j 0.00103651+0.00291046j -0.00889844-0.00543799j 0.0061666-0.00468204j -0.0136362-0.00555922j 0.0184159+0.00704837j -0.00809271+0.00235727j -0.00143152-0.00271601j 0.0154235+0.00301758j 0.00303105+0.00173014j -0.00904944+0.00020549j 0.0016051-0.000139041j 0.00145366-0.00813126j -0.000927162+0.00871828j 0.00490873-0.0047331j -0.00237823+0.00906869j -0.00401752+0.000369454j -0.00208397-0.00385847j 0.0123441-0.00218084j 0.010572-0.00199359j -0.00532309+0.00142245j 0.00100521-0.00276313j 0.00513213-0.00605075j 0.00765159-0.0104893j -0.000822312+0.00967611j 0.000234148-0.00137036j 0.00431548-0.000520835j -0.00632928+0.00802048j -0.0021979+0.00407989j 0.00340859+0.00461838j -0.00726159+0.0157381j 0.00578533-0.00757139j -0.00908204+0.00908045j -0.00943662+0.00752043j -0.000264499+0.00820401j -0.00647221+0.00403736j -0.0108631-0.00505432j -0.000389983-0.00855721j -0.00216568+0.00581008j 0.00397919+0.000727653j 0.00209957-0.000205331j -0.00118369-0.00601293j -0.00341885-0.00598021j 0.00268463+0.0011341j 0.00212915+0.000629858j -0.0034594+0.00192433j 0.00489945+0.0033545j 0.00451661-0.000642053j 0.00251514-0.000990621j 8.28613e-05-0.000682658j -0.00309167+0.00269249j -0.00174469-0.000780119j 
-0.00180544-0.00137065j 0.00113316+0.00217148j 0.00164047+0.0041761j -0.000827955+0.00267563j -0.00490709+0.00433011j -0.0279148-0.0275286j -0.024587-0.0158511j 0.00616809-0.0379022j -0.00888916-0.0095654j -0.0250274-0.00665637j -0.00648436-0.0077656j 0.0168129-0.0191356j -0.0255056-0.0249741j -0.00486773-0.00426165j 0.00178566+0.000492615j 0.00715562+0.0127472j -0.0426961-0.00614433j -0.00127744-7.2213e-05j 0.0170803+0.00780027j -0.00654836-0.00573069j -0.0270626-0.00466829j 0.0162156+0.00324642j -0.0200505-0.0074522j 0.0253446+0.00929832j -0.00441368-0.00583227j -0.0170128-0.00320208j 0.0016514-0.000704507j 0.00650145+0.00307386j -0.00123152+0.000414122j 0.00223656-0.000260289j 0.00137214-0.00225243j -0.00279741-0.00328774j 0.00244551-0.00183582j -0.00109367+0.00131277j 0.0110415+0.00593355j -0.00589374-0.00595494j 0.0102545+0.00428375j 0.00120435+0.0140229j -0.00268495-0.011023j -0.0035803-0.0135099j 0.00313008+0.00962289j 0.0238102+0.0204973j 0.0114792-0.00773005j -0.00782493+0.0115189j -0.00205363+0.00304298j 0.0127921+0.00946695j 0.000171432+0.0132462j 0.0109981+0.00804862j -0.0024907-0.00362158j 0.000861186-0.00283206j 0.00291553+0.00514762j -0.00125916+0.00607282j 0.0127205-0.00144156j 0.00605892+0.00672206j 0.00193531-0.00799614j 0.00720253+0.000245528j 0.00104706-0.00153467j -0.00441389-0.000951547j 0.00838002+0.000430589j -0.00187786+0.00161103j -0.0101381-0.00501119j 0.00417378+0.00201725j 0.00808896-0.000441903j -0.00431723-0.00229991j -0.00666212-0.001219j -0.00341133+8.36596e-05j 0.000713456+0.00251345j 0.0034495-0.000441218j 0.000976585-2.56935e-05j 
0.00502557-0.00516026j -0.0142313+0.00576841j 0.00541987-0.0114033j -0.0151034+0.0235501j 0.0130581+0.00608556j 0.0226527+0.0346182j -0.0126064-0.00170056j 0.0155411+0.00626704j -0.0269097+0.00020242j 0.010229+0.0160749j -0.00342782+0.00378264j 0.00124645+0.0263812j 0.0151811-0.00509108j 0.00533778+0.00146234j 0.0361125-0.0114064j -0.0294814-0.00254588j -0.00177631-0.0139003j 0.0249884-0.00205738j -0.0102362-0.00085754j 0.000251013+0.00147369j -0.00103634-0.00415917j -0.0031121+0.00566949j 0.0130873-0.00260512j -0.00563923+0.00558527j -0.0110177+0.00259783j -0.0127928-0.0131383j 0.00547913+0.00225589j 0.00642311+0.000393895j -7.6359e-05-0.000242753j -0.0129389+0.00477182j -0.000669644-0.00566156j -0.00383231+0.00505547j 0.00344398-0.0108954j 0.0148022-0.00235105j -0.00843488-0.00560431j -0.0131433-0.0193291j -0.00929777+0.00103619j 0.0145148-0.00134415j -0.00264525-0.00864953j -0.0130135-0.00048358j 0.0048017-0.00778424j -0.0157217+0.00605516j -0.00487263+0.0142239j -0.0259447+0.0105654j -0.00672053+0.0040557j -0.0094429+0.0121782j 0.000139974-0.00395771j -0.0100701+0.0116448j 0.000426111-0.00196921j -0.00330802+0.0124736j 0.00241736+0.000672556j -0.00589533+0.00416727j 0.00885663+0.00699982j 0.00151614+0.00208466j -0.00148239+0.00986265j -0.00836644+0.00374099j -0.00148221-0.00162437j 0.00159629-0.00201284j -0.0124761+0.00107274j -0.000334942+0.000966833j 0.00227537-0.00280412j -0.00245933-0.0053819j -0.00964992+0.00208212j 0.00506974-0.00253584j 0.00110387-0.00450899j -0.00609835+0.00113454j 0.00263931-0.00330081j 0.0010117+0.00144862j 0.0012996+0.00023955j 
-0.000745667-0.00444459j -0.00381935+0.000971529j 0.00451077-0.00951187j -0.00205805+0.00913754j 0.0165351+0.0117996j -0.0113109-0.0706324j 0.010565-0.00116078j -0.0153571+0.00762152j -0.00278363-0.0285616j -0.00703325-0.0214062j 0.0253737+0.0112652j -0.0177805+0.000477912j 0.0218473+0.0100277j 0.0240526+0.00669664j -0.00221381-0.0161614j -0.017532+0.012784j 0.0116419-0.00364389j 0.00471512-0.0182541j -0.00391282+0.00579462j 0.0263862+9.15543e-05j -0.00569863+0.0022687j 0.0111698-0.00168781j -0.00421769-0.0109782j -0.00593435+0.00234002j 0.00424839+0.00616472j -0.0115283+0.00105534j -0.00378127-0.00681465j 0.00732971+0.00192301j 0.00295961+0.00344088j 0.00130377+0.00785327j 0.00586556+0.00674839j -0.00216948+0.00177297j 0.000342621-0.00404668j 0.00748458+0.00990283j 0.0169361+0.0154704j -0.000316375+0.0120331j 0.00112205-0.00957986j -0.00106761+0.00563593j 0.00154627+0.00163628j 0.00338613-0.000258291j 0.00358006+0.00960912j -0.0148988+0.0176575j 0.0011767-0.0140865j -0.0123597+0.0230082j 0.00247409+0.00807563j -0.00741484+0.00719336j -0.00504245+0.00343736j -0.0214035+0.00133288j 0.0134311-0.00267303j 0.00339557-0.00438767j -0.0197142-0.00184216j -0.00824477+0.0016907j -0.000778242-0.005126j -0.0117174+0.00444512j 0.014385-0.00321571j -0.0109951-0.00185461j 0.00534438-0.00361568j -0.00655645+0.00220307j -0.00751605+0.0058457j 0.0101841+0.00269109j 0.00648015-0.00290015j -0.00430362+0.0043207j -0.00285699+0.000963993j 0.00388823-0.0035181j -0.00434534+0.000185552j 0.000654424+0.00068908j -0.000578108+0.00431845j 0.00321988-0.00327277j 0.00544271-0.000830328j 
-0.000882943-0.00296893j -0.00248373+0.00435531j -0.00576579-0.0309081j -0.00642006+0.0128816j 0.000935081+0.02161j -0.00351108+0.00962379j -0.00214018-0.0151989j -0.0107434+0.000235317j -0.0045991-0.00422394j 0.00448112-0.0081562j -0.00213073-0.00453466j -0.00384864+0.00384357j -0.0032576+0.00197224j -0.00291844-0.00122518j -0.00720925+0.00180048j 0.00819406-0.000776739j 0.00509154+0.00628709j -0.00226752+0.00183703j 0.00233122-0.00170914j -0.00286473+0.00106901j 0.00365193+0.00196854j -0.00287837-0.00227212j 0.00264867+0.00548914j -3.80621e-05-0.00316566j -0.0026452-0.00130852j 0.00431306+0.00292299j 0.00140329+0.00393023j -0.00152423-0.00439248j -0.00100694-0.00100924j 0.000240546+0.00419841j -0.000366838-0.00280836j 0.000613041+0.00556455j -0.00167428-0.0025124j -0.00382345-0.00282102j -0.00711982+0.0151299j -0.00447363-0.00580327j -0.00706025+0.00756388j -2.92331e-06+0.00486846j -0.00178943-0.00863853j 0.00352804-0.00928815j -0.00435005-0.00375697j -0.0105784+0.0080969j 0.00427002-0.0123599j 0.00739076-0.000190201j -0.00272808+0.0106925j -0.00142479+0.0018267j -0.00714514-0.00215239j 0.00391442-0.00296197j -0.00683642+0.00199451j 0.00218296+0.00305898j 0.00183108-0.00179579j 0.00245915-0.000745482j 0.00331117-0.0022423j 0.00140338+0.00118099j -0.00401532+0.00546307j 0.000796243+0.00161246j 0.000420547-0.00150624j -0.000381503+0.00118178j 0.00172767+0.00198569j -0.00389711+0.00150564j -0.00154781+2.75158e-05j 0.00233377-0.0054268j 0.000420489-0.000791511j 0.0012096-0.00166703j 0.00212325+0.000689452j 0.00121786+0.000178864j 0.000536607-0.00236286j -0.000960092-0.000778785j -0.000880538-0.000673017j 
0.000391798-0.00103814j -0.00402245-0.00457015j 0.00836318+0.00394984j 0.00963974+0.000177646j 0.0336591+0.0299251j 0.0109827-0.0248567j 0.0404902+0.046565j 0.0246366-0.0142467j 0.0121296+0.00591041j -0.013006+0.0223508j 0.00460013+0.0214024j 0.0105245-0.0260792j 0.00853629+0.0069407j 0.00108552-0.000568238j 0.0107903+0.00903714j -0.0114376-0.00585047j -0.0194078-0.0090463j 0.00565192+0.00666609j -0.0097367-0.00392556j 0.00376356-0.00104669j -0.00968591-0.00848194j 0.00449214+0.00247482j -0.00337427-0.00383252j 0.000301122+0.00343511j 0.00101513-0.000908434j -0.0101181-0.00666628j -0.000299596-0.00367476j 0.0052554+0.00635294j -0.000229+0.00132437j -0.00395312-0.00231992j 0.00354627+0.00550192j -0.00240842-0.00324621j -0.00446841-0.000823718j 0.011306+0.00376604j 0.00135755-0.00374742j 0.00993485+0.0134038j -0.0102021+0.00142991j 0.0179125-0.00762284j -0.0059224+0.00486177j -0.00395485+0.00688315j 0.0182752+0.0114487j 0.0277923-0.00397933j -0.00443719+0.00881701j -0.003702-0.0098772j -3.19309e-06-0.0139976j 0.0161851+0.00222895j 0.0218959+0.00420551j 0.00708951+9.45363e-06j -0.00133834+0.00499633j 0.0030671-0.0126537j 0.00937144+0.00178824j -0.000209596-0.00180342j -0.00041813+0.00325904j 0.00576745+0.00120815j 0.000860641-0.0014883j 0.00266269-0.00151323j -0.0047206+0.000737042j 0.00117532-0.000782371j -0.0045427+0.00206391j 0.00342794+0.000816036j 0.000281548+1.09332e-05j -0.00343123+0.00350336j 0.000429387-0.000163764j -0.002596-0.0015707j -0.00428397-0.000207163j -0.00246873-6.46594e-05j -0.000500708+0.000313585j 0.00350027+0.000152592j 0.000772698+0.00284225j 
-0.00161565+0.0129017j 0.00850218-0.00220212j 0.0057351+0.0219718j 0.00909546-0.0102739j -0.0289295-0.0336504j 0.0106178+0.0334053j -0.0155562+0.00145367j 0.00711495+0.00676794j 0.0182375+0.016715j -0.0133749+0.0235226j 0.0418898+0.0039621j 0.0117936+0.0155696j 0.0189801-0.0251394j 0.0364662+0.0035365j -0.0105767+0.0084395j -0.0221199-0.0103379j 0.000766465-0.0231337j -0.0165074-0.0094189j -0.00196064-0.000615322j 0.0264928-0.00431454j 0.00297073-9.19511e-05j 0.0147449+0.00272709j -0.0157678-0.011414j -0.00790238+0.00102783j 0.0154105+0.00755803j -0.00304173-0.00236196j -0.00905404-0.00632234j 0.00261219+0.00548985j 0.00131609-0.00178735j 0.00862393-0.00808868j -0.00356933-0.00276827j 0.00207928-0.00873664j -0.00341246+0.00738165j -0.00838333-0.0152546j -0.00641171+0.000168029j 0.00292485-0.00633072j 0.002394+0.0131088j -0.00104611-0.0119897j -0.00217849-0.00760932j 0.0190363-0.0101714j 0.00193977-0.00871492j -0.0102911+0.0209662j 0.00825257+0.0209093j 0.00424476-0.0132721j -0.0107456+0.00637698j -0.00541497+0.00488891j 0.0064402-0.00365169j -0.0122322+0.0167373j 0.00856491+0.0147389j 0.00552145-0.00610202j -0.00345886+3.9524e-05j -0.0125056+0.000933504j -0.0145983+0.00479558j -0.00354932-0.00454966j 0.0162198-0.00961792j -0.00678386+0.00225988j 7.83753e-05-0.00480539j 0.000418812+0.00583364j 0.00125328-0.0028974j 0.0176168-0.00273333j 0.00908336+0.000493091j -0.00643898+0.00538381j 0.00283828+0.00527539j -0.00352767-0.00292149j -0.00401651+0.00100431j 0.00265504-0.00310901j -0.00214011-0.000998816j 0.00136408+0.00148433j 0.00283865-0.000768693j 
0.00470847-0.00982164j -0.00592832-0.00666748j -0.00515668-0.0173605j -0.0174607+0.00226303j 0.0052734-0.00240146j 0.0200177-0.000814014j -0.0143218-0.0334463j -0.00701935-0.00735845j 0.0245053-0.0213708j -0.0391334+0.00237926j -0.0239091+0.0314772j 0.00276342+0.0121104j 0.00530058-0.00327756j -0.0143655+0.0267831j -0.0105934+0.0030146j 0.0202982-0.0151339j 0.0315506-0.00717574j 0.00539005-0.0157369j 0.00702758+0.00498599j 0.0102857+0.0079442j 0.000563603+0.00516629j -0.00526923+0.00513063j 0.0185932-0.00772347j -0.00525857-0.00305818j -0.00594989+0.00957537j 0.008837+0.00194052j 0.00469304-0.00474009j -0.00590376-0.00131512j 0.00292036+0.00213986j -0.00453247+0.0083864j -0.00118841+0.00529431j -0.000642558+0.00645355j 0.00755823+0.00120119j -0.00158594+0.00259332j 0.00145321+0.00912596j -0.00416737-0.00872985j 0.00666363-0.00039394j 0.000567616+0.00503011j -0.0141444-0.00583633j -0.00667517+0.01364j 0.0298546-0.00763883j 0.0124281-0.00383864j -0.0050998+0.000447338j 0.0131353-0.000242351j -0.00503437+0.00564959j 0.0186017-0.0104062j 0.0165154-0.0112384j 0.00554715+0.00108226j -0.00776493+0.020883j -0.00811136+0.00726258j 0.000910035-0.00520594j 0.0141746-0.0159535j -0.00218786+0.00216243j -0.00823065-0.00439397j -0.00271791+0.0112711j 0.00554245-7.03794e-05j 0.00775345-0.00181503j -0.00331586-0.00156951j -7.58784e-05-0.000763765j -0.00633739+0.00740537j 0.00860153+0.00103415j 0.000252567-0.00685754j -0.00422773+0.00012942j 0.00491327+0.000293105j 0.00400039-0.00287389j 0.00111978+0.00254713j 0.00318545-0.00401522j -0.00489351+0.00118182j 0.000733834+0.000244882j 
0.00158687-0.0208347j -0.0195589+0.0197874j 0.011954-0.0237838j -0.0133415-0.00412555j 0.0262588+0.0360013j 0.0179276+0.00421704j 0.00811108-0.0239771j 0.00290834-0.0122371j -0.0059294-0.00049504j -0.00545815-0.0410112j 0.0115788-0.0156593j 0.0162588+0.00784696j 0.00923688-0.00726488j 0.00705277-0.0146234j -0.0191987+0.00314046j 0.00703118+0.0129539j 0.0130365+0.00784895j -0.0230652-0.000468086j -0.00605589+0.00610539j 0.00238922-0.000821155j 0.0205057-0.00249133j -0.00369054-0.00327097j -0.00410527+0.00796589j -0.0107846+0.00113679j 0.0174278-0.00106658j 0.00711119+0.0113624j -0.0065559+0.00364142j -0.00161289-0.00967989j -0.00300374-0.0013236j -0.0134372+0.0122929j 0.00335122-0.00971587j 0.00486792+0.0096923j 0.0121256-0.00156382j 0.00313026+0.00924441j -0.00629438+3.34091e-05j -0.0017039-0.0146779j 0.0101805-0.00656233j 0.0065595-0.000260019j 0.004824-0.0269927j -0.000302886-0.0141966j -0.00429726+0.0240602j 0.0038611+0.0218108j -0.00997658+0.0161673j 0.0144356+0.0132413j 0.00978741-0.00599909j -0.0122663+0.0168518j -0.00460606+0.0170598j -0.0070082+0.00892066j -0.00545086+0.00609544j 0.00168878-0.00468322j 0.00127705-0.00284228j -0.00745946+0.00880122j -0.00587059-0.00138935j 0.00662717-0.00742748j -0.000382367-0.00559005j -0.0011509+0.00503646j -0.00500357+0.00388226j 0.00665874-0.00104681j 0.00275425-0.00194003j 0.000291473-0.00300402j -0.00309729+0.00555077j -0.00657634+0.00359413j 0.00170833-0.00174579j -0.00182271+0.00334349j 0.00422698+0.00146078j 0.00236354+0.00314862j -0.00797591+0.0013683j -0.000484433-0.000466069j -0.00332827+0.000667736j 
0.00813038-0.0107506j -0.00144142-0.0124842j 0.0153807+0.0397999j 2.57928e-05-0.0187633j 0.00183298-0.0602259j -0.0208202-0.00614977j -0.00129724+0.0132392j -0.000596114+0.0129819j -0.00507882+0.037434j -0.0156305-0.0184385j -0.034212-0.00792573j -0.0157687-0.00593847j -0.00449246+0.00784381j -0.0241819+0.00180786j 0.0138652-0.004315j 0.0101176+0.000992839j 0.0059852+0.00646803j 0.0208721+0.008446j 0.00224582+0.000894297j -0.013227+0.0101397j -0.00985689-0.00773679j -0.00729646+0.00514118j 0.0136068+0.00299037j 0.00744555+0.00181452j -0.0162833-0.00706282j -0.00182514-0.00312468j 0.00965507-0.000802216j -0.00356121+0.00393361j 5.22683e-05+0.00505906j -0.00544581+0.00207102j -0.00495918+0.00771598j -0.00494636-0.0127222j 0.0122232+0.00823448j -0.00639426-0.015654j 0.00829009+0.00907798j -0.00577587+0.00940856j 0.00515925+0.0144151j -0.00948048-0.0161351j -0.00175353-0.00670904j -0.0213718+0.00854627j -0.0106912+0.0192482j -0.00931577+0.0165757j -0.00266175+0.00691083j -0.016892-0.00803584j 0.00669038-0.00791614j -0.00192713+0.0187282j -0.00792169+0.00687864j -0.00849474+0.0140452j -0.00766653+0.0126753j -0.00129558-0.0120383j -0.00355246+0.00277623j 0.0111792+0.00636807j 0.00383876+0.0047025j -0.00335409-0.00312272j -0.00368813+0.00643865j -0.00351455+0.00779428j 0.003348+0.00381698j 1.94448e-05-0.00666951j -0.00166623+0.00378032j -0.0106346+0.00225j -0.00279025+0.0033521j 0.00297394-0.0015804j -0.00242753-0.00131381j 0.00646824-0.00190849j 0.000471003-0.0011514j -0.00523112-0.000215101j 0.00589401-0.00146399j -0.000933037+0.00123866j -0.00262979+0.00233343j 
