1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
3.94485e-15-0.0069338j 8.36163e-16+0.0011241j 1.17898e-17+0.00137032j -3.1191e-17-0.00204149j -1.10745e-17-0.00086959j 8.77434e-17-0.00396927j 2.17647e-17+0.00464926j -4.65065e-17-0.0013274j -7.48173e-17+0.00301639j 1.07885e-16-0.00216305j 5.63317e-17+0.00242846j -5.95657e-17+0.000999919j 2.55371e-17+0.00081047j -4.93004e-18-0.00343571j 6.51836e-17-0.00196907j -4.77159e-16-0.00363254j -2.54307e-16+8.77329e-05j 5.00133e-16+0.00109986j 3.34252e-16+0.000754951j 3.03291e-16+0.00309378j 2.03436e-16-0.00507398j 4.14281e-16-0.00574015j -3.37873e-16-0.00275703j 1.0014e-15-0.00426449j 2.54828e-16+5.57132e-05j 4.36974e-16-0.00253933j 1.19663e-16-0.000598091j 6.99448e-17+0.00120155j -1.39323e-15-0.00236581j -2.50266e-16+0.00119485j -9.8566e-18+0.000450022j 1.15482e-16+0.00168162j 5.35003e-17+0.000160595j 1.84693e-16-0.000162932j -3.9455e-16-0.00612881j -6.09039e-16+0.00115761j -6.92363e-16+0.00351702j -3.14556e-15+0.00139614j -2.8262e-15+0.00277888j -2.25408e-15+0.00423722j -3.61314e-16-0.000455578j 1.63894e-15-0.000671077j 1.5411e-17-0.00390578j 1.51555e-17+0.0016917j 7.31231e-17+0.000566708j 4.36159e-17-0.00142287j 7.08987e-17+0.00198301j 2.29463e-17+0.00290041j 1.67211e-17-0.00354346j 4.22988e-17-0.00253711j 7.67523e-17+0.00311531j 2.15671e-18-0.00063985j 3.82671e-17+0.00356983j 1.58856e-18-0.000632666j 9.93221e-17-0.00351766j -5.20762e-16-0.00560036j 
-3.61918e-17-0.000412203j -1.77166e-16+0.00165051j 1.63009e-17+0.000182237j -4.23385e-16+0.00314491j -3.78936e-17+7.19946e-05j 3.08386e-17-0.000792732j 1.57494e-16-0.000671286j -3.65249e-16+0.00292407j 1.43973e-16-0.00121175j -2.10127e-17-0.000132805j 1.1833e-16-0.000619498j 7.57735e-17-0.000511073j 8.8225e-17-0.000590641j -1.04127e-16+0.00103323j 1.2535e-16+0.000858415j -6.89726e-16-0.00126913j -6.09984e-16-0.00432847j 2.75352e-16+0.000778507j 7.20391e-17-0.000758278j 1.06362e-16-0.000832659j -8.01076e-17+0.00129736j 1.02701e-16-0.00236377j -2.46569e-16+0.00241026j -3.58528e-16+0.0018173j 3.41443e-16-0.0021063j -3.72051e-16+0.000936458j -3.88805e-16+0.00013162j 1.48762e-16-0.001317j 8.16314e-16+0.00239173j 3.71429e-16-0.00253144j -4.27134e-16-0.00235379j -2.96792e-16+0.000109375j 9.44577e-17-0.00192404j -1.39216e-16+0.000990822j 1.63921e-16-0.000953028j -1.02633e-15+0.00358373j 4.06056e-16-0.00104978j 2.67905e-16+0.00040866j 4.30062e-16-0.000743972j 3.34443e-16-0.000235569j -1.23857e-16-0.00229786j 3.42728e-15-0.00146863j -2.3457e-16+0.00146605j 1.39843e-16-0.00118877j 3.60476e-17-0.00069008j 7.40927e-17-0.000758387j 2.644e-17+0.000184504j 1.58146e-16-0.00105978j -3.25151e-16+0.0018788j 1.07153e-16-0.00118128j -6.05837e-17+0.00155567j -1.54925e-16+0.00140648j 3.62358e-16-0.00236831j 1.02723e-16-0.00100685j -1.1457e-16+0.000758143j -9.29851e-17-0.00158636j 
3.1588e-16-0.000834121j 1.70532e-16+0.00177401j -2.07268e-17+0.000200697j 2.56123e-16+0.0031179j 5.50517e-17+0.000130879j 3.20864e-17-0.000970845j -9.19098e-17-0.000383764j 2.37599e-16+0.00291223j -6.60235e-17-0.000825263j 3.38233e-18-0.000304304j -6.4277e-17-0.000480611j -6.13405e-18-0.000365195j -7.67449e-17-0.000608707j 7.49598e-17+0.000617264j 3.85798e-16+0.000848134j -7.28462e-16-0.00131515j -1.38159e-15-0.00429305j 5.11565e-16+0.000919505j -8.28156e-17-0.000772554j -8.51371e-18-0.000458161j 3.90443e-16+0.0011435j -1.13257e-16-0.00263491j 2.5247e-16+0.00223253j 1.43937e-16+0.0015756j 3.37815e-17-0.00197645j -4.48067e-17+0.000944782j -2.38453e-16+0.000306713j -1.33592e-16-0.00125917j 1.34274e-15+0.00234907j -6.03027e-17-0.00233645j -8.64812e-16-0.00227849j -4.14538e-16+3.49168e-05j -3.25737e-16-0.00204006j 1.11896e-16+0.0011028j 2.03147e-16-0.00122248j -4.12842e-16+0.00368599j 1.4319e-16-0.000699219j 1.04283e-16+0.000431452j 7.30502e-17-0.000562671j 4.02522e-17-0.000211925j -5.26578e-16-0.00235926j 3.03399e-15-0.00141238j 5.43741e-17+0.00104575j -1.18344e-16-0.00107268j -7.83095e-17-0.000612852j -5.693e-17-0.00091178j 1.37708e-17+0.000309174j -1.51467e-17-0.000686591j 1.83065e-16+0.00179224j -7.41463e-17-0.00141228j 1.27576e-16+0.0017207j 1.00018e-16+0.00132851j -2.36307e-16-0.00228496j -5.0547e-17-0.00102038j 1.53758e-16+0.000590304j -2.90097e-16-0.0019777j 
-1.04699e-15+0.0018054j -2.49681e-16-0.000272526j 1.28582e-17-0.000683961j -6.57324e-17+0.000494194j -2.74147e-17+0.000743933j -5.13385e-17+0.00142377j 1.93197e-17-0.00104219j -5.75814e-17+0.000213174j -2.28397e-18+0.000403264j -1.52522e-17+0.000372458j 3.79837e-18-0.000557104j 7.12085e-18+0.000235794j 1.18277e-17-0.000435884j 5.27046e-18-0.000289416j -1.54696e-16+0.000887936j 3.58866e-16+0.00194835j 4.02459e-16+0.000790187j 6.80982e-17-4.08735e-05j 2.09229e-17-0.000361669j -3.52117e-17+0.000245197j -1.46551e-16+0.00181788j -1.39922e-16+0.00218171j 6.10514e-17+0.000272918j -3.78634e-16+0.000876258j -7.86097e-17+0.000917891j -2.52453e-16+0.001275j -5.02505e-17+0.001145j -7.34501e-18-0.000172007j 3.77571e-16+0.000711511j 1.53999e-16+0.000677356j 4.95667e-17+0.00048009j 2.52698e-17-0.00128781j 4.89653e-17-0.00034725j -1.23174e-16+0.000473086j 1.08173e-16+0.0021833j 2.48499e-16-0.000690965j 1.38626e-16-6.61492e-05j 8.71801e-16-0.000712124j 7.91047e-16-0.000524699j 1.19443e-15-0.00215209j 4.00482e-16+0.000307268j -2.32223e-15+0.000861101j 1.68166e-17-0.000121594j 1.6236e-17-0.000178435j 8.96168e-20+0.000169265j 4.41657e-18+0.000153761j -3.32476e-18-0.000507385j -1.9493e-17+0.000379012j -7.20687e-17+0.00121971j 1.32703e-17+0.000451855j -4.25925e-17-0.00114036j -2.03592e-17-0.00024364j 6.46108e-17-0.00117395j 9.08157e-18+0.000434073j -5.62119e-17+0.000988471j 1.4305e-16+0.00140892j 
4.32271e-17+0.000179238j 8.02177e-17-0.000785853j -5.04638e-17+0.000252832j 1.90911e-16-0.00142722j 8.40762e-17-0.000565083j 5.68865e-17-3.83289e-05j -6.28306e-17+0.000147875j 1.58935e-16-0.0012259j 7.75669e-17-0.000648861j -1.75925e-17+0.000253253j -4.95417e-17+0.000215258j 2.40465e-17-0.000268841j -6.11853e-17+0.000506305j -7.40445e-17+0.000726313j 8.71673e-17-0.000786869j 1.78877e-16-0.00044339j 1.03285e-16+0.00117941j -3.28919e-16-0.000611372j -1.36371e-16+0.00052292j 9.36118e-18-0.000683674j 1.31352e-16-0.00112089j 8.47633e-17+0.000384736j 4.62707e-17-0.000669537j 2.21454e-16-0.000612549j -2.56141e-17+2.41521e-05j 3.35012e-16-0.00106853j 2.70071e-16-0.00107552j -3.61671e-17+0.000470057j -4.51108e-16-0.0012138j -1.27834e-16+0.000166378j 2.52078e-16+0.000483164j 1.81949e-17+0.000822732j -8.45343e-17+0.00120748j 1.49975e-16-0.000901965j -2.54356e-17-0.000169686j 2.70648e-16-0.00126476j -5.33463e-17-0.000375971j -2.17777e-16+0.00016959j -2.24436e-16+0.000147095j -8.47553e-16+0.00119132j -1.88408e-16+0.000874079j 4.36607e-16-2.15536e-05j -3.83694e-17+0.000477761j -3.4946e-17+0.000287193j 4.82884e-18-2.72774e-06j -5.06772e-17+0.000571962j -2.8326e-17-9.1388e-05j 5.48218e-17-0.000663935j 1.91998e-16-0.00118392j -6.57619e-17+0.000758385j -5.53287e-18-0.00038038j 2.69775e-17-0.000234722j -2.00508e-16+0.00135761j -1.4232e-17+0.000191009j 6.62152e-17-0.000432997j 6.03065e-17+0.000777882j 
1.33744e-15-0.0024133j 2.91905e-16+0.000765425j -1.31125e-17+3.93853e-05j 1.28071e-17-4.96981e-05j 2.19374e-17+0.000451302j 3.6811e-17-0.000954885j 1.93098e-18+0.00164771j -7.32416e-18+7.76716e-06j 7.19586e-18+0.00241577j 4.24689e-17-0.00102172j 1.28398e-17+0.000784051j 4.79457e-19+0.000920367j -2.0065e-17-0.000173285j -5.63352e-17-0.0025887j -2.22331e-17+5.47967e-05j 9.90332e-17-8.60676e-05j 7.38038e-17+0.00022616j 5.73197e-16+0.000883403j 2.02609e-16-0.000144554j 2.24523e-16+0.00233076j 1.18705e-16-0.000719026j 1.11981e-16-0.00147438j -7.32814e-17-0.00102243j 2.27542e-16-0.00136087j 1.1939e-16+0.000868411j 3.24051e-17+0.000215895j 6.22473e-17+0.00121797j -9.57378e-18+0.000312832j -7.68489e-17-0.000136205j 6.54781e-17+0.00123601j -1.14385e-16+0.000475718j -6.2296e-17-0.00060659j -3.45644e-17-0.000795427j 4.28793e-17+0.000766745j -1.04038e-17-0.00143643j -1.3255e-16+0.000623329j -2.06383e-16+0.00214261j -9.52722e-16+6.73693e-05j -8.30405e-16+0.00104797j -1.73445e-17-0.000104971j 1.63152e-16-0.000389489j -1.36891e-15+0.000418551j -1.59531e-17-0.00258787j 4.53534e-19+0.000675307j 4.68056e-17+0.000484218j -5.58602e-18-0.000946809j 4.1415e-17+0.000717299j 5.91113e-17+0.00233361j 3.49943e-17-0.000359679j -4.30871e-19-0.00140131j 5.71353e-18+0.00092115j -1.30789e-17-0.000483497j -2.40802e-17+0.000335532j 1.13691e-17-5.35271e-05j 6.22616e-17-0.000911159j -2.28832e-16-0.00229217j 
3.70079e-17+2.14628e-05j 4.54513e-17-5.96287e-05j -6.03108e-17+3.03863e-05j 1.09459e-16-0.000100304j 9.63927e-17-6.17018e-05j 7.30499e-17-1.41896e-05j -2.99345e-17-1.77744e-06j 8.11813e-17-8.25093e-05j 1.39029e-16-0.000100329j -2.01077e-17+2.90248e-05j -2.63e-17+9.68694e-06j 5.91096e-17-4.1419e-05j -6.18935e-17+4.53474e-05j -1.39021e-16+0.000106302j 1.07439e-16-7.06891e-05j 1.52424e-16-6.95771e-05j 5.00317e-18+5.23989e-05j 1.85631e-17-5.61864e-05j -6.62042e-17+4.4152e-05j 1.1887e-16-9.72503e-05j 1.61226e-16-9.63931e-05j 9.18195e-17+6.56465e-06j 1.90019e-17-2.71692e-05j 6.1724e-17-2.99242e-05j 8.75824e-17-3.69466e-05j 1.68553e-16-0.000100476j 1.8283e-16-0.000118889j -2.47319e-17+2.70692e-05j 6.34753e-17-8.98208e-05j 6.59452e-17-3.02492e-05j 4.39501e-17+1.00167e-05j -1.42951e-16+9.33324e-05j -1.09073e-16+0.000100719j 1.08784e-16-8.35768e-05j 1.07972e-16-2.93604e-05j 4.33126e-17-7.7691e-05j 7.87982e-17-6.69342e-05j -6.77538e-17+2.51597e-05j -2.35744e-17-8.42345e-07j -2.84539e-16+0.000125432j -5.46185e-17+5.66164e-05j 1.81392e-16-2.92136e-05j -1.15179e-16+8.68195e-05j -6.03528e-18+8.08959e-06j 2.66297e-17-1.40141e-05j -4.85259e-17+5.25026e-05j -1.0413e-17-9.44181e-06j 1.3326e-16-9.90337e-05j 1.38327e-16-9.45712e-05j -5.21747e-17+6.71416e-05j -3.14674e-17-1.79146e-05j -1.93551e-17+6.19212e-07j -1.44312e-16+0.000105053j 1.82839e-17+3.56041e-06j 6.22952e-17-3.04121e-05j -5.89877e-18+6.56518e-05j 
1.39657e-15-0.00254046j 2.6989e-16+0.000623244j 3.03011e-17+0.000627506j -8.25578e-17-0.000285082j -4.48447e-17-0.000478008j 9.14587e-18-0.00166409j 2.98523e-17+0.00151542j -6.88993e-17-2.73152e-05j -7.35601e-17+0.000508175j 4.13339e-17-0.000728061j 3.882e-17+0.00075884j -3.97234e-17+0.000118566j 4.25562e-17+0.00028557j 5.67515e-17-0.000684567j 4.09815e-17-0.000714942j -4.25966e-16-0.00181788j -3.08452e-16-0.000842329j 1.24445e-16+0.000417552j 1.17169e-16+0.000222205j 4.1723e-17+0.000635166j 2.21764e-17-0.00180804j 1.24397e-16-0.00261614j -1.44971e-16-0.000503665j 3.34656e-16-0.00119724j 8.95688e-17-0.000588237j 8.36784e-17-0.000989797j -8.85578e-17-0.000533388j 4.87495e-17+0.00020086j -4.33464e-16-0.000550356j -1.17863e-16-0.000257916j -9.99364e-17-0.000366843j 5.54495e-17+0.000907217j 5.7402e-17-0.000103507j 2.59098e-17-6.86419e-05j -1.78302e-16-0.00252697j -3.93983e-16+0.00104138j -2.24259e-16+0.000825424j -1.07918e-15+0.000675269j -9.70837e-16+0.000825046j -8.66133e-16+0.00184288j -2.42632e-16-0.000544195j 1.66346e-15-0.000676802j 3.03002e-17-0.000808783j 1.50036e-17+0.000352777j 8.16425e-18-1.3626e-07j 4.18513e-17-0.000540294j 2.76302e-17+0.000732683j -3.69963e-17+0.000506141j -7.23262e-17-0.0011116j 4.33719e-17-0.00100041j 4.69128e-17+0.00144253j 2.17289e-18+0.000104523j 9.59737e-17+0.00103564j -1.55678e-18-0.000457214j 4.31541e-18-0.00118026j -1.9881e-16-0.00220785j 
9.62978e-16-0.001805j 2.11107e-16+0.000824287j 9.33305e-19+0.00053631j 9.98558e-18+0.000600128j 5.49439e-18-0.000413809j 3.48173e-17-0.00139653j -9.45897e-19+0.000812073j 1.22373e-17+0.000738337j -1.91405e-17-0.000217139j 1.88139e-17-0.000479872j 1.00308e-17+0.000338043j -8.63024e-18-0.000154636j 1.38201e-18+9.26976e-05j 1.68778e-17+5.34807e-05j 1.62376e-16-0.000346119j -4.82642e-16-0.00175004j -5.8177e-16-0.00181733j 1.50106e-16+0.000420798j 2.4251e-17-4.37318e-06j 4.35021e-17-7.95118e-06j 1.38327e-16-0.000995456j 8.92053e-17-0.00248961j -4.86238e-17+0.000358474j 2.60439e-16-0.000299332j 1.04158e-16-0.00111942j 8.83229e-17-0.000562233j -8.65555e-17-0.000537645j 6.99146e-18-0.000223676j 4.02076e-17+0.000206209j -7.35125e-17-0.00101601j -2.5972e-16-0.000960536j -1.03389e-16+0.000818162j -5.6671e-17-0.000482703j 6.88289e-17+0.000108003j -4.54676e-17-0.00205712j -4.07228e-16+0.00167408j -6.58275e-17+0.000108785j -6.78967e-16+0.000629314j -5.98093e-16+0.00032479j -7.27932e-16+0.00140207j -3.49347e-16-0.000977471j 2.35307e-15-0.000967007j -1.14479e-17+6.82393e-05j -1.08647e-17-0.00011604j -7.29286e-18-0.000240143j 7.11515e-18-0.000504234j 1.62305e-17+0.000534987j 1.17856e-17-0.000168937j 1.23902e-17-0.000341007j 3.99233e-18-0.00091958j 5.04298e-17+0.0014249j 1.24412e-17+0.000508598j -8.12271e-18+0.000156883j -3.35156e-18-0.000615085j 4.4808e-17-0.000617725j -1.91597e-16-0.00186388j 
4.35666e-16-0.0011267j 8.35921e-17+0.00175169j 1.1385e-17-0.000421683j -3.25073e-17+0.00272545j -1.40505e-17+0.00115026j -1.18604e-17-0.000296262j 1.19089e-17+0.000225394j -3.20232e-17+0.00237277j -4.60337e-17+0.00184536j 2.86601e-17-0.000787746j 1.36146e-17-0.00016974j -1.91177e-19+0.000737885j -1.00808e-17-0.00099227j 1.78068e-17-0.00205066j 4.26405e-17+0.00146856j -1.81264e-16+0.000668204j -4.48982e-16-0.00231215j 8.93065e-16+0.00142094j 1.9115e-16-0.00102396j 1.4862e-16+0.00190567j 1.17768e-16+0.00183909j -8.99435e-17-0.00132135j 6.44579e-17+0.00101992j -1.42314e-16+0.000768508j 9.87235e-17+9.24596e-05j -3.45107e-16+0.00202416j -2.54755e-16+0.00230512j -4.70749e-17-0.000821146j 1.12059e-15+0.00226788j 2.14998e-16-6.9489e-05j -6.21858e-16-0.000863434j -2.6919e-16-0.00164354j -1.06693e-16-0.00252588j -7.29698e-17+0.00191172j 1.91169e-16-0.000230984j -3.49608e-16+0.00268646j 7.05217e-17+0.00128564j 3.73425e-17-0.000249745j 7.92053e-17+2.75923e-05j 1.20055e-15-0.0021568j 2.03808e-16-0.00183085j -9.63864e-16+7.18374e-05j 1.80721e-17-0.00158091j -1.75596e-17-0.000371583j -1.02329e-18+0.000113753j -3.14033e-19-0.00137039j 5.02398e-17+0.000406574j 1.72463e-17+0.00185595j -4.60877e-17+0.00210717j 1.08181e-17-0.00187645j 3.37902e-17+0.00107857j -1.88153e-18+0.00035598j 3.07087e-17-0.00245602j 6.44788e-18-0.000424836j 4.46957e-17+0.000523209j -2.51977e-16-0.00222737j 
2.67486e-16-0.000429931j 6.69146e-17-5.90482e-06j -2.01996e-17+0.00027897j 2.97521e-17-0.000234726j 3.35118e-17-0.000372131j 3.82432e-17-0.000460063j -6.67215e-18+0.0002243j 2.33962e-17-0.000122349j 5.03337e-17-0.000476801j -5.63172e-18-1.8486e-05j -3.32186e-18+0.000135631j 1.80481e-17-0.00021549j -1.41602e-17+0.000211937j -4.48068e-17+0.000454124j 8.5163e-17-0.000388282j -1.05895e-16-0.00078992j -1.33014e-16-0.000313212j -9.78302e-17-0.00010896j -4.45648e-17+0.000178901j 2.91021e-17-0.000403511j 7.37171e-17-0.000679309j 8.03384e-17-0.000690871j -3.15472e-17-4.66591e-06j 1.2497e-16-0.000205607j 5.65944e-17-0.00047649j 1.35729e-16-0.00057254j 6.28971e-17-0.000642602j 8.40734e-18+4.48267e-05j -1.50801e-16-0.000305886j -3.23081e-17-0.000420066j 2.68296e-17-0.000238332j -3.96526e-17+0.000618387j -3.04874e-17+0.000272251j 6.6957e-17-0.000310845j -1.24957e-17-0.000712076j -9.51744e-17+0.000166867j 8.24733e-19-0.000245811j -2.58482e-16+0.000284546j -2.1864e-16+8.83296e-05j -5.53305e-16+0.000917116j -1.78127e-16-5.15329e-05j 1.14878e-15-0.000399886j -5.11724e-17+0.000379034j 2.34118e-18-2.11001e-06j 7.52269e-18-0.000127665j -1.0231e-17+6.99348e-05j -5.98584e-18+0.000114875j 4.80435e-17-0.000457391j 4.55553e-17-0.000483186j -1.34037e-17+1.0299e-05j -8.73656e-19+0.000337573j -6.65406e-18+0.000150825j -4.17571e-17+0.000472627j 6.83127e-18-0.000163465j 2.30125e-17-0.000300754j -2.47146e-17-0.000267238j 
-1.36855e-15+0.00249641j -3.07998e-16-0.000895764j 3.75506e-18-0.000471282j -3.46501e-17-0.000264946j -1.29597e-17+0.000190959j -4.10285e-17+0.00153719j 8.10972e-18-0.00140934j -2.58989e-17-0.000425507j 2.52299e-17-0.000850551j -3.49516e-17+0.000811043j -7.83319e-18-0.000651269j 1.34143e-17-0.000264843j 9.83002e-18-5.85296e-05j -1.25457e-18+0.00104807j -1.17977e-16+0.000347559j 3.33888e-16+0.00146945j 4.23325e-16+0.00117119j -3.31997e-16-0.000655491j -9.90407e-17+2.37203e-06j -1.1726e-16-0.000971365j -1.64109e-16+0.00125366j -1.15455e-16+0.00257803j 5.98795e-17+0.000272023j -3.37557e-16+0.000935558j -1.14304e-16+0.000478315j -1.10902e-16+0.000479658j 2.73879e-17+3.21871e-06j 4.626e-18-2.78318e-05j 6.74691e-17+5.62867e-05j 6.29913e-17+0.000210888j 2.34446e-16+0.000474214j 8.73369e-17-0.000470334j 6.22988e-17+0.000587321j -8.21638e-17-0.000319422j 5.97177e-17+0.00229251j 3.39488e-16-0.00143613j 1.6857e-16-0.00101646j 9.87942e-16-0.000546363j 8.79651e-16-0.000752754j 6.61607e-16-0.00120511j 2.25961e-16+0.000832796j -1.26239e-15+0.00057022j -3.30895e-19+0.00106802j 1.64227e-17-0.000254497j -1.02531e-17-3.25532e-05j -1.22012e-18+0.000755002j -2.88903e-17-0.000735922j -2.08399e-17-0.000848883j -3.96578e-17+0.000583977j 1.26936e-18+0.00126472j -4.924e-17-0.00149027j -1.46195e-17-0.000147937j 3.30886e-17-0.000450765j 4.67784e-18+0.000482576j -6.75462e-17+0.000956778j 2.48037e-16+0.00241038j 
1.3404e-15-0.00223013j 2.67459e-16-0.000236406j -8.17834e-19+0.000476482j -4.91935e-17-0.00187212j -1.68919e-18-0.000442305j 3.50134e-17-0.0011557j 2.28358e-17+0.00181263j -5.59358e-17-0.00152242j 1.13035e-17+0.00122436j 3.41862e-17-0.000651272j 2.96303e-17+0.0010504j -1.29723e-17+0.000423914j 1.84789e-17+0.000550564j -4.22034e-17-0.00130272j -6.92756e-17-0.00108314j 7.61999e-17-0.00099894j 3.26032e-16+0.00146943j -1.81103e-17+3.13783e-05j 1.19813e-16+0.00058086j 1.19519e-16+0.00113991j -1.05874e-17-0.00234272j 2.00088e-16-0.00124273j -1.86351e-16-0.00175134j 3.57831e-16-0.00209495j 8.21968e-17+0.000598928j 2.32204e-16-0.0013621j 1.64619e-16-0.000477266j 5.67069e-17+0.000875071j -9.5956e-16-0.00173128j -8.97689e-17+0.0011374j 2.89171e-16+0.000902569j 1.57484e-16+0.000728297j 9.4543e-17+0.000844808j 6.35195e-17-0.000524061j -1.9964e-16-0.00188263j -5.38357e-17-0.000857227j -2.96107e-16+0.00141201j -1.20285e-15+0.000405336j -1.07758e-15+0.00118978j -9.71693e-16+0.00178112j -9.54277e-18+0.000661969j -2.17868e-16+0.000165314j -2.18326e-17-0.00163677j 3.37398e-17+0.000968358j 5.11743e-17+0.000382295j 2.16332e-17-0.000156471j 1.65996e-17+0.000610828j 2.79824e-17+0.00113976j -9.2248e-18-0.00198937j 2.35514e-17-0.000382996j -1.16953e-17+0.000562414j -2.47527e-17-0.000654903j 4.27729e-17+0.00217004j 1.37906e-17+9.91838e-05j 5.10759e-18-0.00151013j -9.46427e-17-0.00132051j 
1.08254e-15-0.00229007j 2.41738e-16+0.00220769j -1.13398e-17+0.00018757j 2.20414e-17+0.00302151j 2.8709e-17+0.000456092j 4.80886e-17-0.00149458j -2.49976e-18+0.000646404j 1.79619e-17+0.00284538j -2.24422e-18+0.000785783j 2.61322e-17-0.000941013j 9.0711e-18+1.50409e-05j 1.63749e-17+0.000253987j -2.83766e-17-0.000725073j -1.31836e-17-0.00109468j 2.57513e-16+0.000902655j -6.23554e-16-0.00123981j -1.01883e-15-0.00398691j 8.19478e-16+0.00146507j 1.18742e-16-0.000862061j 1.74639e-16+0.0010797j 2.87163e-16+0.000732244j 2.61452e-17-0.00341233j 3.02182e-17+0.00151897j 1.13961e-16+0.000689999j 2.06508e-16-0.00131259j -1.52323e-16+0.00111985j -2.54663e-16+0.00114404j -4.15556e-17-0.00102885j 1.08279e-15+0.00222872j 1.29025e-16-0.0014354j -7.75974e-16-0.00188218j -3.92996e-16-0.000422052j -1.90428e-16-0.00251563j 4.18312e-17+0.00159228j 1.71258e-16-0.00201505j -6.88289e-16+0.00395326j 7.90526e-17+0.000708266j -4.72442e-16+0.00042862j -3.6065e-16+0.000108192j 1.93034e-16-0.000378025j -2.44119e-16-0.0025307j 2.0084e-15-0.00105922j -4.26028e-17-0.000669639j -2.84582e-17-0.000612626j -7.94354e-18-0.000273035j -1.16503e-17-0.00149328j 4.72209e-17+0.000741604j 7.1129e-17+0.000866033j 2.0228e-17+0.00156707j -7.576e-18-0.00226031j 6.69754e-17+0.00221507j 5.01181e-18+0.00096537j -3.42507e-17-0.00205935j 8.02042e-18-0.00100537j 9.68451e-17+2.98724e-05j -3.70342e-16-0.00334188j 
4.28743e-15-0.00754586j 9.18162e-16+0.00133882j 8.34526e-19+0.0015729j -7.32014e-18-0.00196565j 8.62967e-18-0.00105399j 1.13477e-16-0.0044501j 1.58551e-17+0.00494975j -2.72768e-17-0.00118698j -5.49382e-17+0.00290843j 1.10517e-16-0.00231118j 5.49029e-17+0.00256791j -5.20986e-17+0.00093275j 1.51693e-17+0.000884428j -2.55674e-17-0.00337746j 1.36168e-16-0.00215378j -6.03043e-16-0.00425971j -4.29094e-16-0.00041688j 5.31668e-16+0.00119549j 3.27963e-16+0.000798039j 3.37936e-16+0.00305223j 2.75952e-16-0.00551297j 4.66347e-16-0.00655553j -3.55165e-16-0.00270465j 1.11014e-15-0.00443101j 3.03967e-16-0.000310117j 5.10212e-16-0.00281985j 1.33925e-16-0.000861899j 6.96634e-17+0.00117052j -1.41443e-15-0.00240427j -2.70239e-16+0.000879529j -6.74091e-17+0.000174237j 6.50032e-17+0.00202296j 1.89396e-17+9.72562e-05j 2.30547e-16-0.000198847j -3.98675e-16-0.00684729j -7.27497e-16+0.00161433j -7.08058e-16+0.00353994j -3.40812e-15+0.00162289j -3.05274e-15+0.00291029j -2.59526e-15+0.00481145j -4.92203e-16-0.000710587j 2.46657e-15-0.000993818j -9.68231e-18-0.00386437j 1.12166e-17+0.00168404j 7.64565e-17+0.000490229j 3.74432e-17-0.00155054j 7.34969e-17+0.00216108j 5.08786e-17+0.00280657j 4.75156e-17-0.00376503j 3.41341e-17-0.00279198j 8.69304e-17+0.00356863j 2.66593e-18-0.000494066j 8.72963e-18+0.00374461j 3.69907e-18-0.000822888j 1.24827e-16-0.00377125j -5.81318e-16-0.00617859j 
