1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
2.17152e-16-0.000233461j 5.96108e-17-6.01438e-05j -1.43209e-16+0.000289661j 7.32325e-17-0.000210809j 2.20447e-16-0.000429265j 1.98587e-16-0.000401355j 4.25405e-20+7.79739e-05j 2.6555e-17-0.000100715j 4.19556e-16-0.000729721j -5.72253e-17+7.24422e-05j -8.4478e-18+6.44443e-05j 1.74774e-16-0.00031384j -1.0509e-16+0.000231618j -4.05707e-16+0.000720069j 2.51471e-16-0.000402553j 2.37447e-16-0.00082968j 7.18478e-17-0.000389099j -6.71979e-17-0.000186877j -1.38324e-16+0.000192884j 3.3383e-16-0.000641787j 3.01569e-16-0.00063203j 3.35026e-16-0.0006102j -1.24895e-16+0.000111162j 8.94145e-17-7.36441e-05j 3.45418e-16-0.000597033j 3.83348e-16-0.000609018j 4.05251e-16-0.00078113j 3.12204e-17+5.81971e-06j -5.6382e-17-0.000284463j 2.60819e-16-0.000575588j 2.05636e-16-0.000314771j -3.46417e-16+0.000702456j -1.59898e-16+0.000338591j 2.27897e-16-0.000385194j 2.37423e-16-0.000622381j -1.95737e-16+0.00015174j 2.70109e-16-0.000461934j -3.08948e-16+0.000295095j -1.1593e-16-1.01971e-05j -9.78415e-16+0.00096566j -1.62759e-16-4.02675e-05j 1.5818e-15-0.000469954j -3.91527e-16+0.00064565j 6.27974e-17-7.50083e-05j 9.8996e-17-0.000184062j -8.08383e-17+0.000152061j -2.2905e-17+5.6489e-05j 3.96845e-16-0.000700511j 2.01709e-16-0.000454271j -7.66105e-17+0.000127099j -1.24624e-16+0.000283694j -1.24504e-16+0.000215018j -1.8685e-16+0.000440775j 9.28722e-17-0.000175527j 8.5282e-17-0.000224098j 9.00366e-18-8.56629e-05j 
4.61713e-16-0.000805276j 9.33265e-17+4.95028e-05j 1.23451e-17+6.47713e-05j -1.81274e-17-0.000425696j -1.96897e-17+3.28258e-05j -7.65098e-18-0.000324552j 5.96107e-18+0.000637466j -1.80736e-17-0.000354208j -3.80496e-17+0.000749204j 1.97163e-17-0.000302797j 9.61041e-18+0.0003442j -2.02018e-17+0.000282072j 1.18785e-17+6.79486e-05j 2.18499e-17-0.000788243j -5.09406e-17-0.00018005j 2.57087e-17-9.20123e-05j 9.92751e-17+0.000467809j 9.07037e-17+0.000155462j 7.3457e-17+8.67121e-05j 2.80049e-17+0.000700268j -1.95357e-17-0.00054171j 2.61486e-17-0.000369504j -4.0205e-17-0.000581698j 9.79518e-17-0.000672002j -3.80391e-19+0.000375003j 1.43145e-17-0.000187588j 8.25181e-18+0.000190129j 8.26317e-18+0.000253662j -2.23726e-16-0.000387171j -3.25803e-17+0.000549457j 3.48378e-17+0.000344565j 6.42208e-17-3.6094e-05j 3.46412e-17+4.13245e-05j -4.97241e-18+4.3399e-05j -6.90733e-17-0.000520038j -8.69631e-19-0.000163411j -1.24636e-16+0.00070802j -3.69004e-16+4.96595e-05j -3.43146e-16+0.000426423j -9.433e-17+0.000233836j 5.40226e-17+0.000122397j -5.14188e-16+0.000186565j 3.22991e-17-0.00085567j 2.10946e-18+0.000338094j 9.45599e-18+0.00019142j 1.22023e-17-0.000187306j 1.22745e-17+0.000229093j -2.46727e-17+0.000712263j -1.84228e-17-0.000444989j 1.32523e-17-0.00029506j 8.91475e-18+0.000197506j 4.09199e-18-0.000264669j 2.62238e-17+0.000489177j -4.11446e-18+5.2641e-05j 4.94467e-19-0.00044167j -5.23971e-17-0.000595321j 
1.82867e-16-0.000317601j 2.11162e-17+2.13706e-05j -9.42499e-18-0.000108781j -4.26287e-17-0.000196402j 1.0734e-17+0.000224283j 1.354e-17+3.39995e-05j 1.85483e-17+0.000324169j -4.68942e-17-0.000206065j 4.411e-17+0.000787677j 4.50997e-18-0.000197488j 1.41756e-17+0.000169629j 1.71919e-17+0.000316649j -6.82029e-19-6.26587e-05j -5.68814e-17-0.000800541j -5.5076e-17+7.86403e-05j 1.73418e-16+0.000378339j 2.35688e-16+0.000534838j 1.2743e-16+0.000158923j 6.42582e-17-3.0132e-05j 8.83212e-17+0.000710407j -1.45641e-17-1.6788e-05j 4.76002e-17+0.000143707j -5.42705e-17-0.000421969j -2.12192e-17-0.000369247j 5.2148e-17+0.0005381j -1.3379e-17+0.000172873j 5.47781e-17+0.000479255j 1.69572e-17+0.000163316j -8.30992e-17-0.000123849j 8.36294e-17+0.000631849j 7.40297e-17+0.000390009j -2.04172e-18-0.000362191j 2.53185e-17-0.000100905j -9.07358e-18+0.000189355j 1.64972e-17+3.77629e-05j 8.93624e-18-0.000238125j -1.99197e-17+0.000632108j -1.48286e-16-0.000124426j -1.04783e-16+0.000253259j 1.4499e-16-0.000335123j 1.63528e-16+0.000134679j -9.48462e-16+0.000360316j -4.31667e-17-0.000810404j 2.46357e-17+0.000245824j 3.07548e-17+0.000208111j 1.45917e-18-0.00015986j 9.09231e-18+9.37463e-05j 4.93527e-17+0.000750176j -1.69647e-17-6.23524e-05j 7.71136e-18-0.000197652j -3.10576e-17-6.24018e-05j -3.20891e-17-0.000278156j 2.68016e-17+0.000103307j 2.02962e-17+0.000134934j -5.67143e-18-0.000148409j -1.12114e-17-0.000249899j 
-1.6704e-16+0.000241669j -6.96647e-17+8.93075e-05j 6.72876e-19+8.50767e-06j -8.32904e-17+0.000347711j -4.73654e-18-3.52029e-05j 5.03079e-18+3.49896e-05j 3.09325e-17-0.00026535j -7.22447e-17+0.000314894j 3.99585e-17-0.000394636j -9.83705e-18+0.000102972j 2.13752e-17-0.000159051j 1.84543e-17-0.00015485j 1.73316e-17-4.83426e-05j -2.88034e-17+0.00039582j 5.7687e-18+9.46451e-05j -6.51977e-17-0.000107597j -1.81191e-17-0.000481784j -3.84941e-17-1.50962e-05j -6.93521e-18-6.8797e-05j 6.52911e-18-0.000346058j -3.94069e-17+0.000236822j 2.00276e-17-6.84053e-05j -4.97407e-17+0.000374889j -9.35497e-17+0.000354783j 5.17271e-17-0.000313557j -5.43595e-17+8.88778e-05j -4.38481e-17-0.000110134j 3.33117e-17-0.000177736j 7.24788e-17+0.000278648j 6.94952e-17-0.000402376j -2.90268e-18-0.000300715j -3.00822e-17+6.66251e-05j 3.25571e-17-0.000121353j -2.82812e-17+2.56566e-05j 2.65898e-17+7.87293e-05j -1.32022e-16+0.000308415j 8.95779e-17-0.000351464j 1.37989e-16+2.94117e-05j 1.58898e-16-0.00020143j 4.93268e-17-3.45665e-05j -2.56826e-18-0.000200208j 5.16936e-16-0.000195691j -5.19582e-17+0.000443793j 3.16375e-17-0.000204341j 8.97503e-18-0.000126213j 1.31867e-17+2.54035e-05j -1.21183e-18-6.48962e-05j 3.33943e-17-0.000369436j -6.13579e-17+0.000253418j 1.93623e-17+3.34711e-05j -2.24716e-17+5.33668e-05j -3.39804e-17+0.00020226j 6.96254e-17-0.000302801j 2.16373e-17-9.78302e-05j -3.15322e-17+0.000192258j 2.61949e-17+9.83813e-05j 
1.0137e-16-0.000221596j 4.24475e-17+0.000278761j 4.13086e-18+3.25094e-05j 4.92889e-17+0.00042917j -2.03675e-18+3.31748e-05j -4.99127e-18-0.000179879j -1.91116e-17+1.79589e-05j 4.70143e-17+0.000404151j -3.89039e-17-1.8698e-05j 5.89345e-18-8.52986e-05j -1.24927e-17-3.2604e-05j -1.34084e-17-1.45449e-05j -9.03585e-18-8.96955e-05j 3.73798e-17-1.77149e-05j 4.87805e-17+0.000116182j -1.24848e-16-0.000194882j -2.24639e-16-0.000591035j 9.17113e-17+0.000163744j -2.8149e-18-0.000111634j -1.75906e-17+2.95833e-05j 5.43109e-17+0.000121806j -3.39986e-17-0.000435546j 5.06301e-17+0.000267714j 4.29759e-17+0.000160041j -1.79987e-17-0.000243612j -1.31806e-17+0.000134427j -5.09164e-17+8.68775e-05j -2.69945e-17-0.000161592j 1.89046e-16+0.000317849j -3.7146e-17-0.000277707j -1.46758e-16-0.000299556j -4.18227e-17-1.4015e-05j -4.77447e-17-0.000314217j 1.2461e-17+0.000182228j 1.14489e-17-0.000237701j -4.19257e-17+0.000540607j -1.12825e-17-1.01636e-05j -1.90013e-17+6.58398e-05j -3.41339e-17-3.34697e-05j 2.08579e-17-2.42031e-05j -8.11198e-17-0.000345043j 3.56365e-16-0.00018317j 3.6807e-17+4.11341e-05j -2.66813e-17-0.000120971j -1.83857e-17-6.63284e-05j -6.3868e-18-0.000165735j 4.03975e-18+7.42485e-05j -2.79121e-17-2.6423e-06j 2.81744e-17+0.000229162j -1.03493e-17-0.000255015j 3.09668e-17+0.000281487j 2.75823e-17+0.000166157j -3.80888e-17-0.000298827j -1.61523e-17-0.000145909j 2.56313e-17+4.08007e-05j -5.49985e-17-0.00037389j 
-1.43393e-16+0.000210397j -1.48616e-17+0.00014j 1.55813e-17-7.45752e-05j 3.44629e-17+0.000410446j -2.10718e-17+0.000109218j -2.67847e-17+0.000112553j -1.64289e-17-0.000221051j 3.73759e-17+0.000347521j -6.49139e-17-8.25805e-05j 4.43088e-18+3.95821e-05j -1.21977e-17-0.00014627j -2.36892e-17-2.55112e-05j 1.06928e-18-0.000123906j 6.61022e-17+7.93072e-05j 7.77758e-18+0.000215678j -8.28616e-17+0.000130765j -1.52508e-16-0.000362604j 4.70015e-17+7.67523e-05j -6.28749e-18-0.000131989j -5.972e-17-6.29042e-05j 2.24748e-18+0.000393681j -7.77657e-17+4.74792e-05j 6.77924e-17+0.000302556j -2.43043e-17+0.000322112j -6.09271e-17-0.000104899j -6.4358e-17+0.000277113j -7.75705e-17+0.000168991j -2.75102e-17-0.000167831j 2.07324e-16+0.000358686j -4.16814e-17-0.000185284j -1.22589e-16-0.000191159j -1.82833e-18-0.000164063j -2.36427e-17-0.000255134j -2.02295e-17+0.00017102j 4.95157e-18+0.000201093j 2.70796e-17+0.000293024j -2.12818e-18-0.00012896j 1.70451e-16-5.38957e-05j 1.24065e-16-0.000156038j 2.1846e-16-0.000322072j -2.41998e-17-0.000206631j -3.53929e-18-4.21676e-05j 6.45529e-17+0.000149535j -2.73233e-17-0.000155716j -2.65717e-17-5.30166e-05j -1.45649e-20-5.88327e-05j 1.35674e-18-5.17616e-05j -5.97297e-17-6.91741e-05j 3.83653e-18+0.00037353j -3.50686e-18-6.2554e-05j 3.0864e-17+9.62305e-06j 3.29407e-17+0.000120708j -1.55622e-17-0.000420419j -2.13875e-17-4.95616e-05j 6.87888e-18+0.000221163j -1.4308e-17+2.76618e-05j 
-1.98788e-17-0.000138859j -1.33527e-16+0.000605722j -4.88992e-17+0.000122004j -3.04799e-16+0.00117577j 6.07044e-17-6.21102e-05j 9.84231e-17-0.00035403j 1.24824e-16-0.000287446j -2.85143e-16+0.00110916j 2.97661e-16-0.000662885j -3.85332e-17-1.15144e-05j 8.8413e-17-0.000247526j 1.29431e-16-0.00027813j 2.71081e-17-0.000181115j -2.7179e-16+0.000596767j 7.8343e-17+0.000256334j -1.00423e-16-0.000638296j 3.98786e-17-0.00174604j 6.86792e-17+0.000243288j 2.13418e-17-0.000253564j 2.33645e-16-0.000498467j -1.85226e-17+0.000403911j 2.37318e-16-0.000984464j -2.73782e-16+0.000976314j -2.47833e-16+0.000722765j 3.6428e-16-0.000943563j -7.71654e-17+0.000244656j -4.64176e-18-0.00012308j 1.39819e-16-0.000514971j 1.95806e-16+0.000874133j 3.90607e-16-0.00111316j 3.3736e-17-0.000977426j -2.43889e-16+0.000185832j 7.10237e-17-0.000659731j -2.3432e-17+0.000292085j 1.7242e-16-0.000443601j -6.17925e-16+0.00139356j 3.43857e-16-0.000544569j 3.03989e-17+0.00020959j 2.2829e-16-0.000315971j -1.06586e-16+8.77113e-05j 3.63034e-17-0.000883417j 1.76578e-15-0.000662826j -3.38459e-16+0.000750115j 1.48134e-16-0.000489643j 9.0595e-17-0.000312217j 2.44924e-17-0.000240222j 5.74218e-18+6.28288e-05j 2.85759e-16-0.000596827j -1.65404e-16+0.000651192j 5.29975e-17-0.000396068j -1.30752e-16+0.000627717j -1.82502e-16+0.000594123j 2.08852e-16-0.000841808j 1.21477e-16-0.000418874j -7.36487e-17+0.000275223j 1.5858e-17-0.000567915j 
-1.1353e-15+0.00202637j -2.4417e-16-0.000451486j -1.10151e-17-0.000230835j 3.24261e-18+0.000385646j 1.4904e-17-3.42363e-05j -9.1118e-18+0.000988541j -2.70279e-18-0.00138263j 8.94129e-18+0.000246968j 5.22035e-17-0.00142533j -3.91465e-17+0.000735507j -1.38221e-17-0.000696285j 2.77823e-17-0.000519921j -6.69229e-18-7.01541e-05j -1.98248e-17+0.00155622j 1.94876e-17+0.000303672j 7.03859e-17+0.000594459j 2.58935e-17-0.000158226j -2.85961e-16-0.000504546j -1.39633e-16-7.45872e-05j -9.67728e-17-0.00139993j -4.96623e-17+0.0011013j -7.88277e-17+0.00144942j 7.01462e-17+0.000863962j -2.51339e-16+0.00122622j -4.97198e-17-0.000370765j -5.67848e-17+0.000333502j -7.24087e-18-0.000371554j -4.55238e-18-0.000328991j 2.74786e-16+0.000460572j 5.16102e-17-0.000699085j 5.7566e-17-0.00028575j -3.43552e-17-3.28738e-05j -1.12441e-17+0.000254939j -2.77294e-17-0.000255882j 9.77575e-17+0.00151535j 1.26137e-16-0.000376584j 2.22247e-16-0.00139779j 8.55912e-16-0.000242713j 7.77668e-16-0.000855218j 3.21847e-16-0.000637126j -4.44268e-18+0.00019192j 3.35851e-16-7.36179e-05j -3.68414e-17+0.00163644j 4.79108e-18-0.000544728j -1.88157e-17-0.000285578j -1.26809e-17+0.00058061j -2.84735e-17-0.000589074j 1.51892e-17-0.00137325j 5.426e-19+0.000727175j -1.33821e-17+0.000927177j -2.842e-17-0.000829555j -9.60388e-18+0.00030642j -1.21294e-17-0.000728562j 5.85189e-18+0.00010796j -3.21613e-17+0.000920364j 1.70603e-16+0.00175202j 
3.7198e-17-0.000110529j 4.11904e-17-4.73636e-05j 9.99874e-17-0.000284799j 5.25239e-17-0.000239893j -1.49674e-16+0.000456204j -1.48904e-16+0.000325633j -3.87228e-17+0.00027935j 7.03493e-17-0.000302143j -3.46493e-16+0.00121646j 5.39711e-17-0.000209934j -2.11414e-17+0.000148422j -1.45872e-16+0.000503088j 5.06579e-17-0.000160344j 3.1953e-16-0.00121072j -1.99954e-16+0.000262547j -4.00345e-17+0.000921154j 1.42774e-17+0.000979634j 1.43002e-16+0.000205877j 1.20429e-16-9.74911e-05j -2.32501e-16+0.00107085j -1.6639e-16+0.000291934j -2.6985e-16+0.000648394j 1.55953e-16-0.000590028j 3.34114e-17-0.000393237j -3.10693e-16+0.0009713j -2.23277e-16+0.000467254j -2.29622e-16+0.000892706j -6.75091e-17+0.000222385j -1.20387e-17-8.38313e-05j -2.53237e-16+0.00106719j -1.46603e-16+0.000683282j 2.78876e-16-0.000756478j 7.10062e-17-0.00017636j -1.32906e-16+0.000341057j -1.89057e-16+0.000474543j 3.26311e-16-0.000526417j -3.03453e-16+0.000905176j 7.21854e-17-0.000316039j -9.17841e-17+0.000275577j 7.49991e-16-0.000872581j 1.68213e-16+0.000286706j -2.10512e-15+0.000697077j 3.43497e-16-0.00120077j -8.42015e-17+0.000336569j -7.86271e-17+0.000339141j 3.92717e-17-0.0001866j 1.99202e-17+3.63212e-05j -3.20373e-16+0.00115605j -6.58994e-17+0.000106484j 2.94259e-17-0.000178137j 1.1314e-16-0.000326089j 1.29197e-16-0.000464505j 4.4268e-17-3.15978e-05j -9.19602e-17+0.00028929j -2.00037e-17-4.04658e-05j -4.07485e-17-6.82991e-05j 
-7.60167e-16+0.00139372j -1.35328e-16-0.000264327j -4.206e-17-0.000103103j 8.13732e-17+0.000373203j 6.69714e-17-0.000102761j 3.6327e-17+0.000599881j -2.52477e-17-0.00100757j 6.90396e-17+0.000284867j 1.07971e-16-0.00121456j -3.91244e-17+0.000536364j -2.89753e-17-0.000514817j 5.08252e-17-0.000455051j -4.31658e-17-3.20978e-05j -8.30466e-17+0.00129904j 1.03419e-16+0.000179079j 6.99445e-17+0.000215055j -8.25046e-17-0.000374622j -1.86092e-16-0.000364171j -1.48255e-16-4.98697e-05j -1.09345e-17-0.00116327j 7.92721e-17+0.000727638j -1.00878e-17+0.000823464j 7.55555e-17+0.000746008j -1.23937e-16+0.000945609j 1.30013e-17-0.000470538j 6.12521e-17+0.000164791j 8.14779e-17-0.000409137j -2.44862e-17-0.000292229j 2.91264e-16+0.000380497j 5.76593e-17-0.00072074j 1.56235e-17-0.000366726j -1.2506e-16+0.000114124j -8.83536e-17+0.000164015j 5.12525e-17-0.000213894j 1.34637e-16+0.000929559j 8.37834e-17-8.67548e-05j 2.07941e-16-0.00113707j 5.65211e-16-0.00010081j 5.31093e-16-0.000648514j 1.62263e-17-0.000285063j -8.96128e-17+3.08324e-05j 6.70577e-16-0.000205414j -8.49417e-17+0.00136131j -8.27637e-18-0.000456973j -5.32641e-18-0.00026987j -3.90461e-17+0.000413094j -2.63768e-17-0.000404516j 8.06578e-17-0.00116505j 8.99737e-17+0.000517681j -4.32876e-17+0.000639047j -2.74633e-17-0.000474934j -9.33999e-18+0.000321701j -1.04772e-16-0.000542412j 9.86198e-18+7.61485e-07j 2.1291e-17+0.000651566j 1.01463e-16+0.00117381j 
8.64505e-16-0.00138109j 1.99721e-16-0.000159699j -4.97073e-17+0.000464519j 4.9699e-17-0.00114587j 7.83549e-17-0.000542447j 8.80395e-17-0.000917051j -6.83261e-18+0.00103695j 2.68481e-17-0.000879538j 1.27355e-16+0.000144451j 6.63117e-20-0.00030442j -9.33431e-20+0.000612878j 4.28132e-17+6.31371e-06j -3.42956e-17+0.000458684j -1.37197e-16-0.000195124j 8.94046e-17-0.000867072j 4.14185e-17-0.00113651j 7.03707e-17+0.000496254j -8.1751e-17-0.000109132j -1.27767e-17+0.000446758j 1.48872e-16+0.000162985j 1.35068e-16-0.00171122j 2.14771e-16-0.00112222j -1.12256e-16-0.000858518j 2.95594e-16-0.00117972j 1.38332e-16-0.000108717j 3.08088e-16-0.00116373j 2.29739e-16-0.000808764j 2.49052e-17+0.000471388j -5.54745e-16-0.00112623j -2.39538e-17+0.000196564j 1.94263e-16+0.000253563j -3.34792e-17+0.000891678j -3.24648e-17+0.000685007j 1.40132e-16-0.000549622j -4.5611e-17-0.00146943j -8.53384e-17-0.000335213j -9.2189e-17+0.000436215j -8.13897e-16+0.000431171j -6.94428e-16+0.000635345j -1.05775e-15+0.00164768j -1.68168e-16+0.00031622j 9.05838e-16-0.000250914j -1.20856e-16-0.000426375j 1.92225e-17+0.000466147j 4.75148e-17+7.3789e-05j -2.27796e-17+1.66709e-05j -2.56084e-18+0.000373521j 1.29428e-16+0.000120007j 1.00632e-16-0.00138977j -2.55494e-17-0.000127106j -2.75627e-17+0.000516515j -3.25421e-17-0.000195471j -8.33216e-17+0.00147525j 2.5e-17-7.64804e-05j 5.07894e-17-0.000974561j -6.36578e-17-0.000789972j 
-1.17115e-15+0.00215933j -3.01606e-16-0.00107271j 2.63329e-17-0.000237958j -1.28674e-16-0.000798222j -5.15263e-17-0.000154425j -5.39818e-17+0.00120614j 3.99911e-17-0.00114442j -1.03272e-16-0.000834887j 9.38464e-20-0.00116693j -2.86066e-17+0.000811855j 1.95818e-17-0.00046843j -3.43023e-18-0.000410908j 5.02632e-17+0.000194014j 2.91823e-17+0.00136287j -1.56969e-16-9.12467e-05j 2.17258e-16+0.000885631j 4.7621e-16+0.00132957j -5.07111e-16-0.000836916j -8.48722e-17+0.00024208j -1.59627e-16-0.00125993j -2.56355e-16+0.000509998j -7.4162e-17+0.00220094j -3.03275e-17+2.54713e-05j -2.86328e-16+0.000569319j -1.08001e-16+0.000259594j -9.07398e-17-0.000134252j -5.25544e-18-0.000595636j 5.40707e-17+0.000146041j -2.98765e-16-0.000463999j 1.00219e-17+8.51794e-05j 3.48396e-16+0.000497517j 1.92789e-16+7.96518e-05j 1.54749e-16+0.00103302j -1.07431e-16-0.000704529j -4.77091e-17+0.00175195j 2.44399e-16-0.00165393j 1.09722e-16-0.0011396j 7.65076e-16-0.000331245j 6.78335e-16-0.00060096j 3.01304e-16-0.000351865j 1.60247e-16+0.00102253j -5.865e-16+0.000357304j 7.23819e-18+0.00127073j 4.51871e-17-0.000137542j -6.82741e-18-7.92778e-05j 3.10563e-17+0.00089935j -2.91481e-17-0.000653736j -5.15393e-17-0.00116294j -1.22275e-16-4.32532e-05j 3.64774e-17+0.00140015j -5.10069e-17-0.00134774j -2.90289e-17-0.00015349j 1.32663e-16+0.000217036j 1.07396e-17+0.000437945j -1.11803e-16+0.000611046j 2.67165e-16+0.00233984j 
3.66573e-16-0.000782478j -2.62567e-16-0.000870451j 1.68388e-16+0.000478075j -8.84552e-16-0.00219429j -3.02808e-16-0.000783782j -1.3958e-16-0.000565387j 3.04175e-16+0.000908914j -7.53789e-16-0.00183983j -1.07876e-16-0.000204656j 3.57201e-17-1.68104e-05j 2.40179e-16+0.000655036j -7.33694e-17-0.000120887j 3.10352e-16+0.000749045j 1.28579e-16+0.000246256j -5.34919e-16-0.00126389j -2.34224e-16-0.000943433j 1.0513e-15+0.00171628j -6.74603e-16-0.000603462j 2.85074e-16+0.00077341j -1.61215e-16-0.000263676j -8.49471e-16-0.0021407j 1.63168e-16-0.000213835j -6.52159e-16-0.00136944j -2.69352e-16-0.00147849j 9.0993e-17+0.000204818j -3.64715e-16-0.0016781j -3.4308e-16-0.00133559j 3.72607e-16+0.000823203j -1.77703e-15-0.00193625j 6.78564e-17+0.000570309j 7.49081e-16+0.000810648j 6.59772e-16+0.00118521j 7.40368e-16+0.00156657j -3.97484e-16-0.00114075j -5.13151e-16-0.0010218j -5.66194e-16-0.00157125j -1.80836e-16+0.000169966j -5.69138e-16+0.000367996j -4.27213e-16+0.000638255j -3.47595e-16+0.00201331j 3.53086e-16+0.00112231j 4.81612e-16-5.94811e-06j -1.58398e-17-0.00014355j 2.7636e-16+0.000674839j 7.43152e-17+0.000135678j 2.46555e-16+0.000508932j 2.45566e-17+0.000172294j -1.43324e-16-0.000251262j -7.64528e-16-0.00203429j 2.96126e-16+0.00059305j -1.14829e-16-0.000103137j -1.98936e-16-0.000476962j 8.89797e-16+0.00227717j 1.01274e-16+0.000207158j -4.00747e-16-0.00107705j 2.29097e-16+0.000196592j 
-1.33548e-16+0.000305986j -4.8487e-17-0.000420962j -2.92831e-18+1.56765e-05j -4.70504e-17-0.000651832j 6.23912e-20-0.000147367j 3.73042e-18+0.000185004j 1.78993e-17-3.77643e-05j -4.38572e-17-0.000593736j 3.63357e-17-0.000173408j -7.65545e-18+0.000154376j 1.14417e-17+4.61483e-05j 1.06606e-17-6.32794e-05j 1.16675e-17+0.00017987j -3.19186e-17+0.000225916j -5.11723e-17-0.000252065j 1.22685e-16+9.86308e-05j 2.45968e-16+0.000748578j -1.73671e-16-0.00028758j -1.43201e-17+0.000202065j -2.18322e-18-0.000221291j -6.65723e-17-0.000295754j 3.82356e-17+0.00051101j -5.48284e-17-0.000336818j -2.69724e-17-0.000218263j 5.53754e-18+0.000200807j 4.07389e-17-0.000325194j 6.46907e-17-0.000312693j 3.09673e-17+0.000224388j -2.85918e-16-0.000508633j 1.11425e-17+0.00024717j 1.93331e-16+0.000347701j 6.86206e-17+0.000181831j 5.82282e-17+0.000531628j -7.7044e-18-0.00035438j -3.30198e-17+0.000227747j 6.63728e-17-0.000743356j 1.90007e-18-0.000122988j 1.33118e-17-3.08137e-05j 2.25707e-17+2.6632e-05j -1.34599e-16+0.000244056j 5.30562e-17+0.000486484j -2.0839e-16+0.000150597j -3.28606e-17+0.000126599j 2.69434e-17+0.000143088j 1.62048e-17+4.56599e-05j 7.78715e-18+0.000284022j -8.28908e-18-0.00010559j 2.02245e-17-0.000188385j -2.68387e-17-0.000415749j 1.05204e-17+0.000413023j -3.07883e-17-0.000353529j -2.50231e-17-0.000180272j 3.7857e-17+0.000511852j 1.39538e-17+0.000169622j -3.02794e-17-8.988e-05j 7.48744e-17+0.000551182j 
-4.17237e-16-0.000142968j -1.75722e-15-0.000446244j -1.29294e-16-3.0976e-05j -4.06617e-15-0.00101731j -3.07391e-17-8.47287e-06j 4.82681e-16+0.00011871j 1.56438e-15+0.000392895j -3.7357e-15-0.000932746j 2.33251e-15+0.000582364j -2.31617e-16-6.03973e-05j 1.13339e-15+0.000284084j 9.33933e-16+0.000234726j 7.45986e-16+0.000186692j -2.19411e-15-0.000544891j -1.2718e-15-0.000297309j 1.554e-15+0.000328092j 5.80835e-15+0.00136398j -7.39216e-16-0.000167565j 9.88674e-16+0.000239788j 1.86244e-15+0.000460202j -2.1803e-15-0.000535998j 2.22765e-15+0.000544867j -3.48385e-15-0.000862563j -2.84094e-15-0.00072503j 2.82925e-15+0.000712211j -1.20895e-15-0.00032105j 2.17704e-16+2.63574e-05j 1.81054e-15+0.000450492j -3.5598e-15-0.000793751j 3.52865e-15+0.000887363j 3.29798e-15+0.000771001j -7.77242e-17-4.41041e-05j 2.25226e-15+0.000551346j -1.04336e-15-0.000262563j 3.57438e-16+0.000101309j -4.05838e-15-0.00105682j 1.98759e-15+0.000523037j -6.02807e-16-9.92754e-05j 1.18488e-15+0.000345598j 4.43369e-16+0.000138657j 2.86149e-15+0.000683138j 8.1321e-16+0.000472637j -2.74032e-15-0.000687623j 1.7747e-15+0.000441948j 1.04083e-15+0.000255364j 6.10435e-16+0.000151778j 8.2916e-17+2.18655e-05j 2.10905e-15+0.000527835j -2.65695e-15-0.000668222j 9.48262e-16+0.000235638j -1.51812e-15-0.000372978j -1.92501e-15-0.000479682j 3.27116e-15+0.00081959j 1.20123e-15+0.000299428j -1.41662e-15-0.000353853j 1.05982e-15+0.000253078j 
