-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
2.1232e-15-0.00340897j 1.15718e-15+0.000225364j 3.9168e-17+0.00170576j -4.68896e-18+0.000196776j -2.50368e-18-0.000965169j -1.45566e-18+0.00114195j 4.48157e-17+0.000810151j 3.16037e-17+7.28284e-05j 1.3333e-16-0.000409174j -7.0437e-17+0.00171428j 5.33492e-17+0.000350733j -5.65542e-18-0.000719681j -3.85698e-18-0.000788648j 8.71117e-18-3.30892e-05j -1.97518e-17-0.00037262j -2.55465e-17-0.00012235j 3.63983e-17+0.000111802j 9.22623e-18-0.00110225j 1.42894e-17-0.000760132j -2.16364e-18-0.000294066j 2.43329e-17+0.000402042j 1.36812e-16-0.000611651j -2.24883e-18+3.31152e-05j -4.41601e-17-0.000517034j -6.32675e-17-0.000110748j -1.97063e-17+0.000488853j -7.53002e-17-0.000204123j -1.78528e-17+0.00071006j 1.04404e-15-0.000106187j -1.52648e-14-0.00246141j 9.04286e-15-0.00154398j 4.91675e-16+0.000462256j -2.80298e-17-9.57957e-05j 5.62915e-17+0.00118346j -4.17982e-17-0.000690917j 1.09746e-16+0.00137868j 1.27401e-16+0.00265485j 2.35335e-17-0.000247076j -6.03274e-17-0.00248006j -1.04055e-17+0.000539961j 1.31532e-16+0.0016065j -9.01386e-17-0.000946312j 6.75222e-15-0.00173947j 6.42387e-17+0.00056315j 3.16612e-16+0.00252409j 6.54239e-17+0.0028977j 2.69277e-17+0.00030173j -1.49899e-16-0.00295575j -4.50746e-17+0.00055507j 5.10462e-17+0.000304099j -4.68393e-18-7.44309e-05j -1.14439e-17-0.000399697j -7.96865e-19-0.000161175j -1.194e-18-0.000563128j 1.76292e-16+0.00248395j 1.41972e-16-0.0001416j 3.14053e-16+0.00337885j -9.25953e-18-0.00198019j -3.87526e-17+0.000919191j -1.39495e-16-0.00168179j 4.19212e-17+0.00144827j -1.96855e-17+0.00120162j 9.19129e-17+0.00179832j 8.89709e-17+0.0020763j 3.91619e-17+0.000535193j 8.62303e-17+0.00206776j -9.59483e-17-0.0024994j -2.78287e-17-0.00106466j -7.2798e-17-0.000476822j 7.59822e-17+0.00215667j -1.92438e-15+0.00071218j 6.05161e-15+0.00394358j 
5.0855e-15-0.00737792j 2.59489e-15+4.84897e-06j 6.41389e-18+0.00378662j -7.86138e-19-0.000410651j 3.28131e-19-0.00247346j -3.92718e-17+0.00267728j 3.05793e-17+0.00211807j -4.30516e-17-0.000310323j 3.33325e-16-0.00101349j -1.83619e-16+0.00402813j 9.28189e-17+0.000812141j -2.28457e-17-0.00192261j 7.76439e-18-0.00175626j -9.61468e-18-3.71653e-05j -4.17357e-17-0.000786059j -2.55901e-17-0.000219773j 1.06067e-16+0.000227199j -4.36994e-18-0.00264074j 1.10089e-18-0.0020239j -2.80382e-17-0.000658332j 5.926e-17+0.000880834j 3.65338e-16-0.00168778j 8.63456e-17+1.02486e-05j -1.36236e-16-0.00148854j -1.18278e-16+0.000142724j -6.55157e-17+0.00155605j -3.74049e-17-0.000433126j -2.30861e-17+0.00116015j 2.27813e-15-0.000251933j -3.25925e-14-0.00529025j 1.67156e-14-0.00284907j 8.48526e-16+0.00166233j -8.80738e-16-0.00159222j -6.22801e-17+0.0016247j 4.59658e-17-0.00280179j 2.87626e-17+0.00332256j -4.47353e-17+0.00550483j 7.03626e-18+0.00243248j 9.76348e-17-0.00476013j -4.19207e-17-0.000267314j 6.76341e-17+0.00403019j -8.66684e-17-0.00179608j 7.30241e-15-0.00189674j 4.23052e-17+0.00333434j 1.25074e-16+0.00756089j -1.36659e-17+0.00536772j 8.91744e-17+5.64279e-05j 7.18641e-18-0.00611442j 4.32962e-17+0.000174365j 8.46947e-17+0.0018512j -4.20234e-16+0.00288763j 1.52063e-16+0.000920808j -8.84487e-17+0.000562282j -7.35718e-17-0.00224569j -1.50879e-17+0.0052873j 3.59308e-16+0.000602544j 4.06952e-16+0.0074252j 2.04525e-16-0.00165329j -1.78374e-16+2.33888e-05j -1.44964e-16-0.00491157j -1.18333e-17+0.00273847j -1.46438e-16+0.00212871j -5.04341e-17+0.00502087j -2.2086e-17+0.00405007j -1.42925e-16+0.00425104j -4.47006e-17+0.00383651j 5.85772e-17-0.00480631j 1.74e-17-0.0016478j -2.20802e-18-0.00289284j -3.31192e-17+0.00437268j -3.89935e-15+0.0021461j 1.15774e-14+0.00804671j 
-3.86388e-17+0.000244948j -5.21608e-17-0.000353888j -6.65151e-18-7.77269e-05j -4.9237e-17-0.00059538j -9.60984e-18-0.000173384j 2.16447e-18+4.12488e-05j 1.97903e-17+0.000190785j -1.05252e-16-0.000327983j 8.02307e-18-5.13026e-05j -9.83315e-18+5.74734e-05j 6.91117e-18+1.1491e-05j -1.11794e-17-0.000179888j 9.77599e-18+3.8813e-05j 5.39825e-18+3.35064e-05j 5.41445e-18+4.87679e-05j -4.29729e-20+3.45734e-05j 3.93381e-18-2.34236e-05j 1.17955e-18-6.44384e-05j 5.7976e-19-0.000177531j 2.976e-18+1.7848e-05j 4.15332e-20-3.03397e-05j 4.20627e-17-0.000185556j -3.80165e-18-6.39383e-05j -1.36551e-17-0.000197339j 6.19517e-18+0.00026275j 9.79361e-18+0.000295941j -2.21257e-18-4.08229e-06j -1.77413e-17-0.000326613j -9.93511e-17-1.50917e-05j 1.32477e-15+0.000210599j -2.57284e-15+0.00040665j -7.51274e-17+0.000429842j -6.91396e-16-0.000956102j -9.71988e-17-0.000725912j -8.80869e-17-0.000867553j 5.10747e-18+0.000147527j -1.79292e-17-0.000341343j 2.07822e-16+0.00208267j -6.08686e-18+0.000584178j -8.76822e-17-0.00103415j 2.87121e-17+0.000279602j 1.41294e-17+0.000235639j -5.52265e-15+0.00141537j 1.60698e-16+0.00143532j -4.19878e-18+0.00129573j 6.21401e-17-0.00081935j -6.75329e-18-0.000435361j 9.32758e-18+0.000391531j 5.93788e-17-0.000751545j 1.10451e-16+0.000810912j -2.3297e-17+0.00212798j 2.52325e-16+0.00127177j 6.63314e-18+0.000645329j -1.87947e-16-0.000677863j -7.87622e-17-0.00022495j 9.48099e-17+0.00064241j 9.45732e-17-0.000143617j 2.16148e-16+0.00196337j -1.53057e-16-0.0014286j -1.41592e-16-0.000775526j 9.59667e-18-0.00037324j -8.5896e-18-0.000407901j 7.03055e-17+0.000666031j -1.45758e-17-0.000445788j 1.56483e-16+0.00211819j -4.22659e-17-0.000580574j 3.63103e-17+0.000587096j 3.17393e-17+0.000530357j -9.09757e-17-0.00126414j 2.65981e-18-0.000352206j 4.24564e-16+0.000372893j -1.18137e-15-0.000604665j 
4.8597e-16-0.00115866j 2.54769e-16+0.000808346j 5.92468e-18+0.0008468j -1.40107e-17+0.00126296j -3.00406e-18-0.00024551j -6.61363e-18+0.000469921j 1.47283e-17-0.000162163j 1.56885e-16+0.000648199j 5.58867e-17-0.000112353j -2.91799e-17+0.000897032j 1.43013e-17+4.66865e-05j 2.06219e-18-0.000143306j 1.15545e-18-0.000511977j -1.2717e-17-0.000197823j -4.29478e-18-0.000305207j -1.21237e-17-9.10303e-07j 1.44971e-17+0.000156998j 4.21595e-18-0.000652406j -1.15519e-17-0.000309175j -6.34724e-19-0.000296409j 4.592e-18+0.00029108j -1.16762e-17-0.000134408j -6.82132e-18+0.000459538j -2.99664e-17-7.25539e-05j -5.11065e-18-0.000375998j 1.03754e-17-0.00025988j -5.95135e-17+0.000390946j -4.92888e-17+0.0010454j 4.54423e-16+0.000135943j -6.53669e-15-0.00104392j 2.28387e-15-0.000341347j 1.06782e-16-0.00084957j 1.23166e-15+0.00196143j 9.18298e-17+0.00155227j -1.40052e-17+0.00181326j 6.15066e-17-0.000230224j 4.00417e-17+0.000925142j -1.79884e-17-0.004388j 6.83278e-17-0.00140491j -1.30788e-17+0.00219133j 4.29875e-17-0.000447431j -1.21151e-17-0.000539779j 1.24125e-14-0.00311868j -2.86577e-17-0.00294538j 3.54634e-16-0.00251025j -2.23986e-16+0.0019571j -6.33917e-17+0.000939335j -1.92556e-17-0.00107984j -2.67161e-16+0.00162084j -5.58365e-17-0.00167509j 4.74344e-16-0.00446653j -2.77683e-16-0.00273116j 1.13231e-16-0.00137062j 2.44227e-16+0.00136829j 1.8942e-16+0.000682479j -5.93132e-17-0.00135995j -1.24389e-16+0.000586075j -1.00315e-16-0.00428514j 4.98036e-17+0.00305731j 8.85762e-17+0.00148986j -6.26617e-17+0.000944754j -4.10726e-17+0.000962076j 3.28928e-17-0.00121128j -6.48145e-18+0.00111805j 1.15347e-16-0.00438777j 2.47083e-17+0.00139135j -1.77766e-17-0.00149183j 1.85704e-17-0.00125776j -8.25838e-17+0.00260217j -2.89258e-17+0.00100784j -1.00888e-15-0.000696551j 3.08476e-15+0.00169584j 
5.84538e-16-0.000855948j 2.89319e-16-2.50302e-05j 2.39059e-18+0.000912296j -2.8882e-17-0.000173454j -6.15176e-18-0.000877132j -7.49924e-18+0.000769915j 2.46469e-17+0.000396156j -4.25088e-17-0.000158351j 1.10249e-16-0.000314728j -6.2242e-17+0.0013911j 3.16727e-17+0.000106009j -4.4145e-18-0.000757072j 1.47818e-17-0.000569509j -1.72296e-17-0.00015555j -4.80879e-18-0.000258312j -1.48512e-17+0.000100938j 4.24832e-17+0.000135627j 1.72024e-19-0.00107673j 2.1255e-18-0.000966543j -6.82367e-18-0.00033911j 1.84454e-17+0.000297149j 1.4192e-16-0.000759686j 2.0568e-17+0.000402544j -5.49083e-17-0.000712587j -3.56146e-17+0.00031148j -1.76407e-17+0.000581287j -4.66621e-17+0.000489486j -3.47222e-17+0.000380464j 3.33162e-16+0.000127387j -4.90054e-15-0.000784249j -4.63649e-15+0.0007546j -1.94208e-16+0.000223708j -2.80115e-16-0.000377224j -3.83215e-17-0.000167834j -5.19083e-17-0.000316394j 1.96543e-17+0.00019207j 6.5346e-18+0.000235899j 1.09617e-16+0.000658457j -5.35758e-19-0.000111785j -4.95053e-17-0.00029859j 3.27616e-17+0.000320262j -2.71893e-18-8.54537e-06j -8.55766e-16+0.000224171j 8.93917e-17+0.000577449j 6.62205e-17+0.000773224j 1.72758e-17+0.000122478j -4.228e-18-0.000101682j -1.20376e-17-0.000292237j 9.78781e-19-0.000175424j 5.91311e-17+0.000311489j 2.59844e-17+0.000699961j 1.07774e-16+0.000327729j 1.36425e-17+0.00018731j -7.54002e-17-0.000310905j -6.19922e-18+0.000271454j 6.35709e-17+0.000192818j 7.40636e-17+0.000420928j 1.06429e-16+0.00037688j -8.22705e-17-0.000368267j -8.27497e-17-0.000484127j 1.93886e-18+0.00012869j -1.46052e-17+3.80483e-05j 4.79124e-17+0.000514739j -5.97338e-19+0.000150376j 9.57452e-17+0.000790157j -1.22442e-17+9.31745e-05j 9.52723e-18-0.000216357j 1.66632e-17-4.387e-05j -6.47653e-17-0.000497545j 3.79095e-18+0.00029561j -1.7887e-16+0.000255709j 6.14619e-16+0.000469814j 
2.33952e-16-0.000474392j 1.93496e-16+0.000213427j 1.75674e-17+0.000432989j 1.07235e-16+0.000302487j 2.04322e-17-0.00027106j -6.43197e-18+0.000303038j -3.45222e-17+4.00697e-05j 9.54365e-17+0.000138327j 4.80717e-17-0.000102841j -1.52519e-17+0.000567123j 4.64109e-18+3.32416e-05j 2.31147e-17-0.000217014j -1.04307e-17-0.000270679j -2.1402e-17-9.32777e-05j -1.5114e-17-0.00014271j -6.83012e-18+2.73359e-05j 2.24432e-17+7.55444e-05j -5.56748e-18-0.000431416j 1.18809e-17-0.000314869j -1.35845e-17-0.000162007j 1.54956e-17+0.000148031j 5.20531e-17-0.00021716j 3.42489e-17+0.000227832j 3.14771e-18-0.000189903j -5.05274e-17-2.37831e-05j -5.23879e-17+6.53664e-05j 4.82722e-19+0.000234987j 4.92279e-17+0.000372249j 2.0218e-16+7.15816e-05j -2.78735e-15-0.000441717j -7.15625e-16+0.000123111j -1.23788e-16-0.000187311j 4.66615e-16+0.000449915j 1.38169e-16+0.000366172j 1.76963e-16+0.000434939j -3.71821e-17-4.03548e-05j 3.17034e-17+0.000267474j -3.99996e-16-0.00104481j -5.3454e-17-0.00037225j 1.84927e-16+0.000521847j -6.82494e-17-7.23749e-05j -3.16837e-17-0.000134491j 2.84046e-15-0.000775624j -2.89801e-16-0.000680426j -2.02105e-16-0.000546164j 5.64876e-17+0.000520271j 6.46987e-17+0.00022904j -3.31619e-17-0.000319031j 7.09337e-17+0.000394601j -1.73111e-16-0.00039093j -2.96491e-16-0.00105924j -3.04628e-16-0.000666508j -9.47086e-17-0.000329453j 1.97348e-16+0.00031082j 4.91141e-17+0.000212319j -1.32093e-16-0.000325468j -5.29263e-17+0.000207043j -3.67414e-16-0.00105582j 2.6897e-16+0.000737225j 1.95693e-16+0.000321135j 3.50335e-17+0.000267747j 4.75323e-17+0.00025421j -1.47399e-16-0.000238419j 5.08335e-17+0.000309831j -3.87717e-16-0.00102577j 8.38606e-17+0.000371268j -7.88888e-17-0.000422256j -8.28172e-17-0.000340009j 2.29215e-16+0.000603937j 2.98665e-17+0.000314382j -3.77278e-16-0.000141418j 9.57494e-16+0.000516371j 
-1.77106e-16+0.00024805j -9.97673e-17+3.20633e-05j -3.08482e-18-0.000215212j -1.08583e-17+8.38345e-05j -1.96112e-18+0.000208145j 2.06647e-18-0.000181908j 6.52354e-19-0.0001184j 5.81813e-18+5.86653e-05j -2.66124e-17+7.57944e-05j 1.34372e-17-0.000314735j -6.72195e-18-3.24105e-05j -1.98586e-18+0.000178713j -1.02076e-18+0.000125643j 4.91799e-18+2.56312e-05j 3.29716e-18+5.43857e-05j 3.23152e-18-1.72388e-05j -1.08827e-17-2.5836e-05j 9.5175e-19+0.000237738j -3.12204e-18+0.000217373j 3.30006e-18+6.91896e-05j -5.90826e-18-6.42132e-05j -3.80595e-17+0.000175963j -9.55446e-18-6.67733e-05j 8.71067e-18+0.000165402j 1.48422e-17-7.8194e-05j 1.19921e-17-0.000150808j 5.02338e-18-8.00169e-05j -4.06423e-18-6.02085e-05j -8.87263e-17-1.75578e-05j 1.28048e-15+0.00020546j 7.70435e-16-0.00012168j 4.29294e-17-9.93233e-05j 8.5017e-17+0.000166714j -5.94781e-18+6.13396e-05j -1.63888e-17+0.000167807j 4.38368e-18-9.74714e-05j -4.12732e-18-0.000101019j 3.47447e-17-0.000317972j 1.27208e-17+4.83389e-05j -1.75312e-17+0.000138191j 4.32804e-18-0.000141634j 6.18467e-18+1.1065e-05j 5.1473e-16-0.000121064j 2.11795e-17-0.000266965j 3.71243e-17-0.000356716j -2.86166e-17-4.13083e-05j -1.42673e-17+5.12707e-05j 7.55006e-18+0.000116611j -2.98216e-17+8.72887e-05j 7.99489e-18-0.000147695j 7.63155e-17-0.000335991j 1.49038e-18-0.000172145j 2.01381e-17-9.25693e-05j 4.75654e-18+0.000143328j 5.86373e-18-0.000113061j -2.69476e-18-9.3948e-05j -2.35724e-17-0.000179321j 2.32809e-17-0.000194896j -1.70825e-17+0.000176917j -2.6169e-18+0.000223315j -1.04766e-17-3.63552e-05j -5.50765e-18-8.01892e-06j 1.36433e-17-0.000221897j -8.65118e-18-5.49699e-05j 4.66161e-17-0.000372511j -8.61731e-18-3.09218e-05j 8.94738e-18+6.74343e-05j 1.02914e-17-8.01709e-06j -2.56473e-17+0.00023248j -7.88544e-18-9.31549e-05j 7.36275e-17-0.000108097j -2.0913e-16-0.000161631j 
-9.46663e-16+0.00139233j -4.70385e-16-9.89273e-05j 4.76872e-18-0.000661493j 2.58749e-18-9.81825e-05j 5.64438e-20+0.00034752j 9.22005e-18-0.000431047j -8.58419e-19-0.000316213j -1.38458e-17-4.3468e-05j -5.11444e-17+0.00015153j 2.87199e-17-0.000630049j -1.1885e-17-0.000141845j 5.18168e-18+0.00025152j -5.23084e-19+0.000295144j 1.38593e-18+2.93701e-06j 6.69061e-18+0.000140317j 1.52464e-18+5.95835e-05j -1.47608e-17-3.79156e-05j 1.50768e-18+0.000391826j 4.99336e-18+0.0002536j 4.89119e-18+0.000100878j -7.89096e-18-0.000149996j -4.08097e-17+0.000205249j -1.54339e-17+1.48581e-05j 2.31251e-17+0.000168281j 1.18984e-17+7.05436e-05j 5.61204e-18-0.000165493j -5.67013e-19+0.00012249j 7.88829e-18-0.000276154j -4.31218e-16+5.44649e-05j 6.10564e-15+0.00099337j -4.28158e-15+0.000714207j -2.07931e-16-0.000179673j -1.6696e-17+1.07772e-05j 9.42891e-18-0.000518884j -1.55058e-17+0.000269206j 2.66125e-19-0.000573552j 2.71219e-17-0.00111595j 2.7037e-18+0.000159035j -4.94131e-17+0.00105111j 1.27273e-17-0.000254846j -2.53513e-18-0.000661032j 8.38319e-18+0.000403578j -3.00262e-15+0.000762036j 4.16158e-18-0.000194183j -4.44157e-17-0.00101657j 5.88268e-17-0.0012291j -5.00557e-18-0.000137278j -2.55924e-17+0.00124033j 3.24679e-17-0.000251555j -3.12762e-18-0.000104779j 1.35031e-17+8.85531e-05j 1.00404e-17+0.000197828j 2.51264e-19+8.41485e-05j -2.64459e-17+0.000215657j -3.56393e-19-0.00104017j -5.63348e-17+7.61924e-05j -2.45632e-17-0.00141071j -3.77508e-17+0.000877317j 3.13482e-17-0.000422735j -3.67418e-18+0.00067984j 2.26791e-17-0.000609311j 4.18555e-17-0.000510803j 2.19693e-17-0.00072763j 2.32062e-17-0.000875748j 1.8788e-17-0.000164893j 2.29152e-17-0.000876637j -2.94075e-17+0.00105179j -1.35477e-17+0.000452331j 4.63075e-18+0.000163652j 2.75795e-17-0.000899232j 8.31545e-16-0.000284089j -2.42627e-15-0.0016493j 
1.65504e-16-0.000231891j 7.57994e-17+8.54067e-06j -3.4662e-18-0.00016227j -6.13878e-18+5.03123e-05j -8.0558e-19+0.000269423j 1.26151e-18-0.000187374j -2.52863e-18-1.81036e-05j 7.04408e-18+5.66661e-05j -3.32919e-17+8.41246e-05j 1.70542e-17-0.000420862j -7.97418e-18+1.92401e-05j -4.28732e-18+0.000253461j -5.16361e-18+0.000162655j 1.20883e-17+8.96982e-05j 1.1908e-18+7.5448e-05j 6.12115e-18-8.1816e-05j -1.61708e-17-5.8365e-05j 8.50501e-19+0.000373692j -3.70424e-18+0.000368231j 3.60991e-18+0.000135994j -6.87474e-18-8.86616e-05j -5.08729e-17+0.000278699j -9.85377e-18-0.00024039j 1.42516e-17+0.00027055j 1.69298e-17-0.00016628j 1.37358e-17-0.00018345j 1.81812e-17-0.000336014j 4.60091e-18-0.000115844j 2.76597e-17-0.000101821j -3.48934e-16-6.38624e-05j 4.41137e-15-0.000730938j 2.18836e-16+4.32758e-05j 2.72987e-17+4.51856e-05j -7.88457e-18+0.000250597j -3.30834e-18-0.000111914j 3.1285e-18+0.000224839j -1.09997e-17+0.000410236j 1.93755e-17-0.000105953j 2.22994e-17-0.000404129j -1.41644e-17+0.00013096j 5.28779e-18+0.000222602j -2.00654e-18-0.000172257j 1.19087e-15-0.000298354j 1.20288e-17+2.11443e-05j 3.3917e-17+0.000329759j -3.04176e-17+0.000454722j -4.29002e-18+5.79159e-05j 1.13224e-17-0.000437395j -2.19868e-17+0.00010771j 8.25034e-18+1.74458e-05j 2.39451e-17-8.37289e-05j 4.22443e-18-7.75246e-05j 7.52459e-18-4.22476e-05j 5.26273e-18-5.51669e-05j 2.05464e-18+0.000369251j 2.47383e-17-4.15122e-05j 7.13911e-18+0.000498213j 2.97104e-17-0.000354148j -2.35852e-17+0.000194306j -5.20361e-18-0.000223761j -1.12366e-17+0.000193356j -1.72964e-17+0.000184997j 5.53293e-19+0.000214437j -1.10954e-17+0.000311868j 1.59462e-17+3.75183e-07j -1.2151e-17+0.000321743j 1.41553e-17-0.000346355j 9.38412e-18-0.000130426j -1.43919e-17-2.07674e-05j -1.14835e-17+0.000259712j -2.62889e-16+7.20784e-05j 7.74551e-16+0.000523032j 
-4.32995e-16+0.00059032j -2.21115e-16+0.000169395j -6.03991e-18-0.000351929j 2.88831e-17+0.000329687j 6.07774e-18+0.000352105j -1.15448e-18-0.000301514j -2.2438e-17-0.000302059j 5.76703e-17+0.000192604j -3.84095e-17+0.000132411j 2.34511e-17-0.00046431j -1.7285e-17-8.39355e-05j 7.25832e-18+0.000299321j -5.37114e-18+0.000169993j -4.05116e-18-4.0383e-06j 1.46997e-18+6.13291e-05j 6.69031e-18-2.37918e-06j -1.23434e-17-1.6652e-05j -2.7957e-18+0.000326223j -4.57275e-18+0.00031882j -9.46382e-19+6.90872e-05j -6.40749e-18-8.07186e-05j -6.26571e-17+0.000281167j 1.95507e-18+7.29432e-06j 1.91662e-17+0.000266361j 1.32373e-17-0.000155023j 6.71494e-19-0.000312082j 2.07387e-17+1.36457e-05j 1.42132e-17+3.07316e-05j -1.70054e-16+2.26761e-05j 2.57567e-15+0.000416054j 2.07092e-17+1.95147e-05j -4.03189e-17-0.00036558j 4.34312e-16+0.00061828j 4.34525e-17+0.000209527j 6.1465e-17+0.000680921j -2.81466e-17-0.000377895j -2.18138e-17-0.000342733j -1.25243e-16-0.00124517j 2.34263e-17+0.000153711j 5.14777e-17+0.000532629j -4.71554e-17-0.000511107j 1.28092e-17+4.88978e-05j 2.03173e-15-0.000516492j -1.08614e-16-0.0010132j -6.29311e-17-0.00133546j -6.11615e-17-9.66874e-05j -3.91412e-18+0.000207796j 3.25954e-17+0.000376459j -3.17126e-17+0.000351822j -7.67037e-17-0.000568698j 2.4704e-17-0.00130972j -1.48972e-16-0.000705773j -1.0009e-18-0.000367784j 1.15503e-16+0.000540607j 6.73784e-18-0.000380649j -8.5927e-17-0.000370298j -1.31474e-16-0.000618764j -1.20991e-16-0.000807532j 9.58299e-17+0.00069824j 1.17365e-16+0.000835012j -1.87815e-17-7.42926e-05j 5.74322e-18+1.72803e-06j -6.34026e-17-0.000794356j -1.51196e-17-0.000158228j -9.78048e-17-0.00143194j 2.1085e-18-7.18189e-05j 4.27334e-18+0.000162224j -9.99591e-18-0.000102692j 6.75961e-17+0.000887835j -2.25992e-17-0.000239634j 1.42947e-16-0.000383492j -5.5297e-16-0.000457578j 
8.49708e-16-0.00162148j 5.42772e-16-0.000297359j 7.85031e-17+0.000429473j -1.3803e-16-0.000526881j -3.11592e-17-0.000219503j 4.20241e-17+0.000273499j 1.34506e-16+0.000561614j -1.28335e-16-0.000261209j 3.78015e-18-0.000114106j -8.86261e-18+0.000187626j 5.80863e-17+0.000202428j -2.58284e-17-0.000140701j -1.54615e-18-5.84938e-05j 6.33617e-17+0.000164028j 2.50931e-18+5.67353e-06j -3.49246e-17-0.000142776j -1.90928e-17-6.76971e-05j 3.29414e-17+8.1212e-06j 3.48212e-17+2.27644e-05j 3.37825e-17+9.96737e-05j -1.86793e-18+8.54902e-06j 4.51188e-17-5.89632e-05j -1.12845e-16-0.000434615j 2.77929e-18-4.2528e-05j -1.68525e-17-3.09336e-06j 5.24529e-17+0.00028067j -1.43342e-16-0.000621523j -5.85834e-17-0.000239857j 3.53523e-16-0.000224599j -6.11266e-15-0.000969828j 7.66579e-15-0.00136591j 6.0511e-16+0.000778542j -9.34482e-16-0.00108834j -3.86364e-17+8.0619e-05j -3.74254e-16-0.00149993j 2.80751e-16+0.00114791j 3.27497e-16+0.00144538j 5.8594e-16+0.00215238j -2.4859e-16-0.00107331j -2.16864e-16-0.000757356j 3.62826e-16+0.00140179j -1.26581e-16-0.000422852j -1.5296e-15+0.000397146j 5.38579e-16+0.00196277j 7.43553e-16+0.00317039j 3.15794e-16+0.00106722j -3.20608e-17-0.000280756j -3.7339e-16-0.00156562j -3.11493e-17-0.000457086j 3.36906e-16+0.00111111j 3.40795e-16+0.00231817j 4.55089e-16+0.00118153j 1.02458e-16+0.000613875j -3.95603e-16-0.00113217j 2.90502e-16+0.00143975j 2.98309e-16+0.00062049j 6.97599e-16+0.00214153j 3.43601e-16+0.000840281j -3.3487e-16-0.000946782j -5.90552e-16-0.00201628j 1.37627e-16+0.000522804j 4.93105e-17+0.000357508j 4.662e-16+0.00192683j 2.12691e-16+0.000907778j 6.36963e-16+0.00271434j 1.56897e-16+0.000762068j -2.08982e-16-0.000988544j -4.43523e-18-6.74199e-05j -4.27774e-16-0.00172334j 2.31107e-16+0.000972023j -6.37547e-16+0.000870343j 2.98395e-15+0.0018984j 
