-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
9.4021e-16-0.00138348j 4.67791e-16+8.49973e-05j -3.98428e-18+0.000590024j -5.74141e-18+8.66836e-05j -6.79152e-19-0.000270819j -7.69628e-18+0.000367018j 2.28141e-18+0.000304673j 1.15828e-17+4.48691e-05j 4.06656e-17-0.000125664j -2.32999e-17+0.000499374j 1.03115e-17+0.000141065j -6.22328e-18-0.000183121j -6.97559e-19-0.000240403j 2.43982e-18+2.08875e-05j -6.00611e-18-0.000113747j -5.88769e-19-7.64889e-05j 9.98955e-18+2.08339e-05j -7.36571e-19-0.000283347j -4.85027e-18-0.00015615j -3.28762e-18-6.17799e-05j 5.89577e-18+0.00012031j 2.82109e-17-0.000132648j 1.0656e-17-7.68758e-05j -1.84082e-17-9.96935e-05j -7.83243e-18-0.000100576j -1.58635e-18+0.000122257j 2.61661e-18-0.000202004j -6.9391e-18+0.00022433j 4.15752e-16-7.82904e-05j -5.89449e-15-0.000960291j 5.11742e-15-0.00085425j 2.532e-16+0.000197394j -1.36487e-18-3.107e-05j -1.16433e-17+0.000535586j 8.21821e-18-0.000315115j 4.52182e-18+0.0006108j -2.28667e-17+0.00116046j 1.06489e-17-0.000108994j 4.68581e-17-0.00108867j -1.82167e-17+0.000242267j 9.05295e-18+0.000698449j -1.03954e-17-0.00042192j 2.98657e-15-0.000757294j 7.17244e-18+0.000239501j 5.86117e-17+0.00110004j -5.53136e-17+0.00126395j 3.82846e-18+0.000131413j 2.05939e-17-0.00128472j -3.39379e-17+0.000242758j 1.03368e-17+0.000131975j -5.835e-18-3.4383e-05j 2.82649e-19-0.000166233j 2.10708e-18-6.95363e-05j 1.82807e-17-0.00024318j 4.29239e-18+0.00108148j 6.36239e-17-6.18302e-05j 3.69324e-17+0.00147152j 4.77633e-17-0.000863324j -4.00667e-17+0.000405735j -7.58899e-18-0.000733413j -2.10993e-17+0.000619625j -4.20939e-17+0.000522021j -1.3493e-17+0.000773153j -2.07052e-17+0.000902165j -5.36435e-18+0.000229166j -2.17331e-17+0.000900973j 2.7406e-17-0.00107468j 1.44778e-17-0.000448178j -1.3501e-17-0.000204417j -2.44957e-17+0.000914672j -8.46175e-16+0.000302724j 2.48771e-15+0.00169076j 
2.08514e-15-0.00304419j 1.04849e-15+0.000195185j -9.14409e-18+0.00148413j 2.13411e-17+0.000172231j 5.16254e-18-0.000817656j -2.23011e-17+0.000983724j -9.59153e-18+0.000716752j 3.8501e-17+6.75588e-05j 1.20483e-16-0.000350605j -6.5179e-17+0.00145674j 2.52208e-17+0.000313097j -6.11684e-18-0.000602937j -7.96575e-19-0.00067361j -8.44796e-18-1.59352e-05j -1.77779e-17-0.000318008j -3.21126e-18-0.000119375j 3.75257e-17+9.01764e-05j -5.71573e-18-0.000922335j -8.17024e-18-0.000622269j -1.46389e-17-0.00024035j 2.07989e-17+0.000342417j 1.04637e-16-0.000503878j 4.52905e-17-6.04139e-06j -4.89189e-17-0.000421546j -3.70873e-17-0.000117746j -2.63283e-17+0.000410561j 9.26071e-18-0.00022861j -1.61865e-18+0.000606459j 9.51106e-16-0.00010869j -1.34184e-14-0.00218271j 8.76779e-15-0.00146377j 4.02098e-16+0.000421469j 3.82015e-17-9.26813e-05j 3.77712e-19+0.00107147j 8.14314e-17-0.000640101j -2.07074e-17+0.00125361j -6.45406e-17+0.00240132j -1.01972e-16-0.000202231j 9.70969e-17-0.00224221j 1.70416e-17+0.000480638j -2.11735e-17+0.00145676j -2.11356e-17-0.000857946j 6.08707e-15-0.00155961j -7.98197e-17+0.000522699j 4.76404e-18+0.00229887j -1.03897e-16+0.00261524j 3.15494e-17+0.000268549j 5.99023e-17-0.00267056j -3.05807e-17+0.000494939j -3.19241e-17+0.000283658j -1.45517e-16-4.56914e-05j -7.02327e-17-0.000345371j -3.36681e-17-0.00013884j 8.57742e-17-0.000516117j -1.35802e-17+0.00224608j 9.55514e-17-0.000121468j 3.91271e-17+0.00305716j 7.73321e-18-0.0017722j -9.70747e-18+0.000819117j 5.43392e-17-0.00153098j -3.99179e-17+0.00130279j -7.97577e-17+0.00108295j -9.34254e-17+0.00163106j -4.48209e-17+0.00187404j -1.48814e-16+0.000505308j -3.89067e-17+0.00186587j 5.48457e-17-0.00225101j 1.08267e-17-0.000952184j 5.56835e-17-0.000443719j -5.72189e-17+0.00193908j -1.80863e-15+0.00064575j 5.208e-15+0.00355317j 
6.30001e-16-0.00131738j 3.32177e-16+0.00071863j 6.9045e-18+0.00109248j -5.42783e-18+0.00107301j -1.46694e-18-0.000548712j -9.84803e-18+0.000706238j 1.43124e-17-7.70425e-06j 1.34723e-16+0.000523933j 9.2696e-17-0.000217573j -4.85922e-17+0.00132688j 2.29025e-17+7.68388e-05j 3.81086e-18-0.00041376j 4.83551e-18-0.000672685j -2.09769e-17-0.000240154j -7.37585e-18-0.000371005j -1.59159e-17+4.15885e-05j 3.06123e-17+0.000193606j 2.36363e-18-0.000993722j -8.17491e-18-0.000646061j -5.31854e-18-0.000396569j 1.24634e-17+0.000372904j 4.56818e-17-0.000408986j 7.82528e-18+0.000575058j -4.45002e-17-0.000336272j -2.32449e-17-0.000215776j -5.16322e-18-1.65166e-05j -6.49424e-17+0.000552139j -4.69036e-17+0.00108357j 5.24158e-16+0.000175828j -7.54425e-15-0.00120488j 5.29679e-17+2.0657e-05j -6.12008e-18-0.00069202j 1.03854e-15+0.00163228j 8.45955e-17+0.00131696j -1.75477e-19+0.00153438j 4.97733e-17-0.000161937j 3.52987e-17+0.000876606j -4.06185e-17-0.00371518j 5.5404e-17-0.00126646j -2.92714e-20+0.00185852j 3.2834e-17-0.000313137j -1.32217e-17-0.000473145j 1.07411e-14-0.00270392j -4.13762e-17-0.00245557j 2.87341e-16-0.00202473j -1.83986e-16+0.00176281j -4.68253e-17+0.000805586j -1.87265e-17-0.00103286j -2.18916e-16+0.00138935j -5.62979e-17-0.00140286j 3.7131e-16-0.00377365j -2.49312e-16-0.00233964j 8.76613e-17-0.00116595j 2.16451e-16+0.00113024j 1.61893e-16+0.000674112j -5.20941e-17-0.0011545j -1.00665e-16+0.000626895j -1.04186e-16-0.00369667j 5.59648e-17+0.00260858j 8.36224e-17+0.0011956j -5.07579e-17+0.000877389j -3.45878e-17+0.000862494j 1.73411e-17-0.00093327j -2.61711e-18+0.00102997j 6.9952e-17-0.00367939j 2.54818e-17+0.00125548j -1.89461e-17-0.00138618j 1.07507e-17-0.00113588j -5.55187e-17+0.00217398j -2.34383e-17+0.000985646j -9.60483e-16-0.00054583j 2.91703e-15+0.001641j 
1.32168e-15-0.00221298j 7.24565e-16+0.000296358j 2.60048e-17+0.00102859j -2.31647e-18+0.000396263j -1.4211e-18-0.000447085j 1.61529e-19+0.000630169j 2.75556e-17+0.0003988j 5.71036e-17+0.000202955j 6.8141e-17-0.000205836j -3.52553e-17+0.000918601j 2.96562e-17+0.00021025j -2.98035e-18-0.000299598j -5.70866e-18-0.000458393j 8.5914e-18-1.60776e-05j -1.19892e-17-0.000230527j -1.51986e-17-0.000106471j 1.49712e-17+6.55867e-05j 7.11646e-18-0.000556601j 6.49624e-18-0.000300857j 7.88827e-19-0.000156567j 1.16029e-17+0.000237207j 4.99863e-17-0.00022664j -9.60477e-18-1.99486e-06j -2.06069e-17-0.000166054j -3.18521e-17-0.00021963j -4.64257e-18+0.000123185j -4.93857e-17-0.000191948j -1.38963e-17+0.000550003j 6.76164e-16-7.86649e-05j -9.86992e-15-0.00159118j 7.5245e-15-0.00126678j 3.95014e-16+9.48443e-05j 2.63958e-16+0.000380699j 5.93462e-17+0.00109158j -2.41857e-17-5.07359e-05j 8.08094e-17+0.000811975j 8.99955e-17+0.00183935j -5.96295e-19-0.00110549j -2.65025e-17-0.00184168j -3.34009e-18+0.000816887j 8.96024e-17+0.00088954j -6.01005e-17-0.000712241j 6.83614e-15-0.00174599j 2.55561e-17-0.000300079j 2.66095e-16+0.00100921j -3.21118e-18+0.0022095j 4.647e-18+0.000389326j -9.95939e-17-0.00204892j -8.17718e-17+0.000694317j 1.4887e-17-0.000176851j 8.99488e-17-0.0010171j -7.50844e-17-0.000827706j 2.06132e-17-0.000395518j 5.58153e-17-4.68723e-05j 1.52202e-16+0.00167552j 7.07023e-17-0.000382258j 1.68179e-16+0.00220547j -3.91384e-17-0.00214863j -4.81787e-18+0.00123571j -6.26098e-17-0.000712678j 1.49777e-17+0.00108089j -1.7746e-17+0.000946051j 6.10938e-17+0.00083006j 5.67856e-17+0.00151685j 3.80852e-17-0.000627635j 6.24926e-17+0.00157425j -6.73198e-17-0.00184247j -1.65345e-17-0.000906959j -5.5736e-17+0.000275387j 4.37453e-17+0.00151232j -1.38699e-15+0.000277064j 4.3453e-15+0.00275783j 
1.70105e-15-0.0028014j 8.53508e-16+0.000693001j -2.44304e-18+0.0018754j -1.42061e-17+0.00094153j -2.59226e-18-0.00108695j -2.19654e-17+0.00127147j 1.61542e-17+0.000442918j 1.14102e-16+0.000432389j 1.6472e-16-0.000435003j -8.98746e-17+0.00218572j 3.92655e-17+0.000243427j -3.69155e-18-0.000838234j 9.48642e-18-0.00104112j -2.57807e-17-0.000250978j -1.45356e-17-0.000533758j -1.77296e-17+4.11508e-06j 5.45122e-17+0.000242264j -7.79179e-19-0.00156489j -1.32289e-17-0.00109842j -1.27435e-17-0.000539161j 2.42067e-17+0.000557332j 1.23042e-16-0.000787193j 3.31041e-17+0.000587604j -7.90909e-17-0.000673875j -4.0969e-17-0.000156586j -1.63023e-17+0.000336744j -6.13579e-17+0.000483979j -5.70128e-17+0.00130529j 9.87577e-16+0.000129343j -1.40999e-14-0.00227286j 3.06016e-15-0.000488984j 1.4488e-16-0.000321331j 8.01004e-16+0.00123164j 4.40299e-17+0.00158164j 9.87772e-18+0.000901509j 3.67667e-17+0.000517794j -1.267e-17+0.00195723j -1.2484e-17-0.00305492j 1.10811e-16-0.00217648j -2.67289e-17+0.00171908j 2.78886e-17+0.00052194j -1.50586e-17-0.000814142j 1.17901e-14-0.00297069j -2.25231e-17-0.00166565j 2.81697e-16-0.000395689j -2.2365e-16+0.00277721j -3.47458e-17+0.000781442j 2.46113e-17-0.00223338j -2.15208e-16+0.001363j -3.18411e-17-0.000963628j 2.92172e-16-0.00301789j -1.89383e-16-0.00205171j 7.44564e-17-0.00100012j 1.91698e-16+0.000622094j 1.17951e-16+0.00172118j 3.19534e-17-0.000980663j -5.72918e-17+0.00211132j -1.23642e-17-0.00386948j -9.7698e-18+0.00249583j 6.33973e-17+0.000142855j -7.22346e-17+0.00140064j -8.23258e-17+0.00125837j -8.67962e-18+0.000134464j -3.76758e-17+0.00181003j 5.33725e-17-0.00264936j -1.68914e-17+0.00198108j 3.04041e-17-0.00230912j 3.15985e-17-0.0014273j -6.10549e-17+0.00148741j -5.82086e-17+0.00184221j -1.72167e-15-8.17061e-05j 5.10689e-15+0.00321764j 
1.8602e-15-0.00273563j 9.6115e-16+7.93202e-05j 3.71985e-18+0.00116981j 2.19679e-17+2.01555e-05j 4.68427e-18-0.000588758j -1.28603e-17+0.000749834j -1.50561e-18+0.000665458j 2.13882e-17+5.70483e-06j 8.58103e-17-0.000266169j -4.55226e-17+0.00101814j 2.30613e-17+0.000288412j -5.41247e-18-0.000413441j -5.66048e-18-0.000473336j 3.55892e-18+5.23142e-05j -1.6226e-17-0.000216026j -4.06231e-18-0.000146764j 2.34118e-17+3.51156e-05j -1.83378e-18-0.000584025j -2.15476e-19-0.00035661j -8.78855e-18-0.000118185j 1.60861e-17+0.000233918j 7.82472e-17-0.000312535j 2.61165e-17-0.000175673j -2.82685e-17-0.00024913j -3.4208e-17-0.000136993j -2.0691e-17+0.000321827j 5.35635e-18-0.000414335j 9.84521e-18+0.000366232j 8.15725e-16-0.000163698j -1.15988e-14-0.00188677j 9.69962e-15-0.00163102j 4.64056e-16+0.000512091j -1.1015e-16-0.000312314j 1.10982e-17+0.000896286j 5.77538e-17-0.000865582j 4.31186e-18+0.00127648j -1.47939e-17+0.00226228j -8.49787e-17+0.000323109j 3.91773e-17-0.00205354j 2.15875e-17+0.000221001j 1.04642e-17+0.00148816j -3.8983e-17-0.000793673j 4.49348e-15-0.0011647j -5.15384e-17+0.000859976j 2.77187e-17+0.00256733j -2.19963e-17+0.00234703j 4.05469e-17+0.000152546j 2.90349e-18-0.00250069j 6.53554e-18+0.000295599j -1.13224e-17+0.000479199j -1.81534e-16+0.000486097j -3.27637e-17-4.34978e-06j -4.4162e-17+2.76925e-05j 3.78566e-17-0.000669709j 1.48064e-17+0.0021325j 1.03809e-16+4.25148e-05j 1.23337e-16+0.00294402j -5.0144e-18-0.00123643j -8.02411e-18+0.000449122j 8.47381e-19-0.00168862j -6.02038e-18+0.00115758j -5.16423e-17+0.000951111j -5.32335e-17+0.00174015j -3.65529e-18+0.00171142j -1.30583e-16+0.00101747j -2.67431e-18+0.00167389j 1.0371e-17-0.00202365j -7.24353e-18-0.000769008j 4.41307e-17-0.000744265j -1.35423e-17+0.00176042j -1.62902e-15+0.000710507j 4.79214e-15+0.00326687j 
-4.26884e-16+0.000780974j -2.56421e-16-0.000144123j -1.60218e-17+5.48397e-05j -1.32077e-17-0.00027973j -2.26588e-18-0.000373002j -7.23806e-18+0.000187384j -3.4568e-18+3.99949e-06j -5.16612e-17-0.000195416j 4.17566e-17-0.000104648j -2.48927e-17+0.000496574j 3.56635e-18-6.19883e-05j 4.40532e-19-0.000375153j 1.43873e-17-0.000160485j -2.16116e-17-0.000125632j 3.45727e-18-6.43638e-05j -1.2494e-18+0.000149961j 2.37442e-17+7.20804e-05j -5.24945e-18-0.000487667j -3.76754e-18-0.000548453j -6.89282e-18-0.000175749j 6.89592e-18+8.75053e-05j 7.186e-17-0.000427028j 2.49181e-17+0.000350225j -2.87647e-17-0.000427588j -7.23055e-18+0.000349492j -1.25667e-17+0.000325352j -2.70683e-18+0.000541003j -1.64538e-17+8.00662e-06j -1.7318e-16+0.000164215j 2.53338e-15+0.000413438j -8.49321e-15+0.00141538j -4.18377e-16+1.70164e-05j -2.56476e-16-0.000352106j -5.45667e-17-0.000730649j -7.72037e-18-2.08012e-05j -4.25484e-17-0.000444017j -5.77503e-17-0.00101057j 5.04334e-17+0.000824972j 2.47716e-17+0.00105742j -2.26199e-17-0.000573634j -4.3117e-17-0.000423395j 3.85311e-17+0.000435386j -4.17448e-15+0.00107161j 2.30936e-17+0.00034789j -1.28152e-16-0.000372907j -4.7808e-18-0.00125013j -7.2167e-18-0.000253372j 6.24542e-17+0.00109861j 4.03295e-17-0.000452861j 1.52169e-17+0.000189439j -2.74016e-17+0.000786763j 8.73977e-17+0.00054895j -1.96815e-18+0.000278836j -5.89665e-17-6.39844e-05j -9.67115e-17-0.000894085j -1.65964e-17+0.000274815j -8.32312e-17-0.00116034j 7.43222e-17+0.00134986j -3.52072e-17-0.000830828j 7.73878e-18+0.000281535j -1.42348e-17-0.000561112j -6.39557e-19-0.000533654j -1.91324e-17-0.00031231j -4.09216e-17-0.000830987j 2.33025e-17+0.000591309j -4.85312e-17-0.000886568j 5.1513e-17+0.000970611j 2.10783e-17+0.000472404j 2.47479e-18-0.000305017j -3.18431e-17-0.000729652j 7.22219e-16-7.0453e-05j -2.25764e-15-0.0013969j 
-5.4911e-16+0.000674174j -2.73885e-16+0.000207516j 1.63758e-18-0.000492741j 1.37077e-18+0.000416204j 2.65996e-19+0.000520537j 6.20554e-18-0.000434713j -4.3281e-18-0.000380252j 5.62314e-17+0.000251943j -6.19212e-17+0.000190766j 3.46367e-17-0.000710181j -1.61434e-17-9.90923e-05j 2.99607e-18+0.000449314j -6.24693e-18+0.000263912j 7.04469e-18+2.31877e-05j 5.0851e-18+0.000101097j 4.48499e-18-2.73706e-05j -2.4408e-17-3.92962e-05j 2.49668e-18+0.000522409j -3.40344e-18+0.000509051j 6.48427e-18+0.000128759j -1.22088e-17-0.000129076j -9.45996e-17+0.00043418j -2.2104e-17-6.60181e-05j 2.69633e-17+0.000412864j 2.49494e-17-0.00023986j 1.88506e-17-0.000441358j 3.07955e-18-8.61453e-05j 4.29591e-19-3.96086e-06j -2.1708e-16-3.15019e-06j 3.11979e-15+0.000506531j 1.27331e-15-0.000191333j 5.37302e-17-0.000435984j 4.77755e-16+0.000768837j 4.03303e-17+0.000324268j -1.81428e-18+0.000801022j 1.42919e-17-0.000401665j 1.98529e-17-0.00031102j -2.27319e-17-0.00154964j 4.23281e-18+8.10373e-05j 9.32607e-18+0.000686123j 3.74051e-18-0.000566581j 3.08075e-18+1.34184e-05j 2.83816e-15-0.000709201j -2.48567e-17-0.00123348j 8.10414e-17-0.00154576j -5.76998e-17+1.00971e-06j -2.55949e-17+0.000269098j -1.0011e-17+0.000346032j -7.73203e-17+0.00045827j -3.22334e-17-0.000690516j 1.69168e-16-0.00162279j -1.09417e-16-0.000881776j 3.75401e-17-0.000460438j 8.50897e-17+0.000646534j 6.01661e-17-0.000368677j -6.16105e-17-0.000463426j -7.86029e-17-0.000625919j -6.81712e-17-0.00107964j 4.57514e-17+0.000904862j 4.82914e-17+0.000961841j -1.34448e-17-4.16995e-05j 8.20248e-18+5.03181e-05j 1.048e-17-0.000916048j 4.85844e-18-0.000112093j 3.2342e-17-0.00175043j 1.7355e-17-3.57495e-06j -1.72239e-17+0.000109512j -1.23638e-18-0.000157561j -1.32406e-17+0.00108004j -7.41153e-19-0.000228195j 1.4866e-16-0.000450807j -4.17645e-16-0.000425971j 
-3.13468e-16+0.000401941j -1.21627e-16-5.40527e-05j 1.40792e-17-0.00080365j 1.80585e-17+3.50421e-05j 3.27112e-18+0.000832128j 1.46869e-17-0.000705448j -5.23236e-18-0.000245081j 2.21308e-17+9.15086e-05j -1.08342e-16+0.000288272j 6.11735e-17-0.00136222j -2.1227e-17-4.9996e-05j 1.53172e-18+0.000732693j -1.76413e-17+0.000561926j 2.93733e-17+0.000204706j 2.99987e-18+0.0002636j 8.93775e-18-0.000144163j -4.56144e-17-0.000156991j 5.09513e-18+0.00109865j 6.28289e-18+0.000992592j 1.16336e-17+0.000373235j -1.73993e-17-0.000299327j -1.30085e-16+0.000758874j -3.73018e-17-0.000533026j 5.89203e-17+0.000715865j 2.71232e-17-0.000321983j 2.10957e-17-0.000515634j 2.68004e-17-0.000676012j 3.48194e-17-0.000450492j -2.28536e-16-0.000193718j 3.2307e-15+0.000516355j 6.98939e-15-0.00116571j 3.41449e-16-1.13463e-05j 7.88085e-17+8.72145e-05j 4.23771e-17+0.000205574j 7.67725e-18-9.40773e-05j 2.50935e-17+0.000131281j 5.46859e-17+0.000179871j -5.156e-17-8.65086e-05j -5.32297e-17-0.0002034j 3.27664e-17+0.000103364j 2.53232e-17+7.15175e-05j -2.68432e-17-0.000116328j 4.7977e-16-0.000137083j -2.44399e-17-4.79854e-05j 2.98948e-17+0.000101284j 5.99864e-17+0.00019458j 1.24116e-17+2.99967e-05j -6.00369e-17-0.000157841j 1.80003e-17+5.95774e-05j -1.36867e-17-1.14724e-05j -3.85817e-17-8.19351e-05j -4.3718e-17-1.526e-05j -1.56006e-17-2.50074e-05j 1.23307e-17+2.69001e-06j 5.57835e-17+0.000140208j -1.17732e-17-2.86668e-05j 6.67972e-17+0.000188009j -7.89587e-17-0.000174261j 4.71479e-17+0.000126322j -1.01096e-17-7.29525e-05j 3.11844e-17+2.49901e-05j 2.80602e-17+7.03721e-05j 1.61988e-17+1.79426e-05j 4.63169e-17+0.000114456j -3.82807e-17-5.99654e-05j 4.95037e-17+0.000133055j -5.58187e-17-7.27738e-05j -2.87401e-17+1.67229e-05j 1.97526e-17+3.2568e-05j 4.3658e-17-1.63782e-05j -3.96613e-17-1.66625e-05j 2.10368e-16+7.60444e-05j 
-6.8588e-16+0.00134647j -4.61412e-16-0.000243579j -4.58753e-17-0.000620759j -5.06843e-17-0.000349411j -7.98999e-18+0.000230601j -9.02128e-18-0.000363508j -1.62022e-17-0.000196932j -7.85002e-17-0.000183256j -3.85311e-17+0.000111473j 1.29019e-17-0.000531516j -2.3642e-17-0.000121115j -1.17822e-17+0.000142558j 1.3719e-17+0.000278141j -6.58135e-18+1.67014e-05j 1.40156e-17+0.000145578j 1.83533e-17+6.87297e-05j -8.30815e-18-4.35708e-05j -7.85282e-18+0.000317128j -2.09153e-17+0.000144621j -9.74753e-19+9.65058e-05j -1.14693e-17-0.00014598j -3.67984e-17+9.87724e-05j 1.46725e-17-1.31934e-05j -7.90512e-18+6.08033e-05j 4.77955e-17+0.000179412j 2.34272e-17-1.55904e-05j 5.25875e-17+0.000109445j -2.20752e-17-0.000388161j -4.09243e-16+4.24852e-05j 6.12187e-15+0.000975684j -4.79423e-15+0.000818635j -2.31523e-16+2.90696e-05j -3.48287e-16-0.000411188j -1.35875e-16-0.000782042j -3.41022e-17-0.000141507j -7.88032e-17-0.000446342j -1.54585e-16-0.00114458j 1.76338e-16+0.0010579j 1.23197e-16+0.0011937j -9.54693e-17-0.000682131j -7.59175e-17-0.000465974j 8.13603e-17+0.000463437j -4.95551e-15+0.00130161j 8.93358e-17+0.00045849j -1.50328e-16-0.000335805j -1.20171e-16-0.00145562j -3.94709e-17-0.000313834j 1.69187e-16+0.00127735j -2.6842e-18-0.000554767j 5.40382e-17+0.000263371j 7.56593e-17+0.00101504j 1.81933e-16+0.000735581j 3.33451e-17+0.000358848j -9.534e-17-0.000106078j -1.90193e-16-0.00102576j 2.07637e-17+0.00035049j -1.86329e-16-0.00132015j 2.43248e-16+0.00164542j -1.42352e-16-0.00100521j 1.00017e-17+0.000264614j -6.98165e-17-0.000706892j -5.08111e-17-0.000634549j -3.14473e-17-0.000355158j -1.23126e-16-0.000976375j 1.23543e-16+0.000784949j -1.40352e-16-0.00103651j 1.52568e-16+0.00119518j 7.67099e-17+0.000636055j -4.95125e-17-0.000410344j -1.05033e-16-0.000955715j 8.99815e-16-8.89547e-05j -2.92549e-15-0.00173506j 
-9.73298e-16+0.00146576j -5.08158e-16-2.84078e-05j -7.80877e-18-0.000838048j 4.77547e-18+4.99133e-05j 1.25297e-18+0.000580538j 5.66519e-18-0.000607544j -1.46546e-17-0.000425606j 7.45829e-18+5.40594e-05j -7.71715e-17+0.000231161j 4.21555e-17-0.00095886j -2.4251e-17-0.00016008j 3.75843e-18+0.000461475j -2.86355e-18+0.000416844j 3.08774e-18+3.91579e-05j 8.56995e-18+0.000190089j 9.68583e-18+2.20565e-05j -2.51445e-17-6.74146e-05j -1.00348e-18+0.000657561j -3.18335e-18+0.000519191j 4.69226e-18+0.0001805j -1.37529e-17-0.000212253j -8.78534e-17+0.000420706j -1.28558e-17-8.43441e-05j 3.13476e-17+0.000376079j 2.99836e-17-6.01237e-05j 1.41473e-17-0.00035376j 2.47818e-17-1.85099e-05j 1.08582e-17-0.000303672j -4.64564e-16+1.80577e-05j 6.72512e-15+0.0010867j -2.22857e-15+0.000387715j -1.25378e-16-0.000291814j 1.52275e-16+0.000260819j 3.20517e-18-0.000316266j 9.72584e-18+0.000467205j -2.37742e-17-0.000599669j -1.80256e-17-0.00103137j -2.02655e-17-0.000357283j 1.80735e-18+0.000900678j 1.27185e-17+8.79808e-06j -3.35486e-17-0.000734822j 2.4492e-17+0.000334823j -1.60511e-15+0.000415733j -2.83254e-17-0.000557489j -7.1545e-17-0.00134096j -1.58511e-17-0.00102964j -1.41166e-17-3.01932e-05j 2.68045e-17+0.00115247j -6.57026e-19-6.54949e-05j -2.64497e-17-0.000306496j 4.6628e-17-0.000440032j -3.24991e-17-0.000106035j 8.7929e-18-7.43014e-05j 2.16981e-17+0.000386996j -2.54315e-17-0.000989762j -7.04703e-17-8.26045e-05j -1.07621e-16-0.00138179j -3.52038e-17+0.000394459j 3.68096e-17-6.44093e-05j 5.17353e-17+0.000873679j -7.27102e-18-0.000533821j 1.96477e-17-0.000413905j -1.70674e-17-0.000908483j -1.32502e-17-0.000772176j -4.07039e-18-0.000694701j -8.45151e-18-0.000736533j 9.20081e-18+0.000928888j 1.0281e-18+0.000342756j 2.07587e-17+0.000481292j -1.07553e-17-0.000847286j 7.39564e-16-0.00038706j -2.26493e-15-0.00154109j 
