-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
0.0021647-0.0114457j -0.0132764-0.00168654j -0.0148457+0.00707445j 0.00716191+0.0148402j 0.00770776+0.00466396j 0.00646973-0.0013776j 0.000953152-0.00958721j -0.00456048-0.000854434j -0.000107518+0.00456702j 0.00388079-0.0028021j -0.00664779-0.00580385j -0.014787+0.00466759j -0.00483293-0.0121689j 0.00166959-0.00271858j -0.00470497-0.00284055j -0.0050949-0.00145976j -0.0037565-0.00470905j -0.000112888-0.00128142j -0.000844942-0.00299503j -0.0152131+0.00790117j -0.00131764+0.000120916j 0.00363004-0.00559822j 0.00397201+0.0168346j 0.00335249+0.00663782j 0.00237065+0.00376392j -0.0112548+0.000715181j 0.0123977+0.00903712j -0.00833798+0.00675566j -0.0023302-0.00335357j 0.00923498-0.004366j 0.00514409+0.0059598j -0.00272763+0.0154947j 0.00723225-0.000439152j 0.00365176-0.00536157j -0.00523519-0.000820053j 0.00260647-0.00193854j 0.00704116-0.00239971j -0.00708018+0.00742212j 0.00507382+0.00517765j -0.000351901-0.00652973j -0.0108744-0.0120092j -0.000726427-0.0168458j -0.000425547+0.00359505j 0.000191563+0.0123643j 0.00105719+0.00351729j -0.00697465-0.0121042j 0.00342349-0.000478879j -0.00527821+0.0128063j -0.00165645-0.018529j 0.0129109+0.00589811j -0.00841263-0.00283242j -0.0059139-0.00494454j -0.00513616-0.00488322j -0.0049386-0.0038544j -0.0100885+0.00527232j 0.00259867+0.00144393j 0.00548504+0.00434653j -0.0017321-0.000566535j -0.00332764-0.00493308j 0.00122461+0.000517505j 0.0018516+0.00279651j -0.000488752+0.00264897j 0.0024387+0.00797477j -0.00118396+0.00415845j -0.00180707-0.00311382j -0.00551204-0.00620957j 0.00259627-0.0109863j 0.000319816-0.00338299j 0.000806141-0.0036737j -0.00112092-0.00220883j -0.00290741+0.000122184j -0.00411262-0.00334691j -0.00151246-0.0033918j -0.00623137-0.00458765j -0.000685231+0.00134744j 0.000143099+0.000711168j -0.00109336+0.0055463j 0.00492112+0.00482397j -0.00439152+5.16119e-05j 0.000777756+0.00541459j -0.00227095-0.000865989j 0.00145409+0.00287275j -0.00474469+0.00309002j 0.00648206-0.0034622j -0.00138993-0.00793196j 0.00346165+0.000659797j -0.00255823-0.000478946j 0.00664317-0.00928397j 0.013627-0.00619154j 0.00860091+0.00858491j 0.0156621-0.000788353j -0.000748778+0.0129303j 
0.00293557-0.00840791j -0.00757729-0.00320403j 0.00368652-0.000134757j -0.00181205-0.00300035j 0.0136876-0.00439801j -0.000447329-0.00473882j 0.00953354+0.00883347j 0.00486051-0.00265728j 0.0111679+0.00436542j -0.000460436+0.0042903j 0.00230209+0.00206395j -0.00556216-0.00364449j -0.00660655-0.00144418j -0.0107571-0.00496164j 0.00890261+0.0115879j -0.00638152-0.0034045j 0.0106386+0.00672762j -0.00758979-0.00304311j 0.000376971-0.00300015j 0.00597294-0.00358362j 0.00377595-0.00604189j -0.00135239+0.000946037j 0.00285299-0.0075416j -0.0102382-8.98783e-05j 0.00299516-0.00157159j 0.00996366+0.00115537j -0.00205398-0.00664976j -0.00330572+0.00235634j 0.00353617-0.00532815j -0.00285471+0.000175548j 0.000766127+0.00391323j -0.00750265-0.0105666j -0.000512424-0.00255655j -0.00212681-0.00346887j -0.00344754+0.00137934j -0.0030305-0.00948152j 0.00443238+0.00573885j 0.00214847-0.00463241j -0.000737324+0.00957549j 0.00857441+0.0140044j -0.005459-0.0136454j 0.00515929+0.00346266j 0.000182967-0.00533192j -0.00155837+0.00237262j 0.0125204+0.0104025j -0.00144959+0.00195029j -7.58271e-05+0.000608696j 0.00159737+0.0053531j -0.00257325+0.00630799j -0.00400874+0.00588265j -0.000108344+0.00922353j -0.000325835-0.0119849j -0.00722124-0.00631823j -0.0034935+0.0164049j -0.00135755+0.00849574j -0.000404268-0.00383188j -0.00302661-0.00570346j -0.00070871+0.0061419j -0.0030954+0.00548325j 0.00220436-0.00270971j -0.000591637-0.010496j -0.00286208+0.000188058j -0.00290982+0.000175303j 0.00318863-0.0116957j -0.0172168+0.00229377j -0.00728565-0.00667109j -0.000238008+0.0069246j 0.0155792-0.00101057j 0.0120614-0.00238699j 0.00322706-0.0138052j 0.000767566+0.00474493j -0.0179755+0.0100852j 0.0162972+0.00354774j 0.0102509-0.000609174j -0.000154828-0.0202317j 0.00552395+0.0111927j -0.000281545+0.000944427j 0.00171511+0.0186689j 0.00182674+0.0185115j 0.00112949-0.00332083j -0.00309437+0.0147788j 0.00455041+0.00310642j -0.00329835+0.0018062j -0.0107322+0.00670843j 0.00199492-0.00923682j -0.00109079+0.00356537j 0.00968213+0.00132546j 2.86916e-05+0.00719457j -0.000427002-0.00260965j 0.0020427-0.000144624j 0.00328488-0.00122992j 0.00184944+0.00444081j 
-0.000214865+0.00991886j 0.00800624+0.0018342j 0.00403743-0.00348772j -0.00132452-0.00268511j 0.000670206+0.0068027j 0.000189142+0.00410067j -0.000864397+0.000549731j 0.00550369+0.00583678j -0.00242931-0.00316862j -0.00335858-0.00285024j -0.00599121+0.00526756j -0.00270934-0.000477333j -0.00229639+0.00455001j -0.00657812-0.00484899j 0.00806955-0.0050587j -0.00669455+0.00318864j -0.0117344-0.00154614j 0.00726371+0.00453981j 0.00413953-0.00196123j 0.00523527+0.00137068j -0.0034543-0.00253675j -0.00553294-0.00518076j -0.00745211+0.00938264j 0.00857339-0.0060047j -0.00238972+0.000362077j -0.000639945-0.00875383j -0.00701605+0.00731352j 0.0133846-0.00773242j -0.000786117-0.00793626j -0.0104341-0.00785746j 0.00473133+0.00361066j 0.00680782+0.00551979j -0.00946368+0.00876337j 0.00718718-0.00431277j 0.00558719-0.00438926j -0.0118393+2.09976e-06j 0.000121749-0.00498298j 0.0101549+0.00595121j -0.00460875+0.0032628j -0.00194764-0.00978461j 0.00823973+0.0103296j 0.0055325+0.00777604j 0.00258953-0.0103463j 0.000415578-0.00577975j 0.00550928-0.000483373j 0.000598435+0.0143972j 0.011708+0.0065269j 0.00578509-0.00718386j -0.00413966+0.00465159j 0.00163799+0.00300193j -0.0033823+0.00411073j 0.000544451-0.0010726j -0.00104196-0.0135892j 0.00249124-0.00814266j 0.0019049+0.00090188j -0.00513799-0.00976486j 0.00774872+0.0103805j -0.00076875+6.03209e-05j -0.00516079-0.000609215j 0.00987861+0.00316034j 0.0027857+0.00382113j 0.00166837+0.00580066j 0.00265987-0.00654233j -0.00051093-0.00838285j 0.002103-0.00813651j -0.00532855-0.00413435j 0.00765081-0.0044753j -0.000653451-0.000481131j 0.000683969-0.00212989j -0.000450328+0.00250638j -0.0100457-0.00621919j 0.00112788+0.00178813j 0.000142488+0.00225554j 0.00281184-0.00233703j -0.00428261+0.00588442j -0.0021067+0.0119465j -0.00379761+0.00221172j 0.00328264-0.00090127j 0.00729631-0.00431879j -0.000765791+0.00481251j -0.00548813+0.00728665j 0.00306207-0.00469804j -0.0101075+0.0026176j 0.000461881+0.00228373j -0.00212938-0.00472772j 0.000225708+0.0101305j 0.000746489-0.0029828j -0.00391084-0.0077853j -0.00681153-0.000505204j -0.0112158-0.0141459j -0.0119306+0.00722829j -0.00908329-0.0143076j 
0.00327628+0.00730079j 0.00888624-0.0035039j 0.00948423-0.000395833j -0.00136803-0.00992763j 0.00897552-0.0165295j -0.0035929-0.00462273j -0.00260599-5.20107e-05j 0.0100251+0.00606894j -0.00745225-0.00262395j 0.000139845+0.00115583j -0.0011581-0.00615088j -0.0100269-0.002758j -0.00803354+0.00224441j -0.000521217+0.000974531j -0.00369366-0.000556454j -0.00110224-0.000192194j 0.0059048-0.008802j -0.00266286-0.0108258j -0.00571137-0.00611035j 0.00192579-0.00590322j 0.000911241-0.00829659j -0.0170751-0.0116491j -0.00676976-0.00427728j 0.00106785-0.00284788j -0.003794+0.00112299j -0.0114845-0.000653047j 0.00224373+0.0149245j -0.00261347-0.00719061j 0.007213+0.00174674j 0.00725264-0.005333j -0.00578867-0.00790256j -0.000878191-0.00315793j 0.00337567-0.0114263j -0.00572833+0.00579091j 0.0156047+0.00772049j 0.00249455+0.00302185j 0.00109763+0.000763575j -0.0128251+0.00153018j -0.00807676-0.000120418j -0.0105341+0.00620789j -0.00994451-0.0109931j 0.000710532-0.00304068j 0.0020642-0.00293909j 0.0161598-0.0137538j 0.00309538-0.000701909j -0.00366156+0.000765801j 0.012979-0.0127636j -0.015387+0.000121317j 0.00272669+0.00160716j 0.0026293+0.00100596j 0.00461744-0.0180769j 0.00803065+0.00543827j -0.00244524+0.013284j 0.00491752-0.00862222j 0.004993+0.00666964j 0.0029087-0.00105685j 0.00274118+4.81528e-05j -0.00565532+0.00587677j -0.00984863-0.00207173j -0.00269471+0.00484483j 0.000759355-0.000634475j -0.00429965+0.00805807j -0.00311442-0.00232358j 0.00395663+0.000356397j 9.23395e-05+0.00222632j 0.00115824+0.00397661j 0.00518953+0.00306496j 0.00353957+0.00399362j -0.00319278+0.00905511j 0.00284856+0.00588309j -0.00515659-0.00510605j -0.000996928+0.00464235j 0.0047045+5.07015e-05j -0.0034192+0.00279968j -0.000196079-0.000167651j -0.00188658+0.00335974j 0.000797512-0.00426597j 0.00282922-0.00288061j 0.00714561+0.00379855j 0.00275592+0.00148695j 0.00060297+0.00272329j 0.00184935-0.00460806j 0.00227496+0.000527062j -0.00496044-0.00139176j -0.000778197-0.000785456j -0.0027741+0.0014338j 0.00281132-0.0018971j -0.000463135+0.000830165j -0.00731882-0.000747122j -0.00510577-0.00986726j -0.00958396+0.00563405j -0.00566848-0.00860345j 
-0.00625768-0.00466259j -0.00597447+0.00660615j -0.00646185+0.00233729j -0.000770955+0.00705883j 0.00717272-0.000857965j 0.00129118-0.00520892j 0.00499066-0.00145586j -0.00216662-0.0044499j -0.00214331+0.00309523j 0.00329062-0.000731861j -0.00168497-0.0130873j -0.000749723-0.00532184j -0.00676967-0.000336073j 0.00550867+0.000289716j 0.00332293+0.00760415j 0.00204636+0.00202196j 0.00443024-0.00886657j -0.00655158-0.00677737j 0.00347941-0.00177542j 0.0016371-0.00462195j 0.0032246-0.00433409j -0.000888626-0.00634739j 0.000356368-0.00528567j -0.00115251-0.00216896j 0.00681781+0.00352626j 0.00481469+0.00282345j -0.00263198-0.00037061j -0.00494865-0.00304214j 0.0030504-0.00203441j -0.00453117+0.00153389j -0.00483728+0.00231611j 0.00108877-0.00226185j 0.00188695-0.00425918j 0.000983778+0.00178586j 0.00250596+0.00185205j 0.00241648+0.00123145j 0.00792256+0.00770318j -0.00555851-0.00206455j -0.00513618-0.00370992j -0.00178602+0.00396432j -0.00296802+0.000666238j 0.00011239-1.59691e-05j 0.00216334+0.00121157j 0.0080401-0.000533131j 0.000367488-0.00311231j -0.00205066-0.0048205j 0.00437796-0.000100589j -0.0054387+0.00137525j -0.00390061+0.000519733j -0.0014676-0.00277134j -0.00242098-0.00021941j 0.00583854-0.00577685j -0.00229917+0.00446385j 0.00640344+0.00192019j 0.000572015+0.00168353j -0.00247093-0.00328681j 0.00583311-0.00468063j 0.00126607+0.00144245j 0.00250605+0.00448798j -0.00431845+0.000978575j 0.00620699-0.00438006j 0.00703377-0.00628312j 0.000178438-0.00379248j 0.00192+0.00323237j -0.00178831-0.000882258j -0.0052499-0.000864137j -0.00393856+0.00538309j 0.000674776+0.00101097j 0.00382803+0.00273743j 0.00114703+0.00509363j 0.00487111-0.000516176j -7.98995e-05+0.00369824j -0.00128308-0.00347297j -0.00591532+0.00369515j 0.000283174-0.00191408j 0.00543387+0.00580143j -0.00206661+0.00389512j -0.000439711+0.00402728j -0.00279619+0.00617959j 0.00177081-0.00349113j 0.00144626+0.00368624j 0.000478225+0.0071579j 0.00456971+0.00534097j -0.00012821+0.00240226j 0.00391957-0.00188067j 0.00483092-0.00901221j -0.00867175-0.000708869j 0.000691936-0.00109965j 0.00779316+0.00165212j -0.0026466+0.0185427j 0.0110237-0.00917672j 0.0082064+0.0113456j 
0.00298538-0.0126782j -0.010906-0.00583817j -0.0117319+0.00167264j 0.00215652+0.00553373j 0.00103172+0.00380741j -0.00368625+0.00314778j -0.000564202+0.0135517j 0.00517356-0.000265401j 0.00490487+0.0074601j 0.000923238-0.000512316j -9.74232e-05+0.00719145j 0.00560291-0.00507456j 0.00199294-0.00273288j -0.0115685-0.00291173j 0.00592675-0.00371323j -0.00202261-0.00195718j 0.00373967+0.0120246j 0.00225791-0.00292876j -0.00540579-0.0033541j -0.00188067+0.00160415j -0.00889883+0.00456795j -0.00261552-0.000580892j -0.00470185-0.00415588j -0.00469233+0.00872997j -0.00979987-0.00190309j 0.00112528-0.00709885j 0.00820308-0.00794142j 0.00823022+0.00745947j -0.00657147-0.00838625j 0.00567622+0.00612234j 0.00306704-0.00448063j -0.00824886+0.00987685j -0.00100789+0.0113769j 0.000289846-0.00145421j 0.00232541-0.00239008j 0.00131821-0.00348653j 0.000776359+0.00364238j 0.00430256-0.00406117j 0.00719803+0.0039931j -0.000241673+0.0106246j 0.00780486-0.0010431j -0.00410278-0.00350866j 0.00368203+0.000550158j 0.000449654-0.00391586j -0.0035728+0.00196527j 0.00457725+0.00151095j -0.00990894-0.00227209j -0.00257359-0.00571607j 0.00201065-0.0117314j -5.99627e-05-0.00232452j 0.00862861+0.00165314j -0.00432696-0.000278466j 0.00589041-0.00298924j -0.00285784+0.000526489j 0.00307073+0.00874728j 0.000160003-0.00282442j -0.00546504+0.00300217j 0.00703412-0.00900598j -0.00306626+0.00353777j 0.00514132+0.000321685j 0.00560364+0.00474659j 0.0069519+0.00233958j 0.00886092+0.00466443j -0.00177075-0.00116867j -0.0031076-0.00485146j 0.00546214-0.00519893j -0.0114099-0.00297588j 0.0035808-0.0040161j 0.00122034-0.00469441j 0.00155246-0.00275115j 0.00337732-0.00647815j -0.00279429+0.00597765j 0.00673135-0.00582572j 0.000964265+0.000125834j -2.0154e-06+0.000419816j 0.00211915-0.000755251j 0.00172612-0.00497867j 0.00113525+0.00696524j -0.0108901+0.00581324j 0.00329468+0.00151217j 0.00381514-0.00136241j 0.00417686+0.00248736j 0.00781645-0.00171524j 8.5081e-05-0.00599258j 0.00335922-0.00417497j -0.000945463-0.00634457j 0.000840549-0.00363681j 0.00770355-0.00729884j 0.0181201-0.00905263j 0.0105599+0.00943274j 0.0154705-0.00762995j 0.00761279+0.0147957j 
0.00188493+0.0158823j 0.0176815-0.0036544j 0.0117932-0.00471368j -0.00506993-0.0127061j -0.0141731+0.00153038j 0.00164182+0.0109969j -0.00427146-0.00221278j -6.7561e-05+0.0084892j -0.00621797-0.00255579j -0.00273519+0.00268835j 0.00206411+0.00776033j -0.00405334-0.00424224j 0.00320565-0.00457903j -0.000645679+0.00083539j -0.00366098-0.00213168j -0.00690937-0.000460581j 0.00211941-0.00461267j -0.000762779-0.00121998j -0.000951748+0.00273405j 0.000319783-0.000851738j -0.00313415+0.00236129j -0.00176126-0.00802908j -0.00775915+0.00178337j 0.000681279-0.00423243j -0.00148034-0.00294541j -0.000983449-0.00820524j 0.00355169+0.00626975j 0.00211951+0.00469126j -0.00704255-0.0080404j 0.00152514-0.00220126j 0.00326154-0.00423867j -7.38378e-05+0.00333552j -5.19753e-05-0.000364964j -0.00528427-0.000779975j 0.00263711-0.00171725j 0.000589765+0.00195888j -0.00218828+0.00132763j 0.0029138+0.00222028j -0.000938757-0.00059821j -0.00927577+0.00783392j 0.000361692-0.00410747j 0.00339299-0.0065706j 0.00825615+0.000784128j 0.00789478+0.0023127j 0.00421353-0.000801976j 0.00100405+0.000440883j -0.000255781-0.00428289j -0.000406602+0.000291692j -0.00639619-0.00258923j 0.0043209-0.00422248j -0.00665243+0.000677072j 0.00391239+0.00595185j -0.00425852-0.00413227j 0.000233139+0.000735355j -0.000991897-0.00384308j -7.88651e-05-0.0114222j -0.00196372-0.00393482j 0.00407101-0.00536147j -0.00559311-0.00164817j -0.00594362-0.0036931j -0.00143437+0.00417316j -0.00138477+0.00407631j 0.000876678-0.00361565j -0.00258716-0.00667605j 0.00512945-0.00587744j 0.00120683-0.00341159j -0.00641263-0.00270691j -0.0045848+0.00038309j -0.0028582-0.00124504j 0.000905405+0.00155427j 0.000663183+0.00225522j 0.00647038+0.00279631j -0.00415784+0.00161018j -0.00387393-0.000114872j 1.48086e-05+0.00147604j -0.000611733-0.0019349j -0.00603917-0.00298889j -0.00245536-0.00102528j 0.00372275-0.00226221j 0.00352735+0.00486814j 0.00182409+0.00630974j -0.00214678+0.00185861j -0.00455671+0.000564881j 0.00411289+0.00235462j -0.00521987+0.00258446j -0.00105306-0.00201537j 0.00213632-0.000140359j 0.00836181+0.000787111j -0.00960742-0.00337099j 0.00293434-0.00482232j -0.0190865+0.00634886j -0.00369086-0.0154833j 
0.00422928-0.0041247j -0.00384066-0.00258706j -0.00795554+0.00446382j 0.00416244+0.0112531j 0.00288479-0.00576939j 0.00380486-0.00430731j 0.00227958-0.0064169j -0.0044369-0.00831652j 0.00154723-0.00280204j 0.00762402-0.00254638j -0.00201276-0.0031595j -0.000531371-0.000400302j 0.00577663+0.00212499j 0.00308648-0.000280553j -0.000592261-0.00983831j 0.00488514+0.00337473j -0.00166437+0.0015998j -0.000694013-0.00264384j 0.00486725+0.00124937j 0.00049349+0.00179534j -0.00305304+0.00111939j 0.00360487-0.000286321j 0.00212394-0.000597047j 0.00358739+0.00668309j -0.000333851+0.00061021j 0.00260233+0.00175822j -0.00344739-0.00571641j 0.0047879+0.00359917j -0.00148653+0.00665341j -0.00236716+0.00240697j 0.00269359-0.00135635j 0.00129816-0.00166227j -0.00328196+0.00454728j 0.00408913+0.00686017j 0.0041662+0.00256597j 0.00419849+0.00890667j 0.00438931-0.000163884j 0.00037665-0.00251328j 0.00638097+0.00287791j 0.00496677+0.00322239j -0.00456003-0.00142517j 0.00176795+0.00737071j -0.00138199+0.00312153j 0.000603895-0.00249591j -0.00309341+0.002067j -0.000228953-0.00169533j 0.000594264+0.00314136j 0.000233856+0.00155683j 0.00031494-0.00513761j -0.00815439-0.00330441j 0.00389881+0.0066965j -4.99042e-05-0.0036263j 0.00464244+0.00090838j 0.00599663-0.00582992j 0.00588501+0.00126161j 0.00518548+0.003471j 0.000362652+0.00616976j -0.00359482-0.00386395j 0.0052686-0.00050174j -0.000441017+0.00875476j 0.00255321-0.00674129j -0.0026956-0.000833948j 0.00116663-0.00118289j 0.00892514+0.00546718j -0.00360655+0.00336632j 0.00357049-0.00132258j -0.00309577-0.00033957j -0.00578247+0.00350985j 0.00172036-0.00429097j 0.00141433+0.00477324j -0.000750369-0.00438688j 0.00182751-0.000734048j -0.00347672-0.00132613j 0.00064854+0.00102246j 0.003538+0.00280235j 0.00098295+0.0101387j 0.00430247-1.9289e-05j -0.00165614-0.00112252j -0.00239946+0.000114079j 0.00458885-0.000963946j 0.00227003+0.00230462j 0.00315659-0.00596097j 0.00370793-0.00271329j 0.0032849-0.00577554j -0.00380215-0.00244483j 0.00498226-0.00250388j -0.00653393+0.003297j 0.00178379+0.00267578j 0.00109581-0.00587578j 0.00379352+0.00654709j 0.00354301-0.00273512j -0.000749427+0.00563035j 
0.00110856-0.00110316j -0.000134921-0.00249742j 0.00823206-0.000428116j -0.00154854-0.00915394j -0.00140164-0.000389577j -0.00214069-0.00143013j -0.00541456+0.00717485j 0.00319878+0.0053235j 0.00280643-0.000270919j 0.00252238+0.0030077j 0.0023882+0.00173486j -6.97401e-05-0.00171251j 0.00143448-0.00207422j -0.00592641+0.00627108j -0.000850104-0.00294924j -0.00106931+0.000558544j 0.00446726+0.00527079j 0.00606175-0.00142299j -0.0093302-0.00058387j 0.00263871-0.00393474j 0.00290013+0.000144834j 0.00210959+0.00643173j 0.000713718+0.00297188j -0.00490326+0.00802407j -0.00493616-0.00196887j -0.00632556+0.0111328j 0.00285276-0.00102429j -0.00167486+0.00358066j 0.000627671+0.00299609j -0.00177254-0.00901186j -0.00847155+0.00107402j -0.00353173-0.00498342j -0.000457714-0.00479011j -0.00270054+0.00191447j -0.00524057+0.00149411j 0.00432234-0.00434866j -0.00661217+8.60489e-05j -0.000913263-0.00566534j 0.00479736+0.00542892j 0.00295875+0.00126628j -0.00404567-0.00500458j 0.00416066+0.00148444j -0.00139201+0.000256077j -0.00268925+7.8758e-05j 0.000272569-0.000117866j 0.00158743+0.0009136j -0.0055148+0.00173619j 0.00175816+0.000290646j 0.00470089+0.00418679j 0.00204168+0.00152085j 0.00265878+0.000186126j 0.0013869+0.00167693j 0.000650733-0.00617264j -0.00010806+0.00546036j -0.00166724+0.00332858j 0.00118716+0.00158644j -0.0039294+0.00350457j 0.000186815-0.00101045j 0.00214588-0.00101301j -0.00111601-0.00465093j 0.0013318+0.00861666j 0.00017842+0.00794092j 0.00173959-0.00648057j 0.00321476+6.26696e-05j 0.008923-0.00133525j 0.000846833+0.00461951j -0.0030707-0.00177186j 0.00141791+2.35482e-05j -0.00162839+0.0025649j 0.000165818-0.00181426j 1.68268e-05+0.00180807j 2.80149e-05-0.00443052j 0.00685469-0.000475429j 0.00222045+0.0032283j 0.00353005-0.00119183j -0.00266846-0.00648587j -0.00164278-0.00271697j -9.55875e-05-0.00263465j 0.00567018-0.000886965j 0.00581189+0.000251153j 0.00313464-0.00272824j -0.00180813+0.00453853j 0.00240492-0.00188826j 0.00169369-0.00307457j -0.00162291-0.000654481j -0.00232085-0.000977211j 0.00728852-0.00636749j 0.0100064-0.000471334j -0.00446964-0.00202163j 0.00871348-0.00394066j 0.00246663+0.00579461j -0.00158558+0.00227207j 
0.0105212-0.0157752j -0.0135452-0.00984112j -0.00922132+0.0080075j 0.00921355+0.00618658j 0.00302387-0.0111254j -0.000946193-0.00186831j 0.00357718-0.0069389j -0.00403497-0.00493913j 0.00408704-0.00614367j -0.00256784+0.00398965j 0.0018702+0.00501977j 0.00125184-0.00213064j 0.00515325-0.000317084j 0.00212095+0.00126052j 0.00146385-0.00477565j 0.00331457-0.00134589j -0.00187106+0.00258111j -0.000202197-0.00216165j 0.000754806+0.000982647j -0.0036882+0.000227892j -0.00107161+0.0014938j -0.000521234+0.00054851j 0.000336527+0.00233489j 0.00389326+0.00915217j -0.00386548+0.000718383j 0.00251433-5.3987e-06j 0.00559803-0.0116968j 0.00157334+0.00371738j -0.000640964+0.000936738j -0.00309641+0.00391759j -0.00392338-0.00166826j -0.00476909+0.00175825j -0.00231908-0.00292867j 0.0011573-0.00206684j -0.00146748-3.59153e-05j 0.00721636-0.00198717j 0.00210344+0.00288047j 0.00121576-0.00227593j 0.000971977-0.00348787j 0.000386471+0.00302749j -0.00249766+0.000409265j 0.00423166-0.00717904j 0.00245648-0.000613806j 0.00142393-0.000157236j -0.00326964+0.00171058j 0.00223651+0.0037628j -0.00584434+0.000258823j 0.0027004+0.00136009j 0.00295361-0.00222417j -0.00576692+0.0036276j 0.00390504+0.00307641j -0.00682933-0.0021658j 0.00465532-0.00482647j -0.000207576+0.00209862j -0.00132001-0.00130958j 0.00466746+0.00730011j -0.00139733+0.00393943j -0.00837897-0.00380679j 0.00542222+0.00428207j -0.00135743+0.00372274j -0.00205379+0.00491653j -0.00142789+0.0100343j 0.0119284+0.000622732j -0.00116812+0.00146094j -0.00217178-0.00551843j -0.00249259-0.000439888j -0.00139233+0.0014653j -0.00340369+0.00174847j 0.00199632-0.00338964j 0.000733801+0.0031869j 0.000707636-0.00436361j -0.00206348-0.00742235j 0.0042556-0.00482017j -0.00146891+0.00192211j -0.000512892-0.00297219j -0.00356289-0.00466972j -0.00234425-0.00330547j 0.000288851+0.00400977j -0.000611329+0.00327111j 0.000735104+0.00171055j -0.00215398-0.00662289j 0.00673074+0.00253622j 0.00453373-0.000450813j -0.00700506-0.00453934j -0.00378395-0.00988543j -0.000897548+0.00232316j 0.00982904+0.00034674j -0.00129032+0.0091407j 0.00133542-0.00732929j 0.000620182-0.00148432j 0.00867062+0.00192711j -0.00560124+0.0104821j 
