-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
4.2325e-05-0.00212989j -0.0011281+0.00287305j -0.00102067+0.000909032j -0.00306091-0.00469963j 0.000846518+0.00362156j -0.00607702-0.00182124j -0.00614398+0.00141338j 8.21488e-05-0.00234797j 0.00163704+0.00103241j 0.00167345+0.00235301j -0.00187744+0.00202724j 0.000947462+0.00311973j -0.0013235-0.001063j -0.00273783+0.001658j 0.00314719-0.00203677j 0.00702664-0.0052339j -0.0028146+0.00079568j -0.00228801+0.00198238j -0.00135543+0.000556202j -0.00077857+0.00112903j -0.000685395+0.000900745j 0.00339907-0.00138474j 0.00564359-0.0037694j -0.00346647+0.00219257j 0.00190004-0.00434604j -0.000228962+0.00703442j 0.00119098-0.00321399j -0.000870421-0.00641841j 0.00518599-0.00200063j 0.000967656-0.00538301j -0.00431363+0.00546085j 0.0037705-0.00483301j 0.00331429-0.000880845j 0.00186701+0.0103719j -6.66216e-05+0.00290005j 0.00579377+0.000574755j -0.00175546+0.00365111j -0.00112248-0.00440031j -0.00831344-0.0108071j 0.00197909-7.53233e-05j -4.66919e-05-0.000754507j 0.00209498-0.000597344j -0.00149822-0.00156681j -0.00220888-0.00723659j -0.00097498-0.00170934j 0.000599314+0.00162137j 0.00590275+0.00136443j -0.0026754-0.00170792j 0.00471223-0.000614476j 0.00619492+0.000794457j -0.00125812-0.00233586j -0.00589007+0.00246267j -0.00541813-0.000334033j 0.00381964-0.000236585j 0.00165246-0.00604414j 0.000734816-0.00311935j -0.0054553+0.00271641j -0.0071422-0.00376577j -0.00210233+0.00327082j 0.00487557+0.000145375j 0.00318663-0.00232282j 6.50007e-05+0.00245396j 0.00204747+0.00415226j -0.000450718+0.00488651j 0.00124945+0.00111305j -0.00246714-0.000379973j -0.000619488-0.00100612j -0.00213577-0.00315127j -0.00354307+0.000289894j 0.00112911-0.00261346j -0.00012993-0.00175355j 0.00109373+0.00444243j -0.000133469+0.00285978j 0.00254447-0.00987946j 0.00761937-0.00147917j 0.000591935-0.00166054j -0.00115581-0.000194332j -0.000438855+0.00266681j -0.00340074+0.0026386j -0.00487886-0.0028074j 0.00270654-0.000389589j 0.000329749+0.000734425j 0.00272597+0.00454398j -0.000738239+0.00167088j -0.000390861-0.00117072j -0.00181186+0.00226525j 0.00097496+0.00270419j 0.00108497+0.00133875j 0.00129377+0.000219279j -0.00426782-0.000177176j 0.00360437-0.00254855j 0.000646018+0.00163657j 
-0.000395181-0.000705248j -0.00206584+0.000684656j 0.00137917+0.000454295j 0.00236923-0.0016236j 0.00336283+0.00444353j -0.00452013-0.000330388j -0.00144852-0.00237257j -0.000108627+0.00386957j -0.00285113+0.000556485j -0.00589412-0.00111456j 0.00391732-0.00351013j 0.000542744-8.88373e-05j 0.00147308-0.0014283j -0.00388626+0.00590358j -0.0013165-0.00286337j 0.00406566+0.00449459j -0.00398615+0.00195625j -0.00157449-0.00322738j 0.00304764+0.00243424j -0.00113679-0.00127477j -0.000136094+0.00104725j -0.00320115-0.000532976j -0.00543608-0.00043325j 0.00392416+0.00278615j 0.0014213+0.00435608j 0.00348213+0.00134497j 0.00277929-0.000784356j 0.00195787+0.00455109j 0.00170595+0.00286394j 0.00406063-0.00273001j -0.000655471+0.000215972j 0.000212631+0.000255136j 0.003166-0.00182984j 0.00262655+0.001385j -0.000149519-0.00187238j -2.38679e-06+0.00048842j -0.00164547+0.000594469j 0.00152714-0.000950893j 0.00251939+0.00465851j -0.00144823-0.00224236j -0.00232926-0.00208135j 0.00220193+0.0014746j 0.00409258+0.0012929j 0.00191019-0.00127979j -0.0017998+0.00347562j -0.000349472+0.00419932j -0.0035231-0.00294721j 0.0026041-0.000755462j -0.0027591-0.00235087j -0.00232029-0.000848167j 0.00186353+0.00124458j -0.0041796+0.00496205j 0.00251665-0.00104586j -0.00529663-0.00323496j -0.00013253-0.00247744j -0.00327303+0.000246123j -0.000324778-0.000259339j -1.20964e-06-0.000542265j 0.0101663+0.004075j 0.000107111-0.000211052j 0.00463115-6.42971e-05j 0.0012463+0.0108424j 0.00289221+0.00337638j 5.19409e-05+0.00121886j 0.00501927-0.00138159j -0.000760565+0.000926704j 0.00211544+0.000902088j -0.00139625+0.00459197j -0.00187724+0.000579761j 0.00382997-0.000630398j -0.00821313+0.00489299j -0.000662566+0.00358159j 0.00122835+0.00216192j -0.00384526+0.00149414j 0.0018936+0.000170849j 0.00072596+0.00196087j -0.000721546+0.00113611j -0.00153631-0.00355245j -0.00335333+0.000242329j -0.00149422+0.000499223j -0.00242887+0.00461235j 0.00204378-0.00027805j -0.000998058+0.00211242j 0.0029081+0.004028j 0.00104243+0.000119468j 0.00340731+0.00227895j 0.00318634+0.00019733j -0.00355176-0.00113964j -0.000787962+0.000589631j -0.00270732+0.000302699j -0.000129038+0.00292415j -0.00157238+0.00144735j 
0.00245627+0.00138511j 0.00199286-0.00352945j 0.0012672+0.00255384j -0.000208801+0.000526551j -0.000335326+0.00285645j 0.0068645+0.00507213j -0.00307708-0.000427562j 0.00235617+0.00121904j 0.00134988+0.00032346j 0.00155938-0.000138469j -0.00184669+0.0014262j -0.00186861-0.00672443j 0.000428657+0.00315437j -0.000639851+0.00140807j -0.00600424-0.000310561j -0.00480405+0.00203909j 0.00138661+0.000314616j 0.000569983-0.00307759j -0.0034785-0.00208192j 0.00163408-0.00195595j 0.00203556-0.00204472j -0.00333785+0.00528691j -0.000293441+0.00292252j 0.00168731-0.00413617j 0.00144634+0.00714749j 0.00132006-0.000232945j -0.00197694-0.00100141j -0.00139562+0.00389543j -0.00141902-0.00629802j 0.000211328+0.00192711j -0.00160483-0.00465668j -0.00248513+0.0029776j 0.00152588-0.00407407j -0.00284478-0.00350116j 0.00133333-0.000161117j -0.00393813-0.00211238j -0.000927326-0.00191171j -0.00253887-0.00147195j 0.00227754+0.00232636j -0.000618644-0.000946059j -0.00226879+0.00296262j 0.000163825+0.000394084j -0.00115884+0.00475913j 0.00097227-0.00283535j -0.00252742+0.00235886j -0.00217975-6.66942e-05j -0.00024754+3.98004e-05j 0.00183429+0.000815836j 0.000732655+0.00161125j -0.00285996+0.00311289j 0.00124608+0.00329579j 0.00202285+0.000765406j -0.00188565-0.00298185j -0.000715623-0.00181279j 0.00531979-0.00360763j 0.00602268+0.000424329j -0.00199123+0.00163204j 0.000370873-0.00136211j -0.000775523-0.00282728j -0.000602145-0.0016688j -0.000501273-0.000846416j 0.000497573+0.000575242j 0.00438131-0.0017685j 0.00176616+0.00239766j -0.00176089-0.00372108j -0.00209256+0.00419606j 0.00482045-0.00307285j -0.000206592+0.000918213j -0.00689024-0.00159379j -0.00211056+0.00239514j 0.000890034-0.00148573j -0.000178399-0.00293068j 0.0010445+0.00108516j -0.00141734-0.000872736j -0.00510725-0.00165606j 0.000960148-0.00390671j 0.00281046-0.00231779j -0.00460151-0.003369j 0.00157624-0.00687178j 0.00114568+0.00263965j 0.00428471+8.04416e-05j -0.00156109+0.00185733j -0.0038629-0.00433531j 0.00240319+0.000923235j -0.000601623-0.00150492j 0.00200174+0.00108271j -0.000355273+0.000225345j 0.000830983-0.00187572j -0.000256479-0.00163021j 0.00505341-0.00200688j -0.0005705+0.00282703j -0.00297186-0.00175129j 
0.000866551-0.00157109j -0.00382463-0.000855298j -0.000982448+0.00318924j 0.0011027+0.00311889j -0.000516785-0.00192553j 0.00329774-0.00454394j 0.00305775-0.00560208j -0.00150818+0.00234708j 0.000292776-0.00112866j 5.40189e-05+0.000842409j -0.000902951-0.000342575j -0.000474221-0.00104156j 0.0026119-0.00379073j -0.00441368-0.00235906j 0.00229184+0.000774373j -0.00148431-0.00125109j 0.00348143+0.00235934j -0.00204562-7.88913e-05j 0.000988745-0.00160708j -0.00210938+0.00133933j -0.00788591-0.00297388j 0.00165629-0.00121706j 0.00223572-4.11743e-06j -0.00484692-0.00489741j 0.000627761+0.00103578j 0.00186079+0.00175981j 0.000530691-0.00118836j 0.00166077+0.00439633j 0.00437172+0.00104241j -0.00528431-0.00371563j 0.00127358+0.00203737j 0.00467332+0.00263005j -0.00342269+0.00185741j 0.00244201-0.00328225j 0.000702472+0.00095989j 0.0018292+0.00295631j -0.000957012+0.00677032j 0.00258993-0.00270132j 0.00201005-0.000642161j 0.00146449-0.000331114j 0.00199476-0.00123947j 0.00284569-0.00327712j 0.00319334-0.00740994j -0.00289873+0.00428845j 0.000373647+0.00114254j -0.00188844-0.003401j 0.0021113-0.00378105j 0.00186259+0.000148915j -0.000206215-0.00468075j -0.00461157-0.00104912j -0.00128608-0.00082998j -0.000838651+2.63491e-06j 0.00611275+0.00167509j -0.0029223-0.000887266j -0.00362439+0.000917487j -0.00079998+0.000381054j 0.00237166-0.000572161j 0.00311968+0.00400347j -0.00257046-0.00237444j 0.000726404+0.00988696j -0.000791431-7.18156e-05j 0.000877891-0.000952818j -0.00155515-0.00441622j -0.000954663+0.00527592j -0.00288548+0.000471973j -0.00296362-0.000446319j 0.00275386+0.000394754j -0.00362983-0.00339524j 0.000765362+0.00334843j -0.00353051-0.00329056j -0.00176002+0.000740313j 0.000509486+0.000775529j -0.00237246+0.00267684j -0.000577547-0.000565221j -0.00239693+0.00505568j -0.00155739-0.00504695j -0.00085374+0.00308129j 0.000356614-0.000396812j -0.00168906+0.0067671j -0.0012433-0.00503851j -0.000222911-0.00175337j 0.00243456-0.00381987j 0.000719981-0.002638j 0.000854564-0.00104063j -0.000932841-0.00185631j -0.000211042-0.002723j 0.000772623-0.00347563j -0.00134339+0.000385034j -0.00158413-0.00109634j -0.000546076+0.00205182j 0.00137517+0.00140097j -0.00119875+0.00180187j 
0.00108244-0.00593594j -0.00371845-0.00199335j -0.00231237+0.00363317j -0.000389647+0.00143289j 0.00015755-0.00644646j -0.00246033+0.00181431j -0.00134233-0.00161603j 0.00142177-0.00268706j -9.77175e-05+0.000585925j -9.8914e-05-0.00055272j 0.00521679+0.001521j 0.00614633+0.00346351j 0.00228339-0.00201565j 0.00405578+0.000711852j 0.00202606-0.000225827j 0.00473288-0.00231971j -0.00160647-0.00230647j 0.00462432+0.00161368j 0.00198223+0.00100498j -0.00334704+0.00359325j -0.000840463+0.00114628j 0.0023692-0.00320008j 0.000957054-0.00118281j 0.00264126+0.00601141j -0.00332939-0.00680076j -0.00669039-0.00483981j 0.00457573-0.001671j -0.000454861-0.0018351j -0.00140522+0.00221398j 0.000394796+0.00311932j -0.00350139-0.000284217j -0.000445047-0.00204791j 0.00125803+0.0029415j 0.00171868-0.000566093j -0.00325034+0.00118428j -0.00239759-0.00230045j -0.000133358-0.00769156j 0.00204354+0.00460581j 0.0016772+0.0011808j -0.000175723-0.000321285j 0.00106516-0.00270268j -0.000250023+0.00444j -0.00237854-0.00470659j 0.00111883+0.00266683j -0.000636606-0.00313215j 0.000501678+0.00122127j -0.000247566+0.00219265j -0.00134229+0.00101703j -0.000797187+0.00459851j -0.000924324+0.000562833j 0.00249034-0.00019545j -0.000822994-0.0034692j 0.000984779+0.00366857j 0.00332517+0.00244672j 0.000362449+0.00376284j 0.00321014-0.000346338j 0.000713285-0.00105515j -0.00311206+0.00324888j 0.00143496-0.000994536j -5.72769e-05-0.00444897j -0.00139668+0.00456056j 0.00153457-0.00311009j -0.00286155-0.00195462j -0.00109459-0.00522634j 0.00169678+0.00406865j -0.000473141-0.00512325j -0.00569301-0.000312893j 0.00122098+0.00109794j 0.0039554+0.00306983j 0.00378839+0.00251163j 0.00297264-0.000398566j -0.00471802-0.00673775j 0.00456949+1.90086e-05j 0.00292999+0.00368383j 6.56328e-05-0.00210476j 0.00187703+0.0075051j -0.00311027+0.00158724j 0.00322129+0.00220672j 0.00312055-0.000202613j 0.00347928+0.000370509j -0.00028591-0.00327663j 0.00119648+0.000920851j 0.00457309+0.000463011j -0.00307136-0.00338317j 0.00346354-0.000351866j -0.00302174-0.000388532j 0.00199823+0.000485088j 0.001127+8.17617e-06j 0.000448186-0.00224972j 0.000472834-0.000897567j 0.00219934-0.000302528j 0.00030194+0.00295897j 
0.000652448+0.000548394j -6.84584e-05+0.000437899j -0.00197521-0.00210603j 0.00297507-0.000397428j 0.00128175-0.00182003j -0.00136064-0.00332902j 0.000517719-0.00362919j 0.000456989-0.00124541j 0.000131712-0.000100297j -0.00103488+0.000883722j -0.00231596-0.00226752j -0.00113046+0.00212546j -0.00287523-0.0020102j 0.00412991-0.00334246j 0.00116089-0.002597j 0.00139473+0.000586419j 0.000760376-0.000315985j -0.000600481+0.00284044j 4.31176e-05+0.0015849j -6.03303e-05+0.00102449j -0.00208571-0.000315414j 0.000144504-0.00275975j -0.00133379+5.41068e-05j -0.000207943+0.00278743j -0.000626357-0.000347514j -9.45843e-05-0.000174596j -2.03868e-05+0.00622336j 0.00204436-0.0021631j 0.00156733+0.00124788j -0.00181677+0.000136085j 0.00155745+0.00349634j 0.00377853-0.00130548j -0.00276375+0.000291747j 0.00186357-0.000915758j 0.00132418+0.000177102j 0.00102919+0.00179022j -0.00124306-0.000233262j 0.00244442+0.00126966j -0.000784064+0.00171368j -0.00130031-0.000146553j -0.00141181-0.00192018j 0.00076613-0.000501151j 0.000310922-0.00278502j -0.000773831+0.00283954j 0.0026729-0.00245099j 0.000495958+0.000223042j -0.000795868-0.00127947j -3.2953e-05-0.000438934j -0.00256849-0.00128959j 0.0011665-0.000175615j -0.000799982+0.00136814j 0.00244843-0.00146616j 0.000390049-0.000904499j -8.96492e-05+0.000304991j -0.0037872+0.000816446j -0.000308502-0.00106103j -0.00166733+0.00284199j 0.00262042+0.00150761j 0.00141636-0.00140269j -0.000419791-0.00151592j 0.00117453+0.00213083j 0.00266663+0.00189726j -0.00234864+0.000361226j 0.000276344+0.00131042j 0.00161171+0.00183383j 0.00387857-0.00117451j -0.00126021+0.00180444j 0.000123096-0.000891485j 0.000141366+0.00280996j 0.00172135+0.000619681j -0.00344736+0.00346144j -0.00124922+0.00203442j -0.00111405-0.000104735j 0.00267762-0.00249095j 0.00270638-9.4811e-05j 0.000416677+0.00081313j -0.00223612+0.00297651j 0.0015334+0.000793249j -0.00341856+0.00104568j -0.000506138-0.00149892j -0.00275957+0.00151593j -0.00252275-0.00160034j 0.000841339+0.00336884j 0.00197674-0.000252672j -0.00149704-2.01565e-05j -0.00212141-0.00133443j -0.000960808-0.0014356j 0.00292337+0.000589093j -0.000626654-0.000842812j 0.000750343-0.00192072j -0.00104802+0.0014513j 0.000326021-0.00129522j 
0.000698365-0.000395322j 0.00120941-0.00280296j 0.000950966+0.000962152j -0.00552458+1.71898e-05j 0.00239537+0.00188184j -0.000743508+0.00495278j -0.0103375+0.000911093j 0.00454214+0.000111326j -0.00433613+0.00404546j -0.00271416-0.00241961j 0.00328942+9.28899e-05j -0.00200583-0.00117232j 0.00282048-0.0034724j 0.00149692+0.00167705j -0.000923789-0.00294794j 0.00720718+0.00456966j -0.00268053-0.000219825j -0.000302622+0.00216225j 0.00107468+6.97626e-05j -0.00339643-0.000694464j -0.000227011+0.00104722j 0.00140385-0.000140682j -6.34742e-05-0.00263208j -0.0010581+0.00113074j 0.000165631+0.00240857j -0.00445474+0.000297468j -0.000397343+0.000201282j 0.00185854+0.00325143j 0.000155068+0.00233116j 0.00415455+0.00179962j 0.00126556+0.00249568j 0.00113883+0.0106539j -0.00102914+0.00221622j -0.00200138-0.000643065j 0.00197184-0.00149796j -0.00543734+0.000411853j 0.000333036-0.00285367j 0.000339336-5.93189e-05j -5.37736e-05+0.00269789j 0.00235394+0.00128542j -0.00332627-0.000826538j 0.0034705-0.00102752j 0.000500856+0.00106219j 0.000720283-0.00355186j -0.000180566+0.000812755j 0.00179267+0.00101368j -0.00261185+0.00147216j 0.00272169-0.00113489j -5.05755e-05-0.00146219j 0.00291323+0.000591077j -0.00393492+0.00125316j 0.0015111+0.00109121j -0.00128754+0.00380379j 0.00204984+0.000299093j -0.00274555-0.00629071j 0.00127558-0.00398965j -0.000942262+0.000131424j -0.00482271+0.000478722j 0.00416411+0.00343863j 0.00427604-0.00593311j 0.00562464+0.000500589j 0.000200176+0.0058579j 0.00631755+0.0056331j 0.000385649-0.00362936j 0.00332787+0.000987967j -0.00327204-0.00190879j -0.000791736-0.00164721j -0.000596167+0.00174257j 0.00134336+0.00418538j 0.000534567+0.00189462j -0.00535745+0.00209159j 0.00367954+0.000188299j 0.0026476+0.0041449j 0.00329444-0.00338536j 0.00179538-0.00163812j -0.00138816-0.00149683j 0.00276974+5.34711e-05j -0.00306412-0.00102516j -0.00252679+0.00189376j -0.00486428-0.001075j -0.00171749-0.00245464j 0.000640022-0.00222354j -0.00190703-0.00244614j 0.00500216+0.00191968j 0.000260073-0.000604627j 0.000688037-0.000875568j 7.23573e-05+0.00303177j -0.0047226+0.000253489j 0.00183611-0.00214343j 0.000231594-0.00114739j -0.00135512+0.000748725j 0.000521244-0.00281923j 
0.000727304-0.00357375j -0.000935149+0.0016161j -0.00261837-0.000124549j -0.0043332+0.00254095j 0.00532285-0.000173222j 0.00478381+0.00194946j -0.000834705+0.00285435j -0.00190886-0.00553244j 0.000809492-0.00057834j 0.00135583-0.000910563j -0.000737349+0.000865362j 0.00286472+0.00169094j 0.00182148+0.00261617j -0.00424825-0.00104517j -6.11415e-05-0.000181708j -0.0071945-0.00118135j -0.00277236-0.00409565j 0.000393542-0.00356677j -0.00231646+0.00144141j 0.0015498+0.00335978j 0.00415839+0.00305205j 0.001032+0.00267949j 0.0036996-0.00167956j 0.00168685+0.00280869j 0.00365348+0.00160544j 0.000239669-0.00316011j -0.000531717-0.00414612j -0.00407803+0.000115109j -0.000848738-0.00146854j 0.00435671+0.00252211j -0.00508563-0.00640896j -4.45028e-05-0.00696932j -0.00168885-0.00201464j 0.00191425+0.00315254j 0.00258532+0.00131681j 0.00224999-0.000954674j 0.0013046-0.00332677j -0.00338919-0.00017256j -0.00056623-0.0051474j 0.00304463-0.000330964j -0.0002226+0.00263027j 0.00165678+0.00145991j -0.00254891-0.000671966j -0.000567984+0.00130709j 3.06069e-05-0.00285754j 0.00104763+0.0053033j 0.0013393-0.000864851j -0.00257666+0.00105918j 0.00374134+0.00189862j 0.000915005+0.00177506j 0.00124584+0.00218896j 0.00118064+9.28686e-05j -0.00619356-0.00160947j 0.000631665-0.000494515j 0.00468879-0.00138428j 0.00221267+0.00191154j -0.0042247+3.06629e-05j 0.00064782+0.00269257j -0.00361844-0.00424317j -0.00132797-0.00483046j -0.000871427+0.00520919j -0.00280544-0.000747771j -0.00155538-0.00648962j -0.00137329+0.000914017j -0.00785824-0.00423261j 0.00165421-0.000594849j -0.0011128-0.000502374j 0.000674209-0.000736351j -0.00398014-0.00272595j 0.00266535+0.0011403j 0.001658-0.00614094j -0.00150133-0.00129121j 0.000348319-0.000583064j -0.00185968+0.00453541j -0.000879926-0.00106296j 0.00327553+0.0036812j 0.00200956-0.00440725j 0.00115428+0.00211286j 0.00163427-0.00229273j -0.00176871+0.00263625j 0.0026405-0.000452902j -0.00319723+0.00248057j -0.000848357+0.000163169j -0.00203894-0.000403528j 0.00279282+0.000412224j -0.00218506+0.00221365j -0.0014002+0.00198055j 0.00194234+0.000528355j 6.89272e-05+0.00187537j 0.00207656+0.000164834j 0.000542938-0.00374794j 0.00120514+0.00273858j 
-0.000650241+0.00461217j 0.00274496+0.00276209j -0.000233038-0.00320204j -0.000259554-0.00515849j 0.00166673-0.000284468j 0.00159095-0.000848764j 0.0018096+0.00582137j -0.00247644-0.00164635j 0.000382451-0.0021623j -0.000718194+0.000946369j -0.00142715-0.0042409j 0.00229437-0.000176877j -0.000932955+0.0028437j 0.00638857-0.000700406j -0.00204403+0.00236672j -0.00379868-0.00173507j -0.00707742-0.00396864j 0.0018668-0.00279528j 0.000576083+0.000879817j 0.00683647-0.0033828j 0.00908908+0.000956625j -0.00130297+0.00261263j -0.00501051+0.00262445j 0.00405566+0.00348597j -0.00153681+0.00156042j 0.00341661+0.00209915j -0.00394401+0.00414735j -0.00029631-0.00472229j -0.00165351-0.00189426j 0.00405058+0.000761236j 0.00093256-0.0010196j -0.00238014+0.000714653j -0.00180266-0.0031392j -0.00579792+0.00322775j 0.00056486-0.00129479j 0.0023394+0.000767525j 0.00549038-0.00075416j -0.0031728-0.000366493j -0.00558824-0.000633452j -0.00502321-0.00176311j -0.00129375+0.000493478j -0.00121458-0.000584131j 0.00091948+0.00625353j 0.00210062-0.00127131j 0.00183642+0.00188116j 0.00278135+0.00146233j -0.00325169+0.000141597j -0.00138532+0.00203836j 0.00213261+0.0034016j 0.00327121-0.000635909j -0.00317663+0.000408823j -0.0006036+0.00173076j -0.00364652+0.00116975j -0.00251791+0.00249424j 0.00111911-0.000492179j -0.000410709-0.00172889j -0.000939252-0.00317435j 0.00167351-0.00041164j 0.000325227+0.000495551j -0.00205153-0.00669622j 0.00222513-0.00193772j 0.000348848+0.00430733j -0.000265807+0.00208736j -0.0004518-0.00274718j 0.000140373-0.00275283j 0.00370544+0.00192563j -0.00294402+0.00014368j 0.00262746+0.00448283j -0.000943818-0.00515188j 0.00359023+0.00205573j -0.000951397+0.000349653j 0.00181862+0.000105948j -0.00227967-0.00432098j -0.00273043-0.000467826j 0.00183492-0.00672906j -0.00179269+0.00172629j 0.00205876-0.00331555j 0.00198373+0.00153579j -0.000607353-0.00699831j -0.000835596+0.00363178j -0.0013685+0.00350445j -0.00149136+0.00227586j -0.00243055+0.00450297j -0.000813876+0.00280048j 0.00150991+0.00129246j -0.00288073-6.14613e-05j 0.00206195+7.4426e-05j 0.000591152+0.000695473j 0.000249175+0.000987914j -0.00173965-0.00176218j -0.00250639-0.00105149j -0.000647536-0.00231648j 
0.0012438+0.0051892j 0.00262865-0.0016144j 0.0001677-0.00139327j 0.00851007-0.00204051j -0.0039384+0.00182842j -0.00296785-0.00111327j 0.00694284+0.000978493j -0.00501539+0.00233576j 0.000278656-0.00147217j -0.000221853+0.0016491j -0.000733231-0.00332973j -0.00116308-0.00192742j -0.00410341-0.000515112j 0.00149371-0.00248657j -0.00197625+0.00223264j -0.0034892+0.00281357j 0.00307909+0.00150786j 0.00126825-0.000559885j -0.00289959+0.00181756j 0.00219708-0.00418939j -0.0014537+0.00219278j -0.00146266-0.00188252j -0.0040042+0.00361272j 0.00280007-0.00282358j -0.00170846+0.000272972j 0.00356735+0.00176726j -0.00234766+0.00560508j 0.00166656+0.00123235j -0.00398553+0.000913881j -0.00345489-0.00180302j 0.00433871+0.00269395j -0.00226278-0.00528495j -0.00123778-0.00295014j -0.00163938-0.00301934j -0.00342795-0.00189397j 0.00165204+0.00325092j 0.00104396+0.00517001j -0.00153312+0.00127296j 0.00129667+0.00194565j -0.00521169+0.00341672j -0.00146453+0.00149513j -0.00814297-0.00142656j 0.00113147+0.00326796j 0.0010101+0.000584313j 0.00142925+0.00056605j 0.00076878-0.00420871j 0.000323996+0.000387538j -0.000817535-0.000216898j -0.00330226-0.000105055j 0.00129534-0.00115589j 0.00164867+0.0008723j 0.00636257-0.00251932j 0.00268749-0.00223932j 0.00109649-0.00172285j -0.00220769+0.00334759j -0.00324781+0.00332622j 0.00471274+0.00392968j 0.00301635-0.00329506j 0.00134037+0.00128744j -0.00350599+0.00328866j -0.00155507-0.00422368j -0.00126607-0.00462704j -0.00261657+0.0025929j 0.00262912-0.00237334j -0.00191647+0.0026916j 0.00382634+0.00215437j 0.00410947+0.00146474j 0.00132278+0.000830173j 0.00321308-0.00291198j -0.000612611+0.000393151j 0.000314481+2.44576e-05j -0.000166278+0.000381701j -0.00193388-0.00551901j -0.00309973+0.00199365j -0.00368778+0.00235381j 0.00168175-0.00155732j -0.000219317+0.000257269j -0.00379027-0.000561652j 0.00123904+0.000267086j 0.00499768+0.000503866j -0.00366194+0.00218025j -0.000241158-0.000943833j 0.000963045-0.00137824j -0.0028959-0.00207391j -0.00205418-3.56908e-05j 0.00325412+0.000964361j -0.00108171-0.00261818j 0.00165472+0.00280906j -0.00220247-0.00128265j 0.00287058+0.000201035j -0.00128592+0.00234909j -0.00149787-0.00111686j 
