0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
-0.000537096-0.000176001j -0.000935533+0.000235935j 0.00118447+0.000829879j 0.000343794+0.00062891j 0.000881596+0.000990206j 0.000235082-0.000490148j 0.000283615+0.00060341j -0.000409403+0.000931707j 2.928e-05-0.000710545j 0.00172152-0.000659585j -0.000565664-0.000702572j 0.00174752-0.00185491j -0.000948335+0.000656573j 0.00141632-0.00150674j -0.000770541+0.00178061j -0.00112904+0.00252542j -0.00214638-0.000981514j -0.000311385-7.98494e-05j 0.00285798+0.000536186j -0.0011201+0.000411857j 0.00037128+0.000297164j 0.00295023-1.65338e-05j -1.90191e-05+0.000513482j 0.000794834-0.00202599j -0.000292264+0.00118454j -0.00153647-0.000967287j 0.00215806-0.00141006j -0.000319596-0.000321503j -5.86707e-05-0.00228005j 0.000592583+0.00164254j 0.000735631-0.000498965j -0.0010633-0.000755961j -0.00258166+0.000460344j 0.000705008+0.000200053j 0.000501221-0.00103733j -0.00109189+0.00368098j 0.000242956+2.89214e-05j 0.00176044-0.00327208j -0.00222454+0.00225379j -0.00322096+0.000557105j -0.00130308+0.000811153j -0.00117281+0.000186089j -0.00423461-0.000537676j -0.00293361-0.00417125j 0.00342251+0.000622037j 0.00168592-0.00372262j -0.00138426-0.000786634j 0.000244891+0.00495686j 0.00132887+0.00210992j 0.000853631-0.000471089j -0.00570088-0.00205702j 0.000488078-0.00470741j 0.00579817-0.00145515j -0.0027135-0.00464233j 0.00585013-0.00180995j 0.000455+0.00334185j 0.00485179+0.000464506j 0.00161583-0.00129705j 0.00556821+0.00360637j -0.00187161+0.00168383j 0.000272723-0.00407855j -0.00144078-0.00215521j -0.00230442-0.00220651j 0.0029082-0.000134208j 0.00187451-0.000887721j -0.00180575-0.00251782j -0.00228799+0.000174764j -0.00275566+0.000875234j -0.000300804-0.00243509j 
0.00124153-0.00176727j -0.00178939-0.000441034j -0.000175496+0.000225352j -0.000197342+0.000947784j -0.000195285-0.00217892j -5.79902e-05-0.0032063j -0.00303047+0.00143175j 0.000919761+0.000569752j 0.000579316+0.0012818j -0.00083684-0.000315373j 0.000296502+0.00171084j -0.000103758+0.000913308j -9.57742e-05+0.00243489j -0.000661653+0.003465j -0.00145467+0.000512445j -8.31562e-05-0.00219446j 0.00171351+0.00210116j 0.000195732+0.000182344j -0.00259468+0.00308364j -0.000773052-0.00167518j -0.00324684-0.00146723j 0.000963362+6.82016e-05j -0.00251451-0.00101819j 0.000539012+0.00279701j 0.000343345+0.00250572j -0.001736-0.000328579j 0.00196013-0.000779452j -0.000629477+0.000895714j 0.0010795-0.000525669j -0.00102191+0.00196139j 0.00140084+0.00116937j -0.000843364-2.17483e-05j 0.00414876+0.00268293j -0.00550783+0.00048243j -0.00145245+0.00202755j 0.00422306-0.00109556j 0.000221467+0.0004576j -0.00315117+0.00304167j 0.0069974-0.00417219j 0.00659962-0.00420779j 0.00260273-0.000980102j 0.00160363+0.00184629j 0.00621467-0.00118826j 0.00478802+0.00602785j -0.00703494-0.000599644j 0.00293287+0.0065064j -0.000602446+0.00152623j -0.00580037-0.00492654j 0.00503488-0.00171291j -0.00261025+0.0105419j 0.00243638-0.00228039j -0.00297579+0.00155364j -0.00790543+0.0046973j 0.00543976+0.00252345j -0.00500782+0.00277517j -0.00315957+0.00215564j 0.00492035-0.0056452j -0.00398434-0.0025998j -0.00140761-0.00557889j 0.00120048+0.00855886j -0.000354269+0.0011047j -0.000423481-0.00337798j -0.00117133+0.00407714j 0.000931723-0.00247323j -0.00295711+0.000189902j -0.00115514-0.000604459j -0.00286297+0.00242958j -0.0013719+0.000737158j 0.000238374-0.00150058j 
0.000354524-0.000325302j 0.00179879-0.00210598j -0.00415875-0.00280033j -5.29895e-05-0.00127329j -0.00200564-0.00328201j 0.000667177-0.000735441j -0.00261766+0.000245463j 0.000388784-3.42576e-05j 0.00282357+0.000392195j 0.00179381+0.000577485j 6.38972e-05+0.000389118j -0.00413571+0.00259119j -0.000886366-0.000404601j -0.000322109-0.000183719j 0.00116367-0.00372122j -0.00140678-0.0028641j -0.00103588-0.000942096j 0.00189134-0.000876103j -0.00364567-0.00371506j 0.000847092-0.00293018j -0.000672206-0.0015375j -0.00516887+0.00247031j 0.00167566+0.00315729j 0.000322671+0.00505003j 0.00360214-0.00305879j -0.000791437+0.0036801j -0.00580559-0.00197614j -0.00238498+0.00175606j -0.000712788+0.00317576j -0.00171105-0.00261533j 0.000317862+0.000666228j -0.00094261-0.00337411j 0.00259587-0.00398349j -0.00282096-0.00187902j 0.00161246-0.00104635j 0.00168807-0.00283473j -0.000592524-0.00317371j -0.000506101-0.00180403j -0.000308655-2.82472e-05j 0.00320219-0.000498263j 0.00255854+0.000663148j 2.29449e-05+0.00102351j 0.00529649-0.00474191j 0.00160664+0.00185065j -0.00188116-0.00309431j -0.000708305+0.00153157j 0.000331483-0.000445993j -0.00128577-0.00158356j -0.00472163+0.000609934j 0.000430053-0.00389154j 0.00551899+0.00158738j 0.00322325+0.00183158j -0.00490627+0.00477105j 0.00398058+0.00144152j -0.0047625+0.000305646j -0.001187-0.00551056j -0.00294877+0.00801006j -0.000842555+0.00404992j -0.00412135-0.00439172j 0.00239591-0.0032288j -0.00113372-0.000630676j -0.00141576+0.0072258j 0.0043755+0.00159775j -0.00385564+0.000595432j -0.00227261-0.00119931j 0.0042177+0.00385408j 0.000538828+0.00022785j 0.00303008-0.00262209j 0.00227003+0.00173736j 
0.00110288-0.000593438j -0.00120124+0.000583489j 0.00136693+0.00120049j -0.00067526-0.000206819j -0.000312718+0.00026136j -0.00269048-0.000649751j -0.00141426+0.000835743j 0.00347942-0.0027249j 0.0011319+0.0031572j -0.00483066+0.00155914j 0.00462519+0.00273285j -0.00125965+0.00271753j 0.00535143-0.00113829j 0.00216819+0.00308034j 0.00101433-0.00053267j 0.000778731-0.00559239j 0.00775022+0.0024389j -0.00280692-0.000156962j -0.00189249+0.003248j -5.46907e-05+0.00340139j -0.00356296+0.00178226j -0.00196954-0.00354056j -0.00580025-0.0028349j 0.00083926+0.00386483j -0.000188347-0.00114342j 0.00270301-0.00112869j 0.00102053+0.00297979j 0.00306792-0.000865871j 0.000172698+0.00109004j 0.0010005+0.00200297j 0.00109036-0.000403498j -0.0010924+0.000405355j -0.000110105+0.00294348j -0.00408869+7.78262e-05j -8.61259e-05+0.00102541j 0.0018195+0.000255758j 0.000562749+0.00371207j -1.32414e-05+0.00268128j 0.00430522-0.00111032j 0.00283246-0.006389j -0.000856841+0.00161761j 0.00243508-0.00221194j 0.00506831-0.00535107j 0.00806094+0.00286455j -0.00157889+0.00196812j -0.000498418-0.000636474j -0.000707388+0.00331776j -0.00263209-0.00312857j 0.00323877-0.00315108j -0.00120893+0.00493015j -0.00120695-0.00436911j -0.00816906+0.000377463j -0.00145145-0.00521719j 3.83695e-05-0.000890842j 0.00426685+0.00269213j 0.000850471+0.00100227j -0.00636083-0.00916947j -0.00260239+0.000681527j -0.000418312-0.000615328j -0.000174754+0.00136488j -0.00158504+0.00722518j 0.00548977-0.00403398j 0.00358433+0.000884579j 0.00144659+0.00237324j -0.00562746+0.00181424j 0.00144659-0.00213996j -0.00496024-0.000265061j -0.00219711+0.000416885j -0.00167915-0.00200908j 
0.000230445+0.000877077j -0.00326505+0.0037028j 0.00539251+0.00261514j 0.00158674+0.005282j 0.00171832+0.000345173j -0.00426492-0.000819962j 0.00017808+0.00645249j 0.00426003+0.00118676j -0.000483394+0.000211609j -0.00120728-0.00103812j 0.0010229+0.0031358j 0.00257071-0.00217575j 0.000751784+0.00547745j 0.00205867+0.00731146j -0.00756535+0.00726332j -0.00239289-0.0017171j -0.00309777+0.00202891j 0.00124711-0.00294284j 0.00238836+0.00487156j -0.000486415-0.00251878j -0.00162808+0.00381866j 0.0049428-0.000222018j 0.00109162+0.000844929j 0.00518874-0.00387269j -0.00129451+0.00179669j -0.00604886-0.00111391j 0.00499825-0.00448043j -0.00116398+0.00367066j -0.0015865-0.00496828j 0.00188421+0.00345369j -0.000617323+0.00175845j -0.000652101+0.00321688j 3.13049e-05+0.00732899j -0.0018348+0.00352008j -0.000806421+0.000975479j -0.00167727+0.000124113j 0.000106634+0.00283843j -0.0019616+0.00373131j 0.00370793-0.000453712j -0.000618993-0.0022775j 0.000873307+0.000725215j 0.000697937-0.0023529j 0.000809875+0.00463666j 0.00584314-0.00167361j 0.00264828+0.000700265j -0.001459+0.00213439j -0.00017336+0.00344458j 0.000247869-0.00124272j -0.00174728-0.00444401j 0.00351733+0.00187166j -0.000670927-0.00197547j -0.0012277-0.000465303j -3.1031e-05-0.00557358j -0.00170504+0.00430387j 0.00418031+0.0045795j 0.00337315-0.000477885j -0.00734626-0.0056629j 0.00286964+0.00272904j -0.000709665+0.00134577j -0.00232463-0.00183774j -0.000776057+0.00616641j 0.00635332-0.0016789j 0.00320491-0.00116041j 0.000540633+0.00130729j -0.000151938+0.00103042j -0.00112622+0.00262304j 0.00147751-0.00426661j -0.00238349+0.00300301j -0.00168928-0.00406617j 
-0.00184304+0.00132729j 0.000799179-0.000876048j 0.000283492+0.00344602j -0.00106995-0.00112678j -0.000458903+0.000498748j 0.00216905-0.00397985j -0.00214444-0.00205251j -0.00179281+0.00141181j 0.000754184-0.000560324j 0.00133866-0.000892375j -0.000437914-0.00372274j 0.00016674-0.00111313j -0.00268743-5.37913e-05j 0.00130538-0.00520778j 0.00171851-0.000783094j 0.00146215+0.0025389j -0.00209143-0.00170672j -0.00243777+0.000345287j 0.00362435-0.00147257j -0.00236345+0.00335482j -0.00108701-0.000956367j 0.0012316-0.00135472j -0.00216709+0.000644166j 0.000394544+0.00138469j 0.000771099-0.00162872j 0.00263227-0.00117048j 0.00106318+0.00139723j 0.000650144-0.00285208j 0.00101113-0.00256044j -0.000845409+3.98685e-06j -0.000804651-0.00115302j -0.000959751+0.0017978j -0.00167334+0.00102745j 0.000335702+0.00130633j -0.00133002-0.000593314j -0.00114795+0.00115086j 0.000833966-0.000526765j -0.000471227+0.00254367j 0.000801486+0.000405277j -0.00276067-0.00248962j -0.00102493-0.000334418j 0.000368293-0.00148605j -0.00180779+0.00404536j 0.00270744-0.000571058j 0.00294331-0.00127755j -0.00480097+0.000918628j -6.10784e-05+0.00233389j -0.000678378-0.00195997j 0.000428969-0.000991384j 0.000551504-0.000240206j -8.43783e-06+0.000106819j -0.00117571-0.00339942j 0.00283189-0.00258016j -0.00157347+0.000735608j 0.00682048+0.0017335j 0.00296391-0.00194524j -0.000712024-0.00480456j 0.00282757+0.000456375j -0.00195593+0.00214515j -0.000905249-0.00514306j -0.0020569+0.00389194j 0.00366145-0.00065629j 0.00248489-0.0016054j 0.000690185+0.00311117j -0.000331704+0.0011725j 3.13304e-05+0.000158587j 0.00128011+0.000140946j 0.000713845+0.000270327j -0.000161181+0.00146878j 
0.000460555-0.00053945j -0.000950003+0.00145039j -1.99843e-05-0.00218182j 0.000523036+0.000816913j 0.000564668-0.000711399j -0.00088346+0.0046633j 0.00230289+0.00300398j 0.00201104-0.000400765j -0.000283397-0.000309919j 0.000238373-0.00227351j 0.000327111+0.00333528j -0.00232378+0.00221516j -0.00134248-0.00129409j 0.00179903+0.00139046j -0.0045726-0.000103762j -0.000627033-0.00310368j -0.00468377+0.00156613j 0.00120172-0.00196223j -0.0029816-0.00404165j 0.00156585-0.00180882j 0.00312558+0.0010628j 4.52278e-05+0.00181317j 0.00537329+0.00105504j 0.000205931-0.000893914j -0.00166002-0.00187583j -0.00438959+0.00445804j -0.00411195-0.00182544j -0.00142019+0.00391427j -0.00248295+0.00292929j 0.00258573+4.79885e-05j 0.000270459-0.00112707j -0.000519317+0.000965504j -0.00138082+0.00238107j -0.000671857+2.08062e-05j -1.63212e-05-0.00117869j 0.0011811+0.000449178j -5.90136e-05-0.00108101j 0.000611301-0.00164246j 0.00219823+0.00347231j 0.000931099-0.00281171j 0.000626955+0.000842502j -0.00289739+0.000535156j 0.00314379-0.00722288j 0.00293093+0.000497251j 0.000387981-0.00244049j -0.00331072-0.00340485j -0.00066819+0.000211153j -0.0017189-0.00167784j 0.00109436-0.00149396j -0.00110648+0.000703861j -0.00429032-0.000414452j -0.00593629+0.000704492j -0.00168463-0.00369172j -0.00337727-0.00260053j 0.00392746-0.00277669j 0.000602844+0.00331872j -0.00450205-0.00242711j -0.00268929+0.00141661j 0.00258786-6.31123e-05j 0.00207437+0.00245727j -0.00321294+0.00123009j 0.00206071-0.00341404j 0.000203381-0.00100779j 0.000715774+0.00201611j -0.00456588+0.00223472j -0.000774558-0.00468395j -0.00429397+0.000948861j -8.34261e-05+0.000324005j -0.00137113-0.0016522j 
0.000909749+0.00181369j -0.000448495+0.000984486j 0.00342772+0.00240408j -0.000406641+0.00165223j -0.000499658+0.00132217j -0.00300227-0.00338537j -0.00277592+0.000806368j 0.00305822-0.000498268j -0.000387844+0.00183779j -0.00382357+0.00129419j 0.00278291+0.00484864j 0.00153683-0.000118779j 0.00424774-0.000186714j 0.00717198+0.000185354j -0.000581036+0.00091038j 0.000193505-0.00337267j 0.00496436+5.6973e-05j -0.00265407+0.00211163j 0.00169684+0.00307952j -0.00164716+0.0047319j -0.00246717+0.00220993j 0.00465065-0.00613393j -0.00531017-0.0021021j -0.00137049+0.00291956j 0.00154511+0.00208887j 0.00237652-0.00437667j 0.00569149+0.00165126j 0.00140457-0.00134993j 0.00176499-0.00244497j -0.00112826+0.00158699j -0.000402624+0.00189211j -0.00200477-0.000401376j 0.00255706+0.00180474j -0.000793316+0.00141536j 0.0011277+0.000205326j -5.85244e-05-0.0029025j -0.00192551+0.00135233j -0.00138153+0.0025454j 0.00205691+0.000512477j 0.00554776+0.00526934j 0.00394747-0.0052567j -0.00125441-0.00195931j 0.00549951-0.00678426j 0.00242395-0.000433021j 0.00367375+0.00323842j -0.00085032+0.000226889j -0.00730853+0.00293112j 0.00660919-0.000626314j -0.00933967-0.00207989j 0.0015849-0.00074673j 0.00331468-0.00240636j 0.00361087-0.00666333j -0.00394328+0.00388213j 0.003794-0.000623267j -0.00117799+0.0024743j -0.000789397-0.00190592j 0.00169039+0.0101154j 0.000560725+0.00560485j 0.000248489-0.005041j -0.00168221+0.00450246j -0.00746872-0.00292396j -0.000951915+0.00835473j -0.000424046+0.00195239j -0.00461287-0.00423804j 0.000875091+0.000228568j -0.00100256+0.00686966j 0.00459735+0.00230722j -0.000567866+0.0006649j 0.000887256+0.000210484j 
-0.00015387-0.00174403j -0.00100704+0.00063447j -0.000699623-0.00128481j 0.0027694+0.00142753j 0.00196265+0.000924837j 0.00240051+5.14211e-05j -0.000415321+0.00127877j -0.00140699+0.00317805j -0.00406021-3.16826e-05j 0.00226346-0.00116982j -0.000356135+0.00348615j 0.00440593-0.00598838j -0.000761161+0.00279902j -0.00193074-0.000497691j -0.000347473+0.00205836j -0.000376973+0.00638943j -0.000449247-0.00161323j 0.00529129+0.000318443j -0.0011413+0.00485068j -0.00289693-0.0050285j -0.000231489-0.00328912j 0.00710321-0.00122531j -0.000458493-0.00380191j -0.00379395-0.000658959j 0.00227234+0.00907321j -0.00593305-0.00407746j 0.00678336-0.00535572j -0.00208111+0.00114794j 0.00192636-0.00461315j -0.000275253-0.00152532j -0.00112722+0.00231107j 0.000820034-0.00310994j 0.00193973-0.000420438j -0.00267723-0.00296483j 0.00130083-0.00249954j -0.00048478-0.00138021j 0.00056101-0.00204164j -0.00133914-0.00218522j -0.000588316-7.94232e-06j 0.00329019-0.00135317j 0.000460264+0.00178926j 0.00229106+0.00247589j 0.000936829-0.000973323j 4.6395e-05+0.00106947j -0.00351018-0.00295994j 0.001518+0.00190738j 0.00311935-0.000586464j -0.00117193-0.000994538j -0.00202485+0.00347273j 0.000560759-0.00285072j 0.00371866+0.00260139j 0.00262983+0.00296376j -0.00338637+0.00302729j 0.0047641+0.0035247j -0.00628675+0.00278423j -0.00175974-0.00449981j 0.000662993+0.00505095j 2.1931e-05+0.00103373j -0.00348079-0.00339562j 0.00272915-0.00396799j 0.0017696-0.000516481j -0.000236084+0.00501099j 0.00282236+0.00380495j -0.00401052+0.00196898j 0.0014194-0.000209673j 0.00148008+0.00429334j 0.00341406-0.00206876j 0.000305476+0.000689096j 0.00125198-0.000794417j 
-0.000931835-0.0012115j -0.000390611-0.000894976j -0.00286914+9.00574e-05j 0.000523499-0.00130573j 0.00013318-0.00214741j 0.00491145-0.000654977j -0.00287919-0.000647768j -0.000879728+0.00107579j -0.000419555-0.00190618j 0.0046818-0.0015382j -0.000888683+0.00184861j -0.00223647-0.00164213j -0.000117527-0.00232145j -0.000998971-0.00131115j 0.0014129-0.00278453j 0.00212937+0.00670753j -0.00548906-0.00314664j 0.00192111-0.00358762j -0.00116206-0.00467392j -0.00265644-0.00272609j 0.00140423-0.00234613j 0.000703203+0.00300202j 0.00319195-0.000120436j -0.00366076+0.0018475j 0.00299488+0.000698564j -0.00268387+0.00263374j -0.00390591-0.00299002j -0.00159752+0.00128272j -0.00113739-0.000197429j 9.53093e-05-0.00182449j -9.69203e-05-0.000994586j -0.00148367+0.000568122j -0.00266245-0.00107992j -0.000165058-0.00061471j 0.00081654+0.000175214j 0.00355449+0.00282466j 0.00105677+0.00245898j -9.63069e-05-0.00152924j -3.57678e-05+0.0015547j 0.00247788+0.0032023j 0.00283661+0.00188966j -0.000188164-0.00588276j 0.00389328-0.00879582j 0.00173807-0.0010972j 0.00775352+0.00638265j -0.000947239-0.00470338j -0.00756068+0.00249198j 0.00622079+0.00103825j -0.00330641-0.00541983j -0.00200448-0.00231241j -0.00311212-0.00647049j 0.000182651-0.00408095j 0.000954313-0.00407539j -0.00152758-0.00185575j 0.00398195-0.000650733j 0.00245036-0.00150195j -0.00675476+0.00571535j 2.99341e-06+0.00295386j 0.0056974+0.000471828j -0.00527323+0.00484433j -0.00317288-0.00155054j 0.00285435+0.000487018j 0.000544059-0.00451484j -0.00105016-0.000747266j -0.00307876-0.00317417j 0.00510561-0.00296392j -0.00278809-0.0012631j -0.000532897-0.000794971j 0.000532289-0.00101374j 
0.00099235+0.000545626j 0.00157737-0.000109444j -0.00101448-0.00201752j 0.000591029-0.000743229j -0.000155463+9.47539e-05j -0.00137721+0.00324777j 0.000961017+0.00102798j 0.00177739-0.00125523j -0.000254941+0.00169494j -0.0014838-0.000187937j 0.00232633+0.0018453j -0.00268767+0.00236739j 0.00109819-0.00215757j 0.0020389-0.0015761j 0.000198203-0.00313088j 0.000169642-0.00416603j 0.00235101+0.000478779j -7.26742e-06-0.000535676j -0.00394896-0.00204808j 0.000153362+0.000871436j 0.00108824-4.40344e-05j -0.00200853-0.000770025j -0.000113054-0.00100078j -0.000634095+0.00304387j -2.52316e-05-0.00266194j 0.000440293-0.000117419j -0.00206812+0.000727916j -0.000108284+0.000905043j -0.00129429+0.00298475j -0.000372251-0.00376963j -0.00208236+0.000740561j 0.00385964+2.27195e-05j -0.00122593-0.00236531j 0.000853412+0.000589676j 0.00214609+0.00278531j -0.00139536-0.00106234j 0.00213836+0.00269991j 0.00334439+0.000635065j -0.00040506-0.000561265j -7.11483e-05-0.0012087j -0.0029928+0.00454176j -6.62864e-05-0.00593217j 0.00036324-0.00305415j 0.00102633+0.00134835j 0.000841094+0.00255216j -0.00263884-0.000465501j 0.0027385-0.00188878j 0.00212659-0.00392967j -0.00128169+0.00127786j -0.00645871-0.00576638j -0.00265621-0.000410497j 0.000603686+0.00998184j -0.00912496-0.00744168j -0.00271722+0.00873367j -0.00352605-0.000797957j 0.000397028-0.000173221j -0.0144188+0.0065275j 0.0028551+0.00252571j -0.00185914+0.00169747j -0.00316972-0.00182927j 0.00656178+0.00883496j 0.00967983-0.00106205j 0.0063401-0.00637414j -0.00332845+0.00287393j -0.000465772-0.00460366j 0.0120421-0.00232714j -0.00281739-0.00945449j 0.00219779-0.00150368j 0.000180075+0.00153013j 
-0.000388884+0.00171397j 0.00123895+0.000346298j 0.00123338-0.000276788j -0.00156485-0.00103601j 0.00233775+0.00410317j -0.000147539+0.00448071j 0.00680448-0.0039434j -0.00461459+0.000511589j -0.00408054-0.00125322j 0.000108951-0.00142393j -0.00343032-0.00363946j 0.00157927-0.00239595j -0.00308483-0.00397248j 0.00155927-0.00359467j 0.0010526-0.000314813j 0.00345579+0.00218544j -0.00231414-0.000801388j -0.0018631+0.00346004j 0.00515704-0.00213531j -8.51877e-05+0.00301732j 0.00489901+0.000756373j 0.00350561-0.000969757j 0.00277171-0.00175275j -0.00311361-0.00722685j -0.00555433+0.000549781j 0.00289887-0.00137083j 0.002747+0.00424374j 0.00182828-0.00271776j 0.000980785+0.00040566j 4.69866e-05+0.000272347j -0.000434455-0.00056479j 0.00145501+0.000124888j -0.000292629+6.22353e-05j 0.00309318+0.0027161j 0.00115155+0.000375409j -0.00386595-0.00159576j -0.0015899-0.00275841j 0.00204806+0.00145838j -0.000333116+0.0047635j -0.000936165+0.00170928j -0.000151323-0.00401447j -0.00436869-0.000366353j 0.00541705-0.00783652j 0.00118735-0.00014713j -0.000406258-0.000282451j -0.00651925-0.00443954j -0.0028091-0.00555775j 0.00216694-0.000948818j -0.00133987+0.00035141j -0.00140971-0.00239284j -0.00256198+0.00155552j 0.000630372+6.33117e-06j -0.0050891+0.000582086j -0.00243668-0.00159955j 0.00306504-0.000893722j 8.40034e-05+0.00565865j -0.00208847+0.00411027j -0.000810378+0.00288652j 0.000536292+0.00122801j 0.000602044+0.00106949j -0.00539594-0.00274528j 0.00113301+0.00253396j 0.000133015+6.67439e-05j -0.00228417-0.000692363j 0.000484232+0.00256323j -0.00207258-0.000182219j 0.000993221+0.00175157j 0.000985167+0.000674354j -0.000643823+0.00190216j 
-0.00112625+0.00295784j 0.00167916-0.000553447j 0.00149175+0.000932648j -0.000657947+0.000820828j -0.00163991+0.000221121j -0.0039759-0.00177937j 0.00153115+0.00158089j -0.000396345+0.00187699j 0.00365111-0.000810318j 0.00120884-0.001007j -0.00349506-0.0064376j -0.00115796+0.00256182j -0.00661071+0.00321364j 0.00501116-0.00100453j -0.00319998+0.00186687j -0.00241001-0.00578672j -0.00455466+0.000888712j -0.00355179+0.000675687j 0.00471322-0.00291002j -0.00037672+0.00140963j 0.000129852+0.00212562j -0.00145191+0.00263823j 0.00189325+0.00645183j 0.0078136-0.00228202j -0.00392513-0.00773923j 0.00102224+0.000721325j -0.00093986+0.00111594j -0.00175469-0.000225283j -0.000869879-3.26575e-05j -0.000275767+0.000595477j -0.000777677-0.00078771j 0.000561112+0.0010706j -0.001571+0.00061186j 0.000351413+0.0031895j 0.000247377+0.000495992j -0.00390939+0.000614616j -0.000751228-0.00228132j 0.00146132+0.00258082j -0.000334374+0.00353745j -0.00393797-0.00244391j -0.0012567-0.000315354j -0.0036089-0.00230528j 0.00430605+0.000558117j 0.00430092-0.00118191j 0.00145306-0.00551871j -0.00932873-0.000346441j 0.00217481-0.00273028j -0.00157405-0.00364266j -0.000990575-9.04872e-06j -0.0017803-0.00478609j -0.00205089+0.00188512j -0.001166+0.00142104j -0.00337937-0.00606272j -0.00347578+0.00438903j 0.00935345+0.00128213j 0.00320693-0.000719654j -0.00955867-0.0028417j 0.00273299+0.00199031j -0.00225886+0.00461332j -0.00283366-0.00830451j -0.000576059+0.00588994j 0.00580472-0.000494438j 0.00726698-0.00509919j -0.000455212+0.00511009j 0.000557646+0.00203179j 0.00197763+0.00159066j -0.00110585-0.00416272j 0.00134111+0.000658162j -0.000898292+0.000782956j 
-0.00106656+0.0035679j -0.000846536+0.000776492j 0.000721831+0.00230912j -0.00383068-0.000301581j 0.00341696-0.000473139j -0.000728561-0.000582289j -0.00144823-0.00416648j 0.00065616-0.00514021j 0.00218699-0.00180422j -0.00105486+0.00406324j 0.000254375-0.00300916j -0.00161234-0.00213792j 0.00765612-0.00245023j -0.0108014+0.00559643j 0.00358366+0.00506848j 0.00387625+0.00564538j -0.00293215-0.000373749j -0.00295539-0.00364627j 0.004535-0.00230992j 0.00381789+0.00224137j 0.000268182+0.00502471j -0.00972464+0.00325402j 0.00302794+0.000585849j 0.00151125-0.00659829j -0.00369093-0.00370068j 0.00532418+0.00203539j -0.003015+0.00441827j 0.00271794-0.00162799j -0.00261534+0.000656639j 7.14044e-05+0.00182185j 0.000370508-0.000652681j -0.00526544-0.00296243j -0.00190117+0.00506628j -0.00489575-0.00356127j -0.000464069-0.00327922j 0.00311161+0.0010162j 0.00483453+0.00363224j -0.00480287-0.000372375j 0.00139057-0.00195912j -0.00243346-0.00218081j 0.00473507+0.006875j 0.00477435-0.000654492j -0.00399792+0.00810458j 0.00272188-0.00268626j 0.00411594-0.00120353j 0.00443032+0.00329955j 0.00385246+0.00891221j 0.00201647+0.00223j -0.00479771-0.00101914j 0.00217842-0.00290614j 0.00343617-0.00262521j -0.000413305-0.00143291j 0.00508902-0.00971409j 0.00273095+0.0044939j 7.3883e-05+0.00109601j 0.000940209-0.0170701j -0.00774045+0.0031553j 0.00452316+0.00268302j -0.00184188-0.00117051j -0.00562165-0.00941035j 0.00525351+0.00448936j 0.00451723-0.000590736j 0.00373382-0.00616165j 0.00190553+0.00515644j -0.000952587-0.000368755j 0.00303722-0.00159022j -0.000818718-0.00310877j -0.00124569-0.00054718j -0.000846562-0.000512746j 
