0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
-0.000763185-0.000770911j -0.0010174+5.21305e-05j -0.00251884+0.000188328j -0.00112947+0.0003613j 0.00555176+0.000690609j 0.00156841-0.00398341j 0.00329347+0.000871888j -8.05809e-05+0.000972768j 0.00553693-0.00417625j 0.0075802-0.00183179j 0.000802639+0.000938955j 0.00349344-0.00149498j 0.00390816+0.00052103j -0.00199829-0.001893j 0.00048161-0.00768843j 0.00246905-0.000686781j 0.00156267+0.00303114j -0.00198573-0.00255773j 8.01037e-05-0.00083377j 0.00737815+0.00216623j 0.0074896+0.00349651j -0.000447859-0.000658106j -0.00374019-0.00230499j 0.00148525-0.0018814j 0.00483146-0.0015492j -0.000601741-0.000461778j -0.000506515+0.000383653j 0.000286137+9.19483e-05j -0.000289012+0.000295241j 0.00279243+0.000931915j 0.000640484-0.00183789j -0.00926648-0.000971899j -0.00124538-0.00706699j -0.00779553+0.00345043j 0.000691455+0.00288939j 0.00254487+0.00674151j 0.00526868-0.000661164j -0.00790521+0.00323056j -0.00350332-0.000154766j 0.00692108+0.00117296j 0.000464893+0.00959782j 0.00032929+0.00857173j -0.000763764+0.00122847j 0.00626548-0.00391268j 0.000698522-0.00191774j 0.00556174-0.00196702j -0.00352104+0.0027541j -0.0022958+0.00287254j -0.00680443+0.00793111j 0.00390752+0.00310183j 0.00512692+0.00439852j -0.00439932-0.00302985j 0.00241399+0.000995446j -0.00101492+0.000574631j 0.00128273+0.000431653j 0.00452061+0.00551535j -0.00154675+0.000532807j -0.00089598-0.00144568j -0.000167527+0.0140379j -0.00228938+0.00694787j -0.012843-0.00323262j -0.000142892-0.0104919j 0.00427941+0.005523j 0.0021848-0.000198031j 0.00544261+0.00098532j -0.00022097-0.00149935j 0.00495129-0.00181393j -0.000990011-0.000533311j 0.000583781-0.000832707j 
-0.000874394+0.00135124j 8.26898e-05+0.00152614j -0.0010365+0.00377158j -0.0133851-0.00041178j 0.0049635-0.0069242j 0.00756596+0.00710075j 0.0077688+0.00715518j 0.0169919+0.0043452j -0.000257402+0.0151299j 0.00953503-0.00626788j 0.000169085-0.00232584j 0.0183793+0.00540836j -0.00999001+0.00918434j 0.00744939+0.0138532j -0.00372522+0.0063053j -0.00164995+0.0070451j 0.0033743+0.00231425j -0.00971283+0.00285022j -0.00117914-0.00281977j 0.0104663+0.000645204j 0.00256751-0.000940981j 0.000859153+0.00521749j 0.00288532-0.00638215j 0.00144555+0.00284181j 0.00472475-0.00321367j -0.00145491-0.000753199j 0.0010465+0.00129768j -0.000521961+0.00210576j 0.00141555-0.000224825j 0.00241076+0.00134641j 0.00157395-0.00211663j 0.00125801+0.000400647j -0.00636941+0.00555327j -0.00380677-0.00157683j 0.000668643-0.0015409j -0.00483487-0.000929556j 0.000184937+0.00567669j 0.0039861-0.00068224j 0.00112029-0.00318456j -0.00131835+0.00799558j 0.00414699-0.00686419j 0.00710566+0.00192122j 0.000850165+0.00236941j 0.00189445-0.000893307j 0.00813224+0.000852127j -0.00524537+0.00112291j 0.00294617+0.00784451j -0.011074+0.00217824j 0.0100039-0.00507689j -0.00104759-0.00968908j -0.00593138-0.00692208j -0.00156172+0.00136003j 0.00464881-0.00397409j -0.00238838-0.00297517j 0.000569909-0.00279023j -0.00104304+0.00117688j -0.00102838+0.0012642j -0.00186933+0.000992836j -0.00212218+0.000178353j 0.00361548+0.000203887j 0.000284267+0.00139122j 0.000697112+0.00381848j -0.0019782+0.00168483j 0.000818-0.000994778j -0.00198056-0.001172j 0.00169613+0.000490626j -0.000287222+0.0012277j 0.000442456+0.000297095j -0.000111444+0.000834156j 
-0.00092757+0.000733266j 0.00140541+0.00139604j 0.00593556+0.00146975j -0.00227323+0.00560474j -0.00965493-0.00344728j 0.00475281+0.0059086j -0.000163891-0.00452295j 0.00173447-0.0168799j -0.00306137+0.00282332j 0.00893901-0.00642115j -0.00490663+0.00962248j -0.001854-0.000865597j -0.00633767-0.000382144j -0.00978559+0.00629145j 0.00641718+0.000663153j -0.00910263-0.00198552j -0.00744387-0.00383924j -0.00413352+0.0107576j -0.00147272+0.00686601j -0.0132304+0.00423982j 0.00230861-0.00179483j 0.000531847-0.00582677j -0.0031945+0.000318637j -0.001063-0.000602611j -0.00117111-0.00381722j -0.00188457-0.00669913j -0.00387695-0.000579396j -0.00214606+0.000684567j 0.000336867+0.00279989j 0.000666437+0.000505238j 0.000655163-0.000443297j -0.00144011-0.00111872j -0.00096241+0.00123551j -0.00260761-0.00635042j 0.00171455+0.000755096j -0.00345744-0.00233703j -0.00508209-0.00289787j 0.0042774-0.0043093j 0.0096292-0.00824794j -0.00731708-0.00285766j 0.00523398-0.0105592j 0.000418239-0.00279122j 0.00526253-0.00445938j -0.00962483+0.00158952j 0.00161562-0.00488273j -0.00577623-0.00177535j 0.00539589-0.00135389j -0.00445571-0.00484986j -0.000328293-0.00619936j 0.00304104-0.00594168j -0.0100568-0.00299903j 0.00278726+0.00577897j -0.000537459-0.00262865j -0.000938777+0.00635257j -0.00532715+0.00113888j 0.00244686+0.000272768j -0.00416035-0.00381547j 0.00533027+0.00276449j 0.00261444-0.00649677j -0.00295272-0.00417942j 0.00397502-0.000502604j -6.38273e-05+0.002296j -0.00297171+0.000138393j -0.00179034+0.00250539j 0.00209226-0.00361636j 0.000189583-0.00447848j 0.00433837-0.00194935j -0.000454822-0.00101231j 0.00166761-0.000568389j 
-0.000843296-0.00109858j 0.000930353+0.000207343j 0.00199376-0.00201154j 0.000685752+0.00723479j -0.00332545+0.00401474j 0.00299116-0.00323889j 0.00328121+0.00170343j 0.00401872+0.00535062j -0.0001075+0.0078706j -0.00808476-0.000854712j -0.00325615-0.00431649j 0.0111916+0.000159277j -0.00667861+0.00211722j 0.00361799+0.00645301j -0.00933497+0.00176815j 0.0026118-0.00772913j -0.00428609-0.00129095j 0.00666088-0.000539052j -0.0035785-0.0032213j 0.00592369-0.00533156j 0.00219736+0.0040754j -0.000563513+0.00943782j 0.00106177-0.00293646j 0.00105964+0.00287291j -0.000349495+0.00445503j 0.0016752+0.00828187j -0.000765584+0.00329829j -0.000395039-0.000306798j 0.00086007-0.000288954j 0.00109895-0.00187244j -0.00171637+0.00098591j -0.0019631+0.00192331j -0.00214352-0.00341524j -0.00155193-0.00614588j 0.0013621+0.000147296j 0.00270279+0.00117762j 0.00297033+0.00956293j -0.00164385+0.00561157j -0.00937376+0.00657087j 0.0035837+0.00674178j 0.00310527+0.006077j 0.00458578+0.00116235j -0.00392676+0.00318903j 0.00301784-0.00430797j -0.000486687-0.00114132j 0.00155902-0.0120806j 0.00612272+0.000169236j 0.00226133+0.00543506j 0.00306653+0.0134243j 0.00151313+0.00631699j -0.000133169+0.00198587j -0.00384794+0.00172328j -0.00545279-0.00606059j -0.00299322+0.00226229j -0.000147534-0.00193995j 0.00227265+0.000118253j -0.0035033+0.00455038j 0.00569919+0.00768018j 0.000750475+0.00501814j 0.00263827+0.00454212j -0.00873535+0.00098494j 0.000481687-0.00816847j 0.00490305+0.00125988j 0.00395208-0.00562373j -0.00398048+0.00498923j 0.000111752+0.00642494j -0.00410605+0.000615593j -0.00171938+0.000518371j -0.00212439-0.00121152j 
-0.000674136-0.000922892j -0.00140873-0.00113363j -0.00398632-0.00775333j -0.00115373-0.00217796j 0.00961064+0.00712469j -0.0017891-0.000207982j 0.00226659+0.000689671j -0.000383824+0.00129269j 0.00646387+0.000850796j 0.00573344-0.0049877j -0.00164011+0.000278897j 0.00183736-0.00164841j 0.00590533-0.00407811j -0.00502951-0.00153989j -0.00123989-0.00528649j 0.00965378+0.00512961j 0.00283956-0.000967886j -0.00279285-0.00593225j -0.00138889-0.00416232j 0.00982502+0.0058402j 0.00557386-0.00422563j 0.00166941+0.00415225j -0.00340377+0.00321841j 0.00292226+0.00223833j 0.00587436-0.00633154j 0.00144424-0.00520289j -0.000591647+0.001081j -0.000359387-0.000302497j -0.00146279-0.00106371j 0.00103975-0.000808048j -0.00105308-0.00142371j 0.00083543+0.000126289j -0.00147642-0.00183249j -0.00411238-0.00547301j 0.00273047+0.00164765j -0.00600775-0.00333546j -0.00292938+0.00117726j 0.00430454-0.00308869j 0.00584761-0.00907125j -0.005662+0.0011458j -0.000726334-0.0106539j 0.00143821-0.00294179j 0.00269012-0.00498427j -0.00760374+0.0048397j 0.00132313-0.00417766j -0.0063503-0.00227986j 0.00427301-0.0029097j -0.00380309-0.00113448j -0.000113588-0.00475157j 0.00201308-0.00487718j -0.0129694+0.00180618j 0.00268262+0.00433717j -0.00429711-0.00502828j -0.000170852+0.00725144j -0.0035152+0.00363853j 0.0045697+0.000203939j -0.0050531-0.00280506j 0.00885417+0.000867199j 0.000154413-0.00388976j -0.00579491-0.00221926j 0.000648662-0.00131027j 0.000677692-0.00218324j -0.00437058+0.000138982j -0.0010573+0.0022561j 0.00130356+0.000976033j -0.00176106-0.00311811j 0.00346958-0.00153052j -0.0018727+9.2234e-05j 0.000353107-0.00119822j 
-0.000199957-0.000864574j -0.000570248+0.00024955j 0.00181432-0.000740357j 0.00256642+0.00231493j 0.00384766+0.00373771j -0.00109212-0.0118541j 0.00207496-0.00301899j -0.00399505+0.0059812j 0.00171527-0.0102671j 0.00350061-0.00311195j 0.000783181-3.75137e-05j 0.00528939-0.00316539j 0.00117956-0.000777484j -0.00349694+8.08419e-05j -0.00685394-0.010458j -0.000959794-0.00914944j -0.00205016+0.00480971j 0.00259139-0.00280697j 0.000156369-0.000615081j 0.00842706-0.00515065j 0.0127688+0.00582117j -0.000416129-7.8189e-05j -0.00604433-0.00282015j 0.000809159-0.00362258j 0.00456484+0.00256981j -0.000871604+0.0068005j -0.00273876+0.00215843j -0.000553155-0.000101132j 0.000686326+0.000781429j 0.0013885+0.000119599j 0.00152518-0.00040588j -0.00183652-0.000840955j 5.98994e-05-0.000346056j -0.00815711+0.00365778j 0.0117083+0.00382123j 0.000613417-0.0116401j 0.00309753+0.00618429j 0.00248664+0.00706495j -0.00185293-0.00852003j -0.000538387+0.00291725j -0.0074936+8.9297e-06j 0.010426-0.00241341j 0.00350548-0.00482803j -0.0140374+0.0026924j 0.0106967-0.00273589j -0.00347962+0.003154j 0.00215262-0.00156742j -0.00427034-0.0011712j 0.0088763+0.00159742j -0.00130536-0.00316226j -0.00319948+0.00591951j -0.00313002+0.00578791j -0.00679676-0.0150091j 0.00654716-0.00392041j -0.0120551+0.00292433j 0.00969409+0.000489451j -0.00102851+0.0037144j -0.00285735+0.00450447j 0.00165964+0.00748684j -0.00417296-0.00739481j -0.00842751-0.000934852j -0.00128443-0.00578631j -0.00781863-0.00549039j -0.00184354+0.00771976j 0.00158211+0.00909138j -0.00299258+0.00196733j -0.00178642-0.00139976j -0.00277117+0.00160423j -0.00255761-0.00108807j 
-0.00170394+0.00125167j 0.000400198+0.00180496j 8.10583e-05+0.00574529j 0.00206498-0.00508604j 0.000785311-0.00298574j -0.00173778-0.00221452j -0.00303746+5.10887e-05j -0.00284649+0.0054528j -0.00289475-0.00834446j -0.000204347+0.00585503j 0.00531674-0.000995074j -0.0049928+0.00221963j 0.00169673+0.00134394j 0.00330647-0.00411689j 0.00220474+0.000167729j -0.00487649-0.000717978j 0.00254145+0.00394029j -0.000677498+9.15217e-05j 0.00281268+0.00183349j -0.00432685-0.00435437j -0.00235819+0.00445045j -0.00190678-0.00657744j -1.55765e-05-0.0020701j -0.00186033-0.00366462j -0.00339252+0.00370509j -0.00157518+0.00314503j 0.00168428-0.00186138j 0.000523159-0.000439289j -0.000373191+0.000590207j 0.00487071-0.00118879j -0.000722265-0.00388399j -0.000367511-0.000734119j -0.00647555+0.00462615j -0.011521-0.00564342j -0.00128322-0.00454682j -0.00665844+0.00260678j 0.003406+0.00813724j 0.00434713-0.00609292j -0.000330274-0.00598803j 0.0015951+0.00966253j 0.00415532-0.00972115j 0.012153-0.000482197j 0.00104025+0.000475381j 0.002663-0.000354577j 0.00847911-0.00353157j -0.00580214-0.00392551j 0.00966501+0.00927485j -0.0131335+0.00775142j 0.00966774-0.0073686j -0.000941392-0.0118344j -0.0134692-0.00597709j -0.0027832+0.00183711j 0.00367183-0.00938093j -0.00433472+0.000285293j 0.00192111-0.00140147j 0.000576989-0.000957424j -0.00516211+0.00062864j 0.004749+0.00117856j -8.62359e-05+0.00124402j 0.00185423+0.00219712j -0.0015027+0.00259724j -2.3836e-05-0.000455067j -0.00140586+0.00670275j 0.00350886-0.00292246j -0.00151369+0.00118965j 0.00204125-0.000486213j 0.00229207+0.000598994j -8.86481e-07+0.000213736j 8.80938e-05+0.000952292j 
0.00144633+0.0027407j 0.00257504-0.000125412j -0.000470228+0.00656205j -0.00435699-0.000193468j 0.00147338-0.00708949j 0.00300591-0.00154304j 0.00424159+0.000645385j 0.00419297+0.0019978j 0.00153996-0.00299636j 0.00489237-0.000932531j 0.00399308-0.000825516j 0.00344203-0.000371046j -3.87023e-05+0.00569005j 0.0057861+0.000111019j 0.00176035+0.000506887j -0.00370352+0.00290526j 0.0046725+0.00446229j -0.00563559+0.00173301j 0.00238862+0.000439442j 0.00325815-0.00224573j 0.00191464+0.00206285j 0.000198932-0.00372037j -0.000457196-0.00529315j -0.000695073-0.00297713j 0.000780361-0.000229149j -0.00333977+0.000103022j 0.00133234-0.00138986j -0.000116132+0.00105854j 0.000728793+0.00100694j -0.000963409-0.0020756j -0.00367607+0.00187168j -0.00611516-0.00290096j -0.00120859-0.0083946j 0.0035677-0.00563117j 0.00299399+0.00215465j 0.00262268-0.00260735j -0.00317365-0.00458804j -0.00209236+0.00407841j 9.06423e-05+0.00302098j -0.00276519-0.00808482j -0.000212327+0.0038561j -0.008042-0.00103053j 0.00147979-0.00299699j -0.00573865+0.00242453j -0.00955729-0.00305032j 0.00248094-0.00463511j -0.00153017-0.0101421j 0.00963728-0.0044191j -0.00919534+0.00945102j 0.00393494+0.00964478j 0.00463581+0.0070947j 0.00289509-0.000467426j -0.00644546+0.00433777j 0.00463583+0.00605351j -0.0028894+0.00392053j 0.00346683-0.00314319j -0.000167813-0.000910678j 0.00692521+0.00117092j 0.00220792-0.00154916j -0.00428284-0.00104688j -0.00293361-0.00182423j -0.00304204-0.00698619j 0.00149873-0.00271545j -0.000857742+0.000362786j 0.0023726+0.000871223j -0.00123384-0.00154737j 0.00345367-0.000937712j 0.000885368-0.00136632j 0.00123458+0.000734952j 
0.000601805+0.000501305j -0.000489727+0.000432191j -0.00213999+0.00167642j -0.00905341+0.00332977j 0.00301884-0.00710374j 0.00603964+0.00227699j 0.00794704+0.00141219j 0.0100981-0.00296773j 0.00542628+0.00717862j 0.00718833-0.00762528j -0.000781079-0.000363811j 0.0102664-0.00139655j -0.00174386+0.00603093j 0.00484096+0.00442611j 0.000542484+0.00158005j 0.0017418+0.00558414j 0.00287213+0.00096506j -0.0072175+0.00326836j -0.00113492-0.0010347j 0.00697632+0.00183815j 0.0031956-0.00231858j 0.00175194+0.0024538j -0.000109678-0.00353891j 0.000941817+0.00029139j 0.00279747-0.00426657j -0.00173379-0.00311667j 0.00100363-0.000706956j 4.92967e-06+0.0017935j 0.000894866+0.000160163j 0.000127497+0.00317562j 0.00342478-0.000786756j -0.00583077-0.00144093j 0.00135653-0.00247128j -0.000449696+0.0120641j 0.0048026+0.00480892j 0.00429815-0.00100394j 0.00161323-0.00705058j -0.00426514+0.005827j 0.000640861-0.00184712j 0.00454049-0.00458794j -0.000934193+0.00674251j -0.00116655+0.00509239j 0.00316028-0.00102573j -0.00160806-0.00159492j 0.00272415-0.00176286j 0.00511282+0.00987985j -0.00687933+0.00145876j -0.00240709-0.00117945j -0.00336693+0.000634038j 0.000238662+0.000233071j 0.00969823+0.0023204j -0.00142064-0.00021317j 0.00249369+0.00296339j 0.00262167-0.0049132j -0.00452454+0.0010865j 0.00490146+0.00406471j 0.00495734+0.000279133j -0.0107248-0.00157698j 0.00156948+0.0110956j -0.00129957-0.000997609j -0.00733448-0.00149207j -0.00177203-0.00221187j 0.000429106-0.00182371j -0.00194294+0.00507373j 0.00619323-0.00263108j -0.000572676-0.00170226j 0.00170413-0.00159273j -0.000238341-0.000324336j 0.00106748-0.000414001j 
-0.000944227+0.00176318j 0.00364536+0.00162163j 0.00740488-0.0021906j 0.00077624+0.0118218j -0.0114653+0.0033248j 0.00557351-0.000251108j 0.00109824-0.00276798j 0.00305729-0.00840677j -0.00108069+0.00961771j -0.0036535-0.00510842j -0.00504025+0.00412435j 0.00745114-0.00202657j -0.00935793+0.00298402j -0.00201761+0.0116141j -0.00279571+0.00380174j -0.0049233-0.00558879j -0.00947451-0.00204362j 0.00393529+0.0071368j -0.00299953+0.00321246j -0.0041433+0.00100685j 0.00178408+0.000423238j 0.000654467+0.00501949j -0.00137632-0.000135529j -0.000429242+0.00245884j -0.0010681+0.00204118j -0.000534874+0.00255156j -0.00323407+0.00215311j -0.00236499+0.00122687j 0.00165965+0.00168914j -0.00198806-0.0013999j -0.00197714+0.00349517j -0.000389921+0.0023759j 0.00033982+0.000999661j 0.00282265-0.00971771j 0.000730777-0.00166146j -0.00186283-0.00297475j -0.00140727+0.00521646j 0.00334068+0.00194743j 0.000587308+0.00168476j -0.00649468+0.000209125j -0.000794434-0.00240697j -0.0034624-0.00465921j -0.00181005+0.00067079j -0.00246998+0.00458779j -0.00516641+0.00213935j -0.00213167-0.00677976j 0.00150353-0.0057827j 0.00825299-0.00436069j -0.00188313+0.00432221j 0.00113216+0.00630435j -0.00093717+0.00179436j 0.00328024+0.000390917j -0.00691563+0.00108338j 0.00173113+0.00506362j -8.34686e-05+0.00227694j -0.00125617-0.00387985j -0.000802568+0.000240942j 0.00766839+0.00221529j -0.00218091-0.00763227j -0.00134772-0.00217505j 0.00424583-0.0002295j -0.000407483-0.00130093j -0.00188402-0.00401672j -0.000751182-0.00127725j -0.00334356+0.00277186j -0.00132522+0.00144865j -0.000735351-0.000271152j 0.000922496-0.000132706j -0.000849356+0.000974796j 
7.77638e-05-0.00342462j -0.00383101-0.00215215j -0.00691295-0.00627752j 0.000588063-0.000479391j 0.00576786+0.00388899j -0.00269785+0.00540933j 0.000758009+0.000988855j -0.00076357-0.00410493j 0.00377831+0.00428204j -0.000852466-0.00227648j -0.0044734+0.00119132j -0.00293515-0.00198202j 0.00425378-0.00573507j -0.00464225-0.00278869j 0.000204271-0.000532122j 0.00924783+0.00250153j 0.000827506-0.0055757j 0.000193516-0.00357531j -0.00300927-0.00318511j 0.00320821+0.0040885j -0.00159362-0.00608533j 0.00222594+0.00344396j 0.00152182+0.00489045j 0.00253717+0.00303544j 0.00132195-0.00595801j 0.00393162-0.00639149j 0.000363742+0.00140049j 0.00111706-0.00113513j -0.00206656-0.001799j -0.000470487+0.00228502j 0.00218535-0.00041921j -0.00535143+0.0020158j 0.000424015-0.00800738j 6.67264e-06+0.00581825j 0.000644983+0.00541547j 0.00496279+0.00294784j -0.00159745-0.00760972j -0.00426831+0.00515655j 0.00478568-5.42012e-05j 0.00205598-0.00735834j 0.00739911+0.00705083j -0.00317705+0.00897969j 0.00152002-0.000387931j 0.00232326-0.00379355j -0.00167285+0.000443642j 0.00633242-0.000213842j -0.00698297+0.00320498j -0.000813824-0.00407481j -0.00492379+0.00733886j 0.0101667+0.00218463j 0.00695891-0.00217674j -0.00201767-0.000700496j 0.00356658+0.00557869j -0.000353135+0.00118177j 0.000326923+0.00300068j 0.00433072+0.00348265j 0.00107467-0.00353921j -0.00280652-0.00137138j 0.00466454+0.00828585j -0.0025518+0.00440743j -0.00748941+0.000599959j -0.00306704-0.0045636j 0.00413186+0.00251056j 0.00177751+0.00079509j 0.00678757-0.00527688j 0.000294984-0.00145899j 0.00271229-0.0013609j -0.00251156-0.000967838j 0.00164128-0.00283823j 
0.00433897+0.00274112j 0.00255072-0.00202667j 0.00601046+0.0084995j -0.00568581+0.00125588j -0.00620561-0.0071545j 0.00359555-0.00684837j 0.00227476-0.00142715j 0.00226705+0.00236776j 5.30646e-05-0.00481104j 0.00206016+0.00172763j 0.00520451-0.00242025j 0.00262062-0.00100898j -0.00011548+0.00942968j 0.0100078-0.000868599j 0.00253787+0.00150596j -0.00717543+0.00321994j 0.00354018+0.00579457j -0.00279005+0.00410727j 0.00468909+0.000717978j -0.000482563-0.00372101j 0.00106171+0.00479527j -0.00152834-0.00373942j -0.00180231-0.00642194j -0.00246291-0.00315539j -0.00107678+0.00401113j -0.00482468+0.00410576j 0.000997218-0.00258683j -0.000650998+0.00150623j 0.00269569+0.000700969j -0.00528194+0.00189491j -4.96777e-05+0.0047514j 0.00214174-0.00601196j 0.00324299-0.00155655j 0.0136085-0.00705107j 0.0020593+0.00108526j 0.00356339-0.00987061j -0.00723934+0.00104904j 0.00208987+0.00654583j -0.00101092+0.00789711j -0.00897215-0.00352255j -0.00382342+0.00490735j -0.00992768-0.00109698j -0.00188393+0.000771746j -0.00460834+0.00463078j -0.00537826+0.0086243j 0.0013159+0.00135382j -0.00794148-0.00689919j 0.0111121-0.0111798j -0.000731709+0.00757082j 1.59088e-05+0.00814739j 0.0120501+0.000975785j 0.00247285-0.00219202j -0.00132096+0.00578523j 0.00477582-0.00500125j -0.00157975-0.00147541j -0.00396952-0.00318034j 0.00507872+0.00108459j -0.00566353-0.000598842j -0.00530016-0.00596542j 0.00083226-0.00558446j 0.00631711-0.00223159j 0.00166127+0.00461166j -0.00345485-0.00974338j -0.00277978+0.00167474j -0.00644617+0.000551012j 0.00167447+0.00326686j -0.00552844+0.00451648j 0.00384962-0.00159839j 0.000716147+0.00304903j 
0.0020276-0.00278079j -0.00370946-0.0013057j 0.00222901+0.00566017j -0.00433349-0.0084997j -0.000179124-0.00667689j -0.00200091-0.00331209j -0.00166289-0.000578333j -0.000831493+0.00636551j -0.00264123-0.00878283j 0.00387673+0.003407j 0.00339684-0.00499171j -0.00359093+0.00232083j 0.00384806+0.00131524j 0.00265918-0.00876408j 0.00218298-0.0030154j -0.00119026+0.00303354j 0.00533231+0.00175041j -0.00214671-0.00104584j 0.00353028-0.00112141j -0.00159688-0.00334174j -0.000412116+0.00166043j -0.00223944-0.00444043j -0.000592049-0.00247853j -0.00170143-0.00213877j -0.000253728+0.00140539j -0.0017933+0.00209994j 0.00114878-0.00275998j 0.0011457-0.000745785j 0.000759342-0.00109454j 0.00149734+0.00542616j 0.00637352-0.0042824j 0.00974998-0.00303824j 0.00635853+0.00935942j 0.00966512+0.0124024j -0.000127348-0.00197112j 0.00223907-0.00516766j 0.00173732-0.000111593j -0.000427479+0.00135511j -0.00340866+0.000735328j 0.00603292+0.00303441j -0.00292734+0.00217763j 0.0052549-0.00116477j 0.000674111+0.00199615j 0.00065661-0.00265322j 0.00968353+0.00292757j 0.00405859+0.0145305j -0.00186466+0.00686957j -0.00718555+0.00296087j 0.00717646-0.0113584j -0.00885456-0.00432872j 0.00480992-0.0061722j -0.00122101+0.000956349j 0.00598451-0.002364j -0.00104359-0.0119335j -0.00562977-0.00254332j -0.00339078+0.00381333j 0.00661894+0.00184459j -0.0160573+0.00378854j -0.00143568+0.00360812j 0.00467749-0.00466497j 0.0032186+0.000535645j 0.00619504+0.00938568j -0.00350043-0.0017669j -0.000959032+0.00445948j -0.00161054-0.00182667j -5.25748e-05+0.00205338j -0.0050401+0.00092301j -0.000665566+0.00253869j -0.00198307-0.000912996j 
-0.00118991+0.000469689j 0.000671883+0.00122095j -7.89e-05-0.000486732j -0.000379055+0.000382551j -0.000821468-0.000655076j 0.000673544+0.000993128j 7.82771e-05+3.37771e-05j 0.0013754-0.000721535j -0.000752922+0.00202574j 0.000164059-0.00130593j -0.00128434+0.000153578j 0.00131735+0.000602427j -0.0016437-0.000277343j -0.00151578+0.00153225j -0.000679051+0.000216091j -2.27746e-05-0.000574481j -0.00114017-0.00117621j -4.42949e-05+0.00066761j -0.000764426+0.000276963j -0.000627834+0.000618794j -5.24642e-05-0.000618869j -0.000136886+0.00101714j 0.000283675+0.00023684j 8.53703e-06+0.000668875j 0.000274745-0.000456387j 0.000353068-0.000268059j -0.000529317+0.000277183j -0.000339269-1.33287e-05j -6.75457e-07+0.000323016j 0.00101303-0.00128499j -0.000851945-0.00142927j -0.000253163+0.000661849j 0.000971044+0.00255137j 0.000120968+0.00357632j -1.75953e-06-0.000295844j -0.00088869+0.00137119j 0.00136794-3.02932e-05j -0.000205259-0.000268902j -0.000723097-0.000890129j 0.00191163+0.000285066j -0.000605091-0.00107761j 0.000954497-0.00241965j 0.000346243+0.00160848j 0.000737939-0.000820884j 0.00175713-0.00222309j 0.00152278+0.0018966j 0.00221466+0.00172118j -0.000119729+0.00313462j -0.00171341-0.00360655j -0.00271672+0.000973528j -0.000904652-0.000255991j 4.06713e-06-0.00053464j 0.000417556-0.00154995j -0.000846535-0.000283825j -0.000175221+0.000681468j 0.000395435-0.000225028j 0.000418426-0.000310924j 0.00038443+0.00111087j 0.000351089+0.000123873j -8.93469e-05-0.000197678j 1.86809e-05+0.000135266j 0.000713876-0.000621383j 0.000819082+0.000959915j 8.35141e-06-0.000609331j 0.00042124+0.000454243j -0.000218288-0.00102513j 0.00113509-0.000359292j 0.000439163+0.000173781j 0.000123538+0.00065043j 
